year,month,rank_ME,rank_ROE_6,nstocks,ret_vw
1981,11,2,3,236,5.3634
1981,11,2,4,202,4.3654
1981,11,2,5,224,1.8614
1981,11,3,1,128,4.2775
1981,11,3,2,244,4.3008
1981,11,3,3,294,6.1186
1981,11,3,4,314,5.0409
1981,11,3,5,272,3.2652
1981,12,1,1,488,-1.4200
1981,12,1,2,350,-1.6129
1981,12,1,3,281,-0.0416
1981,12,1,4,218,0.0606
1981,12,1,5,242,-2.7938
1981,12,2,1,200,-1.2991
1981,12,2,2,215,-1.4192
1981,12,2,3,245,-0.0012
1981,12,2,4,208,-1.1609
1981,12,2,5,228,-1.2397
1981,12,3,1,131,-2.2145
1981,12,3,2,250,-1.9924
1981,12,3,3,306,-2.7252
1981,12,3,4,321,-2.4054
1981,12,3,5,275,-3.7104
1982,1,1,1,451,-1.1820
1982,1,1,2,306,-0.6040
1982,1,1,3,250,-1.6891
1982,1,1,4,197,-0.9234
1982,1,1,5,233,-1.5059
1982,1,2,1,185,-2.1705
1982,1,2,2,197,-1.8971
1982,1,2,3,213,-4.4826
1982,1,2,4,180,-3.6053
1982,1,2,5,213,-6.1199
1982,1,3,1,110,-1.3379
1982,1,3,2,215,-1.5544
1982,1,3,3,263,-2.7199
1982,1,3,4,274,-1.4686
1982,1,3,5,242,-3.5883
1982,2,1,1,437,-4.3262
1982,2,1,2,294,-2.9792
1982,2,1,3,250,-2.9670
1982,2,1,4,198,-3.2571
1982,2,1,5,231,-4.8022
1982,2,2,1,181,-5.5994
1982,2,2,2,196,-3.0259
1982,2,2,3,218,-4.1954
1982,2,2,4,179,-3.5548
1982,2,2,5,217,-4.6059
1982,2,3,1,126,-3.1568
1982,2,3,2,233,-4.3022
1982,2,3,3,286,-4.4315
1982,2,3,4,287,-5.7347
1982,2,3,5,238,-6.2066
1982,3,1,1,455,-0.9707
1982,3,1,2,334,0.0484
1982,3,1,3,262,-0.6773
1982,3,1,4,218,-0.0441
1982,3,1,5,250,-0.1612
1982,3,2,1,199,1.3138
1982,3,2,2,204,0.4234
1982,3,2,3,226,0.3669
1982,3,2,4,196,-2.4055
1982,3,2,5,232,-1.7341
1982,3,3,1,136,2.9025
1982,3,3,2,256,1.4030
1982,3,3,3,325,-1.4439
1982,3,3,4,319,-1.1051
1982,3,3,5,258,-2.1344
1982,4,1,1,449,3.2369
1982,4,1,2,342,3.5724
1982,4,1,3,257,4.6239
1982,4,1,4,206,3.7282
1982,4,1,5,256,6.4545
1982,4,2,1,182,5.2024
1982,4,2,2,187,6.1062
1982,4,2,3,206,5.2999
1982,4,2,4,186,5.3083
1982,4,2,5,206,7.0072
1982,4,3,1,124,3.7151
1982,4,3,2,221,1.5599
1982,4,3,3,276,4.5856
1982,4,3,4,283,5.0020
1982,4,3,5,238,5.5996
1982,5,1,1,460,-3.4719
1982,5,1,2,377,-1.6670
1982,5,1,3,275,-1.5602
1982,5,1,4,216,-1.8423
1982,5,1,5,267,-3.4635
1982,5,2,1,189,-4.6493
1982,5,2,2,209,-3.6501
1982,5,2,3,237,-2.1690
1982,5,2,4,209,-2.9812
1982,5,2,5,220,-3.5341
1982,5,3,1,138,-2.1319
1982,5,3,2,258,-2.4717
1982,5,3,3,313,-1.2388
1982,5,3,4,318,-2.1760
1982,5,3,5,273,-3.7526
1982,6,1,1,491,-3.0142
1982,6,1,2,403,-2.6423
1982,6,1,3,313,-2.3115
1982,6,1,4,230,-1.1764
1982,6,1,5,284,-1.7897
1982,6,2,1,194,-1.4434
1982,6,2,2,220,-2.0769
1982,6,2,3,244,-2.2837
1982,6,2,4,221,-2.0756
1982,6,2,5,227,-1.3937
1982,6,3,1,142,1.4208
1982,6,3,2,270,-2.2505
1982,6,3,3,335,-2.0276
1982,6,3,4,332,-2.0293
1982,6,3,5,282,-1.8735
1982,7,1,1,478,-1.0556
1982,7,1,2,386,-0.8217
1982,7,1,3,312,-1.3855
1982,7,1,4,216,-1.5434
1982,7,1,5,283,-1.1788
1982,7,2,1,180,-0.5906
1982,7,2,2,208,-0.7509
1982,7,2,3,231,-1.3004
1982,7,2,4,217,1.5602
1982,7,2,5,217,-1.7367
1982,7,3,1,132,-4.0189
1982,7,3,2,245,-2.4228
1982,7,3,3,306,-2.9154
1982,7,3,4,311,-1.5267
1982,7,3,5,275,-1.4706
1982,8,1,1,486,6.3332
1982,8,1,2,404,7.5982
1982,8,1,3,308,7.3428
1982,8,1,4,217,6.9847
1982,8,1,5,280,7.5809
1982,8,2,1,187,11.6974
1982,8,2,2,209,10.7485
1982,8,2,3,233,10.8386
1982,8,2,4,201,10.4189
1982,8,2,5,219,10.6363
1982,8,3,1,130,15.4694
1982,8,3,2,244,14.8242
1982,8,3,3,314,13.0096
1982,8,3,4,327,11.9710
1982,8,3,5,272,11.1817
1982,9,1,1,521,0.8656
1982,9,1,2,425,3.5150
1982,9,1,3,325,5.0125
1982,9,1,4,245,6.1830
1982,9,1,5,292,3.5112
1982,9,2,1,198,1.5347
1982,9,2,2,223,2.2316
1982,9,2,3,242,3.1409
1982,9,2,4,206,3.6004
1982,9,2,5,224,3.3345
1982,9,3,1,133,-1.8304
1982,9,3,2,245,0.0867
1982,9,3,3,323,0.3637
1982,9,3,4,327,1.8398
1982,9,3,5,286,1.5269
1982,10,1,1,506,12.5055
1982,10,1,2,399,12.5483
1982,10,1,3,291,14.5636
1982,10,1,4,215,14.3630
1982,10,1,5,273,17.6267
1982,10,2,1,174,13.6913
1982,10,2,2,199,14.4422
1982,10,2,3,216,12.4750
1982,10,2,4,182,12.1123
1982,10,2,5,206,13.8782
1982,10,3,1,114,15.9487
1982,10,3,2,202,12.2832
1982,10,3,3,260,8.9036
1982,10,3,4,286,10.2338
1982,10,3,5,264,11.9605
1982,11,1,1,526,8.7725
1982,11,1,2,430,9.2809
1982,11,1,3,310,10.4126
1982,11,1,4,238,9.0621
1982,11,1,5,279,10.7374
1982,11,2,1,170,7.6493
1982,11,2,2,219,6.9871
1982,11,2,3,222,7.5784
1982,11,2,4,189,8.0317
1982,11,2,5,216,11.9645
1982,11,3,1,121,6.9240
1982,11,3,2,218,4.3859
1982,11,3,3,290,2.2804
1982,11,3,4,312,3.8878
1982,11,3,5,280,6.4693
1982,12,1,1,607,1.8148
1982,12,1,2,504,1.6084
1982,12,1,3,333,0.9559
1982,12,1,4,283,2.3450
1982,12,1,5,305,2.6495
1982,12,2,1,183,-0.1906
1982,12,2,2,225,1.5651
1982,12,2,3,236,1.7733
1982,12,2,4,216,1.9194
1982,12,2,5,230,2.1589
1982,12,3,1,127,3.7303
1982,12,3,2,228,0.9525
1982,12,3,3,300,1.4515
1982,12,3,4,319,1.8244
1982,12,3,5,288,1.9613
1983,1,1,1,608,9.3637
1983,1,1,2,486,8.1397
1983,1,1,3,310,9.2373
1983,1,1,4,288,8.7552
1983,1,1,5,304,9.7128
1983,1,2,1,171,8.8979
1983,1,2,2,217,7.4052
1983,1,2,3,209,5.3322
1983,1,2,4,201,7.0729
1983,1,2,5,220,4.7277
1983,1,3,1,110,6.1837
1983,1,3,2,197,4.9297
1983,1,3,3,263,6.8470
1983,1,3,4,287,3.1678
1983,1,3,5,262,2.3133
1983,2,1,1,595,4.5338
1983,2,1,2,486,5.7091
1983,2,1,3,309,4.8219
1983,2,1,4,294,6.3197
1983,2,1,5,312,7.7159
1983,2,2,1,168,4.7702
1983,2,2,2,213,3.0562
1983,2,2,3,218,5.6226
1983,2,2,4,215,5.5179
1983,2,2,5,250,7.2389
1983,2,3,1,118,2.7140
1983,2,3,2,211,3.5865
1983,2,3,3,274,1.4359
1983,2,3,4,300,1.9127
1983,2,3,5,260,3.4730
1983,3,1,1,643,4.6891
1983,3,1,2,536,4.5405
1983,3,1,3,352,3.8602
1983,3,1,4,329,4.8653
1983,3,1,5,367,5.5853
1983,3,2,1,178,5.1020
1983,3,2,2,233,3.7732
1983,3,2,3,231,3.3827
1983,3,2,4,232,3.1193
1983,3,2,5,272,4.4572
1983,3,3,1,132,3.6916
1983,3,3,2,227,3.2664
1983,3,3,3,303,2.0754
1983,3,3,4,332,3.6540
1983,3,3,5,283,2.6220
1983,4,1,1,664,6.6962
1983,4,1,2,555,7.6698
1983,4,1,3,372,7.6655
1983,4,1,4,350,8.5467
1983,4,1,5,403,7.6171
1983,4,2,1,180,5.1008
1983,4,2,2,221,6.9829
1983,4,2,3,214,5.9306
1983,4,2,4,225,6.5739
1983,4,2,5,283,7.9020
1983,4,3,1,116,8.4203
1983,4,3,2,191,8.4798
1983,4,3,3,261,5.8788
1983,4,3,4,300,6.4193
1983,4,3,5,271,7.5940
1983,5,1,1,730,12.5873
1983,5,1,2,567,9.2703
1983,5,1,3,414,9.6534
1983,5,1,4,374,9.4460
1983,5,1,5,458,8.2832
1983,5,2,1,192,7.6847
1983,5,2,2,230,6.0385
1983,5,2,3,242,6.3641
1983,5,2,4,260,4.8582
1983,5,2,5,308,5.8646
1983,5,3,1,136,4.3617
1983,5,3,2,228,1.1288
1983,5,3,3,298,0.3261
1983,5,3,4,342,0.5949
1983,5,3,5,296,-1.6633
1983,6,1,1,771,4.4376
1983,6,1,2,612,4.3494
1983,6,1,3,445,4.0075
1983,6,1,4,427,4.3248
1983,6,1,5,514,4.5185
1983,6,2,1,202,4.7513
1983,6,2,2,242,4.8270
1983,6,2,3,258,4.7946
1983,6,2,4,265,5.2506
1983,6,2,5,330,7.0852
1983,6,3,1,141,2.4392
1983,6,3,2,231,3.8745
1983,6,3,3,313,2.8992
1983,6,3,4,352,4.3417
1983,6,3,5,309,5.1993
1983,7,1,1,770,-2.7541
1983,7,1,2,602,-2.0973
1983,7,1,3,443,-2.2930
1983,7,1,4,422,-2.4900
1983,7,1,5,523,-2.2433
1983,7,2,1,197,-4.0256
1983,7,2,2,232,-1.3676
1983,7,2,3,246,-1.6153
1983,7,2,4,252,-2.9184
1983,7,2,5,334,-3.8220
1983,7,3,1,141,-2.6080
1983,7,3,2,210,-2.5430
1983,7,3,3,289,-3.6888
1983,7,3,4,335,-2.6641
1983,7,3,5,299,-3.6527
1983,8,1,1,783,-4.5735
1983,8,1,2,620,-3.1933
1983,8,1,3,471,-3.1784
1983,8,1,4,462,-2.2981
1983,8,1,5,546,-3.7124
1983,8,2,1,190,-4.7682
1983,8,2,2,251,-2.4159
1983,8,2,3,265,-3.3994
1983,8,2,4,271,-2.8177
1983,8,2,5,338,-3.5883
1983,8,3,1,148,2.0636
1983,8,3,2,225,2.3220
1983,8,3,3,307,3.0527
1983,8,3,4,336,0.8196
1983,8,3,5,313,-0.9780
1983,9,1,1,814,-2.4481
1983,9,1,2,628,0.7612
1983,9,1,3,482,0.4292
1983,9,1,4,472,1.0044
1983,9,1,5,581,1.5739
1983,9,2,1,196,1.2971
1983,9,2,2,253,2.4078
1983,9,2,3,263,2.8870
1983,9,2,4,283,2.6692
1983,9,2,5,352,3.2562
1983,9,3,1,148,0.2068
1983,9,3,2,233,0.4661
1983,9,3,3,312,0.7626
1983,9,3,4,339,1.6978
1983,9,3,5,316,3.2837
1983,10,1,1,790,-7.6999
1983,10,1,2,569,-5.6944
1983,10,1,3,444,-5.9205
1983,10,1,4,443,-5.9929
1983,10,1,5,567,-6.4644
1983,10,2,1,185,-7.7340
1983,10,2,2,221,-6.4967
1983,10,2,3,238,-4.8022
1983,10,2,4,264,-5.0040
1983,10,2,5,319,-7.6578
1983,10,3,1,123,-4.6402
1983,10,3,2,202,-1.4261
1983,10,3,3,264,-2.4047
1983,10,3,4,294,-0.0304
1983,10,3,5,286,-1.9451
1983,11,1,1,813,1.9794
1983,11,1,2,581,4.2755
1983,11,1,3,470,3.9849
1983,11,1,4,460,5.1592
1983,11,1,5,562,5.8665
1983,11,2,1,193,5.2351
1983,11,2,2,241,6.0772
1983,11,2,3,266,4.6819
1983,11,2,4,292,5.0886
1983,11,2,5,321,6.0313
1983,11,3,1,137,6.4620
1983,11,3,2,223,3.2873
1983,11,3,3,289,2.9326
1983,11,3,4,319,1.5213
1983,11,3,5,306,1.0047
1983,12,1,1,888,-2.2215
1983,12,1,2,634,-1.0295
1983,12,1,3,515,-0.9112
1983,12,1,4,493,-2.1006
1983,12,1,5,588,-2.2377
1983,12,2,1,197,-1.3788
1983,12,2,2,240,-1.2169
1983,12,2,3,275,-0.5563
1983,12,2,4,305,-1.1808
1983,12,2,5,327,-3.2290
1983,12,3,1,140,2.3094
1983,12,3,2,232,-0.9970
1983,12,3,3,291,-1.1412
1983,12,3,4,325,-1.2444
1983,12,3,5,301,-0.9462
1984,1,1,1,831,2.7258
1984,1,1,2,591,-0.1763
1984,1,1,3,461,-0.9297
1984,1,1,4,465,-1.9889
1984,1,1,5,544,-2.5804
1984,1,2,1,176,0.9017
1984,1,2,2,225,-0.8126
1984,1,2,3,239,-2.2543
1984,1,2,4,281,-4.5921
1984,1,2,5,305,-5.3177
1984,1,3,1,123,0.1303
1984,1,3,2,199,1.2198
1984,1,3,3,251,2.1714
1984,1,3,4,293,-1.4668
1984,1,3,5,274,-4.8143
1984,2,1,1,839,-6.9621
1984,2,1,2,562,-5.1302
1984,2,1,3,472,-5.9647
1984,2,1,4,457,-7.4407
1984,2,1,5,539,-7.6051
1984,2,2,1,175,-6.2182
1984,2,2,2,223,-3.5882
1984,2,2,3,236,-4.3598
1984,2,2,4,287,-5.2165
1984,2,2,5,317,-6.6653
1984,2,3,1,134,-4.7535
1984,2,3,2,214,-2.3770
1984,2,3,3,276,-2.4140
1984,2,3,4,302,-4.2774
1984,2,3,5,270,-3.9765
1984,3,1,1,887,0.9591
1984,3,1,2,616,0.3898
1984,3,1,3,517,0.5812
1984,3,1,4,495,0.2637
1984,3,1,5,590,0.5846
1984,3,2,1,187,1.6871
1984,3,2,2,245,1.0187
1984,3,2,3,260,0.6442
1984,3,2,4,307,-0.0718
1984,3,2,5,337,0.9417
1984,3,3,1,143,4.2958
1984,3,3,2,235,2.5303
1984,3,3,3,290,0.8724
1984,3,3,4,318,0.6244
1984,3,3,5,298,1.4794
1984,4,1,1,906,-3.1511
1984,4,1,2,611,-0.8782
1984,4,1,3,538,-1.2066
1984,4,1,4,469,-1.4501
1984,4,1,5,598,-1.9181
1984,4,2,1,183,-0.3934
1984,4,2,2,220,-0.0566
1984,4,2,3,251,1.3903
1984,4,2,4,278,0.3273
1984,4,2,5,308,0.4052
1984,4,3,1,133,-1.4859
1984,4,3,2,204,0.7727
1984,4,3,3,258,0.4922
1984,4,3,4,280,1.7942
1984,4,3,5,280,0.6979
1984,5,1,1,976,-6.7067
1984,5,1,2,621,-4.6288
1984,5,1,3,554,-4.6346
1984,5,1,4,528,-4.4161
1984,5,1,5,628,-4.4140
1984,5,2,1,197,-7.7723
1984,5,2,2,226,-4.9190
1984,5,2,3,264,-4.5032
1984,5,2,4,291,-4.5139
1984,5,2,5,321,-4.5355
1984,5,3,1,151,-8.3036
1984,5,3,2,231,-6.4896
1984,5,3,3,297,-4.1853
1984,5,3,4,310,-3.8819
1984,5,3,5,299,-4.3263
1984,6,1,1,1037,-0.2148
1984,6,1,2,668,2.1238
1984,6,1,3,604,2.8762
1984,6,1,4,569,3.4502
1984,6,1,5,712,4.1126
1984,6,2,1,210,1.2653
1984,6,2,2,237,1.3139
1984,6,2,3,279,2.6819
1984,6,2,4,303,4.2898
1984,6,2,5,342,5.9956
1984,6,3,1,160,1.2854
1984,6,3,2,245,1.2601
1984,6,3,3,311,1.1984
1984,6,3,4,311,3.6956
1984,6,3,5,312,3.3866
1984,7,1,1,1030,-8.0392
1984,7,1,2,650,-3.4222
1984,7,1,3,591,-3.7338
1984,7,1,4,547,-4.2865
1984,7,1,5,680,-4.1766
1984,7,2,1,208,-8.9381
1984,7,2,2,228,-5.6710
1984,7,2,3,259,-4.2745
1984,7,2,4,281,-3.2169
1984,7,2,5,329,-3.9749
1984,7,3,1,148,-5.9207
1984,7,3,2,221,-2.7030
1984,7,3,3,282,-2.7372
1984,7,3,4,292,-1.4441
1984,7,3,5,291,0.1025
1984,8,1,1,1067,9.4453
1984,8,1,2,698,9.7313
1984,8,1,3,601,10.9882
1984,8,1,4,572,11.6986
1984,8,1,5,697,12.1895
1984,8,2,1,210,13.5878
1984,8,2,2,230,10.5222
1984,8,2,3,268,11.6543
1984,8,2,4,311,13.1607
1984,8,2,5,343,14.2893
1984,8,3,1,158,12.6393
1984,8,3,2,242,10.8159
1984,8,3,3,300,11.9879
1984,8,3,4,308,10.4367
1984,8,3,5,294,11.0383
1984,9,1,1,1125,-1.4972
1984,9,1,2,733,-0.1798
1984,9,1,3,607,-0.3294
1984,9,1,4,579,-0.9912
1984,9,1,5,718,-0.9708
1984,9,2,1,219,-1.7516
1984,9,2,2,238,-1.8676
1984,9,2,3,267,-0.3187
1984,9,2,4,315,-1.7050
1984,9,2,5,339,-1.4199
1984,9,3,1,158,-0.5121
1984,9,3,2,251,-0.4817
1984,9,3,3,304,0.7705
1984,9,3,4,310,-0.6586
1984,9,3,5,296,-1.0243
1984,10,1,1,1104,-4.7193
1984,10,1,2,655,-2.3185
1984,10,1,3,537,-1.3190
1984,10,1,4,540,-1.4469
1984,10,1,5,673,-2.1071
1984,10,2,1,198,-3.8680
1984,10,2,2,211,-1.4687
1984,10,2,3,240,-0.4291
1984,10,2,4,279,-1.0165
1984,10,2,5,312,-0.9547
1984,10,3,1,138,-3.7527
1984,10,3,2,223,-0.3576
1984,10,3,3,252,-0.2311
1984,10,3,4,276,0.8284
1984,10,3,5,275,1.5527
1984,11,1,1,1097,-5.4345
1984,11,1,2,685,-2.6078
1984,11,1,3,549,-2.6207
1984,11,1,4,532,-2.6613
1984,11,1,5,691,-2.9644
1984,11,2,1,211,-4.2071
1984,11,2,2,226,-0.6135
1984,11,2,3,264,-1.0103
1984,11,2,4,293,-2.3273
1984,11,2,5,317,-2.9861
1984,11,3,1,145,-1.4128
1984,11,3,2,245,-0.6794
1984,11,3,3,283,0.0896
1984,11,3,4,305,-0.8336
1984,11,3,5,288,-1.9889
1984,12,1,1,1162,-1.4685
1984,12,1,2,730,1.7024
1984,12,1,3,587,0.6870
1984,12,1,4,562,1.4269
1984,12,1,5,704,1.9631
1984,12,2,1,218,-0.4087
1984,12,2,2,236,1.4570
1984,12,2,3,268,2.7224
1984,12,2,4,301,2.2335
1984,12,2,5,327,4.0957
1984,12,3,1,148,0.3778
1984,12,3,2,245,0.7594
1984,12,3,3,290,2.1800
1984,12,3,4,317,2.8599
1984,12,3,5,293,2.8797
1985,1,1,1,1084,14.5580
1985,1,1,2,661,12.8592
1985,1,1,3,518,13.7691
1985,1,1,4,499,14.4300
1985,1,1,5,658,14.6322
1985,1,2,1,200,10.9381
1985,1,2,2,224,9.4796
1985,1,2,3,237,11.1245
1985,1,2,4,270,13.2226
1985,1,2,5,302,14.0977
1985,1,3,1,126,9.3814
1985,1,3,2,206,6.9006
1985,1,3,3,244,6.5304
1985,1,3,4,273,7.9503
1985,1,3,5,260,8.8197
1985,2,1,1,1063,2.6897
1985,2,1,2,648,2.3773
1985,2,1,3,547,3.2180
1985,2,1,4,512,4.0449
1985,2,1,5,639,4.2379
1985,2,2,1,196,0.6568
1985,2,2,2,225,1.5570
1985,2,2,3,242,2.5691
1985,2,2,4,275,2.0475
1985,2,2,5,312,3.2266
1985,2,3,1,134,1.4297
1985,2,3,2,222,1.5886
1985,2,3,3,272,1.8404
1985,2,3,4,287,1.2604
1985,2,3,5,271,1.5604
1985,3,1,1,1110,-3.0166
1985,3,1,2,696,-1.4470
1985,3,1,3,571,-1.5393
1985,3,1,4,540,-1.5847
1985,3,1,5,693,-3.0550
1985,3,2,1,210,-1.7119
1985,3,2,2,237,-1.8851
1985,3,2,3,256,-2.5133
1985,3,2,4,284,-2.7449
1985,3,2,5,327,-3.4887
1985,3,3,1,147,1.2936
1985,3,3,2,238,0.6885
1985,3,3,3,285,0.3708
1985,3,3,4,311,0.4831
1985,3,3,5,303,-0.8114
1985,4,1,1,1066,-3.6108
1985,4,1,2,674,-1.6450
1985,4,1,3,555,-1.5876
1985,4,1,4,510,-0.7470
1985,4,1,5,684,-0.7898
1985,4,2,1,195,-2.1526
1985,4,2,2,223,-1.5758
1985,4,2,3,243,-1.9639
1985,4,2,4,261,-1.6532
1985,4,2,5,303,-1.6600
1985,4,3,1,124,0.6973
1985,4,3,2,212,0.1124
1985,4,3,3,243,-0.1442
1985,4,3,4,279,-1.0283
1985,4,3,5,287,-1.4049
1985,5,1,1,1145,0.0348
1985,5,1,2,660,2.6300
1985,5,1,3,608,3.0321
1985,5,1,4,538,4.6233
1985,5,1,5,699,4.1002
1985,5,2,1,213,2.1459
1985,5,2,2,246,2.8976
1985,5,2,3,273,3.5289
1985,5,2,4,281,4.9889
1985,5,2,5,325,3.7457
1985,5,3,1,139,3.6461
1985,5,3,2,247,5.2560
1985,5,3,3,296,6.3374
1985,5,3,4,322,6.1086
1985,5,3,5,310,6.7411
1985,6,1,1,1204,-1.4438
1985,6,1,2,698,-0.0021
1985,6,1,3,647,0.4539
1985,6,1,4,587,1.3854
1985,6,1,5,729,1.9640
1985,6,2,1,218,-1.1984
1985,6,2,2,263,0.3444
1985,6,2,3,282,0.9767
1985,6,2,4,299,2.4693
1985,6,2,5,346,1.3210
1985,6,3,1,142,0.2153
1985,6,3,2,253,1.5348
1985,6,3,3,309,2.7120
1985,6,3,4,334,1.9881
1985,6,3,5,330,1.4075
1985,7,1,1,1152,1.6590
1985,7,1,2,653,3.2781
1985,7,1,3,607,2.2901
1985,7,1,4,552,3.4193
1985,7,1,5,720,2.9963
1985,7,2,1,206,3.0092
1985,7,2,2,242,2.6568
1985,7,2,3,266,1.9335
1985,7,2,4,286,2.7375
1985,7,2,5,331,3.1665
1985,7,3,1,133,4.5664
1985,7,3,2,229,-0.6987
1985,7,3,3,282,-0.9600
1985,7,3,4,306,-0.1950
1985,7,3,5,307,-0.7428
1985,8,1,1,1152,-1.7660
1985,8,1,2,652,0.0838
1985,8,1,3,614,-0.9687
1985,8,1,4,554,-0.6420
1985,8,1,5,717,-0.8238
1985,8,2,1,211,-0.5715
1985,8,2,2,244,-0.9557
1985,8,2,3,271,-0.4905
1985,8,2,4,304,-1.3481
1985,8,2,5,342,-1.7684
1985,8,3,1,143,-0.0315
1985,8,3,2,247,-0.4073
1985,8,3,3,298,0.4247
1985,8,3,4,321,-0.5557
1985,8,3,5,314,-0.8226
1985,9,1,1,1176,-6.8734
1985,9,1,2,689,-5.3905
1985,9,1,3,612,-4.8270
1985,9,1,4,566,-4.4835
1985,9,1,5,731,-6.2171
1985,9,2,1,217,-7.3354
1985,9,2,2,242,-5.0560
1985,9,2,3,273,-5.3122
1985,9,2,4,310,-6.0691
1985,9,2,5,346,-5.9120
1985,9,3,1,148,-4.8948
1985,9,3,2,257,-3.3768
1985,9,3,3,307,-2.4474
1985,9,3,4,321,-3.2085
1985,9,3,5,320,-4.0819
1985,10,1,1,1124,1.0749
1985,10,1,2,620,1.8492
1985,10,1,3,522,2.4871
1985,10,1,4,528,2.7163
1985,10,1,5,673,3.7631
1985,10,2,1,204,1.7831
1985,10,2,2,226,2.6758
1985,10,2,3,238,3.0759
1985,10,2,4,277,4.2197
1985,10,2,5,309,5.2609
1985,10,3,1,125,1.7677
1985,10,3,2,221,3.8663
1985,10,3,3,262,5.4788
1985,10,3,4,276,4.5438
1985,10,3,5,285,3.6333
1985,11,1,1,1131,4.6578
1985,11,1,2,650,4.7962
1985,11,1,3,533,6.5537
1985,11,1,4,519,6.9902
1985,11,1,5,652,7.7780
1985,11,2,1,205,7.0858
1985,11,2,2,237,6.7783
1985,11,2,3,238,6.9698
1985,11,2,4,287,7.7591
1985,11,2,5,318,8.5237
1985,11,3,1,135,7.3690
1985,11,3,2,239,5.7619
1985,11,3,3,273,5.7208
1985,11,3,4,302,6.6770
1985,11,3,5,296,8.7085
1985,12,1,1,1163,2.8653
1985,12,1,2,739,3.7354
1985,12,1,3,577,4.5873
1985,12,1,4,521,5.6507
1985,12,1,5,666,4.8257
1985,12,2,1,213,4.1550
1985,12,2,2,240,3.1199
1985,12,2,3,237,4.9127
1985,12,2,4,289,4.8795
1985,12,2,5,312,5.4997
1985,12,3,1,139,2.3339
1985,12,3,2,247,3.1221
1985,12,3,3,283,4.1684
1985,12,3,4,299,4.0910
1985,12,3,5,302,5.9407
1986,1,1,1,1088,1.8374
1986,1,1,2,701,1.3140
1986,1,1,3,538,1.3470
1986,1,1,4,453,2.2420
1986,1,1,5,617,5.4474
1986,1,2,1,194,-0.7933
1986,1,2,2,216,0.4237
1986,1,2,3,202,1.2321
1986,1,2,4,257,0.4489
1986,1,2,5,288,3.1163
1986,1,3,1,121,-0.8994
1986,1,3,2,208,0.9566
1986,1,3,3,229,0.2189
1986,1,3,4,252,0.9250
1986,1,3,5,262,0.2247
1986,2,1,1,1060,4.0008
1986,2,1,2,683,5.0032
1986,2,1,3,531,6.5717
1986,2,1,4,454,7.3525
1986,2,1,5,579,8.2996
1986,2,2,1,190,4.9885
1986,2,2,2,221,4.8389
1986,2,2,3,199,7.7434
1986,2,2,4,270,8.3179
1986,2,2,5,291,7.9795
1986,2,3,1,128,5.0071
1986,2,3,2,219,7.4179
1986,2,3,3,241,7.9352
1986,2,3,4,271,8.3470
1986,2,3,5,275,7.3880
1986,3,1,1,1109,5.4405
1986,3,1,2,721,3.9034
1986,3,1,3,562,4.1146
1986,3,1,4,474,3.8757
1986,3,1,5,621,6.1794
1986,3,2,1,209,4.7814
1986,3,2,2,239,4.4501
1986,3,2,3,223,4.8644
1986,3,2,4,300,5.0931
1986,3,2,5,311,6.7477
1986,3,3,1,144,2.5763
1986,3,3,2,232,3.9262
1986,3,3,3,254,4.5273
1986,3,3,4,291,5.6553
1986,3,3,5,288,6.8335
1986,4,1,1,1057,1.0853
1986,4,1,2,695,2.0372
1986,4,1,3,542,0.6883
1986,4,1,4,442,1.1193
1986,4,1,5,598,3.0630
1986,4,2,1,201,0.0414
1986,4,2,2,225,2.0132
1986,4,2,3,213,2.1515
1986,4,2,4,273,0.6051
1986,4,2,5,307,2.9909
1986,4,3,1,126,-0.7455
1986,4,3,2,205,-0.2943
1986,4,3,3,238,-1.4245
1986,4,3,4,275,-0.9592
1986,4,3,5,280,0.1979
1986,5,1,1,1091,2.6275
1986,5,1,2,731,2.7775
1986,5,1,3,560,3.4835
1986,5,1,4,459,3.3865
1986,5,1,5,613,6.2370
1986,5,2,1,218,2.0548
1986,5,2,2,244,2.2809
1986,5,2,3,246,3.1750
1986,5,2,4,296,3.3380
1986,5,2,5,326,5.6928
1986,5,3,1,141,3.2023
1986,5,3,2,224,5.0333
1986,5,3,3,273,4.7041
1986,5,3,4,321,5.7584
1986,5,3,5,308,6.1095
1986,6,1,1,1136,-2.2091
1986,6,1,2,783,-1.4571
1986,6,1,3,605,0.6204
1986,6,1,4,496,0.8848
1986,6,1,5,663,2.7256
1986,6,2,1,227,-3.5239
1986,6,2,2,261,-2.3128
1986,6,2,3,258,0.3320
1986,6,2,4,306,1.5264
1986,6,2,5,346,1.0878
1986,6,3,1,150,-4.0542
1986,6,3,2,227,0.3902
1986,6,3,3,291,1.3602
1986,6,3,4,331,2.3436
1986,6,3,5,320,3.4337
1986,7,1,1,1083,-10.1199
1986,7,1,2,767,-9.2387
1986,7,1,3,574,-7.3556
1986,7,1,4,489,-7.9451
1986,7,1,5,658,-9.3379
1986,7,2,1,217,-12.3552
1986,7,2,2,252,-9.1213
1986,7,2,3,245,-7.6584
1986,7,2,4,292,-8.4993
1986,7,2,5,334,-9.8422
1986,7,3,1,130,-9.8679
1986,7,3,2,203,-6.1210
1986,7,3,3,265,-3.5510
1986,7,3,4,301,-4.4500
1986,7,3,5,304,-5.9798
1986,8,1,1,1120,1.0060
