year,month,rank_ME,rank_ATO,nstocks,ret_vw
1978,3,3,4,120,2.9066
1978,3,3,5,128,4.3154
1978,4,1,1,217,5.7350
1978,4,1,2,312,10.0231
1978,4,1,3,350,8.2912
1978,4,1,4,374,9.1387
1978,4,1,5,655,7.8900
1978,4,2,1,115,5.0827
1978,4,2,2,87,7.3709
1978,4,2,3,121,9.0553
1978,4,2,4,104,9.0129
1978,4,2,5,136,9.0282
1978,4,3,1,171,2.6663
1978,4,3,2,138,11.4569
1978,4,3,3,127,11.5236
1978,4,3,4,120,8.0953
1978,4,3,5,128,9.3558
1978,5,1,1,219,4.7367
1978,5,1,2,312,9.1860
1978,5,1,3,349,7.9715
1978,5,1,4,373,7.9010
1978,5,1,5,651,8.0500
1978,5,2,1,112,3.5830
1978,5,2,2,87,7.3803
1978,5,2,3,121,7.8945
1978,5,2,4,102,5.9724
1978,5,2,5,134,6.6924
1978,5,3,1,171,0.3748
1978,5,3,2,138,2.9442
1978,5,3,3,127,1.6728
1978,5,3,4,119,2.3422
1978,5,3,5,128,1.0914
1978,6,1,1,219,-1.5349
1978,6,1,2,312,0.3414
1978,6,1,3,343,0.5793
1978,6,1,4,371,0.1877
1978,6,1,5,645,0.9586
1978,6,2,1,112,2.0297
1978,6,2,2,86,-0.0586
1978,6,2,3,121,-0.6998
1978,6,2,4,101,-1.9654
1978,6,2,5,134,-0.9206
1978,6,3,1,171,-0.5873
1978,6,3,2,137,-2.4722
1978,6,3,3,127,-0.6810
1978,6,3,4,117,-2.3550
1978,6,3,5,127,-1.3216
1978,7,1,1,244,5.6967
1978,7,1,2,300,6.2484
1978,7,1,3,362,6.0994
1978,7,1,4,410,4.8644
1978,7,1,5,602,5.0484
1978,7,2,1,112,6.5841
1978,7,2,2,93,8.6478
1978,7,2,3,136,5.1283
1978,7,2,4,119,5.9152
1978,7,2,5,150,7.3013
1978,7,3,1,175,3.5868
1978,7,3,2,142,6.8404
1978,7,3,3,128,6.4773
1978,7,3,4,121,5.8513
1978,7,3,5,117,6.1593
1978,8,1,1,241,6.6092
1978,8,1,2,296,9.5748
1978,8,1,3,359,8.5619
1978,8,1,4,405,10.2864
1978,8,1,5,598,9.0841
1978,8,2,1,111,5.5022
1978,8,2,2,92,9.9969
1978,8,2,3,136,6.7920
1978,8,2,4,119,10.3410
1978,8,2,5,149,9.2812
1978,8,3,1,175,2.7672
1978,8,3,2,142,3.2386
1978,8,3,3,127,3.6381
1978,8,3,4,121,4.7044
1978,8,3,5,117,3.3888
1978,9,1,1,237,0.8707
1978,9,1,2,292,0.1700
1978,9,1,3,356,-0.1575
1978,9,1,4,404,-1.0450
1978,9,1,5,598,-0.6978
1978,9,2,1,109,-0.4797
1978,9,2,2,92,-1.8387
1978,9,2,3,134,-1.1797
1978,9,2,4,118,-2.9225
1978,9,2,5,149,-2.0712
1978,9,3,1,174,0.6447
1978,9,3,2,141,-0.8778
1978,9,3,3,125,-0.8368
1978,9,3,4,119,-0.9768
1978,9,3,5,117,-2.1035
1978,10,1,1,236,-21.2813
1978,10,1,2,292,-23.4704
1978,10,1,3,356,-23.7923
1978,10,1,4,402,-23.6953
1978,10,1,5,592,-23.3331
1978,10,2,1,110,-18.3120
1978,10,2,2,93,-21.7275
1978,10,2,3,133,-21.2089
1978,10,2,4,118,-19.4860
1978,10,2,5,146,-20.9814
1978,10,3,1,173,-8.0522
1978,10,3,2,142,-9.6564
1978,10,3,3,125,-11.8054
1978,10,3,4,120,-9.1650
1978,10,3,5,117,-10.8361
1978,11,1,1,235,5.8520
1978,11,1,2,290,9.3174
1978,11,1,3,354,5.8466
1978,11,1,4,402,6.8436
1978,11,1,5,591,6.0572
1978,11,2,1,110,7.2601
1978,11,2,2,92,7.1791
1978,11,2,3,131,6.9282
1978,11,2,4,117,7.3224
1978,11,2,5,146,7.3661
1978,11,3,1,173,3.3893
1978,11,3,2,142,3.2086
1978,11,3,3,125,4.4023
1978,11,3,4,119,3.3551
1978,11,3,5,117,1.1755
1978,12,1,1,233,1.4877
1978,12,1,2,290,3.7505
1978,12,1,3,353,1.0640
1978,12,1,4,401,2.2141
1978,12,1,5,583,1.3218
1978,12,2,1,110,2.9808
1978,12,2,2,91,3.7535
1978,12,2,3,133,2.8139
1978,12,2,4,117,2.4246
1978,12,2,5,145,0.8042
1978,12,3,1,171,-0.1251
1978,12,3,2,142,1.6025
1978,12,3,3,124,1.9005
1978,12,3,4,119,3.6151
1978,12,3,5,117,0.6505
1979,1,1,1,233,9.3673
1979,1,1,2,288,10.9047
1979,1,1,3,350,11.3333
1979,1,1,4,399,10.1788
1979,1,1,5,579,9.8254
1979,1,2,1,110,7.6789
1979,1,2,2,89,9.5786
1979,1,2,3,133,8.9591
1979,1,2,4,117,6.7697
1979,1,2,5,144,6.8896
1979,1,3,1,171,5.7869
1979,1,3,2,142,4.6907
1979,1,3,3,124,4.0285
1979,1,3,4,119,3.3810
1979,1,3,5,117,4.1103
1979,2,1,1,230,-0.5360
1979,2,1,2,287,-3.1798
1979,2,1,3,347,-2.1233
1979,2,1,4,396,-3.1190
1979,2,1,5,574,-3.1734
1979,2,2,1,109,0.4911
1979,2,2,2,88,-3.4567
1979,2,2,3,132,-3.1261
1979,2,2,4,114,-2.6580
1979,2,2,5,142,-4.5441
1979,2,3,1,171,-1.5182
1979,2,3,2,141,-2.9016
1979,2,3,3,124,-3.4014
1979,2,3,4,117,-3.0399
1979,2,3,5,117,-4.4177
1979,3,1,1,228,10.6883
1979,3,1,2,282,10.0811
1979,3,1,3,347,8.7053
1979,3,1,4,395,8.7845
1979,3,1,5,572,7.9023
1979,3,2,1,109,12.3943
1979,3,2,2,88,9.6562
1979,3,2,3,129,9.2837
1979,3,2,4,111,7.7572
1979,3,2,5,142,11.6897
1979,3,3,1,170,3.5814
1979,3,3,2,140,7.6911
1979,3,3,3,122,7.0038
1979,3,3,4,117,5.7351
1979,3,3,5,117,5.4605
1979,4,1,1,227,3.8277
1979,4,1,2,279,3.2385
1979,4,1,3,344,3.8882
1979,4,1,4,396,2.4057
1979,4,1,5,570,1.9193
1979,4,2,1,109,4.1125
1979,4,2,2,88,2.7886
1979,4,2,3,128,2.5704
1979,4,2,4,111,0.9837
1979,4,2,5,141,1.5691
1979,4,3,1,170,-2.5787
1979,4,3,2,141,0.2138
1979,4,3,3,122,3.3171
1979,4,3,4,117,0.9513
1979,4,3,5,117,0.9321
1979,5,1,1,226,-1.9429
1979,5,1,2,278,-1.1095
1979,5,1,3,341,-1.9877
1979,5,1,4,394,-1.0989
1979,5,1,5,568,-0.8234
1979,5,2,1,108,1.8307
1979,5,2,2,88,-1.6967
1979,5,2,3,127,-1.7709
1979,5,2,4,109,-1.7415
1979,5,2,5,141,-3.0587
1979,5,3,1,170,0.5233
1979,5,3,2,141,-2.4367
1979,5,3,3,122,-2.3845
1979,5,3,4,117,-2.5750
1979,5,3,5,117,-1.6601
1979,6,1,1,225,9.4033
1979,6,1,2,275,5.4360
1979,6,1,3,340,5.4991
1979,6,1,4,392,3.6561
1979,6,1,5,566,3.5343
1979,6,2,1,107,9.0671
1979,6,2,2,88,5.0539
1979,6,2,3,127,4.5764
1979,6,2,4,108,3.1088
1979,6,2,5,141,4.0915
1979,6,3,1,170,4.0981
1979,6,3,2,140,4.1916
1979,6,3,3,122,5.5024
1979,6,3,4,116,2.9500
1979,6,3,5,117,3.7261
1979,7,1,1,216,2.4822
1979,7,1,2,300,2.7005
1979,7,1,3,378,4.0698
1979,7,1,4,374,0.4865
1979,7,1,5,569,2.9451
1979,7,2,1,106,2.0645
1979,7,2,2,102,3.0965
1979,7,2,3,133,3.3109
1979,7,2,4,116,1.3739
1979,7,2,5,142,5.0598
1979,7,3,1,180,1.7831
1979,7,3,2,143,0.7555
1979,7,3,3,112,2.4222
1979,7,3,4,124,0.2038
1979,7,3,5,114,1.8331
1979,8,1,1,216,7.0312
1979,8,1,2,298,8.0905
1979,8,1,3,377,7.0743
1979,8,1,4,371,9.0429
1979,8,1,5,564,8.5800
1979,8,2,1,105,6.0324
1979,8,2,2,100,11.3277
1979,8,2,3,131,8.3830
1979,8,2,4,113,9.4570
1979,8,2,5,141,7.9561
1979,8,3,1,180,3.7874
1979,8,3,2,143,7.4901
1979,8,3,3,112,7.4289
1979,8,3,4,124,5.6975
1979,8,3,5,112,7.6420
1979,9,1,1,214,1.4681
1979,9,1,2,294,-1.0720
1979,9,1,3,374,-1.0173
1979,9,1,4,366,-0.4918
1979,9,1,5,562,-1.1652
1979,9,2,1,105,3.4039
1979,9,2,2,100,-0.9753
1979,9,2,3,132,0.4857
1979,9,2,4,112,-1.6968
1979,9,2,5,140,-0.2970
1979,9,3,1,179,-0.9361
1979,9,3,2,143,0.4213
1979,9,3,3,112,0.9105
1979,9,3,4,124,0.4608
1979,9,3,5,111,-0.1961
1979,10,1,1,214,-9.4026
1979,10,1,2,291,-11.1636
1979,10,1,3,371,-11.1367
1979,10,1,4,363,-10.5987
1979,10,1,5,559,-10.3061
1979,10,2,1,105,-7.8205
1979,10,2,2,100,-10.4391
1979,10,2,3,132,-10.4571
1979,10,2,4,111,-11.4004
1979,10,2,5,138,-10.0241
1979,10,3,1,178,-5.5071
1979,10,3,2,143,-5.2563
1979,10,3,3,111,-7.0377
1979,10,3,4,124,-6.6441
1979,10,3,5,111,-8.5118
1979,11,1,1,212,12.1560
1979,11,1,2,292,8.3291
1979,11,1,3,367,7.9326
1979,11,1,4,365,6.7432
1979,11,1,5,558,6.7763
1979,11,2,1,105,13.2685
1979,11,2,2,100,9.3398
1979,11,2,3,132,7.0744
1979,11,2,4,112,7.2031
1979,11,2,5,138,8.7777
1979,11,3,1,178,6.5014
1979,11,3,2,143,6.4082
1979,11,3,3,111,6.7763
1979,11,3,4,124,5.3987
1979,11,3,5,111,2.4986
1979,12,1,1,212,10.3009
1979,12,1,2,288,7.9827
1979,12,1,3,366,8.2983
1979,12,1,4,363,7.2039
1979,12,1,5,554,6.3703
1979,12,2,1,105,7.3194
1979,12,2,2,100,7.8334
1979,12,2,3,132,5.9983
1979,12,2,4,111,5.8327
1979,12,2,5,137,4.6479
1979,12,3,1,177,2.1470
1979,12,3,2,142,1.6993
1979,12,3,3,111,3.1966
1979,12,3,4,124,0.9483
1979,12,3,5,111,3.8446
1980,1,1,1,211,11.5348
1980,1,1,2,285,12.5558
1980,1,1,3,362,11.2197
1980,1,1,4,361,11.3486
1980,1,1,5,550,8.8372
1980,1,2,1,103,9.5474
1980,1,2,2,98,6.7982
1980,1,2,3,131,7.9634
1980,1,2,4,111,6.4861
1980,1,2,5,137,5.8992
1980,1,3,1,177,3.7532
1980,1,3,2,142,7.2012
1980,1,3,3,111,8.9387
1980,1,3,4,122,5.6495
1980,1,3,5,111,7.4875
1980,2,1,1,211,1.6558
1980,2,1,2,284,0.2823
1980,2,1,3,356,-2.1979
1980,2,1,4,351,-1.7398
1980,2,1,5,545,-2.3019
1980,2,2,1,103,2.9865
1980,2,2,2,97,-0.5987
1980,2,2,3,130,-1.8282
1980,2,2,4,111,-3.5504
1980,2,2,5,136,-4.9480
1980,2,3,1,177,-0.0505
1980,2,3,2,142,1.2033
1980,2,3,3,109,1.1304
1980,2,3,4,121,2.3070
1980,2,3,5,109,-5.5069
1980,3,1,1,211,-20.9292
1980,3,1,2,281,-19.1790
1980,3,1,3,356,-19.4973
1980,3,1,4,349,-18.3284
1980,3,1,5,542,-17.7925
1980,3,2,1,103,-21.8305
1980,3,2,2,95,-18.1889
1980,3,2,3,129,-16.6746
1980,3,2,4,111,-16.5839
1980,3,2,5,136,-15.4995
1980,3,3,1,177,-9.6009
1980,3,3,2,142,-10.7042
1980,3,3,3,109,-13.6063
1980,3,3,4,121,-11.4124
1980,3,3,5,108,-8.3837
1980,4,1,1,209,8.7346
1980,4,1,2,280,8.7138
1980,4,1,3,352,3.8713
1980,4,1,4,350,6.0505
1980,4,1,5,537,5.6708
1980,4,2,1,103,11.5616
1980,4,2,2,95,4.4639
1980,4,2,3,129,3.7078
1980,4,2,4,111,4.2100
1980,4,2,5,136,4.5834
1980,4,3,1,177,9.0392
1980,4,3,2,141,4.1305
1980,4,3,3,109,3.4711
1980,4,3,4,121,3.7047
1980,4,3,5,107,2.0120
1980,5,1,1,209,7.6067
1980,5,1,2,280,6.3212
1980,5,1,3,354,6.5227
1980,5,1,4,347,6.4882
1980,5,1,5,536,6.6553
1980,5,2,1,100,8.6293
1980,5,2,2,93,8.3535
1980,5,2,3,129,9.2776
1980,5,2,4,111,7.1718
1980,5,2,5,136,7.8013
1980,5,3,1,177,4.8019
1980,5,3,2,141,5.3680
1980,5,3,3,109,6.2544
1980,5,3,4,121,6.2150
1980,5,3,5,108,5.5635
1980,6,1,1,207,6.1819
1980,6,1,2,278,3.5213
1980,6,1,3,353,3.3358
1980,6,1,4,345,4.0175
1980,6,1,5,532,4.2867
1980,6,2,1,101,7.0886
1980,6,2,2,92,2.7094
1980,6,2,3,129,3.6925
1980,6,2,4,109,5.4266
1980,6,2,5,136,3.1789
1980,6,3,1,177,3.1777
1980,6,3,2,140,3.5343
1980,6,3,3,109,3.1120
1980,6,3,4,121,2.2519
1980,6,3,5,108,2.9414
1980,7,1,1,211,6.3555
1980,7,1,2,304,11.9128
1980,7,1,3,323,11.1684
1980,7,1,4,380,11.8301
1980,7,1,5,522,11.5101
1980,7,2,1,109,3.1867
1980,7,2,2,118,12.9753
1980,7,2,3,133,11.4151
1980,7,2,4,125,13.8952
1980,7,2,5,158,12.1613
1980,7,3,1,182,1.7327
1980,7,3,2,140,8.1936
1980,7,3,3,117,10.4218
1980,7,3,4,118,6.4260
1980,7,3,5,114,9.0698
1980,8,1,1,211,6.6952
1980,8,1,2,304,8.0241
1980,8,1,3,322,9.5561
1980,8,1,4,379,9.7061
1980,8,1,5,520,8.3118
1980,8,2,1,109,4.2492
1980,8,2,2,117,5.9845
1980,8,2,3,132,6.1273
1980,8,2,4,125,5.3425
1980,8,2,5,156,7.0333
1980,8,3,1,182,3.0486
1980,8,3,2,140,0.7766
1980,8,3,3,117,2.6692
1980,8,3,4,118,1.2642
1980,8,3,5,114,0.9977
1980,9,1,1,207,3.1778
1980,9,1,2,302,3.6086
1980,9,1,3,322,3.8217
1980,9,1,4,377,3.6368
1980,9,1,5,519,2.7336
1980,9,2,1,109,4.9489
1980,9,2,2,117,3.3166
1980,9,2,3,130,1.6379
1980,9,2,4,125,4.4699
1980,9,2,5,156,4.0841
1980,9,3,1,182,1.7434
1980,9,3,2,139,4.6404
1980,9,3,3,117,3.5397
1980,9,3,4,118,3.0117
1980,9,3,5,114,1.5566
1980,10,1,1,206,4.3955
1980,10,1,2,301,3.2131
1980,10,1,3,317,4.7139
1980,10,1,4,372,4.9416
1980,10,1,5,516,6.5657
1980,10,2,1,108,7.0203
1980,10,2,2,115,4.6960
1980,10,2,3,128,2.3502
1980,10,2,4,124,2.8812
1980,10,2,5,156,2.8776
1980,10,3,1,182,0.8129
1980,10,3,2,139,1.7431
1980,10,3,3,116,3.6780
1980,10,3,4,118,2.6727
1980,10,3,5,113,2.0560
1980,11,1,1,206,10.0709
1980,11,1,2,299,7.3091
1980,11,1,3,319,5.8272
1980,11,1,4,370,7.1273
1980,11,1,5,515,6.0829
1980,11,2,1,107,12.0451
1980,11,2,2,115,8.0102
1980,11,2,3,128,7.0737
1980,11,2,4,124,8.4373
1980,11,2,5,155,5.7448
1980,11,3,1,182,7.7923
1980,11,3,2,139,13.1076
1980,11,3,3,115,12.1445
1980,11,3,4,118,15.3443
1980,11,3,5,112,10.3280
1980,12,1,1,203,-4.4618
1980,12,1,2,296,-5.6055
1980,12,1,3,317,-4.8341
1980,12,1,4,368,-5.9715
1980,12,1,5,512,-4.0657
1980,12,2,1,106,-4.4005
1980,12,2,2,113,-4.7424
1980,12,2,3,128,-2.3286
1980,12,2,4,124,-2.4999
1980,12,2,5,154,-3.0364
1980,12,3,1,181,-2.5306
1980,12,3,2,139,-4.0431
1980,12,3,3,115,-5.2696
1980,12,3,4,118,-3.5516
1980,12,3,5,112,-3.6404
1981,1,1,1,201,-2.3678
1981,1,1,2,296,-0.7804
1981,1,1,3,314,0.7904
1981,1,1,4,367,-0.0797
1981,1,1,5,510,0.1190
1981,1,2,1,105,-3.1548
1981,1,2,2,114,-2.5269
1981,1,2,3,128,1.2851
1981,1,2,4,123,-1.8452
1981,1,2,5,153,0.0190
1981,1,3,1,179,-1.5821
1981,1,3,2,139,-4.7035
1981,1,3,3,115,-6.2484
1981,1,3,4,118,-6.2496
1981,1,3,5,112,-4.1889
1981,2,1,1,200,-1.1874
1981,2,1,2,293,-0.3173
1981,2,1,3,309,0.3952
1981,2,1,4,365,-0.7886
1981,2,1,5,504,1.1693
1981,2,2,1,106,1.3355
1981,2,2,2,114,2.2669
1981,2,2,3,127,1.8639
1981,2,2,4,123,3.2702
1981,2,2,5,152,0.2919
1981,2,3,1,179,0.7408
1981,2,3,2,138,2.7921
1981,2,3,3,115,3.3170
1981,2,3,4,118,2.0119
1981,2,3,5,112,1.2757
1981,3,1,1,196,2.8732
1981,3,1,2,290,10.1367
1981,3,1,3,307,9.9929
1981,3,1,4,363,7.2256
1981,3,1,5,500,10.4481
1981,3,2,1,105,2.1461
1981,3,2,2,113,9.0109
1981,3,2,3,127,7.0130
1981,3,2,4,123,10.7733
1981,3,2,5,149,8.1138
1981,3,3,1,178,5.0128
1981,3,3,2,138,4.5181
1981,3,3,3,115,3.5223
1981,3,3,4,118,2.9292
1981,3,3,5,111,3.7738
1981,4,1,1,197,0.4106
1981,4,1,2,289,2.3473
1981,4,1,3,306,5.1911
1981,4,1,4,361,4.2802
1981,4,1,5,498,5.9350
1981,4,2,1,103,-3.0427
1981,4,2,2,113,1.2944
1981,4,2,3,125,3.4141
1981,4,2,4,121,3.2621
1981,4,2,5,149,4.4684
1981,4,3,1,178,-1.7867
1981,4,3,2,137,-2.5931
1981,4,3,3,114,-4.0852
1981,4,3,4,117,-0.6132
1981,4,3,5,112,-0.7413
1981,5,1,1,195,2.4009
1981,5,1,2,286,3.7558
1981,5,1,3,304,3.3132
1981,5,1,4,358,5.4190
1981,5,1,5,498,4.7000
1981,5,2,1,103,0.6502
1981,5,2,2,112,4.5834
1981,5,2,3,124,3.7651
1981,5,2,4,121,3.9855
1981,5,2,5,149,3.8912
1981,5,3,1,176,1.8956
1981,5,3,2,137,-0.3399
1981,5,3,3,114,-0.3147
1981,5,3,4,117,0.5355
1981,5,3,5,111,-0.2394
1981,6,1,1,195,-3.5065
1981,6,1,2,286,-1.8017
1981,6,1,3,302,0.0770
1981,6,1,4,355,-0.5363
1981,6,1,5,497,-2.0684
1981,6,2,1,102,-3.1282
1981,6,2,2,111,-4.4497
1981,6,2,3,124,-1.7632
1981,6,2,4,120,-3.6994
1981,6,2,5,147,-1.8202
1981,6,3,1,176,0.5158
1981,6,3,2,137,-0.6150
1981,6,3,3,113,-0.6620
1981,6,3,4,117,-1.4412
1981,6,3,5,110,-1.6721
1981,7,1,1,268,-1.5325
1981,7,1,2,308,-3.8878
1981,7,1,3,302,-2.6786
1981,7,1,4,402,-3.4436
1981,7,1,5,564,-2.7580
1981,7,2,1,123,0.9941
1981,7,2,2,94,-0.5807
1981,7,2,3,120,-1.7174
1981,7,2,4,128,-3.6954
1981,7,2,5,149,-3.8244
1981,7,3,1,162,2.5153
1981,7,3,2,142,-1.0575
1981,7,3,3,117,-2.3392
1981,7,3,4,119,0.8512
1981,7,3,5,127,2.4298
1981,8,1,1,265,-7.2015
1981,8,1,2,306,-9.0243
1981,8,1,3,302,-8.5968
1981,8,1,4,401,-8.6567
1981,8,1,5,559,-8.5925
1981,8,2,1,121,-4.5953
1981,8,2,2,94,-7.4247
1981,8,2,3,120,-7.2341
1981,8,2,4,127,-8.4883
1981,8,2,5,148,-8.6415
1981,8,3,1,162,-3.6171
1981,8,3,2,142,-5.5801
1981,8,3,3,117,-6.0599
1981,8,3,4,119,-6.9356
1981,8,3,5,125,-5.8554
1981,9,1,1,262,-12.2123
1981,9,1,2,306,-10.0320
1981,9,1,3,300,-7.9923
1981,9,1,4,398,-8.0143
1981,9,1,5,553,-8.0892
1981,9,2,1,121,-8.4508
1981,9,2,2,93,-8.4985
1981,9,2,3,120,-7.2926
1981,9,2,4,128,-6.7155
1981,9,2,5,148,-7.3550
1981,9,3,1,161,-4.2193
1981,9,3,2,140,-6.3308
1981,9,3,3,117,-6.0733
1981,9,3,4,119,-4.8069
1981,9,3,5,123,-7.0482
1981,10,1,1,257,6.8102
1981,10,1,2,305,7.2195
1981,10,1,3,298,8.5175
1981,10,1,4,391,7.9618
1981,10,1,5,543,9.4022
1981,10,2,1,121,5.8864
1981,10,2,2,93,6.7214
1981,10,2,3,119,7.6643
1981,10,2,4,128,7.7390
1981,10,2,5,147,8.7966
1981,10,3,1,160,6.8029
1981,10,3,2,140,3.5562
1981,10,3,3,117,6.5268
1981,10,3,4,119,5.8048
1981,10,3,5,123,5.6535
1981,11,1,1,257,1.2773
1981,11,1,2,300,1.8360
1981,11,1,3,300,1.7961
1981,11,1,4,392,1.9821
1981,11,1,5,546,1.6964
1981,11,2,1,121,3.6969
1981,11,2,2,93,2.2389
1981,11,2,3,119,3.4390
1981,11,2,4,125,3.2557
1981,11,2,5,147,2.4024
1981,11,3,1,160,4.4364
1981,11,3,2,140,5.6776
1981,11,3,3,117,3.4549
1981,11,3,4,118,3.2258
1981,11,3,5,121,5.2936
1981,12,1,1,259,-3.7785
1981,12,1,2,301,-0.7207
1981,12,1,3,297,-0.8470
1981,12,1,4,390,-2.1026
1981,12,1,5,541,-1.5849
1981,12,2,1,121,-2.6406
1981,12,2,2,92,-1.6378
1981,12,2,3,118,-1.0368
1981,12,2,4,125,0.0915
1981,12,2,5,147,-1.5260
1981,12,3,1,158,-2.9296
1981,12,3,2,140,-1.4753
1981,12,3,3,117,-1.9454
1981,12,3,4,119,-3.6212
1981,12,3,5,121,-3.4942
1982,1,1,1,256,-3.7375
1982,1,1,2,297,-1.3538
1982,1,1,3,294,-1.3558
1982,1,1,4,388,-1.3015
1982,1,1,5,541,-0.8983
1982,1,2,1,121,-3.6596
1982,1,2,2,91,-5.9283
1982,1,2,3,117,-3.8275
1982,1,2,4,125,-3.3933
1982,1,2,5,146,-4.1793
1982,1,3,1,158,-1.6659
1982,1,3,2,140,-1.9840
1982,1,3,3,115,-1.6323
1982,1,3,4,119,-2.3687
1982,1,3,5,121,-2.7529
1982,2,1,1,255,-5.0658
1982,2,1,2,297,-4.4175
1982,2,1,3,291,-2.5289
1982,2,1,4,387,-3.5079
1982,2,1,5,539,-3.8626
1982,2,2,1,120,-5.6405
1982,2,2,2,91,-6.4203
1982,2,2,3,116,-3.1447
1982,2,2,4,125,-4.1161
1982,2,2,5,147,-4.5082
1982,2,3,1,158,-4.3203
1982,2,3,2,139,-5.4748
1982,2,3,3,114,-4.3574
1982,2,3,4,119,-6.5184
1982,2,3,5,121,-4.7258
1982,3,1,1,253,-1.1529
1982,3,1,2,295,-3.0175
1982,3,1,3,288,-1.1344
1982,3,1,4,384,1.0274
1982,3,1,5,536,-0.8343
1982,3,2,1,119,0.3255
1982,3,2,2,91,-1.3007
1982,3,2,3,115,-1.0714
1982,3,2,4,125,-0.7579
1982,3,2,5,147,0.5829
1982,3,3,1,158,1.4177
1982,3,3,2,139,-2.2272
1982,3,3,3,114,-1.2058
1982,3,3,4,119,0.2783
1982,3,3,5,121,-1.2085
1982,4,1,1,249,4.3348
1982,4,1,2,293,4.7963
1982,4,1,3,285,4.5241
1982,4,1,4,382,5.7448
1982,4,1,5,532,8.1922
1982,4,2,1,118,3.7190
1982,4,2,2,90,7.0250
1982,4,2,3,115,4.8420
1982,4,2,4,124,6.3565
1982,4,2,5,145,7.2406
1982,4,3,1,158,3.3278
1982,4,3,2,137,4.8674
1982,4,3,3,114,3.6780
1982,4,3,4,118,5.8898
1982,4,3,5,121,4.0496
1982,5,1,1,247,-1.3189
1982,5,1,2,292,-0.9142
1982,5,1,3,282,-1.4538
1982,5,1,4,380,-2.1009
1982,5,1,5,527,-1.5410
1982,5,2,1,119,-2.2439
1982,5,2,2,90,-3.4146
1982,5,2,3,114,-2.6392
1982,5,2,4,124,-4.1872
1982,5,2,5,144,-2.7556
1982,5,3,1,155,-2.3491
1982,5,3,2,137,-4.3714
1982,5,3,3,114,-3.2473
1982,5,3,4,118,-1.6514
1982,5,3,5,121,-0.6316
1982,6,1,1,246,-5.8931
1982,6,1,2,291,-2.4150
1982,6,1,3,279,-2.7640
1982,6,1,4,377,-0.9590
1982,6,1,5,520,-1.4816
1982,6,2,1,119,-3.9324
1982,6,2,2,89,-0.6667
1982,6,2,3,114,-1.6147
1982,6,2,4,124,-1.4722
1982,6,2,5,144,0.0621
1982,6,3,1,155,-3.0395
1982,6,3,2,137,-2.7474
1982,6,3,3,114,-2.3999
1982,6,3,4,118,-0.6119
1982,6,3,5,121,-0.0537
1982,7,1,1,327,-5.6101
1982,7,1,2,307,-1.4666
1982,7,1,3,305,-0.6918
1982,7,1,4,397,-1.4228
1982,7,1,5,550,0.2557
1982,7,2,1,102,-4.5378
1982,7,2,2,99,-4.5261
1982,7,2,3,105,-0.4162
1982,7,2,4,123,0.8001
1982,7,2,5,152,0.7903
1982,7,3,1,152,-1.1298
1982,7,3,2,141,-1.5708
1982,7,3,3,122,-2.9842
1982,7,3,4,119,-2.9761
1982,7,3,5,118,-2.6571
1982,8,1,1,320,6.4363
1982,8,1,2,307,6.7834
1982,8,1,3,302,5.1760
1982,8,1,4,392,6.7715
1982,8,1,5,546,5.2391
1982,8,2,1,102,8.3004
1982,8,2,2,98,9.4908
1982,8,2,3,104,10.8534
1982,8,2,4,121,10.5025
1982,8,2,5,152,9.7994
1982,8,3,1,151,11.7170
1982,8,3,2,141,12.7167
1982,8,3,3,121,13.6536
1982,8,3,4,118,12.2087
1982,8,3,5,117,12.8713
1982,9,1,1,321,-0.0494
1982,9,1,2,306,2.1487
1982,9,1,3,301,2.9899
1982,9,1,4,393,4.0963
1982,9,1,5,547,5.0469
1982,9,2,1,102,1.7339
1982,9,2,2,97,2.0837
1982,9,2,3,104,2.3719
1982,9,2,4,120,2.7278
1982,9,2,5,152,5.4821
1982,9,3,1,151,0.5931
1982,9,3,2,141,0.7017
1982,9,3,3,120,0.4019
1982,9,3,4,119,1.1947
1982,9,3,5,116,1.7100
1982,10,1,1,318,11.6014
1982,10,1,2,300,11.8794
1982,10,1,3,298,13.0244
1982,10,1,4,393,13.3616
1982,10,1,5,540,14.9427
1982,10,2,1,102,11.3534
1982,10,2,2,95,13.4716
1982,10,2,3,103,14.1159
1982,10,2,4,118,12.7345
1982,10,2,5,151,13.2416
1982,10,3,1,151,7.4717
1982,10,3,2,141,12.8272
1982,10,3,3,120,11.7196
1982,10,3,4,119,9.5783
1982,10,3,5,115,12.3341
1982,11,1,1,314,5.0770
1982,11,1,2,301,9.0829
1982,11,1,3,297,10.0888
1982,11,1,4,391,9.5119
1982,11,1,5,536,12.0932
1982,11,2,1,102,2.5716
1982,11,2,2,94,5.7015
1982,11,2,3,102,10.1634
1982,11,2,4,118,9.5099
1982,11,2,5,149,11.7108
1982,11,3,1,151,2.1554
1982,11,3,2,141,4.6496
1982,11,3,3,119,5.9640
1982,11,3,4,119,4.4976
1982,11,3,5,115,4.9445
1982,12,1,1,309,1.0758
1982,12,1,2,299,2.5127
1982,12,1,3,295,2.4867
1982,12,1,4,391,1.7518
1982,12,1,5,534,2.4708
1982,12,2,1,102,0.4465
1982,12,2,2,92,1.8232
1982,12,2,3,102,1.4622
1982,12,2,4,118,0.3924
1982,12,2,5,149,2.3184
1982,12,3,1,151,1.8430
1982,12,3,2,141,3.1048
