year,month,rank_ME,rank_ATO,nstocks,ret_vw
1997,2,2,5,278,-5.5271
1997,2,3,1,168,-0.0063
1997,2,3,2,154,1.1766
1997,2,3,3,162,0.2964
1997,2,3,4,146,-0.9330
1997,2,3,5,200,-2.7105
1997,3,1,1,357,-5.9733
1997,3,1,2,389,-4.7148
1997,3,1,3,473,-3.1940
1997,3,1,4,497,-3.9562
1997,3,1,5,702,-5.4752
1997,3,2,1,156,-4.9252
1997,3,2,2,127,-2.3322
1997,3,2,3,159,-3.4122
1997,3,2,4,188,-5.4530
1997,3,2,5,277,-5.4779
1997,3,3,1,168,-3.8194
1997,3,3,2,154,-2.4314
1997,3,3,3,162,-4.7243
1997,3,3,4,146,-3.2654
1997,3,3,5,200,-4.1236
1997,4,1,1,355,-4.7145
1997,4,1,2,385,-5.0005
1997,4,1,3,470,-3.0294
1997,4,1,4,492,-2.7964
1997,4,1,5,695,-3.5733
1997,4,2,1,156,-1.7217
1997,4,2,2,127,0.2146
1997,4,2,3,157,2.4092
1997,4,2,4,187,1.6364
1997,4,2,5,276,-0.4569
1997,4,3,1,167,3.8660
1997,4,3,2,154,2.2356
1997,4,3,3,162,6.3332
1997,4,3,4,146,5.6437
1997,4,3,5,200,7.2938
1997,5,1,1,349,10.3272
1997,5,1,2,384,6.6777
1997,5,1,3,469,9.3315
1997,5,1,4,487,10.0110
1997,5,1,5,691,13.6007
1997,5,2,1,155,11.4732
1997,5,2,2,125,11.9318
1997,5,2,3,157,10.6861
1997,5,2,4,187,11.0733
1997,5,2,5,274,16.1565
1997,5,3,1,166,4.9457
1997,5,3,2,154,7.9484
1997,5,3,3,162,5.7728
1997,5,3,4,146,6.3906
1997,5,3,5,199,9.0689
1997,6,1,1,346,3.8954
1997,6,1,2,378,7.2717
1997,6,1,3,466,7.1741
1997,6,1,4,485,5.3864
1997,6,1,5,689,4.7898
1997,6,2,1,155,2.3658
1997,6,2,2,124,4.9751
1997,6,2,3,157,5.3037
1997,6,2,4,185,3.5448
1997,6,2,5,273,4.6019
1997,6,3,1,165,4.3750
1997,6,3,2,153,3.5170
1997,6,3,3,162,5.1685
1997,6,3,4,145,3.5082
1997,6,3,5,198,2.3949
1997,7,1,1,422,1.0781
1997,7,1,2,450,5.5878
1997,7,1,3,508,6.0627
1997,7,1,4,551,6.6873
1997,7,1,5,804,6.2296
1997,7,2,1,131,2.8769
1997,7,2,2,127,3.8702
1997,7,2,3,152,5.4677
1997,7,2,4,180,7.5906
1997,7,2,5,267,7.7214
1997,7,3,1,184,5.6488
1997,7,3,2,174,4.0462
1997,7,3,3,180,7.3298
1997,7,3,4,163,7.6196
1997,7,3,5,219,11.5335
1997,8,1,1,418,4.6683
1997,8,1,2,447,4.5539
1997,8,1,3,500,4.8684
1997,8,1,4,544,4.6893
1997,8,1,5,798,6.0970
1997,8,2,1,131,3.3942
1997,8,2,2,125,2.7420
1997,8,2,3,149,1.6286
1997,8,2,4,180,5.5310
1997,8,2,5,266,3.6687
1997,8,3,1,183,-3.9691
1997,8,3,2,174,-3.2038
1997,8,3,3,180,-5.2599
1997,8,3,4,161,-4.9678
1997,8,3,5,218,-2.0614
1997,9,1,1,412,10.9540
1997,9,1,2,444,7.3451
1997,9,1,3,497,9.7918
1997,9,1,4,539,7.3771
1997,9,1,5,795,8.5492
1997,9,2,1,131,9.4980
1997,9,2,2,121,5.8657
1997,9,2,3,146,8.2064
1997,9,2,4,180,5.8445
1997,9,2,5,259,8.0549
1997,9,3,1,178,7.1125
1997,9,3,2,174,5.2296
1997,9,3,3,179,4.6289
1997,9,3,4,159,3.7924
1997,9,3,5,218,4.3833
1997,10,1,1,409,-3.7955
1997,10,1,2,442,-3.2726
1997,10,1,3,494,-4.1110
1997,10,1,4,535,-3.4638
1997,10,1,5,783,-4.5254
1997,10,2,1,131,-2.6445
1997,10,2,2,120,-2.2301
1997,10,2,3,146,-4.1661
1997,10,2,4,178,-6.0378
1997,10,2,5,258,-7.5694
1997,10,3,1,178,-1.5899
1997,10,3,2,173,-1.9243
1997,10,3,3,177,-4.9608
1997,10,3,4,158,-3.9825
1997,10,3,5,216,-4.1039
1997,11,1,1,401,-5.3963
1997,11,1,2,437,-2.4921
1997,11,1,3,487,-2.8732
1997,11,1,4,528,-2.3455
1997,11,1,5,778,-2.0552
1997,11,2,1,130,-2.1285
1997,11,2,2,117,-0.5236
1997,11,2,3,144,-1.0937
1997,11,2,4,177,-2.2636
1997,11,2,5,257,-1.1244
1997,11,3,1,177,5.6270
1997,11,3,2,171,5.0850
1997,11,3,3,177,3.6316
1997,11,3,4,157,4.0703
1997,11,3,5,216,3.4081
1997,12,1,1,398,-3.8298
1997,12,1,2,434,-2.3340
1997,12,1,3,482,-2.4747
1997,12,1,4,523,-3.8368
1997,12,1,5,774,-4.3620
1997,12,2,1,129,3.5453
1997,12,2,2,115,1.8799
1997,12,2,3,143,0.8934
1997,12,2,4,176,-1.7337
1997,12,2,5,254,-2.3771
1997,12,3,1,175,4.0700
1997,12,3,2,170,2.7352
1997,12,3,3,177,0.6379
1997,12,3,4,157,1.0949
1997,12,3,5,216,-2.9133
1998,1,1,1,389,-0.7993
1998,1,1,2,431,-0.0579
1998,1,1,3,476,-0.7366
1998,1,1,4,518,-0.3476
1998,1,1,5,761,-0.0170
1998,1,2,1,129,-3.2125
1998,1,2,2,112,-1.7957
1998,1,2,3,141,-1.9437
1998,1,2,4,176,0.2024
1998,1,2,5,247,0.2151
1998,1,3,1,175,0.2646
1998,1,3,2,170,2.1062
1998,1,3,3,176,1.7082
1998,1,3,4,157,0.1237
1998,1,3,5,215,4.0504
1998,2,1,1,386,5.1395
1998,2,1,2,423,5.8179
1998,2,1,3,474,5.5148
1998,2,1,4,512,4.7413
1998,2,1,5,750,7.0589
1998,2,2,1,129,5.6941
1998,2,2,2,111,6.2739
1998,2,2,3,140,8.2103
1998,2,2,4,173,8.3243
1998,2,2,5,245,10.6436
1998,2,3,1,174,3.1595
1998,2,3,2,168,4.0583
1998,2,3,3,176,8.1064
1998,2,3,4,156,7.1070
1998,2,3,5,215,10.5359
1998,3,1,1,379,5.1952
1998,3,1,2,418,4.5639
1998,3,1,3,466,5.3146
1998,3,1,4,508,2.9737
1998,3,1,5,745,4.2554
1998,3,2,1,129,5.5137
1998,3,2,2,110,4.4273
1998,3,2,3,139,3.8706
1998,3,2,4,172,4.1424
1998,3,2,5,244,3.3054
1998,3,3,1,174,8.3613
1998,3,3,2,167,6.2811
1998,3,3,3,176,3.6860
1998,3,3,4,156,2.5698
1998,3,3,5,215,4.1796
1998,4,1,1,373,1.0824
1998,4,1,2,411,2.2728
1998,4,1,3,461,1.9610
1998,4,1,4,501,1.9152
1998,4,1,5,732,3.5116
1998,4,2,1,126,0.6018
1998,4,2,2,109,0.0548
1998,4,2,3,139,1.6649
1998,4,2,4,171,2.2270
1998,4,2,5,242,-0.6777
1998,4,3,1,170,0.0668
1998,4,3,2,167,-1.7835
1998,4,3,3,175,1.7788
1998,4,3,4,156,1.6311
1998,4,3,5,215,1.0482
1998,5,1,1,370,-4.1249
1998,5,1,2,403,-4.7123
1998,5,1,3,453,-3.9733
1998,5,1,4,495,-3.0769
1998,5,1,5,726,-5.2855
1998,5,2,1,125,-4.8356
1998,5,2,2,109,-4.7298
1998,5,2,3,138,-4.7230
1998,5,2,4,171,-6.0165
1998,5,2,5,240,-6.9882
1998,5,3,1,169,-2.2551
1998,5,3,2,167,-1.9687
1998,5,3,3,175,-1.8274
1998,5,3,4,155,-3.1261
1998,5,3,5,215,-1.4791
1998,6,1,1,364,-2.9506
1998,6,1,2,398,-1.9452
1998,6,1,3,451,-0.9865
1998,6,1,4,492,-2.5653
1998,6,1,5,720,-0.9275
1998,6,2,1,125,1.8900
1998,6,2,2,109,-1.0870
1998,6,2,3,137,-2.5517
1998,6,2,4,171,-1.8394
1998,6,2,5,238,1.6592
1998,6,3,1,167,4.5387
1998,6,3,2,165,-0.2998
1998,6,3,3,174,2.8082
1998,6,3,4,155,1.4651
1998,6,3,5,214,9.4500
1998,7,1,1,447,-7.7913
1998,7,1,2,436,-6.6486
1998,7,1,3,515,-9.1188
1998,7,1,4,615,-7.2933
1998,7,1,5,780,-6.9786
1998,7,2,1,136,-8.9496
1998,7,2,2,146,-8.1558
1998,7,2,3,164,-8.7888
1998,7,2,4,188,-7.3555
1998,7,2,5,278,-8.6328
1998,7,3,1,190,-1.2676
1998,7,3,2,161,-3.1826
1998,7,3,3,169,-2.1943
1998,7,3,4,175,-1.8688
1998,7,3,5,257,-0.4402
1998,8,1,1,443,-21.9293
1998,8,1,2,426,-20.1378
1998,8,1,3,507,-21.2791
1998,8,1,4,607,-18.8842
1998,8,1,5,773,-23.9992
1998,8,2,1,136,-18.3049
1998,8,2,2,145,-18.7305
1998,8,2,3,163,-17.3990
1998,8,2,4,187,-18.6100
1998,8,2,5,278,-22.8344
1998,8,3,1,186,-11.3829
1998,8,3,2,159,-12.3382
1998,8,3,3,169,-12.6455
1998,8,3,4,173,-12.9621
1998,8,3,5,257,-15.6224
1998,9,1,1,441,6.7460
1998,9,1,2,421,2.5280
1998,9,1,3,499,4.0546
1998,9,1,4,604,2.2338
1998,9,1,5,761,4.6563
1998,9,2,1,133,10.4987
1998,9,2,2,144,5.8330
1998,9,2,3,162,6.2215
1998,9,2,4,186,4.5117
1998,9,2,5,275,8.8815
1998,9,3,1,185,6.3172
1998,9,3,2,158,6.7716
1998,9,3,3,168,6.8114
1998,9,3,4,171,7.0057
1998,9,3,5,256,10.5386
1998,10,1,1,434,0.0310
1998,10,1,2,411,2.8869
1998,10,1,3,491,2.5245
1998,10,1,4,597,3.7212
1998,10,1,5,748,4.3007
1998,10,2,1,132,4.5929
1998,10,2,2,143,4.1495
1998,10,2,3,161,5.1765
1998,10,2,4,186,6.3527
1998,10,2,5,273,7.3081
1998,10,3,1,185,6.2682
1998,10,3,2,155,6.0525
1998,10,3,3,167,8.3051
1998,10,3,4,170,8.6760
1998,10,3,5,255,6.0928
1998,11,1,1,421,3.3535
1998,11,1,2,399,6.8133
1998,11,1,3,484,5.8949
1998,11,1,4,588,11.4300
1998,11,1,5,732,11.6172
1998,11,2,1,131,-0.0027
1998,11,2,2,143,5.5241
1998,11,2,3,159,5.0276
1998,11,2,4,183,7.6153
1998,11,2,5,273,8.8497
1998,11,3,1,183,4.1251
1998,11,3,2,151,4.6881
1998,11,3,3,166,4.7605
1998,11,3,4,170,7.1621
1998,11,3,5,255,9.9717
1998,12,1,1,412,-0.5808
1998,12,1,2,391,2.6396
1998,12,1,3,480,2.0141
1998,12,1,4,581,0.7025
1998,12,1,5,725,3.5191
1998,12,2,1,131,4.6635
1998,12,2,2,143,4.3560
1998,12,2,3,157,3.5744
1998,12,2,4,183,6.9634
1998,12,2,5,272,7.9934
1998,12,3,1,182,8.9715
1998,12,3,2,150,3.6354
1998,12,3,3,166,2.5648
1998,12,3,4,169,4.9599
1998,12,3,5,253,14.5143
1999,1,1,1,403,5.4543
1999,1,1,2,382,4.0389
1999,1,1,3,475,6.5683
1999,1,1,4,566,5.9773
1999,1,1,5,717,6.7456
1999,1,2,1,131,0.4987
1999,1,2,2,142,-1.8427
1999,1,2,3,156,1.4947
1999,1,2,4,181,0.8279
1999,1,2,5,270,2.6746
1999,1,3,1,181,1.7604
1999,1,3,2,150,0.5671
1999,1,3,3,165,1.6279
1999,1,3,4,169,3.2359
1999,1,3,5,253,11.2677
1999,2,1,1,396,-6.2686
1999,2,1,2,369,-6.9599
1999,2,1,3,467,-6.1940
1999,2,1,4,559,-7.8331
1999,2,1,5,703,-8.6715
1999,2,2,1,128,-7.0291
1999,2,2,2,141,-7.5030
1999,2,2,3,156,-10.7650
1999,2,2,4,180,-9.0591
1999,2,2,5,270,-10.5807
1999,2,3,1,181,-1.3806
1999,2,3,2,147,-2.1044
1999,2,3,3,164,-2.3416
1999,2,3,4,168,-5.8435
1999,2,3,5,251,-8.3114
1999,3,1,1,388,0.3850
1999,3,1,2,360,-3.3304
1999,3,1,3,461,-5.5151
1999,3,1,4,556,-3.0402
1999,3,1,5,694,-4.8104
1999,3,2,1,126,4.4810
1999,3,2,2,140,-0.0309
1999,3,2,3,155,0.1721
1999,3,2,4,180,0.9407
1999,3,2,5,268,-2.8518
1999,3,3,1,181,3.0458
1999,3,3,2,147,1.9531
1999,3,3,3,164,2.4084
1999,3,3,4,167,3.3362
1999,3,3,5,251,7.8007
1999,4,1,1,376,7.7008
1999,4,1,2,353,6.5365
1999,4,1,3,452,13.3518
1999,4,1,4,548,13.3620
1999,4,1,5,683,7.3594
1999,4,2,1,122,11.4194
1999,4,2,2,139,11.3057
1999,4,2,3,154,8.0053
1999,4,2,4,178,9.4716
1999,4,2,5,264,5.0501
1999,4,3,1,177,3.3020
1999,4,3,2,144,3.9798
1999,4,3,3,163,6.0380
1999,4,3,4,167,4.8595
1999,4,3,5,250,-0.7800
1999,5,1,1,367,4.6794
1999,5,1,2,346,7.2600
1999,5,1,3,443,7.0149
1999,5,1,4,544,5.8907
1999,5,1,5,677,3.1546
1999,5,2,1,120,3.8495
1999,5,2,2,138,2.4751
1999,5,2,3,154,2.2416
1999,5,2,4,176,2.0415
1999,5,2,5,263,4.1037
1999,5,3,1,177,-0.3156
1999,5,3,2,144,-1.2525
1999,5,3,3,162,-0.9848
1999,5,3,4,164,0.0625
1999,5,3,5,248,-3.8461
1999,6,1,1,360,6.3125
1999,6,1,2,346,9.2406
1999,6,1,3,438,6.8371
1999,6,1,4,538,5.5325
1999,6,1,5,667,8.5698
1999,6,2,1,117,5.1967
1999,6,2,2,138,4.0967
1999,6,2,3,153,9.2031
1999,6,2,4,177,9.1057
1999,6,2,5,261,7.7423
1999,6,3,1,176,3.7406
1999,6,3,2,143,1.8801
1999,6,3,3,161,4.0140
1999,6,3,4,163,4.5952
1999,6,3,5,249,10.7442
1999,7,1,1,391,2.2765
1999,7,1,2,390,2.2592
1999,7,1,3,521,1.2906
1999,7,1,4,557,1.8610
1999,7,1,5,700,1.2809
1999,7,2,1,125,0.0272
1999,7,2,2,158,1.3214
1999,7,2,3,165,-3.0060
1999,7,2,4,201,-0.8904
1999,7,2,5,269,-2.8776
1999,7,3,1,187,-2.0183
1999,7,3,2,164,-0.9550
1999,7,3,3,162,-2.8317
1999,7,3,4,177,-1.6815
1999,7,3,5,243,-4.1126
1999,8,1,1,385,-3.1151
1999,8,1,2,388,-2.8654
1999,8,1,3,514,-3.0175
1999,8,1,4,549,-1.9394
1999,8,1,5,689,-2.4499
1999,8,2,1,123,-0.6791
1999,8,2,2,154,-3.8026
1999,8,2,3,164,-5.5479
1999,8,2,4,199,-1.7798
1999,8,2,5,267,-2.1647
1999,8,3,1,184,-3.1797
1999,8,3,2,163,-2.9634
1999,8,3,3,162,0.7138
1999,8,3,4,176,2.0208
1999,8,3,5,241,1.5361
1999,9,1,1,379,0.0777
1999,9,1,2,382,-1.6478
1999,9,1,3,510,-2.1426
1999,9,1,4,543,-1.4757
1999,9,1,5,682,-1.9959
1999,9,2,1,120,0.6188
1999,9,2,2,153,-1.6060
1999,9,2,3,160,-0.5501
1999,9,2,4,196,-1.9161
1999,9,2,5,266,2.2318
1999,9,3,1,181,-0.2950
1999,9,3,2,162,-0.8330
1999,9,3,3,160,-5.9899
1999,9,3,4,175,-4.8286
1999,9,3,5,239,1.0858
1999,10,1,1,372,-3.4486
1999,10,1,2,375,-0.6827
1999,10,1,3,501,-1.4581
1999,10,1,4,530,-1.7861
1999,10,1,5,675,-1.1397
1999,10,2,1,119,-1.2277
1999,10,2,2,152,-1.9938
1999,10,2,3,159,-4.0303
1999,10,2,4,196,-1.4515
1999,10,2,5,265,-0.3700
1999,10,3,1,181,5.8040
1999,10,3,2,160,6.4557
1999,10,3,3,160,2.5237
1999,10,3,4,174,4.9488
1999,10,3,5,236,5.4176
1999,11,1,1,362,10.0709
1999,11,1,2,370,11.6034
1999,11,1,3,498,15.0548
1999,11,1,4,522,11.6552
1999,11,1,5,669,12.8582
1999,11,2,1,119,3.2085
1999,11,2,2,150,6.9953
1999,11,2,3,158,9.0699
1999,11,2,4,195,8.8423
1999,11,2,5,263,10.6889
1999,11,3,1,180,-0.9865
1999,11,3,2,157,-0.7252
1999,11,3,3,159,4.7196
1999,11,3,4,171,2.9321
1999,11,3,5,235,9.1624
1999,12,1,1,357,10.4198
1999,12,1,2,365,14.4008
1999,12,1,3,491,14.8577
1999,12,1,4,515,13.9995
1999,12,1,5,661,17.3248
1999,12,2,1,117,10.8979
1999,12,2,2,147,9.9575
1999,12,2,3,155,6.1823
1999,12,2,4,189,11.9709
1999,12,2,5,259,15.6160
1999,12,3,1,179,3.9500
1999,12,3,2,156,5.0144
1999,12,3,3,158,0.9201
1999,12,3,4,170,3.2647
1999,12,3,5,232,21.2868
2000,1,1,1,355,8.8678
2000,1,1,2,356,9.4408
2000,1,1,3,487,10.6966
2000,1,1,4,508,5.2326
2000,1,1,5,651,7.6088
2000,1,2,1,115,-3.0194
2000,1,2,2,144,4.7672
2000,1,2,3,153,0.3530
2000,1,2,4,187,-3.1321
2000,1,2,5,256,-2.6502
2000,1,3,1,176,-1.7391
2000,1,3,2,156,-6.1697
2000,1,3,3,156,0.2285
2000,1,3,4,169,2.7227
2000,1,3,5,232,-12.0757
2000,2,1,1,349,32.8881
2000,2,1,2,353,32.4891
2000,2,1,3,484,29.7831
2000,2,1,4,501,28.1624
2000,2,1,5,648,28.1781
2000,2,2,1,114,9.0020
2000,2,2,2,142,7.1216
2000,2,2,3,152,13.5115
2000,2,2,4,185,19.6527
2000,2,2,5,255,30.1327
2000,2,3,1,175,-4.7538
2000,2,3,2,156,-3.9629
2000,2,3,3,155,-1.7094
2000,2,3,4,168,1.7622
2000,2,3,5,232,8.7385
2000,3,1,1,345,-8.5493
2000,3,1,2,349,-10.7055
2000,3,1,3,482,-3.4384
2000,3,1,4,492,-8.9404
2000,3,1,5,635,-12.6859
2000,3,2,1,111,-0.2169
2000,3,2,2,141,-2.6815
2000,3,2,3,152,-2.2666
2000,3,2,4,182,-2.9362
2000,3,2,5,252,-14.0505
2000,3,3,1,174,8.6923
2000,3,3,2,156,12.9154
2000,3,3,3,154,5.7117
2000,3,3,4,167,3.8444
2000,3,3,5,230,8.0533
2000,4,1,1,340,-20.2281
2000,4,1,2,346,-14.8445
2000,4,1,3,476,-13.2599
2000,4,1,4,489,-13.0054
2000,4,1,5,625,-17.2686
2000,4,2,1,108,-7.4510
2000,4,2,2,139,1.5473
2000,4,2,3,152,-4.7919
2000,4,2,4,181,-10.5683
2000,4,2,5,249,-6.4097
2000,4,3,1,171,-1.1757
2000,4,3,2,156,1.9042
2000,4,3,3,154,1.1142
2000,4,3,4,167,-1.1032
2000,4,3,5,227,-10.9736
2000,5,1,1,340,-7.3883
2000,5,1,2,343,-13.6537
2000,5,1,3,474,-9.9977
2000,5,1,4,486,-6.9265
2000,5,1,5,613,-14.4857
2000,5,2,1,105,-1.5561
2000,5,2,2,137,-5.3427
2000,5,2,3,151,-5.8747
2000,5,2,4,178,-7.7129
2000,5,2,5,246,-9.5429
2000,5,3,1,170,-3.1281
2000,5,3,2,154,-0.9211
2000,5,3,3,154,-1.2676
2000,5,3,4,166,-1.0441
2000,5,3,5,225,-9.3699
2000,6,1,1,335,23.8513
2000,6,1,2,336,25.9134
2000,6,1,3,471,28.7482
2000,6,1,4,480,25.2078
2000,6,1,5,606,15.7039
2000,6,2,1,104,4.6569
2000,6,2,2,134,9.2935
2000,6,2,3,150,6.3827
2000,6,2,4,176,7.0100
2000,6,2,5,243,15.7920
2000,6,3,1,169,0.5958
2000,6,3,2,153,-0.1167
2000,6,3,3,154,2.5895
2000,6,3,4,166,5.4509
2000,6,3,5,225,9.0397
2000,7,1,1,309,-2.0277
2000,7,1,2,369,-0.7738
2000,7,1,3,426,0.1995
2000,7,1,4,506,0.1710
2000,7,1,5,652,-3.2319
2000,7,2,1,145,-2.5736
2000,7,2,2,134,-0.6551
2000,7,2,3,164,-2.6427
2000,7,2,4,178,-3.2400
2000,7,2,5,264,-1.0322
2000,7,3,1,191,-2.8238
2000,7,3,2,171,-4.4675
2000,7,3,3,169,-1.3631
2000,7,3,4,194,-4.0126
2000,7,3,5,263,-3.3931
2000,8,1,1,307,10.2672
2000,8,1,2,367,4.9392
2000,8,1,3,423,7.2413
2000,8,1,4,502,7.2284
2000,8,1,5,643,8.3933
2000,8,2,1,145,10.1718
2000,8,2,2,133,9.1534
2000,8,2,3,162,9.0301
2000,8,2,4,178,4.3410
2000,8,2,5,261,7.9060
2000,8,3,1,188,7.4345
2000,8,3,2,169,5.5864
2000,8,3,3,169,2.7956
2000,8,3,4,193,7.8644
2000,8,3,5,257,7.3937
2000,9,1,1,304,-1.4978
2000,9,1,2,362,-0.9870
2000,9,1,3,418,-2.6492
2000,9,1,4,494,-5.3532
2000,9,1,5,633,-6.2064
2000,9,2,1,143,-1.6879
2000,9,2,2,133,0.3314
2000,9,2,3,160,-1.8381
2000,9,2,4,176,-2.7305
2000,9,2,5,259,-4.9401
2000,9,3,1,184,-3.4960
2000,9,3,2,169,-2.5727
2000,9,3,3,166,-0.9425
2000,9,3,4,192,-10.5024
2000,9,3,5,257,-6.9649
2000,10,1,1,300,-8.9309
2000,10,1,2,356,-10.2551
2000,10,1,3,413,-5.2394
2000,10,1,4,485,-8.4857
2000,10,1,5,627,-7.1684
2000,10,2,1,141,-3.4992
2000,10,2,2,130,-3.6751
2000,10,2,3,158,-2.5375
2000,10,2,4,175,-3.0224
2000,10,2,5,257,-3.7482
2000,10,3,1,182,-5.0660
2000,10,3,2,164,2.9492
2000,10,3,3,166,2.9188
2000,10,3,4,188,0.2335
2000,10,3,5,257,-3.1521
2000,11,1,1,293,-13.4988
2000,11,1,2,346,-11.9135
2000,11,1,3,408,-7.8466
2000,11,1,4,475,-9.4494
2000,11,1,5,606,-11.2473
2000,11,2,1,139,-8.4355
2000,11,2,2,130,-9.7698
2000,11,2,3,157,-7.6807
2000,11,2,4,174,-4.2820
2000,11,2,5,252,-9.2658
2000,11,3,1,180,-9.3709
2000,11,3,2,163,-7.3577
2000,11,3,3,166,-2.9433
2000,11,3,4,187,-6.5304
2000,11,3,5,254,-15.1044
2000,12,1,1,281,1.0243
2000,12,1,2,339,1.5870
2000,12,1,3,401,-0.1247
2000,12,1,4,470,-5.4727
2000,12,1,5,598,-2.4776
2000,12,2,1,137,11.3241
2000,12,2,2,128,10.9165
2000,12,2,3,156,8.4230
2000,12,2,4,174,8.5765
2000,12,2,5,251,4.5461
2000,12,3,1,179,3.5250
2000,12,3,2,161,1.4472
2000,12,3,3,164,0.7850
2000,12,3,4,187,1.4849
2000,12,3,5,253,-5.3686
2001,1,1,1,274,13.0000
2001,1,1,2,334,20.2106
2001,1,1,3,393,14.9223
2001,1,1,4,462,18.0480
2001,1,1,5,590,20.7466
2001,1,2,1,135,1.5681
2001,1,2,2,126,0.1345
2001,1,2,3,153,4.7650
2001,1,2,4,171,6.1695
2001,1,2,5,250,13.1896
2001,1,3,1,178,1.1433
2001,1,3,2,158,3.7583
2001,1,3,3,164,0.8710
2001,1,3,4,187,1.7443
2001,1,3,5,253,9.2054
2001,2,1,1,264,-5.6276
2001,2,1,2,327,-6.0396
2001,2,1,3,390,-5.8010
2001,2,1,4,455,-4.1799
2001,2,1,5,577,-5.8046
2001,2,2,1,134,-3.9930
2001,2,2,2,125,-1.6561
2001,2,2,3,149,-4.7493
2001,2,2,4,170,-2.4651
2001,2,2,5,248,-7.9936
2001,2,3,1,178,-3.6412
2001,2,3,2,156,-4.5923
2001,2,3,3,164,-3.0778
2001,2,3,4,186,-8.8077
2001,2,3,5,253,-19.1289
2001,3,1,1,261,-6.1543
2001,3,1,2,325,-1.9861
2001,3,1,3,386,-2.9362
2001,3,1,4,450,-4.7345
2001,3,1,5,570,-5.0368
2001,3,2,1,133,-1.9920
2001,3,2,2,124,-3.0086
2001,3,2,3,149,-3.8162
2001,3,2,4,168,-3.5950
2001,3,2,5,245,-6.4371
2001,3,3,1,176,-5.9623
2001,3,3,2,155,-2.3819
2001,3,3,3,163,-6.1613
2001,3,3,4,185,-7.0198
2001,3,3,5,251,-11.9680
2001,4,1,1,258,6.4561
2001,4,1,2,319,4.2807
2001,4,1,3,383,8.0206
2001,4,1,4,442,6.4810
2001,4,1,5,560,6.6043
2001,4,2,1,131,8.2022
2001,4,2,2,123,6.4122
2001,4,2,3,148,8.1473
2001,4,2,4,168,5.6990
2001,4,2,5,245,8.7113
2001,4,3,1,174,9.5415
2001,4,3,2,155,5.6219
2001,4,3,3,163,7.1668
2001,4,3,4,183,6.8591
2001,4,3,5,250,13.1777
2001,5,1,1,250,10.7949
2001,5,1,2,313,12.5659
2001,5,1,3,375,12.1438
2001,5,1,4,435,10.1738
2001,5,1,5,549,11.1379
2001,5,2,1,131,3.4387
2001,5,2,2,121,5.7728
2001,5,2,3,147,3.5928
2001,5,2,4,166,2.2104
2001,5,2,5,242,4.5805
2001,5,3,1,174,0.3779
2001,5,3,2,153,0.3352
2001,5,3,3,163,1.8591
2001,5,3,4,183,-1.3321
2001,5,3,5,249,0.2302
2001,6,1,1,250,-2.2432
2001,6,1,2,302,3.3765
2001,6,1,3,366,1.7425
2001,6,1,4,428,2.8746
2001,6,1,5,540,4.4288
2001,6,2,1,130,-0.1643
2001,6,2,2,120,5.4898
2001,6,2,3,146,4.9777
2001,6,2,4,164,5.5149
2001,6,2,5,238,6.0935
2001,6,3,1,174,-5.4424
2001,6,3,2,149,-1.6040
2001,6,3,3,163,-3.8170
2001,6,3,4,182,-3.3277
2001,6,3,5,249,-0.8676
2001,7,1,1,333,-5.5133
2001,7,1,2,336,-2.4531
2001,7,1,3,370,0.8904
2001,7,1,4,435,-0.9591
2001,7,1,5,661,-4.1299
2001,7,2,1,147,-7.9098
2001,7,2,2,139,-3.9577
2001,7,2,3,146,-4.7775
2001,7,2,4,166,-3.0613
2001,7,2,5,283,-6.0456
2001,7,3,1,158,-6.3943
2001,7,3,2,140,1.0203
2001,7,3,3,144,0.8772
2001,7,3,4,185,0.8904
2001,7,3,5,223,-2.3525
2001,8,1,1,325,-4.4056
2001,8,1,2,329,-3.2561
2001,8,1,3,367,-1.5998
2001,8,1,4,428,-1.7966
2001,8,1,5,652,-4.9020
2001,8,2,1,147,-6.1336
2001,8,2,2,138,-0.7129
2001,8,2,3,145,-1.7304
2001,8,2,4,166,-3.8199
2001,8,2,5,280,-3.5324
2001,8,3,1,158,-5.2879
2001,8,3,2,139,-4.8508
2001,8,3,3,144,-3.6156
2001,8,3,4,184,-2.8003
2001,8,3,5,223,-10.6164
2001,9,1,1,312,-15.0604
2001,9,1,2,322,-14.3835
2001,9,1,3,356,-12.8580
2001,9,1,4,422,-13.2634
2001,9,1,5,631,-14.3638
2001,9,2,1,147,-16.9522
2001,9,2,2,136,-13.2639
2001,9,2,3,145,-13.4332
2001,9,2,4,165,-16.6203
2001,9,2,5,280,-19.3373
2001,9,3,1,155,-10.0579
2001,9,3,2,136,-3.9321
2001,9,3,3,144,-5.9066
2001,9,3,4,181,-9.9901
2001,9,3,5,220,-11.3774
2001,10,1,1,310,5.7219
2001,10,1,2,319,7.5597
2001,10,1,3,352,6.8317
2001,10,1,4,417,7.5294
2001,10,1,5,621,11.2078
2001,10,2,1,146,6.6994
2001,10,2,2,135,6.7215
2001,10,2,3,145,4.6296
2001,10,2,4,164,6.3299
2001,10,2,5,276,10.1460
2001,10,3,1,154,-0.5164
2001,10,3,2,135,-2.3455
2001,10,3,3,144,1.2362
2001,10,3,4,181,5.1215
2001,10,3,5,219,8.1319
2001,11,1,1,305,5.5680
2001,11,1,2,314,4.8560
2001,11,1,3,349,3.9582
