year,month,rank_ME,rank_TBIq_6,nstocks,ret_vw
1982,11,2,3,245,9.4107
1982,11,2,4,255,9.7753
1982,11,2,5,246,8.5881
1982,11,3,1,220,5.2694
1982,11,3,2,281,4.6436
1982,11,3,3,270,3.2152
1982,11,3,4,229,5.8287
1982,11,3,5,197,3.0946
1982,12,1,1,924,2.0104
1982,12,1,2,574,2.1730
1982,12,1,3,518,1.1945
1982,12,1,4,523,2.3059
1982,12,1,5,652,3.0275
1982,12,2,1,222,-0.2785
1982,12,2,2,241,1.8930
1982,12,2,3,247,1.4298
1982,12,2,4,257,1.9333
1982,12,2,5,243,2.1187
1982,12,3,1,224,0.7984
1982,12,3,2,287,0.7931
1982,12,3,3,268,1.1880
1982,12,3,4,235,3.5089
1982,12,3,5,204,1.6794
1983,1,1,1,784,10.7620
1983,1,1,2,451,10.5459
1983,1,1,3,425,10.0706
1983,1,1,4,431,8.3715
1983,1,1,5,558,7.5761
1983,1,2,1,192,8.1763
1983,1,2,2,199,7.5956
1983,1,2,3,211,5.8682
1983,1,2,4,228,5.9656
1983,1,2,5,223,5.9947
1983,1,3,1,196,5.4336
1983,1,3,2,232,5.6636
1983,1,3,3,224,1.6882
1983,1,3,4,198,2.5030
1983,1,3,5,166,5.0548
1983,2,1,1,876,3.8663
1983,2,1,2,514,5.4287
1983,2,1,3,467,6.8970
1983,2,1,4,506,7.6964
1983,2,1,5,594,7.7195
1983,2,2,1,227,3.5540
1983,2,2,2,226,4.5862
1983,2,2,3,230,6.7524
1983,2,2,4,268,5.3565
1983,2,2,5,242,6.5787
1983,2,3,1,218,3.8829
1983,2,3,2,276,2.6359
1983,2,3,3,254,2.1050
1983,2,3,4,226,2.8040
1983,2,3,5,181,2.7288
1983,3,1,1,898,3.8464
1983,3,1,2,523,1.7643
1983,3,1,3,464,4.4987
1983,3,1,4,513,6.1093
1983,3,1,5,595,5.7555
1983,3,2,1,224,4.7382
1983,3,2,2,220,2.4141
1983,3,2,3,224,3.7872
1983,3,2,4,273,3.5596
1983,3,2,5,249,4.2525
1983,3,3,1,218,1.1034
1983,3,3,2,283,1.5536
1983,3,3,3,250,2.9469
1983,3,3,4,226,4.8320
1983,3,3,5,183,4.5817
1983,4,1,1,778,8.0022
1983,4,1,2,465,8.4508
1983,4,1,3,413,8.2680
1983,4,1,4,444,7.6234
1983,4,1,5,532,8.0617
1983,4,2,1,198,7.1136
1983,4,2,2,194,6.3468
1983,4,2,3,195,7.6158
1983,4,2,4,238,7.0837
1983,4,2,5,231,7.1614
1983,4,3,1,195,6.6438
1983,4,3,2,244,5.6265
1983,4,3,3,220,6.3164
1983,4,3,4,209,6.9851
1983,4,3,5,167,8.9549
1983,5,1,1,903,11.0899
1983,5,1,2,541,9.3226
1983,5,1,3,511,9.1357
1983,5,1,4,491,8.4771
1983,5,1,5,578,8.4784
1983,5,2,1,221,7.1743
1983,5,2,2,227,6.8679
1983,5,2,3,238,6.3754
1983,5,2,4,280,3.9600
1983,5,2,5,267,5.9030
1983,5,3,1,232,1.4758
1983,5,3,2,279,0.2054
1983,5,3,3,271,-0.1813
1983,5,3,4,241,-0.9787
1983,5,3,5,192,-0.1222
1983,6,1,1,895,4.6250
1983,6,1,2,539,4.4623
1983,6,1,3,538,4.7083
1983,6,1,4,491,5.2988
1983,6,1,5,581,4.9511
1983,6,2,1,219,4.1493
1983,6,2,2,229,4.2712
1983,6,2,3,241,7.1542
1983,6,2,4,286,6.0617
1983,6,2,5,269,5.4284
1983,6,3,1,229,3.5497
1983,6,3,2,264,3.3152
1983,6,3,3,277,5.6648
1983,6,3,4,243,4.9414
1983,6,3,5,196,3.4659
1983,7,1,1,783,-2.1582
1983,7,1,2,454,-2.0167
1983,7,1,3,482,-3.6156
1983,7,1,4,426,-1.7900
1983,7,1,5,502,-2.6837
1983,7,2,1,184,-2.1661
1983,7,2,2,187,-2.9978
1983,7,2,3,214,-2.9759
1983,7,2,4,251,-4.4195
1983,7,2,5,249,-2.5785
1983,7,3,1,194,-2.6950
1983,7,3,2,228,-4.3679
1983,7,3,3,234,-3.5094
1983,7,3,4,209,-3.3478
1983,7,3,5,176,-2.8803
1983,8,1,1,914,-3.8346
1983,8,1,2,557,-2.8943
1983,8,1,3,552,-3.1339
1983,8,1,4,494,-3.3422
1983,8,1,5,552,-3.7953
1983,8,2,1,207,-2.7941
1983,8,2,2,229,-1.4827
1983,8,2,3,252,-3.1332
1983,8,2,4,302,-4.1318
1983,8,2,5,271,-4.0235
1983,8,3,1,234,-0.3696
1983,8,3,2,273,1.1191
1983,8,3,3,285,1.5988
1983,8,3,4,240,-0.2506
1983,8,3,5,207,2.9300
1983,9,1,1,919,-1.5970
1983,9,1,2,553,1.0095
1983,9,1,3,543,1.2072
1983,9,1,4,498,1.9992
1983,9,1,5,553,1.0960
1983,9,2,1,205,2.4084
1983,9,2,2,230,2.5826
1983,9,2,3,253,2.9578
1983,9,2,4,294,3.0267
1983,9,2,5,269,2.8259
1983,9,3,1,231,1.9300
1983,9,3,2,274,2.4213
1983,9,3,3,279,1.6839
1983,9,3,4,237,2.4192
1983,9,3,5,206,0.0416
1983,10,1,1,822,-7.9003
1983,10,1,2,486,-7.4325
1983,10,1,3,470,-5.4943
1983,10,1,4,439,-4.1244
1983,10,1,5,484,-5.5315
1983,10,2,1,172,-8.1635
1983,10,2,2,197,-6.4962
1983,10,2,3,228,-6.4240
1983,10,2,4,265,-4.6809
1983,10,2,5,231,-6.8344
1983,10,3,1,203,-1.6171
1983,10,3,2,229,-1.5803
1983,10,3,3,239,-3.0832
1983,10,3,4,204,-0.9270
1983,10,3,5,183,-0.9887
1983,11,1,1,942,3.6776
1983,11,1,2,591,3.9462
1983,11,1,3,540,4.7033
1983,11,1,4,507,4.5075
1983,11,1,5,559,4.9303
1983,11,2,1,205,4.2621
1983,11,2,2,228,5.7750
1983,11,2,3,277,6.2113
1983,11,2,4,299,5.4427
1983,11,2,5,243,4.6123
1983,11,3,1,225,2.3015
1983,11,3,2,263,2.9496
1983,11,3,3,265,3.5300
1983,11,3,4,229,2.0045
1983,11,3,5,201,0.5168
1983,12,1,1,968,-2.7423
1983,12,1,2,597,-1.5166
1983,12,1,3,532,-2.6954
1983,12,1,4,514,-1.7909
1983,12,1,5,569,-1.8165
1983,12,2,1,206,-0.8675
1983,12,2,2,226,-1.5880
1983,12,2,3,279,-1.6143
1983,12,2,4,291,-2.0694
1983,12,2,5,242,-1.3065
1983,12,3,1,220,-2.3003
1983,12,3,2,265,-1.4198
1983,12,3,3,271,-1.6458
1983,12,3,4,228,-0.2308
1983,12,3,5,196,0.4165
1984,1,1,1,840,-1.3203
1984,1,1,2,506,-2.3906
1984,1,1,3,413,-0.5921
1984,1,1,4,473,-0.7024
1984,1,1,5,519,-0.9990
1984,1,2,1,179,-2.5692
1984,1,2,2,197,-3.9018
1984,1,2,3,235,-4.2395
1984,1,2,4,258,-4.1541
1984,1,2,5,210,-2.8739
1984,1,3,1,183,-2.6616
1984,1,3,2,212,-1.0489
1984,1,3,3,223,-0.6645
1984,1,3,4,182,-2.7849
1984,1,3,5,153,0.9453
1984,2,1,1,962,-6.3958
1984,2,1,2,575,-6.6283
1984,2,1,3,491,-7.0902
1984,2,1,4,548,-6.0701
1984,2,1,5,598,-6.7075
1984,2,2,1,197,-5.7058
1984,2,2,2,224,-5.6233
1984,2,2,3,271,-5.4340
1984,2,2,4,280,-5.4253
1984,2,2,5,221,-4.3307
1984,2,3,1,207,-5.6872
1984,2,3,2,252,-4.2348
1984,2,3,3,257,-3.7498
1984,2,3,4,207,-3.3142
1984,2,3,5,178,-0.4471
1984,3,1,1,962,-0.0809
1984,3,1,2,577,0.0559
1984,3,1,3,501,-0.2579
1984,3,1,4,560,1.4254
1984,3,1,5,615,1.6915
1984,3,2,1,195,0.2099
1984,3,2,2,218,0.2025
1984,3,2,3,272,-0.1643
1984,3,2,4,280,0.7621
1984,3,2,5,230,2.5056
1984,3,3,1,206,1.3207
1984,3,3,2,248,1.0281
1984,3,3,3,254,0.9922
1984,3,3,4,206,1.3318
1984,3,3,5,181,2.0752
1984,4,1,1,869,-3.0125
1984,4,1,2,501,-1.0717
1984,4,1,3,464,-1.4245
1984,4,1,4,495,-0.7951
1984,4,1,5,579,-1.4367
1984,4,2,1,170,-0.6229
1984,4,2,2,186,-0.8483
1984,4,2,3,241,0.9903
1984,4,2,4,251,0.7564
1984,4,2,5,208,1.0288
1984,4,3,1,185,-0.8173
1984,4,3,2,215,0.4297
1984,4,3,3,223,0.8687
1984,4,3,4,180,1.0440
1984,4,3,5,169,3.0164
1984,5,1,1,995,-5.5606
1984,5,1,2,608,-4.3946
1984,5,1,3,558,-4.5229
1984,5,1,4,586,-4.3911
1984,5,1,5,671,-4.3834
1984,5,2,1,199,-5.6732
1984,5,2,2,216,-4.7716
1984,5,2,3,275,-5.3171
1984,5,2,4,277,-3.6663
1984,5,2,5,244,-4.4612
1984,5,3,1,223,-5.8688
1984,5,3,2,266,-4.8827
1984,5,3,3,263,-4.1724
1984,5,3,4,217,-3.9145
1984,5,3,5,194,-4.8055
1984,6,1,1,1014,1.3685
1984,6,1,2,606,1.3426
1984,6,1,3,581,2.9914
1984,6,1,4,599,3.5244
1984,6,1,5,679,3.5676
1984,6,2,1,205,2.1135
1984,6,2,2,221,2.2979
1984,6,2,3,267,5.3038
1984,6,2,4,283,4.4749
1984,6,2,5,243,4.4437
1984,6,3,1,223,1.9669
1984,6,3,2,270,2.6237
1984,6,3,3,265,2.7295
1984,6,3,4,217,4.4375
1984,6,3,5,195,1.7211
1984,7,1,1,921,-5.6689
1984,7,1,2,508,-4.3552
1984,7,1,3,515,-3.4825
1984,7,1,4,519,-3.7697
1984,7,1,5,608,-3.8403
1984,7,2,1,180,-8.0837
1984,7,2,2,197,-6.1545
1984,7,2,3,228,-3.3344
1984,7,2,4,248,-2.2980
1984,7,2,5,218,-4.1312
1984,7,3,1,198,-1.0007
1984,7,3,2,229,-1.7382
1984,7,3,3,234,-0.9022
1984,7,3,4,192,-0.6669
1984,7,3,5,171,-3.7151
1984,8,1,1,1067,9.1299
1984,8,1,2,614,11.4314
1984,8,1,3,594,10.4413
1984,8,1,4,577,11.5417
1984,8,1,5,690,11.2028
1984,8,2,1,210,11.7352
1984,8,2,2,240,12.8689
1984,8,2,3,277,13.3169
1984,8,2,4,290,13.3480
1984,8,2,5,231,12.3079
1984,8,3,1,219,12.2472
1984,8,3,2,279,10.3507
1984,8,3,3,277,11.1027
1984,8,3,4,228,9.5735
1984,8,3,5,204,12.6276
1984,9,1,1,1094,-1.1237
1984,9,1,2,636,-1.3757
1984,9,1,3,590,-1.4113
1984,9,1,4,578,0.4880
1984,9,1,5,695,-0.2969
1984,9,2,1,207,-3.2404
1984,9,2,2,239,-2.7563
1984,9,2,3,281,-1.4863
1984,9,2,4,293,-0.0848
1984,9,2,5,234,-0.0768
1984,9,3,1,216,-1.1683
1984,9,3,2,281,-0.9703
1984,9,3,3,273,-0.8199
1984,9,3,4,238,0.3659
1984,9,3,5,205,0.5779
1984,10,1,1,997,-3.5117
1984,10,1,2,552,-2.7048
1984,10,1,3,486,-1.7453
1984,10,1,4,517,-1.8509
1984,10,1,5,617,-1.1589
1984,10,2,1,189,-1.6865
1984,10,2,2,211,-2.4771
1984,10,2,3,244,-0.3655
1984,10,2,4,268,-0.4281
1984,10,2,5,210,-0.5642
1984,10,3,1,188,1.0176
1984,10,3,2,246,1.8317
1984,10,3,3,239,1.2787
1984,10,3,4,216,0.3454
1984,10,3,5,173,-2.8927
1984,11,1,1,1120,-4.6911
1984,11,1,2,670,-2.7520
1984,11,1,3,581,-2.7059
1984,11,1,4,584,-2.6321
1984,11,1,5,663,-1.1469
1984,11,2,1,211,-4.0050
1984,11,2,2,244,-1.9173
1984,11,2,3,274,-1.8942
1984,11,2,4,296,-1.8379
1984,11,2,5,228,-1.0993
1984,11,3,1,207,-1.4498
1984,11,3,2,281,-0.0275
1984,11,3,3,280,-1.2800
1984,11,3,4,240,-1.6813
1984,11,3,5,190,-0.5587
1984,12,1,1,1116,0.1162
1984,12,1,2,681,1.2481
1984,12,1,3,624,2.0541
1984,12,1,4,579,1.6763
1984,12,1,5,669,1.3832
1984,12,2,1,214,2.0865
1984,12,2,2,255,2.5063
1984,12,2,3,279,3.5364
1984,12,2,4,298,2.8706
1984,12,2,5,229,2.2170
1984,12,3,1,203,2.9185
1984,12,3,2,276,3.3735
1984,12,3,3,276,2.2173
1984,12,3,4,242,1.7290
1984,12,3,5,198,1.1396
1985,1,1,1,1008,14.3645
1985,1,1,2,586,13.1401
1985,1,1,3,543,12.9049
1985,1,1,4,486,13.8531
1985,1,1,5,584,13.8827
1985,1,2,1,184,15.0537
1985,1,2,2,218,12.4837
1985,1,2,3,247,11.0173
1985,1,2,4,245,12.5540
1985,1,2,5,201,11.0866
1985,1,3,1,171,8.7797
1985,1,3,2,235,5.9296
1985,1,3,3,229,7.7173
1985,1,3,4,210,8.4684
1985,1,3,5,173,8.2091
1985,2,1,1,1138,3.6725
1985,2,1,2,690,3.9932
1985,2,1,3,615,3.1703
1985,2,1,4,556,3.6837
1985,2,1,5,637,3.1805
1985,2,2,1,215,0.9079
1985,2,2,2,238,1.1736
1985,2,2,3,271,2.7641
1985,2,2,4,269,3.1602
1985,2,2,5,217,2.9768
1985,2,3,1,211,-0.2271
1985,2,3,2,273,1.2149
1985,2,3,3,266,2.1018
1985,2,3,4,233,1.8541
1985,2,3,5,199,2.6494
1985,3,1,1,1145,-2.4492
1985,3,1,2,698,-2.2214
1985,3,1,3,622,-1.8176
1985,3,1,4,564,-1.5199
1985,3,1,5,635,-1.7363
1985,3,2,1,218,-3.8410
1985,3,2,2,238,-3.2958
1985,3,2,3,261,-1.9106
1985,3,2,4,266,-3.4483
1985,3,2,5,216,-1.8080
1985,3,3,1,211,-1.3552
1985,3,3,2,273,0.0481
1985,3,3,3,268,0.4552
1985,3,3,4,232,-0.0214
1985,3,3,5,198,1.5014
1985,4,1,1,1014,-2.1773
1985,4,1,2,613,-1.0935
1985,4,1,3,528,-1.3314
1985,4,1,4,514,-1.3298
1985,4,1,5,569,0.3079
1985,4,2,1,190,-1.4405
1985,4,2,2,207,-2.1909
1985,4,2,3,234,-1.9711
1985,4,2,4,237,-1.9582
1985,4,2,5,210,-0.6029
1985,4,3,1,183,-2.9216
1985,4,3,2,238,-0.9130
1985,4,3,3,236,-1.2523
1985,4,3,4,214,-0.1857
1985,4,3,5,179,2.1165
1985,5,1,1,1170,2.2200
1985,5,1,2,635,2.1093
1985,5,1,3,582,2.3139
1985,5,1,4,571,4.8308
1985,5,1,5,666,4.2791
1985,5,2,1,219,2.8487
1985,5,2,2,242,3.7421
1985,5,2,3,274,4.1266
1985,5,2,4,262,4.2932
1985,5,2,5,232,4.1678
1985,5,3,1,213,6.2889
1985,5,3,2,275,6.5878
1985,5,3,3,261,5.9728
1985,5,3,4,248,7.2846
1985,5,3,5,208,4.6797
1985,6,1,1,1147,-0.2815
1985,6,1,2,632,0.3708
1985,6,1,3,565,1.3545
1985,6,1,4,574,1.6534
1985,6,1,5,665,0.7635
1985,6,2,1,220,1.7389
1985,6,2,2,230,0.5935
1985,6,2,3,273,1.0136
1985,6,2,4,258,1.2909
1985,6,2,5,249,2.0394
1985,6,3,1,209,2.5556
1985,6,3,2,273,2.6203
1985,6,3,3,264,1.3160
1985,6,3,4,248,1.6023
1985,6,3,5,205,1.2055
1985,7,1,1,1001,3.2009
1985,7,1,2,518,2.7648
1985,7,1,3,453,2.2395
1985,7,1,4,487,2.6580
1985,7,1,5,590,1.8930
1985,7,2,1,191,4.8488
1985,7,2,2,193,2.3971
1985,7,2,3,229,2.4667
1985,7,2,4,222,2.6454
1985,7,2,5,225,2.2391
1985,7,3,1,184,-0.0422
1985,7,3,2,222,0.2173
1985,7,3,3,227,0.3671
1985,7,3,4,208,-2.2664
1985,7,3,5,188,-0.8345
1985,8,1,1,1123,-1.0368
1985,8,1,2,607,-0.6734
1985,8,1,3,514,-0.6643
1985,8,1,4,548,-0.8663
1985,8,1,5,662,-0.4163
1985,8,2,1,222,-0.5780
1985,8,2,2,240,-1.4509
1985,8,2,3,277,-1.5540
1985,8,2,4,258,-1.6644
1985,8,2,5,238,-0.4938
1985,8,3,1,202,0.0510
1985,8,3,2,259,-1.1863
1985,8,3,3,273,-0.9702
1985,8,3,4,250,0.4226
1985,8,3,5,217,0.1562
1985,9,1,1,1116,-6.0220
1985,9,1,2,603,-5.4366
1985,9,1,3,506,-4.9778
1985,9,1,4,550,-4.6186
1985,9,1,5,666,-5.9401
1985,9,2,1,223,-5.9697
1985,9,2,2,229,-6.5475
1985,9,2,3,275,-5.1571
1985,9,2,4,263,-5.4644
1985,9,2,5,232,-5.8208
1985,9,3,1,203,-3.9271
1985,9,3,2,259,-4.1362
1985,9,3,3,268,-2.9872
1985,9,3,4,252,-2.6386
1985,9,3,5,219,-2.8691
1985,10,1,1,963,1.3824
1985,10,1,2,496,3.0260
1985,10,1,3,420,2.0231
1985,10,1,4,464,3.6631
1985,10,1,5,592,2.7257
1985,10,2,1,193,3.2734
1985,10,2,2,208,3.9772
1985,10,2,3,246,3.9474
1985,10,2,4,228,4.7843
1985,10,2,5,214,3.2843
1985,10,3,1,162,4.2064
1985,10,3,2,209,2.9654
1985,10,3,3,233,3.8637
1985,10,3,4,225,5.0453
1985,10,3,5,190,5.9312
1985,11,1,1,1037,5.6061
1985,11,1,2,586,6.6085
1985,11,1,3,507,7.0412
1985,11,1,4,523,6.5875
1985,11,1,5,667,6.0710
1985,11,2,1,218,9.6581
1985,11,2,2,234,7.4469
1985,11,2,3,275,6.7548
1985,11,2,4,255,7.8173
1985,11,2,5,237,8.3551
1985,11,3,1,184,7.2421
1985,11,3,2,246,9.6312
1985,11,3,3,269,7.8934
1985,11,3,4,246,6.3894
1985,11,3,5,207,3.1515
1985,12,1,1,1038,3.4290
1985,12,1,2,589,5.4046
1985,12,1,3,512,4.3061
1985,12,1,4,516,5.4472
1985,12,1,5,678,4.3221
1985,12,2,1,221,3.3856
1985,12,2,2,235,4.8304
1985,12,2,3,268,5.3689
1985,12,2,4,253,5.1939
1985,12,2,5,240,4.9285
1985,12,3,1,184,4.5281
1985,12,3,2,247,5.1939
1985,12,3,3,264,5.1054
1985,12,3,4,246,5.9968
1985,12,3,5,210,1.7168
1986,1,1,1,877,2.4032
1986,1,1,2,507,2.9690
1986,1,1,3,426,2.0735
1986,1,1,4,444,1.9624
1986,1,1,5,579,2.3229
1986,1,2,1,189,2.4120
1986,1,2,2,188,0.1366
1986,1,2,3,232,1.4393
1986,1,2,4,220,1.6466
1986,1,2,5,215,1.3529
1986,1,3,1,149,3.3617
1986,1,3,2,210,0.6567
1986,1,3,3,214,1.4767
1986,1,3,4,210,-0.4673
1986,1,3,5,179,-1.3368
1986,2,1,1,997,6.1758
1986,2,1,2,575,7.0340
1986,2,1,3,508,5.7415
1986,2,1,4,481,5.8059
1986,2,1,5,646,6.7918
1986,2,2,1,208,5.0852
1986,2,2,2,211,7.7361
1986,2,2,3,257,7.6738
1986,2,2,4,238,8.6470
1986,2,2,5,236,6.3494
1986,2,3,1,172,8.7953
1986,2,3,2,239,8.7107
1986,2,3,3,241,8.3107
1986,2,3,4,223,6.4113
1986,2,3,5,195,6.4774
1986,3,1,1,989,3.4861
1986,3,1,2,573,3.7349
1986,3,1,3,517,4.4110
1986,3,1,4,474,5.3030
1986,3,1,5,651,5.5772
1986,3,2,1,209,4.8229
1986,3,2,2,217,4.9385
1986,3,2,3,262,6.2826
1986,3,2,4,244,6.6060
1986,3,2,5,242,4.8545
1986,3,3,1,173,5.4640
1986,3,3,2,234,6.1375
1986,3,3,3,235,6.0783
1986,3,3,4,223,5.4427
1986,3,3,5,194,4.2676
1986,4,1,1,855,1.2654
1986,4,1,2,471,3.7312
1986,4,1,3,460,1.8028
1986,4,1,4,406,1.0589
1986,4,1,5,590,1.2411
1986,4,2,1,181,2.8363
1986,4,2,2,180,1.1240
1986,4,2,3,223,1.6420
1986,4,2,4,218,1.5731
1986,4,2,5,228,2.0550
1986,4,3,1,150,-2.8245
1986,4,3,2,200,-0.4486
1986,4,3,3,203,-0.4176
1986,4,3,4,207,1.1079
1986,4,3,5,173,-0.2826
1986,5,1,1,997,3.0170
1986,5,1,2,559,3.4537
1986,5,1,3,538,5.5125
1986,5,1,4,473,4.9151
1986,5,1,5,666,4.3795
1986,5,2,1,217,1.1792
1986,5,2,2,232,3.9789
1986,5,2,3,264,3.8552
1986,5,2,4,245,5.0378
1986,5,2,5,254,4.7104
1986,5,3,1,176,4.3575
1986,5,3,2,236,4.0629
1986,5,3,3,232,4.5203
1986,5,3,4,234,6.5358
1986,5,3,5,201,8.1379
1986,6,1,1,996,-0.3010
1986,6,1,2,581,0.5800
1986,6,1,3,551,1.4590
1986,6,1,4,475,0.7548
1986,6,1,5,666,2.3044
1986,6,2,1,222,-2.1521
1986,6,2,2,225,1.2677
1986,6,2,3,274,-0.2281
1986,6,2,4,238,1.3425
1986,6,2,5,264,0.9520
1986,6,3,1,176,0.4082
1986,6,3,2,235,2.7366
1986,6,3,3,232,2.6434
1986,6,3,4,237,2.9562
1986,6,3,5,204,0.7637
1986,7,1,1,888,-8.6498
1986,7,1,2,480,-8.6085
1986,7,1,3,465,-8.4223
1986,7,1,4,405,-8.3990
1986,7,1,5,577,-8.8835
1986,7,2,1,197,-9.8110
1986,7,2,2,192,-9.3607
1986,7,2,3,243,-8.3868
1986,7,2,4,205,-8.7551
1986,7,2,5,255,-9.0589
1986,7,3,1,150,-5.6964
1986,7,3,2,194,-4.4998
1986,7,3,3,201,-4.6629
1986,7,3,4,209,-5.4577
1986,7,3,5,177,-5.9391
1986,8,1,1,1034,1.0459
1986,8,1,2,577,1.4081
1986,8,1,3,513,1.2644
1986,8,1,4,489,1.6663
1986,8,1,5,662,0.6020
1986,8,2,1,223,4.9916
1986,8,2,2,239,4.6904
1986,8,2,3,269,4.8627
1986,8,2,4,247,2.7110
1986,8,2,5,289,3.8087
1986,8,3,1,182,7.4178
1986,8,3,2,243,6.2138
1986,8,3,3,247,6.1062
1986,8,3,4,234,5.6074
1986,8,3,5,199,9.1796
1986,9,1,1,1041,-7.1663
1986,9,1,2,580,-6.5036
1986,9,1,3,520,-7.3643
1986,9,1,4,491,-6.5483
1986,9,1,5,663,-5.7525
1986,9,2,1,225,-6.9603
1986,9,2,2,239,-5.9413
1986,9,2,3,273,-6.7399
1986,9,2,4,238,-6.2471
1986,9,2,5,284,-6.4915
1986,9,3,1,182,-8.1362
1986,9,3,2,248,-9.0842
1986,9,3,3,250,-9.8981
1986,9,3,4,241,-7.9512
1986,9,3,5,205,-4.9778
1986,10,1,1,909,2.6539
1986,10,1,2,501,2.6602
1986,10,1,3,411,2.7137
1986,10,1,4,435,3.9055
1986,10,1,5,578,3.2604
1986,10,2,1,196,5.3549
1986,10,2,2,213,4.3859
1986,10,2,3,245,4.9036
1986,10,2,4,212,5.0562
1986,10,2,5,255,3.0255
1986,10,3,1,156,6.7507
1986,10,3,2,214,6.8111
1986,10,3,3,227,7.3280
1986,10,3,4,211,3.0591
1986,10,3,5,177,5.5998
1986,11,1,1,1018,-1.7657
1986,11,1,2,566,-0.2364
1986,11,1,3,471,1.6691
1986,11,1,4,510,0.4257
1986,11,1,5,669,0.9398
1986,11,2,1,223,-0.2522
1986,11,2,2,234,0.3951
1986,11,2,3,266,1.3056
1986,11,2,4,244,2.1596
1986,11,2,5,282,0.8610
1986,11,3,1,186,2.6530
1986,11,3,2,252,2.5516
1986,11,3,3,256,2.3248
1986,11,3,4,232,2.8659
1986,11,3,5,196,2.3254
1986,12,1,1,1021,-3.6121
1986,12,1,2,566,-3.5991
1986,12,1,3,470,-1.3749
1986,12,1,4,525,-3.3083
1986,12,1,5,683,-2.1656
1986,12,2,1,226,-3.2359
1986,12,2,2,230,-1.9223
1986,12,2,3,256,-2.4362
1986,12,2,4,244,-1.6056
1986,12,2,5,281,-1.4971
1986,12,3,1,186,-4.3776
1986,12,3,2,253,-1.1322
1986,12,3,3,255,-2.7055
1986,12,3,4,227,-3.4104
1986,12,3,5,197,-3.6015
1987,1,1,1,879,12.2601
1987,1,1,2,454,9.6715
1987,1,1,3,366,10.2574
1987,1,1,4,441,10.5109
1987,1,1,5,612,11.2705
1987,1,2,1,194,12.5951
1987,1,2,2,180,12.9196
1987,1,2,3,201,13.0316
1987,1,2,4,212,13.0585
1987,1,2,5,254,12.9380
1987,1,3,1,149,13.6472
1987,1,3,2,213,15.0576
1987,1,3,3,209,12.1287
1987,1,3,4,198,14.0576
1987,1,3,5,171,12.1262
1987,2,1,1,975,9.0262
1987,2,1,2,508,7.9285
1987,2,1,3,426,7.3690
1987,2,1,4,531,9.7594
1987,2,1,5,686,7.4451
1987,2,2,1,207,8.5086
1987,2,2,2,204,8.7105
1987,2,2,3,236,8.3125
1987,2,2,4,240,9.3034
1987,2,2,5,258,7.9103
1987,2,3,1,173,4.9905
1987,2,3,2,234,4.8105
1987,2,3,3,245,2.7588
1987,2,3,4,221,4.4432
1987,2,3,5,194,4.4694
1987,3,1,1,997,2.9675
1987,3,1,2,512,2.1752
1987,3,1,3,437,1.6989
1987,3,1,4,549,1.9843
1987,3,1,5,722,2.2733
1987,3,2,1,212,0.7407
1987,3,2,2,206,-0.5496
1987,3,2,3,237,0.8307
1987,3,2,4,250,1.8823
1987,3,2,5,282,3.3611
1987,3,3,1,176,2.0340
1987,3,3,2,238,2.2071
1987,3,3,3,246,3.4607
1987,3,3,4,227,1.5928
1987,3,3,5,206,4.7034
1987,4,1,1,910,-2.1330
1987,4,1,2,437,-4.6127
1987,4,1,3,376,-4.0498
1987,4,1,4,518,-3.0853
1987,4,1,5,662,-1.9570
1987,4,2,1,188,-3.4305
1987,4,2,2,173,-0.6113
1987,4,2,3,210,-3.5353
1987,4,2,4,247,-3.2937
1987,4,2,5,259,-4.0461
1987,4,3,1,154,1.1312
1987,4,3,2,213,-1.1725
1987,4,3,3,220,-0.3211
1987,4,3,4,212,-2.6529
1987,4,3,5,187,-1.1215
1987,5,1,1,1038,-0.2946
1987,5,1,2,522,-0.4949
1987,5,1,3,445,-0.1210
1987,5,1,4,632,-0.9898
1987,5,1,5,783,-0.5217
1987,5,2,1,223,0.2638
1987,5,2,2,203,0.2609
1987,5,2,3,237,0.1142
1987,5,2,4,306,-0.4081
1987,5,2,5,301,-0.4928
1987,5,3,1,193,0.4814
1987,5,3,2,260,-0.0042
1987,5,3,3,254,0.6770
1987,5,3,4,257,0.7920
1987,5,3,5,230,2.5136
1987,6,1,1,1036,0.9382
1987,6,1,2,535,2.8071
1987,6,1,3,458,2.5851
1987,6,1,4,656,2.2759
1987,6,1,5,799,3.1982
1987,6,2,1,220,1.2566
1987,6,2,2,202,1.6201
1987,6,2,3,233,3.1771
1987,6,2,4,313,3.7694
1987,6,2,5,293,3.8723
1987,6,3,1,193,2.7208
1987,6,3,2,259,4.8580
1987,6,3,3,255,4.6550
1987,6,3,4,257,6.0097
1987,6,3,5,231,5.2035
1987,7,1,1,898,1.8663
1987,7,1,2,457,2.0363
1987,7,1,3,372,2.2575
1987,7,1,4,586,3.4608
1987,7,1,5,720,3.5777
1987,7,2,1,189,3.4336
1987,7,2,2,182,1.6133
1987,7,2,3,197,2.8723
1987,7,2,4,280,3.5012
1987,7,2,5,262,6.2629
1987,7,3,1,162,5.7834
1987,7,3,2,212,5.2573
1987,7,3,3,216,3.6120
1987,7,3,4,232,3.5286
1987,7,3,5,207,4.4739
1987,8,1,1,1057,1.3132
1987,8,1,2,528,2.1454
1987,8,1,3,470,3.6089
1987,8,1,4,701,3.4599
