year,month,rank_ME,rank_TBIq_6,nstocks,ret_vw
1996,7,2,4,326,-8.1346
1996,7,2,5,260,-8.2735
1996,7,3,1,219,-5.6454
1996,7,3,2,294,-4.5866
1996,7,3,3,314,-5.5368
1996,7,3,4,258,-5.1364
1996,7,3,5,240,-6.4340
1996,8,1,1,1138,4.5734
1996,8,1,2,595,4.5809
1996,8,1,3,606,5.2747
1996,8,1,4,609,5.2807
1996,8,1,5,647,5.0327
1996,8,2,1,380,6.2996
1996,8,2,2,346,6.5305
1996,8,2,3,366,5.5385
1996,8,2,4,364,5.4850
1996,8,2,5,310,4.8837
1996,8,3,1,277,3.6939
1996,8,3,2,344,2.1391
1996,8,3,3,366,3.5800
1996,8,3,4,308,1.1579
1996,8,3,5,277,2.5819
1996,9,1,1,1135,2.2950
1996,9,1,2,590,2.8393
1996,9,1,3,603,2.5200
1996,9,1,4,620,3.6996
1996,9,1,5,657,2.4577
1996,9,2,1,375,6.3388
1996,9,2,2,339,4.0548
1996,9,2,3,357,3.9460
1996,9,2,4,373,2.6690
1996,9,2,5,321,5.2294
1996,9,3,1,278,4.8052
1996,9,3,2,346,7.5170
1996,9,3,3,367,5.3165
1996,9,3,4,308,4.2332
1996,9,3,5,278,3.8271
1996,10,1,1,990,-4.2851
1996,10,1,2,509,0.0021
1996,10,1,3,483,-0.8134
1996,10,1,4,545,-1.1193
1996,10,1,5,556,-0.7897
1996,10,2,1,336,-2.3906
1996,10,2,2,309,0.0085
1996,10,2,3,318,-0.8810
1996,10,2,4,335,-2.0027
1996,10,2,5,285,-3.2895
1996,10,3,1,249,1.9664
1996,10,3,2,322,1.8932
1996,10,3,3,304,0.1476
1996,10,3,4,283,1.0876
1996,10,3,5,251,0.0408
1996,11,1,1,1161,3.5489
1996,11,1,2,584,4.1318
1996,11,1,3,574,2.7564
1996,11,1,4,646,2.0745
1996,11,1,5,670,1.6943
1996,11,2,1,372,5.1327
1996,11,2,2,338,5.1652
1996,11,2,3,347,2.6737
1996,11,2,4,371,3.1044
1996,11,2,5,318,2.1094
1996,11,3,1,282,7.0144
1996,11,3,2,370,8.4687
1996,11,3,3,344,5.5855
1996,11,3,4,319,5.3558
1996,11,3,5,287,6.4682
1996,12,1,1,1175,1.1284
1996,12,1,2,592,2.1015
1996,12,1,3,574,2.5858
1996,12,1,4,666,1.8990
1996,12,1,5,675,3.9053
1996,12,2,1,357,1.9896
1996,12,2,2,345,2.3883
1996,12,2,3,341,1.7804
1996,12,2,4,374,2.8168
1996,12,2,5,314,1.3494
1996,12,3,1,282,-2.1347
1996,12,3,2,371,-1.1715
1996,12,3,3,350,-2.7654
1996,12,3,4,317,-0.5184
1996,12,3,5,287,-0.5544
1997,1,1,1,1015,6.3013
1997,1,1,2,497,3.9557
1997,1,1,3,470,5.4962
1997,1,1,4,580,5.3469
1997,1,1,5,572,3.8023
1997,1,2,1,312,6.4533
1997,1,2,2,291,3.0252
1997,1,2,3,294,2.4675
1997,1,2,4,317,1.0305
1997,1,2,5,282,1.6215
1997,1,3,1,246,7.8029
1997,1,3,2,304,7.3336
1997,1,3,3,285,2.9671
1997,1,3,4,265,3.8000
1997,1,3,5,248,3.3835
1997,2,1,1,1168,-4.2597
1997,2,1,2,567,-2.7880
1997,2,1,3,543,-2.7200
1997,2,1,4,660,-2.3175
1997,2,1,5,637,-1.8667
1997,2,2,1,352,-6.6043
1997,2,2,2,328,-4.9786
1997,2,2,3,329,-3.1026
1997,2,2,4,340,-3.6078
1997,2,2,5,314,-2.6627
1997,2,3,1,293,-0.0778
1997,2,3,2,335,-2.1432
1997,2,3,3,318,-0.8527
1997,2,3,4,301,2.2587
1997,2,3,5,271,-1.4213
1997,3,1,1,1165,-6.6428
1997,3,1,2,574,-4.5170
1997,3,1,3,556,-4.2590
1997,3,1,4,659,-3.5171
1997,3,1,5,643,-2.2115
1997,3,2,1,341,-5.4467
1997,3,2,2,326,-5.0300
1997,3,2,3,330,-3.4737
1997,3,2,4,336,-4.9053
1997,3,2,5,314,-3.2603
1997,3,3,1,302,-4.6555
1997,3,3,2,331,-3.8829
1997,3,3,3,313,-3.3564
1997,3,3,4,311,-4.7787
1997,3,3,5,278,-2.1772
1997,4,1,1,1048,-3.8481
1997,4,1,2,469,-3.9281
1997,4,1,3,500,-2.0409
1997,4,1,4,590,-2.9606
1997,4,1,5,576,-3.5554
1997,4,2,1,310,-0.5254
1997,4,2,2,285,-0.7755
1997,4,2,3,289,0.3041
1997,4,2,4,307,0.3501
1997,4,2,5,281,1.7960
1997,4,3,1,258,5.8079
1997,4,3,2,295,7.4799
1997,4,3,3,280,4.0207
1997,4,3,4,271,3.7840
1997,4,3,5,242,2.1329
1997,5,1,1,1204,11.8268
1997,5,1,2,570,11.8800
1997,5,1,3,617,11.2472
1997,5,1,4,667,11.1173
1997,5,1,5,659,10.0469
1997,5,2,1,363,14.3493
1997,5,2,2,328,14.5619
1997,5,2,3,348,12.8719
1997,5,2,4,364,13.7814
1997,5,2,5,319,13.3621
1997,5,3,1,306,6.9476
1997,5,3,2,349,6.3292
1997,5,3,3,328,7.0272
1997,5,3,4,311,6.5518
1997,5,3,5,286,7.3722
1997,6,1,1,1211,4.1583
1997,6,1,2,571,5.2121
1997,6,1,3,631,3.9010
1997,6,1,4,684,6.2360
1997,6,1,5,669,5.8330
1997,6,2,1,367,6.0098
1997,6,2,2,327,4.2775
1997,6,2,3,354,4.8147
1997,6,2,4,367,5.7601
1997,6,2,5,327,6.4091
1997,6,3,1,304,3.5998
1997,6,3,2,360,3.8166
1997,6,3,3,327,4.9432
1997,6,3,4,322,4.9951
1997,6,3,5,287,2.9803
1997,7,1,1,1027,6.7270
1997,7,1,2,522,6.3472
1997,7,1,3,534,5.7814
1997,7,1,4,585,5.4670
1997,7,1,5,584,5.3675
1997,7,2,1,327,7.6044
1997,7,2,2,297,6.7166
1997,7,2,3,315,5.1751
1997,7,2,4,327,4.5653
1997,7,2,5,280,4.3320
1997,7,3,1,261,7.8163
1997,7,3,2,312,8.5648
1997,7,3,3,290,4.8665
1997,7,3,4,285,7.9238
1997,7,3,5,253,6.1080
1997,8,1,1,1173,5.3968
1997,8,1,2,607,6.0548
1997,8,1,3,608,4.7774
1997,8,1,4,698,4.5561
1997,8,1,5,696,4.5947
1997,8,2,1,367,3.9199
1997,8,2,2,347,3.4652
1997,8,2,3,350,3.2489
1997,8,2,4,370,3.3852
1997,8,2,5,314,2.3530
1997,8,3,1,306,-4.1186
1997,8,3,2,364,-5.3702
1997,8,3,3,330,-3.8764
1997,8,3,4,320,-4.0639
1997,8,3,5,299,-2.8935
1997,9,1,1,1177,9.6873
1997,9,1,2,605,6.0959
1997,9,1,3,612,8.8046
1997,9,1,4,710,9.5258
1997,9,1,5,684,9.3975
1997,9,2,1,362,7.2218
1997,9,2,2,345,7.7484
1997,9,2,3,352,6.7666
1997,9,2,4,373,6.3765
1997,9,2,5,314,7.3992
1997,9,3,1,297,6.4446
1997,9,3,2,359,4.1268
1997,9,3,3,331,4.4469
1997,9,3,4,321,3.8998
1997,9,3,5,302,4.4280
1997,10,1,1,1015,-3.9523
1997,10,1,2,488,-2.9769
1997,10,1,3,518,-4.4923
1997,10,1,4,618,-4.0902
1997,10,1,5,608,-1.9113
1997,10,2,1,310,-7.3844
1997,10,2,2,296,-5.1092
1997,10,2,3,321,-4.1152
1997,10,2,4,344,-4.4617
1997,10,2,5,261,-3.9696
1997,10,3,1,272,-2.8613
1997,10,3,2,325,-5.5059
1997,10,3,3,290,-2.1610
1997,10,3,4,291,-2.1746
1997,10,3,5,258,-2.9884
1997,11,1,1,1150,-3.1012
1997,11,1,2,555,-1.5550
1997,11,1,3,606,-0.6902
1997,11,1,4,689,-0.1692
1997,11,1,5,702,-0.9161
1997,11,2,1,356,-3.3476
1997,11,2,2,344,-2.2692
1997,11,2,3,361,-0.3293
1997,11,2,4,362,-1.1240
1997,11,2,5,314,-1.0132
1997,11,3,1,308,2.7841
1997,11,3,2,356,5.3943
1997,11,3,3,326,4.9763
1997,11,3,4,325,4.6077
1997,11,3,5,293,3.1655
1997,12,1,1,1153,-5.1131
1997,12,1,2,549,-2.5109
1997,12,1,3,598,-2.1817
1997,12,1,4,675,0.1718
1997,12,1,5,711,0.2945
1997,12,2,1,357,-0.0935
1997,12,2,2,343,-0.9337
1997,12,2,3,363,-0.3543
1997,12,2,4,362,2.2250
1997,12,2,5,305,1.8104
1997,12,3,1,308,0.9065
1997,12,3,2,357,0.1143
1997,12,3,3,324,0.0976
1997,12,3,4,317,2.2760
1997,12,3,5,288,2.0093
1998,1,1,1,958,-1.0494
1998,1,1,2,445,-1.6863
1998,1,1,3,504,-1.9203
1998,1,1,4,594,-0.9334
1998,1,1,5,601,0.2586
1998,1,2,1,295,-0.5540
1998,1,2,2,297,-3.0124
1998,1,2,3,308,-0.4862
1998,1,2,4,303,-0.9527
1998,1,2,5,258,-0.9007
1998,1,3,1,264,3.7287
1998,1,3,2,303,2.1894
1998,1,3,3,272,1.5536
1998,1,3,4,274,-0.5477
1998,1,3,5,250,-0.3548
1998,2,1,1,1094,5.1794
1998,2,1,2,543,5.3617
1998,2,1,3,585,6.5511
1998,2,1,4,665,7.5832
1998,2,1,5,687,6.4125
1998,2,2,1,329,7.8063
1998,2,2,2,325,7.9880
1998,2,2,3,342,8.2747
1998,2,2,4,337,9.3016
1998,2,2,5,294,9.0626
1998,2,3,1,308,6.9170
1998,2,3,2,340,6.8860
1998,2,3,3,305,7.3150
1998,2,3,4,304,6.4335
1998,2,3,5,288,7.1619
1998,3,1,1,1096,3.7575
1998,3,1,2,548,2.9306
1998,3,1,3,590,5.0125
1998,3,1,4,658,5.8466
1998,3,1,5,693,5.2810
1998,3,2,1,329,2.5803
1998,3,2,2,317,3.7491
1998,3,2,3,348,4.5759
1998,3,2,4,334,5.5040
1998,3,2,5,307,5.0678
1998,3,3,1,310,3.6270
1998,3,3,2,341,4.3086
1998,3,3,3,303,7.1337
1998,3,3,4,302,5.3404
1998,3,3,5,291,4.9416
1998,4,1,1,950,2.6363
1998,4,1,2,479,1.6845
1998,4,1,3,526,2.6848
1998,4,1,4,574,1.6409
1998,4,1,5,606,3.1170
1998,4,2,1,291,-0.1311
1998,4,2,2,276,0.8721
1998,4,2,3,300,0.1429
1998,4,2,4,296,1.4351
1998,4,2,5,289,0.4227
1998,4,3,1,274,2.6616
1998,4,3,2,304,0.1990
1998,4,3,3,264,0.9033
1998,4,3,4,280,-2.2155
1998,4,3,5,256,1.8034
1998,5,1,1,1112,-5.9056
1998,5,1,2,582,-7.0612
1998,5,1,3,613,-4.6667
1998,5,1,4,662,-4.2764
1998,5,1,5,685,-5.2378
1998,5,2,1,324,-7.5513
1998,5,2,2,316,-7.1747
1998,5,2,3,340,-5.2513
1998,5,2,4,352,-5.6731
1998,5,2,5,326,-5.3991
1998,5,3,1,316,-2.7747
1998,5,3,2,354,-2.4262
1998,5,3,3,314,-1.8658
1998,5,3,4,316,0.2362
1998,5,3,5,311,-3.1600
1998,6,1,1,1113,-4.1194
1998,6,1,2,593,-2.3855
1998,6,1,3,605,-0.6992
1998,6,1,4,677,-1.6916
1998,6,1,5,685,-1.6780
1998,6,2,1,316,-1.6621
1998,6,2,2,318,-1.6546
1998,6,2,3,336,-1.5899
1998,6,2,4,360,1.3789
1998,6,2,5,325,0.1560
1998,6,3,1,312,4.3876
1998,6,3,2,351,3.1384
1998,6,3,3,312,4.4450
1998,6,3,4,315,3.5814
1998,6,3,5,308,4.9101
1998,7,1,1,968,-7.1181
1998,7,1,2,525,-7.5342
1998,7,1,3,510,-6.5101
1998,7,1,4,584,-7.0784
1998,7,1,5,571,-7.0361
1998,7,2,1,277,-8.0581
1998,7,2,2,280,-9.9295
1998,7,2,3,297,-7.5197
1998,7,2,4,344,-7.6098
1998,7,2,5,264,-8.8813
1998,7,3,1,272,-0.8943
1998,7,3,2,307,-1.3005
1998,7,3,3,272,-3.0633
1998,7,3,4,265,-2.3182
1998,7,3,5,268,-1.7559
1998,8,1,1,1101,-23.3829
1998,8,1,2,624,-18.0715
1998,8,1,3,593,-19.3761
1998,8,1,4,663,-19.1761
1998,8,1,5,681,-18.6919
1998,8,2,1,311,-22.5335
1998,8,2,2,319,-17.0415
1998,8,2,3,347,-17.9569
1998,8,2,4,385,-18.8284
1998,8,2,5,307,-19.4823
1998,8,3,1,330,-12.0214
1998,8,3,2,356,-13.3926
1998,8,3,3,340,-12.4551
1998,8,3,4,318,-12.7200
1998,8,3,5,314,-14.3545
1998,9,1,1,1106,6.1279
1998,9,1,2,616,4.2954
1998,9,1,3,608,3.1095
1998,9,1,4,665,2.2137
1998,9,1,5,679,3.5615
1998,9,2,1,319,7.1580
1998,9,2,2,315,7.0705
1998,9,2,3,357,6.4169
1998,9,2,4,381,7.8817
1998,9,2,5,321,6.5045
1998,9,3,1,329,9.6774
1998,9,3,2,358,7.5646
1998,9,3,3,344,8.3557
1998,9,3,4,321,2.5677
1998,9,3,5,319,5.7124
1998,10,1,1,936,4.4780
1998,10,1,2,514,2.7002
1998,10,1,3,500,4.9057
1998,10,1,4,586,3.3548
1998,10,1,5,582,2.0855
1998,10,2,1,292,8.4823
1998,10,2,2,272,6.8891
1998,10,2,3,314,4.1679
1998,10,2,4,341,3.7044
1998,10,2,5,295,2.5805
1998,10,3,1,284,5.8709
1998,10,3,2,311,8.2548
1998,10,3,3,309,5.9045
1998,10,3,4,286,10.3423
1998,10,3,5,273,6.3243
1998,11,1,1,1057,9.3022
1998,11,1,2,580,5.9355
1998,11,1,3,567,8.4808
1998,11,1,4,659,5.7623
1998,11,1,5,681,4.9046
1998,11,2,1,327,8.0241
1998,11,2,2,304,4.1900
1998,11,2,3,344,4.9418
1998,11,2,4,369,7.1776
1998,11,2,5,345,4.5280
1998,11,3,1,325,5.1026
1998,11,3,2,348,6.7183
1998,11,3,3,335,5.7473
1998,11,3,4,318,6.8997
1998,11,3,5,319,6.9099
1998,12,1,1,1052,4.4418
1998,12,1,2,579,1.4424
1998,12,1,3,565,2.4656
1998,12,1,4,635,2.4469
1998,12,1,5,667,1.7513
1998,12,2,1,325,6.7003
1998,12,2,2,306,6.1449
1998,12,2,3,343,4.4808
1998,12,2,4,368,6.6185
1998,12,2,5,355,6.0424
1998,12,3,1,328,4.9863
1998,12,3,2,345,8.6133
1998,12,3,3,333,3.7683
1998,12,3,4,312,5.2676
1998,12,3,5,322,10.7833
1999,1,1,1,858,6.1648
1999,1,1,2,472,2.5988
1999,1,1,3,482,4.1551
1999,1,1,4,547,2.1362
1999,1,1,5,556,5.0839
1999,1,2,1,280,1.1693
1999,1,2,2,261,-0.2334
1999,1,2,3,294,-2.7327
1999,1,2,4,310,-0.2447
1999,1,2,5,304,0.3563
1999,1,3,1,283,3.0586
1999,1,3,2,290,7.7232
1999,1,3,3,277,1.3695
1999,1,3,4,271,-0.9720
1999,1,3,5,260,3.4537
1999,2,1,1,954,-7.5955
1999,2,1,2,524,-6.4726
1999,2,1,3,527,-6.8806
1999,2,1,4,600,-7.2816
1999,2,1,5,619,-6.1111
1999,2,2,1,325,-8.3672
1999,2,2,2,274,-10.4175
1999,2,2,3,324,-7.5584
1999,2,2,4,333,-8.4691
1999,2,2,5,326,-9.8727
1999,2,3,1,328,-3.2582
1999,2,3,2,333,-6.6395
1999,2,3,3,319,-2.2165
1999,2,3,4,318,-3.4931
1999,2,3,5,298,-2.7648
1999,3,1,1,943,-3.8534
1999,3,1,2,522,-4.3752
1999,3,1,3,532,-6.0617
1999,3,1,4,597,-5.5909
1999,3,1,5,616,-4.3702
1999,3,2,1,316,0.2857
1999,3,2,2,269,2.2280
1999,3,2,3,332,0.7701
1999,3,2,4,326,-2.5621
1999,3,2,5,325,-1.9129
1999,3,3,1,336,5.4611
1999,3,3,2,335,5.1469
1999,3,3,3,317,-1.2467
1999,3,3,4,323,1.3445
1999,3,3,5,296,4.5455
1999,4,1,1,799,9.6133
1999,4,1,2,436,8.4954
1999,4,1,3,467,8.8342
1999,4,1,4,531,7.9631
1999,4,1,5,537,10.6280
1999,4,2,1,271,9.2871
1999,4,2,2,250,10.5669
1999,4,2,3,289,7.6308
1999,4,2,4,297,6.9969
1999,4,2,5,273,6.9098
1999,4,3,1,299,1.8909
1999,4,3,2,293,2.6782
1999,4,3,3,274,8.0546
1999,4,3,4,290,2.7103
1999,4,3,5,251,4.9469
1999,5,1,1,912,4.3285
1999,5,1,2,489,4.8241
1999,5,1,3,540,3.8993
1999,5,1,4,588,4.0873
1999,5,1,5,634,5.6915
1999,5,2,1,309,4.0510
1999,5,2,2,287,5.2772
1999,5,2,3,323,3.8051
1999,5,2,4,338,4.5265
1999,5,2,5,307,3.4709
1999,5,3,1,348,-1.6334
1999,5,3,2,332,-2.6361
1999,5,3,3,315,-1.0742
1999,5,3,4,318,-0.3886
1999,5,3,5,298,-1.5492
1999,6,1,1,909,4.8209
1999,6,1,2,496,4.7088
1999,6,1,3,531,3.6479
1999,6,1,4,606,3.7353
1999,6,1,5,636,3.7126
1999,6,2,1,306,9.8382
1999,6,2,2,290,5.6335
1999,6,2,3,319,4.3580
1999,6,2,4,331,4.7546
1999,6,2,5,309,5.9615
1999,6,3,1,348,4.6935
1999,6,3,2,330,7.4706
1999,6,3,3,317,6.3991
1999,6,3,4,318,4.8976
1999,6,3,5,306,6.4561
1999,7,1,1,776,1.9166
1999,7,1,2,420,2.3350
1999,7,1,3,443,-0.5205
1999,7,1,4,521,0.8317
1999,7,1,5,559,-0.6692
1999,7,2,1,272,-1.1082
1999,7,2,2,260,0.1153
1999,7,2,3,276,-1.3002
1999,7,2,4,288,-2.6048
1999,7,2,5,274,-1.0452
1999,7,3,1,302,-2.1871
1999,7,3,2,285,-1.3030
1999,7,3,3,275,-3.5481
1999,7,3,4,264,-4.1489
1999,7,3,5,260,-4.2903
1999,8,1,1,888,-0.3241
1999,8,1,2,456,-2.6645
1999,8,1,3,512,-3.6331
1999,8,1,4,600,-3.0164
1999,8,1,5,637,-4.1927
1999,8,2,1,305,-0.0252
1999,8,2,2,289,-1.6037
1999,8,2,3,307,-3.6627
1999,8,2,4,328,-6.0802
1999,8,2,5,319,-3.3224
1999,8,3,1,361,1.3080
1999,8,3,2,343,4.2468
1999,8,3,3,325,-5.7799
1999,8,3,4,301,-4.9385
1999,8,3,5,304,-1.2217
1999,9,1,1,895,-0.2565
1999,9,1,2,441,-2.6837
1999,9,1,3,516,-1.7619
1999,9,1,4,607,-2.7248
1999,9,1,5,628,-3.3064
1999,9,2,1,303,1.9847
1999,9,2,2,292,-0.3867
1999,9,2,3,301,0.2011
1999,9,2,4,323,-1.7571
1999,9,2,5,315,-1.2056
1999,9,3,1,362,-3.6359
1999,9,3,2,341,-2.3253
1999,9,3,3,322,-1.1946
1999,9,3,4,297,1.0052
1999,9,3,5,303,-1.7269
1999,10,1,1,735,-1.7457
1999,10,1,2,371,-2.0415
1999,10,1,3,433,-2.4964
1999,10,1,4,527,-3.8175
1999,10,1,5,529,-3.7511
1999,10,2,1,268,-0.2404
1999,10,2,2,251,-0.3473
1999,10,2,3,254,-1.3804
1999,10,2,4,295,-2.8196
1999,10,2,5,277,-2.5552
1999,10,3,1,316,5.0195
1999,10,3,2,300,6.0467
1999,10,3,3,267,4.3430
1999,10,3,4,255,4.8665
1999,10,3,5,258,5.2767
1999,11,1,1,886,11.9677
1999,11,1,2,414,8.5237
1999,11,1,3,461,6.0898
1999,11,1,4,588,5.7887
1999,11,1,5,586,6.6857
1999,11,2,1,303,12.1559
1999,11,2,2,283,8.8192
1999,11,2,3,288,4.9782
1999,11,2,4,308,5.5349
1999,11,2,5,327,4.2628
1999,11,3,1,347,4.1000
1999,11,3,2,354,4.4279
1999,11,3,3,305,1.7136
1999,11,3,4,291,1.3344
1999,11,3,5,300,4.9634
1999,12,1,1,886,13.0121
1999,12,1,2,414,6.1013
1999,12,1,3,455,5.5860
1999,12,1,4,579,4.3266
1999,12,1,5,579,5.6900
1999,12,2,1,301,14.6416
1999,12,2,2,286,7.2753
1999,12,2,3,284,7.2518
1999,12,2,4,313,6.4590
1999,12,2,5,322,9.4137
1999,12,3,1,357,3.4949
1999,12,3,2,357,13.2936
1999,12,3,3,303,4.3780
1999,12,3,4,288,5.5777
1999,12,3,5,304,9.1812
2000,1,1,1,736,7.7448
2000,1,1,2,338,4.7261
2000,1,1,3,369,0.7060
2000,1,1,4,516,1.6958
2000,1,1,5,471,1.8843
2000,1,2,1,269,-2.6504
2000,1,2,2,232,-2.9371
2000,1,2,3,248,-2.6440
2000,1,2,4,281,-5.3589
2000,1,2,5,277,-6.0595
2000,1,3,1,320,-2.4598
2000,1,3,2,306,-5.6798
2000,1,3,3,270,-7.0963
2000,1,3,4,247,-7.3519
2000,1,3,5,263,-4.5687
2000,2,1,1,846,21.7729
2000,2,1,2,377,16.1368
2000,2,1,3,394,6.8860
2000,2,1,4,544,6.5081
2000,2,1,5,532,8.2270
2000,2,2,1,308,17.9276
2000,2,2,2,257,10.7810
2000,2,2,3,274,7.0762
2000,2,2,4,320,4.7450
2000,2,2,5,306,4.2345
2000,2,3,1,371,2.1266
2000,2,3,2,353,6.3006
2000,2,3,3,306,-3.8049
2000,2,3,4,287,-3.5383
2000,2,3,5,316,-3.2734
2000,3,1,1,833,-1.9421
2000,3,1,2,378,0.3605
2000,3,1,3,386,0.6586
2000,3,1,4,528,-0.5665
2000,3,1,5,532,0.1207
2000,3,2,1,325,-3.1182
2000,3,2,2,253,1.7534
2000,3,2,3,273,5.3434
2000,3,2,4,325,2.7045
2000,3,2,5,307,2.1561
2000,3,3,1,381,3.5090
2000,3,3,2,354,9.1794
2000,3,3,3,309,11.0480
2000,3,3,4,295,10.9629
2000,3,3,5,322,7.3439
2000,4,1,1,748,-14.6324
2000,4,1,2,321,-3.0900
2000,4,1,3,327,-5.1034
2000,4,1,4,462,-4.8998
2000,4,1,5,463,-10.0959
2000,4,2,1,301,-8.5426
2000,4,2,2,224,-0.4767
2000,4,2,3,252,-1.7870
2000,4,2,4,290,-1.9757
2000,4,2,5,272,-2.8556
2000,4,3,1,324,0.3140
2000,4,3,2,300,-5.6512
2000,4,3,3,273,-3.5229
2000,4,3,4,262,-2.6972
2000,4,3,5,270,-3.6521
2000,5,1,1,862,-5.4610
2000,5,1,2,396,-3.7861
2000,5,1,3,384,-5.2628
2000,5,1,4,492,-4.1724
2000,5,1,5,564,-6.0091
2000,5,2,1,350,-5.3823
2000,5,2,2,275,-0.9584
2000,5,2,3,292,-0.4834
2000,5,2,4,321,-2.3450
2000,5,2,5,317,-4.9802
2000,5,3,1,381,-2.5612
2000,5,3,2,360,-5.3467
2000,5,3,3,320,-2.2366
2000,5,3,4,304,-4.6118
2000,5,3,5,316,-5.7065
2000,6,1,1,868,13.2195
2000,6,1,2,391,7.0477
2000,6,1,3,390,5.2957
2000,6,1,4,490,6.7617
2000,6,1,5,573,5.3262
2000,6,2,1,352,12.8587
2000,6,2,2,278,10.7614
2000,6,2,3,287,5.1782
2000,6,2,4,320,4.2469
2000,6,2,5,314,6.3018
2000,6,3,1,383,8.5718
2000,6,3,2,364,5.2488
2000,6,3,3,316,-1.0577
2000,6,3,4,303,0.5991
2000,6,3,5,312,3.1230
2000,7,1,1,725,-4.2262
2000,7,1,2,339,-1.2367
2000,7,1,3,325,0.0105
2000,7,1,4,396,1.0322
2000,7,1,5,501,1.5083
2000,7,2,1,306,-7.1669
2000,7,2,2,257,-2.1175
2000,7,2,3,255,-0.7201
2000,7,2,4,299,1.2767
2000,7,2,5,277,-0.6316
2000,7,3,1,335,-5.5811
2000,7,3,2,335,-2.8088
2000,7,3,3,274,-2.8658
2000,7,3,4,266,0.3777
2000,7,3,5,263,-2.2509
2000,8,1,1,800,8.8405
2000,8,1,2,403,6.3273
2000,8,1,3,406,6.9102
2000,8,1,4,456,8.6147
2000,8,1,5,581,4.0792
2000,8,2,1,344,10.0208
2000,8,2,2,294,8.3768
2000,8,2,3,303,6.5639
2000,8,2,4,330,8.6769
2000,8,2,5,319,3.8256
2000,8,3,1,397,6.3518
2000,8,3,2,381,10.0463
2000,8,3,3,322,4.0075
2000,8,3,4,321,3.7837
2000,8,3,5,319,4.0761
2000,9,1,1,791,-2.9505
2000,9,1,2,406,-3.4092
2000,9,1,3,402,-0.2981
2000,9,1,4,457,-1.3224
2000,9,1,5,576,-1.4589
2000,9,2,1,342,-4.6072
2000,9,2,2,299,-2.0405
2000,9,2,3,306,0.3504
2000,9,2,4,330,-1.7763
2000,9,2,5,313,-2.8509
2000,9,3,1,395,-7.1451
2000,9,3,2,383,-6.6075
2000,9,3,3,329,-2.8501
2000,9,3,4,316,-0.2992
2000,9,3,5,313,-6.8794
2000,10,1,1,656,-8.0416
2000,10,1,2,342,-5.4001
2000,10,1,3,354,-6.2587
2000,10,1,4,370,-6.1441
2000,10,1,5,493,-6.7186
2000,10,2,1,309,-1.4133
2000,10,2,2,263,-1.7280
2000,10,2,3,273,0.0489
2000,10,2,4,268,-1.1692
2000,10,2,5,263,-3.4739
2000,10,3,1,338,-2.7240
2000,10,3,2,327,2.2827
2000,10,3,3,290,-0.0709
2000,10,3,4,273,0.7396
2000,10,3,5,258,-4.0468
2000,11,1,1,755,-11.7430
2000,11,1,2,387,-4.0880
2000,11,1,3,384,-4.0960
2000,11,1,4,435,-4.6446
2000,11,1,5,553,-8.8270
2000,11,2,1,338,-11.0709
2000,11,2,2,292,-6.8135
2000,11,2,3,301,-4.2004
2000,11,2,4,297,-4.6446
2000,11,2,5,281,-4.8509
2000,11,3,1,369,-9.0463
2000,11,3,2,357,-10.8392
2000,11,3,3,321,-7.1170
2000,11,3,4,310,-5.3296
2000,11,3,5,301,-10.4871
2000,12,1,1,750,0.2693
2000,12,1,2,381,4.2549
2000,12,1,3,381,1.5202
2000,12,1,4,438,1.7446
2000,12,1,5,554,-2.1264
2000,12,2,1,346,9.2785
2000,12,2,2,291,10.5513
2000,12,2,3,295,8.8257
2000,12,2,4,297,8.8281
2000,12,2,5,277,8.0305
2000,12,3,1,368,-0.2290
2000,12,3,2,356,-1.9943
2000,12,3,3,317,-0.2213
2000,12,3,4,312,3.0729
2000,12,3,5,299,2.2910
2001,1,1,1,591,19.7671
2001,1,1,2,310,13.2320
2001,1,1,3,315,12.7319
2001,1,1,4,376,15.7629
2001,1,1,5,433,18.9093
2001,1,2,1,287,9.2055
2001,1,2,2,247,6.0487
2001,1,2,3,257,5.7663
2001,1,2,4,260,8.9726
2001,1,2,5,241,8.5494
2001,1,3,1,305,3.4842
2001,1,3,2,282,3.2321
2001,1,3,3,251,4.1961
2001,1,3,4,262,5.0808
2001,1,3,5,249,3.7398
2001,2,1,1,651,-5.8388
2001,2,1,2,361,-3.4348
2001,2,1,3,334,-3.0651
2001,2,1,4,432,-0.4426
2001,2,1,5,484,-3.4443
2001,2,2,1,307,-11.0592
2001,2,2,2,259,-5.5458
2001,2,2,3,277,-3.7122
2001,2,2,4,301,-3.4694
2001,2,2,5,267,-5.1416
2001,2,3,1,339,-9.7248
2001,2,3,2,313,-8.5427
2001,2,3,3,276,-9.4066
2001,2,3,4,293,-6.1017
2001,2,3,5,287,-11.3737
2001,3,1,1,665,-5.0108
2001,3,1,2,360,-3.4185
2001,3,1,3,347,-0.9542
2001,3,1,4,442,-1.5692
2001,3,1,5,477,-4.2600
2001,3,2,1,309,-4.6290
2001,3,2,2,264,-2.9792
2001,3,2,3,272,-2.6421
2001,3,2,4,297,-3.4479
2001,3,2,5,269,-3.4601
2001,3,3,1,326,-7.3754
2001,3,3,2,311,-7.7292
2001,3,3,3,269,-5.4615
2001,3,3,4,286,-4.3269
2001,3,3,5,284,-6.8521
2001,4,1,1,591,6.5264
