year,month,rank_ME,rank_EG_1,nstocks,ret_vw
1978,7,2,3,99,5.9246
1978,7,2,4,111,5.9171
1978,7,2,5,127,9.5115
1978,7,3,1,71,5.5532
1978,7,3,2,112,5.9915
1978,7,3,3,131,3.9388
1978,7,3,4,123,6.2290
1978,7,3,5,116,7.7011
1978,8,1,1,574,8.0796
1978,8,1,2,348,8.5889
1978,8,1,3,250,9.4978
1978,8,1,4,242,10.7196
1978,8,1,5,346,9.9725
1978,8,2,1,125,8.4271
1978,8,2,2,108,10.2028
1978,8,2,3,104,8.4794
1978,8,2,4,117,7.2470
1978,8,2,5,114,9.2211
1978,8,3,1,69,3.0375
1978,8,3,2,114,2.7560
1978,8,3,3,138,3.9480
1978,8,3,4,119,4.2985
1978,8,3,5,109,4.1520
1978,9,1,1,602,0.2454
1978,9,1,2,335,0.4391
1978,9,1,3,235,-1.0097
1978,9,1,4,236,1.5882
1978,9,1,5,342,-0.2719
1978,9,2,1,118,-0.6863
1978,9,2,2,104,-1.0106
1978,9,2,3,101,-1.1102
1978,9,2,4,110,-2.5038
1978,9,2,5,121,-1.9685
1978,9,3,1,75,-1.1313
1978,9,3,2,116,-0.3464
1978,9,3,3,135,-0.4307
1978,9,3,4,122,-1.5987
1978,9,3,5,109,-0.9641
1978,10,1,1,610,-24.9539
1978,10,1,2,306,-22.5506
1978,10,1,3,233,-21.6088
1978,10,1,4,244,-22.0948
1978,10,1,5,348,-23.7833
1978,10,2,1,123,-21.9399
1978,10,2,2,110,-20.4068
1978,10,2,3,106,-20.0879
1978,10,2,4,110,-19.1035
1978,10,2,5,111,-22.6361
1978,10,3,1,78,-13.2012
1978,10,3,2,112,-9.4151
1978,10,3,3,134,-8.9746
1978,10,3,4,121,-12.4229
1978,10,3,5,109,-8.5464
1978,11,1,1,599,6.1006
1978,11,1,2,314,5.9997
1978,11,1,3,241,6.4148
1978,11,1,4,250,8.2915
1978,11,1,5,336,9.6053
1978,11,2,1,121,8.4413
1978,11,2,2,111,5.7302
1978,11,2,3,100,6.9688
1978,11,2,4,112,5.4686
1978,11,2,5,120,9.7122
1978,11,3,1,82,3.6395
1978,11,3,2,112,1.6462
1978,11,3,3,125,2.0844
1978,11,3,4,131,2.9361
1978,11,3,5,101,4.3963
1978,12,1,1,605,0.5936
1978,12,1,2,321,2.2238
1978,12,1,3,234,3.2039
1978,12,1,4,237,2.1391
1978,12,1,5,327,1.9951
1978,12,2,1,125,0.5787
1978,12,2,2,116,2.1063
1978,12,2,3,98,2.4733
1978,12,2,4,110,1.8153
1978,12,2,5,123,3.9699
1978,12,3,1,76,-0.5991
1978,12,3,2,108,0.6692
1978,12,3,3,121,1.0128
1978,12,3,4,134,1.9559
1978,12,3,5,105,4.1060
1979,1,1,1,596,12.5718
1979,1,1,2,327,10.7002
1979,1,1,3,237,11.3920
1979,1,1,4,242,9.4569
1979,1,1,5,309,11.2045
1979,1,2,1,122,8.0146
1979,1,2,2,122,10.6449
1979,1,2,3,92,7.5003
1979,1,2,4,113,7.1502
1979,1,2,5,123,9.5046
1979,1,3,1,75,7.9149
1979,1,3,2,115,3.8685
1979,1,3,3,121,4.1134
1979,1,3,4,132,3.6469
1979,1,3,5,105,3.4465
1979,2,1,1,599,-2.8399
1979,2,1,2,335,-1.7159
1979,2,1,3,230,-2.9421
1979,2,1,4,253,-2.2198
1979,2,1,5,279,-1.9514
1979,2,2,1,126,-3.6653
1979,2,2,2,127,-2.9353
1979,2,2,3,95,-3.4556
1979,2,2,4,103,-1.8684
1979,2,2,5,118,-3.3929
1979,2,3,1,67,-2.5826
1979,2,3,2,115,-4.4614
1979,2,3,3,129,-2.3659
1979,2,3,4,129,-3.4199
1979,2,3,5,104,-2.8041
1979,3,1,1,622,9.4886
1979,3,1,2,312,8.1853
1979,3,1,3,244,7.0646
1979,3,1,4,238,9.8337
1979,3,1,5,283,9.5374
1979,3,2,1,133,10.8163
1979,3,2,2,122,9.0752
1979,3,2,3,95,8.9733
1979,3,2,4,105,10.4365
1979,3,2,5,104,12.1151
1979,3,3,1,64,7.7830
1979,3,3,2,109,6.7473
1979,3,3,3,134,4.1282
1979,3,3,4,123,7.4268
1979,3,3,5,109,6.9995
1979,4,1,1,636,1.8140
1979,4,1,2,289,4.6240
1979,4,1,3,238,4.0310
1979,4,1,4,237,1.8188
1979,4,1,5,286,3.1041
1979,4,2,1,132,2.1618
1979,4,2,2,122,2.5757
1979,4,2,3,98,3.9355
1979,4,2,4,103,2.4920
1979,4,2,5,108,2.6342
1979,4,3,1,63,1.8899
1979,4,3,2,108,-1.1052
1979,4,3,3,133,1.0975
1979,4,3,4,129,1.1623
1979,4,3,5,110,0.7180
1979,5,1,1,666,-1.8200
1979,5,1,2,303,-2.5956
1979,5,1,3,237,0.1814
1979,5,1,4,240,-0.0162
1979,5,1,5,252,1.6702
1979,5,2,1,152,-1.8683
1979,5,2,2,107,-2.1415
1979,5,2,3,106,-1.2525
1979,5,2,4,101,-2.5408
1979,5,2,5,101,-2.3274
1979,5,3,1,71,-3.1958
1979,5,3,2,113,-2.1558
1979,5,3,3,125,-1.1590
1979,5,3,4,127,-2.1325
1979,5,3,5,115,-2.2509
1979,6,1,1,665,6.3322
1979,6,1,2,322,4.9379
1979,6,1,3,240,5.8804
1979,6,1,4,220,4.6475
1979,6,1,5,252,3.5219
1979,6,2,1,138,7.2189
1979,6,2,2,118,3.9289
1979,6,2,3,105,4.9628
1979,6,2,4,102,4.6346
1979,6,2,5,114,2.8798
1979,6,3,1,64,5.9179
1979,6,3,2,110,4.8201
1979,6,3,3,129,2.9469
1979,6,3,4,124,4.3200
1979,6,3,5,119,3.6746
1979,7,1,1,637,1.1972
1979,7,1,2,334,1.5825
1979,7,1,3,249,2.7417
1979,7,1,4,213,4.4071
1979,7,1,5,258,2.6451
1979,7,2,1,150,2.5804
1979,7,2,2,104,3.8462
1979,7,2,3,100,1.4216
1979,7,2,4,100,4.3039
1979,7,2,5,114,3.1073
1979,7,3,1,63,1.2501
1979,7,3,2,111,2.6475
1979,7,3,3,122,0.2104
1979,7,3,4,120,2.4693
1979,7,3,5,125,0.2846
1979,8,1,1,609,7.7931
1979,8,1,2,342,8.7626
1979,8,1,3,236,8.1696
1979,8,1,4,230,7.7022
1979,8,1,5,267,9.0626
1979,8,2,1,133,8.0320
1979,8,2,2,118,6.8071
1979,8,2,3,92,9.4849
1979,8,2,4,99,10.0435
1979,8,2,5,118,9.2473
1979,8,3,1,68,7.1233
1979,8,3,2,102,8.0328
1979,8,3,3,116,5.5632
1979,8,3,4,125,6.0178
1979,8,3,5,129,7.6722
1979,9,1,1,579,-2.6442
1979,9,1,2,370,-1.0340
1979,9,1,3,239,0.2805
1979,9,1,4,236,-0.7888
1979,9,1,5,263,1.7185
1979,9,2,1,124,0.7553
1979,9,2,2,119,-1.0549
1979,9,2,3,97,1.0022
1979,9,2,4,99,-0.3371
1979,9,2,5,106,1.3344
1979,9,3,1,67,-1.0169
1979,9,3,2,103,-1.5932
1979,9,3,3,110,-1.3780
1979,9,3,4,132,-0.6569
1979,9,3,5,130,3.1015
1979,10,1,1,567,-11.8395
1979,10,1,2,366,-11.0907
1979,10,1,3,250,-11.3797
1979,10,1,4,230,-10.3498
1979,10,1,5,260,-8.7578
1979,10,2,1,128,-10.7728
1979,10,2,2,120,-9.0365
1979,10,2,3,96,-9.8011
1979,10,2,4,96,-11.0610
1979,10,2,5,103,-10.1503
1979,10,3,1,66,-8.4903
1979,10,3,2,100,-8.9090
1979,10,3,3,110,-6.1179
1979,10,3,4,137,-6.9288
1979,10,3,5,135,-5.2238
1979,11,1,1,549,8.0050
1979,11,1,2,360,8.7580
1979,11,1,3,246,8.9415
1979,11,1,4,235,6.2937
1979,11,1,5,269,9.5109
1979,11,2,1,126,8.2104
1979,11,2,2,109,8.2572
1979,11,2,3,110,8.8689
1979,11,2,4,114,8.5080
1979,11,2,5,105,9.1931
1979,11,3,1,72,7.8272
1979,11,3,2,102,5.1995
1979,11,3,3,129,5.1288
1979,11,3,4,118,3.9449
1979,11,3,5,129,6.8097
1979,12,1,1,552,6.0555
1979,12,1,2,358,8.0843
1979,12,1,3,231,6.5265
1979,12,1,4,237,8.4324
1979,12,1,5,275,8.5252
1979,12,2,1,112,8.4244
1979,12,2,2,115,4.8403
1979,12,2,3,112,5.1913
1979,12,2,4,116,4.3651
1979,12,2,5,111,9.6470
1979,12,3,1,74,3.5331
1979,12,3,2,99,3.2766
1979,12,3,3,129,1.1502
1979,12,3,4,125,3.1157
1979,12,3,5,122,2.5309
1980,1,1,1,540,11.5497
1980,1,1,2,367,11.2233
1980,1,1,3,233,11.6431
1980,1,1,4,233,9.2823
1980,1,1,5,266,11.7126
1980,1,2,1,118,8.8642
1980,1,2,2,107,8.2776
1980,1,2,3,114,7.6306
1980,1,2,4,113,6.7328
1980,1,2,5,111,7.1153
1980,1,3,1,67,6.5024
1980,1,3,2,103,5.6307
1980,1,3,3,129,3.6113
1980,1,3,4,128,7.6084
1980,1,3,5,122,10.0033
1980,2,1,1,509,-1.1598
1980,2,1,2,364,-2.6850
1980,2,1,3,241,-1.2006
1980,2,1,4,236,-0.0784
1980,2,1,5,274,-0.4949
1980,2,2,1,111,-3.1417
1980,2,2,2,115,-3.0689
1980,2,2,3,102,-2.2651
1980,2,2,4,106,-1.5954
1980,2,2,5,129,-2.0679
1980,2,3,1,71,-1.6057
1980,2,3,2,100,-2.0241
1980,2,3,3,137,-2.9330
1980,2,3,4,126,-4.1964
1980,2,3,5,120,8.9698
1980,3,1,1,507,-20.8172
1980,3,1,2,344,-18.6617
1980,3,1,3,247,-16.8079
1980,3,1,4,234,-16.9992
1980,3,1,5,282,-18.4856
1980,3,2,1,110,-18.0845
1980,3,2,2,109,-16.7229
1980,3,2,3,108,-16.0928
1980,3,2,4,105,-15.8630
1980,3,2,5,137,-18.1204
1980,3,3,1,71,-12.3236
1980,3,3,2,109,-9.8826
1980,3,3,3,131,-6.8132
1980,3,3,4,128,-9.9315
1980,3,3,5,118,-15.6967
1980,4,1,1,521,3.5662
1980,4,1,2,324,5.2292
1980,4,1,3,247,5.9198
1980,4,1,4,217,6.7896
1980,4,1,5,301,5.3943
1980,4,2,1,113,2.6565
1980,4,2,2,110,6.5401
1980,4,2,3,103,6.8934
1980,4,2,4,105,4.0050
1980,4,2,5,139,6.7581
1980,4,3,1,69,2.2975
1980,4,3,2,105,4.7081
1980,4,3,3,133,4.1785
1980,4,3,4,127,1.8795
1980,4,3,5,112,5.6104
1980,5,1,1,473,7.4118
1980,5,1,2,348,7.4398
1980,5,1,3,260,6.7172
1980,5,1,4,247,7.1302
1980,5,1,5,328,7.8309
1980,5,2,1,119,9.3893
1980,5,2,2,106,9.3681
1980,5,2,3,115,9.3025
1980,5,2,4,123,9.2346
1980,5,2,5,119,8.0857
1980,5,3,1,66,4.0938
1980,5,3,2,100,7.9537
1980,5,3,3,121,6.9881
1980,5,3,4,124,6.4819
1980,5,3,5,125,4.2766
1980,6,1,1,488,2.5477
1980,6,1,2,328,4.0158
1980,6,1,3,272,3.8592
1980,6,1,4,235,3.7662
1980,6,1,5,311,4.8065
1980,6,2,1,127,3.8797
1980,6,2,2,121,4.9905
1980,6,2,3,116,2.6394
1980,6,2,4,114,3.1584
1980,6,2,5,118,5.5239
1980,6,3,1,69,3.5565
1980,6,3,2,96,3.1002
1980,6,3,3,119,2.0056
1980,6,3,4,124,1.5535
1980,6,3,5,133,4.5157
1980,7,1,1,465,10.4207
1980,7,1,2,346,11.9002
1980,7,1,3,261,11.1163
1980,7,1,4,252,11.3559
1980,7,1,5,300,11.3717
1980,7,2,1,127,14.1361
1980,7,2,2,118,10.8924
1980,7,2,3,110,9.0084
1980,7,2,4,124,12.4437
1980,7,2,5,119,10.1451
1980,7,3,1,69,13.0156
1980,7,3,2,98,10.6772
1980,7,3,3,122,10.0443
1980,7,3,4,124,10.5162
1980,7,3,5,131,5.0609
1980,8,1,1,397,8.0762
1980,8,1,2,309,9.4718
1980,8,1,3,285,8.5025
1980,8,1,4,290,10.3169
1980,8,1,5,361,8.8540
1980,8,2,1,120,5.5346
1980,8,2,2,123,4.5044
1980,8,2,3,94,7.2395
1980,8,2,4,131,6.7635
1980,8,2,5,125,7.8416
1980,8,3,1,75,1.7888
1980,8,3,2,93,1.5538
1980,8,3,3,124,0.2408
1980,8,3,4,120,0.9422
1980,8,3,5,129,3.0676
1980,9,1,1,374,3.1264
1980,9,1,2,308,5.9599
1980,9,1,3,273,3.1630
1980,9,1,4,301,3.0825
1980,9,1,5,379,3.0257
1980,9,2,1,115,2.9100
1980,9,2,2,118,2.8100
1980,9,2,3,103,3.7992
1980,9,2,4,125,5.1996
1980,9,2,5,128,5.2251
1980,9,3,1,73,1.7053
1980,9,3,2,98,1.7941
1980,9,3,3,116,4.3774
1980,9,3,4,130,1.1612
1980,9,3,5,129,5.6060
1980,10,1,1,368,4.3993
1980,10,1,2,287,5.0856
1980,10,1,3,279,4.1818
1980,10,1,4,295,5.3020
1980,10,1,5,382,5.5513
1980,10,2,1,118,2.8309
1980,10,2,2,121,4.1791
1980,10,2,3,102,2.7990
1980,10,2,4,123,5.1220
1980,10,2,5,134,3.5157
1980,10,3,1,68,-1.5649
1980,10,3,2,102,0.5956
1980,10,3,3,118,0.2658
1980,10,3,4,132,0.9525
1980,10,3,5,131,5.5909
1980,11,1,1,382,6.6164
1980,11,1,2,282,5.6625
1980,11,1,3,287,5.6878
1980,11,1,4,257,6.0473
1980,11,1,5,419,7.3989
1980,11,2,1,126,7.6844
1980,11,2,2,107,9.3812
1980,11,2,3,118,8.6057
1980,11,2,4,109,7.2713
1980,11,2,5,141,7.6375
1980,11,3,1,78,9.9106
1980,11,3,2,113,12.6240
1980,11,3,3,116,13.4674
1980,11,3,4,138,13.4729
1980,11,3,5,114,13.8499
1980,12,1,1,379,-5.1130
1980,12,1,2,283,-2.9758
1980,12,1,3,288,-4.5209
1980,12,1,4,252,-3.6482
1980,12,1,5,418,-5.4546
1980,12,2,1,126,-6.3866
1980,12,2,2,112,-3.2589
1980,12,2,3,111,-1.2238
1980,12,2,4,112,-1.1519
1980,12,2,5,135,-2.9861
1980,12,3,1,81,-3.2324
1980,12,3,2,117,-3.3014
1980,12,3,3,118,-2.4874
1980,12,3,4,131,-6.1176
1980,12,3,5,115,-4.5729
1981,1,1,1,379,-0.7029
1981,1,1,2,304,0.7375
1981,1,1,3,270,1.3053
1981,1,1,4,248,2.7763
1981,1,1,5,425,1.8675
1981,1,2,1,128,-4.3365
1981,1,2,2,114,0.0020
1981,1,2,3,107,0.6143
1981,1,2,4,106,-0.5326
1981,1,2,5,133,-0.4561
1981,1,3,1,80,-5.3148
1981,1,3,2,132,-4.1356
1981,1,3,3,109,-5.3348
1981,1,3,4,133,-5.3180
1981,1,3,5,113,-6.8581
1981,2,1,1,374,-1.8493
1981,2,1,2,335,-0.5379
1981,2,1,3,286,0.3286
1981,2,1,4,257,0.4640
1981,2,1,5,398,1.7567
1981,2,2,1,122,-0.4264
1981,2,2,2,117,1.4239
1981,2,2,3,107,1.5771
1981,2,2,4,110,2.4313
1981,2,2,5,113,3.5634
1981,2,3,1,77,0.8594
1981,2,3,2,124,2.0858
1981,2,3,3,119,3.0419
1981,2,3,4,133,2.9508
1981,2,3,5,109,1.4801
1981,3,1,1,377,6.8487
1981,3,1,2,378,7.9821
1981,3,1,3,287,8.4536
1981,3,1,4,258,8.6597
1981,3,1,5,356,11.0332
1981,3,2,1,119,6.4085
1981,3,2,2,138,9.0872
1981,3,2,3,86,7.4469
1981,3,2,4,112,7.8688
1981,3,2,5,101,8.5225
1981,3,3,1,72,8.3346
1981,3,3,2,115,9.0288
1981,3,3,3,132,1.9087
1981,3,3,4,133,3.9931
1981,3,3,5,108,2.6520
1981,4,1,1,396,1.8038
1981,4,1,2,358,3.3522
1981,4,1,3,251,3.0913
1981,4,1,4,270,4.7176
1981,4,1,5,366,6.4636
1981,4,2,1,121,1.2727
1981,4,2,2,127,2.3191
1981,4,2,3,100,2.5958
1981,4,2,4,112,4.4941
1981,4,2,5,98,4.0812
1981,4,3,1,83,-2.2243
1981,4,3,2,108,-1.9915
1981,4,3,3,134,-1.2783
1981,4,3,4,126,-4.5206
1981,4,3,5,113,-1.7184
1981,5,1,1,436,3.0449
1981,5,1,2,319,2.4042
1981,5,1,3,284,3.6459
1981,5,1,4,289,2.7913
1981,5,1,5,368,4.9205
1981,5,2,1,121,3.8043
1981,5,2,2,115,3.5149
1981,5,2,3,99,3.6220
1981,5,2,4,112,5.1807
1981,5,2,5,129,3.6448
1981,5,3,1,100,-0.1779
1981,5,3,2,130,-2.4388
1981,5,3,3,128,0.3092
1981,5,3,4,117,0.3246
1981,5,3,5,85,1.3935
1981,6,1,1,421,-4.3419
1981,6,1,2,322,-1.0361
1981,6,1,3,296,0.0193
1981,6,1,4,308,1.3850
1981,6,1,5,347,2.2025
1981,6,2,1,128,-7.4884
1981,6,2,2,116,-2.3943
1981,6,2,3,94,-1.9472
1981,6,2,4,99,-0.3294
1981,6,2,5,143,-1.8528
1981,6,3,1,102,-2.5798
1981,6,3,2,126,0.0599
1981,6,3,3,131,-1.0899
1981,6,3,4,116,-1.1948
1981,6,3,5,78,-2.3991
1981,7,1,1,419,-4.7546
1981,7,1,2,323,-2.0351
1981,7,1,3,310,-3.8269
1981,7,1,4,311,-2.2907
1981,7,1,5,340,-2.4930
1981,7,2,1,125,-3.3985
1981,7,2,2,115,-1.8033
1981,7,2,3,82,-1.2729
1981,7,2,4,108,-0.9311
1981,7,2,5,134,-1.7206
1981,7,3,1,97,-0.4680
1981,7,3,2,131,2.1940
1981,7,3,3,131,0.3050
1981,7,3,4,115,-0.1673
1981,7,3,5,74,-1.2527
1981,8,1,1,436,-12.0671
1981,8,1,2,385,-9.3455
1981,8,1,3,318,-7.2418
1981,8,1,4,249,-6.5764
1981,8,1,5,322,-8.0616
1981,8,2,1,137,-10.4844
1981,8,2,2,111,-7.7715
1981,8,2,3,100,-6.4263
1981,8,2,4,104,-5.5807
1981,8,2,5,115,-8.2866
1981,8,3,1,97,-8.0589
1981,8,3,2,132,-7.2292
1981,8,3,3,131,-5.6271
1981,8,3,4,109,-5.1798
1981,8,3,5,74,-6.9448
1981,9,1,1,463,-11.8998
1981,9,1,2,396,-9.9318
1981,9,1,3,296,-8.4240
1981,9,1,4,237,-6.2911
1981,9,1,5,310,-6.9313
1981,9,2,1,138,-10.6714
1981,9,2,2,117,-8.4952
1981,9,2,3,107,-5.4741
1981,9,2,4,97,-6.3918
1981,9,2,5,104,-7.4399
1981,9,3,1,94,-9.8444
1981,9,3,2,129,-7.8674
1981,9,3,3,127,-6.8170
1981,9,3,4,117,-3.8944
1981,9,3,5,78,-5.2102
1981,10,1,1,474,9.3297
1981,10,1,2,398,7.9387
1981,10,1,3,288,5.1391
1981,10,1,4,225,6.9103
1981,10,1,5,300,13.0223
1981,10,2,1,130,7.2096
1981,10,2,2,118,7.1166
1981,10,2,3,101,6.4867
1981,10,2,4,100,7.1387
1981,10,2,5,108,10.9754
1981,10,3,1,90,6.1911
1981,10,3,2,129,7.6601
1981,10,3,3,127,6.8149
1981,10,3,4,114,2.8489
1981,10,3,5,78,2.7678
1981,11,1,1,515,-0.1472
1981,11,1,2,407,1.6039
1981,11,1,3,289,1.1810
1981,11,1,4,236,2.9495
1981,11,1,5,256,3.4591
1981,11,2,1,131,1.1412
1981,11,2,2,116,1.4906
1981,11,2,3,95,3.3622
1981,11,2,4,107,5.5811
1981,11,2,5,105,2.6364
1981,11,3,1,91,3.7214
1981,11,3,2,123,5.0036
1981,11,3,3,122,4.6656
1981,11,3,4,114,3.0386
1981,11,3,5,88,6.3314
1981,12,1,1,512,-4.5541
1981,12,1,2,393,-0.0722
1981,12,1,3,300,-0.2895
1981,12,1,4,246,0.4389
1981,12,1,5,239,-1.1206
1981,12,2,1,123,-1.9563
1981,12,2,2,114,-0.6285
1981,12,2,3,97,-0.1566
1981,12,2,4,102,-0.8067
1981,12,2,5,115,-0.8557
1981,12,3,1,89,-3.3683
1981,12,3,2,119,-4.4710
1981,12,3,3,122,-1.3224
1981,12,3,4,117,-1.7709
1981,12,3,5,91,-3.7544
1982,1,1,1,516,-2.4344
1982,1,1,2,367,-2.3683
1982,1,1,3,314,-1.2404
1982,1,1,4,249,-1.7106
1982,1,1,5,249,-1.3163
1982,1,2,1,120,-5.4601
1982,1,2,2,126,-6.2259
1982,1,2,3,92,-2.8100
1982,1,2,4,94,-4.4237
1982,1,2,5,114,-3.1852
1982,1,3,1,88,-2.7726
1982,1,3,2,116,-4.3918
1982,1,3,3,121,1.7681
1982,1,3,4,120,-3.8062
1982,1,3,5,87,-4.5120
1982,2,1,1,521,-7.7743
1982,2,1,2,333,-4.4237
1982,2,1,3,282,-3.9501
1982,2,1,4,285,-3.3291
1982,2,1,5,283,-3.1186
1982,2,2,1,124,-7.5320
1982,2,2,2,117,-4.8836
1982,2,2,3,94,-3.5311
1982,2,2,4,99,-5.7223
1982,2,2,5,106,-2.6321
1982,2,3,1,80,-9.6089
1982,2,3,2,122,-6.6744
1982,2,3,3,116,-4.2547
1982,2,3,4,125,-5.8544
1982,2,3,5,90,-5.1179
1982,3,1,1,487,-1.9420
1982,3,1,2,324,-1.6236
1982,3,1,3,288,-0.2792
1982,3,1,4,286,0.3463
1982,3,1,5,322,-1.1620
1982,3,2,1,127,-2.8175
1982,3,2,2,104,-2.5017
1982,3,2,3,106,-0.8749
1982,3,2,4,92,0.7499
1982,3,2,5,106,0.4051
1982,3,3,1,65,-2.0924
1982,3,3,2,118,-3.2437
1982,3,3,3,119,-0.5138
1982,3,3,4,122,-0.8101
1982,3,3,5,101,-0.4607
1982,4,1,1,484,4.6473
1982,4,1,2,348,5.1400
1982,4,1,3,287,5.2041
1982,4,1,4,266,5.9369
1982,4,1,5,320,5.2203
1982,4,2,1,125,4.7551
1982,4,2,2,107,6.0482
1982,4,2,3,104,7.3078
1982,4,2,4,88,6.6379
1982,4,2,5,100,6.7067
1982,4,3,1,67,5.8549
1982,4,3,2,114,2.8038
1982,4,3,3,116,4.5887
1982,4,3,4,123,5.1699
1982,4,3,5,101,6.3450
1982,5,1,1,479,-2.6274
1982,5,1,2,344,-2.7964
1982,5,1,3,336,-2.1626
1982,5,1,4,286,0.2360
1982,5,1,5,337,-2.1196
1982,5,2,1,121,-5.4716
1982,5,2,2,90,-5.3238
1982,5,2,3,113,-2.7689
1982,5,2,4,85,-3.8190
1982,5,2,5,117,-1.3741
1982,5,3,1,67,-3.5448
1982,5,3,2,112,-3.0229
1982,5,3,3,106,-2.2689
1982,5,3,4,129,-3.1370
1982,5,3,5,109,-2.0750
1982,6,1,1,449,-6.4391
1982,6,1,2,350,-2.9132
1982,6,1,3,318,-3.2609
1982,6,1,4,320,-3.0891
1982,6,1,5,326,-1.0895
1982,6,2,1,113,-4.5928
1982,6,2,2,101,-2.9559
1982,6,2,3,110,-3.5941
1982,6,2,4,94,-1.6671
1982,6,2,5,114,-1.5494
1982,6,3,1,63,-6.3929
1982,6,3,2,109,-2.3815
1982,6,3,3,114,-0.1942
1982,6,3,4,132,-0.2526
1982,6,3,5,108,-2.0014
1982,7,1,1,438,-3.2182
1982,7,1,2,351,-3.5603
1982,7,1,3,327,-0.9836
1982,7,1,4,317,-0.3582
1982,7,1,5,315,0.7730
1982,7,2,1,112,-3.2144
1982,7,2,2,99,-2.6751
1982,7,2,3,116,1.4112
1982,7,2,4,91,-2.1029
1982,7,2,5,106,-0.8139
1982,7,3,1,57,-6.1992
1982,7,3,2,107,-4.8246
1982,7,3,3,110,-2.2198
1982,7,3,4,129,-1.3232
1982,7,3,5,113,-0.5312
1982,8,1,1,412,6.3319
1982,8,1,2,345,4.7470
1982,8,1,3,343,7.3906
1982,8,1,4,347,5.4055
1982,8,1,5,318,5.9701
1982,8,2,1,98,10.4214
1982,8,2,2,98,7.9132
1982,8,2,3,104,10.7878
1982,8,2,4,107,10.1902
1982,8,2,5,103,8.5223
1982,8,3,1,57,14.7907
1982,8,3,2,93,15.0049
1982,8,3,3,127,13.1623
1982,8,3,4,122,11.8511
1982,8,3,5,120,11.1352
1982,9,1,1,417,-1.7816
1982,9,1,2,340,3.6435
1982,9,1,3,337,2.9357
1982,9,1,4,370,5.0235
1982,9,1,5,322,5.9472
1982,9,2,1,106,-1.2213
1982,9,2,2,100,4.5553
1982,9,2,3,97,4.7776
1982,9,2,4,99,4.1506
1982,9,2,5,109,3.8545
1982,9,3,1,57,-2.3734
1982,9,3,2,95,0.0027
1982,9,3,3,120,2.4382
1982,9,3,4,124,1.6797
1982,9,3,5,115,1.3569
1982,10,1,1,422,14.4360
1982,10,1,2,323,13.8568
1982,10,1,3,332,11.4297
1982,10,1,4,361,12.5333
1982,10,1,5,325,14.9482
1982,10,2,1,102,15.1739
1982,10,2,2,105,13.0944
1982,10,2,3,91,12.5263
1982,10,2,4,111,14.0400
1982,10,2,5,112,13.3421
1982,10,3,1,54,11.1692
1982,10,3,2,97,13.7763
1982,10,3,3,122,10.9345
1982,10,3,4,120,10.9437
1982,10,3,5,118,11.9262
1982,11,1,1,424,8.1854
1982,11,1,2,368,9.3912
1982,11,1,3,350,9.0721
1982,11,1,4,326,10.7136
1982,11,1,5,320,10.0728
1982,11,2,1,99,3.2991
1982,11,2,2,101,8.0085
1982,11,2,3,101,10.1430
1982,11,2,4,104,10.8724
1982,11,2,5,108,9.5807
1982,11,3,1,63,3.7514
1982,11,3,2,87,4.4736
1982,11,3,3,118,2.8571
1982,11,3,4,132,4.0474
1982,11,3,5,114,7.7452
1982,12,1,1,423,0.9468
1982,12,1,2,366,2.0808
1982,12,1,3,350,2.7526
1982,12,1,4,326,1.1661
1982,12,1,5,325,3.0508
1982,12,2,1,94,0.0613
1982,12,2,2,91,2.3702
1982,12,2,3,99,1.7317
1982,12,2,4,108,1.7495
1982,12,2,5,111,2.2905
1982,12,3,1,65,2.5665
1982,12,3,2,94,1.7377
1982,12,3,3,117,0.5793
1982,12,3,4,135,0.9456
1982,12,3,5,111,2.9622
1983,1,1,1,422,10.7809
1983,1,1,2,380,9.9253
1983,1,1,3,348,8.8809
1983,1,1,4,319,10.3392
1983,1,1,5,314,11.8479
1983,1,2,1,91,8.6943
1983,1,2,2,93,6.5282
1983,1,2,3,110,6.5920
1983,1,2,4,107,5.2406
1983,1,2,5,116,5.4671
1983,1,3,1,63,6.1771
1983,1,3,2,94,4.0403
1983,1,3,3,117,3.6179
1983,1,3,4,137,3.1732
1983,1,3,5,107,2.6142
1983,2,1,1,417,2.6356
1983,2,1,2,367,3.3221
1983,2,1,3,360,6.4618
1983,2,1,4,313,7.0796
1983,2,1,5,330,8.0035
1983,2,2,1,86,2.9571
1983,2,2,2,105,6.0020
1983,2,2,3,113,4.6152
1983,2,2,4,122,7.3036
1983,2,2,5,112,7.0304
1983,2,3,1,66,1.9630
1983,2,3,2,89,2.9255
1983,2,3,3,119,3.0703
1983,2,3,4,124,3.9768
1983,2,3,5,115,2.4936
1983,3,1,1,410,2.7671
1983,3,1,2,398,5.6426
1983,3,1,3,342,4.0454
1983,3,1,4,323,6.3364
1983,3,1,5,329,6.6415
1983,3,2,1,76,3.7954
1983,3,2,2,109,2.2404
1983,3,2,3,106,3.7795
1983,3,2,4,107,8.3355
1983,3,2,5,109,4.9539
1983,3,3,1,71,1.2216
1983,3,3,2,101,3.6521
1983,3,3,3,132,4.3172
1983,3,3,4,123,2.4103
1983,3,3,5,94,3.4217
1983,4,1,1,400,6.7581
1983,4,1,2,411,7.9451
1983,4,1,3,339,6.5882
1983,4,1,4,319,7.1575
1983,4,1,5,325,9.0803
1983,4,2,1,74,3.1321
