year,month,rank_ME,rank_COP,nstocks,ret_vw
1979,1,2,5,131,7.7071
1979,1,3,1,54,7.5803
1979,1,3,2,89,5.9687
1979,1,3,3,116,4.5289
1979,1,3,4,125,4.0348
1979,1,3,5,160,3.1335
1979,2,1,1,627,-3.1325
1979,2,1,2,309,-1.6725
1979,2,1,3,261,-2.5553
1979,2,1,4,230,-4.1979
1979,2,1,5,286,-2.0576
1979,2,2,1,116,-2.5234
1979,2,2,2,107,-1.7242
1979,2,2,3,85,-1.4712
1979,2,2,4,103,-3.0557
1979,2,2,5,131,-4.2625
1979,2,3,1,54,-2.4774
1979,2,3,2,89,-3.9918
1979,2,3,3,114,-2.3320
1979,2,3,4,124,-3.7190
1979,2,3,5,160,-2.8383
1979,3,1,1,622,8.9159
1979,3,1,2,308,8.1160
1979,3,1,3,259,8.9946
1979,3,1,4,229,9.0469
1979,3,1,5,286,11.1640
1979,3,2,1,113,11.1043
1979,3,2,2,107,11.2742
1979,3,2,3,83,10.4277
1979,3,2,4,103,10.3437
1979,3,2,5,130,9.7952
1979,3,3,1,54,8.3194
1979,3,3,2,89,6.5821
1979,3,3,3,114,4.8885
1979,3,3,4,122,6.8026
1979,3,3,5,159,6.1631
1979,4,1,1,620,2.0219
1979,4,1,2,303,4.3181
1979,4,1,3,259,3.0019
1979,4,1,4,229,2.3458
1979,4,1,5,286,3.5066
1979,4,2,1,113,2.8624
1979,4,2,2,107,3.1157
1979,4,2,3,83,1.3433
1979,4,2,4,103,1.5355
1979,4,2,5,128,3.4721
1979,4,3,1,54,-0.0998
1979,4,3,2,89,1.5267
1979,4,3,3,114,-0.7717
1979,4,3,4,123,0.9953
1979,4,3,5,159,0.9906
1979,5,1,1,616,-1.3687
1979,5,1,2,300,-0.9760
1979,5,1,3,258,-1.2574
1979,5,1,4,229,-2.2832
1979,5,1,5,286,-0.4266
1979,5,2,1,113,-1.0562
1979,5,2,2,106,-1.4080
1979,5,2,3,83,-3.0497
1979,5,2,4,101,-0.9430
1979,5,2,5,127,-1.8233
1979,5,3,1,54,-2.5385
1979,5,3,2,89,-3.2715
1979,5,3,3,114,-1.0497
1979,5,3,4,123,-1.8246
1979,5,3,5,159,-2.2228
1979,6,1,1,613,4.5398
1979,6,1,2,298,6.7265
1979,6,1,3,257,4.5521
1979,6,1,4,228,5.8231
1979,6,1,5,285,4.1627
1979,6,2,1,113,5.2091
1979,6,2,2,105,6.4227
1979,6,2,3,82,6.0898
1979,6,2,4,101,3.8963
1979,6,2,5,127,4.8265
1979,6,3,1,54,5.1384
1979,6,3,2,88,5.8343
1979,6,3,3,114,4.2315
1979,6,3,4,122,4.3911
1979,6,3,5,159,2.8852
1979,7,1,1,629,2.1587
1979,7,1,2,341,1.0229
1979,7,1,3,256,2.4868
1979,7,1,4,214,2.2415
1979,7,1,5,263,3.5301
1979,7,2,1,133,2.9223
1979,7,2,2,109,1.5521
1979,7,2,3,92,3.8397
1979,7,2,4,105,3.8940
1979,7,2,5,128,3.1076
1979,7,3,1,62,2.5502
1979,7,3,2,85,1.9408
1979,7,3,3,114,1.6918
1979,7,3,4,135,2.6176
1979,7,3,5,145,-0.4120
1979,8,1,1,625,8.4197
1979,8,1,2,340,7.9426
1979,8,1,3,255,7.2037
1979,8,1,4,211,8.6664
1979,8,1,5,261,8.5584
1979,8,2,1,133,7.7842
1979,8,2,2,109,8.2839
1979,8,2,3,91,8.2056
1979,8,2,4,102,9.1996
1979,8,2,5,123,9.3411
1979,8,3,1,61,7.9297
1979,8,3,2,85,6.7157
1979,8,3,3,113,5.7873
1979,8,3,4,135,9.0845
1979,8,3,5,145,5.8801
1979,9,1,1,619,-1.6806
1979,9,1,2,338,-0.7169
1979,9,1,3,253,-1.0879
1979,9,1,4,209,0.6905
1979,9,1,5,259,0.0016
1979,9,2,1,133,0.3876
1979,9,2,2,109,0.1664
1979,9,2,3,92,-0.2515
1979,9,2,4,101,0.5593
1979,9,2,5,123,0.4037
1979,9,3,1,61,0.1841
1979,9,3,2,84,-0.9969
1979,9,3,3,113,-0.9018
1979,9,3,4,135,1.9115
1979,9,3,5,145,0.3192
1979,10,1,1,615,-11.8702
1979,10,1,2,336,-10.1990
1979,10,1,3,251,-10.4238
1979,10,1,4,208,-11.2067
1979,10,1,5,257,-9.2960
1979,10,2,1,132,-10.0941
1979,10,2,2,108,-10.0383
1979,10,2,3,92,-9.9466
1979,10,2,4,101,-11.6374
1979,10,2,5,122,-9.0238
1979,10,3,1,61,-10.1750
1979,10,3,2,83,-9.0135
1979,10,3,3,112,-6.0400
1979,10,3,4,135,-6.2808
1979,10,3,5,145,-5.6919
1979,11,1,1,613,9.1980
1979,11,1,2,333,8.4833
1979,11,1,3,251,6.0382
1979,11,1,4,207,8.0853
1979,11,1,5,258,8.1151
1979,11,2,1,133,10.0990
1979,11,2,2,108,9.4988
1979,11,2,3,92,5.8253
1979,11,2,4,101,8.2987
1979,11,2,5,122,9.7987
1979,11,3,1,61,7.4191
1979,11,3,2,83,5.8422
1979,11,3,3,112,4.9376
1979,11,3,4,135,5.5653
1979,11,3,5,145,5.2639
1979,12,1,1,608,7.6411
1979,12,1,2,329,8.5611
1979,12,1,3,251,7.7109
1979,12,1,4,207,8.2767
1979,12,1,5,256,7.7727
1979,12,2,1,132,7.5765
1979,12,2,2,108,6.6583
1979,12,2,3,92,4.3041
1979,12,2,4,100,6.6117
1979,12,2,5,122,6.1752
1979,12,3,1,60,5.8615
1979,12,3,2,83,4.0920
1979,12,3,3,111,1.8892
1979,12,3,4,135,3.8781
1979,12,3,5,145,0.9084
1980,1,1,1,602,12.7877
1980,1,1,2,328,13.7946
1980,1,1,3,251,7.7194
1980,1,1,4,205,8.5313
1980,1,1,5,253,10.7045
1980,1,2,1,130,9.2954
1980,1,2,2,106,8.7933
1980,1,2,3,92,6.9352
1980,1,2,4,97,7.0929
1980,1,2,5,122,5.6639
1980,1,3,1,60,6.3007
1980,1,3,2,82,10.0139
1980,1,3,3,111,4.7107
1980,1,3,4,134,8.0593
1980,1,3,5,145,6.7662
1980,2,1,1,595,-0.5872
1980,2,1,2,325,-1.0531
1980,2,1,3,246,-1.2905
1980,2,1,4,203,-0.1071
1980,2,1,5,250,-1.8156
1980,2,2,1,128,-1.2617
1980,2,2,2,106,-1.3636
1980,2,2,3,90,-3.0135
1980,2,2,4,97,-1.9620
1980,2,2,5,122,-1.0175
1980,2,3,1,60,-2.0347
1980,2,3,2,82,-3.4402
1980,2,3,3,109,1.6233
1980,2,3,4,133,2.7462
1980,2,3,5,144,0.1053
1980,3,1,1,592,-21.0011
1980,3,1,2,323,-18.2569
1980,3,1,3,245,-17.1153
1980,3,1,4,203,-19.9529
1980,3,1,5,249,-19.3225
1980,3,2,1,128,-20.1257
1980,3,2,2,105,-19.0032
1980,3,2,3,90,-16.2193
1980,3,2,4,96,-17.9065
1980,3,2,5,121,-16.4536
1980,3,3,1,60,-13.7735
1980,3,3,2,82,-12.8384
1980,3,3,3,109,-9.8487
1980,3,3,4,133,-12.1438
1980,3,3,5,143,-10.3802
1980,4,1,1,590,5.6834
1980,4,1,2,320,7.1108
1980,4,1,3,240,5.0152
1980,4,1,4,200,6.5630
1980,4,1,5,250,6.4937
1980,4,2,1,127,7.6968
1980,4,2,2,105,4.6802
1980,4,2,3,90,4.6243
1980,4,2,4,96,3.5807
1980,4,2,5,121,4.6254
1980,4,3,1,59,3.8286
1980,4,3,2,81,4.0318
1980,4,3,3,109,5.3614
1980,4,3,4,133,4.8952
1980,4,3,5,143,2.7335
1980,5,1,1,587,6.2571
1980,5,1,2,319,5.9082
1980,5,1,3,243,6.8900
1980,5,1,4,200,8.5844
1980,5,1,5,249,7.1479
1980,5,2,1,127,7.8287
1980,5,2,2,102,8.4401
1980,5,2,3,90,8.1669
1980,5,2,4,95,10.7729
1980,5,2,5,120,8.4139
1980,5,3,1,60,7.3852
1980,5,3,2,81,7.2195
1980,5,3,3,109,6.1358
1980,5,3,4,133,5.3935
1980,5,3,5,143,4.9235
1980,6,1,1,584,3.6416
1980,6,1,2,319,3.1537
1980,6,1,3,242,4.7595
1980,6,1,4,198,4.8685
1980,6,1,5,245,4.6496
1980,6,2,1,126,6.1233
1980,6,2,2,104,3.6986
1980,6,2,3,89,4.1489
1980,6,2,4,95,4.0985
1980,6,2,5,119,3.8254
1980,6,3,1,59,1.7584
1980,6,3,2,81,3.5411
1980,6,3,3,109,2.1591
1980,6,3,4,133,2.1978
1980,6,3,5,143,3.7025
1980,7,1,1,599,10.6053
1980,7,1,2,291,11.9473
1980,7,1,3,232,12.1399
1980,7,1,4,232,9.7285
1980,7,1,5,269,12.0472
1980,7,2,1,147,11.3226
1980,7,2,2,102,10.0539
1980,7,2,3,99,11.6430
1980,7,2,4,111,11.7722
1980,7,2,5,141,11.8941
1980,7,3,1,63,9.7570
1980,7,3,2,85,8.2212
1980,7,3,3,122,9.7667
1980,7,3,4,125,8.3226
1980,7,3,5,148,7.5297
1980,8,1,1,596,8.2653
1980,8,1,2,291,8.9278
1980,8,1,3,232,10.4905
1980,8,1,4,232,8.6985
1980,8,1,5,268,9.1342
1980,8,2,1,146,4.5377
1980,8,2,2,101,5.7616
1980,8,2,3,97,7.9590
1980,8,2,4,111,6.4966
1980,8,2,5,141,7.6938
1980,8,3,1,63,4.3037
1980,8,3,2,85,0.6938
1980,8,3,3,122,1.5857
1980,8,3,4,125,1.6172
1980,8,3,5,148,2.0833
1980,9,1,1,590,4.4983
1980,9,1,2,290,1.7031
1980,9,1,3,232,4.9399
1980,9,1,4,232,2.5691
1980,9,1,5,267,3.2123
1980,9,2,1,146,3.1504
1980,9,2,2,102,1.3939
1980,9,2,3,97,4.5778
1980,9,2,4,110,4.7173
1980,9,2,5,139,5.1119
1980,9,3,1,63,2.6929
1980,9,3,2,85,3.1256
1980,9,3,3,122,3.2013
1980,9,3,4,125,3.8427
1980,9,3,5,147,3.7995
1980,10,1,1,586,4.8403
1980,10,1,2,289,5.2736
1980,10,1,3,229,3.9074
1980,10,1,4,229,6.0291
1980,10,1,5,263,6.1949
1980,10,2,1,145,5.5351
1980,10,2,2,101,2.7772
1980,10,2,3,97,3.6682
1980,10,2,4,109,3.3024
1980,10,2,5,137,3.4075
1980,10,3,1,63,1.6395
1980,10,3,2,85,1.9038
1980,10,3,3,121,2.5954
1980,10,3,4,124,1.9681
1980,10,3,5,147,2.7998
1980,11,1,1,586,6.4498
1980,11,1,2,287,5.4785
1980,11,1,3,228,7.6537
1980,11,1,4,228,8.2477
1980,11,1,5,264,10.0242
1980,11,2,1,145,11.7272
1980,11,2,2,101,7.3247
1980,11,2,3,96,7.7816
1980,11,2,4,109,6.0166
1980,11,2,5,136,8.0914
1980,11,3,1,63,10.8573
1980,11,3,2,85,14.1605
1980,11,3,3,120,13.8205
1980,11,3,4,123,11.8320
1980,11,3,5,147,13.4032
1980,12,1,1,581,-4.3942
1980,12,1,2,286,-5.8271
1980,12,1,3,228,-5.3410
1980,12,1,4,226,-4.2645
1980,12,1,5,259,-5.4038
1980,12,2,1,143,-4.3475
1980,12,2,2,100,-2.9519
1980,12,2,3,95,-1.9578
1980,12,2,4,109,-3.3846
1980,12,2,5,136,-3.8147
1980,12,3,1,63,-3.0781
1980,12,3,2,85,-3.9296
1980,12,3,3,120,-2.3346
1980,12,3,4,123,-3.4677
1980,12,3,5,147,-5.4820
1981,1,1,1,578,-0.6210
1981,1,1,2,285,1.6162
1981,1,1,3,226,-1.2863
1981,1,1,4,224,0.1194
1981,1,1,5,261,-1.6501
1981,1,2,1,142,-3.1118
1981,1,2,2,100,-0.1647
1981,1,2,3,94,-1.5513
1981,1,2,4,109,-0.4881
1981,1,2,5,135,-0.5844
1981,1,3,1,63,-5.8230
1981,1,3,2,85,-5.3066
1981,1,3,3,120,-5.1227
1981,1,3,4,123,-4.2811
1981,1,3,5,147,-6.3172
1981,2,1,1,575,-0.5932
1981,2,1,2,284,1.0108
1981,2,1,3,220,0.9876
1981,2,1,4,223,-0.5144
1981,2,1,5,257,-1.1448
1981,2,2,1,142,0.5684
1981,2,2,2,100,4.2956
1981,2,2,3,93,1.6418
1981,2,2,4,108,2.2095
1981,2,2,5,135,1.7770
1981,2,3,1,63,-0.2365
1981,2,3,2,85,2.6821
1981,2,3,3,119,1.6896
1981,2,3,4,123,3.9868
1981,2,3,5,147,1.6845
1981,3,1,1,570,9.6550
1981,3,1,2,280,8.4288
1981,3,1,3,219,10.0055
1981,3,1,4,222,6.9348
1981,3,1,5,255,8.6399
1981,3,2,1,142,6.4357
1981,3,2,2,99,9.8944
1981,3,2,3,92,5.4238
1981,3,2,4,108,8.4716
1981,3,2,5,132,8.0426
1981,3,3,1,63,9.5729
1981,3,3,2,83,6.9751
1981,3,3,3,119,7.0633
1981,3,3,4,123,3.8803
1981,3,3,5,147,1.5860
1981,4,1,1,569,4.7326
1981,4,1,2,279,4.0071
1981,4,1,3,216,4.2922
1981,4,1,4,221,2.5659
1981,4,1,5,255,5.5811
1981,4,2,1,138,1.3226
1981,4,2,2,99,1.7369
1981,4,2,3,91,1.5848
1981,4,2,4,107,4.0484
1981,4,2,5,132,3.4865
1981,4,3,1,63,-0.4919
1981,4,3,2,84,-1.0937
1981,4,3,3,117,-2.5462
1981,4,3,4,123,-3.0583
1981,4,3,5,146,-2.9154
1981,5,1,1,565,3.3420
1981,5,1,2,278,5.0359
1981,5,1,3,215,5.3136
1981,5,1,4,220,4.0300
1981,5,1,5,255,4.4112
1981,5,2,1,138,1.9951
1981,5,2,2,99,4.2613
1981,5,2,3,90,3.4487
1981,5,2,4,107,3.0958
1981,5,2,5,131,4.0081
1981,5,3,1,63,1.9551
1981,5,3,2,82,-0.2499
1981,5,3,3,119,-1.0831
1981,5,3,4,121,-0.1709
1981,5,3,5,145,-0.5092
1981,6,1,1,564,-2.1454
1981,6,1,2,277,-1.5521
1981,6,1,3,214,-1.9473
1981,6,1,4,219,-0.8778
1981,6,1,5,254,-0.4078
1981,6,2,1,136,-2.8499
1981,6,2,2,99,-2.3470
1981,6,2,3,89,-2.8756
1981,6,2,4,106,-3.0861
1981,6,2,5,131,-3.6636
1981,6,3,1,63,-4.0367
1981,6,3,2,82,-4.1178
1981,6,3,3,119,-0.6789
1981,6,3,4,119,-0.5059
1981,6,3,5,145,0.0076
1981,7,1,1,664,-3.9936
1981,7,1,2,300,-2.3233
1981,7,1,3,233,-2.7833
1981,7,1,4,213,-2.4939
1981,7,1,5,295,-3.3513
1981,7,2,1,142,-2.6017
1981,7,2,2,100,-0.7075
1981,7,2,3,101,-1.6477
1981,7,2,4,90,-2.4793
1981,7,2,5,129,-1.5978
1981,7,3,1,80,-1.7922
1981,7,3,2,96,0.0135
1981,7,3,3,97,1.2316
1981,7,3,4,138,-0.1808
1981,7,3,5,139,1.0173
1981,8,1,1,660,-9.3682
1981,8,1,2,297,-7.4676
1981,8,1,3,232,-7.8977
1981,8,1,4,213,-8.2920
1981,8,1,5,293,-10.0128
1981,8,2,1,141,-7.1463
1981,8,2,2,100,-9.6806
1981,8,2,3,100,-8.3716
1981,8,2,4,90,-8.2847
1981,8,2,5,128,-6.6687
1981,8,3,1,78,-8.7483
1981,8,3,2,96,-7.2831
1981,8,3,3,97,-6.1878
1981,8,3,4,136,-5.5550
1981,8,3,5,139,-6.1754
1981,9,1,1,654,-10.3936
1981,9,1,2,297,-8.2170
1981,9,1,3,230,-8.5658
1981,9,1,4,210,-8.2115
1981,9,1,5,291,-9.0418
1981,9,2,1,141,-9.3195
1981,9,2,2,100,-8.9518
1981,9,2,3,100,-6.5887
1981,9,2,4,90,-7.5889
1981,9,2,5,127,-7.3185
1981,9,3,1,77,-6.6125
1981,9,3,2,95,-9.1629
1981,9,3,3,97,-4.7605
1981,9,3,4,133,-5.5334
1981,9,3,5,139,-6.6352
1981,10,1,1,641,7.3262
1981,10,1,2,296,8.0267
1981,10,1,3,229,8.1040
1981,10,1,4,205,9.2749
1981,10,1,5,286,9.5142
1981,10,2,1,139,7.3273
1981,10,2,2,100,7.8783
1981,10,2,3,100,6.6360
1981,10,2,4,90,7.7990
1981,10,2,5,126,8.2722
1981,10,3,1,77,4.5622
1981,10,3,2,95,4.4352
1981,10,3,3,96,5.1537
1981,10,3,4,132,7.3526
1981,10,3,5,139,4.9978
1981,11,1,1,639,-0.2166
1981,11,1,2,296,2.6539
1981,11,1,3,229,2.1552
1981,11,1,4,208,2.3232
1981,11,1,5,285,2.0502
1981,11,2,1,138,0.6007
1981,11,2,2,100,3.4359
1981,11,2,3,99,2.0336
1981,11,2,4,89,4.0136
1981,11,2,5,126,2.9321
1981,11,3,1,77,3.2163
1981,11,3,2,95,5.8550
1981,11,3,3,96,3.8687
1981,11,3,4,131,5.0875
1981,11,3,5,138,4.6947
1981,12,1,1,637,-3.7350
1981,12,1,2,294,-0.4507
1981,12,1,3,228,-0.9063
1981,12,1,4,205,-0.4615
1981,12,1,5,284,-0.6239
1981,12,2,1,138,-0.9782
1981,12,2,2,100,-2.8234
1981,12,2,3,98,-2.3681
1981,12,2,4,89,-1.1743
1981,12,2,5,125,0.4995
1981,12,3,1,77,-3.8920
1981,12,3,2,95,-2.8486
1981,12,3,3,95,-2.4675
1981,12,3,4,131,-3.5034
1981,12,3,5,138,-2.4044
1982,1,1,1,634,-1.3936
1982,1,1,2,291,-2.2830
1982,1,1,3,226,-2.1853
1982,1,1,4,206,-1.9848
1982,1,1,5,281,-0.9459
1982,1,2,1,138,-4.0220
1982,1,2,2,98,-5.0575
1982,1,2,3,97,-4.1110
1982,1,2,4,89,-2.9511
1982,1,2,5,124,-5.8213
1982,1,3,1,77,-2.2016
1982,1,3,2,95,-4.8324
1982,1,3,3,95,-2.3934
1982,1,3,4,130,-3.3136
1982,1,3,5,137,-1.2386
1982,2,1,1,634,-4.6176
1982,2,1,2,291,-3.6216
1982,2,1,3,223,-2.6943
1982,2,1,4,204,-4.8152
1982,2,1,5,280,-4.5304
1982,2,2,1,136,-4.5014
1982,2,2,2,98,-6.3581
1982,2,2,3,97,-4.6003
1982,2,2,4,89,-5.1529
1982,2,2,5,124,-5.5797
1982,2,3,1,77,-6.3920
1982,2,3,2,95,-4.9520
1982,2,3,3,94,-5.3039
1982,2,3,4,130,-5.9645
1982,2,3,5,137,-5.8883
1982,3,1,1,630,-1.5290
1982,3,1,2,291,-1.1512
1982,3,1,3,222,-0.4790
1982,3,1,4,200,0.3309
1982,3,1,5,277,-2.1181
1982,3,2,1,135,-1.1715
1982,3,2,2,99,-2.3527
1982,3,2,3,96,-0.6267
1982,3,2,4,89,-0.2450
1982,3,2,5,123,0.3266
1982,3,3,1,77,-1.9104
1982,3,3,2,95,-2.4587
1982,3,3,3,94,-1.4340
1982,3,3,4,130,-0.6483
1982,3,3,5,137,-0.9484
1982,4,1,1,625,4.1499
1982,4,1,2,289,6.7839
1982,4,1,3,222,5.3813
1982,4,1,4,199,5.1371
1982,4,1,5,272,8.1982
1982,4,2,1,134,4.9438
1982,4,2,2,98,5.7567
1982,4,2,3,96,5.8864
1982,4,2,4,89,6.1517
1982,4,2,5,120,7.2218
1982,4,3,1,77,4.3293
1982,4,3,2,94,4.2980
1982,4,3,3,94,4.0731
1982,4,3,4,129,4.6497
1982,4,3,5,136,5.4995
1982,5,1,1,616,-2.0921
1982,5,1,2,288,-1.1281
1982,5,1,3,222,-1.7083
1982,5,1,4,199,-1.3568
1982,5,1,5,271,-1.4884
1982,5,2,1,132,-4.8004
1982,5,2,2,98,-3.8517
1982,5,2,3,96,-3.3084
1982,5,2,4,89,-3.1006
1982,5,2,5,120,-1.6527
1982,5,3,1,76,-6.1393
1982,5,3,2,94,-4.2771
1982,5,3,3,94,-3.8974
1982,5,3,4,128,-1.9793
1982,5,3,5,136,-1.3642
1982,6,1,1,610,-2.6256
1982,6,1,2,285,-2.8186
1982,6,1,3,218,-2.1952
1982,6,1,4,199,-1.6053
1982,6,1,5,270,-2.0344
1982,6,2,1,131,-3.1068
1982,6,2,2,98,-0.8725
1982,6,2,3,96,-1.0498
1982,6,2,4,89,-0.9129
1982,6,2,5,120,-2.0880
1982,6,3,1,77,-3.6701
1982,6,3,2,94,-2.2366
1982,6,3,3,94,-0.3624
1982,6,3,4,128,-0.8507
1982,6,3,5,136,-2.4846
1982,7,1,1,726,-2.9283
1982,7,1,2,300,0.4829
1982,7,1,3,274,-1.2346
1982,7,1,4,209,-1.3528
1982,7,1,5,247,-1.3532
1982,7,2,1,110,-2.4435
1982,7,2,2,110,-1.0100
1982,7,2,3,97,-0.1375
1982,7,2,4,100,-3.4784
1982,7,2,5,108,0.0232
1982,7,3,1,59,-6.1929
1982,7,3,2,84,-2.4563
1982,7,3,3,105,-4.1036
1982,7,3,4,130,-2.5616
1982,7,3,5,138,-0.3856
1982,8,1,1,717,4.8555
1982,8,1,2,296,6.0702
1982,8,1,3,274,6.2459
1982,8,1,4,208,6.9598
1982,8,1,5,243,5.2233
1982,8,2,1,109,8.5819
1982,8,2,2,109,7.8097
1982,8,2,3,96,10.0713
1982,8,2,4,100,10.8423
1982,8,2,5,106,10.1181
1982,8,3,1,59,16.9209
1982,8,3,2,84,16.5076
1982,8,3,3,105,12.5606
1982,8,3,4,127,12.6981
1982,8,3,5,138,10.7819
1982,9,1,1,717,1.2850
1982,9,1,2,298,3.2394
1982,9,1,3,273,5.5214
1982,9,1,4,206,3.8586
1982,9,1,5,245,4.4703
1982,9,2,1,109,3.2186
1982,9,2,2,109,4.2801
1982,9,2,3,96,4.5847
1982,9,2,4,99,2.2907
1982,9,2,5,105,2.3594
1982,9,3,1,59,-1.0320
1982,9,3,2,84,0.1946
1982,9,3,3,104,0.3755
1982,9,3,4,129,1.8534
1982,9,3,5,136,1.4286
1982,10,1,1,715,13.0281
1982,10,1,2,293,13.8498
1982,10,1,3,268,12.3520
1982,10,1,4,204,14.6693
1982,10,1,5,242,14.9261
1982,10,2,1,109,15.9910
1982,10,2,2,109,11.1430
1982,10,2,3,94,14.0832
1982,10,2,4,98,14.4933
1982,10,2,5,103,11.0616
1982,10,3,1,59,14.6664
1982,10,3,2,84,14.9301
1982,10,3,3,104,11.2967
1982,10,3,4,128,10.3523
1982,10,3,5,136,11.1246
1982,11,1,1,707,9.8532
1982,11,1,2,293,10.2355
1982,11,1,3,266,10.1736
1982,11,1,4,204,10.5338
1982,11,1,5,242,8.3431
1982,11,2,1,106,7.6549
1982,11,2,2,109,8.2374
1982,11,2,3,94,9.1643
1982,11,2,4,98,9.8624
1982,11,2,5,101,8.7641
1982,11,3,1,59,5.4955
1982,11,3,2,84,8.4189
1982,11,3,3,104,1.4434
1982,11,3,4,127,3.7561
1982,11,3,5,136,6.4732
1982,12,1,1,697,1.8203
1982,12,1,2,294,2.7081
1982,12,1,3,269,2.2817
1982,12,1,4,202,2.0832
1982,12,1,5,242,1.7895
1982,12,2,1,105,0.7661
1982,12,2,2,109,2.1665
1982,12,2,3,93,0.9925
1982,12,2,4,98,0.1937
1982,12,2,5,101,2.7563
1982,12,3,1,59,0.3613
1982,12,3,2,84,-1.0359
1982,12,3,3,104,2.6326
1982,12,3,4,126,1.4776
1982,12,3,5,136,2.6040
1983,1,1,1,695,11.1818
1983,1,1,2,294,8.7826
1983,1,1,3,267,8.3603
1983,1,1,4,201,9.6990
1983,1,1,5,240,9.9555
1983,1,2,1,105,8.3467
1983,1,2,2,108,5.2282
1983,1,2,3,93,6.2514
1983,1,2,4,97,5.5142
1983,1,2,5,100,6.1419
1983,1,3,1,59,6.4902
1983,1,3,2,83,4.5780
1983,1,3,3,104,2.2732
1983,1,3,4,125,3.9124
1983,1,3,5,136,2.8798
1983,2,1,1,685,3.5966
1983,2,1,2,290,7.5651
1983,2,1,3,264,6.8369
1983,2,1,4,196,8.3840
1983,2,1,5,239,5.6538
1983,2,2,1,105,2.9518
1983,2,2,2,108,7.9181
1983,2,2,3,92,5.7660
1983,2,2,4,95,6.7701
1983,2,2,5,99,5.6839
1983,2,3,1,59,1.9963
1983,2,3,2,83,4.7042
1983,2,3,3,104,2.1892
1983,2,3,4,124,3.1027
1983,2,3,5,135,2.7758
1983,3,1,1,680,5.6501
1983,3,1,2,290,4.4392
1983,3,1,3,263,6.5526
1983,3,1,4,195,5.5715
1983,3,1,5,233,6.7604
1983,3,2,1,104,4.9521
1983,3,2,2,108,3.3006
1983,3,2,3,91,6.2971
1983,3,2,4,95,3.1427
1983,3,2,5,99,5.3734
1983,3,3,1,58,3.9717
1983,3,3,2,83,4.4265
1983,3,3,3,103,4.0564
1983,3,3,4,124,2.9723
1983,3,3,5,136,2.0484
1983,4,1,1,675,8.2835
1983,4,1,2,288,7.1023
1983,4,1,3,261,6.2271
1983,4,1,4,193,7.5394
1983,4,1,5,233,7.4091
1983,4,2,1,103,6.5537
1983,4,2,2,108,6.2944
1983,4,2,3,91,6.8458
1983,4,2,4,95,8.3803
1983,4,2,5,99,7.5230
1983,4,3,1,57,5.8043
1983,4,3,2,83,6.0817
1983,4,3,3,103,9.3230
1983,4,3,4,124,6.5875
1983,4,3,5,135,6.9224
1983,5,1,1,669,11.4652
1983,5,1,2,288,9.5086
1983,5,1,3,259,9.8846
1983,5,1,4,191,9.9311
1983,5,1,5,231,10.9384
1983,5,2,1,104,6.7158
1983,5,2,2,108,6.1485
1983,5,2,3,91,4.1267
1983,5,2,4,95,5.9624
1983,5,2,5,99,3.8194
1983,5,3,1,57,4.7554
1983,5,3,2,83,0.1646
1983,5,3,3,103,-0.2277
1983,5,3,4,124,-0.7400
1983,5,3,5,135,-0.8071
1983,6,1,1,663,4.1147
1983,6,1,2,287,4.5069
1983,6,1,3,258,4.5527
1983,6,1,4,191,5.1646
1983,6,1,5,230,5.2471
1983,6,2,1,102,5.6227
1983,6,2,2,107,5.5514
1983,6,2,3,91,7.7123
1983,6,2,4,95,8.0331
1983,6,2,5,99,5.5772
1983,6,3,1,57,2.3859
1983,6,3,2,83,4.1067
1983,6,3,3,103,3.9568
1983,6,3,4,124,6.6430
1983,6,3,5,135,5.0831
1983,7,1,1,851,-4.0002
1983,7,1,2,347,-2.6345
1983,7,1,3,260,-0.8637
1983,7,1,4,184,-0.4583
1983,7,1,5,274,-1.8541
1983,7,2,1,125,-4.6063
1983,7,2,2,106,-3.3129
1983,7,2,3,111,-1.3149
1983,7,2,4,80,-3.1222
1983,7,2,5,111,-3.2294
1983,7,3,1,69,-4.9708
1983,7,3,2,86,-4.3071
1983,7,3,3,110,-3.0214
1983,7,3,4,125,-2.9629
1983,7,3,5,139,-3.6210
1983,8,1,1,844,-4.8764
1983,8,1,2,345,-2.8604
1983,8,1,3,259,-4.1603
1983,8,1,4,184,-3.7716
1983,8,1,5,274,-2.1205
1983,8,2,1,122,-4.1090
1983,8,2,2,105,-3.5869
1983,8,2,3,111,-3.4613
1983,8,2,4,80,-4.2880
1983,8,2,5,111,-2.0963
1983,8,3,1,69,0.9706
1983,8,3,2,86,0.5611
1983,8,3,3,110,2.1825
1983,8,3,4,124,1.8818
1983,8,3,5,139,0.4024
1983,9,1,1,838,-2.7094
1983,9,1,2,342,0.4444
1983,9,1,3,257,0.9132
1983,9,1,4,184,2.3600
1983,9,1,5,272,-0.3042
1983,9,2,1,121,1.8228
1983,9,2,2,105,3.0155
1983,9,2,3,110,3.3215
1983,9,2,4,78,2.8379
1983,9,2,5,110,0.9463
1983,9,3,1,69,0.6859
1983,9,3,2,86,1.6855
1983,9,3,3,110,1.0119
1983,9,3,4,124,0.8562
1983,9,3,5,138,2.7119
1983,10,1,1,831,-7.8972
1983,10,1,2,341,-6.1417
1983,10,1,3,255,-5.2678
1983,10,1,4,183,-7.6844
1983,10,1,5,272,-5.9141
1983,10,2,1,121,-7.4556
1983,10,2,2,105,-5.7679
