year,month,rank_ME,rank_OPE,nstocks,ret_vw
1981,11,3,4,162,4.4951
1981,11,3,5,172,4.1187
1981,12,1,1,789,-3.7205
1981,12,1,2,343,-1.3198
1981,12,1,3,277,-1.6029
1981,12,1,4,255,-2.0156
1981,12,1,5,358,-1.0505
1981,12,2,1,106,-2.1797
1981,12,2,2,105,-1.9505
1981,12,2,3,137,-1.3251
1981,12,2,4,137,-0.5545
1981,12,2,5,171,-1.6133
1981,12,3,1,93,-2.5179
1981,12,3,2,122,-2.3309
1981,12,3,3,120,-1.7176
1981,12,3,4,161,-3.3078
1981,12,3,5,172,-2.9983
1982,1,1,1,785,-1.8960
1982,1,1,2,338,-1.2518
1982,1,1,3,275,-1.2144
1982,1,1,4,253,-2.8900
1982,1,1,5,356,-1.2308
1982,1,2,1,106,-3.4264
1982,1,2,2,104,-2.6112
1982,1,2,3,135,-3.4052
1982,1,2,4,136,-5.3976
1982,1,2,5,171,-5.0986
1982,1,3,1,93,-0.6877
1982,1,3,2,122,-1.2069
1982,1,3,3,119,-2.8130
1982,1,3,4,161,-3.0274
1982,1,3,5,171,-1.5329
1982,2,1,1,782,-5.0865
1982,2,1,2,338,-2.9278
1982,2,1,3,273,-2.8718
1982,2,1,4,252,-3.9768
1982,2,1,5,354,-5.3347
1982,2,2,1,106,-3.2050
1982,2,2,2,102,-3.3008
1982,2,2,3,135,-4.7440
1982,2,2,4,136,-5.7551
1982,2,2,5,170,-5.6194
1982,2,3,1,93,-0.5426
1982,2,3,2,122,-1.9353
1982,2,3,3,117,-5.5317
1982,2,3,4,161,-6.6917
1982,2,3,5,171,-5.9417
1982,3,1,1,776,-1.5593
1982,3,1,2,339,-0.4758
1982,3,1,3,272,-0.1487
1982,3,1,4,250,0.1937
1982,3,1,5,350,-1.7506
1982,3,2,1,105,-0.3338
1982,3,2,2,102,0.7051
1982,3,2,3,135,0.4280
1982,3,2,4,135,-2.1461
1982,3,2,5,170,-0.6079
1982,3,3,1,93,1.7998
1982,3,3,2,122,0.0846
1982,3,3,3,117,-0.8198
1982,3,3,4,161,-0.6122
1982,3,3,5,171,-1.6277
1982,4,1,1,766,3.1272
1982,4,1,2,339,3.8418
1982,4,1,3,272,5.6844
1982,4,1,4,249,8.4078
1982,4,1,5,346,8.1096
1982,4,2,1,104,4.9884
1982,4,2,2,102,4.9158
1982,4,2,3,133,5.7223
1982,4,2,4,135,5.7264
1982,4,2,5,168,6.8299
1982,4,3,1,93,3.9513
1982,4,3,2,122,5.1079
1982,4,3,3,115,2.0077
1982,4,3,4,161,4.4593
1982,4,3,5,170,5.9266
1982,5,1,1,759,-2.1074
1982,5,1,2,335,-1.9268
1982,5,1,3,269,-1.2918
1982,5,1,4,247,-1.2497
1982,5,1,5,345,-1.9929
1982,5,2,1,104,-3.8453
1982,5,2,2,102,-2.9808
1982,5,2,3,133,-2.9770
1982,5,2,4,134,-3.7855
1982,5,2,5,167,-2.3302
1982,5,3,1,92,-1.9457
1982,5,3,2,121,-3.9399
1982,5,3,3,115,-2.3375
1982,5,3,4,161,-2.4958
1982,5,3,5,169,-2.2361
1982,6,1,1,755,-3.9010
1982,6,1,2,332,-2.1459
1982,6,1,3,267,-1.0193
1982,6,1,4,246,-1.5815
1982,6,1,5,340,-3.0294
1982,6,2,1,102,-1.6197
1982,6,2,2,102,-3.3308
1982,6,2,3,133,-0.3610
1982,6,2,4,134,-1.6328
1982,6,2,5,167,-2.0626
1982,6,3,1,93,-0.6043
1982,6,3,2,121,-1.8851
1982,6,3,3,115,-2.6945
1982,6,3,4,161,-1.1143
1982,6,3,5,168,-2.3681
1982,7,1,1,1059,-2.4593
1982,7,1,2,344,-1.3161
1982,7,1,3,335,-2.1254
1982,7,1,4,252,-1.0824
1982,7,1,5,329,-2.2005
1982,7,2,1,121,-3.4258
1982,7,2,2,105,-1.3684
1982,7,2,3,117,-1.0036
1982,7,2,4,127,-0.3790
1982,7,2,5,171,-0.9227
1982,7,3,1,89,-2.6626
1982,7,3,2,133,-2.0748
1982,7,3,3,134,-2.6899
1982,7,3,4,151,-2.4599
1982,7,3,5,166,-1.3532
1982,8,1,1,1041,4.2216
1982,8,1,2,339,6.3933
1982,8,1,3,334,7.0681
1982,8,1,4,252,5.9198
1982,8,1,5,327,5.5537
1982,8,2,1,120,9.2864
1982,8,2,2,104,9.4980
1982,8,2,3,115,9.4166
1982,8,2,4,127,9.5298
1982,8,2,5,170,10.0957
1982,8,3,1,89,15.9517
1982,8,3,2,133,15.6190
1982,8,3,3,133,12.4362
1982,8,3,4,149,12.2687
1982,8,3,5,165,10.1073
1982,9,1,1,1040,2.3032
1982,9,1,2,337,3.7980
1982,9,1,3,335,4.5998
1982,9,1,4,252,4.1201
1982,9,1,5,328,2.6432
1982,9,2,1,120,0.7974
1982,9,2,2,104,2.3582
1982,9,2,3,114,3.5524
1982,9,2,4,127,4.6028
1982,9,2,5,169,3.6973
1982,9,3,1,89,-0.7069
1982,9,3,2,132,-1.1926
1982,9,3,3,133,0.8789
1982,9,3,4,150,1.6652
1982,9,3,5,163,2.3708
1982,10,1,1,1029,12.7308
1982,10,1,2,335,10.7020
1982,10,1,3,333,12.6291
1982,10,1,4,248,13.7503
1982,10,1,5,325,19.3734
1982,10,2,1,117,15.4730
1982,10,2,2,104,12.0531
1982,10,2,3,113,11.2419
1982,10,2,4,127,12.9221
1982,10,2,5,167,14.0546
1982,10,3,1,89,12.9621
1982,10,3,2,132,12.7036
1982,10,3,3,132,9.3246
1982,10,3,4,150,9.8740
1982,10,3,5,163,11.7557
1982,11,1,1,1018,9.5167
1982,11,1,2,335,12.5844
1982,11,1,3,331,8.8392
1982,11,1,4,250,9.2389
1982,11,1,5,321,9.6767
1982,11,2,1,115,9.7538
1982,11,2,2,103,6.5938
1982,11,2,3,113,9.4303
1982,11,2,4,126,7.6744
1982,11,2,5,165,8.8692
1982,11,3,1,89,5.3195
1982,11,3,2,132,5.1783
1982,11,3,3,132,3.0524
1982,11,3,4,150,4.0034
1982,11,3,5,162,5.5488
1982,12,1,1,1007,2.5391
1982,12,1,2,333,0.9170
1982,12,1,3,331,3.6735
1982,12,1,4,249,2.3453
1982,12,1,5,322,2.0673
1982,12,2,1,115,0.3912
1982,12,2,2,103,1.7647
1982,12,2,3,113,0.5769
1982,12,2,4,125,-0.2848
1982,12,2,5,164,2.3940
1982,12,3,1,89,2.6866
1982,12,3,2,132,1.1495
1982,12,3,3,132,0.0424
1982,12,3,4,150,1.0898
1982,12,3,5,161,3.7776
1983,1,1,1,1004,12.2116
1983,1,1,2,332,9.7788
1983,1,1,3,329,8.7730
1983,1,1,4,246,9.2529
1983,1,1,5,320,9.9135
1983,1,2,1,115,8.7899
1983,1,2,2,102,7.9051
1983,1,2,3,113,7.7755
1983,1,2,4,122,4.9961
1983,1,2,5,164,4.5822
1983,1,3,1,89,4.7560
1983,1,3,2,131,4.5194
1983,1,3,3,131,6.1376
1983,1,3,4,150,3.3319
1983,1,3,5,161,2.5392
1983,2,1,1,989,4.6721
1983,2,1,2,331,6.5287
1983,2,1,3,325,6.4381
1983,2,1,4,242,6.1842
1983,2,1,5,318,5.2861
1983,2,2,1,115,3.3448
1983,2,2,2,102,4.8778
1983,2,2,3,112,4.3045
1983,2,2,4,120,7.5842
1983,2,2,5,163,6.2494
1983,2,3,1,89,4.0173
1983,2,3,2,131,2.9212
1983,2,3,3,131,2.1448
1983,2,3,4,149,2.2932
1983,2,3,5,160,2.8950
1983,3,1,1,985,4.7218
1983,3,1,2,328,5.5706
1983,3,1,3,323,5.1036
1983,3,1,4,241,6.6445
1983,3,1,5,315,4.8684
1983,3,2,1,115,3.8998
1983,3,2,2,102,3.4641
1983,3,2,3,111,3.9471
1983,3,2,4,119,1.9754
1983,3,2,5,163,5.0577
1983,3,3,1,88,3.4230
1983,3,3,2,130,1.9050
1983,3,3,3,131,2.6516
1983,3,3,4,150,2.6304
1983,3,3,5,160,3.6025
1983,4,1,1,978,7.8601
1983,4,1,2,326,7.1046
1983,4,1,3,321,8.0636
1983,4,1,4,240,7.5211
1983,4,1,5,312,7.4839
1983,4,2,1,114,8.8777
1983,4,2,2,102,3.8597
1983,4,2,3,111,5.7408
1983,4,2,4,119,8.1153
1983,4,2,5,163,7.6038
1983,4,3,1,88,7.7383
1983,4,3,2,129,7.3770
1983,4,3,3,131,7.2871
1983,4,3,4,149,5.8835
1983,4,3,5,160,7.2604
1983,5,1,1,967,11.9910
1983,5,1,2,324,10.3832
1983,5,1,3,321,9.5240
1983,5,1,4,238,8.4860
1983,5,1,5,310,9.9859
1983,5,2,1,114,8.0715
1983,5,2,2,102,6.1600
1983,5,2,3,111,5.8323
1983,5,2,4,120,3.2194
1983,5,2,5,163,4.3371
1983,5,3,1,88,0.9144
1983,5,3,2,129,0.4810
1983,5,3,3,131,-0.1107
1983,5,3,4,149,-1.2805
1983,5,3,5,160,0.7485
1983,6,1,1,957,5.2333
1983,6,1,2,322,4.0819
1983,6,1,3,320,3.9915
1983,6,1,4,239,5.1634
1983,6,1,5,308,3.7858
1983,6,2,1,113,6.0329
1983,6,2,2,101,4.4391
1983,6,2,3,110,3.3826
1983,6,2,4,120,7.4353
1983,6,2,5,163,6.5366
1983,6,3,1,88,1.9527
1983,6,3,2,128,1.8865
1983,6,3,3,131,2.9661
1983,6,3,4,149,6.5163
1983,6,3,5,160,4.6496
1983,7,1,1,1126,-3.6003
1983,7,1,2,377,-2.4107
1983,7,1,3,322,-1.5613
1983,7,1,4,253,-2.1908
1983,7,1,5,322,-2.2107
1983,7,2,1,112,-6.8288
1983,7,2,2,111,-1.8747
1983,7,2,3,123,-1.7326
1983,7,2,4,132,-2.5166
1983,7,2,5,174,-2.8010
1983,7,3,1,87,-2.4619
1983,7,3,2,126,-1.5010
1983,7,3,3,139,-2.1656
1983,7,3,4,154,-5.0880
1983,7,3,5,176,-3.8522
1983,8,1,1,1116,-5.6696
1983,8,1,2,376,-2.9593
1983,8,1,3,321,-3.6667
1983,8,1,4,253,-2.4549
1983,8,1,5,321,-3.6278
1983,8,2,1,111,-4.9764
1983,8,2,2,111,-2.1668
1983,8,2,3,121,-3.2668
1983,8,2,4,131,-2.3353
1983,8,2,5,174,-3.9179
1983,8,3,1,87,1.9820
1983,8,3,2,126,-0.0114
1983,8,3,3,139,2.3446
1983,8,3,4,153,1.3593
1983,8,3,5,176,0.3041
1983,9,1,1,1106,-2.9333
1983,9,1,2,373,0.4168
1983,9,1,3,320,0.7297
1983,9,1,4,252,1.5613
1983,9,1,5,318,0.4734
1983,9,2,1,110,-0.6537
1983,9,2,2,111,4.3086
1983,9,2,3,119,4.4343
1983,9,2,4,130,3.2434
1983,9,2,5,173,1.6198
1983,9,3,1,86,0.4458
1983,9,3,2,126,2.0581
1983,9,3,3,139,1.6111
1983,9,3,4,153,1.9263
1983,9,3,5,175,2.0561
1983,10,1,1,1098,-8.2024
1983,10,1,2,370,-5.5835
1983,10,1,3,318,-5.2103
1983,10,1,4,251,-5.8956
1983,10,1,5,317,-7.8066
1983,10,2,1,110,-9.3273
1983,10,2,2,110,-3.1371
1983,10,2,3,119,-4.4646
1983,10,2,4,130,-6.4918
1983,10,2,5,172,-7.1434
1983,10,3,1,85,-3.1976
1983,10,3,2,126,0.1621
1983,10,3,3,139,-2.3721
1983,10,3,4,152,-1.4723
1983,10,3,5,173,-2.0281
1983,11,1,1,1088,2.1385
1983,11,1,2,367,2.8134
1983,11,1,3,318,4.2487
1983,11,1,4,248,4.8744
1983,11,1,5,316,4.0984
1983,11,2,1,110,5.1988
1983,11,2,2,110,6.2230
1983,11,2,3,119,4.8822
1983,11,2,4,128,5.9782
1983,11,2,5,169,4.3845
1983,11,3,1,85,6.5385
1983,11,3,2,126,2.2032
1983,11,3,3,139,1.9442
1983,11,3,4,151,3.2777
1983,11,3,5,173,0.7496
1983,12,1,1,1078,-3.0777
1983,12,1,2,367,-0.7746
1983,12,1,3,317,-1.8561
1983,12,1,4,249,-1.5372
1983,12,1,5,314,-2.6717
1983,12,2,1,110,-2.0454
1983,12,2,2,110,-1.4969
1983,12,2,3,118,-1.7525
1983,12,2,4,128,-1.5719
1983,12,2,5,169,-1.4292
1983,12,3,1,85,-2.2907
1983,12,3,2,126,-2.4701
1983,12,3,3,139,-1.1027
1983,12,3,4,151,-0.8178
1983,12,3,5,173,0.6635
1984,1,1,1,1068,0.5917
1984,1,1,2,363,-1.8257
1984,1,1,3,317,-0.0934
1984,1,1,4,249,-1.0985
1984,1,1,5,310,0.2033
1984,1,2,1,110,-1.2028
1984,1,2,2,110,-2.4045
1984,1,2,3,118,-3.1329
1984,1,2,4,128,-2.9976
1984,1,2,5,168,-3.5726
1984,1,3,1,84,-2.6485
1984,1,3,2,126,-1.1357
1984,1,3,3,138,1.0459
1984,1,3,4,150,-0.2886
1984,1,3,5,172,-3.2027
1984,2,1,1,1053,-6.2067
1984,2,1,2,360,-5.6438
1984,2,1,3,312,-5.0047
1984,2,1,4,246,-6.1621
1984,2,1,5,306,-7.4487
1984,2,2,1,110,-5.9130
1984,2,2,2,110,-4.0783
1984,2,2,3,118,-5.6105
1984,2,2,4,127,-4.9563
1984,2,2,5,167,-6.0627
1984,2,3,1,84,-5.5230
1984,2,3,2,126,-4.5210
1984,2,3,3,138,-4.0272
1984,2,3,4,149,-2.0333
1984,2,3,5,172,-3.5124
1984,3,1,1,1039,0.3836
1984,3,1,2,358,0.4032
1984,3,1,3,311,0.8561
1984,3,1,4,245,0.8629
1984,3,1,5,304,1.5645
1984,3,2,1,109,2.0758
1984,3,2,2,109,1.2748
1984,3,2,3,116,1.6255
1984,3,2,4,125,0.6937
1984,3,2,5,166,0.9772
1984,3,3,1,84,2.7542
1984,3,3,2,126,1.6386
1984,3,3,3,137,0.6524
1984,3,3,4,149,1.1806
1984,3,3,5,171,1.9643
1984,4,1,1,1034,-3.3475
1984,4,1,2,359,-1.4392
1984,4,1,3,310,-0.7940
1984,4,1,4,245,-0.7635
1984,4,1,5,300,-1.4511
1984,4,2,1,107,-2.3415
1984,4,2,2,108,-0.7811
1984,4,2,3,114,0.7685
1984,4,2,4,125,1.1548
1984,4,2,5,166,1.4064
1984,4,3,1,84,-4.1115
1984,4,3,2,126,-0.4688
1984,4,3,3,137,2.7199
1984,4,3,4,149,0.8709
1984,4,3,5,171,1.5674
1984,5,1,1,1024,-6.4194
1984,5,1,2,359,-4.3033
1984,5,1,3,308,-4.8114
1984,5,1,4,244,-3.3074
1984,5,1,5,300,-3.8316
1984,5,2,1,106,-7.2785
1984,5,2,2,106,-5.3769
1984,5,2,3,114,-3.7559
1984,5,2,4,124,-6.3611
1984,5,2,5,166,-4.5106
1984,5,3,1,84,-8.0387
1984,5,3,2,126,-4.9973
1984,5,3,3,136,-6.2468
1984,5,3,4,149,-3.1281
1984,5,3,5,171,-4.3119
1984,6,1,1,1011,0.9519
1984,6,1,2,357,1.2375
1984,6,1,3,307,1.9795
1984,6,1,4,243,3.2847
1984,6,1,5,297,3.7952
1984,6,2,1,105,0.4962
1984,6,2,2,106,2.2232
1984,6,2,3,113,2.4291
1984,6,2,4,124,4.4587
1984,6,2,5,164,4.7681
1984,6,3,1,84,-1.5840
1984,6,3,2,126,2.1629
1984,6,3,3,136,3.1391
1984,6,3,4,149,3.1192
1984,6,3,5,171,2.8297
1984,7,1,1,1215,-8.2250
1984,7,1,2,398,-3.8810
1984,7,1,3,351,-4.6452
1984,7,1,4,293,-3.2262
1984,7,1,5,345,-3.9087
1984,7,2,1,125,-8.0222
1984,7,2,2,105,-5.9944
1984,7,2,3,120,-4.1318
1984,7,2,4,138,-2.8591
1984,7,2,5,160,-3.9514
1984,7,3,1,72,-6.2983
1984,7,3,2,148,-1.4890
1984,7,3,3,142,-2.3794
1984,7,3,4,144,-2.2257
1984,7,3,5,159,0.0168
1984,8,1,1,1200,9.2201
1984,8,1,2,394,10.1687
1984,8,1,3,348,11.3431
1984,8,1,4,293,10.4168
1984,8,1,5,344,10.9331
1984,8,2,1,125,14.8184
1984,8,2,2,105,13.0089
1984,8,2,3,119,12.9756
1984,8,2,4,137,11.6244
1984,8,2,5,159,13.3633
1984,8,3,1,71,14.8461
1984,8,3,2,148,11.0942
1984,8,3,3,141,11.2650
1984,8,3,4,143,10.5466
1984,8,3,5,158,10.7540
1984,9,1,1,1191,-1.9975
1984,9,1,2,391,0.0526
1984,9,1,3,348,-0.3270
1984,9,1,4,292,-0.6659
1984,9,1,5,342,-0.9672
1984,9,2,1,124,-3.3945
1984,9,2,2,104,-2.5808
1984,9,2,3,119,-0.0175
1984,9,2,4,138,-1.0929
1984,9,2,5,157,-0.0926
1984,9,3,1,71,-3.1396
1984,9,3,2,148,-0.9420
1984,9,3,3,140,0.5819
1984,9,3,4,143,0.1114
1984,9,3,5,157,-0.6991
1984,10,1,1,1162,-4.7403
1984,10,1,2,388,-2.8677
1984,10,1,3,347,-1.9196
1984,10,1,4,292,-0.3908
1984,10,1,5,339,-2.7758
1984,10,2,1,124,-2.1029
1984,10,2,2,104,-1.5855
1984,10,2,3,118,-0.5298
1984,10,2,4,136,-1.8551
1984,10,2,5,154,-0.5857
1984,10,3,1,71,-2.8829
1984,10,3,2,146,0.9153
1984,10,3,3,140,-1.0042
1984,10,3,4,142,0.5449
1984,10,3,5,157,0.9893
1984,11,1,1,1146,-6.0598
1984,11,1,2,386,-2.3641
1984,11,1,3,343,-2.9793
1984,11,1,4,289,-2.4776
1984,11,1,5,336,-1.6087
1984,11,2,1,124,-4.6745
1984,11,2,2,103,-2.2598
1984,11,2,3,117,-1.6728
1984,11,2,4,137,-0.9707
1984,11,2,5,154,-1.7483
1984,11,3,1,71,-0.2949
1984,11,3,2,146,-0.0633
1984,11,3,3,139,0.4010
1984,11,3,4,142,-1.6118
1984,11,3,5,155,-1.9579
1984,12,1,1,1120,-1.2769
1984,12,1,2,384,0.0400
1984,12,1,3,340,1.8621
1984,12,1,4,286,1.2783
1984,12,1,5,336,1.9190
1984,12,2,1,124,1.3881
1984,12,2,2,103,2.2228
1984,12,2,3,116,1.9614
1984,12,2,4,136,2.8759
1984,12,2,5,154,3.1662
1984,12,3,1,70,-0.7599
1984,12,3,2,144,2.4013
1984,12,3,3,138,1.8672
1984,12,3,4,142,2.5349
1984,12,3,5,154,2.4188
1985,1,1,1,1109,13.7110
1985,1,1,2,380,12.4825
1985,1,1,3,340,13.3848
1985,1,1,4,286,11.0300
1985,1,1,5,335,13.9046
1985,1,2,1,124,13.2691
1985,1,2,2,103,12.2728
1985,1,2,3,116,10.6460
1985,1,2,4,136,9.8367
1985,1,2,5,152,12.4687
1985,1,3,1,70,9.8438
1985,1,3,2,144,7.4093
1985,1,3,3,138,6.3503
1985,1,3,4,142,7.8608
1985,1,3,5,152,8.6909
1985,2,1,1,1091,3.5750
1985,2,1,2,381,3.0536
1985,2,1,3,337,3.6139
1985,2,1,4,284,3.5660
1985,2,1,5,331,4.7027
1985,2,2,1,124,1.4322
1985,2,2,2,103,2.1345
1985,2,2,3,115,1.8491
1985,2,2,4,133,2.0063
1985,2,2,5,152,3.6290
1985,2,3,1,70,-0.5975
1985,2,3,2,144,-0.0605
1985,2,3,3,137,1.0382
1985,2,3,4,141,2.8889
1985,2,3,5,151,1.9626
1985,3,1,1,1082,-3.2522
1985,3,1,2,375,-3.4361
1985,3,1,3,334,-0.4946
1985,3,1,4,283,-0.6809
1985,3,1,5,331,-1.1224
1985,3,2,1,122,-4.3528
1985,3,2,2,101,-1.8343
1985,3,2,3,114,-1.9055
1985,3,2,4,132,-2.1547
1985,3,2,5,152,-1.2929
1985,3,3,1,70,-0.4243
1985,3,3,2,144,-0.2698
1985,3,3,3,136,1.0238
1985,3,3,4,141,0.6987
1985,3,3,5,150,-0.8464
1985,4,1,1,1073,-2.9831
1985,4,1,2,372,-1.4421
1985,4,1,3,331,-0.5289
1985,4,1,4,281,-0.0315
1985,4,1,5,329,-1.6706
1985,4,2,1,122,-2.0001
1985,4,2,2,101,-1.9325
1985,4,2,3,114,-2.1005
1985,4,2,4,131,-1.4340
1985,4,2,5,152,-0.3474
1985,4,3,1,69,-2.8734
1985,4,3,2,144,-0.2766
1985,4,3,3,136,0.8628
1985,4,3,4,141,-1.1626
1985,4,3,5,149,-1.0987
1985,5,1,1,1061,-0.1834
1985,5,1,2,372,3.0860
1985,5,1,3,328,3.8829
1985,5,1,4,280,4.4690
1985,5,1,5,330,3.2038
1985,5,2,1,122,4.4232
1985,5,2,2,101,2.2553
1985,5,2,3,113,3.7505
1985,5,2,4,131,4.3268
1985,5,2,5,151,5.8512
1985,5,3,1,69,4.4927
1985,5,3,2,144,5.2057
1985,5,3,3,136,7.1335
1985,5,3,4,141,5.5534
1985,5,3,5,149,6.5360
1985,6,1,1,1043,-1.1545
1985,6,1,2,371,-1.1500
1985,6,1,3,321,1.6507
1985,6,1,4,279,2.9616
1985,6,1,5,328,1.3570
1985,6,2,1,122,-1.4567
1985,6,2,2,98,1.1831
1985,6,2,3,111,-0.3494
1985,6,2,4,130,2.0495
1985,6,2,5,148,3.6666
1985,6,3,1,69,1.1736
1985,6,3,2,144,1.7339
1985,6,3,3,135,2.8027
1985,6,3,4,140,1.9525
1985,6,3,5,149,0.8303
1985,7,1,1,1394,2.3929
1985,7,1,2,377,3.1241
1985,7,1,3,354,1.9891
1985,7,1,4,239,2.3296
1985,7,1,5,380,3.5654
1985,7,2,1,120,4.3814
1985,7,2,2,115,2.6565
1985,7,2,3,129,0.9886
1985,7,2,4,131,2.9929
1985,7,2,5,160,3.6638
1985,7,3,1,71,1.7551
1985,7,3,2,127,-0.4225
1985,7,3,3,133,-0.7157
1985,7,3,4,149,-1.0680
1985,7,3,5,185,0.3949
1985,8,1,1,1381,-1.4211
1985,8,1,2,375,-0.3500
1985,8,1,3,351,-0.3130
1985,8,1,4,237,-0.6433
1985,8,1,5,376,-1.5094
1985,8,2,1,120,-0.9094
1985,8,2,2,115,-1.8141
1985,8,2,3,129,-0.1441
1985,8,2,4,130,-2.8765
1985,8,2,5,159,-0.4330
1985,8,3,1,71,-0.5800
1985,8,3,2,127,0.9941
1985,8,3,3,132,-0.8342
1985,8,3,4,149,0.0259
1985,8,3,5,185,-1.0764
1985,9,1,1,1355,-7.4713
1985,9,1,2,373,-4.8744
1985,9,1,3,349,-4.5562
1985,9,1,4,238,-5.5712
1985,9,1,5,373,-6.0733
1985,9,2,1,118,-7.6239
1985,9,2,2,115,-5.8833
1985,9,2,3,129,-4.8263
1985,9,2,4,130,-6.0776
1985,9,2,5,158,-5.8426
1985,9,3,1,71,-5.4881
1985,9,3,2,127,-4.6053
1985,9,3,3,131,-3.2743
1985,9,3,4,148,-2.3349
1985,9,3,5,184,-3.2229
1985,10,1,1,1339,0.8902
1985,10,1,2,372,2.3006
1985,10,1,3,348,3.4232
1985,10,1,4,237,1.5319
1985,10,1,5,372,3.1942
1985,10,2,1,118,3.0596
1985,10,2,2,115,3.8439
1985,10,2,3,129,3.9701
1985,10,2,4,130,3.0691
1985,10,2,5,157,3.4395
1985,10,3,1,70,1.8391
1985,10,3,2,127,5.0165
1985,10,3,3,129,4.3015
1985,10,3,4,146,3.8980
1985,10,3,5,183,4.4969
1985,11,1,1,1320,4.5693
1985,11,1,2,369,5.4281
1985,11,1,3,345,6.5855
1985,11,1,4,235,6.5430
1985,11,1,5,368,7.7530
1985,11,2,1,117,8.5532
1985,11,2,2,115,6.7755
1985,11,2,3,128,6.7040
1985,11,2,4,130,6.8355
1985,11,2,5,153,7.8264
1985,11,3,1,70,6.9033
1985,11,3,2,126,6.0011
1985,11,3,3,128,8.1937
1985,11,3,4,146,5.3777
1985,11,3,5,183,8.1026
1985,12,1,1,1299,2.7796
1985,12,1,2,366,3.9466
1985,12,1,3,341,3.6162
1985,12,1,4,234,5.3813
1985,12,1,5,366,4.4770
1985,12,2,1,116,3.0063
1985,12,2,2,115,5.3791
1985,12,2,3,126,4.5093
1985,12,2,4,130,4.7901
1985,12,2,5,151,5.0984
1985,12,3,1,70,3.9181
1985,12,3,2,125,4.0815
1985,12,3,3,128,5.1729
1985,12,3,4,144,2.9393
1985,12,3,5,183,5.7493
1986,1,1,1,1275,3.1130
1986,1,1,2,365,0.1926
1986,1,1,3,339,3.8751
1986,1,1,4,231,1.1766
1986,1,1,5,365,4.7238
1986,1,2,1,116,1.8492
1986,1,2,2,113,-0.9619
1986,1,2,3,125,1.3871
1986,1,2,4,129,1.1361
1986,1,2,5,151,2.3000
1986,1,3,1,70,5.6931
1986,1,3,2,124,2.3823
1986,1,3,3,126,-1.5112
1986,1,3,4,144,-0.0918
1986,1,3,5,182,0.4411
1986,2,1,1,1256,4.8611
1986,2,1,2,364,7.1044
1986,2,1,3,337,7.2822
1986,2,1,4,231,6.2519
1986,2,1,5,364,6.9036
1986,2,2,1,115,4.4203
1986,2,2,2,113,6.4309
1986,2,2,3,123,6.3369
1986,2,2,4,129,7.8905
1986,2,2,5,150,8.4576
1986,2,3,1,70,7.5383
1986,2,3,2,124,8.0056
1986,2,3,3,125,8.1240
1986,2,3,4,143,7.8908
1986,2,3,5,182,7.0880
1986,3,1,1,1247,4.5024
1986,3,1,2,361,2.7092
1986,3,1,3,338,5.7283
1986,3,1,4,230,5.4364
1986,3,1,5,361,6.3187
1986,3,2,1,114,4.6948
1986,3,2,2,112,3.8165
1986,3,2,3,122,6.5528
1986,3,2,4,129,6.0458
1986,3,2,5,150,5.9814
1986,3,3,1,70,5.8381
1986,3,3,2,124,4.0955
1986,3,3,3,125,3.6188
1986,3,3,4,142,6.7405
1986,3,3,5,181,6.0271
1986,4,1,1,1233,1.9126
1986,4,1,2,361,1.4925
1986,4,1,3,338,1.4379
1986,4,1,4,228,1.6817
1986,4,1,5,358,2.7593
1986,4,2,1,113,-0.1547
1986,4,2,2,111,-0.4388
1986,4,2,3,122,1.9569
1986,4,2,4,129,3.0604
1986,4,2,5,146,1.9171
1986,4,3,1,69,-4.6794
1986,4,3,2,123,-1.8971
1986,4,3,3,125,-0.1851
1986,4,3,4,142,-0.6265
1986,4,3,5,181,0.6583
1986,5,1,1,1215,3.9204
1986,5,1,2,357,4.5411
1986,5,1,3,334,3.6438
1986,5,1,4,227,4.0712
1986,5,1,5,357,4.5896
1986,5,2,1,111,0.5730
1986,5,2,2,111,3.4889
1986,5,2,3,121,4.7061
1986,5,2,4,128,2.7907
1986,5,2,5,145,6.0438
1986,5,3,1,68,3.1643
1986,5,3,2,121,4.9253
1986,5,3,3,125,4.6628
1986,5,3,4,141,5.9303
1986,5,3,5,179,5.8697
1986,6,1,1,1195,-0.3374
1986,6,1,2,355,-0.1680
1986,6,1,3,332,-0.0623
1986,6,1,4,226,0.4414
1986,6,1,5,352,-0.4511
1986,6,2,1,111,-1.4759
1986,6,2,2,111,-1.1528
1986,6,2,3,120,-0.0216
1986,6,2,4,128,1.3592
1986,6,2,5,145,1.6172
1986,6,3,1,66,0.8207
1986,6,3,2,120,0.9839
1986,6,3,3,125,2.5486
1986,6,3,4,140,1.6661
1986,6,3,5,179,1.5747
1986,7,1,1,1373,-9.6702
1986,7,1,2,396,-8.9805
1986,7,1,3,299,-7.2615
1986,7,1,4,272,-7.5853
1986,7,1,5,354,-9.5323
1986,7,2,1,135,-12.4532
1986,7,2,2,116,-8.2004
1986,7,2,3,127,-8.5741
1986,7,2,4,133,-8.4872
1986,7,2,5,182,-10.0342
1986,7,3,1,64,-6.5688
1986,7,3,2,119,-3.6905
1986,7,3,3,126,-2.6530
1986,7,3,4,154,-5.6621
1986,7,3,5,190,-6.9316
1986,8,1,1,1359,0.3217
1986,8,1,2,392,1.8249
1986,8,1,3,296,1.7180
1986,8,1,4,270,2.1032
1986,8,1,5,348,0.5326
