year,month,rank_ME,rank_ROA_1,nstocks,ret_vw
1975,2,3,5,51,7.4853
1975,3,1,1,114,13.9986
1975,3,1,2,41,6.5235
1975,3,1,3,50,13.1973
1975,3,1,4,45,8.4573
1975,3,1,5,42,13.6893
1975,3,2,1,39,2.9000
1975,3,2,2,32,2.9417
1975,3,2,3,22,4.5166
1975,3,2,4,23,8.7402
1975,3,2,5,31,7.0513
1975,3,3,1,38,3.4593
1975,3,3,2,41,-0.7773
1975,3,3,3,49,1.0132
1975,3,3,4,54,3.7640
1975,3,3,5,53,4.0776
1975,4,1,1,126,1.6685
1975,4,1,2,48,5.3935
1975,4,1,3,49,7.8578
1975,4,1,4,52,3.9125
1975,4,1,5,43,8.3737
1975,4,2,1,37,2.9934
1975,4,2,2,28,0.0282
1975,4,2,3,23,2.3582
1975,4,2,4,27,2.8018
1975,4,2,5,29,3.9590
1975,4,3,1,37,6.5443
1975,4,3,2,42,-1.1126
1975,4,3,3,50,-0.5646
1975,4,3,4,51,4.7570
1975,4,3,5,59,5.7220
1975,5,1,1,192,6.2027
1975,5,1,2,95,8.9999
1975,5,1,3,73,7.7651
1975,5,1,4,56,6.4591
1975,5,1,5,75,7.1641
1975,5,2,1,80,6.0069
1975,5,2,2,69,7.9402
1975,5,2,3,61,8.6292
1975,5,2,4,56,7.3828
1975,5,2,5,69,5.6077
1975,5,3,1,69,2.4858
1975,5,3,2,89,5.3774
1975,5,3,3,116,7.0516
1975,5,3,4,142,7.0817
1975,5,3,5,157,4.2256
1975,6,1,1,250,9.6709
1975,6,1,2,143,8.3058
1975,6,1,3,95,12.4441
1975,6,1,4,79,7.6538
1975,6,1,5,84,9.1577
1975,6,2,1,81,6.0213
1975,6,2,2,78,8.4066
1975,6,2,3,75,7.1812
1975,6,2,4,65,5.9183
1975,6,2,5,83,5.6773
1975,6,3,1,74,7.9647
1975,6,3,2,94,8.5310
1975,6,3,3,135,7.1237
1975,6,3,4,154,4.1491
1975,6,3,5,177,2.8041
1975,7,1,1,280,-0.8875
1975,7,1,2,143,-0.3482
1975,7,1,3,91,-2.8397
1975,7,1,4,87,-0.6107
1975,7,1,5,94,-2.1862
1975,7,2,1,88,-3.7854
1975,7,2,2,77,-5.6346
1975,7,2,3,79,-3.7154
1975,7,2,4,66,-2.0777
1975,7,2,5,90,-3.6931
1975,7,3,1,66,-2.6533
1975,7,3,2,100,-6.5952
1975,7,3,3,131,-5.0671
1975,7,3,4,156,-6.8296
1975,7,3,5,177,-7.8567
1975,8,1,1,275,-7.2857
1975,8,1,2,134,-6.2525
1975,8,1,3,94,-4.5783
1975,8,1,4,83,-6.4830
1975,8,1,5,96,-7.1277
1975,8,2,1,93,-4.9150
1975,8,2,2,74,-4.7247
1975,8,2,3,71,-3.3287
1975,8,2,4,80,-3.7994
1975,8,2,5,90,-4.8828
1975,8,3,1,69,-3.0126
1975,8,3,2,109,-1.1327
1975,8,3,3,136,-1.3488
1975,8,3,4,142,-0.6629
1975,8,3,5,174,-2.2895
1975,9,1,1,273,-5.9200
1975,9,1,2,133,-3.7559
1975,9,1,3,97,-3.1836
1975,9,1,4,104,-2.8934
1975,9,1,5,111,-2.7562
1975,9,2,1,96,-4.4777
1975,9,2,2,74,-2.4687
1975,9,2,3,71,-5.6088
1975,9,2,4,79,-3.5092
1975,9,2,5,96,-1.3002
1975,9,3,1,67,-7.6925
1975,9,3,2,116,-3.7819
1975,9,3,3,149,-2.8607
1975,9,3,4,138,-2.8880
1975,9,3,5,180,-3.5665
1975,10,1,1,285,0.4180
1975,10,1,2,132,1.4527
1975,10,1,3,108,2.1770
1975,10,1,4,107,1.5053
1975,10,1,5,120,2.7052
1975,10,2,1,97,2.5242
1975,10,2,2,83,2.2101
1975,10,2,3,71,3.3701
1975,10,2,4,85,3.2697
1975,10,2,5,93,4.1175
1975,10,3,1,68,7.9014
1975,10,3,2,116,7.0466
1975,10,3,3,146,5.3101
1975,10,3,4,145,5.5662
1975,10,3,5,186,7.2695
1975,11,1,1,212,1.8375
1975,11,1,2,103,3.4406
1975,11,1,3,83,4.0749
1975,11,1,4,92,3.6944
1975,11,1,5,77,6.0639
1975,11,2,1,88,2.6267
1975,11,2,2,60,4.2552
1975,11,2,3,54,3.0612
1975,11,2,4,73,3.3076
1975,11,2,5,66,3.4922
1975,11,3,1,60,3.8091
1975,11,3,2,89,4.7825
1975,11,3,3,117,2.2136
1975,11,3,4,111,1.6747
1975,11,3,5,154,3.5753
1975,12,1,1,218,-0.9226
1975,12,1,2,117,-2.0260
1975,12,1,3,88,-0.6830
1975,12,1,4,99,-2.0727
1975,12,1,5,81,-2.2018
1975,12,2,1,87,0.7595
1975,12,2,2,61,0.0362
1975,12,2,3,61,-0.4511
1975,12,2,4,75,-1.0676
1975,12,2,5,71,-1.9184
1975,12,3,1,65,2.2052
1975,12,3,2,89,-1.2201
1975,12,3,3,110,0.0505
1975,12,3,4,117,-0.0193
1975,12,3,5,156,-2.3644
1976,1,1,1,222,25.2027
1976,1,1,2,127,25.3389
1976,1,1,3,80,23.2930
1976,1,1,4,106,21.5871
1976,1,1,5,80,27.5999
1976,1,2,1,88,17.3113
1976,1,2,2,62,21.3165
1976,1,2,3,51,18.2827
1976,1,2,4,69,19.5460
1976,1,2,5,77,19.5959
1976,1,3,1,64,13.6039
1976,1,3,2,90,10.8816
1976,1,3,3,117,14.8669
1976,1,3,4,124,10.6062
1976,1,3,5,150,11.2587
1976,2,1,1,201,13.8963
1976,2,1,2,111,13.6684
1976,2,1,3,82,10.5890
1976,2,1,4,99,12.2342
1976,2,1,5,82,13.5471
1976,2,2,1,88,7.4180
1976,2,2,2,60,7.5743
1976,2,2,3,55,7.2315
1976,2,2,4,74,8.1836
1976,2,2,5,74,6.7091
1976,2,3,1,69,4.5144
1976,2,3,2,91,1.5657
1976,2,3,3,115,-0.2650
1976,2,3,4,121,-0.3749
1976,2,3,5,152,-1.1238
1976,3,1,1,220,0.7688
1976,3,1,2,114,2.0504
1976,3,1,3,109,-0.7172
1976,3,1,4,111,0.5890
1976,3,1,5,90,3.0409
1976,3,2,1,98,2.9039
1976,3,2,2,54,1.3129
1976,3,2,3,62,-0.4389
1976,3,2,4,78,0.9455
1976,3,2,5,67,2.1570
1976,3,3,1,70,0.9422
1976,3,3,2,102,1.6057
1976,3,3,3,119,4.5990
1976,3,3,4,115,2.9994
1976,3,3,5,156,2.9671
1976,4,1,1,219,-1.9395
1976,4,1,2,103,-1.3621
1976,4,1,3,118,-1.1408
1976,4,1,4,108,-2.6224
1976,4,1,5,89,-2.1993
1976,4,2,1,96,-1.3230
1976,4,2,2,66,-1.0851
1976,4,2,3,64,-1.7078
1976,4,2,4,73,0.3563
1976,4,2,5,66,-2.8418
1976,4,3,1,69,0.7651
1976,4,3,2,105,0.9570
1976,4,3,3,112,0.8247
1976,4,3,4,118,-0.9186
1976,4,3,5,152,-2.2421
1976,5,1,1,250,-2.4170
1976,5,1,2,142,-2.2314
1976,5,1,3,104,-1.0025
1976,5,1,4,122,-2.8631
1976,5,1,5,111,-3.8988
1976,5,2,1,109,-0.9138
1976,5,2,2,74,-2.0403
1976,5,2,3,81,-3.0409
1976,5,2,4,65,0.4506
1976,5,2,5,104,-1.0730
1976,5,3,1,79,0.3249
1976,5,3,2,118,-2.7059
1976,5,3,3,135,-0.4429
1976,5,3,4,155,-0.7028
1976,5,3,5,177,-0.1636
1976,6,1,1,292,3.7984
1976,6,1,2,175,3.4591
1976,6,1,3,119,1.6038
1976,6,1,4,134,4.6716
1976,6,1,5,121,3.8820
1976,6,2,1,116,4.9459
1976,6,2,2,83,4.8458
1976,6,2,3,88,5.9980
1976,6,2,4,77,3.6532
1976,6,2,5,120,2.7744
1976,6,3,1,79,5.7805
1976,6,3,2,127,4.0482
1976,6,3,3,136,5.6553
1976,6,3,4,161,3.4312
1976,6,3,5,185,4.6775
1976,7,1,1,307,0.5543
1976,7,1,2,174,-1.5555
1976,7,1,3,120,-1.1325
1976,7,1,4,135,1.9784
1976,7,1,5,132,0.6212
1976,7,2,1,118,0.2666
1976,7,2,2,89,0.0536
1976,7,2,3,93,0.4740
1976,7,2,4,75,-0.0993
1976,7,2,5,122,-0.1517
1976,7,3,1,70,-1.3254
1976,7,3,2,120,-0.1084
1976,7,3,3,144,-0.9741
1976,7,3,4,158,-0.7976
1976,7,3,5,192,-1.3104
1976,8,1,1,321,-3.4831
1976,8,1,2,156,-1.5817
1976,8,1,3,143,-0.6804
1976,8,1,4,119,-2.2592
1976,8,1,5,143,-1.8051
1976,8,2,1,109,-3.2071
1976,8,2,2,107,-1.5512
1976,8,2,3,81,-2.3305
1976,8,2,4,77,-1.2035
1976,8,2,5,127,-2.3771
1976,8,3,1,77,2.6985
1976,8,3,2,115,2.9042
1976,8,3,3,139,-0.4666
1976,8,3,4,157,-1.5820
1976,8,3,5,195,-0.3813
