year,month,rank_ME,rank_ROA_1,nstocks,ret_vw
1972,1,1,1,35,21.2999
1972,1,1,2,22,13.0951
1972,1,1,3,11,13.9031
1972,1,1,4,7,6.0648
1972,1,1,5,6,6.2051
1972,1,2,1,8,13.3731
1972,1,2,2,9,4.4943
1972,1,2,3,8,8.4131
1972,1,2,4,12,5.5339
1972,1,2,5,4,5.3686
1972,1,3,1,4,12.0607
1972,1,3,2,7,9.4125
1972,1,3,3,10,1.1025
1972,1,3,4,8,3.9361
1972,1,3,5,14,2.0249
1972,2,1,1,43,3.1543
1972,2,1,2,25,8.2949
1972,2,1,3,14,3.9881
1972,2,1,4,13,0.4552
1972,2,1,5,10,1.2232
1972,2,2,1,13,-0.5617
1972,2,2,2,12,0.7686
1972,2,2,3,9,7.0192
1972,2,2,4,14,5.2407
1972,2,2,5,9,4.1235
1972,2,3,1,7,-0.7180
1972,2,3,2,12,3.7453
1972,2,3,3,14,4.3781
1972,2,3,4,15,3.8687
1972,2,3,5,20,7.0765
1972,3,1,1,54,-4.3025
1972,3,1,2,28,0.3553
1972,3,1,3,20,-1.3402
1972,3,1,4,21,1.1128
1972,3,1,5,11,0.5634
1972,3,2,1,18,-2.8970
1972,3,2,2,11,-2.8568
1972,3,2,3,17,-0.3106
1972,3,2,4,15,-2.9101
1972,3,2,5,13,2.5883
1972,3,3,1,10,-0.1120
1972,3,3,2,18,-0.2670
1972,3,3,3,17,-2.4787
1972,3,3,4,21,3.4235
1972,3,3,5,26,0.2214
1972,4,1,1,69,2.0523
1972,4,1,2,29,2.7110
1972,4,1,3,24,1.0983
1972,4,1,4,23,-1.8939
1972,4,1,5,14,1.7748
1972,4,2,1,14,2.2259
1972,4,2,2,13,2.1342
1972,4,2,3,20,3.4503
1972,4,2,4,17,2.2787
1972,4,2,5,14,-0.9940
1972,4,3,1,12,3.0589
1972,4,3,2,21,-0.9454
1972,4,3,3,18,-0.2058
1972,4,3,4,23,-0.9325
1972,4,3,5,29,1.6051
1972,5,1,1,128,-3.4714
1972,5,1,2,62,-3.7870
1972,5,1,3,46,-1.0708
1972,5,1,4,32,1.1095
1972,5,1,5,37,-0.5286
1972,5,2,1,42,-3.6392
1972,5,2,2,37,-3.8357
1972,5,2,3,39,-1.7727
1972,5,2,4,40,0.4703
1972,5,2,5,36,-0.3508
1972,5,3,1,36,1.8521
1972,5,3,2,67,-1.4511
1972,5,3,3,80,1.5777
1972,5,3,4,84,2.9427
1972,5,3,5,99,3.2807
1972,6,1,1,158,-4.1670
1972,6,1,2,80,-3.3599
1972,6,1,3,71,-3.1411
1972,6,1,4,39,-4.6520
1972,6,1,5,49,-4.4606
1972,6,2,1,45,-5.3906
1972,6,2,2,40,-5.0661
1972,6,2,3,52,-2.1444
1972,6,2,4,49,-3.2072
1972,6,2,5,42,-2.5065
1972,6,3,1,42,-7.2294
1972,6,3,2,77,-4.9796
1972,6,3,3,85,-4.0368
1972,6,3,4,100,-2.0393
1972,6,3,5,118,0.2188
1972,7,1,1,162,-4.4769
1972,7,1,2,79,-2.6280
1972,7,1,3,72,-2.8679
1972,7,1,4,46,-3.7661
1972,7,1,5,50,-3.1245
1972,7,2,1,48,-4.8761
1972,7,2,2,41,-3.7564
1972,7,2,3,52,-2.3102
1972,7,2,4,46,-1.4849
1972,7,2,5,44,-3.2786
1972,7,3,1,41,-4.3713
1972,7,3,2,76,-1.4301
1972,7,3,3,82,-1.2958
1972,7,3,4,101,-1.4244
1972,7,3,5,120,1.9485
1972,8,1,1,158,2.3404
1972,8,1,2,80,-1.0821
1972,8,1,3,66,-0.3208
1972,8,1,4,48,-2.2774
1972,8,1,5,49,-0.8410
1972,8,2,1,47,3.2476
1972,8,2,2,41,3.4816
1972,8,2,3,44,-0.0249
1972,8,2,4,41,3.2543
1972,8,2,5,35,1.5599
1972,8,3,1,38,3.4269
1972,8,3,2,70,6.5455
1972,8,3,3,85,3.8132
1972,8,3,4,100,6.5529
1972,8,3,5,117,1.5547
1972,9,1,1,151,-5.2701
1972,9,1,2,84,-4.7273
1972,9,1,3,70,-5.3196
1972,9,1,4,46,-4.2395
1972,9,1,5,45,-3.4103
1972,9,2,1,49,-4.8908
1972,9,2,2,42,-2.8924
1972,9,2,3,44,-2.8287
1972,9,2,4,41,-1.7509
1972,9,2,5,40,-3.7319
1972,9,3,1,37,-5.8099
1972,9,3,2,66,-2.4637
1972,9,3,3,83,-1.0656
1972,9,3,4,97,-1.3427
1972,9,3,5,114,-0.0417
1972,10,1,1,143,-3.3054
1972,10,1,2,86,-2.4526
1972,10,1,3,71,-1.9974
1972,10,1,4,48,-2.9962
1972,10,1,5,51,-0.4706
1972,10,2,1,52,-1.5701
1972,10,2,2,40,-2.2968
1972,10,2,3,46,-2.2519
1972,10,2,4,43,-0.3389
1972,10,2,5,40,-1.9202
1972,10,3,1,36,-0.3591
1972,10,3,2,68,0.7549
1972,10,3,3,80,1.5525
1972,10,3,4,100,1.2582
1972,10,3,5,114,-0.0201
1972,11,1,1,49,5.1491
1972,11,1,2,35,4.9553
1972,11,1,3,29,4.5382
1972,11,1,4,25,3.1199
1972,11,1,5,9,1.7278
1972,11,2,1,19,9.5359
1972,11,2,2,16,7.4968
1972,11,2,3,13,7.3217
1972,11,2,4,20,2.7196
1972,11,2,5,16,3.2065
1972,11,3,1,4,13.8233
1972,11,3,2,12,10.0326
1972,11,3,3,19,3.5818
1972,11,3,4,18,6.0398
1972,11,3,5,29,3.3595
1972,12,1,1,58,-4.3948
1972,12,1,2,26,-4.5402
1972,12,1,3,38,-2.0751
1972,12,1,4,20,-0.4212
1972,12,1,5,12,-1.3468
1972,12,2,1,15,-5.1246
1972,12,2,2,19,-4.1755
1972,12,2,3,15,-4.5021
1972,12,2,4,17,-0.9315
1972,12,2,5,15,4.8384
1972,12,3,1,5,-2.6034
1972,12,3,2,13,-1.0854
1972,12,3,3,14,-2.5125
1972,12,3,4,20,2.0332
1972,12,3,5,30,0.0065
1973,1,1,1,67,-3.9707
1973,1,1,2,31,-3.7752
1973,1,1,3,36,-4.8533
1973,1,1,4,19,1.4914
1973,1,1,5,13,-6.7508
1973,1,2,1,12,-5.6587
1973,1,2,2,18,-8.0192
1973,1,2,3,15,-12.1582
1973,1,2,4,19,-1.6944
1973,1,2,5,17,-7.3458
1973,1,3,1,5,-14.6455
1973,1,3,2,15,-6.9010
1973,1,3,3,17,-4.4702
1973,1,3,4,20,-3.9134
1973,1,3,5,27,-3.5326
1973,2,1,1,76,-8.5650
1973,2,1,2,28,-11.4339
1973,2,1,3,37,-11.0031
1973,2,1,4,23,-8.0390
1973,2,1,5,16,-13.4753
1973,2,2,1,15,-8.0256
1973,2,2,2,16,-8.1036
1973,2,2,3,18,-10.8922
1973,2,2,4,17,-9.4587
1973,2,2,5,19,-7.5042
1973,2,3,1,8,-9.5339
1973,2,3,2,21,-7.9666
1973,2,3,3,16,-6.6783
1973,2,3,4,24,-5.5981
1973,2,3,5,31,-4.8220
1973,3,1,1,79,-4.7321
1973,3,1,2,28,-4.8550
1973,3,1,3,43,-0.5101
1973,3,1,4,24,-4.8191
1973,3,1,5,19,-2.7614
1973,3,2,1,16,-2.9881
1973,3,2,2,15,-6.5126
1973,3,2,3,16,-4.6548
1973,3,2,4,17,-6.0683
1973,3,2,5,22,-4.1746
1973,3,3,1,9,-1.0178
1973,3,3,2,22,-3.3755
1973,3,3,3,23,-1.4043
1973,3,3,4,26,-3.8895
1973,3,3,5,31,-4.3655
1973,4,1,1,88,-9.3573
1973,4,1,2,33,-9.7095
1973,4,1,3,34,-7.5025
1973,4,1,4,32,-6.9510
1973,4,1,5,20,-7.0066
1973,4,2,1,15,-10.6156
1973,4,2,2,17,-8.0481
1973,4,2,3,15,-6.5747
1973,4,2,4,16,-11.6832
1973,4,2,5,21,-7.2507
1973,4,3,1,10,-12.5246
1973,4,3,2,21,-7.4208
1973,4,3,3,25,-8.5148
1973,4,3,4,26,-7.7432
1973,4,3,5,35,-5.3340
1973,5,1,1,140,-10.2690
1973,5,1,2,78,-10.5599
1973,5,1,3,66,-9.2862
1973,5,1,4,65,-9.9818
1973,5,1,5,54,-10.5587
1973,5,2,1,54,-8.9786
1973,5,2,2,48,-8.5091
1973,5,2,3,51,-9.3907
1973,5,2,4,40,-6.6262
1973,5,2,5,51,-9.4397
1973,5,3,1,41,-6.9082
1973,5,3,2,72,-1.1655
1973,5,3,3,78,-1.3347
1973,5,3,4,101,-4.6010
1973,5,3,5,117,-0.3320
1973,6,1,1,199,-3.3437
1973,6,1,2,110,-4.4437
1973,6,1,3,96,-2.8346
1973,6,1,4,76,-6.2193
1973,6,1,5,76,-4.7680
1973,6,2,1,62,-4.0780
1973,6,2,2,52,-2.2134
1973,6,2,3,54,-6.2818
1973,6,2,4,46,-6.9609
1973,6,2,5,58,-1.9851
1973,6,3,1,44,-3.8138
1973,6,3,2,82,-2.6924
1973,6,3,3,90,-2.6664
1973,6,3,4,121,-1.5653
1973,6,3,5,136,0.2353
1973,7,1,1,216,11.9262
1973,7,1,2,105,14.9152
1973,7,1,3,100,14.0735
1973,7,1,4,78,16.4370
1973,7,1,5,80,16.0210
1973,7,2,1,65,12.2170
1973,7,2,2,57,11.4432
1973,7,2,3,54,13.3073
1973,7,2,4,45,14.6865
1973,7,2,5,63,17.0931
1973,7,3,1,44,7.7308
1973,7,3,2,80,8.8340
1973,7,3,3,89,6.9846
1973,7,3,4,121,5.0787
1973,7,3,5,135,3.5021
1973,8,1,1,213,-6.2846
1973,8,1,2,102,-6.9391
1973,8,1,3,94,-6.9148
1973,8,1,4,71,-5.7336
1973,8,1,5,82,-6.1062
1973,8,2,1,62,-5.7997
1973,8,2,2,55,-4.4233
1973,8,2,3,54,-2.2778
1973,8,2,4,41,-3.5881
1973,8,2,5,60,-3.2183
1973,8,3,1,38,-3.0649
1973,8,3,2,73,-2.3945
1973,8,3,3,88,-3.2236
1973,8,3,4,121,-2.5472
1973,8,3,5,133,-3.2528
1973,9,1,1,205,9.9640
1973,9,1,2,106,10.0799
1973,9,1,3,99,9.6480
1973,9,1,4,68,10.6472
1973,9,1,5,77,7.1059
1973,9,2,1,67,10.7149
1973,9,2,2,53,14.1791
1973,9,2,3,48,14.0004
1973,9,2,4,50,12.5885
1973,9,2,5,63,9.7791
1973,9,3,1,36,13.6291
1973,9,3,2,73,10.7972
1973,9,3,3,89,7.9211
1973,9,3,4,114,7.6489
1973,9,3,5,131,-0.2827
1973,10,1,1,201,0.9551
1973,10,1,2,104,1.2326
1973,10,1,3,103,-1.5441
1973,10,1,4,70,-0.4926
1973,10,1,5,84,-2.2674
1973,10,2,1,62,0.9616
1973,10,2,2,55,-1.9445
1973,10,2,3,51,0.3558
1973,10,2,4,52,-0.1665
1973,10,2,5,59,0.8326
1973,10,3,1,37,1.2930
1973,10,3,2,76,0.5276
1973,10,3,3,88,2.7572
1973,10,3,4,115,-0.4902
1973,10,3,5,132,0.3849
1973,11,1,1,73,-18.6608
1973,11,1,2,39,-23.4718
1973,11,1,3,45,-20.4496
1973,11,1,4,27,-24.3609
1973,11,1,5,35,-24.5522
1973,11,2,1,21,-19.2215
1973,11,2,2,20,-22.6769
1973,11,2,3,14,-23.8480
1973,11,2,4,23,-16.9685
1973,11,2,5,21,-28.3174
1973,11,3,1,6,-18.1094
1973,11,3,2,13,-15.5118
1973,11,3,3,20,-15.8181
1973,11,3,4,26,-17.5197
1973,11,3,5,25,-12.5484
1973,12,1,1,72,-10.0443
1973,12,1,2,38,-7.5694
1973,12,1,3,55,-5.0626
1973,12,1,4,32,-6.5125
1973,12,1,5,30,-4.9309
1973,12,2,1,18,-4.1845
1973,12,2,2,21,-1.9495
1973,12,2,3,15,-2.7659
1973,12,2,4,23,-4.3248
1973,12,2,5,24,4.9660
1973,12,3,1,5,-5.6405
1973,12,3,2,9,4.4225
1973,12,3,3,17,-0.5465
1973,12,3,4,26,-0.7285
1973,12,3,5,26,-0.8432
1974,1,1,1,78,25.6290
1974,1,1,2,51,15.2829
1974,1,1,3,53,15.8878
1974,1,1,4,28,18.5260
1974,1,1,5,27,7.5585
1974,1,2,1,17,12.3645
1974,1,2,2,15,12.9022
1974,1,2,3,17,14.3553
1974,1,2,4,24,5.6157
1974,1,2,5,25,10.2126
1974,1,3,1,3,20.8918
1974,1,3,2,13,-3.3931
1974,1,3,3,18,3.4818
1974,1,3,4,28,1.1427
1974,1,3,5,25,-1.2747
1974,2,1,1,87,-2.4927
1974,2,1,2,30,-1.5928
1974,2,1,3,43,-1.4466
1974,2,1,4,46,-0.2632
1974,2,1,5,40,-1.7783
1974,2,2,1,28,-2.6241
1974,2,2,2,12,0.2847
1974,2,2,3,19,0.1884
1974,2,2,4,23,-2.4521
1974,2,2,5,26,-2.6707
1974,2,3,1,27,-0.0389
1974,2,3,2,35,0.6666
1974,2,3,3,31,0.8390
1974,2,3,4,36,1.6862
1974,2,3,5,37,-0.4103
1974,3,1,1,95,0.1811
1974,3,1,2,35,3.0163
1974,3,1,3,32,-0.0118
1974,3,1,4,62,2.2366
1974,3,1,5,43,2.6515
1974,3,2,1,38,-2.0260
1974,3,2,2,18,-3.5885
1974,3,2,3,16,-3.0078
1974,3,2,4,23,0.4313
1974,3,2,5,33,-0.1271
1974,3,3,1,28,-3.6140
1974,3,3,2,43,-1.7951
1974,3,3,3,43,-3.9436
1974,3,3,4,45,-0.8540
1974,3,3,5,44,-1.3748
1974,4,1,1,104,-7.4934
1974,4,1,2,38,-6.1410
1974,4,1,3,32,-6.0401
1974,4,1,4,61,-4.7734
1974,4,1,5,46,-4.5679
1974,4,2,1,36,-7.5601
1974,4,2,2,20,-8.7896
1974,4,2,3,16,-8.5000
1974,4,2,4,23,-4.8159
1974,4,2,5,35,-5.9682
1974,4,3,1,26,-8.7432
1974,4,3,2,43,-10.2802
1974,4,3,3,44,-9.6192
1974,4,3,4,44,-6.1199
1974,4,3,5,48,-1.6933
1974,5,1,1,171,-8.4942
1974,5,1,2,81,-6.4041
1974,5,1,3,79,-7.7410
1974,5,1,4,78,-6.0255
1974,5,1,5,67,-7.6894
1974,5,2,1,82,-8.8750
1974,5,2,2,53,-8.8469
1974,5,2,3,59,-7.1388
1974,5,2,4,53,-5.0032
1974,5,2,5,67,-7.2167
1974,5,3,1,62,-2.3627
1974,5,3,2,109,-5.5571
1974,5,3,3,109,-6.2310
1974,5,3,4,115,-1.7828
1974,5,3,5,152,-2.6453
1974,6,1,1,229,-3.2062
1974,6,1,2,121,-1.8884
1974,6,1,3,96,-1.8499
1974,6,1,4,97,-1.5026
1974,6,1,5,81,-3.0132
1974,6,2,1,87,-4.6888
1974,6,2,2,68,-1.3182
1974,6,2,3,62,-0.4635
1974,6,2,4,64,-0.8545
1974,6,2,5,82,-1.5916
1974,6,3,1,68,-6.2638
1974,6,3,2,111,-4.7789
1974,6,3,3,134,-1.0149
1974,6,3,4,132,-0.2741
1974,6,3,5,175,-1.3096
1974,7,1,1,251,-5.2543
1974,7,1,2,121,-3.6744
1974,7,1,3,100,-5.4409
1974,7,1,4,94,-4.4476
1974,7,1,5,86,0.5890
1974,7,2,1,93,-4.9207
1974,7,2,2,71,-4.3830
1974,7,2,3,64,-2.7104
1974,7,2,4,65,-2.3816
1974,7,2,5,86,-3.9606
1974,7,3,1,63,-11.1958
1974,7,3,2,107,-5.9344
1974,7,3,3,133,-8.1545
1974,7,3,4,135,-6.1514
1974,7,3,5,175,-7.7612
1974,8,1,1,229,-9.4733
1974,8,1,2,109,-7.4457
1974,8,1,3,101,-8.4489
1974,8,1,4,98,-5.4975
1974,8,1,5,81,-7.9795
1974,8,2,1,85,-8.6346
1974,8,2,2,73,-7.1785
1974,8,2,3,66,-7.5693
1974,8,2,4,63,-7.4452
1974,8,2,5,85,-7.9561
1974,8,3,1,66,-5.4992
1974,8,3,2,98,-9.7568
1974,8,3,3,121,-9.6188
1974,8,3,4,133,-9.7925
1974,8,3,5,170,-8.3092
1974,9,1,1,239,-7.2275
1974,9,1,2,108,-10.1431
1974,9,1,3,99,-6.0149
1974,9,1,4,98,-6.3686
1974,9,1,5,79,-7.9135
1974,9,2,1,81,-8.9680
1974,9,2,2,68,-9.0750
1974,9,2,3,64,-6.8159
1974,9,2,4,62,-8.7898
1974,9,2,5,85,-12.6667
1974,9,3,1,69,-9.5545
1974,9,3,2,102,-6.4643
1974,9,3,3,117,-9.7201
1974,9,3,4,132,-12.6991
1974,9,3,5,170,-14.4835
1974,10,1,1,231,5.8293
1974,10,1,2,111,6.8284
1974,10,1,3,102,8.6175
1974,10,1,4,95,7.8020
1974,10,1,5,81,9.3157
1974,10,2,1,81,6.9819
1974,10,2,2,70,8.4351
1974,10,2,3,67,7.4695
1974,10,2,4,66,12.4812
1974,10,2,5,83,12.4016
1974,10,3,1,69,4.9977
1974,10,3,2,100,7.0789
1974,10,3,3,114,13.8886
1974,10,3,4,130,22.2977
1974,10,3,5,172,20.7859
1974,11,1,1,101,-9.2472
1974,11,1,2,30,-2.9105
1974,11,1,3,37,-5.5303
1974,11,1,4,37,-4.5877
1974,11,1,5,50,-3.9434
1974,11,2,1,32,-6.2063
1974,11,2,2,24,-0.6940
1974,11,2,3,20,-3.0197
1974,11,2,4,26,-7.4686
1974,11,2,5,31,-7.1817
1974,11,3,1,41,-0.5076
1974,11,3,2,33,-3.1259
1974,11,3,3,40,-4.3322
1974,11,3,4,37,-1.2193
1974,11,3,5,48,-2.6144
1974,12,1,1,98,-10.7696
1974,12,1,2,33,-13.2675
1974,12,1,3,38,-12.9867
1974,12,1,4,52,-5.8719
1974,12,1,5,35,-8.6360
1974,12,2,1,32,-6.3859
1974,12,2,2,24,-4.2362
1974,12,2,3,22,-1.2439
1974,12,2,4,20,-5.4730
1974,12,2,5,37,-7.5922
1974,12,3,1,41,-4.9627
1974,12,3,2,31,-2.1016
1974,12,3,3,36,-2.9065
1974,12,3,4,41,-2.4024
1974,12,3,5,44,-5.0351
1975,1,1,1,94,41.3412
1975,1,1,2,44,30.9797
1975,1,1,3,37,43.1532
1975,1,1,4,52,26.5214
1975,1,1,5,40,35.4439
1975,1,2,1,31,28.2589
1975,1,2,2,25,33.3089
1975,1,2,3,22,26.1570
1975,1,2,4,22,25.8806
1975,1,2,5,36,26.6743
1975,1,3,1,40,23.8980
1975,1,3,2,33,27.1920
1975,1,3,3,37,20.5650
1975,1,3,4,42,15.2831
1975,1,3,5,46,14.1415
1975,2,1,1,101,2.6069
1975,2,1,2,41,4.5641
1975,2,1,3,47,3.3721
1975,2,1,4,55,3.9346
1975,2,1,5,36,-0.3188
1975,2,2,1,31,1.9499
1975,2,2,2,26,-0.7060
1975,2,2,3,22,5.8323
1975,2,2,4,29,2.9336
1975,2,2,5,35,12.4184
1975,2,3,1,42,0.3569
1975,2,3,2,39,2.2191
1975,2,3,3,41,3.5912
1975,2,3,4,44,5.9812
