year,month,rank_ME,rank_Oq_1,nstocks,ret_vw
1987,10,3,3,95,-19.0960
1987,10,3,4,80,-18.5086
1987,10,3,5,35,-26.7597
1987,11,1,1,157,-3.4524
1987,11,1,2,134,-4.6437
1987,11,1,3,131,-7.1525
1987,11,1,4,230,-5.2259
1987,11,1,5,1067,-7.6818
1987,11,2,1,107,-5.0016
1987,11,2,2,71,-5.6544
1987,11,2,3,70,-4.0341
1987,11,2,4,88,-3.0624
1987,11,2,5,97,-4.1518
1987,11,3,1,131,-9.4385
1987,11,3,2,112,-7.7185
1987,11,3,3,87,-4.2224
1987,11,3,4,83,-3.5291
1987,11,3,5,39,-4.2072
1987,12,1,1,163,7.5397
1987,12,1,2,132,8.7487
1987,12,1,3,144,7.3580
1987,12,1,4,204,6.3908
1987,12,1,5,1076,3.3425
1987,12,2,1,104,14.1247
1987,12,2,2,73,13.0148
1987,12,2,3,70,13.8536
1987,12,2,4,85,7.2885
1987,12,2,5,103,5.2406
1987,12,3,1,129,9.1162
1987,12,3,2,105,8.1859
1987,12,3,3,95,5.4660
1987,12,3,4,80,4.0533
1987,12,3,5,40,4.8924
1988,1,1,1,161,3.6146
1988,1,1,2,138,4.5222
1988,1,1,3,140,3.4774
1988,1,1,4,205,7.2246
1988,1,1,5,1071,8.9108
1988,1,2,1,96,0.6400
1988,1,2,2,76,0.0496
1988,1,2,3,72,0.0734
1988,1,2,4,80,4.3977
1988,1,2,5,105,6.2595
1988,1,3,1,136,3.2797
1988,1,3,2,105,4.6155
1988,1,3,3,91,5.8138
1988,1,3,4,83,7.3510
1988,1,3,5,38,4.6876
1988,2,1,1,158,10.2372
1988,2,1,2,119,8.7903
1988,2,1,3,164,8.9239
1988,2,1,4,208,8.0471
1988,2,1,5,1092,6.4840
1988,2,2,1,100,11.6373
1988,2,2,2,75,12.0309
1988,2,2,3,75,8.6584
1988,2,2,4,78,11.1546
1988,2,2,5,105,7.4005
1988,2,3,1,131,5.3686
1988,2,3,2,101,5.7461
1988,2,3,3,94,2.2208
1988,2,3,4,74,2.7305
1988,2,3,5,36,2.7009
1988,3,1,1,152,5.5852
1988,3,1,2,122,4.2954
1988,3,1,3,155,6.9408
1988,3,1,4,210,5.8575
1988,3,1,5,1093,4.2296
1988,3,2,1,91,3.6895
1988,3,2,2,80,3.1255
1988,3,2,3,77,4.9125
1988,3,2,4,81,2.1100
1988,3,2,5,97,2.4571
1988,3,3,1,132,-2.9477
1988,3,3,2,108,-1.6687
1988,3,3,3,88,-2.8225
1988,3,3,4,76,-0.9014
1988,3,3,5,37,-1.0651
1988,4,1,1,150,3.0124
1988,4,1,2,123,1.0270
1988,4,1,3,151,1.9194
1988,4,1,4,212,1.4382
1988,4,1,5,1084,1.0578
1988,4,2,1,96,0.5202
1988,4,2,2,73,2.7960
1988,4,2,3,68,0.7010
1988,4,2,4,86,0.9587
1988,4,2,5,98,0.9926
1988,4,3,1,129,2.4570
1988,4,3,2,110,1.1743
1988,4,3,3,91,0.3372
1988,4,3,4,73,0.1415
1988,4,3,5,36,2.6173
1988,5,1,1,163,-1.6615
1988,5,1,2,131,-1.0586
1988,5,1,3,171,-2.2032
1988,5,1,4,228,-2.5439
1988,5,1,5,1137,-2.8766
1988,5,2,1,107,-2.4723
1988,5,2,2,68,-0.7490
1988,5,2,3,84,-1.2080
1988,5,2,4,102,0.1866
1988,5,2,5,106,-0.8172
1988,5,3,1,144,0.1602
1988,5,3,2,125,0.0014
1988,5,3,3,92,1.1522
1988,5,3,4,76,1.5787
1988,5,3,5,30,1.1543
1988,6,1,1,166,7.7675
1988,6,1,2,133,6.1562
1988,6,1,3,168,8.1717
1988,6,1,4,217,6.9743
1988,6,1,5,1129,4.6601
1988,6,2,1,106,7.8411
1988,6,2,2,77,7.8524
1988,6,2,3,86,8.3262
1988,6,2,4,93,6.0508
1988,6,2,5,113,7.5430
1988,6,3,1,143,5.1796
1988,6,3,2,122,3.5791
1988,6,3,3,92,4.2813
1988,6,3,4,77,4.7858
1988,6,3,5,29,5.9974
1988,7,1,1,173,0.9773
1988,7,1,2,121,-0.8463
1988,7,1,3,178,-0.5264
1988,7,1,4,214,0.4399
1988,7,1,5,1091,-0.6071
1988,7,2,1,98,-2.9842
1988,7,2,2,75,-2.7554
1988,7,2,3,86,-0.0493
1988,7,2,4,86,-0.1317
1988,7,2,5,117,-0.4856
1988,7,3,1,146,-0.9505
1988,7,3,2,124,-1.1186
1988,7,3,3,93,-0.3936
1988,7,3,4,77,-0.7498
1988,7,3,5,27,-1.9019
1988,8,1,1,177,-2.7676
1988,8,1,2,141,-1.4961
1988,8,1,3,142,-0.9040
1988,8,1,4,233,-0.6185
1988,8,1,5,1080,-3.2271
1988,8,2,1,101,-4.2255
1988,8,2,2,75,-4.2202
1988,8,2,3,80,-2.6090
1988,8,2,4,90,-0.2212
1988,8,2,5,106,-2.5670
1988,8,3,1,138,-4.3900
1988,8,3,2,118,-2.0615
1988,8,3,3,93,-1.1254
1988,8,3,4,71,-1.1316
1988,8,3,5,24,-0.8499
1988,9,1,1,182,3.1307
1988,9,1,2,135,1.7453
1988,9,1,3,141,2.8044
1988,9,1,4,227,3.0384
1988,9,1,5,1080,1.6830
1988,9,2,1,98,3.5081
1988,9,2,2,77,2.7398
1988,9,2,3,80,3.0027
1988,9,2,4,85,3.4877
1988,9,2,5,102,4.3449
1988,9,3,1,138,2.7814
1988,9,3,2,117,4.0711
1988,9,3,3,90,4.5258
1988,9,3,4,74,5.3981
1988,9,3,5,21,5.2594
1988,10,1,1,187,-1.9247
1988,10,1,2,139,-1.7879
1988,10,1,3,135,0.2938
1988,10,1,4,232,-2.2314
1988,10,1,5,1086,-2.6283
1988,10,2,1,93,-1.8388
1988,10,2,2,69,-1.1648
1988,10,2,3,82,-0.7825
1988,10,2,4,89,-1.3627
1988,10,2,5,103,0.2537
1988,10,3,1,134,0.9860
1988,10,3,2,118,3.4044
1988,10,3,3,92,2.7285
1988,10,3,4,69,3.2107
1988,10,3,5,22,3.1870
1988,11,1,1,189,-2.3888
1988,11,1,2,146,-3.5826
1988,11,1,3,148,-2.5377
1988,11,1,4,240,-3.7474
1988,11,1,5,1113,-4.8141
1988,11,2,1,98,-2.5083
1988,11,2,2,76,-4.1008
1988,11,2,3,77,-3.3331
1988,11,2,4,95,-2.2997
1988,11,2,5,105,-2.8872
1988,11,3,1,135,-1.4071
1988,11,3,2,119,-1.9456
1988,11,3,3,91,-0.8849
1988,11,3,4,72,-0.9671
1988,11,3,5,25,-1.1350
1988,12,1,1,182,5.3428
1988,12,1,2,157,5.9921
1988,12,1,3,155,5.0561
1988,12,1,4,237,3.5138
1988,12,1,5,1123,3.2210
1988,12,2,1,94,5.8736
1988,12,2,2,83,5.6014
1988,12,2,3,69,4.3215
1988,12,2,4,94,3.3127
1988,12,2,5,98,5.2747
1988,12,3,1,137,2.7252
1988,12,3,2,116,2.0492
1988,12,3,3,97,2.5481
1988,12,3,4,67,1.1168
1988,12,3,5,24,2.7015
1989,1,1,1,184,4.8774
1989,1,1,2,148,2.4750
1989,1,1,3,162,4.4093
1989,1,1,4,231,3.5920
1989,1,1,5,1113,5.8691
1989,1,2,1,95,5.0134
1989,1,2,2,82,4.5947
1989,1,2,3,70,6.3121
1989,1,2,4,91,6.2623
1989,1,2,5,95,4.8881
1989,1,3,1,134,7.5982
1989,1,3,2,115,6.6297
1989,1,3,3,96,4.9838
1989,1,3,4,70,4.0303
1989,1,3,5,27,6.1565
1989,2,1,1,187,0.7948
1989,2,1,2,139,-0.0950
1989,2,1,3,206,0.0858
1989,2,1,4,223,-0.0428
1989,2,1,5,1125,-0.0314
1989,2,2,1,102,0.3168
1989,2,2,2,79,0.6587
1989,2,2,3,91,1.5696
1989,2,2,4,79,-0.0585
1989,2,2,5,104,2.6166
1989,2,3,1,137,-2.9464
1989,2,3,2,116,-1.9257
1989,2,3,3,98,-0.7378
1989,2,3,4,71,-1.5956
1989,2,3,5,25,0.1780
1989,3,1,1,192,3.4295
1989,3,1,2,147,2.9943
1989,3,1,3,206,3.2273
1989,3,1,4,224,2.4557
1989,3,1,5,1112,2.0794
1989,3,2,1,105,1.1949
1989,3,2,2,74,0.2060
1989,3,2,3,91,3.4416
1989,3,2,4,83,1.3443
1989,3,2,5,99,2.4494
1989,3,3,1,135,2.2451
1989,3,3,2,120,3.0799
1989,3,3,3,94,1.8584
1989,3,3,4,76,2.4418
1989,3,3,5,23,1.0226
1989,4,1,1,194,5.2302
1989,4,1,2,143,1.6634
1989,4,1,3,209,3.6714
1989,4,1,4,220,2.3055
1989,4,1,5,1097,2.4401
1989,4,2,1,106,7.5170
1989,4,2,2,75,6.0921
1989,4,2,3,87,5.1494
1989,4,2,4,86,4.5560
1989,4,2,5,104,4.3418
1989,4,3,1,138,4.9309
1989,4,3,2,117,6.3311
1989,4,3,3,90,4.5391
1989,4,3,4,75,5.5043
1989,4,3,5,25,8.1063
1989,5,1,1,179,4.4838
1989,5,1,2,173,5.5649
1989,5,1,3,202,2.9097
1989,5,1,4,255,4.6655
1989,5,1,5,1176,2.6789
1989,5,2,1,118,5.5473
1989,5,2,2,74,4.4427
1989,5,2,3,90,4.2346
1989,5,2,4,100,4.8143
1989,5,2,5,109,3.1061
1989,5,3,1,152,3.0854
1989,5,3,2,124,3.9377
1989,5,3,3,99,5.4498
1989,5,3,4,78,5.1628
1989,5,3,5,38,6.4896
1989,6,1,1,177,-3.6092
1989,6,1,2,172,-2.8468
1989,6,1,3,212,-2.4215
1989,6,1,4,230,0.5854
1989,6,1,5,1188,-1.8858
1989,6,2,1,114,-3.9169
1989,6,2,2,74,-4.4875
1989,6,2,3,98,-3.1546
1989,6,2,4,92,0.5471
1989,6,2,5,109,-1.4024
1989,6,3,1,155,-2.0227
1989,6,3,2,122,-0.7362
1989,6,3,3,98,0.5619
1989,6,3,4,77,2.2735
1989,6,3,5,41,-1.6288
1989,7,1,1,181,5.3534
1989,7,1,2,180,2.5586
1989,7,1,3,198,3.5929
1989,7,1,4,223,1.0402
1989,7,1,5,1166,2.3778
1989,7,2,1,105,4.4078
1989,7,2,2,78,3.1574
1989,7,2,3,95,4.4531
1989,7,2,4,85,5.7809
1989,7,2,5,109,6.1193
1989,7,3,1,154,6.8021
1989,7,3,2,119,8.8892
1989,7,3,3,97,9.5727
1989,7,3,4,77,6.8134
1989,7,3,5,35,5.4501
1989,8,1,1,195,1.2726
1989,8,1,2,178,2.5252
1989,8,1,3,181,1.4937
1989,8,1,4,230,2.9625
1989,8,1,5,1151,0.8253
1989,8,2,1,118,2.7985
1989,8,2,2,79,1.9922
1989,8,2,3,92,4.4706
1989,8,2,4,78,2.6523
1989,8,2,5,114,1.6252
1989,8,3,1,139,3.9162
1989,8,3,2,115,1.3363
1989,8,3,3,98,1.4263
1989,8,3,4,79,0.8492
1989,8,3,5,27,5.3264
1989,9,1,1,182,0.5481
1989,9,1,2,184,2.1378
1989,9,1,3,170,-0.3760
1989,9,1,4,242,-0.3918
1989,9,1,5,1150,-0.2124
1989,9,2,1,123,1.0976
1989,9,2,2,72,4.1815
1989,9,2,3,90,-0.2767
1989,9,2,4,80,0.8931
1989,9,2,5,111,-1.0254
1989,9,3,1,133,-0.7048
1989,9,3,2,122,0.7798
1989,9,3,3,95,-0.0642
1989,9,3,4,76,-0.0391
1989,9,3,5,28,-2.2888
1989,10,1,1,182,-5.3111
1989,10,1,2,180,-3.0274
1989,10,1,3,167,-3.7143
1989,10,1,4,242,-5.8642
1989,10,1,5,1131,-6.9127
1989,10,2,1,121,-4.8916
1989,10,2,2,73,-6.1403
1989,10,2,3,89,-7.3195
1989,10,2,4,82,-5.3729
1989,10,2,5,111,-4.8942
1989,10,3,1,136,-1.8638
1989,10,3,2,122,-1.8034
1989,10,3,3,100,-1.7855
1989,10,3,4,75,-1.5958
1989,10,3,5,27,-7.5910
1989,11,1,1,205,-0.5112
1989,11,1,2,195,0.2022
1989,11,1,3,166,1.4673
1989,11,1,4,268,-0.3186
1989,11,1,5,1096,-1.1298
1989,11,2,1,136,-0.1291
1989,11,2,2,72,0.5105
1989,11,2,3,91,0.3948
1989,11,2,4,85,2.0946
1989,11,2,5,113,3.1011
1989,11,3,1,139,2.1899
1989,11,3,2,127,2.0610
1989,11,3,3,98,3.7343
1989,11,3,4,76,2.5082
1989,11,3,5,29,1.4097
1989,12,1,1,219,0.3115
1989,12,1,2,189,0.8501
1989,12,1,3,169,0.1218
1989,12,1,4,262,0.0167
1989,12,1,5,1091,-2.0693
1989,12,2,1,134,2.8153
1989,12,2,2,65,3.4780
1989,12,2,3,90,2.6434
1989,12,2,4,94,0.9568
1989,12,2,5,111,-0.2957
1989,12,3,1,140,2.0765
1989,12,3,2,123,4.7974
1989,12,3,3,106,3.6790
1989,12,3,4,73,2.5373
1989,12,3,5,27,2.3146
1990,1,1,1,214,-8.5808
1990,1,1,2,188,-7.4858
1990,1,1,3,170,-6.2211
1990,1,1,4,262,-7.5522
1990,1,1,5,1087,-7.0800
1990,1,2,1,136,-9.2314
1990,1,2,2,64,-9.8428
1990,1,2,3,97,-9.0520
1990,1,2,4,92,-6.1059
1990,1,2,5,113,-11.3211
1990,1,3,1,141,-4.2534
1990,1,3,2,125,-8.1759
1990,1,3,3,100,-7.5429
1990,1,3,4,79,-7.6053
1990,1,3,5,28,-10.2583
1990,2,1,1,219,2.5591
1990,2,1,2,169,4.1464
1990,2,1,3,167,2.8680
1990,2,1,4,285,3.0412
1990,2,1,5,1107,0.8445
1990,2,2,1,132,5.4839
1990,2,2,2,80,4.0603
1990,2,2,3,82,1.9089
1990,2,2,4,94,2.2645
1990,2,2,5,111,3.0545
1990,2,3,1,135,2.1571
1990,2,3,2,125,1.0922
1990,2,3,3,109,1.5000
1990,2,3,4,76,1.3751
1990,2,3,5,26,0.5613
1990,3,1,1,209,6.9070
1990,3,1,2,163,4.8464
1990,3,1,3,173,4.6213
1990,3,1,4,264,5.0731
1990,3,1,5,1121,1.8378
1990,3,2,1,127,5.7450
1990,3,2,2,84,5.6674
1990,3,2,3,83,5.6105
1990,3,2,4,96,3.5539
1990,3,2,5,111,2.6012
1990,3,3,1,139,3.0587
1990,3,3,2,125,3.0598
1990,3,3,3,111,2.1506
1990,3,3,4,71,0.6859
1990,3,3,5,25,1.5410
1990,4,1,1,206,-2.1152
1990,4,1,2,161,-1.0757
1990,4,1,3,160,-1.2143
1990,4,1,4,259,-3.3815
1990,4,1,5,1123,-2.9177
1990,4,2,1,125,-2.4083
1990,4,2,2,88,-2.8754
1990,4,2,3,80,-4.1732
1990,4,2,4,102,-3.7096
1990,4,2,5,115,-5.1235
1990,4,3,1,138,-0.9798
1990,4,3,2,125,-3.0384
1990,4,3,3,115,-3.3466
1990,4,3,4,66,-5.5844
1990,4,3,5,26,-6.0869
1990,5,1,1,215,6.4105
1990,5,1,2,173,6.9336
1990,5,1,3,143,5.4359
1990,5,1,4,288,5.9024
1990,5,1,5,1145,3.8630
1990,5,2,1,141,11.0450
1990,5,2,2,86,9.3731
1990,5,2,3,92,8.2898
1990,5,2,4,118,7.9050
1990,5,2,5,114,7.7448
1990,5,3,1,144,10.7846
1990,5,3,2,128,8.5651
1990,5,3,3,118,7.9839
1990,5,3,4,71,7.7332
1990,5,3,5,32,9.6822
1990,6,1,1,216,2.6114
1990,6,1,2,170,2.2021
1990,6,1,3,151,3.1354
1990,6,1,4,271,1.8321
1990,6,1,5,1145,0.2691
1990,6,2,1,141,0.8855
1990,6,2,2,99,1.6287
1990,6,2,3,79,-0.4518
1990,6,2,4,121,0.9156
1990,6,2,5,106,-1.0261
1990,6,3,1,149,-0.5066
1990,6,3,2,126,-1.2545
1990,6,3,3,121,-0.4766
1990,6,3,4,70,-1.5102
1990,6,3,5,35,-2.4983
1990,7,1,1,217,-5.7276
1990,7,1,2,176,-2.8446
1990,7,1,3,148,-3.4704
1990,7,1,4,273,-4.3017
1990,7,1,5,1110,-3.9956
1990,7,2,1,133,-5.5606
1990,7,2,2,91,-4.5459
1990,7,2,3,81,-1.7492
1990,7,2,4,115,-0.8626
1990,7,2,5,112,-3.7939
1990,7,3,1,146,-0.2558
1990,7,3,2,132,1.2706
1990,7,3,3,116,-0.4991
1990,7,3,4,71,-3.5964
1990,7,3,5,33,-5.4831
1990,8,1,1,219,-12.7914
1990,8,1,2,148,-11.5710
1990,8,1,3,160,-14.7735
1990,8,1,4,198,-14.4552
1990,8,1,5,1122,-13.4901
1990,8,2,1,136,-13.7119
1990,8,2,2,95,-15.2035
1990,8,2,3,70,-13.3087
1990,8,2,4,117,-10.7656
1990,8,2,5,123,-11.5373
1990,8,3,1,142,-9.1949
1990,8,3,2,135,-7.5239
1990,8,3,3,106,-7.8802
1990,8,3,4,78,-8.9175
1990,8,3,5,23,-13.8522
1990,9,1,1,221,-9.8932
1990,9,1,2,153,-5.7811
1990,9,1,3,159,-10.0202
1990,9,1,4,207,-8.3356
1990,9,1,5,1118,-9.2467
1990,9,2,1,132,-8.4299
1990,9,2,2,95,-10.6874
1990,9,2,3,67,-9.6631
1990,9,2,4,106,-4.5615
1990,9,2,5,120,-9.2558
1990,9,3,1,138,-3.5486
1990,9,3,2,133,-3.0400
1990,9,3,3,108,-1.9497
1990,9,3,4,81,-5.4321
1990,9,3,5,24,-12.7101
1990,10,1,1,218,-5.2142
1990,10,1,2,151,-7.1121
1990,10,1,3,164,-7.2473
1990,10,1,4,201,-6.9197
1990,10,1,5,1119,-7.4850
1990,10,2,1,128,-3.2562
1990,10,2,2,99,-4.2477
1990,10,2,3,68,-8.6111
1990,10,2,4,100,-5.4290
1990,10,2,5,123,-9.6915
1990,10,3,1,139,-1.5124
1990,10,3,2,131,1.2903
1990,10,3,3,104,3.9153
1990,10,3,4,84,-0.8620
1990,10,3,5,27,0.1858
1990,11,1,1,215,8.7066
1990,11,1,2,149,7.3223
1990,11,1,3,186,3.3142
1990,11,1,4,231,4.3710
1990,11,1,5,1094,3.1919
1990,11,2,1,137,10.9862
1990,11,2,2,88,9.3407
1990,11,2,3,85,7.2768
1990,11,2,4,92,6.0943
1990,11,2,5,116,9.3790
1990,11,3,1,147,7.4155
1990,11,3,2,126,5.6520
1990,11,3,3,103,4.3115
1990,11,3,4,84,4.7638
1990,11,3,5,33,10.0283
1990,12,1,1,213,3.4518
1990,12,1,2,149,4.4549
1990,12,1,3,176,3.4190
1990,12,1,4,223,-0.1705
1990,12,1,5,1106,-1.9071
1990,12,2,1,137,7.1873
1990,12,2,2,89,6.1630
1990,12,2,3,91,4.8277
1990,12,2,4,97,4.0244
1990,12,2,5,113,3.2607
1990,12,3,1,151,3.1320
1990,12,3,2,126,2.4836
1990,12,3,3,99,1.5409
1990,12,3,4,82,1.5101
1990,12,3,5,34,3.7955
1991,1,1,1,208,11.6504
1991,1,1,2,144,10.5231
1991,1,1,3,167,8.8061
1991,1,1,4,225,9.6195
1991,1,1,5,1094,10.8205
1991,1,2,1,141,9.9350
1991,1,2,2,93,10.6796
1991,1,2,3,92,9.1107
1991,1,2,4,104,5.8311
1991,1,2,5,120,5.7413
1991,1,3,1,150,5.5081
1991,1,3,2,125,3.0272
1991,1,3,3,103,1.6128
1991,1,3,4,81,2.4175
1991,1,3,5,32,1.9718
1991,2,1,1,201,11.7502
1991,2,1,2,159,12.9878
1991,2,1,3,164,12.6513
1991,2,1,4,234,12.8109
1991,2,1,5,1092,14.1371
1991,2,2,1,131,10.7322
1991,2,2,2,89,10.7142
1991,2,2,3,84,12.5589
1991,2,2,4,102,11.0598
1991,2,2,5,125,10.0324
1991,2,3,1,152,6.6245
1991,2,3,2,130,5.0323
1991,2,3,3,115,6.8875
1991,2,3,4,73,6.8289
1991,2,3,5,25,11.0311
1991,3,1,1,203,8.8273
1991,3,1,2,143,7.6419
1991,3,1,3,163,7.8205
1991,3,1,4,258,9.1762
1991,3,1,5,1067,8.2002
1991,3,2,1,129,5.0720
1991,3,2,2,92,6.1295
1991,3,2,3,76,6.1442
1991,3,2,4,106,3.8246
1991,3,2,5,125,5.7779
1991,3,3,1,154,2.8579
1991,3,3,2,130,1.9568
1991,3,3,3,117,2.4700
1991,3,3,4,75,1.1943
1991,3,3,5,25,1.4397
1991,4,1,1,197,1.7095
1991,4,1,2,151,1.6136
1991,4,1,3,170,0.7525
1991,4,1,4,237,-0.1383
1991,4,1,5,1077,1.3000
1991,4,2,1,129,0.9623
1991,4,2,2,89,0.3836
1991,4,2,3,82,-1.5273
1991,4,2,4,104,0.7447
1991,4,2,5,121,-0.9418
1991,4,3,1,153,-0.2387
1991,4,3,2,128,0.7311
1991,4,3,3,119,-0.5526
1991,4,3,4,74,1.0300
1991,4,3,5,26,3.3899
1991,5,1,1,199,2.3515
1991,5,1,2,158,3.5143
1991,5,1,3,177,4.2225
1991,5,1,4,277,4.4932
1991,5,1,5,1080,2.6114
1991,5,2,1,138,3.6632
1991,5,2,2,83,3.9115
1991,5,2,3,90,6.1022
1991,5,2,4,107,4.1245
1991,5,2,5,133,5.3242
1991,5,3,1,156,3.4998
1991,5,3,2,138,3.4491
1991,5,3,3,122,3.2887
1991,5,3,4,88,3.6595
1991,5,3,5,28,4.2761
1991,6,1,1,193,-6.4676
1991,6,1,2,172,-3.8019
1991,6,1,3,175,-4.9826
1991,6,1,4,279,-3.4199
1991,6,1,5,1067,-3.6553
1991,6,2,1,135,-7.2775
1991,6,2,2,85,-3.1135
1991,6,2,3,94,-4.3190
1991,6,2,4,111,-4.3457
1991,6,2,5,129,-6.1150
1991,6,3,1,156,-4.3484
1991,6,3,2,134,-3.5958
1991,6,3,3,120,-4.2220
1991,6,3,4,90,-5.3334
1991,6,3,5,28,-7.5254
1991,7,1,1,198,1.7102
1991,7,1,2,167,3.6552
1991,7,1,3,180,4.4406
1991,7,1,4,273,2.2930
1991,7,1,5,1060,2.4580
1991,7,2,1,133,4.6101
1991,7,2,2,83,4.0386
1991,7,2,3,91,1.9401
1991,7,2,4,102,3.9232
1991,7,2,5,122,4.9834
1991,7,3,1,148,4.7681
1991,7,3,2,136,5.1308
1991,7,3,3,119,4.6672
1991,7,3,4,93,3.6531
1991,7,3,5,30,3.7267
1991,8,1,1,193,4.5150
1991,8,1,2,173,3.5511
1991,8,1,3,150,0.7205
1991,8,1,4,271,2.0129
1991,8,1,5,1044,3.4281
1991,8,2,1,135,4.1803
1991,8,2,2,90,3.8538
1991,8,2,3,83,2.7110
1991,8,2,4,109,4.3670
1991,8,2,5,121,3.5525
1991,8,3,1,144,2.8439
1991,8,3,2,130,1.6312
1991,8,3,3,123,3.3037
1991,8,3,4,80,2.1896
1991,8,3,5,31,2.9128
1991,9,1,1,209,0.4459
1991,9,1,2,153,-0.8405
1991,9,1,3,164,-0.3652
1991,9,1,4,263,1.5534
1991,9,1,5,1031,2.4925
1991,9,2,1,134,-2.1240
1991,9,2,2,90,-0.4807
1991,9,2,3,82,1.1600
1991,9,2,4,112,1.0573
1991,9,2,5,124,2.7690
1991,9,3,1,143,-1.5381
1991,9,3,2,127,-1.4548
1991,9,3,3,122,-0.1798
1991,9,3,4,86,-1.4731
1991,9,3,5,32,-2.2985
1991,10,1,1,208,2.4073
1991,10,1,2,154,2.8578
1991,10,1,3,168,-0.4186
1991,10,1,4,256,2.0382
1991,10,1,5,1043,3.6371
1991,10,2,1,135,1.4037
1991,10,2,2,87,2.2605
1991,10,2,3,75,1.9079
1991,10,2,4,105,0.6625
1991,10,2,5,128,3.7288
1991,10,3,1,146,3.0262
1991,10,3,2,123,-0.0435
1991,10,3,3,121,0.7756
1991,10,3,4,86,2.4255
1991,10,3,5,34,2.2992
1991,11,1,1,211,-3.6966
1991,11,1,2,149,-2.4680
1991,11,1,3,205,-3.4145
1991,11,1,4,259,-4.1644
1991,11,1,5,1026,-1.7653
1991,11,2,1,143,-4.5581
1991,11,2,2,98,-5.2702
1991,11,2,3,82,-5.7680
1991,11,2,4,100,-4.5510
1991,11,2,5,142,-7.4962
1991,11,3,1,145,-2.2391
1991,11,3,2,130,-4.1852
1991,11,3,3,127,-1.5701
1991,11,3,4,76,-4.9751
1991,11,3,5,35,-7.6281
1991,12,1,1,211,8.1351
1991,12,1,2,153,4.7758
1991,12,1,3,200,5.7391
1991,12,1,4,242,2.6266
1991,12,1,5,1032,1.9223
1991,12,2,1,138,10.0839
1991,12,2,2,112,9.6201
1991,12,2,3,75,9.4037
1991,12,2,4,106,6.6100
1991,12,2,5,138,5.4760
1991,12,3,1,149,12.5624
1991,12,3,2,130,10.9048
1991,12,3,3,125,8.2833
1991,12,3,4,77,5.5650
1991,12,3,5,37,8.1212
1992,1,1,1,204,10.7156
1992,1,1,2,163,12.8119
1992,1,1,3,194,11.7180
1992,1,1,4,243,11.3251
1992,1,1,5,1013,15.7151
1992,1,2,1,145,7.9143
1992,1,2,2,100,5.1943
1992,1,2,3,80,6.8403
1992,1,2,4,97,6.9382
1992,1,2,5,145,8.0146
1992,1,3,1,155,-3.4385
1992,1,3,2,133,-0.5005
1992,1,3,3,123,-0.5309
1992,1,3,4,79,1.7691
1992,1,3,5,34,3.1216
1992,2,1,1,202,1.8972
1992,2,1,2,188,2.8541
1992,2,1,3,167,5.6556
1992,2,1,4,227,4.5438
1992,2,1,5,1026,4.4280
1992,2,2,1,156,1.9656
1992,2,2,2,97,1.5935
1992,2,2,3,89,3.3264
1992,2,2,4,97,3.4754
1992,2,2,5,160,0.5623
1992,2,3,1,156,1.1279
1992,2,3,2,130,-0.0182
1992,2,3,3,123,-0.4834
1992,2,3,4,85,2.2306
1992,2,3,5,27,-2.4402
1992,3,1,1,215,-3.2726
1992,3,1,2,181,-1.9549
1992,3,1,3,152,-1.3729
1992,3,1,4,237,-1.5027
1992,3,1,5,1024,-1.5884
1992,3,2,1,153,-5.7251
1992,3,2,2,97,-1.5987
1992,3,2,3,93,-2.9724
1992,3,2,4,88,-4.3108
1992,3,2,5,156,-5.7583
1992,3,3,1,159,-2.8713
1992,3,3,2,124,-2.2338
1992,3,3,3,123,-1.1270
1992,3,3,4,84,-2.9993
1992,3,3,5,27,-0.3689
1992,4,1,1,214,-5.9848
1992,4,1,2,186,-2.6260
1992,4,1,3,156,-3.6660
1992,4,1,4,246,-4.8403
1992,4,1,5,1010,-6.7764
1992,4,2,1,150,-4.5358
1992,4,2,2,89,-3.4045
1992,4,2,3,92,-3.3513
1992,4,2,4,84,-1.4338
1992,4,2,5,153,-4.1996
1992,4,3,1,152,1.0888
1992,4,3,2,126,4.4282
1992,4,3,3,124,4.8747
1992,4,3,4,89,2.5549
1992,4,3,5,27,-1.5915
1992,5,1,1,230,-0.3478
1992,5,1,2,173,1.6393
1992,5,1,3,184,-0.9820
1992,5,1,4,245,0.0282
1992,5,1,5,1050,0.4068
1992,5,2,1,147,0.3937
1992,5,2,2,99,-0.0935
1992,5,2,3,83,0.7076
1992,5,2,4,92,1.0466
1992,5,2,5,149,1.3699
1992,5,3,1,158,0.8666
1992,5,3,2,137,0.1413
1992,5,3,3,125,0.0464
1992,5,3,4,92,0.7783
1992,5,3,5,36,0.1932
1992,6,1,1,222,-6.6536
1992,6,1,2,171,-6.6773
1992,6,1,3,187,-4.2694
1992,6,1,4,243,-5.2705
1992,6,1,5,1011,-6.1086
1992,6,2,1,139,-5.6310
1992,6,2,2,108,-4.5721
1992,6,2,3,86,-5.2518
1992,6,2,4,96,-2.3360
1992,6,2,5,156,-3.9936
1992,6,3,1,162,-2.9880
1992,6,3,2,133,-2.1993
1992,6,3,3,126,-0.3245
1992,6,3,4,92,-3.5116
1992,6,3,5,34,-5.0187
1992,7,1,1,228,0.7827
1992,7,1,2,176,-0.0066
1992,7,1,3,189,4.7325
1992,7,1,4,249,2.1408
1992,7,1,5,947,2.5287
1992,7,2,1,138,3.2966
