year,month,rank_ME,rank_CTOq_12,nstocks,ret_vw
1972,8,2,2,52,4.9685
1972,8,2,3,66,1.9567
1972,8,2,4,88,2.4081
1972,8,2,5,90,-2.1647
1972,8,3,1,125,5.9154
1972,8,3,2,116,3.2539
1972,8,3,3,113,-0.2128
1972,8,3,4,98,1.7385
1972,8,3,5,97,4.6014
1972,9,1,1,94,-5.8219
1972,9,1,2,100,-2.5688
1972,9,1,3,116,-4.4247
1972,9,1,4,152,-3.4420
1972,9,1,5,176,-4.4817
1972,9,2,1,66,-1.7604
1972,9,2,2,53,-2.8261
1972,9,2,3,75,-2.7234
1972,9,2,4,90,-3.2383
1972,9,2,5,97,-1.8780
1972,9,3,1,128,-0.9269
1972,9,3,2,118,-1.3382
1972,9,3,3,118,-0.8108
1972,9,3,4,103,0.2145
1972,9,3,5,101,-1.8196
1972,10,1,1,98,-5.8608
1972,10,1,2,101,-3.4042
1972,10,1,3,120,-1.7699
1972,10,1,4,159,-2.4259
1972,10,1,5,186,-3.4890
1972,10,2,1,70,-0.0869
1972,10,2,2,55,-3.7595
1972,10,2,3,78,-0.9177
1972,10,2,4,93,-0.7474
1972,10,2,5,101,-1.8652
1972,10,3,1,129,2.6146
1972,10,3,2,121,-1.7773
1972,10,3,3,121,0.8259
1972,10,3,4,106,2.2013
1972,10,3,5,104,1.3191
1972,11,1,1,115,4.8128
1972,11,1,2,122,5.6744
1972,11,1,3,149,5.2341
1972,11,1,4,191,6.3512
1972,11,1,5,189,6.3975
1972,11,2,1,80,5.7141
1972,11,2,2,67,5.3475
1972,11,2,3,89,8.2368
1972,11,2,4,109,5.9710
1972,11,2,5,102,6.7451
1972,11,3,1,137,3.8141
1972,11,3,2,135,4.3116
1972,11,3,3,133,5.9157
1972,11,3,4,115,3.3211
1972,11,3,5,106,6.6195
1972,12,1,1,119,-4.3404
1972,12,1,2,127,-1.9899
1972,12,1,3,156,-1.6018
1972,12,1,4,193,-2.1898
1972,12,1,5,194,-3.3004
1972,12,2,1,80,-1.3854
1972,12,2,2,69,-0.4976
1972,12,2,3,90,-1.7031
1972,12,2,4,111,-1.9906
1972,12,2,5,105,-0.8761
1972,12,3,1,138,1.0476
1972,12,3,2,137,1.2046
1972,12,3,3,134,1.7140
1972,12,3,4,121,2.2377
1972,12,3,5,107,1.2205
1973,1,1,1,120,-1.0380
1973,1,1,2,131,-5.5038
1973,1,1,3,158,-2.3893
1973,1,1,4,194,-4.3926
1973,1,1,5,201,-5.8980
1973,1,2,1,81,-5.6960
1973,1,2,2,67,-5.4579
1973,1,2,3,89,-8.4550
1973,1,2,4,112,-8.2779
1973,1,2,5,107,-4.9615
1973,1,3,1,141,-2.4809
1973,1,3,2,136,-0.4871
1973,1,3,3,134,-4.5945
1973,1,3,4,123,-3.5648
1973,1,3,5,109,-4.2223
1973,2,1,1,121,-6.1569
1973,2,1,2,136,-9.3458
1973,2,1,3,161,-9.7387
1973,2,1,4,200,-8.2301
1973,2,1,5,207,-8.3287
1973,2,2,1,82,-7.8430
1973,2,2,2,69,-9.2306
1973,2,2,3,89,-9.0295
1973,2,2,4,113,-8.9899
1973,2,2,5,109,-8.3003
1973,2,3,1,140,-6.0941
1973,2,3,2,138,-3.9243
1973,2,3,3,136,-3.8939
1973,2,3,4,125,-3.7497
1973,2,3,5,111,-6.5601
1973,3,1,1,128,-3.3033
1973,3,1,2,140,-2.7762
1973,3,1,3,165,-3.1474
1973,3,1,4,202,-3.0189
1973,3,1,5,210,-2.9737
1973,3,2,1,85,-4.7743
1973,3,2,2,72,-2.5286
1973,3,2,3,90,-3.8698
1973,3,2,4,112,-3.3351
1973,3,2,5,108,-4.0139
1973,3,3,1,141,0.1183
1973,3,3,2,140,-1.3401
1973,3,3,3,138,-2.4068
1973,3,3,4,126,-2.7099
1973,3,3,5,112,-3.3404
1973,4,1,1,118,-6.4526
1973,4,1,2,134,-7.5959
1973,4,1,3,159,-8.0333
1973,4,1,4,193,-8.2904
1973,4,1,5,211,-7.3295
1973,4,2,1,84,-7.1382
1973,4,2,2,72,-8.6332
1973,4,2,3,87,-5.9650
1973,4,2,4,108,-5.6520
1973,4,2,5,105,-9.0259
1973,4,3,1,138,-6.1564
1973,4,3,2,130,-6.0686
1973,4,3,3,140,-6.0518
1973,4,3,4,126,-4.3537
1973,4,3,5,110,-7.9794
1973,5,1,1,132,-10.7400
1973,5,1,2,160,-8.6810
1973,5,1,3,189,-10.7048
1973,5,1,4,246,-10.9800
1973,5,1,5,263,-7.1559
1973,5,2,1,100,-10.3893
1973,5,2,2,87,-8.3049
1973,5,2,3,102,-10.2097
1973,5,2,4,139,-8.6823
1973,5,2,5,126,-7.6299
1973,5,3,1,152,-4.7374
1973,5,3,2,156,-3.0065
1973,5,3,3,168,-1.3327
1973,5,3,4,148,-1.5579
1973,5,3,5,120,-5.0709
1973,6,1,1,149,-3.1724
1973,6,1,2,179,-3.4344
1973,6,1,3,211,-3.3862
1973,6,1,4,272,-3.6658
1973,6,1,5,291,-4.3736
1973,6,2,1,107,-1.3056
1973,6,2,2,91,-3.8001
1973,6,2,3,108,-3.6127
1973,6,2,4,143,-4.7668
1973,6,2,5,125,-6.4160
1973,6,3,1,161,-0.5213
1973,6,3,2,158,-0.8902
1973,6,3,3,172,-3.1668
1973,6,3,4,149,-1.3857
1973,6,3,5,124,-4.8394
1973,7,1,1,151,12.3051
1973,7,1,2,182,14.5063
1973,7,1,3,211,18.0618
1973,7,1,4,277,15.2538
1973,7,1,5,298,12.6771
1973,7,2,1,104,11.2447
1973,7,2,2,91,13.6091
1973,7,2,3,111,16.5648
1973,7,2,4,138,12.7067
1973,7,2,5,126,14.0905
1973,7,3,1,163,8.6387
1973,7,3,2,160,7.2288
1973,7,3,3,174,10.7638
1973,7,3,4,148,8.1623
1973,7,3,5,123,8.8120
1973,8,1,1,154,-5.4857
1973,8,1,2,187,-5.0798
1973,8,1,3,213,-6.8208
1973,8,1,4,280,-7.3512
1973,8,1,5,299,-5.6858
1973,8,2,1,102,-5.4880
1973,8,2,2,91,-3.1395
1973,8,2,3,114,-5.0933
1973,8,2,4,138,-3.1474
1973,8,2,5,131,-1.2096
1973,8,3,1,164,-3.7266
1973,8,3,2,158,-2.9667
1973,8,3,3,173,-4.3062
1973,8,3,4,148,-5.1394
1973,8,3,5,122,-2.8843
1973,9,1,1,156,10.7354
1973,9,1,2,186,11.3202
1973,9,1,3,210,11.4732
1973,9,1,4,283,7.4507
1973,9,1,5,299,7.5215
1973,9,2,1,104,11.8855
1973,9,2,2,91,14.0670
1973,9,2,3,114,11.7251
1973,9,2,4,137,12.1700
1973,9,2,5,133,11.1072
1973,9,3,1,163,7.6860
1973,9,3,2,159,2.9154
1973,9,3,3,172,7.5730
1973,9,3,4,149,4.6325
1973,9,3,5,122,7.8591
1973,10,1,1,148,3.8584
1973,10,1,2,168,1.5191
1973,10,1,3,174,1.3446
1973,10,1,4,239,-1.4094
1973,10,1,5,279,-0.1342
1973,10,2,1,94,4.0567
1973,10,2,2,82,1.8229
1973,10,2,3,97,-1.2622
1973,10,2,4,125,-2.6974
1973,10,2,5,132,0.9239
1973,10,3,1,153,2.2955
1973,10,3,2,141,0.7950
1973,10,3,3,148,-0.1623
1973,10,3,4,133,-0.9221
1973,10,3,5,113,-3.5930
1973,11,1,1,162,-18.1237
1973,11,1,2,181,-22.6646
1973,11,1,3,195,-20.3822
1973,11,1,4,266,-20.8255
1973,11,1,5,279,-21.0358
1973,11,2,1,98,-18.0792
1973,11,2,2,94,-21.3990
1973,11,2,3,103,-20.8188
1973,11,2,4,129,-22.3410
1973,11,2,5,136,-20.1652
1973,11,3,1,157,-11.5871
1973,11,3,2,145,-14.3585
1973,11,3,3,153,-14.6834
1973,11,3,4,143,-13.1169
1973,11,3,5,112,-17.0005
1973,12,1,1,172,-3.4046
1973,12,1,2,185,-3.9290
1973,12,1,3,203,-5.8084
1973,12,1,4,274,-4.8586
1973,12,1,5,283,-3.4690
1973,12,2,1,98,-1.4549
1973,12,2,2,102,1.0766
1973,12,2,3,104,-3.0595
1973,12,2,4,134,-3.2863
1973,12,2,5,137,-1.6332
1973,12,3,1,158,3.0162
1973,12,3,2,145,1.3214
1973,12,3,3,155,-0.6857
1973,12,3,4,141,-2.8587
1973,12,3,5,114,-0.5387
1974,1,1,1,176,18.1234
1974,1,1,2,188,19.2244
1974,1,1,3,202,14.6197
1974,1,1,4,278,16.0080
1974,1,1,5,290,16.6037
1974,1,2,1,101,9.8558
1974,1,2,2,99,9.3182
1974,1,2,3,104,13.0473
1974,1,2,4,134,11.5622
1974,1,2,5,139,8.7823
1974,1,3,1,158,-3.6619
1974,1,3,2,145,0.6105
1974,1,3,3,156,-0.0473
1974,1,3,4,144,-0.0909
1974,1,3,5,113,5.7659
1974,2,1,1,178,-2.6456
1974,2,1,2,224,-0.2381
1974,2,1,3,217,-1.1063
1974,2,1,4,287,-0.8144
1974,2,1,5,304,-0.5902
1974,2,2,1,109,-0.4379
1974,2,2,2,112,-0.0562
1974,2,2,3,117,-0.7057
1974,2,2,4,136,0.9104
1974,2,2,5,142,1.4257
1974,2,3,1,216,0.5347
1974,2,3,2,162,0.9495
1974,2,3,3,162,0.1709
1974,2,3,4,146,-0.8225
1974,2,3,5,120,0.1721
1974,3,1,1,175,-0.5148
1974,3,1,2,235,-0.3532
1974,3,1,3,226,-0.3205
1974,3,1,4,306,2.6644
1974,3,1,5,314,1.9430
1974,3,2,1,114,-3.4199
1974,3,2,2,127,-1.9455
1974,3,2,3,126,-1.1753
1974,3,2,4,141,-0.9472
1974,3,2,5,143,0.4336
1974,3,3,1,236,-3.5516
1974,3,3,2,177,-2.0853
1974,3,3,3,173,-0.1882
1974,3,3,4,153,-0.5065
1974,3,3,5,122,-1.7295
1974,4,1,1,162,-8.1501
1974,4,1,2,234,-6.2858
1974,4,1,3,218,-4.9193
1974,4,1,4,312,-4.6541
1974,4,1,5,320,-5.1102
1974,4,2,1,112,-8.5723
1974,4,2,2,123,-5.3915
1974,4,2,3,128,-4.4478
1974,4,2,4,142,-3.8687
1974,4,2,5,144,-3.7474
1974,4,3,1,235,-6.5850
1974,4,3,2,177,-4.3445
1974,4,3,3,168,-2.9482
1974,4,3,4,155,-1.6170
1974,4,3,5,125,-2.6924
1974,5,1,1,176,-8.5767
1974,5,1,2,260,-7.4020
1974,5,1,3,247,-8.4873
1974,5,1,4,348,-7.7431
1974,5,1,5,359,-6.9781
1974,5,2,1,137,-8.8577
1974,5,2,2,145,-8.6144
1974,5,2,3,151,-7.9006
1974,5,2,4,166,-5.2525
1974,5,2,5,173,-7.1790
1974,5,3,1,264,-7.2024
1974,5,3,2,229,-2.6913
1974,5,3,3,215,-2.2388
1974,5,3,4,189,-0.0725
1974,5,3,5,148,-1.9853
1974,6,1,1,190,-2.7276
1974,6,1,2,274,-3.6302
1974,6,1,3,264,-3.2057
1974,6,1,4,370,-2.5722
1974,6,1,5,370,-2.8661
1974,6,2,1,153,-2.8384
1974,6,2,2,155,-1.3181
1974,6,2,3,157,-2.8241
1974,6,2,4,169,-1.8033
1974,6,2,5,179,-1.6620
1974,6,3,1,268,-4.0066
1974,6,3,2,238,-1.9562
1974,6,3,3,226,-2.3220
1974,6,3,4,192,-0.8690
1974,6,3,5,153,-2.1338
1974,7,1,1,191,-3.9726
1974,7,1,2,278,-2.0945
1974,7,1,3,268,-5.2581
1974,7,1,4,376,-4.2708
1974,7,1,5,369,-5.3945
1974,7,2,1,151,-2.1881
1974,7,2,2,153,-3.7012
1974,7,2,3,160,-4.6912
1974,7,2,4,166,-4.2674
1974,7,2,5,179,-5.0316
1974,7,3,1,266,-4.2072
1974,7,3,2,240,-8.5275
1974,7,3,3,228,-9.2657
1974,7,3,4,197,-8.1292
1974,7,3,5,155,-11.3659
1974,8,1,1,189,-7.2749
1974,8,1,2,278,-6.2513
1974,8,1,3,273,-6.4003
1974,8,1,4,375,-6.9325
1974,8,1,5,367,-7.2591
1974,8,2,1,151,-6.8145
1974,8,2,2,154,-7.4542
1974,8,2,3,163,-7.8242
1974,8,2,4,172,-7.6319
1974,8,2,5,179,-8.5033
1974,8,3,1,266,-8.6241
1974,8,3,2,237,-9.8773
1974,8,3,3,226,-10.2573
1974,8,3,4,197,-12.7833
1974,8,3,5,158,-9.8437
1974,9,1,1,188,-6.7047
1974,9,1,2,279,-8.7441
1974,9,1,3,274,-8.2829
1974,9,1,4,378,-7.1950
1974,9,1,5,373,-7.3106
1974,9,2,1,148,-6.4916
1974,9,2,2,153,-11.1744
1974,9,2,3,163,-10.6559
1974,9,2,4,170,-9.2768
1974,9,2,5,186,-8.3891
1974,9,3,1,267,-6.6045
1974,9,3,2,239,-12.9385
1974,9,3,3,227,-13.0587
1974,9,3,4,199,-11.8121
1974,9,3,5,158,-11.6174
1974,10,1,1,152,10.3355
1974,10,1,2,238,8.5768
1974,10,1,3,234,8.3526
1974,10,1,4,324,5.5472
1974,10,1,5,347,8.5038
1974,10,2,1,128,7.9127
1974,10,2,2,135,11.8370
1974,10,2,3,144,7.0948
1974,10,2,4,148,6.8769
1974,10,2,5,175,12.4958
1974,10,3,1,207,16.8248
1974,10,3,2,195,16.0312
1974,10,3,3,195,18.5697
1974,10,3,4,175,16.7154
1974,10,3,5,152,19.0670
1974,11,1,1,142,-5.7005
1974,11,1,2,237,-6.7726
1974,11,1,3,238,-5.9534
1974,11,1,4,322,-6.0643
1974,11,1,5,348,-5.1589
1974,11,2,1,129,-2.9772
1974,11,2,2,139,-5.1813
1974,11,2,3,145,-6.2360
1974,11,2,4,143,-5.8185
1974,11,2,5,177,-4.4974
1974,11,3,1,204,-0.7256
1974,11,3,2,205,-2.7265
1974,11,3,3,194,-4.6267
1974,11,3,4,170,-4.8001
1974,11,3,5,152,-2.6046
1974,12,1,1,135,-7.0375
1974,12,1,2,237,-7.7866
1974,12,1,3,248,-9.3322
1974,12,1,4,314,-10.6535
1974,12,1,5,348,-6.8016
1974,12,2,1,126,-4.3986
1974,12,2,2,135,-5.8934
1974,12,2,3,146,-6.9008
1974,12,2,4,145,-6.2864
1974,12,2,5,178,-5.4277
1974,12,3,1,205,-2.8897
1974,12,3,2,210,-2.9797
1974,12,3,3,199,-4.1210
1974,12,3,4,166,-1.3558
1974,12,3,5,152,-3.0609
1975,1,1,1,97,31.6761
1975,1,1,2,213,34.4506
1975,1,1,3,247,32.0535
1975,1,1,4,306,36.1348
1975,1,1,5,352,28.4838
1975,1,2,1,114,26.5362
1975,1,2,2,123,27.0364
1975,1,2,3,142,27.5721
1975,1,2,4,140,28.3708
1975,1,2,5,178,26.6920
1975,1,3,1,189,20.6594
1975,1,3,2,199,12.7072
1975,1,3,3,195,13.8717
1975,1,3,4,167,16.4144
1975,1,3,5,152,16.2493
1975,2,1,1,95,5.9957
1975,2,1,2,212,3.7477
1975,2,1,3,242,5.1705
1975,2,1,4,302,1.1282
1975,2,1,5,356,4.4058
1975,2,2,1,113,1.6080
1975,2,2,2,121,6.1790
1975,2,2,3,136,5.0060
1975,2,2,4,142,4.8099
1975,2,2,5,182,4.7401
1975,2,3,1,189,0.5528
1975,2,3,2,197,7.4099
1975,2,3,3,193,9.1146
1975,2,3,4,168,6.8574
1975,2,3,5,154,5.4515
1975,3,1,1,97,7.9957
1975,3,1,2,219,9.8392
1975,3,1,3,251,9.9505
1975,3,1,4,302,12.1667
1975,3,1,5,356,11.1875
1975,3,2,1,112,1.4543
1975,3,2,2,122,4.4973
1975,3,2,3,138,7.9848
1975,3,2,4,148,8.1930
1975,3,2,5,182,8.9923
1975,3,3,1,188,-1.1920
1975,3,3,2,200,2.3108
1975,3,3,3,195,5.3783
1975,3,3,4,170,2.9449
1975,3,3,5,153,5.5011
1975,4,1,1,97,1.6561
1975,4,1,2,214,6.5157
1975,4,1,3,254,5.0603
1975,4,1,4,297,4.5090
1975,4,1,5,361,2.8266
1975,4,2,1,114,1.5137
1975,4,2,2,119,4.2235
1975,4,2,3,135,5.9258
1975,4,2,4,146,4.2116
1975,4,2,5,184,4.8177
1975,4,3,1,189,1.0799
1975,4,3,2,197,2.8708
1975,4,3,3,195,7.0020
1975,4,3,4,170,4.7180
1975,4,3,5,150,3.2392
1975,5,1,1,104,3.5498
1975,5,1,2,238,6.6706
1975,5,1,3,288,8.6180
1975,5,1,4,343,10.1786
1975,5,1,5,388,7.4998
1975,5,2,1,134,5.5738
1975,5,2,2,143,8.7661
1975,5,2,3,153,9.2793
1975,5,2,4,171,7.9614
1975,5,2,5,202,5.8758
1975,5,3,1,196,6.9466
1975,5,3,2,220,6.2980
1975,5,3,3,225,5.0691
1975,5,3,4,208,5.7663
1975,5,3,5,178,5.4110
1975,6,1,1,117,9.8660
1975,6,1,2,251,10.2282
1975,6,1,3,311,8.8547
1975,6,1,4,362,9.7473
1975,6,1,5,392,9.0243
1975,6,2,1,136,6.9452
1975,6,2,2,149,6.0911
1975,6,2,3,157,7.9572
1975,6,2,4,180,8.3693
1975,6,2,5,209,6.0750
1975,6,3,1,197,9.8233
1975,6,3,2,224,4.4896
1975,6,3,3,226,5.9820
1975,6,3,4,211,5.9697
1975,6,3,5,180,4.9296
1975,7,1,1,115,-3.2678
1975,7,1,2,249,-3.2069
1975,7,1,3,318,-3.6232
1975,7,1,4,365,-4.2698
1975,7,1,5,396,0.2410
1975,7,2,1,134,-4.1951
1975,7,2,2,147,-5.1285
1975,7,2,3,164,-4.0917
1975,7,2,4,181,-3.9090
1975,7,2,5,209,-2.7697
1975,7,3,1,198,-5.4553
1975,7,3,2,227,-7.1251
1975,7,3,3,228,-8.0735
1975,7,3,4,213,-5.2844
1975,7,3,5,182,-6.6428
1975,8,1,1,117,-4.6318
1975,8,1,2,259,-6.5236
1975,8,1,3,339,-5.9119
1975,8,1,4,385,-7.3131
1975,8,1,5,403,-5.5283
1975,8,2,1,133,-2.3510
1975,8,2,2,147,-5.5826
1975,8,2,3,170,-6.0976
1975,8,2,4,187,-4.8525
1975,8,2,5,218,-3.5732
1975,8,3,1,203,-2.0462
1975,8,3,2,233,-2.5087
1975,8,3,3,245,-1.8127
1975,8,3,4,224,-1.3029
1975,8,3,5,187,-2.5397
1975,9,1,1,114,-3.8747
1975,9,1,2,260,-3.7361
1975,9,1,3,345,-3.0801
1975,9,1,4,395,-3.0200
1975,9,1,5,414,-3.0243
1975,9,2,1,135,-3.6415
1975,9,2,2,147,-3.3637
1975,9,2,3,172,-4.3055
1975,9,2,4,192,-2.2965
1975,9,2,5,222,-2.3324
1975,9,3,1,208,-2.4511
1975,9,3,2,237,-3.3283
1975,9,3,3,244,-3.4924
1975,9,3,4,230,-1.9516
1975,9,3,5,188,-2.7483
1975,10,1,1,106,2.8926
1975,10,1,2,236,0.8361
1975,10,1,3,329,1.1084
1975,10,1,4,347,3.0704
1975,10,1,5,387,3.4937
1975,10,2,1,129,2.8054
1975,10,2,2,135,1.5561
1975,10,2,3,151,2.6187
1975,10,2,4,179,2.7677
1975,10,2,5,199,6.3080
1975,10,3,1,203,6.9315
1975,10,3,2,219,5.4919
1975,10,3,3,206,6.7009
1975,10,3,4,215,6.8790
1975,10,3,5,178,8.3128
1975,11,1,1,109,0.4519
1975,11,1,2,250,1.3489
1975,11,1,3,326,3.4818
1975,11,1,4,354,2.8515
1975,11,1,5,401,4.9879
1975,11,2,1,139,2.2604
1975,11,2,2,149,3.1091
1975,11,2,3,159,4.2480
1975,11,2,4,183,2.9715
1975,11,2,5,202,4.2444
1975,11,3,1,207,3.6793
1975,11,3,2,236,2.9593
1975,11,3,3,226,3.8466
1975,11,3,4,220,2.3792
1975,11,3,5,185,2.7124
1975,12,1,1,121,-1.9582
1975,12,1,2,261,-1.6097
1975,12,1,3,332,-1.6681
1975,12,1,4,366,-1.3920
1975,12,1,5,406,-1.7090
1975,12,2,1,143,1.0584
1975,12,2,2,155,-0.5271
1975,12,2,3,162,-1.4773
1975,12,2,4,185,-0.7177
1975,12,2,5,210,-1.7065
1975,12,3,1,208,0.9033
1975,12,3,2,239,-0.4717
1975,12,3,3,233,-1.7460
1975,12,3,4,222,-1.1523
1975,12,3,5,187,-1.4036
1976,1,1,1,122,22.6642
1976,1,1,2,260,24.3124
1976,1,1,3,327,26.2777
1976,1,1,4,368,26.1483
1976,1,1,5,407,22.4998
1976,1,2,1,146,13.1413
1976,1,2,2,156,18.7689
1976,1,2,3,155,22.3849
1976,1,2,4,184,23.0772
1976,1,2,5,210,19.3894
1976,1,3,1,208,8.8367
1976,1,3,2,228,13.4175
1976,1,3,3,234,14.4454
1976,1,3,4,220,12.0746
1976,1,3,5,188,8.6576
1976,2,1,1,120,8.4527
1976,2,1,2,249,13.5776
1976,2,1,3,303,14.4414
1976,2,1,4,348,12.6448
1976,2,1,5,397,12.7382
1976,2,2,1,147,3.0870
1976,2,2,2,154,9.0430
1976,2,2,3,157,9.0646
1976,2,2,4,187,8.4891
1976,2,2,5,212,5.3461
1976,2,3,1,212,-0.4622
1976,2,3,2,229,-0.6014
1976,2,3,3,240,-0.5427
1976,2,3,4,223,0.5122
1976,2,3,5,191,0.2481
1976,3,1,1,137,-0.7041
1976,3,1,2,268,-0.1329
1976,3,1,3,341,0.8490
1976,3,1,4,381,1.9256
1976,3,1,5,422,1.8409
1976,3,2,1,151,1.0633
1976,3,2,2,160,1.5574
1976,3,2,3,165,1.8069
1976,3,2,4,197,0.2917
1976,3,2,5,216,1.9541
1976,3,3,1,213,1.7076
1976,3,3,2,232,2.7916
1976,3,3,3,255,2.3901
1976,3,3,4,228,4.4649
1976,3,3,5,195,2.2340
1976,4,1,1,132,-0.1988
1976,4,1,2,250,-2.8272
1976,4,1,3,324,-1.7185
1976,4,1,4,365,-2.1643
1976,4,1,5,402,-2.5898
1976,4,2,1,154,0.4540
1976,4,2,2,151,0.0753
1976,4,2,3,162,-1.0163
1976,4,2,4,195,-1.7166
1976,4,2,5,209,-1.8736
1976,4,3,1,212,0.8709
1976,4,3,2,214,-2.6090
1976,4,3,3,248,-0.4455
1976,4,3,4,227,0.4096
1976,4,3,5,195,-1.3347
1976,5,1,1,143,-1.6155
1976,5,1,2,273,-3.1512
1976,5,1,3,357,-2.3827
1976,5,1,4,402,-3.3411
1976,5,1,5,422,-4.3145
1976,5,2,1,156,0.5109
1976,5,2,2,162,-0.7623
1976,5,2,3,178,-2.2532
1976,5,2,4,207,-2.0412
1976,5,2,5,216,-3.5421
1976,5,3,1,219,-1.6244
1976,5,3,2,229,-0.8544
1976,5,3,3,270,-0.7638
1976,5,3,4,241,0.9118
1976,5,3,5,197,-2.2499
1976,6,1,1,151,5.2801
1976,6,1,2,286,5.8038
1976,6,1,3,365,3.2951
1976,6,1,4,411,3.7073
1976,6,1,5,431,2.9778
1976,6,2,1,162,4.8811
1976,6,2,2,164,5.1588
1976,6,2,3,182,5.1982
1976,6,2,4,214,6.0776
1976,6,2,5,216,3.3502
1976,6,3,1,216,4.1385
1976,6,3,2,229,4.0915
1976,6,3,3,267,4.1587
1976,6,3,4,246,5.0134
1976,6,3,5,191,3.9199
1976,7,1,1,148,1.4919
1976,7,1,2,280,0.7566
1976,7,1,3,343,-0.4898
1976,7,1,4,397,-0.1519
1976,7,1,5,427,-0.3347
1976,7,2,1,158,0.8806
1976,7,2,2,157,0.0405
1976,7,2,3,183,0.2390
1976,7,2,4,212,-0.5389
1976,7,2,5,207,-1.1067
1976,7,3,1,219,0.7572
1976,7,3,2,229,-1.6609
1976,7,3,3,260,-1.5978
1976,7,3,4,237,-0.6858
1976,7,3,5,179,-0.6566
1976,8,1,1,157,-1.4341
1976,8,1,2,279,-1.9637
1976,8,1,3,366,-3.4496
1976,8,1,4,412,-2.5458
1976,8,1,5,439,-2.7667
1976,8,2,1,165,-1.1289
1976,8,2,2,164,-1.8812
1976,8,2,3,196,-3.2070
1976,8,2,4,226,-2.3185
1976,8,2,5,207,-1.8142
1976,8,3,1,224,2.7034
1976,8,3,2,237,-0.3208
1976,8,3,3,269,-1.0703
1976,8,3,4,244,-0.8803
1976,8,3,5,178,0.9251
