year,month,rank_ME,rank_OLEq_1,nstocks,ret_vw
1972,6,3,5,53,-1.4851
1972,7,1,1,147,-4.7602
1972,7,1,2,93,-1.6838
1972,7,1,3,39,-4.4321
1972,7,1,4,74,-4.1301
1972,7,1,5,150,-5.6416
1972,7,2,1,47,-4.5160
1972,7,2,2,44,-2.2757
1972,7,2,3,45,-1.2979
1972,7,2,4,44,-0.5674
1972,7,2,5,64,-4.5016
1972,7,3,1,62,-4.3440
1972,7,3,2,67,1.1636
1972,7,3,3,78,-0.1521
1972,7,3,4,75,0.4326
1972,7,3,5,49,-3.4948
1972,8,1,1,110,0.9537
1972,8,1,2,67,3.7245
1972,8,1,3,103,1.6794
1972,8,1,4,156,1.0144
1972,8,1,5,204,-1.0221
1972,8,2,1,67,5.0187
1972,8,2,2,49,4.1681
1972,8,2,3,56,2.7039
1972,8,2,4,68,-0.1837
1972,8,2,5,83,0.1318
1972,8,3,1,108,8.7096
1972,8,3,2,130,4.9598
1972,8,3,3,116,2.0692
1972,8,3,4,93,0.5756
1972,8,3,5,67,3.6476
1972,9,1,1,115,-5.9929
1972,9,1,2,61,-4.2344
1972,9,1,3,123,-3.6484
1972,9,1,4,148,-4.1500
1972,9,1,5,231,-4.5588
1972,9,2,1,78,-2.0503
1972,9,2,2,53,-1.3225
1972,9,2,3,62,-3.0028
1972,9,2,4,65,-2.7718
1972,9,2,5,81,-2.8143
1972,9,3,1,110,-1.2961
1972,9,3,2,135,-0.4482
1972,9,3,3,115,-0.6303
1972,9,3,4,103,0.0966
1972,9,3,5,70,-1.4338
1972,10,1,1,116,-2.0107
1972,10,1,2,61,-0.7365
1972,10,1,3,129,-1.8040
1972,10,1,4,145,-1.4405
1972,10,1,5,233,-3.8269
1972,10,2,1,78,-1.7879
1972,10,2,2,52,1.3345
1972,10,2,3,64,-1.4671
1972,10,2,4,72,-0.5893
1972,10,2,5,79,-1.3857
1972,10,3,1,113,1.8664
1972,10,3,2,140,1.5597
1972,10,3,3,113,-0.9905
1972,10,3,4,100,1.1753
1972,10,3,5,70,1.2741
1972,11,1,1,174,5.8486
1972,11,1,2,39,2.5428
1972,11,1,3,127,3.9053
1972,11,1,4,144,5.3441
1972,11,1,5,243,5.1349
1972,11,2,1,82,4.7144
1972,11,2,2,52,7.0568
1972,11,2,3,59,6.2283
1972,11,2,4,68,6.9182
1972,11,2,5,80,7.3159
1972,11,3,1,105,6.5099
1972,11,3,2,143,7.6495
1972,11,3,3,118,1.9822
1972,11,3,4,106,3.9504
1972,11,3,5,71,5.9494
1972,12,1,1,174,-2.7792
1972,12,1,2,41,-1.3349
1972,12,1,3,128,-1.8145
1972,12,1,4,146,-0.9809
1972,12,1,5,249,-4.6397
1972,12,2,1,75,-0.5375
1972,12,2,2,59,-0.5351
1972,12,2,3,62,0.8327
1972,12,2,4,70,-1.4965
1972,12,2,5,76,-2.9119
1972,12,3,1,104,-0.0407
1972,12,3,2,142,-0.3242
1972,12,3,3,116,2.5412
1972,12,3,4,106,1.9791
1972,12,3,5,75,1.8152
1973,1,1,1,184,-2.2086
1973,1,1,2,43,-2.1338
1973,1,1,3,126,-4.0015
1973,1,1,4,143,-4.4765
1973,1,1,5,253,-5.6836
1973,1,2,1,76,-5.6182
1973,1,2,2,60,-1.8691
1973,1,2,3,56,-5.3709
1973,1,2,4,74,-9.1596
1973,1,2,5,78,-5.5983
1973,1,3,1,101,0.4802
1973,1,3,2,149,-2.5639
1973,1,3,3,122,0.0046
1973,1,3,4,108,-2.9834
1973,1,3,5,76,-5.1178
1973,2,1,1,159,-8.9352
1973,2,1,2,54,-8.5127
1973,2,1,3,148,-8.0307
1973,2,1,4,154,-8.5531
1973,2,1,5,239,-9.1944
1973,2,2,1,74,-8.1357
1973,2,2,2,50,-7.5097
1973,2,2,3,61,-5.9272
1973,2,2,4,78,-9.5083
1973,2,2,5,89,-7.8978
1973,2,3,1,110,-5.8175
1973,2,3,2,157,-4.3443
1973,2,3,3,122,-1.5989
1973,2,3,4,99,-3.7624
1973,2,3,5,72,-5.7512
1973,3,1,1,171,-1.3629
1973,3,1,2,55,-4.0505
1973,3,1,3,142,-2.3417
1973,3,1,4,162,-2.2227
1973,3,1,5,229,-3.8058
1973,3,2,1,79,-2.5509
1973,3,2,2,46,-1.5688
1973,3,2,3,62,-3.4554
1973,3,2,4,73,-5.2450
1973,3,2,5,92,-3.9807
1973,3,3,1,111,-0.1597
1973,3,3,2,160,0.5354
1973,3,3,3,125,0.3349
1973,3,3,4,101,-2.3430
1973,3,3,5,67,-3.3373
1973,4,1,1,174,-8.4461
1973,4,1,2,59,-8.2082
1973,4,1,3,141,-4.4007
1973,4,1,4,158,-8.1572
1973,4,1,5,228,-9.2705
1973,4,2,1,70,-7.6481
1973,4,2,2,49,-9.5030
1973,4,2,3,61,-5.6790
1973,4,2,4,80,-6.8934
1973,4,2,5,90,-7.8035
1973,4,3,1,114,-2.8168
1973,4,3,2,154,-2.3856
1973,4,3,3,128,-5.3502
1973,4,3,4,97,-4.5554
1973,4,3,5,70,-7.9888
1973,5,1,1,247,-10.9205
1973,5,1,2,140,-9.3795
1973,5,1,3,119,-9.4707
1973,5,1,4,76,-10.1449
1973,5,1,5,253,-10.7434
1973,5,2,1,88,-8.7389
1973,5,2,2,80,-8.5478
1973,5,2,3,74,-8.5233
1973,5,2,4,55,-7.3639
1973,5,2,5,95,-9.8690
1973,5,3,1,78,-1.8042
1973,5,3,2,125,0.4039
1973,5,3,3,142,-2.2623
1973,5,3,4,155,-1.9323
1973,5,3,5,78,-2.0786
1973,6,1,1,246,-3.7305
1973,6,1,2,149,-4.3362
1973,6,1,3,117,-4.1417
1973,6,1,4,63,-3.9045
1973,6,1,5,263,-4.5075
1973,6,2,1,76,-4.0905
1973,6,2,2,77,-3.3548
1973,6,2,3,70,-2.6587
1973,6,2,4,59,-4.6317
1973,6,2,5,91,-4.9973
1973,6,3,1,83,-4.9481
1973,6,3,2,121,-1.5260
1973,6,3,3,141,0.7391
1973,6,3,4,155,-1.0882
1973,6,3,5,79,-2.5475
1973,7,1,1,241,14.1016
1973,7,1,2,144,15.5058
1973,7,1,3,118,13.7361
1973,7,1,4,62,12.3364
1973,7,1,5,271,18.6083
1973,7,2,1,80,11.4522
1973,7,2,2,80,13.3992
1973,7,2,3,70,13.2896
1973,7,2,4,59,7.4649
1973,7,2,5,94,13.8330
1973,7,3,1,82,9.8173
1973,7,3,2,119,6.9273
1973,7,3,3,146,3.3398
1973,7,3,4,158,1.9661
1973,7,3,5,78,12.0766
1973,8,1,1,172,-6.7951
1973,8,1,2,63,-5.0200
1973,8,1,3,122,-6.1349
1973,8,1,4,199,-6.8950
1973,8,1,5,276,-7.0966
1973,8,2,1,88,-4.0868
1973,8,2,2,58,-3.1372
1973,8,2,3,75,-3.4863
1973,8,2,4,87,-3.0340
1973,8,2,5,96,-3.8283
1973,8,3,1,112,-3.3183
1973,8,3,2,168,-2.1341
1973,8,3,3,147,-3.8840
1973,8,3,4,103,-3.3250
1973,8,3,5,81,-2.9807
1973,9,1,1,169,10.9078
1973,9,1,2,61,15.6591
1973,9,1,3,138,8.5252
1973,9,1,4,185,9.3253
1973,9,1,5,282,9.3121
1973,9,2,1,94,12.3285
1973,9,2,2,54,12.0632
1973,9,2,3,86,11.2056
1973,9,2,4,77,10.5239
1973,9,2,5,109,11.5345
1973,9,3,1,120,9.9879
1973,9,3,2,171,7.8079
1973,9,3,3,140,-1.3783
1973,9,3,4,111,3.8772
1973,9,3,5,72,9.2020
1973,10,1,1,171,-0.3375
1973,10,1,2,57,3.6471
1973,10,1,3,140,-0.7758
1973,10,1,4,188,-1.4219
1973,10,1,5,282,-0.8217
1973,10,2,1,93,1.4798
1973,10,2,2,61,2.9828
1973,10,2,3,76,0.2867
1973,10,2,4,82,-2.4217
1973,10,2,5,108,-1.6323
1973,10,3,1,125,4.4273
1973,10,3,2,172,-1.4485
1973,10,3,3,143,2.1280
1973,10,3,4,109,-1.5192
1973,10,3,5,72,-2.5249
1973,11,1,1,208,-19.5736
1973,11,1,2,54,-17.6671
1973,11,1,3,130,-18.3463
1973,11,1,4,189,-20.6994
1973,11,1,5,274,-22.1854
1973,11,2,1,95,-19.4619
1973,11,2,2,63,-17.1694
1973,11,2,3,75,-16.4476
1973,11,2,4,74,-22.8689
1973,11,2,5,97,-18.5053
1973,11,3,1,118,-11.4938
1973,11,3,2,171,-11.0307
1973,11,3,3,136,-9.6688
1973,11,3,4,108,-13.5544
1973,11,3,5,73,-13.1489
1973,12,1,1,200,-7.2061
1973,12,1,2,54,-2.6608
1973,12,1,3,134,-4.1463
1973,12,1,4,183,-6.0338
1973,12,1,5,284,-5.5164
1973,12,2,1,92,-0.5620
1973,12,2,2,60,1.5724
1973,12,2,3,79,-1.1549
1973,12,2,4,78,-6.1947
1973,12,2,5,98,-1.2697
1973,12,3,1,115,6.1329
1973,12,3,2,168,5.1405
1973,12,3,3,140,-2.8904
1973,12,3,4,107,-2.8002
1973,12,3,5,75,1.6567
1974,1,1,1,201,19.3489
1974,1,1,2,53,18.9529
1974,1,1,3,134,14.3521
1974,1,1,4,177,18.3401
1974,1,1,5,287,20.5656
1974,1,2,1,94,14.2987
1974,1,2,2,61,10.3601
1974,1,2,3,84,8.5688
1974,1,2,4,76,11.2040
1974,1,2,5,101,13.2037
1974,1,3,1,114,-3.3474
1974,1,3,2,169,-1.0758
1974,1,3,3,142,-0.3054
1974,1,3,4,104,1.9114
1974,1,3,5,75,1.0819
1974,2,1,1,182,-2.3935
1974,2,1,2,51,-0.7389
1974,2,1,3,152,0.4617
1974,2,1,4,189,1.2197
1974,2,1,5,276,-0.1795
1974,2,2,1,86,-0.8757
1974,2,2,2,68,-0.1804
1974,2,2,3,70,-0.1045
1974,2,2,4,87,1.4008
1974,2,2,5,101,0.0578
1974,2,3,1,115,0.9300
1974,2,3,2,167,0.7893
1974,2,3,3,140,-0.5426
1974,2,3,4,99,-0.4827
1974,2,3,5,73,1.5075
1974,3,1,1,195,0.9187
1974,3,1,2,56,0.6656
1974,3,1,3,145,3.5749
1974,3,1,4,198,1.1280
1974,3,1,5,269,2.5259
1974,3,2,1,84,-0.3115
1974,3,2,2,61,-0.7170
1974,3,2,3,72,-2.4466
1974,3,2,4,87,1.7624
1974,3,2,5,96,-0.5908
1974,3,3,1,116,-2.1273
1974,3,3,2,168,-2.0715
1974,3,3,3,138,-1.2317
1974,3,3,4,97,-2.6433
1974,3,3,5,71,-4.2972
1974,4,1,1,199,-4.9643
1974,4,1,2,54,-4.8531
1974,4,1,3,136,-7.1682
1974,4,1,4,197,-4.6720
1974,4,1,5,265,-5.3996
1974,4,2,1,84,-7.6128
1974,4,2,2,63,-4.1947
1974,4,2,3,77,-5.9820
1974,4,2,4,89,-5.7380
1974,4,2,5,97,-5.0007
1974,4,3,1,111,-3.5853
1974,4,3,2,170,-4.9936
1974,4,3,3,137,-3.4053
1974,4,3,4,99,-2.1706
1974,4,3,5,73,-2.6789
1974,5,1,1,247,-6.1263
1974,5,1,2,168,-7.4278
1974,5,1,3,102,-8.0283
1974,5,1,4,101,-7.7882
1974,5,1,5,287,-8.6573
1974,5,2,1,98,-7.7962
1974,5,2,2,85,-8.0268
1974,5,2,3,81,-9.0264
1974,5,2,4,66,-6.9251
1974,5,2,5,100,-7.4025
1974,5,3,1,80,-6.0873
1974,5,3,2,138,0.2604
1974,5,3,3,155,-3.4115
1974,5,3,4,173,-4.5115
1974,5,3,5,81,1.3945
1974,6,1,1,252,-3.4078
1974,6,1,2,170,-2.4074
1974,6,1,3,98,-1.9497
1974,6,1,4,73,-2.5400
1974,6,1,5,305,-2.7374
1974,6,2,1,88,-2.8373
1974,6,2,2,85,-1.5998
1974,6,2,3,89,-1.1694
1974,6,2,4,68,-2.1282
1974,6,2,5,94,-2.8649
1974,6,3,1,84,-1.0694
1974,6,3,2,131,-1.8043
1974,6,3,3,153,-0.7455
1974,6,3,4,176,-1.7201
1974,6,3,5,83,-0.9588
1974,7,1,1,251,-4.8824
1974,7,1,2,174,-3.5379
1974,7,1,3,100,-3.3290
1974,7,1,4,73,-4.3025
1974,7,1,5,300,-5.4127
1974,7,2,1,91,-4.7557
1974,7,2,2,81,-3.9652
1974,7,2,3,88,-3.5985
1974,7,2,4,69,-2.9706
1974,7,2,5,93,-4.4922
1974,7,3,1,84,-9.4566
1974,7,3,2,132,-13.3978
1974,7,3,3,153,-8.0837
1974,7,3,4,173,-1.7449
1974,7,3,5,87,-8.0667
1974,8,1,1,187,-8.3897
1974,8,1,2,69,-8.2464
1974,8,1,3,129,-8.7550
1974,8,1,4,205,-7.3827
1974,8,1,5,279,-7.6602
1974,8,2,1,83,-8.4376
1974,8,2,2,66,-8.0256
1974,8,2,3,84,-6.4329
1974,8,2,4,90,-5.7059
1974,8,2,5,93,-6.8555
1974,8,3,1,122,-8.6028
1974,8,3,2,176,-8.1533
1974,8,3,3,141,-8.0692
1974,8,3,4,99,-9.9935
1974,8,3,5,84,-10.1175
1974,9,1,1,189,-8.7096
1974,9,1,2,59,-9.1773
1974,9,1,3,138,-7.4035
1974,9,1,4,194,-7.7113
1974,9,1,5,294,-7.1796
1974,9,2,1,84,-11.1070
1974,9,2,2,70,-10.6358
1974,9,2,3,81,-8.4313
1974,9,2,4,83,-8.7404
1974,9,2,5,91,-8.1983
1974,9,3,1,124,-9.6702
1974,9,3,2,177,-7.6658
1974,9,3,3,139,-14.3077
1974,9,3,4,104,-13.9128
1974,9,3,5,83,-13.3338
1974,10,1,1,185,6.0651
1974,10,1,2,57,12.9454
1974,10,1,3,136,10.8645
1974,10,1,4,197,7.4082
1974,10,1,5,286,8.9405
1974,10,2,1,77,8.7887
1974,10,2,2,69,14.0377
1974,10,2,3,86,9.7660
1974,10,2,4,87,6.7734
1974,10,2,5,95,10.7431
1974,10,3,1,131,11.3140
1974,10,3,2,178,17.1276
1974,10,3,3,135,19.0440
1974,10,3,4,99,17.7403
1974,10,3,5,83,17.8121
1974,11,1,1,224,-7.9561
1974,11,1,2,46,-3.0041
1974,11,1,3,130,-5.5188
1974,11,1,4,185,-5.5380
1974,11,1,5,261,-6.4388
1974,11,2,1,81,-4.6390
1974,11,2,2,72,-4.5018
1974,11,2,3,83,-3.8656
1974,11,2,4,85,-5.1446
1974,11,2,5,92,-4.0001
1974,11,3,1,123,-4.6427
1974,11,3,2,173,-4.2031
1974,11,3,3,135,-5.2137
1974,11,3,4,100,-2.0846
1974,11,3,5,80,-3.2391
1974,12,1,1,213,-10.6066
1974,12,1,2,45,-8.0840
1974,12,1,3,127,-8.1957
1974,12,1,4,186,-8.8017
1974,12,1,5,257,-9.6590
1974,12,2,1,83,-6.8700
1974,12,2,2,78,-7.0871
1974,12,2,3,77,-6.7311
1974,12,2,4,92,-4.5419
1974,12,2,5,95,-6.3838
1974,12,3,1,119,-1.9158
1974,12,3,2,171,-0.6779
1974,12,3,3,142,-3.1310
1974,12,3,4,93,-2.6499
1974,12,3,5,84,-4.2741
1975,1,1,1,215,35.6573
1975,1,1,2,47,29.1619
1975,1,1,3,131,35.2232
1975,1,1,4,187,35.3317
1975,1,1,5,251,37.8844
1975,1,2,1,81,27.6117
1975,1,2,2,81,27.5524
1975,1,2,3,75,29.6353
1975,1,2,4,89,25.5974
1975,1,2,5,98,26.8126
1975,1,3,1,117,18.1775
1975,1,3,2,166,9.9448
1975,1,3,3,143,11.1153
1975,1,3,4,95,17.2702
1975,1,3,5,82,16.7546
1975,2,1,1,193,4.1206
1975,2,1,2,46,4.8044
1975,2,1,3,160,5.0112
1975,2,1,4,187,1.6578
1975,2,1,5,260,3.8400
1975,2,2,1,85,2.6902
1975,2,2,2,75,6.2546
1975,2,2,3,74,5.8224
1975,2,2,4,84,5.1972
1975,2,2,5,96,5.9854
1975,2,3,1,107,4.0302
1975,2,3,2,177,3.8695
1975,2,3,3,137,9.9548
1975,2,3,4,93,6.3577
1975,2,3,5,75,6.7228
1975,3,1,1,207,10.0273
1975,3,1,2,53,8.9418
1975,3,1,3,160,8.9857
1975,3,1,4,184,12.0612
1975,3,1,5,251,13.6702
1975,3,2,1,88,6.2991
1975,3,2,2,69,4.0054
1975,3,2,3,68,6.5668
1975,3,2,4,90,8.9829
1975,3,2,5,95,7.6695
1975,3,3,1,109,6.1759
1975,3,3,2,180,0.5241
1975,3,3,3,141,0.3145
1975,3,3,4,93,7.0103
1975,3,3,5,72,7.6825
1975,4,1,1,218,1.7840
1975,4,1,2,56,3.5116
1975,4,1,3,154,6.7405
1975,4,1,4,184,6.8595
1975,4,1,5,252,2.2732
1975,4,2,1,82,4.5041
1975,4,2,2,66,6.7632
1975,4,2,3,71,3.5268
1975,4,2,4,81,4.2902
1975,4,2,5,101,4.6814
1975,4,3,1,107,6.0564
1975,4,3,2,182,5.7212
1975,4,3,3,136,3.8132
1975,4,3,4,100,5.8771
1975,4,3,5,70,4.9012
1975,5,1,1,258,8.0100
1975,5,1,2,160,7.0486
1975,5,1,3,138,5.3339
1975,5,1,4,80,6.9981
1975,5,1,5,290,8.8600
1975,5,2,1,101,8.3453
1975,5,2,2,86,7.0479
1975,5,2,3,83,10.1149
1975,5,2,4,63,8.5742
1975,5,2,5,101,6.5042
1975,5,3,1,80,5.6934
1975,5,3,2,147,5.5044
1975,5,3,3,148,2.9210
1975,5,3,4,184,7.4651
1975,5,3,5,82,3.7797
1975,6,1,1,263,9.1438
1975,6,1,2,158,8.4190
1975,6,1,3,148,8.7580
1975,6,1,4,64,10.5723
1975,6,1,5,291,12.5734
1975,6,2,1,100,7.8284
1975,6,2,2,90,7.3003
1975,6,2,3,80,6.3136
1975,6,2,4,62,5.2593
1975,6,2,5,109,7.0778
1975,6,3,1,80,8.1985
1975,6,3,2,135,4.2398
1975,6,3,3,152,2.5822
1975,6,3,4,189,7.0752
1975,6,3,5,85,5.4801
1975,7,1,1,251,-1.0854
1975,7,1,2,165,-2.2845
1975,7,1,3,150,-0.8906
1975,7,1,4,70,-0.0658
1975,7,1,5,290,-1.5471
1975,7,2,1,104,-2.7296
1975,7,2,2,90,-2.2727
1975,7,2,3,80,-4.6627
1975,7,2,4,65,-3.4039
1975,7,2,5,105,-4.1209
1975,7,3,1,80,-6.9430
1975,7,3,2,131,-9.9264
1975,7,3,3,154,-6.8392
1975,7,3,4,189,-3.5950
1975,7,3,5,87,-6.6227
1975,8,1,1,253,-7.1128
1975,8,1,2,124,-5.8319
1975,8,1,3,104,-5.6944
1975,8,1,4,188,-6.4331
1975,8,1,5,274,-6.7851
1975,8,2,1,95,-5.8319
1975,8,2,2,81,-5.8991
1975,8,2,3,82,-1.5975
1975,8,2,4,84,-3.5293
1975,8,2,5,114,-5.0950
1975,8,3,1,92,-0.4444
1975,8,3,2,154,-1.2981
1975,8,3,3,183,-1.0252
1975,8,3,4,131,-3.2664
1975,8,3,5,84,-2.7576
1975,9,1,1,280,-3.8988
1975,9,1,2,120,-6.2388
1975,9,1,3,100,-1.7329
1975,9,1,4,182,-3.0587
1975,9,1,5,268,-3.8753
1975,9,2,1,88,-3.4712
1975,9,2,2,88,-3.6748
1975,9,2,3,84,-2.7560
1975,9,2,4,88,-3.1294
1975,9,2,5,107,-2.3517
1975,9,3,1,93,-5.9385
1975,9,3,2,151,-3.2752
1975,9,3,3,186,-2.2909
1975,9,3,4,128,-4.5430
1975,9,3,5,87,-2.2139
1975,10,1,1,277,0.9629
1975,10,1,2,121,0.9962
1975,10,1,3,102,1.0450
1975,10,1,4,176,0.7322
1975,10,1,5,276,2.0505
1975,10,2,1,98,2.8478
1975,10,2,2,80,2.6129
1975,10,2,3,90,3.7950
1975,10,2,4,89,3.2379
1975,10,2,5,100,3.0170
1975,10,3,1,92,7.5862
1975,10,3,2,156,5.4814
1975,10,3,3,179,5.1165
1975,10,3,4,132,9.3846
1975,10,3,5,87,7.4645
1975,11,1,1,304,2.8598
1975,11,1,2,137,2.9625
1975,11,1,3,96,0.9181
1975,11,1,4,157,3.3866
1975,11,1,5,263,2.5395
1975,11,2,1,93,5.3575
1975,11,2,2,84,2.7338
1975,11,2,3,79,2.8698
1975,11,2,4,79,3.2501
1975,11,2,5,110,1.3125
1975,11,3,1,92,4.0721
1975,11,3,2,140,3.9815
1975,11,3,3,178,0.6832
1975,11,3,4,141,4.2756
1975,11,3,5,87,3.0486
1975,12,1,1,292,-1.4336
1975,12,1,2,146,-2.0653
1975,12,1,3,104,-1.0004
1975,12,1,4,149,-3.5771
1975,12,1,5,262,-0.6926
1975,12,2,1,91,-0.4716
1975,12,2,2,87,-2.3517
1975,12,2,3,81,0.2745
1975,12,2,4,78,-0.2177
1975,12,2,5,108,-2.0359
1975,12,3,1,89,-1.1287
1975,12,3,2,133,-1.1721
1975,12,3,3,183,-0.0762
1975,12,3,4,141,-1.8276
1975,12,3,5,90,-2.2965
1976,1,1,1,292,23.8057
1976,1,1,2,151,24.4954
1976,1,1,3,106,23.8337
1976,1,1,4,146,24.0443
1976,1,1,5,256,27.7454
1976,1,2,1,91,22.7213
1976,1,2,2,94,19.5443
1976,1,2,3,75,18.3540
1976,1,2,4,79,15.8765
1976,1,2,5,105,21.7562
1976,1,3,1,90,11.7682
1976,1,3,2,125,12.8211
1976,1,3,3,189,11.5744
1976,1,3,4,146,11.8787
1976,1,3,5,89,12.3350
1976,2,1,1,267,14.6999
1976,2,1,2,159,10.1946
1976,2,1,3,114,12.4136
1976,2,1,4,117,11.7171
1976,2,1,5,236,14.1496
1976,2,2,1,90,8.2113
1976,2,2,2,96,9.3776
1976,2,2,3,93,6.9223
1976,2,2,4,73,6.5829
1976,2,2,5,106,7.7040
1976,2,3,1,88,2.9372
1976,2,3,2,121,1.7037
1976,2,3,3,171,-1.3408
1976,2,3,4,167,-2.8430
1976,2,3,5,84,-0.3148
1976,3,1,1,290,1.2011
1976,3,1,2,171,2.0576
1976,3,1,3,130,1.7568
1976,3,1,4,137,-1.8730
1976,3,1,5,237,1.8906
1976,3,2,1,89,2.8799
1976,3,2,2,86,1.3109
1976,3,2,3,91,0.4890
1976,3,2,4,82,1.0145
1976,3,2,5,106,1.5546
1976,3,3,1,93,2.7732
1976,3,3,2,126,2.4288
1976,3,3,3,161,4.2157
1976,3,3,4,166,2.7988
1976,3,3,5,84,1.4980
1976,4,1,1,290,-2.6710
1976,4,1,2,165,-2.3957
1976,4,1,3,131,-2.1137
1976,4,1,4,126,-1.2960
1976,4,1,5,229,-2.4520
1976,4,2,1,94,-1.6897
1976,4,2,2,84,-0.8257
1976,4,2,3,96,-1.0188
1976,4,2,4,81,0.0288
1976,4,2,5,97,-2.5921
1976,4,3,1,83,0.1031
1976,4,3,2,126,-0.7139
1976,4,3,3,161,-0.4883
1976,4,3,4,164,-2.0060
1976,4,3,5,92,-0.0258
1976,5,1,1,256,-3.1411
1976,5,1,2,255,-2.2410
1976,5,1,3,167,-1.8347
1976,5,1,4,134,-3.0730
1976,5,1,5,178,-3.8715
1976,5,2,1,102,-2.9972
1976,5,2,2,99,-0.9582
1976,5,2,3,80,-2.1585
1976,5,2,4,99,0.7433
1976,5,2,5,97,-1.5969
1976,5,3,1,115,-1.4336
1976,5,3,2,114,-0.7857
1976,5,3,3,124,-2.1784
1976,5,3,4,163,0.3264
1976,5,3,5,144,-0.7289
1976,6,1,1,247,3.5128
1976,6,1,2,259,4.2770
1976,6,1,3,176,2.9095
1976,6,1,4,143,4.6681
1976,6,1,5,163,2.2454
1976,6,2,1,98,4.8362
1976,6,2,2,98,3.8983
1976,6,2,3,94,4.4642
1976,6,2,4,91,4.5994
1976,6,2,5,95,4.1069
1976,6,3,1,110,5.9554
1976,6,3,2,114,5.0803
1976,6,3,3,120,4.8957
1976,6,3,4,162,3.3730
1976,6,3,5,155,3.9416
1976,7,1,1,241,0.1935
1976,7,1,2,263,-0.4254
1976,7,1,3,180,-0.2282
1976,7,1,4,143,-0.6854
1976,7,1,5,160,-0.2180
1976,7,2,1,107,0.1018
1976,7,2,2,99,-0.8183
1976,7,2,3,87,0.1097
1976,7,2,4,97,-0.1119
1976,7,2,5,95,0.8338
1976,7,3,1,104,-0.9605
1976,7,3,2,115,-0.9196
1976,7,3,3,122,-1.6606
1976,7,3,4,155,-1.2804
1976,7,3,5,162,-0.1078
1976,8,1,1,362,-2.6912
1976,8,1,2,215,-2.6371
1976,8,1,3,142,-2.8333
1976,8,1,4,134,-1.8398
1976,8,1,5,165,-1.7941
1976,8,2,1,111,-4.2103
1976,8,2,2,93,-2.4177
1976,8,2,3,87,-2.7506
1976,8,2,4,101,-1.7576
1976,8,2,5,109,-0.5063
1976,8,3,1,69,0.1687
1976,8,3,2,124,-1.6993
1976,8,3,3,158,0.6372
1976,8,3,4,154,-0.2741
1976,8,3,5,177,0.7159
1976,9,1,1,296,0.8585
