year,month,rank_ME,rank_CTO,nstocks,ret_vw
1982,12,3,1,155,1.8177
1982,12,3,2,152,2.4497
1982,12,3,3,132,2.1539
1982,12,3,4,113,2.4413
1982,12,3,5,100,-2.4089
1983,1,1,1,368,10.4921
1983,1,1,2,267,10.5405
1983,1,1,3,296,10.9317
1983,1,1,4,349,8.8294
1983,1,1,5,570,8.6779
1983,1,2,1,124,5.9544
1983,1,2,2,82,9.6921
1983,1,2,3,111,6.2535
1983,1,2,4,110,5.3042
1983,1,2,5,149,5.4813
1983,1,3,1,155,7.1776
1983,1,3,2,152,3.3574
1983,1,3,3,130,4.0155
1983,1,3,4,113,2.1941
1983,1,3,5,100,3.3244
1983,2,1,1,364,2.2510
1983,2,1,2,264,4.1585
1983,2,1,3,293,7.2835
1983,2,1,4,344,6.2526
1983,2,1,5,562,7.8376
1983,2,2,1,124,3.0165
1983,2,2,2,83,4.8404
1983,2,2,3,110,5.4590
1983,2,2,4,110,7.0611
1983,2,2,5,145,6.9988
1983,2,3,1,155,0.6901
1983,2,3,2,152,3.5801
1983,2,3,3,129,3.5350
1983,2,3,4,113,1.6723
1983,2,3,5,99,4.4700
1983,3,1,1,361,3.2792
1983,3,1,2,261,3.9245
1983,3,1,3,292,4.7802
1983,3,1,4,343,5.0213
1983,3,1,5,557,7.6072
1983,3,2,1,124,2.7781
1983,3,2,2,82,3.1680
1983,3,2,3,110,4.7931
1983,3,2,4,109,4.7797
1983,3,2,5,145,4.6157
1983,3,3,1,154,0.6122
1983,3,3,2,152,2.3127
1983,3,3,3,129,2.5132
1983,3,3,4,113,4.6721
1983,3,3,5,99,5.7814
1983,4,1,1,360,10.3463
1983,4,1,2,260,5.7576
1983,4,1,3,289,6.4024
1983,4,1,4,341,7.1243
1983,4,1,5,554,7.7296
1983,4,2,1,124,5.7896
1983,4,2,2,82,7.7850
1983,4,2,3,110,6.0560
1983,4,2,4,109,6.3625
1983,4,2,5,144,7.8264
1983,4,3,1,153,5.2033
1983,4,3,2,151,8.0340
1983,4,3,3,129,7.4253
1983,4,3,4,113,6.2460
1983,4,3,5,99,7.3405
1983,5,1,1,353,10.8383
1983,5,1,2,260,9.8828
1983,5,1,3,288,10.8938
1983,5,1,4,337,11.4017
1983,5,1,5,554,9.0030
1983,5,2,1,124,6.5327
1983,5,2,2,83,6.5287
1983,5,2,3,110,5.0426
1983,5,2,4,109,4.2500
1983,5,2,5,144,4.8145
1983,5,3,1,153,0.7659
1983,5,3,2,151,-0.3817
1983,5,3,3,129,0.4945
1983,5,3,4,113,-1.4635
1983,5,3,5,99,0.6852
1983,6,1,1,349,2.4285
1983,6,1,2,258,4.8797
1983,6,1,3,290,5.4625
1983,6,1,4,336,3.7834
1983,6,1,5,550,4.9341
1983,6,2,1,123,4.1564
1983,6,2,2,82,8.0997
1983,6,2,3,110,4.9639
1983,6,2,4,108,6.4873
1983,6,2,5,144,6.5005
1983,6,3,1,152,-0.8716
1983,6,3,2,151,5.3544
1983,6,3,3,129,6.0695
1983,6,3,4,113,4.9235
1983,6,3,5,99,3.7320
1983,7,1,1,536,-2.1314
1983,7,1,2,292,-2.3874
1983,7,1,3,330,-2.9056
1983,7,1,4,391,-2.8776
1983,7,1,5,559,-1.9035
1983,7,2,1,119,0.3785
1983,7,2,2,91,-3.9800
1983,7,2,3,101,-4.4742
1983,7,2,4,128,-2.6391
1983,7,2,5,171,-3.6345
1983,7,3,1,137,-1.3655
1983,7,3,2,148,-3.2792
1983,7,3,3,139,-3.5725
1983,7,3,4,132,-3.3752
1983,7,3,5,110,-4.9603
1983,8,1,1,531,-3.3843
1983,8,1,2,290,-5.5218
1983,8,1,3,328,-2.7261
1983,8,1,4,391,-2.9105
1983,8,1,5,556,-4.1716
1983,8,2,1,115,1.7384
1983,8,2,2,91,-3.5227
1983,8,2,3,101,-3.3758
1983,8,2,4,128,-5.2988
1983,8,2,5,171,-4.6352
1983,8,3,1,137,2.8185
1983,8,3,2,148,1.3622
1983,8,3,3,138,1.7550
1983,8,3,4,132,1.2239
1983,8,3,5,110,-2.8935
1983,9,1,1,523,-3.3738
1983,9,1,2,288,-2.4980
1983,9,1,3,326,1.6507
1983,9,1,4,390,-0.0826
1983,9,1,5,554,1.6496
1983,9,2,1,114,0.5450
1983,9,2,2,88,2.5202
1983,9,2,3,101,2.9429
1983,9,2,4,128,3.8162
1983,9,2,5,170,3.0272
1983,9,3,1,135,1.3592
1983,9,3,2,148,1.2741
1983,9,3,3,138,2.2783
1983,9,3,4,132,1.8044
1983,9,3,5,110,2.2339
1983,10,1,1,517,-8.0134
1983,10,1,2,288,-8.1852
1983,10,1,3,326,-5.7628
1983,10,1,4,386,-6.2156
1983,10,1,5,551,-4.8580
1983,10,2,1,114,-3.2945
1983,10,2,2,88,-7.0717
1983,10,2,3,101,-4.8424
1983,10,2,4,127,-5.3904
1983,10,2,5,169,-7.7590
1983,10,3,1,133,-0.7495
1983,10,3,2,147,-3.2021
1983,10,3,3,138,-2.0565
1983,10,3,4,131,0.0687
1983,10,3,5,110,-1.7679
1983,11,1,1,510,0.6232
1983,11,1,2,287,3.8438
1983,11,1,3,324,3.9471
1983,11,1,4,386,4.9758
1983,11,1,5,549,4.1227
1983,11,2,1,111,2.5141
1983,11,2,2,87,5.0586
1983,11,2,3,101,7.1839
1983,11,2,4,126,6.0469
1983,11,2,5,169,6.4647
1983,11,3,1,133,1.0213
1983,11,3,2,147,3.1947
1983,11,3,3,138,2.1225
1983,11,3,4,130,1.9205
1983,11,3,5,110,3.5388
1983,12,1,1,505,-3.8251
1983,12,1,2,286,-1.4067
1983,12,1,3,325,-0.0577
1983,12,1,4,385,-1.4654
1983,12,1,5,546,-1.7838
1983,12,2,1,111,-1.0700
1983,12,2,2,87,-1.0807
1983,12,2,3,101,-1.0039
1983,12,2,4,126,-0.7328
1983,12,2,5,168,-2.6454
1983,12,3,1,133,-3.2930
1983,12,3,2,147,-1.2229
1983,12,3,3,138,1.8527
1983,12,3,4,130,-0.6605
1983,12,3,5,110,-3.4597
1984,1,1,1,497,2.5931
1984,1,1,2,287,-0.1017
1984,1,1,3,323,-0.7213
1984,1,1,4,380,-1.3120
1984,1,1,5,544,-1.0306
1984,1,2,1,111,0.8142
1984,1,2,2,87,-1.5849
1984,1,2,3,101,-3.3523
1984,1,2,4,125,-3.4095
1984,1,2,5,168,-4.9297
1984,1,3,1,132,2.2701
1984,1,3,2,146,0.0949
1984,1,3,3,137,-2.6137
1984,1,3,4,129,-0.6448
1984,1,3,5,110,-5.2313
1984,2,1,1,486,-3.7114
1984,2,1,2,284,-6.7300
1984,2,1,3,318,-6.4810
1984,2,1,4,375,-6.2246
1984,2,1,5,541,-6.6764
1984,2,2,1,109,-3.1092
1984,2,2,2,87,-6.0564
1984,2,2,3,101,-4.8425
1984,2,2,4,125,-6.4427
1984,2,2,5,168,-5.5181
1984,2,3,1,132,-2.8946
1984,2,3,2,145,-4.3252
1984,2,3,3,137,-3.0065
1984,2,3,4,129,-3.7655
1984,2,3,5,110,-4.1809
1984,3,1,1,477,-0.3242
1984,3,1,2,279,1.0345
1984,3,1,3,319,0.4627
1984,3,1,4,374,0.6046
1984,3,1,5,537,1.8226
1984,3,2,1,109,1.0144
1984,3,2,2,84,3.8743
1984,3,2,3,100,1.1761
1984,3,2,4,124,1.0251
1984,3,2,5,166,0.6581
1984,3,3,1,132,0.0875
1984,3,3,2,145,2.5383
1984,3,3,3,136,2.9089
1984,3,3,4,128,0.0525
1984,3,3,5,110,0.7729
1984,4,1,1,477,-4.0811
1984,4,1,2,277,-1.7875
1984,4,1,3,320,-0.6443
1984,4,1,4,374,-0.6230
1984,4,1,5,533,-1.6041
1984,4,2,1,105,-1.1733
1984,4,2,2,84,0.6523
1984,4,2,3,99,2.3226
1984,4,2,4,124,0.4747
1984,4,2,5,166,-0.3042
1984,4,3,1,132,-1.4962
1984,4,3,2,145,0.2882
1984,4,3,3,136,0.9070
1984,4,3,4,128,2.7853
1984,4,3,5,110,0.6312
1984,5,1,1,475,-5.3699
1984,5,1,2,275,-5.3675
1984,5,1,3,318,-5.1212
1984,5,1,4,373,-4.6810
1984,5,1,5,528,-4.1038
1984,5,2,1,104,-4.6190
1984,5,2,2,83,-7.1825
1984,5,2,3,98,-6.1495
1984,5,2,4,124,-5.2210
1984,5,2,5,165,-4.0319
1984,5,3,1,132,-2.3401
1984,5,3,2,144,-6.9188
1984,5,3,3,136,-4.1199
1984,5,3,4,128,-5.3206
1984,5,3,5,110,-3.8086
1984,6,1,1,467,-0.3987
1984,6,1,2,271,3.3570
1984,6,1,3,317,1.8622
1984,6,1,4,371,2.3483
1984,6,1,5,524,3.8356
1984,6,2,1,104,0.1205
1984,6,2,2,83,3.4715
1984,6,2,3,98,3.6718
1984,6,2,4,123,3.6004
1984,6,2,5,163,4.8109
1984,6,3,1,132,1.4413
1984,6,3,2,144,2.1250
1984,6,3,3,136,1.2043
1984,6,3,4,128,3.5114
1984,6,3,5,110,6.2849
1984,7,1,1,580,-7.6225
1984,7,1,2,291,-5.9593
1984,7,1,3,330,-4.4282
1984,7,1,4,428,-3.9607
1984,7,1,5,567,-4.0018
1984,7,2,1,111,-7.1341
1984,7,2,2,96,-5.7681
1984,7,2,3,98,-3.7644
1984,7,2,4,121,-3.9846
1984,7,2,5,159,-3.2042
1984,7,3,1,134,-0.9546
1984,7,3,2,134,-3.2626
1984,7,3,3,141,-1.7357
1984,7,3,4,141,-1.1076
1984,7,3,5,97,0.3707
1984,8,1,1,568,8.3406
1984,8,1,2,290,10.5371
1984,8,1,3,328,9.1941
1984,8,1,4,423,10.1514
1984,8,1,5,565,11.2472
1984,8,2,1,111,11.8800
1984,8,2,2,95,14.0070
1984,8,2,3,97,13.5007
1984,8,2,4,120,12.6509
1984,8,2,5,159,12.7765
1984,8,3,1,134,8.7434
1984,8,3,2,133,10.4205
1984,8,3,3,141,12.2337
1984,8,3,4,140,11.9490
1984,8,3,5,95,10.1497
1984,9,1,1,560,-0.1820
1984,9,1,2,289,0.4212
1984,9,1,3,327,-0.7523
1984,9,1,4,424,-2.5437
1984,9,1,5,561,-0.4275
1984,9,2,1,110,0.1535
1984,9,2,2,95,-3.2448
1984,9,2,3,94,-1.1694
1984,9,2,4,121,-1.3856
1984,9,2,5,159,-0.0468
1984,9,3,1,134,4.0392
1984,9,3,2,133,-2.6658
1984,9,3,3,141,-0.5923
1984,9,3,4,139,-0.9287
1984,9,3,5,94,0.1333
1984,10,1,1,544,-5.2874
1984,10,1,2,285,-4.3593
1984,10,1,3,324,-2.9561
1984,10,1,4,421,-1.6391
1984,10,1,5,557,-1.4511
1984,10,2,1,109,-0.7503
1984,10,2,2,93,-2.7580
1984,10,2,3,93,-1.9887
1984,10,2,4,120,-0.7924
1984,10,2,5,158,-0.2966
1984,10,3,1,134,0.4628
1984,10,3,2,131,0.1625
1984,10,3,3,140,0.0245
1984,10,3,4,139,0.6680
1984,10,3,5,94,0.6235
1984,11,1,1,537,-4.7638
1984,11,1,2,280,-2.7484
1984,11,1,3,321,-2.4379
1984,11,1,4,418,-3.7034
1984,11,1,5,551,-3.3220
1984,11,2,1,109,0.3255
1984,11,2,2,94,-2.7620
1984,11,2,3,92,-1.1143
1984,11,2,4,119,-3.0081
1984,11,2,5,158,-1.5687
1984,11,3,1,133,2.1985
1984,11,3,2,131,-0.2778
1984,11,3,3,140,-1.7134
1984,11,3,4,138,-1.9699
1984,11,3,5,93,-3.0465
1984,12,1,1,522,-2.6417
1984,12,1,2,276,0.6439
1984,12,1,3,319,0.5192
1984,12,1,4,414,1.8369
1984,12,1,5,545,1.4094
1984,12,2,1,109,0.1248
1984,12,2,2,94,1.8859
1984,12,2,3,92,2.7704
1984,12,2,4,119,4.0052
1984,12,2,5,156,2.9775
1984,12,3,1,133,1.9971
1984,12,3,2,130,2.1851
1984,12,3,3,139,2.0920
1984,12,3,4,136,2.5789
1984,12,3,5,92,1.9690
1985,1,1,1,515,9.9098
1985,1,1,2,272,14.5182
1985,1,1,3,319,12.2855
1985,1,1,4,413,12.5087
1985,1,1,5,544,12.3474
1985,1,2,1,109,8.2347
1985,1,2,2,94,11.3991
1985,1,2,3,91,11.6156
1985,1,2,4,119,11.5993
1985,1,2,5,156,12.3858
1985,1,3,1,132,4.0815
1985,1,3,2,130,7.7399
1985,1,3,3,138,8.9944
1985,1,3,4,136,7.9536
1985,1,3,5,92,9.7728
1985,2,1,1,505,3.9343
1985,2,1,2,271,3.5942
1985,2,1,3,317,3.8174
1985,2,1,4,409,2.8092
1985,2,1,5,539,4.0612
1985,2,2,1,107,2.0751
1985,2,2,2,93,0.9163
1985,2,2,3,91,1.8165
1985,2,2,4,118,1.3226
1985,2,2,5,156,2.8557
1985,2,3,1,132,1.4334
1985,2,3,2,130,1.9617
1985,2,3,3,138,1.1098
1985,2,3,4,135,1.5961
1985,2,3,5,91,1.9005
1985,3,1,1,496,-0.2331
1985,3,1,2,268,-0.9254
1985,3,1,3,315,-2.6690
1985,3,1,4,406,-2.7070
1985,3,1,5,536,-1.8069
1985,3,2,1,106,1.5759
1985,3,2,2,91,-1.9651
1985,3,2,3,89,-3.8902
1985,3,2,4,117,-2.7266
1985,3,2,5,156,-1.8859
1985,3,3,1,131,4.4325
1985,3,3,2,130,0.0166
1985,3,3,3,137,-1.5840
1985,3,3,4,135,-0.2056
1985,3,3,5,91,-0.4703
1985,4,1,1,495,-0.8737
1985,4,1,2,266,-1.7014
1985,4,1,3,312,-1.5328
1985,4,1,4,403,-1.5528
1985,4,1,5,532,-1.7995
1985,4,2,1,106,0.2695
1985,4,2,2,91,-1.9475
1985,4,2,3,89,-2.6187
1985,4,2,4,117,-1.5576
1985,4,2,5,155,-1.8777
1985,4,3,1,131,0.6407
1985,4,3,2,130,-1.5318
1985,4,3,3,137,-0.0397
1985,4,3,4,135,-1.7979
1985,4,3,5,91,-0.9840
1985,5,1,1,493,-0.3560
1985,5,1,2,263,3.7985
1985,5,1,3,309,3.5730
1985,5,1,4,406,2.4069
1985,5,1,5,525,3.8008
1985,5,2,1,106,2.1882
1985,5,2,2,91,2.3502
1985,5,2,3,89,4.8763
1985,5,2,4,115,3.8867
1985,5,2,5,155,5.9227
1985,5,3,1,131,5.1990
1985,5,3,2,130,5.6236
1985,5,3,3,137,4.5711
1985,5,3,4,135,7.9579
1985,5,3,5,91,9.4156
1985,6,1,1,483,-1.4867
1985,6,1,2,261,0.9776
1985,6,1,3,309,0.1069
1985,6,1,4,402,-0.8060
1985,6,1,5,519,1.7921
1985,6,2,1,105,0.7843
1985,6,2,2,91,0.2704
1985,6,2,3,88,1.8494
1985,6,2,4,113,2.2434
1985,6,2,5,150,1.7894
1985,6,3,1,131,3.1699
1985,6,3,2,129,1.7623
1985,6,3,3,136,0.7960
1985,6,3,4,135,1.3169
1985,6,3,5,91,2.4650
1985,7,1,1,611,1.3497
1985,7,1,2,335,4.2041
1985,7,1,3,331,4.1989
1985,7,1,4,439,2.7979
1985,7,1,5,541,2.0436
1985,7,2,1,115,0.8623
1985,7,2,2,107,2.1617
1985,7,2,3,110,4.9242
1985,7,2,4,120,2.4941
1985,7,2,5,159,3.3151
1985,7,3,1,139,-3.9707
1985,7,3,2,133,0.2740
1985,7,3,3,139,2.4942
1985,7,3,4,136,-0.5183
1985,7,3,5,102,-2.9827
1985,8,1,1,604,-0.1615
1985,8,1,2,335,-1.2001
1985,8,1,3,329,-0.5179
1985,8,1,4,432,-1.4245
1985,8,1,5,536,-1.0840
1985,8,2,1,114,1.5832
1985,8,2,2,107,-1.9659
1985,8,2,3,110,-3.5617
1985,8,2,4,120,-0.7717
1985,8,2,5,159,-0.6810
1985,8,3,1,139,1.6001
1985,8,3,2,132,-0.4173
1985,8,3,3,139,-1.5601
1985,8,3,4,136,-0.1923
1985,8,3,5,102,-0.2189
1985,9,1,1,593,-7.3637
1985,9,1,2,334,-5.4227
1985,9,1,3,330,-5.3590
1985,9,1,4,428,-5.2726
1985,9,1,5,528,-4.9236
1985,9,2,1,113,-5.2994
1985,9,2,2,107,-7.8316
1985,9,2,3,109,-6.9462
1985,9,2,4,119,-4.4293
1985,9,2,5,159,-5.5828
1985,9,3,1,139,-5.2374
1985,9,3,2,130,-3.0396
1985,9,3,3,139,-3.1010
1985,9,3,4,135,-2.1572
1985,9,3,5,102,-3.0248
1985,10,1,1,588,1.3866
1985,10,1,2,333,1.9256
1985,10,1,3,326,2.6264
1985,10,1,4,427,2.0872
1985,10,1,5,526,2.5436
1985,10,2,1,112,3.6679
1985,10,2,2,107,1.6869
1985,10,2,3,109,3.4797
1985,10,2,4,119,2.5918
1985,10,2,5,159,5.9474
1985,10,3,1,139,5.5267
1985,10,3,2,128,2.9106
1985,10,3,3,136,3.5138
1985,10,3,4,134,4.9446
1985,10,3,5,102,5.7247
1985,11,1,1,579,1.9688
1985,11,1,2,331,7.5679
1985,11,1,3,326,5.4577
1985,11,1,4,421,6.0305
1985,11,1,5,521,7.0374
1985,11,2,1,112,6.4609
1985,11,2,2,107,5.7655
1985,11,2,3,106,8.5487
1985,11,2,4,118,7.7426
1985,11,2,5,157,7.4312
1985,11,3,1,139,5.3122
1985,11,3,2,127,7.9569
1985,11,3,3,135,7.2268
1985,11,3,4,134,6.1483
1985,11,3,5,102,8.0141
1985,12,1,1,569,0.2647
1985,12,1,2,329,4.0188
1985,12,1,3,323,3.4402
1985,12,1,4,418,5.9523
1985,12,1,5,515,4.3933
1985,12,2,1,111,1.4502
1985,12,2,2,106,5.3532
1985,12,2,3,105,4.5721
1985,12,2,4,117,4.1705
1985,12,2,5,156,6.8006
1985,12,3,1,139,4.2480
1985,12,3,2,127,3.1569
1985,12,3,3,134,6.2996
1985,12,3,4,133,3.5193
1985,12,3,5,101,3.9247
1986,1,1,1,557,3.5015
1986,1,1,2,330,1.2661
1986,1,1,3,321,2.6646
1986,1,1,4,415,1.5042
1986,1,1,5,506,2.9695
1986,1,2,1,111,-0.3214
1986,1,2,2,106,-0.4057
1986,1,2,3,104,1.7901
1986,1,2,4,116,2.0972
1986,1,2,5,154,2.0759
1986,1,3,1,138,0.8680
1986,1,3,2,126,0.2767
1986,1,3,3,133,-0.6703
1986,1,3,4,133,1.1317
1986,1,3,5,100,2.4269
1986,2,1,1,547,2.0386
1986,2,1,2,330,6.5188
1986,2,1,3,317,5.7774
1986,2,1,4,413,6.8052
1986,2,1,5,503,8.1547
1986,2,2,1,111,3.5385
1986,2,2,2,105,6.1065
1986,2,2,3,103,8.0134
1986,2,2,4,116,7.4069
1986,2,2,5,152,8.3293
1986,2,3,1,138,6.2144
1986,2,3,2,126,8.8551
1986,2,3,3,133,6.6423
1986,2,3,4,131,8.3041
1986,2,3,5,100,9.3963
1986,3,1,1,542,3.8994
1986,3,1,2,328,3.9278
1986,3,1,3,317,3.7509
1986,3,1,4,410,4.9221
1986,3,1,5,503,6.5381
1986,3,2,1,110,5.1758
1986,3,2,2,103,3.9229
1986,3,2,3,103,5.1490
1986,3,2,4,116,5.7798
1986,3,2,5,152,7.0277
1986,3,3,1,137,3.6426
1986,3,3,2,125,6.2335
1986,3,3,3,133,3.6318
1986,3,3,4,131,6.0904
1986,3,3,5,100,9.1319
1986,4,1,1,539,1.8252
1986,4,1,2,323,1.8625
1986,4,1,3,313,1.6622
1986,4,1,4,408,1.9441
1986,4,1,5,501,1.0487
1986,4,2,1,109,0.2394
1986,4,2,2,103,1.2972
1986,4,2,3,102,0.8693
1986,4,2,4,116,2.1522
1986,4,2,5,151,2.0454
1986,4,3,1,136,-1.6456
1986,4,3,2,124,-1.4981
1986,4,3,3,133,1.0436
1986,4,3,4,131,-1.0936
1986,4,3,5,100,-0.8669
1986,5,1,1,524,3.4715
1986,5,1,2,319,3.4725
1986,5,1,3,310,4.4184
1986,5,1,4,407,3.6140
1986,5,1,5,500,3.8353
1986,5,2,1,109,1.6641
1986,5,2,2,102,3.1494
1986,5,2,3,102,3.4548
1986,5,2,4,116,3.4733
1986,5,2,5,148,5.8732
1986,5,3,1,133,3.3516
1986,5,3,2,123,6.5138
1986,5,3,3,133,3.6667
1986,5,3,4,129,5.7877
1986,5,3,5,100,8.7527
1986,6,1,1,517,1.4551
1986,6,1,2,314,-1.4640
1986,6,1,3,306,-1.4147
1986,6,1,4,402,-0.2081
1986,6,1,5,497,0.1739
1986,6,2,1,109,1.5690
1986,6,2,2,102,-0.8139
1986,6,2,3,102,-0.8517
1986,6,2,4,116,0.5942
1986,6,2,5,147,0.3784
1986,6,3,1,133,3.8464
1986,6,3,2,122,1.5454
1986,6,3,3,132,-0.1807
1986,6,3,4,129,1.3325
1986,6,3,5,99,3.2048
1986,7,1,1,631,-10.4871
1986,7,1,2,407,-9.0340
1986,7,1,3,334,-7.3826
1986,7,1,4,419,-7.6577
1986,7,1,5,561,-8.9481
1986,7,2,1,115,-7.0608
1986,7,2,2,111,-9.5465
1986,7,2,3,123,-10.8191
1986,7,2,4,125,-11.0932
1986,7,2,5,182,-8.9237
1986,7,3,1,139,1.6282
1986,7,3,2,130,-6.7006
1986,7,3,3,132,-6.5200
1986,7,3,4,124,-6.8650
1986,7,3,5,119,-7.5463
1986,8,1,1,622,3.2887
1986,8,1,2,405,1.1203
1986,8,1,3,328,0.7698
1986,8,1,4,418,0.8996
1986,8,1,5,551,0.2559
1986,8,2,1,115,6.2835
1986,8,2,2,111,4.0089
1986,8,2,3,122,6.4089
1986,8,2,4,125,3.3323
1986,8,2,5,182,1.9478
1986,8,3,1,139,8.2662
1986,8,3,2,130,7.3893
1986,8,3,3,132,7.9197
1986,8,3,4,124,5.8447
1986,8,3,5,118,3.3838
1986,9,1,1,611,-6.3643
1986,9,1,2,402,-5.8202
1986,9,1,3,328,-5.4131
1986,9,1,4,416,-5.3272
1986,9,1,5,549,-6.3091
1986,9,2,1,113,-6.5286
1986,9,2,2,110,-6.1529
1986,9,2,3,122,-6.0272
1986,9,2,4,125,-5.8919
1986,9,2,5,182,-6.2725
1986,9,3,1,139,-9.6251
1986,9,3,2,130,-7.0940
1986,9,3,3,132,-6.0809
1986,9,3,4,122,-9.6123
1986,9,3,5,117,-9.1203
1986,10,1,1,601,0.9189
1986,10,1,2,394,1.4918
1986,10,1,3,325,2.4778
1986,10,1,4,414,2.9829
1986,10,1,5,545,2.9954
1986,10,2,1,112,4.9091
1986,10,2,2,108,4.4546
1986,10,2,3,121,3.7374
1986,10,2,4,124,3.7019
1986,10,2,5,182,5.4276
1986,10,3,1,139,5.1473
1986,10,3,2,127,7.3676
1986,10,3,3,132,3.8576
1986,10,3,4,122,7.5987
1986,10,3,5,117,7.8119
1986,11,1,1,595,-2.4508
1986,11,1,2,386,0.6633
1986,11,1,3,319,-0.4624
1986,11,1,4,410,0.2312
1986,11,1,5,540,0.0638
1986,11,2,1,112,-2.3547
1986,11,2,2,107,-0.0815
1986,11,2,3,121,1.4215
1986,11,2,4,123,1.5900
1986,11,2,5,182,2.1275
1986,11,3,1,138,1.3029
1986,11,3,2,127,2.1466
1986,11,3,3,131,3.4716
1986,11,3,4,120,2.3792
1986,11,3,5,116,2.1048
1986,12,1,1,576,-4.3079
1986,12,1,2,383,-5.2025
1986,12,1,3,315,-2.6787
1986,12,1,4,402,-0.5300
1986,12,1,5,535,-2.4573
1986,12,2,1,111,-3.3801
1986,12,2,2,106,-1.7430
1986,12,2,3,121,-2.0026
1986,12,2,4,123,-2.5812
1986,12,2,5,181,-2.4750
1986,12,3,1,138,-3.6294
1986,12,3,2,127,-1.5968
1986,12,3,3,131,-2.0204
1986,12,3,4,119,-3.8329
1986,12,3,5,115,-4.9817
1987,1,1,1,564,11.8149
1987,1,1,2,377,10.8280
1987,1,1,3,310,10.0455
1987,1,1,4,396,9.4224
1987,1,1,5,521,9.6777
1987,1,2,1,110,10.4450
1987,1,2,2,104,15.4424
1987,1,2,3,119,14.8845
1987,1,2,4,119,12.0184
1987,1,2,5,177,10.9401
1987,1,3,1,137,10.0044
1987,1,3,2,127,14.5594
1987,1,3,3,131,14.6790
1987,1,3,4,113,13.0880
1987,1,3,5,114,13.9810
1987,2,1,1,560,9.1482
1987,2,1,2,371,9.7794
1987,2,1,3,308,7.4501
1987,2,1,4,394,8.4211
1987,2,1,5,516,7.9817
1987,2,2,1,109,5.2727
1987,2,2,2,104,6.8369
1987,2,2,3,118,8.6788
1987,2,2,4,118,7.8460
1987,2,2,5,175,8.5821
1987,2,3,1,137,0.6898
1987,2,3,2,127,6.2117
1987,2,3,3,131,3.3925
1987,2,3,4,112,5.2215
1987,2,3,5,113,8.0694
1987,3,1,1,558,3.9833
1987,3,1,2,371,0.4621
1987,3,1,3,307,4.7007
1987,3,1,4,392,1.7058
1987,3,1,5,512,3.2758
1987,3,2,1,109,4.5073
1987,3,2,2,104,1.0156
1987,3,2,3,117,1.4372
1987,3,2,4,118,0.8623
1987,3,2,5,175,1.7596
1987,3,3,1,137,-1.0903
1987,3,3,2,126,4.2097
1987,3,3,3,131,4.4334
1987,3,3,4,111,1.2453
1987,3,3,5,113,3.1398
1987,4,1,1,552,-0.1107
1987,4,1,2,365,-1.4014
1987,4,1,3,304,-1.9821
1987,4,1,4,391,-3.4479
1987,4,1,5,509,-2.7879
1987,4,2,1,109,-2.1145
1987,4,2,2,104,-4.1687
1987,4,2,3,117,-2.2351
1987,4,2,4,118,-3.6656
1987,4,2,5,174,-3.4355
1987,4,3,1,137,-3.2086
1987,4,3,2,126,-0.2853
1987,4,3,3,130,0.6955
1987,4,3,4,111,-1.1490
1987,4,3,5,113,-1.6518
1987,5,1,1,547,0.6755
1987,5,1,2,364,0.8903
1987,5,1,3,301,1.7422
1987,5,1,4,387,-0.2502
1987,5,1,5,505,-0.6476
1987,5,2,1,109,-0.7058
1987,5,2,2,103,0.5708
1987,5,2,3,117,1.8917
1987,5,2,4,117,1.4567
1987,5,2,5,173,0.1156
1987,5,3,1,136,-0.8722
1987,5,3,2,125,1.9797
1987,5,3,3,130,0.9747
1987,5,3,4,111,1.4047
1987,5,3,5,113,0.3452
1987,6,1,1,543,1.2679
1987,6,1,2,361,0.5865
1987,6,1,3,300,2.2158
1987,6,1,4,387,1.7938
1987,6,1,5,504,1.9662
1987,6,2,1,109,2.3694
1987,6,2,2,103,2.4509
1987,6,2,3,116,1.0719
1987,6,2,4,117,3.3801
1987,6,2,5,171,5.1717
1987,6,3,1,136,3.0705
1987,6,3,2,125,4.5936
1987,6,3,3,130,4.9811
1987,6,3,4,111,4.1489
1987,6,3,5,113,7.1747
1987,7,1,1,539,4.0346
1987,7,1,2,437,2.7862
1987,7,1,3,414,1.6038
1987,7,1,4,445,3.2185
1987,7,1,5,540,4.0069
1987,7,2,1,105,4.6300
1987,7,2,2,105,2.9736
1987,7,2,3,110,4.7000
1987,7,2,4,123,4.4840
1987,7,2,5,166,4.0758
1987,7,3,1,132,1.1966
1987,7,3,2,127,4.5755
1987,7,3,3,137,6.5720
1987,7,3,4,111,5.5861
1987,7,3,5,116,5.1783
1987,8,1,1,534,-1.3780
1987,8,1,2,432,2.1198
1987,8,1,3,411,1.4733
1987,8,1,4,437,4.0010
1987,8,1,5,539,3.0427
1987,8,2,1,105,2.1227
1987,8,2,2,105,5.9153
1987,8,2,3,109,3.6550
1987,8,2,4,121,3.1481
1987,8,2,5,165,3.1962
1987,8,3,1,132,3.8117
1987,8,3,2,127,3.0490
1987,8,3,3,135,4.5202
1987,8,3,4,111,3.9573
1987,8,3,5,116,4.0073
1987,9,1,1,530,-0.9149
1987,9,1,2,429,-2.6576
1987,9,1,3,407,-0.1825
1987,9,1,4,437,1.0444
1987,9,1,5,534,-1.2448
1987,9,2,1,105,-1.7622
1987,9,2,2,103,0.1202
1987,9,2,3,108,-1.0399
1987,9,2,4,118,-1.5388
