year,month,rank_ME,rank_ATOq_6,nstocks,ret_vw
1972,9,1,1,95,-6.2806
1972,9,1,2,91,-3.6943
1972,9,1,3,123,-4.8833
1972,9,1,4,154,-3.7740
1972,9,1,5,164,-4.8736
1972,9,2,1,63,-2.2416
1972,9,2,2,53,-3.3282
1972,9,2,3,74,-1.7628
1972,9,2,4,86,-2.9814
1972,9,2,5,93,-3.0030
1972,9,3,1,123,-1.5363
1972,9,3,2,116,-1.0759
1972,9,3,3,111,-0.5532
1972,9,3,4,108,-0.9807
1972,9,3,5,109,-0.6338
1972,10,1,1,77,-4.5510
1972,10,1,2,76,-1.6420
1972,10,1,3,115,-0.5133
1972,10,1,4,141,-2.0843
1972,10,1,5,164,-2.0709
1972,10,2,1,61,0.7532
1972,10,2,2,48,-2.5667
1972,10,2,3,62,-0.0612
1972,10,2,4,78,-1.6552
1972,10,2,5,89,-2.2967
1972,10,3,1,112,2.5679
1972,10,3,2,104,1.0269
1972,10,3,3,105,-1.3502
1972,10,3,4,96,0.4008
1972,10,3,5,103,0.5556
1972,11,1,1,93,3.1738
1972,11,1,2,98,4.1492
1972,11,1,3,144,4.2924
1972,11,1,4,169,6.5445
1972,11,1,5,159,5.5853
1972,11,2,1,69,4.5464
1972,11,2,2,62,5.8222
1972,11,2,3,74,7.4932
1972,11,2,4,90,6.1478
1972,11,2,5,88,7.4601
1972,11,3,1,125,6.4389
1972,11,3,2,116,3.8439
1972,11,3,3,118,4.5897
1972,11,3,4,104,4.2922
1972,11,3,5,98,4.5621
1972,12,1,1,99,-3.3400
1972,12,1,2,104,-1.9036
1972,12,1,3,147,-2.0214
1972,12,1,4,168,-1.8840
1972,12,1,5,156,-3.1877
1972,12,2,1,68,-1.4338
1972,12,2,2,61,-0.2784
1972,12,2,3,79,-2.6879
1972,12,2,4,87,-1.8756
1972,12,2,5,82,-0.6048
1972,12,3,1,123,-0.0881
1972,12,3,2,116,1.1545
1972,12,3,3,118,1.0692
1972,12,3,4,104,2.5103
1972,12,3,5,97,1.0279
1973,1,1,1,95,-0.9225
1973,1,1,2,103,-5.9232
1973,1,1,3,148,-4.1691
1973,1,1,4,166,-5.3816
1973,1,1,5,154,-6.0858
1973,1,2,1,62,-6.9714
1973,1,2,2,56,-5.1876
1973,1,2,3,75,-8.5995
1973,1,2,4,77,-6.5876
1973,1,2,5,73,-4.3704
1973,1,3,1,122,-1.4364
1973,1,3,2,112,-3.7921
1973,1,3,3,113,-2.7348
1973,1,3,4,99,-4.1677
1973,1,3,5,94,-3.7354
1973,2,1,1,98,-7.9411
1973,2,1,2,105,-8.9406
1973,2,1,3,145,-10.6062
1973,2,1,4,167,-8.6915
1973,2,1,5,153,-9.1315
1973,2,2,1,62,-8.3228
1973,2,2,2,61,-7.8366
1973,2,2,3,76,-8.7240
1973,2,2,4,83,-9.6583
1973,2,2,5,71,-8.1727
1973,2,3,1,126,-7.5004
1973,2,3,2,114,-4.9943
1973,2,3,3,110,-3.6652
1973,2,3,4,98,-3.9329
1973,2,3,5,91,-6.7689
1973,3,1,1,108,-5.2200
1973,3,1,2,108,-4.5307
1973,3,1,3,138,-5.0726
1973,3,1,4,169,-2.2360
1973,3,1,5,156,-3.3907
1973,3,2,1,65,-7.4495
1973,3,2,2,61,-2.4798
1973,3,2,3,73,-4.4607
1973,3,2,4,81,-4.5402
1973,3,2,5,74,-5.0202
1973,3,3,1,126,-4.0444
1973,3,3,2,116,-3.5559
1973,3,3,3,114,-1.9790
1973,3,3,4,100,-4.0019
1973,3,3,5,94,-3.4632
1973,4,1,1,65,-8.5865
1973,4,1,2,67,-10.0569
1973,4,1,3,60,-7.7924
1973,4,1,4,84,-10.9955
1973,4,1,5,84,-8.6184
1973,4,2,1,31,-9.7023
1973,4,2,2,28,-10.1527
1973,4,2,3,37,-4.8519
1973,4,2,4,39,-5.9886
1973,4,2,5,40,-11.6486
1973,4,3,1,36,-8.5444
1973,4,3,2,42,-8.4360
1973,4,3,3,38,-5.7552
1973,4,3,4,45,-4.4442
1973,4,3,5,45,-10.9430
1973,5,1,1,87,-13.0677
1973,5,1,2,106,-8.8005
1973,5,1,3,116,-12.7951
1973,5,1,4,137,-11.3797
1973,5,1,5,174,-6.0999
1973,5,2,1,71,-12.3612
1973,5,2,2,50,-8.5332
1973,5,2,3,69,-9.8857
1973,5,2,4,88,-9.7293
1973,5,2,5,80,-7.5396
1973,5,3,1,111,-4.2889
1973,5,3,2,113,-5.1480
1973,5,3,3,93,-4.6359
1973,5,3,4,107,-2.1438
1973,5,3,5,104,-5.7176
1973,6,1,1,117,-3.9918
1973,6,1,2,133,-3.7670
1973,6,1,3,143,-3.3058
1973,6,1,4,167,-4.7164
1973,6,1,5,230,-3.6154
1973,6,2,1,85,-4.5867
1973,6,2,2,56,-7.7884
1973,6,2,3,78,-2.6048
1973,6,2,4,98,-4.8948
1973,6,2,5,93,-6.6168
1973,6,3,1,130,-2.7393
1973,6,3,2,126,-2.0856
1973,6,3,3,107,-2.2141
1973,6,3,4,119,-0.7285
1973,6,3,5,123,-5.1061
1973,7,1,1,119,13.2562
1973,7,1,2,136,13.4839
1973,7,1,3,143,17.3938
1973,7,1,4,175,16.2562
1973,7,1,5,249,14.6735
1973,7,2,1,85,12.5677
1973,7,2,2,54,15.5912
1973,7,2,3,86,13.5794
1973,7,2,4,99,14.5117
1973,7,2,5,104,13.1006
1973,7,3,1,134,8.6595
1973,7,3,2,123,9.2033
1973,7,3,3,114,7.7064
1973,7,3,4,118,10.0862
1973,7,3,5,126,9.9981
1973,8,1,1,121,-4.7117
1973,8,1,2,137,-5.8719
1973,8,1,3,147,-7.4040
1973,8,1,4,176,-7.1702
1973,8,1,5,254,-5.9829
1973,8,2,1,83,-7.1933
1973,8,2,2,59,-3.3694
1973,8,2,3,90,-2.7076
1973,8,2,4,103,-3.4793
1973,8,2,5,110,-1.4704
1973,8,3,1,135,-2.0036
1973,8,3,2,125,-2.1061
1973,8,3,3,114,-4.2050
1973,8,3,4,122,-4.9592
1973,8,3,5,132,-3.1034
1973,9,1,1,122,10.4355
1973,9,1,2,136,11.9396
1973,9,1,3,153,10.4590
1973,9,1,4,183,7.5592
1973,9,1,5,265,7.9372
1973,9,2,1,83,12.8729
1973,9,2,2,59,12.6835
1973,9,2,3,97,11.7913
1973,9,2,4,105,11.4186
1973,9,2,5,115,9.8364
1973,9,3,1,137,8.7073
1973,9,3,2,128,4.0083
1973,9,3,3,114,-0.0250
1973,9,3,4,122,6.5800
1973,9,3,5,132,4.9268
1973,10,1,1,108,4.3402
1973,10,1,2,123,1.2822
1973,10,1,3,141,-1.5520
1973,10,1,4,170,-0.8360
1973,10,1,5,262,-1.1804
1973,10,2,1,80,4.7005
1973,10,2,2,55,1.0254
1973,10,2,3,96,-1.5681
1973,10,2,4,98,-3.9212
1973,10,2,5,112,-0.8643
1973,10,3,1,126,4.0060
1973,10,3,2,114,1.1771
1973,10,3,3,108,2.4210
1973,10,3,4,115,-1.3307
1973,10,3,5,123,-3.4941
1973,11,1,1,136,-18.4513
1973,11,1,2,146,-20.9582
1973,11,1,3,180,-20.4480
1973,11,1,4,206,-21.0871
1973,11,1,5,250,-21.6765
1973,11,2,1,84,-18.6702
1973,11,2,2,77,-19.7048
1973,11,2,3,108,-21.0597
1973,11,2,4,108,-22.6441
1973,11,2,5,106,-19.5694
1973,11,3,1,142,-10.2255
1973,11,3,2,125,-13.4716
1973,11,3,3,115,-11.5950
1973,11,3,4,127,-12.6737
1973,11,3,5,122,-14.1842
1973,12,1,1,156,-4.0064
1973,12,1,2,148,-5.0310
1973,12,1,3,188,-5.6590
1973,12,1,4,216,-5.3790
1973,12,1,5,242,-5.1102
1973,12,2,1,86,-0.1784
1973,12,2,2,82,-1.5247
1973,12,2,3,110,-2.3674
1973,12,2,4,109,-4.0093
1973,12,2,5,106,-1.6745
1973,12,3,1,141,6.3732
1973,12,3,2,127,1.8057
1973,12,3,3,116,-2.7637
1973,12,3,4,124,-1.7443
1973,12,3,5,119,-1.0764
1974,1,1,1,158,18.8850
1974,1,1,2,145,21.2651
1974,1,1,3,184,16.8096
1974,1,1,4,213,14.9247
1974,1,1,5,240,14.5214
1974,1,2,1,82,12.7173
1974,1,2,2,75,11.7358
1974,1,2,3,103,11.3697
1974,1,2,4,100,10.5593
1974,1,2,5,97,8.5719
1974,1,3,1,135,-2.1325
1974,1,3,2,126,-1.5599
1974,1,3,3,115,0.9213
1974,1,3,4,120,-0.3918
1974,1,3,5,114,3.5738
1974,2,1,1,162,-2.7077
1974,2,1,2,147,-0.7783
1974,2,1,3,183,-0.8272
1974,2,1,4,211,-1.1011
1974,2,1,5,229,0.3924
1974,2,2,1,83,-1.4934
1974,2,2,2,69,-1.7051
1974,2,2,3,106,0.8659
1974,2,2,4,102,-0.2595
1974,2,2,5,98,2.0216
1974,2,3,1,141,1.8312
1974,2,3,2,129,0.3997
1974,2,3,3,110,1.9611
1974,2,3,4,122,-0.8989
1974,2,3,5,111,-0.7610
1974,3,1,1,167,-0.7268
1974,3,1,2,148,-0.5540
1974,3,1,3,191,1.2464
1974,3,1,4,221,1.6245
1974,3,1,5,228,2.1345
1974,3,2,1,82,-4.4612
1974,3,2,2,70,-1.4118
1974,3,2,3,104,-1.3550
1974,3,2,4,97,-0.4691
1974,3,2,5,95,1.5539
1974,3,3,1,142,-3.9515
1974,3,3,2,137,-1.5178
1974,3,3,3,113,0.8205
1974,3,3,4,120,-1.7066
1974,3,3,5,112,-0.0469
1974,4,1,1,122,-8.1996
1974,4,1,2,67,-4.6144
1974,4,1,3,103,-5.6391
1974,4,1,4,113,-5.3292
1974,4,1,5,134,-6.0999
1974,4,2,1,37,-7.7552
1974,4,2,2,43,-4.9161
1974,4,2,3,51,-2.3437
1974,4,2,4,46,-5.4346
1974,4,2,5,50,-5.7416
1974,4,3,1,39,-4.1533
1974,4,3,2,41,-5.7011
1974,4,3,3,41,-3.3705
1974,4,3,4,50,0.9970
1974,4,3,5,42,-4.3404
1974,5,1,1,147,-9.5693
1974,5,1,2,107,-7.1300
1974,5,1,3,134,-10.7144
1974,5,1,4,178,-6.2315
1974,5,1,5,215,-6.7922
1974,5,2,1,79,-8.1586
1974,5,2,2,73,-9.3811
1974,5,2,3,84,-8.2662
1974,5,2,4,89,-5.1651
1974,5,2,5,98,-5.6207
1974,5,3,1,112,-6.3577
1974,5,3,2,123,-2.0119
1974,5,3,3,111,-3.1107
1974,5,3,4,117,-0.1177
1974,5,3,5,107,-3.9474
1974,6,1,1,172,-3.3682
1974,6,1,2,133,-4.0291
1974,6,1,3,161,-1.6735
1974,6,1,4,199,-2.5596
1974,6,1,5,265,-2.8796
1974,6,2,1,106,-0.7332
1974,6,2,2,80,-3.7514
1974,6,2,3,94,-2.2167
1974,6,2,4,101,-0.6292
1974,6,2,5,109,-1.2332
1974,6,3,1,131,-2.5404
1974,6,3,2,136,-2.3391
1974,6,3,3,120,-2.8199
1974,6,3,4,130,-0.5878
1974,6,3,5,131,-0.7088
1974,7,1,1,172,-3.8066
1974,7,1,2,144,-3.2764
1974,7,1,3,165,-4.3291
1974,7,1,4,206,-5.0775
1974,7,1,5,280,-5.8990
1974,7,2,1,100,-4.8845
1974,7,2,2,82,-4.5809
1974,7,2,3,92,-3.3874
1974,7,2,4,103,-5.2588
1974,7,2,5,117,-5.0696
1974,7,3,1,131,-6.8320
1974,7,3,2,134,-10.4774
1974,7,3,3,125,-8.3489
1974,7,3,4,134,-6.8773
1974,7,3,5,138,-11.2965
1974,8,1,1,170,-9.1746
1974,8,1,2,138,-7.6574
1974,8,1,3,155,-7.0833
1974,8,1,4,211,-7.3580
1974,8,1,5,285,-5.7399
1974,8,2,1,107,-6.7980
1974,8,2,2,81,-5.6709
1974,8,2,3,99,-8.5661
1974,8,2,4,114,-7.0578
1974,8,2,5,119,-8.8982
1974,8,3,1,128,-9.3323
1974,8,3,2,137,-8.6287
1974,8,3,3,128,-9.2003
1974,8,3,4,137,-10.3866
1974,8,3,5,148,-10.1855
1974,9,1,1,181,-9.7314
1974,9,1,2,144,-8.6298
1974,9,1,3,159,-7.8252
1974,9,1,4,201,-7.2082
1974,9,1,5,293,-7.2142
1974,9,2,1,110,-10.5376
1974,9,2,2,77,-9.9804
1974,9,2,3,101,-9.8187
1974,9,2,4,114,-12.1361
1974,9,2,5,124,-8.0664
1974,9,3,1,135,-12.3477
1974,9,3,2,136,-11.6815
1974,9,3,3,127,-14.2971
1974,9,3,4,137,-12.1744
1974,9,3,5,147,-13.8348
1974,10,1,1,146,10.0953
1974,10,1,2,134,9.7464
1974,10,1,3,141,7.2611
1974,10,1,4,188,6.4248
1974,10,1,5,282,7.1077
1974,10,2,1,104,14.1851
1974,10,2,2,69,8.8608
1974,10,2,3,83,8.6771
1974,10,2,4,113,8.9543
1974,10,2,5,119,10.4467
1974,10,3,1,125,18.2767
1974,10,3,2,128,16.9946
1974,10,3,3,116,21.1387
1974,10,3,4,136,15.2695
1974,10,3,5,139,19.7889
1974,11,1,1,173,-8.0869
1974,11,1,2,156,-6.2610
1974,11,1,3,174,-6.8064
1974,11,1,4,230,-5.7378
1974,11,1,5,266,-5.0357
1974,11,2,1,110,-4.2429
1974,11,2,2,83,-5.9375
1974,11,2,3,103,-6.6491
1974,11,2,4,122,-6.2056
1974,11,2,5,113,-3.0367
1974,11,3,1,138,-2.5410
1974,11,3,2,146,-5.4302
1974,11,3,3,124,-4.0822
1974,11,3,4,149,-5.1755
1974,11,3,5,135,-2.8713
1974,12,1,1,189,-9.9390
1974,12,1,2,165,-9.1581
1974,12,1,3,174,-11.0751
1974,12,1,4,226,-9.7816
1974,12,1,5,265,-7.3881
1974,12,2,1,109,-7.9044
1974,12,2,2,86,-6.2883
1974,12,2,3,106,-5.9261
1974,12,2,4,123,-5.7537
1974,12,2,5,109,-5.4237
1974,12,3,1,137,-2.6193
1974,12,3,2,144,-4.3717
1974,12,3,3,124,-4.3059
1974,12,3,4,141,-1.3415
1974,12,3,5,133,-3.1568
1975,1,1,1,188,37.9798
1975,1,1,2,164,32.3870
1975,1,1,3,171,36.8989
1975,1,1,4,221,34.6814
1975,1,1,5,253,31.2139
1975,1,2,1,110,29.3529
1975,1,2,2,88,29.6312
1975,1,2,3,98,27.0547
1975,1,2,4,115,28.6360
1975,1,2,5,107,27.3106
1975,1,3,1,134,12.1311
1975,1,3,2,141,12.9454
1975,1,3,3,125,16.7851
1975,1,3,4,134,16.2763
1975,1,3,5,123,18.8590
1975,2,1,1,196,3.3274
1975,2,1,2,172,3.4569
1975,2,1,3,179,2.3813
1975,2,1,4,221,3.0647
1975,2,1,5,242,4.2089
1975,2,2,1,109,7.0862
1975,2,2,2,90,3.9725
1975,2,2,3,99,7.1525
1975,2,2,4,116,3.2803
1975,2,2,5,109,6.1842
1975,2,3,1,139,7.9771
1975,2,3,2,144,8.5339
1975,2,3,3,127,8.6080
1975,2,3,4,138,6.4618
1975,2,3,5,124,4.1754
1975,3,1,1,196,13.5596
1975,3,1,2,180,11.8600
1975,3,1,3,184,13.8964
1975,3,1,4,215,11.8897
1975,3,1,5,243,15.9647
1975,3,2,1,110,4.6723
1975,3,2,2,91,7.5000
1975,3,2,3,101,8.0823
1975,3,2,4,111,7.4215
1975,3,2,5,106,9.3406
1975,3,3,1,140,6.2159
1975,3,3,2,150,6.6397
1975,3,3,3,128,3.3559
1975,3,3,4,136,2.5736
1975,3,3,5,121,5.7429
1975,4,1,1,136,6.3546
1975,4,1,2,101,7.4725
1975,4,1,3,103,4.3893
1975,4,1,4,109,7.0443
1975,4,1,5,145,1.8357
1975,4,2,1,44,0.8037
1975,4,2,2,47,4.3532
1975,4,2,3,58,5.8654
1975,4,2,4,51,5.6879
1975,4,2,5,53,4.8504
1975,4,3,1,50,4.6434
1975,4,3,2,55,7.9753
1975,4,3,3,48,5.9197
1975,4,3,4,48,2.1362
1975,4,3,5,53,3.7661
1975,5,1,1,156,6.4633
1975,5,1,2,159,8.7973
1975,5,1,3,164,13.2600
1975,5,1,4,159,7.6005
1975,5,1,5,212,7.7372
1975,5,2,1,92,12.1971
1975,5,2,2,87,12.4714
1975,5,2,3,89,7.8416
1975,5,2,4,92,7.2486
1975,5,2,5,113,5.2958
1975,5,3,1,123,4.6738
1975,5,3,2,135,4.3993
1975,5,3,3,130,3.4178
1975,5,3,4,117,5.1235
1975,5,3,5,128,4.5706
1975,6,1,1,185,11.5784
1975,6,1,2,194,9.9300
1975,6,1,3,194,8.2251
1975,6,1,4,185,9.8943
1975,6,1,5,257,9.8859
1975,6,2,1,110,2.5130
1975,6,2,2,90,6.9612
1975,6,2,3,93,8.1892
1975,6,2,4,106,9.8356
1975,6,2,5,133,5.1068
1975,6,3,1,141,4.7160
1975,6,3,2,142,4.5812
1975,6,3,3,145,8.1246
1975,6,3,4,139,6.5113
1975,6,3,5,148,4.3988
1975,7,1,1,176,-3.2169
1975,7,1,2,193,-2.7361
1975,7,1,3,199,-3.9646
1975,7,1,4,196,-3.3078
1975,7,1,5,276,1.5383
1975,7,2,1,112,-5.1401
1975,7,2,2,84,-3.1176
1975,7,2,3,95,-2.2842
1975,7,2,4,111,-4.1245
1975,7,2,5,143,-2.5619
1975,7,3,1,135,-7.0333
1975,7,3,2,140,-8.2730
1975,7,3,3,147,-5.5457
1975,7,3,4,149,-4.6778
1975,7,3,5,150,-6.7183
1975,8,1,1,183,-7.5993
1975,8,1,2,199,-7.6167
1975,8,1,3,215,-5.4682
1975,8,1,4,215,-6.8815
1975,8,1,5,285,-5.9014
1975,8,2,1,115,-5.2601
1975,8,2,2,98,-6.9375
1975,8,2,3,106,-4.4432
1975,8,2,4,125,-4.8079
1975,8,2,5,150,-3.7324
1975,8,3,1,141,-4.5777
1975,8,3,2,166,-1.6976
1975,8,3,3,166,-1.3025
1975,8,3,4,158,-1.9008
1975,8,3,5,162,-2.1311
1975,9,1,1,189,-6.0238
1975,9,1,2,198,-4.2198
1975,9,1,3,239,-3.4467
1975,9,1,4,225,-2.3147
1975,9,1,5,297,-3.3809
1975,9,2,1,120,-4.9493
1975,9,2,2,103,-5.3592
1975,9,2,3,108,-3.8744
1975,9,2,4,126,-2.3329
1975,9,2,5,154,-3.1094
1975,9,3,1,147,-5.3328
1975,9,3,2,172,-5.0462
1975,9,3,3,172,-2.0879
1975,9,3,4,165,-2.9097
1975,9,3,5,162,-2.4419
1975,10,1,1,167,-0.2783
1975,10,1,2,184,1.0235
1975,10,1,3,230,2.5688
1975,10,1,4,222,2.0966
1975,10,1,5,288,3.2023
1975,10,2,1,120,-0.6859
1975,10,2,2,100,3.1845
1975,10,2,3,101,3.4873
1975,10,2,4,126,4.4522
1975,10,2,5,151,3.4416
1975,10,3,1,138,2.3281
1975,10,3,2,162,7.6884
1975,10,3,3,160,5.6385
1975,10,3,4,160,7.1986
1975,10,3,5,163,5.8678
1975,11,1,1,186,0.6395
1975,11,1,2,199,2.1907
1975,11,1,3,250,3.2804
1975,11,1,4,236,2.9508
1975,11,1,5,298,3.7253
1975,11,2,1,132,1.5204
1975,11,2,2,110,5.1942
1975,11,2,3,117,3.6077
1975,11,2,4,129,2.4046
1975,11,2,5,155,3.5816
1975,11,3,1,153,2.0899
1975,11,3,2,175,3.9096
1975,11,3,3,176,3.6632
1975,11,3,4,171,1.9429
1975,11,3,5,160,1.7183
1975,12,1,1,209,-2.3606
1975,12,1,2,204,-1.7244
1975,12,1,3,261,-0.9976
1975,12,1,4,246,-0.9296
1975,12,1,5,292,-1.4984
1975,12,2,1,136,0.5745
1975,12,2,2,112,-0.5489
1975,12,2,3,121,-1.8603
1975,12,2,4,131,-0.4623
1975,12,2,5,156,-1.5696
1975,12,3,1,152,0.0715
1975,12,3,2,172,-2.4978
1975,12,3,3,175,-1.0721
1975,12,3,4,169,-1.3562
1975,12,3,5,154,-1.1284
1976,1,1,1,203,28.0835
1976,1,1,2,182,26.4766
1976,1,1,3,243,25.7022
1976,1,1,4,232,25.3887
1976,1,1,5,283,23.4346
1976,1,2,1,126,18.9541
1976,1,2,2,99,19.8375
1976,1,2,3,114,21.9426
1976,1,2,4,119,22.4393
1976,1,2,5,149,19.6700
1976,1,3,1,145,16.0196
1976,1,3,2,160,13.9416
1976,1,3,3,161,12.8908
1976,1,3,4,159,14.0075
1976,1,3,5,139,7.6939
1976,2,1,1,191,14.6746
1976,2,1,2,167,13.3904
1976,2,1,3,236,14.2669
1976,2,1,4,212,14.1117
1976,2,1,5,274,12.8763
1976,2,2,1,123,7.7150
1976,2,2,2,102,8.6525
1976,2,2,3,125,8.3487
1976,2,2,4,123,8.9880
1976,2,2,5,149,5.0449
1976,2,3,1,150,1.0181
1976,2,3,2,164,0.0622
1976,2,3,3,167,-0.5258
1976,2,3,4,159,-0.7526
1976,2,3,5,142,0.2197
1976,3,1,1,208,-0.5032
1976,3,1,2,191,-0.4560
1976,3,1,3,260,1.5279
1976,3,1,4,233,0.9503
1976,3,1,5,290,1.5744
1976,3,2,1,133,1.9169
1976,3,2,2,106,1.2926
1976,3,2,3,125,0.3298
1976,3,2,4,122,1.9844
1976,3,2,5,150,2.3726
1976,3,3,1,153,2.4980
1976,3,3,2,171,2.3932
1976,3,3,3,173,3.0371
1976,3,3,4,159,4.2770
1976,3,3,5,146,3.6330
1976,4,1,1,149,-2.2366
1976,4,1,2,132,-1.4434
1976,4,1,3,197,-2.3215
1976,4,1,4,178,-2.1598
1976,4,1,5,247,-3.3232
1976,4,2,1,102,0.2126
1976,4,2,2,77,0.2336
1976,4,2,3,111,-0.9617
1976,4,2,4,100,-1.9346
1976,4,2,5,112,-2.0356
1976,4,3,1,118,-0.7730
1976,4,3,2,140,-1.1571
1976,4,3,3,124,-2.7588
1976,4,3,4,121,0.2308
1976,4,3,5,106,-0.9201
1976,5,1,1,178,-1.8865
1976,5,1,2,167,-0.6575
1976,5,1,3,244,-2.9531
1976,5,1,4,224,-4.1672
1976,5,1,5,280,-4.3768
1976,5,2,1,125,0.3557
1976,5,2,2,101,-0.6537
1976,5,2,3,125,-2.3992
1976,5,2,4,120,-2.6847
1976,5,2,5,134,-2.9052
1976,5,3,1,146,0.1154
1976,5,3,2,167,-1.9623
1976,5,3,3,181,0.4655
1976,5,3,4,157,0.5709
1976,5,3,5,137,-1.5798
1976,6,1,1,202,6.1375
1976,6,1,2,207,4.4947
1976,6,1,3,265,2.5403
1976,6,1,4,250,4.3187
1976,6,1,5,310,2.9690
1976,6,2,1,137,5.6967
1976,6,2,2,112,3.5823
1976,6,2,3,132,5.4756
1976,6,2,4,131,5.4122
1976,6,2,5,147,3.4928
1976,6,3,1,157,3.9922
1976,6,3,2,173,2.3853
1976,6,3,3,185,5.2057
1976,6,3,4,165,5.7760
1976,6,3,5,143,4.5183
1976,7,1,1,196,0.3791
1976,7,1,2,197,0.1637
1976,7,1,3,251,0.3733
1976,7,1,4,253,0.1910
1976,7,1,5,323,-1.1091
1976,7,2,1,127,-0.1864
1976,7,2,2,117,-0.0859
1976,7,2,3,124,0.8253
1976,7,2,4,132,-1.8219
1976,7,2,5,146,-0.1985
1976,7,3,1,153,-1.9002
1976,7,3,2,165,-1.6908
1976,7,3,3,180,-1.1654
1976,7,3,4,163,-0.7673
1976,7,3,5,146,-1.1897
1976,8,1,1,203,-2.7790
1976,8,1,2,214,-2.5572
1976,8,1,3,268,-2.4201
1976,8,1,4,269,-2.8801
1976,8,1,5,340,-3.0167
1976,8,2,1,133,-3.6646
1976,8,2,2,119,-1.9856
1976,8,2,3,137,-2.2762
1976,8,2,4,144,-2.0125
1976,8,2,5,146,-1.6164
1976,8,3,1,158,-0.8500
1976,8,3,2,178,-0.6358
1976,8,3,3,190,-1.6107
1976,8,3,4,170,-0.1554
1976,8,3,5,147,0.5110
