year,month,rank_ME,rank_ROE_1,nstocks,ret_vw
1967,9,1,2,73,7.1343
1967,9,1,3,58,7.3922
1967,9,1,4,46,11.7194
1967,9,1,5,96,10.0874
1967,9,2,1,56,3.6117
1967,9,2,2,49,5.5588
1967,9,2,3,40,4.6461
1967,9,2,4,31,2.6115
1967,9,2,5,63,4.3302
1967,9,3,1,50,0.8442
1967,9,3,2,90,2.8620
1967,9,3,3,96,2.4202
1967,9,3,4,116,5.4255
1967,9,3,5,104,3.1519
1967,10,1,1,168,-1.8949
1967,10,1,2,71,0.0923
1967,10,1,3,61,-1.7343
1967,10,1,4,50,-5.1069
1967,10,1,5,102,-0.9389
1967,10,2,1,56,-4.9333
1967,10,2,2,48,-4.4064
1967,10,2,3,41,-4.9859
1967,10,2,4,35,-3.5415
1967,10,2,5,62,-0.2704
1967,10,3,1,51,-5.6447
1967,10,3,2,94,-5.7646
1967,10,3,3,97,-2.7501
1967,10,3,4,109,-2.1098
1967,10,3,5,103,-0.1958
1967,11,1,1,174,-0.1595
1967,11,1,2,64,0.8345
1967,11,1,3,52,1.4354
1967,11,1,4,56,1.1103
1967,11,1,5,115,-1.1213
1967,11,2,1,47,-0.6774
1967,11,2,2,55,-1.1446
1967,11,2,3,35,-0.4836
1967,11,2,4,48,1.4536
1967,11,2,5,66,2.5341
1967,11,3,1,58,-0.4305
1967,11,3,2,86,1.6052
1967,11,3,3,103,-0.3490
1967,11,3,4,98,0.9167
1967,11,3,5,103,1.7569
1967,12,1,1,166,8.4280
1967,12,1,2,65,12.7222
1967,12,1,3,50,6.1889
1967,12,1,4,61,8.6348
1967,12,1,5,120,12.2814
1967,12,2,1,52,5.4700
1967,12,2,2,50,4.6950
1967,12,2,3,38,4.2264
1967,12,2,4,47,5.3137
1967,12,2,5,61,10.0771
1967,12,3,1,56,3.6975
1967,12,3,2,90,3.3811
1967,12,3,3,100,3.5583
1967,12,3,4,96,1.6680
1967,12,3,5,107,2.8782
1968,1,1,1,165,3.6656
1968,1,1,2,67,3.6659
1968,1,1,3,52,6.4803
1968,1,1,4,64,2.7151
1968,1,1,5,112,3.0252
1968,1,2,1,52,0.4127
1968,1,2,2,57,1.7113
1968,1,2,3,36,-1.1222
1968,1,2,4,40,-0.2327
1968,1,2,5,64,-2.3107
1968,1,3,1,54,-3.8938
1968,1,3,2,87,-1.6194
1968,1,3,3,98,-4.4578
1968,1,3,4,100,-4.2867
1968,1,3,5,109,-8.1331
1968,2,1,1,152,-7.3946
1968,2,1,2,66,-6.1263
1968,2,1,3,57,-7.1518
1968,2,1,4,75,-4.5073
1968,2,1,5,102,-6.1374
1968,2,2,1,58,-3.7250
1968,2,2,2,45,-5.8765
1968,2,2,3,42,-5.1527
1968,2,2,4,49,-5.5473
1968,2,2,5,61,-5.2270
1968,2,3,1,52,-3.1017
1968,2,3,2,90,-3.0059
1968,2,3,3,99,-1.0991
1968,2,3,4,92,-3.0244
1968,2,3,5,107,-3.7131
1968,3,1,1,154,-2.5018
1968,3,1,2,72,-0.2415
1968,3,1,3,61,-3.5826
1968,3,1,4,78,-2.2577
1968,3,1,5,96,1.3246
1968,3,2,1,56,-0.1565
1968,3,2,2,39,-0.4617
1968,3,2,3,37,-3.9385
1968,3,2,4,56,-3.3724
1968,3,2,5,65,1.7121
1968,3,3,1,54,0.1158
1968,3,3,2,91,-1.1110
1968,3,3,3,102,-0.9307
1968,3,3,4,90,1.8242
1968,3,3,5,104,3.0676
1968,4,1,1,158,15.6136
1968,4,1,2,67,12.4768
1968,4,1,3,59,16.2364
1968,4,1,4,84,18.0410
1968,4,1,5,99,19.1041
1968,4,2,1,56,10.4375
1968,4,2,2,40,10.6025
1968,4,2,3,38,12.4297
1968,4,2,4,54,13.3061
1968,4,2,5,62,19.6928
1968,4,3,1,53,8.4093
1968,4,3,2,93,8.7234
1968,4,3,3,103,6.8345
1968,4,3,4,88,9.6521
1968,4,3,5,106,11.3303
1968,5,1,1,179,9.2328
1968,5,1,2,64,10.8421
1968,5,1,3,64,11.0122
1968,5,1,4,86,9.9545
1968,5,1,5,128,14.7510
1968,5,2,1,66,5.6029
1968,5,2,2,50,4.7961
1968,5,2,3,46,7.2381
1968,5,2,4,53,5.6161
1968,5,2,5,69,9.9342
1968,5,3,1,58,1.9651
1968,5,3,2,106,0.2617
1968,5,3,3,104,0.1421
1968,5,3,4,104,2.6355
1968,5,3,5,112,2.8646
1968,6,1,1,183,0.8022
1968,6,1,2,67,2.2868
1968,6,1,3,58,3.4411
1968,6,1,4,86,2.4943
1968,6,1,5,133,-0.8434
1968,6,2,1,69,-1.8089
1968,6,2,2,47,4.3716
1968,6,2,3,51,1.1006
1968,6,2,4,54,-0.4040
1968,6,2,5,64,0.5969
1968,6,3,1,57,-0.7743
1968,6,3,2,106,2.7634
1968,6,3,3,103,2.0805
1968,6,3,4,109,-0.0182
1968,6,3,5,107,-0.2779
1968,7,1,1,192,-2.7940
1968,7,1,2,68,-2.9962
1968,7,1,3,48,-5.9989
1968,7,1,4,85,-4.7173
1968,7,1,5,131,-3.2039
1968,7,2,1,65,-2.6655
1968,7,2,2,47,-1.4832
1968,7,2,3,55,-3.0397
1968,7,2,4,55,-3.4423
1968,7,2,5,66,-6.4273
1968,7,3,1,58,-1.9806
1968,7,3,2,107,0.0450
1968,7,3,3,103,0.9183
1968,7,3,4,107,-3.6408
1968,7,3,5,109,-4.4719
1968,8,1,1,183,4.0099
1968,8,1,2,80,4.7876
1968,8,1,3,64,3.9146
1968,8,1,4,60,3.9297
1968,8,1,5,115,5.8512
1968,8,2,1,63,3.9060
1968,8,2,2,40,3.1604
1968,8,2,3,47,2.7454
1968,8,2,4,56,1.2109
1968,8,2,5,61,4.8127
1968,8,3,1,58,3.4045
1968,8,3,2,98,1.7180
1968,8,3,3,110,1.1121
1968,8,3,4,104,1.0230
1968,8,3,5,107,1.3183
1968,9,1,1,183,8.8874
1968,9,1,2,91,4.7948
1968,9,1,3,65,5.3500
1968,9,1,4,58,4.2921
1968,9,1,5,113,7.5278
1968,9,2,1,66,7.0854
1968,9,2,2,39,8.4607
1968,9,2,3,47,4.8145
1968,9,2,4,56,6.8587
1968,9,2,5,62,5.6121
1968,9,3,1,54,8.6879
1968,9,3,2,98,7.2740
1968,9,3,3,110,3.3601
1968,9,3,4,104,2.6353
1968,9,3,5,109,3.0427
1968,10,1,1,186,-0.8129
1968,10,1,2,92,2.1300
1968,10,1,3,66,-1.2412
1968,10,1,4,59,0.1899
1968,10,1,5,112,-0.8530
1968,10,2,1,63,-1.9503
1968,10,2,2,43,2.5209
1968,10,2,3,46,1.6477
1968,10,2,4,56,1.3504
1968,10,2,5,62,2.4370
1968,10,3,1,56,1.8592
1968,10,3,2,92,-0.3104
1968,10,3,3,114,2.9390
1968,10,3,4,103,-0.4186
1968,10,3,5,113,-0.2334
1968,11,1,1,194,5.6122
1968,11,1,2,74,7.2076
1968,11,1,3,69,6.3515
1968,11,1,4,71,11.4927
1968,11,1,5,128,7.6885
1968,11,2,1,61,6.6710
1968,11,2,2,50,8.1172
1968,11,2,3,43,8.1478
1968,11,2,4,59,8.9436
1968,11,2,5,65,8.1988
1968,11,3,1,53,6.1454
1968,11,3,2,93,6.5984
1968,11,3,3,109,5.9101
1968,11,3,4,111,3.8260
1968,11,3,5,106,5.6227
1968,12,1,1,196,0.7085
1968,12,1,2,72,3.4093
1968,12,1,3,68,-0.8485
1968,12,1,4,71,1.1155
1968,12,1,5,129,2.1302
1968,12,2,1,54,-1.9970
1968,12,2,2,56,0.0567
1968,12,2,3,40,-2.5548
1968,12,2,4,65,0.9070
1968,12,2,5,69,-2.5864
1968,12,3,1,55,-1.6130
1968,12,3,2,94,-3.5380
1968,12,3,3,112,-3.9655
1968,12,3,4,102,-3.5445
1968,12,3,5,110,-4.5122
1969,1,1,1,198,-1.3552
1969,1,1,2,74,-2.2562
1969,1,1,3,64,-1.7728
1969,1,1,4,72,-0.9319
1969,1,1,5,126,-1.0808
1969,1,2,1,58,-0.7585
1969,1,2,2,59,-0.3799
1969,1,2,3,44,-1.8808
1969,1,2,4,55,-1.5940
1969,1,2,5,68,-1.0498
1969,1,3,1,54,-2.0520
1969,1,3,2,90,0.6078
1969,1,3,3,109,0.3395
1969,1,3,4,109,-1.2735
1969,1,3,5,109,-2.7631
1969,2,1,1,194,-10.8698
1969,2,1,2,85,-10.3793
1969,2,1,3,68,-8.7416
1969,2,1,4,93,-5.9912
1969,2,1,5,93,-8.9532
1969,2,2,1,57,-8.9938
1969,2,2,2,57,-9.1921
1969,2,2,3,48,-6.0657
1969,2,2,4,56,-8.2660
1969,2,2,5,66,-9.0277
1969,2,3,1,59,-6.5371
1969,2,3,2,93,-4.7335
1969,2,3,3,107,-3.9293
1969,2,3,4,106,-5.1497
1969,2,3,5,110,-4.2110
1969,3,1,1,198,1.1451
1969,3,1,2,90,0.6318
1969,3,1,3,65,-0.0491
1969,3,1,4,97,3.6105
1969,3,1,5,102,3.9991
1969,3,2,1,51,0.7628
1969,3,2,2,52,2.8065
1969,3,2,3,56,2.2899
1969,3,2,4,52,2.8348
1969,3,2,5,68,3.1817
1969,3,3,1,64,1.9689
1969,3,3,2,94,5.5072
1969,3,3,3,105,3.6918
1969,3,3,4,105,2.9854
1969,3,3,5,107,3.4235
1969,4,1,1,192,-1.3426
1969,4,1,2,86,-0.8629
1969,4,1,3,66,-0.1458
1969,4,1,4,98,0.1087
1969,4,1,5,104,-1.6786
1969,4,2,1,52,-0.2776
1969,4,2,2,52,0.8239
1969,4,2,3,56,-1.5205
1969,4,2,4,55,1.6351
1969,4,2,5,69,1.6225
1969,4,3,1,63,0.7146
1969,4,3,2,99,0.4610
1969,4,3,3,105,1.8782
1969,4,3,4,103,1.9642
1969,4,3,5,107,2.9806
1969,5,1,1,233,0.4188
1969,5,1,2,81,1.1152
1969,5,1,3,74,-1.6504
1969,5,1,4,94,3.3542
1969,5,1,5,134,0.8313
1969,5,2,1,64,-1.4467
1969,5,2,2,67,-0.3408
1969,5,2,3,46,0.1373
1969,5,2,4,72,-0.4528
1969,5,2,5,74,-1.7887
1969,5,3,1,81,1.0609
1969,5,3,2,95,1.4092
1969,5,3,3,117,0.2610
1969,5,3,4,95,-1.0844
1969,5,3,5,128,0.5508
1969,6,1,1,239,-14.5448
1969,6,1,2,87,-13.1900
1969,6,1,3,73,-11.7952
1969,6,1,4,90,-13.3003
1969,6,1,5,125,-11.5894
1969,6,2,1,65,-11.4961
1969,6,2,2,66,-9.8656
1969,6,2,3,44,-10.4565
1969,6,2,4,76,-10.9926
1969,6,2,5,67,-11.4973
1969,6,3,1,81,-9.8755
1969,6,3,2,97,-7.9392
1969,6,3,3,119,-7.0757
1969,6,3,4,94,-6.0225
1969,6,3,5,132,-2.5853
1969,7,1,1,248,-12.3523
1969,7,1,2,91,-12.0640
1969,7,1,3,75,-10.5934
1969,7,1,4,92,-8.8114
1969,7,1,5,125,-11.3465
1969,7,2,1,61,-10.9841
1969,7,2,2,62,-7.1128
1969,7,2,3,46,-7.1996
1969,7,2,4,74,-9.6318
1969,7,2,5,71,-8.4597
1969,7,3,1,81,-8.4156
1969,7,3,2,99,-6.5980
1969,7,3,3,115,-6.6646
1969,7,3,4,95,-4.8140
1969,7,3,5,133,-5.2709
1969,8,1,1,222,3.4668
1969,8,1,2,121,6.0696
1969,8,1,3,80,2.2756
1969,8,1,4,83,3.9922
1969,8,1,5,100,7.3628
1969,8,2,1,64,7.2752
1969,8,2,2,42,4.8863
1969,8,2,3,64,4.4344
1969,8,2,4,64,6.3558
1969,8,2,5,72,7.5860
1969,8,3,1,63,3.7259
1969,8,3,2,107,5.7488
1969,8,3,3,103,3.5453
1969,8,3,4,109,5.3550
1969,8,3,5,124,5.2056
1969,9,1,1,225,-3.4410
1969,9,1,2,109,-3.4977
1969,9,1,3,92,-4.4062
1969,9,1,4,85,-3.3786
1969,9,1,5,90,-3.8055
1969,9,2,1,70,-1.4721
1969,9,2,2,46,-0.6469
1969,9,2,3,53,-2.2456
1969,9,2,4,64,-0.2899
1969,9,2,5,89,1.4573
1969,9,3,1,57,-2.5855
1969,9,3,2,108,-2.3752
1969,9,3,3,105,-4.8008
1969,9,3,4,106,-1.4035
1969,9,3,5,126,-1.0637
1969,10,1,1,222,11.6605
1969,10,1,2,108,8.6508
1969,10,1,3,96,10.7377
1969,10,1,4,87,9.3162
1969,10,1,5,89,13.2546
1969,10,2,1,70,7.8001
1969,10,2,2,51,5.1592
1969,10,2,3,54,8.2630
1969,10,2,4,64,8.0174
1969,10,2,5,87,8.3057
1969,10,3,1,61,6.1513
1969,10,3,2,108,5.4658
1969,10,3,3,105,2.7748
1969,10,3,4,108,6.4970
1969,10,3,5,124,5.5419
1969,11,1,1,231,-7.7346
1969,11,1,2,98,-8.0749
1969,11,1,3,82,-6.7254
1969,11,1,4,103,-6.5099
1969,11,1,5,105,-5.8571
1969,11,2,1,68,-6.1832
1969,11,2,2,53,-5.3231
1969,11,2,3,54,-3.2710
1969,11,2,4,63,-5.7149
1969,11,2,5,83,-4.6803
1969,11,3,1,60,-5.2759
1969,11,3,2,108,-4.5208
1969,11,3,3,109,-3.9607
1969,11,3,4,109,-3.3361
1969,11,3,5,127,-1.1785
1969,12,1,1,228,-11.5592
1969,12,1,2,104,-7.4888
1969,12,1,3,75,-9.7302
1969,12,1,4,108,-4.9697
1969,12,1,5,113,-7.3142
1969,12,2,1,68,-7.7159
1969,12,2,2,53,-3.8861
1969,12,2,3,58,-5.6879
1969,12,2,4,59,-5.7647
1969,12,2,5,81,-3.1393
1969,12,3,1,57,-3.4890
1969,12,3,2,104,-2.4192
1969,12,3,3,110,-1.8147
1969,12,3,4,113,-0.4367
1969,12,3,5,127,0.3454
1970,1,1,1,237,-0.2617
1970,1,1,2,103,-2.1018
1970,1,1,3,79,-3.4511
1970,1,1,4,97,-5.1707
1970,1,1,5,110,-4.9978
1970,1,2,1,62,-5.7508
1970,1,2,2,58,-3.8973
1970,1,2,3,57,-5.2336
1970,1,2,4,69,-8.4054
1970,1,2,5,76,-8.3286
1970,1,3,1,58,-8.2536
1970,1,3,2,99,-9.2927
1970,1,3,3,113,-7.9390
1970,1,3,4,114,-6.7719
1970,1,3,5,131,-9.1443
1970,2,1,1,238,2.9307
1970,2,1,2,125,3.1023
1970,2,1,3,81,4.5593
1970,2,1,4,90,0.9423
1970,2,1,5,93,1.8284
1970,2,2,1,62,4.7262
1970,2,2,2,61,5.7723
1970,2,2,3,61,3.8292
1970,2,2,4,56,3.1373
1970,2,2,5,83,3.4631
1970,2,3,1,53,9.3389
1970,2,3,2,97,8.3450
1970,2,3,3,111,5.6819
1970,2,3,4,122,7.0360
1970,2,3,5,131,3.0125
1970,3,1,1,236,-2.9207
1970,3,1,2,127,-3.1135
1970,3,1,3,81,-3.8165
1970,3,1,4,88,-3.9630
1970,3,1,5,102,-5.3538
1970,3,2,1,66,1.4908
1970,3,2,2,60,-0.1290
1970,3,2,3,59,-1.9676
1970,3,2,4,58,-2.3980
1970,3,2,5,84,-2.5854
1970,3,3,1,56,1.4700
1970,3,3,2,100,1.4310
1970,3,3,3,110,0.6927
1970,3,3,4,120,-0.3281
1970,3,3,5,130,-1.8945
1970,4,1,1,238,-17.2503
1970,4,1,2,129,-16.5137
1970,4,1,3,74,-16.0524
1970,4,1,4,96,-18.2995
1970,4,1,5,109,-19.6125
1970,4,2,1,66,-14.5640
1970,4,2,2,57,-13.1246
1970,4,2,3,62,-16.9621
1970,4,2,4,59,-13.6044
1970,4,2,5,78,-17.1912
1970,4,3,1,59,-10.1835
1970,4,3,2,100,-7.9682
1970,4,3,3,110,-8.5338
1970,4,3,4,118,-10.5640
1970,4,3,5,131,-10.3778
1970,5,1,1,275,-9.5003
1970,5,1,2,125,-8.2745
1970,5,1,3,67,-11.6430
1970,5,1,4,95,-11.3890
1970,5,1,5,155,-9.4982
1970,5,2,1,80,-11.4259
1970,5,2,2,74,-8.5541
1970,5,2,3,61,-9.4140
1970,5,2,4,71,-9.7243
1970,5,2,5,82,-12.6392
1970,5,3,1,66,-9.5691
1970,5,3,2,110,-2.6863
1970,5,3,3,126,-3.8160
1970,5,3,4,116,-6.1222
1970,5,3,5,139,-7.6885
1970,6,1,1,289,-10.4009
1970,6,1,2,128,-9.1704
1970,6,1,3,69,-9.9874
1970,6,1,4,97,-9.0234
1970,6,1,5,143,-7.2563
1970,6,2,1,79,-11.1574
1970,6,2,2,74,-8.8222
1970,6,2,3,65,-7.2994
1970,6,2,4,70,-6.0037
1970,6,2,5,80,-5.9756
1970,6,3,1,64,-4.7935
1970,6,3,2,108,-4.0860
1970,6,3,3,130,-4.8394
1970,6,3,4,114,-3.4690
1970,6,3,5,139,-5.0397
1970,7,1,1,295,2.7446
1970,7,1,2,127,6.9728
1970,7,1,3,74,3.3010
1970,7,1,4,84,7.5703
1970,7,1,5,147,4.5901
1970,7,2,1,80,6.8880
1970,7,2,2,73,8.6577
1970,7,2,3,59,8.6301
1970,7,2,4,74,6.8045
1970,7,2,5,75,8.2516
1970,7,3,1,60,11.3359
1970,7,3,2,108,8.3429
1970,7,3,3,130,8.4683
1970,7,3,4,115,8.2702
1970,7,3,5,143,5.0383
1970,8,1,1,297,7.3001
1970,8,1,2,147,5.8294
1970,8,1,3,106,8.1635
1970,8,1,4,81,4.8517
1970,8,1,5,86,4.9728
1970,8,2,1,80,7.6933
1970,8,2,2,76,9.2496
1970,8,2,3,62,6.5297
1970,8,2,4,73,7.3869
1970,8,2,5,72,5.0945
1970,8,3,1,52,5.6847
1970,8,3,2,93,4.6616
1970,8,3,3,121,6.5591
1970,8,3,4,128,5.7560
1970,8,3,5,148,3.5240
1970,9,1,1,302,15.9358
1970,9,1,2,141,13.2190
1970,9,1,3,110,14.8503
1970,9,1,4,83,15.5363
1970,9,1,5,85,15.8979
1970,9,2,1,81,14.1898
1970,9,2,2,79,11.7020
1970,9,2,3,67,9.8568
1970,9,2,4,60,8.6603
1970,9,2,5,80,13.5292
1970,9,3,1,53,6.4197
1970,9,3,2,94,5.3097
1970,9,3,3,114,1.8080
1970,9,3,4,134,1.7928
1970,9,3,5,152,7.1787
1970,10,1,1,310,-10.3117
1970,10,1,2,135,-7.3620
1970,10,1,3,116,-7.1202
1970,10,1,4,88,-5.7055
1970,10,1,5,77,-5.4277
1970,10,2,1,83,-7.4867
1970,10,2,2,72,-5.8085
1970,10,2,3,69,-3.6737
1970,10,2,4,54,-3.3229
1970,10,2,5,83,-3.6527
1970,10,3,1,54,-4.0257
1970,10,3,2,99,-2.1953
1970,10,3,3,113,-1.1103
1970,10,3,4,136,-0.0189
1970,10,3,5,153,-0.2655
1970,11,1,1,317,-2.8238
1970,11,1,2,138,-1.4885
1970,11,1,3,93,-1.7685
1970,11,1,4,88,-0.3872
1970,11,1,5,101,1.5932
1970,11,2,1,82,2.3018
1970,11,2,2,66,2.6269
1970,11,2,3,74,3.8189
1970,11,2,4,57,3.3374
1970,11,2,5,92,2.1086
1970,11,3,1,54,5.4773
1970,11,3,2,103,5.2800
1970,11,3,3,120,5.9441
1970,11,3,4,138,5.3129
1970,11,3,5,140,5.1731
1970,12,1,1,324,7.1526
1970,12,1,2,141,10.5424
1970,12,1,3,92,11.7760
1970,12,1,4,81,10.5884
1970,12,1,5,104,10.1568
1970,12,2,1,72,10.5169
1970,12,2,2,68,11.2998
1970,12,2,3,77,6.6290
1970,12,2,4,58,10.6016
1970,12,2,5,94,8.4124
1970,12,3,1,57,5.6881
1970,12,3,2,103,6.9118
1970,12,3,3,118,5.7100
1970,12,3,4,141,6.0254
1970,12,3,5,140,4.9002
1971,1,1,1,328,18.4059
1971,1,1,2,147,16.9924
1971,1,1,3,88,15.7121
1971,1,1,4,79,14.0935
1971,1,1,5,102,11.0441
1971,1,2,1,73,13.9417
1971,1,2,2,61,9.7138
1971,1,2,3,84,10.1223
1971,1,2,4,58,8.7221
1971,1,2,5,89,7.4136
1971,1,3,1,55,10.2051
1971,1,3,2,108,5.8819
1971,1,3,3,113,1.6722
1971,1,3,4,141,4.2987
1971,1,3,5,141,3.8986
1971,2,1,1,321,4.9761
1971,2,1,2,132,6.8185
1971,2,1,3,110,5.4112
1971,2,1,4,78,7.9752
1971,2,1,5,107,8.9544
1971,2,2,1,72,3.0436
1971,2,2,2,67,2.1980
1971,2,2,3,80,2.3975
1971,2,2,4,66,3.6879
1971,2,2,5,80,4.6111
1971,2,3,1,58,0.2338
1971,2,3,2,104,0.9415
1971,2,3,3,112,2.1243
1971,2,3,4,136,2.2617
1971,2,3,5,148,2.6479
1971,3,1,1,322,5.7780
1971,3,1,2,122,5.9631
1971,3,1,3,114,6.7909
1971,3,1,4,75,5.9455
1971,3,1,5,108,8.5273
1971,3,2,1,69,3.5484
1971,3,2,2,72,6.4766
1971,3,2,3,79,6.6941
1971,3,2,4,64,6.6609
1971,3,2,5,91,7.8967
1971,3,3,1,60,2.3905
1971,3,3,2,105,2.6999
1971,3,3,3,109,3.6609
1971,3,3,4,137,3.8595
1971,3,3,5,146,5.8718
1971,4,1,1,318,2.3277
1971,4,1,2,123,2.1611
1971,4,1,3,107,3.8037
1971,4,1,4,81,1.7538
1971,4,1,5,118,0.4436
1971,4,2,1,73,3.8198
1971,4,2,2,71,3.6366
1971,4,2,3,80,2.3244
1971,4,2,4,68,2.6502
1971,4,2,5,84,4.6987
1971,4,3,1,56,7.7096
1971,4,3,2,106,5.8407
1971,4,3,3,110,4.0323
1971,4,3,4,137,2.2793
1971,4,3,5,146,3.0594
1971,5,1,1,340,-7.3816
1971,5,1,2,142,-5.6606
1971,5,1,3,99,-5.3196
1971,5,1,4,78,-5.3357
1971,5,1,5,139,-5.2656
1971,5,2,1,83,-7.1284
1971,5,2,2,79,-3.1992
1971,5,2,3,78,-4.9274
1971,5,2,4,66,-3.4608
1971,5,2,5,96,-3.7129
1971,5,3,1,61,-5.3657
1971,5,3,2,105,-3.1882
1971,5,3,3,120,-3.0410
1971,5,3,4,136,-2.6720
1971,5,3,5,152,-3.3503
1971,6,1,1,340,-3.9714
1971,6,1,2,154,-2.9310
1971,6,1,3,103,-0.8211
1971,6,1,4,78,-3.9444
1971,6,1,5,123,-0.2661
1971,6,2,1,85,-2.9549
1971,6,2,2,77,-2.2175
1971,6,2,3,77,-0.9277
1971,6,2,4,70,-0.0131
1971,6,2,5,91,0.3200
1971,6,3,1,62,-5.1228
1971,6,3,2,101,-0.8435
1971,6,3,3,124,1.3112
1971,6,3,4,138,1.9449
1971,6,3,5,155,0.8825
1971,7,1,1,357,-7.7706
1971,7,1,2,157,-6.5375
1971,7,1,3,99,-4.8269
1971,7,1,4,79,-4.0178
1971,7,1,5,112,-7.6610
1971,7,2,1,70,-6.1866
1971,7,2,2,76,-4.3577
1971,7,2,3,80,-3.6748
1971,7,2,4,72,-4.5893
1971,7,2,5,96,-4.6176
1971,7,3,1,63,-5.5357
1971,7,3,2,101,-4.5547
1971,7,3,3,124,-3.7164
1971,7,3,4,138,-3.3471
1971,7,3,5,153,-4.2478
1971,8,1,1,338,3.9279
1971,8,1,2,163,4.4672
1971,8,1,3,125,4.5234
1971,8,1,4,93,6.9000
1971,8,1,5,92,2.3449
1971,8,2,1,71,6.0949
1971,8,2,2,77,7.8834
1971,8,2,3,83,4.1467
1971,8,2,4,70,2.3818
1971,8,2,5,84,3.6772
1971,8,3,1,57,9.9597
1971,8,3,2,103,6.5269
1971,8,3,3,119,3.6386
1971,8,3,4,145,2.4570
1971,8,3,5,161,4.9371
1971,9,1,1,336,-2.4228
1971,9,1,2,161,-1.4748
1971,9,1,3,122,0.1105
1971,9,1,4,90,2.5007
1971,9,1,5,105,2.3379
1971,9,2,1,72,-3.1876
1971,9,2,2,79,-0.6106
1971,9,2,3,77,-1.8288
