year,month,rank_ME,rank_GLA,nstocks,ret_vw
1996,4,1,2,307,8.0475
1996,4,1,3,480,8.2560
1996,4,1,4,491,9.3129
1996,4,1,5,638,9.5301
1996,4,2,1,137,2.9615
1996,4,2,2,108,5.4891
1996,4,2,3,143,7.9889
1996,4,2,4,194,4.5693
1996,4,2,5,249,10.1902
1996,4,3,1,148,0.2637
1996,4,3,2,145,2.1309
1996,4,3,3,144,1.0893
1996,4,3,4,152,1.5372
1996,4,3,5,225,4.8057
1996,5,1,1,464,6.6344
1996,5,1,2,304,9.1560
1996,5,1,3,479,9.2443
1996,5,1,4,490,5.7834
1996,5,1,5,634,10.0292
1996,5,2,1,136,6.0181
1996,5,2,2,107,3.2743
1996,5,2,3,143,5.3153
1996,5,2,4,194,5.3564
1996,5,2,5,250,6.1336
1996,5,3,1,148,2.4762
1996,5,3,2,145,0.3601
1996,5,3,3,143,0.2846
1996,5,3,4,152,3.3094
1996,5,3,5,224,4.9085
1996,6,1,1,458,-6.6110
1996,6,1,2,303,-5.4752
1996,6,1,3,473,-5.2261
1996,6,1,4,484,-6.3099
1996,6,1,5,630,-6.0557
1996,6,2,1,136,-1.8935
1996,6,2,2,107,1.1724
1996,6,2,3,141,-1.8467
1996,6,2,4,192,-5.7059
1996,6,2,5,247,-7.8204
1996,6,3,1,148,2.0436
1996,6,3,2,145,-1.0737
1996,6,3,3,143,-1.1769
1996,6,3,4,152,0.1648
1996,6,3,5,223,-0.1309
1996,7,1,1,479,-11.7034
1996,7,1,2,418,-7.7733
1996,7,1,3,453,-7.0052
1996,7,1,4,533,-8.7682
1996,7,1,5,760,-9.8781
1996,7,2,1,196,-10.0751
1996,7,2,2,126,-8.0518
1996,7,2,3,156,-9.5339
1996,7,2,4,188,-9.3768
1996,7,2,5,299,-11.5246
1996,7,3,1,158,-5.6852
1996,7,3,2,150,-5.5537
1996,7,3,3,160,-5.1016
1996,7,3,4,148,-4.6091
1996,7,3,5,251,-5.2711
1996,8,1,1,476,4.4323
1996,8,1,2,417,3.4979
1996,8,1,3,449,4.1875
1996,8,1,4,528,3.2937
1996,8,1,5,756,4.5079
1996,8,2,1,194,4.4393
1996,8,2,2,124,6.4330
1996,8,2,3,154,5.6396
1996,8,2,4,186,6.0988
1996,8,2,5,299,6.3721
1996,8,3,1,158,3.0332
1996,8,3,2,149,2.6480
1996,8,3,3,159,1.8184
1996,8,3,4,148,1.0026
1996,8,3,5,248,3.6352
1996,9,1,1,467,1.3408
1996,9,1,2,411,2.1869
1996,9,1,3,445,1.5863
1996,9,1,4,525,3.0092
1996,9,1,5,747,3.9892
1996,9,2,1,194,3.9963
1996,9,2,2,124,1.0816
1996,9,2,3,154,2.9984
1996,9,2,4,185,3.0904
1996,9,2,5,297,4.3326
1996,9,3,1,158,2.8360
1996,9,3,2,149,3.2069
1996,9,3,3,158,4.8649
1996,9,3,4,147,5.2416
1996,9,3,5,248,8.5713
1996,10,1,1,462,-3.9472
1996,10,1,2,408,-1.1008
1996,10,1,3,441,-1.8349
1996,10,1,4,518,-0.7539
1996,10,1,5,746,-3.3368
1996,10,2,1,194,-2.0210
1996,10,2,2,123,1.0959
1996,10,2,3,153,-1.3222
1996,10,2,4,183,-1.9827
1996,10,2,5,297,-3.3022
1996,10,3,1,157,3.8811
1996,10,3,2,146,2.5606
1996,10,3,3,158,1.0808
1996,10,3,4,147,0.1455
1996,10,3,5,248,0.4018
1996,11,1,1,460,0.6621
1996,11,1,2,403,1.5366
1996,11,1,3,435,3.3815
1996,11,1,4,516,2.6401
1996,11,1,5,744,3.1046
1996,11,2,1,194,2.0183
1996,11,2,2,123,3.5651
1996,11,2,3,152,2.3643
1996,11,2,4,182,2.5294
1996,11,2,5,295,4.9711
1996,11,3,1,157,4.3668
1996,11,3,2,146,5.2710
1996,11,3,3,156,6.5559
1996,11,3,4,147,9.8540
1996,11,3,5,248,7.4398
1996,12,1,1,457,1.0286
1996,12,1,2,399,0.2674
1996,12,1,3,432,1.0269
1996,12,1,4,511,1.2462
1996,12,1,5,741,1.3087
1996,12,2,1,194,3.7048
1996,12,2,2,123,1.4444
1996,12,2,3,152,1.8587
1996,12,2,4,182,2.9993
1996,12,2,5,293,0.5213
1996,12,3,1,157,-2.0635
1996,12,3,2,146,0.6016
1996,12,3,3,155,-1.7919
1996,12,3,4,147,-0.9562
1996,12,3,5,248,-2.3478
1997,1,1,1,454,7.2250
1997,1,1,2,397,5.1914
1997,1,1,3,425,4.0952
1997,1,1,4,504,3.3710
1997,1,1,5,733,7.0569
1997,1,2,1,193,5.5084
1997,1,2,2,123,2.1399
1997,1,2,3,150,4.0738
1997,1,2,4,181,2.0050
1997,1,2,5,292,2.7337
1997,1,3,1,157,2.3009
1997,1,3,2,142,3.9283
1997,1,3,3,154,5.0886
1997,1,3,4,147,4.6151
1997,1,3,5,247,8.9743
1997,2,1,1,452,-2.3922
1997,2,1,2,396,-3.6861
1997,2,1,3,420,-2.3060
1997,2,1,4,500,-2.3062
1997,2,1,5,726,-4.1996
1997,2,2,1,192,-2.2993
1997,2,2,2,123,-4.3410
1997,2,2,3,150,-3.2813
1997,2,2,4,181,-2.4282
1997,2,2,5,290,-4.6853
1997,2,3,1,155,-0.2661
1997,2,3,2,141,-1.0799
1997,2,3,3,154,0.8020
1997,2,3,4,147,1.0373
1997,2,3,5,245,-1.5936
1997,3,1,1,448,-6.8974
1997,3,1,2,392,-1.9612
1997,3,1,3,419,-3.1818
1997,3,1,4,497,-5.0468
1997,3,1,5,718,-5.8100
1997,3,2,1,189,-6.4416
1997,3,2,2,121,-1.5732
1997,3,2,3,149,-3.4683
1997,3,2,4,181,-5.0007
1997,3,2,5,288,-5.4789
1997,3,3,1,155,-3.0352
1997,3,3,2,141,-1.4803
1997,3,3,3,154,-3.1300
1997,3,3,4,147,-5.6393
1997,3,3,5,245,-4.7469
1997,4,1,1,443,-6.8494
1997,4,1,2,388,-3.6882
1997,4,1,3,417,-3.1358
1997,4,1,4,493,-3.0861
1997,4,1,5,711,-2.8016
1997,4,2,1,190,-3.8475
1997,4,2,2,121,2.9787
1997,4,2,3,149,0.6840
1997,4,2,4,178,0.5373
1997,4,2,5,287,1.0685
1997,4,3,1,155,3.3767
1997,4,3,2,141,2.5578
1997,4,3,3,153,3.7701
1997,4,3,4,147,5.5634
1997,4,3,5,245,8.1009
1997,5,1,1,438,10.1310
1997,5,1,2,386,8.9491
1997,5,1,3,415,9.2588
1997,5,1,4,489,10.3022
1997,5,1,5,707,12.2879
1997,5,2,1,189,10.6012
1997,5,2,2,120,12.1227
1997,5,2,3,148,12.3941
1997,5,2,4,178,12.1771
1997,5,2,5,285,14.9494
1997,5,3,1,155,6.6950
1997,5,3,2,140,6.2109
1997,5,3,3,153,5.2011
1997,5,3,4,147,8.1745
1997,5,3,5,244,6.8613
1997,6,1,1,436,4.7853
1997,6,1,2,379,6.3701
1997,6,1,3,410,6.6018
1997,6,1,4,489,4.9017
1997,6,1,5,705,5.0809
1997,6,2,1,188,1.5323
1997,6,2,2,120,5.7459
1997,6,2,3,148,5.6606
1997,6,2,4,177,5.1669
1997,6,2,5,283,3.4622
1997,6,3,1,155,4.0054
1997,6,3,2,139,3.3762
1997,6,3,3,151,4.5045
1997,6,3,4,147,3.6128
1997,6,3,5,243,4.1296
1997,7,1,1,582,1.6015
1997,7,1,2,418,7.3176
1997,7,1,3,474,5.4537
1997,7,1,4,545,6.0651
1997,7,1,5,801,6.3729
1997,7,2,1,156,3.4341
1997,7,2,2,128,6.8978
1997,7,2,3,144,3.7611
1997,7,2,4,172,7.0824
1997,7,2,5,268,7.2561
1997,7,3,1,162,6.3450
1997,7,3,2,175,5.4737
1997,7,3,3,178,7.3981
1997,7,3,4,168,7.6644
1997,7,3,5,248,8.4993
1997,8,1,1,579,6.1915
1997,8,1,2,413,2.5532
1997,8,1,3,465,5.2819
1997,8,1,4,538,5.6415
1997,8,1,5,796,5.5020
1997,8,2,1,155,2.4291
1997,8,2,2,127,3.8397
1997,8,2,3,143,3.4133
1997,8,2,4,170,3.6065
1997,8,2,5,267,4.0986
1997,8,3,1,161,-3.9126
1997,8,3,2,175,-2.5766
1997,8,3,3,178,-2.8937
1997,8,3,4,167,-4.7480
1997,8,3,5,246,-5.3170
1997,9,1,1,572,11.5974
1997,9,1,2,410,9.0571
1997,9,1,3,463,7.3920
1997,9,1,4,535,9.1634
1997,9,1,5,791,7.8496
1997,9,2,1,154,9.7287
1997,9,2,2,125,7.8186
1997,9,2,3,140,7.4728
1997,9,2,4,166,5.3913
1997,9,2,5,263,7.3980
1997,9,3,1,156,6.6130
1997,9,3,2,174,5.0564
1997,9,3,3,176,5.1953
1997,9,3,4,167,4.5820
1997,9,3,5,246,4.1057
1997,10,1,1,568,-4.2677
1997,10,1,2,408,-2.9269
1997,10,1,3,455,-2.9616
1997,10,1,4,529,-4.4752
1997,10,1,5,786,-4.4441
1997,10,2,1,154,-3.7978
1997,10,2,2,125,-3.2175
1997,10,2,3,138,-4.2576
1997,10,2,4,164,-6.1668
1997,10,2,5,263,-6.5189
1997,10,3,1,156,-2.5710
1997,10,3,2,173,-4.6587
1997,10,3,3,175,-3.4224
1997,10,3,4,165,-4.2460
1997,10,3,5,244,-3.0060
1997,11,1,1,556,-5.2139
1997,11,1,2,405,-4.4060
1997,11,1,3,447,-1.6093
1997,11,1,4,523,-3.3202
1997,11,1,5,783,-1.1478
1997,11,2,1,154,-1.2929
1997,11,2,2,120,-1.5098
1997,11,2,3,137,-2.5449
1997,11,2,4,163,-1.1736
1997,11,2,5,262,-1.2818
1997,11,3,1,156,6.1448
1997,11,3,2,171,2.2366
1997,11,3,3,173,3.1600
1997,11,3,4,165,5.0192
1997,11,3,5,244,4.6871
1997,12,1,1,552,-4.8938
1997,12,1,2,403,-3.1501
1997,12,1,3,446,-2.4124
1997,12,1,4,517,-2.8320
1997,12,1,5,776,-4.0868
1997,12,2,1,154,2.4472
1997,12,2,2,119,0.6883
1997,12,2,3,135,-0.5220
1997,12,2,4,160,-2.4448
1997,12,2,5,260,-0.8057
1997,12,3,1,154,4.8114
1997,12,3,2,171,0.4755
1997,12,3,3,173,1.5815
1997,12,3,4,164,1.2993
1997,12,3,5,244,-0.7769
1998,1,1,1,542,-0.5024
1998,1,1,2,397,-1.7726
1998,1,1,3,438,1.4130
1998,1,1,4,513,-1.0918
1998,1,1,5,768,0.2632
1998,1,2,1,153,-1.6774
1998,1,2,2,117,-0.1696
1998,1,2,3,133,-3.4639
1998,1,2,4,158,-0.5291
1998,1,2,5,255,-0.0741
1998,1,3,1,153,0.0998
1998,1,3,2,171,-0.9644
1998,1,3,3,173,-0.2349
1998,1,3,4,163,2.0834
1998,1,3,5,244,4.2947
1998,2,1,1,535,6.6336
1998,2,1,2,392,5.7223
1998,2,1,3,432,6.9297
1998,2,1,4,507,4.4476
1998,2,1,5,762,6.2942
1998,2,2,1,153,5.3785
1998,2,2,2,115,7.3205
1998,2,2,3,131,7.8098
1998,2,2,4,157,9.3587
1998,2,2,5,253,10.0847
1998,2,3,1,151,4.4584
1998,2,3,2,171,6.0635
1998,2,3,3,171,5.4872
1998,2,3,4,163,6.3403
1998,2,3,5,244,9.2631
1998,3,1,1,528,4.1066
1998,3,1,2,389,4.4800
1998,3,1,3,427,5.3663
1998,3,1,4,501,4.3879
1998,3,1,5,753,4.5965
1998,3,2,1,153,4.5283
1998,3,2,2,114,4.6409
1998,3,2,3,131,3.7725
1998,3,2,4,157,2.7790
1998,3,2,5,250,4.1882
1998,3,3,1,151,8.2253
1998,3,3,2,170,5.9345
1998,3,3,3,171,5.2163
1998,3,3,4,163,1.5537
1998,3,3,5,244,4.5853
1998,4,1,1,518,2.1467
1998,4,1,2,385,1.5781
1998,4,1,3,420,2.6073
1998,4,1,4,494,3.0956
1998,4,1,5,742,2.9076
1998,4,2,1,153,-0.2672
1998,4,2,2,111,2.1785
1998,4,2,3,131,0.7121
1998,4,2,4,155,1.7365
1998,4,2,5,248,-0.4068
1998,4,3,1,149,-0.6055
1998,4,3,2,168,0.8131
1998,4,3,3,170,1.1453
1998,4,3,4,163,0.8152
1998,4,3,5,244,1.1961
1998,5,1,1,512,-4.8479
1998,5,1,2,379,-6.0344
1998,5,1,3,413,-2.3953
1998,5,1,4,488,-4.6541
1998,5,1,5,736,-4.8587
1998,5,2,1,152,-4.8708
1998,5,2,2,111,-5.3761
1998,5,2,3,131,-6.9344
1998,5,2,4,155,-5.4484
1998,5,2,5,245,-5.9286
1998,5,3,1,148,-1.2995
1998,5,3,2,168,-2.9362
1998,5,3,3,170,-2.2951
1998,5,3,4,163,-2.1053
1998,5,3,5,243,-2.0564
1998,6,1,1,506,-1.5758
1998,6,1,2,373,-2.8987
1998,6,1,3,411,-1.3716
1998,6,1,4,485,-2.7025
1998,6,1,5,729,0.1257
1998,6,2,1,151,0.8669
1998,6,2,2,111,2.6660
1998,6,2,3,131,-3.4464
1998,6,2,4,155,-1.7806
1998,6,2,5,243,0.4130
1998,6,3,1,147,4.6583
1998,6,3,2,166,0.0083
1998,6,3,3,167,0.1929
1998,6,3,4,163,1.8041
1998,6,3,5,243,8.2905
1998,7,1,1,664,-7.9514
1998,7,1,2,469,-7.4829
1998,7,1,3,431,-7.6926
1998,7,1,4,520,-6.5832
1998,7,1,5,803,-7.3555
1998,7,2,1,162,-6.9039
1998,7,2,2,132,-9.5186
1998,7,2,3,166,-10.1645
1998,7,2,4,177,-7.7163
1998,7,2,5,299,-7.7483
1998,7,3,1,183,-2.1961
1998,7,3,2,172,-2.5214
1998,7,3,3,162,-7.7756
1998,7,3,4,171,-0.0766
1998,7,3,5,279,-0.1878
1998,8,1,1,654,-23.1227
1998,8,1,2,461,-21.0981
1998,8,1,3,420,-20.8757
1998,8,1,4,518,-20.9153
1998,8,1,5,796,-21.5986
1998,8,2,1,162,-18.5378
1998,8,2,2,130,-20.5099
1998,8,2,3,165,-19.8394
1998,8,2,4,177,-17.3877
1998,8,2,5,298,-21.5815
1998,8,3,1,181,-11.0229
1998,8,3,2,170,-12.8481
1998,8,3,3,160,-14.0577
1998,8,3,4,170,-12.7466
1998,8,3,5,278,-14.0212
1998,9,1,1,644,7.8851
1998,9,1,2,455,3.2037
1998,9,1,3,414,1.6120
1998,9,1,4,515,4.1432
1998,9,1,5,790,3.0150
1998,9,2,1,160,11.2081
1998,9,2,2,129,5.0611
1998,9,2,3,163,4.4345
1998,9,2,4,176,4.8688
1998,9,2,5,294,9.7124
1998,9,3,1,181,6.3737
1998,9,3,2,167,6.8632
1998,9,3,3,160,5.4998
1998,9,3,4,169,8.3182
1998,9,3,5,276,8.8883
1998,10,1,1,627,1.6320
1998,10,1,2,448,1.9981
1998,10,1,3,409,5.0926
1998,10,1,4,512,2.1464
1998,10,1,5,774,4.0728
1998,10,2,1,158,4.7310
1998,10,2,2,128,4.5487
1998,10,2,3,163,8.4987
1998,10,2,4,176,5.2715
1998,10,2,5,292,5.6382
1998,10,3,1,180,5.3201
1998,10,3,2,166,5.7553
1998,10,3,3,158,8.0293
1998,10,3,4,167,9.3603
1998,10,3,5,276,7.0043
1998,11,1,1,603,8.2465
1998,11,1,2,439,6.0773
1998,11,1,3,404,9.7858
1998,11,1,4,508,7.7423
1998,11,1,5,759,10.6103
1998,11,2,1,157,2.4519
1998,11,2,2,128,3.8215
1998,11,2,3,163,2.9363
1998,11,2,4,174,7.1011
1998,11,2,5,289,9.9006
1998,11,3,1,180,2.6621
1998,11,3,2,165,5.0481
1998,11,3,3,155,4.6781
1998,11,3,4,165,7.5914
1998,11,3,5,275,7.7722
1998,12,1,1,590,2.1601
1998,12,1,2,433,0.7979
1998,12,1,3,397,0.1158
1998,12,1,4,503,1.7163
1998,12,1,5,754,4.1121
1998,12,2,1,157,5.8939
1998,12,2,2,128,4.4600
1998,12,2,3,162,2.5396
1998,12,2,4,173,4.9583
1998,12,2,5,288,8.5922
1998,12,3,1,178,7.3498
1998,12,3,2,164,3.4509
1998,12,3,3,155,3.2540
1998,12,3,4,165,6.0849
1998,12,3,5,273,10.8095
1999,1,1,1,580,7.6721
1999,1,1,2,426,4.4834
1999,1,1,3,390,4.0944
1999,1,1,4,496,6.3593
1999,1,1,5,738,6.4939
1999,1,2,1,157,3.9474
1999,1,2,2,128,-2.8714
1999,1,2,3,159,1.3173
1999,1,2,4,173,1.0403
1999,1,2,5,285,1.6465
1999,1,3,1,177,0.4625
1999,1,3,2,164,-0.0441
1999,1,3,3,155,4.6886
1999,1,3,4,165,2.5879
1999,1,3,5,272,8.5128
1999,2,1,1,564,-7.0189
1999,2,1,2,420,-5.9700
1999,2,1,3,382,-7.3597
1999,2,1,4,486,-8.7039
1999,2,1,5,727,-8.1516
1999,2,2,1,156,-7.4681
1999,2,2,2,127,-10.1701
1999,2,2,3,157,-7.9307
1999,2,2,4,172,-9.1461
1999,2,2,5,284,-10.6477
1999,2,3,1,177,-2.8849
1999,2,3,2,162,-0.4503
1999,2,3,3,155,-4.7441
1999,2,3,4,163,-4.4124
1999,2,3,5,269,-6.3400
1999,3,1,1,550,-2.0372
1999,3,1,2,413,-0.2288
1999,3,1,3,378,-7.1500
1999,3,1,4,482,-2.3012
1999,3,1,5,720,-4.8423
1999,3,2,1,155,0.6052
1999,3,2,2,126,0.1086
1999,3,2,3,155,-0.5160
1999,3,2,4,172,0.9094
1999,3,2,5,282,-1.1485
1999,3,3,1,177,3.5924
1999,3,3,2,162,5.4220
1999,3,3,3,154,2.5780
1999,3,3,4,163,0.3719
1999,3,3,5,269,5.8072
1999,4,1,1,535,5.8576
1999,4,1,2,404,12.1862
1999,4,1,3,374,11.4052
1999,4,1,4,473,11.8597
1999,4,1,5,709,8.1587
1999,4,2,1,150,12.2017
1999,4,2,2,125,12.2731
1999,4,2,3,153,9.1777
1999,4,2,4,171,7.1254
1999,4,2,5,278,4.7604
1999,4,3,1,172,5.3483
1999,4,3,2,161,9.5690
1999,4,3,3,152,9.3770
1999,4,3,4,162,4.5802
1999,4,3,5,267,-1.8280
1999,5,1,1,525,3.8279
1999,5,1,2,399,5.7281
1999,5,1,3,365,3.0155
1999,5,1,4,465,7.8848
1999,5,1,5,705,5.3353
1999,5,2,1,148,2.7923
1999,5,2,2,124,2.9738
1999,5,2,3,152,2.5289
1999,5,2,4,171,3.4097
1999,5,2,5,276,3.2579
1999,5,3,1,172,-1.1368
1999,5,3,2,161,-1.4218
1999,5,3,3,152,-1.6437
1999,5,3,4,159,1.7164
1999,5,3,5,264,-3.5437
1999,6,1,1,515,4.6809
1999,6,1,2,394,8.8116
1999,6,1,3,363,8.9169
1999,6,1,4,462,5.5222
1999,6,1,5,695,8.2910
1999,6,2,1,146,3.8113
1999,6,2,2,123,6.7445
1999,6,2,3,151,11.1087
1999,6,2,4,170,6.4127
1999,6,2,5,276,8.1124
1999,6,3,1,170,3.7661
1999,6,3,2,160,1.8691
1999,6,3,3,151,6.3751
1999,6,3,4,159,6.9257
1999,6,3,5,264,7.0364
1999,7,1,1,561,3.9834
1999,7,1,2,420,2.5982
1999,7,1,3,422,1.3428
1999,7,1,4,529,0.0172
1999,7,1,5,714,1.4033
1999,7,2,1,161,0.4158
1999,7,2,2,143,-2.3007
1999,7,2,3,181,-0.2832
1999,7,2,4,179,-1.5932
1999,7,2,5,276,-2.8490
1999,7,3,1,175,-2.1286
1999,7,3,2,172,-0.4496
1999,7,3,3,168,-2.3859
1999,7,3,4,161,-1.0343
1999,7,3,5,275,-4.1818
1999,8,1,1,554,-0.0511
1999,8,1,2,416,-1.7587
1999,8,1,3,417,-3.9247
1999,8,1,4,521,-2.7636
1999,8,1,5,702,-2.7174
1999,8,2,1,160,-0.1588
1999,8,2,2,141,-3.5722
1999,8,2,3,178,-4.5686
1999,8,2,4,179,-2.5690
1999,8,2,5,271,-3.3262
1999,8,3,1,173,0.4955
1999,8,3,2,172,-3.1930
1999,8,3,3,166,-3.5051
1999,8,3,4,159,-0.3594
1999,8,3,5,274,2.7093
1999,9,1,1,546,-0.7003
1999,9,1,2,411,-2.8864
1999,9,1,3,411,-2.5575
1999,9,1,4,519,-1.1186
1999,9,1,5,693,-0.3589
1999,9,2,1,157,0.5076
1999,9,2,2,138,-2.7523
1999,9,2,3,176,0.1859
1999,9,2,4,177,-2.2827
1999,9,2,5,269,2.4447
1999,9,3,1,171,0.6545
1999,9,3,2,170,-2.3288
1999,9,3,3,165,-2.5746
1999,9,3,4,158,-3.9392
1999,9,3,5,271,-1.8105
1999,10,1,1,538,-1.7827
1999,10,1,2,402,-4.8306
1999,10,1,3,401,-1.8271
1999,10,1,4,511,-0.5461
1999,10,1,5,682,-0.6206
1999,10,2,1,155,-1.1222
1999,10,2,2,138,-4.9725
1999,10,2,3,174,-1.4121
1999,10,2,4,176,-2.4522
1999,10,2,5,269,0.3164
1999,10,3,1,171,7.2713
1999,10,3,2,168,0.8687
1999,10,3,3,165,2.5653
1999,10,3,4,158,1.8309
1999,10,3,5,267,8.2653
1999,11,1,1,530,17.1956
1999,11,1,2,394,8.3817
1999,11,1,3,396,14.0545
1999,11,1,4,505,10.3645
1999,11,1,5,677,14.1815
1999,11,2,1,155,4.1878
1999,11,2,2,136,4.2564
1999,11,2,3,173,9.7386
1999,11,2,4,174,9.0854
1999,11,2,5,268,11.7137
1999,11,3,1,169,-1.4020
1999,11,3,2,166,0.2433
1999,11,3,3,164,2.8388
1999,11,3,4,158,6.2559
1999,11,3,5,263,6.2814
1999,12,1,1,518,25.7335
1999,12,1,2,392,8.6183
1999,12,1,3,393,16.2496
1999,12,1,4,495,12.1500
1999,12,1,5,670,13.0493
1999,12,2,1,151,13.0845
1999,12,2,2,135,6.6162
1999,12,2,3,168,9.7042
1999,12,2,4,170,11.2427
1999,12,2,5,263,13.9871
1999,12,3,1,168,11.2620
1999,12,3,2,164,5.6070
1999,12,3,3,162,3.5066
1999,12,3,4,158,4.7826
1999,12,3,5,260,11.2609
2000,1,1,1,512,19.5857
2000,1,1,2,385,7.4322
2000,1,1,3,386,5.1799
2000,1,1,4,491,4.4537
2000,1,1,5,660,4.8267
2000,1,2,1,150,3.9025
2000,1,2,2,135,-4.0412
2000,1,2,3,162,1.4392
2000,1,2,4,167,-1.3199
2000,1,2,5,261,-3.4433
2000,1,3,1,167,-5.2993
2000,1,3,2,161,-0.8551
2000,1,3,3,162,-6.5443
2000,1,3,4,157,2.3960
2000,1,3,5,259,-9.1410
2000,2,1,1,505,54.4532
2000,2,1,2,382,18.0393
2000,2,1,3,381,26.0968
2000,2,1,4,487,23.0360
2000,2,1,5,655,26.5962
2000,2,2,1,150,32.3118
2000,2,2,2,133,5.5080
2000,2,2,3,160,12.4616
2000,2,2,4,166,22.2040
2000,2,2,5,259,18.4159
2000,2,3,1,164,-2.0097
2000,2,3,2,161,-5.6999
2000,2,3,3,160,-0.1387
2000,2,3,4,157,3.9493
2000,2,3,5,258,3.8574
2000,3,1,1,502,-23.2691
2000,3,1,2,377,-4.7943
2000,3,1,3,375,-4.3786
2000,3,1,4,479,-1.3132
2000,3,1,5,643,-7.9345
2000,3,2,1,148,-16.5800
2000,3,2,2,133,4.1928
2000,3,2,3,158,-3.1276
2000,3,2,4,163,-1.6067
2000,3,2,5,255,-9.0672
2000,3,3,1,163,8.0499
2000,3,3,2,161,11.8893
2000,3,3,3,159,5.9595
2000,3,3,4,155,8.5250
2000,3,3,5,257,6.7073
2000,4,1,1,498,-21.1570
2000,4,1,2,371,-15.4063
2000,4,1,3,371,-10.9694
2000,4,1,4,471,-12.5627
2000,4,1,5,638,-17.3216
2000,4,2,1,146,-11.4087
2000,4,2,2,130,-3.4979
2000,4,2,3,158,1.9331
2000,4,2,4,162,-6.9704
2000,4,2,5,252,-8.9584
2000,4,3,1,160,-1.0214
2000,4,3,2,160,-1.3812
2000,4,3,3,159,0.4061
2000,4,3,4,154,-2.9260
2000,4,3,5,256,-6.2475
2000,5,1,1,497,-11.6333
2000,5,1,2,367,-7.1716
2000,5,1,3,365,-12.6835
2000,5,1,4,470,-10.7681
2000,5,1,5,630,-10.5799
2000,5,2,1,142,-4.4279
2000,5,2,2,130,-6.6275
2000,5,2,3,155,-7.0532
2000,5,2,4,162,-6.0005
2000,5,2,5,247,-8.9160
2000,5,3,1,158,0.1295
2000,5,3,2,159,-0.9268
2000,5,3,3,159,-5.8560
2000,5,3,4,152,-5.8136
2000,5,3,5,255,-4.6149
2000,6,1,1,489,34.9600
2000,6,1,2,365,16.2658
2000,6,1,3,360,22.1130
2000,6,1,4,464,23.7797
2000,6,1,5,622,20.2903
2000,6,2,1,139,15.0588
2000,6,2,2,130,3.2744
2000,6,2,3,153,3.9420
2000,6,2,4,159,10.5875
2000,6,2,5,245,13.6714
2000,6,3,1,156,1.2799
2000,6,3,2,159,-4.0771
2000,6,3,3,159,0.9695
2000,6,3,4,152,3.2387
2000,6,3,5,255,9.2513
2000,7,1,1,460,-3.8729
2000,7,1,2,332,0.7710
2000,7,1,3,430,-0.0565
2000,7,1,4,457,1.0186
2000,7,1,5,648,-3.7040
2000,7,2,1,190,-3.5791
2000,7,2,2,138,0.4319
2000,7,2,3,158,-0.3879
2000,7,2,4,173,-3.3948
2000,7,2,5,260,-2.6281
2000,7,3,1,209,-1.7704
2000,7,3,2,156,-2.2947
2000,7,3,3,168,-2.6031
2000,7,3,4,185,-4.4947
2000,7,3,5,302,-3.6859
2000,8,1,1,459,9.7997
2000,8,1,2,330,7.8617
2000,8,1,3,425,7.2120
2000,8,1,4,454,6.1783
2000,8,1,5,638,7.7282
2000,8,2,1,189,12.2002
2000,8,2,2,136,7.3319
2000,8,2,3,157,6.4670
2000,8,2,4,172,5.3000
2000,8,2,5,258,7.5629
2000,8,3,1,208,10.0847
2000,8,3,2,154,5.0058
2000,8,3,3,166,5.4398
2000,8,3,4,184,10.2619
2000,8,3,5,296,4.7795
2000,9,1,1,455,-4.7773
2000,9,1,2,328,0.9443
2000,9,1,3,421,-3.0769
2000,9,1,4,446,-4.2057
2000,9,1,5,625,-5.5098
2000,9,2,1,186,0.6984
2000,9,2,2,136,-1.6800
2000,9,2,3,155,-3.4928
2000,9,2,4,169,-5.6640
2000,9,2,5,257,-3.1711
2000,9,3,1,205,-0.9272
2000,9,3,2,154,-5.5912
2000,9,3,3,164,-0.9842
2000,9,3,4,182,-6.8120
2000,9,3,5,294,-8.7664
2000,10,1,1,446,-11.0486
2000,10,1,2,326,-8.6011
2000,10,1,3,417,-6.7016
2000,10,1,4,438,-6.7939
2000,10,1,5,616,-7.3061
2000,10,2,1,183,-6.0767
2000,10,2,2,135,-2.5339
2000,10,2,3,151,-2.1728
2000,10,2,4,167,-1.8652
2000,10,2,5,257,-3.2572
2000,10,3,1,202,-3.0226
2000,10,3,2,152,-0.1940
2000,10,3,3,161,1.6539
2000,10,3,4,180,1.2563
2000,10,3,5,293,-2.5794
2000,11,1,1,439,-14.4180
2000,11,1,2,319,-11.0021
2000,11,1,3,408,-9.8314
2000,11,1,4,427,-7.6306
2000,11,1,5,597,-11.2228
2000,11,2,1,180,-12.3826
2000,11,2,2,134,-6.3544
2000,11,2,3,149,-6.5156
2000,11,2,4,166,-6.5715
2000,11,2,5,255,-7.7645
2000,11,3,1,199,-8.9472
2000,11,3,2,151,-8.4021
2000,11,3,3,160,-4.9802
2000,11,3,4,179,-10.6072
2000,11,3,5,291,-10.5364
2000,12,1,1,426,-2.8547
2000,12,1,2,311,1.3991
2000,12,1,3,403,-1.1775
2000,12,1,4,420,-0.5586
2000,12,1,5,590,-3.7635
2000,12,2,1,177,7.0355
2000,12,2,2,133,11.4990
2000,12,2,3,149,11.7808
2000,12,2,4,166,5.4385
2000,12,2,5,253,6.0099
2000,12,3,1,198,4.4724
2000,12,3,2,150,6.2073
