year,month,rank_ME,rank_GLA,nstocks,ret_vw
1967,1,1,1,45,15.4690
1967,1,1,2,70,20.4680
1967,1,1,3,73,17.8289
1967,1,1,4,84,21.1154
1967,1,1,5,85,16.0523
1967,1,2,1,43,12.8037
1967,1,2,2,46,16.8771
1967,1,2,3,51,18.3998
1967,1,2,4,44,17.3136
1967,1,2,5,47,15.0731
1967,1,3,1,108,3.8250
1967,1,3,2,92,6.2950
1967,1,3,3,82,11.4256
1967,1,3,4,105,9.9271
1967,1,3,5,107,7.3333
1967,2,1,1,44,3.3764
1967,2,1,2,70,2.2247
1967,2,1,3,73,5.1030
1967,2,1,4,84,5.7207
1967,2,1,5,85,6.0475
1967,2,2,1,43,2.3036
1967,2,2,2,46,0.4033
1967,2,2,3,51,3.2816
1967,2,2,4,44,0.7913
1967,2,2,5,47,2.9331
1967,2,3,1,108,-1.3266
1967,2,3,2,92,-0.6272
1967,2,3,3,82,0.7586
1967,2,3,4,105,0.9675
1967,2,3,5,107,4.0023
1967,3,1,1,45,5.6715
1967,3,1,2,70,9.0435
1967,3,1,3,73,6.4150
1967,3,1,4,84,7.1046
1967,3,1,5,85,4.4306
1967,3,2,1,43,2.6884
1967,3,2,2,46,5.4467
1967,3,2,3,51,9.0507
1967,3,2,4,44,8.0542
1967,3,2,5,47,7.1259
1967,3,3,1,108,2.2059
1967,3,3,2,92,4.2681
1967,3,3,3,82,5.1444
1967,3,3,4,105,4.1011
1967,3,3,5,107,5.1926
1967,4,1,1,45,5.4931
1967,4,1,2,70,4.5728
1967,4,1,3,73,5.9944
1967,4,1,4,84,5.4234
1967,4,1,5,85,3.4199
1967,4,2,1,43,1.1586
1967,4,2,2,46,5.3787
1967,4,2,3,51,4.0765
1967,4,2,4,44,3.8168
1967,4,2,5,47,5.0737
1967,4,3,1,108,2.3990
1967,4,3,2,92,1.7130
1967,4,3,3,82,4.0843
1967,4,3,4,105,6.7807
1967,4,3,5,107,6.7698
1967,5,1,1,45,1.5516
1967,5,1,2,70,-1.2589
1967,5,1,3,73,2.5885
1967,5,1,4,84,0.2440
1967,5,1,5,85,1.2626
1967,5,2,1,43,-1.2579
1967,5,2,2,46,-1.8520
1967,5,2,3,51,-2.6642
1967,5,2,4,44,-1.6898
1967,5,2,5,47,-2.7595
1967,5,3,1,108,-4.6654
1967,5,3,2,92,-3.9365
1967,5,3,3,82,-3.7779
1967,5,3,4,105,-6.0694
1967,5,3,5,107,-4.2680
1967,6,1,1,45,10.3494
1967,6,1,2,70,9.3763
1967,6,1,3,73,13.4239
1967,6,1,4,84,13.6629
1967,6,1,5,85,12.8113
1967,6,2,1,43,5.1596
1967,6,2,2,46,8.1125
1967,6,2,3,51,7.6765
1967,6,2,4,44,7.0529
1967,6,2,5,47,6.0385
1967,6,3,1,108,-0.6929
1967,6,3,2,92,1.9516
1967,6,3,3,81,2.0346
1967,6,3,4,105,0.6506
1967,6,3,5,107,3.9903
1967,7,1,1,51,9.7122
1967,7,1,2,73,11.5337
1967,7,1,3,93,9.2733
1967,7,1,4,107,9.9115
1967,7,1,5,92,9.9011
1967,7,2,1,51,6.5847
1967,7,2,2,46,8.8475
1967,7,2,3,52,9.7367
1967,7,2,4,54,7.0970
1967,7,2,5,63,7.4409
1967,7,3,1,109,2.5937
1967,7,3,2,100,3.0860
1967,7,3,3,96,8.0724
1967,7,3,4,97,5.5609
1967,7,3,5,113,3.6874
1967,8,1,1,51,3.0450
1967,8,1,2,73,2.1653
1967,8,1,3,93,-0.4140
1967,8,1,4,107,-0.2401
1967,8,1,5,92,0.3496
1967,8,2,1,51,0.2988
1967,8,2,2,46,-1.2913
1967,8,2,3,52,0.8590
1967,8,2,4,54,0.6311
1967,8,2,5,63,-1.4219
1967,8,3,1,109,-0.5582
1967,8,3,2,100,-0.8900
1967,8,3,3,96,-1.5218
1967,8,3,4,96,-0.3547
1967,8,3,5,113,-0.3748
1967,9,1,1,51,6.0004
1967,9,1,2,73,6.0033
1967,9,1,3,93,7.6486
1967,9,1,4,107,6.7476
1967,9,1,5,92,9.3629
1967,9,2,1,51,1.8466
1967,9,2,2,46,2.7185
1967,9,2,3,52,4.7115
1967,9,2,4,54,3.5260
1967,9,2,5,63,6.6185
1967,9,3,1,109,-0.4205
1967,9,3,2,100,3.1081
1967,9,3,3,96,3.1016
1967,9,3,4,96,4.9781
1967,9,3,5,113,4.3935
1967,10,1,1,51,0.3269
1967,10,1,2,73,-2.9986
1967,10,1,3,93,-2.2962
1967,10,1,4,107,-2.8171
1967,10,1,5,92,-0.9173
1967,10,2,1,51,-3.6414
1967,10,2,2,45,-6.1494
1967,10,2,3,52,-3.6195
1967,10,2,4,54,-3.8651
1967,10,2,5,63,-1.9218
1967,10,3,1,110,-5.4997
1967,10,3,2,99,-2.9908
1967,10,3,3,96,-4.8265
1967,10,3,4,96,-3.4246
1967,10,3,5,113,1.6563
1967,11,1,1,51,-0.7026
1967,11,1,2,73,0.9262
1967,11,1,3,93,-1.7348
1967,11,1,4,107,1.3172
1967,11,1,5,92,2.1905
1967,11,2,1,50,0.1180
1967,11,2,2,45,-1.1293
1967,11,2,3,52,2.0341
1967,11,2,4,54,-0.7295
1967,11,2,5,63,2.1940
1967,11,3,1,110,2.6727
1967,11,3,2,100,0.3121
1967,11,3,3,96,-0.9069
1967,11,3,4,96,0.3323
1967,11,3,5,113,1.9185
1967,12,1,1,51,11.7538
1967,12,1,2,71,7.7657
1967,12,1,3,93,9.2484
1967,12,1,4,107,7.1579
1967,12,1,5,92,9.1561
1967,12,2,1,50,7.2083
1967,12,2,2,45,6.0540
1967,12,2,3,52,6.1167
1967,12,2,4,54,7.3888
1967,12,2,5,63,5.2020
1967,12,3,1,110,3.0773
1967,12,3,2,100,2.7270
1967,12,3,3,96,4.0534
1967,12,3,4,96,0.7059
1967,12,3,5,113,2.7391
1968,1,1,1,51,4.0456
1968,1,1,2,72,3.1925
1968,1,1,3,93,2.4110
1968,1,1,4,106,4.3201
1968,1,1,5,92,1.6408
1968,1,2,1,50,1.3873
1968,1,2,2,45,1.1966
1968,1,2,3,52,0.7717
1968,1,2,4,54,-3.3396
1968,1,2,5,63,-1.5171
1968,1,3,1,110,-0.2431
1968,1,3,2,100,-1.8734
1968,1,3,3,96,-4.5639
1968,1,3,4,96,-6.4746
1968,1,3,5,113,-7.2266
1968,2,1,1,51,-2.7239
1968,2,1,2,72,-6.5251
1968,2,1,3,93,-6.4862
1968,2,1,4,104,-8.1262
1968,2,1,5,92,-5.1895
1968,2,2,1,49,-0.8542
1968,2,2,2,45,-1.8636
1968,2,2,3,51,-8.2854
1968,2,2,4,54,-4.7623
1968,2,2,5,63,-5.9172
1968,2,3,1,110,-2.6526
1968,2,3,2,100,-2.8380
1968,2,3,3,96,-3.7474
1968,2,3,4,96,-2.9687
1968,2,3,5,112,-2.8429
1968,3,1,1,51,-2.7712
1968,3,1,2,72,-0.2517
1968,3,1,3,93,-1.6060
1968,3,1,4,105,-1.4030
1968,3,1,5,92,0.7661
1968,3,2,1,49,-1.9236
1968,3,2,2,45,-2.4888
1968,3,2,3,51,-0.0322
1968,3,2,4,54,-1.7869
1968,3,2,5,63,-0.8301
1968,3,3,1,110,-3.1873
1968,3,3,2,100,-0.1571
1968,3,3,3,96,0.1631
1968,3,3,4,96,1.6288
1968,3,3,5,112,3.4620
1968,4,1,1,51,15.5918
1968,4,1,2,72,14.6734
1968,4,1,3,92,15.2937
1968,4,1,4,105,18.0718
1968,4,1,5,92,19.2748
1968,4,2,1,49,6.6829
1968,4,2,2,45,14.5212
1968,4,2,3,51,15.9956
1968,4,2,4,54,13.4924
1968,4,2,5,63,13.9990
1968,4,3,1,110,4.4066
1968,4,3,2,100,5.3225
1968,4,3,3,96,9.3932
1968,4,3,4,96,11.7066
1968,4,3,5,112,11.7694
1968,5,1,1,51,9.7911
1968,5,1,2,72,14.4313
1968,5,1,3,92,10.3631
1968,5,1,4,105,9.2202
1968,5,1,5,92,12.3499
1968,5,2,1,49,4.0589
1968,5,2,2,45,6.8109
1968,5,2,3,51,9.9104
1968,5,2,4,54,7.6792
1968,5,2,5,63,7.3274
1968,5,3,1,110,0.4874
1968,5,3,2,100,0.3188
1968,5,3,3,96,0.9961
1968,5,3,4,96,0.8006
1968,5,3,5,112,4.4422
1968,6,1,1,51,1.1313
1968,6,1,2,72,2.9992
1968,6,1,3,92,0.9913
1968,6,1,4,105,0.0442
1968,6,1,5,92,-1.8012
1968,6,2,1,49,4.4353
1968,6,2,2,45,-0.2991
1968,6,2,3,51,-1.4540
1968,6,2,4,53,0.8775
1968,6,2,5,63,-0.6558
1968,6,3,1,110,6.9333
1968,6,3,2,100,1.4218
1968,6,3,3,96,1.2340
1968,6,3,4,96,-0.8795
1968,6,3,5,112,-0.5690
1968,7,1,1,69,-0.8355
1968,7,1,2,133,-2.4281
1968,7,1,3,119,-5.0407
1968,7,1,4,150,-3.7570
1968,7,1,5,127,-3.6181
1968,7,2,1,60,-0.6243
1968,7,2,2,53,-3.7940
1968,7,2,3,63,-4.0555
1968,7,2,4,62,-3.7440
1968,7,2,5,67,-6.2831
1968,7,3,1,113,-1.8206
1968,7,3,2,97,2.7096
1968,7,3,3,96,-1.4256
1968,7,3,4,95,-4.9792
1968,7,3,5,112,-5.1807
1968,8,1,1,69,3.6600
1968,8,1,2,133,3.7675
1968,8,1,3,119,4.6475
1968,8,1,4,150,4.6718
1968,8,1,5,127,5.3724
1968,8,2,1,60,0.4000
1968,8,2,2,53,6.0822
1968,8,2,3,63,4.2415
1968,8,2,4,61,4.6666
1968,8,2,5,67,4.0709
1968,8,3,1,113,0.2408
1968,8,3,2,96,1.7768
1968,8,3,3,96,1.8903
1968,8,3,4,95,1.1441
1968,8,3,5,112,1.3819
1968,9,1,1,69,8.7421
1968,9,1,2,133,6.7995
1968,9,1,3,119,8.1727
1968,9,1,4,150,7.0228
1968,9,1,5,126,7.1184
1968,9,2,1,60,3.7842
1968,9,2,2,53,7.8844
1968,9,2,3,63,6.3098
1968,9,2,4,61,6.9936
1968,9,2,5,67,8.0672
1968,9,3,1,113,3.0243
1968,9,3,2,96,4.9825
1968,9,3,3,96,5.0870
1968,9,3,4,95,5.6522
1968,9,3,5,112,1.4059
1968,10,1,1,69,-0.2746
1968,10,1,2,133,-0.0946
1968,10,1,3,119,-0.4410
1968,10,1,4,150,0.7278
1968,10,1,5,126,2.1556
1968,10,2,1,60,1.1920
1968,10,2,2,53,-0.3361
1968,10,2,3,63,1.5973
1968,10,2,4,60,0.7551
1968,10,2,5,67,1.6428
1968,10,3,1,113,1.2258
1968,10,3,2,96,2.0912
1968,10,3,3,96,2.9865
1968,10,3,4,95,0.4924
1968,10,3,5,111,-2.2719
1968,11,1,1,69,5.8583
1968,11,1,2,131,5.6564
1968,11,1,3,119,6.2750
1968,11,1,4,150,8.9173
1968,11,1,5,126,7.2447
1968,11,2,1,60,7.3822
1968,11,2,2,53,8.2353
1968,11,2,3,63,8.9954
1968,11,2,4,61,7.9451
1968,11,2,5,67,8.2604
1968,11,3,1,113,7.3325
1968,11,3,2,96,5.5636
1968,11,3,3,96,2.9523
1968,11,3,4,95,4.8645
1968,11,3,5,111,7.0854
1968,12,1,1,68,3.8554
1968,12,1,2,133,4.4959
1968,12,1,3,119,1.0374
1968,12,1,4,150,0.8075
1968,12,1,5,126,0.7272
1968,12,2,1,60,-2.1686
1968,12,2,2,53,-1.1095
1968,12,2,3,63,-1.4373
1968,12,2,4,61,-0.3504
1968,12,2,5,67,-2.0575
1968,12,3,1,113,-3.0338
1968,12,3,2,96,-4.2267
1968,12,3,3,96,-3.3134
1968,12,3,4,95,-3.7776
1968,12,3,5,111,-5.0595
1969,1,1,1,68,-0.2826
1969,1,1,2,133,-1.0081
1969,1,1,3,119,-1.2634
1969,1,1,4,150,-0.7818
1969,1,1,5,126,-2.0070
1969,1,2,1,60,1.8770
1969,1,2,2,53,-1.1605
1969,1,2,3,63,-1.5230
1969,1,2,4,61,-3.0165
1969,1,2,5,67,-1.9195
1969,1,3,1,113,1.7705
1969,1,3,2,96,-0.2923
1969,1,3,3,96,-1.1250
1969,1,3,4,94,-0.7901
1969,1,3,5,111,-2.6750
1969,2,1,1,68,-11.1847
1969,2,1,2,132,-10.9382
1969,2,1,3,119,-9.4360
1969,2,1,4,150,-10.0634
1969,2,1,5,125,-9.1043
1969,2,2,1,60,-6.8074
1969,2,2,2,53,-9.3802
1969,2,2,3,63,-7.9514
1969,2,2,4,61,-7.7629
1969,2,2,5,67,-8.3791
1969,2,3,1,113,-6.1137
1969,2,3,2,96,-4.6074
1969,2,3,3,96,-4.8632
1969,2,3,4,94,-4.9277
1969,2,3,5,111,-3.2133
1969,3,1,1,68,1.8803
1969,3,1,2,132,1.0173
1969,3,1,3,119,3.0475
1969,3,1,4,149,3.8008
1969,3,1,5,125,2.5449
1969,3,2,1,60,1.2771
1969,3,2,2,53,2.0163
1969,3,2,3,63,3.3601
1969,3,2,4,61,2.2890
1969,3,2,5,67,3.5563
1969,3,3,1,113,-0.0569
1969,3,3,2,96,3.7262
1969,3,3,3,96,4.0990
1969,3,3,4,94,3.8212
1969,3,3,5,111,3.8480
1969,4,1,1,68,-1.1454
1969,4,1,2,132,-0.8378
1969,4,1,3,119,-0.8477
1969,4,1,4,149,-0.5846
1969,4,1,5,125,0.1567
1969,4,2,1,60,1.6731
1969,4,2,2,52,3.1260
1969,4,2,3,63,-0.5405
1969,4,2,4,61,1.9721
1969,4,2,5,67,2.1747
1969,4,3,1,113,1.0722
1969,4,3,2,96,1.8906
1969,4,3,3,96,0.4420
1969,4,3,4,94,3.7305
1969,4,3,5,111,3.8284
1969,5,1,1,68,2.6605
1969,5,1,2,130,1.9604
1969,5,1,3,119,1.5927
1969,5,1,4,150,0.6724
1969,5,1,5,125,-0.4387
1969,5,2,1,60,0.2283
1969,5,2,2,53,-1.7229
1969,5,2,3,63,0.4465
1969,5,2,4,60,1.3830
1969,5,2,5,67,0.6275
1969,5,3,1,113,-1.0743
1969,5,3,2,96,2.0759
1969,5,3,3,96,0.5291
1969,5,3,4,92,-1.2788
1969,5,3,5,111,0.0459
1969,6,1,1,68,-14.6017
1969,6,1,2,131,-15.1739
1969,6,1,3,119,-14.8074
1969,6,1,4,150,-12.9091
1969,6,1,5,125,-11.7751
1969,6,2,1,60,-8.3285
1969,6,2,2,53,-14.0793
1969,6,2,3,63,-9.8009
1969,6,2,4,61,-11.3996
1969,6,2,5,67,-9.8487
1969,6,3,1,112,-6.6754
1969,6,3,2,96,-8.9330
1969,6,3,3,96,-6.4718
1969,6,3,4,93,-5.5495
1969,6,3,5,111,-1.1717
1969,7,1,1,84,-12.5785
1969,7,1,2,140,-11.0555
1969,7,1,3,135,-10.4216
1969,7,1,4,143,-11.1659
1969,7,1,5,147,-12.3618
1969,7,2,1,52,-5.7548
1969,7,2,2,54,-9.7336
1969,7,2,3,75,-9.2748
1969,7,2,4,72,-9.8570
1969,7,2,5,75,-9.6131
1969,7,3,1,124,-5.0167
1969,7,3,2,98,-7.0606
1969,7,3,3,98,-7.3663
1969,7,3,4,98,-5.4620
1969,7,3,5,115,-4.2944
1969,8,1,1,83,1.3413
1969,8,1,2,139,4.7056
1969,8,1,3,135,2.7081
1969,8,1,4,143,2.8821
1969,8,1,5,147,6.2811
1969,8,2,1,52,1.8448
1969,8,2,2,54,5.8797
1969,8,2,3,75,5.3018
1969,8,2,4,72,6.8539
1969,8,2,5,75,8.5183
1969,8,3,1,124,0.4119
1969,8,3,2,98,4.8116
1969,8,3,3,98,4.2701
1969,8,3,4,98,4.8028
1969,8,3,5,115,7.2182
1969,9,1,1,83,1.0320
1969,9,1,2,140,-4.0666
1969,9,1,3,135,-5.6019
1969,9,1,4,143,-3.8799
1969,9,1,5,147,-1.8542
1969,9,2,1,52,-0.8884
1969,9,2,2,52,-2.3019
1969,9,2,3,75,-0.3760
1969,9,2,4,72,0.5443
1969,9,2,5,75,0.0831
1969,9,3,1,124,-4.3145
1969,9,3,2,98,-5.6967
1969,9,3,3,98,-2.5334
1969,9,3,4,98,-1.5169
1969,9,3,5,115,0.5940
1969,10,1,1,83,9.9378
1969,10,1,2,140,9.3686
1969,10,1,3,135,10.2153
1969,10,1,4,143,10.7285
1969,10,1,5,147,12.0726
1969,10,2,1,52,4.2824
1969,10,2,2,52,8.9831
1969,10,2,3,74,7.9329
1969,10,2,4,72,7.6474
1969,10,2,5,75,9.6345
1969,10,3,1,124,7.5826
1969,10,3,2,97,2.8731
1969,10,3,3,98,3.9855
1969,10,3,4,98,4.3770
1969,10,3,5,115,6.7800
1969,11,1,1,83,-9.5021
1969,11,1,2,140,-6.2935
1969,11,1,3,135,-7.6633
1969,11,1,4,142,-5.7618
1969,11,1,5,147,-6.1940
1969,11,2,1,52,-5.1320
1969,11,2,2,52,-7.1427
1969,11,2,3,74,-5.2977
1969,11,2,4,72,-2.9502
1969,11,2,5,75,-3.8685
1969,11,3,1,124,-5.2574
1969,11,3,2,98,-3.2003
1969,11,3,3,98,-2.8794
1969,11,3,4,98,-3.8787
1969,11,3,5,115,-1.0742
1969,12,1,1,83,-10.0159
1969,12,1,2,140,-7.9098
1969,12,1,3,135,-9.4154
1969,12,1,4,143,-6.6044
1969,12,1,5,147,-5.7078
1969,12,2,1,52,-4.9014
1969,12,2,2,52,-7.8889
1969,12,2,3,74,-4.1863
1969,12,2,4,72,-3.5701
1969,12,2,5,74,-2.8428
1969,12,3,1,124,-1.6832
1969,12,3,2,98,-3.2957
1969,12,3,3,98,-3.0598
1969,12,3,4,98,-1.3813
1969,12,3,5,115,1.3896
1970,1,1,1,83,-0.9883
1970,1,1,2,140,-1.7362
1970,1,1,3,135,-3.2422
1970,1,1,4,143,-3.7280
1970,1,1,5,147,-5.1166
1970,1,2,1,52,-1.9578
1970,1,2,2,52,-5.4344
1970,1,2,3,74,-7.4767
1970,1,2,4,72,-4.9551
1970,1,2,5,75,-7.3158
1970,1,3,1,124,-5.4281
1970,1,3,2,98,-7.7383
1970,1,3,3,98,-10.9335
1970,1,3,4,98,-8.1087
1970,1,3,5,115,-7.0382
1970,2,1,1,83,2.2865
1970,2,1,2,139,3.7097
1970,2,1,3,135,1.7296
1970,2,1,4,143,3.6629
1970,2,1,5,147,3.1379
1970,2,2,1,52,6.6480
1970,2,2,2,52,7.3951
1970,2,2,3,74,4.1126
1970,2,2,4,72,1.8374
1970,2,2,5,74,4.8526
1970,2,3,1,124,9.8002
1970,2,3,2,98,6.9189
1970,2,3,3,98,8.6360
1970,2,3,4,97,3.5104
1970,2,3,5,115,3.1386
1970,3,1,1,83,-0.8014
1970,3,1,2,139,-3.2686
1970,3,1,3,135,-2.1641
1970,3,1,4,143,-4.1947
1970,3,1,5,147,-4.3459
1970,3,2,1,51,3.0559
1970,3,2,2,52,-1.4908
1970,3,2,3,75,-2.6975
1970,3,2,4,72,-2.4958
1970,3,2,5,75,-2.8786
1970,3,3,1,124,1.7662
1970,3,3,2,98,0.8978
1970,3,3,3,98,2.1247
1970,3,3,4,98,-0.3880
1970,3,3,5,115,-2.3715
1970,4,1,1,82,-16.5388
1970,4,1,2,139,-18.3835
1970,4,1,3,135,-17.3134
1970,4,1,4,142,-16.6282
1970,4,1,5,147,-18.5650
1970,4,2,1,51,-9.3508
1970,4,2,2,52,-14.4414
1970,4,2,3,75,-13.7027
1970,4,2,4,72,-15.7964
1970,4,2,5,75,-18.6993
1970,4,3,1,124,-9.8767
1970,4,3,2,98,-8.2684
1970,4,3,3,98,-8.7558
1970,4,3,4,98,-9.3117
1970,4,3,5,115,-10.4254
1970,5,1,1,81,-10.2243
1970,5,1,2,139,-9.0693
1970,5,1,3,135,-7.7035
1970,5,1,4,141,-9.1616
1970,5,1,5,147,-9.5261
1970,5,2,1,51,-5.2975
1970,5,2,2,52,-10.4299
1970,5,2,3,75,-10.7131
1970,5,2,4,72,-10.4735
1970,5,2,5,75,-10.6720
1970,5,3,1,124,-5.3553
1970,5,3,2,98,-1.9680
1970,5,3,3,98,-5.4788
1970,5,3,4,98,-7.9453
1970,5,3,5,115,-7.4684
1970,6,1,1,80,-7.7372
1970,6,1,2,139,-6.6829
1970,6,1,3,135,-10.0542
1970,6,1,4,139,-11.9438
1970,6,1,5,147,-7.2157
1970,6,2,1,51,-5.4148
1970,6,2,2,51,-6.7677
1970,6,2,3,74,-6.9370
1970,6,2,4,71,-7.3785
1970,6,2,5,75,-6.9412
1970,6,3,1,124,-6.4642
1970,6,3,2,98,-4.9566
1970,6,3,3,98,-3.1801
1970,6,3,4,98,-4.6460
1970,6,3,5,115,-5.7272
1970,7,1,1,76,5.1096
1970,7,1,2,159,5.1189
1970,7,1,3,160,4.7310
1970,7,1,4,177,3.3842
1970,7,1,5,165,5.7365
1970,7,2,1,58,3.2440
1970,7,2,2,59,8.6781
1970,7,2,3,71,8.7189
1970,7,2,4,75,6.8307
1970,7,2,5,88,9.2425
1970,7,3,1,131,8.8861
1970,7,3,2,107,10.3310
1970,7,3,3,98,8.7705
1970,7,3,4,98,6.0587
1970,7,3,5,112,3.7811
1970,8,1,1,76,4.3739
1970,8,1,2,158,6.7711
1970,8,1,3,160,6.8964
1970,8,1,4,176,7.5453
1970,8,1,5,165,5.4885
1970,8,2,1,58,7.1991
1970,8,2,2,59,8.8108
1970,8,2,3,71,8.8978
1970,8,2,4,74,5.2199
1970,8,2,5,88,4.9909
1970,8,3,1,131,4.3316
1970,8,3,2,107,4.9528
1970,8,3,3,98,6.0396
1970,8,3,4,98,4.7240
1970,8,3,5,112,4.3995
1970,9,1,1,75,10.0522
1970,9,1,2,158,15.5449
1970,9,1,3,159,14.2718
1970,9,1,4,176,16.3646
1970,9,1,5,164,16.2132
1970,9,2,1,58,6.8283
1970,9,2,2,59,14.6477
1970,9,2,3,70,9.7493
1970,9,2,4,74,11.4751
1970,9,2,5,88,12.1009
1970,9,3,1,131,0.8942
1970,9,3,2,107,1.8613
1970,9,3,3,98,1.3992
1970,9,3,4,98,5.7731
1970,9,3,5,111,7.5168
1970,10,1,1,74,-4.1045
1970,10,1,2,158,-7.1348
1970,10,1,3,160,-7.9616
1970,10,1,4,176,-9.9662
1970,10,1,5,164,-7.8785
1970,10,2,1,58,-4.6771
1970,10,2,2,58,-6.2066
1970,10,2,3,70,-6.3225
1970,10,2,4,74,-5.8773
1970,10,2,5,88,-3.7601
1970,10,3,1,131,-1.6719
1970,10,3,2,107,-0.9479
1970,10,3,3,98,-1.8167
1970,10,3,4,98,-2.2384
1970,10,3,5,111,0.5388
1970,11,1,1,74,-0.8688
1970,11,1,2,158,-2.1476
1970,11,1,3,157,-0.7578
1970,11,1,4,176,-1.5801
1970,11,1,5,164,-1.2050
1970,11,2,1,58,4.6923
1970,11,2,2,58,1.6807
1970,11,2,3,69,2.2766
1970,11,2,4,74,3.0730
1970,11,2,5,88,2.9072
1970,11,3,1,131,8.2473
1970,11,3,2,107,4.7983
1970,11,3,3,98,5.7953
1970,11,3,4,98,5.5758
1970,11,3,5,111,4.5834
1970,12,1,1,73,5.2343
1970,12,1,2,157,6.0686
1970,12,1,3,156,11.1350
1970,12,1,4,176,11.3785
1970,12,1,5,164,12.0233
1970,12,2,1,58,5.9586
1970,12,2,2,58,7.2383
1970,12,2,3,69,10.3438
1970,12,2,4,74,10.8016
1970,12,2,5,88,8.0586
1970,12,3,1,131,7.5030
1970,12,3,2,107,5.6744
1970,12,3,3,98,6.7811
1970,12,3,4,97,6.1188
1970,12,3,5,111,4.5701
1971,1,1,1,69,12.8061
1971,1,1,2,157,16.0357
1971,1,1,3,157,16.7221
1971,1,1,4,176,13.3195
1971,1,1,5,164,13.9794
1971,1,2,1,57,12.5362
1971,1,2,2,58,13.1245
1971,1,2,3,69,10.9967
1971,1,2,4,73,9.6112
1971,1,2,5,88,9.0814
1971,1,3,1,131,3.5689
1971,1,3,2,107,4.0612
1971,1,3,3,98,5.2090
1971,1,3,4,97,4.6231
1971,1,3,5,111,4.2482
1971,2,1,1,69,2.4858
1971,2,1,2,157,3.6796
1971,2,1,3,157,5.0720
1971,2,1,4,175,7.8106
1971,2,1,5,161,3.7538
1971,2,2,1,56,-0.0796
1971,2,2,2,58,1.9366
1971,2,2,3,69,2.6834
1971,2,2,4,73,3.6776
1971,2,2,5,88,3.0624
1971,2,3,1,131,-1.5494
1971,2,3,2,107,1.4084
1971,2,3,3,98,1.0925
1971,2,3,4,97,2.5397
1971,2,3,5,110,2.7315
1971,3,1,1,69,3.8388
1971,3,1,2,157,4.4661
1971,3,1,3,157,6.5894
1971,3,1,4,174,6.6860
1971,3,1,5,161,8.8118
1971,3,2,1,56,2.7471
1971,3,2,2,58,4.6443
1971,3,2,3,69,7.2082
1971,3,2,4,73,6.6880
1971,3,2,5,88,8.5501
1971,3,3,1,130,3.6492
1971,3,3,2,107,2.0317
1971,3,3,3,98,3.2568
1971,3,3,4,97,5.8061
1971,3,3,5,109,5.5900
1971,4,1,1,69,0.6945
1971,4,1,2,156,3.2445
1971,4,1,3,157,2.3168
1971,4,1,4,174,2.1513
1971,4,1,5,160,2.3130
1971,4,2,1,56,4.3356
1971,4,2,2,57,4.4257
1971,4,2,3,69,4.7306
1971,4,2,4,71,5.1402
1971,4,2,5,88,2.7884
1971,4,3,1,130,-1.2393
1971,4,3,2,107,3.7175
1971,4,3,3,98,7.0501
1971,4,3,4,97,4.9561
1971,4,3,5,109,2.6021
1971,5,1,1,68,-7.4065
1971,5,1,2,153,-6.5792
1971,5,1,3,156,-5.5326
1971,5,1,4,174,-7.4919
1971,5,1,5,160,-6.0575
1971,5,2,1,56,-6.5053
1971,5,2,2,57,-6.0665
1971,5,2,3,69,-3.0594
1971,5,2,4,72,-2.7440
1971,5,2,5,87,-5.1283
1971,5,3,1,130,-3.6910
1971,5,3,2,107,-4.5101
1971,5,3,3,98,-4.4114
1971,5,3,4,97,-0.9545
1971,5,3,5,109,-3.3122
1971,6,1,1,66,-1.7779
1971,6,1,2,153,-3.0100
1971,6,1,3,156,-2.5008
1971,6,1,4,171,-2.9355
1971,6,1,5,159,-1.2281
1971,6,2,1,56,-2.4332
1971,6,2,2,57,-1.6913
1971,6,2,3,69,-1.3788
1971,6,2,4,71,-0.9712
1971,6,2,5,87,1.0500
1971,6,3,1,130,2.9929
1971,6,3,2,107,-0.2508
1971,6,3,3,98,-1.0828
1971,6,3,4,97,-1.1086
1971,6,3,5,108,2.0360
1971,7,1,1,110,-6.7624
1971,7,1,2,160,-6.6826
1971,7,1,3,177,-6.6392
1971,7,1,4,177,-5.3943
1971,7,1,5,166,-7.6973
1971,7,2,1,68,-2.2267
1971,7,2,2,69,-5.1467
1971,7,2,3,70,-4.9438
1971,7,2,4,82,-5.6562
1971,7,2,5,83,-5.2064
1971,7,3,1,112,-4.1599
1971,7,3,2,111,-4.0023
1971,7,3,3,112,-2.7851
1971,7,3,4,105,-5.1137
1971,7,3,5,131,-4.5041
1971,8,1,1,109,4.0144
1971,8,1,2,160,4.6023
1971,8,1,3,177,3.8540
1971,8,1,4,177,5.3748
1971,8,1,5,166,3.5725
1971,8,2,1,68,1.0610
1971,8,2,2,69,3.4358
1971,8,2,3,70,8.7667
1971,8,2,4,82,5.7809
1971,8,2,5,83,4.0105
1971,8,3,1,112,0.6552
1971,8,3,2,111,3.5695
1971,8,3,3,112,3.3457
1971,8,3,4,104,7.3006
1971,8,3,5,130,4.4412
1971,9,1,1,109,-1.4490
1971,9,1,2,160,-2.5326
1971,9,1,3,177,-2.0040
1971,9,1,4,177,1.6909
1971,9,1,5,166,0.6941
1971,9,2,1,67,-2.0080
1971,9,2,2,69,-1.8835
1971,9,2,3,69,-0.9591
1971,9,2,4,82,-1.1857
1971,9,2,5,83,1.3021
