year,month,rank_ME,rank_OLEq_12,nstocks,ret_vw
1972,6,3,5,89,-2.5138
1972,7,1,1,284,-2.9821
1972,7,1,2,147,-3.7176
1972,7,1,3,169,-3.9274
1972,7,1,4,195,-4.3317
1972,7,1,5,270,-5.5480
1972,7,2,1,125,-2.5915
1972,7,2,2,98,-0.7148
1972,7,2,3,110,-1.5100
1972,7,2,4,110,-2.4297
1972,7,2,5,123,-5.0793
1972,7,3,1,144,-2.6180
1972,7,3,2,168,0.6353
1972,7,3,3,168,-0.2702
1972,7,3,4,158,0.3795
1972,7,3,5,94,-4.3647
1972,8,1,1,333,0.5545
1972,8,1,2,191,0.7428
1972,8,1,3,238,2.9298
1972,8,1,4,284,1.0972
1972,8,1,5,330,-0.8922
1972,8,2,1,167,2.6935
1972,8,2,2,121,2.6160
1972,8,2,3,149,3.4037
1972,8,2,4,151,1.5881
1972,8,2,5,156,-0.6168
1972,8,3,1,219,5.8753
1972,8,3,2,225,2.8364
1972,8,3,3,250,4.7207
1972,8,3,4,211,2.2986
1972,8,3,5,120,1.9428
1972,9,1,1,361,-5.3566
1972,9,1,2,194,-4.5197
1972,9,1,3,260,-4.9649
1972,9,1,4,295,-4.6041
1972,9,1,5,355,-4.3856
1972,9,2,1,184,-2.4078
1972,9,2,2,125,-2.2708
1972,9,2,3,156,-2.1472
1972,9,2,4,157,-2.1824
1972,9,2,5,163,-2.4988
1972,9,3,1,230,-1.1262
1972,9,3,2,229,-0.6672
1972,9,3,3,256,-1.0525
1972,9,3,4,225,-0.8349
1972,9,3,5,132,-1.5084
1972,10,1,1,373,-2.8587
1972,10,1,2,198,-1.9981
1972,10,1,3,266,-2.0870
1972,10,1,4,301,-1.3491
1972,10,1,5,363,-3.8411
1972,10,2,1,189,-1.3713
1972,10,2,2,128,-0.1299
1972,10,2,3,166,-0.9940
1972,10,2,4,164,-0.2048
1972,10,2,5,167,-2.2360
1972,10,3,1,233,-0.5856
1972,10,3,2,236,1.7504
1972,10,3,3,261,0.3014
1972,10,3,4,228,1.7413
1972,10,3,5,134,0.1388
1972,11,1,1,437,6.0807
1972,11,1,2,204,3.5802
1972,11,1,3,303,3.7876
1972,11,1,4,329,5.1971
1972,11,1,5,391,5.2500
1972,11,2,1,217,5.5661
1972,11,2,2,140,6.0287
1972,11,2,3,181,6.9656
1972,11,2,4,178,5.1013
1972,11,2,5,176,5.5297
1972,11,3,1,257,7.3370
1972,11,3,2,264,5.4254
1972,11,3,3,281,4.9277
1972,11,3,4,242,4.6679
1972,11,3,5,141,6.4606
1972,12,1,1,458,-2.3246
1972,12,1,2,205,-1.6670
1972,12,1,3,307,-1.0547
1972,12,1,4,337,-2.0515
1972,12,1,5,401,-4.3769
1972,12,2,1,224,0.0668
1972,12,2,2,145,0.3070
1972,12,2,3,183,0.8197
1972,12,2,4,180,-1.6834
1972,12,2,5,181,-2.6162
1972,12,3,1,269,0.4985
1972,12,3,2,268,0.8748
1972,12,3,3,281,1.1695
1972,12,3,4,245,1.2206
1972,12,3,5,147,1.5321
1973,1,1,1,478,-3.3839
1973,1,1,2,208,-0.6487
1973,1,1,3,305,-3.2744
1973,1,1,4,332,-4.0346
1973,1,1,5,402,-5.7251
1973,1,2,1,232,-6.0164
1973,1,2,2,152,-3.4633
1973,1,2,3,179,-4.7760
1973,1,2,4,181,-8.3906
1973,1,2,5,181,-6.3810
1973,1,3,1,281,-2.5159
1973,1,3,2,282,-3.5676
1973,1,3,3,281,-2.2594
1973,1,3,4,247,-3.8947
1973,1,3,5,147,-5.8289
1973,2,1,1,516,-8.6176
1973,2,1,2,213,-7.4649
1973,2,1,3,316,-7.8601
1973,2,1,4,356,-8.2852
1973,2,1,5,406,-9.2017
1973,2,2,1,242,-8.4166
1973,2,2,2,155,-6.4395
1973,2,2,3,183,-6.2225
1973,2,2,4,185,-7.6557
1973,2,2,5,186,-8.8556
1973,2,3,1,298,-5.6998
1973,2,3,2,293,-3.7824
1973,2,3,3,290,-2.6379
1973,2,3,4,253,-3.9453
1973,2,3,5,150,-6.2538
1973,3,1,1,543,-2.8338
1973,3,1,2,213,-3.1092
1973,3,1,3,315,-1.8186
1973,3,1,4,360,-2.6366
1973,3,1,5,410,-2.9104
1973,3,2,1,254,-2.6081
1973,3,2,2,158,-0.7080
1973,3,2,3,187,-2.5866
1973,3,2,4,186,-3.9977
1973,3,2,5,191,-3.8718
1973,3,3,1,306,-0.6550
1973,3,3,2,296,-0.0690
1973,3,3,3,292,-0.4613
1973,3,3,4,254,-2.6364
1973,3,3,5,152,-3.8746
1973,4,1,1,549,-7.4927
1973,4,1,2,215,-6.8579
1973,4,1,3,293,-5.1643
1973,4,1,4,353,-6.8994
1973,4,1,5,404,-9.3300
1973,4,2,1,252,-7.3110
1973,4,2,2,158,-7.3364
1973,4,2,3,181,-5.0686
1973,4,2,4,183,-6.5393
1973,4,2,5,186,-8.0190
1973,4,3,1,307,-4.4574
1973,4,3,2,294,-2.9556
1973,4,3,3,285,-4.7514
1973,4,3,4,250,-4.4140
1973,4,3,5,149,-8.3233
1973,5,1,1,656,-9.3537
1973,5,1,2,290,-9.6936
1973,5,1,3,356,-8.7542
1973,5,1,4,391,-9.9697
1973,5,1,5,464,-9.5693
1973,5,2,1,297,-8.6066
1973,5,2,2,214,-5.7694
1973,5,2,3,215,-6.4605
1973,5,2,4,211,-8.1386
1973,5,2,5,205,-10.0006
1973,5,3,1,331,-3.5324
1973,5,3,2,375,-1.5582
1973,5,3,3,365,-0.8458
1973,5,3,4,327,-0.8934
1973,5,3,5,168,-3.2450
1973,6,1,1,676,-3.8209
1973,6,1,2,308,-4.0571
1973,6,1,3,356,-2.9041
1973,6,1,4,398,-3.8218
1973,6,1,5,492,-4.2589
1973,6,2,1,300,-3.9339
1973,6,2,2,221,-2.9804
1973,6,2,3,217,-1.8245
1973,6,2,4,220,-4.7410
1973,6,2,5,209,-5.3030
1973,6,3,1,345,-1.9051
1973,6,3,2,385,-0.4050
1973,6,3,3,365,0.1922
1973,6,3,4,336,-1.5490
1973,6,3,5,180,-4.9089
1973,7,1,1,660,13.4859
1973,7,1,2,274,9.3233
1973,7,1,3,350,11.9946
1973,7,1,4,379,13.3373
1973,7,1,5,493,15.6950
1973,7,2,1,293,12.6974
1973,7,2,2,213,7.7064
1973,7,2,3,195,10.7979
1973,7,2,4,211,11.0953
1973,7,2,5,203,12.2061
1973,7,3,1,334,6.4019
1973,7,3,2,369,3.2151
1973,7,3,3,324,3.8354
1973,7,3,4,336,6.1896
1973,7,3,5,179,10.4866
1973,8,1,1,712,-5.6223
1973,8,1,2,291,-5.4988
1973,8,1,3,380,-5.7100
1973,8,1,4,426,-7.0484
1973,8,1,5,543,-6.7998
1973,8,2,1,322,-3.2061
1973,8,2,2,227,-3.2410
1973,8,2,3,218,-2.5893
1973,8,2,4,232,-3.7857
1973,8,2,5,216,-4.2473
1973,8,3,1,354,-2.8970
1973,8,3,2,393,-2.2841
1973,8,3,3,350,-3.4577
1973,8,3,4,354,-3.5725
1973,8,3,5,189,-3.8367
1973,9,1,1,726,9.7514
1973,9,1,2,292,10.8749
1973,9,1,3,386,8.6889
1973,9,1,4,430,10.2506
1973,9,1,5,549,9.0347
1973,9,2,1,327,11.7648
1973,9,2,2,224,10.4480
1973,9,2,3,226,11.6184
1973,9,2,4,234,10.7262
1973,9,2,5,221,11.8897
1973,9,3,1,361,8.6795
1973,9,3,2,397,6.6570
1973,9,3,3,353,-0.7862
1973,9,3,4,360,4.3226
1973,9,3,5,189,8.5052
1973,10,1,1,732,1.0699
1973,10,1,2,278,2.8234
1973,10,1,3,371,1.0522
1973,10,1,4,425,0.0875
1973,10,1,5,546,-0.3927
1973,10,2,1,323,1.6203
1973,10,2,2,219,1.8509
1973,10,2,3,214,1.5887
1973,10,2,4,226,-0.9814
1973,10,2,5,223,-0.8393
1973,10,3,1,352,1.3440
1973,10,3,2,392,-0.1867
1973,10,3,3,341,2.4448
1973,10,3,4,358,-1.8875
1973,10,3,5,184,-1.1874
1973,11,1,1,753,-19.4626
1973,11,1,2,286,-17.7763
1973,11,1,3,379,-17.8026
1973,11,1,4,442,-20.0501
1973,11,1,5,556,-21.7913
1973,11,2,1,334,-17.8187
1973,11,2,2,229,-16.5899
1973,11,2,3,221,-16.6124
1973,11,2,4,234,-20.0457
1973,11,2,5,226,-19.9591
1973,11,3,1,361,-12.9323
1973,11,3,2,395,-11.8358
1973,11,3,3,349,-9.7040
1973,11,3,4,365,-13.0630
1973,11,3,5,188,-14.0064
1973,12,1,1,754,-3.7668
1973,12,1,2,286,0.0954
1973,12,1,3,379,-3.4222
1973,12,1,4,444,-4.3961
1973,12,1,5,559,-5.1883
1973,12,2,1,343,0.3416
1973,12,2,2,226,1.3579
1973,12,2,3,222,0.3275
1973,12,2,4,233,-4.6619
1973,12,2,5,232,-2.2189
1973,12,3,1,365,4.7213
1973,12,3,2,401,2.9290
1973,12,3,3,354,-1.3127
1973,12,3,4,366,-1.6416
1973,12,3,5,190,1.2742
1974,1,1,1,755,18.7898
1974,1,1,2,289,13.1423
1974,1,1,3,378,14.6605
1974,1,1,4,441,15.2836
1974,1,1,5,554,19.2351
1974,1,2,1,339,10.1213
1974,1,2,2,219,6.9452
1974,1,2,3,223,7.7368
1974,1,2,4,228,11.5873
1974,1,2,5,231,12.2254
1974,1,3,1,360,-0.5786
1974,1,3,2,404,-1.1361
1974,1,3,3,356,-1.2142
1974,1,3,4,351,1.7427
1974,1,3,5,185,1.5928
1974,2,1,1,772,-1.9644
1974,2,1,2,295,-1.8180
1974,2,1,3,382,-0.9406
1974,2,1,4,451,0.0635
1974,2,1,5,557,-1.2309
1974,2,2,1,347,1.4956
1974,2,2,2,227,0.7462
1974,2,2,3,225,0.5703
1974,2,2,4,236,1.2856
1974,2,2,5,236,1.1109
1974,2,3,1,366,0.9661
1974,2,3,2,414,0.1375
1974,2,3,3,367,-0.6013
1974,2,3,4,353,-0.1888
1974,2,3,5,189,0.6574
1974,3,1,1,772,1.2462
1974,3,1,2,296,0.5357
1974,3,1,3,378,1.2222
1974,3,1,4,451,0.4815
1974,3,1,5,555,1.6441
1974,3,2,1,344,-1.0042
1974,3,2,2,226,-0.6420
1974,3,2,3,223,-2.0064
1974,3,2,4,240,-0.2501
1974,3,2,5,234,-0.5977
1974,3,3,1,362,-3.4422
1974,3,3,2,415,-1.7418
1974,3,3,3,367,-1.2939
1974,3,3,4,353,-2.2080
1974,3,3,5,188,-3.3267
1974,4,1,1,763,-5.9750
1974,4,1,2,282,-5.5641
1974,4,1,3,350,-6.0752
1974,4,1,4,434,-5.0411
1974,4,1,5,550,-5.1396
1974,4,2,1,334,-6.1480
1974,4,2,2,213,-4.0016
1974,4,2,3,215,-6.2971
1974,4,2,4,227,-5.0513
1974,4,2,5,228,-4.2526
1974,4,3,1,348,-3.2592
1974,4,3,2,408,-4.4108
1974,4,3,3,355,-3.7740
1974,4,3,4,345,-3.1093
1974,4,3,5,185,-2.6580
1974,5,1,1,795,-8.1320
1974,5,1,2,327,-8.4355
1974,5,1,3,376,-7.2728
1974,5,1,4,467,-7.6363
1974,5,1,5,565,-8.0680
1974,5,2,1,352,-8.2692
1974,5,2,2,231,-7.2704
1974,5,2,3,237,-7.4375
1974,5,2,4,248,-7.0187
1974,5,2,5,238,-7.2770
1974,5,3,1,361,-4.9909
1974,5,3,2,439,-2.4595
1974,5,3,3,396,-2.6306
1974,5,3,4,391,-0.4717
1974,5,3,5,190,-2.7117
1974,6,1,1,798,-2.7121
1974,6,1,2,334,-1.9074
1974,6,1,3,376,-2.7233
1974,6,1,4,472,-2.8757
1974,6,1,5,592,-2.8228
1974,6,2,1,355,-1.5500
1974,6,2,2,236,-1.4404
1974,6,2,3,238,-1.6138
1974,6,2,4,250,-1.6637
1974,6,2,5,242,-3.0157
1974,6,3,1,362,-0.6557
1974,6,3,2,438,-1.5107
1974,6,3,3,398,-1.0251
1974,6,3,4,400,-2.1867
1974,6,3,5,196,-1.0540
1974,7,1,1,785,-4.9534
1974,7,1,2,319,-3.2526
1974,7,1,3,349,-2.9621
1974,7,1,4,451,-3.9803
1974,7,1,5,574,-5.1285
1974,7,2,1,349,-2.7884
1974,7,2,2,216,-3.0769
1974,7,2,3,230,-2.7640
1974,7,2,4,235,-3.5432
1974,7,2,5,232,-3.7338
1974,7,3,1,355,-5.9123
1974,7,3,2,429,-6.5445
1974,7,3,3,372,-8.4065
1974,7,3,4,370,-10.1330
1974,7,3,5,187,-9.7150
1974,8,1,1,797,-6.8952
1974,8,1,2,335,-8.2804
1974,8,1,3,372,-7.4913
1974,8,1,4,482,-6.9944
1974,8,1,5,591,-7.2991
1974,8,2,1,349,-7.1290
1974,8,2,2,227,-7.5840
1974,8,2,3,244,-7.7712
1974,8,2,4,255,-8.0381
1974,8,2,5,245,-8.0457
1974,8,3,1,372,-8.7140
1974,8,3,2,445,-8.4237
1974,8,3,3,383,-7.3511
1974,8,3,4,388,-9.9573
1974,8,3,5,199,-11.2513
1974,9,1,1,799,-8.5053
1974,9,1,2,331,-9.0042
1974,9,1,3,376,-8.9239
1974,9,1,4,488,-7.6669
1974,9,1,5,595,-7.8022
1974,9,2,1,352,-10.2315
1974,9,2,2,232,-9.4771
1974,9,2,3,248,-7.8555
1974,9,2,4,256,-8.9160
1974,9,2,5,243,-8.3186
1974,9,3,1,371,-10.5601
1974,9,3,2,445,-10.0102
1974,9,3,3,388,-13.6010
1974,9,3,4,393,-13.0946
1974,9,3,5,196,-12.8818
1974,10,1,1,793,8.6870
1974,10,1,2,325,10.2206
1974,10,1,3,363,9.7534
1974,10,1,4,483,8.2125
1974,10,1,5,591,8.3614
1974,10,2,1,340,10.5670
1974,10,2,2,229,10.8876
1974,10,2,3,242,10.8720
1974,10,2,4,250,7.8449
1974,10,2,5,235,8.5909
1974,10,3,1,363,14.1251
1974,10,3,2,442,17.3113
1974,10,3,3,383,18.6102
1974,10,3,4,380,16.6763
1974,10,3,5,196,18.3213
1974,11,1,1,799,-6.8135
1974,11,1,2,329,-4.5243
1974,11,1,3,366,-4.9030
1974,11,1,4,492,-5.1704
1974,11,1,5,597,-5.7027
1974,11,2,1,348,-3.5716
1974,11,2,2,238,-4.6439
1974,11,2,3,244,-3.6117
1974,11,2,4,254,-5.6522
1974,11,2,5,237,-4.1574
1974,11,3,1,362,-4.0900
1974,11,3,2,449,-4.6350
1974,11,3,3,384,-4.3701
1974,11,3,4,381,-4.0727
1974,11,3,5,198,-2.9743
1974,12,1,1,795,-8.6045
1974,12,1,2,327,-8.8480
1974,12,1,3,367,-7.9841
1974,12,1,4,495,-8.6851
1974,12,1,5,588,-8.7794
1974,12,2,1,346,-6.8136
1974,12,2,2,239,-6.0984
1974,12,2,3,244,-5.7310
1974,12,2,4,259,-6.0460
1974,12,2,5,240,-6.5675
1974,12,3,1,361,-2.0770
1974,12,3,2,448,-1.0738
1974,12,3,3,387,-3.4914
1974,12,3,4,380,-2.3103
1974,12,3,5,198,-3.9528
1975,1,1,1,787,33.7999
1975,1,1,2,319,30.2713
1975,1,1,3,364,32.6597
1975,1,1,4,488,31.1719
1975,1,1,5,576,33.0274
1975,1,2,1,332,28.0487
1975,1,2,2,234,24.9562
1975,1,2,3,236,26.9164
1975,1,2,4,255,26.7696
1975,1,2,5,233,27.0743
1975,1,3,1,353,17.0358
1975,1,3,2,435,10.7573
1975,1,3,3,380,10.6274
1975,1,3,4,369,15.8778
1975,1,3,5,190,17.0190
1975,2,1,1,792,4.5035
1975,2,1,2,326,5.5282
1975,2,1,3,378,5.6602
1975,2,1,4,503,2.9549
1975,2,1,5,585,3.8462
1975,2,2,1,336,4.8269
1975,2,2,2,240,4.7821
1975,2,2,3,242,4.8078
1975,2,2,4,265,3.8821
1975,2,2,5,236,4.6302
1975,2,3,1,355,3.9908
1975,2,3,2,442,5.6133
1975,2,3,3,386,9.4809
1975,2,3,4,368,6.3246
1975,2,3,5,190,6.5785
1975,3,1,1,795,11.0220
1975,3,1,2,326,9.0532
1975,3,1,3,379,8.5969
1975,3,1,4,502,9.2713
1975,3,1,5,583,11.7872
1975,3,2,1,338,8.0535
1975,3,2,2,240,5.5372
1975,3,2,3,241,5.0250
1975,3,2,4,269,7.1323
1975,3,2,5,241,8.4866
1975,3,3,1,357,5.8824
1975,3,3,2,442,1.7452
1975,3,3,3,387,0.8629
1975,3,3,4,368,5.8756
1975,3,3,5,191,6.7293
1975,4,1,1,786,3.3219
1975,4,1,2,318,4.6524
1975,4,1,3,353,4.3548
1975,4,1,4,468,5.6548
1975,4,1,5,565,2.3522
1975,4,2,1,329,4.0232
1975,4,2,2,231,6.5359
1975,4,2,3,229,5.1344
1975,4,2,4,251,3.7769
1975,4,2,5,233,4.8918
1975,4,3,1,343,4.9416
1975,4,3,2,419,5.5196
1975,4,3,3,375,4.1029
1975,4,3,4,354,6.1408
1975,4,3,5,184,3.9518
1975,5,1,1,817,7.9952
1975,5,1,2,338,10.0307
1975,5,1,3,405,6.3631
1975,5,1,4,483,7.9452
1975,5,1,5,591,8.1167
1975,5,2,1,349,8.6662
1975,5,2,2,254,8.8476
1975,5,2,3,250,7.9999
1975,5,2,4,267,7.5614
1975,5,2,5,241,7.5242
1975,5,3,1,353,5.0359
1975,5,3,2,435,5.7993
1975,5,3,3,404,4.5047
1975,5,3,4,393,5.4984
1975,5,3,5,186,4.4003
1975,6,1,1,819,9.5044
1975,6,1,2,346,5.8162
1975,6,1,3,416,8.3602
1975,6,1,4,486,9.1212
1975,6,1,5,603,10.3198
1975,6,2,1,353,7.0027
1975,6,2,2,256,5.5006
1975,6,2,3,258,6.8913
1975,6,2,4,275,7.8783
1975,6,2,5,260,6.3489
1975,6,3,1,352,7.1678
1975,6,3,2,434,5.5782
1975,6,3,3,411,2.5637
1975,6,3,4,407,5.7849
1975,6,3,5,197,7.6841
1975,7,1,1,797,-2.4314
1975,7,1,2,321,-1.1435
1975,7,1,3,406,-2.8999
1975,7,1,4,467,-1.9005
1975,7,1,5,575,-1.6480
1975,7,2,1,343,-3.8461
1975,7,2,2,242,-3.8459
1975,7,2,3,238,-4.3718
1975,7,2,4,254,-2.9449
1975,7,2,5,253,-2.6973
1975,7,3,1,343,-4.3572
1975,7,3,2,422,-5.6029
1975,7,3,3,378,-8.2473
1975,7,3,4,376,-6.9195
1975,7,3,5,192,-6.5163
1975,8,1,1,841,-6.5806
1975,8,1,2,385,-5.7310
1975,8,1,3,448,-7.0628
1975,8,1,4,514,-6.5437
1975,8,1,5,614,-6.7483
1975,8,2,1,362,-4.4955
1975,8,2,2,272,-3.9825
1975,8,2,3,277,-4.4822
1975,8,2,4,276,-3.7603
1975,8,2,5,275,-4.6378
1975,8,3,1,366,-1.9410
1975,8,3,2,459,-0.9241
1975,8,3,3,464,-1.8531
1975,8,3,4,431,-2.2509
1975,8,3,5,208,-1.9482
1975,9,1,1,853,-4.0468
1975,9,1,2,392,-4.1096
1975,9,1,3,444,-2.8434
1975,9,1,4,510,-2.6398
1975,9,1,5,612,-3.4085
1975,9,2,1,360,-3.2503
1975,9,2,2,278,-3.9932
1975,9,2,3,285,-3.2493
1975,9,2,4,271,-2.9668
1975,9,2,5,278,-2.5935
1975,9,3,1,369,-3.3824
1975,9,3,2,459,-3.5981
1975,9,3,3,468,-3.6515
1975,9,3,4,429,-3.2537
1975,9,3,5,206,-2.4763
1975,10,1,1,846,1.5771
1975,10,1,2,382,1.2988
1975,10,1,3,428,0.1293
1975,10,1,4,490,1.2714
1975,10,1,5,601,2.0457
1975,10,2,1,358,3.4972
1975,10,2,2,270,2.9490
1975,10,2,3,273,2.3749
1975,10,2,4,262,3.5956
1975,10,2,5,270,3.0588
1975,10,3,1,339,6.7769
1975,10,3,2,436,5.3981
1975,10,3,3,455,7.4507
1975,10,3,4,419,7.5333
1975,10,3,5,200,7.3520
1975,11,1,1,871,3.6249
1975,11,1,2,412,1.7890
1975,11,1,3,447,1.9325
1975,11,1,4,505,2.5542
1975,11,1,5,615,3.8186
1975,11,2,1,365,3.5194
1975,11,2,2,285,3.0592
1975,11,2,3,283,3.3302
1975,11,2,4,279,3.8087
1975,11,2,5,279,2.7699
1975,11,3,1,346,3.4628
1975,11,3,2,450,3.0530
1975,11,3,3,491,3.0234
1975,11,3,4,431,3.3361
1975,11,3,5,217,2.0298
1975,12,1,1,873,-1.5195
1975,12,1,2,424,-1.2058
1975,12,1,3,454,-2.2721
1975,12,1,4,503,-1.8406
1975,12,1,5,616,-2.2102
1975,12,2,1,369,-0.8078
1975,12,2,2,287,-1.0890
1975,12,2,3,287,-0.6511
1975,12,2,4,275,-1.6315
1975,12,2,5,280,-1.0193
1975,12,3,1,346,-1.5624
1975,12,3,2,448,-1.1287
1975,12,3,3,495,-0.7289
1975,12,3,4,435,-2.0947
1975,12,3,5,221,-1.4004
1976,1,1,1,856,24.5648
1976,1,1,2,425,24.0251
1976,1,1,3,438,23.3198
1976,1,1,4,473,24.8572
1976,1,1,5,604,26.2121
1976,1,2,1,357,21.1022
1976,1,2,2,281,19.4827
1976,1,2,3,274,17.6113
1976,1,2,4,260,18.8078
1976,1,2,5,269,20.8715
1976,1,3,1,333,12.7756
1976,1,3,2,432,12.4372
1976,1,3,3,486,12.6412
1976,1,3,4,427,11.9375
1976,1,3,5,215,10.9363
1976,2,1,1,817,13.8048
1976,2,1,2,456,12.1721
1976,2,1,3,434,12.5026
1976,2,1,4,440,11.9305
1976,2,1,5,581,13.4558
1976,2,2,1,360,7.5304
1976,2,2,2,297,8.3455
1976,2,2,3,290,6.2819
1976,2,2,4,265,6.6231
1976,2,2,5,279,7.0881
1976,2,3,1,339,2.1867
1976,2,3,2,447,-0.0326
1976,2,3,3,513,-0.8342
1976,2,3,4,429,-1.5495
1976,2,3,5,212,-0.5143
1976,3,1,1,862,1.3177
1976,3,1,2,492,1.9066
1976,3,1,3,461,0.3980
1976,3,1,4,472,0.4112
1976,3,1,5,612,1.0963
1976,3,2,1,359,2.9664
1976,3,2,2,294,0.8552
1976,3,2,3,294,1.1619
1976,3,2,4,267,0.3706
1976,3,2,5,278,1.2887
1976,3,3,1,337,2.8135
1976,3,3,2,453,2.9472
1976,3,3,3,504,2.8375
1976,3,3,4,432,3.4548
1976,3,3,5,216,1.3286
1976,4,1,1,807,-2.8294
1976,4,1,2,468,-2.1067
1976,4,1,3,361,-1.9068
1976,4,1,4,372,-2.0526
1976,4,1,5,547,-3.0384
1976,4,2,1,339,-1.8006
1976,4,2,2,259,-0.4570
1976,4,2,3,261,-0.4190
1976,4,2,4,224,-0.3839
1976,4,2,5,256,-1.9298
1976,4,3,1,297,-1.2724
1976,4,3,2,371,-0.8321
1976,4,3,3,448,-0.7352
1976,4,3,4,375,-1.6152
1976,4,3,5,209,-0.9724
1976,5,1,1,910,-4.2295
1976,5,1,2,613,-2.8336
1976,5,1,3,461,-2.6632
1976,5,1,4,471,-1.7173
1976,5,1,5,587,-4.2589
1976,5,2,1,372,-2.3489
1976,5,2,2,307,-1.5280
1976,5,2,3,290,0.6444
1976,5,2,4,289,-1.5061
1976,5,2,5,284,-2.9672
1976,5,3,1,358,-1.9226
1976,5,3,2,410,-1.5678
1976,5,3,3,488,0.5706
1976,5,3,4,463,-0.9005
1976,5,3,5,310,-1.7391
1976,6,1,1,905,3.5463
1976,6,1,2,619,4.1235
1976,6,1,3,477,4.1853
1976,6,1,4,490,3.4928
1976,6,1,5,581,3.3798
1976,6,2,1,373,5.9050
1976,6,2,2,315,5.1449
1976,6,2,3,299,3.9428
1976,6,2,4,299,3.5573
1976,6,2,5,286,5.3190
1976,6,3,1,356,5.1242
1976,6,3,2,409,3.5627
1976,6,3,3,486,4.3960
1976,6,3,4,475,4.0717
1976,6,3,5,323,6.5737
1976,7,1,1,866,0.1395
1976,7,1,2,545,-0.3510
1976,7,1,3,420,-0.4035
1976,7,1,4,462,-0.2521
1976,7,1,5,522,-0.1018
1976,7,2,1,351,-0.7117
1976,7,2,2,275,-0.4831
1976,7,2,3,269,-0.3432
1976,7,2,4,282,0.7840
1976,7,2,5,266,-0.3157
1976,7,3,1,339,-1.4257
1976,7,3,2,353,-1.3698
1976,7,3,3,435,-0.8467
1976,7,3,4,434,-0.2428
1976,7,3,5,305,-0.8711
1976,8,1,1,887,-2.9540
1976,8,1,2,628,-2.1842
1976,8,1,3,481,-2.2009
1976,8,1,4,490,-1.7661
1976,8,1,5,550,-3.0448
1976,8,2,1,363,-2.7341
1976,8,2,2,310,-2.4027
1976,8,2,3,310,-2.1731
1976,8,2,4,320,-1.3099
1976,8,2,5,279,-1.8543
1976,8,3,1,341,-0.8197
1976,8,3,2,381,0.1238
1976,8,3,3,494,-0.3502
1976,8,3,4,478,0.3775
1976,8,3,5,342,0.0567
1976,9,1,1,718,1.0644
