year,month,rank_ME,rank_dROE_6,nstocks,ret_vw
1967,9,2,1,72,1.5788
1967,9,2,2,53,4.0393
1967,9,2,3,46,0.2584
1967,9,2,4,46,4.0082
1967,9,2,5,61,5.3897
1967,9,3,1,143,4.0445
1967,9,3,2,200,5.4736
1967,9,3,3,211,2.6760
1967,9,3,4,202,1.6679
1967,9,3,5,176,3.1940
1967,10,1,1,32,-2.9869
1967,10,1,2,22,-0.6079
1967,10,1,3,21,-3.5020
1967,10,1,4,11,-0.8713
1967,10,1,5,28,0.3552
1967,10,2,1,58,-2.6705
1967,10,2,2,48,-5.4063
1967,10,2,3,40,-3.1538
1967,10,2,4,38,-1.9928
1967,10,2,5,56,-4.8734
1967,10,3,1,117,-4.4841
1967,10,3,2,155,-0.0239
1967,10,3,3,170,-3.2258
1967,10,3,4,159,-3.7880
1967,10,3,5,147,-2.3806
1967,11,1,1,52,3.6330
1967,11,1,2,26,4.9538
1967,11,1,3,27,3.1072
1967,11,1,4,17,-0.6595
1967,11,1,5,47,0.9808
1967,11,2,1,68,0.4604
1967,11,2,2,60,-0.9727
1967,11,2,3,53,0.1919
1967,11,2,4,46,-1.6199
1967,11,2,5,59,0.7788
1967,11,3,1,137,-1.0686
1967,11,3,2,184,1.2258
1967,11,3,3,200,0.5904
1967,11,3,4,184,1.4716
1967,11,3,5,168,1.3387
1967,12,1,1,55,9.4159
1967,12,1,2,27,6.5477
1967,12,1,3,30,5.9429
1967,12,1,4,20,7.5487
1967,12,1,5,54,10.0986
1967,12,2,1,62,4.4626
1967,12,2,2,60,6.1629
1967,12,2,3,56,3.2863
1967,12,2,4,47,5.3787
1967,12,2,5,62,6.2133
1967,12,3,1,140,2.1701
1967,12,3,2,178,2.5177
1967,12,3,3,197,3.3432
1967,12,3,4,184,3.2658
1967,12,3,5,173,2.7831
1968,1,1,1,52,1.5034
1968,1,1,2,26,2.0245
1968,1,1,3,30,2.2587
1968,1,1,4,16,0.8729
1968,1,1,5,57,0.2034
1968,1,2,1,49,-1.2595
1968,1,2,2,51,0.9552
1968,1,2,3,56,2.5206
1968,1,2,4,42,2.0567
1968,1,2,5,50,-0.8785
1968,1,3,1,112,-6.5458
1968,1,3,2,140,-5.5810
1968,1,3,3,143,-2.8113
1968,1,3,4,147,-2.9095
1968,1,3,5,122,-6.4668
1968,2,1,1,61,-5.3598
1968,2,1,2,36,-3.1551
1968,2,1,3,41,-5.0205
1968,2,1,4,26,-5.4071
1968,2,1,5,81,-4.7293
1968,2,2,1,64,-4.8027
1968,2,2,2,63,-4.7467
1968,2,2,3,66,-4.0131
1968,2,2,4,55,-2.8496
1968,2,2,5,59,-5.7679
1968,2,3,1,135,-3.3655
1968,2,3,2,167,-2.9611
1968,2,3,3,176,-2.1573
1968,2,3,4,156,-2.3901
1968,2,3,5,140,-3.3525
1968,3,1,1,74,-1.2655
1968,3,1,2,39,0.5159
1968,3,1,3,44,0.9687
1968,3,1,4,31,1.7970
1968,3,1,5,90,1.7451
1968,3,2,1,68,-0.0818
1968,3,2,2,64,-1.0998
1968,3,2,3,67,-1.9044
1968,3,2,4,55,-1.9644
1968,3,2,5,65,2.1351
1968,3,3,1,134,0.1634
1968,3,3,2,170,1.2862
1968,3,3,3,182,1.6136
1968,3,3,4,162,-0.7442
1968,3,3,5,143,1.4957
1968,4,1,1,80,15.5389
1968,4,1,2,37,17.6611
1968,4,1,3,44,14.0472
1968,4,1,4,32,13.2685
1968,4,1,5,97,17.0904
1968,4,2,1,63,16.9866
1968,4,2,2,58,11.8368
1968,4,2,3,60,10.2531
1968,4,2,4,47,8.9933
1968,4,2,5,57,15.2930
1968,4,3,1,116,11.9423
1968,4,3,2,139,9.6823
1968,4,3,3,142,8.9649
1968,4,3,4,136,7.0074
1968,4,3,5,131,8.6490
1968,5,1,1,188,12.1713
1968,5,1,2,76,6.1809
1968,5,1,3,66,6.2563
1968,5,1,4,72,10.8123
1968,5,1,5,189,13.8956
1968,5,2,1,95,6.7351
1968,5,2,2,94,4.9424
1968,5,2,3,80,4.2245
1968,5,2,4,79,4.5333
1968,5,2,5,92,10.8554
1968,5,3,1,152,1.3793
1968,5,3,2,183,1.8075
1968,5,3,3,197,1.1870
1968,5,3,4,195,1.5176
1968,5,3,5,173,1.0599
1968,6,1,1,197,0.3628
1968,6,1,2,85,0.2996
1968,6,1,3,77,2.1536
1968,6,1,4,74,1.4927
1968,6,1,5,207,1.3429
1968,6,2,1,98,-1.0700
1968,6,2,2,98,1.5034
1968,6,2,3,82,1.8700
1968,6,2,4,87,3.0574
1968,6,2,5,100,0.1183
1968,6,3,1,154,-0.5685
1968,6,3,2,182,0.2312
1968,6,3,3,201,2.0800
1968,6,3,4,196,1.3521
1968,6,3,5,178,0.2357
1968,7,1,1,186,-3.1699
1968,7,1,2,83,-3.2492
1968,7,1,3,71,-0.1068
1968,7,1,4,82,-2.9262
1968,7,1,5,201,-3.1435
1968,7,2,1,94,-5.8688
1968,7,2,2,91,-3.2743
1968,7,2,3,68,-1.0829
1968,7,2,4,80,-1.0956
1968,7,2,5,92,-3.2072
1968,7,3,1,130,-5.0687
1968,7,3,2,156,-3.4321
1968,7,3,3,176,-3.1874
1968,7,3,4,170,1.0514
1968,7,3,5,153,-1.8361
1968,8,1,1,226,4.2404
1968,8,1,2,119,4.4238
1968,8,1,3,93,4.7601
1968,8,1,4,115,5.3635
1968,8,1,5,235,5.7102
1968,8,2,1,107,2.3586
1968,8,2,2,107,3.0783
1968,8,2,3,81,3.0592
1968,8,2,4,99,3.5046
1968,8,2,5,112,7.3108
1968,8,3,1,154,2.1193
1968,8,3,2,190,2.2256
1968,8,3,3,217,0.8724
1968,8,3,4,198,0.9126
1968,8,3,5,177,1.1100
1968,9,1,1,233,6.1790
1968,9,1,2,125,6.2722
1968,9,1,3,95,5.7777
1968,9,1,4,122,7.9992
1968,9,1,5,246,7.8097
1968,9,2,1,112,7.8704
1968,9,2,2,108,6.3262
1968,9,2,3,81,5.2129
1968,9,2,4,100,6.5704
1968,9,2,5,112,6.7446
1968,9,3,1,157,5.8688
1968,9,3,2,194,5.1152
1968,9,3,3,221,3.8533
1968,9,3,4,198,3.1561
1968,9,3,5,177,3.9145
1968,10,1,1,233,0.4204
1968,10,1,2,122,1.4497
1968,10,1,3,87,1.3269
1968,10,1,4,111,-0.3589
1968,10,1,5,233,-0.1651
1968,10,2,1,99,-0.8323
1968,10,2,2,98,1.1619
1968,10,2,3,67,2.5141
1968,10,2,4,89,1.2273
1968,10,2,5,108,0.3847
1968,10,3,1,131,-0.0689
1968,10,3,2,164,0.8105
1968,10,3,3,193,2.1074
1968,10,3,4,166,0.1051
1968,10,3,5,138,-0.4408
1968,11,1,1,265,5.2200
1968,11,1,2,134,7.4552
1968,11,1,3,109,6.3645
1968,11,1,4,134,7.3517
1968,11,1,5,265,9.1481
1968,11,2,1,109,8.9022
1968,11,2,2,110,7.8164
1968,11,2,3,86,7.3635
1968,11,2,4,102,6.8568
1968,11,2,5,118,9.1679
1968,11,3,1,148,5.8119
1968,11,3,2,201,5.9162
1968,11,3,3,230,3.6851
1968,11,3,4,197,6.3151
1968,11,3,5,153,5.4049
1968,12,1,1,275,4.3992
1968,12,1,2,133,-1.2973
1968,12,1,3,112,1.4241
1968,12,1,4,132,-0.1979
1968,12,1,5,264,1.1889
1968,12,2,1,107,-1.3230
1968,12,2,2,110,-0.2633
1968,12,2,3,82,-1.1857
1968,12,2,4,102,-2.1483
1968,12,2,5,124,-3.1023
1968,12,3,1,148,-3.9649
1968,12,3,2,204,-2.3885
1968,12,3,3,233,-3.3470
1968,12,3,4,201,-4.4930
1968,12,3,5,151,-4.0984
1969,1,1,1,217,-2.7096
1969,1,1,2,106,-1.9237
1969,1,1,3,97,-2.7232
1969,1,1,4,106,-3.0228
1969,1,1,5,228,-0.3857
1969,1,2,1,95,-1.1406
1969,1,2,2,85,-2.1408
1969,1,2,3,68,-0.9944
1969,1,2,4,75,-0.6611
1969,1,2,5,99,-0.6202
1969,1,3,1,123,-1.2661
1969,1,3,2,161,-0.9127
1969,1,3,3,184,-0.1689
1969,1,3,4,151,-0.7347
1969,1,3,5,115,-2.1983
1969,2,1,1,247,-10.8659
1969,2,1,2,132,-8.0611
1969,2,1,3,112,-7.4379
1969,2,1,4,131,-7.5110
1969,2,1,5,248,-9.1635
1969,2,2,1,109,-10.2137
1969,2,2,2,105,-7.3738
1969,2,2,3,82,-5.9584
1969,2,2,4,96,-7.4567
1969,2,2,5,110,-9.0587
1969,2,3,1,143,-5.5722
1969,2,3,2,190,-5.7343
1969,2,3,3,218,-3.7619
1969,2,3,4,180,-3.7231
1969,2,3,5,131,-4.8169
1969,3,1,1,258,1.6415
1969,3,1,2,132,0.1750
1969,3,1,3,113,2.5884
1969,3,1,4,128,2.7132
1969,3,1,5,252,3.0328
1969,3,2,1,112,2.2911
1969,3,2,2,104,1.5883
1969,3,2,3,81,2.4453
1969,3,2,4,95,2.3534
1969,3,2,5,109,3.3862
1969,3,3,1,144,0.6115
1969,3,3,2,191,2.7172
1969,3,3,3,217,4.5046
1969,3,3,4,181,5.2615
1969,3,3,5,130,3.9657
1969,4,1,1,236,-0.8703
1969,4,1,2,113,-2.0326
1969,4,1,3,94,0.7774
1969,4,1,4,112,-0.5048
1969,4,1,5,230,-0.5771
1969,4,2,1,100,2.1280
1969,4,2,2,82,0.7924
1969,4,2,3,75,-0.2168
1969,4,2,4,80,1.3819
1969,4,2,5,97,1.1663
1969,4,3,1,121,3.3207
1969,4,3,2,167,1.9181
1969,4,3,3,178,1.1028
1969,4,3,4,158,1.2957
1969,4,3,5,113,2.6872
1969,5,1,1,310,-0.0142
1969,5,1,2,146,-0.3443
1969,5,1,3,112,0.8342
1969,5,1,4,136,0.9940
1969,5,1,5,262,-0.0800
1969,5,2,1,119,-1.1770
1969,5,2,2,112,0.5029
1969,5,2,3,96,0.1049
1969,5,2,4,112,-0.1562
1969,5,2,5,126,0.7917
1969,5,3,1,161,0.5339
1969,5,3,2,216,0.0627
1969,5,3,3,221,0.7148
1969,5,3,4,205,0.9098
1969,5,3,5,145,-1.3107
1969,6,1,1,312,-14.8529
1969,6,1,2,157,-11.8342
1969,6,1,3,117,-9.9064
1969,6,1,4,143,-12.0714
1969,6,1,5,263,-14.1896
1969,6,2,1,122,-11.4387
1969,6,2,2,117,-8.7571
1969,6,2,3,98,-7.5484
1969,6,2,4,115,-10.2588
1969,6,2,5,131,-12.6476
1969,6,3,1,163,-7.0852
1969,6,3,2,218,-5.3599
1969,6,3,3,225,-6.8675
1969,6,3,4,207,-5.2205
1969,6,3,5,145,-4.6332
1969,7,1,1,285,-11.8594
1969,7,1,2,145,-9.8383
1969,7,1,3,100,-9.6354
1969,7,1,4,123,-10.0148
1969,7,1,5,228,-10.8010
1969,7,2,1,109,-10.1918
1969,7,2,2,105,-8.3713
1969,7,2,3,84,-7.7706
1969,7,2,4,100,-7.7325
1969,7,2,5,117,-9.5687
1969,7,3,1,140,-7.5520
1969,7,3,2,173,-6.6969
1969,7,3,3,187,-6.5515
1969,7,3,4,179,-4.9515
1969,7,3,5,122,-6.1408
1969,8,1,1,331,3.4835
1969,8,1,2,180,3.6427
1969,8,1,3,124,4.5536
1969,8,1,4,149,5.3644
1969,8,1,5,258,4.5309
1969,8,2,1,125,8.2066
1969,8,2,2,128,3.8949
1969,8,2,3,105,4.5797
1969,8,2,4,123,5.6562
1969,8,2,5,126,7.6193
1969,8,3,1,160,7.7078
1969,8,3,2,214,4.4098
1969,8,3,3,224,3.7673
1969,8,3,4,222,4.6634
1969,8,3,5,159,5.8350
1969,9,1,1,337,-3.4535
1969,9,1,2,184,-4.6871
1969,9,1,3,126,-2.8669
1969,9,1,4,151,-3.3526
1969,9,1,5,256,-4.1112
1969,9,2,1,132,0.4525
1969,9,2,2,132,-0.1870
1969,9,2,3,105,0.3833
1969,9,2,4,124,-1.8297
1969,9,2,5,130,-0.0006
1969,9,3,1,161,-4.6645
1969,9,3,2,214,-3.3624
1969,9,3,3,228,-2.2449
1969,9,3,4,226,-1.7132
1969,9,3,5,161,-1.6594
1969,10,1,1,321,11.0337
1969,10,1,2,164,9.4918
1969,10,1,3,103,8.0384
1969,10,1,4,127,11.3780
1969,10,1,5,223,11.4830
1969,10,2,1,112,9.5678
1969,10,2,2,114,7.7192
1969,10,2,3,91,6.2831
1969,10,2,4,107,5.9659
1969,10,2,5,118,8.5222
1969,10,3,1,138,4.0466
1969,10,3,2,183,5.5467
1969,10,3,3,196,4.2775
1969,10,3,4,188,5.6809
1969,10,3,5,144,6.5795
1969,11,1,1,351,-8.4410
1969,11,1,2,189,-6.1196
1969,11,1,3,118,-4.8434
1969,11,1,4,152,-5.4693
1969,11,1,5,250,-7.5273
1969,11,2,1,132,-7.0854
1969,11,2,2,133,-4.2022
1969,11,2,3,107,-4.3559
1969,11,2,4,122,-4.4303
1969,11,2,5,131,-4.3531
1969,11,3,1,156,-3.1270
1969,11,3,2,224,-3.8034
1969,11,3,3,221,-3.6563
1969,11,3,4,227,-2.4028
1969,11,3,5,170,-3.0075
1969,12,1,1,353,-9.7477
1969,12,1,2,191,-7.6358
1969,12,1,3,125,-5.1033
1969,12,1,4,152,-7.0857
1969,12,1,5,260,-7.1860
1969,12,2,1,140,-6.5111
1969,12,2,2,136,-3.5579
1969,12,2,3,104,-4.0917
1969,12,2,4,123,-3.5664
1969,12,2,5,129,-4.8109
1969,12,3,1,156,-3.4389
1969,12,3,2,229,-0.6068
1969,12,3,3,227,-0.4376
1969,12,3,4,234,-0.6047
1969,12,3,5,172,-1.7683
1970,1,1,1,298,-3.2676
1970,1,1,2,164,-1.5955
1970,1,1,3,106,-1.4007
1970,1,1,4,125,-2.4787
1970,1,1,5,213,-2.9615
1970,1,2,1,127,-8.7271
1970,1,2,2,110,-5.0824
1970,1,2,3,90,-3.6630
1970,1,2,4,101,-4.0232
1970,1,2,5,103,-6.7113
1970,1,3,1,131,-12.2165
1970,1,3,2,185,-7.2017
1970,1,3,3,186,-8.0108
1970,1,3,4,182,-6.0672
1970,1,3,5,142,-8.8437
1970,2,1,1,324,3.1540
1970,2,1,2,197,3.7170
1970,2,1,3,129,4.0779
1970,2,1,4,144,4.9009
1970,2,1,5,258,2.5012
1970,2,2,1,142,3.4222
1970,2,2,2,131,4.9122
1970,2,2,3,102,3.4175
1970,2,2,4,127,3.7640
1970,2,2,5,124,5.0133
1970,2,3,1,146,6.9513
1970,2,3,2,217,4.3426
1970,2,3,3,218,6.5224
1970,2,3,4,207,4.1687
1970,2,3,5,167,7.5615
1970,3,1,1,331,-2.9804
1970,3,1,2,200,-3.0095
1970,3,1,3,132,-0.8666
1970,3,1,4,145,-1.7345
1970,3,1,5,260,-3.8754
1970,3,2,1,143,-1.8139
1970,3,2,2,138,-0.3796
1970,3,2,3,101,0.3525
1970,3,2,4,123,0.9248
1970,3,2,5,121,-3.1995
1970,3,3,1,147,-1.1841
1970,3,3,2,217,0.2690
1970,3,3,3,222,-0.7035
1970,3,3,4,211,0.3590
1970,3,3,5,172,0.0766
1970,4,1,1,302,-18.9591
1970,4,1,2,169,-15.5143
1970,4,1,3,115,-12.7182
1970,4,1,4,116,-15.2247
1970,4,1,5,235,-18.2924
1970,4,2,1,128,-17.2294
1970,4,2,2,112,-14.1460
1970,4,2,3,90,-12.1279
1970,4,2,4,105,-11.3771
1970,4,2,5,107,-17.7405
1970,4,3,1,121,-11.8739
1970,4,3,2,186,-9.7809
1970,4,3,3,194,-8.4228
1970,4,3,4,177,-8.3315
1970,4,3,5,149,-10.8420
1970,5,1,1,360,-8.9602
1970,5,1,2,221,-9.5426
1970,5,1,3,146,-8.6224
1970,5,1,4,131,-9.3547
1970,5,1,5,295,-10.2385
1970,5,2,1,153,-12.0182
1970,5,2,2,143,-10.2019
1970,5,2,3,112,-7.7108
1970,5,2,4,129,-7.9936
1970,5,2,5,131,-10.1038
1970,5,3,1,155,-7.3691
1970,5,3,2,223,-3.9630
1970,5,3,3,240,-5.0693
1970,5,3,4,231,-6.4425
1970,5,3,5,198,-6.7447
1970,6,1,1,362,-11.2595
1970,6,1,2,231,-8.5385
1970,6,1,3,152,-7.4350
1970,6,1,4,137,-7.4363
1970,6,1,5,300,-7.6386
1970,6,2,1,155,-8.3988
1970,6,2,2,148,-8.2644
1970,6,2,3,121,-6.0504
1970,6,2,4,129,-5.9712
1970,6,2,5,135,-5.6659
1970,6,3,1,151,-5.7497
1970,6,3,2,221,-6.0260
1970,6,3,3,243,-3.0076
1970,6,3,4,239,-4.2423
1970,6,3,5,200,-4.5203
1970,7,1,1,324,3.9860
1970,7,1,2,199,4.6582
1970,7,1,3,132,5.0196
1970,7,1,4,113,2.8776
1970,7,1,5,268,4.5123
1970,7,2,1,138,7.2385
1970,7,2,2,136,9.3639
1970,7,2,3,98,8.8138
1970,7,2,4,104,7.2666
1970,7,2,5,117,6.8163
1970,7,3,1,128,10.2337
1970,7,3,2,182,6.1465
1970,7,3,3,214,7.1468
1970,7,3,4,203,7.6009
1970,7,3,5,166,7.4201
1970,8,1,1,360,7.4130
1970,8,1,2,234,5.7802
1970,8,1,3,151,6.0329
1970,8,1,4,143,5.7777
1970,8,1,5,293,5.5692
1970,8,2,1,161,10.6276
1970,8,2,2,159,7.6119
1970,8,2,3,127,5.0747
1970,8,2,4,126,5.4208
1970,8,2,5,130,4.8302
1970,8,3,1,137,5.7604
1970,8,3,2,220,6.4122
1970,8,3,3,249,4.4781
1970,8,3,4,250,5.1303
1970,8,3,5,209,3.7396
1970,9,1,1,366,17.1871
1970,9,1,2,240,13.6397
1970,9,1,3,157,12.6057
1970,9,1,4,141,12.9536
1970,9,1,5,300,12.9741
1970,9,2,1,160,15.1300
1970,9,2,2,163,10.6329
1970,9,2,3,128,8.0299
1970,9,2,4,121,7.3119
1970,9,2,5,133,9.9052
1970,9,3,1,141,6.2488
1970,9,3,2,220,5.0323
1970,9,3,3,249,2.9621
1970,9,3,4,251,2.8283
1970,9,3,5,210,3.9302
1970,10,1,1,339,-11.1399
1970,10,1,2,210,-7.0851
1970,10,1,3,140,-7.2092
1970,10,1,4,122,-3.9687
1970,10,1,5,263,-5.4532
1970,10,2,1,139,-6.6854
1970,10,2,2,146,-5.0047
1970,10,2,3,113,-4.5185
1970,10,2,4,102,-4.6546
1970,10,2,5,113,-3.8158
1970,10,3,1,116,-1.9721
1970,10,3,2,172,-0.9115
1970,10,3,3,207,-0.8118
1970,10,3,4,213,0.0189
1970,10,3,5,175,-1.3786
1970,11,1,1,373,-1.7661
1970,11,1,2,260,-0.3411
1970,11,1,3,162,-0.9151
1970,11,1,4,145,-0.8721
1970,11,1,5,289,-1.8634
1970,11,2,1,145,1.7743
1970,11,2,2,161,2.3415
1970,11,2,3,127,3.4103
1970,11,2,4,114,3.1007
1970,11,2,5,136,2.7459
1970,11,3,1,132,5.5814
1970,11,3,2,191,4.8006
1970,11,3,3,235,5.9922
1970,11,3,4,244,5.6081
1970,11,3,5,196,4.8929
1970,12,1,1,383,9.4687
1970,12,1,2,264,11.7915
1970,12,1,3,158,10.5780
1970,12,1,4,152,7.2096
1970,12,1,5,294,8.2236
1970,12,2,1,145,10.6125
1970,12,2,2,159,10.2838
1970,12,2,3,126,8.7439
1970,12,2,4,117,9.5796
1970,12,2,5,138,5.3149
1970,12,3,1,135,5.5177
1970,12,3,2,199,6.0045
1970,12,3,3,238,6.4034
1970,12,3,4,249,5.0414
1970,12,3,5,199,6.0996
1971,1,1,1,339,18.6119
1971,1,1,2,219,12.5849
1971,1,1,3,144,12.1988
1971,1,1,4,128,14.6298
1971,1,1,5,231,14.5170
1971,1,2,1,131,10.3668
1971,1,2,2,117,10.9745
1971,1,2,3,104,9.0862
1971,1,2,4,97,9.2201
1971,1,2,5,118,10.8548
1971,1,3,1,119,6.2707
1971,1,3,2,164,6.5816
1971,1,3,3,192,2.8747
1971,1,3,4,195,3.1624
1971,1,3,5,157,3.9936
1971,2,1,1,379,5.0275
1971,2,1,2,245,4.5060
1971,2,1,3,162,5.0222
1971,2,1,4,148,3.6817
1971,2,1,5,257,5.2171
1971,2,2,1,142,2.6258
1971,2,2,2,135,2.2051
1971,2,2,3,119,2.9264
1971,2,2,4,123,2.4576
1971,2,2,5,138,2.9153
1971,2,3,1,133,1.7298
1971,2,3,2,197,2.5234
1971,2,3,3,238,1.9918
1971,2,3,4,224,1.6587
1971,2,3,5,178,2.3364
1971,3,1,1,382,6.4792
1971,3,1,2,251,6.9567
1971,3,1,3,169,6.6755
1971,3,1,4,152,6.7528
1971,3,1,5,257,7.6419
1971,3,2,1,144,6.9641
1971,3,2,2,139,7.1002
1971,3,2,3,117,5.3555
1971,3,2,4,126,5.9680
1971,3,2,5,141,6.7741
1971,3,3,1,135,3.9290
1971,3,3,2,196,3.9651
1971,3,3,3,235,4.6131
1971,3,3,4,229,3.7324
1971,3,3,5,181,4.7418
1971,4,1,1,346,2.1006
1971,4,1,2,218,3.1327
1971,4,1,3,142,0.9922
1971,4,1,4,133,2.1007
1971,4,1,5,225,2.4061
1971,4,2,1,128,3.5141
1971,4,2,2,123,3.0387
1971,4,2,3,95,4.9306
1971,4,2,4,112,3.9972
1971,4,2,5,130,3.7169
1971,4,3,1,121,6.5247
1971,4,3,2,165,5.7261
1971,4,3,3,203,2.4071
1971,4,3,4,199,3.0167
1971,4,3,5,153,4.5903
1971,5,1,1,425,-7.4153
1971,5,1,2,249,-7.4108
1971,5,1,3,173,-6.2453
1971,5,1,4,162,-5.0864
1971,5,1,5,285,-5.3595
1971,5,2,1,152,-4.8288
1971,5,2,2,158,-5.4658
1971,5,2,3,126,-3.6549
1971,5,2,4,139,-4.7034
1971,5,2,5,166,-3.9458
1971,5,3,1,156,-3.8613
1971,5,3,2,214,-2.6269
1971,5,3,3,267,-3.1709
1971,5,3,4,244,-3.4734
1971,5,3,5,204,-3.7540
1971,6,1,1,428,-3.4456
1971,6,1,2,241,-3.2269
1971,6,1,3,176,-2.2248
1971,6,1,4,163,-1.5622
1971,6,1,5,294,-2.5871
1971,6,2,1,148,-1.0776
1971,6,2,2,159,-2.9097
1971,6,2,3,129,-1.8700
1971,6,2,4,143,0.7477
1971,6,2,5,169,0.8505
1971,6,3,1,157,-1.3985
1971,6,3,2,216,0.2607
1971,6,3,3,271,0.3358
1971,6,3,4,249,1.4484
1971,6,3,5,214,1.1635
1971,7,1,1,381,-7.4355
1971,7,1,2,204,-6.0059
1971,7,1,3,156,-4.3789
1971,7,1,4,142,-5.1654
1971,7,1,5,275,-6.1381
1971,7,2,1,128,-6.2176
1971,7,2,2,139,-3.4088
1971,7,2,3,108,-3.3673
1971,7,2,4,128,-4.1840
1971,7,2,5,150,-5.3457
1971,7,3,1,144,-5.1131
1971,7,3,2,196,-5.6993
1971,7,3,3,230,-4.2059
1971,7,3,4,211,-2.8038
1971,7,3,5,178,-3.8126
1971,8,1,1,421,3.9720
1971,8,1,2,248,4.9682
1971,8,1,3,196,4.1539
1971,8,1,4,184,6.4815
1971,8,1,5,331,5.1357
1971,8,2,1,151,5.0668
1971,8,2,2,162,5.0624
1971,8,2,3,138,5.1375
1971,8,2,4,161,2.8394
1971,8,2,5,179,5.7315
1971,8,3,1,174,6.7349
1971,8,3,2,244,6.3461
1971,8,3,3,278,4.4137
1971,8,3,4,262,2.4079
1971,8,3,5,213,4.1134
1971,9,1,1,429,-1.7969
1971,9,1,2,252,-2.0485
1971,9,1,3,200,0.3643
1971,9,1,4,189,0.7095
1971,9,1,5,341,1.5960
1971,9,2,1,162,-1.6954
1971,9,2,2,163,-0.7880
1971,9,2,3,141,-0.6497
1971,9,2,4,160,-1.2242
