year,month,rank_ME,rank_dROA_6,nstocks,ret_vw
1984,12,2,2,275,2.3659
1984,12,2,3,243,2.3833
1984,12,2,4,268,2.9169
1984,12,2,5,273,3.1855
1984,12,3,1,214,1.0401
1984,12,3,2,311,2.1923
1984,12,3,3,346,1.9848
1984,12,3,4,320,2.2740
1984,12,3,5,205,3.4949
1985,1,1,1,1013,14.1257
1985,1,1,2,514,12.7417
1985,1,1,3,421,12.0541
1985,1,1,4,512,12.8383
1985,1,1,5,765,13.4433
1985,1,2,1,280,12.0231
1985,1,2,2,251,10.3090
1985,1,2,3,219,10.0085
1985,1,2,4,243,10.5096
1985,1,2,5,259,13.4060
1985,1,3,1,178,8.3930
1985,1,3,2,266,6.7441
1985,1,3,3,298,7.7027
1985,1,3,4,283,8.1582
1985,1,3,5,184,9.1838
1985,2,1,1,979,2.2288
1985,2,1,2,509,2.6745
1985,2,1,3,418,2.6064
1985,2,1,4,482,4.2570
1985,2,1,5,768,4.2696
1985,2,2,1,269,2.0403
1985,2,2,2,254,1.4197
1985,2,2,3,219,1.9945
1985,2,2,4,239,2.4172
1985,2,2,5,259,2.2355
1985,2,3,1,196,1.4465
1985,2,3,2,298,2.4457
1985,2,3,3,310,1.5896
1985,2,3,4,308,1.7210
1985,2,3,5,202,-0.2804
1985,3,1,1,1033,-3.7525
1985,3,1,2,569,-2.0069
1985,3,1,3,434,-0.7723
1985,3,1,4,515,-0.6536
1985,3,1,5,825,-2.3823
1985,3,2,1,281,-2.8099
1985,3,2,2,287,-1.9803
1985,3,2,3,241,-1.2576
1985,3,2,4,262,-2.5230
1985,3,2,5,271,-3.6665
1985,3,3,1,216,-0.0382
1985,3,3,2,314,1.7640
1985,3,3,3,322,0.6891
1985,3,3,4,328,-0.7822
1985,3,3,5,231,-1.5979
1985,4,1,1,977,-3.8851
1985,4,1,2,547,-1.9689
1985,4,1,3,389,-0.7772
1985,4,1,4,491,0.2416
1985,4,1,5,829,-1.3901
1985,4,2,1,265,-3.4488
1985,4,2,2,253,-1.2750
1985,4,2,3,227,-0.5648
1985,4,2,4,237,-0.5771
1985,4,2,5,254,-2.8595
1985,4,3,1,196,-1.3671
1985,4,3,2,281,0.0685
1985,4,3,3,277,-0.1405
1985,4,3,4,286,-0.7794
1985,4,3,5,211,-2.2541
1985,5,1,1,1022,1.4245
1985,5,1,2,581,1.4850
1985,5,1,3,395,3.3449
1985,5,1,4,491,4.6374
1985,5,1,5,918,2.2800
1985,5,2,1,284,3.1263
1985,5,2,2,285,3.9702
1985,5,2,3,259,3.4241
1985,5,2,4,252,4.5774
1985,5,2,5,282,3.3470
1985,5,3,1,223,5.0000
1985,5,3,2,311,6.2331
1985,5,3,3,323,6.7668
1985,5,3,4,339,6.2277
1985,5,3,5,246,5.2682
1985,6,1,1,1089,-0.9236
1985,6,1,2,639,0.5797
1985,6,1,3,438,0.6129
1985,6,1,4,506,1.3327
1985,6,1,5,976,0.3081
1985,6,2,1,285,-0.4002
1985,6,2,2,303,1.1642
1985,6,2,3,259,2.2295
1985,6,2,4,257,1.2889
1985,6,2,5,291,0.5710
1985,6,3,1,223,1.1744
1985,6,3,2,318,1.7401
1985,6,3,3,325,2.1944
1985,6,3,4,349,1.5258
1985,6,3,5,256,1.9613
1985,7,1,1,1030,1.5213
1985,7,1,2,603,2.6053
1985,7,1,3,421,2.8203
1985,7,1,4,472,3.0942
1985,7,1,5,939,3.8830
1985,7,2,1,269,2.7920
1985,7,2,2,278,2.6519
1985,7,2,3,250,1.8750
1985,7,2,4,238,2.1179
1985,7,2,5,284,4.3537
1985,7,3,1,195,2.3536
1985,7,3,2,283,-0.5456
1985,7,3,3,290,-1.4640
1985,7,3,4,319,0.0657
1985,7,3,5,230,-1.6030
1985,8,1,1,1030,-1.6869
1985,8,1,2,598,-1.0279
1985,8,1,3,407,0.5283
1985,8,1,4,455,0.0662
1985,8,1,5,975,-1.0888
1985,8,2,1,280,-1.4194
1985,8,2,2,291,-0.9769
1985,8,2,3,265,0.3788
1985,8,2,4,241,-0.8630
1985,8,2,5,296,-2.1159
1985,8,3,1,225,-1.6515
1985,8,3,2,290,0.3032
1985,8,3,3,307,-0.5050
1985,8,3,4,340,-0.0921
1985,8,3,5,238,-0.2433
1985,9,1,1,1055,-6.5261
1985,9,1,2,621,-4.5449
1985,9,1,3,427,-4.3776
1985,9,1,4,473,-3.8923
1985,9,1,5,1003,-6.4118
1985,9,2,1,291,-7.3169
1985,9,2,2,285,-4.7655
1985,9,2,3,262,-4.3996
1985,9,2,4,249,-5.9358
1985,9,2,5,302,-6.3806
1985,9,3,1,224,-3.2385
1985,9,3,2,284,-2.4391
1985,9,3,3,319,-4.0540
1985,9,3,4,343,-3.4381
1985,9,3,5,245,-3.6210
1985,10,1,1,1008,1.3277
1985,10,1,2,577,1.7581
1985,10,1,3,372,2.2288
1985,10,1,4,374,3.7860
1985,10,1,5,952,2.9566
1985,10,2,1,271,2.3313
1985,10,2,2,261,2.7709
1985,10,2,3,226,4.0795
1985,10,2,4,212,3.6229
1985,10,2,5,272,5.5760
1985,10,3,1,188,3.5786
1985,10,3,2,235,4.6654
1985,10,3,3,260,4.3679
1985,10,3,4,282,5.4824
1985,10,3,5,204,2.1427
1985,11,1,1,1004,5.8801
1985,11,1,2,611,5.9548
1985,11,1,3,395,5.5998
1985,11,1,4,373,6.0993
1985,11,1,5,930,6.1368
1985,11,2,1,283,7.6105
1985,11,2,2,276,6.0485
1985,11,2,3,226,6.9233
1985,11,2,4,240,7.4643
1985,11,2,5,282,8.1009
1985,11,3,1,213,6.9021
1985,11,3,2,279,6.2032
1985,11,3,3,301,7.4382
1985,11,3,4,319,7.0091
1985,11,3,5,230,7.7029
1985,12,1,1,1069,4.0046
1985,12,1,2,653,5.1168
1985,12,1,3,438,3.8599
1985,12,1,4,402,4.7699
1985,12,1,5,967,3.2902
1985,12,2,1,291,4.9161
1985,12,2,2,278,3.9861
1985,12,2,3,233,4.6386
1985,12,2,4,240,4.9080
1985,12,2,5,288,4.5908
1985,12,3,1,211,5.3364
1985,12,3,2,279,3.7205
1985,12,3,3,312,4.1290
1985,12,3,4,320,4.5009
1985,12,3,5,234,4.5410
1986,1,1,1,1008,1.4849
1986,1,1,2,577,0.1790
1986,1,1,3,407,2.9011
1986,1,1,4,385,1.7906
1986,1,1,5,920,4.1846
1986,1,2,1,275,-0.9762
1986,1,2,2,242,0.5910
1986,1,2,3,203,1.4649
1986,1,2,4,210,1.3451
1986,1,2,5,273,2.8512
1986,1,3,1,186,0.0687
1986,1,3,2,236,0.5225
1986,1,3,3,267,1.4541
1986,1,3,4,272,-0.1117
1986,1,3,5,196,1.0689
1986,2,1,1,992,5.2019
1986,2,1,2,575,5.9420
1986,2,1,3,377,6.1057
1986,2,1,4,375,6.8955
1986,2,1,5,908,6.7424
1986,2,2,1,270,7.8707
1986,2,2,2,249,6.6692
1986,2,2,3,203,7.7927
1986,2,2,4,223,6.5638
1986,2,2,5,276,6.7287
1986,2,3,1,195,6.7771
1986,2,3,2,256,7.8095
1986,2,3,3,291,8.6444
1986,2,3,4,296,7.6773
1986,2,3,5,219,7.5209
1986,3,1,1,1027,4.1841
1986,3,1,2,634,5.2447
1986,3,1,3,425,4.8957
1986,3,1,4,407,5.3154
1986,3,1,5,953,5.3368
1986,3,2,1,294,2.8137
1986,3,2,2,272,5.7523
1986,3,2,3,215,6.3865
1986,3,2,4,243,6.5443
1986,3,2,5,299,6.6744
1986,3,3,1,213,2.2021
1986,3,3,2,273,4.4107
1986,3,3,3,330,6.0013
1986,3,3,4,317,6.3038
1986,3,3,5,233,7.0168
1986,4,1,1,986,0.5344
1986,4,1,2,596,1.3646
1986,4,1,3,404,1.5499
1986,4,1,4,403,1.4225
1986,4,1,5,902,3.0837
1986,4,2,1,276,1.2863
1986,4,2,2,242,0.9642
1986,4,2,3,199,-0.6219
1986,4,2,4,218,1.9742
1986,4,2,5,291,2.8620
1986,4,3,1,185,1.0490
1986,4,3,2,247,-0.6356
1986,4,3,3,296,-1.5294
1986,4,3,4,283,0.0238
1986,4,3,5,192,-0.8082
1986,5,1,1,1044,2.8668
1986,5,1,2,600,3.3771
1986,5,1,3,401,3.5740
1986,5,1,4,407,4.1152
1986,5,1,5,953,4.3697
1986,5,2,1,319,2.0875
1986,5,2,2,262,3.9967
1986,5,2,3,235,3.2120
1986,5,2,4,246,4.3622
1986,5,2,5,319,4.2242
1986,5,3,1,217,4.7669
1986,5,3,2,299,4.8795
1986,5,3,3,339,5.1878
1986,5,3,4,321,5.2278
1986,5,3,5,219,7.0208
1986,6,1,1,1089,-1.9861
1986,6,1,2,633,0.6011
1986,6,1,3,435,0.1947
1986,6,1,4,449,0.9022
1986,6,1,5,1017,1.0532
1986,6,2,1,323,-2.5356
1986,6,2,2,280,-0.5072
1986,6,2,3,241,1.4125
1986,6,2,4,259,1.8455
1986,6,2,5,326,-0.3521
1986,6,3,1,230,-2.0312
1986,6,3,2,314,0.0520
1986,6,3,3,345,3.4646
1986,6,3,4,326,2.6603
1986,6,3,5,223,1.8700
1986,7,1,1,1048,-11.2196
1986,7,1,2,612,-7.6401
1986,7,1,3,405,-6.5510
1986,7,1,4,423,-7.7642
1986,7,1,5,977,-8.8094
1986,7,2,1,312,-11.7742
1986,7,2,2,265,-7.9241
1986,7,2,3,219,-6.6330
1986,7,2,4,247,-7.6497
1986,7,2,5,309,-10.1812
1986,7,3,1,204,-8.2387
1986,7,3,2,296,-6.2349
1986,7,3,3,314,-4.4457
1986,7,3,4,288,-4.0131
1986,7,3,5,202,-5.7921
1986,8,1,1,1044,1.0838
1986,8,1,2,609,1.5559
1986,8,1,3,408,2.1494
1986,8,1,4,428,1.7806
1986,8,1,5,970,1.2040
1986,8,2,1,316,4.3275
1986,8,2,2,289,4.2709
1986,8,2,3,230,4.4246
1986,8,2,4,258,3.9573
1986,8,2,5,313,4.2414
1986,8,3,1,210,7.8504
1986,8,3,2,318,6.9737
1986,8,3,3,329,6.2796
1986,8,3,4,307,6.8024
1986,8,3,5,219,8.0348
1986,9,1,1,1072,-6.6964
1986,9,1,2,639,-4.5148
1986,9,1,3,431,-5.5406
1986,9,1,4,432,-5.4451
1986,9,1,5,1007,-6.8369
1986,9,2,1,331,-5.1787
1986,9,2,2,288,-5.4216
1986,9,2,3,240,-6.2491
1986,9,2,4,258,-6.4772
1986,9,2,5,317,-6.9053
1986,9,3,1,213,-5.0640
1986,9,3,2,325,-7.4368
1986,9,3,3,332,-9.2705
1986,9,3,4,312,-8.8035
1986,9,3,5,220,-7.1335
1986,10,1,1,1022,1.4315
1986,10,1,2,524,1.4242
1986,10,1,3,381,4.0792
1986,10,1,4,393,2.5771
1986,10,1,5,961,3.4876
1986,10,2,1,301,3.5675
1986,10,2,2,256,3.9617
1986,10,2,3,212,4.0223
1986,10,2,4,213,5.1800
1986,10,2,5,289,5.1441
1986,10,3,1,171,4.4369
1986,10,3,2,281,4.9141
1986,10,3,3,276,6.7589
1986,10,3,4,264,6.7887
1986,10,3,5,193,6.4545
1986,11,1,1,1030,-0.2862
1986,11,1,2,537,1.1552
1986,11,1,3,400,-0.6287
1986,11,1,4,417,-0.6648
1986,11,1,5,935,-0.5286
1986,11,2,1,320,-0.4836
1986,11,2,2,266,0.7537
1986,11,2,3,234,0.1217
1986,11,2,4,246,0.6882
1986,11,2,5,297,0.8635
1986,11,3,1,192,2.1302
1986,11,3,2,300,2.6118
1986,11,3,3,311,2.5837
1986,11,3,4,297,1.8647
1986,11,3,5,211,3.0482
1986,12,1,1,1088,-2.3405
1986,12,1,2,573,-2.9388
1986,12,1,3,429,-1.5446
1986,12,1,4,459,-2.7666
1986,12,1,5,971,-3.7770
1986,12,2,1,324,-1.6588
1986,12,2,2,265,-1.7532
1986,12,2,3,238,-2.0181
1986,12,2,4,245,-2.2940
1986,12,2,5,311,-2.6769
1986,12,3,1,192,-3.6896
1986,12,3,2,301,-3.4418
1986,12,3,3,320,-2.6056
1986,12,3,4,303,-2.7686
1986,12,3,5,211,-1.8360
1987,1,1,1,1013,9.8470
1987,1,1,2,537,9.3784
1987,1,1,3,387,10.2088
1987,1,1,4,427,10.9678
1987,1,1,5,923,12.7086
1987,1,2,1,288,13.2379
1987,1,2,2,240,13.2283
1987,1,2,3,216,11.0988
1987,1,2,4,209,11.0520
1987,1,2,5,265,15.0918
1987,1,3,1,168,12.4436
1987,1,3,2,246,12.8690
1987,1,3,3,274,12.3238
1987,1,3,4,250,12.7249
1987,1,3,5,182,18.1084
1987,2,1,1,979,8.1464
1987,2,1,2,531,6.3412
1987,2,1,3,375,6.6409
1987,2,1,4,405,8.8291
1987,2,1,5,914,10.7762
1987,2,2,1,288,8.4834
1987,2,2,2,247,7.1677
1987,2,2,3,230,7.1247
1987,2,2,4,214,8.6475
1987,2,2,5,264,9.4990
1987,2,3,1,185,5.4907
1987,2,3,2,271,4.4226
1987,2,3,3,285,2.8412
1987,2,3,4,263,3.8897
1987,2,3,5,203,6.0414
1987,3,1,1,1023,1.5645
1987,3,1,2,590,2.4832
1987,3,1,3,393,3.0052
1987,3,1,4,464,2.8094
1987,3,1,5,970,3.1507
1987,3,2,1,292,3.0484
1987,3,2,2,275,1.5652
1987,3,2,3,257,1.7003
1987,3,2,4,241,1.0543
1987,3,2,5,272,2.1513
1987,3,3,1,206,5.7893
1987,3,3,2,295,2.6349
1987,3,3,3,305,1.3434
1987,3,3,4,288,1.4321
1987,3,3,5,224,4.4288
1987,4,1,1,987,-3.2812
1987,4,1,2,534,-4.2293
1987,4,1,3,366,-3.2039
1987,4,1,4,444,-2.7160
1987,4,1,5,931,-1.4801
1987,4,2,1,268,-2.4468
1987,4,2,2,255,-4.6282
1987,4,2,3,233,-4.2509
1987,4,2,4,231,-1.2474
1987,4,2,5,248,-1.2344
1987,4,3,1,177,2.2591
1987,4,3,2,261,-1.1402
1987,4,3,3,271,-2.4745
1987,4,3,4,253,-2.1624
1987,4,3,5,195,0.6374
1987,5,1,1,1046,1.6472
1987,5,1,2,563,-0.7957
1987,5,1,3,382,0.2929
1987,5,1,4,448,0.1747
1987,5,1,5,964,0.2298
1987,5,2,1,303,1.6392
1987,5,2,2,292,0.3058
1987,5,2,3,259,1.4424
1987,5,2,4,249,0.3689
1987,5,2,5,276,-0.9883
1987,5,3,1,221,1.3028
1987,5,3,2,314,1.5165
1987,5,3,3,303,0.5005
1987,5,3,4,299,0.4030
1987,5,3,5,223,0.5215
1987,6,1,1,1119,2.0119
1987,6,1,2,605,1.7774
1987,6,1,3,421,2.9760
1987,6,1,4,488,3.9310
1987,6,1,5,1044,2.5233
1987,6,2,1,310,1.6372
1987,6,2,2,304,3.8037
1987,6,2,3,273,3.9726
1987,6,2,4,262,4.0177
1987,6,2,5,283,2.4458
1987,6,3,1,230,3.4043
1987,6,3,2,314,5.4523
1987,6,3,3,308,5.7209
1987,6,3,4,312,4.5620
1987,6,3,5,231,4.2168
1987,7,1,1,1071,2.8884
1987,7,1,2,587,3.0419
1987,7,1,3,397,3.0778
1987,7,1,4,496,3.3671
1987,7,1,5,994,3.7748
1987,7,2,1,303,4.1225
1987,7,2,2,287,3.7785
1987,7,2,3,259,3.8571
1987,7,2,4,252,4.0720
1987,7,2,5,257,4.5904
1987,7,3,1,217,4.4628
1987,7,3,2,296,4.7563
1987,7,3,3,282,3.1224
1987,7,3,4,280,5.3790
1987,7,3,5,210,6.8563
1987,8,1,1,1092,0.8730
1987,8,1,2,590,2.2373
1987,8,1,3,397,2.5569
1987,8,1,4,514,2.8987
1987,8,1,5,980,2.7791
1987,8,2,1,308,3.4323
1987,8,2,2,302,3.1411
1987,8,2,3,268,4.3082
1987,8,2,4,261,3.3987
1987,8,2,5,261,3.4121
1987,8,3,1,228,4.0068
1987,8,3,2,324,3.2068
1987,8,3,3,310,3.3525
1987,8,3,4,300,3.6106
1987,8,3,5,227,5.1045
1987,9,1,1,1150,-1.8135
1987,9,1,2,618,-0.4972
1987,9,1,3,418,-1.1436
1987,9,1,4,542,0.0430
1987,9,1,5,1008,-0.8756
1987,9,2,1,311,-2.4295
1987,9,2,2,304,-0.7815
1987,9,2,3,258,-1.7272
1987,9,2,4,267,-2.3025
1987,9,2,5,262,-0.3522
1987,9,3,1,227,-4.0533
1987,9,3,2,322,-2.0344
1987,9,3,3,312,-2.3552
1987,9,3,4,306,-1.8299
1987,9,3,5,227,-0.8311
1987,10,1,1,1109,-32.3266
1987,10,1,2,523,-29.5277
1987,10,1,3,382,-28.6154
1987,10,1,4,496,-29.5788
1987,10,1,5,947,-31.5315
1987,10,2,1,284,-31.8374
1987,10,2,2,256,-26.9454
1987,10,2,3,218,-27.2766
1987,10,2,4,225,-28.0965
1987,10,2,5,231,-33.1353
1987,10,3,1,186,-22.8133
1987,10,3,2,250,-19.9801
1987,10,3,3,262,-17.8573
1987,10,3,4,252,-22.2324
1987,10,3,5,186,-26.0505
1987,11,1,1,1108,-7.6868
1987,11,1,2,529,-4.0714
1987,11,1,3,396,-3.7787
1987,11,1,4,535,-2.6134
1987,11,1,5,949,-6.0112
1987,11,2,1,291,-6.3724
1987,11,2,2,265,-3.7009
1987,11,2,3,235,-3.0062
1987,11,2,4,241,-3.9235
1987,11,2,5,256,-4.5235
1987,11,3,1,199,-8.1988
1987,11,3,2,280,-7.4717
1987,11,3,3,293,-8.0778
1987,11,3,4,291,-7.3786
1987,11,3,5,224,-7.7655
1987,12,1,1,1165,3.2162
1987,12,1,2,575,5.8738
1987,12,1,3,435,6.9681
1987,12,1,4,565,6.1469
1987,12,1,5,977,6.0177
1987,12,2,1,298,8.7985
1987,12,2,2,271,8.5520
1987,12,2,3,252,10.0334
1987,12,2,4,256,10.4265
1987,12,2,5,264,12.0595
1987,12,3,1,205,8.8543
1987,12,3,2,292,6.5683
1987,12,3,3,298,6.5933
1987,12,3,4,284,9.2838
1987,12,3,5,226,9.0898
1988,1,1,1,1106,6.8635
1988,1,1,2,560,4.6984
1988,1,1,3,409,6.4212
1988,1,1,4,526,4.6104
1988,1,1,5,930,5.8360
1988,1,2,1,270,1.9994
1988,1,2,2,245,4.0011
1988,1,2,3,222,3.4097
1988,1,2,4,228,2.9437
1988,1,2,5,247,2.1035
1988,1,3,1,168,4.9659
1988,1,3,2,256,5.3072
1988,1,3,3,259,5.0340
1988,1,3,4,244,3.9302
1988,1,3,5,195,-1.0885
1988,2,1,1,1077,7.9264
1988,2,1,2,520,7.7324
1988,2,1,3,405,8.2307
1988,2,1,4,531,8.2255
1988,2,1,5,911,8.4110
1988,2,2,1,271,9.7042
1988,2,2,2,242,9.1411
1988,2,2,3,237,8.9607
1988,2,2,4,231,9.9115
1988,2,2,5,251,10.5717
1988,2,3,1,186,6.5075
1988,2,3,2,274,4.3279
1988,2,3,3,269,3.6859
1988,2,3,4,267,5.6837
1988,2,3,5,224,7.0303
1988,3,1,1,1155,4.5169
1988,3,1,2,602,5.3709
1988,3,1,3,428,5.9126
1988,3,1,4,561,5.3522
1988,3,1,5,977,5.6661
1988,3,2,1,294,3.1429
1988,3,2,2,272,2.0971
1988,3,2,3,242,2.9805
1988,3,2,4,242,5.3910
1988,3,2,5,276,4.8584
1988,3,3,1,206,-2.3152
1988,3,3,2,293,-1.8186
1988,3,3,3,299,-3.2093
1988,3,3,4,293,-2.7381
1988,3,3,5,237,-2.2130
1988,4,1,1,1113,0.6397
1988,4,1,2,575,1.8001
1988,4,1,3,418,1.9514
1988,4,1,4,527,2.6476
1988,4,1,5,970,3.1406
1988,4,2,1,273,1.2841
1988,4,2,2,250,2.3445
1988,4,2,3,233,1.6352
1988,4,2,4,235,1.3564
1988,4,2,5,265,2.8820
1988,4,3,1,182,0.1443
1988,4,3,2,257,0.0629
1988,4,3,3,254,1.3612
1988,4,3,4,253,1.0408
1988,4,3,5,213,2.0654
1988,5,1,1,1145,-3.1388
1988,5,1,2,574,-2.4150
1988,5,1,3,421,-1.7898
1988,5,1,4,523,-1.6942
1988,5,1,5,1004,-2.5555
1988,5,2,1,300,-1.3864
1988,5,2,2,257,-1.6830
1988,5,2,3,256,-1.9238
1988,5,2,4,269,-0.4714
1988,5,2,5,286,-1.8673
1988,5,3,1,203,-0.1486
1988,5,3,2,290,0.9926
1988,5,3,3,295,1.1166
1988,5,3,4,297,-0.8623
1988,5,3,5,242,0.0542
1988,6,1,1,1232,6.5168
1988,6,1,2,611,6.8017
1988,6,1,3,440,6.3823
1988,6,1,4,578,7.2508
1988,6,1,5,1035,6.9819
1988,6,2,1,315,7.5944
1988,6,2,2,265,7.5192
1988,6,2,3,258,7.5654
1988,6,2,4,284,8.1543
1988,6,2,5,290,8.1277
1988,6,3,1,201,6.1145
1988,6,3,2,291,4.4573
1988,6,3,3,293,4.7575
1988,6,3,4,303,4.3624
1988,6,3,5,242,5.4624
1988,7,1,1,1158,-1.2981
1988,7,1,2,592,-0.6547
1988,7,1,3,429,-0.5431
1988,7,1,4,555,0.4493
1988,7,1,5,970,0.1945
1988,7,2,1,289,-2.4978
1988,7,2,2,254,-1.8337
1988,7,2,3,251,-1.5896
1988,7,2,4,276,-1.0842
1988,7,2,5,277,-1.2873
1988,7,3,1,180,-2.3102
1988,7,3,2,269,-0.3019
1988,7,3,3,271,-0.2966
1988,7,3,4,277,-1.1866
1988,7,3,5,219,-1.3930
1988,8,1,1,1128,-2.4298
1988,8,1,2,557,-1.9967
1988,8,1,3,418,-1.7859
1988,8,1,4,555,-1.8994
1988,8,1,5,979,-2.6258
1988,8,2,1,294,-3.2569
1988,8,2,2,261,-2.7305
1988,8,2,3,256,-2.4261
1988,8,2,4,294,-3.2132
1988,8,2,5,292,-3.4109
1988,8,3,1,191,-3.0634
1988,8,3,2,266,-2.2416
1988,8,3,3,294,-2.8647
1988,8,3,4,296,-2.8233
1988,8,3,5,228,-4.9084
1988,9,1,1,1174,1.3467
1988,9,1,2,564,2.4051
1988,9,1,3,449,2.9814
1988,9,1,4,561,2.9929
1988,9,1,5,1016,3.3586
1988,9,2,1,301,1.4758
1988,9,2,2,269,3.4561
1988,9,2,3,259,3.7264
1988,9,2,4,293,3.5112
1988,9,2,5,297,2.6396
1988,9,3,1,200,3.5025
1988,9,3,2,274,4.6952
1988,9,3,3,307,4.7051
1988,9,3,4,304,3.9307
1988,9,3,5,229,3.2339
1988,10,1,1,1140,-2.4731
1988,10,1,2,491,-1.3090
1988,10,1,3,403,-0.5025
1988,10,1,4,500,-0.2018
1988,10,1,5,965,-2.5564
1988,10,2,1,272,-1.5172
1988,10,2,2,241,1.2500
1988,10,2,3,231,0.0746
1988,10,2,4,263,0.3491
1988,10,2,5,278,-2.2204
1988,10,3,1,154,3.0038
1988,10,3,2,242,4.9542
1988,10,3,3,269,2.8227
1988,10,3,4,251,1.0203
1988,10,3,5,192,1.4263
1988,11,1,1,1136,-4.9788
1988,11,1,2,490,-3.6498
1988,11,1,3,423,-3.1330
1988,11,1,4,501,-2.9383
1988,11,1,5,954,-4.0015
1988,11,2,1,271,-2.6810
1988,11,2,2,260,-2.7373
1988,11,2,3,248,-2.9682
1988,11,2,4,278,-2.9222
1988,11,2,5,293,-2.8908
1988,11,3,1,176,-1.6683
1988,11,3,2,271,-0.9548
1988,11,3,3,311,-1.6984
1988,11,3,4,283,-1.1510
1988,11,3,5,221,-1.4710
1988,12,1,1,1215,4.0273
1988,12,1,2,567,3.0236
1988,12,1,3,458,2.5835
1988,12,1,4,540,4.2352
1988,12,1,5,1030,5.3109
1988,12,2,1,275,5.1587
1988,12,2,2,267,3.6570
1988,12,2,3,254,4.3732
1988,12,2,4,276,4.5184
1988,12,2,5,298,5.9265
1988,12,3,1,175,2.4585
1988,12,3,2,280,1.4755
1988,12,3,3,321,1.2682
1988,12,3,4,291,2.7436
1988,12,3,5,227,3.4817
1989,1,1,1,1153,4.2076
1989,1,1,2,533,4.9242
1989,1,1,3,415,4.8944
1989,1,1,4,498,4.6745
1989,1,1,5,981,5.9600
1989,1,2,1,252,5.1634
1989,1,2,2,243,4.3087
1989,1,2,3,227,4.2378
1989,1,2,4,237,3.4456
1989,1,2,5,282,6.2944
1989,1,3,1,157,7.4492
1989,1,3,2,241,6.4230
1989,1,3,3,280,6.0756
1989,1,3,4,248,6.6003
1989,1,3,5,206,7.5763
1989,2,1,1,1126,0.9000
1989,2,1,2,510,0.6091
1989,2,1,3,396,0.8096
1989,2,1,4,470,-0.5146
1989,2,1,5,986,0.6389
1989,2,2,1,261,0.6836
1989,2,2,2,245,1.2330
1989,2,2,3,237,1.0323
1989,2,2,4,241,0.2769
1989,2,2,5,283,1.3625
1989,2,3,1,174,-2.4160
1989,2,3,2,257,-1.8687
1989,2,3,3,293,-2.4755
1989,2,3,4,266,-2.5475
1989,2,3,5,210,-1.5409
1989,3,1,1,1186,0.9362
1989,3,1,2,555,2.8747
1989,3,1,3,445,2.1325
1989,3,1,4,533,3.2187
1989,3,1,5,1023,4.7789
1989,3,2,1,276,2.3167
1989,3,2,2,265,2.4719
1989,3,2,3,249,1.8077
1989,3,2,4,272,3.1417
1989,3,2,5,301,3.4416
1989,3,3,1,189,-0.3697
1989,3,3,2,281,1.7382
1989,3,3,3,308,1.5743
1989,3,3,4,293,2.5380
1989,3,3,5,226,2.5954
1989,4,1,1,1147,2.3829
1989,4,1,2,542,2.7837
1989,4,1,3,415,2.9492
1989,4,1,4,521,3.0671
1989,4,1,5,1000,4.5628
1989,4,2,1,261,4.6593
1989,4,2,2,250,3.8047
1989,4,2,3,232,5.1157
1989,4,2,4,261,4.9118
1989,4,2,5,273,6.8837
1989,4,3,1,164,4.2449
1989,4,3,2,249,4.7522
1989,4,3,3,263,5.7151
1989,4,3,4,253,5.4253
1989,4,3,5,198,6.0500
1989,5,1,1,1141,2.5712
1989,5,1,2,545,3.1653
1989,5,1,3,412,3.2492
1989,5,1,4,543,3.1387
1989,5,1,5,1049,4.5904
1989,5,2,1,281,4.9995
1989,5,2,2,264,4.5839
1989,5,2,3,244,5.6999
1989,5,2,4,286,4.7333
1989,5,2,5,292,4.5336
1989,5,3,1,185,4.0829
1989,5,3,2,287,3.5051
1989,5,3,3,303,4.8290
1989,5,3,4,290,4.2468
1989,5,3,5,222,3.7481
1989,6,1,1,1201,-2.6715
1989,6,1,2,616,-1.2941
1989,6,1,3,471,-1.0850
1989,6,1,4,611,0.1822
1989,6,1,5,1128,-2.0191
1989,6,2,1,292,-2.8397
1989,6,2,2,282,-1.0918
1989,6,2,3,254,-0.9815
1989,6,2,4,304,-1.7409
1989,6,2,5,307,-4.5209
1989,6,3,1,196,-0.4384
1989,6,3,2,299,0.2331
1989,6,3,3,320,-0.7273
1989,6,3,4,299,-0.4795
1989,6,3,5,219,-2.6289
1989,7,1,1,1133,2.3014
1989,7,1,2,587,2.8836
1989,7,1,3,427,2.4854
1989,7,1,4,583,3.9743
1989,7,1,5,1082,4.8359
1989,7,2,1,276,3.4907
1989,7,2,2,272,4.1602
1989,7,2,3,238,4.6620
1989,7,2,4,286,5.2571
1989,7,2,5,286,5.1242
1989,7,3,1,176,7.2794
1989,7,3,2,273,6.3910
1989,7,3,3,287,8.5945
1989,7,3,4,274,10.3190
1989,7,3,5,198,9.5470
1989,8,1,1,1133,0.2416
1989,8,1,2,588,2.2136
1989,8,1,3,424,1.9656
1989,8,1,4,577,2.6657
1989,8,1,5,1076,2.1419
1989,8,2,1,278,3.0151
1989,8,2,2,286,2.4214
1989,8,2,3,236,2.3702
1989,8,2,4,293,2.8270
1989,8,2,5,302,3.8746
1989,8,3,1,194,2.2982
1989,8,3,2,294,1.7708
1989,8,3,3,312,1.7097
1989,8,3,4,292,1.9051
1989,8,3,5,204,3.3120
1989,9,1,1,1186,-0.5241
1989,9,1,2,631,-0.2810
1989,9,1,3,419,0.6378
