year,month,rank_ME,rank_GLAq_6,nstocks,ret_vw
1976,1,1,1,93,26.9105
1976,1,1,2,50,21.3152
1976,1,1,3,40,24.7196
1976,1,1,4,58,23.0453
1976,1,1,5,94,27.6490
1976,1,2,1,36,21.6314
1976,1,2,2,37,20.8018
1976,1,2,3,31,17.4247
1976,1,2,4,31,25.7996
1976,1,2,5,43,19.1147
1976,1,3,1,48,13.6897
1976,1,3,2,68,12.2811
1976,1,3,3,60,15.3321
1976,1,3,4,59,9.8255
1976,1,3,5,61,12.4365
1976,2,1,1,120,13.1345
1976,2,1,2,96,12.2692
1976,2,1,3,75,13.0335
1976,2,1,4,84,16.9104
1976,2,1,5,125,11.7323
1976,2,2,1,62,8.0070
1976,2,2,2,58,6.9079
1976,2,2,3,46,9.6470
1976,2,2,4,57,6.6380
1976,2,2,5,57,7.8462
1976,2,3,1,75,2.3124
1976,2,3,2,98,1.2005
1976,2,3,3,98,1.1405
1976,2,3,4,88,-0.0444
1976,2,3,5,81,-2.2004
1976,3,1,1,153,-0.4992
1976,3,1,2,109,2.0400
1976,3,1,3,94,2.1693
1976,3,1,4,101,0.4622
1976,3,1,5,150,3.1479
1976,3,2,1,66,1.6254
1976,3,2,2,64,0.0778
1976,3,2,3,51,3.7525
1976,3,2,4,59,0.9794
1976,3,2,5,65,2.6266
1976,3,3,1,85,1.5227
1976,3,3,2,108,3.7608
1976,3,3,3,105,0.7572
1976,3,3,4,95,4.6464
1976,3,3,5,86,4.3390
1976,4,1,1,161,-1.9335
1976,4,1,2,112,-1.5576
1976,4,1,3,97,-0.5464
1976,4,1,4,107,-2.5869
1976,4,1,5,156,-3.8318
1976,4,2,1,75,0.2461
1976,4,2,2,67,0.8820
1976,4,2,3,56,0.1770
1976,4,2,4,66,-0.8247
1976,4,2,5,71,-3.1042
1976,4,3,1,91,-0.3266
1976,4,3,2,112,1.6379
1976,4,3,3,110,0.8233
1976,4,3,4,98,-0.9966
1976,4,3,5,89,-4.5152
1976,5,1,1,252,-2.1017
1976,5,1,2,179,-2.0092
1976,5,1,3,153,-2.6399
1976,5,1,4,162,-2.2348
1976,5,1,5,190,-4.8483
1976,5,2,1,128,-1.2229
1976,5,2,2,96,0.7232
1976,5,2,3,92,-0.1733
1976,5,2,4,81,-1.1806
1976,5,2,5,88,-3.4207
1976,5,3,1,160,-2.1106
1976,5,3,2,159,-0.5069
1976,5,3,3,146,0.3226
1976,5,3,4,128,1.5982
1976,5,3,5,105,-2.6349
1976,6,1,1,262,2.8372
1976,6,1,2,190,5.2514
1976,6,1,3,164,3.5760
1976,6,1,4,172,4.4176
1976,6,1,5,215,3.1041
1976,6,2,1,136,5.3728
1976,6,2,2,103,3.3354
1976,6,2,3,105,5.8843
1976,6,2,4,88,5.6181
1976,6,2,5,94,3.3785
1976,6,3,1,166,4.5891
1976,6,3,2,162,4.0576
1976,6,3,3,153,2.9494
1976,6,3,4,134,3.7061
1976,6,3,5,114,4.4472
1976,7,1,1,228,0.0704
1976,7,1,2,181,0.1637
1976,7,1,3,154,-0.3290
1976,7,1,4,169,-0.1118
1976,7,1,5,213,-0.5618
1976,7,2,1,122,-1.8068
1976,7,2,2,104,-0.1798
1976,7,2,3,96,-1.4350
1976,7,2,4,84,-0.2643
1976,7,2,5,95,0.0505
1976,7,3,1,145,-0.7127
1976,7,3,2,156,-0.9469
1976,7,3,3,149,-1.9299
1976,7,3,4,130,-1.0486
1976,7,3,5,110,-1.6619
1976,8,1,1,313,-2.8770
1976,8,1,2,268,-3.3659
1976,8,1,3,241,-3.7603
1976,8,1,4,265,-3.8788
1976,8,1,5,300,-2.3502
1976,8,2,1,165,-2.3932
1976,8,2,2,145,-3.6833
1976,8,2,3,138,-2.0255
1976,8,2,4,132,-1.5733
1976,8,2,5,134,-2.4937
1976,8,3,1,188,0.8415
1976,8,3,2,205,-0.0295
1976,8,3,3,209,-1.6412
1976,8,3,4,192,-0.4826
1976,8,3,5,161,0.1176
1976,9,1,1,277,2.4555
1976,9,1,2,243,1.8123
1976,9,1,3,210,2.1938
1976,9,1,4,231,2.1212
1976,9,1,5,271,1.8821
1976,9,2,1,172,3.1292
1976,9,2,2,154,3.5417
1976,9,2,3,144,3.3849
1976,9,2,4,144,3.1112
1976,9,2,5,135,2.2940
1976,9,3,1,187,2.6491
1976,9,3,2,208,3.3594
1976,9,3,3,220,3.3118
1976,9,3,4,199,3.3155
1976,9,3,5,167,0.3238
1976,10,1,1,307,-3.2415
1976,10,1,2,272,-2.5565
1976,10,1,3,249,-1.5695
1976,10,1,4,280,-1.8430
1976,10,1,5,309,-3.4221
1976,10,2,1,160,-2.6696
1976,10,2,2,152,-2.0945
1976,10,2,3,147,-2.1606
1976,10,2,4,139,-2.5439
1976,10,2,5,146,-3.4975
1976,10,3,1,179,-1.7107
1976,10,3,2,206,-1.5081
1976,10,3,3,208,-2.0215
1976,10,3,4,203,-2.4879
1976,10,3,5,167,-2.9758
1976,11,1,1,357,2.4372
1976,11,1,2,314,1.4047
1976,11,1,3,297,2.5694
1976,11,1,4,314,3.2325
1976,11,1,5,350,3.8161
1976,11,2,1,173,5.2806
1976,11,2,2,182,4.3784
1976,11,2,3,156,4.8934
1976,11,2,4,155,4.7628
1976,11,2,5,151,4.2214
1976,11,3,1,204,1.2832
1976,11,3,2,234,1.1193
1976,11,3,3,236,0.0285
1976,11,3,4,222,-0.3489
1976,11,3,5,174,-0.2276
1976,12,1,1,371,10.5047
1976,12,1,2,323,10.0112
1976,12,1,3,304,10.7041
1976,12,1,4,331,10.3228
1976,12,1,5,362,10.8720
1976,12,2,1,187,7.7868
1976,12,2,2,188,8.2962
1976,12,2,3,153,11.2940
1976,12,2,4,158,9.9833
1976,12,2,5,157,8.5342
1976,12,3,1,202,4.9704
1976,12,3,2,232,5.7140
1976,12,3,3,237,6.2277
1976,12,3,4,224,6.2095
1976,12,3,5,170,3.4034
1977,1,1,1,318,4.4794
1977,1,1,2,265,7.3386
1977,1,1,3,270,4.4626
1977,1,1,4,298,2.5935
1977,1,1,5,348,2.6905
1977,1,2,1,146,3.1970
1977,1,2,2,153,2.8967
1977,1,2,3,132,2.0524
1977,1,2,4,142,-0.3154
1977,1,2,5,146,-0.4050
1977,1,3,1,150,-1.4241
1977,1,3,2,176,-3.9404
1977,1,3,3,190,-4.5766
1977,1,3,4,184,-6.5572
1977,1,3,5,159,-6.4310
1977,2,1,1,334,-1.9471
1977,2,1,2,295,-2.0640
1977,2,1,3,291,0.0611
1977,2,1,4,321,-0.5077
1977,2,1,5,358,-1.0202
1977,2,2,1,151,-0.7301
1977,2,2,2,163,-0.4519
1977,2,2,3,146,-2.0262
1977,2,2,4,153,-0.2985
1977,2,2,5,151,-2.0120
1977,2,3,1,158,-0.7838
1977,2,3,2,193,-1.8438
1977,2,3,3,207,-2.3315
1977,2,3,4,188,-1.7662
1977,2,3,5,154,-0.7086
1977,3,1,1,338,2.1419
1977,3,1,2,297,1.1897
1977,3,1,3,305,0.6987
1977,3,1,4,335,1.5196
1977,3,1,5,372,-0.5251
1977,3,2,1,151,-0.1663
1977,3,2,2,169,-0.1833
1977,3,2,3,150,2.1517
1977,3,2,4,158,0.7287
1977,3,2,5,154,-1.3438
1977,3,3,1,158,-0.9504
1977,3,3,2,197,-1.6278
1977,3,3,3,205,-0.9696
1977,3,3,4,186,-2.7381
1977,3,3,5,154,-1.0455
1977,4,1,1,307,0.3107
1977,4,1,2,262,1.8946
1977,4,1,3,268,1.6132
1977,4,1,4,317,1.8662
1977,4,1,5,353,1.3906
1977,4,2,1,137,1.0369
1977,4,2,2,147,2.1429
1977,4,2,3,137,2.2841
1977,4,2,4,146,1.1420
1977,4,2,5,150,1.1520
1977,4,3,1,150,2.2087
1977,4,3,2,171,1.1156
1977,4,3,3,183,2.0394
1977,4,3,4,169,-1.3996
1977,4,3,5,142,-4.0068
1977,5,1,1,335,0.1053
1977,5,1,2,310,-0.4579
1977,5,1,3,303,-0.1595
1977,5,1,4,340,-0.1813
1977,5,1,5,372,-0.3297
1977,5,2,1,148,0.4493
1977,5,2,2,166,0.4535
1977,5,2,3,160,-0.1519
1977,5,2,4,158,-0.5155
1977,5,2,5,165,-0.9190
1977,5,3,1,163,-0.4029
1977,5,3,2,200,-2.3394
1977,5,3,3,207,-0.8938
1977,5,3,4,194,-2.4760
1977,5,3,5,151,-2.5004
1977,6,1,1,340,8.3903
1977,6,1,2,314,8.3494
1977,6,1,3,307,6.6211
1977,6,1,4,358,7.5530
1977,6,1,5,374,7.2221
1977,6,2,1,149,7.0970
1977,6,2,2,167,8.7492
1977,6,2,3,168,7.5304
1977,6,2,4,162,6.4828
1977,6,2,5,170,6.9795
1977,6,3,1,163,2.8178
1977,6,3,2,203,3.3464
1977,6,3,3,207,4.3386
1977,6,3,4,195,6.3068
1977,6,3,5,155,7.2436
1977,7,1,1,318,-1.3288
1977,7,1,2,289,-0.2850
1977,7,1,3,269,-0.2793
1977,7,1,4,329,-0.3491
1977,7,1,5,345,0.9180
1977,7,2,1,142,-1.8639
1977,7,2,2,158,-1.3654
1977,7,2,3,159,-2.0439
1977,7,2,4,152,-1.2329
1977,7,2,5,164,-0.5507
1977,7,3,1,152,-2.5306
1977,7,3,2,192,-3.3915
1977,7,3,3,184,-2.6077
1977,7,3,4,176,-1.3073
1977,7,3,5,145,0.1733
1977,8,1,1,335,-1.9069
1977,8,1,2,333,-2.7874
1977,8,1,3,323,-1.9891
1977,8,1,4,386,-1.3096
1977,8,1,5,363,-0.0847
1977,8,2,1,158,-3.8134
1977,8,2,2,195,-2.0533
1977,8,2,3,187,-0.5180
1977,8,2,4,173,-1.3546
1977,8,2,5,170,3.0172
1977,8,3,1,229,-2.9601
1977,8,3,2,227,-3.5593
1977,8,3,3,219,-2.9846
1977,8,3,4,203,0.6706
1977,8,3,5,161,1.9649
1977,9,1,1,327,0.6866
1977,9,1,2,334,1.9986
1977,9,1,3,326,0.8250
1977,9,1,4,396,1.3406
1977,9,1,5,370,1.4422
1977,9,2,1,160,0.4507
1977,9,2,2,200,1.5546
1977,9,2,3,187,2.1492
1977,9,2,4,177,1.5824
1977,9,2,5,170,0.1896
1977,9,3,1,230,0.8621
1977,9,3,2,230,0.4235
1977,9,3,3,223,0.4316
1977,9,3,4,202,-0.8040
1977,9,3,5,168,-1.2256
1977,10,1,1,300,-3.5717
1977,10,1,2,290,-2.7409
1977,10,1,3,303,-2.3115
1977,10,1,4,373,-2.9928
1977,10,1,5,356,-1.7841
1977,10,2,1,150,-4.0163
1977,10,2,2,186,-2.6828
1977,10,2,3,170,-3.4632
1977,10,2,4,165,-2.0883
1977,10,2,5,163,-3.1500
1977,10,3,1,205,-4.1585
1977,10,3,2,209,-4.2304
1977,10,3,3,194,-4.1988
1977,10,3,4,194,-4.0483
1977,10,3,5,167,-3.5944
1977,11,1,1,320,7.5088
1977,11,1,2,337,9.2257
1977,11,1,3,346,10.4648
1977,11,1,4,395,9.4322
1977,11,1,5,387,10.1343
1977,11,2,1,161,7.3147
1977,11,2,2,203,9.0855
1977,11,2,3,195,9.0299
1977,11,2,4,181,9.7989
1977,11,2,5,166,9.4804
1977,11,3,1,229,3.4545
1977,11,3,2,237,4.2840
1977,11,3,3,215,3.3078
1977,11,3,4,212,4.3681
1977,11,3,5,172,4.1857
1977,12,1,1,321,1.4949
1977,12,1,2,333,3.0999
1977,12,1,3,339,0.6523
1977,12,1,4,399,1.4529
1977,12,1,5,383,2.6176
1977,12,2,1,158,1.8706
1977,12,2,2,201,1.5874
1977,12,2,3,198,1.3217
1977,12,2,4,182,1.1428
1977,12,2,5,177,1.7839
1977,12,3,1,229,0.8444
1977,12,3,2,235,0.3836
1977,12,3,3,212,1.2597
1977,12,3,4,210,-0.0776
1977,12,3,5,174,0.8691
1978,1,1,1,253,0.6324
1978,1,1,2,288,-0.2615
1978,1,1,3,305,-1.4124
1978,1,1,4,360,-1.6793
1978,1,1,5,360,-2.0389
1978,1,2,1,128,-1.7960
1978,1,2,2,182,-3.2844
1978,1,2,3,174,-4.1860
1978,1,2,4,159,-5.5291
1978,1,2,5,170,-5.1298
1978,1,3,1,195,-4.1599
1978,1,3,2,208,-7.0271
1978,1,3,3,183,-6.8511
1978,1,3,4,181,-6.2620
1978,1,3,5,165,-4.7737
1978,2,1,1,267,2.2181
1978,2,1,2,312,2.0242
1978,2,1,3,321,3.2774
1978,2,1,4,384,3.7686
1978,2,1,5,363,3.0936
1978,2,2,1,137,0.7373
1978,2,2,2,195,1.9528
1978,2,2,3,187,2.3796
1978,2,2,4,167,2.0302
1978,2,2,5,166,1.6777
1978,2,3,1,203,-0.6582
1978,2,3,2,236,-0.2015
1978,2,3,3,206,-2.2322
1978,2,3,4,191,-1.7047
1978,2,3,5,159,-2.7479
1978,3,1,1,264,6.9468
1978,3,1,2,309,6.0913
1978,3,1,3,313,9.0359
1978,3,1,4,384,8.2977
1978,3,1,5,370,8.3880
1978,3,2,1,136,3.0210
1978,3,2,2,193,5.8953
1978,3,2,3,184,7.3214
1978,3,2,4,167,6.6251
1978,3,2,5,166,7.1313
1978,3,3,1,202,3.0527
1978,3,3,2,231,3.6937
1978,3,3,3,206,3.4204
1978,3,3,4,187,2.7588
1978,3,3,5,162,0.7907
1978,4,1,1,231,6.1595
1978,4,1,2,278,7.4234
1978,4,1,3,281,7.9330
1978,4,1,4,336,8.6783
1978,4,1,5,358,8.9428
1978,4,2,1,108,3.7066
1978,4,2,2,167,6.4061
1978,4,2,3,159,8.5645
1978,4,2,4,147,9.0409
1978,4,2,5,161,9.9293
1978,4,3,1,188,2.7241
1978,4,3,2,197,6.4713
1978,4,3,3,183,9.4223
1978,4,3,4,181,11.9899
1978,4,3,5,154,10.8751
1978,5,1,1,248,4.3785
1978,5,1,2,310,6.5660
1978,5,1,3,336,9.6229
1978,5,1,4,375,8.4472
1978,5,1,5,362,8.8314
1978,5,2,1,119,2.4346
1978,5,2,2,177,6.3061
1978,5,2,3,178,6.4502
1978,5,2,4,169,5.2467
1978,5,2,5,169,7.2451
1978,5,3,1,210,1.6867
1978,5,3,2,219,-0.2826
1978,5,3,3,206,2.6966
1978,5,3,4,197,2.9751
1978,5,3,5,163,2.1264
1978,6,1,1,254,-0.5792
1978,6,1,2,311,0.3192
1978,6,1,3,338,0.0906
1978,6,1,4,385,0.8663
1978,6,1,5,363,-0.1340
1978,6,2,1,126,-0.2075
1978,6,2,2,179,2.1155
1978,6,2,3,179,-0.8611
1978,6,2,4,171,0.4587
1978,6,2,5,172,-1.1354
1978,6,3,1,210,-0.7622
1978,6,3,2,214,-1.9485
1978,6,3,3,208,-2.6647
1978,6,3,4,203,-1.0654
1978,6,3,5,166,-0.2051
1978,7,1,1,229,4.7844
1978,7,1,2,286,5.9373
1978,7,1,3,297,5.7031
1978,7,1,4,362,6.5404
1978,7,1,5,338,5.7654
1978,7,2,1,120,5.4215
1978,7,2,2,172,8.8428
1978,7,2,3,160,5.7999
1978,7,2,4,158,6.1180
1978,7,2,5,159,6.1414
1978,7,3,1,198,5.1146
1978,7,3,2,196,3.5693
1978,7,3,3,196,5.6719
1978,7,3,4,191,7.1034
1978,7,3,5,156,7.4860
1978,8,1,1,254,7.7897
1978,8,1,2,317,9.9905
1978,8,1,3,344,9.1905
1978,8,1,4,386,9.7511
1978,8,1,5,356,10.5896
1978,8,2,1,131,6.0759
1978,8,2,2,193,7.4222
1978,8,2,3,194,9.9644
1978,8,2,4,185,7.6619
1978,8,2,5,165,11.3658
1978,8,3,1,218,2.2505
1978,8,3,2,227,4.0103
1978,8,3,3,215,4.3491
1978,8,3,4,209,2.4058
1978,8,3,5,172,3.6905
1978,9,1,1,250,0.2699
1978,9,1,2,325,-0.6746
1978,9,1,3,346,0.1882
1978,9,1,4,383,-0.7643
1978,9,1,5,353,-1.3376
1978,9,2,1,138,-1.2334
1978,9,2,2,195,0.6566
1978,9,2,3,199,-2.5166
1978,9,2,4,185,-2.5886
1978,9,2,5,173,-2.3693
1978,9,3,1,215,0.6386
1978,9,3,2,225,1.1354
1978,9,3,3,220,0.4632
1978,9,3,4,210,-1.9155
1978,9,3,5,176,-3.6574
1978,10,1,1,227,-20.9250
1978,10,1,2,298,-22.9897
1978,10,1,3,320,-24.7465
1978,10,1,4,370,-24.4071
1978,10,1,5,338,-24.4410
1978,10,2,1,129,-17.2710
1978,10,2,2,182,-20.6683
1978,10,2,3,184,-21.8318
1978,10,2,4,176,-20.2585
1978,10,2,5,172,-20.8922
1978,10,3,1,191,-8.7654
1978,10,3,2,200,-9.7562
1978,10,3,3,192,-10.8880
1978,10,3,4,198,-9.8295
1978,10,3,5,173,-8.9833
1978,11,1,1,256,3.4224
1978,11,1,2,332,7.9709
1978,11,1,3,345,8.0554
1978,11,1,4,403,8.3188
1978,11,1,5,344,7.9901
1978,11,2,1,140,4.3896
1978,11,2,2,199,7.3605
1978,11,2,3,209,6.5378
1978,11,2,4,188,6.9829
1978,11,2,5,186,8.1421
1978,11,3,1,216,3.3698
1978,11,3,2,224,3.5442
1978,11,3,3,217,3.4720
1978,11,3,4,211,2.8844
1978,11,3,5,180,2.9028
1978,12,1,1,257,-1.5877
1978,12,1,2,332,-1.2187
1978,12,1,3,343,1.5575
1978,12,1,4,403,1.8150
1978,12,1,5,336,1.7514
1978,12,2,1,149,0.8399
1978,12,2,2,196,2.9101
1978,12,2,3,212,1.3379
1978,12,2,4,199,2.1690
1978,12,2,5,193,2.7522
1978,12,3,1,215,-0.5893
1978,12,3,2,221,1.3591
1978,12,3,3,216,1.6836
1978,12,3,4,208,0.7644
1978,12,3,5,182,4.4770
1979,1,1,1,233,11.8099
1979,1,1,2,289,11.4673
1979,1,1,3,304,11.0869
1979,1,1,4,366,10.3310
1979,1,1,5,312,10.0324
1979,1,2,1,143,8.2111
1979,1,2,2,174,7.2914
1979,1,2,3,190,10.4444
1979,1,2,4,184,8.2142
1979,1,2,5,183,7.5835
1979,1,3,1,193,6.2529
1979,1,3,2,206,4.8865
1979,1,3,3,197,4.2182
1979,1,3,4,189,3.4454
1979,1,3,5,170,3.2176
1979,2,1,1,251,-0.9577
1979,2,1,2,315,-1.3314
1979,2,1,3,336,-3.1320
1979,2,1,4,379,-2.1050
1979,2,1,5,315,-3.0746
1979,2,2,1,142,-1.6603
1979,2,2,2,174,-0.5174
1979,2,2,3,205,-4.1056
1979,2,2,4,189,-3.1729
1979,2,2,5,183,-4.6589
1979,2,3,1,200,-2.0579
1979,2,3,2,219,-1.5575
1979,2,3,3,208,-2.2351
1979,2,3,4,203,-4.1589
1979,2,3,5,164,-4.0260
1979,3,1,1,244,9.1636
1979,3,1,2,310,10.0179
1979,3,1,3,331,8.3543
1979,3,1,4,380,9.2497
1979,3,1,5,311,8.8516
1979,3,2,1,136,8.4588
1979,3,2,2,173,11.9252
1979,3,2,3,200,10.3128
1979,3,2,4,197,10.3622
1979,3,2,5,182,10.6134
1979,3,3,1,196,2.8244
1979,3,3,2,217,8.1988
1979,3,3,3,204,7.7664
1979,3,3,4,200,6.7293
1979,3,3,5,160,4.4193
1979,4,1,1,216,3.6416
1979,4,1,2,272,3.1167
1979,4,1,3,285,2.6362
1979,4,1,4,335,2.5797
1979,4,1,5,296,0.7863
1979,4,2,1,117,1.2964
1979,4,2,2,150,2.3952
1979,4,2,3,165,3.8661
1979,4,2,4,175,4.1700
1979,4,2,5,174,1.3169
1979,4,3,1,179,-2.6819
1979,4,3,2,182,1.1587
1979,4,3,3,187,1.9082
1979,4,3,4,182,0.6516
1979,4,3,5,153,0.3596
1979,5,1,1,229,-1.3784
1979,5,1,2,309,-1.0642
1979,5,1,3,327,0.0219
1979,5,1,4,360,-0.6022
1979,5,1,5,313,-1.4494
1979,5,2,1,134,0.8225
1979,5,2,2,164,-0.7631
1979,5,2,3,184,-1.7509
1979,5,2,4,197,-1.0807
1979,5,2,5,170,-3.2269
1979,5,3,1,189,0.4545
1979,5,3,2,202,-1.9166
1979,5,3,3,207,-2.1124
1979,5,3,4,198,-2.2001
1979,5,3,5,166,-2.2399
1979,6,1,1,235,9.4012
1979,6,1,2,306,6.2096
1979,6,1,3,333,5.7154
1979,6,1,4,370,4.8838
1979,6,1,5,316,2.4250
1979,6,2,1,136,8.7598
1979,6,2,2,166,6.8729
1979,6,2,3,185,2.8295
1979,6,2,4,201,3.4557
1979,6,2,5,175,2.5552
1979,6,3,1,192,4.2743
1979,6,3,2,203,6.2954
1979,6,3,3,210,5.3194
1979,6,3,4,203,3.6389
1979,6,3,5,172,0.7934
1979,7,1,1,212,1.3131
1979,7,1,2,276,2.8949
1979,7,1,3,295,2.4938
1979,7,1,4,351,2.1688
1979,7,1,5,296,2.4618
1979,7,2,1,128,3.6140
1979,7,2,2,159,3.7316
1979,7,2,3,168,4.9130
1979,7,2,4,180,2.0533
1979,7,2,5,167,2.4509
1979,7,3,1,185,1.4473
1979,7,3,2,197,1.9791
1979,7,3,3,192,2.3563
1979,7,3,4,186,1.3744
1979,7,3,5,161,-1.2721
1979,8,1,1,249,7.8447
1979,8,1,2,297,8.6253
1979,8,1,3,331,7.2450
1979,8,1,4,395,7.9693
1979,8,1,5,302,9.3007
1979,8,2,1,137,7.1152
1979,8,2,2,182,7.6945
1979,8,2,3,186,8.3731
1979,8,2,4,202,9.2706
1979,8,2,5,169,9.7265
1979,8,3,1,205,3.4614
1979,8,3,2,221,7.1431
1979,8,3,3,210,6.7259
1979,8,3,4,197,7.2355
1979,8,3,5,166,6.7979
1979,9,1,1,244,1.1158
1979,9,1,2,291,0.1958
1979,9,1,3,334,-1.7543
1979,9,1,4,401,-1.4049
1979,9,1,5,315,-1.3540
1979,9,2,1,138,0.4150
1979,9,2,2,186,0.8640
