year,month,rank_ME,rank_RNAq_6,nstocks,ret_vw
1976,5,1,2,182,-0.4352
1976,5,1,3,168,-2.3304
1976,5,1,4,152,-3.8282
1976,5,1,5,168,-4.1421
1976,5,2,1,88,-0.6662
1976,5,2,2,90,-0.9059
1976,5,2,3,94,0.1556
1976,5,2,4,121,-1.6552
1976,5,2,5,113,-1.7011
1976,5,3,1,73,-0.8005
1976,5,3,2,104,-2.7936
1976,5,3,3,146,0.2316
1976,5,3,4,149,0.8058
1976,5,3,5,190,0.8555
1976,6,1,1,229,4.4324
1976,6,1,2,195,3.5242
1976,6,1,3,185,3.5099
1976,6,1,4,165,3.5651
1976,6,1,5,180,4.3518
1976,6,2,1,94,5.3690
1976,6,2,2,102,6.0595
1976,6,2,3,102,3.2800
1976,6,2,4,129,3.8091
1976,6,2,5,117,4.5113
1976,6,3,1,78,4.0522
1976,6,3,2,109,2.9711
1976,6,3,3,156,2.9134
1976,6,3,4,159,4.4555
1976,6,3,5,198,4.3534
1976,7,1,1,229,0.2795
1976,7,1,2,184,-0.3495
1976,7,1,3,177,0.5159
1976,7,1,4,153,-2.0002
1976,7,1,5,158,-0.6120
1976,7,2,1,87,-1.5065
1976,7,2,2,93,-0.3722
1976,7,2,3,93,-0.0980
1976,7,2,4,114,-0.4114
1976,7,2,5,113,-0.2913
1976,7,3,1,76,-1.4668
1976,7,3,2,102,-1.5841
1976,7,3,3,145,-2.0585
1976,7,3,4,146,-0.7407
1976,7,3,5,179,-1.3249
1976,8,1,1,363,-3.5899
1976,8,1,2,288,-3.3454
1976,8,1,3,252,-2.8241
1976,8,1,4,223,-2.7255
1976,8,1,5,228,-2.6439
1976,8,2,1,120,-3.2400
1976,8,2,2,135,-3.4685
1976,8,2,3,132,-1.5230
1976,8,2,4,164,-2.4938
1976,8,2,5,160,-1.7533
1976,8,3,1,104,-2.1627
1976,8,3,2,154,-0.3924
1976,8,3,3,209,-1.2722
1976,8,3,4,232,-0.7460
1976,8,3,5,246,0.0149
1976,9,1,1,307,0.3595
1976,9,1,2,249,2.4415
1976,9,1,3,217,2.0207
1976,9,1,4,197,2.7178
1976,9,1,5,214,3.2065
1976,9,2,1,126,1.9743
1976,9,2,2,139,4.0649
1976,9,2,3,141,3.4124
1976,9,2,4,161,2.8104
1976,9,2,5,165,2.9052
1976,9,3,1,106,2.1583
1976,9,3,2,158,2.6021
1976,9,3,3,217,2.3213
1976,9,3,4,238,2.4116
1976,9,3,5,244,3.0713
1976,10,1,1,376,-2.5949
1976,10,1,2,280,-2.7447
1976,10,1,3,237,-2.1542
1976,10,1,4,221,-2.8230
1976,10,1,5,227,-2.6720
1976,10,2,1,122,-4.2434
1976,10,2,2,134,-1.2369
1976,10,2,3,134,-2.9696
1976,10,2,4,156,-1.7487
1976,10,2,5,156,-2.0192
1976,10,3,1,99,-4.1827
1976,10,3,2,150,-2.5265
1976,10,3,3,198,-1.4270
1976,10,3,4,217,-2.1938
1976,10,3,5,223,-3.0435
1976,11,1,1,445,1.7353
1976,11,1,2,361,2.5082
1976,11,1,3,297,2.7704
1976,11,1,4,276,3.5962
1976,11,1,5,279,3.8265
1976,11,2,1,147,6.0995
1976,11,2,2,162,4.8155
1976,11,2,3,172,4.9986
1976,11,2,4,167,3.8812
1976,11,2,5,182,4.1341
1976,11,3,1,111,2.2672
1976,11,3,2,179,0.6665
1976,11,3,3,221,0.7604
1976,11,3,4,262,-0.8647
1976,11,3,5,250,-0.6120
1976,12,1,1,465,9.3910
1976,12,1,2,380,10.7138
1976,12,1,3,307,10.4784
1976,12,1,4,290,10.5377
1976,12,1,5,281,11.4987
1976,12,2,1,156,8.7394
1976,12,2,2,166,8.7391
1976,12,2,3,180,9.4946
1976,12,2,4,177,9.9412
1976,12,2,5,196,8.9657
1976,12,3,1,109,5.1063
1976,12,3,2,181,6.7384
1976,12,3,3,218,5.7713
1976,12,3,4,263,5.5270
1976,12,3,5,259,5.1549
1977,1,1,1,447,5.4780
1977,1,1,2,351,5.5027
1977,1,1,3,264,3.4466
1977,1,1,4,248,3.4381
1977,1,1,5,258,2.2866
1977,1,2,1,139,3.4118
1977,1,2,2,148,1.1070
1977,1,2,3,157,1.6359
1977,1,2,4,140,2.3746
1977,1,2,5,172,-1.0123
1977,1,3,1,93,-4.8539
1977,1,3,2,155,-3.2788
1977,1,3,3,186,-5.4480
1977,1,3,4,216,-6.2822
1977,1,3,5,218,-4.5562
1977,2,1,1,472,-2.2781
1977,2,1,2,399,-1.7952
1977,2,1,3,314,-0.4532
1977,2,1,4,282,0.5224
1977,2,1,5,270,-0.3454
1977,2,2,1,150,-1.7198
1977,2,2,2,177,-0.5672
1977,2,2,3,182,0.0308
1977,2,2,4,167,-1.5030
1977,2,2,5,183,-1.7937
1977,2,3,1,106,-0.6027
1977,2,3,2,177,-2.4827
1977,2,3,3,213,-1.4386
1977,2,3,4,237,-2.4023
1977,2,3,5,231,-1.4811
1977,3,1,1,492,0.6376
1977,3,1,2,416,0.8612
1977,3,1,3,335,1.8673
1977,3,1,4,291,0.5630
1977,3,1,5,276,1.0608
1977,3,2,1,159,-0.5272
1977,3,2,2,179,0.9168
1977,3,2,3,181,0.0398
1977,3,2,4,173,-1.0843
1977,3,2,5,182,0.6775
1977,3,3,1,107,-1.0035
1977,3,3,2,177,-1.8887
1977,3,3,3,218,-1.3877
1977,3,3,4,241,-1.7779
1977,3,3,5,230,-1.2697
1977,4,1,1,444,0.5370
1977,4,1,2,351,1.9310
1977,4,1,3,284,0.7770
1977,4,1,4,247,1.8231
1977,4,1,5,251,1.6976
1977,4,2,1,143,0.5253
1977,4,2,2,151,0.9759
1977,4,2,3,152,2.6459
1977,4,2,4,146,2.1806
1977,4,2,5,161,1.2202
1977,4,3,1,86,0.2429
1977,4,3,2,149,1.5026
1977,4,3,3,178,0.1657
1977,4,3,4,196,0.8096
1977,4,3,5,205,-1.6786
1977,5,1,1,490,0.1792
1977,5,1,2,395,-0.5126
1977,5,1,3,343,0.9310
1977,5,1,4,284,-0.4639
1977,5,1,5,288,-0.7549
1977,5,2,1,152,-1.6812
1977,5,2,2,174,0.5303
1977,5,2,3,175,0.0359
1977,5,2,4,181,0.3227
1977,5,2,5,189,0.1633
1977,5,3,1,95,-3.7868
1977,5,3,2,170,-1.2836
1977,5,3,3,221,-2.6451
1977,5,3,4,226,-1.5950
1977,5,3,5,234,-1.7759
1977,6,1,1,504,7.2972
1977,6,1,2,408,7.2194
1977,6,1,3,358,7.2315
1977,6,1,4,309,7.7482
1977,6,1,5,299,8.4692
1977,6,2,1,157,7.4500
1977,6,2,2,179,8.8219
1977,6,2,3,184,8.0029
1977,6,2,4,189,6.9939
1977,6,2,5,196,6.9426
1977,6,3,1,102,2.4798
1977,6,3,2,169,4.3826
1977,6,3,3,230,3.9618
1977,6,3,4,231,4.6419
1977,6,3,5,239,6.6517
1977,7,1,1,476,-0.3902
1977,7,1,2,355,-0.5761
1977,7,1,3,306,-0.0315
1977,7,1,4,271,-0.2553
1977,7,1,5,254,0.3785
1977,7,2,1,150,-1.8681
1977,7,2,2,157,-0.8856
1977,7,2,3,167,-1.4316
1977,7,2,4,179,-1.6440
1977,7,2,5,182,-1.0368
1977,7,3,1,98,-5.1929
1977,7,3,2,152,-1.7809
1977,7,3,3,209,-2.5292
1977,7,3,4,198,-1.5503
1977,7,3,5,217,-1.2162
1977,8,1,1,528,-2.9692
1977,8,1,2,401,-1.5890
1977,8,1,3,345,-0.8786
1977,8,1,4,310,-1.0805
1977,8,1,5,290,-0.0610
1977,8,2,1,173,-2.5167
1977,8,2,2,182,-0.7747
1977,8,2,3,191,-2.0629
1977,8,2,4,206,-0.2949
1977,8,2,5,200,1.6969
1977,8,3,1,112,-4.1272
1977,8,3,2,187,-2.5196
1977,8,3,3,248,-1.9060
1977,8,3,4,242,-0.5985
1977,8,3,5,240,-0.5889
1977,9,1,1,527,0.4900
1977,9,1,2,408,1.2810
1977,9,1,3,364,1.7845
1977,9,1,4,317,1.0380
1977,9,1,5,295,2.2229
1977,9,2,1,177,-0.6969
1977,9,2,2,189,0.9146
1977,9,2,3,200,2.0845
1977,9,2,4,212,1.9197
1977,9,2,5,204,1.0593
1977,9,3,1,115,-3.7686
1977,9,3,2,192,-0.6062
1977,9,3,3,251,-0.0093
1977,9,3,4,250,-0.1986
1977,9,3,5,248,-0.5029
1977,10,1,1,493,-3.2466
1977,10,1,2,367,-2.5978
1977,10,1,3,323,-2.1136
1977,10,1,4,286,-2.2799
1977,10,1,5,263,-2.7891
1977,10,2,1,157,-4.1350
1977,10,2,2,168,-3.3441
1977,10,2,3,176,-1.7766
1977,10,2,4,192,-1.7081
1977,10,2,5,189,-4.1913
1977,10,3,1,97,-3.3878
1977,10,3,2,174,-4.4398
1977,10,3,3,223,-4.9585
1977,10,3,4,223,-3.7141
1977,10,3,5,234,-3.4777
1977,11,1,1,528,8.1709
1977,11,1,2,425,9.7370
1977,11,1,3,377,10.1116
1977,11,1,4,321,10.0612
1977,11,1,5,304,10.7680
1977,11,2,1,180,8.0069
1977,11,2,2,196,9.2365
1977,11,2,3,193,10.2746
1977,11,2,4,215,9.7336
1977,11,2,5,211,8.9816
1977,11,3,1,160,4.1882
1977,11,3,2,207,5.0220
1977,11,3,3,272,4.9867
1977,11,3,4,262,3.9423
1977,11,3,5,251,3.4112
1977,12,1,1,537,0.4603
1977,12,1,2,424,2.3188
1977,12,1,3,377,1.7853
1977,12,1,4,319,2.6180
1977,12,1,5,299,3.0119
1977,12,2,1,184,0.1982
1977,12,2,2,195,1.6867
1977,12,2,3,190,2.9088
1977,12,2,4,222,0.9136
1977,12,2,5,215,1.9110
1977,12,3,1,157,0.3779
1977,12,3,2,207,-0.2825
1977,12,3,3,269,0.0724
1977,12,3,4,257,-0.2100
1977,12,3,5,253,1.5334
1978,1,1,1,487,0.7929
1978,1,1,2,346,-0.5981
1978,1,1,3,319,-0.7405
1978,1,1,4,282,-2.8890
1978,1,1,5,260,-3.1017
1978,1,2,1,165,-0.9137
1978,1,2,2,176,-3.5476
1978,1,2,3,166,-4.2385
1978,1,2,4,187,-4.7443
1978,1,2,5,190,-6.1362
1978,1,3,1,142,-4.1903
1978,1,3,2,178,-5.9566
1978,1,3,3,234,-7.2223
1978,1,3,4,230,-6.7629
1978,1,3,5,228,-5.6019
1978,2,1,1,511,2.7105
1978,2,1,2,385,2.7481
1978,2,1,3,360,2.4692
1978,2,1,4,311,2.8166
1978,2,1,5,256,4.7788
1978,2,2,1,177,0.8067
1978,2,2,2,195,2.9802
1978,2,2,3,187,1.6436
1978,2,2,4,214,1.6509
1978,2,2,5,204,1.9076
1978,2,3,1,157,-3.0632
1978,2,3,2,222,-2.2037
1978,2,3,3,270,-1.8277
1978,2,3,4,250,-1.4355
1978,2,3,5,245,-2.0050
1978,3,1,1,501,7.2990
1978,3,1,2,389,7.9724
1978,3,1,3,356,8.7669
1978,3,1,4,328,8.1831
1978,3,1,5,266,7.4985
1978,3,2,1,170,5.6407
1978,3,2,2,195,5.6752
1978,3,2,3,188,6.5007
1978,3,2,4,214,6.3703
1978,3,2,5,209,6.7636
1978,3,3,1,155,2.7181
1978,3,3,2,222,2.6603
1978,3,3,3,271,4.3147
1978,3,3,4,252,3.5396
1978,3,3,5,241,1.6420
1978,4,1,1,416,7.5999
1978,4,1,2,343,7.4488
1978,4,1,3,305,8.1128
1978,4,1,4,299,8.4673
1978,4,1,5,242,8.6082
1978,4,2,1,135,4.3553
1978,4,2,2,171,6.7094
1978,4,2,3,160,7.6311
1978,4,2,4,186,9.4925
1978,4,2,5,190,9.7163
1978,4,3,1,136,2.4078
1978,4,3,2,187,6.3939
1978,4,3,3,237,9.2321
1978,4,3,4,218,10.2333
1978,4,3,5,217,10.4860
1978,5,1,1,450,6.0721
1978,5,1,2,398,8.4653
1978,5,1,3,367,8.5233
1978,5,1,4,342,8.5402
1978,5,1,5,288,7.7307
1978,5,2,1,153,4.7149
1978,5,2,2,193,5.0826
1978,5,2,3,197,6.1865
1978,5,2,4,204,6.2931
1978,5,2,5,215,6.1841
1978,5,3,1,148,1.0034
1978,5,3,2,219,0.5885
1978,5,3,3,265,1.6365
1978,5,3,4,245,2.5833
1978,5,3,5,240,2.2132
1978,6,1,1,440,-0.8599
1978,6,1,2,403,0.6161
1978,6,1,3,387,0.6685
1978,6,1,4,347,0.2713
1978,6,1,5,295,0.4701
1978,6,2,1,155,2.8740
1978,6,2,2,196,-0.2181
1978,6,2,3,198,-0.1364
1978,6,2,4,212,-0.7767
1978,6,2,5,219,-0.1925
1978,6,3,1,150,-1.0822
1978,6,3,2,224,-1.5963
1978,6,3,3,259,-1.5433
1978,6,3,4,248,-0.7630
1978,6,3,5,246,-1.3351
1978,7,1,1,417,4.5458
1978,7,1,2,358,5.8889
1978,7,1,3,340,5.6818
1978,7,1,4,302,6.4901
1978,7,1,5,262,6.7592
1978,7,2,1,150,5.6621
1978,7,2,2,178,6.9972
1978,7,2,3,172,5.5597
1978,7,2,4,186,7.9506
1978,7,2,5,199,6.2166
1978,7,3,1,140,4.6883
1978,7,3,2,200,5.4735
1978,7,3,3,227,6.0297
1978,7,3,4,214,5.6886
1978,7,3,5,228,7.0745
1978,8,1,1,459,9.4212
1978,8,1,2,396,8.2891
1978,8,1,3,392,10.7891
1978,8,1,4,337,8.6758
1978,8,1,5,287,10.5657
1978,8,2,1,184,8.6175
1978,8,2,2,200,6.5432
1978,8,2,3,201,8.7115
1978,8,2,4,206,8.1354
1978,8,2,5,238,9.7818
1978,8,3,1,161,1.6201
1978,8,3,2,237,2.6541
1978,8,3,3,270,4.0712
1978,8,3,4,272,2.5341
1978,8,3,5,250,4.3876
1978,9,1,1,460,0.9773
1978,9,1,2,399,-0.8730
1978,9,1,3,401,-0.5464
1978,9,1,4,348,-0.3546
1978,9,1,5,294,-2.6304
1978,9,2,1,187,-0.9521
1978,9,2,2,210,-1.2526
1978,9,2,3,204,-1.0530
1978,9,2,4,211,-2.2717
1978,9,2,5,248,-3.0545
1978,9,3,1,164,0.3331
1978,9,3,2,240,-0.6727
1978,9,3,3,282,-0.1281
1978,9,3,4,276,-0.8983
1978,9,3,5,258,-1.7751
1978,10,1,1,421,-23.9173
1978,10,1,2,350,-22.9481
1978,10,1,3,346,-22.3445
1978,10,1,4,304,-24.7130
1978,10,1,5,261,-22.9698
1978,10,2,1,158,-22.2207
1978,10,2,2,187,-20.4549
1978,10,2,3,187,-19.3816
1978,10,2,4,198,-20.4837
1978,10,2,5,226,-19.3793
1978,10,3,1,143,-10.1998
1978,10,3,2,203,-10.9189
1978,10,3,3,245,-11.0105
1978,10,3,4,254,-10.8707
1978,10,3,5,241,-8.7123
1978,11,1,1,457,4.7381
1978,11,1,2,400,7.1174
1978,11,1,3,406,7.7145
1978,11,1,4,349,9.1249
1978,11,1,5,288,8.6275
1978,11,2,1,177,6.4104
1978,11,2,2,217,6.7611
1978,11,2,3,219,6.7798
1978,11,2,4,226,6.5687
1978,11,2,5,233,7.0722
1978,11,3,1,171,2.8685
1978,11,3,2,250,3.2822
1978,11,3,3,280,3.3423
1978,11,3,4,284,3.4841
1978,11,3,5,260,3.0935
1978,12,1,1,462,-2.7200
1978,12,1,2,404,0.9118
1978,12,1,3,391,2.8367
1978,12,1,4,353,1.9747
1978,12,1,5,285,1.9450
1978,12,2,1,184,0.7317
1978,12,2,2,221,1.7335
1978,12,2,3,215,1.5732
1978,12,2,4,234,2.7407
1978,12,2,5,232,3.2332
1978,12,3,1,169,-1.9042
1978,12,3,2,248,-0.1629
1978,12,3,3,279,1.0635
1978,12,3,4,278,1.8831
1978,12,3,5,264,3.3850
1979,1,1,1,424,12.9350
1979,1,1,2,334,11.8918
1979,1,1,3,338,9.3647
1979,1,1,4,307,9.1742
1979,1,1,5,252,9.6330
1979,1,2,1,168,10.7260
1979,1,2,2,185,8.1320
1979,1,2,3,187,8.4927
1979,1,2,4,198,7.2723
1979,1,2,5,211,7.4727
1979,1,3,1,153,8.3104
1979,1,3,2,220,5.6924
1979,1,3,3,232,4.6213
1979,1,3,4,243,3.8757
1979,1,3,5,247,3.3831
1979,2,1,1,459,-2.6388
1979,2,1,2,378,-2.1829
1979,2,1,3,374,-1.0043
1979,2,1,4,316,-2.2951
1979,2,1,5,270,-2.9984
1979,2,2,1,181,-1.1744
1979,2,2,2,211,-2.0477
1979,2,2,3,212,-3.8521
1979,2,2,4,205,-3.5704
1979,2,2,5,223,-4.0427
1979,2,3,1,171,-2.8088
1979,2,3,2,240,-2.0631
1979,2,3,3,258,-2.4655
1979,2,3,4,273,-3.6693
1979,2,3,5,250,-3.1453
1979,3,1,1,452,9.4572
1979,3,1,2,387,9.0207
1979,3,1,3,374,9.7285
1979,3,1,4,321,9.1070
1979,3,1,5,272,8.6722
1979,3,2,1,182,9.4233
1979,3,2,2,210,9.6018
1979,3,2,3,209,10.0304
1979,3,2,4,214,10.3504
1979,3,2,5,217,11.5332
1979,3,3,1,169,4.3445
1979,3,3,2,242,7.0498
1979,3,3,3,257,8.4325
1979,3,3,4,267,6.1482
1979,3,3,5,243,5.8185
1979,4,1,1,386,2.8464
1979,4,1,2,324,2.3841
1979,4,1,3,314,1.9977
1979,4,1,4,275,2.6845
1979,4,1,5,241,1.4748
1979,4,2,1,145,2.3474
1979,4,2,2,181,1.8015
1979,4,2,3,177,3.7624
1979,4,2,4,181,2.1387
1979,4,2,5,187,2.2355
1979,4,3,1,141,-2.2426
1979,4,3,2,187,0.0399
1979,4,3,3,202,0.8939
1979,4,3,4,213,1.3359
1979,4,3,5,220,0.7842
1979,5,1,1,425,-0.4297
1979,5,1,2,372,-1.7083
1979,5,1,3,355,-0.9386
1979,5,1,4,317,-0.8973
1979,5,1,5,271,-0.3653
1979,5,2,1,157,-0.3648
1979,5,2,2,202,-0.2479
1979,5,2,3,210,-0.2968
1979,5,2,4,206,-2.2470
1979,5,2,5,202,-2.7582
1979,5,3,1,148,-0.2633
1979,5,3,2,218,-0.9727
1979,5,3,3,246,-2.2971
1979,5,3,4,244,-1.6413
1979,5,3,5,242,-2.0220
1979,6,1,1,428,7.5646
1979,6,1,2,375,5.5675
1979,6,1,3,372,4.6877
1979,6,1,4,326,3.9972
1979,6,1,5,284,4.1143
1979,6,2,1,163,7.7282
1979,6,2,2,204,4.8352
1979,6,2,3,214,3.3098
1979,6,2,4,213,5.0869
1979,6,2,5,208,3.0234
1979,6,3,1,152,4.6646
1979,6,3,2,222,6.0505
1979,6,3,3,244,5.4309
1979,6,3,4,249,3.7085
1979,6,3,5,250,2.8741
1979,7,1,1,413,0.9264
1979,7,1,2,337,2.1790
1979,7,1,3,297,2.8025
1979,7,1,4,291,3.0638
1979,7,1,5,260,3.2504
1979,7,2,1,154,3.7198
1979,7,2,2,184,3.0097
1979,7,2,3,184,3.5008
1979,7,2,4,192,3.4760
1979,7,2,5,189,3.1714
1979,7,3,1,140,2.2343
1979,7,3,2,193,1.4904
1979,7,3,3,210,1.6414
1979,7,3,4,228,1.8355
1979,7,3,5,231,0.2289
1979,8,1,1,469,6.7761
1979,8,1,2,381,8.5970
1979,8,1,3,343,8.1080
1979,8,1,4,322,8.4786
1979,8,1,5,286,9.1581
1979,8,2,1,177,7.5332
1979,8,2,2,209,7.4796
1979,8,2,3,215,7.9511
1979,8,2,4,213,8.6368
1979,8,2,5,217,9.6812
1979,8,3,1,162,4.0984
1979,8,3,2,243,6.1889
1979,8,3,3,262,8.2399
1979,8,3,4,272,6.7228
1979,8,3,5,248,6.3598
1979,9,1,1,481,-0.7867
1979,9,1,2,394,-1.1849
1979,9,1,3,358,-1.3080
1979,9,1,4,315,-0.2054
1979,9,1,5,298,-0.1184
1979,9,2,1,178,0.9854
1979,9,2,2,216,0.2062
1979,9,2,3,230,-0.4143
1979,9,2,4,218,-0.6489
1979,9,2,5,216,-0.1151
1979,9,3,1,160,-2.2596
1979,9,3,2,247,0.4345
1979,9,3,3,269,0.8404
1979,9,3,4,276,1.1757
1979,9,3,5,257,0.2199
1979,10,1,1,436,-11.9905
1979,10,1,2,346,-10.2977
1979,10,1,3,302,-11.3475
1979,10,1,4,277,-10.5627
1979,10,1,5,275,-9.0713
1979,10,2,1,156,-11.5932
1979,10,2,2,194,-9.7373
1979,10,2,3,195,-10.2161
1979,10,2,4,199,-9.5807
1979,10,2,5,200,-8.9747
1979,10,3,1,140,-7.6489
1979,10,3,2,213,-7.5041
1979,10,3,3,233,-7.3157
1979,10,3,4,244,-4.8844
1979,10,3,5,248,-6.4933
1979,11,1,1,467,6.8503
1979,11,1,2,390,7.4073
1979,11,1,3,352,8.9944
1979,11,1,4,316,7.9510
1979,11,1,5,286,8.8583
1979,11,2,1,177,8.4950
1979,11,2,2,223,8.3277
1979,11,2,3,224,9.0777
1979,11,2,4,212,8.3389
1979,11,2,5,216,9.2550
1979,11,3,1,155,5.0592
1979,11,3,2,250,6.9234
1979,11,3,3,262,6.3915
1979,11,3,4,275,6.2343
1979,11,3,5,263,5.2183
1979,12,1,1,472,6.2010
1979,12,1,2,399,6.2891
1979,12,1,3,348,8.2774
1979,12,1,4,316,7.8906
1979,12,1,5,280,9.3303
1979,12,2,1,186,7.1547
1979,12,2,2,229,6.0339
1979,12,2,3,224,5.9760
1979,12,2,4,216,5.7761
1979,12,2,5,218,6.2264
1979,12,3,1,159,0.1759
1979,12,3,2,253,2.6554
1979,12,3,3,269,3.1531
1979,12,3,4,275,3.2474
1979,12,3,5,264,2.0053
1980,1,1,1,434,9.7568
1980,1,1,2,327,10.7902
1980,1,1,3,295,11.2722
1980,1,1,4,266,10.3099
1980,1,1,5,248,10.1341
1980,1,2,1,170,7.2462
1980,1,2,2,190,7.7394
1980,1,2,3,192,5.6108
1980,1,2,4,190,7.0218
1980,1,2,5,206,5.4861
1980,1,3,1,147,2.9593
1980,1,3,2,225,4.6066
1980,1,3,3,231,10.1682
1980,1,3,4,232,8.1648
1980,1,3,5,236,6.1690
1980,2,1,1,455,-1.5758
1980,2,1,2,371,-2.5207
1980,2,1,3,342,-2.1015
1980,2,1,4,285,-2.9431
1980,2,1,5,251,-1.3926
1980,2,2,1,183,-0.2683
1980,2,2,2,217,-1.9579
1980,2,2,3,219,-2.0419
1980,2,2,4,221,-3.3469
1980,2,2,5,213,-2.1515
1980,2,3,1,168,-3.3101
1980,2,3,2,250,-1.4544
1980,2,3,3,266,2.2425
1980,2,3,4,265,3.7413
1980,2,3,5,246,-1.4227
1980,3,1,1,450,-19.3214
1980,3,1,2,381,-16.8441
1980,3,1,3,352,-18.4449
1980,3,1,4,297,-17.6766
1980,3,1,5,251,-19.2123
1980,3,2,1,182,-17.1378
1980,3,2,2,224,-15.6160
1980,3,2,3,215,-17.3449
1980,3,2,4,224,-15.9017
1980,3,2,5,219,-16.0953
1980,3,3,1,174,-8.6769
1980,3,3,2,252,-12.5034
1980,3,3,3,275,-12.6544
1980,3,3,4,269,-12.0201
1980,3,3,5,247,-10.8933
1980,4,1,1,385,4.1448
1980,4,1,2,332,5.2595
1980,4,1,3,302,6.7587
1980,4,1,4,260,6.3599
1980,4,1,5,219,8.1587
1980,4,2,1,153,7.6615
1980,4,2,2,188,7.8892
1980,4,2,3,185,5.5072
1980,4,2,4,192,4.7211
1980,4,2,5,188,5.5199
1980,4,3,1,153,8.4727
1980,4,3,2,191,6.4035
1980,4,3,3,221,5.0081
1980,4,3,4,231,5.2158
1980,4,3,5,222,2.6874
1980,5,1,1,407,6.7189
1980,5,1,2,385,6.6041
1980,5,1,3,353,5.8959
1980,5,1,4,283,5.9812
1980,5,1,5,247,8.0837
1980,5,2,1,160,7.5870
1980,5,2,2,200,7.9259
1980,5,2,3,225,9.0976
1980,5,2,4,211,8.5196
1980,5,2,5,214,8.9941
1980,5,3,1,162,5.0217
1980,5,3,2,218,6.4722
1980,5,3,3,256,6.2932
1980,5,3,4,275,5.5274
1980,5,3,5,242,5.1874
1980,6,1,1,407,3.3079
1980,6,1,2,389,3.3839
1980,6,1,3,358,2.9473
1980,6,1,4,288,3.1092
1980,6,1,5,247,4.5740
1980,6,2,1,162,4.1727
1980,6,2,2,206,3.2550
1980,6,2,3,230,4.8149
1980,6,2,4,217,3.7295
1980,6,2,5,214,4.2913
1980,6,3,1,163,3.0560
1980,6,3,2,219,3.5948
1980,6,3,3,261,3.1754
1980,6,3,4,274,4.4874
1980,6,3,5,257,3.2593
1980,7,1,1,376,10.2118
1980,7,1,2,341,11.0738
1980,7,1,3,314,12.0735
1980,7,1,4,244,12.2263
1980,7,1,5,212,13.5681
1980,7,2,1,144,7.6540
1980,7,2,2,172,8.1621
1980,7,2,3,204,11.9741
1980,7,2,4,194,14.7488
1980,7,2,5,196,10.7883
1980,7,3,1,148,5.8826
1980,7,3,2,191,6.5735
1980,7,3,3,219,9.3036
1980,7,3,4,237,6.5986
1980,7,3,5,238,7.9580
1980,8,1,1,433,5.6745
1980,8,1,2,375,7.8029
1980,8,1,3,327,7.7528
1980,8,1,4,266,9.6138
1980,8,1,5,245,9.4556
1980,8,2,1,162,3.5141
1980,8,2,2,201,4.4036
1980,8,2,3,239,5.4412
1980,8,2,4,210,5.3587
1980,8,2,5,218,6.6790
1980,8,3,1,167,-0.5324
1980,8,3,2,238,0.4296
1980,8,3,3,243,1.2245
1980,8,3,4,276,2.3329
1980,8,3,5,261,1.9250
1980,9,1,1,454,2.4132
1980,9,1,2,387,3.3089
1980,9,1,3,336,3.7416
1980,9,1,4,276,3.7308
1980,9,1,5,250,3.3774
1980,9,2,1,164,0.7155
1980,9,2,2,211,2.2688
1980,9,2,3,242,2.4737
1980,9,2,4,220,4.0235
1980,9,2,5,225,4.8278
1980,9,3,1,166,-0.5287
1980,9,3,2,244,0.5742
