year,month,rank_ME,rank_SGq_1,nstocks,ret_vw
1978,4,1,3,117,8.3948
1978,4,1,4,166,7.9725
1978,4,1,5,232,9.9181
1978,4,2,1,97,6.2020
1978,4,2,2,93,6.1261
1978,4,2,3,93,7.4853
1978,4,2,4,115,7.6144
1978,4,2,5,113,10.0110
1978,4,3,1,115,5.6054
1978,4,3,2,148,7.0527
1978,4,3,3,152,8.9706
1978,4,3,4,144,9.6358
1978,4,3,5,134,9.4865
1978,5,1,1,281,6.0843
1978,5,1,2,150,7.7211
1978,5,1,3,134,9.3789
1978,5,1,4,165,7.1672
1978,5,1,5,205,7.8579
1978,5,2,1,93,5.3986
1978,5,2,2,92,4.8087
1978,5,2,3,92,5.1239
1978,5,2,4,106,5.8024
1978,5,2,5,131,7.7581
1978,5,3,1,110,1.9987
1978,5,3,2,149,0.2893
1978,5,3,3,147,1.0451
1978,5,3,4,153,3.5580
1978,5,3,5,130,3.8369
1978,6,1,1,294,-1.9671
1978,6,1,2,158,-0.3953
1978,6,1,3,142,1.6310
1978,6,1,4,158,0.5044
1978,6,1,5,190,0.5581
1978,6,2,1,95,-2.6927
1978,6,2,2,89,0.1548
1978,6,2,3,102,0.0420
1978,6,2,4,107,-0.0360
1978,6,2,5,117,1.2919
1978,6,3,1,107,-2.6081
1978,6,3,2,144,-2.2076
1978,6,3,3,147,-1.4643
1978,6,3,4,164,0.2060
1978,6,3,5,125,-0.6276
1978,7,1,1,296,2.5281
1978,7,1,2,159,4.4692
1978,7,1,3,127,5.4161
1978,7,1,4,148,7.3911
1978,7,1,5,194,7.8811
1978,7,2,1,99,4.6094
1978,7,2,2,85,4.3515
1978,7,2,3,102,5.1791
1978,7,2,4,98,9.2148
1978,7,2,5,129,8.6835
1978,7,3,1,106,3.4387
1978,7,3,2,145,5.9746
1978,7,3,3,148,4.4283
1978,7,3,4,163,7.3215
1978,7,3,5,127,8.3977
1978,8,1,1,305,8.1554
1978,8,1,2,148,7.9625
1978,8,1,3,137,11.1860
1978,8,1,4,132,8.3425
1978,8,1,5,191,10.8863
1978,8,2,1,96,8.4464
1978,8,2,2,92,7.4828
1978,8,2,3,97,9.2316
1978,8,2,4,103,7.5277
1978,8,2,5,131,9.1524
1978,8,3,1,101,4.1202
1978,8,3,2,148,3.8424
1978,8,3,3,147,2.6289
1978,8,3,4,162,2.9954
1978,8,3,5,126,5.2714
1978,9,1,1,289,1.3813
1978,9,1,2,171,0.1044
1978,9,1,3,123,0.3307
1978,9,1,4,135,-0.4018
1978,9,1,5,189,-1.4623
1978,9,2,1,93,-0.1832
1978,9,2,2,89,-1.8379
1978,9,2,3,97,-1.3039
1978,9,2,4,100,-1.1559
1978,9,2,5,140,-2.7837
1978,9,3,1,89,2.0966
1978,9,3,2,148,-0.2217
1978,9,3,3,155,-0.9627
1978,9,3,4,169,-2.2562
1978,9,3,5,123,-1.4087
1978,10,1,1,300,-22.8949
1978,10,1,2,146,-22.9277
1978,10,1,3,136,-21.1404
1978,10,1,4,141,-23.8837
1978,10,1,5,186,-25.9577
1978,10,2,1,90,-21.2673
1978,10,2,2,91,-18.6585
1978,10,2,3,92,-17.9249
1978,10,2,4,105,-17.8034
1978,10,2,5,137,-21.2560
1978,10,3,1,90,-11.1665
1978,10,3,2,150,-8.6578
1978,10,3,3,163,-8.1484
1978,10,3,4,157,-11.1946
1978,10,3,5,124,-13.0577
1978,11,1,1,286,5.6391
1978,11,1,2,158,8.0053
1978,11,1,3,140,5.3302
1978,11,1,4,120,9.1735
1978,11,1,5,190,11.1540
1978,11,2,1,97,4.7666
1978,11,2,2,86,6.3506
1978,11,2,3,102,6.0028
1978,11,2,4,89,8.3198
1978,11,2,5,141,7.2357
1978,11,3,1,96,4.2186
1978,11,3,2,152,3.1331
1978,11,3,3,152,2.9818
1978,11,3,4,163,2.5036
1978,11,3,5,128,4.8458
1978,12,1,1,283,-0.9541
1978,12,1,2,151,-0.3486
1978,12,1,3,145,1.1789
1978,12,1,4,128,0.3294
1978,12,1,5,186,2.6354
1978,12,2,1,99,0.1074
1978,12,2,2,95,1.3264
1978,12,2,3,104,3.0923
1978,12,2,4,84,1.4904
1978,12,2,5,141,2.9400
1978,12,3,1,104,-1.1122
1978,12,3,2,134,0.6497
1978,12,3,3,152,2.7217
1978,12,3,4,171,1.9727
1978,12,3,5,122,3.0791
1979,1,1,1,292,11.0441
1979,1,1,2,150,10.5098
1979,1,1,3,137,12.5854
1979,1,1,4,122,12.8251
1979,1,1,5,191,12.0565
1979,1,2,1,97,9.5061
1979,1,2,2,94,8.4729
1979,1,2,3,102,6.7143
1979,1,2,4,83,9.3042
1979,1,2,5,143,8.2797
1979,1,3,1,104,6.2729
1979,1,3,2,137,4.7880
1979,1,3,3,144,3.7951
1979,1,3,4,174,3.6820
1979,1,3,5,128,4.1182
1979,2,1,1,295,-1.9792
1979,2,1,2,163,-1.9402
1979,2,1,3,115,-2.2403
1979,2,1,4,123,-3.0318
1979,2,1,5,186,-2.2390
1979,2,2,1,100,-1.9890
1979,2,2,2,102,-2.1573
1979,2,2,3,84,-3.4577
1979,2,2,4,92,-4.0068
1979,2,2,5,137,-3.8113
1979,2,3,1,89,-1.8740
1979,2,3,2,137,-1.4590
1979,2,3,3,157,-3.8418
1979,2,3,4,160,-3.5210
1979,2,3,5,138,-2.6623
1979,3,1,1,290,8.1674
1979,3,1,2,160,5.6976
1979,3,1,3,124,11.4076
1979,3,1,4,124,11.4343
1979,3,1,5,184,9.4597
1979,3,2,1,100,8.6306
1979,3,2,2,95,9.8956
1979,3,2,3,80,8.2591
1979,3,2,4,109,9.0130
1979,3,2,5,128,12.6920
1979,3,3,1,90,6.4649
1979,3,3,2,131,4.6524
1979,3,3,3,163,5.3878
1979,3,3,4,155,6.7153
1979,3,3,5,136,7.1185
1979,4,1,1,288,1.3266
1979,4,1,2,155,1.6978
1979,4,1,3,124,2.2074
1979,4,1,4,128,3.3416
1979,4,1,5,183,2.7710
1979,4,2,1,96,1.1759
1979,4,2,2,91,2.0840
1979,4,2,3,93,2.1817
1979,4,2,4,111,3.4445
1979,4,2,5,123,3.8628
1979,4,3,1,98,-0.2365
1979,4,3,2,124,1.4079
1979,4,3,3,162,0.2475
1979,4,3,4,153,-0.2522
1979,4,3,5,135,0.1789
1979,5,1,1,294,-1.4306
1979,5,1,2,144,-1.0617
1979,5,1,3,129,-0.6455
1979,5,1,4,121,-1.2241
1979,5,1,5,187,-0.0124
1979,5,2,1,92,-0.1737
1979,5,2,2,88,-2.1158
1979,5,2,3,99,-1.4094
1979,5,2,4,106,-1.3765
1979,5,2,5,128,-2.3457
1979,5,3,1,102,-1.1402
1979,5,3,2,133,-0.3394
1979,5,3,3,160,-2.2414
1979,5,3,4,142,-2.1268
1979,5,3,5,141,-1.7894
1979,6,1,1,300,4.8902
1979,6,1,2,138,4.0682
1979,6,1,3,130,4.4794
1979,6,1,4,134,5.2097
1979,6,1,5,173,5.5611
1979,6,2,1,95,4.9369
1979,6,2,2,91,4.2108
1979,6,2,3,94,2.8120
1979,6,2,4,108,4.2993
1979,6,2,5,131,6.7821
1979,6,3,1,100,5.0451
1979,6,3,2,137,2.7204
1979,6,3,3,156,3.0357
1979,6,3,4,144,5.4696
1979,6,3,5,142,6.2240
1979,7,1,1,300,1.2933
1979,7,1,2,142,2.7368
1979,7,1,3,127,4.0698
1979,7,1,4,131,1.6497
1979,7,1,5,179,1.8528
1979,7,2,1,97,3.4066
1979,7,2,2,91,4.0173
1979,7,2,3,86,3.1849
1979,7,2,4,108,4.8367
1979,7,2,5,125,2.1422
1979,7,3,1,97,1.5623
1979,7,3,2,137,1.2600
1979,7,3,3,155,0.0710
1979,7,3,4,147,2.4334
1979,7,3,5,140,1.7522
1979,8,1,1,298,8.0480
1979,8,1,2,124,7.7813
1979,8,1,3,119,8.7069
1979,8,1,4,158,8.6500
1979,8,1,5,170,9.9736
1979,8,2,1,102,7.7238
1979,8,2,2,85,8.0679
1979,8,2,3,93,8.2364
1979,8,2,4,96,7.8379
1979,8,2,5,128,10.2635
1979,8,3,1,90,4.8033
1979,8,3,2,154,4.1464
1979,8,3,3,140,6.5623
1979,8,3,4,142,6.8179
1979,8,3,5,147,9.1887
1979,9,1,1,290,-2.5074
1979,9,1,2,122,-1.8830
1979,9,1,3,120,-1.3615
1979,9,1,4,158,-0.6500
1979,9,1,5,181,0.9493
1979,9,2,1,108,-0.4267
1979,9,2,2,77,0.1885
1979,9,2,3,100,-0.2248
1979,9,2,4,91,-1.4798
1979,9,2,5,128,1.3055
1979,9,3,1,82,-1.0810
1979,9,3,2,148,-1.4126
1979,9,3,3,141,-1.6035
1979,9,3,4,149,2.1731
1979,9,3,5,152,2.8254
1979,10,1,1,299,-11.1196
1979,10,1,2,131,-10.6442
1979,10,1,3,123,-10.8017
1979,10,1,4,139,-10.4529
1979,10,1,5,175,-12.0615
1979,10,2,1,107,-12.3595
1979,10,2,2,78,-10.6316
1979,10,2,3,98,-8.4961
1979,10,2,4,95,-9.3011
1979,10,2,5,121,-9.1273
1979,10,3,1,82,-9.4606
1979,10,3,2,148,-7.3892
1979,10,3,3,142,-6.0366
1979,10,3,4,149,-5.3249
1979,10,3,5,156,-5.5925
1979,11,1,1,297,5.1698
1979,11,1,2,159,8.3203
1979,11,1,3,113,5.8701
1979,11,1,4,144,11.2339
1979,11,1,5,147,8.7948
1979,11,2,1,102,7.6336
1979,11,2,2,79,7.6183
1979,11,2,3,98,7.1613
1979,11,2,4,114,6.9940
1979,11,2,5,112,12.3616
1979,11,3,1,89,3.3015
1979,11,3,2,145,4.1520
1979,11,3,3,153,3.8446
1979,11,3,4,140,7.4869
1979,11,3,5,156,8.7484
1979,12,1,1,318,6.1220
1979,12,1,2,164,5.3087
1979,12,1,3,116,6.6084
1979,12,1,4,130,8.1312
1979,12,1,5,130,9.8302
1979,12,2,1,99,6.0372
1979,12,2,2,87,3.8403
1979,12,2,3,101,2.9549
1979,12,2,4,107,6.9243
1979,12,2,5,121,8.7373
1979,12,3,1,87,0.4549
1979,12,3,2,142,0.2705
1979,12,3,3,151,2.7637
1979,12,3,4,145,3.6110
1979,12,3,5,156,3.3219
1980,1,1,1,309,8.3893
1980,1,1,2,164,8.3948
1980,1,1,3,123,9.6762
1980,1,1,4,129,12.6582
1980,1,1,5,123,14.9417
1980,1,2,1,100,5.6523
1980,1,2,2,87,5.2281
1980,1,2,3,106,6.6022
1980,1,2,4,99,6.5836
1980,1,2,5,124,6.8792
1980,1,3,1,85,6.2957
1980,1,3,2,140,1.5373
1980,1,3,3,148,3.6422
1980,1,3,4,149,6.2296
1980,1,3,5,160,11.5145
1980,2,1,1,295,-3.7582
1980,2,1,2,161,-3.5397
1980,2,1,3,132,-1.7382
1980,2,1,4,119,-3.0892
1980,2,1,5,127,-2.0739
1980,2,2,1,93,-3.6149
1980,2,2,2,78,-3.9034
1980,2,2,3,103,-4.1410
1980,2,2,4,100,-2.2572
1980,2,2,5,132,-1.0390
1980,2,3,1,91,-4.2173
1980,2,3,2,137,-2.9839
1980,2,3,3,138,-3.9809
1980,2,3,4,153,-2.9240
1980,2,3,5,161,8.1259
1980,3,1,1,291,-18.8669
1980,3,1,2,169,-15.6120
1980,3,1,3,117,-16.0666
1980,3,1,4,132,-17.9004
1980,3,1,5,122,-20.8288
1980,3,2,1,94,-16.4983
1980,3,2,2,79,-12.9961
1980,3,2,3,98,-13.4466
1980,3,2,4,113,-14.1985
1980,3,2,5,124,-18.5300
1980,3,3,1,94,-11.1644
1980,3,3,2,129,-6.8487
1980,3,3,3,149,-7.1509
1980,3,3,4,137,-9.7717
1980,3,3,5,171,-15.8506
1980,4,1,1,288,2.6649
1980,4,1,2,175,6.2085
1980,4,1,3,118,6.6991
1980,4,1,4,129,6.7085
1980,4,1,5,119,7.5776
1980,4,2,1,94,4.9562
1980,4,2,2,82,5.0677
1980,4,2,3,87,6.3927
1980,4,2,4,118,7.0390
1980,4,2,5,128,5.2575
1980,4,3,1,89,3.1398
1980,4,3,2,132,4.9216
1980,4,3,3,147,3.7100
1980,4,3,4,133,4.6863
1980,4,3,5,173,5.8780
1980,5,1,1,272,7.0638
1980,5,1,2,166,5.8812
1980,5,1,3,131,8.4585
1980,5,1,4,126,6.1891
1980,5,1,5,127,6.6392
1980,5,2,1,101,9.2724
1980,5,2,2,75,8.8271
1980,5,2,3,85,8.6909
1980,5,2,4,120,8.4848
1980,5,2,5,132,8.7172
1980,5,3,1,81,4.6725
1980,5,3,2,134,6.0796
1980,5,3,3,154,6.4557
1980,5,3,4,132,6.9559
1980,5,3,5,169,4.4238
1980,6,1,1,268,2.5095
1980,6,1,2,160,3.4834
1980,6,1,3,124,3.0388
1980,6,1,4,136,2.5931
1980,6,1,5,122,6.1524
1980,6,2,1,106,2.2995
1980,6,2,2,80,3.3281
1980,6,2,3,88,3.0489
1980,6,2,4,114,4.3466
1980,6,2,5,132,5.5958
1980,6,3,1,75,2.7327
1980,6,3,2,121,1.9333
1980,6,3,3,162,1.1971
1980,6,3,4,147,4.1092
1980,6,3,5,168,5.0500
1980,7,1,1,272,10.6568
1980,7,1,2,153,10.1125
1980,7,1,3,133,11.9385
1980,7,1,4,138,13.8368
1980,7,1,5,111,12.5688
1980,7,2,1,98,10.0838
1980,7,2,2,88,9.2088
1980,7,2,3,87,10.9746
1980,7,2,4,113,10.1138
1980,7,2,5,132,13.0689
1980,7,3,1,75,9.2685
1980,7,3,2,121,6.1250
1980,7,3,3,163,9.6260
1980,7,3,4,147,8.2408
1980,7,3,5,168,4.8116
1980,8,1,1,249,5.2761
1980,8,1,2,173,8.7222
1980,8,1,3,137,7.5139
1980,8,1,4,113,9.4872
1980,8,1,5,135,10.5289
1980,8,2,1,88,5.6000
1980,8,2,2,96,2.5959
1980,8,2,3,75,4.6139
1980,8,2,4,117,4.4484
1980,8,2,5,135,7.0318
1980,8,3,1,99,1.3109
1980,8,3,2,101,0.9790
1980,8,3,3,157,0.3718
1980,8,3,4,138,1.4525
1980,8,3,5,175,3.2391
1980,9,1,1,253,2.7597
1980,9,1,2,180,1.4021
1980,9,1,3,140,3.5098
1980,9,1,4,102,1.8631
1980,9,1,5,128,3.1145
1980,9,2,1,90,1.2416
1980,9,2,2,96,2.0211
1980,9,2,3,78,5.8560
1980,9,2,4,106,1.6764
1980,9,2,5,146,4.3327
1980,9,3,1,91,1.5350
1980,9,3,2,106,2.0088
1980,9,3,3,153,1.3037
1980,9,3,4,147,1.1074
1980,9,3,5,172,5.9953
1980,10,1,1,267,3.1722
1980,10,1,2,183,3.6982
1980,10,1,3,131,1.3844
1980,10,1,4,95,5.1779
1980,10,1,5,126,6.9442
1980,10,2,1,92,0.1694
1980,10,2,2,96,1.4222
1980,10,2,3,83,2.1046
1980,10,2,4,100,2.7658
1980,10,2,5,140,5.0312
1980,10,3,1,90,-0.8881
1980,10,3,2,105,-0.8639
1980,10,3,3,151,-1.4794
1980,10,3,4,149,2.0286
1980,10,3,5,179,5.9177
1980,11,1,1,272,1.2798
1980,11,1,2,169,3.1710
1980,11,1,3,130,3.9692
1980,11,1,4,99,5.0274
1980,11,1,5,123,8.8923
1980,11,2,1,95,4.5059
1980,11,2,2,99,4.0963
1980,11,2,3,90,3.2438
1980,11,2,4,109,4.6414
1980,11,2,5,125,11.9868
1980,11,3,1,84,5.0380
1980,11,3,2,115,9.4752
1980,11,3,3,144,6.7413
1980,11,3,4,160,12.1508
1980,11,3,5,173,18.0619
1980,12,1,1,269,-2.9321
1980,12,1,2,186,-2.9286
1980,12,1,3,116,-3.5278
1980,12,1,4,110,-0.1400
1980,12,1,5,113,-5.5003
1980,12,2,1,100,-2.3229
1980,12,2,2,85,-2.7496
1980,12,2,3,95,-0.4067
1980,12,2,4,118,-1.0838
1980,12,2,5,120,-4.3283
1980,12,3,1,85,-2.9549
1980,12,3,2,117,-3.7025
1980,12,3,3,140,-0.6148
1980,12,3,4,158,-4.0523
1980,12,3,5,176,-6.3529
1981,1,1,1,284,3.3174
1981,1,1,2,170,2.4380
1981,1,1,3,126,4.8565
1981,1,1,4,97,2.7253
1981,1,1,5,112,-0.8642
1981,1,2,1,93,2.1484
1981,1,2,2,95,-0.0148
1981,1,2,3,92,0.4902
1981,1,2,4,122,-0.5605
1981,1,2,5,116,-2.9798
1981,1,3,1,89,0.0578
1981,1,3,2,112,-1.9061
1981,1,3,3,142,-1.3890
1981,1,3,4,158,-5.5953
1981,1,3,5,175,-8.6437
1981,2,1,1,281,0.7507
1981,2,1,2,167,1.8549
1981,2,1,3,128,3.8739
1981,2,1,4,93,2.9588
1981,2,1,5,132,-2.2200
1981,2,2,1,89,2.2987
1981,2,2,2,94,3.9569
1981,2,2,3,86,2.3807
1981,2,2,4,115,0.7096
1981,2,2,5,115,1.0944
1981,2,3,1,87,2.5836
1981,2,3,2,119,4.3266
1981,2,3,3,144,2.7481
1981,2,3,4,153,1.1485
1981,2,3,5,170,0.1473
1981,3,1,1,282,8.7150
1981,3,1,2,166,10.4703
1981,3,1,3,118,9.8685
1981,3,1,4,94,10.1859
1981,3,1,5,142,10.5372
1981,3,2,1,90,8.3570
1981,3,2,2,91,6.6104
1981,3,2,3,94,8.0088
1981,3,2,4,92,8.8737
1981,3,2,5,128,7.1880
1981,3,3,1,84,13.6356
1981,3,3,2,115,7.0972
1981,3,3,3,141,3.0868
1981,3,3,4,171,1.7082
1981,3,3,5,162,3.6038
1981,4,1,1,276,3.5523
1981,4,1,2,161,2.5886
1981,4,1,3,122,4.9540
1981,4,1,4,100,5.9555
1981,4,1,5,139,3.8222
1981,4,2,1,92,1.6255
1981,4,2,2,99,1.9468
1981,4,2,3,82,3.7115
1981,4,2,4,96,3.8524
1981,4,2,5,131,1.1541
1981,4,3,1,82,-5.2479
1981,4,3,2,114,0.2972
1981,4,3,3,151,0.3999
1981,4,3,4,169,-2.0283
1981,4,3,5,153,-5.4367
1981,5,1,1,257,1.6970
1981,5,1,2,174,1.8077
1981,5,1,3,111,2.8158
1981,5,1,4,99,6.0070
1981,5,1,5,148,6.9239
1981,5,2,1,99,1.4513
1981,5,2,2,85,2.1134
1981,5,2,3,96,3.1503
1981,5,2,4,97,4.3191
1981,5,2,5,131,3.9525
1981,5,3,1,97,-0.1497
1981,5,3,2,114,0.1255
1981,5,3,3,140,1.2548
1981,5,3,4,159,0.6920
1981,5,3,5,157,-0.0435
1981,6,1,1,261,0.8786
1981,6,1,2,172,1.2289
1981,6,1,3,117,1.8356
1981,6,1,4,103,0.5641
1981,6,1,5,141,-1.1451
1981,6,2,1,102,-1.1870
1981,6,2,2,82,-0.9871
1981,6,2,3,93,-0.7547
1981,6,2,4,103,-1.3503
1981,6,2,5,136,-3.7111
1981,6,3,1,90,-0.4470
1981,6,3,2,113,-0.7474
1981,6,3,3,144,-1.3566
1981,6,3,4,162,-0.1000
1981,6,3,5,154,-1.2658
1981,7,1,1,250,-3.8049
1981,7,1,2,166,-3.2655
1981,7,1,3,130,-2.4503
1981,7,1,4,100,-1.0586
1981,7,1,5,149,-2.7155
1981,7,2,1,102,-2.8672
1981,7,2,2,86,-2.6679
1981,7,2,3,89,-2.7483
1981,7,2,4,91,-2.8446
1981,7,2,5,145,-0.5048
1981,7,3,1,90,-1.8237
1981,7,3,2,120,-2.0618
1981,7,3,3,136,-1.2366
1981,7,3,4,167,1.2979
1981,7,3,5,143,5.4140
1981,8,1,1,268,-8.9446
1981,8,1,2,149,-6.4656
1981,8,1,3,100,-7.6008
1981,8,1,4,113,-7.3926
1981,8,1,5,158,-9.0729
1981,8,2,1,99,-9.2620
1981,8,2,2,96,-7.9002
1981,8,2,3,91,-6.3488
1981,8,2,4,100,-6.5782
1981,8,2,5,128,-4.6182
1981,8,3,1,92,-4.5135
1981,8,3,2,118,-6.0954
1981,8,3,3,150,-5.0383
1981,8,3,4,152,-4.6623
1981,8,3,5,146,-6.8148
1981,9,1,1,255,-8.9865
1981,9,1,2,155,-6.3914
1981,9,1,3,93,-7.0170
1981,9,1,4,117,-8.2816
1981,9,1,5,167,-7.5470
1981,9,2,1,103,-9.0354
1981,9,2,2,88,-4.9133
1981,9,2,3,101,-6.9315
1981,9,2,4,101,-4.3243
1981,9,2,5,122,-9.9835
1981,9,3,1,99,-7.0338
1981,9,3,2,116,-6.8618
1981,9,3,3,153,-2.5397
1981,9,3,4,145,-7.5438
1981,9,3,5,146,-8.3468
1981,10,1,1,258,8.4757
1981,10,1,2,150,6.3389
1981,10,1,3,89,10.1335
1981,10,1,4,123,10.6787
1981,10,1,5,170,11.1332
1981,10,2,1,97,5.5496
1981,10,2,2,91,6.6239
1981,10,2,3,101,7.4110
1981,10,2,4,97,7.4576
1981,10,2,5,127,8.5954
1981,10,3,1,97,5.8029
1981,10,3,2,124,4.3362
1981,10,3,3,149,3.3003
1981,10,3,4,145,7.7738
1981,10,3,5,140,8.3496
1981,11,1,1,230,1.5372
1981,11,1,2,142,2.4395
1981,11,1,3,117,3.5472
1981,11,1,4,125,4.5463
1981,11,1,5,169,2.0537
1981,11,2,1,96,0.8054
1981,11,2,2,85,4.0556
1981,11,2,3,98,4.6857
1981,11,2,4,97,5.3415
1981,11,2,5,137,3.1745
1981,11,3,1,99,3.5446
1981,11,3,2,129,5.3566
1981,11,3,3,144,3.9788
1981,11,3,4,138,5.5224
1981,11,3,5,146,4.3765
1981,12,1,1,209,-1.8924
1981,12,1,2,168,-0.4435
1981,12,1,3,120,0.1751
1981,12,1,4,118,-1.2635
1981,12,1,5,170,-2.4732
1981,12,2,1,91,-0.7765
1981,12,2,2,88,0.4686
1981,12,2,3,102,-1.3342
1981,12,2,4,98,0.3919
1981,12,2,5,134,-2.8189
1981,12,3,1,106,-0.7206
1981,12,3,2,120,-1.3187
1981,12,3,3,139,-3.1013
1981,12,3,4,140,-3.5631
1981,12,3,5,152,-4.4276
1982,1,1,1,210,-1.1350
1982,1,1,2,166,-0.5072
1982,1,1,3,134,-2.4186
1982,1,1,4,117,-1.3937
1982,1,1,5,163,-1.1944
1982,1,2,1,93,-3.3974
1982,1,2,2,92,-3.1052
1982,1,2,3,86,-0.6730
1982,1,2,4,100,-4.8505
1982,1,2,5,134,-5.5985
1982,1,3,1,103,-3.0624
1982,1,3,2,125,0.9852
1982,1,3,3,135,-1.9625
1982,1,3,4,144,-3.7706
1982,1,3,5,149,-4.8783
1982,2,1,1,198,-4.2635
1982,2,1,2,163,-3.1215
1982,2,1,3,154,-2.8982
1982,2,1,4,105,-4.7989
1982,2,1,5,169,-5.1924
1982,2,2,1,91,-5.8974
1982,2,2,2,78,-4.2279
1982,2,2,3,95,-1.9198
1982,2,2,4,101,-2.1989
1982,2,2,5,124,-6.5313
1982,2,3,1,109,-5.6098
1982,2,3,2,130,-4.5681
1982,2,3,3,123,-3.5588
1982,2,3,4,149,-5.4784
1982,2,3,5,147,-7.4302
1982,3,1,1,204,-0.1792
1982,3,1,2,139,1.3483
1982,3,1,3,159,-0.8662
1982,3,1,4,123,-0.1062
1982,3,1,5,167,-2.7377
1982,3,2,1,95,-0.9090
1982,3,2,2,93,1.1099
1982,3,2,3,91,-0.0584
1982,3,2,4,90,0.9130
1982,3,2,5,120,-4.6853
1982,3,3,1,102,-1.3112
1982,3,3,2,122,-0.6765
1982,3,3,3,139,1.1202
1982,3,3,4,148,-0.9685
1982,3,3,5,147,-2.7297
1982,4,1,1,233,3.1527
1982,4,1,2,118,4.8709
1982,4,1,3,160,2.4351
1982,4,1,4,125,4.9747
1982,4,1,5,162,4.7433
1982,4,2,1,98,5.4541
1982,4,2,2,91,5.0381
1982,4,2,3,84,5.9799
1982,4,2,4,89,7.4829
1982,4,2,5,122,5.6747
1982,4,3,1,93,4.8296
1982,4,3,2,125,4.4594
1982,4,3,3,138,3.4645
1982,4,3,4,152,4.0176
1982,4,3,5,145,5.5092
1982,5,1,1,213,-4.3354
1982,5,1,2,124,-2.4588
1982,5,1,3,160,-1.4876
1982,5,1,4,136,-1.9240
1982,5,1,5,170,-1.8730
1982,5,2,1,92,-4.7418
1982,5,2,2,82,-4.4080
1982,5,2,3,104,-3.0179
1982,5,2,4,93,-1.2235
1982,5,2,5,110,-3.4939
1982,5,3,1,99,-0.4947
1982,5,3,2,131,-2.2125
1982,5,3,3,118,-3.8959
1982,5,3,4,159,-1.9731
1982,5,3,5,148,-4.4952
1982,6,1,1,234,-3.1559
1982,6,1,2,136,-1.3863
1982,6,1,3,161,-3.2865
1982,6,1,4,128,-0.5870
1982,6,1,5,165,-4.5313
1982,6,2,1,93,-3.8234
1982,6,2,2,82,-0.8963
1982,6,2,3,97,-0.9384
1982,6,2,4,101,-1.3804
1982,6,2,5,114,-3.1269
1982,6,3,1,97,-3.5979
1982,6,3,2,130,-1.0261
1982,6,3,3,125,0.3344
1982,6,3,4,158,-1.5230
1982,6,3,5,148,-4.0216
1982,7,1,1,237,-1.3367
1982,7,1,2,139,-1.3229
1982,7,1,3,158,-2.7636
1982,7,1,4,117,1.0937
1982,7,1,5,172,-0.9107
1982,7,2,1,89,-0.9094
1982,7,2,2,85,-1.5627
1982,7,2,3,96,-0.5419
1982,7,2,4,106,1.9317
1982,7,2,5,113,-3.0019
1982,7,3,1,96,-6.1008
1982,7,3,2,135,-2.4086
1982,7,3,3,116,-0.6013
1982,7,3,4,151,0.7079
1982,7,3,5,154,-4.1867
1982,8,1,1,223,6.8101
1982,8,1,2,160,8.8762
1982,8,1,3,157,7.0641
1982,8,1,4,135,7.6687
1982,8,1,5,183,8.3506
1982,8,2,1,93,11.3502
1982,8,2,2,88,11.1873
1982,8,2,3,104,10.4480
1982,8,2,4,95,10.6074
1982,8,2,5,110,10.0853
1982,8,3,1,91,14.9868
1982,8,3,2,126,13.7796
1982,8,3,3,130,11.8922
1982,8,3,4,149,12.6238
1982,8,3,5,157,11.6066
1982,9,1,1,248,-0.1501
1982,9,1,2,168,3.8078
1982,9,1,3,163,4.3706
1982,9,1,4,148,5.9766
1982,9,1,5,185,3.5856
1982,9,2,1,95,1.2031
1982,9,2,2,94,2.7091
1982,9,2,3,96,2.3230
1982,9,2,4,104,4.2063
1982,9,2,5,107,2.9340
1982,9,3,1,90,-1.0471
1982,9,3,2,122,0.5301
1982,9,3,3,135,0.6990
1982,9,3,4,146,2.4236
1982,9,3,5,160,1.0841
1982,10,1,1,265,12.3612
1982,10,1,2,164,15.3430
1982,10,1,3,163,13.5343
1982,10,1,4,137,13.1869
1982,10,1,5,185,16.5151
1982,10,2,1,89,11.7853
1982,10,2,2,100,12.8027
1982,10,2,3,96,14.5430
1982,10,2,4,99,14.8801
1982,10,2,5,114,12.7251
1982,10,3,1,85,12.8689
1982,10,3,2,124,10.7757
1982,10,3,3,138,10.6128
1982,10,3,4,150,9.1065
1982,10,3,5,157,12.8310
1982,11,1,1,267,8.2888
1982,11,1,2,193,10.0659
1982,11,1,3,170,8.4186
1982,11,1,4,141,10.0725
1982,11,1,5,232,11.2694
1982,11,2,1,98,6.0015
1982,11,2,2,92,6.8648
1982,11,2,3,89,8.2967
1982,11,2,4,109,8.8233
1982,11,2,5,136,10.1092
1982,11,3,1,82,3.8491
1982,11,3,2,129,0.9137
1982,11,3,3,143,3.7157
1982,11,3,4,147,5.0837
1982,11,3,5,165,7.7801
1982,12,1,1,307,0.6016
1982,12,1,2,216,1.3189
1982,12,1,3,188,2.2632
1982,12,1,4,171,2.1875
1982,12,1,5,247,3.2811
1982,12,2,1,95,1.8583
1982,12,2,2,89,2.0418
1982,12,2,3,97,0.3497
1982,12,2,4,107,1.8907
1982,12,2,5,149,1.4915
1982,12,3,1,81,3.5408
1982,12,3,2,126,3.6759
1982,12,3,3,140,1.2374
1982,12,3,4,154,0.9536
1982,12,3,5,168,1.0869
1983,1,1,1,329,9.2908
