year,month,rank_ME,rank_RDM,nstocks,ret_vw
1988,5,1,5,330,-4.7668
1988,5,2,1,54,-2.1309
1988,5,2,2,50,-0.5653
1988,5,2,3,64,-1.6679
1988,5,2,4,48,-1.5824
1988,5,2,5,53,-2.6131
1988,5,3,1,62,0.1135
1988,5,3,2,60,-0.6113
1988,5,3,3,53,0.7786
1988,5,3,4,52,-0.2188
1988,5,3,5,44,0.9395
1988,6,1,1,193,7.1516
1988,6,1,2,179,6.8884
1988,6,1,3,157,7.2249
1988,6,1,4,232,7.1244
1988,6,1,5,327,6.3075
1988,6,2,1,54,8.3352
1988,6,2,2,50,7.8024
1988,6,2,3,64,8.9191
1988,6,2,4,47,5.8609
1988,6,2,5,53,12.2784
1988,6,3,1,62,1.4887
1988,6,3,2,60,1.3033
1988,6,3,3,53,5.1500
1988,6,3,4,52,8.4478
1988,6,3,5,43,6.7674
1988,7,1,1,151,-0.5205
1988,7,1,2,165,0.2562
1988,7,1,3,185,-0.7144
1988,7,1,4,239,-0.9445
1988,7,1,5,470,-2.4501
1988,7,2,1,58,-0.6014
1988,7,2,2,44,-3.8523
1988,7,2,3,59,-2.8796
1988,7,2,4,75,-4.4364
1988,7,2,5,54,-1.2696
1988,7,3,1,66,0.7118
1988,7,3,2,63,-0.4153
1988,7,3,3,59,-2.0581
1988,7,3,4,52,-2.4893
1988,7,3,5,42,-1.6590
1988,8,1,1,151,-2.9075
1988,8,1,2,164,-3.7563
1988,8,1,3,184,-3.0799
1988,8,1,4,236,-2.0610
1988,8,1,5,465,-2.9648
1988,8,2,1,58,-1.2697
1988,8,2,2,44,-3.8668
1988,8,2,3,57,-4.3348
1988,8,2,4,75,-4.5728
1988,8,2,5,54,-3.3109
1988,8,3,1,66,-1.3928
1988,8,3,2,63,-3.5228
1988,8,3,3,58,-3.7607
1988,8,3,4,51,-6.8369
1988,8,3,5,42,-5.6565
1988,9,1,1,150,4.9185
1988,9,1,2,164,2.2572
1988,9,1,3,183,1.5021
1988,9,1,4,234,3.7280
1988,9,1,5,461,1.2529
1988,9,2,1,58,4.5171
1988,9,2,2,44,1.1215
1988,9,2,3,56,2.1769
1988,9,2,4,75,2.6401
1988,9,2,5,54,0.8329
1988,9,3,1,66,1.3247
1988,9,3,2,63,1.8206
1988,9,3,3,58,4.8633
1988,9,3,4,51,3.0797
1988,9,3,5,42,3.9321
1988,10,1,1,149,-3.6035
1988,10,1,2,165,-3.9590
1988,10,1,3,181,-2.1650
1988,10,1,4,231,-2.9228
1988,10,1,5,457,-4.4727
1988,10,2,1,56,-3.1203
1988,10,2,2,44,-1.5099
1988,10,2,3,56,-1.6312
1988,10,2,4,74,-1.6199
1988,10,2,5,52,-5.3596
1988,10,3,1,66,3.8026
1988,10,3,2,63,3.1089
1988,10,3,3,58,0.6907
1988,10,3,4,51,2.7664
1988,10,3,5,42,2.8572
1988,11,1,1,149,-3.9933
1988,11,1,2,164,-5.1619
1988,11,1,3,179,-4.2376
1988,11,1,4,230,-2.8187
1988,11,1,5,455,-5.1948
1988,11,2,1,56,-1.4627
1988,11,2,2,44,-4.2774
1988,11,2,3,55,-3.0816
1988,11,2,4,73,-5.7202
1988,11,2,5,51,-4.3291
1988,11,3,1,66,-1.6908
1988,11,3,2,62,-0.6671
1988,11,3,3,58,-0.9241
1988,11,3,4,51,-2.0802
1988,11,3,5,42,-1.2257
1988,12,1,1,147,2.0534
1988,12,1,2,164,4.0463
1988,12,1,3,177,2.5538
1988,12,1,4,228,4.9743
1988,12,1,5,447,5.3297
1988,12,2,1,56,6.0638
1988,12,2,2,44,6.3606
1988,12,2,3,55,3.3715
1988,12,2,4,73,8.0957
1988,12,2,5,51,9.3475
1988,12,3,1,66,2.1702
1988,12,3,2,61,2.8802
1988,12,3,3,58,2.3614
1988,12,3,4,51,3.0202
1988,12,3,5,41,0.0210
1989,1,1,1,146,4.4683
1989,1,1,2,163,5.1010
1989,1,1,3,175,4.5190
1989,1,1,4,226,6.5671
1989,1,1,5,442,5.0435
1989,1,2,1,56,1.3863
1989,1,2,2,44,5.3097
1989,1,2,3,55,2.1702
1989,1,2,4,73,3.1189
1989,1,2,5,50,4.4111
1989,1,3,1,65,5.8269
1989,1,3,2,61,7.0102
1989,1,3,3,57,6.9677
1989,1,3,4,51,8.5254
1989,1,3,5,41,7.0446
1989,2,1,1,145,-2.0608
1989,2,1,2,162,-0.7099
1989,2,1,3,175,-0.0946
1989,2,1,4,225,0.5745
1989,2,1,5,435,-0.0969
1989,2,2,1,56,0.7234
1989,2,2,2,44,2.6967
1989,2,2,3,55,2.9573
1989,2,2,4,71,-2.3955
1989,2,2,5,50,-0.4035
1989,2,3,1,65,-2.8300
1989,2,3,2,59,-2.1001
1989,2,3,3,57,-2.2071
1989,2,3,4,51,-4.1276
1989,2,3,5,41,-2.6077
1989,3,1,1,144,-0.4939
1989,3,1,2,162,2.5372
1989,3,1,3,172,0.6032
1989,3,1,4,223,1.3893
1989,3,1,5,430,4.0666
1989,3,2,1,56,5.1785
1989,3,2,2,44,5.0622
1989,3,2,3,55,2.1255
1989,3,2,4,70,0.8177
1989,3,2,5,48,4.1785
1989,3,3,1,65,3.1700
1989,3,3,2,59,2.4953
1989,3,3,3,57,1.3289
1989,3,3,4,51,-1.2910
1989,3,3,5,41,-1.5526
1989,4,1,1,143,2.6100
1989,4,1,2,162,1.6874
1989,4,1,3,172,4.0804
1989,4,1,4,217,3.3666
1989,4,1,5,425,2.3833
1989,4,2,1,56,7.1928
1989,4,2,2,44,1.6112
1989,4,2,3,54,3.3483
1989,4,2,4,70,3.4433
1989,4,2,5,47,3.7211
1989,4,3,1,64,4.4379
1989,4,3,2,59,4.4869
1989,4,3,3,57,5.5494
1989,4,3,4,51,5.7043
1989,4,3,5,41,2.9253
1989,5,1,1,143,1.7476
1989,5,1,2,161,2.5494
1989,5,1,3,173,2.1562
1989,5,1,4,215,3.1085
1989,5,1,5,422,5.5480
1989,5,2,1,55,4.0559
1989,5,2,2,43,3.8627
1989,5,2,3,53,4.2569
1989,5,2,4,70,4.2243
1989,5,2,5,47,2.5173
1989,5,3,1,64,3.8538
1989,5,3,2,59,4.1392
1989,5,3,3,57,5.7062
1989,5,3,4,51,0.9639
1989,5,3,5,41,2.4890
1989,6,1,1,142,0.5145
1989,6,1,2,156,-3.1054
1989,6,1,3,172,-2.0119
1989,6,1,4,213,-2.1401
1989,6,1,5,416,-1.7806
1989,6,2,1,55,-2.7852
1989,6,2,2,43,-1.5835
1989,6,2,3,52,-2.3589
1989,6,2,4,69,-5.7879
1989,6,2,5,47,-5.9776
1989,6,3,1,64,-0.1971
1989,6,3,2,59,-2.3813
1989,6,3,3,57,-3.0485
1989,6,3,4,51,-1.5204
1989,6,3,5,40,-2.4931
1989,7,1,1,168,2.2505
1989,7,1,2,165,4.2071
1989,7,1,3,203,2.7680
1989,7,1,4,226,1.1482
1989,7,1,5,462,1.8833
1989,7,2,1,49,4.5166
1989,7,2,2,51,2.4630
1989,7,2,3,59,5.2896
1989,7,2,4,63,3.0693
1989,7,2,5,45,4.0206
1989,7,3,1,62,8.0797
1989,7,3,2,55,8.5946
1989,7,3,3,54,11.7315
1989,7,3,4,48,6.1019
1989,7,3,5,40,7.5507
1989,8,1,1,166,1.7418
1989,8,1,2,163,1.0410
1989,8,1,3,202,2.7393
1989,8,1,4,224,0.4481
1989,8,1,5,459,2.3203
1989,8,2,1,49,2.0282
1989,8,2,2,51,6.1195
1989,8,2,3,59,1.2701
1989,8,2,4,63,4.1141
1989,8,2,5,45,1.6766
1989,8,3,1,62,0.9444
1989,8,3,2,54,3.4837
1989,8,3,3,53,0.9356
1989,8,3,4,47,4.1855
1989,8,3,5,40,3.8374
1989,9,1,1,164,-0.6268
1989,9,1,2,163,1.0559
1989,9,1,3,201,-1.7759
1989,9,1,4,223,1.1802
1989,9,1,5,454,0.2007
1989,9,2,1,48,0.9401
1989,9,2,2,51,0.6426
1989,9,2,3,58,2.4784
1989,9,2,4,62,1.6181
1989,9,2,5,45,1.6613
1989,9,3,1,61,1.0142
1989,9,3,2,54,0.1038
1989,9,3,3,52,-0.3061
1989,9,3,4,46,-3.1654
1989,9,3,5,40,-1.1672
1989,10,1,1,162,-4.3020
1989,10,1,2,162,-6.7422
1989,10,1,3,199,-6.7209
1989,10,1,4,223,-5.1869
1989,10,1,5,450,-6.9394
1989,10,2,1,47,-5.3954
1989,10,2,2,51,-5.8583
1989,10,2,3,58,-5.3450
1989,10,2,4,62,-4.7063
1989,10,2,5,44,-7.8401
1989,10,3,1,61,0.0854
1989,10,3,2,54,-1.3303
1989,10,3,3,52,-0.8887
1989,10,3,4,46,-4.5822
1989,10,3,5,40,-3.9737
1989,11,1,1,163,-1.1242
1989,11,1,2,161,-0.0589
1989,11,1,3,197,-0.8110
1989,11,1,4,221,-0.9992
1989,11,1,5,445,-2.4056
1989,11,2,1,47,1.1072
1989,11,2,2,51,2.3306
1989,11,2,3,58,-0.5868
1989,11,2,4,61,2.4091
1989,11,2,5,44,2.3559
1989,11,3,1,61,2.7580
1989,11,3,2,54,4.3882
1989,11,3,3,51,5.1122
1989,11,3,4,46,1.0827
1989,11,3,5,40,-2.1082
1989,12,1,1,161,-1.2778
1989,12,1,2,159,-1.1288
1989,12,1,3,197,-0.8335
1989,12,1,4,221,0.4705
1989,12,1,5,439,-2.0318
1989,12,2,1,47,-0.5888
1989,12,2,2,51,1.1541
1989,12,2,3,58,2.0648
1989,12,2,4,61,0.7219
1989,12,2,5,44,0.1039
1989,12,3,1,61,3.9448
1989,12,3,2,54,3.0818
1989,12,3,3,50,2.5652
1989,12,3,4,46,1.0792
1989,12,3,5,40,0.5310
1990,1,1,1,159,-8.3110
1990,1,1,2,157,-10.9076
1990,1,1,3,195,-7.1348
1990,1,1,4,219,-6.5334
1990,1,1,5,437,-4.9028
1990,1,2,1,47,-8.8394
1990,1,2,2,51,-8.5918
1990,1,2,3,57,-8.9349
1990,1,2,4,61,-8.8328
1990,1,2,5,44,-7.7596
1990,1,3,1,60,-6.5246
1990,1,3,2,54,-5.0054
1990,1,3,3,49,-6.2880
1990,1,3,4,46,-2.1157
1990,1,3,5,40,-6.2624
1990,2,1,1,159,0.2849
1990,2,1,2,157,2.0473
1990,2,1,3,195,2.1934
1990,2,1,4,220,3.3617
1990,2,1,5,433,3.0834
1990,2,2,1,47,1.0939
1990,2,2,2,50,1.8052
1990,2,2,3,56,2.8955
1990,2,2,4,60,7.7834
1990,2,2,5,43,4.7106
1990,2,3,1,60,1.2599
1990,2,3,2,53,0.8898
1990,2,3,3,49,0.1699
1990,2,3,4,45,2.3221
1990,2,3,5,39,4.0184
1990,3,1,1,158,1.9052
1990,3,1,2,155,5.3217
1990,3,1,3,193,3.1890
1990,3,1,4,218,4.9605
1990,3,1,5,432,6.7118
1990,3,2,1,47,6.9805
1990,3,2,2,50,4.9006
1990,3,2,3,56,3.9476
1990,3,2,4,59,4.6079
1990,3,2,5,43,8.5702
1990,3,3,1,60,2.5719
1990,3,3,2,53,3.1779
1990,3,3,3,50,3.8146
1990,3,3,4,45,3.6468
1990,3,3,5,39,4.1005
1990,4,1,1,157,-1.2207
1990,4,1,2,154,-0.1600
1990,4,1,3,191,-0.6240
1990,4,1,4,217,-3.6609
1990,4,1,5,428,-2.7528
1990,4,2,1,47,-3.5983
1990,4,2,2,50,-1.7921
1990,4,2,3,56,-2.4513
1990,4,2,4,59,-4.8863
1990,4,2,5,43,-1.7134
1990,4,3,1,59,-1.2058
1990,4,3,2,53,-4.0910
1990,4,3,3,50,1.0979
1990,4,3,4,45,-1.9949
1990,4,3,5,39,-4.2349
1990,5,1,1,152,6.9415
1990,5,1,2,154,4.4651
1990,5,1,3,190,6.4216
1990,5,1,4,215,11.5756
1990,5,1,5,423,9.0515
1990,5,2,1,47,6.3381
1990,5,2,2,50,5.8821
1990,5,2,3,56,9.9037
1990,5,2,4,58,13.7891
1990,5,2,5,43,15.1360
1990,5,3,1,59,6.7314
1990,5,3,2,53,9.2695
1990,5,3,3,50,11.2152
1990,5,3,4,45,9.8391
1990,5,3,5,39,9.0799
1990,6,1,1,150,0.4589
1990,6,1,2,152,1.9792
1990,6,1,3,189,3.6895
1990,6,1,4,214,1.8282
1990,6,1,5,419,1.2835
1990,6,2,1,47,-0.4205
1990,6,2,2,50,2.2080
1990,6,2,3,56,2.0748
1990,6,2,4,58,-1.9226
1990,6,2,5,42,3.7559
1990,6,3,1,59,0.3231
1990,6,3,2,53,-0.6426
1990,6,3,3,50,2.3718
1990,6,3,4,45,-0.5624
1990,6,3,5,39,-4.9424
1990,7,1,1,157,-4.8967
1990,7,1,2,148,-5.8631
1990,7,1,3,162,-4.8845
1990,7,1,4,222,-4.5821
1990,7,1,5,450,-7.1489
1990,7,2,1,57,-4.1058
1990,7,2,2,54,-0.6024
1990,7,2,3,65,-2.9804
1990,7,2,4,68,-7.1100
1990,7,2,5,50,-7.4524
1990,7,3,1,71,3.8615
1990,7,3,2,54,1.7448
1990,7,3,3,47,1.5498
1990,7,3,4,50,-1.6876
1990,7,3,5,49,-5.4801
1990,8,1,1,157,-15.2306
1990,8,1,2,146,-16.9601
1990,8,1,3,162,-13.6102
1990,8,1,4,221,-15.3921
1990,8,1,5,446,-14.7620
1990,8,2,1,57,-15.6823
1990,8,2,2,54,-13.3065
1990,8,2,3,64,-12.5827
1990,8,2,4,67,-16.2104
1990,8,2,5,50,-18.8518
1990,8,3,1,71,-5.0458
1990,8,3,2,54,-8.7185
1990,8,3,3,47,-9.1439
1990,8,3,4,50,-12.4805
1990,8,3,5,48,-10.6171
1990,9,1,1,157,-9.2271
1990,9,1,2,146,-8.5958
1990,9,1,3,161,-9.4866
1990,9,1,4,221,-8.3216
1990,9,1,5,438,-9.5549
1990,9,2,1,57,-10.6678
1990,9,2,2,54,-6.4352
1990,9,2,3,64,-10.7363
1990,9,2,4,67,-12.9382
1990,9,2,5,50,-13.0606
1990,9,3,1,71,-1.9899
1990,9,3,2,53,-6.4044
1990,9,3,3,46,-4.1939
1990,9,3,4,50,-7.1975
1990,9,3,5,48,-6.4627
1990,10,1,1,156,-5.0430
1990,10,1,2,145,-6.1232
1990,10,1,3,161,-4.8394
1990,10,1,4,219,-5.3986
1990,10,1,5,434,-5.7189
1990,10,2,1,55,-8.4661
1990,10,2,2,54,-8.2635
1990,10,2,3,64,-5.4634
1990,10,2,4,67,-6.8233
1990,10,2,5,50,-3.7783
1990,10,3,1,71,-0.9434
1990,10,3,2,53,-0.0475
1990,10,3,3,46,1.0445
1990,10,3,4,50,2.8636
1990,10,3,5,48,-3.9327
1990,11,1,1,156,6.0741
1990,11,1,2,144,6.7660
1990,11,1,3,160,3.3212
1990,11,1,4,217,6.9820
1990,11,1,5,430,2.2114
1990,11,2,1,55,9.9589
1990,11,2,2,53,9.2354
1990,11,2,3,64,10.5123
1990,11,2,4,66,13.1412
1990,11,2,5,49,11.9449
1990,11,3,1,71,4.4553
1990,11,3,2,53,7.4084
1990,11,3,3,46,9.2330
1990,11,3,4,50,5.3996
1990,11,3,5,48,7.6897
1990,12,1,1,155,1.9114
1990,12,1,2,144,-0.1794
1990,12,1,3,159,1.1196
1990,12,1,4,216,1.3792
1990,12,1,5,427,0.3202
1990,12,2,1,54,6.1258
1990,12,2,2,53,4.3105
1990,12,2,3,64,2.9012
1990,12,2,4,66,7.6158
1990,12,2,5,49,7.4206
1990,12,3,1,71,2.1808
1990,12,3,2,53,4.6450
1990,12,3,3,46,2.6387
1990,12,3,4,50,1.1036
1990,12,3,5,48,2.4940
1991,1,1,1,154,7.8625
1991,1,1,2,144,10.6120
1991,1,1,3,158,10.8817
1991,1,1,4,214,13.2356
1991,1,1,5,421,19.9018
1991,1,2,1,54,5.7795
1991,1,2,2,53,8.1219
1991,1,2,3,64,12.2603
1991,1,2,4,66,18.5687
1991,1,2,5,49,15.6858
1991,1,3,1,70,1.2910
1991,1,3,2,53,4.1157
1991,1,3,3,46,5.9506
1991,1,3,4,50,7.5177
1991,1,3,5,48,11.2912
1991,2,1,1,153,13.1050
1991,2,1,2,143,14.8308
1991,2,1,3,158,12.7631
1991,2,1,4,213,13.9193
1991,2,1,5,417,15.3406
1991,2,2,1,54,9.9019
1991,2,2,2,53,10.8841
1991,2,2,3,64,8.1815
1991,2,2,4,65,11.7469
1991,2,2,5,49,7.7413
1991,2,3,1,70,9.4377
1991,2,3,2,53,7.2566
1991,2,3,3,46,7.4585
1991,2,3,4,50,4.7697
1991,2,3,5,48,6.8615
1991,3,1,1,151,8.8597
1991,3,1,2,143,6.9326
1991,3,1,3,158,8.3182
1991,3,1,4,210,9.8212
1991,3,1,5,414,13.3937
1991,3,2,1,54,5.9730
1991,3,2,2,53,4.0115
1991,3,2,3,64,3.7657
1991,3,2,4,65,7.0914
1991,3,2,5,49,9.4723
1991,3,3,1,70,2.8312
1991,3,3,2,53,3.5236
1991,3,3,3,46,3.0419
1991,3,3,4,50,0.8068
1991,3,3,5,48,-2.6964
1991,4,1,1,151,2.0443
1991,4,1,2,142,-1.9205
1991,4,1,3,158,-2.1384
1991,4,1,4,209,0.9642
1991,4,1,5,408,-0.5437
1991,4,2,1,54,1.0746
1991,4,2,2,53,-1.7839
1991,4,2,3,64,0.2671
1991,4,2,4,65,-4.6399
1991,4,2,5,49,0.7290
1991,4,3,1,70,0.1029
1991,4,3,2,53,-0.0503
1991,4,3,3,46,-0.7745
1991,4,3,4,50,2.5468
1991,4,3,5,48,-3.2625
1991,5,1,1,150,3.2796
1991,5,1,2,142,2.8018
1991,5,1,3,157,4.9677
1991,5,1,4,208,5.5899
1991,5,1,5,403,4.1544
1991,5,2,1,54,4.8146
1991,5,2,2,53,5.5070
1991,5,2,3,64,3.2043
1991,5,2,4,65,6.4028
1991,5,2,5,49,1.5373
1991,5,3,1,70,0.5441
1991,5,3,2,53,5.8690
1991,5,3,3,46,4.6088
1991,5,3,4,50,7.1476
1991,5,3,5,48,6.2980
1991,6,1,1,148,-7.6129
1991,6,1,2,143,-5.5101
1991,6,1,3,157,-5.5157
1991,6,1,4,208,-5.4630
1991,6,1,5,399,-8.5836
1991,6,2,1,54,-1.2018
1991,6,2,2,53,-3.4412
1991,6,2,3,64,-3.0144
1991,6,2,4,64,-9.5390
1991,6,2,5,49,-10.1149
1991,6,3,1,70,-4.0540
1991,6,3,2,53,-4.4944
1991,6,3,3,45,-4.3431
1991,6,3,4,50,-3.1950
1991,6,3,5,48,-6.9479
1991,7,1,1,120,1.5285
1991,7,1,2,138,3.1184
1991,7,1,3,178,3.2254
1991,7,1,4,264,4.6693
1991,7,1,5,415,3.3103
1991,7,2,1,54,5.6988
1991,7,2,2,55,7.6207
1991,7,2,3,78,6.1734
1991,7,2,4,61,2.8513
1991,7,2,5,51,1.6395
1991,7,3,1,78,5.2722
1991,7,3,2,63,5.2295
1991,7,3,3,53,5.1683
1991,7,3,4,53,4.6371
1991,7,3,5,35,1.6676
1991,8,1,1,119,4.2399
1991,8,1,2,138,2.3161
1991,8,1,3,176,5.3517
1991,8,1,4,262,4.9313
1991,8,1,5,411,5.5257
1991,8,2,1,53,3.6520
1991,8,2,2,55,5.0366
1991,8,2,3,78,4.6437
1991,8,2,4,60,5.1567
1991,8,2,5,51,4.7406
1991,8,3,1,78,2.7121
1991,8,3,2,63,2.9178
1991,8,3,3,53,2.5569
1991,8,3,4,53,0.0350
1991,8,3,5,35,-1.8285
1991,9,1,1,119,-1.9733
1991,9,1,2,138,2.1261
1991,9,1,3,176,3.9956
1991,9,1,4,259,2.4924
1991,9,1,5,406,1.5890
1991,9,2,1,53,0.4056
1991,9,2,2,55,1.1199
1991,9,2,3,78,1.2517
1991,9,2,4,60,-0.7927
1991,9,2,5,51,1.6061
1991,9,3,1,78,-1.3771
1991,9,3,2,63,-1.3722
1991,9,3,3,53,-2.3818
1991,9,3,4,53,-0.6873
1991,9,3,5,35,-4.8675
1991,10,1,1,119,-0.2591
1991,10,1,2,138,4.0419
1991,10,1,3,175,7.5866
1991,10,1,4,259,7.6896
1991,10,1,5,404,7.1505
1991,10,2,1,53,3.2558
1991,10,2,2,55,1.4628
1991,10,2,3,78,4.1126
1991,10,2,4,59,3.6822
1991,10,2,5,51,7.7158
1991,10,3,1,78,1.4877
1991,10,3,2,63,3.5929
1991,10,3,3,53,3.0468
1991,10,3,4,52,1.8453
1991,10,3,5,35,1.7015
1991,11,1,1,118,-2.7079
1991,11,1,2,138,-2.1923
1991,11,1,3,174,-6.1032
1991,11,1,4,259,-4.6720
1991,11,1,5,399,-2.2656
1991,11,2,1,53,-2.3281
1991,11,2,2,55,-5.1561
1991,11,2,3,78,-8.4567
1991,11,2,4,59,-6.6762
1991,11,2,5,49,-10.6096
1991,11,3,1,78,-4.3661
1991,11,3,2,63,-2.7363
1991,11,3,3,53,-4.1314
1991,11,3,4,52,-5.2476
1991,11,3,5,35,-6.7851
1991,12,1,1,118,8.7867
1991,12,1,2,137,6.6436
1991,12,1,3,175,8.2588
1991,12,1,4,258,8.4169
1991,12,1,5,395,7.7246
1991,12,2,1,53,11.4770
1991,12,2,2,55,7.9349
1991,12,2,3,78,12.9207
1991,12,2,4,59,10.7572
1991,12,2,5,49,11.3436
1991,12,3,1,78,10.3494
1991,12,3,2,63,15.7675
1991,12,3,3,53,13.1729
1991,12,3,4,52,7.2424
1991,12,3,5,35,7.5519
1992,1,1,1,117,10.7496
1992,1,1,2,136,13.0794
1992,1,1,3,173,15.6704
1992,1,1,4,256,15.0249
1992,1,1,5,387,17.9480
1992,1,2,1,53,5.6547
1992,1,2,2,55,9.9992
1992,1,2,3,78,4.6113
1992,1,2,4,59,12.0989
1992,1,2,5,49,10.0884
1992,1,3,1,78,-4.1892
1992,1,3,2,63,-2.8210
1992,1,3,3,53,-2.8765
1992,1,3,4,51,2.4699
1992,1,3,5,35,8.2815
1992,2,1,1,117,1.3313
1992,2,1,2,136,2.0992
1992,2,1,3,172,-0.0707
1992,2,1,4,254,0.9017
1992,2,1,5,386,4.6522
1992,2,2,1,53,3.7054
1992,2,2,2,55,1.0404
1992,2,2,3,78,-0.0886
1992,2,2,4,58,0.9686
1992,2,2,5,49,2.1867
1992,2,3,1,78,-0.9124
1992,2,3,2,63,1.3524
1992,2,3,3,53,-1.3931
1992,2,3,4,51,0.6994
1992,2,3,5,35,12.2583
1992,3,1,1,117,-5.1102
1992,3,1,2,135,-3.3140
1992,3,1,3,170,-4.0247
1992,3,1,4,254,-5.8811
1992,3,1,5,382,-5.5714
1992,3,2,1,53,-6.1977
1992,3,2,2,55,-4.9883
1992,3,2,3,78,-4.6516
1992,3,2,4,58,-5.5410
1992,3,2,5,49,-6.1856
1992,3,3,1,78,-2.2030
1992,3,3,2,63,-3.1507
1992,3,3,3,53,-2.8820
1992,3,3,4,51,-1.5799
1992,3,3,5,35,-0.5146
1992,4,1,1,117,-6.9089
1992,4,1,2,134,-9.2563
1992,4,1,3,170,-6.8964
1992,4,1,4,253,-7.9596
1992,4,1,5,378,-7.4133
1992,4,2,1,52,-2.4675
1992,4,2,2,55,-3.0638
1992,4,2,3,78,-3.6683
1992,4,2,4,58,-4.4316
1992,4,2,5,48,-5.2357
1992,4,3,1,78,5.5931
1992,4,3,2,63,0.5700
1992,4,3,3,53,2.0866
1992,4,3,4,51,3.3022
1992,4,3,5,35,5.7589
1992,5,1,1,112,1.2238
1992,5,1,2,134,-0.2224
1992,5,1,3,170,0.1641
1992,5,1,4,253,-1.0658
1992,5,1,5,372,-1.1581
1992,5,2,1,52,1.2010
1992,5,2,2,55,0.4144
1992,5,2,3,78,-0.6030
1992,5,2,4,58,4.5824
1992,5,2,5,48,0.2931
1992,5,3,1,78,0.6679
1992,5,3,2,63,0.9991
1992,5,3,3,53,0.7079
1992,5,3,4,51,-0.1577
1992,5,3,5,35,-3.0211
1992,6,1,1,110,-7.4876
1992,6,1,2,131,-8.0516
1992,6,1,3,168,-5.9414
1992,6,1,4,250,-6.3760
1992,6,1,5,365,-8.5010
1992,6,2,1,52,-6.3094
1992,6,2,2,55,-5.4264
1992,6,2,3,78,-3.8489
1992,6,2,4,58,-3.9024
1992,6,2,5,48,-6.2500
1992,6,3,1,78,-1.6086
1992,6,3,2,63,-4.2720
1992,6,3,3,53,-3.6507
1992,6,3,4,51,-0.8313
1992,6,3,5,35,-0.6032
1992,7,1,1,131,-1.5555
1992,7,1,2,171,-0.3924
1992,7,1,3,185,1.8809
1992,7,1,4,224,1.7525
1992,7,1,5,372,1.7061
1992,7,2,1,53,-1.6380
1992,7,2,2,72,3.3588
1992,7,2,3,78,3.6568
1992,7,2,4,75,1.1792
1992,7,2,5,47,4.0534
1992,7,3,1,85,5.5790
1992,7,3,2,74,3.3390
1992,7,3,3,56,6.2639
1992,7,3,4,51,3.4698
1992,7,3,5,40,1.3669
1992,8,1,1,130,-5.9006
1992,8,1,2,171,-4.6615
1992,8,1,3,185,-3.8392
1992,8,1,4,222,-2.9797
1992,8,1,5,364,-5.1814
1992,8,2,1,53,-5.8657
1992,8,2,2,72,-7.0579
1992,8,2,3,77,-4.5879
1992,8,2,4,75,-3.0744
1992,8,2,5,47,-1.1498
1992,8,3,1,85,0.3399
1992,8,3,2,74,-1.4785
1992,8,3,3,56,-3.9458
1992,8,3,4,51,-4.4807
1992,8,3,5,40,-7.9783
1992,9,1,1,129,0.6529
1992,9,1,2,171,-0.6274
1992,9,1,3,184,-1.5425
1992,9,1,4,222,2.0841
1992,9,1,5,356,0.6026
1992,9,2,1,53,1.5351
1992,9,2,2,72,-0.5236
1992,9,2,3,77,0.6906
1992,9,2,4,75,2.6754
1992,9,2,5,46,8.9511
1992,9,3,1,85,1.6107
1992,9,3,2,74,0.4418
1992,9,3,3,56,-0.9050
1992,9,3,4,51,2.3283
1992,9,3,5,40,-1.8605
1992,10,1,1,129,0.4927
1992,10,1,2,171,0.9487
1992,10,1,3,184,3.1703
1992,10,1,4,222,1.7612
1992,10,1,5,352,6.5887
1992,10,2,1,53,4.8477
1992,10,2,2,72,5.4057
1992,10,2,3,77,2.2845
1992,10,2,4,74,2.1355
1992,10,2,5,46,10.0360
1992,10,3,1,85,-1.0613
1992,10,3,2,74,0.2355
1992,10,3,3,56,2.8104
1992,10,3,4,51,2.2482
1992,10,3,5,40,-4.2713
1992,11,1,1,128,11.1221
1992,11,1,2,169,9.9111
1992,11,1,3,183,10.8745
1992,11,1,4,220,12.4912
1992,11,1,5,347,12.6914
1992,11,2,1,53,6.9263
1992,11,2,2,72,8.0657
1992,11,2,3,77,11.4713
1992,11,2,4,74,9.2505
1992,11,2,5,46,8.9449
1992,11,3,1,85,1.7779
1992,11,3,2,74,2.9324
1992,11,3,3,56,2.5795
1992,11,3,4,51,4.1675
1992,11,3,5,40,6.5836
1992,12,1,1,128,1.2242
1992,12,1,2,168,3.1157
1992,12,1,3,181,1.7511
1992,12,1,4,218,5.8927
1992,12,1,5,346,2.7880
1992,12,2,1,53,1.6185
1992,12,2,2,72,4.4853
1992,12,2,3,77,0.0756
1992,12,2,4,74,2.5785
1992,12,2,5,46,8.5112
1992,12,3,1,85,0.7243
1992,12,3,2,74,-0.3962
1992,12,3,3,56,-0.8395
1992,12,3,4,51,7.6911
1992,12,3,5,40,-3.5926
1993,1,1,1,126,0.5733
1993,1,1,2,169,3.6752
1993,1,1,3,181,3.2864
1993,1,1,4,219,3.4733
1993,1,1,5,345,6.8378
1993,1,2,1,53,-1.2368
1993,1,2,2,72,2.6285
1993,1,2,3,77,-0.7003
1993,1,2,4,74,2.6553
1993,1,2,5,46,5.6427
1993,1,3,1,85,-0.2738
1993,1,3,2,74,-1.5103
1993,1,3,3,56,-4.1807
1993,1,3,4,51,1.8123
1993,1,3,5,40,8.3966
