year,month,rank_ME,rank_r1a,nstocks,ret_vw
1967,1,1,1,151,23.1076
1967,1,1,2,126,16.5671
1967,1,1,3,140,19.7690
1967,1,1,4,151,18.4510
1967,1,1,5,294,20.7752
1967,1,2,1,67,13.4754
1967,1,2,2,65,12.7448
1967,1,2,3,83,16.8692
1967,1,2,4,83,16.1223
1967,1,2,5,94,18.3685
1967,1,3,1,133,5.7428
1967,1,3,2,137,7.5912
1967,1,3,3,120,7.4231
1967,1,3,4,124,10.4961
1967,1,3,5,88,11.2720
1967,2,1,1,172,4.2850
1967,2,1,2,106,4.8396
1967,2,1,3,144,3.1585
1967,2,1,4,159,5.1188
1967,2,1,5,290,6.7583
1967,2,2,1,72,2.5965
1967,2,2,2,66,1.3908
1967,2,2,3,87,2.7265
1967,2,2,4,77,2.8142
1967,2,2,5,90,2.2819
1967,2,3,1,133,-0.0723
1967,2,3,2,136,-0.3726
1967,2,3,3,125,1.2252
1967,2,3,4,112,2.7495
1967,2,3,5,96,2.3747
1967,3,1,1,245,6.3733
1967,3,1,2,131,6.2074
1967,3,1,3,119,7.5594
1967,3,1,4,137,7.8984
1967,3,1,5,233,7.2677
1967,3,2,1,98,7.6652
1967,3,2,2,85,5.4849
1967,3,2,3,80,5.2586
1967,3,2,4,58,5.6696
1967,3,2,5,77,5.8475
1967,3,3,1,92,5.3045
1967,3,3,2,105,4.2912
1967,3,3,3,129,4.0329
1967,3,3,4,133,3.0285
1967,3,3,5,144,5.6979
1967,4,1,1,231,4.2701
1967,4,1,2,119,2.9390
1967,4,1,3,126,5.9674
1967,4,1,4,141,5.4434
1967,4,1,5,243,4.2190
1967,4,2,1,76,3.2255
1967,4,2,2,76,2.6035
1967,4,2,3,71,3.2172
1967,4,2,4,67,3.8179
1967,4,2,5,107,4.5824
1967,4,3,1,116,5.7330
1967,4,3,2,118,3.6724
1967,4,3,3,122,3.5883
1967,4,3,4,129,5.1569
1967,4,3,5,114,3.0872
1967,5,1,1,336,0.0055
1967,5,1,2,171,-0.4745
1967,5,1,3,129,0.2857
1967,5,1,4,96,1.6721
1967,5,1,5,129,0.3383
1967,5,2,1,121,-2.7215
1967,5,2,2,83,-2.7744
1967,5,2,3,79,-1.0342
1967,5,2,4,60,-0.3908
1967,5,2,5,57,-0.5931
1967,5,3,1,81,-2.3407
1967,5,3,2,102,-5.4853
1967,5,3,3,117,-3.8682
1967,5,3,4,148,-4.9154
1967,5,3,5,152,-3.8551
1967,6,1,1,249,11.7792
1967,6,1,2,162,11.3599
1967,6,1,3,149,9.4288
1967,6,1,4,121,7.5986
1967,6,1,5,175,13.2255
1967,6,2,1,91,7.3907
1967,6,2,2,70,6.2138
1967,6,2,3,78,7.7985
1967,6,2,4,82,5.8697
1967,6,2,5,84,9.2600
1967,6,3,1,92,3.0089
1967,6,3,2,117,1.4821
1967,6,3,3,126,0.2839
1967,6,3,4,124,2.6679
1967,6,3,5,138,4.3156
1967,7,1,1,237,10.4617
1967,7,1,2,173,9.2536
1967,7,1,3,184,10.3190
1967,7,1,4,97,6.1207
1967,7,1,5,154,11.5324
1967,7,2,1,97,7.3090
1967,7,2,2,85,7.8707
1967,7,2,3,83,4.7775
1967,7,2,4,62,8.0490
1967,7,2,5,88,8.9072
1967,7,3,1,110,6.8258
1967,7,3,2,115,4.6153
1967,7,3,3,137,1.8849
1967,7,3,4,105,4.1333
1967,7,3,5,129,6.8687
1967,8,1,1,324,-0.2211
1967,8,1,2,135,1.5459
1967,8,1,3,127,1.3637
1967,8,1,4,113,0.3004
1967,8,1,5,143,0.4171
1967,8,2,1,100,-0.0079
1967,8,2,2,84,-0.7299
1967,8,2,3,88,0.9640
1967,8,2,4,61,0.3047
1967,8,2,5,81,-0.2064
1967,8,3,1,87,-2.1688
1967,8,3,2,111,-1.2515
1967,8,3,3,121,-0.8773
1967,8,3,4,139,-0.4898
1967,8,3,5,142,-0.1573
1967,9,1,1,229,9.2196
1967,9,1,2,156,7.4531
1967,9,1,3,216,7.0281
1967,9,1,4,88,5.6243
1967,9,1,5,156,9.4010
1967,9,2,1,103,6.0428
1967,9,2,2,84,5.1832
1967,9,2,3,74,5.3838
1967,9,2,4,76,3.9642
1967,9,2,5,78,4.3966
1967,9,3,1,108,4.5720
1967,9,3,2,109,2.3133
1967,9,3,3,129,4.3327
1967,9,3,4,113,2.9595
1967,9,3,5,141,1.6584
1967,10,1,1,396,-0.9398
1967,10,1,2,195,-2.1010
1967,10,1,3,132,-1.5860
1967,10,1,4,73,-1.9671
1967,10,1,5,55,-6.1486
1967,10,2,1,105,-2.4828
1967,10,2,2,91,-3.1644
1967,10,2,3,87,-2.4866
1967,10,2,4,72,-4.0067
1967,10,2,5,58,-3.2370
1967,10,3,1,96,-0.7612
1967,10,3,2,88,-1.9514
1967,10,3,3,105,-5.8650
1967,10,3,4,146,-0.7852
1967,10,3,5,161,-3.8873
1967,11,1,1,210,-0.4760
1967,11,1,2,131,-0.7669
1967,11,1,3,184,0.7527
1967,11,1,4,157,1.1341
1967,11,1,5,161,0.0973
1967,11,2,1,78,0.8098
1967,11,2,2,78,-0.3844
1967,11,2,3,78,-0.0826
1967,11,2,4,78,1.4281
1967,11,2,5,99,2.2535
1967,11,3,1,111,0.1960
1967,11,3,2,118,-0.5607
1967,11,3,3,105,1.7307
1967,11,3,4,124,1.1460
1967,11,3,5,139,1.6773
1967,12,1,1,292,11.6433
1967,12,1,2,106,9.9497
1967,12,1,3,139,9.3053
1967,12,1,4,113,10.1161
1967,12,1,5,193,10.4835
1967,12,2,1,92,5.7221
1967,12,2,2,76,5.9780
1967,12,2,3,73,5.5701
1967,12,2,4,69,6.7972
1967,12,2,5,97,10.5273
1967,12,3,1,89,2.3635
1967,12,3,2,115,2.7202
1967,12,3,3,116,3.5102
1967,12,3,4,143,2.0582
1967,12,3,5,134,3.1995
1968,1,1,1,113,3.8176
1968,1,1,2,117,3.6653
1968,1,1,3,117,4.2779
1968,1,1,4,148,3.9824
1968,1,1,5,333,3.8461
1968,1,2,1,58,1.0685
1968,1,2,2,66,-2.4385
1968,1,2,3,80,1.0030
1968,1,2,4,84,-0.0540
1968,1,2,5,132,-1.0804
1968,1,3,1,166,-2.3434
1968,1,3,2,140,-4.5129
1968,1,3,3,115,-5.1082
1968,1,3,4,104,-6.1971
1968,1,3,5,67,-9.1536
1968,2,1,1,140,-6.8340
1968,2,1,2,115,-4.7978
1968,2,1,3,116,-4.8708
1968,2,1,4,150,-5.3365
1968,2,1,5,304,-7.6568
1968,2,2,1,91,-5.0616
1968,2,2,2,72,-2.8323
1968,2,2,3,65,-3.9393
1968,2,2,4,78,-4.8812
1968,2,2,5,111,-7.2870
1968,2,3,1,113,-3.0023
1968,2,3,2,126,-1.8578
1968,2,3,3,123,-3.1001
1968,2,3,4,125,-3.8923
1968,2,3,5,99,-3.5102
1968,3,1,1,268,-1.5135
1968,3,1,2,121,-0.1883
1968,3,1,3,112,-2.4992
1968,3,1,4,110,-0.6401
1968,3,1,5,227,-1.5905
1968,3,2,1,89,-1.2064
1968,3,2,2,75,-0.9455
1968,3,2,3,70,-0.3418
1968,3,2,4,67,-1.4827
1968,3,2,5,108,-0.3048
1968,3,3,1,94,0.9245
1968,3,3,2,123,-0.2171
1968,3,3,3,126,1.3244
1968,3,3,4,132,1.0381
1968,3,3,5,108,0.6816
1968,4,1,1,279,14.2538
1968,4,1,2,131,14.8091
1968,4,1,3,111,17.0191
1968,4,1,4,115,16.3987
1968,4,1,5,205,17.6315
1968,4,2,1,99,16.1091
1968,4,2,2,81,11.6621
1968,4,2,3,64,11.2417
1968,4,2,4,69,12.7361
1968,4,2,5,92,16.3532
1968,4,3,1,82,9.4423
1968,4,3,2,112,4.6695
1968,4,3,3,131,8.2605
1968,4,3,4,140,9.9398
1968,4,3,5,120,11.1273
1968,5,1,1,176,13.5408
1968,5,1,2,123,10.7607
1968,5,1,3,126,12.3610
1968,5,1,4,157,10.1634
1968,5,1,5,254,13.4838
1968,5,2,1,82,7.0028
1968,5,2,2,72,6.0644
1968,5,2,3,74,5.6140
1968,5,2,4,80,3.7478
1968,5,2,5,96,10.1290
1968,5,3,1,128,-0.0800
1968,5,3,2,121,1.7004
1968,5,3,3,121,2.4271
1968,5,3,4,117,2.5462
1968,5,3,5,101,5.3918
1968,6,1,1,136,0.7889
1968,6,1,2,126,5.4131
1968,6,1,3,133,0.8419
1968,6,1,4,146,0.6301
1968,6,1,5,299,-0.6640
1968,6,2,1,64,-0.0321
1968,6,2,2,69,1.6489
1968,6,2,3,70,2.2786
1968,6,2,4,81,-1.5066
1968,6,2,5,120,0.4684
1968,6,3,1,132,0.9378
1968,6,3,2,120,1.1903
1968,6,3,3,125,1.5953
1968,6,3,4,101,0.6999
1968,6,3,5,108,-0.2378
1968,7,1,1,217,-5.7853
1968,7,1,2,103,-2.9535
1968,7,1,3,124,-3.3320
1968,7,1,4,137,-2.8477
1968,7,1,5,248,-2.4201
1968,7,2,1,92,-4.5745
1968,7,2,2,67,-4.1751
1968,7,2,3,71,-2.9301
1968,7,2,4,74,-3.7239
1968,7,2,5,109,-2.4881
1968,7,3,1,110,-3.2011
1968,7,3,2,137,-3.3840
1968,7,3,3,129,0.0529
1968,7,3,4,119,-1.0237
1968,7,3,5,85,-4.0530
1968,8,1,1,256,4.0648
1968,8,1,2,126,5.5683
1968,8,1,3,105,4.6583
1968,8,1,4,127,4.7551
1968,8,1,5,211,4.4156
1968,8,2,1,114,4.0835
1968,8,2,2,69,2.4542
1968,8,2,3,75,2.1491
1968,8,2,4,63,4.3189
1968,8,2,5,83,3.7885
1968,8,3,1,89,1.7093
1968,8,3,2,127,1.3220
1968,8,3,3,133,1.1474
1968,8,3,4,121,1.9859
1968,8,3,5,111,1.9257
1968,9,1,1,165,6.9473
1968,9,1,2,112,7.6760
1968,9,1,3,115,4.1213
1968,9,1,4,141,6.9743
1968,9,1,5,298,7.7324
1968,9,2,1,84,6.7072
1968,9,2,2,69,5.0506
1968,9,2,3,54,6.3094
1968,9,2,4,83,6.1331
1968,9,2,5,117,8.1124
1968,9,3,1,110,5.3704
1968,9,3,2,126,3.6820
1968,9,3,3,128,3.0743
1968,9,3,4,112,4.2066
1968,9,3,5,104,3.2729
1968,10,1,1,188,-0.5012
1968,10,1,2,128,0.6267
1968,10,1,3,118,0.2416
1968,10,1,4,141,2.4439
1968,10,1,5,250,-1.1648
1968,10,2,1,75,0.1162
1968,10,2,2,69,1.6921
1968,10,2,3,84,2.7339
1968,10,2,4,89,-0.0831
1968,10,2,5,96,0.8225
1968,10,3,1,111,2.4409
1968,10,3,2,124,2.0451
1968,10,3,3,118,2.7631
1968,10,3,4,114,1.0643
1968,10,3,5,118,-2.1163
1968,11,1,1,300,6.3123
1968,11,1,2,144,5.9888
