year,month,rank_ME,rank_r10a,nstocks,ret_vw
1969,10,1,4,10,5.0105
1969,10,1,5,19,7.0443
1969,10,2,1,36,5.6075
1969,10,2,2,40,6.3594
1969,10,2,3,27,4.8359
1969,10,2,4,26,7.3326
1969,10,2,5,29,5.3898
1969,10,3,1,53,3.7403
1969,10,3,2,77,6.8057
1969,10,3,3,90,4.9323
1969,10,3,4,103,3.5722
1969,10,3,5,90,5.4138
1969,11,1,1,41,-8.5563
1969,11,1,2,21,-4.2312
1969,11,1,3,18,-5.3371
1969,11,1,4,19,-4.1657
1969,11,1,5,31,-7.1720
1969,11,2,1,49,-5.3544
1969,11,2,2,36,-3.8608
1969,11,2,3,26,-5.2838
1969,11,2,4,21,-4.6508
1969,11,2,5,26,-5.5745
1969,11,3,1,53,-4.8548
1969,11,3,2,85,-4.7745
1969,11,3,3,95,-2.0108
1969,11,3,4,98,-2.1052
1969,11,3,5,83,-3.3737
1969,12,1,1,49,-10.1384
1969,12,1,2,25,-3.4080
1969,12,1,3,19,-1.2631
1969,12,1,4,14,-9.1623
1969,12,1,5,22,-5.1018
1969,12,2,1,42,-9.0608
1969,12,2,2,31,-5.0344
1969,12,2,3,28,-4.9189
1969,12,2,4,32,-4.4192
1969,12,2,5,28,-6.3146
1969,12,3,1,52,-0.2897
1969,12,3,2,85,-2.9489
1969,12,3,3,93,0.3413
1969,12,3,4,92,-0.4545
1969,12,3,5,91,-2.9773
1970,1,1,1,20,-0.4883
1970,1,1,2,18,-0.3804
1970,1,1,3,22,1.4975
1970,1,1,4,23,-3.6234
1970,1,1,5,48,0.7673
1970,1,2,1,23,-6.4194
1970,1,2,2,26,-0.8827
1970,1,2,3,33,-4.1062
1970,1,2,4,38,-3.0182
1970,1,2,5,40,-3.8022
1970,1,3,1,99,-8.2109
1970,1,3,2,96,-7.1414
1970,1,3,3,88,-7.1654
1970,1,3,4,80,-7.9649
1970,1,3,5,54,-7.8184
1970,2,1,1,32,0.9774
1970,2,1,2,27,3.4921
1970,2,1,3,18,2.2810
1970,2,1,4,21,2.8133
1970,2,1,5,29,3.6724
1970,2,2,1,37,2.6736
1970,2,2,2,34,4.3905
1970,2,2,3,24,5.5249
1970,2,2,4,35,3.3035
1970,2,2,5,37,5.6668
1970,2,3,1,74,7.0391
1970,2,3,2,80,6.7424
1970,2,3,3,99,4.5374
1970,2,3,4,84,6.5759
1970,2,3,5,77,5.4650
1970,3,1,1,34,-0.6106
1970,3,1,2,18,-1.2827
1970,3,1,3,21,-0.0271
1970,3,1,4,21,5.9003
1970,3,1,5,34,-2.9194
1970,3,2,1,37,0.6298
1970,3,2,2,28,1.9128
1970,3,2,3,31,1.6407
1970,3,2,4,31,1.8887
1970,3,2,5,36,-0.1695
1970,3,3,1,71,-1.0785
1970,3,3,2,96,-1.0051
1970,3,3,3,90,1.7783
1970,3,3,4,91,0.3057
1970,3,3,5,70,-1.4164
1970,4,1,1,36,-16.8776
1970,4,1,2,18,-13.4164
1970,4,1,3,32,-12.8718
1970,4,1,4,26,-11.1714
1970,4,1,5,18,-11.4401
1970,4,2,1,41,-15.0529
1970,4,2,2,34,-10.1828
1970,4,2,3,30,-11.4695
1970,4,2,4,28,-10.9833
1970,4,2,5,30,-10.8633
1970,4,3,1,67,-11.0960
1970,4,3,2,89,-8.0190
1970,4,3,3,83,-10.3021
1970,4,3,4,87,-7.9725
1970,4,3,5,94,-8.9168
1970,5,1,1,31,-10.6805
1970,5,1,2,19,-11.3217
1970,5,1,3,22,-9.6692
1970,5,1,4,27,-8.9897
1970,5,1,5,26,-11.9676
1970,5,2,1,25,-10.7899
1970,5,2,2,38,-8.0021
1970,5,2,3,37,-9.1117
1970,5,2,4,29,-6.7418
1970,5,2,5,36,-8.9375
1970,5,3,1,87,-3.5197
1970,5,3,2,88,-5.3449
1970,5,3,3,83,-4.4742
1970,5,3,4,87,-6.7874
1970,5,3,5,78,-7.0591
1970,6,1,1,31,-10.1488
1970,6,1,2,32,-9.5044
1970,6,1,3,22,-8.3601
1970,6,1,4,14,-2.5568
1970,6,1,5,23,-10.3948
1970,6,2,1,36,-7.7949
1970,6,2,2,36,-10.7933
1970,6,2,3,32,-8.0474
1970,6,2,4,30,-3.4596
1970,6,2,5,28,-6.7059
1970,6,3,1,76,-8.7915
1970,6,3,2,74,-3.0446
1970,6,3,3,86,-4.9056
1970,6,3,4,99,-2.3962
1970,6,3,5,89,-3.7185
1970,7,1,1,32,5.2630
1970,7,1,2,25,4.6544
1970,7,1,3,21,1.5474
1970,7,1,4,19,6.2767
1970,7,1,5,27,11.3593
1970,7,2,1,36,6.1831
1970,7,2,2,34,6.6767
1970,7,2,3,30,7.0850
1970,7,2,4,33,7.4009
1970,7,2,5,33,6.6655
1970,7,3,1,75,8.9601
1970,7,3,2,83,6.6215
1970,7,3,3,92,7.9600
1970,7,3,4,92,8.2509
1970,7,3,5,82,7.5455
1970,8,1,1,53,7.2923
1970,8,1,2,30,5.8973
1970,8,1,3,17,7.6210
1970,8,1,4,19,6.6253
1970,8,1,5,14,8.0636
1970,8,2,1,41,8.5672
1970,8,2,2,30,3.6737
1970,8,2,3,31,8.3202
1970,8,2,4,28,7.1863
1970,8,2,5,37,9.7851
1970,8,3,1,54,4.2287
1970,8,3,2,84,5.1563
1970,8,3,3,95,4.5112
1970,8,3,4,98,4.8771
1970,8,3,5,92,5.4685
1970,9,1,1,39,16.6142
1970,9,1,2,26,9.1812
1970,9,1,3,21,3.5730
1970,9,1,4,12,12.5092
1970,9,1,5,29,10.2970
1970,9,2,1,37,13.7065
1970,9,2,2,40,5.8476
1970,9,2,3,33,10.3742
1970,9,2,4,29,9.2211
1970,9,2,5,31,8.3601
1970,9,3,1,69,3.9392
1970,9,3,2,80,4.2088
1970,9,3,3,90,3.7490
1970,9,3,4,104,2.2595
1970,9,3,5,83,1.2759
1970,10,1,1,50,-8.0514
1970,10,1,2,26,-5.9483
1970,10,1,3,23,-9.1072
1970,10,1,4,16,-3.7263
1970,10,1,5,23,-2.1666
1970,10,2,1,40,-5.4770
1970,10,2,2,35,-7.6740
1970,10,2,3,36,-2.7338
1970,10,2,4,23,-0.9950
1970,10,2,5,32,-2.2254
1970,10,3,1,59,-2.7459
1970,10,3,2,84,-2.6371
1970,10,3,3,87,-1.2421
1970,10,3,4,106,-0.5061
1970,10,3,5,89,-0.3592
1970,11,1,1,41,2.4651
1970,11,1,2,20,-2.6954
1970,11,1,3,24,-0.4372
1970,11,1,4,15,6.3244
1970,11,1,5,39,0.2456
1970,11,2,1,45,1.7955
1970,11,2,2,35,3.4083
1970,11,2,3,30,3.2043
1970,11,2,4,26,4.3010
1970,11,2,5,28,3.3518
1970,11,3,1,60,7.7960
1970,11,3,2,92,5.8396
1970,11,3,3,92,5.1286
1970,11,3,4,101,5.4750
1970,11,3,5,78,5.4633
1970,12,1,1,45,11.1673
1970,12,1,2,26,8.0206
1970,12,1,3,20,8.1905
1970,12,1,4,17,14.2226
1970,12,1,5,23,12.7029
1970,12,2,1,50,10.6757
1970,12,2,2,38,9.8982
1970,12,2,3,29,8.8862
1970,12,2,4,28,9.1701
1970,12,2,5,32,9.3519
1970,12,3,1,52,6.8451
1970,12,3,2,79,5.8885
1970,12,3,3,94,5.6790
1970,12,3,4,102,6.2876
1970,12,3,5,89,5.7143
1971,1,1,1,21,13.9011
1971,1,1,2,18,14.2663
1971,1,1,3,24,15.4632
1971,1,1,4,33,14.2708
1971,1,1,5,40,17.0103
1971,1,2,1,31,9.4004
1971,1,2,2,30,14.2638
1971,1,2,3,28,10.4749
1971,1,2,4,38,8.6968
1971,1,2,5,43,10.3119
1971,1,3,1,95,4.8843
1971,1,3,2,96,4.5888
1971,1,3,3,95,3.0155
1971,1,3,4,73,3.9636
1971,1,3,5,62,7.6593
1971,2,1,1,35,5.7159
1971,2,1,2,21,1.0870
1971,2,1,3,18,0.8816
1971,2,1,4,30,3.7166
1971,2,1,5,31,2.7305
1971,2,2,1,32,3.8649
1971,2,2,2,35,3.3519
1971,2,2,3,35,1.1945
1971,2,2,4,32,4.6092
1971,2,2,5,39,-0.3941
1971,2,3,1,80,2.5030
1971,2,3,2,87,0.3907
1971,2,3,3,92,0.9851
1971,2,3,4,82,0.9466
1971,2,3,5,78,2.1709
1971,3,1,1,27,3.5100
1971,3,1,2,26,4.9087
1971,3,1,3,24,5.8446
1971,3,1,4,18,6.4937
1971,3,1,5,41,5.9074
1971,3,2,1,39,6.0073
1971,3,2,2,25,7.4682
1971,3,2,3,28,1.4295
1971,3,2,4,38,4.1591
1971,3,2,5,42,5.7290
1971,3,3,1,80,4.4483
1971,3,3,2,95,1.9198
1971,3,3,3,94,5.4172
1971,3,3,4,89,3.1965
1971,3,3,5,61,3.4627
1971,4,1,1,34,3.7782
1971,4,1,2,33,0.9854
1971,4,1,3,23,4.1542
1971,4,1,4,22,1.6555
1971,4,1,5,24,1.9448
1971,4,2,1,49,4.2467
1971,4,2,2,28,5.9948
1971,4,2,3,32,1.4202
1971,4,2,4,25,2.3241
1971,4,2,5,40,3.5980
1971,4,3,1,63,7.2403
1971,4,3,2,85,3.7405
1971,4,3,3,90,0.9176
1971,4,3,4,99,4.0937
1971,4,3,5,81,6.0990
1971,5,1,1,33,-4.6628
1971,5,1,2,17,-7.9844
1971,5,1,3,28,-5.4186
1971,5,1,4,26,-7.4463
1971,5,1,5,32,-5.2875
1971,5,2,1,31,-3.3879
1971,5,2,2,38,-5.5041
1971,5,2,3,34,-2.4107
1971,5,2,4,33,-4.8966
1971,5,2,5,34,-6.0056
1971,5,3,1,84,-2.9989
1971,5,3,2,89,-3.7374
1971,5,3,3,83,-4.9654
1971,5,3,4,88,-3.0538
1971,5,3,5,79,-2.7827
1971,6,1,1,41,-3.4677
1971,6,1,2,26,-0.3478
1971,6,1,3,21,-3.1305
1971,6,1,4,22,-0.6227
1971,6,1,5,24,-0.1382
1971,6,2,1,38,-3.0429
1971,6,2,2,38,0.1770
1971,6,2,3,34,-1.6541
1971,6,2,4,29,-1.4645
1971,6,2,5,31,-3.7475
1971,6,3,1,65,-0.1457
1971,6,3,2,81,-0.7029
1971,6,3,3,90,-1.0105
1971,6,3,4,94,1.9324
1971,6,3,5,91,1.1708
1971,7,1,1,39,-5.9083
1971,7,1,2,26,-2.2595
1971,7,1,3,22,-5.6236
1971,7,1,4,19,-5.7172
1971,7,1,5,27,-5.2870
1971,7,2,1,36,-4.0996
1971,7,2,2,33,-3.4202
1971,7,2,3,31,-2.0427
1971,7,2,4,37,-2.2924
1971,7,2,5,38,-3.2474
1971,7,3,1,72,-3.4913
1971,7,3,2,87,-3.2883
1971,7,3,3,90,-3.6234
1971,7,3,4,89,-4.2516
1971,7,3,5,80,-4.8705
1971,8,1,1,59,5.5404
1971,8,1,2,15,8.1567
1971,8,1,3,17,6.0982
1971,8,1,4,27,1.4634
1971,8,1,5,18,3.9467
1971,8,2,1,33,2.6377
1971,8,2,2,40,7.1569
1971,8,2,3,32,3.2212
1971,8,2,4,22,6.2852
1971,8,2,5,41,7.1978
1971,8,3,1,56,-1.2790
1971,8,3,2,89,3.6551
1971,8,3,3,97,4.7998
1971,8,3,4,96,5.1503
1971,8,3,5,87,5.9856
1971,9,1,1,43,-3.6091
1971,9,1,2,27,-1.1158
1971,9,1,3,16,-1.0751
1971,9,1,4,18,-4.2059
1971,9,1,5,27,-2.5525
1971,9,2,1,37,-0.9438
1971,9,2,2,34,1.7599
1971,9,2,3,36,-0.3995
1971,9,2,4,28,0.0599
