year,month,rank_ME,rank_OLq_12,nstocks,ret_vw
1973,1,1,1,26,0.9931
1973,1,1,2,19,-3.5033
1973,1,1,3,26,-6.2175
1973,1,1,4,22,-0.5787
1973,1,1,5,41,-6.1630
1973,1,2,1,7,-9.9058
1973,1,2,2,8,-7.6098
1973,1,2,3,10,-6.4957
1973,1,2,4,13,-8.0326
1973,1,2,5,13,-7.4109
1973,1,3,1,12,-10.0612
1973,1,3,2,18,-3.7523
1973,1,3,3,10,-4.0862
1973,1,3,4,10,-6.8566
1973,1,3,5,10,-1.5716
1973,2,1,1,33,-11.4369
1973,2,1,2,34,-10.6421
1973,2,1,3,33,-9.7891
1973,2,1,4,36,-12.7888
1973,2,1,5,65,-9.0481
1973,2,2,1,13,-7.0275
1973,2,2,2,13,-12.9508
1973,2,2,3,15,-9.5566
1973,2,2,4,19,-8.3432
1973,2,2,5,17,-9.0326
1973,2,3,1,18,-6.5855
1973,2,3,2,26,-7.6796
1973,2,3,3,19,-3.3401
1973,2,3,4,16,-5.6207
1973,2,3,5,15,-7.0895
1973,3,1,1,37,-1.1116
1973,3,1,2,40,-5.2992
1973,3,1,3,39,-2.5008
1973,3,1,4,47,-3.2857
1973,3,1,5,79,-1.7137
1973,3,2,1,14,-3.9452
1973,3,2,2,16,-2.7474
1973,3,2,3,19,-6.3802
1973,3,2,4,20,-1.7095
1973,3,2,5,22,-6.7393
1973,3,3,1,23,-3.4560
1973,3,3,2,31,-2.6245
1973,3,3,3,23,-4.5221
1973,3,3,4,17,-4.5071
1973,3,3,5,19,-3.4338
1973,4,1,1,44,-6.9563
1973,4,1,2,46,-10.7300
1973,4,1,3,45,-10.2276
1973,4,1,4,54,-11.4768
1973,4,1,5,92,-8.8177
1973,4,2,1,16,-15.1710
1973,4,2,2,17,-10.1530
1973,4,2,3,23,-9.8987
1973,4,2,4,21,-1.2133
1973,4,2,5,25,-10.5431
1973,4,3,1,23,-4.6422
1973,4,3,2,35,-9.3533
1973,4,3,3,23,-6.3946
1973,4,3,4,21,-8.7431
1973,4,3,5,21,-8.4890
1973,5,1,1,88,-11.6028
1973,5,1,2,129,-10.8040
1973,5,1,3,114,-9.4163
1973,5,1,4,178,-11.7621
1973,5,1,5,250,-11.0968
1973,5,2,1,75,-8.6349
1973,5,2,2,58,-10.1436
1973,5,2,3,71,-11.6949
1973,5,2,4,69,-7.6887
1973,5,2,5,84,-8.4536
1973,5,3,1,138,-4.9732
1973,5,3,2,119,-1.7455
1973,5,3,3,95,-2.0821
1973,5,3,4,79,-3.9087
1973,5,3,5,66,-3.9657
1973,6,1,1,101,-3.8724
1973,6,1,2,149,-4.8911
1973,6,1,3,138,-4.9223
1973,6,1,4,201,-4.3135
1973,6,1,5,289,-2.6906
1973,6,2,1,81,-6.2555
1973,6,2,2,66,-6.4297
1973,6,2,3,78,-4.8632
1973,6,2,4,82,-2.7455
1973,6,2,5,99,-6.0244
1973,6,3,1,143,0.1605
1973,6,3,2,129,-1.9985
1973,6,3,3,106,-2.6146
1973,6,3,4,90,-4.1980
1973,6,3,5,83,-5.9100
1973,7,1,1,101,10.9709
1973,7,1,2,156,16.7223
1973,7,1,3,143,15.7597
1973,7,1,4,214,14.6725
1973,7,1,5,302,14.5537
1973,7,2,1,83,13.2921
1973,7,2,2,72,17.3045
1973,7,2,3,83,16.3447
1973,7,2,4,85,10.6613
1973,7,2,5,108,10.3163
1973,7,3,1,146,7.5956
1973,7,3,2,134,9.6709
1973,7,3,3,109,9.7406
1973,7,3,4,93,9.5991
1973,7,3,5,90,13.4187
1973,8,1,1,131,-4.8972
1973,8,1,2,178,-5.9738
1973,8,1,3,166,-6.6582
1973,8,1,4,238,-7.9463
1973,8,1,5,307,-6.4875
1973,8,2,1,95,-4.0995
1973,8,2,2,83,-4.2625
1973,8,2,3,90,-5.0229
1973,8,2,4,97,-2.5878
1973,8,2,5,110,-2.6248
1973,8,3,1,156,-2.4503
1973,8,3,2,142,-2.7849
1973,8,3,3,119,-2.2837
1973,8,3,4,103,-4.3204
1973,8,3,5,91,-2.4871
1973,9,1,1,141,13.4540
1973,9,1,2,197,10.1970
1973,9,1,3,182,10.3927
1973,9,1,4,260,8.3611
1973,9,1,5,316,7.5655
1973,9,2,1,99,11.7552
1973,9,2,2,89,15.1177
1973,9,2,3,97,13.0504
1973,9,2,4,101,8.6687
1973,9,2,5,114,9.1147
1973,9,3,1,160,8.5707
1973,9,3,2,143,2.8055
1973,9,3,3,124,7.3518
1973,9,3,4,109,7.7272
1973,9,3,5,92,8.8086
1973,10,1,1,149,3.5781
1973,10,1,2,201,2.9516
1973,10,1,3,185,-0.5167
1973,10,1,4,270,-1.5266
1973,10,1,5,331,-1.0038
1973,10,2,1,105,4.1969
1973,10,2,2,91,-0.3736
1973,10,2,3,99,-2.5056
1973,10,2,4,104,-0.9962
1973,10,2,5,120,-2.6290
1973,10,3,1,161,2.0801
1973,10,3,2,144,-0.9887
1973,10,3,3,124,0.4119
1973,10,3,4,114,-2.2865
1973,10,3,5,94,-3.4793
1973,11,1,1,163,-14.9418
1973,11,1,2,209,-22.4220
1973,11,1,3,193,-22.8825
1973,11,1,4,287,-22.8353
1973,11,1,5,340,-20.6761
1973,11,2,1,112,-17.7533
1973,11,2,2,98,-20.1392
1973,11,2,3,105,-22.1319
1973,11,2,4,107,-22.0778
1973,11,2,5,125,-18.8915
1973,11,3,1,167,-11.4287
1973,11,3,2,148,-14.3841
1973,11,3,3,128,-16.1703
1973,11,3,4,116,-18.9125
1973,11,3,5,95,-16.5946
1973,12,1,1,169,-2.4181
1973,12,1,2,215,-4.8855
1973,12,1,3,200,-5.9792
1973,12,1,4,292,-4.9334
1973,12,1,5,343,-4.5308
1973,12,2,1,117,3.0242
1973,12,2,2,102,-3.1034
1973,12,2,3,107,-3.7900
1973,12,2,4,111,-1.6353
1973,12,2,5,126,-3.4193
1973,12,3,1,170,4.0866
1973,12,3,2,150,-1.1860
1973,12,3,3,130,-1.0523
1973,12,3,4,116,0.1207
1973,12,3,5,96,0.3017
1974,1,1,1,168,14.0629
1974,1,1,2,222,16.3890
1974,1,1,3,197,16.0208
1974,1,1,4,287,17.0805
1974,1,1,5,346,16.0821
1974,1,2,1,120,4.6650
1974,1,2,2,102,9.4471
1974,1,2,3,106,11.2568
1974,1,2,4,109,11.6064
1974,1,2,5,125,11.0570
1974,1,3,1,176,-1.7395
1974,1,3,2,146,1.7747
1974,1,3,3,132,1.3658
1974,1,3,4,113,2.8473
1974,1,3,5,95,5.9419
1974,2,1,1,169,-2.4971
1974,2,1,2,232,-0.1173
1974,2,1,3,208,-2.4883
1974,2,1,4,297,-2.1950
1974,2,1,5,352,-0.0127
1974,2,2,1,121,-0.8943
1974,2,2,2,106,-0.5681
1974,2,2,3,112,-1.8202
1974,2,2,4,113,0.5514
1974,2,2,5,128,2.4930
1974,2,3,1,179,0.4139
1974,2,3,2,147,-0.1015
1974,2,3,3,134,-1.4415
1974,2,3,4,117,-0.9266
1974,2,3,5,95,-0.1943
1974,3,1,1,170,0.5192
1974,3,1,2,233,-2.2228
1974,3,1,3,212,1.7860
1974,3,1,4,303,3.0448
1974,3,1,5,353,2.6183
1974,3,2,1,122,-1.2249
1974,3,2,2,105,-2.1355
1974,3,2,3,113,-2.2170
1974,3,2,4,113,0.4847
1974,3,2,5,126,-0.5848
1974,3,3,1,179,-3.2185
1974,3,3,2,146,-1.7755
1974,3,3,3,134,0.0922
1974,3,3,4,117,-2.3479
1974,3,3,5,95,0.3596
1974,4,1,1,166,-8.7309
1974,4,1,2,234,-5.2830
1974,4,1,3,215,-4.7446
1974,4,1,4,296,-5.2818
1974,4,1,5,353,-5.0148
1974,4,2,1,122,-7.0837
1974,4,2,2,103,-4.3083
1974,4,2,3,109,-6.6191
1974,4,2,4,113,-3.3085
1974,4,2,5,125,-5.7609
1974,4,3,1,180,-4.9054
1974,4,3,2,145,-3.8556
1974,4,3,3,128,-2.5413
1974,4,3,4,117,-3.1622
1974,4,3,5,94,-3.9190
1974,5,1,1,174,-8.5611
1974,5,1,2,250,-8.1942
1974,5,1,3,244,-6.3946
1974,5,1,4,322,-7.7787
1974,5,1,5,398,-8.3064
1974,5,2,1,140,-8.7383
1974,5,2,2,123,-6.0835
1974,5,2,3,119,-6.4520
1974,5,2,4,129,-7.3288
1974,5,2,5,141,-7.5480
1974,5,3,1,198,-8.0985
1974,5,3,2,164,-1.0388
1974,5,3,3,150,-1.2829
1974,5,3,4,126,-4.2665
1974,5,3,5,100,-3.6862
1974,6,1,1,171,-5.2553
1974,6,1,2,252,-2.8030
1974,6,1,3,256,-4.1881
1974,6,1,4,335,-0.9367
1974,6,1,5,395,-2.6917
1974,6,2,1,143,-5.3519
1974,6,2,2,122,-2.3089
1974,6,2,3,122,-3.5546
1974,6,2,4,137,-1.8604
