year,month,rank_ME,rank_RCA,nstocks,ret_vw
1985,3,1,2,191,-1.2062
1985,3,1,3,180,-4.3494
1985,3,1,4,192,-2.7014
1985,3,1,5,265,-4.4671
1985,3,2,1,50,-1.8564
1985,3,2,2,60,-3.8783
1985,3,2,3,48,-4.7380
1985,3,2,4,57,-6.2374
1985,3,2,5,55,-8.2063
1985,3,3,1,57,1.9842
1985,3,3,2,62,0.0086
1985,3,3,3,58,-2.1660
1985,3,3,4,68,-2.1212
1985,3,3,5,79,-3.9592
1985,4,1,1,164,-1.7453
1985,4,1,2,190,-0.7152
1985,4,1,3,177,-3.6668
1985,4,1,4,190,-1.5870
1985,4,1,5,265,-2.6234
1985,4,2,1,50,-5.3525
1985,4,2,2,60,-2.6391
1985,4,2,3,48,-4.1578
1985,4,2,4,57,-3.2144
1985,4,2,5,55,-4.6425
1985,4,3,1,56,1.6913
1985,4,3,2,62,0.4103
1985,4,3,3,57,-0.7902
1985,4,3,4,68,-1.6670
1985,4,3,5,79,-2.8035
1985,5,1,1,164,2.7383
1985,5,1,2,189,4.0068
1985,5,1,3,176,2.6476
1985,5,1,4,188,1.9792
1985,5,1,5,261,0.9021
1985,5,2,1,50,3.0066
1985,5,2,2,60,5.0206
1985,5,2,3,48,3.6413
1985,5,2,4,57,3.7027
1985,5,2,5,55,2.7496
1985,5,3,1,56,4.3709
1985,5,3,2,62,5.3829
1985,5,3,3,57,6.3814
1985,5,3,4,68,7.0985
1985,5,3,5,79,5.0967
1985,6,1,1,163,2.2182
1985,6,1,2,186,0.2661
1985,6,1,3,175,-0.6553
1985,6,1,4,187,0.0512
1985,6,1,5,261,-2.3909
1985,6,2,1,48,0.2303
1985,6,2,2,59,-0.6760
1985,6,2,3,48,-0.0216
1985,6,2,4,57,1.6649
1985,6,2,5,54,-0.2763
1985,6,3,1,56,1.3170
1985,6,3,2,62,0.8866
1985,6,3,3,56,4.7485
1985,6,3,4,68,1.6416
1985,6,3,5,79,0.0306
1985,7,1,1,193,2.1199
1985,7,1,2,196,5.3772
1985,7,1,3,192,2.4322
1985,7,1,4,218,2.3566
1985,7,1,5,385,4.0823
1985,7,2,1,58,2.4473
1985,7,2,2,54,3.9639
1985,7,2,3,55,4.4800
1985,7,2,4,60,4.2372
1985,7,2,5,58,4.1702
1985,7,3,1,54,0.5613
1985,7,3,2,56,-0.6501
1985,7,3,3,52,-1.9324
1985,7,3,4,64,1.8071
1985,7,3,5,71,3.7887
1985,8,1,1,191,0.5982
1985,8,1,2,195,-2.4307
1985,8,1,3,192,-1.4195
1985,8,1,4,217,0.5616
1985,8,1,5,376,-1.3789
1985,8,2,1,58,-0.3927
1985,8,2,2,54,-1.4537
1985,8,2,3,55,-3.5248
1985,8,2,4,60,-3.3951
1985,8,2,5,58,-2.5058
1985,8,3,1,54,0.6783
1985,8,3,2,56,0.8530
1985,8,3,3,52,0.2729
1985,8,3,4,64,-2.0835
1985,8,3,5,71,-1.8751
1985,9,1,1,189,-5.5973
1985,9,1,2,190,-5.9249
1985,9,1,3,190,-6.2321
1985,9,1,4,218,-7.1800
1985,9,1,5,371,-7.2505
1985,9,2,1,58,-4.8833
1985,9,2,2,54,-3.3178
1985,9,2,3,55,-7.0072
1985,9,2,4,59,-7.5207
1985,9,2,5,58,-10.8206
1985,9,3,1,54,-1.7229
1985,9,3,2,55,-1.9105
1985,9,3,3,51,-0.7992
1985,9,3,4,64,-3.1609
1985,9,3,5,71,-2.9879
1985,10,1,1,187,1.1573
1985,10,1,2,189,1.4978
1985,10,1,3,190,1.1581
1985,10,1,4,216,3.4036
1985,10,1,5,368,2.6952
1985,10,2,1,58,3.0456
1985,10,2,2,54,2.6849
1985,10,2,3,55,5.3250
1985,10,2,4,59,0.2014
1985,10,2,5,58,4.0964
1985,10,3,1,54,5.3665
1985,10,3,2,54,3.7147
1985,10,3,3,50,4.5465
1985,10,3,4,63,2.7378
1985,10,3,5,71,2.8319
1985,11,1,1,183,3.5650
1985,11,1,2,190,4.1920
1985,11,1,3,186,6.5215
1985,11,1,4,213,9.8834
1985,11,1,5,366,5.9028
1985,11,2,1,57,7.9970
1985,11,2,2,53,7.0439
1985,11,2,3,55,8.3986
1985,11,2,4,59,10.9516
1985,11,2,5,58,11.5162
1985,11,3,1,54,1.6028
1985,11,3,2,54,5.3192
1985,11,3,3,49,7.6467
1985,11,3,4,63,7.7976
1985,11,3,5,70,10.6732
1985,12,1,1,182,4.9593
1985,12,1,2,188,4.5884
1985,12,1,3,185,5.1292
1985,12,1,4,211,5.3784
1985,12,1,5,363,4.7146
1985,12,2,1,56,5.1318
1985,12,2,2,53,3.6436
1985,12,2,3,54,5.0131
1985,12,2,4,59,6.1609
1985,12,2,5,58,5.5969
1985,12,3,1,54,-2.0227
1985,12,3,2,54,3.4111
1985,12,3,3,47,5.8882
1985,12,3,4,62,5.9618
1985,12,3,5,70,6.4091
1986,1,1,1,179,-0.1658
1986,1,1,2,187,2.2963
1986,1,1,3,182,2.0392
1986,1,1,4,210,3.4310
1986,1,1,5,359,4.7005
1986,1,2,1,56,1.8793
1986,1,2,2,53,1.5855
1986,1,2,3,54,-0.4901
1986,1,2,4,59,-0.5165
1986,1,2,5,58,-1.2778
1986,1,3,1,54,-3.7593
1986,1,3,2,54,0.0195
1986,1,3,3,47,-2.1213
1986,1,3,4,61,0.8309
1986,1,3,5,70,0.2216
1986,2,1,1,177,6.7439
1986,2,1,2,187,5.9913
1986,2,1,3,183,6.5109
1986,2,1,4,210,6.7580
1986,2,1,5,353,5.1478
1986,2,2,1,56,7.3491
1986,2,2,2,53,6.7343
1986,2,2,3,54,8.6998
1986,2,2,4,58,6.9847
1986,2,2,5,57,4.9600
1986,2,3,1,54,3.8329
1986,2,3,2,54,6.7990
1986,2,3,3,47,9.9921
1986,2,3,4,61,10.4489
1986,2,3,5,70,6.7367
1986,3,1,1,176,6.5506
1986,3,1,2,187,2.7317
1986,3,1,3,183,3.2543
1986,3,1,4,209,4.2109
1986,3,1,5,352,4.7587
1986,3,2,1,56,6.9366
1986,3,2,2,53,4.7071
1986,3,2,3,54,3.3150
1986,3,2,4,57,2.1247
1986,3,2,5,56,2.9223
1986,3,3,1,54,1.8346
1986,3,3,2,54,5.6236
1986,3,3,3,47,3.2236
1986,3,3,4,61,7.0179
1986,3,3,5,70,4.7091
1986,4,1,1,175,2.1491
1986,4,1,2,185,2.0143
1986,4,1,3,184,3.6852
1986,4,1,4,206,3.0696
1986,4,1,5,350,3.8124
1986,4,2,1,55,2.2704
1986,4,2,2,53,-1.5741
1986,4,2,3,54,2.9891
1986,4,2,4,57,1.4593
1986,4,2,5,55,6.3008
1986,4,3,1,54,0.7690
1986,4,3,2,54,-0.3633
1986,4,3,3,47,1.8646
1986,4,3,4,61,-2.1831
1986,4,3,5,69,1.3947
1986,5,1,1,172,4.7730
1986,5,1,2,183,3.8518
1986,5,1,3,185,2.8342
1986,5,1,4,204,3.8734
1986,5,1,5,349,3.3550
1986,5,2,1,54,3.8712
1986,5,2,2,53,-0.2519
1986,5,2,3,54,4.0024
1986,5,2,4,57,3.5543
1986,5,2,5,55,0.3668
1986,5,3,1,54,5.8876
1986,5,3,2,54,6.8727
1986,5,3,3,46,2.9002
1986,5,3,4,61,3.9995
1986,5,3,5,69,3.3063
1986,6,1,1,172,-2.0551
1986,6,1,2,183,0.0335
1986,6,1,3,183,-0.4749
1986,6,1,4,205,-3.9515
1986,6,1,5,345,-2.4252
1986,6,2,1,54,2.4095
1986,6,2,2,53,-0.7546
1986,6,2,3,54,1.0199
1986,6,2,4,57,-3.1758
1986,6,2,5,55,-3.4506
1986,6,3,1,54,-1.9869
1986,6,3,2,53,1.3523
1986,6,3,3,46,1.8045
1986,6,3,4,61,0.2286
1986,6,3,5,69,0.1732
1986,7,1,1,178,-10.0114
1986,7,1,2,144,-6.1844
1986,7,1,3,169,-10.2249
1986,7,1,4,228,-8.6260
1986,7,1,5,444,-12.1408
1986,7,2,1,61,-10.5439
1986,7,2,2,55,-8.5987
1986,7,2,3,63,-8.9734
1986,7,2,4,59,-11.6987
1986,7,2,5,81,-14.1718
1986,7,3,1,55,-6.8096
1986,7,3,2,54,-4.7401
1986,7,3,3,46,-4.3795
1986,7,3,4,57,-8.1695
1986,7,3,5,73,-6.1133
1986,8,1,1,176,-0.7494
1986,8,1,2,142,0.4742
1986,8,1,3,165,1.5590
1986,8,1,4,225,1.2051
1986,8,1,5,444,1.0500
1986,8,2,1,61,3.0408
1986,8,2,2,54,2.7503
1986,8,2,3,63,5.7967
1986,8,2,4,59,3.8146
1986,8,2,5,81,5.9736
1986,8,3,1,55,15.1018
1986,8,3,2,54,8.7934
1986,8,3,3,46,5.3441
1986,8,3,4,57,7.0395
1986,8,3,5,73,6.1607
1986,9,1,1,174,-6.1837
1986,9,1,2,142,-4.8074
1986,9,1,3,165,-7.2750
1986,9,1,4,223,-6.0722
1986,9,1,5,439,-8.3117
1986,9,2,1,61,-5.0121
1986,9,2,2,54,-4.3259
1986,9,2,3,63,-6.8773
1986,9,2,4,59,-5.8254
1986,9,2,5,81,-8.8135
1986,9,3,1,55,-3.0158
1986,9,3,2,54,-6.0557
1986,9,3,3,46,-6.5322
1986,9,3,4,56,-7.4659
1986,9,3,5,73,-9.6047
1986,10,1,1,172,2.1744
1986,10,1,2,140,2.0367
1986,10,1,3,164,3.8961
1986,10,1,4,223,2.9882
1986,10,1,5,435,2.8177
1986,10,2,1,61,4.6548
1986,10,2,2,52,3.5495
1986,10,2,3,63,3.8348
1986,10,2,4,58,2.7395
1986,10,2,5,81,7.9493
1986,10,3,1,55,4.3953
1986,10,3,2,54,6.5878
1986,10,3,3,46,6.7928
1986,10,3,4,56,7.3571
1986,10,3,5,71,3.3650
1986,11,1,1,166,-2.6222
1986,11,1,2,139,-0.4073
1986,11,1,3,163,0.1717
1986,11,1,4,219,-1.8435
1986,11,1,5,430,-0.8423
1986,11,2,1,61,1.7227
1986,11,2,2,52,2.7653
1986,11,2,3,63,-0.1829
1986,11,2,4,57,0.7412
1986,11,2,5,81,2.6649
1986,11,3,1,54,2.2636
1986,11,3,2,54,3.0742
1986,11,3,3,46,2.8062
1986,11,3,4,55,4.7240
1986,11,3,5,71,3.7344
1986,12,1,1,162,-3.1881
1986,12,1,2,138,-1.9310
1986,12,1,3,161,-0.7861
1986,12,1,4,218,-3.0248
1986,12,1,5,426,-4.7315
1986,12,2,1,61,-1.5235
1986,12,2,2,51,-1.9702
1986,12,2,3,63,-2.2366
1986,12,2,4,57,-1.3018
1986,12,2,5,81,-3.9239
1986,12,3,1,53,-1.9533
1986,12,3,2,54,-1.1909
1986,12,3,3,46,-4.0018
1986,12,3,4,55,-2.8212
1986,12,3,5,71,-2.0294
1987,1,1,1,160,8.6186
1987,1,1,2,137,10.3225
1987,1,1,3,160,10.7047
1987,1,1,4,212,11.4901
1987,1,1,5,419,13.3251
1987,1,2,1,58,11.3749
1987,1,2,2,50,13.1659
1987,1,2,3,62,17.0586
1987,1,2,4,57,17.2858
1987,1,2,5,80,18.4059
1987,1,3,1,53,13.2694
1987,1,3,2,53,15.6847
1987,1,3,3,45,14.0545
1987,1,3,4,55,13.4997
1987,1,3,5,71,15.5549
1987,2,1,1,159,10.4301
1987,2,1,2,136,9.0006
1987,2,1,3,160,9.3546
1987,2,1,4,208,10.4600
1987,2,1,5,415,13.5286
1987,2,2,1,58,6.2929
1987,2,2,2,50,10.3840
1987,2,2,3,62,7.3077
1987,2,2,4,57,10.0059
1987,2,2,5,80,10.4110
1987,2,3,1,53,0.7716
1987,2,3,2,52,0.8045
1987,2,3,3,44,5.9371
1987,2,3,4,55,2.4985
1987,2,3,5,71,8.6333
1987,3,1,1,159,1.8675
1987,3,1,2,134,0.4948
1987,3,1,3,160,1.2452
1987,3,1,4,208,1.9032
1987,3,1,5,414,0.4290
1987,3,2,1,58,2.9007
1987,3,2,2,50,3.1378
1987,3,2,3,62,1.8439
1987,3,2,4,57,-2.6239
1987,3,2,5,79,-2.2909
1987,3,3,1,53,10.7754
1987,3,3,2,51,4.8111
1987,3,3,3,44,1.0258
1987,3,3,4,54,3.8866
1987,3,3,5,71,2.2410
1987,4,1,1,158,-2.9617
1987,4,1,2,134,-2.8317
1987,4,1,3,157,-3.7015
1987,4,1,4,205,-3.9795
1987,4,1,5,408,0.0382
1987,4,2,1,58,-2.3206
1987,4,2,2,50,-5.0609
1987,4,2,3,62,0.5324
1987,4,2,4,56,1.0544
1987,4,2,5,79,-0.7472
1987,4,3,1,52,-0.5757
1987,4,3,2,51,-0.3601
1987,4,3,3,44,-2.4830
1987,4,3,4,54,1.2425
1987,4,3,5,71,2.3711
1987,5,1,1,157,0.4602
1987,5,1,2,132,-0.0219
1987,5,1,3,157,-1.1642
1987,5,1,4,205,3.1203
1987,5,1,5,407,0.4336
1987,5,2,1,58,0.9910
1987,5,2,2,50,1.6786
1987,5,2,3,62,3.5708
1987,5,2,4,56,0.7454
1987,5,2,5,79,1.9321
1987,5,3,1,52,2.7151
1987,5,3,2,49,1.4495
1987,5,3,3,44,-0.2263
1987,5,3,4,54,0.3272
1987,5,3,5,71,0.6707
1987,6,1,1,157,3.1916
1987,6,1,2,132,3.3998
1987,6,1,3,155,2.8610
1987,6,1,4,204,0.7560
1987,6,1,5,405,-3.5119
1987,6,2,1,58,3.0091
1987,6,2,2,48,4.9434
1987,6,2,3,62,1.1709
1987,6,2,4,56,0.3343
1987,6,2,5,79,-2.3614
1987,6,3,1,52,5.6494
1987,6,3,2,49,6.0989
1987,6,3,3,44,5.7194
1987,6,3,4,54,4.3249
1987,6,3,5,71,3.1441
1987,7,1,1,173,1.8565
1987,7,1,2,210,3.1250
1987,7,1,3,161,3.7978
1987,7,1,4,203,0.3614
1987,7,1,5,489,0.2996
1987,7,2,1,40,5.5925
1987,7,2,2,52,6.9300
1987,7,2,3,68,3.0073
1987,7,2,4,56,1.8797
1987,7,2,5,79,-0.5082
1987,7,3,1,50,4.0659
1987,7,3,2,51,4.7467
1987,7,3,3,49,5.2325
1987,7,3,4,61,7.3894
1987,7,3,5,68,3.3492
1987,8,1,1,170,0.0558
1987,8,1,2,209,0.5675
1987,8,1,3,159,2.8547
1987,8,1,4,203,1.4344
1987,8,1,5,486,3.2517
1987,8,2,1,39,2.8997
1987,8,2,2,52,7.2591
1987,8,2,3,67,4.8677
1987,8,2,4,56,4.5268
1987,8,2,5,78,7.9118
1987,8,3,1,50,1.1963
1987,8,3,2,51,2.9628
1987,8,3,3,48,4.3305
1987,8,3,4,61,3.9568
1987,8,3,5,68,6.1826
1987,9,1,1,170,0.6137
1987,9,1,2,207,0.0555
1987,9,1,3,159,-2.3600
1987,9,1,4,198,0.5059
1987,9,1,5,485,-0.7622
1987,9,2,1,39,2.0527
1987,9,2,2,52,-1.1290
1987,9,2,3,67,1.2369
1987,9,2,4,54,-0.5522
1987,9,2,5,77,-1.2635
1987,9,3,1,50,-1.6185
1987,9,3,2,51,-1.8022
1987,9,3,3,48,-0.9844
1987,9,3,4,60,-2.4553
1987,9,3,5,68,-2.5329
1987,10,1,1,168,-35.1558
1987,10,1,2,207,-31.1995
1987,10,1,3,158,-31.7966
1987,10,1,4,195,-29.9394
1987,10,1,5,480,-36.1287
1987,10,2,1,37,-32.4085
1987,10,2,2,52,-25.9694
1987,10,2,3,66,-31.5682
1987,10,2,4,52,-34.1247
1987,10,2,5,77,-33.7862
1987,10,3,1,50,-20.1368
1987,10,3,2,50,-18.0159
1987,10,3,3,48,-23.3029
1987,10,3,4,60,-24.2330
1987,10,3,5,68,-22.4134
1987,11,1,1,165,-8.4068
1987,11,1,2,204,-6.3946
1987,11,1,3,156,-7.6653
1987,11,1,4,190,-4.4557
1987,11,1,5,478,-8.6423
1987,11,2,1,35,-4.8922
1987,11,2,2,50,-5.1490
1987,11,2,3,66,-2.8784
1987,11,2,4,52,-8.5076
1987,11,2,5,77,-9.2451
1987,11,3,1,50,-7.6500
1987,11,3,2,50,-8.6304
1987,11,3,3,48,-8.5246
1987,11,3,4,59,-6.4605
1987,11,3,5,68,-10.0296
1987,12,1,1,165,7.5131
1987,12,1,2,201,5.7494
1987,12,1,3,156,3.4148
1987,12,1,4,187,3.5950
1987,12,1,5,467,6.4896
1987,12,2,1,35,9.6344
1987,12,2,2,49,12.2124
1987,12,2,3,66,13.2172
1987,12,2,4,52,18.1931
1987,12,2,5,77,16.0416
1987,12,3,1,50,9.9180
1987,12,3,2,49,6.6884
1987,12,3,3,48,7.8172
1987,12,3,4,59,10.0552
1987,12,3,5,68,8.7891
1988,1,1,1,163,6.7761
1988,1,1,2,200,7.0436
1988,1,1,3,156,7.8442
1988,1,1,4,185,5.7125
1988,1,1,5,464,6.1864
1988,1,2,1,35,2.1533
1988,1,2,2,49,-0.6145
1988,1,2,3,64,2.0284
1988,1,2,4,51,-0.5405
1988,1,2,5,77,0.4860
1988,1,3,1,49,5.3134
1988,1,3,2,49,6.1667
1988,1,3,3,48,3.0766
1988,1,3,4,59,5.0938
1988,1,3,5,68,-1.1246
1988,2,1,1,162,6.4127
1988,2,1,2,200,6.3396
1988,2,1,3,155,7.2521
1988,2,1,4,184,10.3279
1988,2,1,5,456,8.7943
1988,2,2,1,35,10.5691
1988,2,2,2,49,9.6896
1988,2,2,3,64,8.2862
1988,2,2,4,51,8.8562
1988,2,2,5,74,12.0240
1988,2,3,1,49,4.8258
1988,2,3,2,49,5.3538
1988,2,3,3,48,5.2174
1988,2,3,4,59,5.2540
1988,2,3,5,68,5.2926
1988,3,1,1,161,6.4723
1988,3,1,2,199,4.7067
1988,3,1,3,153,5.0423
1988,3,1,4,180,7.7250
1988,3,1,5,451,3.5846
1988,3,2,1,35,2.9883
1988,3,2,2,49,3.3684
1988,3,2,3,63,3.6904
1988,3,2,4,51,6.2705
1988,3,2,5,73,4.7656
1988,3,3,1,49,0.7523
1988,3,3,2,49,-0.6145
1988,3,3,3,48,-2.7705
1988,3,3,4,59,-3.5657
1988,3,3,5,68,-5.9977
1988,4,1,1,161,1.6523
1988,4,1,2,198,5.4281
1988,4,1,3,151,1.4385
1988,4,1,4,178,0.8902
1988,4,1,5,445,1.2242
1988,4,2,1,35,3.0637
1988,4,2,2,49,0.3442
1988,4,2,3,62,1.7880
1988,4,2,4,51,2.7335
1988,4,2,5,74,3.1881
1988,4,3,1,49,3.6830
1988,4,3,2,49,2.8796
1988,4,3,3,48,-0.4621
1988,4,3,4,58,2.0049
1988,4,3,5,68,0.7498
1988,5,1,1,159,-1.9574
1988,5,1,2,195,-1.2565
1988,5,1,3,150,-2.8638
1988,5,1,4,178,-2.7943
1988,5,1,5,444,-5.3499
1988,5,2,1,34,-0.5029
1988,5,2,2,49,-0.8760
1988,5,2,3,62,-0.3749
1988,5,2,4,50,-2.1659
1988,5,2,5,74,-3.9897
1988,5,3,1,48,-0.6231
1988,5,3,2,49,0.9906
1988,5,3,3,48,-0.2814
1988,5,3,4,58,0.2830
1988,5,3,5,68,0.3010
1988,6,1,1,157,8.9021
1988,6,1,2,193,8.8155
1988,6,1,3,148,8.0322
1988,6,1,4,177,6.7921
1988,6,1,5,437,5.4063
1988,6,2,1,34,10.5025
1988,6,2,2,49,5.9607
1988,6,2,3,61,6.7416
1988,6,2,4,50,7.9112
1988,6,2,5,74,12.0226
1988,6,3,1,48,0.6452
1988,6,3,2,49,2.3877
1988,6,3,3,47,4.1939
1988,6,3,4,58,7.2648
1988,6,3,5,68,6.7200
1988,7,1,1,175,0.5283
1988,7,1,2,177,-0.4907
1988,7,1,3,177,-1.4421
1988,7,1,4,235,-1.7210
1988,7,1,5,478,-1.6106
1988,7,2,1,40,3.8745
1988,7,2,2,56,-1.5098
1988,7,2,3,60,-2.9629
1988,7,2,4,65,-6.4832
1988,7,2,5,71,-3.2116
1988,7,3,1,50,0.0425
1988,7,3,2,52,2.3997
1988,7,3,3,52,-3.1312
1988,7,3,4,56,-1.8892
1988,7,3,5,72,-2.3931
1988,8,1,1,175,-2.5691
1988,8,1,2,177,-2.2821
1988,8,1,3,175,-3.4107
1988,8,1,4,232,-2.4182
1988,8,1,5,473,-3.5462
1988,8,2,1,40,-0.6415
1988,8,2,2,55,-2.0040
1988,8,2,3,60,-2.9224
1988,8,2,4,64,-5.6080
1988,8,2,5,71,-4.8898
1988,8,3,1,50,-2.8372
1988,8,3,2,51,-0.8969
1988,8,3,3,52,-4.6238
1988,8,3,4,56,-4.6952
1988,8,3,5,71,-6.1397
1988,9,1,1,174,6.4204
1988,9,1,2,177,2.0835
1988,9,1,3,175,0.0327
1988,9,1,4,230,1.6424
1988,9,1,5,468,2.6425
1988,9,2,1,40,4.0076
1988,9,2,2,54,0.6751
1988,9,2,3,60,4.2714
1988,9,2,4,64,0.8923
1988,9,2,5,71,1.8381
1988,9,3,1,50,1.1410
1988,9,3,2,51,1.1901
1988,9,3,3,52,3.5081
1988,9,3,4,56,4.1153
1988,9,3,5,71,3.6217
1988,10,1,1,173,-4.4978
1988,10,1,2,174,-1.8366
1988,10,1,3,175,-3.1594
1988,10,1,4,226,-4.4144
1988,10,1,5,465,-3.6611
1988,10,2,1,38,-0.0804
1988,10,2,2,54,-1.3448
1988,10,2,3,59,-0.0273
1988,10,2,4,64,-5.2207
1988,10,2,5,69,-5.0809
1988,10,3,1,50,3.5310
1988,10,3,2,51,4.8938
1988,10,3,3,52,1.5667
1988,10,3,4,56,2.1337
1988,10,3,5,71,1.8778
1988,11,1,1,173,-2.6067
1988,11,1,2,172,-3.4757
1988,11,1,3,174,-3.7719
1988,11,1,4,225,-5.3475
1988,11,1,5,463,-5.8527
1988,11,2,1,38,-3.1660
1988,11,2,2,54,-2.2813
1988,11,2,3,56,-3.9644
1988,11,2,4,64,-4.2060
1988,11,2,5,69,-4.4122
1988,11,3,1,49,-0.7754
1988,11,3,2,51,-1.6526
1988,11,3,3,52,-0.9994
1988,11,3,4,56,-1.1980
1988,11,3,5,71,-1.8898
1988,12,1,1,172,2.8757
1988,12,1,2,169,2.7933
1988,12,1,3,173,3.9494
1988,12,1,4,221,3.9009
1988,12,1,5,458,5.4037
1988,12,2,1,38,4.6956
1988,12,2,2,54,5.1073
1988,12,2,3,56,4.5346
1988,12,2,4,64,9.0272
1988,12,2,5,69,8.2250
1988,12,3,1,49,2.7828
1988,12,3,2,50,2.1383
1988,12,3,3,52,1.2870
1988,12,3,4,56,2.4396
1988,12,3,5,70,2.4210
1989,1,1,1,171,5.1888
1989,1,1,2,167,3.1685
1989,1,1,3,171,6.8657
1989,1,1,4,220,3.6222
1989,1,1,5,453,6.5920
1989,1,2,1,38,4.3457
1989,1,2,2,54,4.0314
1989,1,2,3,56,3.1860
1989,1,2,4,64,1.1572
1989,1,2,5,68,3.5061
1989,1,3,1,48,6.6466
1989,1,3,2,49,5.1319
1989,1,3,3,52,7.1235
1989,1,3,4,56,7.5418
1989,1,3,5,70,8.1264
1989,2,1,1,170,0.2210
1989,2,1,2,166,0.9216
1989,2,1,3,169,0.9450
1989,2,1,4,219,-1.3378
1989,2,1,5,448,-1.3126
1989,2,2,1,37,1.0963
1989,2,2,2,54,2.3042
1989,2,2,3,56,2.1703
1989,2,2,4,63,-1.1166
1989,2,2,5,68,-1.0007
1989,2,3,1,47,-1.9362
1989,2,3,2,48,-3.1789
1989,2,3,3,52,-2.1614
1989,2,3,4,56,-3.4208
1989,2,3,5,70,-3.2186
1989,3,1,1,169,1.5472
1989,3,1,2,166,1.9542
1989,3,1,3,166,0.7562
1989,3,1,4,216,1.9293
1989,3,1,5,444,2.8496
1989,3,2,1,37,4.3298
1989,3,2,2,54,5.7649
1989,3,2,3,56,3.6457
1989,3,2,4,62,2.0248
1989,3,2,5,66,2.0375
1989,3,3,1,47,4.3176
1989,3,3,2,48,2.4207
1989,3,3,3,52,0.5055
1989,3,3,4,56,0.7277
1989,3,3,5,70,-1.2373
1989,4,1,1,168,1.3692
1989,4,1,2,165,3.3853
1989,4,1,3,165,5.2575
1989,4,1,4,211,2.5995
1989,4,1,5,438,2.1757
1989,4,2,1,37,5.9257
1989,4,2,2,54,2.3424
1989,4,2,3,55,4.4419
1989,4,2,4,62,4.9727
1989,4,2,5,65,4.2405
1989,4,3,1,47,4.7875
1989,4,3,2,47,3.1888
1989,4,3,3,52,6.1903
1989,4,3,4,56,4.1199
1989,4,3,5,70,5.5229
1989,5,1,1,167,1.4732
1989,5,1,2,165,4.1137
1989,5,1,3,164,2.9114
1989,5,1,4,208,3.2513
1989,5,1,5,438,4.3478
1989,5,2,1,37,0.5726
1989,5,2,2,51,4.5515
1989,5,2,3,55,3.9620
1989,5,2,4,62,5.5517
1989,5,2,5,65,3.2487
1989,5,3,1,47,3.7055
1989,5,3,2,47,3.7468
1989,5,3,3,52,6.0399
1989,5,3,4,56,2.7661
1989,5,3,5,70,2.2716
1989,6,1,1,166,0.7201
1989,6,1,2,161,-2.4130
1989,6,1,3,161,-1.6644
1989,6,1,4,205,-1.1584
1989,6,1,5,433,-3.2731
1989,6,2,1,36,-2.1467
1989,6,2,2,51,-3.9678
1989,6,2,3,55,0.0083
1989,6,2,4,61,-5.1889
1989,6,2,5,65,-6.0547
1989,6,3,1,47,-1.8052
1989,6,3,2,47,0.6429
1989,6,3,3,52,-2.5272
1989,6,3,4,56,-1.9223
1989,6,3,5,69,-2.5543
1989,7,1,1,138,2.2730
1989,7,1,2,212,3.8494
1989,7,1,3,150,2.9247
1989,7,1,4,237,1.6411
1989,7,1,5,521,1.4859
1989,7,2,1,37,5.7633
1989,7,2,2,55,1.9861
1989,7,2,3,40,4.5176
1989,7,2,4,53,3.9295
1989,7,2,5,82,4.2345
1989,7,3,1,50,7.4808
1989,7,3,2,50,9.1795
1989,7,3,3,51,7.4927
1989,7,3,4,51,5.7770
1989,7,3,5,59,11.2354
1989,8,1,1,136,1.2465
1989,8,1,2,211,0.8689
1989,8,1,3,148,3.4043
1989,8,1,4,236,2.1270
1989,8,1,5,517,1.7637
1989,8,2,1,37,2.1081
1989,8,2,2,55,3.5470
1989,8,2,3,40,2.6712
1989,8,2,4,53,5.4129
1989,8,2,5,82,1.5460
1989,8,3,1,50,1.8982
1989,8,3,2,49,1.8164
1989,8,3,3,50,5.7413
1989,8,3,4,51,3.9467
1989,8,3,5,58,0.9174
1989,9,1,1,135,-2.5261
1989,9,1,2,209,-0.0365
1989,9,1,3,147,0.1370
1989,9,1,4,236,0.4961
1989,9,1,5,512,0.7835
1989,9,2,1,37,-0.0730
1989,9,2,2,54,0.8055
1989,9,2,3,39,2.1376
1989,9,2,4,53,3.1164
1989,9,2,5,81,1.3611
1989,9,3,1,49,1.2972
1989,9,3,2,49,-1.6132
1989,9,3,3,50,-3.7540
1989,9,3,4,49,-2.9594
1989,9,3,5,58,1.4402
1989,10,1,1,134,-4.8808
1989,10,1,2,207,-6.1929
1989,10,1,3,147,-7.2577
1989,10,1,4,234,-5.2744
1989,10,1,5,508,-6.5058
1989,10,2,1,36,-4.8494
1989,10,2,2,54,-7.0652
1989,10,2,3,39,-6.5965
1989,10,2,4,53,-5.7946
1989,10,2,5,80,-4.8309
1989,10,3,1,49,0.5222
1989,10,3,2,49,-3.2957
1989,10,3,3,50,-5.4486
1989,10,3,4,49,-3.7425
1989,10,3,5,58,-0.5884
1989,11,1,1,134,-1.3785
1989,11,1,2,209,0.1999
1989,11,1,3,145,-1.2540
1989,11,1,4,230,0.4836
1989,11,1,5,502,-2.8522
1989,11,2,1,36,0.1792
1989,11,2,2,54,1.1913
1989,11,2,3,39,0.0564
1989,11,2,4,52,2.4432
1989,11,2,5,80,2.1392
1989,11,3,1,49,2.6289
1989,11,3,2,49,4.7801
1989,11,3,3,50,2.1831
1989,11,3,4,49,0.6564
1989,11,3,5,57,1.6972
