year,month,rank_ME,rank_r20a,nstocks,ret_vw
1967,1,1,1,14,15.3755
1967,1,1,2,16,20.1490
1967,1,1,3,21,19.6066
1967,1,1,4,32,19.4771
1967,1,1,5,32,17.1071
1967,1,2,1,20,15.4627
1967,1,2,2,26,13.8630
1967,1,2,3,25,13.4865
1967,1,2,4,37,17.3696
1967,1,2,5,36,14.9400
1967,1,3,1,85,6.2191
1967,1,3,2,76,6.8868
1967,1,3,3,72,8.1287
1967,1,3,4,51,8.8891
1967,1,3,5,51,12.8909
1967,2,1,1,33,3.9257
1967,2,1,2,22,3.8744
1967,2,1,3,22,1.7568
1967,2,1,4,22,4.1601
1967,2,1,5,16,5.0800
1967,2,2,1,38,1.4137
1967,2,2,2,27,-1.7658
1967,2,2,3,32,3.0034
1967,2,2,4,18,1.1486
1967,2,2,5,32,3.1087
1967,2,3,1,48,0.8577
1967,2,3,2,69,0.3695
1967,2,3,3,66,1.2537
1967,2,3,4,79,0.2882
1967,2,3,5,69,1.6581
1967,3,1,1,38,8.3310
1967,3,1,2,24,4.8399
1967,3,1,3,20,7.9303
1967,3,1,4,14,6.0141
1967,3,1,5,19,10.3719
1967,3,2,1,38,4.5707
1967,3,2,2,24,7.0580
1967,3,2,3,30,4.0508
1967,3,2,4,29,5.0740
1967,3,2,5,27,9.2712
1967,3,3,1,44,6.1530
1967,3,3,2,72,3.8845
1967,3,3,3,69,4.6605
1967,3,3,4,75,3.0794
1967,3,3,5,72,3.2183
1967,4,1,1,36,4.5903
1967,4,1,2,22,4.4236
1967,4,1,3,26,3.2310
1967,4,1,4,21,6.7990
1967,4,1,5,12,1.0045
1967,4,2,1,33,3.8969
1967,4,2,2,27,-0.4442
1967,4,2,3,27,3.0294
1967,4,2,4,27,2.4345
1967,4,2,5,34,1.9689
1967,4,3,1,53,2.9000
1967,4,3,2,69,6.3626
1967,4,3,3,67,5.7299
1967,4,3,4,72,4.5446
1967,4,3,5,73,2.7263
1967,5,1,1,34,2.0948
1967,5,1,2,25,2.5419
1967,5,1,3,25,2.0243
1967,5,1,4,21,-2.7100
1967,5,1,5,13,0.1535
1967,5,2,1,29,0.1265
1967,5,2,2,31,-2.6303
1967,5,2,3,33,-1.4758
1967,5,2,4,29,-1.7246
1967,5,2,5,23,-0.5532
1967,5,3,1,57,-3.9199
1967,5,3,2,63,-2.0998
1967,5,3,3,63,-5.7074
1967,5,3,4,68,-5.6186
1967,5,3,5,84,-3.7933
1967,6,1,1,32,10.9550
1967,6,1,2,23,7.4253
1967,6,1,3,18,5.7553
1967,6,1,4,23,4.7231
1967,6,1,5,23,6.0516
1967,6,2,1,36,6.3495
1967,6,2,2,34,5.1677
1967,6,2,3,34,8.2137
1967,6,2,4,19,5.2860
1967,6,2,5,23,3.3546
1967,6,3,1,53,3.0496
1967,6,3,2,63,4.8274
1967,6,3,3,66,2.2569
1967,6,3,4,76,0.6578
1967,6,3,5,73,1.4320
1967,7,1,1,33,6.9617
1967,7,1,2,23,9.1848
1967,7,1,3,24,8.1306
1967,7,1,4,16,16.1960
1967,7,1,5,22,8.1788
1967,7,2,1,20,5.9359
1967,7,2,2,29,11.4362
1967,7,2,3,25,7.2741
1967,7,2,4,34,9.8302
1967,7,2,5,42,7.8029
1967,7,3,1,67,0.3575
1967,7,3,2,68,4.3849
1967,7,3,3,72,7.4186
1967,7,3,4,68,7.9100
1967,7,3,5,56,6.7371
1967,8,1,1,29,-0.8029
1967,8,1,2,24,3.6794
1967,8,1,3,19,0.4417
1967,8,1,4,25,-0.0362
1967,8,1,5,22,0.0865
1967,8,2,1,27,0.6920
1967,8,2,2,30,-0.7845
1967,8,2,3,26,0.2909
1967,8,2,4,27,1.8756
1967,8,2,5,35,1.3279
1967,8,3,1,62,-1.6832
1967,8,3,2,66,-0.9447
1967,8,3,3,75,-0.5209
1967,8,3,4,67,-0.4768
1967,8,3,5,63,-0.5385
1967,9,1,1,29,3.9132
1967,9,1,2,23,3.6142
1967,9,1,3,24,6.7749
1967,9,1,4,18,4.6205
1967,9,1,5,24,3.5892
1967,9,2,1,28,4.9517
1967,9,2,2,28,2.6755
1967,9,2,3,26,3.8606
1967,9,2,4,29,3.8578
1967,9,2,5,34,2.5167
1967,9,3,1,65,1.7812
1967,9,3,2,70,4.2962
1967,9,3,3,69,4.3886
1967,9,3,4,71,1.9660
1967,9,3,5,61,2.6937
1967,10,1,1,28,-3.6346
1967,10,1,2,16,0.1714
1967,10,1,3,15,1.7940
1967,10,1,4,28,-3.7051
1967,10,1,5,33,-2.7852
1967,10,2,1,24,-1.3479
1967,10,2,2,27,-5.9785
1967,10,2,3,29,-3.8729
1967,10,2,4,26,-3.4462
1967,10,2,5,33,-2.9757
1967,10,3,1,66,-3.1992
1967,10,3,2,76,-4.7172
1967,10,3,3,74,-3.2351
1967,10,3,4,64,-1.2765
1967,10,3,5,54,-2.0975
1967,11,1,1,35,0.2195
1967,11,1,2,18,1.5947
1967,11,1,3,18,-1.8975
1967,11,1,4,29,0.2103
1967,11,1,5,16,0.1016
1967,11,2,1,36,1.7108
1967,11,2,2,26,0.6020
1967,11,2,3,24,0.6476
1967,11,2,4,25,-0.2092
1967,11,2,5,31,-1.1733
1967,11,3,1,49,-0.1598
1967,11,3,2,73,1.0766
1967,11,3,3,76,-0.6276
1967,11,3,4,64,0.0052
