year,month,rank_ME,rank_ETL,nstocks,ret_vw
1982,1,2,5,51,-4.1868
1982,1,3,1,105,1.1873
1982,1,3,2,108,-1.4602
1982,1,3,3,100,-4.4576
1982,1,3,4,89,-3.0020
1982,1,3,5,95,-3.7341
1982,2,1,1,55,-4.9449
1982,2,1,2,49,-1.0312
1982,2,1,3,51,-4.7808
1982,2,1,4,55,-2.3220
1982,2,1,5,77,-3.5554
1982,2,2,1,42,-7.6925
1982,2,2,2,46,-0.9769
1982,2,2,3,55,-0.7134
1982,2,2,4,67,-3.9222
1982,2,2,5,51,-4.1891
1982,2,3,1,104,-4.9373
1982,2,3,2,108,-4.3290
1982,2,3,3,100,-5.3765
1982,2,3,4,88,-5.7788
1982,2,3,5,95,-2.7586
1982,3,1,1,55,-3.8223
1982,3,1,2,49,-2.8573
1982,3,1,3,51,-2.5783
1982,3,1,4,54,1.5706
1982,3,1,5,76,0.3740
1982,3,2,1,42,0.1263
1982,3,2,2,46,0.2732
1982,3,2,3,55,1.5779
1982,3,2,4,66,-0.8517
1982,3,2,5,51,0.8673
1982,3,3,1,104,-1.2434
1982,3,3,2,108,0.7805
1982,3,3,3,100,-1.6047
1982,3,3,4,88,-0.3737
1982,3,3,5,95,0.2619
1982,4,1,1,54,3.8824
1982,4,1,2,48,9.3175
1982,4,1,3,51,4.8604
1982,4,1,4,53,6.9144
1982,4,1,5,76,3.4014
1982,4,2,1,41,6.5080
1982,4,2,2,45,6.9452
1982,4,2,3,55,3.9283
1982,4,2,4,65,5.9291
1982,4,2,5,51,3.1632
1982,4,3,1,104,5.1143
1982,4,3,2,107,2.3681
1982,4,3,3,100,4.7735
1982,4,3,4,87,5.0925
1982,4,3,5,95,4.4069
1982,5,1,1,53,-2.3334
1982,5,1,2,48,-0.5903
1982,5,1,3,50,-0.8500
1982,5,1,4,53,-5.6547
1982,5,1,5,74,-2.1889
1982,5,2,1,41,-3.7544
1982,5,2,2,45,-4.2816
1982,5,2,3,55,-4.3870
1982,5,2,4,65,-2.5320
1982,5,2,5,51,-2.2924
1982,5,3,1,104,-2.8260
1982,5,3,2,107,-1.9281
1982,5,3,3,100,-1.7072
1982,5,3,4,87,-1.9896
1982,5,3,5,95,-2.3754
1982,6,1,1,53,-1.1601
1982,6,1,2,47,-2.3421
1982,6,1,3,49,-2.5567
1982,6,1,4,53,1.4838
1982,6,1,5,72,-0.7309
1982,6,2,1,41,0.3642
1982,6,2,2,45,0.1193
1982,6,2,3,55,-1.8878
1982,6,2,4,65,2.3051
1982,6,2,5,50,-2.0816
1982,6,3,1,104,-0.6025
1982,6,3,2,107,-2.0827
1982,6,3,3,100,-3.3962
1982,6,3,4,87,-1.9626
1982,6,3,5,95,0.0011
1982,7,1,1,60,-2.9759
1982,7,1,2,58,1.3128
1982,7,1,3,50,-0.1414
1982,7,1,4,68,-2.1953
1982,7,1,5,60,-1.3604
1982,7,2,1,39,-0.2114
1982,7,2,2,59,0.4977
1982,7,2,3,45,-2.4678
1982,7,2,4,62,1.0981
1982,7,2,5,53,-0.5450
1982,7,3,1,116,-0.7581
1982,7,3,2,98,-2.4704
1982,7,3,3,109,-3.8603
1982,7,3,4,88,-3.1776
1982,7,3,5,100,-2.2354
1982,8,1,1,59,8.6388
1982,8,1,2,58,8.6298
1982,8,1,3,50,5.0231
1982,8,1,4,67,5.8417
1982,8,1,5,60,6.4174
1982,8,2,1,39,10.7044
1982,8,2,2,59,12.9111
1982,8,2,3,45,10.2755
1982,8,2,4,61,10.6253
1982,8,2,5,53,11.6739
1982,8,3,1,116,11.5956
1982,8,3,2,98,13.3223
1982,8,3,3,108,13.0240
1982,8,3,4,88,14.0100
1982,8,3,5,100,12.5513
1982,9,1,1,59,5.4882
1982,9,1,2,58,4.8224
1982,9,1,3,49,1.1886
1982,9,1,4,66,2.9111
1982,9,1,5,59,5.2812
1982,9,2,1,39,0.7134
1982,9,2,2,59,2.0762
1982,9,2,3,45,4.0415
1982,9,2,4,60,3.4851
1982,9,2,5,53,2.7396
1982,9,3,1,116,0.0886
1982,9,3,2,98,-0.3927
1982,9,3,3,109,2.4041
1982,9,3,4,88,0.7756
1982,9,3,5,99,2.0264
1982,10,1,1,59,13.4805
1982,10,1,2,58,9.3510
1982,10,1,3,49,11.7083
1982,10,1,4,67,14.5641
1982,10,1,5,58,14.6223
1982,10,2,1,38,16.5062
1982,10,2,2,58,13.8809
1982,10,2,3,44,10.9348
1982,10,2,4,59,13.4298
1982,10,2,5,53,11.8830
1982,10,3,1,116,11.1826
1982,10,3,2,98,10.9031
1982,10,3,3,108,8.8755
1982,10,3,4,88,10.7621
1982,10,3,5,99,7.5805
1982,11,1,1,58,13.4711
1982,11,1,2,58,3.8779
1982,11,1,3,49,9.0889
1982,11,1,4,66,12.2626
1982,11,1,5,59,8.5930
1982,11,2,1,37,8.0598
1982,11,2,2,58,10.0515
1982,11,2,3,44,7.8118
1982,11,2,4,59,5.6583
1982,11,2,5,53,8.9115
1982,11,3,1,115,4.6729
1982,11,3,2,98,5.5340
1982,11,3,3,108,1.1452
1982,11,3,4,88,3.0636
1982,11,3,5,99,3.8804
1982,12,1,1,58,0.5342
1982,12,1,2,58,5.0334
1982,12,1,3,49,0.2219
1982,12,1,4,65,0.3690
1982,12,1,5,60,-0.7931
1982,12,2,1,37,2.8622
1982,12,2,2,58,2.4297
1982,12,2,3,44,2.5359
1982,12,2,4,59,3.0182
1982,12,2,5,53,2.7540
1982,12,3,1,115,2.4582
1982,12,3,2,98,0.0332
1982,12,3,3,108,2.0772
1982,12,3,4,88,3.0437
1982,12,3,5,99,2.4462
1983,1,1,1,58,11.3043
1983,1,1,2,57,7.7905
1983,1,1,3,49,10.3270
1983,1,1,4,65,10.7524
1983,1,1,5,59,10.7482
1983,1,2,1,37,4.8109
1983,1,2,2,57,1.8359
1983,1,2,3,44,5.3639
1983,1,2,4,58,5.2524
1983,1,2,5,53,8.4311
1983,1,3,1,114,5.3238
1983,1,3,2,98,3.7772
1983,1,3,3,108,2.3997
1983,1,3,4,88,2.6449
1983,1,3,5,98,3.0829
1983,2,1,1,57,7.7708
1983,2,1,2,56,5.8968
1983,2,1,3,49,8.5041
1983,2,1,4,64,7.3008
1983,2,1,5,57,7.8522
1983,2,2,1,36,5.6166
1983,2,2,2,57,5.9435
1983,2,2,3,43,7.1823
1983,2,2,4,58,3.3611
1983,2,2,5,53,4.5637
1983,2,3,1,114,1.4952
1983,2,3,2,97,2.5211
1983,2,3,3,108,2.4284
1983,2,3,4,88,3.7447
1983,2,3,5,98,4.3286
1983,3,1,1,57,4.8333
1983,3,1,2,56,7.6098
1983,3,1,3,48,4.3683
1983,3,1,4,64,3.3105
1983,3,1,5,57,6.5920
1983,3,2,1,36,4.7241
1983,3,2,2,57,5.2799
1983,3,2,3,43,3.9553
1983,3,2,4,58,5.7382
1983,3,2,5,53,4.5631
1983,3,3,1,114,2.1846
1983,3,3,2,97,2.1765
1983,3,3,3,107,5.2100
1983,3,3,4,88,2.8936
1983,3,3,5,97,2.7902
1983,4,1,1,57,9.5143
1983,4,1,2,55,7.5322
1983,4,1,3,48,7.7228
1983,4,1,4,64,6.1225
1983,4,1,5,56,12.6711
1983,4,2,1,36,7.6281
1983,4,2,2,56,6.2580
1983,4,2,3,43,6.1418
1983,4,2,4,58,5.0770
1983,4,2,5,53,5.8443
1983,4,3,1,114,8.6425
1983,4,3,2,95,4.8727
1983,4,3,3,107,7.0340
1983,4,3,4,88,6.3368
1983,4,3,5,97,5.1650
1983,5,1,1,57,13.6681
1983,5,1,2,55,6.7718
1983,5,1,3,48,9.1855
1983,5,1,4,64,13.6590
1983,5,1,5,56,7.4337
1983,5,2,1,36,7.4717
1983,5,2,2,56,2.6688
1983,5,2,3,43,2.5554
1983,5,2,4,58,3.1369
1983,5,2,5,53,7.1086
1983,5,3,1,114,-2.0475
1983,5,3,2,95,-0.7665
1983,5,3,3,107,-0.4565
1983,5,3,4,88,2.3690
1983,5,3,5,97,1.8961
1983,6,1,1,57,8.8709
1983,6,1,2,56,5.5326
1983,6,1,3,48,2.9173
1983,6,1,4,64,0.3305
1983,6,1,5,56,3.6245
1983,6,2,1,36,7.3409
1983,6,2,2,56,4.0143
1983,6,2,3,42,8.2719
1983,6,2,4,58,6.9031
1983,6,2,5,53,2.7861
1983,6,3,1,113,3.9473
1983,6,3,2,95,4.6836
1983,6,3,3,107,3.8105
1983,6,3,4,88,2.3404
1983,6,3,5,96,4.0679
1983,7,1,1,93,-0.1212
1983,7,1,2,94,0.3891
1983,7,1,3,91,-0.5283
1983,7,1,4,72,0.0963
1983,7,1,5,67,-0.8570
1983,7,2,1,67,1.1652
1983,7,2,2,72,-2.1837
1983,7,2,3,71,-3.0312
1983,7,2,4,72,-0.7628
1983,7,2,5,59,-2.2780
1983,7,3,1,108,-2.8296
1983,7,3,2,107,-1.5895
1983,7,3,3,103,-3.7627
1983,7,3,4,101,-3.0249
1983,7,3,5,126,-3.7137
1983,8,1,1,92,-3.2353
1983,8,1,2,94,-1.3990
1983,8,1,3,91,-3.7247
1983,8,1,4,72,-1.3539
1983,8,1,5,67,-2.7586
1983,8,2,1,67,-4.1937
1983,8,2,2,71,-1.2466
1983,8,2,3,71,-3.4930
1983,8,2,4,72,-0.3135
1983,8,2,5,59,-1.3659
1983,8,3,1,108,2.9296
1983,8,3,2,107,1.9622
1983,8,3,3,103,1.7703
1983,8,3,4,101,0.3442
1983,8,3,5,125,0.6861
1983,9,1,1,92,-0.0610
1983,9,1,2,92,-0.0010
1983,9,1,3,90,2.3109
1983,9,1,4,72,1.6980
1983,9,1,5,66,3.0794
1983,9,2,1,66,2.6567
1983,9,2,2,69,1.3903
1983,9,2,3,71,5.9396
1983,9,2,4,72,4.8235
1983,9,2,5,58,3.0056
1983,9,3,1,108,1.4020
1983,9,3,2,107,-0.7647
1983,9,3,3,103,0.8935
1983,9,3,4,101,3.3158
1983,9,3,5,123,3.6288
1983,10,1,1,92,-6.0136
1983,10,1,2,91,-4.4706
1983,10,1,3,89,-5.1314
1983,10,1,4,71,-0.7024
1983,10,1,5,66,-6.4755
1983,10,2,1,66,-5.5952
1983,10,2,2,69,-3.2521
1983,10,2,3,71,-6.3722
1983,10,2,4,72,-2.9342
1983,10,2,5,57,-4.1470
1983,10,3,1,107,-2.7395
1983,10,3,2,107,-0.9789
1983,10,3,3,103,-1.5431
1983,10,3,4,99,-0.5135
1983,10,3,5,122,-0.0948
1983,11,1,1,91,2.9919
1983,11,1,2,91,4.3149
1983,11,1,3,88,6.8196
1983,11,1,4,70,5.2764
1983,11,1,5,66,5.6875
1983,11,2,1,66,6.6727
1983,11,2,2,69,3.7620
1983,11,2,3,70,5.6847
1983,11,2,4,70,5.0885
1983,11,2,5,56,5.0396
1983,11,3,1,107,3.0220
1983,11,3,2,107,4.0114
1983,11,3,3,103,1.9356
1983,11,3,4,99,-0.4139
1983,11,3,5,122,1.8988
1983,12,1,1,91,0.5165
1983,12,1,2,91,1.3462
1983,12,1,3,87,1.2357
1983,12,1,4,71,-1.6731
1983,12,1,5,66,-1.0784
1983,12,2,1,66,-0.1109
1983,12,2,2,69,-1.1458
1983,12,2,3,69,-1.7969
1983,12,2,4,70,-1.0725
1983,12,2,5,56,-1.9089
1983,12,3,1,107,0.1675
1983,12,3,2,107,-0.2256
1983,12,3,3,103,-0.6805
1983,12,3,4,99,-0.5437
1983,12,3,5,122,-1.8870
1984,1,1,1,89,1.0286
1984,1,1,2,90,0.2356
1984,1,1,3,87,0.9820
1984,1,1,4,71,-0.4308
1984,1,1,5,66,-0.2313
1984,1,2,1,66,-2.4571
1984,1,2,2,68,-1.6184
1984,1,2,3,69,-1.7011
1984,1,2,4,70,0.1305
1984,1,2,5,56,-1.6219
1984,1,3,1,107,0.1458
1984,1,3,2,106,-1.3251
1984,1,3,3,103,-0.4283
1984,1,3,4,99,-0.8070
1984,1,3,5,120,-1.1517
1984,2,1,1,89,-6.8791
1984,2,1,2,88,-4.1770
1984,2,1,3,87,-5.5252
1984,2,1,4,69,-4.5808
1984,2,1,5,66,-6.7582
1984,2,2,1,66,-5.9968
1984,2,2,2,68,-2.9554
1984,2,2,3,69,-5.7515
1984,2,2,4,70,-5.0315
1984,2,2,5,56,-3.2890
1984,2,3,1,107,-4.4481
1984,2,3,2,106,-4.1010
1984,2,3,3,102,-2.2075
1984,2,3,4,99,-2.4623
1984,2,3,5,120,-5.0880
1984,3,1,1,89,3.0623
1984,3,1,2,87,1.1726
1984,3,1,3,86,0.6950
1984,3,1,4,68,1.7013
1984,3,1,5,66,2.9034
1984,3,2,1,65,2.4930
1984,3,2,2,67,2.8799
1984,3,2,3,68,2.0308
1984,3,2,4,69,1.5797
1984,3,2,5,56,-0.5675
1984,3,3,1,107,2.1103
1984,3,3,2,105,2.4662
1984,3,3,3,102,-0.2276
1984,3,3,4,99,1.0553
1984,3,3,5,119,2.4320
1984,4,1,1,89,0.2729
1984,4,1,2,87,-0.6770
1984,4,1,3,85,-0.7857
1984,4,1,4,68,-0.5532
1984,4,1,5,66,2.3197
1984,4,2,1,65,-0.4771
1984,4,2,2,67,0.9348
1984,4,2,3,67,-1.1427
1984,4,2,4,67,0.0842
1984,4,2,5,56,3.7498
1984,4,3,1,107,0.1307
1984,4,3,2,105,2.1818
1984,4,3,3,102,1.0710
1984,4,3,4,99,0.5084
1984,4,3,5,119,1.1037
1984,5,1,1,88,-0.9102
1984,5,1,2,87,-4.9777
1984,5,1,3,83,-5.2955
1984,5,1,4,66,-5.2565
1984,5,1,5,66,-3.2574
1984,5,2,1,65,-5.5581
1984,5,2,2,66,-6.4286
1984,5,2,3,67,-6.0252
1984,5,2,4,66,-3.6239
1984,5,2,5,56,-1.4250
1984,5,3,1,106,-6.3564
1984,5,3,2,105,-6.2614
1984,5,3,3,102,-4.3782
1984,5,3,4,99,-4.2008
1984,5,3,5,119,-3.3809
1984,6,1,1,88,3.5335
1984,6,1,2,86,3.8782
1984,6,1,3,82,1.8790
1984,6,1,4,65,3.6954
1984,6,1,5,66,6.6547
1984,6,2,1,65,1.1006
1984,6,2,2,66,0.5232
1984,6,2,3,67,2.9493
1984,6,2,4,66,3.5419
1984,6,2,5,55,1.3646
1984,6,3,1,106,2.2149
1984,6,3,2,105,2.6789
1984,6,3,3,102,2.8311
1984,6,3,4,99,1.2986
1984,6,3,5,119,2.4322
1984,7,1,1,115,-3.8548
1984,7,1,2,132,-4.2945
1984,7,1,3,115,-2.6677
1984,7,1,4,106,-3.1975
1984,7,1,5,101,-3.5603
1984,7,2,1,83,-3.7603
1984,7,2,2,79,-4.4540
1984,7,2,3,88,-5.1091
1984,7,2,4,76,-3.3110
1984,7,2,5,69,-3.1942
1984,7,3,1,103,-1.2307
1984,7,3,2,98,-1.1595
1984,7,3,3,117,-1.3591
1984,7,3,4,123,-1.8447
1984,7,3,5,125,-1.7616
1984,8,1,1,113,12.4516
1984,8,1,2,132,10.1556
1984,8,1,3,114,9.5262
1984,8,1,4,104,10.4178
1984,8,1,5,100,9.4074
1984,8,2,1,82,13.1637
1984,8,2,2,79,13.5423
1984,8,2,3,87,12.8704
1984,8,2,4,76,11.3763
1984,8,2,5,69,11.5130
1984,8,3,1,103,11.6163
1984,8,3,2,97,12.3266
1984,8,3,3,116,11.6265
1984,8,3,4,122,9.4880
1984,8,3,5,124,10.2022
1984,9,1,1,113,1.5360
1984,9,1,2,132,-0.0961
1984,9,1,3,113,0.4810
1984,9,1,4,104,-0.4443
1984,9,1,5,100,-0.2014
1984,9,2,1,82,0.5829
1984,9,2,2,78,-1.4187
1984,9,2,3,87,-0.4399
1984,9,2,4,75,1.4907
1984,9,2,5,67,0.5845
1984,9,3,1,103,-1.3249
1984,9,3,2,97,-1.9843
1984,9,3,3,116,-0.4429
1984,9,3,4,121,0.4829
1984,9,3,5,123,1.1330
1984,10,1,1,111,-3.4778
1984,10,1,2,132,-0.8310
1984,10,1,3,113,-2.4739
1984,10,1,4,105,-0.4565
1984,10,1,5,99,-0.8563
1984,10,2,1,80,-0.5677
1984,10,2,2,78,-0.6683
1984,10,2,3,87,-2.6276
1984,10,2,4,75,-0.3485
1984,10,2,5,65,0.8860
1984,10,3,1,103,0.0152
1984,10,3,2,96,1.4544
1984,10,3,3,116,-0.5168
1984,10,3,4,120,1.0031
1984,10,3,5,122,0.6332
1984,11,1,1,109,-2.5756
1984,11,1,2,132,-2.9865
1984,11,1,3,111,-1.2529
1984,11,1,4,104,-1.9205
1984,11,1,5,99,-2.1920
1984,11,2,1,79,-2.2597
1984,11,2,2,77,-1.1117
1984,11,2,3,87,-0.3270
1984,11,2,4,75,-0.5295
1984,11,2,5,65,-0.6040
1984,11,3,1,103,-1.6779
1984,11,3,2,95,-0.8444
1984,11,3,3,116,-0.5963
1984,11,3,4,118,-0.6443
1984,11,3,5,122,-0.8224
1984,12,1,1,107,0.1192
1984,12,1,2,132,1.8709
1984,12,1,3,111,1.2157
1984,12,1,4,104,-0.2032
1984,12,1,5,96,0.9634
1984,12,2,1,79,2.0793
1984,12,2,2,77,1.5777
1984,12,2,3,87,2.7631
1984,12,2,4,75,2.2096
1984,12,2,5,64,1.1146
1984,12,3,1,103,3.2128
1984,12,3,2,93,2.2843
1984,12,3,3,115,2.2027
1984,12,3,4,117,1.8242
1984,12,3,5,122,1.6195
1985,1,1,1,108,12.0860
1985,1,1,2,132,9.9275
1985,1,1,3,111,11.2293
1985,1,1,4,104,12.2157
1985,1,1,5,96,11.5808
1985,1,2,1,79,10.2048
1985,1,2,2,77,10.0076
1985,1,2,3,87,11.4153
1985,1,2,4,75,10.1560
1985,1,2,5,63,8.8502
1985,1,3,1,102,7.4819
1985,1,3,2,92,8.0352
1985,1,3,3,115,7.5384
1985,1,3,4,117,7.6974
1985,1,3,5,122,6.3975
1985,2,1,1,106,5.7146
1985,2,1,2,132,2.8682
1985,2,1,3,110,3.6179
1985,2,1,4,103,2.3878
1985,2,1,5,95,1.9472
1985,2,2,1,79,1.8363
1985,2,2,2,76,0.6534
1985,2,2,3,87,2.2736
1985,2,2,4,73,0.7931
1985,2,2,5,63,3.4883
1985,2,3,1,102,0.7858
1985,2,3,2,91,0.4383
1985,2,3,3,115,1.1496
1985,2,3,4,117,2.6136
1985,2,3,5,121,2.4300
1985,3,1,1,106,-1.3658
1985,3,1,2,129,-2.1500
1985,3,1,3,109,-1.2734
1985,3,1,4,102,-3.1377
1985,3,1,5,94,-2.7240
1985,3,2,1,79,-1.5669
1985,3,2,2,74,-2.9051
1985,3,2,3,85,-1.7251
1985,3,2,4,73,1.2565
1985,3,2,5,63,-1.2539
1985,3,3,1,102,-0.4876
1985,3,3,2,91,-0.5839
1985,3,3,3,115,0.3020
1985,3,3,4,116,-0.1591
1985,3,3,5,120,2.0243
1985,4,1,1,105,-0.6423
1985,4,1,2,129,-2.6281
1985,4,1,3,108,-1.6030
1985,4,1,4,101,-0.2842
1985,4,1,5,92,-0.6372
1985,4,2,1,78,-3.6145
1985,4,2,2,74,-1.0708
1985,4,2,3,85,-0.2986
1985,4,2,4,73,-1.4471
1985,4,2,5,63,0.9244
1985,4,3,1,102,-2.7945
1985,4,3,2,91,-2.2983
1985,4,3,3,115,-0.3117
1985,4,3,4,116,-0.6619
1985,4,3,5,120,2.0659
1985,5,1,1,104,3.1738
1985,5,1,2,129,3.5396
1985,5,1,3,109,1.6008
1985,5,1,4,100,2.8089
1985,5,1,5,92,5.0498
1985,5,2,1,78,5.5297
1985,5,2,2,74,3.7725
1985,5,2,3,85,3.2106
1985,5,2,4,72,5.8118
1985,5,2,5,63,4.6982
1985,5,3,1,102,8.0928
1985,5,3,2,91,6.1749
1985,5,3,3,115,3.9634
1985,5,3,4,116,6.2145
1985,5,3,5,120,6.2754
1985,6,1,1,101,1.0453
1985,6,1,2,129,1.1939
1985,6,1,3,107,0.3744
1985,6,1,4,100,0.5172
1985,6,1,5,92,0.8472
1985,6,2,1,78,2.5477
1985,6,2,2,72,-0.3646
1985,6,2,3,84,1.7005
1985,6,2,4,72,1.7348
1985,6,2,5,63,1.7870
1985,6,3,1,102,1.3823
1985,6,3,2,91,1.9600
1985,6,3,3,114,0.4401
1985,6,3,4,115,1.7965
1985,6,3,5,120,3.0196
1985,7,1,1,107,2.8268
1985,7,1,2,136,4.0183
1985,7,1,3,114,1.4694
1985,7,1,4,122,4.1390
1985,7,1,5,139,1.9809
1985,7,2,1,71,2.7605
1985,7,2,2,62,2.2664
1985,7,2,3,78,2.3461
1985,7,2,4,83,2.0594
1985,7,2,5,72,2.5046
1985,7,3,1,114,-1.2357
1985,7,3,2,126,0.7040
1985,7,3,3,106,0.8122
1985,7,3,4,108,-0.5352
1985,7,3,5,118,-1.1542
1985,8,1,1,107,-0.2322
1985,8,1,2,136,-1.0332
1985,8,1,3,114,-1.3424
1985,8,1,4,122,-0.8423
1985,8,1,5,135,-0.5265
1985,8,2,1,70,0.9307
1985,8,2,2,62,-0.7329
1985,8,2,3,78,-0.6218
1985,8,2,4,83,-0.8527
1985,8,2,5,72,-1.8067
1985,8,3,1,114,-0.9025
1985,8,3,2,126,-1.1521
1985,8,3,3,106,-0.7395
1985,8,3,4,108,0.3851
1985,8,3,5,117,1.5158
1985,9,1,1,107,-3.0353
1985,9,1,2,136,-5.5908
1985,9,1,3,114,-4.4930
1985,9,1,4,120,-4.5275
1985,9,1,5,132,-6.2024
1985,9,2,1,70,-2.9300
1985,9,2,2,62,-5.3099
1985,9,2,3,78,-3.8395
1985,9,2,4,83,-4.7565
1985,9,2,5,72,-5.3379
1985,9,3,1,114,-2.6618
1985,9,3,2,124,-3.8751
1985,9,3,3,106,-3.1056
1985,9,3,4,108,-2.9972
1985,9,3,5,117,-2.8746
1985,10,1,1,107,1.1847
1985,10,1,2,136,1.8628
1985,10,1,3,114,2.5911
1985,10,1,4,119,2.3837
1985,10,1,5,130,3.5074
1985,10,2,1,70,3.5910
1985,10,2,2,62,1.6868
1985,10,2,3,78,2.7040
1985,10,2,4,83,5.8324
1985,10,2,5,71,4.6967
1985,10,3,1,113,1.9309
1985,10,3,2,124,3.0992
1985,10,3,3,106,4.9843
1985,10,3,4,107,4.0124
1985,10,3,5,114,6.4314
1985,11,1,1,107,6.8468
1985,11,1,2,136,5.8591
1985,11,1,3,112,5.9363
1985,11,1,4,119,6.2442
1985,11,1,5,128,5.8579
1985,11,2,1,70,5.8451
1985,11,2,2,61,7.2073
1985,11,2,3,78,4.3352
1985,11,2,4,82,5.3557
1985,11,2,5,70,7.1536
1985,11,3,1,113,7.9820
1985,11,3,2,123,9.0769
1985,11,3,3,106,6.3783
1985,11,3,4,106,5.7336
1985,11,3,5,114,5.0611
1985,12,1,1,107,5.7537
1985,12,1,2,135,4.0483
1985,12,1,3,111,4.6742
1985,12,1,4,118,3.5780
1985,12,1,5,128,2.9522
1985,12,2,1,70,2.2679
1985,12,2,2,60,3.8635
1985,12,2,3,77,4.3608
1985,12,2,4,79,3.8070
1985,12,2,5,70,4.3462
1985,12,3,1,112,4.8556
1985,12,3,2,122,4.5893
1985,12,3,3,106,5.5112
1985,12,3,4,106,3.2711
1985,12,3,5,114,3.3475
1986,1,1,1,105,1.1553
1986,1,1,2,135,0.7131
1986,1,1,3,112,1.4175
1986,1,1,4,117,2.7052
1986,1,1,5,127,0.7666
1986,1,2,1,69,1.3031
1986,1,2,2,60,2.0586
1986,1,2,3,77,1.1192
1986,1,2,4,78,0.9222
1986,1,2,5,70,0.7005
1986,1,3,1,112,0.6388
1986,1,3,2,119,1.2866
1986,1,3,3,106,-0.7724
1986,1,3,4,106,2.5571
1986,1,3,5,113,-0.4646
1986,2,1,1,105,6.1500
1986,2,1,2,134,6.4311
1986,2,1,3,111,7.8106
1986,2,1,4,117,7.9536
1986,2,1,5,126,6.7905
1986,2,2,1,69,7.3341
1986,2,2,2,59,8.6250
1986,2,2,3,77,6.9313
1986,2,2,4,77,5.7844
1986,2,2,5,69,7.1745
1986,2,3,1,111,9.7928
1986,2,3,2,119,9.4167
1986,2,3,3,106,6.4752
1986,2,3,4,106,6.4494
1986,2,3,5,112,6.1854
1986,3,1,1,104,8.0779
1986,3,1,2,133,5.1292
1986,3,1,3,111,4.3396
1986,3,1,4,116,5.8227
1986,3,1,5,126,4.3343
1986,3,2,1,69,6.2787
1986,3,2,2,58,6.4215
1986,3,2,3,77,3.7744
1986,3,2,4,77,5.6034
1986,3,2,5,69,4.2380
1986,3,3,1,111,5.5577
1986,3,3,2,119,5.0008
1986,3,3,3,105,5.6589
1986,3,3,4,105,5.1651
1986,3,3,5,112,4.8250
1986,4,1,1,103,1.0491
1986,4,1,2,132,0.9462
1986,4,1,3,110,-1.2068
1986,4,1,4,114,0.4655
1986,4,1,5,125,1.8764
1986,4,2,1,69,0.3317
1986,4,2,2,58,0.7503
1986,4,2,3,76,-1.8762
1986,4,2,4,77,0.1705
1986,4,2,5,69,0.2344
1986,4,3,1,111,-0.1764
1986,4,3,2,118,-1.0986
1986,4,3,3,105,-0.4044
1986,4,3,4,105,-0.0961
1986,4,3,5,112,-1.5715
1986,5,1,1,102,3.5506
1986,5,1,2,132,3.3571
1986,5,1,3,108,4.1509
1986,5,1,4,112,4.5702
1986,5,1,5,124,3.9551
1986,5,2,1,68,5.1572
1986,5,2,2,58,3.3402
1986,5,2,3,76,3.7039
1986,5,2,4,77,5.5099
1986,5,2,5,68,2.4316
1986,5,3,1,110,5.0383
1986,5,3,2,116,4.6688
1986,5,3,3,105,4.9910
1986,5,3,4,104,6.2183
1986,5,3,5,110,5.4663
1986,6,1,1,101,-0.2906
1986,6,1,2,131,0.7002
1986,6,1,3,107,0.5833
1986,6,1,4,111,-0.7158
1986,6,1,5,123,3.9568
1986,6,2,1,68,1.5990
1986,6,2,2,57,-1.9289
1986,6,2,3,76,1.2637
1986,6,2,4,77,0.0730
1986,6,2,5,68,0.9062
1986,6,3,1,110,-0.1714
1986,6,3,2,115,2.1205
1986,6,3,3,104,1.5156
1986,6,3,4,102,2.7210
1986,6,3,5,110,1.9862
1986,7,1,1,58,-10.8551
1986,7,1,2,116,-5.8966
1986,7,1,3,103,-8.3763
1986,7,1,4,138,-9.6536
1986,7,1,5,182,-6.6518
1986,7,2,1,70,-5.9045
1986,7,2,2,70,-8.1917
1986,7,2,3,64,-8.9893
1986,7,2,4,66,-8.7072
1986,7,2,5,88,-10.2632
1986,7,3,1,130,-6.9245
1986,7,3,2,106,-5.1452
1986,7,3,3,113,-5.3764
1986,7,3,4,100,-2.9730
1986,7,3,5,99,-5.7941
1986,8,1,1,58,1.1045
1986,8,1,2,114,0.0955
1986,8,1,3,102,3.7618
1986,8,1,4,138,2.1283
1986,8,1,5,179,0.3510
1986,8,2,1,70,4.6856
1986,8,2,2,70,3.1879
1986,8,2,3,64,6.3916
1986,8,2,4,66,3.8547
1986,8,2,5,88,6.9624
1986,8,3,1,130,6.2253
1986,8,3,2,105,6.7562
1986,8,3,3,113,6.1645
1986,8,3,4,100,9.0654
1986,8,3,5,99,7.3007
1986,9,1,1,58,-3.7346
1986,9,1,2,113,-3.0167
1986,9,1,3,102,-5.0338
1986,9,1,4,138,-6.0516
1986,9,1,5,179,-3.4512
1986,9,2,1,70,-4.5886
1986,9,2,2,69,-4.9565
1986,9,2,3,64,-5.3936
1986,9,2,4,66,-3.8794
1986,9,2,5,88,-4.6194
1986,9,3,1,130,-7.7332
1986,9,3,2,105,-7.3624
1986,9,3,3,112,-8.7352
1986,9,3,4,98,-5.7331
1986,9,3,5,99,-8.0055
1986,10,1,1,58,3.7712
1986,10,1,2,113,3.1728
1986,10,1,3,100,-0.1489
1986,10,1,4,138,2.0068
1986,10,1,5,177,3.4759
1986,10,2,1,68,3.9042
1986,10,2,2,68,3.6671
