year,month,rank_ME,rank_r15a,nstocks,ret_vw
1967,1,1,1,20,13.1449
1967,1,1,2,17,16.1992
1967,1,1,3,29,21.5292
1967,1,1,4,30,17.4043
1967,1,1,5,37,21.3399
1967,1,2,1,26,15.4320
1967,1,2,2,32,14.5059
1967,1,2,3,31,13.6349
1967,1,2,4,44,13.9589
1967,1,2,5,34,17.7529
1967,1,3,1,93,8.8260
1967,1,3,2,90,7.2675
1967,1,3,3,80,7.1774
1967,1,3,4,66,6.0148
1967,1,3,5,67,6.1964
1967,2,1,1,28,4.3172
1967,2,1,2,23,1.5450
1967,2,1,3,29,5.2521
1967,2,1,4,29,5.1373
1967,2,1,5,24,-0.3132
1967,2,2,1,48,0.5782
1967,2,2,2,31,2.6451
1967,2,2,3,25,1.3296
1967,2,2,4,31,1.9495
1967,2,2,5,35,1.2797
1967,2,3,1,65,-0.0882
1967,2,3,2,84,0.0483
1967,2,3,3,87,0.9842
1967,2,3,4,78,0.4570
1967,2,3,5,79,0.8961
1967,3,1,1,40,8.0391
1967,3,1,2,29,5.4520
1967,3,1,3,23,12.4914
1967,3,1,4,21,5.9078
1967,3,1,5,21,4.6723
1967,3,2,1,46,3.7380
1967,3,2,2,31,4.2771
1967,3,2,3,34,6.4755
1967,3,2,4,34,5.5181
1967,3,2,5,27,6.6561
1967,3,3,1,54,2.9599
1967,3,3,2,79,4.1942
1967,3,3,3,83,3.9603
1967,3,3,4,85,3.6850
1967,3,3,5,90,4.1361
1967,4,1,1,32,0.6239
1967,4,1,2,31,6.2745
1967,4,1,3,26,6.4948
1967,4,1,4,19,2.0608
1967,4,1,5,26,6.9518
1967,4,2,1,42,1.9613
1967,4,2,2,26,5.4174
1967,4,2,3,31,1.5550
1967,4,2,4,41,2.7820
1967,4,2,5,31,1.5877
1967,4,3,1,67,3.5554
1967,4,3,2,83,4.0477
1967,4,3,3,83,1.9539
1967,4,3,4,78,5.8934
1967,4,3,5,80,5.2123
1967,5,1,1,42,-0.4697
1967,5,1,2,24,1.6113
1967,5,1,3,21,0.0724
1967,5,1,4,26,1.2202
1967,5,1,5,23,3.1648
1967,5,2,1,36,-1.6691
1967,5,2,2,41,-0.3579
1967,5,2,3,32,-2.2730
1967,5,2,4,28,-3.3439
1967,5,2,5,31,-0.2695
1967,5,3,1,64,-5.0473
1967,5,3,2,74,-4.0950
1967,5,3,3,85,-4.8840
1967,5,3,4,86,-4.9331
1967,5,3,5,83,-4.0898
1967,6,1,1,42,8.8306
1967,6,1,2,30,11.5311
1967,6,1,3,25,8.3107
1967,6,1,4,23,6.2513
1967,6,1,5,14,0.9695
1967,6,2,1,44,5.7245
1967,6,2,2,38,6.5207
1967,6,2,3,28,4.3164
1967,6,2,4,30,3.8504
1967,6,2,5,29,8.5634
1967,6,3,1,54,3.9953
1967,6,3,2,71,3.0973
1967,6,3,3,85,2.6823
1967,6,3,4,83,0.4776
1967,6,3,5,95,1.5269
1967,7,1,1,31,10.0586
1967,7,1,2,24,8.6181
1967,7,1,3,27,9.3894
1967,7,1,4,19,8.3844
1967,7,1,5,29,10.4646
1967,7,2,1,43,8.7274
1967,7,2,2,29,9.9186
1967,7,2,3,38,6.8572
1967,7,2,4,35,8.5859
1967,7,2,5,28,8.2705
1967,7,3,1,64,8.4461
1967,7,3,2,84,1.3982
1967,7,3,3,77,5.0439
1967,7,3,4,82,5.1769
1967,7,3,5,80,6.2092
1967,8,1,1,23,-0.1064
1967,8,1,2,24,-1.0412
1967,8,1,3,24,1.9802
1967,8,1,4,24,2.7783
1967,8,1,5,35,-1.0463
1967,8,2,1,32,-0.4223
1967,8,2,2,32,0.2921
1967,8,2,3,27,2.1169
1967,8,2,4,33,1.0905
1967,8,2,5,43,0.4209
1967,8,3,1,83,-0.7045
1967,8,3,2,81,-0.4865
1967,8,3,3,87,-1.0584
1967,8,3,4,79,-0.8708
1967,8,3,5,59,-0.1495
1967,9,1,1,34,5.9934
1967,9,1,2,30,4.4484
1967,9,1,3,20,5.7684
1967,9,1,4,18,4.5880
1967,9,1,5,25,2.8289
1967,9,2,1,39,1.3837
1967,9,2,2,31,4.0938
1967,9,2,3,31,3.3835
1967,9,2,4,30,5.0808
1967,9,2,5,39,3.8771
1967,9,3,1,64,2.0793
1967,9,3,2,76,3.7010
1967,9,3,3,84,3.0186
1967,9,3,4,89,3.2174
1967,9,3,5,72,2.9645
1967,10,1,1,37,-2.4306
1967,10,1,2,25,-3.2600
1967,10,1,3,32,-2.7400
1967,10,1,4,15,-2.1383
1967,10,1,5,21,-2.7838
