year,month,rank_ME,rank_OCA,nstocks,ret_vw
1979,7,3,5,77,0.7663
1979,8,1,1,219,8.7051
1979,8,1,2,254,7.6008
1979,8,1,3,386,8.0059
1979,8,1,4,391,7.7051
1979,8,1,5,554,8.9765
1979,8,2,1,162,7.0338
1979,8,2,2,107,9.3360
1979,8,2,3,106,10.0539
1979,8,2,4,113,7.9692
1979,8,2,5,90,9.3013
1979,8,3,1,165,6.1921
1979,8,3,2,114,8.3074
1979,8,3,3,104,6.0291
1979,8,3,4,82,6.2945
1979,8,3,5,76,8.2505
1979,9,1,1,216,0.6365
1979,9,1,2,253,0.1911
1979,9,1,3,384,-0.6082
1979,9,1,4,389,-0.9865
1979,9,1,5,547,-2.1770
1979,9,2,1,161,2.0523
1979,9,2,2,106,-0.4614
1979,9,2,3,107,-0.1019
1979,9,2,4,113,0.3496
1979,9,2,5,90,-1.1973
1979,9,3,1,164,2.5778
1979,9,3,2,114,1.0114
1979,9,3,3,104,-2.2514
1979,9,3,4,82,-1.6293
1979,9,3,5,76,-2.0082
1979,10,1,1,217,-11.8347
1979,10,1,2,252,-10.6817
1979,10,1,3,380,-9.3382
1979,10,1,4,390,-11.6102
1979,10,1,5,540,-10.2754
1979,10,2,1,160,-9.9745
1979,10,2,2,106,-10.4401
1979,10,2,3,107,-10.8963
1979,10,2,4,113,-9.0747
1979,10,2,5,89,-9.6842
1979,10,3,1,163,-5.2947
1979,10,3,2,114,-7.3324
1979,10,3,3,103,-6.8241
1979,10,3,4,82,-6.9540
1979,10,3,5,76,-7.9616
1979,11,1,1,216,11.4362
1979,11,1,2,251,8.0931
1979,11,1,3,379,8.6512
1979,11,1,4,389,7.6000
1979,11,1,5,541,5.9811
1979,11,2,1,160,10.4491
1979,11,2,2,106,9.6459
1979,11,2,3,107,8.6099
1979,11,2,4,112,7.6577
1979,11,2,5,89,7.3493
1979,11,3,1,163,5.3885
1979,11,3,2,114,7.1765
1979,11,3,3,103,2.9293
1979,11,3,4,82,6.3321
1979,11,3,5,76,4.6727
1979,12,1,1,213,10.7681
1979,12,1,2,251,7.7290
1979,12,1,3,376,8.7492
1979,12,1,4,387,7.7225
1979,12,1,5,536,5.7060
1979,12,2,1,160,9.2495
1979,12,2,2,105,5.5767
1979,12,2,3,107,5.7296
1979,12,2,4,112,5.9338
1979,12,2,5,88,3.9554
1979,12,3,1,161,2.2542
1979,12,3,2,114,3.5978
1979,12,3,3,103,3.1588
1979,12,3,4,82,1.3618
1979,12,3,5,76,1.5928
1980,1,1,1,213,13.9483
1980,1,1,2,247,11.1867
1980,1,1,3,373,11.5735
1980,1,1,4,382,11.0356
1980,1,1,5,530,9.1904
1980,1,2,1,156,9.5300
1980,1,2,2,103,9.3359
1980,1,2,3,106,7.8730
1980,1,2,4,112,5.1118
1980,1,2,5,88,4.1049
1980,1,3,1,161,10.4626
1980,1,3,2,113,7.7447
1980,1,3,3,102,5.8783
1980,1,3,4,82,3.6549
1980,1,3,5,76,-1.0813
1980,2,1,1,212,2.0532
1980,2,1,2,245,0.0478
1980,2,1,3,369,-1.0142
1980,2,1,4,380,-1.5945
1980,2,1,5,522,-2.5346
1980,2,2,1,154,2.5059
1980,2,2,2,102,-3.2728
1980,2,2,3,105,-3.6761
1980,2,2,4,112,-2.4993
1980,2,2,5,88,-3.2710
1980,2,3,1,160,4.9585
1980,2,3,2,112,2.5339
1980,2,3,3,100,-3.9556
1980,2,3,4,82,-4.1526
1980,2,3,5,76,-6.3181
1980,3,1,1,211,-23.6115
1980,3,1,2,246,-18.8406
1980,3,1,3,366,-19.0808
1980,3,1,4,377,-18.5753
1980,3,1,5,514,-16.9205
1980,3,2,1,154,-22.5501
1980,3,2,2,100,-16.8944
1980,3,2,3,103,-17.0578
1980,3,2,4,112,-15.8053
1980,3,2,5,88,-13.8189
1980,3,3,1,159,-13.8090
1980,3,3,2,111,-13.1760
1980,3,3,3,100,-7.3839
1980,3,3,4,82,-8.9106
1980,3,3,5,76,-3.4866
1980,4,1,1,211,7.5664
1980,4,1,2,245,7.0890
1980,4,1,3,363,6.3692
1980,4,1,4,378,4.8206
1980,4,1,5,510,5.4379
1980,4,2,1,152,8.5075
1980,4,2,2,100,4.8847
1980,4,2,3,103,2.3686
1980,4,2,4,112,2.5633
1980,4,2,5,87,5.4537
1980,4,3,1,158,5.3231
1980,4,3,2,111,3.9284
1980,4,3,3,100,2.4355
1980,4,3,4,82,1.3552
1980,4,3,5,76,4.8536
1980,5,1,1,209,7.9106
1980,5,1,2,243,7.0634
1980,5,1,3,360,5.5308
1980,5,1,4,377,6.0221
1980,5,1,5,513,8.6764
1980,5,2,1,151,8.8970
1980,5,2,2,100,6.9940
1980,5,2,3,104,9.8401
1980,5,2,4,110,9.4365
1980,5,2,5,87,7.9432
1980,5,3,1,159,4.4700
1980,5,3,2,111,5.9787
1980,5,3,3,100,6.6551
1980,5,3,4,82,5.5212
1980,5,3,5,76,8.3918
1980,6,1,1,207,5.4864
1980,6,1,2,243,5.0030
1980,6,1,3,357,3.4446
1980,6,1,4,375,4.0401
1980,6,1,5,510,3.0606
1980,6,2,1,152,7.9819
1980,6,2,2,100,3.6400
1980,6,2,3,104,4.3090
1980,6,2,4,108,1.7956
1980,6,2,5,87,2.1484
1980,6,3,1,159,4.2376
1980,6,3,2,111,2.1122
1980,6,3,3,99,2.3333
1980,6,3,4,82,2.2111
1980,6,3,5,76,0.3928
1980,7,1,1,212,8.2507
1980,7,1,2,253,10.4552
1980,7,1,3,375,12.0340
1980,7,1,4,428,13.2778
1980,7,1,5,561,9.9201
1980,7,2,1,171,8.4895
1980,7,2,2,114,11.1244
1980,7,2,3,130,14.0155
1980,7,2,4,114,14.1033
1980,7,2,5,93,12.1506
1980,7,3,1,170,5.0692
1980,7,3,2,121,9.3661
1980,7,3,3,104,12.1434
1980,7,3,4,82,11.5340
1980,7,3,5,72,7.9918
1980,8,1,1,210,7.2787
1980,8,1,2,253,9.9271
1980,8,1,3,373,9.7153
1980,8,1,4,428,9.4640
1980,8,1,5,559,8.0909
1980,8,2,1,171,7.3963
1980,8,2,2,112,4.0514
1980,8,2,3,130,6.2900
1980,8,2,4,114,6.9785
1980,8,2,5,92,6.7013
1980,8,3,1,170,3.2563
1980,8,3,2,121,0.9282
1980,8,3,3,104,2.6093
1980,8,3,4,82,-0.2247
1980,8,3,5,72,0.5766
1980,9,1,1,210,3.4208
1980,9,1,2,254,4.6587
1980,9,1,3,371,3.3736
1980,9,1,4,424,4.2442
1980,9,1,5,553,3.8629
1980,9,2,1,169,4.4599
1980,9,2,2,112,6.0449
1980,9,2,3,130,3.5664
1980,9,2,4,114,2.7416
1980,9,2,5,91,2.4346
1980,9,3,1,170,6.1028
1980,9,3,2,121,3.0070
1980,9,3,3,104,2.9172
1980,9,3,4,82,0.3033
1980,9,3,5,71,1.1635
1980,10,1,1,208,5.9155
1980,10,1,2,254,5.9997
1980,10,1,3,369,6.0682
1980,10,1,4,419,5.9841
1980,10,1,5,549,4.5092
1980,10,2,1,167,7.0821
1980,10,2,2,112,2.9068
1980,10,2,3,129,3.1360
1980,10,2,4,111,2.0750
1980,10,2,5,90,1.2875
1980,10,3,1,170,5.6527
1980,10,3,2,121,0.8797
1980,10,3,3,104,0.9341
1980,10,3,4,81,-0.6660
1980,10,3,5,70,-1.2204
1980,11,1,1,207,13.4248
1980,11,1,2,254,9.9401
1980,11,1,3,368,7.6402
1980,11,1,4,412,8.4107
1980,11,1,5,548,4.3844
1980,11,2,1,166,12.6797
1980,11,2,2,112,8.8790
1980,11,2,3,129,8.9643
1980,11,2,4,110,6.3038
1980,11,2,5,90,2.0215
1980,11,3,1,171,18.5197
1980,11,3,2,119,13.2450
1980,11,3,3,104,10.0754
1980,11,3,4,81,6.9724
1980,11,3,5,70,3.1302
1980,12,1,1,204,-8.3094
1980,12,1,2,253,-3.8961
1980,12,1,3,366,-5.7800
1980,12,1,4,410,-5.6803
1980,12,1,5,547,-3.5814
1980,12,2,1,165,-5.9723
1980,12,2,2,111,-3.2324
1980,12,2,3,127,-2.4895
1980,12,2,4,110,-2.5855
1980,12,2,5,89,-0.5346
1980,12,3,1,171,-8.3398
1980,12,3,2,119,-4.2416
1980,12,3,3,104,-1.4723
1980,12,3,4,81,1.3552
1980,12,3,5,70,2.8677
1981,1,1,1,201,-3.6920
1981,1,1,2,253,-1.9382
1981,1,1,3,365,0.3034
1981,1,1,4,409,-0.7207
1981,1,1,5,544,0.2325
1981,1,2,1,164,-2.9596
1981,1,2,2,111,-1.4137
1981,1,2,3,126,-2.1421
1981,1,2,4,111,-1.1520
1981,1,2,5,89,1.0617
1981,1,3,1,171,-8.2661
1981,1,3,2,119,-4.2396
1981,1,3,3,104,-3.0398
1981,1,3,4,81,-4.5769
1981,1,3,5,70,-0.3591
1981,2,1,1,199,-1.2520
1981,2,1,2,249,-0.8615
1981,2,1,3,362,-0.2138
1981,2,1,4,407,-0.9211
1981,2,1,5,536,0.1942
1981,2,2,1,162,2.5535
1981,2,2,2,111,0.7319
1981,2,2,3,127,0.2266
1981,2,2,4,111,1.6423
1981,2,2,5,88,3.9207
1981,2,3,1,170,0.6729
1981,2,3,2,119,2.6035
1981,2,3,3,104,4.8783
1981,2,3,4,80,2.0534
1981,2,3,5,70,4.3767
1981,3,1,1,198,4.7109
1981,3,1,2,244,8.4880
1981,3,1,3,360,8.5319
1981,3,1,4,402,9.6508
1981,3,1,5,533,9.3793
1981,3,2,1,159,6.0783
1981,3,2,2,111,7.2745
1981,3,2,3,126,8.1675
1981,3,2,4,111,9.4371
1981,3,2,5,87,8.3030
1981,3,3,1,168,2.2196
1981,3,3,2,119,4.8683
1981,3,3,3,103,5.6131
1981,3,3,4,80,4.2721
1981,3,3,5,70,6.9239
1981,4,1,1,199,-0.6374
1981,4,1,2,243,4.5873
1981,4,1,3,359,4.6828
1981,4,1,4,399,5.7407
1981,4,1,5,532,4.4619
1981,4,2,1,159,-0.8550
1981,4,2,2,108,1.4361
1981,4,2,3,126,4.3870
1981,4,2,4,110,4.6557
1981,4,2,5,85,4.6887
1981,4,3,1,169,-6.5788
1981,4,3,2,119,0.0805
1981,4,3,3,103,-0.9453
1981,4,3,4,80,0.1766
1981,4,3,5,69,2.3066
1981,5,1,1,200,2.8337
1981,5,1,2,240,5.0194
1981,5,1,3,355,4.7317
1981,5,1,4,393,4.5930
1981,5,1,5,530,4.3527
1981,5,2,1,159,0.8794
1981,5,2,2,108,3.6447
1981,5,2,3,125,6.2484
1981,5,2,4,110,4.2380
1981,5,2,5,84,3.5667
1981,5,3,1,166,-3.1736
1981,5,3,2,119,1.1827
1981,5,3,3,104,0.6799
1981,5,3,4,80,1.9697
1981,5,3,5,68,1.9961
1981,6,1,1,199,-2.9590
1981,6,1,2,241,-4.2796
1981,6,1,3,356,-1.1827
1981,6,1,4,390,-2.1333
1981,6,1,5,530,-0.2064
1981,6,2,1,159,-3.3802
1981,6,2,2,106,-4.2309
1981,6,2,3,123,-5.2455
1981,6,2,4,109,-2.2258
1981,6,2,5,83,-0.3120
1981,6,3,1,166,1.9918
1981,6,3,2,118,-1.2698
1981,6,3,3,103,-3.6697
1981,6,3,4,80,-3.4662
1981,6,3,5,68,-3.2126
1981,7,1,1,254,-1.0238
1981,7,1,2,258,-3.2635
1981,7,1,3,375,-4.7125
1981,7,1,4,423,-3.4533
1981,7,1,5,583,-3.8439
1981,7,2,1,155,1.1514
1981,7,2,2,123,-2.6199
1981,7,2,3,111,-4.9750
1981,7,2,4,114,-2.4688
1981,7,2,5,86,-2.6491
1981,7,3,1,168,5.5635
1981,7,3,2,119,-0.8723
1981,7,3,3,103,-2.5523
1981,7,3,4,96,-3.2666
1981,7,3,5,66,-3.0594
1981,8,1,1,252,-8.5166
1981,8,1,2,257,-8.5593
1981,8,1,3,372,-10.0933
1981,8,1,4,422,-8.7319
1981,8,1,5,577,-9.2648
1981,8,2,1,155,-7.9109
1981,8,2,2,121,-8.1714
1981,8,2,3,111,-9.2182
1981,8,2,4,114,-7.2327
1981,8,2,5,86,-7.1470
1981,8,3,1,166,-6.9030
1981,8,3,2,119,-6.8997
1981,8,3,3,103,-6.9323
1981,8,3,4,95,-4.6570
1981,8,3,5,65,-5.1835
1981,9,1,1,248,-13.9482
1981,9,1,2,254,-10.5192
1981,9,1,3,366,-8.9263
1981,9,1,4,419,-8.9218
1981,9,1,5,570,-7.8347
1981,9,2,1,154,-11.4744
1981,9,2,2,121,-8.4514
1981,9,2,3,112,-6.8534
1981,9,2,4,113,-6.1019
1981,9,2,5,85,-6.0558
1981,9,3,1,163,-11.0429
1981,9,3,2,118,-6.1093
1981,9,3,3,103,-4.1372
1981,9,3,4,94,-2.1340
1981,9,3,5,65,-1.3084
1981,10,1,1,246,7.3405
1981,10,1,2,254,8.6926
1981,10,1,3,363,7.6250
1981,10,1,4,417,8.6634
1981,10,1,5,563,9.1116
1981,10,2,1,153,7.1169
1981,10,2,2,121,8.3570
1981,10,2,3,112,7.1512
1981,10,2,4,112,7.6792
1981,10,2,5,85,8.4513
1981,10,3,1,162,8.2714
1981,10,3,2,116,4.4291
1981,10,3,3,103,4.0099
1981,10,3,4,94,2.1743
1981,10,3,5,65,7.6499
1981,11,1,1,243,1.0890
1981,11,1,2,254,0.7860
1981,11,1,3,364,1.3694
1981,11,1,4,415,0.8603
1981,11,1,5,562,2.1844
1981,11,2,1,152,1.5282
1981,11,2,2,121,3.2558
1981,11,2,3,112,3.1254
1981,11,2,4,112,1.7209
1981,11,2,5,83,2.7667
1981,11,3,1,161,5.1104
1981,11,3,2,116,5.8083
1981,11,3,3,103,5.0790
1981,11,3,4,94,3.4723
1981,11,3,5,65,2.2313
1981,12,1,1,242,-5.6212
1981,12,1,2,253,-1.8964
1981,12,1,3,362,-1.6252
1981,12,1,4,410,-0.4501
1981,12,1,5,556,-1.2099
1981,12,2,1,151,-4.3041
1981,12,2,2,121,-0.7987
1981,12,2,3,112,0.8111
1981,12,2,4,111,-0.8997
1981,12,2,5,82,0.1976
1981,12,3,1,159,-4.4785
1981,12,3,2,117,-5.1312
1981,12,3,3,103,-1.3616
1981,12,3,4,94,0.8574
1981,12,3,5,65,-2.1285
1982,1,1,1,239,-3.7511
1982,1,1,2,247,-2.0142
1982,1,1,3,358,-2.1342
1982,1,1,4,411,-1.9038
1982,1,1,5,557,-0.1266
1982,1,2,1,150,-7.1121
1982,1,2,2,121,-4.8255
1982,1,2,3,112,-3.8542
1982,1,2,4,108,-2.4131
1982,1,2,5,82,-3.5606
1982,1,3,1,158,-8.2062
1982,1,3,2,117,-3.5402
1982,1,3,3,102,0.2110
1982,1,3,4,94,3.9919
1982,1,3,5,65,0.8240
1982,2,1,1,242,-7.6438
1982,2,1,2,246,-5.0113
1982,2,1,3,358,-4.4156
1982,2,1,4,410,-3.7139
1982,2,1,5,553,-3.0680
1982,2,2,1,148,-9.2887
1982,2,2,2,121,-6.1982
1982,2,2,3,112,-4.0505
1982,2,2,4,108,-3.0521
1982,2,2,5,83,-2.5965
1982,2,3,1,158,-10.8669
1982,2,3,2,117,-4.3433
1982,2,3,3,102,-4.6589
1982,2,3,4,93,-2.2227
1982,2,3,5,65,-1.8200
1982,3,1,1,239,-3.4204
1982,3,1,2,245,-1.6491
1982,3,1,3,358,-1.7989
1982,3,1,4,405,-0.9105
1982,3,1,5,548,0.7256
1982,3,2,1,146,-4.6401
1982,3,2,2,120,-1.4372
1982,3,2,3,112,-0.1709
1982,3,2,4,107,1.0869
1982,3,2,5,83,3.1985
1982,3,3,1,158,-2.3113
1982,3,3,2,117,-1.5276
1982,3,3,3,102,-0.8759
1982,3,3,4,93,-1.1055
1982,3,3,5,65,1.4479
1982,4,1,1,237,2.6839
1982,4,1,2,245,5.5128
1982,4,1,3,358,5.2723
1982,4,1,4,402,5.9407
1982,4,1,5,543,6.8319
1982,4,2,1,145,4.1900
1982,4,2,2,120,6.8781
1982,4,2,3,111,5.1716
1982,4,2,4,105,7.1361
1982,4,2,5,82,7.4388
1982,4,3,1,157,4.5934
1982,4,3,2,116,3.3188
1982,4,3,3,101,4.2392
1982,4,3,4,92,6.6346
1982,4,3,5,65,5.1936
1982,5,1,1,236,-1.4530
1982,5,1,2,243,-3.6429
1982,5,1,3,355,-1.2164
1982,5,1,4,395,-1.8420
1982,5,1,5,541,-1.4528
1982,5,2,1,144,-4.5418
1982,5,2,2,120,-4.4169
1982,5,2,3,111,-2.7878
1982,5,2,4,105,-3.6477
1982,5,2,5,82,-1.0263
1982,5,3,1,156,-0.6417
1982,5,3,2,116,-3.0850
1982,5,3,3,101,-4.6694
1982,5,3,4,92,-3.0276
1982,5,3,5,65,-3.6180
1982,6,1,1,232,-4.2010
1982,6,1,2,239,-2.4936
1982,6,1,3,352,-1.7531
1982,6,1,4,397,-3.3252
1982,6,1,5,534,-1.5914
1982,6,2,1,144,-5.5450
1982,6,2,2,119,-0.4909
1982,6,2,3,111,-3.0837
1982,6,2,4,104,-0.8493
1982,6,2,5,82,1.3969
1982,6,3,1,157,-4.7576
1982,6,3,2,116,-2.3513
1982,6,3,3,101,-0.3493
1982,6,3,4,92,-0.3646
1982,6,3,5,65,2.3593
1982,7,1,1,400,-6.7155
1982,7,1,2,342,-1.1755
1982,7,1,3,383,-1.9686
1982,7,1,4,420,-0.0243
1982,7,1,5,539,-0.2019
1982,7,2,1,131,-5.7590
1982,7,2,2,136,-2.6383
1982,7,2,3,106,0.7984
1982,7,2,4,97,0.6294
1982,7,2,5,90,1.8324
1982,7,3,1,140,-7.0069
1982,7,3,2,114,-3.9748
1982,7,3,3,105,-0.7587
1982,7,3,4,94,1.4757
1982,7,3,5,74,1.3845
1982,8,1,1,399,6.7977
1982,8,1,2,340,4.2116
1982,8,1,3,380,6.7619
1982,8,1,4,419,5.0834
1982,8,1,5,533,3.9156
1982,8,2,1,130,8.3447
1982,8,2,2,136,7.2322
1982,8,2,3,103,11.7568
1982,8,2,4,96,10.5977
1982,8,2,5,90,9.3076
1982,8,3,1,140,12.8280
1982,8,3,2,113,13.9183
1982,8,3,3,105,13.2304
1982,8,3,4,94,11.9096
1982,8,3,5,74,10.5825
1982,9,1,1,399,-2.1208
1982,9,1,2,342,2.4316
1982,9,1,3,380,4.9893
1982,9,1,4,415,3.9633
1982,9,1,5,529,6.1018
1982,9,2,1,129,0.2975
1982,9,2,2,136,3.8122
1982,9,2,3,102,2.8114
1982,9,2,4,96,3.6185
1982,9,2,5,90,6.4359
1982,9,3,1,140,0.4868
1982,9,3,2,114,-0.6708
1982,9,3,3,104,0.1052
1982,9,3,4,93,2.8342
1982,9,3,5,73,2.6965
1982,10,1,1,396,13.8334
1982,10,1,2,340,13.8810
1982,10,1,3,375,15.3455
1982,10,1,4,413,13.0730
1982,10,1,5,522,13.4138
1982,10,2,1,128,12.8637
1982,10,2,2,134,12.8160
1982,10,2,3,99,16.4569
1982,10,2,4,96,13.4668
1982,10,2,5,90,12.2802
1982,10,3,1,140,10.7410
1982,10,3,2,113,12.1942
1982,10,3,3,104,14.6700
1982,10,3,4,93,10.6857
1982,10,3,5,73,10.4038
1982,11,1,1,395,3.1466
1982,11,1,2,335,11.0086
1982,11,1,3,374,10.2817
1982,11,1,4,412,11.4771
1982,11,1,5,515,13.3967
1982,11,2,1,125,4.4619
1982,11,2,2,132,7.4618
1982,11,2,3,99,10.5646
1982,11,2,4,96,11.4228
1982,11,2,5,89,11.6437
1982,11,3,1,140,0.1849
1982,11,3,2,113,4.5950
1982,11,3,3,104,6.7121
1982,11,3,4,93,8.4193
1982,11,3,5,72,6.6782
1982,12,1,1,395,0.3699
1982,12,1,2,335,1.7887
1982,12,1,3,375,3.6898
1982,12,1,4,412,2.7516
1982,12,1,5,514,2.1822
1982,12,2,1,126,0.5989
1982,12,2,2,131,0.9166
1982,12,2,3,99,0.7347
1982,12,2,4,96,2.5258
1982,12,2,5,89,1.4994
1982,12,3,1,140,3.8233
1982,12,3,2,113,0.4095
1982,12,3,3,104,0.9362
1982,12,3,4,93,2.5731
1982,12,3,5,71,-1.4846
1983,1,1,1,394,10.6698
1983,1,1,2,334,10.7001
1983,1,1,3,371,11.2339
1983,1,1,4,407,9.1251
1983,1,1,5,513,9.4886
1983,1,2,1,125,7.7004
1983,1,2,2,130,6.5455
1983,1,2,3,99,6.9731
1983,1,2,4,95,6.7424
1983,1,2,5,87,2.5130
1983,1,3,1,139,4.7387
1983,1,3,2,112,4.1727
1983,1,3,3,104,4.7992
1983,1,3,4,92,2.1082
1983,1,3,5,71,0.6967
1983,2,1,1,391,-0.3093
1983,2,1,2,331,6.5125
1983,2,1,3,367,5.9865
1983,2,1,4,402,8.5122
1983,2,1,5,505,7.3883
1983,2,2,1,125,2.6108
1983,2,2,2,129,6.1436
1983,2,2,3,98,4.8073
1983,2,2,4,94,8.0059
1983,2,2,5,86,7.4338
1983,2,3,1,138,0.4629
1983,2,3,2,112,4.4463
1983,2,3,3,104,4.2206
1983,2,3,4,92,3.0781
1983,2,3,5,71,3.2139
1983,3,1,1,384,3.9191
1983,3,1,2,330,2.9632
1983,3,1,3,365,5.5630
1983,3,1,4,400,6.0610
1983,3,1,5,501,8.4114
1983,3,2,1,125,5.0680
1983,3,2,2,129,1.5982
1983,3,2,3,97,3.6346
1983,3,2,4,94,4.5903
1983,3,2,5,86,7.7656
1983,3,3,1,137,3.2666
1983,3,3,2,112,2.9515
1983,3,3,3,103,0.6486
1983,3,3,4,93,3.1127
1983,3,3,5,71,7.1998
1983,4,1,1,380,8.1628
1983,4,1,2,328,7.0125
1983,4,1,3,364,8.2249
1983,4,1,4,398,7.5390
1983,4,1,5,497,6.5074
1983,4,2,1,124,5.8024
1983,4,2,2,129,6.6157
1983,4,2,3,97,7.1888
1983,4,2,4,94,7.7391
1983,4,2,5,86,8.8808
1983,4,3,1,135,8.9166
1983,4,3,2,112,6.1542
1983,4,3,3,103,6.0974
1983,4,3,4,93,8.1567
1983,4,3,5,71,5.6324
1983,5,1,1,373,12.8310
1983,5,1,2,326,11.0083
1983,5,1,3,362,11.3307
1983,5,1,4,397,9.9880
1983,5,1,5,491,8.8673
1983,5,2,1,123,7.0189
1983,5,2,2,130,5.3305
1983,5,2,3,97,4.9473
1983,5,2,4,94,4.6917
1983,5,2,5,86,4.7987
1983,5,3,1,135,1.6726
1983,5,3,2,112,0.0301
1983,5,3,3,103,0.7673
1983,5,3,4,93,-1.0239
1983,5,3,5,71,-3.5559
1983,6,1,1,372,1.9088
1983,6,1,2,323,5.0682
1983,6,1,3,360,6.4137
1983,6,1,4,390,4.7114
1983,6,1,5,491,4.5862
1983,6,2,1,121,5.9272
1983,6,2,2,129,6.8797
1983,6,2,3,97,7.0644
1983,6,2,4,94,4.2278
1983,6,2,5,86,7.3450
1983,6,3,1,135,5.4756
1983,6,3,2,112,2.5206
1983,6,3,3,103,5.6452
1983,6,3,4,92,5.9188
1983,6,3,5,71,3.7866
1983,7,1,1,475,-1.3326
1983,7,1,2,382,-3.7241
1983,7,1,3,379,-3.5745
1983,7,1,4,379,-1.8655
1983,7,1,5,557,-3.2381
1983,7,2,1,129,-1.1177
1983,7,2,2,134,-3.9237
1983,7,2,3,113,-5.3093
1983,7,2,4,104,-3.6994
1983,7,2,5,89,-2.7944
1983,7,3,1,138,-3.8404
1983,7,3,2,121,-2.3764
1983,7,3,3,116,-4.9416
1983,7,3,4,93,-2.6926
1983,7,3,5,74,-4.6268
1983,8,1,1,470,-3.4398
1983,8,1,2,381,-4.3512
1983,8,1,3,377,-4.3361
1983,8,1,4,379,-4.8451
1983,8,1,5,553,-3.8579
1983,8,2,1,126,-1.7396
1983,8,2,2,133,-4.8755
1983,8,2,3,113,-2.8901
1983,8,2,4,104,-4.4334
1983,8,2,5,89,-4.4077
1983,8,3,1,138,3.8562
1983,8,3,2,121,2.0344
1983,8,3,3,116,-0.7200
1983,8,3,4,92,-0.0211
1983,8,3,5,74,-1.9870
1983,9,1,1,463,-2.1135
1983,9,1,2,379,-1.7593
1983,9,1,3,375,-0.1159
1983,9,1,4,376,0.9230
1983,9,1,5,551,0.3076
1983,9,2,1,124,-0.2881
1983,9,2,2,133,2.2816
1983,9,2,3,112,4.1928
1983,9,2,4,102,3.3016
1983,9,2,5,89,2.9768
1983,9,3,1,137,-2.0214
1983,9,3,2,121,1.2979
1983,9,3,3,116,3.1216
1983,9,3,4,92,4.2131
1983,9,3,5,74,3.7082
1983,10,1,1,458,-8.2695
1983,10,1,2,377,-7.4593
1983,10,1,3,373,-7.3711
1983,10,1,4,374,-6.6993
1983,10,1,5,545,-6.1733
1983,10,2,1,123,-7.7570
1983,10,2,2,133,-7.4719
1983,10,2,3,112,-7.3677
1983,10,2,4,101,-6.4780
1983,10,2,5,89,-5.2853
1983,10,3,1,134,-3.1404
1983,10,3,2,121,-2.2915
1983,10,3,3,116,-3.3293
1983,10,3,4,91,-0.9231
1983,10,3,5,74,1.0181
1983,11,1,1,452,0.8629
1983,11,1,2,377,3.0445
1983,11,1,3,371,4.3811
1983,11,1,4,373,4.4272
1983,11,1,5,544,5.1902
1983,11,2,1,121,2.9264
1983,11,2,2,133,7.5764
1983,11,2,3,112,6.7984
1983,11,2,4,100,6.3829
1983,11,2,5,89,5.2348
1983,11,3,1,134,2.2850
1983,11,3,2,121,3.8169
1983,11,3,3,116,4.7732
1983,11,3,4,91,0.2238
1983,11,3,5,74,2.3978
1983,12,1,1,449,-2.6773
1983,12,1,2,375,-2.3791
1983,12,1,3,370,-1.1558
1983,12,1,4,372,-1.8966
1983,12,1,5,541,-1.6651
1983,12,2,1,121,-0.2593
1983,12,2,2,132,-2.1972
1983,12,2,3,112,-1.3523
1983,12,2,4,100,-1.9428
1983,12,2,5,89,-2.2079
1983,12,3,1,134,0.8241
1983,12,3,2,121,-0.1966
1983,12,3,3,116,-0.1578
1983,12,3,4,91,-0.6959
1983,12,3,5,74,-2.7406
1984,1,1,1,444,1.7218
1984,1,1,2,373,-0.8290
1984,1,1,3,367,-0.4049
1984,1,1,4,367,-1.1665
1984,1,1,5,537,-1.3092
1984,1,2,1,121,0.0122
1984,1,2,2,132,-4.5121
1984,1,2,3,112,-5.0094
1984,1,2,4,99,-3.6800
1984,1,2,5,89,-3.6192
1984,1,3,1,133,3.2822
1984,1,3,2,121,-0.2854
1984,1,3,3,116,-4.8829
1984,1,3,4,91,-5.2150
1984,1,3,5,74,-3.5108
1984,2,1,1,433,-4.1652
1984,2,1,2,368,-6.6465
1984,2,1,3,365,-6.8273
1984,2,1,4,364,-6.6476
1984,2,1,5,528,-7.4290
1984,2,2,1,120,-4.7330
1984,2,2,2,132,-6.7528
1984,2,2,3,112,-5.2478
1984,2,2,4,99,-6.5883
1984,2,2,5,88,-4.4954
1984,2,3,1,133,-0.2633
1984,2,3,2,121,-4.3258
1984,2,3,3,116,-7.1659
1984,2,3,4,91,-3.3640
1984,2,3,5,74,-3.9917
1984,3,1,1,429,-0.2330
1984,3,1,2,364,1.2739
1984,3,1,3,364,0.5453
1984,3,1,4,364,1.3483
1984,3,1,5,523,2.3417
1984,3,2,1,118,3.0408
1984,3,2,2,129,0.2029
1984,3,2,3,111,0.1059
1984,3,2,4,97,0.4397
1984,3,2,5,88,2.0204
1984,3,3,1,132,1.1568
1984,3,3,2,121,1.7576
1984,3,3,3,116,3.1742
1984,3,3,4,90,1.7963
1984,3,3,5,74,1.4266
1984,4,1,1,426,-3.1525
1984,4,1,2,362,-2.4631
1984,4,1,3,364,-1.4447
1984,4,1,4,365,-1.7743
1984,4,1,5,517,-1.6895
1984,4,2,1,115,0.5220
1984,4,2,2,128,-0.2108
1984,4,2,3,111,1.6991
1984,4,2,4,97,0.0129
1984,4,2,5,88,0.9186
1984,4,3,1,132,0.9552
