year,month,rank_ME,rank_ALMq_12,nstocks,ret_vw
1976,5,2,2,89,0.6213
1976,5,2,3,102,-3.0164
1976,5,2,4,120,-1.5852
1976,5,2,5,95,-3.2001
1976,5,3,1,162,-1.1428
1976,5,3,2,140,1.8031
1976,5,3,3,118,0.5085
1976,5,3,4,88,-1.9035
1976,5,3,5,40,-2.3143
1976,6,1,1,32,3.7154
1976,6,1,2,103,4.9743
1976,6,1,3,152,3.8214
1976,6,1,4,219,4.7061
1976,6,1,5,305,2.8055
1976,6,2,1,55,2.1958
1976,6,2,2,99,4.1813
1976,6,2,3,110,5.4682
1976,6,2,4,126,4.3863
1976,6,2,5,98,4.8929
1976,6,3,1,166,4.9831
1976,6,3,2,142,3.4041
1976,6,3,3,122,4.7523
1976,6,3,4,92,7.1311
1976,6,3,5,43,3.7497
1976,7,1,1,31,-2.9995
1976,7,1,2,104,0.7501
1976,7,1,3,161,-0.4445
1976,7,1,4,225,0.6661
1976,7,1,5,314,-0.0736
1976,7,2,1,57,-2.4585
1976,7,2,2,101,-0.7020
1976,7,2,3,115,0.4558
1976,7,2,4,133,-0.9916
1976,7,2,5,101,1.0198
1976,7,3,1,167,-2.4683
1976,7,3,2,147,0.0172
1976,7,3,3,125,-0.8625
1976,7,3,4,94,-1.8462
1976,7,3,5,45,3.9938
1976,8,1,1,47,-4.8243
1976,8,1,2,117,-3.4640
1976,8,1,3,192,-3.3748
1976,8,1,4,259,-3.6251
1976,8,1,5,372,-2.8347
1976,8,2,1,81,-5.1111
1976,8,2,2,130,-2.4005
1976,8,2,3,146,-1.1431
1976,8,2,4,167,-1.9287
1976,8,2,5,142,-2.4867
1976,8,3,1,231,-0.3602
1976,8,3,2,187,0.5648
1976,8,3,3,169,-1.0838
1976,8,3,4,126,-1.4641
1976,8,3,5,56,-1.6785
1976,9,1,1,50,0.8986
1976,9,1,2,128,2.2106
1976,9,1,3,206,1.6760
1976,9,1,4,284,1.7029
1976,9,1,5,392,2.0985
1976,9,2,1,89,4.4117
1976,9,2,2,137,5.0005
1976,9,2,3,150,2.3371
1976,9,2,4,174,2.3018
1976,9,2,5,148,2.3893
1976,9,3,1,236,1.9727
1976,9,3,2,191,4.1556
1976,9,3,3,171,4.0148
1976,9,3,4,127,3.3594
1976,9,3,5,57,2.4555
1976,10,1,1,58,-3.7796
1976,10,1,2,154,-2.3467
1976,10,1,3,244,-3.4865
1976,10,1,4,350,-2.9815
1976,10,1,5,492,-2.2530
1976,10,2,1,95,-2.6673
1976,10,2,2,138,-3.7943
1976,10,2,3,161,-3.0628
1976,10,2,4,182,-1.2220
1976,10,2,5,151,-1.7501
1976,10,3,1,241,-2.2638
1976,10,3,2,196,-2.9207
1976,10,3,3,174,-2.2616
1976,10,3,4,130,-2.9569
1976,10,3,5,59,-5.2802
1976,11,1,1,75,10.7756
1976,11,1,2,201,1.8659
1976,11,1,3,304,3.2501
1976,11,1,4,429,1.6435
1976,11,1,5,562,2.8917
1976,11,2,1,105,4.4659
1976,11,2,2,158,5.0605
1976,11,2,3,188,4.7864
1976,11,2,4,215,4.4389
1976,11,2,5,167,5.2483
1976,11,3,1,254,-0.6166
1976,11,3,2,220,0.5664
1976,11,3,3,193,1.5838
1976,11,3,4,142,1.5576
1976,11,3,5,66,3.6723
1976,12,1,1,77,7.3392
1976,12,1,2,209,8.6891
1976,12,1,3,320,11.2873
1976,12,1,4,448,11.6600
1976,12,1,5,585,9.9741
1976,12,2,1,112,9.8830
1976,12,2,2,176,9.7868
1976,12,2,3,196,9.1283
1976,12,2,4,226,8.9152
1976,12,2,5,173,8.7295
1976,12,3,1,260,3.6932
1976,12,3,2,224,6.3718
1976,12,3,3,200,7.6304
1976,12,3,4,143,8.1933
1976,12,3,5,67,7.5367
1977,1,1,1,80,1.4421
1977,1,1,2,209,4.4852
1977,1,1,3,314,4.6753
1977,1,1,4,437,5.4806
1977,1,1,5,575,4.4830
1977,1,2,1,108,0.2457
1977,1,2,2,171,1.7650
1977,1,2,3,196,2.8881
1977,1,2,4,215,1.0796
1977,1,2,5,172,1.3378
1977,1,3,1,259,-7.3257
1977,1,3,2,221,-3.7501
1977,1,3,3,197,-1.0812
1977,1,3,4,140,-1.0481
1977,1,3,5,65,-0.1846
1977,2,1,1,87,-0.3822
1977,2,1,2,229,-1.8693
1977,2,1,3,341,-2.0632
1977,2,1,4,475,-1.0224
1977,2,1,5,599,-0.2313
1977,2,2,1,112,-2.2218
1977,2,2,2,180,-2.2877
1977,2,2,3,211,-1.3868
1977,2,2,4,223,0.4583
1977,2,2,5,181,0.7869
1977,2,3,1,275,-1.4834
1977,2,3,2,235,-1.9939
1977,2,3,3,206,-2.0152
1977,2,3,4,147,-2.2965
1977,2,3,5,65,-0.3888
1977,3,1,1,87,-0.7821
1977,3,1,2,236,-0.1111
1977,3,1,3,348,1.5743
1977,3,1,4,495,0.3884
1977,3,1,5,630,1.3970
1977,3,2,1,116,1.9901
1977,3,2,2,182,-0.7307
1977,3,2,3,215,0.1824
1977,3,2,4,234,-0.8266
1977,3,2,5,183,-0.8692
1977,3,3,1,275,-1.5999
1977,3,3,2,234,-1.2635
1977,3,3,3,207,-1.4146
1977,3,3,4,146,-0.2250
1977,3,3,5,65,-0.2223
1977,4,1,1,85,-0.9682
1977,4,1,2,235,0.8043
1977,4,1,3,338,1.0461
1977,4,1,4,489,1.5369
1977,4,1,5,629,1.7672
1977,4,2,1,115,-0.2501
1977,4,2,2,176,3.0151
1977,4,2,3,211,1.7092
1977,4,2,4,228,2.6414
1977,4,2,5,179,1.2341
1977,4,3,1,271,-2.5640
1977,4,3,2,231,2.1584
1977,4,3,3,198,2.2024
1977,4,3,4,143,2.1812
1977,4,3,5,63,2.8000
1977,5,1,1,98,-3.4311
1977,5,1,2,254,1.9158
1977,5,1,3,360,0.1203
1977,5,1,4,529,-0.5518
1977,5,1,5,646,0.4956
1977,5,2,1,126,-0.6633
1977,5,2,2,193,-0.4989
1977,5,2,3,226,0.7600
1977,5,2,4,237,-0.1788
1977,5,2,5,185,0.0596
1977,5,3,1,278,-2.4260
1977,5,3,2,245,-1.3396
1977,5,3,3,211,-0.7571
1977,5,3,4,150,-1.9162
1977,5,3,5,65,-1.6113
1977,6,1,1,101,9.1250
1977,6,1,2,268,8.0028
1977,6,1,3,366,8.1943
1977,6,1,4,535,7.3789
1977,6,1,5,658,7.4581
1977,6,2,1,130,8.0979
1977,6,2,2,194,9.4328
1977,6,2,3,228,8.2585
1977,6,2,4,241,5.6709
1977,6,2,5,186,7.7208
1977,6,3,1,279,6.5855
1977,6,3,2,244,3.6902
1977,6,3,3,213,3.9162
1977,6,3,4,153,4.2227
1977,6,3,5,66,4.7651
1977,7,1,1,99,0.3857
1977,7,1,2,260,-1.1569
1977,7,1,3,358,-0.3999
1977,7,1,4,522,-0.0559
1977,7,1,5,657,-0.7312
1977,7,2,1,127,-2.2375
1977,7,2,2,194,-2.0016
1977,7,2,3,223,-0.8964
1977,7,2,4,234,-0.7301
1977,7,2,5,183,-1.2363
1977,7,3,1,273,-0.9032
1977,7,3,2,236,-2.6898
1977,7,3,3,204,-1.8151
1977,7,3,4,139,-1.6015
1977,7,3,5,63,-4.4458
1977,8,1,1,105,0.4405
1977,8,1,2,277,-1.4546
1977,8,1,3,403,-2.0784
1977,8,1,4,548,-1.2847
1977,8,1,5,701,-2.3086
1977,8,2,1,135,0.0248
1977,8,2,2,218,-0.8343
1977,8,2,3,249,-0.6865
1977,8,2,4,257,-1.9690
1977,8,2,5,196,-1.3119
1977,8,3,1,300,0.9017
1977,8,3,2,309,-2.7248
1977,8,3,3,244,-4.5854
1977,8,3,4,163,-3.9962
1977,8,3,5,77,-3.6693
1977,9,1,1,107,4.5307
1977,9,1,2,279,2.1431
1977,9,1,3,400,2.1177
1977,9,1,4,553,-0.2601
1977,9,1,5,698,1.1594
1977,9,2,1,137,0.5941
1977,9,2,2,217,1.4443
1977,9,2,3,253,1.1179
1977,9,2,4,254,2.2569
1977,9,2,5,199,0.1344
1977,9,3,1,302,-0.9051
1977,9,3,2,310,-0.1930
1977,9,3,3,247,-0.0561
1977,9,3,4,168,-0.1984
1977,9,3,5,77,-1.4267
1977,10,1,1,99,-4.2893
1977,10,1,2,261,-3.8226
1977,10,1,3,372,-2.9762
1977,10,1,4,514,-3.0288
1977,10,1,5,669,-2.2132
1977,10,2,1,131,-3.4490
1977,10,2,2,199,-2.4368
1977,10,2,3,237,-4.2790
1977,10,2,4,240,-2.1455
1977,10,2,5,188,-2.6263
1977,10,3,1,296,-4.3814
1977,10,3,2,287,-3.5434
1977,10,3,3,231,-2.9348
1977,10,3,4,148,-3.2107
1977,10,3,5,66,-4.0196
1977,11,1,1,115,11.1964
1977,11,1,2,272,9.8191
1977,11,1,3,392,9.4616
1977,11,1,4,525,10.5059
1977,11,1,5,679,9.3633
1977,11,2,1,142,8.4481
1977,11,2,2,209,9.8546
1977,11,2,3,242,8.9869
1977,11,2,4,255,9.3076
1977,11,2,5,190,9.1327
1977,11,3,1,308,4.2723
1977,11,3,2,304,3.8692
1977,11,3,3,253,4.2028
1977,11,3,4,160,5.2972
1977,11,3,5,68,6.7872
1977,12,1,1,113,5.8192
1977,12,1,2,273,3.6453
1977,12,1,3,395,2.4659
1977,12,1,4,536,1.0289
1977,12,1,5,686,1.2974
1977,12,2,1,146,2.2583
1977,12,2,2,211,2.2813
1977,12,2,3,244,1.2677
1977,12,2,4,257,1.6351
1977,12,2,5,193,-0.4717
1977,12,3,1,306,0.7292
1977,12,3,2,305,0.4650
1977,12,3,3,254,0.5291
1977,12,3,4,167,0.3233
1977,12,3,5,70,-1.4341
1978,1,1,1,108,-2.4064
1978,1,1,2,250,-1.1416
1978,1,1,3,370,-1.0719
1978,1,1,4,517,-2.6911
1978,1,1,5,668,-0.9320
1978,1,2,1,144,-5.4269
1978,1,2,2,198,-5.2748
1978,1,2,3,236,-4.0382
1978,1,2,4,257,-3.1457
1978,1,2,5,188,-3.7594
1978,1,3,1,304,-6.1163
1978,1,3,2,303,-6.7559
1978,1,3,3,247,-6.0819
1978,1,3,4,161,-4.5362
1978,1,3,5,66,-3.3871
1978,2,1,1,122,0.0801
1978,2,1,2,252,1.9255
1978,2,1,3,386,3.4230
1978,2,1,4,525,3.1563
1978,2,1,5,681,4.0052
1978,2,2,1,155,1.0640
1978,2,2,2,212,1.4387
1978,2,2,3,251,3.0397
1978,2,2,4,267,1.8656
1978,2,2,5,193,1.8006
1978,2,3,1,313,-3.2956
1978,2,3,2,318,-0.9382
1978,2,3,3,265,-0.3500
1978,2,3,4,174,-1.7464
1978,2,3,5,73,0.2437
1978,3,1,1,124,6.8096
1978,3,1,2,246,6.2480
1978,3,1,3,388,8.9947
1978,3,1,4,522,8.9302
1978,3,1,5,678,7.8076
1978,3,2,1,157,5.5607
1978,3,2,2,213,4.9287
1978,3,2,3,253,7.1727
1978,3,2,4,269,6.8890
1978,3,2,5,195,7.2400
1978,3,3,1,314,1.3521
1978,3,3,2,321,3.3090
1978,3,3,3,270,4.1384
1978,3,3,4,177,5.1164
1978,3,3,5,77,5.9448
1978,4,1,1,130,7.9512
1978,4,1,2,224,6.7145
1978,4,1,3,363,8.0179
1978,4,1,4,499,8.2377
1978,4,1,5,668,8.0824
1978,4,2,1,155,8.8732
1978,4,2,2,202,7.1780
1978,4,2,3,247,8.3697
1978,4,2,4,259,7.7990
1978,4,2,5,188,7.3348
1978,4,3,1,306,11.0780
1978,4,3,2,313,6.2636
1978,4,3,3,256,7.7418
1978,4,3,4,176,7.4163
1978,4,3,5,74,9.1786
1978,5,1,1,142,6.6362
1978,5,1,2,248,5.7274
1978,5,1,3,382,7.6836
1978,5,1,4,518,8.2487
1978,5,1,5,685,8.3811
1978,5,2,1,161,6.8639
1978,5,2,2,210,3.8621
1978,5,2,3,262,4.9483
1978,5,2,4,267,6.3328
1978,5,2,5,198,7.8234
1978,5,3,1,318,2.1750
1978,5,3,2,326,0.8624
1978,5,3,3,270,1.2268
1978,5,3,4,188,4.2222
1978,5,3,5,78,5.4851
1978,6,1,1,140,1.3225
1978,6,1,2,245,0.6942
1978,6,1,3,386,1.5112
1978,6,1,4,514,-0.0546
1978,6,1,5,687,-0.4512
1978,6,2,1,164,-0.1943
1978,6,2,2,201,1.7197
1978,6,2,3,257,0.2990
1978,6,2,4,262,-0.7398
1978,6,2,5,203,0.3033
1978,6,3,1,321,-0.7200
1978,6,3,2,322,-1.7580
1978,6,3,3,269,-2.5464
1978,6,3,4,186,-1.9082
1978,6,3,5,81,-1.5354
1978,7,1,1,131,8.2665
1978,7,1,2,212,6.0276
1978,7,1,3,356,7.1910
1978,7,1,4,486,5.9383
1978,7,1,5,675,4.7828
1978,7,2,1,161,6.4300
1978,7,2,2,183,6.4214
1978,7,2,3,242,7.4280
1978,7,2,4,255,6.3606
1978,7,2,5,195,5.6901
1978,7,3,1,318,6.9872
1978,7,3,2,296,4.5526
1978,7,3,3,265,5.2085
1978,7,3,4,179,6.9766
1978,7,3,5,81,7.4267
1978,8,1,1,141,8.2373
1978,8,1,2,215,8.5362
1978,8,1,3,377,10.4637
1978,8,1,4,507,9.0762
1978,8,1,5,676,9.5919
1978,8,2,1,177,7.6970
1978,8,2,2,186,7.5599
1978,8,2,3,256,7.0888
1978,8,2,4,270,8.7562
1978,8,2,5,203,11.3679
1978,8,3,1,330,3.2706
1978,8,3,2,314,3.2487
1978,8,3,3,279,4.3679
1978,8,3,4,194,3.1590
1978,8,3,5,90,4.5296
1978,9,1,1,141,0.1272
1978,9,1,2,212,-0.3985
1978,9,1,3,373,-1.7251
1978,9,1,4,507,-1.3436
1978,9,1,5,670,-0.5226
1978,9,2,1,182,-2.1084
1978,9,2,2,196,-2.0394
1978,9,2,3,264,-2.1066
1978,9,2,4,277,-1.5867
1978,9,2,5,205,-0.6592
1978,9,3,1,330,-2.4767
1978,9,3,2,317,0.0222
1978,9,3,3,280,1.2212
1978,9,3,4,193,-0.3076
1978,9,3,5,87,-1.5651
1978,10,1,1,137,-27.9181
1978,10,1,2,205,-22.2485
1978,10,1,3,355,-24.3812
1978,10,1,4,494,-23.5295
1978,10,1,5,657,-23.3728
1978,10,2,1,175,-22.7977
1978,10,2,2,192,-18.0283
1978,10,2,3,249,-20.8106
1978,10,2,4,261,-19.3888
1978,10,2,5,193,-21.5817
1978,10,3,1,318,-9.1109
1978,10,3,2,295,-8.9046
1978,10,3,3,256,-10.0701
1978,10,3,4,188,-13.1486
1978,10,3,5,84,-14.5556
1978,11,1,1,152,12.1485
1978,11,1,2,224,6.4200
1978,11,1,3,370,6.7665
1978,11,1,4,511,7.4319
1978,11,1,5,657,7.8562
1978,11,2,1,179,10.2685
1978,11,2,2,209,6.0949
1978,11,2,3,269,6.6649
1978,11,2,4,267,5.6449
1978,11,2,5,200,6.8059
1978,11,3,1,324,2.7593
1978,11,3,2,306,3.0649
1978,11,3,3,260,3.3574
1978,11,3,4,199,4.4716
1978,11,3,5,92,4.7066
1978,12,1,1,153,2.4070
1978,12,1,2,225,0.7733
1978,12,1,3,375,1.4460
1978,12,1,4,516,0.8590
1978,12,1,5,658,0.1090
1978,12,2,1,181,3.0123
1978,12,2,2,218,1.6631
1978,12,2,3,271,2.2093
1978,12,2,4,268,1.4910
1978,12,2,5,205,2.5069
1978,12,3,1,320,3.2206
1978,12,3,2,308,-0.1286
1978,12,3,3,259,0.8428
1978,12,3,4,203,0.7603
1978,12,3,5,95,0.0097
1979,1,1,1,150,10.6779
1979,1,1,2,215,8.0210
1979,1,1,3,370,9.5141
1979,1,1,4,489,11.0706
1979,1,1,5,638,11.7473
1979,1,2,1,174,6.7058
1979,1,2,2,216,6.8209
1979,1,2,3,270,8.4835
1979,1,2,4,260,9.4553
1979,1,2,5,202,9.4102
1979,1,3,1,311,3.1157
1979,1,3,2,293,5.5782
1979,1,3,3,254,4.8962
1979,1,3,4,201,6.5376
1979,1,3,5,99,7.1327
1979,2,1,1,161,-0.8118
1979,2,1,2,232,-1.6192
1979,2,1,3,389,-2.3384
1979,2,1,4,509,-3.2617
1979,2,1,5,633,-2.3543
1979,2,2,1,186,-2.2545
1979,2,2,2,230,-2.5171
1979,2,2,3,277,-2.0357
1979,2,2,4,270,-3.5798
1979,2,2,5,203,-3.1259
1979,2,3,1,315,-3.0511
1979,2,3,2,297,-2.6263
1979,2,3,3,265,-2.7055
1979,2,3,4,213,-3.8564
1979,2,3,5,106,-4.8336
1979,3,1,1,167,13.7322
1979,3,1,2,234,9.2581
1979,3,1,3,387,8.2499
1979,3,1,4,510,8.8158
1979,3,1,5,628,8.8718
1979,3,2,1,185,11.4374
1979,3,2,2,228,9.0142
1979,3,2,3,277,11.1011
1979,3,2,4,263,9.9587
1979,3,2,5,197,10.1103
1979,3,3,1,312,5.4616
1979,3,3,2,296,5.2647
1979,3,3,3,266,7.2949
1979,3,3,4,214,8.1533
1979,3,3,5,106,8.8080
1979,4,1,1,161,2.9829
1979,4,1,2,230,1.8455
1979,4,1,3,365,2.8454
1979,4,1,4,484,2.3661
1979,4,1,5,614,2.5029
1979,4,2,1,183,2.6702
1979,4,2,2,227,2.0398
1979,4,2,3,264,2.8053
1979,4,2,4,248,2.0848
1979,4,2,5,192,1.7872
1979,4,3,1,299,-0.0068
1979,4,3,2,280,-1.0254
1979,4,3,3,250,2.5670
1979,4,3,4,207,1.2873
1979,4,3,5,103,0.1493
1979,5,1,1,177,-0.8924
1979,5,1,2,249,-1.3026
1979,5,1,3,396,-0.7208
1979,5,1,4,514,-0.7953
1979,5,1,5,621,-1.1149
1979,5,2,1,196,-2.2995
1979,5,2,2,243,-0.8793
1979,5,2,3,280,-0.9330
1979,5,2,4,263,-1.5502
1979,5,2,5,194,-0.3152
1979,5,3,1,304,-1.3975
1979,5,3,2,309,-0.5178
1979,5,3,3,281,-2.5782
1979,5,3,4,218,-2.5222
1979,5,3,5,108,-3.0335
1979,6,1,1,178,9.2191
1979,6,1,2,254,5.9038
1979,6,1,3,389,4.8822
1979,6,1,4,510,5.2358
1979,6,1,5,617,3.6749
1979,6,2,1,201,5.0311
1979,6,2,2,240,4.7147
1979,6,2,3,283,5.0683
1979,6,2,4,267,5.0723
1979,6,2,5,193,4.5540
1979,6,3,1,305,2.2772
1979,6,3,2,307,4.5535
1979,6,3,3,282,5.9528
1979,6,3,4,219,5.5192
1979,6,3,5,112,5.1134
1979,7,1,1,166,1.4464
1979,7,1,2,244,2.7127
1979,7,1,3,375,2.9786
1979,7,1,4,486,2.0336
1979,7,1,5,598,2.1884
1979,7,2,1,199,2.1750
1979,7,2,2,231,3.7081
1979,7,2,3,266,4.5513
1979,7,2,4,252,2.2998
1979,7,2,5,187,3.6595
1979,7,3,1,292,-0.2561
1979,7,3,2,288,1.6287
1979,7,3,3,266,2.0142
1979,7,3,4,212,2.9907
1979,7,3,5,111,2.9552
1979,8,1,1,177,7.8605
1979,8,1,2,262,8.1662
1979,8,1,3,386,8.2378
1979,8,1,4,518,8.8663
1979,8,1,5,612,7.9778
1979,8,2,1,198,9.7288
1979,8,2,2,245,7.2774
1979,8,2,3,283,7.8790
1979,8,2,4,268,8.3990
1979,8,2,5,203,8.1711
1979,8,3,1,303,6.4841
1979,8,3,2,306,5.3177
1979,8,3,3,283,6.8527
1979,8,3,4,233,8.3571
1979,8,3,5,111,6.4079
1979,9,1,1,176,2.8354
1979,9,1,2,267,-1.0908
1979,9,1,3,395,-0.2434
1979,9,1,4,512,-1.5166
1979,9,1,5,604,-1.1616
1979,9,2,1,198,3.0001
1979,9,2,2,244,-0.3996
1979,9,2,3,283,-0.5579
1979,9,2,4,266,-1.2084
1979,9,2,5,199,-1.2663
1979,9,3,1,306,-1.1053
1979,9,3,2,303,-0.2901
1979,9,3,3,288,2.3591
1979,9,3,4,232,1.8168
1979,9,3,5,110,-0.0031
1979,10,1,1,169,-10.4473
1979,10,1,2,261,-10.8135
1979,10,1,3,380,-9.7280
1979,10,1,4,481,-10.3980
1979,10,1,5,585,-10.8627
1979,10,2,1,195,-7.4916
1979,10,2,2,237,-8.4654
1979,10,2,3,271,-10.2578
1979,10,2,4,251,-11.5416
1979,10,2,5,188,-10.9666
1979,10,3,1,298,-6.4780
1979,10,3,2,292,-5.6814
1979,10,3,3,279,-5.7052
1979,10,3,4,216,-8.2313
1979,10,3,5,98,-9.0987
1979,11,1,1,181,12.4175
1979,11,1,2,278,10.6042
1979,11,1,3,398,6.9074
1979,11,1,4,505,7.8688
1979,11,1,5,586,6.9951
1979,11,2,1,198,12.1923
1979,11,2,2,241,8.0151
1979,11,2,3,287,9.2846
1979,11,2,4,258,6.5373
1979,11,2,5,193,6.5814
1979,11,3,1,308,6.4014
1979,11,3,2,303,6.1687
1979,11,3,3,286,6.3372
1979,11,3,4,218,4.6420
1979,11,3,5,103,2.3834
1979,12,1,1,178,14.4959
1979,12,1,2,270,8.4184
1979,12,1,3,394,7.3986
1979,12,1,4,511,7.1698
1979,12,1,5,581,5.9683
1979,12,2,1,204,8.9134
1979,12,2,2,243,4.0619
1979,12,2,3,288,5.6485
1979,12,2,4,266,6.0267
1979,12,2,5,196,6.5647
1979,12,3,1,304,2.4926
1979,12,3,2,302,1.7212
1979,12,3,3,284,1.5569
1979,12,3,4,219,3.4446
1979,12,3,5,103,5.7594
1980,1,1,1,168,10.4038
1980,1,1,2,258,9.1372
1980,1,1,3,369,9.9814
1980,1,1,4,491,10.9681
1980,1,1,5,559,10.8912
1980,1,2,1,206,5.9707
1980,1,2,2,233,5.0889
1980,1,2,3,267,7.6258
1980,1,2,4,252,7.7589
1980,1,2,5,191,8.3578
1980,1,3,1,291,4.2372
1980,1,3,2,285,6.0418
1980,1,3,3,271,9.2498
1980,1,3,4,206,10.4697
1980,1,3,5,95,10.5429
1980,2,1,1,178,0.7274
1980,2,1,2,271,-1.2097
1980,2,1,3,385,-2.4612
1980,2,1,4,505,-2.3569
1980,2,1,5,571,-2.7848
1980,2,2,1,208,1.8874
1980,2,2,2,243,-2.4039
1980,2,2,3,276,-3.6705
1980,2,2,4,265,-2.6584
1980,2,2,5,194,-3.1224
1980,2,3,1,295,-2.0728
1980,2,3,2,298,-1.4580
1980,2,3,3,288,4.5308
1980,2,3,4,213,3.3869
1980,2,3,5,101,-0.0230
1980,3,1,1,176,-23.5710
1980,3,1,2,263,-18.6237
1980,3,1,3,380,-18.2397
1980,3,1,4,501,-18.2728
1980,3,1,5,570,-17.2670
1980,3,2,1,208,-19.5378
1980,3,2,2,241,-14.5452
1980,3,2,3,276,-16.5077
1980,3,2,4,268,-16.4652
1980,3,2,5,194,-16.7431
1980,3,3,1,298,-9.7041
1980,3,3,2,295,-10.2007
1980,3,3,3,293,-12.8406
1980,3,3,4,211,-13.6317
1980,3,3,5,100,-14.1672
1980,4,1,1,176,6.3252
1980,4,1,2,244,9.0397
1980,4,1,3,367,7.5762
1980,4,1,4,476,5.0086
1980,4,1,5,561,4.7726
1980,4,2,1,198,5.1650
1980,4,2,2,232,9.4517
1980,4,2,3,266,7.0098
1980,4,2,4,262,3.5276
1980,4,2,5,187,3.5869
1980,4,3,1,289,4.0198
1980,4,3,2,286,6.4840
1980,4,3,3,286,5.3371
1980,4,3,4,201,3.4937
1980,4,3,5,100,1.8445
1980,5,1,1,182,7.2783
1980,5,1,2,259,6.9668
1980,5,1,3,384,6.6910
1980,5,1,4,492,6.1080
1980,5,1,5,576,6.0577
1980,5,2,1,206,9.5000
1980,5,2,2,248,7.1047
1980,5,2,3,284,6.8539
1980,5,2,4,276,8.7340
1980,5,2,5,194,9.0496
1980,5,3,1,298,5.9547
1980,5,3,2,301,5.2776
1980,5,3,3,300,5.6261
1980,5,3,4,212,5.0368
1980,5,3,5,102,6.8099
1980,6,1,1,179,4.9754
1980,6,1,2,251,3.2023
1980,6,1,3,385,3.0923
1980,6,1,4,501,3.6153
1980,6,1,5,571,3.7574
1980,6,2,1,208,5.0381
1980,6,2,2,246,3.9421
1980,6,2,3,279,5.3733
1980,6,2,4,275,3.3982
1980,6,2,5,195,1.8582
1980,6,3,1,299,3.7440
1980,6,3,2,299,3.5635
1980,6,3,3,297,4.2865
1980,6,3,4,211,1.9204
1980,6,3,5,102,1.0900
1980,7,1,1,169,12.5372
1980,7,1,2,232,14.7889
1980,7,1,3,350,12.5895
1980,7,1,4,467,10.7730
1980,7,1,5,566,10.6782
1980,7,2,1,202,13.3513
1980,7,2,2,226,9.3536
1980,7,2,3,260,10.7273
1980,7,2,4,265,11.0413
1980,7,2,5,190,12.1201
1980,7,3,1,290,10.4776
1980,7,3,2,274,3.9100
1980,7,3,3,277,5.9493
1980,7,3,4,198,7.8401
1980,7,3,5,94,12.3898
1980,8,1,1,171,11.1476
1980,8,1,2,242,6.6096
1980,8,1,3,366,8.7564
1980,8,1,4,484,6.9039
1980,8,1,5,589,7.5074
1980,8,2,1,208,6.4704
1980,8,2,2,246,3.5238
1980,8,2,3,275,4.8856
1980,8,2,4,270,5.5085
1980,8,2,5,201,5.6821
1980,8,3,1,302,2.0782
1980,8,3,2,298,0.7535
1980,8,3,3,302,1.5814
1980,8,3,4,205,1.1849
1980,8,3,5,106,3.0363
1980,9,1,1,170,5.6797
1980,9,1,2,242,2.3697
1980,9,1,3,375,3.0500
1980,9,1,4,483,2.9343
1980,9,1,5,583,3.2487
1980,9,2,1,214,5.2077
1980,9,2,2,247,2.8229
1980,9,2,3,277,3.3379
1980,9,2,4,272,2.7330
1980,9,2,5,205,2.0395
1980,9,3,1,302,3.2848
1980,9,3,2,300,3.3922
