year,month,rank_ME,rank_r5n,nstocks,ret_vw
1968,9,2,1,45,3.7758
1968,9,2,2,55,6.3057
1968,9,2,3,46,6.0413
1968,9,2,4,68,7.3591
1968,9,2,5,77,7.1995
1968,9,3,1,111,2.7189
1968,9,3,2,109,5.1033
1968,9,3,3,97,5.6087
1968,9,3,4,103,2.3909
1968,9,3,5,95,4.2658
1968,10,1,1,48,1.3602
1968,10,1,2,73,2.0850
1968,10,1,3,112,0.8735
1968,10,1,4,114,0.8051
1968,10,1,5,211,-0.9921
1968,10,2,1,46,0.9008
1968,10,2,2,50,2.8232
1968,10,2,3,49,1.0754
1968,10,2,4,64,2.3588
1968,10,2,5,83,-0.0523
1968,10,3,1,112,2.6982
1968,10,3,2,111,2.5624
1968,10,3,3,96,1.5482
1968,10,3,4,93,-3.1321
1968,10,3,5,102,-0.3325
1968,11,1,1,63,6.6455
1968,11,1,2,69,4.2553
1968,11,1,3,95,6.5331
1968,11,1,4,122,7.6692
1968,11,1,5,218,8.5743
1968,11,2,1,49,7.0480
1968,11,2,2,44,6.5553
1968,11,2,3,55,8.8576
1968,11,2,4,58,7.2260
1968,11,2,5,82,8.5857
1968,11,3,1,105,5.7152
1968,11,3,2,119,5.1271
1968,11,3,3,96,2.7243
1968,11,3,4,100,6.9366
1968,11,3,5,90,8.0901
1968,12,1,1,53,2.3170
1968,12,1,2,79,0.9936
1968,12,1,3,101,3.4096
1968,12,1,4,124,0.5339
1968,12,1,5,217,3.5498
1968,12,2,1,45,-2.4042
1968,12,2,2,45,-0.9831
1968,12,2,3,59,-0.5236
1968,12,2,4,67,0.0319
1968,12,2,5,78,-0.0410
1968,12,3,1,116,-4.9040
1968,12,3,2,109,-2.7810
1968,12,3,3,94,-2.4139
1968,12,3,4,95,-4.5655
1968,12,3,5,100,-4.6496
1969,1,1,1,83,-0.5172
1969,1,1,2,79,-1.9102
1969,1,1,3,101,0.0982
1969,1,1,4,128,0.0249
1969,1,1,5,178,-1.1423
1969,1,2,1,55,1.9480
1969,1,2,2,45,-1.8232
1969,1,2,3,50,0.1324
1969,1,2,4,59,-1.4314
1969,1,2,5,79,-1.2552
1969,1,3,1,95,1.2032
1969,1,3,2,108,0.2172
1969,1,3,3,98,-1.7321
1969,1,3,4,111,-2.3144
1969,1,3,5,105,-1.7566
1969,2,1,1,54,-10.8087
1969,2,1,2,68,-7.2768
1969,2,1,3,92,-8.6316
1969,2,1,4,115,-9.2212
1969,2,1,5,236,-12.6468
1969,2,2,1,48,-6.8142
1969,2,2,2,37,-7.0939
1969,2,2,3,61,-7.7393
1969,2,2,4,58,-7.3236
1969,2,2,5,87,-10.1921
1969,2,3,1,115,-4.0898
1969,2,3,2,121,-3.8659
1969,2,3,3,89,-3.7558
1969,2,3,4,99,-5.4220
1969,2,3,5,94,-8.4681
1969,3,1,1,42,4.4159
1969,3,1,2,69,0.6578
1969,3,1,3,103,0.5472
1969,3,1,4,131,2.8035
1969,3,1,5,227,2.1331
1969,3,2,1,44,1.1414
1969,3,2,2,28,2.2423
1969,3,2,3,65,3.6088
1969,3,2,4,60,3.6525
1969,3,2,5,84,1.2837
1969,3,3,1,122,1.2541
1969,3,3,2,119,4.9695
1969,3,3,3,93,4.9805
1969,3,3,4,92,2.2193
1969,3,3,5,92,2.6067
1969,4,1,1,42,-1.1878
1969,4,1,2,62,-0.1939
1969,4,1,3,113,-0.4218
1969,4,1,4,132,-1.1309
1969,4,1,5,225,-2.0926
1969,4,2,1,38,0.2313
1969,4,2,2,52,1.2350
1969,4,2,3,56,0.8736
1969,4,2,4,48,-0.8056
1969,4,2,5,84,1.0190
1969,4,3,1,131,2.1554
1969,4,3,2,108,1.4086
1969,4,3,3,95,2.8061
1969,4,3,4,98,3.5981
1969,4,3,5,96,0.8525
1969,5,1,1,34,2.2601
1969,5,1,2,70,1.0845
1969,5,1,3,108,1.5810
1969,5,1,4,123,0.4530
1969,5,1,5,236,1.0296
1969,5,2,1,45,0.7773
1969,5,2,2,39,0.8429
1969,5,2,3,62,-2.0787
1969,5,2,4,62,-0.6284
1969,5,2,5,83,-0.1464
1969,5,3,1,125,1.1418
1969,5,3,2,121,0.9680
1969,5,3,3,89,0.0878
1969,5,3,4,94,-0.2593
1969,5,3,5,95,-0.8002
1969,6,1,1,28,-7.9351
1969,6,1,2,70,-13.0574
1969,6,1,3,102,-11.4864
1969,6,1,4,127,-13.1889
1969,6,1,5,239,-15.8658
1969,6,2,1,36,-6.8939
1969,6,2,2,48,-9.8388
1969,6,2,3,58,-9.9211
1969,6,2,4,61,-12.0321
1969,6,2,5,92,-13.5640
1969,6,3,1,138,-6.1716
1969,6,3,2,109,-7.3637
1969,6,3,3,98,-2.5763
1969,6,3,4,89,-5.8834
1969,6,3,5,96,-6.5834
1969,7,1,1,31,-9.8737
1969,7,1,2,69,-10.0389
1969,7,1,3,89,-9.1584
1969,7,1,4,130,-10.6510
1969,7,1,5,257,-14.4068
1969,7,2,1,47,-6.7068
1969,7,2,2,37,-5.5604
1969,7,2,3,59,-9.0985
1969,7,2,4,65,-9.7122
1969,7,2,5,83,-10.9244
1969,7,3,1,128,-5.6789
1969,7,3,2,123,-7.1879
1969,7,3,3,94,-4.9308
1969,7,3,4,89,-4.9094
1969,7,3,5,94,-7.5198
1969,8,1,1,35,3.5374
1969,8,1,2,56,2.2272
1969,8,1,3,84,4.1931
1969,8,1,4,133,4.7026
1969,8,1,5,270,4.4718
1969,8,2,1,41,2.2314
1969,8,2,2,43,4.6874
1969,8,2,3,56,4.9194
1969,8,2,4,65,6.4623
1969,8,2,5,84,8.1030
1969,8,3,1,136,1.8708
1969,8,3,2,115,5.1829
1969,8,3,3,101,5.9550
1969,8,3,4,86,6.5950
1969,8,3,5,90,8.7495
1969,9,1,1,35,0.7219
1969,9,1,2,56,-0.7065
1969,9,1,3,93,-1.4788
1969,9,1,4,126,-4.0988
1969,9,1,5,269,-4.7241
1969,9,2,1,39,-3.1352
1969,9,2,2,38,-1.2944
1969,9,2,3,60,0.2940
1969,9,2,4,67,-0.1608
1969,9,2,5,87,-0.0572
1969,9,3,1,136,-3.7162
1969,9,3,2,124,-3.3300
1969,9,3,3,92,-1.9572
1969,9,3,4,86,-1.0331
1969,9,3,5,93,-1.7822
1969,10,1,1,26,2.9443
1969,10,1,2,54,7.3941
1969,10,1,3,79,7.6077
1969,10,1,4,132,9.6214
1969,10,1,5,281,12.5232
1969,10,2,1,44,5.3291
1969,10,2,2,43,9.9586
1969,10,2,3,57,5.9787
1969,10,2,4,61,4.4008
1969,10,2,5,94,8.5553
1969,10,3,1,135,4.1116
1969,10,3,2,118,3.4246
1969,10,3,3,104,6.3401
1969,10,3,4,78,6.3515
1969,10,3,5,93,5.3108
1969,11,1,1,33,-5.8137
1969,11,1,2,57,-8.0138
1969,11,1,3,74,-6.0650
1969,11,1,4,127,-4.2964
1969,11,1,5,294,-8.1473
1969,11,2,1,40,-4.3802
1969,11,2,2,43,-5.8443
1969,11,2,3,48,-6.9028
1969,11,2,4,75,-4.1290
1969,11,2,5,88,-4.4432
1969,11,3,1,134,-3.4438
1969,11,3,2,125,-3.6409
1969,11,3,3,111,-1.9860
1969,11,3,4,72,-2.7669
1969,11,3,5,88,-1.8699
1969,12,1,1,38,-9.8357
1969,12,1,2,71,-8.0318
1969,12,1,3,86,-8.8208
1969,12,1,4,114,-6.7965
1969,12,1,5,276,-10.3779
1969,12,2,1,40,-6.3063
1969,12,2,2,50,-5.7033
1969,12,2,3,54,-5.5774
1969,12,2,4,66,-5.3459
1969,12,2,5,95,-6.4013
1969,12,3,1,138,-2.3754
1969,12,3,2,109,-2.2655
1969,12,3,3,105,0.6612
1969,12,3,4,86,-0.1462
1969,12,3,5,93,-3.4273
1970,1,1,1,49,0.2568
1970,1,1,2,75,0.5522
1970,1,1,3,85,0.0925
1970,1,1,4,126,-1.2959
1970,1,1,5,250,-3.8708
1970,1,2,1,50,-2.0038
1970,1,2,2,40,-4.3572
1970,1,2,3,55,-3.6703
1970,1,2,4,68,-4.9909
1970,1,2,5,85,-9.9727
1970,1,3,1,121,-5.5379
1970,1,3,2,114,-8.2612
1970,1,3,3,99,-8.3588
1970,1,3,4,91,-7.8331
1970,1,3,5,107,-12.0038
1970,2,1,1,32,2.1135
1970,2,1,2,58,2.0792
1970,2,1,3,75,2.9245
1970,2,1,4,133,2.4506
1970,2,1,5,286,3.1327
1970,2,2,1,41,5.0346
1970,2,2,2,41,4.8897
1970,2,2,3,49,4.6974
1970,2,2,4,73,5.2543
1970,2,2,5,101,4.0437
1970,2,3,1,135,6.5720
1970,2,3,2,126,6.6731
1970,2,3,3,104,4.5357
1970,2,3,4,73,6.7183
1970,2,3,5,91,4.6974
1970,3,1,1,36,1.3111
1970,3,1,2,54,-0.0649
1970,3,1,3,81,0.6094
1970,3,1,4,123,-1.4452
1970,3,1,5,293,-5.3772
1970,3,2,1,37,3.4286
1970,3,2,2,38,1.3275
1970,3,2,3,49,1.2190
1970,3,2,4,75,-1.3128
1970,3,2,5,105,-4.7923
1970,3,3,1,138,3.0562
1970,3,3,2,122,-1.3645
1970,3,3,3,106,-1.3883
1970,3,3,4,88,-1.0568
1970,3,3,5,77,-4.3715
1970,4,1,1,42,-13.1155
1970,4,1,2,69,-12.0922
1970,4,1,3,79,-12.1208
1970,4,1,4,124,-17.0198
1970,4,1,5,286,-22.1119
1970,4,2,1,36,-10.3352
1970,4,2,2,48,-11.7110
1970,4,2,3,52,-11.7381
1970,4,2,4,68,-14.2351
1970,4,2,5,100,-20.0464
1970,4,3,1,140,-7.6207
1970,4,3,2,115,-8.3492
1970,4,3,3,99,-10.3265
1970,4,3,4,88,-9.5192
1970,4,3,5,89,-14.9650
1970,5,1,1,48,-8.8902
1970,5,1,2,69,-9.6153
1970,5,1,3,100,-9.3609
1970,5,1,4,113,-9.7953
1970,5,1,5,273,-8.8481
1970,5,2,1,41,-5.7231
1970,5,2,2,46,-7.8039
1970,5,2,3,50,-8.4084
1970,5,2,4,64,-9.5574
1970,5,2,5,100,-13.9591
1970,5,3,1,133,-4.7803
1970,5,3,2,120,-3.7170
1970,5,3,3,108,-6.3362
1970,5,3,4,83,-6.5015
1970,5,3,5,87,-10.2901
1970,6,1,1,34,-6.7627
1970,6,1,2,83,-7.5858
1970,6,1,3,86,-7.1492
1970,6,1,4,107,-9.8293
1970,6,1,5,294,-11.8961
1970,6,2,1,38,-5.0408
1970,6,2,2,33,-5.9948
1970,6,2,3,54,-8.1736
1970,6,2,4,81,-6.7540
1970,6,2,5,96,-8.4623
1970,6,3,1,140,-4.7065
1970,6,3,2,125,-2.8021
1970,6,3,3,105,-4.6535
1970,6,3,4,76,-6.2358
1970,6,3,5,87,-9.3025
1970,7,1,1,46,3.5298
1970,7,1,2,69,3.4604
1970,7,1,3,95,7.0390
1970,7,1,4,112,4.9533
1970,7,1,5,280,4.9163
1970,7,2,1,40,4.0543
1970,7,2,2,43,7.3214
1970,7,2,3,53,9.0603
1970,7,2,4,77,9.2287
1970,7,2,5,89,8.1879
1970,7,3,1,135,9.8365
1970,7,3,2,119,9.3574
1970,7,3,3,103,6.1145
1970,7,3,4,82,3.7683
1970,7,3,5,91,5.1590
1970,8,1,1,57,5.1856
1970,8,1,2,59,6.3832
1970,8,1,3,95,7.0536
1970,8,1,4,117,5.8618
1970,8,1,5,277,7.1326
1970,8,2,1,40,5.5165
1970,8,2,2,46,7.5117
1970,8,2,3,54,6.7040
1970,8,2,4,63,7.7516
1970,8,2,5,101,8.8471
1970,8,3,1,132,4.9497
1970,8,3,2,124,5.0456
1970,8,3,3,96,4.0567
1970,8,3,4,86,5.6635
1970,8,3,5,90,4.2421
1970,9,1,1,66,11.1839
1970,9,1,2,73,7.2439
1970,9,1,3,83,14.2754
1970,9,1,4,116,15.2307
1970,9,1,5,264,18.5437
1970,9,2,1,38,6.0714
1970,9,2,2,46,5.9484
1970,9,2,3,55,9.7904
1970,9,2,4,64,10.6990
1970,9,2,5,103,15.5116
1970,9,3,1,131,-0.0994
1970,9,3,2,121,2.6313
1970,9,3,3,96,4.2020
1970,9,3,4,89,7.0956
1970,9,3,5,93,8.5722
1970,10,1,1,51,-4.0141
1970,10,1,2,68,-4.8962
1970,10,1,3,103,-5.9142
1970,10,1,4,113,-6.0524
1970,10,1,5,270,-10.4585
1970,10,2,1,37,-1.4578
1970,10,2,2,50,-3.8343
1970,10,2,3,49,-3.3937
1970,10,2,4,66,-4.6932
1970,10,2,5,100,-6.9594
1970,10,3,1,137,-0.9880
1970,10,3,2,113,-1.2316
1970,10,3,3,88,-0.8589
1970,10,3,4,98,-0.3212
1970,10,3,5,98,-1.9270
1970,11,1,1,62,-1.7615
1970,11,1,2,63,0.5514
1970,11,1,3,92,-0.9192
1970,11,1,4,99,-0.5910
1970,11,1,5,289,-1.6705
1970,11,2,1,44,7.0893
1970,11,2,2,52,3.1845
1970,11,2,3,49,2.6913
1970,11,2,4,60,3.6593
1970,11,2,5,105,2.6686
1970,11,3,1,125,6.2702
1970,11,3,2,118,6.3709
1970,11,3,3,100,4.5943
1970,11,3,4,95,5.2715
1970,11,3,5,94,3.1826
1970,12,1,1,91,9.5003
1970,12,1,2,88,8.9532
1970,12,1,3,89,10.5842
1970,12,1,4,97,12.5089
1970,12,1,5,245,8.0561
1970,12,2,1,47,10.8235
1970,12,2,2,43,7.3536
1970,12,2,3,69,10.1301
1970,12,2,4,65,10.4589
1970,12,2,5,98,7.6048
1970,12,3,1,115,7.2456
1970,12,3,2,118,5.6352
1970,12,3,3,88,6.5179
1970,12,3,4,107,4.5883
1970,12,3,5,103,4.8803
1971,1,1,1,141,18.6961
1971,1,1,2,85,16.1350
1971,1,1,3,98,16.0365
1971,1,1,4,112,13.6601
1971,1,1,5,184,16.3812
1971,1,2,1,55,9.8314
1971,1,2,2,49,10.3288
1971,1,2,3,57,10.0988
1971,1,2,4,65,10.8517
1971,1,2,5,89,8.3630
1971,1,3,1,90,5.5548
1971,1,3,2,110,4.2301
1971,1,3,3,108,4.5387
1971,1,3,4,105,3.2286
1971,1,3,5,118,4.8734
1971,2,1,1,97,3.4505
1971,2,1,2,65,5.7213
1971,2,1,3,93,4.8544
1971,2,1,4,110,5.0956
1971,2,1,5,248,6.3125
1971,2,2,1,47,-0.2059
1971,2,2,2,57,2.6747
1971,2,2,3,60,2.7407
1971,2,2,4,50,2.8583
1971,2,2,5,100,3.2039
1971,2,3,1,113,2.6284
1971,2,3,2,104,-2.3977
1971,2,3,3,96,1.1084
1971,2,3,4,117,2.3177
1971,2,3,5,103,1.9415
1971,3,1,1,105,6.1472
1971,3,1,2,77,4.9676
1971,3,1,3,79,4.9622
1971,3,1,4,123,6.7712
1971,3,1,5,231,4.2978
1971,3,2,1,51,2.9864
1971,3,2,2,48,4.2544
1971,3,2,3,55,4.7886
1971,3,2,4,57,8.1909
1971,3,2,5,102,6.7340
1971,3,3,1,100,3.6611
1971,3,3,2,112,1.3660
1971,3,3,3,109,4.2299
1971,3,3,4,111,4.9753
1971,3,3,5,100,5.3760
1971,4,1,1,127,3.4044
1971,4,1,2,85,1.2990
1971,4,1,3,94,1.6268
1971,4,1,4,103,2.6417
1971,4,1,5,212,0.0472
1971,4,2,1,53,6.1293
1971,4,2,2,49,2.2967
1971,4,2,3,56,4.4017
1971,4,2,4,52,2.1392
1971,4,2,5,99,2.7804
1971,4,3,1,89,7.0757
1971,4,3,2,112,3.4671
1971,4,3,3,109,2.6611
1971,4,3,4,119,2.7905
1971,4,3,5,102,3.9612
1971,5,1,1,158,-5.8079
1971,5,1,2,92,-6.0512
1971,5,1,3,92,-7.0116
1971,5,1,4,129,-8.4215
1971,5,1,5,153,-6.3384
1971,5,2,1,48,-5.3230
1971,5,2,2,63,-5.4366
1971,5,2,3,60,-3.4159
1971,5,2,4,54,-3.5262
1971,5,2,5,88,-4.3152
1971,5,3,1,92,-3.7610
1971,5,3,2,98,-3.6015
1971,5,3,3,112,-3.6647
1971,5,3,4,111,-2.3135
1971,5,3,5,119,-4.3504
1971,6,1,1,135,-2.9098
1971,6,1,2,82,-2.2635
1971,6,1,3,103,-3.1060
1971,6,1,4,91,-0.9955
1971,6,1,5,208,-3.0473
1971,6,2,1,46,-2.3933
1971,6,2,2,58,-0.6693
1971,6,2,3,51,-0.7975
1971,6,2,4,67,-1.8599
1971,6,2,5,87,-0.8640
1971,6,3,1,94,0.3436
1971,6,3,2,110,1.2500
1971,6,3,3,111,-0.4529
1971,6,3,4,113,-0.2084
1971,6,3,5,110,2.4732
1971,7,1,1,134,-7.7476
1971,7,1,2,83,-4.8260
1971,7,1,3,90,-4.8401
1971,7,1,4,117,-4.0285
1971,7,1,5,204,-6.9131
1971,7,2,1,48,-6.2820
1971,7,2,2,55,-3.5651
1971,7,2,3,56,-4.0703
1971,7,2,4,62,-3.6438
1971,7,2,5,88,-4.0132
1971,7,3,1,87,-7.0784
1971,7,3,2,114,-2.9526
1971,7,3,3,109,-3.7433
1971,7,3,4,105,-2.3046
1971,7,3,5,119,-5.0936
1971,8,1,1,152,8.3942
1971,8,1,2,99,4.1583
1971,8,1,3,83,3.3024
1971,8,1,4,100,3.8591
1971,8,1,5,199,2.3480
1971,8,2,1,53,10.2845
1971,8,2,2,59,3.4678
1971,8,2,3,46,2.6028
1971,8,2,4,64,4.7817
1971,8,2,5,81,5.4499
1971,8,3,1,79,6.8625
1971,8,3,2,104,2.7711
1971,8,3,3,128,3.4099
1971,8,3,4,110,4.2132
1971,8,3,5,122,4.6369
1971,9,1,1,160,-2.1073
1971,9,1,2,96,-1.1992
1971,9,1,3,82,-0.4412
1971,9,1,4,103,-1.4889
1971,9,1,5,191,-0.0084
1971,9,2,1,55,-2.7529
1971,9,2,2,58,-1.5567
1971,9,2,3,56,-1.0101
1971,9,2,4,55,0.0630
