year,month,rank_ME,rank_IOCA,nstocks,ret_vw
1967,1,1,1,68,14.2021
1967,1,1,2,71,17.7273
1967,1,1,3,70,21.6427
1967,1,1,4,80,21.3872
1967,1,1,5,115,17.8375
1967,1,2,1,51,16.5188
1967,1,2,2,46,18.3530
1967,1,2,3,41,19.1982
1967,1,2,4,37,18.2697
1967,1,2,5,51,14.7026
1967,1,3,1,74,9.8950
1967,1,3,2,82,11.1960
1967,1,3,3,92,6.8472
1967,1,3,4,86,6.5325
1967,1,3,5,72,6.6556
1967,2,1,1,68,4.1147
1967,2,1,2,71,2.0670
1967,2,1,3,70,5.8762
1967,2,1,4,80,8.1982
1967,2,1,5,115,5.6466
1967,2,2,1,51,3.9433
1967,2,2,2,46,1.4972
1967,2,2,3,41,0.9368
1967,2,2,4,37,2.2074
1967,2,2,5,51,3.2043
1967,2,3,1,74,0.8840
1967,2,3,2,82,-0.2391
1967,2,3,3,92,-0.2339
1967,2,3,4,86,2.8267
1967,2,3,5,72,2.0752
1967,3,1,1,69,7.6913
1967,3,1,2,71,6.3556
1967,3,1,3,70,6.8161
1967,3,1,4,80,5.4147
1967,3,1,5,115,6.8896
1967,3,2,1,51,5.3296
1967,3,2,2,46,7.3585
1967,3,2,3,41,7.0870
1967,3,2,4,37,8.4372
1967,3,2,5,51,8.1546
1967,3,3,1,74,4.8742
1967,3,3,2,82,5.3143
1967,3,3,3,92,4.1406
1967,3,3,4,86,3.8223
1967,3,3,5,72,5.9771
1967,4,1,1,69,4.0378
1967,4,1,2,71,4.7677
1967,4,1,3,70,6.0873
1967,4,1,4,80,5.5123
1967,4,1,5,115,3.4552
1967,4,2,1,51,4.5455
1967,4,2,2,46,5.2512
1967,4,2,3,41,3.8096
1967,4,2,4,37,6.7627
1967,4,2,5,51,3.6865
1967,4,3,1,74,3.5930
1967,4,3,2,82,6.1704
1967,4,3,3,92,6.1449
1967,4,3,4,86,4.5942
1967,4,3,5,72,4.4088
1967,5,1,1,69,-1.1564
1967,5,1,2,71,1.3139
1967,5,1,3,70,1.2426
1967,5,1,4,80,0.2210
1967,5,1,5,115,1.3288
1967,5,2,1,51,-1.4542
1967,5,2,2,46,-3.6069
1967,5,2,3,41,-1.9860
1967,5,2,4,37,-2.5843
1967,5,2,5,51,-1.2775
1967,5,3,1,74,-5.4564
1967,5,3,2,82,-4.6072
1967,5,3,3,92,-4.5297
1967,5,3,4,86,-3.6658
1967,5,3,5,72,-3.7781
1967,6,1,1,69,13.6307
1967,6,1,2,70,10.0800
1967,6,1,3,70,13.6894
1967,6,1,4,80,13.6285
1967,6,1,5,114,10.9424
1967,6,2,1,51,10.0457
1967,6,2,2,46,6.2347
1967,6,2,3,41,6.4708
1967,6,2,4,37,9.2670
1967,6,2,5,51,7.1701
1967,6,3,1,74,0.8034
1967,6,3,2,82,1.5599
1967,6,3,3,92,1.2370
1967,6,3,4,85,4.2929
1967,6,3,5,72,3.4006
1967,7,1,1,88,10.0174
1967,7,1,2,110,10.7348
1967,7,1,3,93,8.8122
1967,7,1,4,126,9.9614
1967,7,1,5,158,8.8010
1967,7,2,1,60,9.0642
1967,7,2,2,51,7.7598
1967,7,2,3,54,7.5949
1967,7,2,4,40,6.1515
1967,7,2,5,65,8.8585
1967,7,3,1,86,2.0215
1967,7,3,2,80,6.6294
1967,7,3,3,91,8.1183
1967,7,3,4,92,4.9546
1967,7,3,5,73,5.7560
1967,8,1,1,88,2.5270
1967,8,1,2,110,-1.2345
1967,8,1,3,93,2.2635
1967,8,1,4,126,0.0284
1967,8,1,5,157,0.2659
1967,8,2,1,60,-1.2786
1967,8,2,2,51,2.6766
1967,8,2,3,54,0.0644
1967,8,2,4,40,-0.9439
1967,8,2,5,65,-0.3939
1967,8,3,1,86,-0.5402
1967,8,3,2,80,-0.3539
1967,8,3,3,91,-1.1203
1967,8,3,4,92,-1.1702
1967,8,3,5,72,-0.2822
1967,9,1,1,88,9.0745
1967,9,1,2,110,7.7247
1967,9,1,3,93,10.2355
1967,9,1,4,126,7.4760
1967,9,1,5,157,8.8628
1967,9,2,1,60,2.4588
1967,9,2,2,51,3.8888
1967,9,2,3,54,3.4203
1967,9,2,4,40,6.9713
1967,9,2,5,65,5.7284
1967,9,3,1,86,3.9400
1967,9,3,2,80,3.5451
1967,9,3,3,91,1.4144
1967,9,3,4,92,5.8814
1967,9,3,5,72,2.5224
1967,10,1,1,88,-0.6926
1967,10,1,2,110,-3.2189
1967,10,1,3,93,-2.3178
1967,10,1,4,126,-0.0337
1967,10,1,5,158,-1.4743
1967,10,2,1,60,-3.0998
1967,10,2,2,51,-5.2483
1967,10,2,3,53,-3.6695
1967,10,2,4,40,-3.1673
1967,10,2,5,65,-2.2109
1967,10,3,1,86,-2.4160
1967,10,3,2,80,-5.4451
1967,10,3,3,91,-2.9195
1967,10,3,4,92,0.7628
1967,10,3,5,72,-3.1140
1967,11,1,1,87,1.9821
1967,11,1,2,109,-1.1799
1967,11,1,3,93,0.6687
1967,11,1,4,126,-1.4902
1967,11,1,5,158,0.7717
1967,11,2,1,59,-0.1690
1967,11,2,2,51,1.3978
1967,11,2,3,53,1.8467
1967,11,2,4,40,0.6186
1967,11,2,5,65,0.4866
1967,11,3,1,86,0.0833
1967,11,3,2,80,-1.2821
1967,11,3,3,91,-0.1638
1967,11,3,4,92,1.1626
1967,11,3,5,72,2.4074
1967,12,1,1,87,8.0821
1967,12,1,2,109,10.1295
1967,12,1,3,92,10.1397
1967,12,1,4,126,7.6206
1967,12,1,5,158,11.4867
1967,12,2,1,59,5.8265
1967,12,2,2,51,7.7290
1967,12,2,3,53,8.4166
1967,12,2,4,40,7.1646
1967,12,2,5,65,4.7652
1967,12,3,1,86,2.5208
1967,12,3,2,80,3.2347
1967,12,3,3,91,1.8314
1967,12,3,4,92,2.9279
1967,12,3,5,72,2.7746
1968,1,1,1,87,3.6206
1968,1,1,2,110,2.6068
1968,1,1,3,92,3.2727
1968,1,1,4,126,2.4202
1968,1,1,5,157,2.6724
1968,1,2,1,59,0.8913
1968,1,2,2,51,-1.2107
1968,1,2,3,53,-2.3110
1968,1,2,4,40,-1.1308
1968,1,2,5,65,-1.3165
1968,1,3,1,86,-3.3768
1968,1,3,2,80,-4.6428
1968,1,3,3,91,-8.6767
1968,1,3,4,92,-4.3577
1968,1,3,5,72,-5.0084
1968,2,1,1,87,-8.7105
1968,2,1,2,110,-7.5724
1968,2,1,3,92,-7.3321
1968,2,1,4,125,-6.5748
1968,2,1,5,157,-5.6808
1968,2,2,1,59,-5.5700
1968,2,2,2,50,-4.8926
1968,2,2,3,53,-4.7653
1968,2,2,4,40,-5.0214
1968,2,2,5,65,-5.3142
1968,2,3,1,86,-3.5062
1968,2,3,2,80,-3.0689
1968,2,3,3,90,-3.9384
1968,2,3,4,92,-2.2731
1968,2,3,5,72,-3.2713
1968,3,1,1,87,-1.3972
1968,3,1,2,110,-0.9646
1968,3,1,3,92,-1.7564
1968,3,1,4,125,-0.6908
1968,3,1,5,158,-0.6671
1968,3,2,1,59,-0.9057
1968,3,2,2,50,-0.8343
1968,3,2,3,53,-2.9816
1968,3,2,4,40,0.6497
1968,3,2,5,65,-0.9881
1968,3,3,1,86,0.2307
1968,3,3,2,80,0.4141
1968,3,3,3,90,2.3963
1968,3,3,4,92,2.8278
1968,3,3,5,72,0.3033
1968,4,1,1,87,16.6889
1968,4,1,2,109,16.6968
1968,4,1,3,92,17.7424
1968,4,1,4,125,16.4921
1968,4,1,5,158,21.3137
1968,4,2,1,59,10.5681
1968,4,2,2,50,16.7276
1968,4,2,3,53,15.5627
1968,4,2,4,40,15.4303
1968,4,2,5,65,13.7141
1968,4,3,1,86,7.8094
1968,4,3,2,80,10.8316
1968,4,3,3,90,10.3253
1968,4,3,4,92,9.1701
1968,4,3,5,72,10.4854
1968,5,1,1,87,9.7277
1968,5,1,2,109,12.3375
1968,5,1,3,91,11.9387
1968,5,1,4,125,13.3432
1968,5,1,5,158,11.0128
1968,5,2,1,59,8.5354
1968,5,2,2,50,6.0906
1968,5,2,3,53,9.4862
1968,5,2,4,40,9.1312
1968,5,2,5,64,7.3518
1968,5,3,1,86,1.2862
1968,5,3,2,80,1.9078
1968,5,3,3,90,1.2785
1968,5,3,4,92,2.2632
1968,5,3,5,72,2.8180
1968,6,1,1,87,1.8402
1968,6,1,2,109,0.6940
1968,6,1,3,91,-0.4918
1968,6,1,4,125,1.1137
1968,6,1,5,158,-2.3151
1968,6,2,1,59,-0.0339
1968,6,2,2,50,1.0303
1968,6,2,3,53,-1.9959
1968,6,2,4,40,-3.0141
1968,6,2,5,64,1.0438
1968,6,3,1,86,0.6317
1968,6,3,2,80,0.1961
1968,6,3,3,90,-1.0464
1968,6,3,4,92,0.4910
1968,6,3,5,72,0.7431
1968,7,1,1,94,-2.4205
1968,7,1,2,90,-4.3433
1968,7,1,3,124,-4.6311
1968,7,1,4,140,-3.3378
1968,7,1,5,183,-2.4984
1968,7,2,1,65,-5.9866
1968,7,2,2,59,-2.6254
1968,7,2,3,53,-3.9885
1968,7,2,4,48,-6.6317
1968,7,2,5,67,-2.9930
1968,7,3,1,88,-1.7073
1968,7,3,2,85,-4.4124
1968,7,3,3,85,-2.5589
1968,7,3,4,94,-1.0040
1968,7,3,5,69,-2.6376
1968,8,1,1,94,4.8916
1968,8,1,2,90,4.3004
1968,8,1,3,124,4.3367
1968,8,1,4,140,4.0593
1968,8,1,5,182,5.2555
1968,8,2,1,65,3.9200
1968,8,2,2,58,3.8517
1968,8,2,3,53,6.1588
1968,8,2,4,48,3.9347
1968,8,2,5,67,3.5801
1968,8,3,1,87,1.8515
1968,8,3,2,85,1.7390
1968,8,3,3,85,2.0423
1968,8,3,4,94,1.2402
1968,8,3,5,69,0.8682
1968,9,1,1,94,9.3279
1968,9,1,2,90,8.5124
1968,9,1,3,124,6.3839
1968,9,1,4,140,6.1996
1968,9,1,5,182,8.1320
1968,9,2,1,65,6.7121
1968,9,2,2,58,7.3116
1968,9,2,3,53,6.2856
1968,9,2,4,48,6.5141
1968,9,2,5,66,8.5100
1968,9,3,1,87,4.7592
1968,9,3,2,85,5.6156
1968,9,3,3,85,6.0441
1968,9,3,4,94,1.7278
1968,9,3,5,69,4.9210
1968,10,1,1,94,-1.2310
1968,10,1,2,90,0.1818
1968,10,1,3,122,0.1763
1968,10,1,4,140,1.5497
1968,10,1,5,182,0.2841
1968,10,2,1,65,1.5124
1968,10,2,2,58,-0.3927
1968,10,2,3,53,1.1797
1968,10,2,4,48,0.9599
1968,10,2,5,66,0.6515
1968,10,3,1,87,2.3226
1968,10,3,2,85,0.4430
1968,10,3,3,85,0.7365
1968,10,3,4,94,-0.4586
1968,10,3,5,68,0.4829
1968,11,1,1,94,7.1500
1968,11,1,2,90,5.3936
1968,11,1,3,122,7.1446
1968,11,1,4,140,8.2759
1968,11,1,5,181,7.0048
1968,11,2,1,65,7.1376
1968,11,2,2,58,6.5605
1968,11,2,3,53,9.1422
1968,11,2,4,48,7.8732
1968,11,2,5,67,8.1703
1968,11,3,1,87,3.1715
1968,11,3,2,85,4.3387
1968,11,3,3,85,7.1661
1968,11,3,4,94,5.9637
1968,11,3,5,68,7.3990
1968,12,1,1,94,2.8815
1968,12,1,2,90,0.3543
1968,12,1,3,124,1.5279
1968,12,1,4,140,4.3665
1968,12,1,5,181,1.0414
1968,12,2,1,65,0.0202
1968,12,2,2,58,-1.8580
1968,12,2,3,53,-1.8695
1968,12,2,4,48,-2.5375
1968,12,2,5,67,0.1270
1968,12,3,1,87,-4.7535
1968,12,3,2,85,-3.3304
1968,12,3,3,85,-3.9742
1968,12,3,4,94,-4.0634
1968,12,3,5,68,-3.8458
1969,1,1,1,94,-2.2713
1969,1,1,2,90,-0.5789
1969,1,1,3,124,-3.1648
1969,1,1,4,140,0.6619
1969,1,1,5,181,-2.1627
1969,1,2,1,65,-1.4007
1969,1,2,2,58,-0.1836
1969,1,2,3,53,-2.3139
1969,1,2,4,48,-2.4618
1969,1,2,5,67,-3.0062
1969,1,3,1,86,0.1290
1969,1,3,2,85,-0.5503
1969,1,3,3,85,-1.1800
1969,1,3,4,94,-2.4976
1969,1,3,5,68,-1.6738
1969,2,1,1,94,-10.5749
1969,2,1,2,90,-8.3878
1969,2,1,3,124,-11.2545
1969,2,1,4,140,-10.4279
1969,2,1,5,178,-9.9017
1969,2,2,1,65,-9.7636
1969,2,2,2,58,-8.6212
1969,2,2,3,53,-7.8379
1969,2,2,4,48,-7.6989
1969,2,2,5,67,-7.8672
1969,2,3,1,86,-3.9632
1969,2,3,2,85,-5.1818
1969,2,3,3,85,-6.4106
1969,2,3,4,94,-3.4847
1969,2,3,5,68,-4.2002
1969,3,1,1,94,1.4560
1969,3,1,2,90,1.4679
1969,3,1,3,124,3.6072
1969,3,1,4,140,3.6997
1969,3,1,5,178,2.8066
1969,3,2,1,65,3.1841
1969,3,2,2,57,2.4306
1969,3,2,3,53,3.1732
1969,3,2,4,48,2.3378
1969,3,2,5,67,4.1447
1969,3,3,1,86,2.2558
1969,3,3,2,85,3.3192
1969,3,3,3,85,2.3228
1969,3,3,4,94,5.4354
1969,3,3,5,68,6.4134
1969,4,1,1,94,0.1321
1969,4,1,2,90,-3.1080
1969,4,1,3,123,0.0174
1969,4,1,4,139,-0.0588
1969,4,1,5,178,0.8715
1969,4,2,1,65,-0.1903
1969,4,2,2,57,-0.8579
1969,4,2,3,53,2.8769
1969,4,2,4,48,-0.6025
1969,4,2,5,66,4.2006
1969,4,3,1,84,3.4124
1969,4,3,2,85,1.4529
1969,4,3,3,85,2.6169
1969,4,3,4,94,1.7018
1969,4,3,5,68,2.9186
1969,5,1,1,94,0.1841
1969,5,1,2,90,0.9217
1969,5,1,3,123,0.4538
1969,5,1,4,139,1.4766
1969,5,1,5,179,1.8518
1969,5,2,1,65,-1.3979
1969,5,2,2,58,-0.4226
1969,5,2,3,53,0.4264
1969,5,2,4,48,-0.7251
1969,5,2,5,66,2.3967
1969,5,3,1,84,0.5586
1969,5,3,2,84,-0.7154
1969,5,3,3,85,0.1640
1969,5,3,4,94,0.5753
1969,5,3,5,68,1.6396
1969,6,1,1,94,-14.5701
1969,6,1,2,90,-14.2872
1969,6,1,3,123,-13.7659
1969,6,1,4,140,-13.9845
1969,6,1,5,179,-12.7060
1969,6,2,1,65,-11.3454
1969,6,2,2,58,-11.5034
1969,6,2,3,53,-10.4377
1969,6,2,4,48,-11.4860
1969,6,2,5,67,-10.3723
1969,6,3,1,85,-6.4141
1969,6,3,2,84,-7.2323
1969,6,3,3,85,-6.5353
1969,6,3,4,94,-3.8738
1969,6,3,5,68,-4.9722
1969,7,1,1,115,-10.5231
1969,7,1,2,130,-11.3061
1969,7,1,3,136,-12.4702
1969,7,1,4,134,-11.8593
1969,7,1,5,203,-11.9325
1969,7,2,1,64,-11.3130
1969,7,2,2,63,-8.8527
1969,7,2,3,56,-9.9108
1969,7,2,4,65,-10.6982
1969,7,2,5,72,-6.7424
1969,7,3,1,93,-5.5274
1969,7,3,2,89,-6.7502
1969,7,3,3,90,-5.4188
1969,7,3,4,96,-6.3694
1969,7,3,5,77,-6.6024
1969,8,1,1,115,3.3753
1969,8,1,2,130,3.5316
1969,8,1,3,135,2.9973
1969,8,1,4,134,7.3362
1969,8,1,5,203,3.9868
1969,8,2,1,64,7.8172
1969,8,2,2,63,7.1912
1969,8,2,3,56,4.6782
1969,8,2,4,65,5.6207
1969,8,2,5,72,6.6039
1969,8,3,1,93,3.1143
1969,8,3,2,89,6.0822
1969,8,3,3,90,5.4553
1969,8,3,4,96,6.1505
1969,8,3,5,77,7.8511
1969,9,1,1,115,-3.2638
1969,9,1,2,130,-2.1417
1969,9,1,3,135,-4.2340
1969,9,1,4,134,-4.6452
1969,9,1,5,204,-3.2884
1969,9,2,1,62,0.8773
1969,9,2,2,63,-2.3681
1969,9,2,3,56,1.6680
1969,9,2,4,64,-1.5257
1969,9,2,5,72,0.6379
1969,9,3,1,93,-3.1502
1969,9,3,2,88,-2.5904
1969,9,3,3,90,-0.9785
1969,9,3,4,96,-1.8161
1969,9,3,5,77,-3.6158
1969,10,1,1,115,8.3031
1969,10,1,2,129,9.7862
1969,10,1,3,135,11.5195
1969,10,1,4,134,12.0945
1969,10,1,5,204,11.3464
1969,10,2,1,62,9.1775
1969,10,2,2,63,7.8155
1969,10,2,3,56,8.3279
1969,10,2,4,63,11.3590
1969,10,2,5,72,6.2415
1969,10,3,1,93,4.4756
1969,10,3,2,88,6.2025
1969,10,3,3,90,6.6612
1969,10,3,4,96,3.2530
1969,10,3,5,77,4.8056
1969,11,1,1,115,-9.0859
1969,11,1,2,129,-6.9723
1969,11,1,3,135,-7.4832
1969,11,1,4,134,-5.9721
1969,11,1,5,204,-6.0063
1969,11,2,1,61,-5.9548
1969,11,2,2,63,-5.7102
1969,11,2,3,56,-4.4124
1969,11,2,4,64,-4.4630
1969,11,2,5,72,-3.4049
1969,11,3,1,93,-2.2733
1969,11,3,2,89,-3.1188
1969,11,3,3,90,-2.6260
1969,11,3,4,96,-2.7073
1969,11,3,5,77,-2.4345
1969,12,1,1,115,-8.3312
1969,12,1,2,130,-8.4686
1969,12,1,3,135,-9.5265
1969,12,1,4,134,-7.5738
1969,12,1,5,204,-6.1560
1969,12,2,1,61,-6.6782
1969,12,2,2,63,-5.5039
1969,12,2,3,56,-5.9174
1969,12,2,4,64,-3.3757
1969,12,2,5,72,-2.6683
1969,12,3,1,93,-1.8456
1969,12,3,2,89,-3.3405
1969,12,3,3,90,-2.8719
1969,12,3,4,96,0.2072
1969,12,3,5,77,-0.5092
1970,1,1,1,115,-5.6040
1970,1,1,2,130,-4.0048
1970,1,1,3,135,-3.4746
1970,1,1,4,134,-2.2578
1970,1,1,5,204,-1.6365
1970,1,2,1,60,-7.9430
1970,1,2,2,63,-6.8725
1970,1,2,3,56,-4.0000
1970,1,2,4,64,-5.9840
1970,1,2,5,72,-5.6179
1970,1,3,1,92,-6.9397
1970,1,3,2,89,-8.7985
1970,1,3,3,90,-8.9073
1970,1,3,4,96,-7.9400
1970,1,3,5,77,-8.7480
1970,2,1,1,115,3.3183
1970,2,1,2,130,3.2489
1970,2,1,3,134,2.9571
1970,2,1,4,134,4.1370
1970,2,1,5,204,2.0330
1970,2,2,1,60,5.4740
1970,2,2,2,63,5.9250
1970,2,2,3,56,2.0756
1970,2,2,4,64,3.6701
1970,2,2,5,72,3.4641
1970,2,3,1,92,7.4316
1970,2,3,2,89,8.3180
1970,2,3,3,90,3.3066
1970,2,3,4,96,3.6896
1970,2,3,5,77,5.2080
1970,3,1,1,115,-2.8456
1970,3,1,2,129,-4.1718
1970,3,1,3,134,-3.9304
1970,3,1,4,134,-4.5900
1970,3,1,5,204,-3.6042
1970,3,2,1,62,-2.5775
1970,3,2,2,63,-2.2943
1970,3,2,3,56,-1.7830
1970,3,2,4,65,-4.1323
1970,3,2,5,72,-1.4906
1970,3,3,1,93,1.7219
1970,3,3,2,89,0.6101
1970,3,3,3,90,-2.5865
1970,3,3,4,96,-0.1531
1970,3,3,5,77,-2.4889
1970,4,1,1,115,-17.2870
1970,4,1,2,129,-19.5002
1970,4,1,3,132,-17.1255
1970,4,1,4,134,-18.7440
1970,4,1,5,204,-18.0227
1970,4,2,1,61,-16.8163
1970,4,2,2,63,-13.3151
1970,4,2,3,56,-17.8960
1970,4,2,4,65,-16.6398
1970,4,2,5,72,-15.8624
1970,4,3,1,93,-8.4286
1970,4,3,2,89,-10.5750
1970,4,3,3,90,-8.6646
1970,4,3,4,96,-9.7386
1970,4,3,5,77,-10.6116
1970,5,1,1,115,-7.8031
1970,5,1,2,129,-9.5496
1970,5,1,3,132,-10.6865
1970,5,1,4,132,-10.3125
1970,5,1,5,204,-8.5267
1970,5,2,1,61,-11.7371
1970,5,2,2,63,-10.5636
1970,5,2,3,56,-11.8588
1970,5,2,4,65,-12.2225
1970,5,2,5,72,-7.9661
1970,5,3,1,93,-5.8582
1970,5,3,2,89,-7.7474
1970,5,3,3,90,-7.2236
1970,5,3,4,96,-3.9113
1970,5,3,5,77,-5.4742
1970,6,1,1,113,-10.6925
1970,6,1,2,129,-8.4486
1970,6,1,3,131,-8.1254
1970,6,1,4,132,-11.0382
1970,6,1,5,203,-6.5626
1970,6,2,1,61,-9.2605
1970,6,2,2,63,-4.7459
1970,6,2,3,55,-8.7228
1970,6,2,4,64,-9.1904
1970,6,2,5,72,-6.4908
1970,6,3,1,93,-4.5691
1970,6,3,2,89,-5.3524
1970,6,3,3,90,-5.5684
1970,6,3,4,96,-5.1057
1970,6,3,5,77,-2.8804
1970,7,1,1,126,5.9684
1970,7,1,2,142,4.5701
1970,7,1,3,173,4.6208
1970,7,1,4,147,3.9243
1970,7,1,5,225,5.0295
1970,7,2,1,69,5.3975
1970,7,2,2,70,7.8126
1970,7,2,3,69,5.4033
1970,7,2,4,70,10.2757
1970,7,2,5,70,8.9268
1970,7,3,1,95,8.0415
1970,7,3,2,94,9.3116
1970,7,3,3,89,6.6101
1970,7,3,4,92,5.5793
1970,7,3,5,82,6.9522
1970,8,1,1,126,5.4086
1970,8,1,2,141,6.7461
1970,8,1,3,172,6.7849
1970,8,1,4,147,6.0123
1970,8,1,5,224,6.3984
1970,8,2,1,68,8.4039
1970,8,2,2,70,5.7199
1970,8,2,3,69,8.2461
1970,8,2,4,70,6.0298
1970,8,2,5,70,5.8366
1970,8,3,1,94,4.3204
1970,8,3,2,94,5.4564
1970,8,3,3,89,5.3076
1970,8,3,4,92,5.0282
1970,8,3,5,82,4.6357
1970,9,1,1,126,15.6450
1970,9,1,2,141,15.5401
1970,9,1,3,172,14.1910
1970,9,1,4,146,17.0845
1970,9,1,5,223,14.3879
1970,9,2,1,68,14.3622
1970,9,2,2,69,13.2576
1970,9,2,3,69,13.1686
1970,9,2,4,70,9.9050
1970,9,2,5,70,10.4908
1970,9,3,1,93,1.4050
1970,9,3,2,94,5.6965
1970,9,3,3,89,3.4337
1970,9,3,4,92,6.6661
1970,9,3,5,82,4.0238
1970,10,1,1,126,-8.9093
1970,10,1,2,141,-6.9689
1970,10,1,3,172,-8.1489
1970,10,1,4,144,-10.2314
1970,10,1,5,224,-5.9158
1970,10,2,1,68,-6.1452
1970,10,2,2,69,-5.0641
1970,10,2,3,69,-6.4807
1970,10,2,4,70,-4.0481
1970,10,2,5,70,-5.5885
1970,10,3,1,93,-2.0372
1970,10,3,2,94,-2.3851
1970,10,3,3,89,-2.4696
1970,10,3,4,92,0.0005
1970,10,3,5,82,1.6243
1970,11,1,1,125,-1.9369
1970,11,1,2,141,-2.3722
1970,11,1,3,172,-0.4024
1970,11,1,4,144,-1.4677
1970,11,1,5,222,-2.2266
1970,11,2,1,68,3.6249
1970,11,2,2,69,0.9469
1970,11,2,3,69,3.3568
1970,11,2,4,69,1.5387
1970,11,2,5,70,1.8484
1970,11,3,1,93,5.8878
1970,11,3,2,94,5.7867
1970,11,3,3,89,4.1398
1970,11,3,4,92,4.5597
1970,11,3,5,82,4.2451
1970,12,1,1,124,8.4338
1970,12,1,2,141,7.6345
1970,12,1,3,172,12.9374
1970,12,1,4,143,10.6306
1970,12,1,5,222,8.6776
1970,12,2,1,68,5.4491
1970,12,2,2,69,9.5866
1970,12,2,3,69,7.8137
1970,12,2,4,69,10.2324
1970,12,2,5,70,9.7605
1970,12,3,1,93,6.4067
1970,12,3,2,94,6.1695
1970,12,3,3,88,6.1906
1970,12,3,4,92,5.0871
1970,12,3,5,82,5.0650
1971,1,1,1,124,14.8749
1971,1,1,2,141,16.0528
1971,1,1,3,170,15.6212
1971,1,1,4,143,14.9080
1971,1,1,5,222,14.7409
1971,1,2,1,67,12.9693
1971,1,2,2,69,9.2244
1971,1,2,3,69,12.7205
1971,1,2,4,68,9.7620
1971,1,2,5,70,9.0883
1971,1,3,1,93,4.6369
1971,1,3,2,94,6.8106
1971,1,3,3,88,5.9936
1971,1,3,4,92,3.1943
1971,1,3,5,82,2.3979
1971,2,1,1,124,6.0057
1971,2,1,2,141,5.7834
1971,2,1,3,169,4.8714
1971,2,1,4,142,6.5541
1971,2,1,5,220,6.1898
1971,2,2,1,66,3.7657
1971,2,2,2,69,4.1804
1971,2,2,3,69,0.9934
1971,2,2,4,68,3.4792
1971,2,2,5,70,3.4088
1971,2,3,1,93,-0.6652
1971,2,3,2,94,0.9573
1971,2,3,3,88,1.6568
1971,2,3,4,91,4.0144
1971,2,3,5,82,3.4527
1971,3,1,1,124,5.1943
1971,3,1,2,141,5.0668
1971,3,1,3,169,7.1361
1971,3,1,4,142,5.5100
1971,3,1,5,219,8.1454
1971,3,2,1,66,7.6479
1971,3,2,2,69,7.0642
1971,3,2,3,69,6.3950
1971,3,2,4,68,8.3750
1971,3,2,5,69,6.7392
1971,3,3,1,93,2.8022
1971,3,3,2,93,5.8199
1971,3,3,3,88,3.5434
1971,3,3,4,91,4.6469
1971,3,3,5,82,4.0740
1971,4,1,1,124,3.5219
1971,4,1,2,141,3.2466
1971,4,1,3,169,-0.5156
1971,4,1,4,142,4.1272
1971,4,1,5,217,2.9364
1971,4,2,1,65,3.7865
1971,4,2,2,69,3.3887
1971,4,2,3,69,5.1600
1971,4,2,4,68,3.6961
1971,4,2,5,69,4.5681
1971,4,3,1,93,3.8595
1971,4,3,2,93,5.9229
1971,4,3,3,88,5.5700
1971,4,3,4,91,3.9709
1971,4,3,5,82,3.2489
1971,5,1,1,123,-7.7661
1971,5,1,2,141,-6.1874
1971,5,1,3,167,-6.2616
1971,5,1,4,140,-6.7832
1971,5,1,5,215,-4.6040
1971,5,2,1,65,-5.1531
1971,5,2,2,69,-5.6066
1971,5,2,3,69,-4.8209
1971,5,2,4,68,-2.7926
1971,5,2,5,69,-2.1585
1971,5,3,1,93,-4.5198
1971,5,3,2,93,-2.3361
1971,5,3,3,88,-1.9260
1971,5,3,4,91,-4.4454
1971,5,3,5,82,-3.0808
1971,6,1,1,122,-3.0525
1971,6,1,2,141,-4.0658
1971,6,1,3,166,-2.1263
1971,6,1,4,137,-1.0721
1971,6,1,5,214,-1.5268
1971,6,2,1,65,-1.1294
1971,6,2,2,68,-1.0027
1971,6,2,3,69,-1.7711
1971,6,2,4,68,1.8443
1971,6,2,5,69,-0.2198
1971,6,3,1,93,-1.8629
1971,6,3,2,93,0.8683
1971,6,3,3,88,-1.2335
1971,6,3,4,90,0.6186
1971,6,3,5,82,2.3157
1971,7,1,1,128,-6.8461
1971,7,1,2,132,-7.5879
1971,7,1,3,159,-6.9751
1971,7,1,4,181,-7.9842
1971,7,1,5,230,-5.8099
1971,7,2,1,72,-6.8786
1971,7,2,2,70,-4.9132
1971,7,2,3,71,-4.0023
1971,7,2,4,71,-6.0924
1971,7,2,5,64,-6.6670
1971,7,3,1,100,-3.2705
1971,7,3,2,102,-5.2406
1971,7,3,3,91,-4.1410
1971,7,3,4,97,-5.2923
1971,7,3,5,83,-3.0773
1971,8,1,1,128,3.2328
1971,8,1,2,132,4.9439
1971,8,1,3,159,3.9888
1971,8,1,4,180,5.1532
1971,8,1,5,230,4.2702
1971,8,2,1,72,4.4691
1971,8,2,2,70,6.1984
1971,8,2,3,71,4.5080
1971,8,2,4,71,5.4630
1971,8,2,5,64,6.0757
1971,8,3,1,100,4.6833
1971,8,3,2,101,6.1891
1971,8,3,3,91,6.5994
1971,8,3,4,97,5.5415
1971,8,3,5,82,0.1176
1971,9,1,1,128,-0.6783
1971,9,1,2,132,-0.4202
1971,9,1,3,159,-1.5228
1971,9,1,4,180,0.6619
1971,9,1,5,230,-0.3440
1971,9,2,1,71,-1.8947
1971,9,2,2,70,-0.5276
1971,9,2,3,70,-0.4223
1971,9,2,4,71,-0.7264
1971,9,2,5,64,0.5042
