year,month,rank_ME,rank_ETR,nstocks,ret_vw
1980,8,2,3,112,3.7346
1980,8,2,4,111,4.5458
1980,8,2,5,115,5.8502
1980,8,3,1,125,1.7591
1980,8,3,2,140,2.3273
1980,8,3,3,145,1.0931
1980,8,3,4,131,0.5652
1980,8,3,5,109,4.0832
1980,9,1,1,250,5.8104
1980,9,1,2,123,2.0856
1980,9,1,3,142,3.5671
1980,9,1,4,188,1.8113
1980,9,1,5,285,2.0690
1980,9,2,1,120,3.9843
1980,9,2,2,114,3.9096
1980,9,2,3,111,3.4264
1980,9,2,4,110,3.1221
1980,9,2,5,116,3.8910
1980,9,3,1,124,4.8144
1980,9,3,2,140,2.4161
1980,9,3,3,145,1.1290
1980,9,3,4,131,2.2781
1980,9,3,5,109,4.1151
1980,10,1,1,249,5.2695
1980,10,1,2,123,4.5719
1980,10,1,3,140,4.2394
1980,10,1,4,187,3.9082
1980,10,1,5,282,4.1809
1980,10,2,1,119,4.4825
1980,10,2,2,113,2.4202
1980,10,2,3,108,0.9740
1980,10,2,4,109,3.6437
1980,10,2,5,116,5.4952
1980,10,3,1,124,3.7977
1980,10,3,2,140,2.5335
1980,10,3,3,144,-0.2978
1980,10,3,4,131,1.9312
1980,10,3,5,108,3.2365
1980,11,1,1,249,5.3708
1980,11,1,2,122,5.1424
1980,11,1,3,140,7.5824
1980,11,1,4,188,4.6871
1980,11,1,5,278,6.0388
1980,11,2,1,119,10.2339
1980,11,2,2,113,6.1627
1980,11,2,3,108,3.7527
1980,11,2,4,109,6.5096
1980,11,2,5,115,9.5675
1980,11,3,1,124,20.6234
1980,11,3,2,140,9.8490
1980,11,3,3,144,6.7697
1980,11,3,4,131,9.4738
1980,11,3,5,107,11.8506
1980,12,1,1,248,-5.5535
1980,12,1,2,122,-4.1018
1980,12,1,3,140,-4.0675
1980,12,1,4,187,-3.1689
1980,12,1,5,278,-4.2113
1980,12,2,1,118,-3.2214
1980,12,2,2,112,-2.4806
1980,12,2,3,107,-2.4097
1980,12,2,4,109,-1.7253
1980,12,2,5,114,-4.6321
1980,12,3,1,124,-8.3321
1980,12,3,2,140,-3.0377
1980,12,3,3,144,-1.1397
1980,12,3,4,130,0.1124
1980,12,3,5,106,-7.4861
1981,1,1,1,245,-0.3639
1981,1,1,2,122,0.1844
1981,1,1,3,139,-1.0587
1981,1,1,4,187,0.6998
1981,1,1,5,279,0.0695
1981,1,2,1,117,-2.5263
1981,1,2,2,112,0.9200
1981,1,2,3,106,0.7760
1981,1,2,4,109,0.7779
1981,1,2,5,114,-2.1839
1981,1,3,1,124,-7.2550
1981,1,3,2,140,-2.5881
1981,1,3,3,143,-1.0980
1981,1,3,4,128,-6.7609
1981,1,3,5,106,-5.4525
1981,2,1,1,245,0.0914
1981,2,1,2,120,-0.1338
1981,2,1,3,137,1.6968
1981,2,1,4,186,0.4066
1981,2,1,5,277,1.8258
1981,2,2,1,116,1.0063
1981,2,2,2,111,2.6201
1981,2,2,3,107,3.2170
1981,2,2,4,109,0.3016
1981,2,2,5,114,1.7258
1981,2,3,1,123,0.7754
1981,2,3,2,140,1.5542
1981,2,3,3,142,3.8412
1981,2,3,4,128,0.9245
1981,2,3,5,106,2.9155
1981,3,1,1,244,9.9949
1981,3,1,2,120,7.6288
1981,3,1,3,136,7.8781
1981,3,1,4,184,9.2878
1981,3,1,5,276,8.0113
1981,3,2,1,116,7.6543
1981,3,2,2,110,8.8966
1981,3,2,3,106,5.6807
1981,3,2,4,107,7.2097
1981,3,2,5,113,8.0552
1981,3,3,1,122,2.8126
1981,3,3,2,139,5.1908
1981,3,3,3,141,3.2275
1981,3,3,4,128,2.9392
1981,3,3,5,106,4.2965
1981,4,1,1,244,4.8277
1981,4,1,2,120,3.2440
1981,4,1,3,136,5.3478
1981,4,1,4,182,4.2745
1981,4,1,5,275,3.6671
1981,4,2,1,115,2.1934
1981,4,2,2,109,4.9052
1981,4,2,3,104,4.0214
1981,4,2,4,107,0.9510
1981,4,2,5,111,0.6778
1981,4,3,1,123,-5.2834
1981,4,3,2,139,0.2079
1981,4,3,3,140,0.6505
1981,4,3,4,128,-3.6646
1981,4,3,5,106,-2.3448
1981,5,1,1,243,4.7385
1981,5,1,2,120,3.1439
1981,5,1,3,135,3.1533
1981,5,1,4,181,4.1760
1981,5,1,5,274,3.3687
1981,5,2,1,114,3.2671
1981,5,2,2,109,4.4429
1981,5,2,3,104,3.6737
1981,5,2,4,106,3.1715
1981,5,2,5,111,1.3973
1981,5,3,1,123,-2.7410
1981,5,3,2,139,1.1328
1981,5,3,3,139,1.6331
1981,5,3,4,128,1.4920
1981,5,3,5,104,-0.3807
1981,6,1,1,243,0.8265
1981,6,1,2,119,-0.0602
1981,6,1,3,135,-1.2734
1981,6,1,4,180,-2.6578
1981,6,1,5,273,1.7028
1981,6,2,1,114,-3.3355
1981,6,2,2,108,-2.8552
1981,6,2,3,102,-1.1144
1981,6,2,4,105,-1.3789
1981,6,2,5,110,-3.1139
1981,6,3,1,122,0.7645
1981,6,3,2,139,-1.7323
1981,6,3,3,139,-2.6674
1981,6,3,4,128,-0.2116
1981,6,3,5,103,2.2717
1981,7,1,1,249,-2.0704
1981,7,1,2,151,-3.0266
1981,7,1,3,153,-3.2018
1981,7,1,4,188,-1.8228
1981,7,1,5,288,-3.1553
1981,7,2,1,107,-1.9134
1981,7,2,2,97,-2.5262
1981,7,2,3,107,-1.8584
1981,7,2,4,120,-2.2549
1981,7,2,5,101,-0.5968
1981,7,3,1,119,-0.0016
1981,7,3,2,144,-0.5485
1981,7,3,3,141,-0.9170
1981,7,3,4,119,4.0645
1981,7,3,5,115,1.2280
1981,8,1,1,247,-8.6043
1981,8,1,2,151,-5.5363
1981,8,1,3,152,-6.2643
1981,8,1,4,188,-7.3002
1981,8,1,5,286,-6.9248
1981,8,2,1,106,-8.5466
1981,8,2,2,96,-5.9865
1981,8,2,3,107,-4.7928
1981,8,2,4,120,-6.4213
1981,8,2,5,101,-6.6759
1981,8,3,1,118,-4.5159
1981,8,3,2,142,-5.9700
1981,8,3,3,140,-5.0529
1981,8,3,4,118,-5.0791
1981,8,3,5,115,-6.7259
1981,9,1,1,245,-7.9278
1981,9,1,2,150,-5.5287
1981,9,1,3,152,-7.6026
1981,9,1,4,186,-8.0231
1981,9,1,5,283,-8.1812
1981,9,2,1,106,-6.6448
1981,9,2,2,96,-6.2902
1981,9,2,3,107,-5.7028
1981,9,2,4,117,-6.9509
1981,9,2,5,102,-8.3855
1981,9,3,1,117,-6.3074
1981,9,3,2,140,-4.5321
1981,9,3,3,140,-2.2034
1981,9,3,4,116,-8.9034
1981,9,3,5,115,-7.2476
1981,10,1,1,244,6.9413
1981,10,1,2,148,7.2996
1981,10,1,3,151,8.3942
1981,10,1,4,184,8.5017
1981,10,1,5,283,7.3784
1981,10,2,1,106,7.4240
1981,10,2,2,96,6.0722
1981,10,2,3,106,7.8725
1981,10,2,4,117,5.5652
1981,10,2,5,102,7.2801
1981,10,3,1,117,3.2783
1981,10,3,2,141,6.7305
1981,10,3,3,140,6.2191
1981,10,3,4,114,5.5455
1981,10,3,5,114,8.8361
1981,11,1,1,244,2.0219
1981,11,1,2,149,3.1837
1981,11,1,3,151,3.0127
1981,11,1,4,182,3.3516
1981,11,1,5,281,2.4044
1981,11,2,1,106,2.3073
1981,11,2,2,96,3.9107
1981,11,2,3,105,3.9487
1981,11,2,4,116,4.6529
1981,11,2,5,101,4.1872
1981,11,3,1,117,5.5980
1981,11,3,2,141,3.1049
1981,11,3,3,140,3.5227
1981,11,3,4,113,6.7286
1981,11,3,5,113,4.7089
1981,12,1,1,242,-1.0943
1981,12,1,2,149,-0.4588
1981,12,1,3,150,-0.8265
1981,12,1,4,182,-1.2790
1981,12,1,5,278,-1.1717
1981,12,2,1,106,-1.1502
1981,12,2,2,95,0.9792
1981,12,2,3,103,-0.1025
1981,12,2,4,116,-1.1964
1981,12,2,5,101,-2.4923
1981,12,3,1,116,-2.9186
1981,12,3,2,140,-1.3491
1981,12,3,3,140,-2.0031
1981,12,3,4,114,-4.6156
1981,12,3,5,113,-3.4456
1982,1,1,1,240,-1.4955
1982,1,1,2,147,-1.0254
1982,1,1,3,148,-1.8633
1982,1,1,4,182,-1.2166
1982,1,1,5,278,-1.2536
1982,1,2,1,106,-3.3028
1982,1,2,2,95,-3.8026
1982,1,2,3,103,-2.7981
1982,1,2,4,115,-4.0989
1982,1,2,5,100,-3.4785
1982,1,3,1,116,-0.1544
1982,1,3,2,140,-0.9940
1982,1,3,3,140,-0.4228
1982,1,3,4,114,-5.3797
1982,1,3,5,111,-5.3373
1982,2,1,1,240,-4.2419
1982,2,1,2,146,-2.2146
1982,2,1,3,146,-2.8486
1982,2,1,4,181,-4.3130
1982,2,1,5,276,-4.3593
1982,2,2,1,104,-5.2165
1982,2,2,2,95,-3.6487
1982,2,2,3,104,-2.3722
1982,2,2,4,115,-4.7419
1982,2,2,5,100,-4.7111
1982,2,3,1,116,-4.4935
1982,2,3,2,139,-5.0244
1982,2,3,3,139,-3.8434
1982,2,3,4,114,-5.3847
1982,2,3,5,111,-7.6059
1982,3,1,1,237,-1.0300
1982,3,1,2,145,0.7590
1982,3,1,3,143,-0.3839
1982,3,1,4,179,-0.3766
1982,3,1,5,276,-0.8833
1982,3,2,1,104,-1.6770
1982,3,2,2,94,0.9137
1982,3,2,3,104,-0.6575
1982,3,2,4,114,0.9622
1982,3,2,5,99,1.0222
1982,3,3,1,116,-2.2139
1982,3,3,2,139,-0.0596
1982,3,3,3,139,0.4557
1982,3,3,4,114,-0.7267
1982,3,3,5,111,-1.1637
1982,4,1,1,236,5.0608
1982,4,1,2,145,5.9797
1982,4,1,3,143,7.1771
1982,4,1,4,178,5.7518
1982,4,1,5,275,3.7079
1982,4,2,1,103,5.9101
1982,4,2,2,94,7.0853
1982,4,2,3,103,5.6981
1982,4,2,4,112,5.0166
1982,4,2,5,99,4.9597
1982,4,3,1,116,4.4789
1982,4,3,2,138,3.9956
1982,4,3,3,138,4.1850
1982,4,3,4,113,5.6735
1982,4,3,5,110,3.8107
1982,5,1,1,236,-1.0626
1982,5,1,2,141,0.8688
1982,5,1,3,144,-0.6566
1982,5,1,4,176,-1.4659
1982,5,1,5,271,-1.9087
1982,5,2,1,103,-3.5790
1982,5,2,2,93,-1.5106
1982,5,2,3,103,-2.0761
1982,5,2,4,112,-2.5640
1982,5,2,5,99,-3.9341
1982,5,3,1,116,-2.8565
1982,5,3,2,138,-3.4378
1982,5,3,3,138,-2.3686
1982,5,3,4,111,-1.6672
1982,5,3,5,110,-1.3772
1982,6,1,1,233,-2.6856
1982,6,1,2,141,-0.4888
1982,6,1,3,142,-2.1578
1982,6,1,4,173,-2.5974
1982,6,1,5,268,-1.3754
1982,6,2,1,103,-1.7461
1982,6,2,2,93,0.8276
1982,6,2,3,103,-2.1978
1982,6,2,4,112,-2.2641
1982,6,2,5,99,-2.9295
1982,6,3,1,116,-1.6300
1982,6,3,2,138,-0.5800
1982,6,3,3,138,-1.3687
1982,6,3,4,110,-2.5209
1982,6,3,5,111,-4.1832
1982,7,1,1,248,-1.2911
1982,7,1,2,138,0.8052
1982,7,1,3,137,-1.7543
1982,7,1,4,203,-1.0677
1982,7,1,5,260,1.3527
1982,7,2,1,106,-2.0627
1982,7,2,2,97,-0.2241
1982,7,2,3,88,1.2969
1982,7,2,4,98,-1.7661
1982,7,2,5,103,-0.1625
1982,7,3,1,115,-3.9702
1982,7,3,2,150,-2.0733
1982,7,3,3,153,-0.1593
1982,7,3,4,119,-3.9530
1982,7,3,5,93,-3.2514
1982,8,1,1,246,6.5653
1982,8,1,2,138,5.8257
1982,8,1,3,136,5.9393
1982,8,1,4,201,6.2169
1982,8,1,5,260,6.7301
1982,8,2,1,105,8.7629
1982,8,2,2,97,10.1341
1982,8,2,3,88,9.8599
1982,8,2,4,95,9.6717
1982,8,2,5,102,8.8326
1982,8,3,1,115,13.3183
1982,8,3,2,148,12.0411
1982,8,3,3,153,11.1491
1982,8,3,4,119,12.5455
1982,8,3,5,93,16.1344
1982,9,1,1,246,3.4946
1982,9,1,2,137,5.6136
1982,9,1,3,137,4.0646
1982,9,1,4,201,6.8294
1982,9,1,5,259,3.6550
1982,9,2,1,104,3.4990
1982,9,2,2,97,2.9594
1982,9,2,3,87,5.3692
1982,9,2,4,95,2.6278
1982,9,2,5,102,3.5202
1982,9,3,1,115,1.5652
1982,9,3,2,149,0.9313
1982,9,3,3,153,1.6356
1982,9,3,4,117,1.4365
1982,9,3,5,93,-0.5571
1982,10,1,1,244,11.3404
1982,10,1,2,137,12.3888
1982,10,1,3,136,12.3566
1982,10,1,4,199,13.7378
1982,10,1,5,257,12.4228
1982,10,2,1,103,12.3407
1982,10,2,2,95,12.2911
1982,10,2,3,87,11.0154
1982,10,2,4,95,13.5236
1982,10,2,5,102,13.3731
1982,10,3,1,115,13.5171
1982,10,3,2,148,12.0734
1982,10,3,3,153,8.3472
1982,10,3,4,117,9.7848
1982,10,3,5,93,12.7389
1982,11,1,1,242,8.7832
1982,11,1,2,138,10.6304
1982,11,1,3,133,12.5673
1982,11,1,4,198,9.1430
1982,11,1,5,258,11.8649
1982,11,2,1,103,7.6705
1982,11,2,2,94,8.0256
1982,11,2,3,87,9.2453
1982,11,2,4,94,7.6142
1982,11,2,5,100,7.6077
1982,11,3,1,115,4.8551
1982,11,3,2,148,6.2230
1982,11,3,3,152,3.9359
1982,11,3,4,117,1.8171
1982,11,3,5,93,4.6740
1982,12,1,1,241,2.2818
1982,12,1,2,138,2.9934
1982,12,1,3,134,1.1117
1982,12,1,4,198,1.3421
1982,12,1,5,260,2.6454
1982,12,2,1,103,2.2120
1982,12,2,2,94,2.1222
1982,12,2,3,87,1.7302
1982,12,2,4,94,2.5665
1982,12,2,5,99,0.0636
1982,12,3,1,115,-0.2949
1982,12,3,2,147,1.6123
1982,12,3,3,152,2.4960
1982,12,3,4,117,2.0974
1982,12,3,5,93,0.4405
1983,1,1,1,239,10.9011
1983,1,1,2,137,6.7725
1983,1,1,3,134,8.9430
1983,1,1,4,195,7.4732
1983,1,1,5,259,8.8593
1983,1,2,1,102,5.2108
1983,1,2,2,94,4.4709
1983,1,2,3,85,4.9531
1983,1,2,4,94,4.9907
1983,1,2,5,98,6.1655
1983,1,3,1,115,3.5532
1983,1,3,2,147,3.6409
1983,1,3,3,150,4.4426
1983,1,3,4,117,3.6939
1983,1,3,5,92,4.4415
1983,2,1,1,235,5.9164
1983,2,1,2,135,6.5633
1983,2,1,3,133,5.8893
1983,2,1,4,192,6.8020
1983,2,1,5,257,6.7369
1983,2,2,1,101,4.9916
1983,2,2,2,92,5.7224
1983,2,2,3,84,5.2970
1983,2,2,4,94,7.4269
1983,2,2,5,97,5.2005
1983,2,3,1,115,3.8894
1983,2,3,2,147,4.0203
1983,2,3,3,150,1.2227
1983,2,3,4,117,3.2083
1983,2,3,5,91,3.4170
1983,3,1,1,233,5.6402
1983,3,1,2,135,5.7886
1983,3,1,3,133,6.1060
1983,3,1,4,191,4.8080
1983,3,1,5,254,5.4866
1983,3,2,1,101,4.6694
1983,3,2,2,92,4.2918
1983,3,2,3,84,4.7769
1983,3,2,4,94,3.0444
1983,3,2,5,96,4.2173
1983,3,3,1,114,3.0112
1983,3,3,2,147,1.9903
1983,3,3,3,151,2.8615
1983,3,3,4,116,3.9089
1983,3,3,5,91,3.7882
1983,4,1,1,233,6.6349
1983,4,1,2,135,6.5494
1983,4,1,3,133,7.6299
1983,4,1,4,189,7.4656
1983,4,1,5,253,8.4946
1983,4,2,1,101,6.1447
1983,4,2,2,92,7.6811
1983,4,2,3,84,5.2072
1983,4,2,4,93,6.7081
1983,4,2,5,96,5.5912
1983,4,3,1,114,5.8860
1983,4,3,2,147,4.5649
1983,4,3,3,150,7.2541
1983,4,3,4,115,7.5248
1983,4,3,5,91,8.2465
1983,5,1,1,230,9.8801
1983,5,1,2,135,8.3662
1983,5,1,3,133,8.8718
1983,5,1,4,187,9.4321
1983,5,1,5,251,11.3288
1983,5,2,1,101,3.7324
1983,5,2,2,92,3.8095
1983,5,2,3,84,2.7653
1983,5,2,4,93,7.1397
1983,5,2,5,97,7.1612
1983,5,3,1,114,1.0668
1983,5,3,2,147,0.9494
1983,5,3,3,150,-2.3561
1983,5,3,4,115,1.7511
1983,5,3,5,91,1.0571
1983,6,1,1,229,4.9180
1983,6,1,2,135,1.6076
1983,6,1,3,133,6.4095
1983,6,1,4,187,3.3723
1983,6,1,5,249,3.1929
1983,6,2,1,101,3.4030
1983,6,2,2,92,6.7721
1983,6,2,3,84,3.4449
1983,6,2,4,93,6.1305
1983,6,2,5,94,5.9338
1983,6,3,1,113,3.5876
1983,6,3,2,147,4.1186
1983,6,3,3,150,4.3684
1983,6,3,4,114,3.6336
1983,6,3,5,91,1.7740
1983,7,1,1,227,-2.5615
1983,7,1,2,110,-2.8734
1983,7,1,3,147,-1.1144
1983,7,1,4,164,-0.5143
1983,7,1,5,241,-1.0120
1983,7,2,1,98,-1.8142
1983,7,2,2,88,-1.5589
1983,7,2,3,94,-2.4343
1983,7,2,4,103,-1.9570
1983,7,2,5,77,-2.4046
1983,7,3,1,104,-4.5206
1983,7,3,2,140,-3.4393
1983,7,3,3,131,-4.2785
1983,7,3,4,111,-3.1946
1983,7,3,5,94,-0.0145
1983,8,1,1,224,-1.4428
1983,8,1,2,110,-4.1245
1983,8,1,3,147,-2.6774
1983,8,1,4,164,-3.4282
1983,8,1,5,239,-1.8800
1983,8,2,1,94,-2.6761
1983,8,2,2,88,-2.7550
1983,8,2,3,94,-3.3596
1983,8,2,4,103,-2.4483
1983,8,2,5,77,-2.2811
1983,8,3,1,104,1.7570
1983,8,3,2,140,1.3627
1983,8,3,3,130,0.2257
1983,8,3,4,111,1.5127
1983,8,3,5,94,3.2317
1983,9,1,1,222,0.2759
1983,9,1,2,110,1.7110
1983,9,1,3,145,1.9813
1983,9,1,4,163,1.2235
1983,9,1,5,237,2.1658
1983,9,2,1,93,3.2271
1983,9,2,2,87,1.9734
1983,9,2,3,93,3.9077
1983,9,2,4,102,2.9443
1983,9,2,5,77,2.6808
1983,9,3,1,103,1.4596
1983,9,3,2,140,1.9198
1983,9,3,3,130,2.5433
1983,9,3,4,111,2.6351
1983,9,3,5,94,0.3291
1983,10,1,1,221,-5.1206
1983,10,1,2,109,-4.6200
1983,10,1,3,142,-5.3447
1983,10,1,4,163,-4.3356
1983,10,1,5,237,-4.7589
1983,10,2,1,93,-5.0197
1983,10,2,2,87,-4.4996
1983,10,2,3,93,-4.5065
1983,10,2,4,101,-5.4442
1983,10,2,5,77,-5.0526
1983,10,3,1,101,-1.1842
1983,10,3,2,140,-2.5668
1983,10,3,3,129,-2.7898
1983,10,3,4,111,-0.7266
1983,10,3,5,94,-1.1201
1983,11,1,1,220,3.7756
1983,11,1,2,109,4.8534
1983,11,1,3,142,2.7199
1983,11,1,4,163,3.9209
1983,11,1,5,233,5.6056
1983,11,2,1,93,5.8442
1983,11,2,2,85,4.1011
1983,11,2,3,91,4.3582
1983,11,2,4,100,5.2383
1983,11,2,5,77,7.0421
1983,11,3,1,101,3.2747
1983,11,3,2,140,2.2701
1983,11,3,3,129,3.0425
1983,11,3,4,110,-0.7560
1983,11,3,5,94,4.0332
1983,12,1,1,219,-1.0433
1983,12,1,2,108,-1.5246
1983,12,1,3,143,-0.6524
1983,12,1,4,163,0.5697
1983,12,1,5,231,-0.4266
1983,12,2,1,92,-1.2525
1983,12,2,2,85,0.1013
1983,12,2,3,91,-1.6649
1983,12,2,4,100,-0.4494
1983,12,2,5,77,-2.5921
1983,12,3,1,101,-1.1634
1983,12,3,2,140,-1.3220
1983,12,3,3,129,-1.5752
1983,12,3,4,110,0.8307
1983,12,3,5,94,-0.8378
1984,1,1,1,218,0.2653
1984,1,1,2,107,-0.6234
1984,1,1,3,142,-0.1398
1984,1,1,4,163,-1.9207
1984,1,1,5,230,-0.6427
1984,1,2,1,92,-2.1609
1984,1,2,2,84,-3.9192
1984,1,2,3,91,-2.0096
1984,1,2,4,100,-4.1324
1984,1,2,5,77,-1.1636
1984,1,3,1,100,-0.6145
1984,1,3,2,140,0.9670
1984,1,3,3,128,-1.1418
1984,1,3,4,110,-2.0930
1984,1,3,5,92,-2.0599
1984,2,1,1,215,-5.8813
1984,2,1,2,107,-5.7863
1984,2,1,3,139,-5.9663
1984,2,1,4,163,-5.1589
1984,2,1,5,228,-4.7480
1984,2,2,1,92,-5.4715
1984,2,2,2,84,-3.0940
1984,2,2,3,91,-5.2726
1984,2,2,4,99,-4.3098
1984,2,2,5,77,-5.0315
1984,2,3,1,100,-1.4406
1984,2,3,2,140,-3.9388
1984,2,3,3,128,-4.0438
1984,2,3,4,109,-2.8480
1984,2,3,5,92,-4.5674
1984,3,1,1,214,1.1828
1984,3,1,2,106,0.2329
1984,3,1,3,137,2.1708
1984,3,1,4,163,1.9387
1984,3,1,5,227,1.3834
1984,3,2,1,92,1.6410
1984,3,2,2,81,-0.1869
1984,3,2,3,90,2.4323
1984,3,2,4,97,1.6955
1984,3,2,5,76,1.0790
1984,3,3,1,100,2.2399
1984,3,3,2,140,0.3592
1984,3,3,3,128,1.2907
1984,3,3,4,108,1.4428
1984,3,3,5,91,2.9362
1984,4,1,1,214,-1.3080
1984,4,1,2,105,-0.7950
1984,4,1,3,137,-0.3021
1984,4,1,4,162,0.4158
1984,4,1,5,227,0.6977
1984,4,2,1,92,-1.0598
1984,4,2,2,81,0.7634
1984,4,2,3,90,0.5707
1984,4,2,4,97,2.4055
1984,4,2,5,74,-0.0868
1984,4,3,1,100,1.4523
1984,4,3,2,140,1.3867
1984,4,3,3,128,0.8542
1984,4,3,4,108,0.4842
1984,4,3,5,91,1.5807
1984,5,1,1,212,-4.0198
1984,5,1,2,105,-3.0050
1984,5,1,3,136,-3.5064
1984,5,1,4,159,-4.2503
1984,5,1,5,227,-4.5777
1984,5,2,1,92,-5.0231
1984,5,2,2,81,-4.5699
1984,5,2,3,90,-3.9081
1984,5,2,4,96,-4.8562
1984,5,2,5,73,-4.2715
1984,5,3,1,100,-4.9297
1984,5,3,2,139,-4.6108
1984,5,3,3,128,-3.0787
1984,5,3,4,108,-3.7558
1984,5,3,5,91,-6.2215
1984,6,1,1,211,2.3107
1984,6,1,2,105,2.5883
1984,6,1,3,136,2.2730
1984,6,1,4,159,4.5905
1984,6,1,5,223,3.0815
1984,6,2,1,92,2.7567
1984,6,2,2,80,4.8487
1984,6,2,3,89,3.6610
1984,6,2,4,96,3.6289
1984,6,2,5,73,0.1534
1984,6,3,1,100,1.8264
1984,6,3,2,139,4.9809
1984,6,3,3,128,2.8722
1984,6,3,4,108,0.8975
1984,6,3,5,91,2.7644
1984,7,1,1,180,-3.5819
1984,7,1,2,99,-3.3125
1984,7,1,3,120,-1.9120
1984,7,1,4,160,-3.2394
1984,7,1,5,250,-3.7586
1984,7,2,1,85,-5.0881
1984,7,2,2,90,-3.8171
1984,7,2,3,77,-1.4396
1984,7,2,4,87,-3.4931
1984,7,2,5,79,-4.8619
1984,7,3,1,97,-1.4844
1984,7,3,2,124,-2.1297
1984,7,3,3,131,-1.4732
1984,7,3,4,106,-1.5719
1984,7,3,5,86,-0.9736
1984,8,1,1,180,10.1824
1984,8,1,2,99,10.6036
1984,8,1,3,120,8.7939
1984,8,1,4,159,10.6057
1984,8,1,5,247,9.9124
1984,8,2,1,85,13.8202
1984,8,2,2,90,13.0036
1984,8,2,3,76,10.9253
1984,8,2,4,87,12.3158
1984,8,2,5,78,13.5415
1984,8,3,1,97,9.7961
1984,8,3,2,123,9.7985
1984,8,3,3,130,9.3500
1984,8,3,4,105,13.0501
1984,8,3,5,86,12.6412
1984,9,1,1,178,-0.8558
1984,9,1,2,98,-0.3372
1984,9,1,3,120,0.1584
1984,9,1,4,157,0.4776
1984,9,1,5,246,1.0443
1984,9,2,1,82,-0.6724
1984,9,2,2,89,-0.3765
1984,9,2,3,75,0.0511
1984,9,2,4,87,0.1624
1984,9,2,5,78,-1.0549
1984,9,3,1,97,-1.4266
1984,9,3,2,122,-0.9925
1984,9,3,3,129,-0.2640
1984,9,3,4,105,0.7875
1984,9,3,5,86,-0.6172
1984,10,1,1,177,-1.0637
1984,10,1,2,98,-0.4381
1984,10,1,3,120,-0.4052
1984,10,1,4,157,-1.1597
1984,10,1,5,245,-3.1933
1984,10,2,1,81,-0.0364
1984,10,2,2,89,-1.3261
1984,10,2,3,74,0.4594
1984,10,2,4,86,-1.3617
1984,10,2,5,77,-0.2782
1984,10,3,1,96,0.7625
1984,10,3,2,121,1.3231
1984,10,3,3,129,0.8349
1984,10,3,4,105,-0.6787
1984,10,3,5,86,0.5470
1984,11,1,1,175,-2.0434
1984,11,1,2,98,-2.0315
1984,11,1,3,119,-1.7324
1984,11,1,4,156,-2.6978
1984,11,1,5,242,-2.8563
1984,11,2,1,82,-0.6976
1984,11,2,2,89,-1.7062
1984,11,2,3,74,-0.7102
1984,11,2,4,86,-1.3654
1984,11,2,5,76,-0.1609
1984,11,3,1,96,-1.1733
1984,11,3,2,121,-1.8866
1984,11,3,3,128,-0.5479
1984,11,3,4,103,-0.8035
1984,11,3,5,86,1.1433
1984,12,1,1,173,0.8616
1984,12,1,2,98,1.8333
1984,12,1,3,118,1.1311
1984,12,1,4,156,1.8579
1984,12,1,5,240,2.3560
1984,12,2,1,82,1.3865
1984,12,2,2,89,2.8251
1984,12,2,3,72,2.5032
1984,12,2,4,86,3.0129
1984,12,2,5,76,2.6232
1984,12,3,1,94,1.4153
1984,12,3,2,120,2.7979
1984,12,3,3,127,1.6443
1984,12,3,4,102,1.6836
1984,12,3,5,86,2.8182
1985,1,1,1,172,12.4090
1985,1,1,2,98,12.2359
1985,1,1,3,118,10.7188
1985,1,1,4,155,8.2236
1985,1,1,5,239,12.7879
1985,1,2,1,82,10.2576
1985,1,2,2,89,11.3735
1985,1,2,3,72,9.9709
1985,1,2,4,86,10.7985
1985,1,2,5,75,10.2362
1985,1,3,1,93,7.6939
1985,1,3,2,120,8.2085
1985,1,3,3,126,7.0804
1985,1,3,4,102,7.8049
1985,1,3,5,86,7.4364
1985,2,1,1,172,2.8073
1985,2,1,2,98,3.5538
1985,2,1,3,118,4.5634
1985,2,1,4,153,3.4349
1985,2,1,5,239,3.8013
1985,2,2,1,82,2.8718
1985,2,2,2,88,1.8884
1985,2,2,3,71,2.5224
1985,2,2,4,85,2.2310
1985,2,2,5,75,1.3286
1985,2,3,1,93,1.3883
1985,2,3,2,119,2.1095
1985,2,3,3,125,2.3306
1985,2,3,4,102,1.8702
1985,2,3,5,86,0.6873
1985,3,1,1,171,-0.9163
1985,3,1,2,97,0.0176
1985,3,1,3,116,-1.0405
1985,3,1,4,153,-1.8527
1985,3,1,5,234,-2.8526
1985,3,2,1,80,-1.2895
1985,3,2,2,86,-1.1783
1985,3,2,3,71,-0.9886
1985,3,2,4,85,-2.3649
1985,3,2,5,75,0.2968
1985,3,3,1,93,0.3924
1985,3,3,2,119,-0.4713
1985,3,3,3,125,1.8773
1985,3,3,4,101,-0.1145
1985,3,3,5,85,0.1407
1985,4,1,1,170,-1.1670
1985,4,1,2,96,-0.2087
1985,4,1,3,114,-1.1842
1985,4,1,4,153,0.1011
1985,4,1,5,232,-0.7202
1985,4,2,1,80,-1.1141
1985,4,2,2,86,-0.4763
1985,4,2,3,71,0.0957
1985,4,2,4,84,-1.2102
1985,4,2,5,75,0.1460
1985,4,3,1,93,-1.1698
1985,4,3,2,119,0.0206
1985,4,3,3,125,-0.4218
1985,4,3,4,101,-0.5582
1985,4,3,5,85,0.3117
1985,5,1,1,168,3.1250
1985,5,1,2,95,3.7547
1985,5,1,3,112,5.8920
