year,month,rank_ME,rank_OL,nstocks,ret_vw
1981,3,3,2,119,4.4476
1981,3,3,3,103,2.0836
1981,3,3,4,77,3.6490
1981,3,3,5,63,8.0346
1981,4,1,1,304,-0.0079
1981,4,1,2,237,5.2779
1981,4,1,3,284,4.2591
1981,4,1,4,388,5.2210
1981,4,1,5,518,5.5299
1981,4,2,1,160,-0.5960
1981,4,2,2,113,2.5514
1981,4,2,3,110,3.9739
1981,4,2,4,92,4.3474
1981,4,2,5,112,3.8828
1981,4,3,1,178,-5.5308
1981,4,3,2,119,-0.8586
1981,4,3,3,103,-0.5333
1981,4,3,4,77,0.1316
1981,4,3,5,63,-1.0642
1981,5,1,1,300,3.4802
1981,5,1,2,236,4.8308
1981,5,1,3,281,6.5440
1981,5,1,4,384,3.9820
1981,5,1,5,516,3.6417
1981,5,2,1,159,2.4919
1981,5,2,2,113,4.2554
1981,5,2,3,109,5.4614
1981,5,2,4,92,3.0229
1981,5,2,5,112,2.7118
1981,5,3,1,176,-0.9810
1981,5,3,2,118,0.3667
1981,5,3,3,103,-1.0165
1981,5,3,4,77,0.1139
1981,5,3,5,63,1.8057
1981,6,1,1,299,-7.2686
1981,6,1,2,238,-2.6201
1981,6,1,3,282,-2.1930
1981,6,1,4,383,-1.2143
1981,6,1,5,513,1.9706
1981,6,2,1,159,-4.8332
1981,6,2,2,112,-4.4938
1981,6,2,3,107,-4.5019
1981,6,2,4,92,-0.5698
1981,6,2,5,109,-0.2191
1981,6,3,1,176,-0.7360
1981,6,3,2,118,-0.3423
1981,6,3,3,103,-0.7871
1981,6,3,4,76,-2.8526
1981,6,3,5,62,-2.3751
1981,7,1,1,391,-2.3631
1981,7,1,2,278,-4.8834
1981,7,1,3,298,-4.0209
1981,7,1,4,382,-3.1998
1981,7,1,5,545,-2.9205
1981,7,2,1,170,0.4467
1981,7,2,2,107,-2.6667
1981,7,2,3,111,-3.6082
1981,7,2,4,86,-2.9129
1981,7,2,5,114,-3.1699
1981,7,3,1,163,0.7220
1981,7,3,2,132,0.0288
1981,7,3,3,111,1.0276
1981,7,3,4,77,0.3479
1981,7,3,5,69,-1.1066
1981,8,1,1,389,-9.6520
1981,8,1,2,277,-11.2196
1981,8,1,3,297,-9.2021
1981,8,1,4,381,-8.6802
1981,8,1,5,537,-7.4143
1981,8,2,1,169,-7.4111
1981,8,2,2,107,-9.9812
1981,8,2,3,111,-8.7158
1981,8,2,4,86,-6.9849
1981,8,2,5,113,-6.8005
1981,8,3,1,161,-6.4117
1981,8,3,2,132,-7.0029
1981,8,3,3,111,-6.8687
1981,8,3,4,75,-5.7594
1981,8,3,5,69,-4.0622
1981,9,1,1,379,-13.9766
1981,9,1,2,278,-10.6610
1981,9,1,3,295,-9.4456
1981,9,1,4,375,-8.6681
1981,9,1,5,531,-6.7887
1981,9,2,1,168,-10.6651
1981,9,2,2,107,-7.5237
1981,9,2,3,110,-7.8203
1981,9,2,4,86,-5.5913
1981,9,2,5,113,-6.9920
1981,9,3,1,158,-7.4736
1981,9,3,2,132,-5.9647
1981,9,3,3,110,-6.3753
1981,9,3,4,75,-5.2329
1981,9,3,5,68,-6.4294
1981,10,1,1,377,7.5293
1981,10,1,2,276,8.6004
1981,10,1,3,294,7.6402
1981,10,1,4,375,7.7823
1981,10,1,5,522,9.7341
1981,10,2,1,167,7.6104
1981,10,2,2,107,8.1234
1981,10,2,3,110,7.7053
1981,10,2,4,85,7.6006
1981,10,2,5,113,7.3948
1981,10,3,1,157,6.1303
1981,10,3,2,132,5.7104
1981,10,3,3,109,7.0703
1981,10,3,4,75,3.2832
1981,10,3,5,67,4.3889
1981,11,1,1,378,0.6295
1981,11,1,2,272,0.5027
1981,11,1,3,295,2.0707
1981,11,1,4,373,1.3503
1981,11,1,5,521,1.8799
1981,11,2,1,166,1.8628
1981,11,2,2,106,2.1588
1981,11,2,3,111,1.7483
1981,11,2,4,85,3.9500
1981,11,2,5,111,2.9663
1981,11,3,1,157,4.6876
1981,11,3,2,132,5.3668
1981,11,3,3,108,5.4794
1981,11,3,4,75,3.4582
1981,11,3,5,67,3.2472
1981,12,1,1,376,-5.6084
1981,12,1,2,269,-1.8017
1981,12,1,3,293,0.0249
1981,12,1,4,369,-1.1921
1981,12,1,5,517,-1.1395
1981,12,2,1,165,-3.9752
1981,12,2,2,106,0.6595
1981,12,2,3,110,-0.1464
1981,12,2,4,85,-0.1488
1981,12,2,5,110,-0.8461
1981,12,3,1,155,-1.9809
1981,12,3,2,132,-2.9875
1981,12,3,3,109,-4.0780
1981,12,3,4,75,-3.1791
1981,12,3,5,67,-2.3643
1982,1,1,1,370,-3.8788
1982,1,1,2,266,-1.5248
1982,1,1,3,293,-1.7145
1982,1,1,4,366,-1.2643
1982,1,1,5,518,-0.9456
1982,1,2,1,164,-6.9759
1982,1,2,2,105,-3.7380
1982,1,2,3,108,-3.2949
1982,1,2,4,85,-2.9518
1982,1,2,5,110,-4.1031
1982,1,3,1,154,-1.5402
1982,1,3,2,132,-3.9184
1982,1,3,3,109,-2.5278
1982,1,3,4,74,-2.4172
1982,1,3,5,67,-1.9410
1982,2,1,1,371,-7.6588
1982,2,1,2,265,-4.9923
1982,2,1,3,293,-3.1321
1982,2,1,4,366,-3.5485
1982,2,1,5,515,-3.5976
1982,2,2,1,162,-8.5578
1982,2,2,2,105,-6.2758
1982,2,2,3,108,-4.4932
1982,2,2,4,85,-3.3235
1982,2,2,5,111,-2.1108
1982,2,3,1,154,-6.8735
1982,2,3,2,132,-6.9920
1982,2,3,3,108,-4.6234
1982,2,3,4,74,-5.0013
1982,2,3,5,67,-1.2604
1982,3,1,1,369,-3.4350
1982,3,1,2,263,-1.6541
1982,3,1,3,289,-2.2014
1982,3,1,4,362,-0.5235
1982,3,1,5,513,0.9993
1982,3,2,1,160,-3.3839
1982,3,2,2,105,-2.0061
1982,3,2,3,108,-0.1321
1982,3,2,4,83,0.0297
1982,3,2,5,111,3.2789
1982,3,3,1,154,-2.6067
1982,3,3,2,132,-2.0148
1982,3,3,3,108,-0.5431
1982,3,3,4,74,0.0133
1982,3,3,5,67,1.6093
1982,4,1,1,368,3.7171
1982,4,1,2,264,6.6849
1982,4,1,3,287,5.8596
1982,4,1,4,359,4.7110
1982,4,1,5,508,6.3062
1982,4,2,1,160,5.3870
1982,4,2,2,104,6.9350
1982,4,2,3,107,4.7871
1982,4,2,4,82,5.7797
1982,4,2,5,109,7.8121
1982,4,3,1,152,5.3849
1982,4,3,2,131,4.9148
1982,4,3,3,107,5.2226
1982,4,3,4,74,3.3006
1982,4,3,5,67,4.7309
1982,5,1,1,365,-2.0375
1982,5,1,2,263,-2.3115
1982,5,1,3,283,-1.4603
1982,5,1,4,355,-1.9153
1982,5,1,5,505,-1.5707
1982,5,2,1,159,-3.9582
1982,5,2,2,104,-2.9601
1982,5,2,3,107,-5.0401
1982,5,2,4,82,-2.5242
1982,5,2,5,109,-2.2266
1982,5,3,1,151,-3.5621
1982,5,3,2,131,-3.8051
1982,5,3,3,107,-3.1463
1982,5,3,4,74,0.0705
1982,5,3,5,67,-1.6979
1982,6,1,1,364,-5.1114
1982,6,1,2,261,-3.3400
1982,6,1,3,281,-1.6020
1982,6,1,4,353,-2.2577
1982,6,1,5,496,-1.0763
1982,6,2,1,159,-4.9576
1982,6,2,2,104,-1.7110
1982,6,2,3,105,-2.1535
1982,6,2,4,82,-0.6694
1982,6,2,5,109,1.6086
1982,6,3,1,152,-3.2297
1982,6,3,2,131,-3.9736
1982,6,3,3,107,0.0265
1982,6,3,4,74,-0.1923
1982,6,3,5,67,2.2194
1982,7,1,1,600,-6.3501
1982,7,1,2,293,-2.0028
1982,7,1,3,289,-1.1753
1982,7,1,4,391,0.0930
1982,7,1,5,513,0.7350
1982,7,2,1,145,-5.4278
1982,7,2,2,118,-1.6889
1982,7,2,3,93,0.7207
1982,7,2,4,87,-1.5167
1982,7,2,5,115,2.5668
1982,7,3,1,145,-1.6331
1982,7,3,2,124,-3.7931
1982,7,3,3,102,-2.2559
1982,7,3,4,82,-3.6024
1982,7,3,5,74,0.0675
1982,8,1,1,599,4.5404
1982,8,1,2,291,7.1517
1982,8,1,3,286,5.4793
1982,8,1,4,388,5.8812
1982,8,1,5,509,4.6727
1982,8,2,1,143,7.8127
1982,8,2,2,117,10.1269
1982,8,2,3,93,8.5739
1982,8,2,4,86,10.5860
1982,8,2,5,114,10.0297
1982,8,3,1,145,12.3851
1982,8,3,2,123,13.8830
1982,8,3,3,102,12.7683
1982,8,3,4,82,12.5313
1982,8,3,5,74,10.3046
1982,9,1,1,600,-0.1907
1982,9,1,2,288,1.6321
1982,9,1,3,283,6.0636
1982,9,1,4,387,3.8669
1982,9,1,5,509,5.1108
1982,9,2,1,143,0.7560
1982,9,2,2,117,3.3716
1982,9,2,3,91,2.5083
1982,9,2,4,86,4.9292
1982,9,2,5,114,5.1725
1982,9,3,1,145,1.0059
1982,9,3,2,122,-0.2138
1982,9,3,3,103,0.8900
1982,9,3,4,81,0.6211
1982,9,3,5,73,4.8499
1982,10,1,1,594,14.4535
1982,10,1,2,286,13.8189
1982,10,1,3,281,13.2152
1982,10,1,4,384,13.7751
1982,10,1,5,503,13.9598
1982,10,2,1,142,13.1397
1982,10,2,2,117,13.9670
1982,10,2,3,88,12.2433
1982,10,2,4,85,12.8170
1982,10,2,5,113,15.1622
1982,10,3,1,145,10.7577
1982,10,3,2,122,14.3772
1982,10,3,3,102,10.6132
1982,10,3,4,81,11.2612
1982,10,3,5,73,10.9277
1982,11,1,1,588,7.0692
1982,11,1,2,286,10.8561
1982,11,1,3,278,9.3819
1982,11,1,4,381,10.8594
1982,11,1,5,500,11.8343
1982,11,2,1,139,4.4913
1982,11,2,2,114,9.5659
1982,11,2,3,88,7.9226
1982,11,2,4,85,9.6363
1982,11,2,5,113,12.9594
1982,11,3,1,145,4.4359
1982,11,3,2,122,5.0389
1982,11,3,3,101,4.2652
1982,11,3,4,81,4.8639
1982,11,3,5,73,7.0550
1982,12,1,1,587,1.6508
1982,12,1,2,285,2.5244
1982,12,1,3,279,1.5079
1982,12,1,4,383,3.3881
1982,12,1,5,499,2.1431
1982,12,2,1,140,1.8558
1982,12,2,2,113,-1.0125
1982,12,2,3,88,1.2824
1982,12,2,4,85,0.6235
1982,12,2,5,113,3.1550
1982,12,3,1,145,2.4777
1982,12,3,2,122,0.5078
1982,12,3,3,101,2.9934
1982,12,3,4,81,2.0282
1982,12,3,5,72,-1.0027
1983,1,1,1,584,11.8639
1983,1,1,2,283,11.8704
1983,1,1,3,278,10.4037
1983,1,1,4,379,8.8472
1983,1,1,5,497,8.2603
1983,1,2,1,137,8.7440
1983,1,2,2,112,10.7912
1983,1,2,3,88,3.2083
1983,1,2,4,84,4.2903
1983,1,2,5,113,3.0414
1983,1,3,1,145,4.2368
1983,1,3,2,121,4.8040
1983,1,3,3,99,2.8797
1983,1,3,4,81,2.0746
1983,1,3,5,72,2.2007
1983,2,1,1,579,1.3753
1983,2,1,2,279,5.0373
1983,2,1,3,272,6.5092
1983,2,1,4,377,8.7584
1983,2,1,5,490,8.2152
1983,2,2,1,137,1.6781
1983,2,2,2,112,5.7800
1983,2,2,3,88,8.6793
1983,2,2,4,84,6.3153
1983,2,2,5,109,7.6409
1983,2,3,1,145,2.2797
1983,2,3,2,121,3.7763
1983,2,3,3,99,2.3863
1983,2,3,4,81,1.8929
1983,2,3,5,71,5.5442
1983,3,1,1,573,3.2680
1983,3,1,2,279,2.0160
1983,3,1,3,269,5.9261
1983,3,1,4,376,6.3591
1983,3,1,5,484,9.2096
1983,3,2,1,137,2.6037
1983,3,2,2,111,2.2913
1983,3,2,3,88,3.0923
1983,3,2,4,84,7.7710
1983,3,2,5,109,6.4119
1983,3,3,1,144,1.3003
1983,3,3,2,122,2.5698
1983,3,3,3,98,3.6517
1983,3,3,4,81,4.5891
1983,3,3,5,71,6.9564
1983,4,1,1,568,7.9286
1983,4,1,2,277,6.8092
1983,4,1,3,269,7.8466
1983,4,1,4,371,6.8183
1983,4,1,5,483,7.7278
1983,4,2,1,137,5.2321
1983,4,2,2,111,8.2797
1983,4,2,3,88,7.8221
1983,4,2,4,84,6.6218
1983,4,2,5,108,7.7759
1983,4,3,1,142,8.2953
1983,4,3,2,122,6.5878
1983,4,3,3,98,5.0433
1983,4,3,4,81,8.6056
1983,4,3,5,71,6.7638
1983,5,1,1,559,12.3547
1983,5,1,2,276,12.8127
1983,5,1,3,269,8.7031
1983,5,1,4,367,10.6995
1983,5,1,5,479,9.0613
1983,5,2,1,138,8.6085
1983,5,2,2,110,5.6296
1983,5,2,3,88,3.4861
1983,5,2,4,84,2.8941
1983,5,2,5,108,5.1898
1983,5,3,1,142,-0.1596
1983,5,3,2,122,1.3484
1983,5,3,3,98,0.5848
1983,5,3,4,81,-1.9333
1983,5,3,5,71,-0.5879
1983,6,1,1,555,3.8829
1983,6,1,2,273,4.7319
1983,6,1,3,269,4.8744
1983,6,1,4,365,4.3788
1983,6,1,5,475,5.4884
1983,6,2,1,136,6.4494
1983,6,2,2,110,6.1470
1983,6,2,3,88,6.2470
1983,6,2,4,83,6.0997
1983,6,2,5,108,6.3209
1983,6,3,1,142,5.1008
1983,6,3,2,122,4.2760
1983,6,3,3,97,6.0932
1983,6,3,4,81,3.5893
1983,6,3,5,71,5.8518
1983,7,1,1,648,-2.5946
1983,7,1,2,282,-4.3437
1983,7,1,3,291,-2.7868
1983,7,1,4,392,-2.7715
1983,7,1,5,559,-1.6319
1983,7,2,1,153,-3.5706
1983,7,2,2,103,-4.5600
1983,7,2,3,98,-3.9787
1983,7,2,4,96,-3.3736
1983,7,2,5,119,-1.5228
1983,7,3,1,138,-3.4601
1983,7,3,2,125,-4.5595
1983,7,3,3,112,-4.0817
1983,7,3,4,88,-2.1056
1983,7,3,5,78,-2.7613
1983,8,1,1,641,-4.0835
1983,8,1,2,281,-4.4447
1983,8,1,3,289,-3.5136
1983,8,1,4,392,-4.2627
1983,8,1,5,557,-4.1420
1983,8,2,1,149,-1.4838
1983,8,2,2,103,-4.0177
1983,8,2,3,98,-3.7456
1983,8,2,4,96,-5.2027
1983,8,2,5,119,-4.4991
1983,8,3,1,138,1.4303
1983,8,3,2,125,2.6773
1983,8,3,3,111,0.0300
1983,8,3,4,88,1.6549
1983,8,3,5,78,-2.9669
1983,9,1,1,634,-2.8466
1983,9,1,2,279,-0.7011
1983,9,1,3,286,-0.7049
1983,9,1,4,391,0.1971
1983,9,1,5,554,1.3561
1983,9,2,1,147,-0.7168
1983,9,2,2,101,3.8858
1983,9,2,3,98,3.2940
1983,9,2,4,96,3.0017
1983,9,2,5,118,3.6888
1983,9,3,1,137,0.9913
1983,9,3,2,125,1.0513
1983,9,3,3,111,2.7995
1983,9,3,4,88,0.8849
1983,9,3,5,78,4.4326
1983,10,1,1,627,-9.0782
1983,10,1,2,279,-9.2284
1983,10,1,3,284,-6.7839
1983,10,1,4,389,-6.1393
1983,10,1,5,548,-4.9973
1983,10,2,1,146,-9.0092
1983,10,2,2,101,-7.5810
1983,10,2,3,97,-6.4471
1983,10,2,4,96,-5.0006
1983,10,2,5,118,-6.0755
1983,10,3,1,135,-4.0444
1983,10,3,2,125,-2.8146
1983,10,3,3,110,-0.7030
1983,10,3,4,87,0.5268
1983,10,3,5,78,-1.0065
1983,11,1,1,620,0.5570
1983,11,1,2,279,4.6466
1983,11,1,3,281,4.3662
1983,11,1,4,389,4.8733
1983,11,1,5,548,4.3552
1983,11,2,1,144,3.7192
1983,11,2,2,100,8.3764
1983,11,2,3,97,4.6312
1983,11,2,4,96,6.1280
1983,11,2,5,118,6.7655
1983,11,3,1,135,0.2375
1983,11,3,2,125,5.2646
1983,11,3,3,110,2.8044
1983,11,3,4,87,2.3518
1983,11,3,5,78,3.4676
1983,12,1,1,616,-3.6881
1983,12,1,2,277,-2.8525
1983,12,1,3,281,-0.0351
1983,12,1,4,386,-0.9595
1983,12,1,5,547,-1.5184
1983,12,2,1,144,-0.8524
1983,12,2,2,100,-2.6911
1983,12,2,3,97,0.1273
1983,12,2,4,96,-1.5656
1983,12,2,5,117,-2.7917
1983,12,3,1,135,-0.0805
1983,12,3,2,125,1.3925
1983,12,3,3,110,-0.6309
1983,12,3,4,87,-0.6797
1983,12,3,5,78,-4.5005
1984,1,1,1,608,1.1189
1984,1,1,2,275,-0.3568
1984,1,1,3,279,-1.1710
1984,1,1,4,384,-0.6237
1984,1,1,5,542,-0.9973
1984,1,2,1,144,-2.5464
1984,1,2,2,100,-4.2865
1984,1,2,3,97,-1.9957
1984,1,2,4,95,-4.1452
1984,1,2,5,117,-3.9447
1984,1,3,1,135,-1.9392
1984,1,3,2,125,-1.1461
1984,1,3,3,109,-2.3322
1984,1,3,4,87,0.2507
1984,1,3,5,78,-4.7353
1984,2,1,1,594,-5.1459
1984,2,1,2,272,-6.5304
1984,2,1,3,277,-6.9868
1984,2,1,4,379,-6.1522
1984,2,1,5,536,-6.9293
1984,2,2,1,142,-5.4213
1984,2,2,2,100,-6.6388
1984,2,2,3,97,-5.1275
1984,2,2,4,95,-5.8213
1984,2,2,5,117,-5.1260
1984,2,3,1,135,-2.6193
1984,2,3,2,125,-4.6259
1984,2,3,3,109,-3.2894
1984,2,3,4,87,-3.1289
1984,2,3,5,78,-4.3266
1984,3,1,1,588,0.2765
1984,3,1,2,270,0.7072
1984,3,1,3,276,1.0852
1984,3,1,4,376,1.3729
1984,3,1,5,534,1.6730
1984,3,2,1,139,0.2695
1984,3,2,2,98,2.8915
1984,3,2,3,95,1.9863
1984,3,2,4,95,0.4502
1984,3,2,5,116,0.6710
1984,3,3,1,135,1.5761
1984,3,3,2,124,3.6997
1984,3,3,3,108,2.3137
1984,3,3,4,87,0.0568
1984,3,3,5,78,-0.0811
1984,4,1,1,583,-4.6487
1984,4,1,2,269,-1.6447
1984,4,1,3,276,-1.5642
1984,4,1,4,376,0.0719
1984,4,1,5,530,-1.8061
1984,4,2,1,137,0.9194
1984,4,2,2,97,1.4178
1984,4,2,3,95,-0.2217
1984,4,2,4,94,1.1906
1984,4,2,5,116,-0.3027
1984,4,3,1,135,-0.3393
1984,4,3,2,124,0.6530
1984,4,3,3,108,1.9147
1984,4,3,4,87,3.0227
1984,4,3,5,78,0.8360
1984,5,1,1,582,-5.3267
1984,5,1,2,268,-5.6876
1984,5,1,3,274,-5.3735
1984,5,1,4,374,-4.0592
1984,5,1,5,524,-5.0783
1984,5,2,1,136,-7.9696
1984,5,2,2,96,-7.5728
1984,5,2,3,94,-5.1127
1984,5,2,4,94,-4.5411
1984,5,2,5,115,-3.5298
1984,5,3,1,135,-5.2762
1984,5,3,2,123,-4.7274
1984,5,3,3,108,-6.3296
1984,5,3,4,87,-5.2534
1984,5,3,5,78,-3.3864
1984,6,1,1,576,-1.8195
1984,6,1,2,264,2.9090
1984,6,1,3,273,2.3033
1984,6,1,4,371,3.0570
1984,6,1,5,522,4.1484
1984,6,2,1,136,1.4087
1984,6,2,2,96,3.7427
1984,6,2,3,92,3.9451
1984,6,2,4,94,3.2964
1984,6,2,5,114,4.3829
1984,6,3,1,135,1.7266
1984,6,3,2,123,1.2584
1984,6,3,3,108,2.7592
1984,6,3,4,87,3.1981
1984,6,3,5,78,7.3686
1984,7,1,1,769,-7.9495
1984,7,1,2,319,-5.5669
1984,7,1,3,291,-4.1857
1984,7,1,4,425,-4.6103
1984,7,1,5,533,-3.4309
1984,7,2,1,164,-8.9225
1984,7,2,2,93,-6.5566
1984,7,2,3,84,-3.7022
1984,7,2,4,104,-4.2802
1984,7,2,5,116,-1.5394
1984,7,3,1,124,-2.3048
1984,7,3,2,125,-2.7789
1984,7,3,3,112,-2.7657
1984,7,3,4,90,-0.4240
1984,7,3,5,76,0.1919
1984,8,1,1,759,10.6710
1984,8,1,2,318,9.7062
1984,8,1,3,291,10.3145
1984,8,1,4,422,10.2498
1984,8,1,5,530,10.5306
1984,8,2,1,163,14.9192
1984,8,2,2,93,16.1474
1984,8,2,3,83,11.1013
1984,8,2,4,104,13.8246
1984,8,2,5,116,11.6818
1984,8,3,1,124,11.5343
1984,8,3,2,124,12.2131
1984,8,3,3,112,11.6493
1984,8,3,4,89,10.5782
1984,8,3,5,74,10.9921
1984,9,1,1,751,-1.4609
1984,9,1,2,318,-2.3115
1984,9,1,3,292,-2.1865
1984,9,1,4,418,-0.4922
1984,9,1,5,525,0.2223
1984,9,2,1,162,-4.7570
1984,9,2,2,91,-3.3618
1984,9,2,3,82,-0.3660
1984,9,2,4,105,-1.2204
1984,9,2,5,116,1.7343
1984,9,3,1,124,-1.4504
1984,9,3,2,124,-2.2532
1984,9,3,3,111,-0.7729
1984,9,3,4,89,0.7230
1984,9,3,5,73,0.2091
1984,10,1,1,740,-5.6615
1984,10,1,2,313,-4.4613
1984,10,1,3,288,-2.1374
1984,10,1,4,413,-2.1445
1984,10,1,5,521,-0.8242
1984,10,2,1,161,-4.0697
1984,10,2,2,90,-3.4172
1984,10,2,3,81,-1.1880
1984,10,2,4,104,-1.6388
1984,10,2,5,115,0.8390
1984,10,3,1,123,-0.6290
1984,10,3,2,123,0.0569
1984,10,3,3,110,-0.6324
1984,10,3,4,89,1.7243
1984,10,3,5,73,1.1812
1984,11,1,1,727,-5.2394
1984,11,1,2,311,-3.8722
1984,11,1,3,285,-2.2304
1984,11,1,4,406,-3.7605
1984,11,1,5,516,-2.7548
1984,11,2,1,162,-3.3505
1984,11,2,2,90,-3.7220
1984,11,2,3,80,-2.7995
1984,11,2,4,103,-1.3888
1984,11,2,5,115,-2.0201
1984,11,3,1,122,-1.2853
1984,11,3,2,123,-1.5588
1984,11,3,3,110,-0.3591
1984,11,3,4,88,-2.1482
1984,11,3,5,72,-2.7267
1984,12,1,1,716,-0.7464
1984,12,1,2,307,0.1571
1984,12,1,3,280,0.1450
1984,12,1,4,403,1.4287
1984,12,1,5,511,1.5201
1984,12,2,1,162,1.0538
1984,12,2,2,90,4.2607
1984,12,2,3,80,0.9616
1984,12,2,4,103,1.8474
1984,12,2,5,113,2.8098
1984,12,3,1,122,1.9715
1984,12,3,2,121,1.6485
1984,12,3,3,109,3.0575
1984,12,3,4,87,1.5537
1984,12,3,5,71,2.0330
1985,1,1,1,706,13.3091
1985,1,1,2,306,14.6708
1985,1,1,3,278,13.9246
1985,1,1,4,403,12.8816
1985,1,1,5,508,12.3089
1985,1,2,1,162,13.5310
1985,1,2,2,90,11.8892
1985,1,2,3,78,11.2608
1985,1,2,4,103,12.8592
1985,1,2,5,113,10.8841
1985,1,3,1,121,8.8861
1985,1,3,2,120,9.3160
1985,1,3,3,109,7.5441
1985,1,3,4,87,6.7049
1985,1,3,5,71,9.4306
1985,2,1,1,694,3.9748
1985,2,1,2,304,4.1398
1985,2,1,3,276,1.9042
1985,2,1,4,401,4.4642
1985,2,1,5,502,3.7731
1985,2,2,1,160,1.7196
1985,2,2,2,90,2.8046
1985,2,2,3,78,2.5376
1985,2,2,4,102,2.5603
1985,2,2,5,113,2.2984
1985,2,3,1,121,0.8450
1985,2,3,2,120,1.7775
1985,2,3,3,109,1.2225
1985,2,3,4,86,2.2590
1985,2,3,5,70,1.4673
1985,3,1,1,686,-1.5367
1985,3,1,2,303,-3.3703
1985,3,1,3,275,-2.8093
1985,3,1,4,397,-3.2697
1985,3,1,5,497,-0.5596
1985,3,2,1,159,-2.2498
1985,3,2,2,88,-5.0997
1985,3,2,3,77,-4.6616
1985,3,2,4,101,-3.2271
1985,3,2,5,113,-0.7162
1985,3,3,1,120,-1.6252
1985,3,3,2,120,-2.1617
1985,3,3,3,109,1.8980
1985,3,3,4,86,-0.2169
1985,3,3,5,70,0.2398
1985,4,1,1,682,-2.3680
1985,4,1,2,299,-1.4797
1985,4,1,3,271,-1.7746
1985,4,1,4,395,-2.5181
1985,4,1,5,495,-0.3412
1985,4,2,1,159,-3.3921
1985,4,2,2,88,-3.7260
1985,4,2,3,77,-1.7833
1985,4,2,4,101,-2.1778
1985,4,2,5,112,-0.0438
1985,4,3,1,119,-0.5739
1985,4,3,2,120,-0.8512
1985,4,3,3,109,-0.1484
1985,4,3,4,85,-2.1992
1985,4,3,5,70,-0.4854
1985,5,1,1,681,0.2128
1985,5,1,2,297,3.2791
1985,5,1,3,265,3.6213
1985,5,1,4,393,1.7838
1985,5,1,5,488,3.5693
1985,5,2,1,159,2.8758
1985,5,2,2,88,2.6432
1985,5,2,3,77,4.2290
1985,5,2,4,99,4.8838
1985,5,2,5,112,5.8763
1985,5,3,1,119,3.5503
1985,5,3,2,120,4.1930
1985,5,3,3,109,6.7431
1985,5,3,4,85,8.3850
1985,5,3,5,70,8.5142
1985,6,1,1,669,-0.4778
1985,6,1,2,294,-0.3579
1985,6,1,3,266,0.1639
1985,6,1,4,392,0.0840
1985,6,1,5,482,2.0771
1985,6,2,1,159,-0.9722
1985,6,2,2,87,-0.0841
1985,6,2,3,77,2.7223
1985,6,2,4,96,1.8238
1985,6,2,5,109,1.3171
1985,6,3,1,119,-0.6199
1985,6,3,2,120,1.9950
1985,6,3,3,108,0.8953
1985,6,3,4,85,1.6620
1985,6,3,5,70,3.0458
1985,7,1,1,794,2.9412
1985,7,1,2,346,3.8879
1985,7,1,3,366,3.6226
1985,7,1,4,432,2.6183
1985,7,1,5,509,1.7584
1985,7,2,1,159,2.5159
1985,7,2,2,93,7.2095
1985,7,2,3,98,4.1100
1985,7,2,4,93,2.9413
1985,7,2,5,116,2.3888
1985,7,3,1,118,2.6526
1985,7,3,2,122,2.2550
1985,7,3,3,99,-1.0782
1985,7,3,4,94,-0.8987
1985,7,3,5,82,-3.7625
1985,8,1,1,790,-1.0650
1985,8,1,2,344,-1.8920
1985,8,1,3,364,-1.2374
1985,8,1,4,427,-0.4039
1985,8,1,5,502,-0.9721
1985,8,2,1,159,-1.5976
1985,8,2,2,92,-4.7814
1985,8,2,3,98,-0.7183
1985,8,2,4,93,-0.7262
1985,8,2,5,116,-0.4097
1985,8,3,1,118,-0.6909
1985,8,3,2,122,-1.1182
1985,8,3,3,99,-0.3554
1985,8,3,4,94,-0.2468
1985,8,3,5,82,0.4049
1985,9,1,1,785,-7.0606
1985,9,1,2,340,-5.9531
1985,9,1,3,360,-6.5113
1985,9,1,4,422,-5.5371
1985,9,1,5,491,-4.8353
1985,9,2,1,158,-7.5375
1985,9,2,2,92,-8.1271
1985,9,2,3,97,-5.6279
1985,9,2,4,93,-4.1569
1985,9,2,5,116,-4.7393
1985,9,3,1,117,-3.5482
1985,9,3,2,121,-3.0658
1985,9,3,3,99,-2.5039
1985,9,3,4,93,-2.4486
1985,9,3,5,82,-1.4620
1985,10,1,1,780,1.2415
1985,10,1,2,336,1.3401
1985,10,1,3,357,2.1773
1985,10,1,4,417,3.0179
1985,10,1,5,487,2.6466
1985,10,2,1,157,2.5028
1985,10,2,2,92,2.1179
1985,10,2,3,97,3.2055
1985,10,2,4,93,2.6426
1985,10,2,5,116,6.5631
1985,10,3,1,116,4.0057
1985,10,3,2,119,2.1646
1985,10,3,3,99,4.9703
1985,10,3,4,90,4.2123
1985,10,3,5,82,5.4613
1985,11,1,1,766,4.6999
1985,11,1,2,336,6.3666
1985,11,1,3,357,6.5717
1985,11,1,4,410,6.1133
1985,11,1,5,480,7.4062
1985,11,2,1,156,8.0736
1985,11,2,2,91,7.7019
1985,11,2,3,96,7.2138
1985,11,2,4,92,7.4915
1985,11,2,5,114,6.9697
1985,11,3,1,115,8.8123
1985,11,3,2,119,8.3039
1985,11,3,3,98,5.0703
1985,11,3,4,90,7.5477
1985,11,3,5,82,7.5857
1985,12,1,1,758,2.2774
1985,12,1,2,330,4.9001
1985,12,1,3,355,2.9457
1985,12,1,4,407,4.8477
1985,12,1,5,472,4.6454
