year,month,rank_ME,rank_HS,nstocks,ret_vw
1996,12,1,3,531,-0.7077
1996,12,1,4,397,-0.1260
1996,12,1,5,535,0.7782
1996,12,2,1,349,2.3885
1996,12,2,2,167,1.3463
1996,12,2,3,164,1.8735
1996,12,2,4,144,0.5352
1996,12,2,5,152,2.3952
1996,12,3,1,204,-2.8752
1996,12,3,2,150,0.8777
1996,12,3,3,140,-2.5223
1996,12,3,4,136,-2.6374
1996,12,3,5,146,-1.5357
1997,1,1,1,829,8.1057
1997,1,1,2,487,4.2491
1997,1,1,3,526,5.9462
1997,1,1,4,391,3.5624
1997,1,1,5,530,5.0883
1997,1,2,1,348,4.8933
1997,1,2,2,167,2.5676
1997,1,2,3,164,1.8678
1997,1,2,4,142,-0.3379
1997,1,2,5,150,3.5676
1997,1,3,1,202,10.3736
1997,1,3,2,148,3.4298
1997,1,3,3,140,3.8750
1997,1,3,4,135,4.0276
1997,1,3,5,146,6.3559
1997,2,1,1,822,-5.7378
1997,2,1,2,479,-1.4989
1997,2,1,3,524,-4.2147
1997,2,1,4,387,0.4319
1997,2,1,5,525,-4.3185
1997,2,2,1,347,-6.0053
1997,2,2,2,167,-2.3186
1997,2,2,3,162,-5.2720
1997,2,2,4,142,-2.6509
1997,2,2,5,149,-4.7749
1997,2,3,1,202,-2.2478
1997,2,3,2,146,-0.0291
1997,2,3,3,138,-3.9458
1997,2,3,4,135,2.9136
1997,2,3,5,145,-0.5135
1997,3,1,1,815,-7.8986
1997,3,1,2,474,-5.6344
1997,3,1,3,522,-4.8791
1997,3,1,4,385,-2.5787
1997,3,1,5,521,-4.5006
1997,3,2,1,346,-9.1934
1997,3,2,2,166,-3.6202
1997,3,2,3,161,-3.9916
1997,3,2,4,141,-1.2819
1997,3,2,5,147,-4.0181
1997,3,3,1,202,-5.1218
1997,3,3,2,146,-1.5750
1997,3,3,3,138,-4.9822
1997,3,3,4,135,-3.0311
1997,3,3,5,145,-4.2094
1997,4,1,1,808,-5.0056
1997,4,1,2,471,-2.3376
1997,4,1,3,516,-4.1657
1997,4,1,4,380,-3.0336
1997,4,1,5,516,-2.6903
1997,4,2,1,345,-2.7107
1997,4,2,2,164,2.4685
1997,4,2,3,159,-1.5185
1997,4,2,4,140,1.7512
1997,4,2,5,147,0.6269
1997,4,3,1,202,8.6267
1997,4,3,2,146,3.0165
1997,4,3,3,137,4.4467
1997,4,3,4,135,5.2783
1997,4,3,5,145,3.6019
1997,5,1,1,807,14.0175
1997,5,1,2,468,10.7701
1997,5,1,3,515,10.2603
1997,5,1,4,377,6.6030
1997,5,1,5,508,9.4403
1997,5,2,1,342,16.3769
1997,5,2,2,164,13.6354
1997,5,2,3,158,12.8583
1997,5,2,4,139,10.5109
1997,5,2,5,146,12.8536
1997,5,3,1,201,6.6090
1997,5,3,2,145,5.8727
1997,5,3,3,137,9.8210
1997,5,3,4,135,6.3160
1997,5,3,5,145,6.8434
1997,6,1,1,804,5.1486
1997,6,1,2,468,6.5071
1997,6,1,3,510,4.1218
1997,6,1,4,374,5.6042
1997,6,1,5,501,6.7113
1997,6,2,1,340,2.5848
1997,6,2,2,162,5.1792
1997,6,2,3,158,3.2876
1997,6,2,4,139,5.1837
1997,6,2,5,143,5.4272
1997,6,3,1,200,5.1252
1997,6,3,2,145,2.1161
1997,6,3,3,135,1.8776
1997,6,3,4,135,3.8292
1997,6,3,5,144,5.5185
1997,7,1,1,1163,5.9724
1997,7,1,2,620,6.3158
1997,7,1,3,502,3.6230
1997,7,1,4,527,4.8362
1997,7,1,5,479,3.8663
1997,7,2,1,343,6.3657
1997,7,2,2,189,4.8982
1997,7,2,3,113,4.6948
1997,7,2,4,173,5.6391
1997,7,2,5,135,5.4486
1997,7,3,1,227,8.1429
1997,7,3,2,199,5.4122
1997,7,3,3,145,13.8527
1997,7,3,4,148,8.2457
1997,7,3,5,141,4.1347
1997,8,1,1,1153,5.5704
1997,8,1,2,613,5.0426
1997,8,1,3,495,5.6262
1997,8,1,4,522,4.5741
1997,8,1,5,475,3.3306
1997,8,2,1,341,3.9331
1997,8,2,2,187,4.4468
1997,8,2,3,113,4.1345
1997,8,2,4,173,3.4142
1997,8,2,5,134,2.5673
1997,8,3,1,227,-4.4620
1997,8,3,2,197,-2.1425
1997,8,3,3,144,-2.5351
1997,8,3,4,148,-5.4500
1997,8,3,5,140,-5.4402
1997,9,1,1,1147,10.4269
1997,9,1,2,607,9.6387
1997,9,1,3,487,8.3296
1997,9,1,4,521,6.7457
1997,9,1,5,472,9.3280
1997,9,2,1,332,7.8935
1997,9,2,2,185,10.0557
1997,9,2,3,113,5.9731
1997,9,2,4,171,6.2831
1997,9,2,5,129,7.5980
1997,9,3,1,227,4.0506
1997,9,3,2,195,7.1276
1997,9,3,3,143,4.6074
1997,9,3,4,148,4.3962
1997,9,3,5,139,3.8685
1997,10,1,1,1138,-4.7708
1997,10,1,2,605,-3.0861
1997,10,1,3,484,-5.0754
1997,10,1,4,509,-2.7185
1997,10,1,5,468,-3.8253
1997,10,2,1,332,-7.9033
1997,10,2,2,184,-4.3939
1997,10,2,3,112,-6.4737
1997,10,2,4,169,-4.6141
1997,10,2,5,128,-4.1300
1997,10,3,1,226,-3.4943
1997,10,3,2,195,-1.2151
1997,10,3,3,140,-6.7579
1997,10,3,4,146,-3.8960
1997,10,3,5,139,-3.6218
1997,11,1,1,1132,-3.5430
1997,11,1,2,595,-4.4158
1997,11,1,3,479,-1.6253
1997,11,1,4,503,-1.7986
1997,11,1,5,462,-2.5834
1997,11,2,1,331,-2.2830
1997,11,2,2,182,-3.2868
1997,11,2,3,110,-0.6906
1997,11,2,4,167,-2.2836
1997,11,2,5,128,-1.0522
1997,11,3,1,225,2.9228
1997,11,3,2,193,3.6645
1997,11,3,3,140,2.7184
1997,11,3,4,145,3.9224
1997,11,3,5,138,4.5848
1997,12,1,1,1123,-4.9583
1997,12,1,2,589,-4.2462
1997,12,1,3,477,-5.0344
1997,12,1,4,498,-1.8591
1997,12,1,5,457,-1.9046
1997,12,2,1,328,-1.3704
1997,12,2,2,180,-0.2386
1997,12,2,3,110,-0.3043
1997,12,2,4,166,0.7211
1997,12,2,5,126,-0.7210
1997,12,3,1,224,0.0859
1997,12,3,2,191,1.4851
1997,12,3,3,140,-2.5634
1997,12,3,4,145,1.9587
1997,12,3,5,138,2.2340
1998,1,1,1,1108,0.9088
1998,1,1,2,575,-1.4966
1998,1,1,3,474,0.5736
1998,1,1,4,494,-0.7177
1998,1,1,5,448,-2.6173
1998,1,2,1,324,0.3870
1998,1,2,2,178,-2.1371
1998,1,2,3,106,0.6947
1998,1,2,4,161,-1.5738
1998,1,2,5,126,-1.3190
1998,1,3,1,223,7.2614
1998,1,3,2,191,0.0448
1998,1,3,3,140,2.1172
1998,1,3,4,145,-0.0102
1998,1,3,5,137,-1.5027
1998,2,1,1,1096,7.8187
1998,2,1,2,570,6.0410
1998,2,1,3,468,5.3513
1998,2,1,4,487,5.8367
1998,2,1,5,441,5.7726
1998,2,2,1,321,9.7052
1998,2,2,2,178,8.1834
1998,2,2,3,106,9.6940
1998,2,2,4,157,8.0364
1998,2,2,5,125,7.9718
1998,2,3,1,222,7.4175
1998,2,3,2,189,4.7986
1998,2,3,3,139,9.5303
1998,2,3,4,145,8.8959
1998,2,3,5,137,8.2603
1998,3,1,1,1083,4.7280
1998,3,1,2,563,5.2181
1998,3,1,3,463,4.8973
1998,3,1,4,483,5.6442
1998,3,1,5,435,4.8688
1998,3,2,1,319,2.9420
1998,3,2,2,178,5.4883
1998,3,2,3,105,3.8011
1998,3,2,4,156,4.1670
1998,3,2,5,125,4.6567
1998,3,3,1,221,2.9265
1998,3,3,2,189,7.1963
1998,3,3,3,139,-0.3306
1998,3,3,4,145,8.7528
1998,3,3,5,136,4.7881
1998,4,1,1,1067,2.4465
1998,4,1,2,557,2.1729
1998,4,1,3,455,1.1327
1998,4,1,4,478,2.2854
1998,4,1,5,430,4.5607
1998,4,2,1,314,0.4329
1998,4,2,2,178,-0.4653
1998,4,2,3,105,2.1383
1998,4,2,4,155,0.3813
1998,4,2,5,125,1.3539
1998,4,3,1,221,1.6870
1998,4,3,2,187,-1.3066
1998,4,3,3,139,5.0925
1998,4,3,4,143,1.1379
1998,4,3,5,136,2.3232
1998,5,1,1,1051,-6.6958
1998,5,1,2,550,-5.5673
1998,5,1,3,453,-4.3148
1998,5,1,4,474,-1.8521
1998,5,1,5,421,-4.1721
1998,5,2,1,313,-7.9965
1998,5,2,2,176,-6.0646
1998,5,2,3,104,-6.5333
1998,5,2,4,155,-5.5746
1998,5,2,5,124,-4.6173
1998,5,3,1,219,-4.9003
1998,5,3,2,187,-2.8413
1998,5,3,3,139,-3.6634
1998,5,3,4,142,2.4847
1998,5,3,5,136,-1.7606
1998,6,1,1,1036,0.7088
1998,6,1,2,547,-0.5901
1998,6,1,3,450,-3.2565
1998,6,1,4,468,0.5500
1998,6,1,5,418,-0.9405
1998,6,2,1,312,1.3278
1998,6,2,2,175,-0.1606
1998,6,2,3,104,1.5932
1998,6,2,4,155,-1.5180
1998,6,2,5,123,1.0145
1998,6,3,1,217,9.0884
1998,6,3,2,185,0.1436
1998,6,3,3,139,3.5324
1998,6,3,4,141,5.1492
1998,6,3,5,136,-0.4248
1998,7,1,1,1194,-6.9380
1998,7,1,2,566,-8.5379
1998,7,1,3,484,-8.7911
1998,7,1,4,503,-6.5744
1998,7,1,5,467,-7.8730
1998,7,2,1,326,-7.3456
1998,7,2,2,186,-11.8405
1998,7,2,3,119,-6.6046
1998,7,2,4,176,-7.3472
1998,7,2,5,145,-9.3827
1998,7,3,1,254,-0.7059
1998,7,3,2,160,-1.2679
1998,7,3,3,173,-0.5406
1998,7,3,4,162,-2.2847
1998,7,3,5,151,-4.5215
1998,8,1,1,1179,-25.0831
1998,8,1,2,557,-20.7899
1998,8,1,3,479,-20.6074
1998,8,1,4,494,-20.0547
1998,8,1,5,463,-21.2847
1998,8,2,1,326,-21.6548
1998,8,2,2,185,-23.0728
1998,8,2,3,119,-20.9400
1998,8,2,4,176,-19.7761
1998,8,2,5,142,-20.6874
1998,8,3,1,254,-13.6568
1998,8,3,2,158,-13.3676
1998,8,3,3,172,-12.1723
1998,8,3,4,160,-19.1457
1998,8,3,5,148,-12.9749
1998,9,1,1,1169,6.1280
1998,9,1,2,551,2.0797
1998,9,1,3,472,2.8661
1998,9,1,4,490,2.6666
1998,9,1,5,454,3.8726
1998,9,2,1,323,10.8590
1998,9,2,2,183,6.4109
1998,9,2,3,118,6.9093
1998,9,2,4,173,4.1217
1998,9,2,5,141,5.0819
1998,9,3,1,252,14.0483
1998,9,3,2,157,9.2778
1998,9,3,3,169,11.5081
1998,9,3,4,159,0.7659
1998,9,3,5,149,-1.5396
1998,10,1,1,1149,4.0321
1998,10,1,2,541,1.1349
1998,10,1,3,464,2.5968
1998,10,1,4,486,2.3420
1998,10,1,5,446,2.6768
1998,10,2,1,320,8.1939
1998,10,2,2,183,4.1867
1998,10,2,3,117,3.4660
1998,10,2,4,172,5.8268
1998,10,2,5,141,5.0607
1998,10,3,1,250,3.7207
1998,10,3,2,154,8.9074
1998,10,3,3,168,5.6954
1998,10,3,4,157,11.6632
1998,10,3,5,149,11.9300
1998,11,1,1,1127,13.2651
1998,11,1,2,533,5.0945
1998,11,1,3,453,10.0389
1998,11,1,4,480,5.1580
1998,11,1,5,432,4.8297
1998,11,2,1,316,8.9880
1998,11,2,2,183,2.1727
1998,11,2,3,116,9.7841
1998,11,2,4,172,7.7529
1998,11,2,5,140,2.9568
1998,11,3,1,248,9.6147
1998,11,3,2,152,2.2545
1998,11,3,3,167,7.1371
1998,11,3,4,155,5.4920
1998,11,3,5,149,6.3363
1998,12,1,1,1107,4.6136
1998,12,1,2,532,-2.6378
1998,12,1,3,446,1.9664
1998,12,1,4,474,2.1952
1998,12,1,5,428,2.0086
1998,12,2,1,314,7.7634
1998,12,2,2,183,3.0186
1998,12,2,3,116,6.5991
1998,12,2,4,172,6.8089
1998,12,2,5,139,5.9725
1998,12,3,1,247,10.0258
1998,12,3,2,151,10.3517
1998,12,3,3,166,8.1427
1998,12,3,4,153,3.8792
1998,12,3,5,149,4.4063
1999,1,1,1,1091,10.1469
1999,1,1,2,518,4.4407
1999,1,1,3,434,5.6600
1999,1,1,4,467,6.6123
1999,1,1,5,422,3.0412
1999,1,2,1,313,5.2496
1999,1,2,2,181,2.1078
1999,1,2,3,115,4.0896
1999,1,2,4,170,-1.1206
1999,1,2,5,139,-2.6453
1999,1,3,1,247,8.5114
1999,1,3,2,151,4.6590
1999,1,3,3,166,6.1102
1999,1,3,4,153,2.0009
1999,1,3,5,147,2.0963
1999,2,1,1,1074,-9.0607
1999,2,1,2,506,-7.4994
1999,2,1,3,426,-5.7141
1999,2,1,4,460,-6.5919
1999,2,1,5,413,-5.7975
1999,2,2,1,311,-10.5436
1999,2,2,2,180,-7.4079
1999,2,2,3,114,-8.5967
1999,2,2,4,169,-10.0702
1999,2,2,5,137,-9.0150
1999,2,3,1,243,-5.3347
1999,2,3,2,151,-1.8440
1999,2,3,3,165,-8.1153
1999,2,3,4,152,-3.4691
1999,2,3,5,146,-0.4618
1999,3,1,1,1064,-1.2229
1999,3,1,2,497,-2.4998
1999,3,1,3,421,-4.5781
1999,3,1,4,450,-5.5580
1999,3,1,5,404,-3.8181
1999,3,2,1,307,-1.3151
1999,3,2,2,178,4.7191
1999,3,2,3,114,-2.4863
1999,3,2,4,168,1.5861
1999,3,2,5,137,-0.8156
1999,3,3,1,242,6.6589
1999,3,3,2,151,0.4400
1999,3,3,3,165,4.9911
1999,3,3,4,152,1.8878
1999,3,3,5,146,4.4561
1999,4,1,1,1044,7.5229
1999,4,1,2,488,8.5954
1999,4,1,3,413,10.7368
1999,4,1,4,441,15.6678
1999,4,1,5,394,9.4423
1999,4,2,1,300,3.9494
1999,4,2,2,176,13.7222
1999,4,2,3,112,8.5717
1999,4,2,4,166,11.9539
1999,4,2,5,135,8.7544
1999,4,3,1,239,-3.4972
1999,4,3,2,149,5.8813
1999,4,3,3,161,6.9920
1999,4,3,4,150,11.1391
1999,4,3,5,146,4.9551
1999,5,1,1,1032,1.8228
1999,5,1,2,480,5.3965
1999,5,1,3,406,8.0778
1999,5,1,4,430,4.7149
1999,5,1,5,387,3.8757
1999,5,2,1,298,2.9507
1999,5,2,2,174,0.3714
1999,5,2,3,111,5.0748
1999,5,2,4,166,1.3353
1999,5,2,5,134,4.3030
1999,5,3,1,238,-3.0382
1999,5,3,2,148,0.3364
1999,5,3,3,157,-0.1357
1999,5,3,4,150,-2.1923
1999,5,3,5,146,-4.3676
1999,6,1,1,1019,10.3906
1999,6,1,2,470,7.1892
1999,6,1,3,402,5.9581
1999,6,1,4,424,4.2591
1999,6,1,5,381,4.4107
1999,6,2,1,298,10.2840
1999,6,2,2,173,4.7644
1999,6,2,3,109,6.8537
1999,6,2,4,166,4.4297
1999,6,2,5,134,3.8504
1999,6,3,1,237,7.3847
1999,6,3,2,148,5.9687
1999,6,3,3,155,5.7788
1999,6,3,4,149,4.8892
1999,6,3,5,146,4.6297
1999,7,1,1,1123,3.0890
1999,7,1,2,538,3.2655
1999,7,1,3,424,-0.1130
1999,7,1,4,374,-0.9260
1999,7,1,5,338,0.3895
1999,7,2,1,335,-0.5433
1999,7,2,2,202,-2.1119
1999,7,2,3,133,-2.0745
1999,7,2,4,152,-1.3569
1999,7,2,5,110,-4.6693
1999,7,3,1,266,-3.2392
1999,7,3,2,174,-1.0485
1999,7,3,3,157,-1.3499
1999,7,3,4,149,-3.6531
1999,7,3,5,136,-3.6882
1999,8,1,1,1110,-0.4689
1999,8,1,2,533,-3.1267
1999,8,1,3,415,-1.9426
1999,8,1,4,369,-3.3954
1999,8,1,5,334,-6.3549
1999,8,2,1,332,-3.8195
1999,8,2,2,199,-0.3540
1999,8,2,3,131,-3.6653
1999,8,2,4,151,-1.5804
1999,8,2,5,110,-6.6899
1999,8,3,1,263,4.9033
1999,8,3,2,173,-2.8212
1999,8,3,3,157,-2.2304
1999,8,3,4,148,-2.5892
1999,8,3,5,133,-2.0171
1999,9,1,1,1092,-0.3049
1999,9,1,2,525,-0.4104
1999,9,1,3,410,-1.1540
1999,9,1,4,362,-3.4480
1999,9,1,5,330,-4.1388
1999,9,2,1,331,1.7832
1999,9,2,2,194,0.0970
1999,9,2,3,131,0.8069
1999,9,2,4,150,-2.6750
1999,9,2,5,107,-1.5933
1999,9,3,1,262,-2.5519
1999,9,3,2,169,1.4181
1999,9,3,3,157,-2.8444
1999,9,3,4,146,-6.8950
1999,9,3,5,133,-2.6176
1999,10,1,1,1073,-0.9143
1999,10,1,2,518,-3.0061
1999,10,1,3,406,1.2881
1999,10,1,4,352,-3.2014
1999,10,1,5,321,-3.9335
1999,10,2,1,328,1.8157
1999,10,2,2,193,0.4678
1999,10,2,3,131,-2.2027
1999,10,2,4,150,-5.2654
1999,10,2,5,107,-5.8955
1999,10,3,1,260,5.9583
1999,10,3,2,168,4.4437
1999,10,3,3,154,1.5015
1999,10,3,4,146,5.8343
1999,10,3,5,133,7.7271
1999,11,1,1,1064,19.6830
1999,11,1,2,510,16.0703
1999,11,1,3,405,10.2650
1999,11,1,4,344,1.5561
1999,11,1,5,317,5.3256
1999,11,2,1,325,15.1881
1999,11,2,2,191,9.8976
1999,11,2,3,131,7.1515
1999,11,2,4,148,2.6270
1999,11,2,5,107,3.8249
1999,11,3,1,257,5.4128
1999,11,3,2,167,8.2288
1999,11,3,3,153,8.1385
1999,11,3,4,145,-0.0013
1999,11,3,5,132,0.7575
1999,12,1,1,1050,24.7997
1999,12,1,2,505,13.7775
1999,12,1,3,400,17.4067
1999,12,1,4,337,2.6931
1999,12,1,5,310,1.6336
1999,12,2,1,317,17.8587
1999,12,2,2,189,14.4320
1999,12,2,3,128,10.9301
1999,12,2,4,145,6.1570
1999,12,2,5,107,3.8422
1999,12,3,1,254,9.9931
1999,12,3,2,166,8.4006
1999,12,3,3,151,8.2216
1999,12,3,4,144,2.0626
1999,12,3,5,131,10.4808
2000,1,1,1,1034,11.2517
2000,1,1,2,497,9.1944
2000,1,1,3,397,9.6428
2000,1,1,4,330,-0.7894
2000,1,1,5,306,3.8610
2000,1,2,1,314,-0.0248
2000,1,2,2,187,1.0880
2000,1,2,3,126,1.1873
2000,1,2,4,141,-4.1592
2000,1,2,5,105,-5.5634
2000,1,3,1,254,-1.7090
2000,1,3,2,164,-3.4270
2000,1,3,3,149,-9.2056
2000,1,3,4,142,-5.9625
2000,1,3,5,131,-8.2275
2000,2,1,1,1021,41.2331
2000,2,1,2,490,35.2589
2000,2,1,3,393,34.9694
2000,2,1,4,327,3.2148
2000,2,1,5,305,6.6160
2000,2,2,1,312,31.6220
2000,2,2,2,186,22.6469
2000,2,2,3,124,17.8287
2000,2,2,4,140,-0.9566
2000,2,2,5,104,2.8419
2000,2,3,1,253,6.6969
2000,2,3,2,161,6.2153
2000,2,3,3,148,0.0827
2000,2,3,4,142,-6.3153
2000,2,3,5,131,-6.4676
2000,3,1,1,1010,-17.5454
2000,3,1,2,482,-3.5700
2000,3,1,3,388,-12.1783
2000,3,1,4,322,-0.3456
2000,3,1,5,299,2.3537
2000,3,2,1,309,-15.2234
2000,3,2,2,185,-4.7015
2000,3,2,3,123,-4.6767
2000,3,2,4,139,5.1523
2000,3,2,5,102,3.2291
2000,3,3,1,252,5.7203
2000,3,3,2,159,8.8583
2000,3,3,3,147,6.6419
2000,3,3,4,142,5.7457
2000,3,3,5,131,8.7829
2000,4,1,1,1003,-20.6223
2000,4,1,2,476,-16.4589
2000,4,1,3,384,-15.6990
2000,4,1,4,317,-7.3401
2000,4,1,5,296,-9.0697
2000,4,2,1,306,-12.1098
2000,4,2,2,183,-11.7438
2000,4,2,3,122,-3.6542
2000,4,2,4,139,-3.4693
2000,4,2,5,101,-0.8144
2000,4,3,1,249,-6.0262
2000,4,3,2,158,-4.5385
2000,4,3,3,147,-5.9837
2000,4,3,4,141,3.0346
2000,4,3,5,131,-1.9761
2000,5,1,1,998,-13.7982
2000,5,1,2,467,-9.4842
2000,5,1,3,380,-11.7333
2000,5,1,4,315,-2.0702
2000,5,1,5,294,-6.0096
2000,5,2,1,303,-7.8220
2000,5,2,2,182,-8.6807
2000,5,2,3,120,-9.3607
2000,5,2,4,139,-0.1301
2000,5,2,5,98,-4.7466
2000,5,3,1,246,-3.9192
2000,5,3,2,158,-11.4629
2000,5,3,3,145,-2.4447
2000,5,3,4,141,1.2089
2000,5,3,5,131,-1.4958
2000,6,1,1,991,28.7576
2000,6,1,2,460,31.7819
2000,6,1,3,372,25.1013
2000,6,1,4,311,4.6511
2000,6,1,5,291,6.7964
2000,6,2,1,299,17.5757
2000,6,2,2,177,12.8582
2000,6,2,3,120,5.6805
2000,6,2,4,138,3.9271
2000,6,2,5,98,5.1645
2000,6,3,1,246,9.2284
2000,6,3,2,158,8.9408
2000,6,3,3,145,-1.6404
2000,6,3,4,138,-2.5252
2000,6,3,5,131,-1.9323
2000,7,1,1,694,-1.7499
2000,7,1,2,737,-4.8035
2000,7,1,3,291,0.0282
2000,7,1,4,370,-0.1601
2000,7,1,5,326,-1.1483
2000,7,2,1,265,-4.1327
2000,7,2,2,363,-8.4215
2000,7,2,3,123,1.5661
2000,7,2,4,145,-0.4519
2000,7,2,5,92,3.8542
2000,7,3,1,197,-6.7356
2000,7,3,2,430,-4.9879
2000,7,3,3,140,-0.0707
2000,7,3,4,152,-3.1186
2000,7,3,5,127,0.1669
2000,8,1,1,689,9.1138
2000,8,1,2,727,9.4070
2000,8,1,3,290,4.7773
2000,8,1,4,366,6.0408
2000,8,1,5,324,3.5750
2000,8,2,1,264,13.2145
2000,8,2,2,361,5.7030
2000,8,2,3,122,7.4561
2000,8,2,4,144,6.0490
2000,8,2,5,91,1.2774
2000,8,3,1,193,3.8874
2000,8,3,2,421,10.7513
2000,8,3,3,140,2.3670
2000,8,3,4,151,3.0582
2000,8,3,5,126,-0.2500
2000,9,1,1,682,-1.8051
2000,9,1,2,716,-8.1336
2000,9,1,3,289,-1.8381
2000,9,1,4,360,-5.7469
2000,9,1,5,320,-2.7793
2000,9,2,1,261,-0.7282
2000,9,2,2,361,-11.3166
2000,9,2,3,120,-0.1513
2000,9,2,4,142,-5.9046
2000,9,2,5,88,-1.9087
2000,9,3,1,192,2.2328
2000,9,3,2,416,-13.0211
2000,9,3,3,139,0.9597
2000,9,3,4,150,-6.8541
2000,9,3,5,125,-0.1846
2000,10,1,1,671,-8.3341
2000,10,1,2,704,-10.9291
2000,10,1,3,287,-8.3198
2000,10,1,4,355,-6.8758
2000,10,1,5,316,-6.0082
2000,10,2,1,257,-5.8250
2000,10,2,2,358,-8.6470
2000,10,2,3,120,-0.2426
2000,10,2,4,141,-2.9044
2000,10,2,5,87,3.1912
2000,10,3,1,186,1.9962
2000,10,3,2,412,-4.5961
2000,10,3,3,138,2.0739
2000,10,3,4,149,-2.3748
2000,10,3,5,125,-0.5895
2000,11,1,1,662,-9.7426
2000,11,1,2,689,-20.2339
2000,11,1,3,282,-9.8778
2000,11,1,4,348,-8.7148
2000,11,1,5,305,-6.8260
2000,11,2,1,255,-10.6068
2000,11,2,2,354,-19.3351
2000,11,2,3,118,-2.4926
2000,11,2,4,140,-7.3302
2000,11,2,5,86,-2.3481
2000,11,3,1,185,-0.0932
2000,11,3,2,409,-20.8732
2000,11,3,3,136,-1.7263
2000,11,3,4,149,-10.5017
2000,11,3,5,124,-0.9015
2000,12,1,1,640,-0.9599
2000,12,1,2,679,-6.6825
2000,12,1,3,280,-0.6845
2000,12,1,4,343,-0.6531
2000,12,1,5,298,0.2671
2000,12,2,1,253,8.4650
2000,12,2,2,353,2.5176
2000,12,2,3,118,10.8919
2000,12,2,4,138,4.8738
2000,12,2,5,86,12.5056
2000,12,3,1,185,4.4974
2000,12,3,2,406,-7.7537
2000,12,3,3,134,2.3658
2000,12,3,4,149,2.9951
2000,12,3,5,124,5.9087
2001,1,1,1,624,14.9163
2001,1,1,2,667,30.4679
2001,1,1,3,273,16.0848
2001,1,1,4,338,14.5190
2001,1,1,5,296,14.1766
2001,1,2,1,247,2.5840
2001,1,2,2,349,17.9968
2001,1,2,3,117,6.6591
2001,1,2,4,138,8.4274
2001,1,2,5,85,0.5901
2001,1,3,1,185,-8.0669
2001,1,3,2,405,15.6528
2001,1,3,3,134,0.8939
2001,1,3,4,149,6.8614
2001,1,3,5,122,1.9078
2001,2,1,1,608,-8.6518
2001,2,1,2,656,-11.1790
2001,2,1,3,270,-1.0303
2001,2,1,4,330,-5.7028
2001,2,1,5,290,1.4095
2001,2,2,1,247,-7.0256
2001,2,2,2,341,-13.9138
2001,2,2,3,117,-0.8565
2001,2,2,4,138,-2.4846
2001,2,2,5,83,-0.6335
2001,2,3,1,185,-0.9641
2001,2,3,2,404,-21.3124
2001,2,3,3,134,-4.5013
2001,2,3,4,148,-9.6410
2001,2,3,5,121,-4.3478
2001,3,1,1,603,-5.4993
2001,3,1,2,640,-6.5926
2001,3,1,3,270,-1.0752
2001,3,1,4,326,-4.8872
2001,3,1,5,288,-2.4552
2001,3,2,1,245,-4.3005
2001,3,2,2,338,-8.9212
2001,3,2,3,116,-3.3768
2001,3,2,4,136,-4.1253
2001,3,2,5,82,-4.2307
2001,3,3,1,185,-8.3346
2001,3,3,2,402,-10.8693
2001,3,3,3,132,-4.2893
2001,3,3,4,146,-6.9974
2001,3,3,5,120,-4.3631
2001,4,1,1,594,9.4303
2001,4,1,2,633,3.7423
2001,4,1,3,261,7.9745
2001,4,1,4,320,5.7232
2001,4,1,5,282,6.8272
2001,4,2,1,244,8.4833
2001,4,2,2,334,9.5273
2001,4,2,3,116,7.9603
2001,4,2,4,134,7.1522
2001,4,2,5,82,4.4910
2001,4,3,1,185,5.2222
2001,4,3,2,400,15.2570
2001,4,3,3,132,6.0404
2001,4,3,4,144,8.2636
2001,4,3,5,118,4.6617
2001,5,1,1,586,12.4615
2001,5,1,2,616,9.7362
2001,5,1,3,255,11.4537
2001,5,1,4,314,9.0521
2001,5,1,5,274,14.6128
2001,5,2,1,242,3.2885
2001,5,2,2,328,2.8724
2001,5,2,3,116,4.5872
2001,5,2,4,132,3.8109
2001,5,2,5,81,3.7971
2001,5,3,1,183,2.0017
2001,5,3,2,396,-2.9664
2001,5,3,3,132,2.8586
2001,5,3,4,144,0.3513
2001,5,3,5,118,2.1738
2001,6,1,1,576,3.8044
2001,6,1,2,597,4.3187
2001,6,1,3,252,-0.7942
2001,6,1,4,308,3.1203
2001,6,1,5,271,1.5841
2001,6,2,1,241,6.8738
2001,6,2,2,323,8.6590
2001,6,2,3,114,0.8886
2001,6,2,4,131,3.0515
2001,6,2,5,80,6.6725
2001,6,3,1,183,-5.0086
2001,6,3,2,391,0.5811
2001,6,3,3,132,-3.2353
2001,6,3,4,143,-8.0099
2001,6,3,5,117,-2.2186
2001,7,1,1,787,-5.6219
2001,7,1,2,702,-8.2226
2001,7,1,3,313,-1.4748
2001,7,1,4,322,-3.8752
2001,7,1,5,293,1.4181
2001,7,2,1,350,-7.7486
2001,7,2,2,232,-10.9289
2001,7,2,3,151,-4.3759
2001,7,2,4,152,-6.2857
2001,7,2,5,109,-4.7177
2001,7,3,1,247,0.2584
2001,7,3,2,213,-5.6341
2001,7,3,3,124,-0.7139
2001,7,3,4,121,-1.3012
2001,7,3,5,115,4.5346
2001,8,1,1,773,-5.2484
2001,8,1,2,687,-7.0008
2001,8,1,3,310,-1.1366
2001,8,1,4,317,-3.1406
2001,8,1,5,290,-3.3248
2001,8,2,1,349,-5.3089
2001,8,2,2,230,-7.6002
2001,8,2,3,149,-3.8408
2001,8,2,4,151,-3.4454
