year,month,rank_ME,rank_HS,nstocks,ret_vw
1980,12,3,5,105,-1.8417
1981,1,1,1,322,0.0935
1981,1,1,2,216,-1.5108
1981,1,1,3,290,1.6667
1981,1,1,4,345,-2.6606
1981,1,1,5,240,-0.5316
1981,1,2,1,116,1.8481
1981,1,2,2,70,-0.8469
1981,1,2,3,104,-3.5162
1981,1,2,4,109,-2.7821
1981,1,2,5,97,-2.4379
1981,1,3,1,107,-0.5016
1981,1,3,2,115,-7.8438
1981,1,3,3,85,-3.4583
1981,1,3,4,110,-6.2559
1981,1,3,5,103,-1.3090
1981,2,1,1,319,0.1264
1981,2,1,2,212,-1.9267
1981,2,1,3,284,1.3133
1981,2,1,4,342,-0.8682
1981,2,1,5,238,-0.6418
1981,2,2,1,114,2.8595
1981,2,2,2,71,0.8358
1981,2,2,3,104,1.7248
1981,2,2,4,108,1.5095
1981,2,2,5,97,2.0314
1981,2,3,1,107,3.6956
1981,2,3,2,114,-0.1858
1981,2,3,3,85,4.7880
1981,2,3,4,109,3.1986
1981,2,3,5,103,3.6787
1981,3,1,1,313,9.1318
1981,3,1,2,212,9.8886
1981,3,1,3,283,10.4277
1981,3,1,4,342,7.1732
1981,3,1,5,234,7.0794
1981,3,2,1,114,8.8319
1981,3,2,2,70,5.5800
1981,3,2,3,103,9.3176
1981,3,2,4,107,8.4582
1981,3,2,5,97,7.6506
1981,3,3,1,107,7.4367
1981,3,3,2,114,0.4093
1981,3,3,3,85,4.1657
1981,3,3,4,109,5.2122
1981,3,3,5,101,3.6235
1981,4,1,1,313,4.4188
1981,4,1,2,212,5.9870
1981,4,1,3,278,3.0245
1981,4,1,4,339,3.1940
1981,4,1,5,235,3.9855
1981,4,2,1,113,3.9503
1981,4,2,2,70,1.2286
1981,4,2,3,103,3.1419
1981,4,2,4,107,-1.0076
1981,4,2,5,93,2.5199
1981,4,3,1,106,1.1997
1981,4,3,2,115,-4.6011
1981,4,3,3,85,0.3601
1981,4,3,4,109,-2.3347
1981,4,3,5,101,-0.9419
1981,5,1,1,311,4.8323
1981,5,1,2,212,4.1764
1981,5,1,3,277,4.4404
1981,5,1,4,335,4.8038
1981,5,1,5,232,2.1854
1981,5,2,1,113,4.1170
1981,5,2,2,69,3.7826
1981,5,2,3,103,3.0893
1981,5,2,4,107,4.6251
1981,5,2,5,93,3.3619
1981,5,3,1,106,1.8270
1981,5,3,2,114,-2.8346
1981,5,3,3,84,0.4859
1981,5,3,4,108,2.0254
1981,5,3,5,101,1.0883
1981,6,1,1,310,-0.2625
1981,6,1,2,210,-3.6731
1981,6,1,3,277,-0.4381
1981,6,1,4,335,-4.4489
1981,6,1,5,233,-0.4285
1981,6,2,1,112,-3.6816
1981,6,2,2,68,0.6006
1981,6,2,3,103,-3.1225
1981,6,2,4,106,-5.9823
1981,6,2,5,92,-2.1537
1981,6,3,1,106,-3.9240
1981,6,3,2,113,3.3878
1981,6,3,3,83,-3.2782
1981,6,3,4,108,-3.0002
1981,6,3,5,101,-1.8590
1981,7,1,1,302,-3.9978
1981,7,1,2,260,-4.2958
1981,7,1,3,311,-3.9190
1981,7,1,4,403,-3.4102
1981,7,1,5,269,-2.1481
1981,7,2,1,101,-3.9992
1981,7,2,2,86,-3.7247
1981,7,2,3,95,-1.0059
1981,7,2,4,131,0.7477
1981,7,2,5,93,-2.7614
1981,7,3,1,111,-4.5754
1981,7,3,2,100,3.7363
1981,7,3,3,100,-1.4344
1981,7,3,4,122,1.8197
1981,7,3,5,99,-2.2328
1981,8,1,1,300,-10.0034
1981,8,1,2,257,-8.6933
1981,8,1,3,310,-7.9763
1981,8,1,4,400,-10.4527
1981,8,1,5,267,-8.2687
1981,8,2,1,100,-8.6667
1981,8,2,2,86,-8.3379
1981,8,2,3,95,-7.8004
1981,8,2,4,131,-8.4740
1981,8,2,5,92,-7.2341
1981,8,3,1,111,-6.2859
1981,8,3,2,100,-6.5806
1981,8,3,3,100,-6.1854
1981,8,3,4,122,-7.1606
1981,8,3,5,97,-4.2451
1981,9,1,1,296,-9.0566
1981,9,1,2,252,-7.9295
1981,9,1,3,307,-8.6592
1981,9,1,4,394,-12.4902
1981,9,1,5,266,-9.2679
1981,9,2,1,100,-7.1085
1981,9,2,2,85,-7.1773
1981,9,2,3,95,-7.0575
1981,9,2,4,130,-13.4447
1981,9,2,5,93,-5.4502
1981,9,3,1,111,-3.6605
1981,9,3,2,99,-7.1729
1981,9,3,3,99,-5.8905
1981,9,3,4,122,-7.9432
1981,9,3,5,96,-2.6825
1981,10,1,1,295,10.9026
1981,10,1,2,252,6.9088
1981,10,1,3,303,7.7760
1981,10,1,4,393,8.6440
1981,10,1,5,265,6.4131
1981,10,2,1,100,7.0211
1981,10,2,2,85,6.7654
1981,10,2,3,95,8.3523
1981,10,2,4,130,8.5586
1981,10,2,5,92,6.2285
1981,10,3,1,111,5.4296
1981,10,3,2,97,8.2679
1981,10,3,3,99,4.9399
1981,10,3,4,122,3.9919
1981,10,3,5,96,3.6636
1981,11,1,1,295,2.0289
1981,11,1,2,255,1.9366
1981,11,1,3,302,0.9966
1981,11,1,4,393,0.0394
1981,11,1,5,263,2.8254
1981,11,2,1,99,3.6590
1981,11,2,2,84,5.4114
1981,11,2,3,94,1.9910
1981,11,2,4,131,1.0057
1981,11,2,5,91,2.7111
1981,11,3,1,110,4.5173
1981,11,3,2,97,5.8937
1981,11,3,3,99,3.8622
1981,11,3,4,121,3.3276
1981,11,3,5,96,3.9955
1981,12,1,1,293,-2.6357
1981,12,1,2,252,-1.1594
1981,12,1,3,302,-0.3601
1981,12,1,4,392,-4.0651
1981,12,1,5,261,-2.0012
1981,12,2,1,99,-1.6353
1981,12,2,2,82,1.3187
1981,12,2,3,93,-0.5962
1981,12,2,4,131,-3.8211
1981,12,2,5,91,0.1357
1981,12,3,1,110,-0.9401
1981,12,3,2,98,-5.1285
1981,12,3,3,99,-1.4736
1981,12,3,4,120,-1.2016
1981,12,3,5,95,-2.6796
1982,1,1,1,291,0.0478
1982,1,1,2,251,-1.2610
1982,1,1,3,301,-1.7235
1982,1,1,4,387,-3.2572
1982,1,1,5,261,-1.6734
1982,1,2,1,99,-4.4265
1982,1,2,2,80,-1.7918
1982,1,2,3,92,-4.8895
1982,1,2,4,131,-6.5789
1982,1,2,5,91,-3.8064
1982,1,3,1,110,-1.5456
1982,1,3,2,98,-5.7466
1982,1,3,3,99,-1.4496
1982,1,3,4,119,-1.2027
1982,1,3,5,94,0.4378
1982,2,1,1,287,-4.7979
1982,2,1,2,251,-3.8969
1982,2,1,3,301,-4.0051
1982,2,1,4,387,-7.2843
1982,2,1,5,260,-2.9293
1982,2,2,1,98,-4.0593
1982,2,2,2,81,-1.9391
1982,2,2,3,92,-5.7851
1982,2,2,4,131,-9.6063
1982,2,2,5,91,-3.7421
1982,2,3,1,110,-1.8331
1982,2,3,2,98,-7.8097
1982,2,3,3,99,-5.1884
1982,2,3,4,119,-6.7492
1982,2,3,5,93,-4.6488
1982,3,1,1,285,-0.2387
1982,3,1,2,248,-0.5621
1982,3,1,3,298,-0.7435
1982,3,1,4,382,-2.4625
1982,3,1,5,260,-0.4125
1982,3,2,1,96,-0.4535
1982,3,2,2,80,2.6049
1982,3,2,3,92,-1.2842
1982,3,2,4,130,-2.8188
1982,3,2,5,91,0.2224
1982,3,3,1,110,-0.6055
1982,3,3,2,98,0.0450
1982,3,3,3,99,-1.5107
1982,3,3,4,119,-3.4070
1982,3,3,5,93,1.1733
1982,4,1,1,283,5.5510
1982,4,1,2,246,6.4124
1982,4,1,3,297,6.6882
1982,4,1,4,382,5.0993
1982,4,1,5,260,5.3656
1982,4,2,1,95,5.6230
1982,4,2,2,80,7.4761
1982,4,2,3,92,5.0217
1982,4,2,4,128,5.6384
1982,4,2,5,89,5.0855
1982,4,3,1,109,5.1781
1982,4,3,2,97,5.0912
1982,4,3,3,98,4.6058
1982,4,3,4,118,6.3000
1982,4,3,5,93,0.9532
1982,5,1,1,281,-2.0963
1982,5,1,2,243,-0.9659
1982,5,1,3,296,-1.4396
1982,5,1,4,379,-1.7227
1982,5,1,5,258,-2.6043
1982,5,2,1,94,-4.2457
1982,5,2,2,80,-1.5985
1982,5,2,3,92,-5.4921
1982,5,2,4,129,-3.0309
1982,5,2,5,89,-3.6046
1982,5,3,1,109,-4.0823
1982,5,3,2,96,1.3776
1982,5,3,3,98,-3.8008
1982,5,3,4,117,-4.3387
1982,5,3,5,93,-2.8785
1982,6,1,1,278,-0.7968
1982,6,1,2,241,-3.0682
1982,6,1,3,293,-0.8875
1982,6,1,4,379,-4.6893
1982,6,1,5,256,-2.1184
1982,6,2,1,93,0.9751
1982,6,2,2,80,-1.7947
1982,6,2,3,92,-1.5938
1982,6,2,4,129,-6.0107
1982,6,2,5,88,-0.1855
1982,6,3,1,109,-0.8176
1982,6,3,2,96,-2.4682
1982,6,3,3,98,-2.4423
1982,6,3,4,118,-2.6753
1982,6,3,5,93,-0.5340
1982,7,1,1,339,0.1253
1982,7,1,2,289,-1.2286
1982,7,1,3,410,-5.6920
1982,7,1,4,429,-3.6907
1982,7,1,5,313,1.8307
1982,7,2,1,98,-0.0788
1982,7,2,2,95,-3.1424
1982,7,2,3,118,-3.3864
1982,7,2,4,101,0.2963
1982,7,2,5,91,0.5253
1982,7,3,1,126,-5.0124
1982,7,3,2,96,-0.4445
1982,7,3,3,95,-2.0302
1982,7,3,4,107,-0.3235
1982,7,3,5,93,-0.1051
1982,8,1,1,335,4.5556
1982,8,1,2,288,5.6965
1982,8,1,3,406,5.1443
1982,8,1,4,428,6.1409
1982,8,1,5,313,5.5709
1982,8,2,1,96,10.6359
1982,8,2,2,95,10.8960
1982,8,2,3,117,7.5688
1982,8,2,4,100,9.1735
1982,8,2,5,91,10.8521
1982,8,3,1,126,11.9686
1982,8,3,2,96,12.5435
1982,8,3,3,95,11.8361
1982,8,3,4,105,13.9263
1982,8,3,5,93,13.7391
1982,9,1,1,331,4.5371
1982,9,1,2,286,5.3864
1982,9,1,3,406,0.4891
1982,9,1,4,425,1.8600
1982,9,1,5,315,4.5909
1982,9,2,1,95,2.3736
1982,9,2,2,95,3.1686
1982,9,2,3,117,2.4925
1982,9,2,4,100,3.1789
1982,9,2,5,91,2.1757
1982,9,3,1,128,1.6198
1982,9,3,2,95,1.8157
1982,9,3,3,93,0.7481
1982,9,3,4,105,-0.0715
1982,9,3,5,93,0.3391
1982,10,1,1,326,13.6070
1982,10,1,2,285,14.0837
1982,10,1,3,401,12.8031
1982,10,1,4,420,16.4383
1982,10,1,5,312,12.4439
1982,10,2,1,94,12.8565
1982,10,2,2,94,13.3027
1982,10,2,3,116,12.5241
1982,10,2,4,97,17.6265
1982,10,2,5,91,12.2278
1982,10,3,1,128,7.5139
1982,10,3,2,95,14.1674
1982,10,3,3,93,11.5178
1982,10,3,4,105,15.7435
1982,10,3,5,92,10.8516
1982,11,1,1,325,11.7001
1982,11,1,2,283,11.3711
1982,11,1,3,399,6.0253
1982,11,1,4,417,9.9230
1982,11,1,5,308,12.4478
1982,11,2,1,93,11.4957
1982,11,2,2,94,10.0767
1982,11,2,3,116,5.9976
1982,11,2,4,96,10.8944
1982,11,2,5,89,8.8406
1982,11,3,1,128,0.1669
1982,11,3,2,94,8.5450
1982,11,3,3,93,2.9129
1982,11,3,4,105,8.9082
1982,11,3,5,92,6.6776
1982,12,1,1,325,2.9255
1982,12,1,2,281,2.9249
1982,12,1,3,400,0.6340
1982,12,1,4,419,2.2885
1982,12,1,5,307,2.4256
1982,12,2,1,94,-0.9413
1982,12,2,2,94,-1.1324
1982,12,2,3,116,2.1632
1982,12,2,4,95,2.3881
1982,12,2,5,89,1.2558
1982,12,3,1,128,2.8528
1982,12,3,2,94,-0.0189
1982,12,3,3,93,1.1648
1982,12,3,4,105,4.7537
1982,12,3,5,91,-1.0528
1983,1,1,1,325,9.8439
1983,1,1,2,277,10.4687
1983,1,1,3,396,9.9366
1983,1,1,4,418,11.5284
1983,1,1,5,304,10.4574
1983,1,2,1,94,8.3276
1983,1,2,2,94,6.5448
1983,1,2,3,115,3.4585
1983,1,2,4,93,7.9886
1983,1,2,5,87,8.4395
1983,1,3,1,127,2.8351
1983,1,3,2,94,1.6829
1983,1,3,3,92,3.2544
1983,1,3,4,105,4.5064
1983,1,3,5,90,7.7218
1983,2,1,1,320,7.9028
1983,2,1,2,274,6.5630
1983,2,1,3,394,3.6666
1983,2,1,4,415,5.0814
1983,2,1,5,303,5.3117
1983,2,2,1,93,4.3080
1983,2,2,2,93,8.3320
1983,2,2,3,114,3.8974
1983,2,2,4,94,4.9888
1983,2,2,5,87,5.3388
1983,2,3,1,126,1.9084
1983,2,3,2,94,4.6537
1983,2,3,3,92,3.0960
1983,2,3,4,105,2.5116
1983,2,3,5,90,2.8267
1983,3,1,1,320,5.3552
1983,3,1,2,273,7.2269
1983,3,1,3,391,6.0704
1983,3,1,4,412,3.3236
1983,3,1,5,298,6.5819
1983,3,2,1,93,2.4794
1983,3,2,2,93,5.8781
1983,3,2,3,113,4.7681
1983,3,2,4,94,2.2916
1983,3,2,5,87,4.4367
1983,3,3,1,125,4.9070
1983,3,3,2,93,6.7883
1983,3,3,3,93,3.7995
1983,3,3,4,105,1.2425
1983,3,3,5,90,0.2240
1983,4,1,1,319,6.7530
1983,4,1,2,271,8.7360
1983,4,1,3,389,6.0523
1983,4,1,4,410,9.1734
1983,4,1,5,295,7.9211
1983,4,2,1,93,5.9166
1983,4,2,2,93,7.9875
1983,4,2,3,112,6.9404
1983,4,2,4,94,7.8790
1983,4,2,5,87,8.0902
1983,4,3,1,125,7.4127
1983,4,3,2,92,5.9631
1983,4,3,3,92,6.0973
1983,4,3,4,105,9.3354
1983,4,3,5,90,6.4357
1983,5,1,1,317,9.1293
1983,5,1,2,270,11.0921
1983,5,1,3,385,11.6980
1983,5,1,4,400,11.8274
1983,5,1,5,295,9.0870
1983,5,2,1,93,6.4589
1983,5,2,2,93,7.5312
1983,5,2,3,112,5.5431
1983,5,2,4,94,4.1603
1983,5,2,5,88,5.0362
1983,5,3,1,125,-1.0422
1983,5,3,2,92,0.0871
1983,5,3,3,92,1.3117
1983,5,3,4,105,0.2877
1983,5,3,5,90,-1.1418
1983,6,1,1,316,3.2441
1983,6,1,2,267,5.6004
1983,6,1,3,384,4.8208
1983,6,1,4,396,4.6619
1983,6,1,5,296,5.4207
1983,6,2,1,93,2.5632
1983,6,2,2,93,9.4796
1983,6,2,3,110,6.6178
1983,6,2,4,94,7.5763
1983,6,2,5,88,4.0051
1983,6,3,1,125,5.5562
1983,6,3,2,92,5.4182
1983,6,3,3,91,4.9504
1983,6,3,4,105,7.0803
1983,6,3,5,90,1.6045
1983,7,1,1,394,-5.2095
1983,7,1,2,262,-2.5338
1983,7,1,3,466,-0.9981
1983,7,1,4,416,-5.0343
1983,7,1,5,335,-1.3263
1983,7,2,1,105,-6.1700
1983,7,2,2,103,-4.0890
1983,7,2,3,102,-0.4730
1983,7,2,4,118,-6.5780
1983,7,2,5,100,-1.1083
1983,7,3,1,134,-3.3418
1983,7,3,2,101,-3.0939
1983,7,3,3,85,-3.1310
1983,7,3,4,119,-4.0670
1983,7,3,5,92,-4.8646
1983,8,1,1,392,-6.0021
1983,8,1,2,261,-3.7327
1983,8,1,3,464,-2.1204
1983,8,1,4,415,-4.1702
1983,8,1,5,330,-3.9864
1983,8,2,1,104,-4.0606
1983,8,2,2,103,-3.8368
1983,8,2,3,102,-0.5922
1983,8,2,4,118,-4.2047
1983,8,2,5,100,-4.5458
1983,8,3,1,134,3.3749
1983,8,3,2,101,-2.1789
1983,8,3,3,85,4.3317
1983,8,3,4,119,-1.9329
1983,8,3,5,92,1.7089
1983,9,1,1,392,-1.0885
1983,9,1,2,259,1.5151
1983,9,1,3,458,-1.2247
1983,9,1,4,413,-0.7163
1983,9,1,5,326,-0.2072
1983,9,2,1,104,0.1255
1983,9,2,2,102,4.7684
1983,9,2,3,101,-0.4087
1983,9,2,4,118,3.3630
1983,9,2,5,99,3.2814
1983,9,3,1,133,-0.4873
1983,9,3,2,101,2.8371
1983,9,3,3,84,-1.4106
1983,9,3,4,119,3.3359
1983,9,3,5,92,2.5367
1983,10,1,1,392,-7.3162
1983,10,1,2,257,-7.1926
1983,10,1,3,453,-6.1738
1983,10,1,4,408,-9.4500
1983,10,1,5,322,-5.9191
1983,10,2,1,102,-7.0619
1983,10,2,2,102,-7.9830
1983,10,2,3,101,-5.7874
1983,10,2,4,118,-8.4391
1983,10,2,5,99,-5.0471
1983,10,3,1,133,-0.4971
1983,10,3,2,100,-1.6718
1983,10,3,3,83,-2.8203
1983,10,3,4,118,-3.6434
1983,10,3,5,92,-2.7456
1983,11,1,1,391,3.4405
1983,11,1,2,257,5.7247
1983,11,1,3,451,1.1742
1983,11,1,4,407,4.4150
1983,11,1,5,321,3.6527
1983,11,2,1,102,6.8893
1983,11,2,2,102,7.4219
1983,11,2,3,100,3.5077
1983,11,2,4,117,7.1519
1983,11,2,5,97,4.1351
1983,11,3,1,133,1.1227
1983,11,3,2,100,5.7515
1983,11,3,3,83,2.5101
1983,11,3,4,118,-0.1631
1983,11,3,5,92,6.0489
1983,12,1,1,390,-3.0038
1983,12,1,2,255,-2.2050
1983,12,1,3,450,-0.8605
1983,12,1,4,407,-2.0327
1983,12,1,5,319,-2.7518
1983,12,2,1,102,-2.7405
1983,12,2,2,102,-2.2283
1983,12,2,3,100,0.8527
1983,12,2,4,116,-2.9223
1983,12,2,5,97,-1.0365
1983,12,3,1,133,-0.7907
1983,12,3,2,100,-2.7502
1983,12,3,3,83,-0.6578
1983,12,3,4,118,1.4279
1983,12,3,5,92,-1.4477
1984,1,1,1,389,-0.4097
1984,1,1,2,250,-1.1397
1984,1,1,3,443,1.9250
1984,1,1,4,404,-0.3849
1984,1,1,5,318,-1.1622
1984,1,2,1,102,-3.9652
1984,1,2,2,102,-2.8335
1984,1,2,3,100,-0.6809
1984,1,2,4,116,-7.0029
1984,1,2,5,97,-2.0278
1984,1,3,1,132,4.2280
1984,1,3,2,100,-4.3298
1984,1,3,3,83,-1.5382
1984,1,3,4,118,-4.6651
1984,1,3,5,92,-2.0541
1984,2,1,1,384,-7.9120
1984,2,1,2,247,-6.5705
1984,2,1,3,435,-4.7462
1984,2,1,4,400,-8.1155
1984,2,1,5,314,-4.9746
1984,2,2,1,102,-7.1079
1984,2,2,2,101,-5.4558
1984,2,2,3,100,-3.9871
1984,2,2,4,116,-6.8128
1984,2,2,5,97,-5.5756
1984,2,3,1,132,0.2591
1984,2,3,2,100,-5.7472
1984,2,3,3,83,-3.5247
1984,2,3,4,118,-5.7332
1984,2,3,5,91,-4.5222
1984,3,1,1,382,0.8183
1984,3,1,2,248,1.5206
1984,3,1,3,430,0.9768
1984,3,1,4,398,0.2119
1984,3,1,5,308,0.7612
1984,3,2,1,102,1.2463
1984,3,2,2,98,1.5079
1984,3,2,3,99,0.9095
1984,3,2,4,116,0.8790
1984,3,2,5,96,1.3862
1984,3,3,1,131,1.0806
1984,3,3,2,99,2.8565
1984,3,3,3,83,4.2267
1984,3,3,4,118,1.5581
1984,3,3,5,91,1.2790
1984,4,1,1,383,-2.8271
1984,4,1,2,249,-1.0797
1984,4,1,3,428,-1.3201
1984,4,1,4,396,-2.2008
1984,4,1,5,307,-0.8618
1984,4,2,1,102,-0.4699
1984,4,2,2,97,-0.5034
1984,4,2,3,96,1.1065
1984,4,2,4,116,1.4778
1984,4,2,5,96,0.1669
1984,4,3,1,131,2.8898
1984,4,3,2,99,0.8846
1984,4,3,3,83,0.2660
1984,4,3,4,118,1.1013
1984,4,3,5,91,-0.6171
1984,5,1,1,382,-5.2531
1984,5,1,2,249,-5.8719
1984,5,1,3,422,-4.1364
1984,5,1,4,396,-7.1298
1984,5,1,5,304,-2.9214
1984,5,2,1,101,-6.4308
1984,5,2,2,96,-5.5976
1984,5,2,3,96,-4.7278
1984,5,2,4,115,-6.7761
1984,5,2,5,96,-5.5318
1984,5,3,1,131,-4.7577
1984,5,3,2,99,-5.2375
1984,5,3,3,83,-5.6289
1984,5,3,4,117,-5.4420
1984,5,3,5,91,-4.8152
1984,6,1,1,379,3.9713
1984,6,1,2,248,2.7756
1984,6,1,3,418,-0.2821
1984,6,1,4,394,3.4829
1984,6,1,5,301,1.7978
1984,6,2,1,99,2.6329
1984,6,2,2,95,4.5989
1984,6,2,3,95,-0.7113
1984,6,2,4,115,5.7450
1984,6,2,5,96,2.6678
1984,6,3,1,131,2.3512
1984,6,3,2,99,4.9012
1984,6,3,3,83,0.7756
1984,6,3,4,117,1.7255
1984,6,3,5,91,4.1318
1984,7,1,1,538,-6.2739
1984,7,1,2,338,-4.9370
1984,7,1,3,425,-6.8846
1984,7,1,4,428,-6.2612
1984,7,1,5,428,-3.7055
1984,7,2,1,114,-5.2198
1984,7,2,2,103,-4.5281
1984,7,2,3,96,-6.9851
1984,7,2,4,115,-5.1785
1984,7,2,5,107,-4.7775
1984,7,3,1,130,-2.3963
1984,7,3,2,103,-3.9885
1984,7,3,3,93,-3.1366
1984,7,3,4,107,0.9560
1984,7,3,5,93,-1.1343
1984,8,1,1,538,11.0240
1984,8,1,2,336,9.6433
1984,8,1,3,418,7.7796
1984,8,1,4,426,12.2707
1984,8,1,5,425,10.3256
1984,8,2,1,114,14.6734
1984,8,2,2,103,13.8838
1984,8,2,3,96,14.0069
1984,8,2,4,115,12.3687
1984,8,2,5,106,13.2157
1984,8,3,1,129,9.0709
1984,8,3,2,102,12.7818
1984,8,3,3,92,11.5163
1984,8,3,4,106,11.6878
1984,8,3,5,93,10.9958
1984,9,1,1,537,-1.3437
1984,9,1,2,335,-3.2737
1984,9,1,3,414,-0.1921
1984,9,1,4,424,-1.3626
1984,9,1,5,421,-0.5847
1984,9,2,1,113,-3.1722
1984,9,2,2,103,-1.1569
1984,9,2,3,95,0.0296
1984,9,2,4,115,-3.8211
1984,9,2,5,105,-0.6621
1984,9,3,1,128,-2.2741
1984,9,3,2,102,-0.1407
1984,9,3,3,91,-0.4880
1984,9,3,4,106,-1.1348
1984,9,3,5,93,-1.3598
1984,10,1,1,534,-2.7547
1984,10,1,2,332,-3.4776
1984,10,1,3,408,-5.6870
1984,10,1,4,421,-2.6623
1984,10,1,5,420,-2.3008
1984,10,2,1,113,-0.0343
1984,10,2,2,102,-1.7074
1984,10,2,3,95,-4.2507
1984,10,2,4,115,-2.1397
1984,10,2,5,104,-1.4335
1984,10,3,1,127,1.8089
1984,10,3,2,102,-2.3387
1984,10,3,3,91,-0.2502
1984,10,3,4,105,1.2473
1984,10,3,5,93,-0.6575
1984,11,1,1,531,-3.9130
1984,11,1,2,331,-3.6026
1984,11,1,3,405,-3.1624
1984,11,1,4,412,-4.0004
1984,11,1,5,412,-3.7456
1984,11,2,1,113,-2.6161
1984,11,2,2,101,-1.0223
1984,11,2,3,94,0.4640
1984,11,2,4,116,-4.4031
1984,11,2,5,104,-3.0960
1984,11,3,1,126,-0.5837
1984,11,3,2,101,-2.1005
1984,11,3,3,90,-0.9636
1984,11,3,4,105,-2.2222
1984,11,3,5,93,-1.3842
1984,12,1,1,522,0.8859
1984,12,1,2,331,-1.1037
1984,12,1,3,391,-0.2675
1984,12,1,4,412,1.4240
1984,12,1,5,407,-0.0718
1984,12,2,1,113,3.5739
1984,12,2,2,101,1.1500
1984,12,2,3,93,0.8459
1984,12,2,4,116,2.4168
1984,12,2,5,104,2.0138
1984,12,3,1,124,4.2836
1984,12,3,2,100,0.3864
1984,12,3,3,90,0.3004
1984,12,3,4,103,2.8029
1984,12,3,5,93,2.7989
1985,1,1,1,521,15.2381
1985,1,1,2,329,13.2673
1985,1,1,3,388,9.6115
1985,1,1,4,410,13.2476
1985,1,1,5,403,14.6730
1985,1,2,1,113,13.1541
1985,1,2,2,100,12.1603
1985,1,2,3,93,9.8922
1985,1,2,4,116,13.9047
1985,1,2,5,103,11.5665
1985,1,3,1,123,7.5884
1985,1,3,2,99,8.5398
1985,1,3,3,89,6.4760
1985,1,3,4,103,10.1493
1985,1,3,5,93,9.7306
1985,2,1,1,518,3.4735
1985,2,1,2,326,3.8013
1985,2,1,3,385,5.3654
1985,2,1,4,402,4.7608
1985,2,1,5,402,1.8215
1985,2,2,1,111,2.7688
1985,2,2,2,100,0.6590
1985,2,2,3,92,2.3692
1985,2,2,4,115,2.8180
1985,2,2,5,103,2.0715
1985,2,3,1,122,2.9314
1985,2,3,2,98,2.7609
1985,2,3,3,89,2.6825
1985,2,3,4,103,-1.0042
1985,2,3,5,93,0.3181
1985,3,1,1,515,-1.9783
1985,3,1,2,324,-1.9939
1985,3,1,3,380,-1.6914
1985,3,1,4,396,-4.8207
1985,3,1,5,400,-0.9591
1985,3,2,1,110,-1.4009
1985,3,2,2,97,-2.6303
1985,3,2,3,92,-1.3774
1985,3,2,4,113,-6.2160
1985,3,2,5,103,-1.9270
1985,3,3,1,122,1.5934
1985,3,3,2,98,-0.8016
1985,3,3,3,89,1.0657
1985,3,3,4,103,-2.8912
1985,3,3,5,93,-1.8013
1985,4,1,1,510,-1.9745
1985,4,1,2,320,-2.6313
1985,4,1,3,377,-1.6454
1985,4,1,4,394,-1.5855
1985,4,1,5,399,-1.0019
1985,4,2,1,110,-0.6148
1985,4,2,2,97,-1.8336
1985,4,2,3,91,-1.5908
1985,4,2,4,113,-4.3097
1985,4,2,5,103,-1.8991
1985,4,3,1,122,-1.5863
1985,4,3,2,98,1.8894
1985,4,3,3,88,-0.9422
1985,4,3,4,102,-2.8156
1985,4,3,5,93,-0.8229
1985,5,1,1,505,3.2480
1985,5,1,2,320,2.7638
1985,5,1,3,376,1.0679
1985,5,1,4,390,1.9696
1985,5,1,5,393,1.7941
1985,5,2,1,109,5.1925
1985,5,2,2,97,3.8794
1985,5,2,3,90,4.1334
1985,5,2,4,113,5.2615
1985,5,2,5,103,2.6995
1985,5,3,1,122,9.3113
1985,5,3,2,98,4.8100
1985,5,3,3,88,5.7322
1985,5,3,4,102,5.1832
1985,5,3,5,93,6.3924
1985,6,1,1,499,0.6209
1985,6,1,2,319,-0.1644
1985,6,1,3,368,-0.3672
1985,6,1,4,387,-1.0538
1985,6,1,5,390,1.5812
1985,6,2,1,108,0.9879
1985,6,2,2,93,3.0377
1985,6,2,3,90,0.0610
1985,6,2,4,112,0.8388
1985,6,2,5,101,0.6130
1985,6,3,1,122,1.7700
1985,6,3,2,98,0.4994
1985,6,3,3,88,2.1969
1985,6,3,4,102,0.0270
1985,6,3,5,92,2.8377
1985,7,1,1,638,3.1456
1985,7,1,2,355,3.4968
1985,7,1,3,522,1.5621
1985,7,1,4,435,3.5754
1985,7,1,5,421,1.6498
1985,7,2,1,127,5.2777
1985,7,2,2,79,4.2407
1985,7,2,3,114,2.0689
1985,7,2,4,112,3.6027
1985,7,2,5,105,3.0110
1985,7,3,1,127,-0.8107
1985,7,3,2,100,-0.5433
1985,7,3,3,96,0.4727
1985,7,3,4,94,3.0170
1985,7,3,5,98,-0.2287
1985,8,1,1,634,-1.3474
1985,8,1,2,351,-0.3255
1985,8,1,3,522,-1.5707
1985,8,1,4,429,-1.0735
1985,8,1,5,416,0.0606
1985,8,2,1,125,-1.4690
1985,8,2,2,79,-2.6469
1985,8,2,3,114,-1.9375
1985,8,2,4,112,-0.7769
1985,8,2,5,105,-1.2122
1985,8,3,1,127,-0.6806
1985,8,3,2,100,0.3121
1985,8,3,3,96,-0.2403
1985,8,3,4,94,-1.5172
1985,8,3,5,98,-1.0359
1985,9,1,1,630,-7.0398
1985,9,1,2,345,-5.5640
1985,9,1,3,518,-6.7373
1985,9,1,4,424,-6.4477
1985,9,1,5,411,-5.2721
1985,9,2,1,123,-6.7851
1985,9,2,2,79,-4.5522
