year,month,rank_ME,rank_ALMq_6,nstocks,ret_vw
1987,10,1,2,624,-30.9762
1987,10,1,3,639,-29.1429
1987,10,1,4,767,-30.7689
1987,10,1,5,1114,-30.0393
1987,10,2,1,283,-31.6641
1987,10,2,2,217,-27.3514
1987,10,2,3,231,-28.6674
1987,10,2,4,212,-29.9777
1987,10,2,5,152,-32.5426
1987,10,3,1,263,-21.7907
1987,10,3,2,224,-19.5487
1987,10,3,3,195,-18.4775
1987,10,3,4,146,-23.9896
1987,10,3,5,85,-28.0175
1987,11,1,1,1100,-7.7518
1987,11,1,2,750,-5.7021
1987,11,1,3,757,-4.0584
1987,11,1,4,908,-4.8421
1987,11,1,5,1217,-5.2528
1987,11,2,1,299,-6.5815
1987,11,2,2,256,-4.1720
1987,11,2,3,252,-4.1807
1987,11,2,4,253,-2.8630
1987,11,2,5,179,-5.1882
1987,11,3,1,282,-8.4456
1987,11,3,2,251,-8.1149
1987,11,3,3,231,-6.6490
1987,11,3,4,170,-7.4756
1987,11,3,5,95,-4.4347
1987,12,1,1,1082,3.3219
1987,12,1,2,762,5.4241
1987,12,1,3,756,5.3206
1987,12,1,4,924,5.4507
1987,12,1,5,1220,5.4244
1987,12,2,1,309,13.3830
1987,12,2,2,258,11.2103
1987,12,2,3,257,7.4456
1987,12,2,4,250,8.8141
1987,12,2,5,190,8.6296
1987,12,3,1,282,8.7121
1987,12,3,2,247,7.0394
1987,12,3,3,231,5.4967
1987,12,3,4,171,9.0979
1987,12,3,5,90,10.0647
1988,1,1,1,1007,5.5998
1988,1,1,2,668,6.4811
1988,1,1,3,647,6.3062
1988,1,1,4,821,6.2307
1988,1,1,5,1147,5.9587
1988,1,2,1,311,0.5480
1988,1,2,2,231,1.5515
1988,1,2,3,229,4.3619
1988,1,2,4,230,3.0824
1988,1,2,5,169,5.2008
1988,1,3,1,273,1.6140
1988,1,3,2,230,3.2714
1988,1,3,3,202,6.9628
1988,1,3,4,152,5.2882
1988,1,3,5,77,5.9631
1988,2,1,1,1067,6.1078
1988,2,1,2,811,6.6825
1988,2,1,3,738,8.1330
1988,2,1,4,931,8.5332
1988,2,1,5,1240,8.8141
1988,2,2,1,322,8.9997
1988,2,2,2,258,10.0050
1988,2,2,3,239,9.5187
1988,2,2,4,237,10.4654
1988,2,2,5,195,9.7652
1988,2,3,1,277,5.4901
1988,2,3,2,246,4.8251
1988,2,3,3,225,2.7494
1988,2,3,4,173,5.4666
1988,2,3,5,88,8.6049
1988,3,1,1,1064,3.1625
1988,3,1,2,805,5.0112
1988,3,1,3,731,6.5749
1988,3,1,4,932,6.7027
1988,3,1,5,1239,5.6926
1988,3,2,1,325,4.2054
1988,3,2,2,260,3.0492
1988,3,2,3,228,2.4058
1988,3,2,4,235,6.2968
1988,3,2,5,198,4.9002
1988,3,3,1,277,-3.7033
1988,3,3,2,235,-2.5964
1988,3,3,3,224,-2.9547
1988,3,3,4,171,-0.2837
1988,3,3,5,86,1.6528
1988,4,1,1,982,1.1929
1988,4,1,2,699,1.5348
1988,4,1,3,572,1.0235
1988,4,1,4,765,3.0765
1988,4,1,5,1144,2.5607
1988,4,2,1,298,0.7408
1988,4,2,2,232,2.5333
1988,4,2,3,193,2.6398
1988,4,2,4,204,1.8341
1988,4,2,5,180,2.5455
1988,4,3,1,263,-0.0334
1988,4,3,2,192,2.3578
1988,4,3,3,181,0.2809
1988,4,3,4,148,2.4157
1988,4,3,5,73,3.8690
1988,5,1,1,1066,-4.5346
1988,5,1,2,838,-2.8545
1988,5,1,3,712,-1.4198
1988,5,1,4,865,-2.1379
1988,5,1,5,1280,-1.3986
1988,5,2,1,313,-2.6111
1988,5,2,2,273,-0.9145
1988,5,2,3,233,-1.1712
1988,5,2,4,227,-1.6581
1988,5,2,5,192,-0.1927
1988,5,3,1,266,-0.4430
1988,5,3,2,217,-0.3142
1988,5,3,3,209,1.5433
1988,5,3,4,183,0.6155
1988,5,3,5,80,1.8528
1988,6,1,1,1047,5.0968
1988,6,1,2,844,6.1411
1988,6,1,3,720,6.6100
1988,6,1,4,894,6.9082
1988,6,1,5,1315,7.3048
1988,6,2,1,308,7.5783
1988,6,2,2,278,7.4314
1988,6,2,3,243,8.6747
1988,6,2,4,243,8.7170
1988,6,2,5,200,7.5901
1988,6,3,1,262,5.9405
1988,6,3,2,227,4.6242
1988,6,3,3,210,3.5089
1988,6,3,4,186,3.1848
1988,6,3,5,87,5.9247
1988,7,1,1,910,-0.6800
1988,7,1,2,758,-0.9917
1988,7,1,3,624,-0.2795
1988,7,1,4,788,0.6853
1988,7,1,5,1291,-0.1379
1988,7,2,1,284,-3.5337
1988,7,2,2,259,-1.5606
1988,7,2,3,218,-0.8856
1988,7,2,4,232,-1.5608
1988,7,2,5,190,1.0625
1988,7,3,1,255,-1.6028
1988,7,3,2,220,-0.9657
1988,7,3,3,197,-0.4865
1988,7,3,4,181,0.1460
1988,7,3,5,86,0.1202
1988,8,1,1,951,-3.4953
1988,8,1,2,857,-2.5519
1988,8,1,3,792,-2.4314
1988,8,1,4,1018,-1.5563
1988,8,1,5,1503,-2.0421
1988,8,2,1,298,-3.9209
1988,8,2,2,293,-3.7851
1988,8,2,3,263,-1.9480
1988,8,2,4,285,-2.2388
1988,8,2,5,226,-2.6061
1988,8,3,1,269,-3.4475
1988,8,3,2,268,-3.5921
1988,8,3,3,248,-1.9943
1988,8,3,4,217,-2.3959
1988,8,3,5,96,-3.5168
1988,9,1,1,939,1.0079
1988,9,1,2,847,2.4367
1988,9,1,3,785,2.2512
1988,9,1,4,1027,2.9210
1988,9,1,5,1493,2.6795
1988,9,2,1,296,2.8179
1988,9,2,2,286,2.8213
1988,9,2,3,272,2.9650
1988,9,2,4,287,3.2555
1988,9,2,5,224,3.2889
1988,9,3,1,267,5.3677
1988,9,3,2,266,3.0028
1988,9,3,3,245,3.6092
1988,9,3,4,216,3.1276
1988,9,3,5,97,4.2085
1988,10,1,1,867,-3.5888
1988,10,1,2,717,-1.6659
1988,10,1,3,703,-1.8866
1988,10,1,4,916,-1.0033
1988,10,1,5,1437,-1.2187
1988,10,2,1,282,-2.5355
1988,10,2,2,250,-0.6257
1988,10,2,3,256,-0.4437
1988,10,2,4,270,0.1351
1988,10,2,5,206,1.7471
1988,10,3,1,264,1.2208
1988,10,3,2,247,3.6953
1988,10,3,3,229,2.3568
1988,10,3,4,195,2.6942
1988,10,3,5,83,2.1801
1988,11,1,1,913,-5.7533
1988,11,1,2,788,-4.5726
1988,11,1,3,782,-3.3555
1988,11,1,4,1004,-3.9426
1988,11,1,5,1518,-3.5268
1988,11,2,1,295,-3.7810
1988,11,2,2,264,-2.7754
1988,11,2,3,270,-1.9127
1988,11,2,4,299,-3.2044
1988,11,2,5,221,-2.5483
1988,11,3,1,264,-1.8432
1988,11,3,2,263,-1.2461
1988,11,3,3,239,-1.2977
1988,11,3,4,196,-1.2078
1988,11,3,5,90,0.0421
1988,12,1,1,907,2.2567
1988,12,1,2,756,4.0605
1988,12,1,3,761,3.9622
1988,12,1,4,989,3.5896
1988,12,1,5,1507,4.1730
1988,12,2,1,285,4.9815
1988,12,2,2,253,4.9723
1988,12,2,3,273,4.3270
1988,12,2,4,288,4.8930
1988,12,2,5,215,5.1997
1988,12,3,1,264,2.7786
1988,12,3,2,258,1.9402
1988,12,3,3,230,2.1143
1988,12,3,4,184,2.2778
1988,12,3,5,84,1.3920
1989,1,1,1,794,5.9528
1989,1,1,2,540,5.6396
1989,1,1,3,594,4.1023
1989,1,1,4,822,4.5852
1989,1,1,5,1403,4.5983
1989,1,2,1,264,4.0060
1989,1,2,2,195,5.6741
1989,1,2,3,215,3.7525
1989,1,2,4,238,6.4002
1989,1,2,5,194,5.5122
1989,1,3,1,241,6.7752
1989,1,3,2,223,6.4001
1989,1,3,3,195,6.3003
1989,1,3,4,145,6.6684
1989,1,3,5,59,6.2508
1989,2,1,1,856,-1.0372
1989,2,1,2,636,0.2255
1989,2,1,3,656,-0.1392
1989,2,1,4,923,1.4673
1989,2,1,5,1455,0.9072
1989,2,2,1,292,-0.2264
1989,2,2,2,223,0.8853
1989,2,2,3,242,1.1007
1989,2,2,4,254,2.1401
1989,2,2,5,211,1.6343
1989,2,3,1,259,-2.3831
1989,2,3,2,243,-2.4102
1989,2,3,3,207,-2.0690
1989,2,3,4,158,-1.3356
1989,2,3,5,63,-0.9888
1989,3,1,1,858,2.5641
1989,3,1,2,631,1.7937
1989,3,1,3,654,2.4988
1989,3,1,4,902,3.1048
1989,3,1,5,1446,3.0918
1989,3,2,1,286,2.4159
1989,3,2,2,227,2.7485
1989,3,2,3,226,1.4712
1989,3,2,4,256,2.9756
1989,3,2,5,207,3.5875
1989,3,3,1,254,2.4287
1989,3,3,2,242,1.0171
1989,3,3,3,204,2.2339
1989,3,3,4,153,2.1433
1989,3,3,5,64,3.3252
1989,4,1,1,804,2.5418
1989,4,1,2,550,3.5839
1989,4,1,3,536,3.1397
1989,4,1,4,728,3.5349
1989,4,1,5,1312,2.6769
1989,4,2,1,275,5.8294
1989,4,2,2,208,5.3608
1989,4,2,3,193,3.7132
1989,4,2,4,216,4.6574
1989,4,2,5,184,5.2785
1989,4,3,1,240,6.2014
1989,4,3,2,211,5.4172
1989,4,3,3,170,5.1103
1989,4,3,4,141,4.5625
1989,4,3,5,62,5.2689
1989,5,1,1,879,1.9178
1989,5,1,2,657,3.6367
1989,5,1,3,632,3.6611
1989,5,1,4,814,2.9419
1989,5,1,5,1394,3.6209
1989,5,2,1,296,5.4812
1989,5,2,2,227,5.0526
1989,5,2,3,217,3.5902
1989,5,2,4,248,5.7750
1989,5,2,5,197,3.7089
1989,5,3,1,252,4.9947
1989,5,3,2,225,3.9697
1989,5,3,3,196,3.6848
1989,5,3,4,156,3.8453
1989,5,3,5,74,2.8034
1989,6,1,1,875,-3.8670
1989,6,1,2,650,-2.8889
1989,6,1,3,645,-1.7543
1989,6,1,4,816,-1.4508
1989,6,1,5,1379,-0.8042
1989,6,2,1,301,-3.4194
1989,6,2,2,233,-3.1265
1989,6,2,3,229,-0.6924
1989,6,2,4,248,-1.8145
1989,6,2,5,196,-3.1448
1989,6,3,1,249,-1.4012
1989,6,3,2,227,-0.0523
1989,6,3,3,199,-0.0136
1989,6,3,4,159,-1.2404
1989,6,3,5,75,-2.2358
1989,7,1,1,776,2.9735
1989,7,1,2,548,3.9422
1989,7,1,3,530,4.7842
1989,7,1,4,717,3.4547
1989,7,1,5,1306,2.8045
1989,7,2,1,283,4.4912
1989,7,2,2,208,5.2376
1989,7,2,3,202,4.5895
1989,7,2,4,215,4.1878
1989,7,2,5,177,4.1740
1989,7,3,1,233,9.7755
1989,7,3,2,204,8.7797
1989,7,3,3,175,6.9332
1989,7,3,4,151,6.2447
1989,7,3,5,68,6.4253
1989,8,1,1,832,2.9332
1989,8,1,2,628,0.9318
1989,8,1,3,617,1.1061
1989,8,1,4,833,1.5134
1989,8,1,5,1396,1.1384
1989,8,2,1,291,3.0291
1989,8,2,2,236,3.1759
1989,8,2,3,221,2.2230
1989,8,2,4,241,3.0181
1989,8,2,5,186,3.7301
1989,8,3,1,239,0.4862
1989,8,3,2,220,1.6581
1989,8,3,3,198,2.6191
1989,8,3,4,162,4.7602
1989,8,3,5,76,5.3786
1989,9,1,1,833,0.9334
1989,9,1,2,629,0.1884
1989,9,1,3,614,0.1183
1989,9,1,4,826,-1.1830
1989,9,1,5,1396,0.1392
1989,9,2,1,295,1.9159
1989,9,2,2,233,1.2000
1989,9,2,3,222,0.7269
1989,9,2,4,239,-0.1366
1989,9,2,5,187,-0.7282
1989,9,3,1,244,0.5250
1989,9,3,2,224,0.2851
1989,9,3,3,197,-1.8849
1989,9,3,4,163,-0.5449
1989,9,3,5,70,-1.7191
1989,10,1,1,775,-5.5494
1989,10,1,2,522,-5.7889
1989,10,1,3,516,-4.9597
1989,10,1,4,712,-6.0636
1989,10,1,5,1320,-5.4635
1989,10,2,1,268,-4.2660
1989,10,2,2,211,-4.3815
1989,10,2,3,198,-6.6293
1989,10,2,4,214,-6.2733
1989,10,2,5,180,-6.7061
1989,10,3,1,230,-1.5745
1989,10,3,2,199,-1.5485
1989,10,3,3,170,-2.2888
1989,10,3,4,146,-3.7359
1989,10,3,5,65,-7.7945
1989,11,1,1,830,-0.3307
1989,11,1,2,632,-1.1980
1989,11,1,3,597,0.2402
1989,11,1,4,806,-0.4375
1989,11,1,5,1387,-1.2753
1989,11,2,1,278,1.6564
1989,11,2,2,245,0.5322
1989,11,2,3,229,2.2714
1989,11,2,4,230,2.2849
1989,11,2,5,190,-0.6716
1989,11,3,1,244,2.4016
1989,11,3,2,214,1.8575
1989,11,3,3,190,2.6612
1989,11,3,4,154,2.6227
1989,11,3,5,72,-1.3910
1989,12,1,1,826,-0.9905
1989,12,1,2,637,0.2769
1989,12,1,3,604,0.1863
1989,12,1,4,823,-0.5714
1989,12,1,5,1389,-0.8329
1989,12,2,1,273,1.7717
1989,12,2,2,247,1.0935
1989,12,2,3,234,1.8873
1989,12,2,4,222,1.2082
1989,12,2,5,189,-0.3529
1989,12,3,1,243,1.4845
1989,12,3,2,215,4.8292
1989,12,3,3,191,3.0467
1989,12,3,4,158,3.1515
1989,12,3,5,70,2.0733
1990,1,1,1,771,-7.5584
1990,1,1,2,577,-7.9761
1990,1,1,3,498,-6.8970
1990,1,1,4,709,-7.7533
1990,1,1,5,1313,-6.4645
1990,1,2,1,259,-9.6204
1990,1,2,2,230,-9.7182
1990,1,2,3,205,-7.8065
1990,1,2,4,191,-6.8537
1990,1,2,5,173,-8.2501
1990,1,3,1,238,-7.3678
1990,1,3,2,204,-7.1769
1990,1,3,3,166,-6.2323
1990,1,3,4,139,-5.2556
1990,1,3,5,64,-6.7535
1990,2,1,1,823,1.5742
1990,2,1,2,661,2.1160
1990,2,1,3,556,1.9656
1990,2,1,4,812,2.0391
1990,2,1,5,1365,2.3674
1990,2,2,1,277,3.7936
1990,2,2,2,262,3.8931
1990,2,2,3,236,3.0774
1990,2,2,4,211,2.4032
1990,2,2,5,190,3.3889
1990,2,3,1,247,0.3861
1990,2,3,2,217,1.1581
1990,2,3,3,188,2.4590
1990,2,3,4,159,2.7310
1990,2,3,5,73,2.6213
1990,3,1,1,811,4.0135
1990,3,1,2,661,3.7494
1990,3,1,3,556,1.6591
1990,3,1,4,808,4.2813
1990,3,1,5,1363,3.8595
1990,3,2,1,284,4.5919
1990,3,2,2,259,4.3216
1990,3,2,3,234,4.8960
1990,3,2,4,214,4.4470
1990,3,2,5,186,6.6226
1990,3,3,1,248,4.1861
1990,3,3,2,214,2.8253
1990,3,3,3,185,1.1094
1990,3,3,4,157,2.2508
1990,3,3,5,70,3.0840
1990,4,1,1,743,-1.4350
1990,4,1,2,585,-1.2711
1990,4,1,3,467,-3.0232
1990,4,1,4,689,-2.4520
1990,4,1,5,1272,-3.6703
1990,4,2,1,272,-2.5292
1990,4,2,2,238,-3.4882
1990,4,2,3,205,-4.7504
1990,4,2,4,190,-3.9917
1990,4,2,5,172,-3.2027
1990,4,3,1,237,-0.4743
1990,4,3,2,190,-2.6214
1990,4,3,3,165,-3.8875
1990,4,3,4,137,-2.7970
1990,4,3,5,66,-6.1264
1990,5,1,1,813,6.0657
1990,5,1,2,679,7.2219
1990,5,1,3,539,5.6443
1990,5,1,4,772,6.1173
1990,5,1,5,1377,5.2273
1990,5,2,1,299,8.6987
1990,5,2,2,254,10.0532
1990,5,2,3,243,8.7478
1990,5,2,4,218,9.5618
1990,5,2,5,188,7.0364
1990,5,3,1,243,11.8565
1990,5,3,2,220,8.8914
1990,5,3,3,186,7.3248
1990,5,3,4,153,8.1912
1990,5,3,5,75,8.4493
1990,6,1,1,803,1.9251
1990,6,1,2,678,1.3236
1990,6,1,3,543,2.0744
1990,6,1,4,781,1.3167
1990,6,1,5,1376,1.5037
1990,6,2,1,299,0.7140
1990,6,2,2,260,-0.1728
1990,6,2,3,242,1.2717
1990,6,2,4,228,-0.1223
1990,6,2,5,191,-0.2871
1990,6,3,1,243,1.7615
1990,6,3,2,224,-2.0330
1990,6,3,3,188,-0.7442
1990,6,3,4,150,-2.2023
1990,6,3,5,77,-3.0463
1990,7,1,1,726,-4.9961
1990,7,1,2,547,-3.8946
1990,7,1,3,447,-3.0033
1990,7,1,4,664,-3.6567
1990,7,1,5,1300,-4.4675
1990,7,2,1,285,-5.0513
1990,7,2,2,231,-3.6582
1990,7,2,3,212,-2.3528
1990,7,2,4,201,-2.3446
1990,7,2,5,177,-3.6288
1990,7,3,1,241,-1.5463
1990,7,3,2,198,1.2686
1990,7,3,3,171,-0.0322
1990,7,3,4,130,-0.3280
1990,7,3,5,64,-4.0977
1990,8,1,1,770,-16.1663
1990,8,1,2,606,-14.9772
1990,8,1,3,532,-13.7755
1990,8,1,4,793,-12.0510
1990,8,1,5,1362,-12.7782
1990,8,2,1,306,-14.5016
1990,8,2,2,275,-12.8672
1990,8,2,3,245,-11.6443
1990,8,2,4,240,-12.7663
1990,8,2,5,196,-13.2725
1990,8,3,1,260,-8.8402
1990,8,3,2,230,-7.6679
1990,8,3,3,206,-8.3501
1990,8,3,4,154,-8.5011
1990,8,3,5,70,-11.8338
1990,9,1,1,758,-10.8116
1990,9,1,2,600,-7.8591
1990,9,1,3,541,-8.0445
1990,9,1,4,808,-7.6045
1990,9,1,5,1373,-8.5382
1990,9,2,1,301,-9.4639
1990,9,2,2,283,-9.3882
1990,9,2,3,261,-6.4265
1990,9,2,4,244,-7.5242
1990,9,2,5,202,-9.0215
1990,9,3,1,258,-5.0311
1990,9,3,2,234,-1.7718
1990,9,3,3,209,-4.4137
1990,9,3,4,157,-2.8733
1990,9,3,5,70,-10.4903
1990,10,1,1,710,-6.1123
1990,10,1,2,502,-6.7524
1990,10,1,3,465,-6.4968
1990,10,1,4,687,-5.9641
1990,10,1,5,1305,-7.6545
1990,10,2,1,294,-4.4212
1990,10,2,2,249,-6.6664
1990,10,2,3,235,-5.3899
1990,10,2,4,224,-5.9706
1990,10,2,5,185,-5.2823
1990,10,3,1,254,0.9939
1990,10,3,2,225,0.3632
1990,10,3,3,196,1.3316
1990,10,3,4,134,-1.2332
1990,10,3,5,59,-5.7779
1990,11,1,1,769,4.9465
1990,11,1,2,567,5.0172
1990,11,1,3,523,5.5117
1990,11,1,4,794,3.2374
1990,11,1,5,1374,3.1388
1990,11,2,1,305,10.4901
1990,11,2,2,275,8.7771
1990,11,2,3,267,5.3930
1990,11,2,4,249,6.6826
1990,11,2,5,202,8.3956
1990,11,3,1,269,6.8606
1990,11,3,2,238,4.5434
1990,11,3,3,213,5.8003
1990,11,3,4,151,7.5852
1990,11,3,5,62,8.9477
1990,12,1,1,764,0.3113
1990,12,1,2,578,0.5198
1990,12,1,3,521,0.4263
1990,12,1,4,802,0.9356
1990,12,1,5,1377,1.4545
1990,12,2,1,303,7.0823
1990,12,2,2,285,4.2111
1990,12,2,3,268,3.9101
1990,12,2,4,263,3.1537
1990,12,2,5,194,6.1894
1990,12,3,1,274,2.9842
1990,12,3,2,236,2.0557
1990,12,3,3,207,1.3732
1990,12,3,4,153,3.4365
1990,12,3,5,59,5.9522
1991,1,1,1,695,9.3230
1991,1,1,2,484,7.9567
1991,1,1,3,438,7.8993
1991,1,1,4,712,9.9091
1991,1,1,5,1288,11.0438
1991,1,2,1,288,8.3813
1991,1,2,2,261,8.8158
1991,1,2,3,236,7.2222
1991,1,2,4,232,10.5959
1991,1,2,5,179,11.1051
1991,1,3,1,256,4.6379
1991,1,3,2,203,1.6108
1991,1,3,3,178,4.2131
1991,1,3,4,124,7.3781
1991,1,3,5,54,12.5944
1991,2,1,1,771,14.4501
1991,2,1,2,576,14.4086
1991,2,1,3,509,12.1138
1991,2,1,4,788,13.0492
1991,2,1,5,1327,11.9837
1991,2,2,1,313,10.9190
1991,2,2,2,280,10.5583
1991,2,2,3,259,8.5430
1991,2,2,4,254,10.2566
1991,2,2,5,192,9.4157
1991,2,3,1,271,7.3489
1991,2,3,2,223,5.9318
1991,2,3,3,190,5.9894
1991,2,3,4,145,5.8213
1991,2,3,5,59,5.0364
1991,3,1,1,772,9.7111
1991,3,1,2,572,9.1809
1991,3,1,3,504,8.9741
1991,3,1,4,806,7.4086
1991,3,1,5,1323,8.0133
1991,3,2,1,315,7.2607
1991,3,2,2,285,5.6546
1991,3,2,3,263,4.5176
1991,3,2,4,258,4.1683
1991,3,2,5,203,8.3243
1991,3,3,1,271,4.2322
1991,3,3,2,224,2.5187
1991,3,3,3,193,-0.8640
1991,3,3,4,144,0.5765
1991,3,3,5,60,3.8560
1991,4,1,1,716,1.7905
1991,4,1,2,515,-0.0246
1991,4,1,3,421,0.3593
1991,4,1,4,695,0.5314
1991,4,1,5,1256,1.0963
1991,4,2,1,302,-1.6198
1991,4,2,2,256,1.1485
1991,4,2,3,237,0.4981
1991,4,2,4,233,-1.3867
1991,4,2,5,192,0.5605
1991,4,3,1,263,-0.2899
1991,4,3,2,204,0.5026
1991,4,3,3,175,0.2471
1991,4,3,4,141,0.5398
1991,4,3,5,56,-1.9090
1991,5,1,1,764,1.9632
1991,5,1,2,653,3.8620
1991,5,1,3,549,3.1523
1991,5,1,4,845,4.3591
1991,5,1,5,1344,3.2220
1991,5,2,1,315,3.7712
1991,5,2,2,289,4.3934
1991,5,2,3,271,5.3100
1991,5,2,4,287,5.3576
1991,5,2,5,229,3.7966
1991,5,3,1,276,4.2357
1991,5,3,2,250,1.5402
1991,5,3,3,201,3.8742
1991,5,3,4,150,5.8227
1991,5,3,5,73,6.9241
1991,6,1,1,747,-6.6000
1991,6,1,2,645,-3.5750
1991,6,1,3,553,-2.7756
1991,6,1,4,852,-4.5115
1991,6,1,5,1339,-3.7652
1991,6,2,1,313,-6.0369
1991,6,2,2,294,-6.0731
1991,6,2,3,278,-3.8007
1991,6,2,4,291,-4.5326
1991,6,2,5,234,-4.4819
1991,6,3,1,277,-4.4659
1991,6,3,2,257,-3.0540
1991,6,3,3,208,-4.6943
1991,6,3,4,154,-5.8278
1991,6,3,5,75,-3.3303
1991,7,1,1,665,2.0984
1991,7,1,2,557,3.8372
1991,7,1,3,494,3.3442
1991,7,1,4,752,3.0409
1991,7,1,5,1245,3.3235
1991,7,2,1,301,5.5631
1991,7,2,2,260,5.2549
1991,7,2,3,250,2.5587
1991,7,2,4,256,1.5160
1991,7,2,5,221,4.4619
1991,7,3,1,265,6.0560
1991,7,3,2,242,3.9170
1991,7,3,3,201,4.2352
1991,7,3,4,139,3.9107
1991,7,3,5,70,6.1247
1991,8,1,1,693,4.4317
1991,8,1,2,614,4.4953
1991,8,1,3,593,2.3125
1991,8,1,4,867,3.1942
1991,8,1,5,1325,2.7126
1991,8,2,1,313,4.3577
1991,8,2,2,288,4.3114
1991,8,2,3,272,3.3900
1991,8,2,4,277,2.8661
1991,8,2,5,238,3.3413
1991,8,3,1,277,3.5391
1991,8,3,2,267,1.9765
1991,8,3,3,225,1.3769
1991,8,3,4,156,1.2082
1991,8,3,5,72,-0.0061
1991,9,1,1,692,6.1242
1991,9,1,2,605,1.5334
1991,9,1,3,589,1.5094
1991,9,1,4,862,0.8607
1991,9,1,5,1331,-0.6922
1991,9,2,1,304,-0.1170
1991,9,2,2,286,-0.0886
1991,9,2,3,278,1.2274
1991,9,2,4,287,0.2810
1991,9,2,5,237,0.2769
1991,9,3,1,280,-1.8515
1991,9,3,2,266,-0.7479
1991,9,3,3,221,0.6099
1991,9,3,4,154,-3.6627
1991,9,3,5,68,-4.6644
1991,10,1,1,612,4.7334
1991,10,1,2,525,4.3972
1991,10,1,3,511,4.1207
1991,10,1,4,769,2.7252
1991,10,1,5,1277,2.4721
1991,10,2,1,279,2.2997
1991,10,2,2,245,2.6996
1991,10,2,3,239,0.7396
1991,10,2,4,262,1.3569
1991,10,2,5,213,3.1253
1991,10,3,1,262,2.5419
1991,10,3,2,245,1.1165
1991,10,3,3,189,0.7994
1991,10,3,4,123,3.2178
1991,10,3,5,60,4.5306
1991,11,1,1,682,-3.1758
1991,11,1,2,600,-3.0406
1991,11,1,3,590,-3.2643
1991,11,1,4,847,-2.8850
1991,11,1,5,1359,-2.8196
1991,11,2,1,317,-4.8950
1991,11,2,2,288,-5.5197
1991,11,2,3,267,-4.1488
1991,11,2,4,292,-5.9957
1991,11,2,5,219,-6.9594
1991,11,3,1,282,-1.2505
1991,11,3,2,264,-4.0651
1991,11,3,3,207,-4.0915
1991,11,3,4,141,-6.7065
1991,11,3,5,69,-4.7325
1991,12,1,1,687,5.4794
1991,12,1,2,613,4.6908
1991,12,1,3,588,3.2059
1991,12,1,4,852,4.4937
1991,12,1,5,1343,3.8867
1991,12,2,1,315,10.2721
1991,12,2,2,293,8.7571
1991,12,2,3,267,6.4132
1991,12,2,4,297,9.3446
1991,12,2,5,216,6.6025
1991,12,3,1,290,14.7733
1991,12,3,2,265,7.9189
1991,12,3,3,212,5.6997
1991,12,3,4,145,11.1366
1991,12,3,5,69,7.0890
1992,1,1,1,605,14.6549
1992,1,1,2,507,11.6990
1992,1,1,3,507,12.9215
1992,1,1,4,733,11.0724
1992,1,1,5,1283,14.3805
1992,1,2,1,305,6.2988
1992,1,2,2,268,6.3637
1992,1,2,3,237,5.2170
1992,1,2,4,265,8.4648
1992,1,2,5,193,8.7643
1992,1,3,1,283,-3.3396
1992,1,3,2,233,-2.1748
1992,1,3,3,195,0.2268
1992,1,3,4,139,3.3075
1992,1,3,5,58,3.0657
1992,2,1,1,670,0.5292
1992,2,1,2,592,2.4365
1992,2,1,3,569,5.0206
1992,2,1,4,789,5.7923
1992,2,1,5,1342,6.7717
1992,2,2,1,347,0.0136
1992,2,2,2,295,1.9929
1992,2,2,3,257,3.4576
1992,2,2,4,284,4.5840
1992,2,2,5,208,4.4329
1992,2,3,1,295,-0.3245
1992,2,3,2,251,-0.0522
1992,2,3,3,215,0.6106
1992,2,3,4,157,4.7023
1992,2,3,5,67,7.3457
1992,3,1,1,667,-5.9505
1992,3,1,2,599,-2.7393
1992,3,1,3,563,-3.3051
1992,3,1,4,773,-2.5695
1992,3,1,5,1324,-0.3730
1992,3,2,1,348,-7.3732
1992,3,2,2,294,-5.1245
1992,3,2,3,254,-2.0460
1992,3,2,4,285,-3.0739
1992,3,2,5,212,-2.3191
1992,3,3,1,301,-3.4006
1992,3,3,2,250,-1.6054
1992,3,3,3,216,-1.5744
1992,3,3,4,160,-1.3178
1992,3,3,5,67,-1.9641
1992,4,1,1,647,-10.2441
1992,4,1,2,526,-4.7892
1992,4,1,3,445,-4.0544
1992,4,1,4,645,-4.9095
1992,4,1,5,1225,-3.7767
1992,4,2,1,350,-6.7367
1992,4,2,2,271,-3.5457
1992,4,2,3,222,-2.3863
1992,4,2,4,248,-2.6344
1992,4,2,5,185,-2.2921
1992,4,3,1,287,-0.8108
1992,4,3,2,213,5.7265
1992,4,3,3,193,3.6317
1992,4,3,4,139,3.0104
1992,4,3,5,62,1.6476
1992,5,1,1,739,-2.4199
1992,5,1,2,598,-0.2677
1992,5,1,3,524,0.5844
1992,5,1,4,738,-0.4228
1992,5,1,5,1275,0.2018
1992,5,2,1,374,-0.3385
1992,5,2,2,295,0.5402
1992,5,2,3,240,1.4327
1992,5,2,4,264,0.2904
1992,5,2,5,198,0.7757
1992,5,3,1,297,1.1442
1992,5,3,2,234,-0.2703
1992,5,3,3,206,1.0755
1992,5,3,4,163,0.2781
1992,5,3,5,72,-1.1466
1992,6,1,1,721,-8.6458
1992,6,1,2,597,-7.3635
1992,6,1,3,517,-4.1682
1992,6,1,4,730,-5.1436
1992,6,1,5,1274,-4.8952
1992,6,2,1,375,-5.2255
1992,6,2,2,310,-5.1364
1992,6,2,3,247,-2.6037
1992,6,2,4,259,-4.1776
