year,month,rank_ME,rank_RDMq_6,nstocks,ret_vw
1990,1,1,1,146,-6.9226
1990,1,1,2,119,-6.1801
1990,1,1,3,134,-10.1592
1990,1,1,4,132,-5.7486
1990,1,1,5,282,-6.6826
1990,1,2,1,35,-9.3914
1990,1,2,2,36,-7.0253
1990,1,2,3,39,-9.6846
1990,1,2,4,34,-9.1238
1990,1,2,5,25,-7.2520
1990,1,3,1,38,-7.8965
1990,1,3,2,31,-5.7754
1990,1,3,3,27,-8.0475
1990,1,3,4,16,-0.5961
1990,1,3,5,11,-4.4672
1990,2,1,1,191,3.3792
1990,2,1,2,172,2.1467
1990,2,1,3,177,3.0355
1990,2,1,4,209,4.0267
1990,2,1,5,340,1.9484
1990,2,2,1,42,3.8810
1990,2,2,2,44,4.4891
1990,2,2,3,47,9.8221
1990,2,2,4,46,9.4321
1990,2,2,5,31,4.3733
1990,2,3,1,43,-0.2484
1990,2,3,2,39,0.6662
1990,2,3,3,35,2.9180
1990,2,3,4,21,3.0169
1990,2,3,5,16,0.8404
1990,3,1,1,201,4.9317
1990,3,1,2,191,4.5527
1990,3,1,3,204,2.7421
1990,3,1,4,247,4.5475
1990,3,1,5,361,5.3664
1990,3,2,1,51,8.5074
1990,3,2,2,50,5.9172
1990,3,2,3,50,5.0096
1990,3,2,4,56,4.4404
1990,3,2,5,31,9.9626
1990,3,3,1,48,4.0066
1990,3,3,2,46,3.4361
1990,3,3,3,37,6.6441
1990,3,3,4,24,4.3553
1990,3,3,5,17,3.0641
1990,4,1,1,207,2.1526
1990,4,1,2,212,-2.7345
1990,4,1,3,218,-3.1695
1990,4,1,4,277,-2.1575
1990,4,1,5,380,-3.2210
1990,4,2,1,55,-5.5358
1990,4,2,2,56,-2.8479
1990,4,2,3,59,-3.9799
1990,4,2,4,62,-1.6431
1990,4,2,5,34,-3.7284
1990,4,3,1,50,0.9825
1990,4,3,2,50,-1.2251
1990,4,3,3,38,-3.4850
1990,4,3,4,28,-0.7646
1990,4,3,5,18,-1.2193
1990,5,1,1,246,6.1841
1990,5,1,2,261,4.9157
1990,5,1,3,286,8.8286
1990,5,1,4,328,9.3863
1990,5,1,5,477,8.3140
1990,5,2,1,85,8.6939
1990,5,2,2,82,10.4686
1990,5,2,3,78,14.4079
1990,5,2,4,100,13.0364
1990,5,2,5,56,14.0851
1990,5,3,1,73,11.3265
1990,5,3,2,81,11.3127
1990,5,3,3,61,9.3629
1990,5,3,4,43,10.6264
1990,5,3,5,41,9.8783
1990,6,1,1,256,1.7157
1990,6,1,2,278,4.5364
1990,6,1,3,312,2.7748
1990,6,1,4,359,1.2911
1990,6,1,5,496,2.6068
1990,6,2,1,91,1.4378
1990,6,2,2,91,0.7351
1990,6,2,3,83,-0.3737
1990,6,2,4,106,3.0713
1990,6,2,5,61,0.9605
1990,6,3,1,76,1.3714
1990,6,3,2,85,1.7596
1990,6,3,3,65,-2.9992
1990,6,3,4,49,-1.6232
1990,6,3,5,42,-4.0037
1990,7,1,1,239,-4.3916
1990,7,1,2,256,-5.3726
1990,7,1,3,282,-5.4419
1990,7,1,4,347,-7.5220
1990,7,1,5,422,-5.3123
1990,7,2,1,88,-5.4526
1990,7,2,2,86,-7.0324
1990,7,2,3,82,-6.7980
1990,7,2,4,106,-5.4087
1990,7,2,5,57,-6.5685
1990,7,3,1,72,-0.0233
1990,7,3,2,82,2.7443
1990,7,3,3,70,-1.7929
1990,7,3,4,47,-5.6708
1990,7,3,5,42,-5.1665
1990,8,1,1,249,-16.0119
1990,8,1,2,258,-14.1901
1990,8,1,3,303,-14.6275
1990,8,1,4,381,-14.9114
1990,8,1,5,464,-15.1267
1990,8,2,1,92,-14.2254
1990,8,2,2,91,-13.4185
1990,8,2,3,94,-16.5289
1990,8,2,4,114,-17.0102
1990,8,2,5,62,-17.0097
1990,8,3,1,72,-7.3417
1990,8,3,2,86,-8.5009
1990,8,3,3,72,-10.7965
1990,8,3,4,49,-9.2071
1990,8,3,5,41,-12.0633
1990,9,1,1,246,-8.5090
1990,9,1,2,267,-9.5631
1990,9,1,3,295,-9.6963
1990,9,1,4,383,-11.6311
1990,9,1,5,459,-9.0620
1990,9,2,1,92,-9.1201
1990,9,2,2,91,-10.9988
1990,9,2,3,98,-10.0350
1990,9,2,4,110,-12.1879
1990,9,2,5,64,-11.0516
1990,9,3,1,75,-4.5152
1990,9,3,2,84,-4.3022
1990,9,3,3,75,-6.2789
1990,9,3,4,49,-4.6465
1990,9,3,5,42,-11.1193
1990,10,1,1,228,-2.7354
1990,10,1,2,261,-4.1570
1990,10,1,3,301,-5.1657
1990,10,1,4,372,-4.8211
1990,10,1,5,426,-7.3000
1990,10,2,1,86,-7.0844
1990,10,2,2,92,-2.6376
1990,10,2,3,101,-4.3916
1990,10,2,4,107,-4.7600
1990,10,2,5,64,-5.7217
1990,10,3,1,80,1.0836
1990,10,3,2,76,0.7612
1990,10,3,3,73,2.3204
1990,10,3,4,50,-5.7623
1990,10,3,5,41,-6.7492
1990,11,1,1,242,5.2074
1990,11,1,2,273,4.6931
1990,11,1,3,304,8.1558
1990,11,1,4,386,5.3396
1990,11,1,5,451,3.8893
1990,11,2,1,89,12.1906
1990,11,2,2,95,10.2114
1990,11,2,3,104,15.4511
1990,11,2,4,106,12.6557
1990,11,2,5,67,11.3512
1990,11,3,1,82,9.4906
1990,11,3,2,77,6.1234
1990,11,3,3,73,5.4019
1990,11,3,4,50,12.7627
1990,11,3,5,42,9.5324
1990,12,1,1,237,0.5573
1990,12,1,2,270,2.3568
1990,12,1,3,296,0.8192
1990,12,1,4,411,1.2024
1990,12,1,5,450,-1.3101
1990,12,2,1,84,5.5008
1990,12,2,2,88,7.6059
1990,12,2,3,100,8.8432
1990,12,2,4,105,5.2697
1990,12,2,5,63,5.8399
1990,12,3,1,79,3.5506
1990,12,3,2,75,3.2428
1990,12,3,3,70,1.1621
1990,12,3,4,52,7.6952
1990,12,3,5,43,4.0950
1991,1,1,1,207,11.8663
1991,1,1,2,229,11.4348
1991,1,1,3,256,12.6510
1991,1,1,4,354,15.9158
1991,1,1,5,380,21.4878
1991,1,2,1,67,12.0552
1991,1,2,2,68,14.9642
1991,1,2,3,83,17.6688
1991,1,2,4,79,20.0889
1991,1,2,5,48,19.4188
1991,1,3,1,56,5.1123
1991,1,3,2,52,6.0266
1991,1,3,3,43,8.3923
1991,1,3,4,38,14.1507
1991,1,3,5,20,18.0283
1991,2,1,1,220,14.2853
1991,2,1,2,232,13.9666
1991,2,1,3,271,15.5982
1991,2,1,4,360,15.5791
1991,2,1,5,419,17.7783
1991,2,2,1,71,9.3714
1991,2,2,2,77,10.7765
1991,2,2,3,85,10.9717
1991,2,2,4,76,10.6074
1991,2,2,5,48,10.7660
1991,2,3,1,58,8.5423
1991,2,3,2,54,7.1116
1991,2,3,3,44,4.3278
1991,2,3,4,42,7.9801
1991,2,3,5,22,6.7767
1991,3,1,1,219,7.7457
1991,3,1,2,233,11.3489
1991,3,1,3,270,13.9361
1991,3,1,4,368,13.8279
1991,3,1,5,420,13.5369
1991,3,2,1,73,9.2184
1991,3,2,2,75,8.2532
1991,3,2,3,83,6.6460
1991,3,2,4,79,6.5428
1991,3,2,5,46,12.3719
1991,3,3,1,60,5.9585
1991,3,3,2,54,0.6839
1991,3,3,3,49,-1.1261
1991,3,3,4,43,-0.1210
1991,3,3,5,22,-0.7746
1991,4,1,1,222,1.2322
1991,4,1,2,222,2.6349
1991,4,1,3,254,1.9898
1991,4,1,4,357,1.0782
1991,4,1,5,391,-0.0199
1991,4,2,1,77,-1.5748
1991,4,2,2,77,-3.3374
1991,4,2,3,84,-1.7382
1991,4,2,4,76,-0.8840
1991,4,2,5,42,0.5381
1991,4,3,1,62,-0.4361
1991,4,3,2,52,-1.7055
1991,4,3,3,49,-0.2387
1991,4,3,4,43,-2.5199
1991,4,3,5,22,3.3885
1991,5,1,1,252,5.4942
1991,5,1,2,250,4.0913
1991,5,1,3,308,2.2911
1991,5,1,4,411,3.7822
1991,5,1,5,463,1.4858
1991,5,2,1,99,5.4746
1991,5,2,2,95,2.3341
1991,5,2,3,92,7.1367
1991,5,2,4,94,1.4301
1991,5,2,5,66,3.3177
1991,5,3,1,89,4.7199
1991,5,3,2,80,3.8044
1991,5,3,3,76,4.8668
1991,5,3,4,57,4.3197
1991,5,3,5,44,5.5393
1991,6,1,1,258,-7.5794
1991,6,1,2,240,-6.5089
1991,6,1,3,317,-6.6887
1991,6,1,4,402,-7.6671
1991,6,1,5,459,-5.8759
1991,6,2,1,104,-7.2835
1991,6,2,2,93,-7.8431
1991,6,2,3,89,-7.4788
1991,6,2,4,94,-9.4949
1991,6,2,5,67,-8.6102
1991,6,3,1,88,-4.4032
1991,6,3,2,76,-4.7347
1991,6,3,3,80,-4.0406
1991,6,3,4,59,-7.1273
1991,6,3,5,44,-5.6258
1991,7,1,1,236,3.4497
1991,7,1,2,224,2.1388
1991,7,1,3,302,4.0567
1991,7,1,4,357,5.5035
1991,7,1,5,413,1.5440
1991,7,2,1,103,9.4072
1991,7,2,2,81,7.5231
1991,7,2,3,84,0.7138
1991,7,2,4,86,1.8546
1991,7,2,5,67,2.4315
1991,7,3,1,87,7.7155
1991,7,3,2,74,4.1105
1991,7,3,3,78,3.6421
1991,7,3,4,58,4.4165
1991,7,3,5,42,3.3971
1991,8,1,1,247,4.4045
1991,8,1,2,232,8.5109
1991,8,1,3,309,7.1363
1991,8,1,4,396,3.2480
1991,8,1,5,428,3.8305
1991,8,2,1,109,4.9582
1991,8,2,2,83,8.5584
1991,8,2,3,89,6.1448
1991,8,2,4,98,2.7084
1991,8,2,5,69,2.0092
1991,8,3,1,87,3.1942
1991,8,3,2,80,2.5027
1991,8,3,3,80,1.1778
1991,8,3,4,60,0.4431
1991,8,3,5,47,-1.6347
1991,9,1,1,242,5.2631
1991,9,1,2,229,4.1512
1991,9,1,3,300,2.8084
1991,9,1,4,385,3.5864
1991,9,1,5,418,0.0371
1991,9,2,1,106,1.4212
1991,9,2,2,84,0.0660
1991,9,2,3,89,0.5211
1991,9,2,4,101,0.2934
1991,9,2,5,74,-1.1324
1991,9,3,1,88,-0.9161
1991,9,3,2,80,-2.1636
1991,9,3,3,81,-2.1500
1991,9,3,4,62,-0.4436
1991,9,3,5,48,-5.0587
1991,10,1,1,231,5.1312
1991,10,1,2,226,6.5440
1991,10,1,3,294,7.7573
1991,10,1,4,372,6.9421
1991,10,1,5,380,6.3326
1991,10,2,1,111,4.5339
1991,10,2,2,87,2.8818
1991,10,2,3,89,5.5929
1991,10,2,4,100,5.0349
1991,10,2,5,73,6.8190
1991,10,3,1,89,4.6385
1991,10,3,2,79,3.6568
1991,10,3,3,78,2.3269
1991,10,3,4,57,0.4084
1991,10,3,5,46,5.0149
1991,11,1,1,247,-3.7135
1991,11,1,2,236,-5.4673
1991,11,1,3,315,-0.3941
1991,11,1,4,373,-3.4133
1991,11,1,5,428,-4.0653
1991,11,2,1,118,-7.4206
1991,11,2,2,96,-8.1679
1991,11,2,3,100,-8.7677
1991,11,2,4,113,-8.2960
1991,11,2,5,81,-7.3250
1991,11,3,1,92,-1.5147
1991,11,3,2,86,-3.9249
1991,11,3,3,76,-6.3985
1991,11,3,4,60,-4.3265
1991,11,3,5,44,-4.8007
1991,12,1,1,244,9.4092
1991,12,1,2,229,8.5831
1991,12,1,3,311,6.0668
1991,12,1,4,369,6.6213
1991,12,1,5,429,3.8401
1991,12,2,1,116,15.6242
1991,12,2,2,94,11.5681
1991,12,2,3,104,10.2763
1991,12,2,4,105,8.5792
1991,12,2,5,75,13.5052
1991,12,3,1,92,15.5141
1991,12,3,2,83,14.6484
1991,12,3,3,70,10.3387
1991,12,3,4,56,5.6039
1991,12,3,5,45,6.5716
1992,1,1,1,214,14.9516
1992,1,1,2,196,12.6497
1992,1,1,3,244,14.6491
1992,1,1,4,308,17.9731
1992,1,1,5,344,22.1596
1992,1,2,1,104,4.8308
1992,1,2,2,85,8.7376
1992,1,2,3,91,9.8522
1992,1,2,4,85,13.6274
1992,1,2,5,48,12.9605
1992,1,3,1,68,-4.7504
1992,1,3,2,57,-5.4620
1992,1,3,3,42,2.5078
1992,1,3,4,37,5.2765
1992,1,3,5,25,2.9907
1992,2,1,1,231,-1.2885
1992,2,1,2,220,-0.1518
1992,2,1,3,257,1.3754
1992,2,1,4,315,4.2372
1992,2,1,5,364,8.6006
1992,2,2,1,119,-1.1433
1992,2,2,2,104,-2.1291
1992,2,2,3,104,0.6784
1992,2,2,4,83,1.3756
1992,2,2,5,55,10.0155
1992,2,3,1,70,0.5968
1992,2,3,2,62,-1.7007
1992,2,3,3,46,1.6665
1992,2,3,4,35,1.3593
1992,2,3,5,27,7.7014
1992,3,1,1,229,-6.5245
1992,3,1,2,231,-7.6549
1992,3,1,3,267,-5.0505
1992,3,1,4,297,-6.0004
1992,3,1,5,370,-1.8656
1992,3,2,1,119,-10.3625
1992,3,2,2,102,-7.6985
1992,3,2,3,106,-8.0589
1992,3,2,4,85,-6.0732
1992,3,2,5,57,-7.2954
1992,3,3,1,71,-4.3336
1992,3,3,2,66,-4.3142
1992,3,3,3,48,0.8841
1992,3,3,4,41,-1.9725
1992,3,3,5,28,-7.3220
1992,4,1,1,228,-13.1628
1992,4,1,2,228,-9.3181
1992,4,1,3,258,-8.8715
1992,4,1,4,260,-7.7689
1992,4,1,5,345,-7.7964
1992,4,2,1,121,-9.6124
1992,4,2,2,101,-10.9285
1992,4,2,3,107,-5.8924
1992,4,2,4,80,-4.7533
1992,4,2,5,53,-7.1171
1992,4,3,1,70,-1.6115
1992,4,3,2,69,1.1396
1992,4,3,3,50,3.0526
1992,4,3,4,41,3.0168
1992,4,3,5,25,0.0831
1992,5,1,1,257,-2.5476
1992,5,1,2,272,-1.0328
1992,5,1,3,312,-1.7844
1992,5,1,4,336,-0.6586
1992,5,1,5,402,-1.5423
1992,5,2,1,138,-1.1165
1992,5,2,2,121,-0.1751
1992,5,2,3,127,1.2583
1992,5,2,4,102,3.0279
1992,5,2,5,73,1.5260
1992,5,3,1,104,1.8621
1992,5,3,2,103,1.2182
1992,5,3,3,72,-0.8230
1992,5,3,4,67,0.0152
1992,5,3,5,44,-2.6564
1992,6,1,1,256,-8.1789
1992,6,1,2,271,-7.7357
1992,6,1,3,317,-6.3815
1992,6,1,4,339,-9.0288
1992,6,1,5,401,-8.7407
1992,6,2,1,135,-5.9855
1992,6,2,2,123,-4.6256
1992,6,2,3,130,-6.3789
1992,6,2,4,102,-1.9337
1992,6,2,5,70,-7.1770
1992,6,3,1,101,-3.7970
1992,6,3,2,102,-3.4246
1992,6,3,3,75,-1.8684
1992,6,3,4,71,-1.2598
1992,6,3,5,46,-4.5241
1992,7,1,1,249,-0.4011
1992,7,1,2,263,0.1704
1992,7,1,3,290,2.2598
1992,7,1,4,318,0.9480
1992,7,1,5,333,2.9336
1992,7,2,1,132,-0.4880
1992,7,2,2,126,2.0692
1992,7,2,3,120,5.5220
1992,7,2,4,94,2.1934
1992,7,2,5,67,2.1091
1992,7,3,1,96,5.0237
1992,7,3,2,100,5.1890
1992,7,3,3,71,2.9854
1992,7,3,4,74,3.1330
1992,7,3,5,47,3.6140
1992,8,1,1,255,-6.0574
1992,8,1,2,295,-4.7681
1992,8,1,3,323,-4.0552
1992,8,1,4,364,-5.5261
1992,8,1,5,374,-4.9101
1992,8,2,1,131,-7.3988
1992,8,2,2,125,-6.2355
1992,8,2,3,137,-3.5080
1992,8,2,4,106,-4.9472
1992,8,2,5,80,-2.5700
1992,8,3,1,96,-1.9868
1992,8,3,2,105,-1.8943
1992,8,3,3,79,-4.2388
1992,8,3,4,77,-4.5591
1992,8,3,5,46,-5.5750
1992,9,1,1,246,0.9445
1992,9,1,2,298,-0.1034
1992,9,1,3,316,1.3373
1992,9,1,4,369,1.1077
1992,9,1,5,386,-0.0881
1992,9,2,1,116,2.0366
1992,9,2,2,123,1.4708
1992,9,2,3,134,3.1189
1992,9,2,4,109,2.1116
1992,9,2,5,82,6.1062
1992,9,3,1,93,-0.0702
1992,9,3,2,94,-2.0731
1992,9,3,3,79,3.1522
1992,9,3,4,73,-1.1279
1992,9,3,5,48,-1.1823
1992,10,1,1,231,1.4240
1992,10,1,2,290,1.9106
1992,10,1,3,314,3.5470
1992,10,1,4,366,3.5348
1992,10,1,5,377,6.0970
1992,10,2,1,104,6.4537
1992,10,2,2,113,4.6687
1992,10,2,3,128,4.3283
1992,10,2,4,112,5.9863
1992,10,2,5,82,7.9016
1992,10,3,1,93,1.7238
1992,10,3,2,95,1.7468
1992,10,3,3,76,0.8434
1992,10,3,4,71,-3.2457
1992,10,3,5,44,-0.3263
1992,11,1,1,241,10.3871
1992,11,1,2,300,9.7852
1992,11,1,3,329,14.2994
1992,11,1,4,381,14.4270
1992,11,1,5,405,13.3215
1992,11,2,1,101,7.0597
1992,11,2,2,120,10.9906
1992,11,2,3,136,12.7495
1992,11,2,4,113,11.5129
1992,11,2,5,86,9.8290
1992,11,3,1,92,4.7101
1992,11,3,2,101,2.3008
1992,11,3,3,80,5.4693
1992,11,3,4,73,3.9045
1992,11,3,5,44,3.2904
1992,12,1,1,229,0.5279
1992,12,1,2,300,1.3615
1992,12,1,3,323,1.2257
1992,12,1,4,372,0.7518
