year,month,rank_ME,rank_RER,nstocks,ret_vw
1983,1,1,4,139,9.1905
1983,1,1,5,265,10.7953
1983,1,2,1,50,10.7055
1983,1,2,2,39,6.3634
1983,1,2,3,47,3.4563
1983,1,2,4,51,6.7661
1983,1,2,5,55,7.9850
1983,1,3,1,58,1.3704
1983,1,3,2,52,2.6754
1983,1,3,3,43,1.7826
1983,1,3,4,43,3.0345
1983,1,3,5,31,10.9722
1983,2,1,1,275,5.5090
1983,2,1,2,142,6.8285
1983,2,1,3,115,5.8295
1983,2,1,4,139,8.2433
1983,2,1,5,260,6.0560
1983,2,2,1,50,3.7529
1983,2,2,2,39,4.8962
1983,2,2,3,47,5.8881
1983,2,2,4,51,6.7840
1983,2,2,5,55,6.9378
1983,2,3,1,57,3.0482
1983,2,3,2,52,2.4102
1983,2,3,3,43,5.3029
1983,2,3,4,43,6.0625
1983,2,3,5,31,1.2225
1983,3,1,1,274,7.4078
1983,3,1,2,143,6.4210
1983,3,1,3,114,5.0334
1983,3,1,4,139,5.1129
1983,3,1,5,260,6.3363
1983,3,2,1,50,3.4215
1983,3,2,2,39,7.6824
1983,3,2,3,47,3.0275
1983,3,2,4,51,5.3803
1983,3,2,5,55,6.0179
1983,3,3,1,57,1.6448
1983,3,3,2,51,2.6835
1983,3,3,3,43,6.0783
1983,3,3,4,43,1.9518
1983,3,3,5,31,6.9779
1983,4,1,1,269,6.1367
1983,4,1,2,143,9.9177
1983,4,1,3,114,8.4884
1983,4,1,4,139,7.1534
1983,4,1,5,258,7.0704
1983,4,2,1,50,7.9762
1983,4,2,2,39,10.4073
1983,4,2,3,47,8.1439
1983,4,2,4,51,6.7724
1983,4,2,5,55,8.6994
1983,4,3,1,57,7.9683
1983,4,3,2,51,10.3596
1983,4,3,3,43,6.3462
1983,4,3,4,43,2.6529
1983,4,3,5,31,0.1309
1983,5,1,1,264,12.1855
1983,5,1,2,143,8.9541
1983,5,1,3,114,11.0093
1983,5,1,4,139,11.6806
1983,5,1,5,257,10.8375
1983,5,2,1,50,4.1541
1983,5,2,2,39,4.1840
1983,5,2,3,48,3.1150
1983,5,2,4,51,3.9739
1983,5,2,5,54,7.8524
1983,5,3,1,57,-2.1035
1983,5,3,2,51,-2.1062
1983,5,3,3,43,-1.2011
1983,5,3,4,43,1.4699
1983,5,3,5,31,2.4241
1983,6,1,1,263,4.9846
1983,6,1,2,141,4.4999
1983,6,1,3,113,5.2044
1983,6,1,4,139,7.2914
1983,6,1,5,252,6.2361
1983,6,2,1,49,4.7173
1983,6,2,2,39,6.7747
1983,6,2,3,48,6.0313
1983,6,2,4,51,6.0383
1983,6,2,5,54,7.7936
1983,6,3,1,57,5.9810
1983,6,3,2,51,5.9880
1983,6,3,3,43,5.3655
1983,6,3,4,43,6.3378
1983,6,3,5,31,3.0908
1983,7,1,1,264,-4.9427
1983,7,1,2,127,-2.8789
1983,7,1,3,118,-1.2540
1983,7,1,4,101,-0.4947
1983,7,1,5,224,-4.9085
1983,7,2,1,56,-3.7528
1983,7,2,2,36,-3.3455
1983,7,2,3,48,-1.2882
1983,7,2,4,41,-3.9465
1983,7,2,5,57,-7.2301
1983,7,3,1,57,-1.4256
1983,7,3,2,54,-2.4167
1983,7,3,3,41,-3.9890
1983,7,3,4,46,-3.6700
1983,7,3,5,39,-7.9123
1983,8,1,1,264,-6.6311
1983,8,1,2,127,-3.5847
1983,8,1,3,118,-3.1267
1983,8,1,4,100,-4.7081
1983,8,1,5,221,-3.1227
1983,8,2,1,56,-5.6338
1983,8,2,2,36,-2.9803
1983,8,2,3,48,-3.1013
1983,8,2,4,41,-3.6538
1983,8,2,5,57,-6.1781
1983,8,3,1,57,-1.3376
1983,8,3,2,54,0.9461
1983,8,3,3,41,-3.8588
1983,8,3,4,46,-2.1091
1983,8,3,5,39,-2.6387
1983,9,1,1,261,-1.1609
1983,9,1,2,127,-0.6210
1983,9,1,3,116,2.3009
1983,9,1,4,100,2.6121
1983,9,1,5,221,-0.4423
1983,9,2,1,54,6.4303
1983,9,2,2,35,5.0638
1983,9,2,3,47,2.6712
1983,9,2,4,41,6.1489
1983,9,2,5,57,2.6660
1983,9,3,1,57,2.8018
1983,9,3,2,54,3.3103
1983,9,3,3,41,4.3599
1983,9,3,4,46,4.0006
1983,9,3,5,39,0.2180
1983,10,1,1,259,-8.0361
1983,10,1,2,127,-6.8716
1983,10,1,3,113,-4.2983
1983,10,1,4,100,-5.4309
1983,10,1,5,220,-7.4897
1983,10,2,1,54,-6.5303
1983,10,2,2,34,-6.7730
1983,10,2,3,47,-5.5231
1983,10,2,4,41,-5.2433
1983,10,2,5,57,-9.1338
1983,10,3,1,57,-0.4602
1983,10,3,2,54,-1.5614
1983,10,3,3,41,0.1009
1983,10,3,4,45,-2.6376
1983,10,3,5,39,-8.4674
1983,11,1,1,259,2.1985
1983,11,1,2,126,5.4738
1983,11,1,3,114,4.3435
1983,11,1,4,100,2.6573
1983,11,1,5,219,5.4758
1983,11,2,1,54,7.1173
1983,11,2,2,34,5.0936
1983,11,2,3,47,6.5490
1983,11,2,4,41,8.2263
1983,11,2,5,57,4.6303
1983,11,3,1,57,3.4072
1983,11,3,2,54,-0.8973
1983,11,3,3,41,3.9565
1983,11,3,4,45,5.0881
1983,11,3,5,39,4.8434
1983,12,1,1,257,-3.4286
1983,12,1,2,125,-2.2634
1983,12,1,3,116,-0.5304
1983,12,1,4,101,-0.7345
1983,12,1,5,219,-2.6527
1983,12,2,1,54,-2.2408
1983,12,2,2,34,-1.5654
1983,12,2,3,47,-1.1994
1983,12,2,4,41,0.0096
1983,12,2,5,57,-0.7317
1983,12,3,1,57,-0.6687
1983,12,3,2,54,0.6256
1983,12,3,3,41,-4.1506
1983,12,3,4,45,-2.6879
1983,12,3,5,39,-1.6796
1984,1,1,1,253,-0.7541
1984,1,1,2,124,-0.3317
1984,1,1,3,116,-1.2133
1984,1,1,4,101,-2.0015
1984,1,1,5,217,-1.2056
1984,1,2,1,53,-4.6271
1984,1,2,2,34,-2.1050
1984,1,2,3,47,-3.9028
1984,1,2,4,41,-1.0824
1984,1,2,5,57,-7.4816
1984,1,3,1,57,-4.7418
1984,1,3,2,54,-5.5034
1984,1,3,3,41,-5.8321
1984,1,3,4,45,-3.9023
1984,1,3,5,38,-0.8839
1984,2,1,1,248,-7.5378
1984,2,1,2,121,-7.9627
1984,2,1,3,113,-6.0579
1984,2,1,4,99,-4.9596
1984,2,1,5,216,-7.0772
1984,2,2,1,52,-4.9541
1984,2,2,2,34,-4.5177
1984,2,2,3,47,-5.7385
1984,2,2,4,41,-6.4092
1984,2,2,5,57,-7.4617
1984,2,3,1,57,-5.4945
1984,2,3,2,54,-3.8548
1984,2,3,3,41,-2.4610
1984,2,3,4,45,-5.9092
1984,2,3,5,38,-4.8561
1984,3,1,1,245,-0.6759
1984,3,1,2,121,0.1969
1984,3,1,3,112,1.8175
1984,3,1,4,98,2.4752
1984,3,1,5,215,3.3857
1984,3,2,1,50,-0.6423
1984,3,2,2,34,0.7616
1984,3,2,3,46,0.4169
1984,3,2,4,39,-0.0725
1984,3,2,5,56,2.4901
1984,3,3,1,57,-0.8541
1984,3,3,2,54,4.3923
1984,3,3,3,41,0.6130
1984,3,3,4,45,2.2113
1984,3,3,5,38,2.6516
1984,4,1,1,247,-3.5909
1984,4,1,2,121,-1.1610
1984,4,1,3,111,0.8856
1984,4,1,4,98,0.3349
1984,4,1,5,213,-1.8734
1984,4,2,1,49,0.1469
1984,4,2,2,34,2.0104
1984,4,2,3,46,0.2113
1984,4,2,4,39,1.9764
1984,4,2,5,56,0.0215
1984,4,3,1,57,-0.2291
1984,4,3,2,54,-0.4902
1984,4,3,3,41,1.7100
1984,4,3,4,45,1.2014
1984,4,3,5,38,0.7826
1984,5,1,1,245,-6.3636
1984,5,1,2,118,-5.9453
1984,5,1,3,112,-3.5089
1984,5,1,4,97,-4.2301
1984,5,1,5,212,-5.1444
1984,5,2,1,49,-5.3768
1984,5,2,2,33,-4.5021
1984,5,2,3,46,-4.9010
1984,5,2,4,39,-5.8056
1984,5,2,5,56,-5.5484
1984,5,3,1,57,-2.4021
1984,5,3,2,54,-5.0235
1984,5,3,3,41,-4.2740
1984,5,3,4,44,-2.7619
1984,5,3,5,38,-5.4251
1984,6,1,1,243,2.9079
1984,6,1,2,117,2.5293
1984,6,1,3,111,6.0359
1984,6,1,4,96,6.8621
1984,6,1,5,209,4.4393
1984,6,2,1,49,4.4893
1984,6,2,2,32,3.6948
1984,6,2,3,46,2.6729
1984,6,2,4,39,5.5984
1984,6,2,5,56,3.2819
1984,6,3,1,57,4.9456
1984,6,3,2,54,1.1193
1984,6,3,3,41,5.6061
1984,6,3,4,44,5.4330
1984,6,3,5,38,4.6220
1984,7,1,1,289,-6.3021
1984,7,1,2,159,-3.8673
1984,7,1,3,144,-4.3584
1984,7,1,4,110,-2.6162
1984,7,1,5,236,-5.7691
1984,7,2,1,52,-3.6225
1984,7,2,2,42,-3.8636
1984,7,2,3,55,-4.0611
1984,7,2,4,47,-2.3193
1984,7,2,5,50,-5.9828
1984,7,3,1,55,2.3127
1984,7,3,2,49,-2.3492
1984,7,3,3,43,2.2749
1984,7,3,4,34,-2.2960
1984,7,3,5,39,-2.9704
1984,8,1,1,287,10.5691
1984,8,1,2,157,8.8952
1984,8,1,3,143,10.1873
1984,8,1,4,110,8.9534
1984,8,1,5,236,12.1651
1984,8,2,1,52,13.6822
1984,8,2,2,42,10.5591
1984,8,2,3,55,12.3974
1984,8,2,4,47,12.1628
1984,8,2,5,50,15.8692
1984,8,3,1,55,9.1000
1984,8,3,2,48,9.8396
1984,8,3,3,43,11.2251
1984,8,3,4,33,9.9620
1984,8,3,5,39,13.5053
1984,9,1,1,286,-0.9323
1984,9,1,2,156,-0.3311
1984,9,1,3,143,-0.5982
1984,9,1,4,110,-1.6674
1984,9,1,5,235,-1.9929
1984,9,2,1,51,-1.4150
1984,9,2,2,43,-2.1078
1984,9,2,3,55,-2.9525
1984,9,2,4,47,0.5676
1984,9,2,5,50,-3.1181
1984,9,3,1,55,-0.5998
1984,9,3,2,48,-0.5927
1984,9,3,3,43,0.1358
1984,9,3,4,33,-2.1168
1984,9,3,5,38,-3.8704
1984,10,1,1,284,-3.8611
1984,10,1,2,155,-3.0798
1984,10,1,3,141,-2.8417
1984,10,1,4,109,-2.0194
1984,10,1,5,234,-2.9985
1984,10,2,1,50,-2.5185
1984,10,2,2,43,0.6160
1984,10,2,3,55,-3.5295
1984,10,2,4,46,-1.3214
1984,10,2,5,49,-1.0839
1984,10,3,1,55,2.0058
1984,10,3,2,47,0.7710
1984,10,3,3,43,0.9692
1984,10,3,4,33,1.2449
1984,10,3,5,37,-0.4154
1984,11,1,1,283,-3.5949
1984,11,1,2,154,-2.6407
1984,11,1,3,140,-3.4076
1984,11,1,4,108,-1.1495
1984,11,1,5,232,-4.4671
1984,11,2,1,51,-2.4061
1984,11,2,2,43,-2.5741
1984,11,2,3,55,-3.5152
1984,11,2,4,46,-3.8923
1984,11,2,5,49,-3.3457
1984,11,3,1,55,-1.4882
1984,11,3,2,46,-0.2702
1984,11,3,3,43,-1.8208
1984,11,3,4,33,-2.0266
1984,11,3,5,37,-3.5004
1984,12,1,1,280,0.2294
1984,12,1,2,153,0.6435
1984,12,1,3,139,-0.1846
1984,12,1,4,108,2.2508
1984,12,1,5,230,-0.4646
1984,12,2,1,50,-0.7374
1984,12,2,2,43,-0.4909
1984,12,2,3,55,2.3743
1984,12,2,4,46,4.4822
1984,12,2,5,49,1.8397
1984,12,3,1,53,3.2189
1984,12,3,2,46,1.9664
1984,12,3,3,43,1.4423
1984,12,3,4,33,-0.5191
1984,12,3,5,37,3.1800
1985,1,1,1,280,15.1548
1985,1,1,2,151,11.8034
1985,1,1,3,139,13.9150
1985,1,1,4,107,14.3896
1985,1,1,5,229,15.1135
1985,1,2,1,50,14.0862
1985,1,2,2,43,12.5845
1985,1,2,3,55,11.6623
1985,1,2,4,45,12.8897
1985,1,2,5,49,15.4919
1985,1,3,1,53,7.8096
1985,1,3,2,45,8.3656
1985,1,3,3,43,10.3872
1985,1,3,4,33,11.0514
1985,1,3,5,37,10.1247
1985,2,1,1,278,2.9931
1985,2,1,2,151,4.7083
1985,2,1,3,139,5.1033
1985,2,1,4,106,5.9974
1985,2,1,5,225,2.3911
1985,2,2,1,50,0.8972
1985,2,2,2,42,3.4037
1985,2,2,3,55,0.8596
1985,2,2,4,45,2.9926
1985,2,2,5,49,0.6261
1985,2,3,1,53,-0.7314
1985,2,3,2,44,1.2370
1985,2,3,3,43,0.2117
1985,2,3,4,32,3.2701
1985,2,3,5,37,-1.3929
1985,3,1,1,274,-1.6973
1985,3,1,2,149,-0.6029
1985,3,1,3,138,-2.8479
1985,3,1,4,104,-0.4943
1985,3,1,5,224,-2.3391
1985,3,2,1,50,0.0440
1985,3,2,2,42,-1.8197
1985,3,2,3,55,-2.4370
1985,3,2,4,44,-3.9074
1985,3,2,5,48,-2.7490
1985,3,3,1,53,-2.5128
1985,3,3,2,43,0.0583
1985,3,3,3,43,-2.7875
1985,3,3,4,32,0.1720
1985,3,3,5,37,-0.9399
1985,4,1,1,271,-2.0438
1985,4,1,2,146,-1.0304
1985,4,1,3,138,-0.8828
1985,4,1,4,103,-0.5011
1985,4,1,5,224,-2.2435
1985,4,2,1,50,-2.0839
1985,4,2,2,42,0.4590
1985,4,2,3,55,-3.5918
1985,4,2,4,43,-0.9081
1985,4,2,5,48,-3.1716
1985,4,3,1,53,-3.1518
1985,4,3,2,42,-1.2711
1985,4,3,3,43,-1.1148
1985,4,3,4,32,0.6156
1985,4,3,5,37,-2.4133
1985,5,1,1,267,2.7443
1985,5,1,2,142,2.9972
1985,5,1,3,137,4.7484
1985,5,1,4,103,3.0612
1985,5,1,5,220,2.4713
1985,5,2,1,50,4.9154
1985,5,2,2,42,5.1337
1985,5,2,3,54,3.9922
1985,5,2,4,43,5.6755
1985,5,2,5,47,4.4411
1985,5,3,1,53,7.6696
1985,5,3,2,42,5.4006
1985,5,3,3,43,5.8178
1985,5,3,4,32,9.7838
1985,5,3,5,37,5.6588
1985,6,1,1,264,0.2316
1985,6,1,2,138,1.2914
1985,6,1,3,134,2.0060
1985,6,1,4,103,0.2441
1985,6,1,5,218,-1.0590
1985,6,2,1,49,-0.0072
1985,6,2,2,39,2.1165
1985,6,2,3,54,0.0470
1985,6,2,4,42,2.9816
1985,6,2,5,47,1.0989
1985,6,3,1,53,2.4590
1985,6,3,2,42,1.2590
1985,6,3,3,43,-1.5130
1985,6,3,4,32,1.7081
1985,6,3,5,37,1.0504
1985,7,1,1,226,2.7533
1985,7,1,2,131,1.6788
1985,7,1,3,78,1.2659
1985,7,1,4,136,2.1475
1985,7,1,5,193,1.2995
1985,7,2,1,42,3.0263
1985,7,2,2,38,2.5908
1985,7,2,3,39,3.1399
1985,7,2,4,40,4.0056
1985,7,2,5,41,8.7150
1985,7,3,1,40,0.4486
1985,7,3,2,50,0.1273
1985,7,3,3,31,4.2560
1985,7,3,4,35,-1.1295
1985,7,3,5,36,1.8268
1985,8,1,1,224,-1.8755
1985,8,1,2,130,0.6691
1985,8,1,3,78,-0.0302
1985,8,1,4,135,-0.8583
1985,8,1,5,193,-2.7813
1985,8,2,1,42,-1.2901
1985,8,2,2,38,0.4790
1985,8,2,3,39,-2.2090
1985,8,2,4,40,0.7170
1985,8,2,5,40,-2.6587
1985,8,3,1,40,0.6810
1985,8,3,2,50,-0.7269
1985,8,3,3,31,-2.5526
1985,8,3,4,35,-0.4651
1985,8,3,5,36,-0.7371
1985,9,1,1,222,-6.7792
1985,9,1,2,129,-4.9957
1985,9,1,3,78,-5.4391
1985,9,1,4,134,-7.7000
1985,9,1,5,193,-6.5825
1985,9,2,1,41,-8.3439
1985,9,2,2,38,-5.7236
1985,9,2,3,39,-6.3161
1985,9,2,4,40,-7.4586
1985,9,2,5,40,-8.5605
1985,9,3,1,40,-2.6403
1985,9,3,2,50,-4.2082
1985,9,3,3,31,-3.4698
1985,9,3,4,35,-3.2285
1985,9,3,5,36,-0.1639
1985,10,1,1,220,1.5202
1985,10,1,2,128,3.6632
1985,10,1,3,78,3.1627
1985,10,1,4,134,1.1329
1985,10,1,5,192,2.4158
1985,10,2,1,41,5.3319
1985,10,2,2,38,2.9134
1985,10,2,3,39,2.1539
1985,10,2,4,40,1.9114
1985,10,2,5,40,3.4173
1985,10,3,1,40,5.7460
1985,10,3,2,49,1.6687
1985,10,3,3,31,4.5217
1985,10,3,4,35,2.6510
1985,10,3,5,36,3.9150
1985,11,1,1,217,8.6201
1985,11,1,2,126,5.2059
1985,11,1,3,77,5.4069
1985,11,1,4,134,7.5196
1985,11,1,5,192,5.7040
1985,11,2,1,41,8.5736
1985,11,2,2,38,5.9093
1985,11,2,3,39,8.8925
1985,11,2,4,39,8.6638
1985,11,2,5,40,12.3231
1985,11,3,1,40,11.6581
1985,11,3,2,49,8.7820
1985,11,3,3,31,9.3844
1985,11,3,4,35,7.1199
1985,11,3,5,36,7.0137
1985,12,1,1,216,2.5123
1985,12,1,2,126,3.7023
1985,12,1,3,77,2.1166
1985,12,1,4,131,2.4286
1985,12,1,5,192,4.5548
1985,12,2,1,40,3.1010
1985,12,2,2,37,3.7181
1985,12,2,3,39,3.8542
1985,12,2,4,39,5.4429
1985,12,2,5,40,4.6462
1985,12,3,1,40,3.8620
1985,12,3,2,49,4.9557
1985,12,3,3,31,9.3215
1985,12,3,4,35,2.6537
1985,12,3,5,35,4.9898
1986,1,1,1,212,3.0174
1986,1,1,2,124,1.4933
1986,1,1,3,77,5.3448
1986,1,1,4,131,2.2935
1986,1,1,5,191,2.6325
1986,1,2,1,39,0.9120
1986,1,2,2,37,1.0599
1986,1,2,3,38,1.4345
1986,1,2,4,39,4.0633
1986,1,2,5,40,1.7796
1986,1,3,1,40,2.4575
1986,1,3,2,48,1.6537
1986,1,3,3,31,-1.3650
1986,1,3,4,35,3.2965
1986,1,3,5,34,2.5951
1986,2,1,1,211,8.6539
1986,2,1,2,122,5.6234
1986,2,1,3,75,6.7166
1986,2,1,4,131,6.1144
1986,2,1,5,191,7.7383
1986,2,2,1,39,7.0178
1986,2,2,2,37,7.9564
1986,2,2,3,38,5.9318
1986,2,2,4,39,8.9493
1986,2,2,5,40,8.9963
1986,2,3,1,40,9.6496
1986,2,3,2,48,10.6918
1986,2,3,3,31,4.5514
1986,2,3,4,35,9.2399
1986,2,3,5,33,10.2006
1986,3,1,1,209,3.0646
1986,3,1,2,123,5.2443
1986,3,1,3,73,7.6713
1986,3,1,4,131,5.3592
1986,3,1,5,191,4.1244
1986,3,2,1,39,7.1984
1986,3,2,2,37,5.1868
1986,3,2,3,38,4.7684
1986,3,2,4,39,4.2591
1986,3,2,5,40,6.8387
1986,3,3,1,40,7.4739
1986,3,3,2,48,8.5414
1986,3,3,3,31,1.5254
1986,3,3,4,35,8.4369
1986,3,3,5,33,4.2303
1986,4,1,1,207,4.4457
1986,4,1,2,122,6.2259
1986,4,1,3,73,0.2944
1986,4,1,4,128,0.8086
1986,4,1,5,190,1.8185
1986,4,2,1,38,2.9441
1986,4,2,2,36,-1.8121
1986,4,2,3,38,1.4020
1986,4,2,4,39,1.8202
1986,4,2,5,40,2.8885
1986,4,3,1,40,-2.4594
1986,4,3,2,48,-0.9043
1986,4,3,3,31,0.9039
1986,4,3,4,35,1.3134
1986,4,3,5,33,1.7423
1986,5,1,1,205,2.5551
1986,5,1,2,120,1.8482
1986,5,1,3,73,4.7970
1986,5,1,4,126,5.4263
1986,5,1,5,187,2.5294
1986,5,2,1,38,3.7495
1986,5,2,2,36,4.8021
1986,5,2,3,38,4.2128
1986,5,2,4,39,3.7492
1986,5,2,5,38,1.4299
1986,5,3,1,39,5.5558
1986,5,3,2,47,6.5887
1986,5,3,3,31,0.8374
1986,5,3,4,34,5.6628
1986,5,3,5,33,5.7080
1986,6,1,1,205,0.6918
1986,6,1,2,118,-0.4115
1986,6,1,3,73,-0.6849
1986,6,1,4,126,-2.1758
1986,6,1,5,185,2.0939
1986,6,2,1,38,-1.3002
1986,6,2,2,36,0.9103
1986,6,2,3,38,-3.0929
1986,6,2,4,39,-5.2654
1986,6,2,5,38,1.2812
1986,6,3,1,38,0.2218
1986,6,3,2,46,2.9102
1986,6,3,3,31,-1.1785
1986,6,3,4,34,5.6347
1986,6,3,5,33,-1.3433
1986,7,1,1,332,-8.8629
1986,7,1,2,148,-9.6264
1986,7,1,3,133,-7.3398
1986,7,1,4,174,-9.7065
1986,7,1,5,271,-9.3350
1986,7,2,1,55,-10.5416
1986,7,2,2,49,-7.7419
1986,7,2,3,41,-10.2642
1986,7,2,4,59,-9.4544
1986,7,2,5,62,-10.8874
1986,7,3,1,50,-5.4180
1986,7,3,2,59,-7.6565
1986,7,3,3,47,-8.5958
1986,7,3,4,39,-6.2054
1986,7,3,5,42,-7.6880
1986,8,1,1,331,0.2361
1986,8,1,2,148,1.0274
1986,8,1,3,132,0.1061
1986,8,1,4,172,0.3010
1986,8,1,5,270,1.1001
1986,8,2,1,55,2.5788
1986,8,2,2,49,1.5322
1986,8,2,3,41,4.6924
1986,8,2,4,58,5.1816
1986,8,2,5,62,3.4389
1986,8,3,1,50,6.2536
1986,8,3,2,58,3.0933
1986,8,3,3,47,5.9793
1986,8,3,4,39,2.9087
1986,8,3,5,42,5.4104
1986,9,1,1,325,-6.9146
1986,9,1,2,148,-5.7872
1986,9,1,3,131,-4.3313
1986,9,1,4,170,-5.9641
1986,9,1,5,270,-7.6957
1986,9,2,1,55,-6.6052
1986,9,2,2,49,-4.1208
1986,9,2,3,41,-6.1905
1986,9,2,4,57,-6.1335
1986,9,2,5,62,-6.8387
1986,9,3,1,50,-9.7381
1986,9,3,2,57,-10.1788
1986,9,3,3,47,-5.4362
1986,9,3,4,39,-11.2259
1986,9,3,5,41,-10.4610
1986,10,1,1,323,2.2149
1986,10,1,2,146,2.9865
1986,10,1,3,129,1.6934
1986,10,1,4,170,2.2268
1986,10,1,5,268,1.5648
1986,10,2,1,55,5.9875
1986,10,2,2,48,5.6618
1986,10,2,3,41,4.9676
1986,10,2,4,56,3.1926
1986,10,2,5,62,5.5469
1986,10,3,1,49,9.1233
1986,10,3,2,57,8.5474
1986,10,3,3,47,-0.3533
1986,10,3,4,39,8.9522
1986,10,3,5,41,8.5437
1986,11,1,1,316,-1.5120
1986,11,1,2,144,0.2141
1986,11,1,3,128,2.2449
1986,11,1,4,170,-0.1448
1986,11,1,5,265,0.4528
1986,11,2,1,55,-2.2448
1986,11,2,2,47,2.7891
1986,11,2,3,41,1.2749
1986,11,2,4,56,0.8517
1986,11,2,5,62,2.2603
1986,11,3,1,48,3.2839
1986,11,3,2,57,3.0685
1986,11,3,3,46,3.9857
1986,11,3,4,39,1.7354
1986,11,3,5,40,1.6722
1986,12,1,1,308,-3.2997
1986,12,1,2,143,-3.3877
1986,12,1,3,127,-1.7667
1986,12,1,4,169,-3.7983
1986,12,1,5,261,-4.2558
1986,12,2,1,55,-1.6549
1986,12,2,2,45,-1.6808
1986,12,2,3,41,-2.9030
1986,12,2,4,56,-4.4127
1986,12,2,5,62,-3.8425
1986,12,3,1,48,-2.5341
1986,12,3,2,57,-1.6722
1986,12,3,3,45,-2.8288
1986,12,3,4,39,-2.0306
1986,12,3,5,39,-3.9615
1987,1,1,1,304,11.3570
1987,1,1,2,137,11.2941
1987,1,1,3,126,8.3373
1987,1,1,4,164,11.1726
1987,1,1,5,260,10.3271
1987,1,2,1,55,9.3755
1987,1,2,2,45,14.6207
1987,1,2,3,39,12.7629
1987,1,2,4,55,10.3751
1987,1,2,5,62,11.6060
1987,1,3,1,48,17.6209
1987,1,3,2,56,14.3060
1987,1,3,3,43,10.9141
1987,1,3,4,39,12.4387
1987,1,3,5,39,19.8678
1987,2,1,1,300,7.5392
1987,2,1,2,136,12.4303
1987,2,1,3,126,8.5039
1987,2,1,4,162,8.3128
1987,2,1,5,258,9.1443
1987,2,2,1,55,10.2258
1987,2,2,2,45,6.7518
1987,2,2,3,39,7.6523
1987,2,2,4,55,9.6839
1987,2,2,5,62,10.2718
1987,2,3,1,48,4.7017
1987,2,3,2,55,5.7971
1987,2,3,3,43,6.6611
1987,2,3,4,39,9.6322
1987,2,3,5,39,8.2802
1987,3,1,1,298,1.2100
1987,3,1,2,137,1.4939
1987,3,1,3,125,3.1993
1987,3,1,4,162,3.2407
1987,3,1,5,256,2.0746
1987,3,2,1,55,3.7216
1987,3,2,2,45,5.3629
1987,3,2,3,38,1.0000
1987,3,2,4,55,0.3984
1987,3,2,5,62,2.0078
1987,3,3,1,46,4.2030
1987,3,3,2,55,1.9552
1987,3,3,3,43,3.9883
1987,3,3,4,39,3.2848
1987,3,3,5,39,2.7116
1987,4,1,1,297,-1.3086
1987,4,1,2,135,-2.4742
1987,4,1,3,122,-1.1683
1987,4,1,4,162,-1.6121
1987,4,1,5,253,-4.0876
1987,4,2,1,55,-3.1366
1987,4,2,2,45,-2.6545
1987,4,2,3,38,-4.2419
1987,4,2,4,55,-0.3801
1987,4,2,5,62,-0.6182
1987,4,3,1,46,-0.9209
1987,4,3,2,55,0.6372
1987,4,3,3,43,1.2508
1987,4,3,4,39,-3.5058
1987,4,3,5,39,0.1895
1987,5,1,1,296,1.4702
1987,5,1,2,134,0.8865
1987,5,1,3,121,0.6955
1987,5,1,4,162,-0.0680
1987,5,1,5,250,0.6734
1987,5,2,1,55,0.9785
1987,5,2,2,45,1.0323
1987,5,2,3,38,-0.6044
1987,5,2,4,55,2.1004
1987,5,2,5,60,-0.1731
1987,5,3,1,46,-0.6642
1987,5,3,2,53,1.1871
1987,5,3,3,43,0.7961
1987,5,3,4,39,4.3370
1987,5,3,5,39,-0.1251
1987,6,1,1,295,1.0767
1987,6,1,2,135,1.5907
1987,6,1,3,120,2.6370
1987,6,1,4,162,4.7363
1987,6,1,5,248,0.5724
1987,6,2,1,55,3.5410
1987,6,2,2,44,1.1701
1987,6,2,3,37,1.8190
1987,6,2,4,55,2.9718
1987,6,2,5,60,-1.3271
1987,6,3,1,46,4.9969
1987,6,3,2,53,5.1605
1987,6,3,3,43,3.8375
1987,6,3,4,39,6.1443
1987,6,3,5,39,4.1835
1987,7,1,1,345,2.8385
1987,7,1,2,190,2.8328
1987,7,1,3,120,5.1307
1987,7,1,4,162,1.4346
1987,7,1,5,298,2.3797
1987,7,2,1,55,4.4755
1987,7,2,2,51,4.1382
1987,7,2,3,41,4.5115
1987,7,2,4,53,3.6220
1987,7,2,5,67,1.9618
1987,7,3,1,51,2.2161
1987,7,3,2,58,5.5379
1987,7,3,3,47,4.6131
1987,7,3,4,40,5.3160
1987,7,3,5,38,6.3961
1987,8,1,1,343,2.7605
1987,8,1,2,189,1.0839
1987,8,1,3,119,2.8909
1987,8,1,4,159,3.7298
1987,8,1,5,297,2.2999
1987,8,2,1,55,4.1291
1987,8,2,2,51,3.2294
1987,8,2,3,41,1.7485
1987,8,2,4,53,5.5891
1987,8,2,5,65,3.2381
1987,8,3,1,50,5.5823
1987,8,3,2,58,5.2491
1987,8,3,3,47,3.3684
1987,8,3,4,40,4.3816
1987,8,3,5,38,4.1774
1987,9,1,1,337,-1.4092
1987,9,1,2,188,-0.0909
1987,9,1,3,119,-0.5376
1987,9,1,4,160,-0.5973
1987,9,1,5,295,-2.4484
1987,9,2,1,55,-4.0138
1987,9,2,2,51,-2.6274
1987,9,2,3,40,-1.0151
1987,9,2,4,53,-0.4077
1987,9,2,5,64,-0.5482
1987,9,3,1,50,-3.9056
1987,9,3,2,57,-1.8818
1987,9,3,3,47,-5.0835
1987,9,3,4,40,-2.9684
1987,9,3,5,38,-4.1399
1987,10,1,1,333,-33.6051
