year,month,rank_ME,rank_EM,nstocks,ret_vw
1978,7,2,5,116,6.3924
1978,7,3,1,111,5.7197
1978,7,3,2,124,5.8391
1978,7,3,3,153,5.7599
1978,7,3,4,153,5.3305
1978,7,3,5,152,6.0710
1978,8,1,1,545,9.3764
1978,8,1,2,322,9.1078
1978,8,1,3,265,10.1793
1978,8,1,4,256,9.2251
1978,8,1,5,455,7.7616
1978,8,2,1,128,7.7684
1978,8,2,2,145,9.0641
1978,8,2,3,104,8.3527
1978,8,2,4,121,8.4599
1978,8,2,5,115,6.3202
1978,8,3,1,110,4.0199
1978,8,3,2,124,4.8346
1978,8,3,3,151,4.3896
1978,8,3,4,153,3.8332
1978,8,3,5,152,0.8348
1978,9,1,1,541,-1.1969
1978,9,1,2,318,-0.3870
1978,9,1,3,263,-1.1249
1978,9,1,4,257,0.1300
1978,9,1,5,450,0.2246
1978,9,2,1,127,-1.8942
1978,9,2,2,145,-0.7556
1978,9,2,3,103,-1.7330
1978,9,2,4,121,-3.2561
1978,9,2,5,115,-0.8283
1978,9,3,1,110,1.6460
1978,9,3,2,124,0.3107
1978,9,3,3,150,-2.0377
1978,9,3,4,151,-1.8886
1978,9,3,5,151,-1.1082
1978,10,1,1,539,-21.2404
1978,10,1,2,317,-21.8827
1978,10,1,3,261,-24.1938
1978,10,1,4,258,-23.8289
1978,10,1,5,450,-25.0517
1978,10,2,1,124,-18.3549
1978,10,2,2,143,-19.4541
1978,10,2,3,103,-20.0762
1978,10,2,4,121,-20.8762
1978,10,2,5,116,-22.9927
1978,10,3,1,111,-10.8553
1978,10,3,2,124,-10.9706
1978,10,3,3,151,-10.8885
1978,10,3,4,150,-7.9070
1978,10,3,5,151,-9.4595
1978,11,1,1,536,5.7628
1978,11,1,2,318,6.4092
1978,11,1,3,262,8.5527
1978,11,1,4,255,6.4060
1978,11,1,5,446,6.5359
1978,11,2,1,124,6.3493
1978,11,2,2,142,5.8105
1978,11,2,3,103,7.7555
1978,11,2,4,120,8.8947
1978,11,2,5,116,8.3545
1978,11,3,1,111,4.5404
1978,11,3,2,123,2.3940
1978,11,3,3,151,2.1376
1978,11,3,4,150,2.7822
1978,11,3,5,150,3.6955
1978,12,1,1,534,1.4540
1978,12,1,2,316,2.2437
1978,12,1,3,260,2.8073
1978,12,1,4,252,2.1250
1978,12,1,5,446,1.9459
1978,12,2,1,124,1.7148
1978,12,2,2,141,2.4881
1978,12,2,3,103,2.8215
1978,12,2,4,120,3.0241
1978,12,2,5,116,2.2660
1978,12,3,1,111,1.0495
1978,12,3,2,123,2.2672
1978,12,3,3,151,0.2664
1978,12,3,4,148,2.9445
1978,12,3,5,148,0.3781
1979,1,1,1,535,9.5161
1979,1,1,2,314,9.0734
1979,1,1,3,260,11.5722
1979,1,1,4,251,10.3129
1979,1,1,5,439,10.8278
1979,1,2,1,124,7.9064
1979,1,2,2,141,7.9357
1979,1,2,3,103,6.8413
1979,1,2,4,118,8.5744
1979,1,2,5,115,8.8784
1979,1,3,1,111,4.6019
1979,1,3,2,123,4.6483
1979,1,3,3,151,4.9891
1979,1,3,4,148,3.6982
1979,1,3,5,148,5.0067
1979,2,1,1,533,-2.5615
1979,2,1,2,311,-3.2997
1979,2,1,3,257,-2.7591
1979,2,1,4,251,-2.0535
1979,2,1,5,434,-2.6564
1979,2,2,1,121,-3.7715
1979,2,2,2,139,-2.7923
1979,2,2,3,102,-3.6068
1979,2,2,4,117,-1.9329
1979,2,2,5,113,-1.2868
1979,2,3,1,110,-2.7772
1979,2,3,2,122,-3.5382
1979,2,3,3,149,-2.5340
1979,2,3,4,148,-2.7679
1979,2,3,5,149,-3.3835
1979,3,1,1,533,8.1582
1979,3,1,2,309,7.6014
1979,3,1,3,255,9.7013
1979,3,1,4,252,9.8965
1979,3,1,5,428,9.5908
1979,3,2,1,118,9.9054
1979,3,2,2,138,8.4593
1979,3,2,3,101,10.6848
1979,3,2,4,117,10.1052
1979,3,2,5,112,12.6736
1979,3,3,1,110,7.9699
1979,3,3,2,122,7.0486
1979,3,3,3,148,6.7667
1979,3,3,4,147,4.4089
1979,3,3,5,147,4.1368
1979,4,1,1,533,2.1559
1979,4,1,2,306,3.5757
1979,4,1,3,255,2.9059
1979,4,1,4,249,3.6005
1979,4,1,5,430,2.9949
1979,4,2,1,118,1.5996
1979,4,2,2,136,3.4309
1979,4,2,3,101,3.8065
1979,4,2,4,116,0.7135
1979,4,2,5,112,2.4349
1979,4,3,1,111,3.1675
1979,4,3,2,122,1.4080
1979,4,3,3,148,0.4094
1979,4,3,4,147,-0.9235
1979,4,3,5,147,-1.8082
1979,5,1,1,532,-0.5741
1979,5,1,2,303,-1.0229
1979,5,1,3,250,-2.0236
1979,5,1,4,249,-1.5782
1979,5,1,5,429,-2.2255
1979,5,2,1,117,-1.4067
1979,5,2,2,135,-1.8086
1979,5,2,3,100,-1.0110
1979,5,2,4,116,-1.0072
1979,5,2,5,111,-1.0810
1979,5,3,1,111,-2.5803
1979,5,3,2,122,-3.2806
1979,5,3,3,148,-0.8142
1979,5,3,4,147,-1.4073
1979,5,3,5,147,-0.6200
1979,6,1,1,530,3.9941
1979,6,1,2,302,4.4395
1979,6,1,3,247,7.2560
1979,6,1,4,247,4.7135
1979,6,1,5,427,6.4938
1979,6,2,1,117,4.4566
1979,6,2,2,135,3.6409
1979,6,2,3,99,3.7146
1979,6,2,4,116,5.6555
1979,6,2,5,110,9.1734
1979,6,3,1,110,6.3247
1979,6,3,2,122,4.7147
1979,6,3,3,147,4.1295
1979,6,3,4,147,2.2136
1979,6,3,5,147,3.9347
1979,7,1,1,505,3.0167
1979,7,1,2,284,2.4173
1979,7,1,3,263,3.6126
1979,7,1,4,286,1.3266
1979,7,1,5,497,2.4250
1979,7,2,1,117,3.5714
1979,7,2,2,121,3.3909
1979,7,2,3,115,3.6590
1979,7,2,4,120,3.5934
1979,7,2,5,141,1.0337
1979,7,3,1,117,2.2425
1979,7,3,2,124,2.5445
1979,7,3,3,146,2.9893
1979,7,3,4,145,-0.8360
1979,7,3,5,153,0.5318
1979,8,1,1,501,8.4258
1979,8,1,2,281,7.9366
1979,8,1,3,262,7.6706
1979,8,1,4,285,7.8827
1979,8,1,5,493,8.0946
1979,8,2,1,115,8.8880
1979,8,2,2,118,8.3722
1979,8,2,3,114,9.2087
1979,8,2,4,120,8.0562
1979,8,2,5,140,8.0246
1979,8,3,1,116,7.1194
1979,8,3,2,124,6.7717
1979,8,3,3,145,7.1248
1979,8,3,4,145,4.9661
1979,8,3,5,153,5.7204
1979,9,1,1,497,-0.7998
1979,9,1,2,276,-0.7180
1979,9,1,3,262,-0.4307
1979,9,1,4,283,0.5206
1979,9,1,5,489,-1.2588
1979,9,2,1,114,-1.7046
1979,9,2,2,117,-1.3346
1979,9,2,3,114,0.8269
1979,9,2,4,119,0.4893
1979,9,2,5,141,2.4284
1979,9,3,1,115,4.0278
1979,9,3,2,124,0.5405
1979,9,3,3,144,-0.5985
1979,9,3,4,145,-1.7848
1979,9,3,5,153,-1.4838
1979,10,1,1,496,-9.8106
1979,10,1,2,274,-9.4682
1979,10,1,3,260,-11.0439
1979,10,1,4,280,-10.7801
1979,10,1,5,490,-10.8711
1979,10,2,1,114,-11.7323
1979,10,2,2,116,-10.7100
1979,10,2,3,113,-9.5310
1979,10,2,4,119,-8.9559
1979,10,2,5,141,-8.7599
1979,10,3,1,115,-5.2494
1979,10,3,2,123,-7.7768
1979,10,3,3,144,-6.5300
1979,10,3,4,145,-6.3452
1979,10,3,5,152,-6.4544
1979,11,1,1,495,5.1574
1979,11,1,2,274,6.3571
1979,11,1,3,259,8.8209
1979,11,1,4,282,9.1180
1979,11,1,5,490,9.8386
1979,11,2,1,114,6.4940
1979,11,2,2,116,8.0603
1979,11,2,3,112,7.4875
1979,11,2,4,120,8.7566
1979,11,2,5,140,13.6677
1979,11,3,1,115,4.7900
1979,11,3,2,123,5.1363
1979,11,3,3,144,5.4301
1979,11,3,4,145,5.7484
1979,11,3,5,152,7.5233
1979,12,1,1,489,6.0589
1979,12,1,2,274,6.3837
1979,12,1,3,258,7.5014
1979,12,1,4,279,9.1711
1979,12,1,5,486,9.9788
1979,12,2,1,114,6.5514
1979,12,2,2,116,5.1817
1979,12,2,3,111,4.4166
1979,12,2,4,119,7.1345
1979,12,2,5,140,7.5870
1979,12,3,1,115,1.6374
1979,12,3,2,123,3.3033
1979,12,3,3,142,3.4812
1979,12,3,4,145,1.3238
1979,12,3,5,151,1.6807
1980,1,1,1,482,9.1694
1980,1,1,2,272,8.2261
1980,1,1,3,257,9.5766
1980,1,1,4,276,11.8331
1980,1,1,5,483,13.3620
1980,1,2,1,113,7.3649
1980,1,2,2,114,5.5549
1980,1,2,3,110,7.7902
1980,1,2,4,119,5.6805
1980,1,2,5,139,9.5765
1980,1,3,1,114,11.5493
1980,1,3,2,122,7.6916
1980,1,3,3,142,6.6355
1980,1,3,4,145,4.5772
1980,1,3,5,151,1.4073
1980,2,1,1,476,-2.5142
1980,2,1,2,268,-1.3778
1980,2,1,3,253,-1.4301
1980,2,1,4,273,0.0479
1980,2,1,5,481,0.5805
1980,2,2,1,112,-4.0143
1980,2,2,2,114,-3.9008
1980,2,2,3,109,-2.7601
1980,2,2,4,118,-0.3198
1980,2,2,5,139,1.8603
1980,2,3,1,111,6.0027
1980,2,3,2,122,-0.8910
1980,2,3,3,141,-0.3774
1980,2,3,4,145,-2.2080
1980,2,3,5,150,-2.8965
1980,3,1,1,470,-17.2119
1980,3,1,2,266,-16.6474
1980,3,1,3,253,-17.8383
1980,3,1,4,270,-19.5604
1980,3,1,5,480,-21.6363
1980,3,2,1,111,-15.6337
1980,3,2,2,114,-16.2652
1980,3,2,3,108,-16.5974
1980,3,2,4,117,-17.7249
1980,3,2,5,138,-20.6636
1980,3,3,1,111,-13.7292
1980,3,3,2,122,-12.7813
1980,3,3,3,140,-10.7370
1980,3,3,4,144,-8.7886
1980,3,3,5,150,-7.0561
1980,4,1,1,470,5.1571
1980,4,1,2,265,6.7073
1980,4,1,3,252,6.5274
1980,4,1,4,271,8.3227
1980,4,1,5,475,6.0884
1980,4,2,1,111,3.7213
1980,4,2,2,114,4.3336
1980,4,2,3,108,6.3814
1980,4,2,4,117,6.0405
1980,4,2,5,136,7.2398
1980,4,3,1,111,3.5642
1980,4,3,2,121,3.2016
1980,4,3,3,140,4.7007
1980,4,3,4,144,4.8069
1980,4,3,5,150,7.8105
1980,5,1,1,469,6.8438
1980,5,1,2,267,7.4692
1980,5,1,3,251,6.5752
1980,5,1,4,268,6.8183
1980,5,1,5,474,6.6733
1980,5,2,1,111,8.7833
1980,5,2,2,113,8.6879
1980,5,2,3,108,7.9009
1980,5,2,4,117,8.0337
1980,5,2,5,135,8.4791
1980,5,3,1,111,4.0735
1980,5,3,2,121,7.5347
1980,5,3,3,140,5.9394
1980,5,3,4,145,5.9660
1980,5,3,5,150,4.7754
1980,6,1,1,466,5.8130
1980,6,1,2,264,3.3335
1980,6,1,3,249,4.6540
1980,6,1,4,268,2.7554
1980,6,1,5,473,4.3066
1980,6,2,1,111,2.5025
1980,6,2,2,112,3.3583
1980,6,2,3,108,4.1951
1980,6,2,4,116,6.6054
1980,6,2,5,134,5.1424
1980,6,3,1,111,3.6641
1980,6,3,2,121,3.0241
1980,6,3,3,140,3.5061
1980,6,3,4,144,2.0891
1980,6,3,5,149,3.1504
1980,7,1,1,462,9.2248
1980,7,1,2,283,11.1935
1980,7,1,3,251,11.7341
1980,7,1,4,291,12.6677
1980,7,1,5,509,10.4639
1980,7,2,1,152,10.1949
1980,7,2,2,121,10.9917
1980,7,2,3,103,11.6410
1980,7,2,4,105,9.9246
1980,7,2,5,186,11.8628
1980,7,3,1,110,5.3764
1980,7,3,2,125,7.4850
1980,7,3,3,144,7.2785
1980,7,3,4,142,9.0176
1980,7,3,5,165,7.2316
1980,8,1,1,462,6.7084
1980,8,1,2,283,8.4066
1980,8,1,3,251,7.9474
1980,8,1,4,291,8.7013
1980,8,1,5,506,10.4903
1980,8,2,1,152,4.6139
1980,8,2,2,121,5.8258
1980,8,2,3,102,7.5146
1980,8,2,4,103,3.8871
1980,8,2,5,186,6.7107
1980,8,3,1,110,1.8088
1980,8,3,2,125,2.1557
1980,8,3,3,144,1.5102
1980,8,3,4,142,2.0891
1980,8,3,5,165,1.1630
1980,9,1,1,462,3.2129
1980,9,1,2,284,2.2548
1980,9,1,3,250,3.2636
1980,9,1,4,286,2.3369
1980,9,1,5,498,5.2709
1980,9,2,1,151,3.0898
1980,9,2,2,121,3.5280
1980,9,2,3,102,3.8133
1980,9,2,4,102,3.2056
1980,9,2,5,185,4.6758
1980,9,3,1,110,3.6619
1980,9,3,2,124,4.2152
1980,9,3,3,144,0.5927
1980,9,3,4,142,4.7897
1980,9,3,5,165,3.1418
1980,10,1,1,459,3.8745
1980,10,1,2,283,6.1457
1980,10,1,3,247,5.1411
1980,10,1,4,284,4.9574
1980,10,1,5,496,6.7086
1980,10,2,1,150,1.8151
1980,10,2,2,118,1.7043
1980,10,2,3,101,2.4250
1980,10,2,4,101,3.4437
1980,10,2,5,183,7.1125
1980,10,3,1,109,4.0178
1980,10,3,2,123,3.3599
1980,10,3,3,144,1.1171
1980,10,3,4,142,0.9094
1980,10,3,5,165,0.7589
1980,11,1,1,454,4.2966
1980,11,1,2,283,3.8083
1980,11,1,3,247,5.6703
1980,11,1,4,285,7.7090
1980,11,1,5,494,13.2783
1980,11,2,1,150,4.5445
1980,11,2,2,118,4.9476
1980,11,2,3,101,3.9372
1980,11,2,4,100,9.1388
1980,11,2,5,183,14.3558
1980,11,3,1,109,15.4262
1980,11,3,2,120,15.4966
1980,11,3,3,144,6.6620
1980,11,3,4,142,11.2932
1980,11,3,5,166,11.0834
1980,12,1,1,451,-4.4414
1980,12,1,2,283,-4.3722
1980,12,1,3,247,-3.9653
1980,12,1,4,282,-4.1820
1980,12,1,5,492,-6.7919
1980,12,2,1,149,-1.9997
1980,12,2,2,117,-1.9547
1980,12,2,3,101,-2.1779
1980,12,2,4,100,-2.5175
1980,12,2,5,180,-5.6919
1980,12,3,1,109,-7.7876
1980,12,3,2,120,-3.9516
1980,12,3,3,144,-1.7852
1980,12,3,4,141,-3.3712
1980,12,3,5,166,-0.2032
1981,1,1,1,453,2.0232
1981,1,1,2,280,1.3331
1981,1,1,3,245,1.1179
1981,1,1,4,278,-1.8522
1981,1,1,5,491,-4.0699
1981,1,2,1,148,2.0881
1981,1,2,2,116,0.6472
1981,1,2,3,101,0.0401
1981,1,2,4,100,-2.9838
1981,1,2,5,180,-5.0163
1981,1,3,1,109,-6.1641
1981,1,3,2,119,-5.9681
1981,1,3,3,142,-1.8059
1981,1,3,4,141,-5.1839
1981,1,3,5,166,-5.0695
1981,2,1,1,450,0.8457
1981,2,1,2,278,1.5864
1981,2,1,3,241,1.3876
1981,2,1,4,277,-0.2126
1981,2,1,5,487,-2.7834
1981,2,2,1,148,3.5558
1981,2,2,2,115,1.4885
1981,2,2,3,101,0.9467
1981,2,2,4,99,1.7004
1981,2,2,5,181,0.6553
1981,2,3,1,109,0.6996
1981,2,3,2,119,3.4111
1981,2,3,3,142,2.5597
1981,2,3,4,140,2.1883
1981,2,3,5,165,1.3378
1981,3,1,1,445,8.9491
1981,3,1,2,277,9.3498
1981,3,1,3,240,9.8556
1981,3,1,4,276,6.6476
1981,3,1,5,479,7.3730
1981,3,2,1,147,8.1054
1981,3,2,2,115,8.5404
1981,3,2,3,99,9.1061
1981,3,2,4,99,7.7141
1981,3,2,5,178,5.9114
1981,3,3,1,109,1.0982
1981,3,3,2,118,3.3729
1981,3,3,3,141,3.5658
1981,3,3,4,139,6.8869
1981,3,3,5,165,6.0873
1981,4,1,1,442,3.9423
1981,4,1,2,276,5.5765
1981,4,1,3,237,4.2161
1981,4,1,4,275,5.2734
1981,4,1,5,480,2.4870
1981,4,2,1,146,3.1161
1981,4,2,2,113,3.8864
1981,4,2,3,99,2.6011
1981,4,2,4,98,1.8194
1981,4,2,5,176,0.3919
1981,4,3,1,108,-3.7210
1981,4,3,2,118,-2.6527
1981,4,3,3,141,-1.1560
1981,4,3,4,140,-1.6141
1981,4,3,5,165,-0.6594
1981,5,1,1,441,4.3758
1981,5,1,2,273,3.3234
1981,5,1,3,237,5.3407
1981,5,1,4,273,4.5636
1981,5,1,5,474,3.7447
1981,5,2,1,145,3.4836
1981,5,2,2,113,2.6835
1981,5,2,3,99,4.2196
1981,5,2,4,98,3.2045
1981,5,2,5,175,4.2806
1981,5,3,1,108,-2.2814
1981,5,3,2,118,-0.2343
1981,5,3,3,141,1.0524
1981,5,3,4,139,0.5759
1981,5,3,5,163,3.0536
1981,6,1,1,440,2.8810
1981,6,1,2,274,1.4750
1981,6,1,3,234,-0.9227
1981,6,1,4,272,-2.9700
1981,6,1,5,473,-5.5135
1981,6,2,1,143,0.0662
1981,6,2,2,113,-1.9224
1981,6,2,3,97,-1.9504
1981,6,2,4,97,-3.5418
1981,6,2,5,174,-6.0245
1981,6,3,1,107,3.2149
1981,6,3,2,117,-0.9633
1981,6,3,3,141,-1.1332
1981,6,3,4,139,-2.7835
1981,6,3,5,163,-3.6368
1981,7,1,1,476,-1.8431
1981,7,1,2,279,-2.3142
1981,7,1,3,227,-3.8938
1981,7,1,4,251,-2.3790
1981,7,1,5,553,-4.2780
1981,7,2,1,126,-2.0073
1981,7,2,2,108,-2.2564
1981,7,2,3,104,-2.4074
1981,7,2,4,108,-1.7853
1981,7,2,5,192,-1.5653
1981,7,3,1,99,2.8006
1981,7,3,2,128,-0.2159
1981,7,3,3,133,-0.5411
1981,7,3,4,156,-0.5383
1981,7,3,5,159,2.1310
1981,8,1,1,471,-5.1442
1981,8,1,2,275,-7.3731
1981,8,1,3,226,-7.5757
1981,8,1,4,249,-7.5088
1981,8,1,5,552,-12.5608
1981,8,2,1,125,-6.3380
1981,8,2,2,108,-6.7951
1981,8,2,3,104,-5.1166
1981,8,2,4,107,-7.2614
1981,8,2,5,191,-8.7810
1981,8,3,1,97,-5.8328
1981,8,3,2,127,-4.2835
1981,8,3,3,133,-5.2965
1981,8,3,4,156,-6.1240
1981,8,3,5,159,-7.0398
1981,9,1,1,465,-6.3299
1981,9,1,2,272,-7.0200
1981,9,1,3,224,-7.7528
1981,9,1,4,246,-9.5076
1981,9,1,5,550,-12.4369
1981,9,2,1,125,-6.0081
1981,9,2,2,109,-4.2186
1981,9,2,3,103,-6.6782
1981,9,2,4,107,-8.7513
1981,9,2,5,190,-11.1615
1981,9,3,1,97,-7.2844
1981,9,3,2,127,-2.9965
1981,9,3,3,131,-6.8898
1981,9,3,4,155,-5.9189
1981,9,3,5,158,-7.5901
1981,10,1,1,460,7.0300
1981,10,1,2,268,7.5368
1981,10,1,3,224,8.7834
1981,10,1,4,246,7.9119
1981,10,1,5,545,9.7192
1981,10,2,1,124,4.9971
1981,10,2,2,109,7.1529
1981,10,2,3,102,5.9728
1981,10,2,4,107,9.0339
1981,10,2,5,190,9.4067
1981,10,3,1,97,3.6261
1981,10,3,2,126,2.4866
1981,10,3,3,130,7.6064
1981,10,3,4,155,7.3824
1981,10,3,5,158,8.9982
1981,11,1,1,461,3.7646
1981,11,1,2,267,3.5383
1981,11,1,3,222,2.0376
1981,11,1,4,245,1.5332
1981,11,1,5,543,0.1154
1981,11,2,1,123,4.2647
1981,11,2,2,108,3.9350
1981,11,2,3,101,4.5788
1981,11,2,4,106,3.6672
1981,11,2,5,191,0.7047
1981,11,3,1,96,6.1184
1981,11,3,2,126,4.7187
1981,11,3,3,129,4.0784
1981,11,3,4,155,4.3805
1981,11,3,5,158,3.1240
1981,12,1,1,458,-0.1574
1981,12,1,2,266,-0.7300
1981,12,1,3,219,-0.1514
1981,12,1,4,244,-2.1642
1981,12,1,5,539,-4.0604
1981,12,2,1,122,0.0875
1981,12,2,2,106,0.6141
1981,12,2,3,101,-0.3266
1981,12,2,4,106,-1.9305
1981,12,2,5,191,-3.6168
1981,12,3,1,97,-4.0975
1981,12,3,2,126,-1.3825
1981,12,3,3,129,-1.9050
1981,12,3,4,155,-3.0317
1981,12,3,5,156,-4.1106
1982,1,1,1,454,-0.6291
1982,1,1,2,264,-1.4334
1982,1,1,3,220,-0.4150
1982,1,1,4,243,-0.7975
1982,1,1,5,536,-3.6904
1982,1,2,1,122,-3.0442
1982,1,2,2,106,-4.3497
1982,1,2,3,100,-0.9584
1982,1,2,4,104,-3.2057
1982,1,2,5,191,-7.4718
1982,1,3,1,97,-3.3920
1982,1,3,2,125,-0.9200
1982,1,3,3,128,-3.2550
1982,1,3,4,155,-2.0275
1982,1,3,5,156,-2.3285
1982,2,1,1,451,-2.4679
1982,2,1,2,263,-3.0272
1982,2,1,3,219,-2.5196
1982,2,1,4,242,-2.9099
1982,2,1,5,539,-6.5066
1982,2,2,1,121,-2.9403
1982,2,2,2,107,-2.1367
1982,2,2,3,100,-3.3158
1982,2,2,4,104,-4.1289
1982,2,2,5,190,-9.0667
1982,2,3,1,96,-3.8539
1982,2,3,2,125,-4.3367
1982,2,3,3,127,-6.0083
1982,2,3,4,155,-4.7250
1982,2,3,5,156,-7.4326
1982,3,1,1,446,-0.7286
1982,3,1,2,263,0.4631
1982,3,1,3,216,-0.4243
1982,3,1,4,240,-0.5218
1982,3,1,5,535,-2.2733
1982,3,2,1,121,0.3689
1982,3,2,2,106,1.2082
1982,3,2,3,99,0.9950
1982,3,2,4,104,-0.3305
1982,3,2,5,189,-3.6845
1982,3,3,1,96,0.2181
1982,3,3,2,125,0.3277
1982,3,3,3,127,-0.7225
1982,3,3,4,155,-0.1702
1982,3,3,5,156,-3.5673
1982,4,1,1,444,5.9835
1982,4,1,2,261,4.6679
1982,4,1,3,215,6.0137
1982,4,1,4,240,5.3694
1982,4,1,5,531,6.6916
1982,4,2,1,120,6.2138
1982,4,2,2,103,5.2700
1982,4,2,3,99,6.2104
1982,4,2,4,104,5.8998
1982,4,2,5,188,5.9322
1982,4,3,1,95,3.3230
1982,4,3,2,125,3.5783
1982,4,3,3,127,4.8962
1982,4,3,4,154,5.0639
1982,4,3,5,154,5.4016
1982,5,1,1,439,-0.7452
1982,5,1,2,259,-1.6637
1982,5,1,3,213,-2.0860
1982,5,1,4,239,-0.7648
1982,5,1,5,528,-2.3647
1982,5,2,1,120,-2.2069
1982,5,2,2,103,-2.1329
1982,5,2,3,99,-2.3595
1982,5,2,4,104,-2.7511
1982,5,2,5,188,-5.1410
1982,5,3,1,95,0.4135
1982,5,3,2,125,-1.1782
1982,5,3,3,127,-4.3581
1982,5,3,4,154,-3.8796
1982,5,3,5,152,-4.2803
1982,6,1,1,437,-1.2255
1982,6,1,2,258,-1.6784
1982,6,1,3,211,-2.5798
1982,6,1,4,233,-2.5545
1982,6,1,5,525,-3.4289
1982,6,2,1,120,0.0061
1982,6,2,2,103,-1.1627
1982,6,2,3,99,-0.0152
1982,6,2,4,104,-0.3103
1982,6,2,5,187,-5.8203
1982,6,3,1,95,-1.3762
1982,6,3,2,124,-1.0176
1982,6,3,3,127,-1.7067
1982,6,3,4,154,-1.7184
1982,6,3,5,153,-4.6679
1982,7,1,1,468,-0.2493
1982,7,1,2,227,-0.8714
1982,7,1,3,249,-0.8629
1982,7,1,4,297,-1.5771
1982,7,1,5,647,-3.4112
1982,7,2,1,120,1.0969
1982,7,2,2,95,-0.3801
1982,7,2,3,106,-1.5025
1982,7,2,4,111,-3.1693
1982,7,2,5,179,-2.0601
1982,7,3,1,110,-3.5051
1982,7,3,2,131,-1.0530
1982,7,3,3,127,-2.8727
1982,7,3,4,151,-2.5732
1982,7,3,5,148,-1.9394
1982,8,1,1,466,5.1717
1982,8,1,2,225,5.8567
1982,8,1,3,249,6.5917
1982,8,1,4,297,7.4589
1982,8,1,5,642,5.3811
1982,8,2,1,118,10.0023
1982,8,2,2,95,9.7310
1982,8,2,3,106,9.0967
1982,8,2,4,111,9.6312
1982,8,2,5,177,9.4439
1982,8,3,1,110,11.9302
1982,8,3,2,130,11.2609
1982,8,3,3,126,14.0584
1982,8,3,4,151,13.7342
1982,8,3,5,148,12.9816
1982,9,1,1,465,6.3967
1982,9,1,2,225,3.3864
1982,9,1,3,246,2.4921
1982,9,1,4,297,1.6495
1982,9,1,5,642,2.4762
1982,9,2,1,117,4.0790
1982,9,2,2,95,5.0591
1982,9,2,3,106,3.4166
1982,9,2,4,111,2.3684
1982,9,2,5,176,1.3097
1982,9,3,1,111,1.3550
1982,9,3,2,128,1.3505
1982,9,3,3,125,0.2945
1982,9,3,4,151,0.8419
1982,9,3,5,148,0.7267
1982,10,1,1,457,13.3962
1982,10,1,2,223,13.4853
1982,10,1,3,245,13.8091
1982,10,1,4,296,13.5939
1982,10,1,5,642,14.2824
1982,10,2,1,116,10.9539
1982,10,2,2,93,10.5589
1982,10,2,3,105,12.6211
1982,10,2,4,110,13.3747
1982,10,2,5,175,16.4147
1982,10,3,1,111,10.1439
1982,10,3,2,127,8.8574
1982,10,3,3,125,12.2470
1982,10,3,4,151,14.1909
1982,10,3,5,148,11.0895
1982,11,1,1,456,11.5827
1982,11,1,2,221,10.2047
1982,11,1,3,246,6.8088
1982,11,1,4,294,12.0562
1982,11,1,5,639,8.8470
1982,11,2,1,114,6.5520
1982,11,2,2,92,7.7418
1982,11,2,3,105,9.2360
1982,11,2,4,109,7.2417
1982,11,2,5,172,9.5682
1982,11,3,1,110,2.8888
1982,11,3,2,127,3.3915
1982,11,3,3,125,4.7803
1982,11,3,4,151,6.1459
1982,11,3,5,148,6.3100
1982,12,1,1,455,1.8455
1982,12,1,2,223,2.2676
1982,12,1,3,247,1.6608
1982,12,1,4,293,2.0639
1982,12,1,5,639,3.0095
1982,12,2,1,113,1.7171
1982,12,2,2,92,2.6422
1982,12,2,3,105,0.4383
1982,12,2,4,109,2.1773
1982,12,2,5,172,-0.0139
1982,12,3,1,109,2.9613
1982,12,3,2,127,1.9678
1982,12,3,3,125,1.6622
1982,12,3,4,151,1.1126
1982,12,3,5,148,0.4353
1983,1,1,1,451,8.4360
1983,1,1,2,223,7.9623
1983,1,1,3,244,7.5961
1983,1,1,4,292,11.4815
1983,1,1,5,634,12.1221
1983,1,2,1,113,4.4753
1983,1,2,2,90,3.7678
1983,1,2,3,105,5.5245
1983,1,2,4,109,6.5305
1983,1,2,5,170,8.6449
1983,1,3,1,109,3.4772
1983,1,3,2,127,6.2020
1983,1,3,3,125,2.0769
1983,1,3,4,149,2.6728
1983,1,3,5,147,4.3883
1983,2,1,1,444,8.1514
1983,2,1,2,222,6.0718
1983,2,1,3,243,6.8894
1983,2,1,4,288,5.8244
1983,2,1,5,628,3.1294
1983,2,2,1,111,6.5021
1983,2,2,2,89,6.9851
1983,2,2,3,104,6.0914
1983,2,2,4,109,5.2601
1983,2,2,5,169,4.6036
1983,2,3,1,109,1.9269
1983,2,3,2,126,1.5749
1983,2,3,3,125,3.3956
1983,2,3,4,149,5.1029
1983,2,3,5,147,2.1672
1983,3,1,1,441,7.2354
1983,3,1,2,221,5.3591
1983,3,1,3,242,5.0190
1983,3,1,4,286,6.4470
1983,3,1,5,620,3.9302
1983,3,2,1,111,5.8652
1983,3,2,2,89,5.6225
1983,3,2,3,104,3.7025
1983,3,2,4,109,3.8043
1983,3,2,5,168,2.0908
1983,3,3,1,108,4.8770
1983,3,3,2,126,2.1011
1983,3,3,3,125,2.8730
1983,3,3,4,149,2.8816
1983,3,3,5,147,1.9438
1983,4,1,1,439,8.8716
1983,4,1,2,221,8.1594
1983,4,1,3,241,6.1500
1983,4,1,4,286,8.8192
1983,4,1,5,612,6.3052
1983,4,2,1,111,7.5550
1983,4,2,2,89,7.8753
1983,4,2,3,103,3.3907
1983,4,2,4,109,6.3205
