year,month,rank_ME,rank_SPq_6,nstocks,ret_vw
1967,1,1,1,38,17.2112
1967,1,1,2,45,20.6370
1967,1,1,3,73,20.8546
1967,1,1,4,101,19.0916
1967,1,1,5,234,21.2457
1967,1,2,1,27,7.5389
1967,1,2,2,40,16.6567
1967,1,2,3,56,18.6994
1967,1,2,4,56,18.4293
1967,1,2,5,66,17.4573
1967,1,3,1,154,5.5994
1967,1,3,2,127,7.8607
1967,1,3,3,90,9.2939
1967,1,3,4,78,11.8365
1967,1,3,5,42,15.5535
1967,2,1,1,49,5.5510
1967,2,1,2,70,5.4916
1967,2,1,3,106,4.1625
1967,2,1,4,150,4.4978
1967,2,1,5,263,4.5223
1967,2,2,1,36,1.8429
1967,2,2,2,52,2.6200
1967,2,2,3,78,1.8077
1967,2,2,4,81,1.1217
1967,2,2,5,81,2.1220
1967,2,3,1,165,2.1117
1967,2,3,2,158,-0.8605
1967,2,3,3,116,0.9552
1967,2,3,4,99,0.8386
1967,2,3,5,51,1.5919
1967,3,1,1,52,12.3868
1967,3,1,2,83,5.3685
1967,3,1,3,125,8.1597
1967,3,1,4,178,8.4144
1967,3,1,5,279,5.0416
1967,3,2,1,41,5.3539
1967,3,2,2,63,5.8021
1967,3,2,3,84,7.3449
1967,3,2,4,87,7.5516
1967,3,2,5,88,5.7732
1967,3,3,1,169,3.8471
1967,3,3,2,163,4.6443
1967,3,3,3,129,4.5902
1967,3,3,4,110,4.9358
1967,3,3,5,57,7.0282
1967,4,1,1,54,5.3184
1967,4,1,2,93,4.3205
1967,4,1,3,138,5.3987
1967,4,1,4,195,3.0556
1967,4,1,5,297,5.6142
1967,4,2,1,47,4.3875
1967,4,2,2,74,2.6177
1967,4,2,3,90,5.1231
1967,4,2,4,91,5.0157
1967,4,2,5,90,3.5625
1967,4,3,1,172,3.3063
1967,4,3,2,172,5.3634
1967,4,3,3,139,4.7969
1967,4,3,4,114,4.4400
1967,4,3,5,61,4.2904
1967,5,1,1,70,1.7128
1967,5,1,2,108,-0.6733
1967,5,1,3,158,0.6681
1967,5,1,4,220,-0.9274
1967,5,1,5,316,0.2283
1967,5,2,1,55,-1.0709
1967,5,2,2,83,-3.7905
1967,5,2,3,105,-2.3720
1967,5,2,4,102,-2.2657
1967,5,2,5,98,-0.4494
1967,5,3,1,185,-5.0048
1967,5,3,2,184,-4.8783
1967,5,3,3,152,-4.5039
1967,5,3,4,129,-2.3373
1967,5,3,5,80,-3.0752
1967,6,1,1,71,11.6404
1967,6,1,2,117,10.1096
1967,6,1,3,166,13.3062
1967,6,1,4,234,10.5711
1967,6,1,5,323,11.4524
1967,6,2,1,58,8.3880
1967,6,2,2,93,4.8572
1967,6,2,3,110,8.6567
1967,6,2,4,110,7.2699
1967,6,2,5,101,6.7908
1967,6,3,1,190,1.6413
1967,6,3,2,187,1.1496
1967,6,3,3,161,2.5630
1967,6,3,4,132,3.9336
1967,6,3,5,82,4.9714
1967,7,1,1,71,10.4068
1967,7,1,2,121,6.8504
1967,7,1,3,166,9.3546
1967,7,1,4,228,10.0966
1967,7,1,5,302,9.6301
1967,7,2,1,61,5.2492
1967,7,2,2,94,7.0811
1967,7,2,3,110,8.0733
1967,7,2,4,109,8.2705
1967,7,2,5,99,9.5177
1967,7,3,1,185,0.8440
1967,7,3,2,185,7.1672
1967,7,3,3,160,6.4482
1967,7,3,4,125,6.7117
1967,7,3,5,80,7.1025
1967,8,1,1,86,-1.4179
1967,8,1,2,124,-0.7748
1967,8,1,3,175,0.6859
1967,8,1,4,232,0.8323
1967,8,1,5,304,0.2914
1967,8,2,1,71,-2.2929
1967,8,2,2,101,-0.2173
1967,8,2,3,114,1.2533
1967,8,2,4,114,0.2624
1967,8,2,5,100,0.0259
1967,8,3,1,198,-0.8861
1967,8,3,2,198,-1.1492
1967,8,3,3,173,-0.4925
1967,8,3,4,135,-0.2965
1967,8,3,5,87,-0.1509
1967,9,1,1,89,13.6718
1967,9,1,2,123,8.7919
1967,9,1,3,169,8.9095
1967,9,1,4,230,7.2281
1967,9,1,5,304,6.7315
1967,9,2,1,69,5.3955
1967,9,2,2,101,4.5001
1967,9,2,3,117,4.0544
1967,9,2,4,115,4.0680
1967,9,2,5,99,4.3735
1967,9,3,1,199,3.9077
1967,9,3,2,196,2.6197
1967,9,3,3,177,3.7059
1967,9,3,4,136,2.4494
1967,9,3,5,87,4.1787
1967,10,1,1,86,0.2499
1967,10,1,2,121,-1.0962
1967,10,1,3,166,-1.4908
1967,10,1,4,225,-1.9523
1967,10,1,5,293,-1.9184
1967,10,2,1,73,-3.7593
1967,10,2,2,102,-3.4854
1967,10,2,3,113,-3.2860
1967,10,2,4,107,-4.8947
1967,10,2,5,103,-2.4717
1967,10,3,1,191,-0.7187
1967,10,3,2,191,-5.0080
1967,10,3,3,173,-2.7238
1967,10,3,4,137,-4.0251
1967,10,3,5,85,-3.1346
1967,11,1,1,92,-0.5499
1967,11,1,2,134,-0.9955
1967,11,1,3,184,1.0824
1967,11,1,4,238,1.2821
1967,11,1,5,293,-0.0648
1967,11,2,1,83,3.0350
1967,11,2,2,110,0.6403
1967,11,2,3,119,0.1024
1967,11,2,4,113,0.8756
1967,11,2,5,108,0.0480
1967,11,3,1,194,1.9963
1967,11,3,2,193,-0.3897
1967,11,3,3,183,-0.6298
1967,11,3,4,153,0.5284
1967,11,3,5,94,0.9904
1967,12,1,1,93,11.1860
1967,12,1,2,137,8.9728
1967,12,1,3,188,9.7221
1967,12,1,4,227,11.1895
1967,12,1,5,283,8.3196
1967,12,2,1,86,9.4590
1967,12,2,2,110,5.0546
1967,12,2,3,117,4.9304
1967,12,2,4,115,7.3112
1967,12,2,5,107,6.1486
1967,12,3,1,190,2.5663
1967,12,3,2,191,1.7482
1967,12,3,3,183,3.3071
1967,12,3,4,152,4.6835
1967,12,3,5,95,3.9861
1968,1,1,1,96,3.7152
1968,1,1,2,127,-0.0446
1968,1,1,3,192,3.2622
1968,1,1,4,216,3.0494
1968,1,1,5,275,5.3569
1968,1,2,1,85,-3.9491
1968,1,2,2,104,-2.2202
1968,1,2,3,104,-1.2196
1968,1,2,4,107,0.6607
1968,1,2,5,101,2.0761
1968,1,3,1,182,-4.6074
1968,1,3,2,169,-5.5602
1968,1,3,3,170,-3.3411
1968,1,3,4,152,-3.1917
1968,1,3,5,81,-4.1325
1968,2,1,1,105,-7.5162
1968,2,1,2,146,-9.7426
1968,2,1,3,211,-7.8536
1968,2,1,4,233,-6.0480
1968,2,1,5,286,-4.7339
1968,2,2,1,93,-4.6422
1968,2,2,2,114,-5.9467
1968,2,2,3,115,-6.2407
1968,2,2,4,116,-4.3636
1968,2,2,5,107,-4.0851
1968,2,3,1,198,-3.0658
1968,2,3,2,180,-2.5080
1968,2,3,3,188,-2.8167
1968,2,3,4,155,-3.7645
1968,2,3,5,80,-3.7062
1968,3,1,1,107,-2.7211
1968,3,1,2,154,-2.5026
1968,3,1,3,209,-1.0624
1968,3,1,4,227,-1.3119
1968,3,1,5,289,-0.4818
1968,3,2,1,99,-1.9702
1968,3,2,2,114,-3.1999
1968,3,2,3,119,-0.9921
1968,3,2,4,112,-1.4104
1968,3,2,5,107,-0.2690
1968,3,3,1,198,1.2500
1968,3,3,2,184,0.8797
1968,3,3,3,178,0.3654
1968,3,3,4,159,-1.0531
1968,3,3,5,81,0.8821
1968,4,1,1,106,16.0724
1968,4,1,2,147,16.0109
1968,4,1,3,200,17.2643
1968,4,1,4,218,16.5897
1968,4,1,5,276,16.5660
1968,4,2,1,96,13.6427
1968,4,2,2,110,14.3175
1968,4,2,3,108,15.8553
1968,4,2,4,108,14.0272
1968,4,2,5,101,11.7584
1968,4,3,1,192,7.6552
1968,4,3,2,172,10.3146
1968,4,3,3,173,7.9247
1968,4,3,4,149,10.2260
1968,4,3,5,78,12.1388
1968,5,1,1,116,14.1428
1968,5,1,2,155,11.2906
1968,5,1,3,215,11.6849
1968,5,1,4,238,9.8449
1968,5,1,5,298,10.0788
1968,5,2,1,99,8.6102
1968,5,2,2,123,6.0287
1968,5,2,3,121,7.3613
1968,5,2,4,108,5.8374
1968,5,2,5,108,7.6483
1968,5,3,1,197,2.4648
1968,5,3,2,182,0.5826
1968,5,3,3,181,0.7335
1968,5,3,4,156,2.7984
1968,5,3,5,83,2.0911
1968,6,1,1,122,1.1599
1968,6,1,2,159,-0.7285
1968,6,1,3,218,0.6054
1968,6,1,4,242,0.8253
1968,6,1,5,298,2.7862
1968,6,2,1,103,1.1808
1968,6,2,2,121,-1.1110
1968,6,2,3,126,0.3918
1968,6,2,4,110,-0.0357
1968,6,2,5,106,-0.0194
1968,6,3,1,197,1.2146
1968,6,3,2,184,0.7945
1968,6,3,3,174,1.4182
1968,6,3,4,161,0.3155
1968,6,3,5,89,-1.4726
1968,7,1,1,117,-4.7258
1968,7,1,2,160,-3.7217
1968,7,1,3,201,-3.5739
1968,7,1,4,232,-3.4356
1968,7,1,5,289,-2.6264
1968,7,2,1,100,-4.1555
1968,7,2,2,115,-4.9572
1968,7,2,3,125,-4.2218
1968,7,2,4,103,-2.7119
1968,7,2,5,102,-3.3253
1968,7,3,1,190,-2.9203
1968,7,3,2,172,-2.7828
1968,7,3,3,156,0.2720
1968,7,3,4,144,-1.8434
1968,7,3,5,82,-3.4337
1968,8,1,1,128,5.2971
1968,8,1,2,182,3.3241
1968,8,1,3,211,4.7508
1968,8,1,4,243,5.0181
1968,8,1,5,302,5.1504
1968,8,2,1,104,1.5484
1968,8,2,2,123,3.8696
1968,8,2,3,138,3.9711
1968,8,2,4,113,4.0217
1968,8,2,5,100,4.7738
1968,8,3,1,201,0.7843
1968,8,3,2,183,2.1130
1968,8,3,3,177,1.5344
1968,8,3,4,150,1.6039
1968,8,3,5,88,1.6269
1968,9,1,1,131,10.5622
1968,9,1,2,193,6.0171
1968,9,1,3,217,5.6235
1968,9,1,4,253,6.8457
1968,9,1,5,295,7.7591
1968,9,2,1,112,5.8194
1968,9,2,2,125,5.8282
1968,9,2,3,138,6.7198
1968,9,2,4,113,7.8505
1968,9,2,5,103,7.1214
1968,9,3,1,200,2.1230
1968,9,3,2,184,4.6838
1968,9,3,3,174,4.7807
1968,9,3,4,149,6.8449
1968,9,3,5,88,7.2088
1968,10,1,1,135,-3.6089
1968,10,1,2,181,-0.7268
1968,10,1,3,208,0.1917
1968,10,1,4,244,0.7099
1968,10,1,5,279,1.5265
1968,10,2,1,116,0.3973
1968,10,2,2,119,0.6650
1968,10,2,3,131,2.0472
1968,10,2,4,110,0.8896
1968,10,2,5,92,2.0809
1968,10,3,1,189,-1.0933
1968,10,3,2,179,0.7655
1968,10,3,3,170,2.8759
1968,10,3,4,139,2.1117
1968,10,3,5,86,1.5592
1968,11,1,1,143,9.1490
1968,11,1,2,194,6.2750
1968,11,1,3,222,5.6211
1968,11,1,4,252,7.9808
1968,11,1,5,279,7.0621
1968,11,2,1,126,8.0985
1968,11,2,2,125,8.5855
1968,11,2,3,140,7.1867
1968,11,2,4,118,8.1551
1968,11,2,5,100,7.1567
1968,11,3,1,195,6.9176
1968,11,3,2,189,5.1024
1968,11,3,3,179,4.3979
1968,11,3,4,145,5.1061
1968,11,3,5,93,4.9854
1968,12,1,1,142,7.3294
1968,12,1,2,202,2.0314
