year,month,rank_ME,rank_VFP,nstocks,ret_vw
1988,9,3,4,103,2.7709
1988,9,3,5,76,4.5234
1988,10,1,1,120,-3.2717
1988,10,1,2,63,-1.8196
1988,10,1,3,46,-0.6383
1988,10,1,4,79,-0.9979
1988,10,1,5,181,-2.2142
1988,10,2,1,114,-1.4141
1988,10,2,2,89,-0.8722
1988,10,2,3,74,0.1210
1988,10,2,4,69,1.7108
1988,10,2,5,76,-1.5698
1988,10,3,1,108,0.3401
1988,10,3,2,119,1.4977
1988,10,3,3,106,2.9609
1988,10,3,4,103,3.7956
1988,10,3,5,76,5.2797
1988,11,1,1,120,-5.5092
1988,11,1,2,63,-2.9100
1988,11,1,3,45,-1.1273
1988,11,1,4,78,-3.1139
1988,11,1,5,181,-4.8447
1988,11,2,1,112,-2.9485
1988,11,2,2,88,-1.4288
1988,11,2,3,73,-2.8859
1988,11,2,4,69,-2.7584
1988,11,2,5,76,-3.1289
1988,11,3,1,105,-1.4690
1988,11,3,2,119,-2.0956
1988,11,3,3,106,-1.3740
1988,11,3,4,102,-0.3505
1988,11,3,5,76,-0.9554
1988,12,1,1,117,5.1638
1988,12,1,2,62,5.0900
1988,12,1,3,44,3.4622
1988,12,1,4,78,5.8616
1988,12,1,5,180,4.6629
1988,12,2,1,111,4.8963
1988,12,2,2,88,4.6269
1988,12,2,3,72,3.8672
1988,12,2,4,69,2.8406
1988,12,2,5,76,5.4839
1988,12,3,1,103,3.2572
1988,12,3,2,118,2.9477
1988,12,3,3,106,0.7002
1988,12,3,4,102,2.1212
1988,12,3,5,76,2.4117
1989,1,1,1,117,4.6694
1989,1,1,2,62,5.0258
1989,1,1,3,44,2.1119
1989,1,1,4,76,4.9568
1989,1,1,5,178,4.2100
1989,1,2,1,111,3.5755
1989,1,2,2,86,4.0525
1989,1,2,3,72,4.2135
1989,1,2,4,68,4.9382
1989,1,2,5,76,4.3838
1989,1,3,1,101,6.5307
1989,1,3,2,118,6.7820
1989,1,3,3,106,6.2642
1989,1,3,4,101,6.7733
1989,1,3,5,75,7.2633
1989,2,1,1,116,2.1230
1989,2,1,2,62,0.7448
1989,2,1,3,44,2.0341
1989,2,1,4,76,3.1719
1989,2,1,5,177,0.4109
1989,2,2,1,111,2.2572
1989,2,2,2,86,-0.0299
1989,2,2,3,71,1.6939
1989,2,2,4,67,-0.0455
1989,2,2,5,75,-0.2369
1989,2,3,1,101,-1.2416
1989,2,3,2,117,-3.3135
1989,2,3,3,105,-2.3285
1989,2,3,4,101,-2.2780
1989,2,3,5,75,-1.9711
1989,3,1,1,115,1.8073
1989,3,1,2,62,3.3131
1989,3,1,3,43,2.0635
1989,3,1,4,75,1.8529
1989,3,1,5,174,1.6001
1989,3,2,1,110,2.3323
1989,3,2,2,85,2.7553
1989,3,2,3,71,3.1284
1989,3,2,4,67,2.5414
1989,3,2,5,74,2.0508
1989,3,3,1,101,1.2637
1989,3,3,2,117,0.3545
1989,3,3,3,105,3.4009
1989,3,3,4,101,2.0241
1989,3,3,5,75,1.6110
1989,4,1,1,115,5.2482
1989,4,1,2,61,0.9599
1989,4,1,3,43,4.7759
1989,4,1,4,75,1.8270
1989,4,1,5,174,3.8008
1989,4,2,1,110,6.5170
1989,4,2,2,85,6.3751
1989,4,2,3,70,3.6322
1989,4,2,4,66,3.2192
1989,4,2,5,74,4.0827
1989,4,3,1,101,6.6802
1989,4,3,2,117,4.9534
1989,4,3,3,103,6.7074
1989,4,3,4,101,4.6713
1989,4,3,5,75,3.7045
1989,5,1,1,114,3.6650
1989,5,1,2,61,2.7812
1989,5,1,3,43,1.5989
1989,5,1,4,74,3.5502
1989,5,1,5,170,3.4963
1989,5,2,1,110,4.3813
1989,5,2,2,84,5.8276
1989,5,2,3,69,3.7346
1989,5,2,4,66,6.8385
1989,5,2,5,74,2.6938
1989,5,3,1,101,5.2484
1989,5,3,2,117,3.6096
1989,5,3,3,103,6.0371
1989,5,3,4,101,3.7867
1989,5,3,5,75,1.9019
1989,6,1,1,114,-1.1311
1989,6,1,2,61,-0.9345
1989,6,1,3,43,-1.3382
1989,6,1,4,71,-0.5651
1989,6,1,5,169,-1.2992
1989,6,2,1,109,-2.4223
1989,6,2,2,83,-3.4240
1989,6,2,3,69,0.6721
1989,6,2,4,66,-1.1908
1989,6,2,5,73,-1.7422
1989,6,3,1,100,-0.9469
1989,6,3,2,117,-0.3522
1989,6,3,3,103,-1.7601
1989,6,3,4,100,-0.2644
1989,6,3,5,73,-1.1365
1989,7,1,1,125,3.9967
1989,7,1,2,67,6.9885
1989,7,1,3,80,2.7871
1989,7,1,4,87,4.7023
1989,7,1,5,203,2.3106
1989,7,2,1,105,5.5033
1989,7,2,2,85,5.3855
1989,7,2,3,74,3.7215
1989,7,2,4,87,6.2006
1989,7,2,5,85,1.7522
1989,7,3,1,114,7.2434
1989,7,3,2,132,11.8109
1989,7,3,3,103,7.8125
1989,7,3,4,93,6.0402
1989,7,3,5,82,6.7712
1989,8,1,1,124,0.8621
1989,8,1,2,67,-0.0518
1989,8,1,3,80,2.7689
1989,8,1,4,87,2.2784
1989,8,1,5,203,2.3705
1989,8,2,1,105,2.0561
1989,8,2,2,85,3.5711
1989,8,2,3,74,1.8808
1989,8,2,4,87,3.2665
1989,8,2,5,85,5.1289
1989,8,3,1,110,0.2172
1989,8,3,2,131,-0.1060
1989,8,3,3,103,0.5587
1989,8,3,4,93,2.8443
1989,8,3,5,82,7.4671
1989,9,1,1,122,0.7333
1989,9,1,2,67,1.5791
1989,9,1,3,80,-0.5028
1989,9,1,4,86,0.1109
1989,9,1,5,202,-1.7440
1989,9,2,1,103,0.9452
1989,9,2,2,84,0.6602
1989,9,2,3,73,-0.3058
1989,9,2,4,87,0.1527
1989,9,2,5,85,1.3921
1989,9,3,1,107,0.0669
1989,9,3,2,130,1.6028
1989,9,3,3,103,0.2141
1989,9,3,4,93,-2.2721
1989,9,3,5,82,-3.1820
1989,10,1,1,122,-6.8858
1989,10,1,2,66,-5.1311
1989,10,1,3,80,-5.7508
1989,10,1,4,86,-3.8009
1989,10,1,5,202,-6.4620
1989,10,2,1,102,-5.2421
1989,10,2,2,83,-3.2122
1989,10,2,3,73,-6.0568
1989,10,2,4,87,-6.8574
1989,10,2,5,84,-7.8131
1989,10,3,1,107,-3.8565
1989,10,3,2,130,-0.3814
1989,10,3,3,103,-0.1901
1989,10,3,4,93,-2.6377
1989,10,3,5,82,-5.1216
1989,11,1,1,122,0.4300
1989,11,1,2,66,-1.6160
1989,11,1,3,80,2.2979
1989,11,1,4,86,-1.3053
1989,11,1,5,202,-1.1583
1989,11,2,1,102,3.0932
1989,11,2,2,82,2.4973
1989,11,2,3,73,1.5456
1989,11,2,4,87,0.8769
1989,11,2,5,84,-1.3723
1989,11,3,1,107,1.7780
1989,11,3,2,128,2.7639
1989,11,3,3,103,4.0727
1989,11,3,4,93,2.2002
1989,11,3,5,82,-1.0332
1989,12,1,1,122,3.1164
1989,12,1,2,66,-1.3198
1989,12,1,3,80,-0.0400
1989,12,1,4,86,-0.5505
1989,12,1,5,200,1.2808
1989,12,2,1,99,1.9579
1989,12,2,2,81,1.5742
1989,12,2,3,73,2.3848
1989,12,2,4,87,1.6671
1989,12,2,5,84,0.2648
1989,12,3,1,106,1.5441
1989,12,3,2,128,3.9313
1989,12,3,3,103,4.3098
1989,12,3,4,93,1.7163
1989,12,3,5,82,0.7849
1990,1,1,1,122,-9.3707
1990,1,1,2,66,-8.0806
1990,1,1,3,80,-8.1837
1990,1,1,4,86,-5.8038
1990,1,1,5,200,-8.8550
1990,1,2,1,99,-9.4165
1990,1,2,2,81,-7.6943
1990,1,2,3,73,-8.5116
1990,1,2,4,87,-6.8962
1990,1,2,5,83,-6.5962
1990,1,3,1,104,-9.0682
1990,1,3,2,126,-8.3604
1990,1,3,3,103,-5.9634
1990,1,3,4,93,-2.9764
1990,1,3,5,82,-6.0099
1990,2,1,1,120,5.6027
1990,2,1,2,66,2.1582
1990,2,1,3,80,3.0312
1990,2,1,4,86,3.0311
1990,2,1,5,198,3.5131
1990,2,2,1,97,2.7659
1990,2,2,2,80,3.2219
1990,2,2,3,71,3.3840
1990,2,2,4,87,1.9426
1990,2,2,5,82,4.2829
1990,2,3,1,101,0.8926
1990,2,3,2,126,0.1390
1990,2,3,3,103,0.9689
1990,2,3,4,93,2.4551
1990,2,3,5,82,2.7533
1990,3,1,1,119,4.4538
1990,3,1,2,66,4.0617
1990,3,1,3,80,3.4820
1990,3,1,4,86,2.2416
1990,3,1,5,197,4.1389
1990,3,2,1,95,4.7075
1990,3,2,2,79,4.0475
1990,3,2,3,71,1.7342
1990,3,2,4,87,5.5492
1990,3,2,5,82,5.6895
1990,3,3,1,101,1.5014
1990,3,3,2,127,4.1302
1990,3,3,3,103,2.0631
1990,3,3,4,93,2.1583
1990,3,3,5,82,3.2290
1990,4,1,1,119,-3.1343
1990,4,1,2,66,-2.4834
1990,4,1,3,79,-0.7534
1990,4,1,4,86,-0.5609
1990,4,1,5,197,-3.2550
1990,4,2,1,95,-2.4831
1990,4,2,2,78,-1.8544
1990,4,2,3,71,-3.0768
1990,4,2,4,87,-2.7368
1990,4,2,5,82,-2.9941
1990,4,3,1,101,-2.0922
1990,4,3,2,127,-0.7993
1990,4,3,3,103,-3.1530
1990,4,3,4,93,-2.7821
1990,4,3,5,81,-3.5196
1990,5,1,1,119,9.1566
1990,5,1,2,66,9.5847
1990,5,1,3,79,7.3900
1990,5,1,4,86,4.3203
1990,5,1,5,196,8.0375
1990,5,2,1,95,8.6675
1990,5,2,2,78,6.1623
1990,5,2,3,71,7.0272
1990,5,2,4,87,7.5429
1990,5,2,5,82,8.6976
1990,5,3,1,100,10.1195
1990,5,3,2,127,11.1118
1990,5,3,3,103,7.4892
1990,5,3,4,93,8.9029
1990,5,3,5,81,5.9632
1990,6,1,1,119,0.5379
1990,6,1,2,65,0.5672
1990,6,1,3,78,2.2959
1990,6,1,4,86,1.0454
1990,6,1,5,196,-0.6095
1990,6,2,1,95,1.6304
1990,6,2,2,77,1.2792
1990,6,2,3,71,2.4092
1990,6,2,4,87,-2.1642
1990,6,2,5,82,0.7071
1990,6,3,1,100,-0.7081
1990,6,3,2,127,0.5645
1990,6,3,3,103,-0.2317
1990,6,3,4,93,-1.1086
1990,6,3,5,81,-1.2064
1990,7,1,1,118,-3.7777
1990,7,1,2,71,-5.4912
1990,7,1,3,76,-2.1631
1990,7,1,4,65,-5.2879
1990,7,1,5,219,-4.7142
1990,7,2,1,112,-1.4620
1990,7,2,2,86,-0.6360
1990,7,2,3,100,-4.8619
1990,7,2,4,56,-4.6559
1990,7,2,5,94,-3.4007
1990,7,3,1,138,-0.4036
1990,7,3,2,108,0.4662
1990,7,3,3,112,-0.2337
1990,7,3,4,96,0.0737
1990,7,3,5,60,-2.0136
1990,8,1,1,118,-13.5488
1990,8,1,2,71,-14.4782
1990,8,1,3,76,-16.8115
1990,8,1,4,65,-16.0961
1990,8,1,5,218,-15.7509
1990,8,2,1,110,-11.9979
1990,8,2,2,86,-14.1939
1990,8,2,3,100,-12.5880
1990,8,2,4,56,-11.0662
1990,8,2,5,94,-15.3199
1990,8,3,1,137,-8.1695
1990,8,3,2,108,-8.5016
1990,8,3,3,112,-8.8831
1990,8,3,4,96,-9.1910
1990,8,3,5,60,-11.6092
1990,9,1,1,115,-7.7445
1990,9,1,2,71,-6.5894
1990,9,1,3,76,-9.9263
1990,9,1,4,65,-6.1594
1990,9,1,5,218,-10.7632
1990,9,2,1,109,-6.7328
1990,9,2,2,85,-10.3783
1990,9,2,3,100,-7.2787
1990,9,2,4,56,-4.6612
1990,9,2,5,93,-9.3345
1990,9,3,1,135,-5.2204
1990,9,3,2,108,-2.7448
1990,9,3,3,112,-3.0591
1990,9,3,4,96,-3.9307
1990,9,3,5,60,-8.1797
1990,10,1,1,114,-7.3626
1990,10,1,2,71,-5.6122
1990,10,1,3,76,-5.0862
1990,10,1,4,65,-7.6278
1990,10,1,5,218,-7.1155
1990,10,2,1,109,-4.1867
1990,10,2,2,85,-6.1332
1990,10,2,3,100,-5.7507
1990,10,2,4,56,-2.4758
1990,10,2,5,93,-9.7323
1990,10,3,1,135,-0.3644
1990,10,3,2,108,-0.0503
1990,10,3,3,111,1.0317
1990,10,3,4,96,1.7514
1990,10,3,5,60,-0.8285
1990,11,1,1,114,6.9726
1990,11,1,2,71,6.9749
1990,11,1,3,76,3.7511
1990,11,1,4,65,6.4332
1990,11,1,5,218,4.3340
1990,11,2,1,108,9.4253
1990,11,2,2,84,7.7943
1990,11,2,3,99,7.7877
1990,11,2,4,56,7.1367
1990,11,2,5,93,10.0064
1990,11,3,1,135,6.5603
1990,11,3,2,108,5.8226
1990,11,3,3,111,4.5506
1990,11,3,4,96,5.3105
1990,11,3,5,60,5.6539
1990,12,1,1,115,0.8505
1990,12,1,2,71,4.6620
1990,12,1,3,76,5.4670
1990,12,1,4,64,2.2481
1990,12,1,5,218,2.4643
1990,12,2,1,108,5.4254
1990,12,2,2,83,5.0680
1990,12,2,3,97,6.0932
1990,12,2,4,56,3.2598
1990,12,2,5,93,4.1751
1990,12,3,1,135,2.2866
1990,12,3,2,108,3.0402
1990,12,3,3,111,2.4443
1990,12,3,4,96,3.5697
1990,12,3,5,60,2.6865
1991,1,1,1,114,9.6737
1991,1,1,2,71,6.1194
1991,1,1,3,76,9.0227
1991,1,1,4,64,11.8848
1991,1,1,5,217,10.3580
1991,1,2,1,108,7.6600
1991,1,2,2,83,8.6182
1991,1,2,3,97,11.0503
1991,1,2,4,56,5.3559
1991,1,2,5,92,10.9435
1991,1,3,1,134,4.3998
1991,1,3,2,108,2.7792
1991,1,3,3,111,5.3733
1991,1,3,4,96,3.7927
1991,1,3,5,60,8.4898
1991,2,1,1,114,9.7736
1991,2,1,2,71,11.8046
1991,2,1,3,76,13.6013
1991,2,1,4,64,11.3523
1991,2,1,5,216,13.6916
1991,2,2,1,107,10.3277
1991,2,2,2,83,9.5116
1991,2,2,3,97,9.6855
1991,2,2,4,56,7.3779
1991,2,2,5,92,10.4122
1991,2,3,1,133,7.9500
1991,2,3,2,108,5.8842
1991,2,3,3,111,5.7315
1991,2,3,4,96,7.8660
1991,2,3,5,60,8.0620
1991,3,1,1,113,5.8009
1991,3,1,2,70,8.0388
1991,3,1,3,76,4.8213
1991,3,1,4,64,8.6644
1991,3,1,5,216,7.3898
1991,3,2,1,107,5.3113
1991,3,2,2,83,6.7215
1991,3,2,3,97,4.0432
1991,3,2,4,56,3.6524
1991,3,2,5,92,4.6604
1991,3,3,1,133,2.6198
1991,3,3,2,108,2.8634
1991,3,3,3,111,0.2526
1991,3,3,4,96,2.0748
1991,3,3,5,60,1.8681
1991,4,1,1,113,-2.5117
1991,4,1,2,69,-1.3013
1991,4,1,3,75,-0.5134
1991,4,1,4,64,3.1709
1991,4,1,5,216,0.9683
1991,4,2,1,107,-0.9591
1991,4,2,2,83,2.5404
1991,4,2,3,97,-0.6375
1991,4,2,4,56,-0.0046
1991,4,2,5,92,-0.1198
1991,4,3,1,132,-1.1026
1991,4,3,2,108,0.0522
1991,4,3,3,111,0.2096
1991,4,3,4,96,1.2702
1991,4,3,5,60,-0.6054
1991,5,1,1,112,1.6077
1991,5,1,2,69,4.6557
1991,5,1,3,74,3.6645
1991,5,1,4,63,3.7418
1991,5,1,5,216,4.3058
1991,5,2,1,107,3.0827
1991,5,2,2,83,5.6071
1991,5,2,3,96,5.5391
1991,5,2,4,56,2.7225
1991,5,2,5,92,3.6250
1991,5,3,1,132,3.4527
1991,5,3,2,108,4.0952
1991,5,3,3,111,3.0004
1991,5,3,4,96,4.9344
1991,5,3,5,60,8.0654
1991,6,1,1,112,-4.1920
1991,6,1,2,68,-4.5096
1991,6,1,3,74,-3.2261
1991,6,1,4,63,-6.4014
1991,6,1,5,215,-4.6122
1991,6,2,1,107,-4.9085
1991,6,2,2,83,-5.6127
1991,6,2,3,95,-5.7682
1991,6,2,4,56,-2.0413
1991,6,2,5,91,-4.2138
1991,6,3,1,132,-5.9682
1991,6,3,2,108,-3.6834
1991,6,3,3,111,-3.9383
1991,6,3,4,95,-3.5996
1991,6,3,5,60,-4.0536
1991,7,1,1,120,3.3273
1991,7,1,2,62,3.4441
1991,7,1,3,65,0.4524
1991,7,1,4,71,4.0672
1991,7,1,5,234,4.4177
1991,7,2,1,105,3.2772
1991,7,2,2,97,5.1200
1991,7,2,3,91,2.3265
1991,7,2,4,69,5.2725
1991,7,2,5,98,1.8659
1991,7,3,1,132,5.9793
1991,7,3,2,125,4.1433
1991,7,3,3,107,3.2443
1991,7,3,4,102,4.9940
1991,7,3,5,62,5.6658
1991,8,1,1,119,6.4678
1991,8,1,2,62,4.3885
1991,8,1,3,65,1.5454
1991,8,1,4,71,3.5162
1991,8,1,5,234,2.6995
1991,8,2,1,104,4.3347
1991,8,2,2,94,3.3632
1991,8,2,3,91,2.0941
1991,8,2,4,69,2.2123
1991,8,2,5,98,3.5927
1991,8,3,1,131,3.0763
1991,8,3,2,124,1.5331
1991,8,3,3,107,1.7206
1991,8,3,4,102,2.9458
1991,8,3,5,62,2.9630
1991,9,1,1,119,-1.6747
1991,9,1,2,62,-1.0487
1991,9,1,3,65,0.4472
1991,9,1,4,71,-3.6326
1991,9,1,5,233,-0.0257
1991,9,2,1,104,1.9487
1991,9,2,2,94,-0.7942
1991,9,2,3,91,-0.1320
1991,9,2,4,69,-0.9031
1991,9,2,5,98,-0.2684
1991,9,3,1,130,-0.8525
1991,9,3,2,124,-2.3946
1991,9,3,3,107,-1.6483
1991,9,3,4,102,0.5655
1991,9,3,5,62,-0.9970
1991,10,1,1,119,4.2711
1991,10,1,2,61,1.9841
1991,10,1,3,65,2.3789
1991,10,1,4,71,7.8412
1991,10,1,5,233,3.9737
1991,10,2,1,104,0.8548
1991,10,2,2,94,2.9487
1991,10,2,3,91,1.0886
1991,10,2,4,69,2.0383
1991,10,2,5,98,1.1221
1991,10,3,1,129,3.7549
1991,10,3,2,124,2.6103
1991,10,3,3,107,1.6982
1991,10,3,4,102,-0.3973
1991,10,3,5,62,1.4871
1991,11,1,1,119,-4.8613
1991,11,1,2,61,-4.2588
1991,11,1,3,65,-1.3792
1991,11,1,4,71,-6.8118
1991,11,1,5,233,-3.0197
1991,11,2,1,103,-4.7571
1991,11,2,2,94,-5.3365
1991,11,2,3,91,-4.4567
1991,11,2,4,69,-2.6161
1991,11,2,5,98,-5.5898
1991,11,3,1,129,-1.1089
1991,11,3,2,124,-5.0120
1991,11,3,3,107,-4.9840
1991,11,3,4,102,-3.1844
1991,11,3,5,62,-2.7223
1991,12,1,1,118,7.2632
1991,12,1,2,61,8.4657
1991,12,1,3,64,8.6334
1991,12,1,4,69,5.7644
1991,12,1,5,232,6.3295
1991,12,2,1,103,9.2546
1991,12,2,2,94,10.5316
1991,12,2,3,90,8.2765
1991,12,2,4,68,10.1109
1991,12,2,5,98,9.2285
1991,12,3,1,129,14.4247
1991,12,3,2,124,11.7412
1991,12,3,3,107,9.1939
1991,12,3,4,102,7.9236
1991,12,3,5,62,8.1782
1992,1,1,1,118,11.4313
1992,1,1,2,61,12.8879
1992,1,1,3,64,10.2062
1992,1,1,4,69,6.8586
1992,1,1,5,231,15.2295
1992,1,2,1,103,4.1302
1992,1,2,2,94,5.7243
1992,1,2,3,90,5.4130
1992,1,2,4,68,4.2104
1992,1,2,5,98,9.7796
1992,1,3,1,129,-2.0538
1992,1,3,2,124,-1.3495
1992,1,3,3,107,-2.7625
1992,1,3,4,102,-0.7866
1992,1,3,5,62,1.5328
1992,2,1,1,118,1.2435
1992,2,1,2,60,4.2585
1992,2,1,3,64,2.0516
1992,2,1,4,69,3.2145
1992,2,1,5,230,6.6021
1992,2,2,1,101,-0.1573
1992,2,2,2,94,1.8850
1992,2,2,3,90,4.2310
1992,2,2,4,68,4.9203
1992,2,2,5,98,4.0524
1992,2,3,1,129,1.4549
1992,2,3,2,124,0.0061
1992,2,3,3,107,1.1361
1992,2,3,4,102,0.4144
1992,2,3,5,62,0.8375
1992,3,1,1,118,-5.9019
1992,3,1,2,58,0.3978
1992,3,1,3,64,-0.8719
1992,3,1,4,69,-2.3451
1992,3,1,5,230,-4.6245
1992,3,2,1,101,-5.1288
1992,3,2,2,93,-2.1931
1992,3,2,3,90,-2.9728
1992,3,2,4,68,-2.0986
1992,3,2,5,98,-7.1778
1992,3,3,1,129,-3.9187
1992,3,3,2,124,-0.4292
1992,3,3,3,107,-2.0971
1992,3,3,4,102,-2.2403
1992,3,3,5,62,-3.1220
1992,4,1,1,118,-6.3044
1992,4,1,2,58,-4.6920
1992,4,1,3,64,-2.0289
1992,4,1,4,68,-4.7715
1992,4,1,5,230,-4.9234
1992,4,2,1,101,-6.2985
1992,4,2,2,93,-0.6664
1992,4,2,3,89,-2.4762
1992,4,2,4,67,-2.4388
1992,4,2,5,98,-3.2074
1992,4,3,1,129,0.5770
1992,4,3,2,124,3.3599
1992,4,3,3,107,4.7723
1992,4,3,4,102,4.2893
1992,4,3,5,62,1.3347
1992,5,1,1,118,-0.2462
1992,5,1,2,58,0.2115
1992,5,1,3,64,0.3789
1992,5,1,4,68,1.5992
1992,5,1,5,229,-1.8175
1992,5,2,1,101,-2.2153
1992,5,2,2,93,-1.9003
1992,5,2,3,89,0.4170
1992,5,2,4,67,0.8537
1992,5,2,5,98,0.7147
1992,5,3,1,129,1.9839
1992,5,3,2,123,-0.4303
1992,5,3,3,107,0.1501
1992,5,3,4,102,0.5869
1992,5,3,5,62,0.1108
1992,6,1,1,118,-8.9333
1992,6,1,2,58,-7.3781
1992,6,1,3,64,-3.4334
1992,6,1,4,68,-6.0466
1992,6,1,5,229,-6.3422
1992,6,2,1,100,-5.0126
1992,6,2,2,93,-3.9588
1992,6,2,3,89,-4.1444
1992,6,2,4,67,-2.1449
1992,6,2,5,98,-4.3800
1992,6,3,1,129,-3.0293
1992,6,3,2,123,-3.2885
1992,6,3,3,107,-1.5965
1992,6,3,4,102,-0.3933
1992,6,3,5,62,-3.9516
1992,7,1,1,97,1.3660
1992,7,1,2,54,0.9043
1992,7,1,3,49,0.3820
1992,7,1,4,86,3.5420
1992,7,1,5,251,1.1645
1992,7,2,1,112,2.7829
1992,7,2,2,86,2.5581
1992,7,2,3,81,3.9283
1992,7,2,4,98,2.8885
1992,7,2,5,83,3.4658
1992,7,3,1,130,4.3652
1992,7,3,2,123,4.6270
1992,7,3,3,114,4.3057
1992,7,3,4,94,3.1117
1992,7,3,5,59,5.5079
1992,8,1,1,97,-3.9665
1992,8,1,2,54,-2.4772
1992,8,1,3,49,-0.6825
1992,8,1,4,86,-1.8354
1992,8,1,5,251,-2.6615
1992,8,2,1,112,-3.1223
1992,8,2,2,86,-2.6549
1992,8,2,3,81,-1.2156
1992,8,2,4,98,-0.4147
1992,8,2,5,83,-4.6396
1992,8,3,1,130,-1.2483
1992,8,3,2,123,-0.4920
1992,8,3,3,114,-3.6858
1992,8,3,4,94,-4.0888
1992,8,3,5,59,-1.0466
1992,9,1,1,97,2.1029
1992,9,1,2,54,0.7147
1992,9,1,3,49,-2.8506
1992,9,1,4,86,5.1029
1992,9,1,5,251,1.4391
1992,9,2,1,112,1.9568
1992,9,2,2,86,2.6930
1992,9,2,3,81,1.3398
1992,9,2,4,98,3.1801
1992,9,2,5,83,0.6131
1992,9,3,1,130,0.0573
1992,9,3,2,123,2.1278
1992,9,3,3,114,0.2496
1992,9,3,4,94,-0.6131
1992,9,3,5,59,2.6156
1992,10,1,1,97,0.6868
1992,10,1,2,54,5.2051
1992,10,1,3,49,3.7646
1992,10,1,4,86,6.2108
1992,10,1,5,251,1.4588
1992,10,2,1,112,4.4812
1992,10,2,2,86,4.0637
1992,10,2,3,81,2.1352
1992,10,2,4,98,3.5139
1992,10,2,5,83,2.6863
1992,10,3,1,128,1.6180
1992,10,3,2,123,1.2339
1992,10,3,3,114,0.6067
1992,10,3,4,94,-1.5366
1992,10,3,5,59,-3.9598
1992,11,1,1,97,9.7545
1992,11,1,2,54,11.5275
1992,11,1,3,49,6.7743
1992,11,1,4,86,9.3273
1992,11,1,5,249,9.2441
1992,11,2,1,112,7.2064
1992,11,2,2,86,5.6683
1992,11,2,3,80,5.0378
1992,11,2,4,96,7.6673
1992,11,2,5,82,8.6454
1992,11,3,1,128,2.9887
1992,11,3,2,123,1.5565
1992,11,3,3,114,3.5170
1992,11,3,4,94,3.7891
1992,11,3,5,59,3.6498
1992,12,1,1,97,1.8550
1992,12,1,2,54,2.3798
1992,12,1,3,49,3.5310
1992,12,1,4,86,4.1682
1992,12,1,5,249,3.2616
1992,12,2,1,112,3.4600
1992,12,2,2,86,2.3656
1992,12,2,3,80,4.7826
1992,12,2,4,96,2.4690
1992,12,2,5,82,2.3605
1992,12,3,1,128,0.0337
1992,12,3,2,123,1.0950
1992,12,3,3,114,2.0358
1992,12,3,4,94,-0.9075
1992,12,3,5,59,2.5876
1993,1,1,1,97,4.0694
1993,1,1,2,54,1.4352
1993,1,1,3,49,6.0331
1993,1,1,4,86,2.9392
1993,1,1,5,249,4.5107
1993,1,2,1,112,-0.9583
1993,1,2,2,86,3.9019
1993,1,2,3,80,2.0799
1993,1,2,4,96,5.3274
1993,1,2,5,82,4.1161
1993,1,3,1,128,-0.2833
1993,1,3,2,123,-1.1133
1993,1,3,3,114,1.2942
1993,1,3,4,94,1.8298
1993,1,3,5,59,-0.9340
1993,2,1,1,97,-1.9512
1993,2,1,2,54,-6.2624
1993,2,1,3,49,-4.6106
1993,2,1,4,86,-3.9011
1993,2,1,5,247,-3.0650
1993,2,2,1,112,-3.9944
1993,2,2,2,86,-2.1949
1993,2,2,3,80,0.6380
1993,2,2,4,96,1.6328
1993,2,2,5,82,-2.8338
1993,2,3,1,128,-1.6171
1993,2,3,2,123,2.9869
1993,2,3,3,114,1.6728
1993,2,3,4,94,1.7968
1993,2,3,5,59,-2.5360
1993,3,1,1,97,6.3910
1993,3,1,2,54,3.5749
1993,3,1,3,49,-1.4011
1993,3,1,4,86,0.0235
1993,3,1,5,247,1.4348
1993,3,2,1,111,4.0472
1993,3,2,2,85,3.8038
1993,3,2,3,80,1.2291
1993,3,2,4,96,2.4884
1993,3,2,5,82,0.9254
1993,3,3,1,128,2.4655
1993,3,3,2,123,1.8644
1993,3,3,3,114,2.8718
1993,3,3,4,94,1.0533
1993,3,3,5,59,1.4868
1993,4,1,1,96,-3.7026
1993,4,1,2,54,-2.9785
1993,4,1,3,49,-0.5982
1993,4,1,4,85,-3.5580
1993,4,1,5,245,-5.9621
1993,4,2,1,111,-2.7348
1993,4,2,2,85,-1.1025
1993,4,2,3,80,-5.0352
1993,4,2,4,96,-0.5982
1993,4,2,5,82,-4.5209
1993,4,3,1,127,-3.1769
1993,4,3,2,123,-1.2749
1993,4,3,3,114,-0.3695
1993,4,3,4,94,-0.6943
1993,4,3,5,59,-5.9632
1993,5,1,1,96,6.8471
1993,5,1,2,54,5.0936
1993,5,1,3,49,3.3380
1993,5,1,4,85,4.0568
1993,5,1,5,245,3.7698
1993,5,2,1,111,6.5028
1993,5,2,2,85,6.8000
1993,5,2,3,80,3.0575
1993,5,2,4,96,4.0480
1993,5,2,5,81,7.3657
1993,5,3,1,127,3.4076
1993,5,3,2,123,2.4595
1993,5,3,3,114,2.3436
1993,5,3,4,94,1.6439
1993,5,3,5,59,4.9577
1993,6,1,1,96,1.9320
1993,6,1,2,54,-0.6622
1993,6,1,3,49,-1.0196
1993,6,1,4,85,0.6767
1993,6,1,5,244,-2.5643
1993,6,2,1,111,1.4138
1993,6,2,2,85,2.0862
1993,6,2,3,80,2.4453
1993,6,2,4,95,1.9356
1993,6,2,5,81,-1.2354
1993,6,3,1,127,-2.2362
