year,month,rank_ME,rank_Dur,nstocks,ret_vw
1978,8,2,4,126,6.4872
1978,8,2,5,145,7.6872
1978,8,3,1,63,2.6314
1978,8,3,2,116,3.9538
1978,8,3,3,143,2.7986
1978,8,3,4,169,5.1627
1978,8,3,5,203,3.0784
1978,9,1,1,616,-0.6905
1978,9,1,2,302,-0.9359
1978,9,1,3,187,-0.6870
1978,9,1,4,163,-0.6223
1978,9,1,5,319,-0.0435
1978,9,2,1,111,-0.4012
1978,9,2,2,124,-1.2474
1978,9,2,3,116,-2.4394
1978,9,2,4,127,-2.2619
1978,9,2,5,143,-1.3671
1978,9,3,1,63,-0.3643
1978,9,3,2,115,1.5504
1978,9,3,3,143,0.5475
1978,9,3,4,168,0.3913
1978,9,3,5,201,-3.0761
1978,10,1,1,612,-21.4848
1978,10,1,2,303,-20.9798
1978,10,1,3,187,-22.9979
1978,10,1,4,162,-23.8736
1978,10,1,5,317,-28.5849
1978,10,2,1,110,-20.5444
1978,10,2,2,123,-17.2795
1978,10,2,3,116,-19.7700
1978,10,2,4,126,-18.9568
1978,10,2,5,142,-23.0643
1978,10,3,1,63,-15.7027
1978,10,3,2,115,-10.5516
1978,10,3,3,143,-7.4682
1978,10,3,4,169,-10.4877
1978,10,3,5,201,-9.2393
1978,11,1,1,611,5.9176
1978,11,1,2,302,5.2732
1978,11,1,3,186,9.4750
1978,11,1,4,161,7.4132
1978,11,1,5,315,8.4589
1978,11,2,1,110,6.7747
1978,11,2,2,122,4.0814
1978,11,2,3,115,7.2097
1978,11,2,4,126,6.2834
1978,11,2,5,142,10.0821
1978,11,3,1,63,3.4426
1978,11,3,2,115,4.3770
1978,11,3,3,143,2.4431
1978,11,3,4,168,3.4181
1978,11,3,5,201,2.7666
1978,12,1,1,609,1.4842
1978,12,1,2,302,1.7715
1978,12,1,3,183,2.0348
1978,12,1,4,161,1.1830
1978,12,1,5,312,3.0134
1978,12,2,1,111,1.3620
1978,12,2,2,120,2.0807
1978,12,2,3,115,0.4902
1978,12,2,4,126,3.9114
1978,12,2,5,142,3.5588
1978,12,3,1,63,1.2655
1978,12,3,2,115,0.2783
1978,12,3,3,142,0.1447
1978,12,3,4,168,0.7786
1978,12,3,5,199,3.4450
1979,1,1,1,604,11.2921
1979,1,1,2,302,8.7032
1979,1,1,3,182,9.4642
1979,1,1,4,160,10.9470
1979,1,1,5,308,10.9126
1979,1,2,1,111,10.0300
1979,1,2,2,120,6.9369
1979,1,2,3,115,7.9117
1979,1,2,4,125,7.0939
1979,1,2,5,140,7.0758
1979,1,3,1,63,6.0266
1979,1,3,2,115,5.7272
1979,1,3,3,142,4.9561
1979,1,3,4,168,5.0344
1979,1,3,5,199,3.0991
1979,2,1,1,600,-2.1592
1979,2,1,2,300,-3.4585
1979,2,1,3,181,-3.1937
1979,2,1,4,159,-2.2605
1979,2,1,5,304,-2.4904
1979,2,2,1,110,-3.4754
1979,2,2,2,117,-3.6608
1979,2,2,3,114,-1.4187
1979,2,2,4,124,-2.2629
1979,2,2,5,138,-2.9818
1979,2,3,1,61,-3.0086
1979,2,3,2,114,-2.6168
1979,2,3,3,142,-2.3080
1979,2,3,4,167,-2.4023
1979,2,3,5,200,-3.7363
1979,3,1,1,596,7.7554
1979,3,1,2,300,8.6236
1979,3,1,3,180,8.2944
1979,3,1,4,159,9.1955
1979,3,1,5,302,12.2945
1979,3,2,1,109,9.9794
1979,3,2,2,117,9.9587
1979,3,2,3,112,8.5045
1979,3,2,4,122,9.9914
1979,3,2,5,137,11.6584
1979,3,3,1,61,9.1377
1979,3,3,2,113,7.4034
1979,3,3,3,142,4.2367
1979,3,3,4,166,6.3928
1979,3,3,5,198,5.2700
1979,4,1,1,593,2.5819
1979,4,1,2,299,2.7689
1979,4,1,3,181,3.0378
1979,4,1,4,159,3.5826
1979,4,1,5,301,2.7130
1979,4,2,1,108,3.0808
1979,4,2,2,116,2.5503
1979,4,2,3,112,3.8367
1979,4,2,4,122,1.1134
1979,4,2,5,137,1.8431
1979,4,3,1,62,0.9671
1979,4,3,2,113,2.0637
1979,4,3,3,142,-0.8867
1979,4,3,4,166,0.6264
1979,4,3,5,198,0.0085
1979,5,1,1,589,-1.0992
1979,5,1,2,299,-1.4191
1979,5,1,3,179,-1.4528
1979,5,1,4,158,-3.0299
1979,5,1,5,299,-1.1259
1979,5,2,1,107,-0.3979
1979,5,2,2,116,0.0713
1979,5,2,3,111,-1.9002
1979,5,2,4,121,-2.0528
1979,5,2,5,136,-2.3168
1979,5,3,1,62,-1.7609
1979,5,3,2,113,-3.1168
1979,5,3,3,142,-0.1805
1979,5,3,4,166,-1.5120
1979,5,3,5,198,-2.0179
1979,6,1,1,587,4.0608
1979,6,1,2,296,4.5687
1979,6,1,3,177,5.4118
1979,6,1,4,156,6.2492
1979,6,1,5,298,7.2982
1979,6,2,1,107,4.5108
1979,6,2,2,116,3.6410
1979,6,2,3,111,5.2079
1979,6,2,4,121,6.5191
1979,6,2,5,134,6.2033
1979,6,3,1,62,5.8539
1979,6,3,2,112,6.1143
1979,6,3,3,142,3.0852
1979,6,3,4,166,6.4295
1979,6,3,5,197,2.0359
1979,7,1,1,526,2.5211
1979,7,1,2,262,3.0867
1979,7,1,3,243,2.4361
1979,7,1,4,262,2.7942
1979,7,1,5,362,2.3712
1979,7,2,1,103,4.1787
1979,7,2,2,110,4.7115
1979,7,2,3,107,3.1977
1979,7,2,4,121,3.3709
1979,7,2,5,182,1.4849
1979,7,3,1,82,3.1921
1979,7,3,2,114,1.6310
1979,7,3,3,148,1.8748
1979,7,3,4,161,1.9214
1979,7,3,5,181,-0.3325
1979,8,1,1,523,7.2348
1979,8,1,2,259,8.3324
1979,8,1,3,239,7.4724
1979,8,1,4,261,8.0723
1979,8,1,5,360,9.1018
1979,8,2,1,101,8.8595
1979,8,2,2,109,7.2306
1979,8,2,3,106,6.8396
1979,8,2,4,120,8.5100
1979,8,2,5,180,9.4238
1979,8,3,1,82,6.8380
1979,8,3,2,113,6.3314
1979,8,3,3,148,4.5710
1979,8,3,4,160,6.4272
1979,8,3,5,181,7.0195
1979,9,1,1,516,-0.2597
1979,9,1,2,257,-1.8486
1979,9,1,3,239,-0.4840
1979,9,1,4,257,-0.1192
1979,9,1,5,356,-0.6177
1979,9,2,1,100,-1.8192
1979,9,2,2,109,-1.1201
1979,9,2,3,106,-1.6000
1979,9,2,4,119,1.5289
1979,9,2,5,180,1.8304
1979,9,3,1,82,-0.8032
1979,9,3,2,113,2.4753
1979,9,3,3,147,-1.0592
1979,9,3,4,159,1.7562
1979,9,3,5,181,-1.5088
1979,10,1,1,513,-10.3400
1979,10,1,2,256,-9.4211
1979,10,1,3,239,-10.2932
1979,10,1,4,254,-12.1340
1979,10,1,5,354,-10.8871
1979,10,2,1,99,-12.4695
1979,10,2,2,109,-11.2309
1979,10,2,3,106,-11.0863
1979,10,2,4,119,-8.1686
1979,10,2,5,179,-8.5061
1979,10,3,1,81,-8.6485
1979,10,3,2,113,-7.3763
1979,10,3,3,146,-6.3956
1979,10,3,4,159,-4.8830
1979,10,3,5,181,-6.4578
1979,11,1,1,513,5.3553
1979,11,1,2,256,6.7212
1979,11,1,3,239,7.0474
1979,11,1,4,256,10.0759
1979,11,1,5,353,10.7090
1979,11,2,1,99,6.9434
1979,11,2,2,109,7.6262
1979,11,2,3,106,7.6647
1979,11,2,4,119,7.4540
1979,11,2,5,180,11.8949
1979,11,3,1,81,1.9749
1979,11,3,2,113,4.7067
1979,11,3,3,146,5.9233
1979,11,3,4,159,5.4640
1979,11,3,5,181,7.1203
1979,12,1,1,508,5.4524
1979,12,1,2,255,7.0023
1979,12,1,3,237,5.9282
1979,12,1,4,256,9.6776
1979,12,1,5,350,10.1667
1979,12,2,1,99,6.4933
1979,12,2,2,109,2.8339
1979,12,2,3,106,5.0063
1979,12,2,4,119,6.3141
1979,12,2,5,178,7.8198
1979,12,3,1,80,4.3491
1979,12,3,2,112,1.6939
1979,12,3,3,146,0.5598
1979,12,3,4,159,2.2564
1979,12,3,5,179,2.7085
1980,1,1,1,501,8.2868
1980,1,1,2,255,9.0537
1980,1,1,3,236,11.1105
1980,1,1,4,253,10.1415
1980,1,1,5,344,13.9661
1980,1,2,1,98,8.8207
1980,1,2,2,107,6.8732
1980,1,2,3,105,5.7875
1980,1,2,4,119,8.9626
1980,1,2,5,175,6.2297
1980,1,3,1,80,10.1398
1980,1,3,2,112,7.5069
1980,1,3,3,146,3.5905
1980,1,3,4,157,9.2399
1980,1,3,5,179,4.1099
1980,2,1,1,497,-2.2573
1980,2,1,2,249,-3.5461
1980,2,1,3,233,-1.4588
1980,2,1,4,248,-1.2576
1980,2,1,5,343,1.2428
1980,2,2,1,98,-2.9628
1980,2,2,2,106,-3.2441
1980,2,2,3,104,-4.5722
1980,2,2,4,119,-3.0603
1980,2,2,5,173,1.5399
1980,2,3,1,80,1.0730
1980,2,3,2,109,2.9182
1980,2,3,3,146,0.3118
1980,2,3,4,155,1.6816
1980,2,3,5,179,-3.1158
1980,3,1,1,492,-16.5702
1980,3,1,2,249,-16.3229
1980,3,1,3,233,-17.5771
1980,3,1,4,247,-20.3110
1980,3,1,5,339,-22.4783
1980,3,2,1,97,-17.5229
1980,3,2,2,106,-14.3415
1980,3,2,3,104,-14.9530
1980,3,2,4,119,-18.3314
1980,3,2,5,171,-19.8423
1980,3,3,1,80,-15.0469
1980,3,3,2,109,-11.8148
1980,3,3,3,146,-9.0541
1980,3,3,4,154,-12.1399
1980,3,3,5,178,-8.3830
1980,4,1,1,492,4.3664
1980,4,1,2,249,7.4039
1980,4,1,3,233,5.6311
1980,4,1,4,244,9.6664
1980,4,1,5,337,5.9959
1980,4,2,1,97,5.4411
1980,4,2,2,106,5.6426
1980,4,2,3,103,6.0912
1980,4,2,4,119,7.1484
1980,4,2,5,170,5.4829
1980,4,3,1,79,3.6504
1980,4,3,2,109,7.0024
1980,4,3,3,146,6.1084
1980,4,3,4,154,3.8539
1980,4,3,5,178,3.9142
1980,5,1,1,490,6.6925
1980,5,1,2,246,6.2660
1980,5,1,3,232,7.3863
1980,5,1,4,245,7.2648
1980,5,1,5,338,5.9188
1980,5,2,1,96,8.8234
1980,5,2,2,106,9.0006
1980,5,2,3,103,6.4368
1980,5,2,4,118,7.5296
1980,5,2,5,169,9.1465
1980,5,3,1,79,6.7361
1980,5,3,2,109,4.0978
1980,5,3,3,146,5.7976
1980,5,3,4,155,6.1667
1980,5,3,5,178,5.1203
1980,6,1,1,487,3.5998
1980,6,1,2,245,4.6043
1980,6,1,3,231,4.2669
1980,6,1,4,245,4.1239
1980,6,1,5,334,4.9156
1980,6,2,1,96,4.1119
1980,6,2,2,103,3.0387
1980,6,2,3,104,4.9105
1980,6,2,4,118,4.6727
1980,6,2,5,168,5.2336
1980,6,3,1,79,1.3104
1980,6,3,2,109,3.1386
1980,6,3,3,145,2.4291
1980,6,3,4,154,3.7584
1980,6,3,5,178,3.1409
1980,7,1,1,528,8.8781
1980,7,1,2,287,9.5691
1980,7,1,3,269,11.6316
1980,7,1,4,226,13.7840
1980,7,1,5,384,11.5531
1980,7,2,1,113,9.6454
1980,7,2,2,118,7.4937
1980,7,2,3,133,10.1948
1980,7,2,4,119,14.3807
1980,7,2,5,188,11.0389
1980,7,3,1,78,8.8699
1980,7,3,2,117,2.2896
1980,7,3,3,126,5.7076
1980,7,3,4,162,6.9403
1980,7,3,5,198,10.1866
1980,8,1,1,528,6.7778
1980,8,1,2,285,6.9243
1980,8,1,3,269,7.8848
1980,8,1,4,226,8.5757
1980,8,1,5,381,12.2777
1980,8,2,1,112,3.8615
1980,8,2,2,117,3.0574
1980,8,2,3,133,5.2912
1980,8,2,4,118,7.0855
1980,8,2,5,188,7.2328
1980,8,3,1,78,0.8631
1980,8,3,2,117,2.2061
1980,8,3,3,126,1.4455
1980,8,3,4,162,1.0480
1980,8,3,5,198,2.7100
1980,9,1,1,527,3.1630
1980,9,1,2,284,2.3006
1980,9,1,3,268,1.9241
1980,9,1,4,225,2.7567
1980,9,1,5,374,6.1154
1980,9,2,1,112,1.4321
1980,9,2,2,116,2.3145
1980,9,2,3,132,4.3801
1980,9,2,4,118,4.0801
1980,9,2,5,187,4.3883
1980,9,3,1,78,0.8043
1980,9,3,2,116,-0.4270
1980,9,3,3,126,1.8935
1980,9,3,4,162,4.8042
1980,9,3,5,198,4.2542
1980,10,1,1,524,3.7414
1980,10,1,2,283,3.2737
1980,10,1,3,265,4.1392
1980,10,1,4,223,6.2908
1980,10,1,5,372,6.9901
1980,10,2,1,111,2.6632
1980,10,2,2,116,2.6675
1980,10,2,3,130,2.8756
1980,10,2,4,115,2.4574
1980,10,2,5,187,6.2887
1980,10,3,1,78,-0.4661
1980,10,3,2,116,-1.5806
1980,10,3,3,124,3.5944
1980,10,3,4,162,3.5452
1980,10,3,5,198,2.1284
1980,11,1,1,522,2.6946
1980,11,1,2,280,3.4713
1980,11,1,3,264,6.4464
1980,11,1,4,222,6.5573
1980,11,1,5,370,13.8206
1980,11,2,1,111,6.1535
1980,11,2,2,116,4.5433
1980,11,2,3,129,5.8665
1980,11,2,4,115,4.9738
1980,11,2,5,186,13.9213
1980,11,3,1,77,2.8455
1980,11,3,2,115,6.7757
1980,11,3,3,124,14.6075
1980,11,3,4,162,13.0788
1980,11,3,5,198,12.9958
1980,12,1,1,518,-3.8132
1980,12,1,2,279,-3.6081
1980,12,1,3,264,-4.7280
1980,12,1,4,221,-5.0065
1980,12,1,5,368,-6.5802
1980,12,2,1,111,-1.1397
1980,12,2,2,115,-0.5540
1980,12,2,3,128,-1.5264
1980,12,2,4,114,-4.1649
1980,12,2,5,184,-5.9720
1980,12,3,1,76,-2.1512
1980,12,3,2,115,-2.2904
1980,12,3,3,124,-4.3334
1980,12,3,4,161,-4.8511
1980,12,3,5,198,-3.2669
1981,1,1,1,516,2.3283
1981,1,1,2,277,0.4978
1981,1,1,3,261,1.0660
1981,1,1,4,220,-1.1193
1981,1,1,5,367,-3.2661
1981,1,2,1,111,2.3145
1981,1,2,2,113,-0.4495
1981,1,2,3,127,-0.0718
1981,1,2,4,114,0.9500
1981,1,2,5,185,-4.5838
1981,1,3,1,76,0.3813
1981,1,3,2,113,0.4749
1981,1,3,3,123,-4.6424
1981,1,3,4,161,-5.8960
1981,1,3,5,198,-6.9288
1981,2,1,1,511,2.0222
1981,2,1,2,275,1.4637
1981,2,1,3,260,0.6556
1981,2,1,4,218,-0.2568
1981,2,1,5,360,-2.6375
1981,2,2,1,109,3.4625
1981,2,2,2,113,1.2172
1981,2,2,3,127,2.2099
1981,2,2,4,114,2.2205
1981,2,2,5,185,1.0104
1981,2,3,1,76,4.2404
1981,2,3,2,113,1.1275
1981,2,3,3,123,0.4394
1981,2,3,4,159,2.8170
1981,2,3,5,198,1.9991
1981,3,1,1,509,9.1158
1981,3,1,2,272,7.5676
1981,3,1,3,257,10.2535
1981,3,1,4,218,8.9136
1981,3,1,5,355,7.6346
1981,3,2,1,109,7.7944
1981,3,2,2,112,6.7563
1981,3,2,3,127,7.7443
1981,3,2,4,113,8.3777
1981,3,2,5,182,6.6340
1981,3,3,1,76,7.2827
1981,3,3,2,112,3.8698
1981,3,3,3,123,2.6209
1981,3,3,4,158,4.2596
1981,3,3,5,197,3.3926
1981,4,1,1,506,5.0864
1981,4,1,2,271,4.7078
1981,4,1,3,255,4.5125
1981,4,1,4,219,5.5856
1981,4,1,5,354,2.2041
1981,4,2,1,107,1.8289
1981,4,2,2,111,3.0747
1981,4,2,3,126,1.9655
1981,4,2,4,112,3.8557
1981,4,2,5,181,1.1316
1981,4,3,1,76,-1.1866
1981,4,3,2,112,2.2555
1981,4,3,3,122,-0.0371
1981,4,3,4,159,-4.9368
1981,4,3,5,197,-2.7976
1981,5,1,1,501,2.4070
1981,5,1,2,272,4.5343
1981,5,1,3,254,4.7688
1981,5,1,4,216,5.8271
1981,5,1,5,349,4.0903
1981,5,2,1,107,2.0946
1981,5,2,2,110,1.5398
1981,5,2,3,126,3.5303
1981,5,2,4,112,3.8734
1981,5,2,5,180,4.3878
1981,5,3,1,76,1.4977
1981,5,3,2,113,2.7127
1981,5,3,3,122,-0.9256
1981,5,3,4,157,-1.6061
1981,5,3,5,195,1.3860
1981,6,1,1,499,1.8797
1981,6,1,2,271,1.2726
1981,6,1,3,254,0.1579
1981,6,1,4,214,-0.6396
1981,6,1,5,349,-7.3065
1981,6,2,1,106,-0.0559
1981,6,2,2,109,-0.6769
1981,6,2,3,125,-1.0433
1981,6,2,4,111,-2.6365
1981,6,2,5,177,-6.0221
1981,6,3,1,76,-0.7077
1981,6,3,2,112,0.3628
1981,6,3,3,121,1.4151
1981,6,3,4,157,0.4911
1981,6,3,5,195,-3.8937
1981,7,1,1,516,-1.3525
1981,7,1,2,278,-2.1175
1981,7,1,3,266,-3.1939
1981,7,1,4,221,-3.6324
1981,7,1,5,524,-4.3485
1981,7,2,1,105,-1.8200
1981,7,2,2,100,-1.0611
1981,7,2,3,117,-2.8099
1981,7,2,4,121,-2.1887
1981,7,2,5,188,-1.4171
1981,7,3,1,76,-1.6544
1981,7,3,2,116,-0.1504
1981,7,3,3,133,-1.5155
1981,7,3,4,162,0.8879
1981,7,3,5,189,2.4100
1981,8,1,1,512,-5.0742
1981,8,1,2,276,-7.0164
1981,8,1,3,265,-6.8699
1981,8,1,4,218,-9.8900
1981,8,1,5,520,-12.2372
1981,8,2,1,105,-5.0655
1981,8,2,2,100,-5.4598
1981,8,2,3,116,-6.3911
1981,8,2,4,120,-6.8227
1981,8,2,5,187,-9.5879
1981,8,3,1,76,-3.4525
1981,8,3,2,115,-3.2938
1981,8,3,3,130,-5.4560
1981,8,3,4,161,-6.2163
1981,8,3,5,189,-6.6600
1981,9,1,1,506,-5.9925
1981,9,1,2,275,-6.2812
1981,9,1,3,262,-9.0465
1981,9,1,4,214,-8.8642
1981,9,1,5,513,-12.8193
1981,9,2,1,106,-5.0390
1981,9,2,2,99,-4.0061
1981,9,2,3,116,-6.5301
1981,9,2,4,119,-6.9368
1981,9,2,5,186,-11.8577
1981,9,3,1,76,-4.1406
1981,9,3,2,115,-2.1006
1981,9,3,3,127,-5.6453
1981,9,3,4,160,-6.6137
1981,9,3,5,188,-7.1342
1981,10,1,1,502,6.3537
1981,10,1,2,275,8.0988
1981,10,1,3,259,7.9084
1981,10,1,4,212,8.7040
1981,10,1,5,509,9.9615
1981,10,2,1,104,5.9545
1981,10,2,2,99,5.6400
1981,10,2,3,116,6.8066
1981,10,2,4,119,6.1910
1981,10,2,5,186,10.4381
1981,10,3,1,76,3.4488
1981,10,3,2,114,4.2488
1981,10,3,3,126,2.6652
1981,10,3,4,160,5.7603
1981,10,3,5,188,8.5701
1981,11,1,1,500,3.1729
1981,11,1,2,273,3.7285
1981,11,1,3,258,4.4562
1981,11,1,4,216,1.4879
1981,11,1,5,512,-1.8935
1981,11,2,1,104,4.5139
1981,11,2,2,99,4.2538
1981,11,2,3,115,4.4141
1981,11,2,4,117,3.2848
1981,11,2,5,186,1.2300
1981,11,3,1,76,5.7274
1981,11,3,2,114,3.4199
1981,11,3,3,125,4.5367
1981,11,3,4,159,4.7416
1981,11,3,5,188,4.4709
1981,12,1,1,500,-0.5624
1981,12,1,2,272,-1.0170
1981,12,1,3,258,-0.5489
1981,12,1,4,210,-1.9885
1981,12,1,5,509,-3.8287
1981,12,2,1,104,-1.4583
1981,12,2,2,98,-1.0456
1981,12,2,3,113,0.0339
1981,12,2,4,117,-1.5510
1981,12,2,5,186,-2.4883
1981,12,3,1,76,-2.1644
1981,12,3,2,115,-2.0212
1981,12,3,3,125,-2.6451
1981,12,3,4,159,-2.6153
1981,12,3,5,186,-3.2187
1982,1,1,1,498,-0.5715
1982,1,1,2,270,-1.0021
1982,1,1,3,258,-0.8065
1982,1,1,4,209,-1.7899
1982,1,1,5,506,-2.9996
1982,1,2,1,104,-1.8330
1982,1,2,2,97,-2.5869
1982,1,2,3,112,-3.5437
1982,1,2,4,117,-3.6985
1982,1,2,5,184,-6.5268
1982,1,3,1,76,-1.5360
1982,1,3,2,115,-0.6361
1982,1,3,3,124,-2.5680
1982,1,3,4,159,-2.9113
1982,1,3,5,185,-2.0778
1982,2,1,1,494,-1.6069
1982,2,1,2,267,-3.1880
1982,2,1,3,258,-2.7669
1982,2,1,4,210,-3.7568
1982,2,1,5,505,-6.9954
1982,2,2,1,102,0.5473
1982,2,2,2,97,-2.4545
1982,2,2,3,113,-2.9129
1982,2,2,4,116,-5.6027
1982,2,2,5,184,-8.8707
1982,2,3,1,75,0.0357
1982,2,3,2,115,-3.0853
1982,2,3,3,124,-2.7424
1982,2,3,4,158,-5.8315
1982,2,3,5,185,-8.1314
1982,3,1,1,492,0.3900
1982,3,1,2,265,-0.0996
1982,3,1,3,254,-2.4743
1982,3,1,4,207,0.0593
1982,3,1,5,498,-2.4239
1982,3,2,1,102,1.3844
1982,3,2,2,97,1.1348
1982,3,2,3,112,0.4150
1982,3,2,4,116,0.4048
1982,3,2,5,181,-3.1912
1982,3,3,1,75,0.9060
1982,3,3,2,115,2.4293
1982,3,3,3,124,-0.4986
1982,3,3,4,158,-0.1227
1982,3,3,5,185,-3.2400
1982,4,1,1,488,5.0442
1982,4,1,2,264,6.2885
1982,4,1,3,253,4.5292
1982,4,1,4,205,4.7327
1982,4,1,5,495,7.8278
1982,4,2,1,101,5.0198
1982,4,2,2,97,4.7322
1982,4,2,3,111,6.3545
1982,4,2,4,114,5.7547
1982,4,2,5,180,6.6654
1982,4,3,1,75,3.9825
1982,4,3,2,115,1.9226
1982,4,3,3,124,3.6884
1982,4,3,4,157,3.9044
1982,4,3,5,182,6.9209
1982,5,1,1,481,-0.6087
1982,5,1,2,262,-1.4140
1982,5,1,3,252,-1.1203
1982,5,1,4,203,-1.4201
1982,5,1,5,492,-2.8203
1982,5,2,1,100,-1.9026
1982,5,2,2,97,-1.9576
1982,5,2,3,111,-2.6971
1982,5,2,4,114,-2.2109
1982,5,2,5,181,-5.2567
1982,5,3,1,75,-1.8010
1982,5,3,2,115,-1.9717
1982,5,3,3,124,-2.1542
1982,5,3,4,157,-2.2684
1982,5,3,5,180,-3.3789
1982,6,1,1,476,-0.9781
1982,6,1,2,259,-1.6845
1982,6,1,3,248,-1.4887
1982,6,1,4,202,-4.2668
1982,6,1,5,489,-3.1855
1982,6,2,1,100,-1.0495
1982,6,2,2,97,2.1332
1982,6,2,3,111,-0.9171
1982,6,2,4,114,-2.9813
1982,6,2,5,179,-3.8840
1982,6,3,1,75,-2.2597
1982,6,3,2,115,-2.0608
1982,6,3,3,124,-0.5852
1982,6,3,4,157,-0.5096
1982,6,3,5,180,-3.5570
1982,7,1,1,437,0.0640
1982,7,1,2,264,-0.4812
1982,7,1,3,231,-0.0322
1982,7,1,4,246,-1.3009
1982,7,1,5,682,-3.1835
1982,7,2,1,90,-1.5090
1982,7,2,2,80,-1.6620
1982,7,2,3,113,0.8367
1982,7,2,4,133,-0.6467
1982,7,2,5,183,-3.1330
1982,7,3,1,94,-2.1439
1982,7,3,2,131,-1.5017
1982,7,3,3,121,-4.5777
1982,7,3,4,143,-1.1948
1982,7,3,5,167,-1.7324
1982,8,1,1,435,4.4901
1982,8,1,2,262,5.1083
1982,8,1,3,229,6.3356
1982,8,1,4,246,7.6506
1982,8,1,5,678,6.3044
1982,8,2,1,88,8.0901
1982,8,2,2,79,9.9628
1982,8,2,3,113,10.8247
1982,8,2,4,132,10.6306
1982,8,2,5,182,8.7612
1982,8,3,1,94,14.2807
1982,8,3,2,131,11.8781
1982,8,3,3,120,14.8233
1982,8,3,4,143,11.1584
1982,8,3,5,166,11.9048
1982,9,1,1,435,5.0527
1982,9,1,2,262,6.6482
1982,9,1,3,228,4.1754
1982,9,1,4,248,1.3016
1982,9,1,5,676,1.5095
1982,9,2,1,88,4.5015
1982,9,2,2,79,5.1019
1982,9,2,3,112,3.8615
1982,9,2,4,132,3.0040
1982,9,2,5,181,1.5537
1982,9,3,1,95,0.1635
1982,9,3,2,131,0.3777
1982,9,3,3,119,1.1088
1982,9,3,4,142,1.4136
1982,9,3,5,166,1.4942
1982,10,1,1,428,10.0197
1982,10,1,2,262,11.6804
1982,10,1,3,227,12.7633
1982,10,1,4,247,15.4067
1982,10,1,5,667,15.3515
1982,10,2,1,87,8.9891
1982,10,2,2,78,11.8041
1982,10,2,3,110,13.3862
1982,10,2,4,130,13.3180
1982,10,2,5,180,14.6088
1982,10,3,1,95,8.8458
1982,10,3,2,131,7.4888
1982,10,3,3,119,13.6313
1982,10,3,4,141,10.5885
1982,10,3,5,166,13.6722
1982,11,1,1,424,10.1603
1982,11,1,2,260,11.0298
1982,11,1,3,227,10.6493
1982,11,1,4,244,10.9326
1982,11,1,5,662,7.9859
1982,11,2,1,87,8.9658
1982,11,2,2,77,6.5776
1982,11,2,3,107,6.8253
1982,11,2,4,130,9.0668
1982,11,2,5,177,9.1823
1982,11,3,1,95,3.6969
1982,11,3,2,131,2.0032
1982,11,3,3,118,4.0550
1982,11,3,4,141,4.9780
1982,11,3,5,166,6.8989
1982,12,1,1,425,2.1943
1982,12,1,2,259,1.2621
1982,12,1,3,227,1.9751
1982,12,1,4,245,2.8472
1982,12,1,5,659,2.1784
1982,12,2,1,86,1.9246
1982,12,2,2,77,1.8237
1982,12,2,3,107,1.2537
1982,12,2,4,130,1.3551
1982,12,2,5,178,0.7205
1982,12,3,1,95,2.8761
1982,12,3,2,131,1.5874
1982,12,3,3,118,0.6448
1982,12,3,4,140,3.3241
1982,12,3,5,166,-0.0353
1983,1,1,1,421,7.3445
1983,1,1,2,258,7.6448
1983,1,1,3,225,8.5789
1983,1,1,4,243,9.8021
1983,1,1,5,655,12.2052
1983,1,2,1,86,2.8759
1983,1,2,2,77,4.4774
1983,1,2,3,107,4.5349
1983,1,2,4,128,6.4713
1983,1,2,5,176,9.5271
1983,1,3,1,95,4.9438
1983,1,3,2,131,5.9391
1983,1,3,3,118,4.0887
1983,1,3,4,139,2.4059
1983,1,3,5,164,3.6242
1983,2,1,1,415,8.4857
1983,2,1,2,254,7.4735
1983,2,1,3,222,7.0961
1983,2,1,4,242,7.7207
1983,2,1,5,647,2.3591
1983,2,2,1,86,6.1033
1983,2,2,2,76,6.0286
1983,2,2,3,107,8.0177
1983,2,2,4,126,5.4224
1983,2,2,5,175,3.7751
1983,2,3,1,95,4.5437
1983,2,3,2,131,1.0622
1983,2,3,3,118,2.4112
1983,2,3,4,138,2.8404
1983,2,3,5,164,3.3586
1983,3,1,1,413,8.2629
1983,3,1,2,254,4.8971
1983,3,1,3,220,4.4025
1983,3,1,4,241,5.9484
1983,3,1,5,639,4.2251
1983,3,2,1,86,6.2979
1983,3,2,2,76,5.2592
1983,3,2,3,107,4.8928
1983,3,2,4,126,4.9517
1983,3,2,5,174,1.4963
1983,3,3,1,95,3.8320
1983,3,3,2,130,2.3963
1983,3,3,3,118,3.6525
1983,3,3,4,137,2.2984
1983,3,3,5,165,2.8246
1983,4,1,1,412,7.6446
1983,4,1,2,253,9.7437
1983,4,1,3,220,7.6951
1983,4,1,4,239,6.9256
1983,4,1,5,634,6.5267
1983,4,2,1,85,5.6198
1983,4,2,2,76,5.3283
1983,4,2,3,107,6.8987
1983,4,2,4,126,7.0937
1983,4,2,5,174,7.6532
1983,4,3,1,95,6.3188
1983,4,3,2,130,6.8501
1983,4,3,3,118,10.2077
1983,4,3,4,136,7.0719
1983,4,3,5,164,3.9424
1983,5,1,1,410,8.9483
1983,5,1,2,250,7.6754
1983,5,1,3,219,8.7188
1983,5,1,4,238,11.9690
1983,5,1,5,627,11.9780
1983,5,2,1,85,4.1698
1983,5,2,2,76,3.2964
1983,5,2,3,106,3.7186
