year,month,rank_ME,rank_Dur,nstocks,ret_vw
1993,8,3,3,143,4.4133
1993,8,3,4,190,3.5386
1993,8,3,5,185,4.1112
1993,9,1,1,697,2.2618
1993,9,1,2,256,0.8079
1993,9,1,3,233,2.1646
1993,9,1,4,210,4.8399
1993,9,1,5,745,2.3235
1993,9,2,1,112,0.9726
1993,9,2,2,120,2.3865
1993,9,2,3,138,2.0204
1993,9,2,4,137,0.4982
1993,9,2,5,185,3.8801
1993,9,3,1,76,-1.5077
1993,9,3,2,121,1.6053
1993,9,3,3,143,-0.6703
1993,9,3,4,190,-1.2353
1993,9,3,5,185,-1.4831
1993,10,1,1,694,3.6525
1993,10,1,2,256,3.6450
1993,10,1,3,233,3.9227
1993,10,1,4,210,3.2850
1993,10,1,5,739,6.5094
1993,10,2,1,112,3.3274
1993,10,2,2,120,1.8601
1993,10,2,3,138,1.3581
1993,10,2,4,136,1.7251
1993,10,2,5,184,4.7632
1993,10,3,1,76,0.1916
1993,10,3,2,121,0.5231
1993,10,3,3,143,1.5604
1993,10,3,4,190,3.1535
1993,10,3,5,185,3.9210
1993,11,1,1,692,-1.5545
1993,11,1,2,255,-0.8161
1993,11,1,3,233,-3.6045
1993,11,1,4,211,-0.8281
1993,11,1,5,736,-3.8107
1993,11,2,1,112,-2.4019
1993,11,2,2,120,-2.6676
1993,11,2,3,138,-1.8610
1993,11,2,4,135,-3.0790
1993,11,2,5,184,-3.6619
1993,11,3,1,76,-1.4793
1993,11,3,2,120,-4.0681
1993,11,3,3,143,-1.9223
1993,11,3,4,190,-0.8360
1993,11,3,5,184,2.0554
1993,12,1,1,688,2.3788
1993,12,1,2,252,0.8333
1993,12,1,3,231,2.5044
1993,12,1,4,210,0.4850
1993,12,1,5,731,-0.5488
1993,12,2,1,112,4.4189
1993,12,2,2,120,5.2013
1993,12,2,3,138,5.3535
1993,12,2,4,135,5.7834
1993,12,2,5,183,1.6830
1993,12,3,1,76,3.2327
1993,12,3,2,119,1.3742
1993,12,3,3,143,1.0204
1993,12,3,4,190,1.9268
1993,12,3,5,183,1.1267
1994,1,1,1,684,7.3080
1994,1,1,2,252,3.6947
1994,1,1,3,229,2.6314
1994,1,1,4,208,3.0095
1994,1,1,5,728,5.2754
1994,1,2,1,112,4.4448
1994,1,2,2,120,2.9858
1994,1,2,3,138,2.8293
1994,1,2,4,135,1.4578
1994,1,2,5,183,2.7496
1994,1,3,1,76,1.3266
1994,1,3,2,119,1.9222
1994,1,3,3,143,3.5061
1994,1,3,4,190,3.4572
1994,1,3,5,182,2.3819
1994,2,1,1,681,0.8460
1994,2,1,2,251,0.8052
1994,2,1,3,230,0.6061
1994,2,1,4,204,0.9227
1994,2,1,5,725,-3.3504
1994,2,2,1,112,-0.3322
1994,2,2,2,120,-0.3349
1994,2,2,3,138,1.0242
1994,2,2,4,133,1.0930
1994,2,2,5,183,-0.3401
1994,2,3,1,75,-1.7916
1994,2,3,2,119,-3.6603
1994,2,3,3,142,-1.3251
1994,2,3,4,190,-1.7108
1994,2,3,5,182,-2.8003
1994,3,1,1,678,-4.3693
1994,3,1,2,249,-4.2178
1994,3,1,3,229,-4.3029
1994,3,1,4,204,-3.6104
1994,3,1,5,708,-7.5489
1994,3,2,1,112,-6.5385
1994,3,2,2,120,-4.1555
1994,3,2,3,137,-5.5184
1994,3,2,4,133,-5.0643
1994,3,2,5,183,-6.9103
1994,3,3,1,75,-3.7680
1994,3,3,2,119,-4.1222
1994,3,3,3,142,-3.4766
1994,3,3,4,190,-5.0984
1994,3,3,5,182,-4.5404
1994,4,1,1,672,1.3180
1994,4,1,2,248,-1.3935
1994,4,1,3,228,0.6586
1994,4,1,4,205,-0.1715
1994,4,1,5,707,-4.6060
1994,4,2,1,112,1.0031
1994,4,2,2,120,0.7679
1994,4,2,3,137,1.7142
1994,4,2,4,133,1.2839
1994,4,2,5,183,-0.7361
1994,4,3,1,75,0.3383
1994,4,3,2,119,1.0003
1994,4,3,3,141,1.3005
1994,4,3,4,190,0.4806
1994,4,3,5,182,1.1138
1994,5,1,1,667,-0.7082
1994,5,1,2,247,-0.2402
1994,5,1,3,226,-2.5199
1994,5,1,4,202,-1.9107
1994,5,1,5,701,-2.3310
1994,5,2,1,111,-0.5417
1994,5,2,2,119,-3.3362
1994,5,2,3,137,-0.1179
1994,5,2,4,133,-1.9903
1994,5,2,5,182,-2.4423
1994,5,3,1,74,-2.1066
1994,5,3,2,119,-0.9386
1994,5,3,3,141,-0.1047
1994,5,3,4,190,1.7797
1994,5,3,5,182,1.0017
1994,6,1,1,663,-3.6797
1994,6,1,2,247,-1.3627
1994,6,1,3,226,-4.0245
1994,6,1,4,201,-4.6779
1994,6,1,5,692,-6.9222
1994,6,2,1,111,-2.7514
1994,6,2,2,119,-2.8458
1994,6,2,3,137,-3.4910
1994,6,2,4,132,-1.1225
1994,6,2,5,181,-5.5406
1994,6,3,1,74,-2.9361
1994,6,3,2,119,-1.7883
1994,6,3,3,142,-1.8231
1994,6,3,4,190,-2.3549
1994,6,3,5,182,-3.4185
1994,7,1,1,693,1.1263
1994,7,1,2,312,1.1409
1994,7,1,3,259,2.1736
1994,7,1,4,212,1.3589
1994,7,1,5,880,0.6389
1994,7,2,1,102,2.9404
1994,7,2,2,139,1.5912
1994,7,2,3,164,2.1907
1994,7,2,4,139,1.0780
1994,7,2,5,183,2.6862
1994,7,3,1,82,3.6285
1994,7,3,2,131,4.1825
1994,7,3,3,145,3.0289
1994,7,3,4,201,3.7779
1994,7,3,5,198,2.4553
1994,8,1,1,691,3.0254
1994,8,1,2,311,3.8891
1994,8,1,3,259,3.2824
1994,8,1,4,209,5.4095
1994,8,1,5,871,4.3678
1994,8,2,1,101,4.2639
1994,8,2,2,139,5.0974
1994,8,2,3,163,6.3990
1994,8,2,4,138,7.1179
1994,8,2,5,182,10.3312
1994,8,3,1,82,3.0028
1994,8,3,2,131,1.9922
1994,8,3,3,145,5.4197
1994,8,3,4,201,3.8984
1994,8,3,5,198,5.7097
1994,9,1,1,686,0.7267
1994,9,1,2,309,3.0966
1994,9,1,3,258,2.4137
1994,9,1,4,208,2.1837
1994,9,1,5,866,1.0224
1994,9,2,1,100,0.0285
1994,9,2,2,139,-0.5860
1994,9,2,3,163,-0.6605
1994,9,2,4,138,-1.4937
1994,9,2,5,182,-0.1107
1994,9,3,1,82,-2.4174
1994,9,3,2,131,-2.5511
1994,9,3,3,145,-2.4660
1994,9,3,4,201,-1.4191
1994,9,3,5,195,-0.9985
1994,10,1,1,683,0.4443
1994,10,1,2,307,2.7512
1994,10,1,3,254,1.0427
1994,10,1,4,208,1.8492
1994,10,1,5,861,-0.5147
1994,10,2,1,99,-1.9567
1994,10,2,2,139,0.0322
1994,10,2,3,162,0.1283
1994,10,2,4,136,2.4510
1994,10,2,5,182,0.2395
1994,10,3,1,81,0.9591
1994,10,3,2,131,4.7040
1994,10,3,3,144,0.4175
1994,10,3,4,200,2.4353
1994,10,3,5,195,2.0929
1994,11,1,1,682,-1.7311
1994,11,1,2,306,-1.8836
1994,11,1,3,251,-0.5577
1994,11,1,4,205,-1.9990
1994,11,1,5,853,-4.4415
1994,11,2,1,99,-2.4415
1994,11,2,2,139,-2.7614
1994,11,2,3,161,-3.2554
1994,11,2,4,135,-3.8143
1994,11,2,5,182,-3.2963
1994,11,3,1,81,-2.9792
1994,11,3,2,130,-2.3656
1994,11,3,3,143,-3.4815
1994,11,3,4,200,-3.6658
1994,11,3,5,194,-2.9011
1994,12,1,1,679,-0.2455
1994,12,1,2,305,0.4018
1994,12,1,3,249,-0.2772
1994,12,1,4,204,1.2900
1994,12,1,5,846,-1.5700
1994,12,2,1,98,1.4837
1994,12,2,2,139,3.0937
1994,12,2,3,160,3.1122
1994,12,2,4,135,2.7603
1994,12,2,5,182,0.7523
1994,12,3,1,81,-0.0603
1994,12,3,2,130,0.3361
1994,12,3,3,143,1.9801
1994,12,3,4,200,2.1393
1994,12,3,5,193,1.0266
1995,1,1,1,673,1.6469
1995,1,1,2,303,0.7627
1995,1,1,3,245,0.5901
1995,1,1,4,202,2.9510
1995,1,1,5,839,2.8819
1995,1,2,1,98,0.8966
1995,1,2,2,139,-0.6643
1995,1,2,3,160,-1.9693
1995,1,2,4,134,-2.3311
1995,1,2,5,177,-2.1084
1995,1,3,1,81,4.0296
1995,1,3,2,130,1.5197
1995,1,3,3,142,2.3177
1995,1,3,4,199,2.5264
1995,1,3,5,192,1.3670
1995,2,1,1,672,2.3668
1995,2,1,2,301,2.7204
1995,2,1,3,244,2.8692
1995,2,1,4,202,3.2748
1995,2,1,5,831,2.2933
1995,2,2,1,97,2.4270
1995,2,2,2,138,3.7133
1995,2,2,3,159,3.5494
1995,2,2,4,133,4.3460
1995,2,2,5,177,5.3854
1995,2,3,1,81,2.7450
1995,2,3,2,130,3.0230
1995,2,3,3,142,5.3106
1995,2,3,4,199,3.6319
1995,2,3,5,190,4.2112
1995,3,1,1,669,0.3748
1995,3,1,2,300,1.7821
1995,3,1,3,242,1.0605
1995,3,1,4,201,1.8991
1995,3,1,5,821,1.0370
1995,3,2,1,97,3.6112
1995,3,2,2,138,1.0683
1995,3,2,3,158,2.5121
1995,3,2,4,133,0.7841
1995,3,2,5,177,3.8168
1995,3,3,1,81,2.7255
1995,3,3,2,130,2.2215
1995,3,3,3,141,3.0823
1995,3,3,4,197,2.7157
1995,3,3,5,190,3.7656
1995,4,1,1,667,3.6937
1995,4,1,2,298,2.8117
1995,4,1,3,240,6.2013
1995,4,1,4,194,3.4042
1995,4,1,5,811,1.9274
1995,4,2,1,97,1.0498
1995,4,2,2,137,2.1792
1995,4,2,3,158,3.6455
1995,4,2,4,133,1.4641
1995,4,2,5,177,2.2566
1995,4,3,1,81,2.6945
1995,4,3,2,128,2.4797
1995,4,3,3,140,3.7352
1995,4,3,4,197,3.5285
1995,4,3,5,189,2.0218
1995,5,1,1,666,2.1438
1995,5,1,2,298,1.7503
1995,5,1,3,238,0.8115
1995,5,1,4,193,0.2150
1995,5,1,5,801,3.2581
1995,5,2,1,96,1.6415
1995,5,2,2,137,1.5723
1995,5,2,3,158,0.3776
1995,5,2,4,133,-0.3785
1995,5,2,5,177,0.7746
1995,5,3,1,81,4.4500
1995,5,3,2,127,4.6495
1995,5,3,3,139,3.8698
1995,5,3,4,197,3.0035
1995,5,3,5,189,2.1256
1995,6,1,1,662,4.4520
1995,6,1,2,297,4.6891
1995,6,1,3,237,4.8808
1995,6,1,4,192,7.0681
1995,6,1,5,789,12.0887
1995,6,2,1,96,2.0809
1995,6,2,2,137,3.4373
1995,6,2,3,157,3.4188
1995,6,2,4,133,5.6038
1995,6,2,5,176,8.4497
1995,6,3,1,81,1.8969
1995,6,3,2,125,0.6655
1995,6,3,3,139,4.1914
1995,6,3,4,195,1.9928
1995,6,3,5,188,4.5377
1995,7,1,1,654,4.8715
1995,7,1,2,340,4.7301
1995,7,1,3,280,4.5235
1995,7,1,4,206,5.1001
1995,7,1,5,974,6.9731
1995,7,2,1,108,6.0679
1995,7,2,2,152,3.6544
1995,7,2,3,154,6.4761
1995,7,2,4,182,5.9871
1995,7,2,5,261,8.0818
1995,7,3,1,97,1.9692
1995,7,3,2,139,4.7746
1995,7,3,3,166,3.4406
1995,7,3,4,196,3.5093
1995,7,3,5,234,4.1305
1995,8,1,1,651,3.3824
1995,8,1,2,338,2.8979
1995,8,1,3,279,2.5973
1995,8,1,4,204,1.5058
1995,8,1,5,964,6.7748
1995,8,2,1,108,1.9771
1995,8,2,2,152,1.4532
1995,8,2,3,153,0.7923
1995,8,2,4,180,1.4317
1995,8,2,5,257,0.8892
1995,8,3,1,95,1.5652
1995,8,3,2,139,-0.5235
1995,8,3,3,165,-0.3466
1995,8,3,4,196,0.2708
1995,8,3,5,232,-0.2446
1995,9,1,1,646,2.5544
1995,9,1,2,337,1.6456
1995,9,1,3,279,0.9795
1995,9,1,4,202,0.4003
1995,9,1,5,951,4.0620
1995,9,2,1,108,1.5064
1995,9,2,2,152,1.9584
1995,9,2,3,152,1.2753
1995,9,2,4,180,1.6994
1995,9,2,5,255,2.4901
1995,9,3,1,95,3.6603
1995,9,3,2,137,1.2806
1995,9,3,3,165,3.3383
1995,9,3,4,196,4.8116
1995,9,3,5,232,3.8106
1995,10,1,1,639,-3.7791
1995,10,1,2,337,-3.3092
1995,10,1,3,279,-6.0414
1995,10,1,4,200,-5.3234
1995,10,1,5,943,-7.0174
1995,10,2,1,108,-4.8930
1995,10,2,2,152,-5.2598
1995,10,2,3,152,-6.7912
1995,10,2,4,180,-6.4135
1995,10,2,5,252,-7.5780
1995,10,3,1,94,-1.3362
1995,10,3,2,135,0.0936
1995,10,3,3,165,-0.2017
1995,10,3,4,195,0.0058
1995,10,3,5,232,-0.2274
1995,11,1,1,633,1.8833
1995,11,1,2,336,1.7538
1995,11,1,3,279,0.7846
1995,11,1,4,199,1.6409
1995,11,1,5,930,1.1472
1995,11,2,1,108,4.5267
1995,11,2,2,152,3.5668
1995,11,2,3,152,3.9657
1995,11,2,4,179,3.8873
1995,11,2,5,248,5.9154
1995,11,3,1,94,2.9098
1995,11,3,2,135,3.3346
1995,11,3,3,165,3.2922
1995,11,3,4,194,3.9678
1995,11,3,5,232,4.4859
1995,12,1,1,629,2.2399
1995,12,1,2,335,0.8059
1995,12,1,3,279,1.6302
1995,12,1,4,198,-0.1636
1995,12,1,5,917,3.2773
1995,12,2,1,107,2.6126
1995,12,2,2,151,2.2161
1995,12,2,3,152,1.7363
1995,12,2,4,178,-0.1017
1995,12,2,5,247,3.7366
1995,12,3,1,94,4.1069
1995,12,3,2,134,2.0238
1995,12,3,3,164,2.1113
1995,12,3,4,194,0.8681
1995,12,3,5,231,0.8416
1996,1,1,1,625,0.4427
1996,1,1,2,332,1.4179
1996,1,1,3,277,-0.2108
1996,1,1,4,196,-0.7825
1996,1,1,5,910,3.1397
1996,1,2,1,107,0.5244
1996,1,2,2,151,-0.6044
1996,1,2,3,152,-1.6449
1996,1,2,4,177,-0.2190
1996,1,2,5,247,0.7440
1996,1,3,1,94,1.9732
1996,1,3,2,134,3.9918
1996,1,3,3,163,1.9081
1996,1,3,4,193,3.7450
1996,1,3,5,231,2.3866
1996,2,1,1,623,2.6690
1996,2,1,2,327,2.6790
1996,2,1,3,277,3.5187
1996,2,1,4,194,3.9502
1996,2,1,5,902,3.3651
1996,2,2,1,107,1.4445
1996,2,2,2,151,1.4586
1996,2,2,3,151,4.6724
1996,2,2,4,176,4.2265
1996,2,2,5,241,4.7445
1996,2,3,1,93,-0.1489
1996,2,3,2,134,1.2499
1996,2,3,3,163,1.7569
1996,2,3,4,193,1.0279
1996,2,3,5,230,1.6900
1996,3,1,1,616,2.6203
1996,3,1,2,326,4.3690
1996,3,1,3,277,4.1440
1996,3,1,4,194,3.5209
1996,3,1,5,895,2.0429
1996,3,2,1,106,2.8135
1996,3,2,2,151,1.4857
1996,3,2,3,150,3.3474
1996,3,2,4,176,4.1182
1996,3,2,5,239,2.0745
1996,3,3,1,92,0.6830
1996,3,3,2,134,0.9825
1996,3,3,3,163,1.6936
1996,3,3,4,191,0.9145
1996,3,3,5,230,0.3278
1996,4,1,1,612,6.7719
1996,4,1,2,325,9.0030
1996,4,1,3,276,7.4432
1996,4,1,4,188,11.2287
1996,4,1,5,892,9.5049
1996,4,2,1,106,2.8204
1996,4,2,2,149,4.0303
1996,4,2,3,150,8.3952
1996,4,2,4,176,5.5189
1996,4,2,5,239,9.3824
1996,4,3,1,92,0.9623
1996,4,3,2,132,1.3669
1996,4,3,3,162,2.9087
1996,4,3,4,191,2.1524
1996,4,3,5,228,2.8757
1996,5,1,1,606,6.7049
1996,5,1,2,325,8.2231
1996,5,1,3,274,7.3973
1996,5,1,4,184,9.5532
1996,5,1,5,891,9.4129
1996,5,2,1,105,7.4293
1996,5,2,2,149,3.9492
1996,5,2,3,151,6.7596
1996,5,2,4,176,4.9760
1996,5,2,5,238,5.0615
1996,5,3,1,92,2.3078
1996,5,3,2,132,0.8880
1996,5,3,3,161,2.2228
1996,5,3,4,190,2.4153
1996,5,3,5,228,3.8150
1996,6,1,1,599,-3.3831
1996,6,1,2,323,-4.2104
1996,6,1,3,271,-5.9347
1996,6,1,4,184,-8.4951
1996,6,1,5,881,-7.6177
1996,6,2,1,105,-0.8382
1996,6,2,2,149,-2.2420
1996,6,2,3,149,-5.5767
1996,6,2,4,172,-2.7845
1996,6,2,5,237,-6.6495
1996,6,3,1,92,-1.5582
1996,6,3,2,132,-0.6920
1996,6,3,3,161,0.2646
1996,6,3,4,190,0.6261
1996,6,3,5,227,-0.5458
1996,7,1,1,643,-5.9703
1996,7,1,2,335,-6.2450
1996,7,1,3,324,-7.2333
1996,7,1,4,229,-9.2647
1996,7,1,5,1021,-12.8556
1996,7,2,1,102,-7.3361
1996,7,2,2,150,-5.0212
1996,7,2,3,185,-9.0848
1996,7,2,4,166,-10.7306
1996,7,2,5,330,-12.5877
1996,7,3,1,91,-5.9157
1996,7,3,2,119,-5.0451
1996,7,3,3,177,-4.4024
1996,7,3,4,209,-4.4246
1996,7,3,5,265,-6.1887
1996,8,1,1,642,4.4337
1996,8,1,2,333,4.2214
1996,8,1,3,318,5.5101
1996,8,1,4,228,2.4926
1996,8,1,5,1013,3.6960
1996,8,2,1,99,4.0591
1996,8,2,2,149,4.5686
1996,8,2,3,183,5.5720
1996,8,2,4,166,5.8899
1996,8,2,5,328,7.1515
1996,8,3,1,91,3.9032
1996,8,3,2,119,4.6038
1996,8,3,3,176,3.5666
1996,8,3,4,209,1.8905
1996,8,3,5,261,1.9123
1996,9,1,1,634,3.4205
1996,9,1,2,331,1.7815
1996,9,1,3,316,3.1066
1996,9,1,4,226,2.4706
1996,9,1,5,998,2.4986
1996,9,2,1,98,2.0518
1996,9,2,2,149,2.5886
1996,9,2,3,183,2.5122
1996,9,2,4,166,2.7551
1996,9,2,5,326,5.0386
1996,9,3,1,91,0.6591
1996,9,3,2,119,3.2696
1996,9,3,3,175,5.0554
1996,9,3,4,208,5.7633
1996,9,3,5,261,6.7064
1996,10,1,1,629,0.4412
1996,10,1,2,330,1.8608
1996,10,1,3,315,-2.6437
1996,10,1,4,225,-0.8729
1996,10,1,5,986,-5.8898
1996,10,2,1,97,1.6549
1996,10,2,2,149,-0.1689
1996,10,2,3,183,-0.0034
1996,10,2,4,165,-1.6433
1996,10,2,5,324,-4.5953
1996,10,3,1,90,3.0597
1996,10,3,2,119,2.4165
1996,10,3,3,175,3.7380
1996,10,3,4,207,0.7472
1996,10,3,5,259,0.2907
1996,11,1,1,622,4.1942
1996,11,1,2,330,3.3909
1996,11,1,3,314,3.0700
1996,11,1,4,224,4.4459
1996,11,1,5,978,0.2684
1996,11,2,1,96,3.3243
1996,11,2,2,149,4.7116
1996,11,2,3,183,6.6191
1996,11,2,4,165,3.7262
1996,11,2,5,321,0.7828
1996,11,3,1,90,5.4562
1996,11,3,2,119,6.3297
1996,11,3,3,175,8.2044
1996,11,3,4,207,6.9902
1996,11,3,5,257,6.5529
1996,12,1,1,619,2.9639
1996,12,1,2,327,2.1472
1996,12,1,3,313,2.5135
1996,12,1,4,223,0.8955
1996,12,1,5,968,-1.4147
1996,12,2,1,96,1.6990
1996,12,2,2,149,2.5198
1996,12,2,3,182,3.5245
1996,12,2,4,164,1.1475
1996,12,2,5,321,1.4676
1996,12,3,1,90,-1.1337
1996,12,3,2,119,-0.8764
1996,12,3,3,175,-0.7463
1996,12,3,4,206,-1.2044
1996,12,3,5,257,-2.1155
1997,1,1,1,614,3.3455
1997,1,1,2,325,2.2876
1997,1,1,3,309,6.0100
1997,1,1,4,222,6.0355
1997,1,1,5,952,7.8963
1997,1,2,1,96,2.3289
1997,1,2,2,149,0.0275
1997,1,2,3,179,2.9843
1997,1,2,4,164,3.8983
1997,1,2,5,319,4.5332
1997,1,3,1,90,2.5774
1997,1,3,2,118,3.2765
1997,1,3,3,171,6.0188
1997,1,3,4,206,4.9186
1997,1,3,5,256,7.1030
1997,2,1,1,611,-0.1274
1997,2,1,2,321,-2.5601
1997,2,1,3,308,-4.2849
1997,2,1,4,222,-4.0359
1997,2,1,5,939,-4.7522
1997,2,2,1,96,-0.0932
1997,2,2,2,149,0.1882
1997,2,2,3,179,-2.0566
1997,2,2,4,163,-4.2019
1997,2,2,5,316,-6.5576
1997,2,3,1,90,1.3560
1997,2,3,2,118,0.5387
1997,2,3,3,170,-2.3256
1997,2,3,4,204,0.7831
1997,2,3,5,255,-1.0436
1997,3,1,1,609,-2.6570
1997,3,1,2,319,-1.0199
1997,3,1,3,305,-3.9194
1997,3,1,4,218,-2.8220
1997,3,1,5,932,-8.7470
1997,3,2,1,95,-1.5608
1997,3,2,2,149,-2.2985
1997,3,2,3,178,-3.9043
1997,3,2,4,162,-2.6030
1997,3,2,5,312,-8.4247
1997,3,3,1,90,-3.2082
1997,3,3,2,118,-2.5215
1997,3,3,3,170,-0.4829
1997,3,3,4,204,-3.1330
1997,3,3,5,255,-6.4115
1997,4,1,1,603,-3.2009
1997,4,1,2,315,-2.1192
1997,4,1,3,304,-2.9380
1997,4,1,4,217,-3.2658
1997,4,1,5,922,-5.1231
1997,4,2,1,95,1.3499
1997,4,2,2,149,2.0484
1997,4,2,3,178,1.8359
1997,4,2,4,161,-0.1026
1997,4,2,5,310,-1.7021
1997,4,3,1,90,3.6123
1997,4,3,2,118,3.2423
1997,4,3,3,169,4.1020
1997,4,3,4,204,4.2060
1997,4,3,5,255,7.4869
1997,5,1,1,598,9.4788
1997,5,1,2,315,10.4069
1997,5,1,3,304,11.9996
1997,5,1,4,214,10.2001
1997,5,1,5,914,10.9040
1997,5,2,1,94,9.5601
1997,5,2,2,149,8.5476
1997,5,2,3,178,12.2357
1997,5,2,4,161,12.3934
1997,5,2,5,307,16.8792
1997,5,3,1,90,6.0909
1997,5,3,2,118,5.4925
1997,5,3,3,168,5.9578
1997,5,3,4,204,6.6661
1997,5,3,5,254,7.4658
1997,6,1,1,595,6.1308
1997,6,1,2,314,4.9104
1997,6,1,3,302,5.9671
1997,6,1,4,211,4.7285
1997,6,1,5,906,5.6425
1997,6,2,1,94,5.5901
1997,6,2,2,148,4.9611
1997,6,2,3,178,3.5628
1997,6,2,4,161,4.2096
1997,6,2,5,304,3.7825
1997,6,3,1,89,1.4302
1997,6,3,2,118,3.7389
1997,6,3,3,168,2.1906
1997,6,3,4,201,4.8635
1997,6,3,5,254,4.3350
1997,7,1,1,702,6.1118
1997,7,1,2,329,6.1423
1997,7,1,3,290,7.5530
1997,7,1,4,268,6.0631
1997,7,1,5,1121,4.2091
1997,7,2,1,123,7.8739
1997,7,2,2,150,3.5046
1997,7,2,3,163,7.0761
1997,7,2,4,151,6.2315
1997,7,2,5,260,5.5315
1997,7,3,1,95,7.8616
1997,7,3,2,139,7.7162
1997,7,3,3,186,6.9879
1997,7,3,4,219,8.3499
1997,7,3,5,285,6.4956
1997,8,1,1,695,4.3905
1997,8,1,2,328,4.8638
1997,8,1,3,287,4.0842
1997,8,1,4,267,4.0575
1997,8,1,5,1106,6.5162
1997,8,2,1,122,2.1962
1997,8,2,2,149,2.6561
1997,8,2,3,161,5.2402
1997,8,2,4,151,2.5422
1997,8,2,5,259,4.3007
1997,8,3,1,95,-0.1815
1997,8,3,2,139,-1.1649
1997,8,3,3,185,-2.0581
1997,8,3,4,218,-4.2116
1997,8,3,5,283,-6.3695
1997,9,1,1,694,9.1621
1997,9,1,2,325,8.1860
1997,9,1,3,287,6.8594
1997,9,1,4,265,7.7301
1997,9,1,5,1092,10.3443
1997,9,2,1,119,6.3113
1997,9,2,2,146,4.9802
1997,9,2,3,158,6.1774
1997,9,2,4,149,7.0216
1997,9,2,5,256,10.0600
1997,9,3,1,95,4.0972
1997,9,3,2,137,5.6288
1997,9,3,3,183,4.9755
1997,9,3,4,215,4.1886
1997,9,3,5,282,5.3286
1997,10,1,1,691,-2.1767
1997,10,1,2,322,-4.1712
1997,10,1,3,284,-2.8380
1997,10,1,4,260,-4.7912
1997,10,1,5,1083,-5.0229
1997,10,2,1,118,-3.9934
1997,10,2,2,146,-3.3326
1997,10,2,3,157,-5.2650
1997,10,2,4,148,-5.2291
1997,10,2,5,255,-6.2988
1997,10,3,1,95,-3.6297
1997,10,3,2,136,-4.9703
1997,10,3,3,181,-3.5298
1997,10,3,4,214,-4.9011
1997,10,3,5,280,-2.3510
1997,11,1,1,685,-0.1213
1997,11,1,2,320,-1.1218
1997,11,1,3,279,-2.2644
1997,11,1,4,258,-3.1348
1997,11,1,5,1066,-5.1583
1997,11,2,1,116,0.2482
1997,11,2,2,145,1.6484
1997,11,2,3,156,-1.1224
1997,11,2,4,147,-1.2802
1997,11,2,5,252,-3.8768
1997,11,3,1,95,1.2994
1997,11,3,2,136,3.9333
1997,11,3,3,181,3.1459
1997,11,3,4,211,5.7592
1997,11,3,5,279,4.3162
1997,12,1,1,680,-0.5622
1997,12,1,2,314,-1.0630
1997,12,1,3,279,-3.0051
1997,12,1,4,256,-4.6495
1997,12,1,5,1060,-6.4227
1997,12,2,1,115,-0.7365
1997,12,2,2,145,1.7223
1997,12,2,3,153,-0.0098
1997,12,2,4,145,-0.7468
1997,12,2,5,250,-0.9774
1997,12,3,1,94,3.8083
1997,12,3,2,135,2.7847
1997,12,3,3,181,0.4637
1997,12,3,4,210,0.9563
1997,12,3,5,279,0.5423
1998,1,1,1,674,-0.4561
1998,1,1,2,310,-1.5421
1998,1,1,3,272,0.8094
1998,1,1,4,254,-0.4817
1998,1,1,5,1044,-0.0359
1998,1,2,1,115,-0.7325
1998,1,2,2,144,-0.8608
1998,1,2,3,149,-0.4557
1998,1,2,4,143,-2.7439
1998,1,2,5,245,-0.5924
1998,1,3,1,94,-0.0420
1998,1,3,2,134,-0.7414
1998,1,3,3,181,-0.4977
1998,1,3,4,210,1.6804
1998,1,3,5,278,3.1786
1998,2,1,1,667,6.1860
1998,2,1,2,306,5.1434
1998,2,1,3,270,4.9610
1998,2,1,4,250,6.4486
1998,2,1,5,1031,6.4822
1998,2,2,1,114,8.3618
1998,2,2,2,142,6.9662
1998,2,2,3,148,8.4542
1998,2,2,4,143,7.7458
1998,2,2,5,242,9.5861
1998,2,3,1,94,8.1799
1998,2,3,2,133,8.1288
1998,2,3,3,180,6.6601
1998,2,3,4,210,6.6714
1998,2,3,5,276,6.4853
1998,3,1,1,662,4.9883
1998,3,1,2,305,4.0423
1998,3,1,3,268,3.5791
1998,3,1,4,248,4.1572
1998,3,1,5,1015,5.0366
1998,3,2,1,112,4.8964
1998,3,2,2,142,3.8026
1998,3,2,3,148,2.2086
1998,3,2,4,143,4.6439
1998,3,2,5,240,4.3691
1998,3,3,1,94,6.1995
1998,3,3,2,132,4.9476
1998,3,3,3,180,4.5109
1998,3,3,4,210,2.8760
1998,3,3,5,276,5.9880
1998,4,1,1,656,3.1054
1998,4,1,2,301,3.3138
1998,4,1,3,268,1.4418
1998,4,1,4,245,2.9218
1998,4,1,5,994,1.9909
1998,4,2,1,111,1.8662
1998,4,2,2,139,1.3850
1998,4,2,3,147,-0.7700
1998,4,2,4,142,0.0348
1998,4,2,5,239,1.0203
1998,4,3,1,93,0.3615
1998,4,3,2,132,0.8273
1998,4,3,3,178,1.0797
1998,4,3,4,210,0.9651
1998,4,3,5,274,0.6669
1998,5,1,1,648,-2.5020
1998,5,1,2,296,-3.6519
1998,5,1,3,265,-4.5772
1998,5,1,4,241,-6.0900
1998,5,1,5,983,-5.7672
1998,5,2,1,110,-2.7642
1998,5,2,2,139,-4.0255
1998,5,2,3,145,-5.1024
1998,5,2,4,141,-6.9777
1998,5,2,5,239,-7.4977
1998,5,3,1,93,2.4323
1998,5,3,2,131,-2.1762
