year,month,rank_ME,rank_DP,nstocks,ret_vw
1979,9,3,3,129,-0.9745
1979,9,3,4,142,1.4628
1979,9,3,5,127,-1.4068
1979,10,1,1,369,-11.4568
1979,10,1,2,240,-11.5188
1979,10,1,3,224,-8.9718
1979,10,1,4,175,-10.6905
1979,10,1,5,174,-7.5660
1979,10,2,1,169,-9.0019
1979,10,2,2,109,-10.6278
1979,10,2,3,105,-11.6611
1979,10,2,4,90,-10.0863
1979,10,2,5,89,-9.6046
1979,10,3,1,128,-5.0739
1979,10,3,2,144,-6.8775
1979,10,3,3,129,-6.5210
1979,10,3,4,142,-6.6160
1979,10,3,5,127,-6.2691
1979,11,1,1,368,9.7490
1979,11,1,2,240,5.7627
1979,11,1,3,224,4.0071
1979,11,1,4,175,5.8056
1979,11,1,5,174,3.0589
1979,11,2,1,169,11.9139
1979,11,2,2,109,9.7324
1979,11,2,3,105,5.5110
1979,11,2,4,90,5.9543
1979,11,2,5,89,4.9330
1979,11,3,1,128,9.5628
1979,11,3,2,144,7.7278
1979,11,3,3,128,5.9841
1979,11,3,4,142,3.8801
1979,11,3,5,127,2.8653
1979,12,1,1,362,8.3571
1979,12,1,2,240,8.1360
1979,12,1,3,223,5.3228
1979,12,1,4,174,5.7312
1979,12,1,5,173,2.8831
1979,12,2,1,169,8.2726
1979,12,2,2,108,6.4210
1979,12,2,3,105,5.2292
1979,12,2,4,90,4.4835
1979,12,2,5,89,1.6392
1979,12,3,1,128,5.2822
1979,12,3,2,143,4.1680
1979,12,3,3,128,1.8383
1979,12,3,4,141,1.8870
1979,12,3,5,127,-1.7782
1980,1,1,1,358,9.8830
1980,1,1,2,238,9.6155
1980,1,1,3,222,8.8849
1980,1,1,4,173,6.8660
1980,1,1,5,171,4.8621
1980,1,2,1,169,8.1662
1980,1,2,2,108,7.3681
1980,1,2,3,102,5.0857
1980,1,2,4,89,6.4836
1980,1,2,5,89,4.6772
1980,1,3,1,125,9.2975
1980,1,3,2,143,7.7850
1980,1,3,3,128,7.0287
1980,1,3,4,141,5.9392
1980,1,3,5,127,2.3814
1980,2,1,1,353,-0.0518
1980,2,1,2,236,-2.3919
1980,2,1,3,217,-3.3271
1980,2,1,4,173,-2.5407
1980,2,1,5,168,-4.3751
1980,2,2,1,167,-0.3610
1980,2,2,2,108,-2.0319
1980,2,2,3,101,-3.4173
1980,2,2,4,88,-4.3293
1980,2,2,5,89,-4.4052
1980,2,3,1,123,0.2078
1980,2,3,2,141,-1.7917
1980,2,3,3,128,0.3069
1980,2,3,4,141,2.5737
1980,2,3,5,127,-0.5592
1980,3,1,1,350,-19.7934
1980,3,1,2,236,-17.2862
1980,3,1,3,215,-15.0338
1980,3,1,4,171,-15.2496
1980,3,1,5,168,-11.9313
1980,3,2,1,166,-20.0318
1980,3,2,2,108,-18.0049
1980,3,2,3,101,-15.6568
1980,3,2,4,88,-13.8121
1980,3,2,5,88,-11.9656
1980,3,3,1,123,-13.0124
1980,3,3,2,139,-11.6273
1980,3,3,3,128,-11.0475
1980,3,3,4,141,-11.2454
1980,3,3,5,127,-6.2218
1980,4,1,1,347,7.3465
1980,4,1,2,234,4.6879
1980,4,1,3,215,4.3875
1980,4,1,4,171,6.5528
1980,4,1,5,169,7.9770
1980,4,2,1,166,5.5268
1980,4,2,2,108,6.8447
1980,4,2,3,100,4.8496
1980,4,2,4,88,3.3749
1980,4,2,5,88,8.9319
1980,4,3,1,123,5.8044
1980,4,3,2,139,2.4604
1980,4,3,3,128,3.3130
1980,4,3,4,141,4.9027
1980,4,3,5,127,8.2311
1980,5,1,1,347,7.7806
1980,5,1,2,231,7.5317
1980,5,1,3,214,6.2867
1980,5,1,4,172,5.8981
1980,5,1,5,168,7.2567
1980,5,2,1,164,9.0616
1980,5,2,2,108,8.2256
1980,5,2,3,99,8.9030
1980,5,2,4,87,8.4121
1980,5,2,5,88,7.0939
1980,5,3,1,123,5.7283
1980,5,3,2,140,5.4835
1980,5,3,3,127,5.2925
1980,5,3,4,141,6.8477
1980,5,3,5,127,4.3358
1980,6,1,1,345,3.8847
1980,6,1,2,229,4.0947
1980,6,1,3,213,4.0037
1980,6,1,4,171,4.8405
1980,6,1,5,167,4.4741
1980,6,2,1,163,6.3962
1980,6,2,2,108,3.8122
1980,6,2,3,100,3.4898
1980,6,2,4,87,1.7115
1980,6,2,5,86,4.3168
1980,6,3,1,123,4.6902
1980,6,3,2,139,2.7703
1980,6,3,3,127,4.7281
1980,6,3,4,141,2.5454
1980,6,3,5,127,1.5335
1980,7,1,1,287,13.4691
1980,7,1,2,239,11.5246
1980,7,1,3,236,8.6209
1980,7,1,4,187,9.6111
1980,7,1,5,145,5.8029
1980,7,2,1,183,13.6384
1980,7,2,2,129,10.1843
1980,7,2,3,91,13.5219
1980,7,2,4,107,8.1236
1980,7,2,5,89,4.1424
1980,7,3,1,152,9.7764
1980,7,3,2,138,6.3632
1980,7,3,3,129,7.4141
1980,7,3,4,131,7.4523
1980,7,3,5,114,1.9900
1980,8,1,1,287,8.2140
1980,8,1,2,238,7.9906
1980,8,1,3,236,5.6156
1980,8,1,4,187,5.6339
1980,8,1,5,145,2.9668
1980,8,2,1,181,7.2274
1980,8,2,2,129,4.3938
1980,8,2,3,90,5.9455
1980,8,2,4,107,5.4829
1980,8,2,5,89,-0.3744
1980,8,3,1,152,5.0813
1980,8,3,2,138,1.0083
1980,8,3,3,129,-0.2450
1980,8,3,4,131,1.7093
1980,8,3,5,114,1.3725
1980,9,1,1,283,4.2976
1980,9,1,2,238,2.9271
1980,9,1,3,235,2.7354
1980,9,1,4,187,1.9724
1980,9,1,5,145,1.5015
1980,9,2,1,180,4.7705
1980,9,2,2,127,4.5368
1980,9,2,3,90,2.1726
1980,9,2,4,108,2.9724
1980,9,2,5,89,-0.3079
1980,9,3,1,152,6.7289
1980,9,3,2,137,6.5491
1980,9,3,3,129,2.1007
1980,9,3,4,131,-0.3939
1980,9,3,5,114,-1.8084
1980,10,1,1,280,6.8864
1980,10,1,2,238,2.9783
1980,10,1,3,233,3.8799
1980,10,1,4,187,3.4870
1980,10,1,5,145,1.4286
1980,10,2,1,178,3.7597
1980,10,2,2,127,2.4794
1980,10,2,3,88,2.8356
1980,10,2,4,107,2.2310
1980,10,2,5,89,-0.3314
1980,10,3,1,152,3.6457
1980,10,3,2,137,3.8721
1980,10,3,3,128,1.1469
1980,10,3,4,130,2.2779
1980,10,3,5,114,-2.5461
1980,11,1,1,279,9.3569
1980,11,1,2,234,5.4818
1980,11,1,3,233,2.9095
1980,11,1,4,186,1.3367
1980,11,1,5,145,0.6306
1980,11,2,1,176,11.4732
1980,11,2,2,127,6.6292
1980,11,2,3,88,2.9244
1980,11,2,4,107,4.1561
1980,11,2,5,89,0.4215
1980,11,3,1,151,17.7287
1980,11,3,2,136,14.8235
1980,11,3,3,127,13.7477
1980,11,3,4,130,8.7031
1980,11,3,5,114,-1.7456
1980,12,1,1,279,-5.0839
1980,12,1,2,231,-4.1068
1980,12,1,3,234,-2.4136
1980,12,1,4,185,-3.3654
1980,12,1,5,144,-2.6187
1980,12,2,1,174,-5.2154
1980,12,2,2,126,-1.7087
1980,12,2,3,88,-2.0431
1980,12,2,4,107,-1.3997
1980,12,2,5,89,0.7297
1980,12,3,1,151,-5.7947
1980,12,3,2,135,-5.2451
1980,12,3,3,127,-4.6969
1980,12,3,4,129,-2.3844
1980,12,3,5,114,1.6199
1981,1,1,1,278,-3.1462
1981,1,1,2,232,-0.4674
1981,1,1,3,234,3.3773
1981,1,1,4,182,3.8654
1981,1,1,5,143,3.2698
1981,1,2,1,174,-3.4513
1981,1,2,2,125,-0.4749
1981,1,2,3,88,1.9925
1981,1,2,4,105,1.1623
1981,1,2,5,89,4.1024
1981,1,3,1,151,-9.2543
1981,1,3,2,135,-7.6822
1981,1,3,3,127,-3.4101
1981,1,3,4,128,-1.6568
1981,1,3,5,111,2.7976
1981,2,1,1,277,-2.0952
1981,2,1,2,232,2.5089
1981,2,1,3,230,1.4801
1981,2,1,4,182,1.8887
1981,2,1,5,143,2.7518
1981,2,2,1,172,1.6662
1981,2,2,2,125,1.1475
1981,2,2,3,88,2.6264
1981,2,2,4,104,3.0366
1981,2,2,5,89,1.9862
1981,2,3,1,149,1.3737
1981,2,3,2,135,2.0369
1981,2,3,3,127,2.8275
1981,2,3,4,128,1.5765
1981,2,3,5,110,1.8951
1981,3,1,1,273,9.5645
1981,3,1,2,230,7.9742
1981,3,1,3,228,8.3092
1981,3,1,4,179,7.6061
1981,3,1,5,143,4.6186
1981,3,2,1,170,9.2131
1981,3,2,2,124,7.8912
1981,3,2,3,86,7.8107
1981,3,2,4,104,7.2791
1981,3,2,5,89,5.0318
1981,3,3,1,149,4.6693
1981,3,3,2,134,2.9330
1981,3,3,3,127,3.6141
1981,3,3,4,127,2.4822
1981,3,3,5,109,4.8611
1981,4,1,1,273,5.5300
1981,4,1,2,229,3.1375
1981,4,1,3,228,4.6989
1981,4,1,4,178,4.3238
1981,4,1,5,141,2.5423
1981,4,2,1,168,2.7080
1981,4,2,2,123,2.9975
1981,4,2,3,86,3.2724
1981,4,2,4,102,2.2184
1981,4,2,5,89,2.3499
1981,4,3,1,150,-3.8764
1981,4,3,2,134,-4.5162
1981,4,3,3,126,-1.4807
1981,4,3,4,127,-1.5970
1981,4,3,5,109,2.4159
1981,5,1,1,271,3.7270
1981,5,1,2,230,3.8139
1981,5,1,3,226,2.7321
1981,5,1,4,176,2.0473
1981,5,1,5,141,0.9463
1981,5,2,1,167,4.6699
1981,5,2,2,123,2.2294
1981,5,2,3,86,2.9154
1981,5,2,4,101,2.5965
1981,5,2,5,89,2.4546
1981,5,3,1,147,0.4689
1981,5,3,2,133,-0.3023
1981,5,3,3,126,-2.2259
1981,5,3,4,127,0.5319
1981,5,3,5,110,3.5699
1981,6,1,1,269,-2.4558
1981,6,1,2,230,0.6193
1981,6,1,3,225,3.6994
1981,6,1,4,176,2.5073
1981,6,1,5,141,1.9602
1981,6,2,1,164,-5.4288
1981,6,2,2,122,-1.8316
1981,6,2,3,85,-0.6548
1981,6,2,4,101,-0.7043
1981,6,2,5,88,3.1048
1981,6,3,1,147,-4.1092
1981,6,3,2,133,0.6225
1981,6,3,3,124,0.0053
1981,6,3,4,127,0.7549
1981,6,3,5,110,0.4731
1981,7,1,1,282,-4.3585
1981,7,1,2,226,-3.0113
1981,7,1,3,170,-2.3628
1981,7,1,4,150,-0.7891
1981,7,1,5,187,-0.3309
1981,7,2,1,174,-2.1682
1981,7,2,2,118,-2.8097
1981,7,2,3,97,-2.0134
1981,7,2,4,79,-0.7662
1981,7,2,5,75,-0.0001
1981,7,3,1,138,2.8814
1981,7,3,2,126,-0.4616
1981,7,3,3,128,1.1292
1981,7,3,4,132,-0.9626
1981,7,3,5,122,0.8390
1981,8,1,1,282,-10.6600
1981,8,1,2,224,-5.9392
1981,8,1,3,169,-6.5021
1981,8,1,4,150,-3.4395
1981,8,1,5,186,-1.9296
1981,8,2,1,173,-10.3958
1981,8,2,2,117,-6.1353
1981,8,2,3,97,-5.2343
1981,8,2,4,79,-4.8044
1981,8,2,5,75,-2.1329
1981,8,3,1,138,-7.2754
1981,8,3,2,125,-6.2306
1981,8,3,3,127,-6.6356
1981,8,3,4,129,-5.4195
1981,8,3,5,122,-2.0353
1981,9,1,1,279,-9.8086
1981,9,1,2,222,-7.5378
1981,9,1,3,166,-7.3050
1981,9,1,4,150,-5.9924
1981,9,1,5,182,-4.5592
1981,9,2,1,172,-8.2619
1981,9,2,2,117,-7.6329
1981,9,2,3,97,-7.0272
1981,9,2,4,79,-6.7654
1981,9,2,5,75,-2.1258
1981,9,3,1,136,-8.5432
1981,9,3,2,124,-6.4106
1981,9,3,3,127,-8.1513
1981,9,3,4,129,-4.6284
1981,9,3,5,122,-2.4668
1981,10,1,1,275,9.4440
1981,10,1,2,222,9.3197
1981,10,1,3,166,6.2644
1981,10,1,4,149,4.5093
1981,10,1,5,181,4.9939
1981,10,2,1,172,9.1668
1981,10,2,2,117,7.2060
1981,10,2,3,97,3.9358
1981,10,2,4,78,6.4201
1981,10,2,5,74,4.2257
1981,10,3,1,135,12.2235
1981,10,3,2,124,8.1421
1981,10,3,3,127,3.4871
1981,10,3,4,128,3.3544
1981,10,3,5,122,3.5644
1981,11,1,1,272,1.8656
1981,11,1,2,222,2.2882
1981,11,1,3,163,5.3895
1981,11,1,4,148,3.3370
1981,11,1,5,182,4.9927
1981,11,2,1,171,2.1575
1981,11,2,2,114,4.2056
1981,11,2,3,97,5.4666
1981,11,2,4,78,3.5144
1981,11,2,5,74,6.1393
1981,11,3,1,134,2.5581
1981,11,3,2,123,4.4987
1981,11,3,3,126,5.5883
1981,11,3,4,128,5.6582
1981,11,3,5,122,4.8810
1981,12,1,1,273,-1.7077
1981,12,1,2,219,-1.6422
1981,12,1,3,163,0.2537
1981,12,1,4,147,0.9609
1981,12,1,5,181,-0.6478
1981,12,2,1,171,-2.7994
1981,12,2,2,112,-0.6080
1981,12,2,3,97,1.6771
1981,12,2,4,77,-0.3138
1981,12,2,5,74,-1.8777
1981,12,3,1,132,-3.9482
1981,12,3,2,123,-3.6494
1981,12,3,3,126,-2.9644
1981,12,3,4,129,-0.7200
1981,12,3,5,122,-2.7552
1982,1,1,1,274,-2.1061
1982,1,1,2,214,-1.0660
1982,1,1,3,162,-1.6019
1982,1,1,4,147,-1.3129
1982,1,1,5,177,0.0915
1982,1,2,1,170,-6.2379
1982,1,2,2,112,-5.8686
1982,1,2,3,97,-3.5805
1982,1,2,4,77,-2.6169
1982,1,2,5,73,1.4611
1982,1,3,1,130,-4.1951
1982,1,3,2,123,-3.0386
1982,1,3,3,126,-5.2710
1982,1,3,4,128,-0.3535
1982,1,3,5,122,-0.0905
1982,2,1,1,272,-4.5639
1982,2,1,2,212,-2.2304
1982,2,1,3,162,-3.2659
1982,2,1,4,147,-2.6387
1982,2,1,5,175,-0.6288
1982,2,2,1,170,-6.9713
1982,2,2,2,113,-4.3472
1982,2,2,3,97,-3.2986
1982,2,2,4,76,-3.5756
1982,2,2,5,72,0.4617
1982,2,3,1,130,-8.9806
1982,2,3,2,122,-6.2225
1982,2,3,3,126,-6.7342
1982,2,3,4,128,-3.7230
1982,2,3,5,121,-2.0828
1982,3,1,1,271,-2.0447
1982,3,1,2,211,-0.9031
1982,3,1,3,159,0.0374
1982,3,1,4,145,-0.8021
1982,3,1,5,173,0.6835
1982,3,2,1,169,-2.6456
1982,3,2,2,113,0.1152
1982,3,2,3,96,0.6859
1982,3,2,4,76,0.6449
1982,3,2,5,72,3.3633
1982,3,3,1,130,-3.6138
1982,3,3,2,122,-0.9292
1982,3,3,3,126,-0.3193
1982,3,3,4,128,-1.2064
1982,3,3,5,121,1.7798
1982,4,1,1,269,6.2743
1982,4,1,2,210,5.9685
1982,4,1,3,158,5.2856
1982,4,1,4,144,4.3682
1982,4,1,5,172,4.5710
1982,4,2,1,168,7.1412
1982,4,2,2,111,6.3170
1982,4,2,3,96,5.4873
1982,4,2,4,75,4.5783
1982,4,2,5,72,4.1855
1982,4,3,1,128,5.7508
1982,4,3,2,121,6.6285
1982,4,3,3,125,5.6892
1982,4,3,4,128,4.2199
1982,4,3,5,121,1.3626
1982,5,1,1,265,-2.5076
1982,5,1,2,207,-0.3536
1982,5,1,3,157,-0.5621
1982,5,1,4,143,1.1742
1982,5,1,5,169,-0.1874
1982,5,2,1,168,-4.0184
1982,5,2,2,111,-3.3203
1982,5,2,3,96,-1.2899
1982,5,2,4,74,-1.9327
1982,5,2,5,72,-1.8300
1982,5,3,1,127,-5.7463
1982,5,3,2,121,-3.6678
1982,5,3,3,125,-1.4968
1982,5,3,4,128,-2.5790
1982,5,3,5,121,0.2182
1982,6,1,1,263,-1.8505
1982,6,1,2,202,-0.6417
1982,6,1,3,154,-1.4117
1982,6,1,4,144,-2.1760
1982,6,1,5,168,-2.4680
1982,6,2,1,168,-2.3030
1982,6,2,2,111,-2.1063
1982,6,2,3,96,0.3375
1982,6,2,4,74,-0.6973
1982,6,2,5,72,-0.4594
1982,6,3,1,127,-4.4555
1982,6,3,2,121,0.3417
1982,6,3,3,124,-2.3557
1982,6,3,4,128,-1.2563
1982,6,3,5,120,-1.8812
1982,7,1,1,288,-0.6238
1982,7,1,2,231,-2.1256
1982,7,1,3,176,1.4259
1982,7,1,4,117,-1.2457
1982,7,1,5,115,-1.1143
1982,7,2,1,151,-1.1394
1982,7,2,2,107,-0.5477
1982,7,2,3,103,0.7136
1982,7,2,4,80,-1.5482
1982,7,2,5,66,-1.4161
1982,7,3,1,139,-1.0420
1982,7,3,2,111,-2.8504
1982,7,3,3,123,-0.3019
1982,7,3,4,127,-4.8254
1982,7,3,5,135,-2.0852
1982,8,1,1,286,7.2126
1982,8,1,2,230,5.7682
1982,8,1,3,176,6.5931
1982,8,1,4,117,5.5321
1982,8,1,5,113,7.1160
1982,8,2,1,151,8.9340
1982,8,2,2,105,9.9870
1982,8,2,3,103,8.2822
1982,8,2,4,80,11.7104
1982,8,2,5,65,10.1612
1982,8,3,1,138,12.0613
1982,8,3,2,111,11.9031
1982,8,3,3,123,11.6469
1982,8,3,4,127,14.7172
1982,8,3,5,134,12.8995
1982,9,1,1,287,3.7708
1982,9,1,2,230,5.4486
1982,9,1,3,176,3.7445
1982,9,1,4,117,4.1888
1982,9,1,5,114,5.5356
1982,9,2,1,150,3.0064
1982,9,2,2,105,4.4221
1982,9,2,3,102,3.9678
1982,9,2,4,80,2.9930
1982,9,2,5,65,3.6430
1982,9,3,1,135,1.5719
1982,9,3,2,111,2.3438
1982,9,3,3,122,1.8325
1982,9,3,4,127,0.5343
1982,9,3,5,135,-0.2925
1982,10,1,1,287,14.8797
1982,10,1,2,225,13.3040
1982,10,1,3,174,12.4580
1982,10,1,4,117,10.6919
1982,10,1,5,114,6.6554
1982,10,2,1,146,14.5865
1982,10,2,2,103,12.9115
1982,10,2,3,101,12.1103
1982,10,2,4,80,11.7567
1982,10,2,5,65,8.1714
1982,10,3,1,135,14.1719
1982,10,3,2,110,11.5975
1982,10,3,3,122,11.1614
1982,10,3,4,127,11.4830
1982,10,3,5,135,5.8513
1982,11,1,1,287,10.0148
1982,11,1,2,225,10.5032
1982,11,1,3,173,9.6657
1982,11,1,4,117,9.5538
1982,11,1,5,113,5.0870
1982,11,2,1,146,9.5107
1982,11,2,2,103,8.9138
1982,11,2,3,101,8.1551
1982,11,2,4,77,7.2218
1982,11,2,5,65,5.3834
1982,11,3,1,136,7.5414
1982,11,3,2,110,4.0003
1982,11,3,3,121,4.7150
1982,11,3,4,127,3.6485
1982,11,3,5,135,1.5955
1982,12,1,1,285,4.0244
1982,12,1,2,227,2.6693
1982,12,1,3,174,2.3722
1982,12,1,4,117,0.7691
1982,12,1,5,113,0.5656
1982,12,2,1,146,1.3860
1982,12,2,2,103,1.7695
1982,12,2,3,101,2.1868
1982,12,2,4,77,0.6925
1982,12,2,5,64,2.5205
1982,12,3,1,136,0.9467
1982,12,3,2,109,0.7710
1982,12,3,3,121,3.2158
1982,12,3,4,127,1.1735
1982,12,3,5,135,2.7186
1983,1,1,1,284,9.8584
1983,1,1,2,225,6.2329
1983,1,1,3,172,6.2998
1983,1,1,4,114,7.6515
1983,1,1,5,113,6.7089
1983,1,2,1,146,5.2211
1983,1,2,2,100,4.2015
1983,1,2,3,101,4.0742
1983,1,2,4,78,5.0159
1983,1,2,5,63,4.5723
1983,1,3,1,136,3.5798
1983,1,3,2,107,1.4523
1983,1,3,3,120,2.7742
1983,1,3,4,127,3.4440
1983,1,3,5,135,6.5218
1983,2,1,1,280,6.5282
1983,2,1,2,223,7.1993
1983,2,1,3,172,6.3573
1983,2,1,4,111,8.9189
1983,2,1,5,113,3.7773
1983,2,2,1,144,4.8915
1983,2,2,2,98,7.3637
1983,2,2,3,99,5.6293
1983,2,2,4,78,5.9466
1983,2,2,5,63,5.0505
1983,2,3,1,136,3.9560
1983,2,3,2,107,3.5970
1983,2,3,3,119,1.9238
1983,2,3,4,127,3.8757
1983,2,3,5,135,0.9312
1983,3,1,1,277,5.9446
1983,3,1,2,221,7.1863
1983,3,1,3,171,7.2099
1983,3,1,4,111,6.3504
1983,3,1,5,112,3.1481
1983,3,2,1,144,5.0341
1983,3,2,2,98,5.9422
1983,3,2,3,99,5.3662
1983,3,2,4,78,5.4636
1983,3,2,5,63,2.1188
1983,3,3,1,136,2.8716
1983,3,3,2,108,3.9676
1983,3,3,3,118,2.2466
1983,3,3,4,126,4.5896
1983,3,3,5,135,2.1188
1983,4,1,1,275,7.9514
1983,4,1,2,220,7.8591
1983,4,1,3,168,8.9657
1983,4,1,4,111,7.1205
1983,4,1,5,111,5.7453
1983,4,2,1,144,7.3581
1983,4,2,2,98,7.8141
1983,4,2,3,98,5.1546
1983,4,2,4,78,6.7087
1983,4,2,5,63,4.5313
1983,4,3,1,135,5.0140
1983,4,3,2,108,5.5872
1983,4,3,3,118,8.8250
1983,4,3,4,126,8.2184
1983,4,3,5,134,6.5939
1983,5,1,1,275,8.8565
1983,5,1,2,218,8.6715
1983,5,1,3,168,9.0705
1983,5,1,4,111,8.7873
1983,5,1,5,110,4.9600
1983,5,2,1,144,4.3958
1983,5,2,2,98,5.0583
1983,5,2,3,98,5.2641
1983,5,2,4,77,3.9878
1983,5,2,5,63,3.6019
1983,5,3,1,135,2.9848
1983,5,3,2,108,0.4970
1983,5,3,3,118,-2.4526
1983,5,3,4,126,0.7184
1983,5,3,5,134,0.0075
1983,6,1,1,272,6.7554
1983,6,1,2,218,4.2932
1983,6,1,3,167,3.3206
1983,6,1,4,110,2.1080
1983,6,1,5,110,2.9564
1983,6,2,1,143,6.0836
1983,6,2,2,98,6.3662
1983,6,2,3,98,5.4386
1983,6,2,4,77,3.4476
1983,6,2,5,61,2.2315
1983,6,3,1,135,6.9167
1983,6,3,2,107,4.7767
1983,6,3,3,118,5.7765
1983,6,3,4,125,3.4674
1983,6,3,5,133,-0.6031
1983,7,1,1,273,-1.9123
1983,7,1,2,200,0.1716
1983,7,1,3,148,-0.2935
1983,7,1,4,97,0.4570
1983,7,1,5,104,1.9725
1983,7,2,1,152,-3.7581
1983,7,2,2,98,-1.7332
1983,7,2,3,101,-0.9780
1983,7,2,4,69,-0.1297
1983,7,2,5,62,2.0137
1983,7,3,1,133,-5.1336
1983,7,3,2,105,-5.3935
1983,7,3,3,120,-3.0108
1983,7,3,4,127,-2.9228
1983,7,3,5,123,-0.5494
1983,8,1,1,270,-2.9285
1983,8,1,2,199,-3.3356
1983,8,1,3,147,-2.7947
1983,8,1,4,96,-1.8474
1983,8,1,5,104,0.7339
1983,8,2,1,151,-5.0867
1983,8,2,2,98,-2.6907
1983,8,2,3,101,-2.5991
1983,8,2,4,68,-1.8922
1983,8,2,5,60,-0.2621
1983,8,3,1,133,-2.0967
1983,8,3,2,104,-2.1475
1983,8,3,3,120,-0.6857
1983,8,3,4,127,3.7347
1983,8,3,5,123,4.6375
1983,9,1,1,267,2.1466
1983,9,1,2,196,1.3089
1983,9,1,3,147,2.2121
1983,9,1,4,94,1.0051
1983,9,1,5,104,3.5366
1983,9,2,1,151,2.0889
1983,9,2,2,97,1.6130
1983,9,2,3,99,3.1361
1983,9,2,4,66,5.3424
1983,9,2,5,60,7.2220
1983,9,3,1,133,-0.1905
1983,9,3,2,103,3.7660
1983,9,3,3,120,3.4695
1983,9,3,4,126,0.9262
1983,9,3,5,123,1.2041
1983,10,1,1,266,-5.9295
1983,10,1,2,195,-4.9552
1983,10,1,3,146,-4.5710
1983,10,1,4,94,-2.4327
1983,10,1,5,102,0.1588
1983,10,2,1,150,-7.4613
1983,10,2,2,97,-6.5785
1983,10,2,3,99,-3.2532
1983,10,2,4,66,-3.3113
1983,10,2,5,60,1.0616
1983,10,3,1,132,-6.8586
1983,10,3,2,102,-2.2567
1983,10,3,3,119,-0.3840
1983,10,3,4,125,-0.6198
1983,10,3,5,123,0.4615
1983,11,1,1,265,5.0415
1983,11,1,2,195,3.1471
1983,11,1,3,145,3.3809
1983,11,1,4,94,5.1542
1983,11,1,5,101,2.6647
1983,11,2,1,149,5.8758
1983,11,2,2,97,5.4490
1983,11,2,3,98,4.8767
1983,11,2,4,65,5.8467
1983,11,2,5,58,2.1773
1983,11,3,1,132,4.4784
1983,11,3,2,102,2.4899
1983,11,3,3,119,1.5883
1983,11,3,4,124,3.6952
1983,11,3,5,123,0.2983
1983,12,1,1,265,-1.7290
1983,12,1,2,193,-0.0236
1983,12,1,3,146,3.1977
1983,12,1,4,92,0.0876
1983,12,1,5,101,0.0805
1983,12,2,1,149,-1.8020
1983,12,2,2,97,-0.4268
1983,12,2,3,98,0.5976
1983,12,2,4,64,-0.0004
1983,12,2,5,58,-1.6844
1983,12,3,1,132,-1.5462
1983,12,3,2,102,-1.6390
1983,12,3,3,119,0.0584
1983,12,3,4,124,-0.1779
1983,12,3,5,123,-1.4285
1984,1,1,1,264,-2.6815
1984,1,1,2,192,-0.2221
1984,1,1,3,145,0.3805
1984,1,1,4,91,3.3608
1984,1,1,5,101,2.8932
1984,1,2,1,149,-5.4945
1984,1,2,2,97,-2.2930
1984,1,2,3,97,-0.5460
1984,1,2,4,64,1.0124
1984,1,2,5,58,1.7599
1984,1,3,1,132,-5.6468
1984,1,3,2,101,-4.6759
1984,1,3,3,119,-3.4101
1984,1,3,4,123,1.3419
1984,1,3,5,121,3.8810
1984,2,1,1,261,-5.5766
1984,2,1,2,188,-6.5170
1984,2,1,3,144,-4.8111
1984,2,1,4,91,-4.0465
1984,2,1,5,100,-1.5588
1984,2,2,1,148,-5.9137
1984,2,2,2,97,-5.0998
1984,2,2,3,96,-6.7157
1984,2,2,4,64,-1.3670
1984,2,2,5,58,-1.9337
1984,2,3,1,131,-5.9487
1984,2,3,2,101,-5.7276
1984,2,3,3,119,-4.7601
1984,2,3,4,123,-2.8745
1984,2,3,5,121,-1.6112
1984,3,1,1,259,1.9488
1984,3,1,2,186,2.4573
1984,3,1,3,144,2.8499
1984,3,1,4,91,0.9292
1984,3,1,5,100,-0.5323
1984,3,2,1,146,0.5197
1984,3,2,2,96,0.7568
1984,3,2,3,95,4.0461
1984,3,2,4,62,1.0065
1984,3,2,5,57,1.2535
1984,3,3,1,131,2.7486
1984,3,3,2,101,1.4280
1984,3,3,3,118,2.1569
1984,3,3,4,122,2.2162
1984,3,3,5,121,-0.4446
1984,4,1,1,258,-2.0203
1984,4,1,2,186,-0.1866
1984,4,1,3,142,0.7574
1984,4,1,4,89,1.2614
1984,4,1,5,100,1.4675
1984,4,2,1,145,1.0101
1984,4,2,2,95,-0.7928
1984,4,2,3,95,0.2088
1984,4,2,4,61,2.4933
1984,4,2,5,57,-0.0189
1984,4,3,1,131,0.0655
1984,4,3,2,101,1.3915
1984,4,3,3,118,-0.1668
1984,4,3,4,122,1.1780
1984,4,3,5,121,1.6876
1984,5,1,1,258,-4.3338
1984,5,1,2,183,-4.8201
1984,5,1,3,140,-5.1460
1984,5,1,4,88,-3.0459
1984,5,1,5,100,0.8419
1984,5,2,1,144,-6.1817
1984,5,2,2,95,-4.2276
1984,5,2,3,95,-4.0672
1984,5,2,4,60,-4.7410
1984,5,2,5,57,-1.3321
1984,5,3,1,130,-5.8991
1984,5,3,2,101,-6.4038
1984,5,3,3,118,-5.5773
1984,5,3,4,122,-3.5447
1984,5,3,5,121,-3.6839
1984,6,1,1,258,3.5953
1984,6,1,2,183,2.4789
1984,6,1,3,138,4.2633
1984,6,1,4,85,3.8921
1984,6,1,5,99,1.4128
1984,6,2,1,143,5.6298
1984,6,2,2,95,2.2787
1984,6,2,3,94,2.5804
1984,6,2,4,59,0.9292
1984,6,2,5,57,2.5925
1984,6,3,1,130,4.2791
