year,month,rank_ME,rank_DP,nstocks,ret_vw
1995,9,1,4,72,1.9343
1995,9,1,5,83,3.4838
1995,9,2,1,95,4.3687
1995,9,2,2,84,0.5624
1995,9,2,3,69,0.3715
1995,9,2,4,65,1.6297
1995,9,2,5,68,3.2993
1995,9,3,1,131,1.1607
1995,9,3,2,130,2.5640
1995,9,3,3,120,5.9078
1995,9,3,4,124,4.1860
1995,9,3,5,106,6.0969
1995,10,1,1,94,-2.8642
1995,10,1,2,120,-3.5687
1995,10,1,3,85,-3.9575
1995,10,1,4,72,-4.2805
1995,10,1,5,83,1.0072
1995,10,2,1,95,-5.9459
1995,10,2,2,84,-5.6309
1995,10,2,3,69,-5.4377
1995,10,2,4,65,-4.9032
1995,10,2,5,68,-1.7550
1995,10,3,1,130,-1.2585
1995,10,3,2,130,0.5082
1995,10,3,3,120,-0.9368
1995,10,3,4,124,-0.1724
1995,10,3,5,105,1.5703
1995,11,1,1,94,3.0884
1995,11,1,2,118,-0.2870
1995,11,1,3,85,2.0285
1995,11,1,4,71,2.9683
1995,11,1,5,84,2.0179
1995,11,2,1,95,3.2627
1995,11,2,2,84,2.2046
1995,11,2,3,69,4.9520
1995,11,2,4,65,8.5942
1995,11,2,5,68,2.5688
1995,11,3,1,129,2.1275
1995,11,3,2,130,5.3154
1995,11,3,3,120,5.9987
1995,11,3,4,124,4.7445
1995,11,3,5,105,2.3094
1995,12,1,1,94,2.2912
1995,12,1,2,117,1.5206
1995,12,1,3,84,4.2042
1995,12,1,4,71,1.4696
1995,12,1,5,84,3.4411
1995,12,2,1,95,1.6217
1995,12,2,2,84,2.2476
1995,12,2,3,68,2.1440
1995,12,2,4,65,0.1529
1995,12,2,5,67,1.7209
1995,12,3,1,128,-1.9424
1995,12,3,2,130,-0.0114
1995,12,3,3,120,1.4289
1995,12,3,4,123,4.6377
1995,12,3,5,105,5.6921
1996,1,1,1,94,0.6956
1996,1,1,2,117,-0.8107
1996,1,1,3,84,0.8297
1996,1,1,4,70,-0.3520
1996,1,1,5,84,0.9025
1996,1,2,1,95,-0.5605
1996,1,2,2,84,-1.2334
1996,1,2,3,68,-0.6432
1996,1,2,4,65,-1.0603
1996,1,2,5,67,1.7382
1996,1,3,1,127,1.6833
1996,1,3,2,130,5.1285
1996,1,3,3,119,3.8490
1996,1,3,4,123,2.5304
1996,1,3,5,105,1.6919
1996,2,1,1,94,3.0969
1996,2,1,2,116,2.6725
1996,2,1,3,84,4.3459
1996,2,1,4,71,1.9370
1996,2,1,5,83,0.4810
1996,2,2,1,94,2.3469
1996,2,2,2,84,3.4274
1996,2,2,3,67,2.4054
1996,2,2,4,63,1.3750
1996,2,2,5,67,-0.2106
1996,2,3,1,126,3.4132
1996,2,3,2,130,3.9733
1996,2,3,3,119,-1.0835
1996,2,3,4,123,0.5593
1996,2,3,5,104,-1.9845
1996,3,1,1,92,5.1694
1996,3,1,2,115,4.2712
1996,3,1,3,84,2.7489
1996,3,1,4,71,1.9031
1996,3,1,5,83,0.0139
1996,3,2,1,94,4.7269
1996,3,2,2,83,2.6669
1996,3,2,3,67,2.6572
1996,3,2,4,63,3.6506
1996,3,2,5,67,1.0953
1996,3,3,1,125,0.7641
1996,3,3,2,130,1.2523
1996,3,3,3,119,1.3308
1996,3,3,4,123,3.9334
1996,3,3,5,104,-2.1895
1996,4,1,1,92,7.9782
1996,4,1,2,114,4.3724
1996,4,1,3,83,4.9421
1996,4,1,4,71,4.9275
1996,4,1,5,83,-0.1668
1996,4,2,1,93,5.1287
1996,4,2,2,83,5.0344
1996,4,2,3,67,3.1211
1996,4,2,4,63,1.5545
1996,4,2,5,67,0.5688
1996,4,3,1,124,4.1155
1996,4,3,2,130,1.1490
1996,4,3,3,117,1.1421
1996,4,3,4,122,0.5954
1996,4,3,5,104,0.5941
1996,5,1,1,91,7.0400
1996,5,1,2,113,5.4039
1996,5,1,3,81,7.4510
1996,5,1,4,71,0.4070
1996,5,1,5,82,4.3672
1996,5,2,1,93,3.4419
1996,5,2,2,83,4.7721
1996,5,2,3,66,3.7991
1996,5,2,4,63,4.8328
1996,5,2,5,67,1.4967
1996,5,3,1,124,2.4924
1996,5,3,2,128,4.1055
1996,5,3,3,117,2.4097
1996,5,3,4,122,1.9687
1996,5,3,5,104,1.7262
1996,6,1,1,91,-2.4455
1996,6,1,2,111,-3.3052
1996,6,1,3,81,-2.3259
1996,6,1,4,71,-4.8532
1996,6,1,5,81,-1.2859
1996,6,2,1,92,-3.1446
1996,6,2,2,83,-0.7695
1996,6,2,3,66,-2.2841
1996,6,2,4,63,-1.4670
1996,6,2,5,67,1.1430
1996,6,3,1,124,-1.9393
1996,6,3,2,128,0.7145
1996,6,3,3,117,0.0844
1996,6,3,4,122,0.5911
1996,6,3,5,104,4.0384
1996,7,1,1,102,-7.8389
1996,7,1,2,95,-5.4025
1996,7,1,3,66,-4.9830
1996,7,1,4,92,-2.9477
1996,7,1,5,100,-0.8703
1996,7,2,1,95,-7.2467
1996,7,2,2,80,-7.7756
1996,7,2,3,68,-7.4294
1996,7,2,4,62,-6.8404
1996,7,2,5,62,-1.8423
1996,7,3,1,133,-6.4345
1996,7,3,2,115,-3.9078
1996,7,3,3,128,-5.5040
1996,7,3,4,120,-3.3134
1996,7,3,5,106,-5.1962
1996,8,1,1,100,5.1252
1996,8,1,2,94,5.3815
1996,8,1,3,66,3.1183
1996,8,1,4,92,4.3017
1996,8,1,5,100,3.4537
1996,8,2,1,93,4.1354
1996,8,2,2,79,3.1012
1996,8,2,3,68,5.2879
1996,8,2,4,62,3.7118
1996,8,2,5,62,3.9702
1996,8,3,1,133,4.5283
1996,8,3,2,115,3.0745
1996,8,3,3,128,2.4814
1996,8,3,4,120,0.3103
1996,8,3,5,106,0.5324
1996,9,1,1,100,2.2972
1996,9,1,2,92,0.9103
1996,9,1,3,65,4.6829
1996,9,1,4,91,1.4194
1996,9,1,5,100,2.2291
1996,9,2,1,93,3.2202
1996,9,2,2,78,1.7668
1996,9,2,3,68,1.0176
1996,9,2,4,62,3.6986
1996,9,2,5,62,1.9576
1996,9,3,1,133,6.3429
1996,9,3,2,115,5.9677
1996,9,3,3,128,5.8350
1996,9,3,4,119,4.0280
1996,9,3,5,106,0.7113
1996,10,1,1,100,0.1543
1996,10,1,2,92,2.4618
1996,10,1,3,64,4.5183
1996,10,1,4,91,1.8017
1996,10,1,5,100,0.9037
1996,10,2,1,92,0.4598
1996,10,2,2,78,1.0990
1996,10,2,3,68,1.2502
1996,10,2,4,62,1.2475
1996,10,2,5,62,0.3599
1996,10,3,1,133,-0.4858
1996,10,3,2,114,1.1691
1996,10,3,3,128,0.8813
1996,10,3,4,119,4.2824
1996,10,3,5,106,3.1117
1996,11,1,1,99,4.3346
1996,11,1,2,92,6.2795
1996,11,1,3,64,3.0783
1996,11,1,4,89,4.0351
1996,11,1,5,100,3.6874
1996,11,2,1,92,3.6372
1996,11,2,2,77,4.0820
1996,11,2,3,68,4.9687
1996,11,2,4,62,4.5073
1996,11,2,5,62,3.0638
1996,11,3,1,131,7.9134
1996,11,3,2,114,7.0638
1996,11,3,3,128,7.5792
1996,11,3,4,119,5.8991
1996,11,3,5,106,3.8159
1996,12,1,1,99,0.6668
1996,12,1,2,92,3.3837
1996,12,1,3,63,1.4924
1996,12,1,4,88,3.6967
1996,12,1,5,99,3.9172
1996,12,2,1,92,2.9995
1996,12,2,2,77,4.0182
1996,12,2,3,68,2.1010
1996,12,2,4,62,1.8479
1996,12,2,5,62,2.2465
1996,12,3,1,131,-2.3336
1996,12,3,2,113,-1.7915
1996,12,3,3,128,-1.9436
1996,12,3,4,119,0.1343
1996,12,3,5,106,0.1169
1997,1,1,1,99,2.6239
1997,1,1,2,92,2.3859
1997,1,1,3,62,3.9539
1997,1,1,4,88,0.8597
1997,1,1,5,99,1.9784
1997,1,2,1,91,-0.0980
1997,1,2,2,77,2.5479
1997,1,2,3,67,1.9188
1997,1,2,4,62,1.3738
1997,1,2,5,62,0.1621
1997,1,3,1,131,5.1461
1997,1,3,2,112,5.7914
1997,1,3,3,126,5.5572
1997,1,3,4,118,5.6221
1997,1,3,5,106,1.1352
1997,2,1,1,99,-0.1179
1997,2,1,2,91,-3.3997
1997,2,1,3,62,0.3997
1997,2,1,4,88,0.9235
1997,2,1,5,98,-0.0047
1997,2,2,1,91,-0.9528
1997,2,2,2,77,0.5532
1997,2,2,3,67,-0.2727
1997,2,2,4,62,0.9162
1997,2,2,5,61,-0.0301
1997,2,3,1,131,-1.3690
1997,2,3,2,112,-0.9078
1997,2,3,3,125,2.4108
1997,2,3,4,117,1.6418
1997,2,3,5,106,1.3382
1997,3,1,1,99,-0.8868
1997,3,1,2,90,-1.2198
1997,3,1,3,61,-0.0211
1997,3,1,4,87,-0.0526
1997,3,1,5,98,-0.4518
1997,3,2,1,91,-3.3013
1997,3,2,2,77,-3.2478
1997,3,2,3,67,-2.2009
1997,3,2,4,62,-0.9353
1997,3,2,5,60,-2.9934
1997,3,3,1,131,-2.2111
1997,3,3,2,112,-4.6357
1997,3,3,3,125,-3.6055
1997,3,3,4,117,-2.8873
1997,3,3,5,106,-3.7371
1997,4,1,1,98,-1.0556
1997,4,1,2,90,-0.9203
1997,4,1,3,59,-2.3076
1997,4,1,4,86,-2.8536
1997,4,1,5,97,-3.1593
1997,4,2,1,91,0.4912
1997,4,2,2,76,2.9556
1997,4,2,3,67,1.6478
1997,4,2,4,62,0.5837
1997,4,2,5,60,1.3199
1997,4,3,1,131,5.1787
1997,4,3,2,112,8.7368
1997,4,3,3,125,5.1467
1997,4,3,4,117,3.7630
1997,4,3,5,106,0.7327
1997,5,1,1,98,11.3060
1997,5,1,2,89,6.6221
1997,5,1,3,59,10.7499
1997,5,1,4,86,6.7253
1997,5,1,5,96,4.2617
1997,5,2,1,90,10.6236
1997,5,2,2,76,9.1803
1997,5,2,3,67,9.0411
1997,5,2,4,62,10.3034
1997,5,2,5,60,5.9888
1997,5,3,1,131,4.7118
1997,5,3,2,112,6.5667
1997,5,3,3,125,5.5190
1997,5,3,4,117,6.6725
1997,5,3,5,105,3.7770
1997,6,1,1,97,5.7033
1997,6,1,2,89,8.0478
1997,6,1,3,59,6.9177
1997,6,1,4,86,4.9362
1997,6,1,5,96,4.2647
1997,6,2,1,90,6.3843
1997,6,2,2,76,5.3448
1997,6,2,3,66,4.1245
1997,6,2,4,62,3.8943
1997,6,2,5,60,2.7579
1997,6,3,1,130,3.2496
1997,6,3,2,112,4.9480
1997,6,3,3,124,5.4327
1997,6,3,4,117,4.2400
1997,6,3,5,105,3.5437
1997,7,1,1,80,6.2147
1997,7,1,2,86,6.0825
1997,7,1,3,71,5.5203
1997,7,1,4,89,6.2180
1997,7,1,5,103,3.2299
1997,7,2,1,93,4.1172
1997,7,2,2,81,6.8258
1997,7,2,3,62,5.0921
1997,7,2,4,63,6.5644
1997,7,2,5,57,1.3752
1997,7,3,1,135,8.3674
1997,7,3,2,115,8.0807
1997,7,3,3,131,4.8563
1997,7,3,4,118,5.8337
1997,7,3,5,105,3.4563
1997,8,1,1,79,3.4572
1997,8,1,2,86,3.0157
1997,8,1,3,71,3.6275
1997,8,1,4,89,6.2420
1997,8,1,5,101,3.0222
1997,8,2,1,93,4.5926
1997,8,2,2,81,1.4680
1997,8,2,3,61,1.9015
1997,8,2,4,62,2.9311
1997,8,2,5,56,1.9545
1997,8,3,1,134,-5.7718
1997,8,3,2,115,-6.1815
1997,8,3,3,131,-6.8108
1997,8,3,4,117,-3.0535
1997,8,3,5,104,-0.6731
1997,9,1,1,79,7.7700
1997,9,1,2,86,6.3075
1997,9,1,3,71,8.3689
1997,9,1,4,88,4.5836
1997,9,1,5,101,5.0814
1997,9,2,1,90,7.3370
1997,9,2,2,77,7.4785
1997,9,2,3,61,6.0862
1997,9,2,4,62,4.7189
1997,9,2,5,55,4.4964
1997,9,3,1,133,3.8070
1997,9,3,2,113,6.0045
1997,9,3,3,130,5.4752
1997,9,3,4,117,4.6804
1997,9,3,5,102,4.7668
1997,10,1,1,77,-1.3327
1997,10,1,2,86,-1.2594
1997,10,1,3,69,-0.7974
1997,10,1,4,87,-1.7452
1997,10,1,5,101,-1.0642
1997,10,2,1,88,-3.9633
1997,10,2,2,77,-0.2858
1997,10,2,3,61,-4.9582
1997,10,2,4,62,-4.2916
1997,10,2,5,55,-1.7269
1997,10,3,1,133,-4.0771
1997,10,3,2,113,-1.7097
1997,10,3,3,129,-3.7413
1997,10,3,4,117,-4.6812
1997,10,3,5,102,-0.0638
1997,11,1,1,77,-0.3608
1997,11,1,2,86,2.8778
1997,11,1,3,69,-1.9955
1997,11,1,4,86,-0.0852
1997,11,1,5,100,2.7621
1997,11,2,1,86,-0.9086
1997,11,2,2,76,-0.7375
1997,11,2,3,60,1.2324
1997,11,2,4,62,0.4741
1997,11,2,5,55,4.4946
1997,11,3,1,132,5.2494
1997,11,3,2,113,3.1197
1997,11,3,3,128,6.2680
1997,11,3,4,117,2.5663
1997,11,3,5,102,8.7433
1997,12,1,1,75,1.4842
1997,12,1,2,85,2.9588
1997,12,1,3,69,4.0276
1997,12,1,4,86,1.9933
1997,12,1,5,99,5.7542
1997,12,2,1,85,1.0753
1997,12,2,2,73,1.0545
1997,12,2,3,60,0.5004
1997,12,2,4,62,0.8953
1997,12,2,5,55,9.1505
1997,12,3,1,132,0.7981
1997,12,3,2,112,0.8221
1997,12,3,3,128,1.7072
1997,12,3,4,116,1.0953
1997,12,3,5,101,6.0015
1998,1,1,1,74,-2.5707
1998,1,1,2,85,-1.7648
1998,1,1,3,69,-2.3017
1998,1,1,4,85,-3.0248
1998,1,1,5,99,0.5558
1998,1,2,1,83,-2.3879
1998,1,2,2,71,-0.6427
1998,1,2,3,60,-1.6567
1998,1,2,4,62,-1.8678
1998,1,2,5,55,-4.3287
1998,1,3,1,132,2.0780
1998,1,3,2,112,0.3567
1998,1,3,3,128,3.7864
1998,1,3,4,116,-0.4932
1998,1,3,5,101,-1.8520
1998,2,1,1,72,6.7994
1998,2,1,2,85,6.0784
1998,2,1,3,68,4.5958
1998,2,1,4,85,7.8228
1998,2,1,5,98,3.5077
1998,2,2,1,82,7.4610
1998,2,2,2,70,10.0849
1998,2,2,3,60,7.0735
1998,2,2,4,62,5.1516
1998,2,2,5,55,3.2405
1998,2,3,1,131,8.5177
1998,2,3,2,112,7.4826
1998,2,3,3,127,4.9808
1998,2,3,4,116,6.4207
1998,2,3,5,100,2.5677
1998,3,1,1,72,7.4896
1998,3,1,2,84,3.3575
1998,3,1,3,68,3.4433
1998,3,1,4,85,3.2081
1998,3,1,5,97,3.2945
1998,3,2,1,82,2.8734
1998,3,2,2,70,3.3787
1998,3,2,3,60,5.7322
1998,3,2,4,62,4.4072
1998,3,2,5,55,3.2364
1998,3,3,1,131,5.4288
1998,3,3,2,112,2.4907
1998,3,3,3,127,5.7070
1998,3,3,4,116,4.8905
1998,3,3,5,100,7.0334
1998,4,1,1,72,3.5408
1998,4,1,2,83,0.7427
1998,4,1,3,68,0.6660
1998,4,1,4,85,3.7884
1998,4,1,5,96,-0.6246
1998,4,2,1,82,-0.1161
1998,4,2,2,70,2.1737
1998,4,2,3,59,-1.2178
1998,4,2,4,62,0.0876
1998,4,2,5,55,-1.6024
1998,4,3,1,130,2.5340
1998,4,3,2,112,4.4282
1998,4,3,3,126,-0.7572
1998,4,3,4,116,0.4892
1998,4,3,5,99,-3.9856
1998,5,1,1,71,-0.8464
1998,5,1,2,81,-3.4809
1998,5,1,3,66,-2.7201
1998,5,1,4,85,-1.3623
1998,5,1,5,96,-2.0672
1998,5,2,1,82,-4.1053
1998,5,2,2,69,-4.9992
1998,5,2,3,59,-3.4548
1998,5,2,4,62,-3.0361
1998,5,2,5,54,-1.1478
1998,5,3,1,130,-1.5693
1998,5,3,2,112,-3.6614
1998,5,3,3,126,-1.4617
1998,5,3,4,116,-1.6025
1998,5,3,5,98,1.5213
1998,6,1,1,70,-4.7377
1998,6,1,2,81,2.4063
1998,6,1,3,65,0.8290
1998,6,1,4,85,-1.2898
1998,6,1,5,96,2.8568
1998,6,2,1,82,-1.1985
1998,6,2,2,69,1.2617
1998,6,2,3,59,-2.1703
1998,6,2,4,62,-2.9122
1998,6,2,5,54,2.4302
1998,6,3,1,129,5.0957
1998,6,3,2,112,2.5352
1998,6,3,3,125,3.2792
1998,6,3,4,116,0.3984
1998,6,3,5,97,1.5747
1998,7,1,1,55,-4.5335
1998,7,1,2,81,-7.4289
1998,7,1,3,75,-5.5454
1998,7,1,4,76,-2.2811
1998,7,1,5,100,-4.6161
1998,7,2,1,74,-6.1364
1998,7,2,2,70,-9.0793
1998,7,2,3,59,-7.5036
1998,7,2,4,59,-8.5747
1998,7,2,5,65,-5.4414
1998,7,3,1,146,0.5349
1998,7,3,2,122,-2.6719
1998,7,3,3,125,-4.7120
1998,7,3,4,115,-1.2584
1998,7,3,5,101,-1.2824
1998,8,1,1,54,-18.9362
1998,8,1,2,81,-15.9725
1998,8,1,3,75,-11.9653
1998,8,1,4,75,-14.7548
1998,8,1,5,100,-9.3191
1998,8,2,1,74,-17.6023
1998,8,2,2,69,-14.5093
1998,8,2,3,58,-14.1721
1998,8,2,4,59,-13.6070
1998,8,2,5,65,-7.5742
1998,8,3,1,145,-16.6601
1998,8,3,2,121,-12.8820
1998,8,3,3,124,-10.5235
1998,8,3,4,114,-8.8212
1998,8,3,5,100,-3.9716
1998,9,1,1,54,0.7711
1998,9,1,2,79,1.5291
1998,9,1,3,74,-0.5036
1998,9,1,4,75,-2.0027
1998,9,1,5,100,2.1428
1998,9,2,1,73,5.4734
1998,9,2,2,69,5.9971
1998,9,2,3,58,2.5271
1998,9,2,4,59,2.5685
1998,9,2,5,65,6.3504
1998,9,3,1,144,5.6012
1998,9,3,2,121,5.5756
1998,9,3,3,123,5.4903
1998,9,3,4,114,8.7652
1998,9,3,5,99,8.3362
1998,10,1,1,54,2.1087
1998,10,1,2,79,3.3510
1998,10,1,3,74,2.7935
1998,10,1,4,75,-1.2579
1998,10,1,5,98,2.3925
1998,10,2,1,73,5.4174
1998,10,2,2,69,3.9533
1998,10,2,3,57,2.5162
1998,10,2,4,59,4.0344
1998,10,2,5,65,3.3769
1998,10,3,1,141,9.0853
1998,10,3,2,121,10.5532
1998,10,3,3,122,7.6920
1998,10,3,4,114,4.9907
1998,10,3,5,99,4.4649
1998,11,1,1,54,6.9971
1998,11,1,2,79,3.3201
1998,11,1,3,74,3.3040
1998,11,1,4,74,5.1798
1998,11,1,5,98,4.4219
1998,11,2,1,73,5.9180
1998,11,2,2,69,1.7986
1998,11,2,3,57,5.9825
1998,11,2,4,59,2.6994
1998,11,2,5,65,1.4863
1998,11,3,1,138,9.0127
1998,11,3,2,121,4.1073
1998,11,3,3,122,5.6605
1998,11,3,4,113,3.9484
1998,11,3,5,97,4.4868
1998,12,1,1,54,1.6881
1998,12,1,2,79,1.3186
1998,12,1,3,74,2.2617
1998,12,1,4,73,3.3808
1998,12,1,5,98,-0.6723
1998,12,2,1,73,3.6395
1998,12,2,2,69,5.7010
1998,12,2,3,57,3.6244
1998,12,2,4,59,3.5943
1998,12,2,5,65,2.4052
1998,12,3,1,138,11.7117
1998,12,3,2,121,4.9336
1998,12,3,3,121,0.9415
1998,12,3,4,112,3.9121
1998,12,3,5,97,1.4434
1999,1,1,1,54,1.7130
1999,1,1,2,79,3.3067
1999,1,1,3,74,-0.4577
1999,1,1,4,73,-1.9174
1999,1,1,5,97,-0.1051
1999,1,2,1,73,-4.6005
1999,1,2,2,69,-4.8480
1999,1,2,3,57,-4.2742
1999,1,2,4,58,-4.0719
1999,1,2,5,65,-4.5511
1999,1,3,1,137,5.0835
1999,1,3,2,121,1.4509
1999,1,3,3,121,-1.4276
1999,1,3,4,112,0.4620
1999,1,3,5,97,-2.8476
1999,2,1,1,53,-0.3751
1999,2,1,2,77,-6.6682
1999,2,1,3,73,-5.3503
1999,2,1,4,73,-7.1011
1999,2,1,5,96,-4.6183
1999,2,2,1,73,-7.4550
1999,2,2,2,69,-7.3484
1999,2,2,3,56,-6.3394
1999,2,2,4,57,-9.8747
1999,2,2,5,65,-4.4511
1999,2,3,1,136,-4.1278
1999,2,3,2,121,-2.9536
1999,2,3,3,120,0.8231
1999,2,3,4,112,-2.6674
1999,2,3,5,96,-5.8493
1999,3,1,1,53,-1.9463
1999,3,1,2,77,-4.8901
1999,3,1,3,72,-8.4636
1999,3,1,4,71,-2.5259
1999,3,1,5,95,-3.8719
1999,3,2,1,72,-3.3748
1999,3,2,2,68,1.7260
1999,3,2,3,56,-0.6474
1999,3,2,4,57,-3.8153
1999,3,2,5,64,-2.0009
1999,3,3,1,136,4.6492
1999,3,3,2,120,4.9082
1999,3,3,3,120,2.1686
1999,3,3,4,112,-0.4504
1999,3,3,5,96,-2.1923
1999,4,1,1,51,12.4493
1999,4,1,2,76,12.7868
1999,4,1,3,71,12.7954
1999,4,1,4,70,10.0923
1999,4,1,5,94,5.0680
1999,4,2,1,71,8.5806
1999,4,2,2,68,8.1740
1999,4,2,3,55,10.5099
1999,4,2,4,57,12.6558
1999,4,2,5,63,6.2768
1999,4,3,1,135,-0.2138
1999,4,3,2,120,2.9268
1999,4,3,3,119,5.4208
1999,4,3,4,112,11.7838
1999,4,3,5,95,7.9695
1999,5,1,1,49,6.4154
1999,5,1,2,76,2.7660
1999,5,1,3,70,4.6592
1999,5,1,4,70,3.5031
1999,5,1,5,93,4.1158
1999,5,2,1,71,1.9684
1999,5,2,2,68,3.1729
1999,5,2,3,55,2.0309
1999,5,2,4,57,2.9722
1999,5,2,5,63,5.8704
1999,5,3,1,135,-5.1088
1999,5,3,2,119,-0.2213
1999,5,3,3,118,-1.9563
1999,5,3,4,111,-0.6087
1999,5,3,5,95,1.8346
1999,6,1,1,50,3.2324
1999,6,1,2,75,5.4005
1999,6,1,3,70,4.2788
1999,6,1,4,70,9.5917
1999,6,1,5,92,7.7170
1999,6,2,1,70,5.2465
1999,6,2,2,67,5.2279
1999,6,2,3,55,7.4770
1999,6,2,4,57,2.3527
1999,6,2,5,63,4.1851
1999,6,3,1,135,6.5579
1999,6,3,2,119,5.9428
1999,6,3,3,118,3.0670
1999,6,3,4,111,2.6259
1999,6,3,5,94,0.9040
1999,7,1,1,44,-2.8996
1999,7,1,2,53,0.0480
1999,7,1,3,72,-0.2299
1999,7,1,4,86,2.3451
1999,7,1,5,102,4.4292
1999,7,2,1,65,-1.3693
1999,7,2,2,63,-0.9923
1999,7,2,3,57,-2.4902
1999,7,2,4,62,-0.7804
1999,7,2,5,63,0.7550
1999,7,3,1,144,-2.4349
1999,7,3,2,121,-3.0530
1999,7,3,3,117,-1.8648
1999,7,3,4,102,-2.2701
1999,7,3,5,88,-2.7228
1999,8,1,1,43,2.8943
1999,8,1,2,52,-5.9392
1999,8,1,3,72,-4.7120
1999,8,1,4,86,-6.1372
1999,8,1,5,101,-1.4139
1999,8,2,1,63,-5.1676
1999,8,2,2,63,-4.5026
1999,8,2,3,57,-4.2798
1999,8,2,4,62,-2.8332
1999,8,2,5,61,-2.0806
1999,8,3,1,144,0.2116
1999,8,3,2,121,1.8376
1999,8,3,3,116,-6.0905
1999,8,3,4,101,-0.6197
1999,8,3,5,87,-0.1767
1999,9,1,1,42,-3.4786
1999,9,1,2,52,-3.6967
1999,9,1,3,72,-5.2853
1999,9,1,4,85,-3.1354
1999,9,1,5,100,-1.0836
1999,9,2,1,61,1.2790
1999,9,2,2,62,-2.5154
1999,9,2,3,57,-1.5693
1999,9,2,4,62,-0.8345
1999,9,2,5,60,-1.4572
1999,9,3,1,142,-1.6997
1999,9,3,2,120,-5.3050
1999,9,3,3,115,-3.9428
1999,9,3,4,101,-0.7272
1999,9,3,5,86,-4.3831
1999,10,1,1,39,-1.4770
1999,10,1,2,52,-4.4120
1999,10,1,3,72,-1.8567
1999,10,1,4,84,-4.5361
1999,10,1,5,100,-0.8607
1999,10,2,1,60,-4.2423
1999,10,2,2,62,-4.2920
1999,10,2,3,57,-6.4932
1999,10,2,4,62,-3.1585
1999,10,2,5,59,-2.1509
1999,10,3,1,142,1.7272
1999,10,3,2,118,9.5777
1999,10,3,3,113,6.1724
1999,10,3,4,101,0.1247
1999,10,3,5,85,-4.1055
1999,11,1,1,39,6.3690
1999,11,1,2,51,1.2943
1999,11,1,3,71,2.0765
1999,11,1,4,84,1.6193
1999,11,1,5,98,1.2351
1999,11,2,1,59,5.1951
1999,11,2,2,62,2.5671
1999,11,2,3,57,1.3009
1999,11,2,4,61,0.2607
1999,11,2,5,59,-1.8298
1999,11,3,1,142,5.3504
1999,11,3,2,116,-0.2419
1999,11,3,3,113,1.5595
1999,11,3,4,100,-1.8862
1999,11,3,5,84,-4.7468
1999,12,1,1,38,14.1989
1999,12,1,2,51,6.2341
1999,12,1,3,70,-0.5585
1999,12,1,4,83,0.6035
1999,12,1,5,98,-0.1695
1999,12,2,1,57,3.4429
1999,12,2,2,62,3.9293
1999,12,2,3,56,1.5738
1999,12,2,4,61,1.5819
1999,12,2,5,58,-0.9265
1999,12,3,1,141,9.1024
1999,12,3,2,115,1.3043
1999,12,3,3,113,-3.6626
1999,12,3,4,100,-0.0154
1999,12,3,5,83,-1.9858
2000,1,1,1,37,1.3110
2000,1,1,2,51,-1.1938
2000,1,1,3,70,-0.0780
2000,1,1,4,83,-1.2718
2000,1,1,5,97,-0.1709
2000,1,2,1,56,-2.7942
2000,1,2,2,62,-0.9513
2000,1,2,3,56,-6.2571
2000,1,2,4,61,-6.3764
2000,1,2,5,58,-0.2520
2000,1,3,1,141,-3.9817
2000,1,3,2,114,-4.3998
2000,1,3,3,112,-1.2790
2000,1,3,4,99,-4.8228
2000,1,3,5,82,0.3623
2000,2,1,1,37,18.4284
2000,2,1,2,51,3.8723
2000,2,1,3,69,2.4200
2000,2,1,4,82,4.3304
2000,2,1,5,96,2.0956
2000,2,2,1,55,4.4361
2000,2,2,2,62,4.3902
2000,2,2,3,56,-1.6402
2000,2,2,4,60,1.1661
2000,2,2,5,58,-2.0627
2000,2,3,1,140,4.3165
2000,2,3,2,114,-7.7241
2000,2,3,3,112,-10.3484
2000,2,3,4,98,-11.6097
2000,2,3,5,82,-6.7375
2000,3,1,1,36,-3.8307
2000,3,1,2,50,4.3379
2000,3,1,3,68,0.1051
2000,3,1,4,82,-2.5413
2000,3,1,5,95,1.1586
2000,3,2,1,54,7.0387
2000,3,2,2,62,1.3687
2000,3,2,3,56,0.4928
2000,3,2,4,58,-0.5912
2000,3,2,5,57,4.0481
2000,3,3,1,137,9.5285
2000,3,3,2,113,6.8875
2000,3,3,3,112,8.8631
2000,3,3,4,98,14.2420
2000,3,3,5,81,4.9971
2000,4,1,1,36,-6.3643
2000,4,1,2,50,-5.3911
2000,4,1,3,67,-2.2230
2000,4,1,4,82,0.9781
2000,4,1,5,94,-3.1654
2000,4,2,1,53,0.5901
2000,4,2,2,62,0.3982
2000,4,2,3,56,0.4617
2000,4,2,4,56,2.6538
2000,4,2,5,57,2.0548
2000,4,3,1,137,-2.9035
2000,4,3,2,113,4.3052
2000,4,3,3,112,0.7929
2000,4,3,4,98,0.5221
2000,4,3,5,80,7.5174
2000,5,1,1,36,9.1385
2000,5,1,2,49,-4.4378
2000,5,1,3,67,-1.9599
2000,5,1,4,81,-2.7214
2000,5,1,5,94,-1.3525
2000,5,2,1,52,-0.3781
2000,5,2,2,62,-2.3444
2000,5,2,3,56,-2.3198
2000,5,2,4,55,0.4114
2000,5,2,5,54,-2.6360
2000,5,3,1,137,-4.2746
2000,5,3,2,113,3.1670
2000,5,3,3,111,0.8186
2000,5,3,4,96,-1.3714
2000,5,3,5,80,5.9075
2000,6,1,1,35,34.0172
