year,month,rank_ME,rank_OCP,nstocks,ret_vw
1972,7,1,1,66,-4.5096
1972,7,1,2,84,-2.1560
1972,7,1,3,86,-6.4865
1972,7,1,4,87,-2.9516
1972,7,1,5,147,-2.9671
1972,7,2,1,54,-3.0288
1972,7,2,2,54,-2.6263
1972,7,2,3,48,-3.8065
1972,7,2,4,54,-3.2896
1972,7,2,5,43,-2.5366
1972,7,3,1,110,1.7971
1972,7,3,2,84,0.6656
1972,7,3,3,84,-1.3088
1972,7,3,4,80,-1.0370
1972,7,3,5,63,0.0906
1972,8,1,1,66,-0.4257
1972,8,1,2,84,-1.9878
1972,8,1,3,86,1.5561
1972,8,1,4,87,1.2812
1972,8,1,5,147,1.3170
1972,8,2,1,54,2.2849
1972,8,2,2,54,0.7888
1972,8,2,3,48,1.2591
1972,8,2,4,54,2.2206
1972,8,2,5,43,4.8076
1972,8,3,1,110,-0.5299
1972,8,3,2,84,2.8346
1972,8,3,3,84,6.8898
1972,8,3,4,80,7.4432
1972,8,3,5,63,9.5774
1972,9,1,1,66,-4.7114
1972,9,1,2,85,-3.4108
1972,9,1,3,86,-5.6426
1972,9,1,4,87,-3.8061
1972,9,1,5,147,-4.5304
1972,9,2,1,54,-2.3290
1972,9,2,2,54,-2.7140
1972,9,2,3,48,-1.6044
1972,9,2,4,54,-2.5824
1972,9,2,5,43,-3.0324
1972,9,3,1,110,0.0412
1972,9,3,2,84,-0.6271
1972,9,3,3,84,-2.7609
1972,9,3,4,80,0.4576
1972,9,3,5,63,-1.3149
1972,10,1,1,66,-3.6793
1972,10,1,2,85,-3.7804
1972,10,1,3,86,-3.0280
1972,10,1,4,87,0.2740
1972,10,1,5,147,-0.9062
1972,10,2,1,54,-0.4064
1972,10,2,2,54,-1.7871
1972,10,2,3,48,0.4956
1972,10,2,4,54,-2.4454
1972,10,2,5,43,-0.6900
1972,10,3,1,110,2.4092
1972,10,3,2,84,-1.6221
1972,10,3,3,84,0.0434
1972,10,3,4,80,2.1779
1972,10,3,5,63,1.7778
1972,11,1,1,66,5.3278
1972,11,1,2,85,3.1346
1972,11,1,3,86,5.9370
1972,11,1,4,87,5.3056
1972,11,1,5,147,5.1764
1972,11,2,1,54,6.5327
1972,11,2,2,54,3.6375
1972,11,2,3,48,7.8130
1972,11,2,4,54,7.3684
1972,11,2,5,43,8.5539
1972,11,3,1,110,1.0842
1972,11,3,2,84,2.6110
1972,11,3,3,84,7.1586
1972,11,3,4,80,7.4339
1972,11,3,5,63,10.0291
1972,12,1,1,66,-1.6559
1972,12,1,2,85,0.3126
1972,12,1,3,86,-2.7435
1972,12,1,4,87,-2.5611
1972,12,1,5,147,-2.3342
1972,12,2,1,54,1.2003
1972,12,2,2,54,-0.2627
1972,12,2,3,48,-0.5874
1972,12,2,4,54,-1.1520
1972,12,2,5,43,-2.0542
1972,12,3,1,110,4.4578
1972,12,3,2,84,2.1090
1972,12,3,3,84,0.6043
1972,12,3,4,80,0.0941
1972,12,3,5,63,-0.6010
1973,1,1,1,66,-2.1912
1973,1,1,2,85,-3.3255
1973,1,1,3,86,-4.3749
1973,1,1,4,87,-1.4945
1973,1,1,5,147,-2.3101
1973,1,2,1,54,-9.9804
1973,1,2,2,54,-7.1997
1973,1,2,3,48,-4.9311
1973,1,2,4,54,-3.4906
1973,1,2,5,43,-3.7353
1973,1,3,1,110,-2.8927
1973,1,3,2,84,0.3010
1973,1,3,3,84,-4.5699
1973,1,3,4,80,0.7374
1973,1,3,5,63,-1.6414
1973,2,1,1,66,-9.8491
1973,2,1,2,85,-6.8338
1973,2,1,3,86,-8.4576
1973,2,1,4,87,-7.6747
1973,2,1,5,147,-6.1112
1973,2,2,1,54,-10.3455
1973,2,2,2,54,-9.5834
1973,2,2,3,48,-8.6597
1973,2,2,4,54,-5.5810
1973,2,2,5,43,-9.0037
1973,2,3,1,110,-2.0497
1973,2,3,2,84,-2.1673
1973,2,3,3,84,-2.9769
1973,2,3,4,80,-5.6948
1973,2,3,5,63,-7.0813
1973,3,1,1,66,-3.6811
1973,3,1,2,85,-2.0237
1973,3,1,3,86,-3.4097
1973,3,1,4,87,-2.8893
1973,3,1,5,147,-0.9888
1973,3,2,1,54,-2.7051
1973,3,2,2,54,-4.5131
1973,3,2,3,48,-4.1011
1973,3,2,4,54,-2.4605
1973,3,2,5,43,0.9078
1973,3,3,1,110,0.6272
1973,3,3,2,84,-1.0454
1973,3,3,3,84,-1.3734
1973,3,3,4,79,2.6070
1973,3,3,5,63,1.2611
1973,4,1,1,66,-8.0289
1973,4,1,2,84,-5.9250
1973,4,1,3,86,-7.5031
1973,4,1,4,87,-3.9309
1973,4,1,5,147,-7.1637
1973,4,2,1,54,-10.6490
1973,4,2,2,54,-7.3733
1973,4,2,3,48,-8.3738
1973,4,2,4,54,-4.1757
1973,4,2,5,43,-3.0913
1973,4,3,1,110,-6.0504
1973,4,3,2,84,-5.6935
1973,4,3,3,84,-4.4631
1973,4,3,4,79,-0.1994
1973,4,3,5,63,-3.1416
1973,5,1,1,66,-8.9127
1973,5,1,2,84,-8.8877
1973,5,1,3,86,-9.8120
1973,5,1,4,87,-8.3916
1973,5,1,5,147,-7.9489
1973,5,2,1,54,-9.1119
1973,5,2,2,54,-9.5077
1973,5,2,3,48,-7.9514
1973,5,2,4,54,-8.0940
1973,5,2,5,43,-7.9356
1973,5,3,1,110,0.3680
1973,5,3,2,84,-1.4223
1973,5,3,3,84,-1.6618
1973,5,3,4,79,-3.7410
1973,5,3,5,63,-2.2361
1973,6,1,1,66,-5.9333
1973,6,1,2,84,-2.8076
1973,6,1,3,86,-2.9384
1973,6,1,4,87,-5.4788
1973,6,1,5,147,-3.2476
1973,6,2,1,54,-4.4962
1973,6,2,2,54,-4.3509
1973,6,2,3,48,-1.7253
1973,6,2,4,54,-3.4675
1973,6,2,5,43,-3.1922
1973,6,3,1,110,-0.4112
1973,6,3,2,83,0.4975
1973,6,3,3,84,-1.5850
1973,6,3,4,79,-0.6472
1973,6,3,5,63,-1.5990
1973,7,1,1,85,20.8761
1973,7,1,2,127,15.5473
1973,7,1,3,114,13.2367
1973,7,1,4,141,14.1694
1973,7,1,5,177,14.5917
1973,7,2,1,50,18.0452
1973,7,2,2,67,14.7054
1973,7,2,3,64,10.1529
1973,7,2,4,62,11.7470
1973,7,2,5,63,9.9581
1973,7,3,1,139,6.8736
1973,7,3,2,102,4.4482
1973,7,3,3,88,5.0318
1973,7,3,4,85,1.6665
1973,7,3,5,70,2.2391
1973,8,1,1,85,-8.9830
1973,8,1,2,127,-7.0992
1973,8,1,3,114,-5.8197
1973,8,1,4,140,-6.0630
1973,8,1,5,175,-4.8394
1973,8,2,1,50,-2.0681
1973,8,2,2,67,-2.8147
1973,8,2,3,64,-5.2242
1973,8,2,4,62,-4.5978
1973,8,2,5,63,-4.5184
1973,8,3,1,139,-4.1655
1973,8,3,2,102,-2.2387
1973,8,3,3,88,-2.5445
1973,8,3,4,85,-3.8576
1973,8,3,5,70,-2.6356
1973,9,1,1,85,11.8820
1973,9,1,2,127,11.0957
1973,9,1,3,115,7.5407
1973,9,1,4,140,8.7256
1973,9,1,5,175,7.2600
1973,9,2,1,50,11.3861
1973,9,2,2,67,11.9265
1973,9,2,3,64,11.9186
1973,9,2,4,62,11.9560
1973,9,2,5,63,12.0399
1973,9,3,1,138,2.5544
1973,9,3,2,102,-1.3513
1973,9,3,3,88,8.8296
1973,9,3,4,85,8.8312
1973,9,3,5,70,10.6789
1973,10,1,1,85,-1.4353
1973,10,1,2,127,-0.1124
1973,10,1,3,115,0.3181
1973,10,1,4,141,1.0105
1973,10,1,5,176,0.9046
1973,10,2,1,50,-1.8047
1973,10,2,2,67,0.8093
1973,10,2,3,64,0.4369
1973,10,2,4,62,1.9320
1973,10,2,5,63,0.0569
1973,10,3,1,138,-0.6562
1973,10,3,2,102,2.8610
1973,10,3,3,88,-0.2640
1973,10,3,4,85,1.4356
1973,10,3,5,70,-0.9305
1973,11,1,1,85,-25.4828
1973,11,1,2,127,-19.4849
1973,11,1,3,115,-16.3412
1973,11,1,4,141,-18.9729
1973,11,1,5,175,-19.9039
1973,11,2,1,50,-20.5515
1973,11,2,2,67,-23.5306
1973,11,2,3,64,-19.5440
1973,11,2,4,62,-19.1214
1973,11,2,5,63,-16.0322
1973,11,3,1,138,-11.2178
1973,11,3,2,102,-10.7032
1973,11,3,3,88,-15.4123
1973,11,3,4,85,-10.2898
1973,11,3,5,70,-8.6472
1973,12,1,1,85,-3.1793
1973,12,1,2,127,-6.6953
1973,12,1,3,115,-3.1926
1973,12,1,4,141,-2.8943
1973,12,1,5,175,-3.3946
1973,12,2,1,50,-1.2455
1973,12,2,2,67,-1.0022
1973,12,2,3,64,-2.0585
1973,12,2,4,62,0.1362
1973,12,2,5,63,-1.1554
1973,12,3,1,139,-1.6942
1973,12,3,2,102,-1.9557
1973,12,3,3,88,3.7037
1973,12,3,4,85,6.7968
1973,12,3,5,70,7.1161
1974,1,1,1,85,19.0127
1974,1,1,2,127,14.9069
1974,1,1,3,115,15.2813
1974,1,1,4,141,14.5897
1974,1,1,5,175,20.2643
1974,1,2,1,50,6.2727
1974,1,2,2,67,8.5342
1974,1,2,3,64,9.3247
1974,1,2,4,62,10.0402
1974,1,2,5,63,13.8987
1974,1,3,1,139,-1.7670
1974,1,3,2,102,-0.2465
1974,1,3,3,88,0.8665
1974,1,3,4,85,-2.9782
1974,1,3,5,70,1.8225
1974,2,1,1,84,-4.8440
1974,2,1,2,127,-0.2870
1974,2,1,3,114,-0.0914
1974,2,1,4,141,-0.1156
1974,2,1,5,174,-0.2183
1974,2,2,1,50,0.3569
1974,2,2,2,67,0.0254
1974,2,2,3,64,1.0770
1974,2,2,4,62,2.1657
1974,2,2,5,63,3.1588
1974,2,3,1,139,-1.5830
1974,2,3,2,102,-0.1520
1974,2,3,3,88,1.5965
1974,2,3,4,85,0.2606
1974,2,3,5,70,3.2904
1974,3,1,1,84,-0.7436
1974,3,1,2,126,0.2179
1974,3,1,3,114,1.5867
1974,3,1,4,141,-0.2722
1974,3,1,5,173,2.4289
1974,3,2,1,50,2.7009
1974,3,2,2,67,-2.5902
1974,3,2,3,64,-0.6843
1974,3,2,4,62,-1.4870
1974,3,2,5,63,-2.5834
1974,3,3,1,139,-1.3825
1974,3,3,2,102,-1.3783
1974,3,3,3,88,-2.4069
1974,3,3,4,85,-2.5250
1974,3,3,5,70,-3.6897
1974,4,1,1,84,-6.0745
1974,4,1,2,126,-4.8727
1974,4,1,3,114,-7.1237
1974,4,1,4,141,-3.5441
1974,4,1,5,173,-4.6245
1974,4,2,1,50,-7.8539
1974,4,2,2,67,-4.1812
1974,4,2,3,64,-5.1278
1974,4,2,4,62,-1.9086
1974,4,2,5,63,-4.0104
1974,4,3,1,139,-2.5975
1974,4,3,2,102,-3.3489
1974,4,3,3,88,-1.5433
1974,4,3,4,85,-5.2098
1974,4,3,5,70,-3.9671
1974,5,1,1,84,-6.3351
1974,5,1,2,126,-7.1914
1974,5,1,3,114,-7.8688
1974,5,1,4,140,-6.1401
1974,5,1,5,173,-7.6183
1974,5,2,1,50,-5.9914
1974,5,2,2,67,-6.4089
1974,5,2,3,64,-6.3355
1974,5,2,4,62,-7.6294
1974,5,2,5,63,-7.6794
1974,5,3,1,139,0.5070
1974,5,3,2,102,-4.0057
1974,5,3,3,88,-2.5267
1974,5,3,4,85,-6.0284
1974,5,3,5,70,-3.5278
1974,6,1,1,84,-3.2547
1974,6,1,2,126,-2.8217
1974,6,1,3,115,-1.8237
1974,6,1,4,140,-2.0020
1974,6,1,5,173,-1.8301
1974,6,2,1,50,-1.7297
1974,6,2,2,67,-1.6157
1974,6,2,3,64,-0.7657
1974,6,2,4,62,0.2766
1974,6,2,5,63,-1.0780
1974,6,3,1,138,-1.5175
1974,6,3,2,102,-0.3818
1974,6,3,3,88,-1.4731
1974,6,3,4,85,-1.0707
1974,6,3,5,70,0.2281
1974,7,1,1,127,-8.0650
1974,7,1,2,175,-5.5328
1974,7,1,3,191,-5.0806
1974,7,1,4,196,-3.1320
1974,7,1,5,307,-4.1456
1974,7,2,1,76,-6.3075
1974,7,2,2,98,-6.1223
1974,7,2,3,99,-3.1419
1974,7,2,4,84,-3.9257
1974,7,2,5,87,-0.7203
1974,7,3,1,200,-11.9926
1974,7,3,2,146,-3.1369
1974,7,3,3,125,-4.8780
1974,7,3,4,103,-5.6352
1974,7,3,5,66,-3.7300
1974,8,1,1,127,-7.9410
1974,8,1,2,175,-6.6703
1974,8,1,3,191,-7.4425
1974,8,1,4,196,-6.0277
1974,8,1,5,305,-7.1263
1974,8,2,1,76,-9.9889
1974,8,2,2,98,-8.2271
1974,8,2,3,99,-6.5717
1974,8,2,4,84,-6.8369
1974,8,2,5,87,-6.8702
1974,8,3,1,200,-9.4716
1974,8,3,2,146,-10.5754
1974,8,3,3,125,-3.5476
1974,8,3,4,103,-6.0312
1974,8,3,5,66,-6.5546
1974,9,1,1,125,-11.5582
1974,9,1,2,175,-8.0100
1974,9,1,3,190,-8.0725
1974,9,1,4,195,-7.8467
1974,9,1,5,300,-7.6667
1974,9,2,1,77,-12.2275
1974,9,2,2,98,-8.1774
1974,9,2,3,98,-6.4430
1974,9,2,4,84,-8.4583
1974,9,2,5,86,-6.8198
1974,9,3,1,200,-15.8517
1974,9,3,2,146,-10.5453
1974,9,3,3,125,-6.0369
1974,9,3,4,103,-7.7328
1974,9,3,5,66,-5.8263
1974,10,1,1,125,8.3623
1974,10,1,2,175,12.6956
1974,10,1,3,190,8.0358
1974,10,1,4,194,9.4936
1974,10,1,5,300,7.1263
1974,10,2,1,77,15.0707
1974,10,2,2,98,12.6536
1974,10,2,3,98,7.8550
1974,10,2,4,84,8.4382
1974,10,2,5,86,8.4292
1974,10,3,1,200,22.3115
1974,10,3,2,146,16.4733
1974,10,3,3,125,14.7911
1974,10,3,4,103,6.9102
1974,10,3,5,66,5.6603
1974,11,1,1,126,-6.7008
1974,11,1,2,175,-5.8276
1974,11,1,3,189,-4.3886
1974,11,1,4,195,-5.0930
1974,11,1,5,303,-7.7675
1974,11,2,1,77,-6.2340
1974,11,2,2,98,-5.8520
1974,11,2,3,98,-1.5043
1974,11,2,4,84,-4.9271
1974,11,2,5,87,-5.0481
1974,11,3,1,200,-4.6895
1974,11,3,2,145,-4.5516
1974,11,3,3,125,-2.5256
1974,11,3,4,103,-3.5922
1974,11,3,5,66,-2.9767
1974,12,1,1,127,-8.9688
1974,12,1,2,175,-7.1703
1974,12,1,3,188,-7.2373
1974,12,1,4,194,-8.1456
1974,12,1,5,302,-8.5264
1974,12,2,1,77,-6.2822
1974,12,2,2,98,-6.7776
1974,12,2,3,99,-5.5314
1974,12,2,4,84,-3.3862
1974,12,2,5,87,-6.4278
1974,12,3,1,200,-3.9078
1974,12,3,2,145,-1.3112
1974,12,3,3,125,-0.6888
1974,12,3,4,103,0.9673
1974,12,3,5,66,-1.5960
1975,1,1,1,125,28.6168
1975,1,1,2,175,26.0494
1975,1,1,3,189,27.9042
1975,1,1,4,194,29.7145
1975,1,1,5,304,31.9036
1975,1,2,1,77,23.6786
1975,1,2,2,98,25.9937
1975,1,2,3,99,22.1858
1975,1,2,4,84,25.6932
1975,1,2,5,87,30.9780
1975,1,3,1,200,9.2085
1975,1,3,2,146,13.0491
1975,1,3,3,125,12.7316
1975,1,3,4,103,18.9882
1975,1,3,5,66,23.9948
1975,2,1,1,125,6.5657
1975,2,1,2,174,5.7604
1975,2,1,3,189,3.9341
1975,2,1,4,194,4.4388
1975,2,1,5,304,4.1468
1975,2,2,1,77,6.9165
1975,2,2,2,98,3.0836
1975,2,2,3,98,4.8634
1975,2,2,4,84,5.0122
1975,2,2,5,87,0.6134
1975,2,3,1,200,11.0999
1975,2,3,2,146,5.0710
1975,2,3,3,125,4.3215
1975,2,3,4,103,2.5884
1975,2,3,5,66,-0.5397
1975,3,1,1,125,11.3761
1975,3,1,2,173,7.3664
1975,3,1,3,190,6.3805
1975,3,1,4,195,7.8576
1975,3,1,5,305,9.7704
1975,3,2,1,77,6.9908
1975,3,2,2,98,7.7489
1975,3,2,3,98,7.4771
1975,3,2,4,84,5.5479
1975,3,2,5,87,6.1410
1975,3,3,1,200,3.0764
1975,3,3,2,146,2.4715
1975,3,3,3,125,1.7571
1975,3,3,4,103,2.9096
1975,3,3,5,66,5.8084
1975,4,1,1,125,2.0766
1975,4,1,2,173,6.0204
1975,4,1,3,188,3.0877
1975,4,1,4,195,4.2460
1975,4,1,5,305,2.3324
1975,4,2,1,77,4.6691
1975,4,2,2,98,6.6990
1975,4,2,3,98,5.8784
1975,4,2,4,84,3.5540
1975,4,2,5,87,3.7883
1975,4,3,1,200,4.8771
1975,4,3,2,146,8.6585
1975,4,3,3,125,1.5978
1975,4,3,4,103,2.6344
1975,4,3,5,66,3.1514
1975,5,1,1,125,11.7967
1975,5,1,2,174,8.7720
1975,5,1,3,184,6.9277
1975,5,1,4,194,6.9519
1975,5,1,5,304,6.8614
1975,5,2,1,77,8.2311
1975,5,2,2,98,10.3172
1975,5,2,3,98,6.8213
1975,5,2,4,84,8.8548
1975,5,2,5,87,3.6362
1975,5,3,1,200,5.2053
1975,5,3,2,146,5.9667
1975,5,3,3,125,3.8458
1975,5,3,4,103,6.4255
1975,5,3,5,66,5.0155
1975,6,1,1,125,5.6045
1975,6,1,2,174,8.2302
1975,6,1,3,186,8.1442
1975,6,1,4,193,9.3090
1975,6,1,5,303,7.1592
1975,6,2,1,77,6.4460
1975,6,2,2,97,5.6327
1975,6,2,3,98,6.3573
1975,6,2,4,84,8.6106
1975,6,2,5,87,6.9786
1975,6,3,1,200,2.8109
1975,6,3,2,146,6.0946
1975,6,3,3,125,5.4689
1975,6,3,4,103,8.0686
1975,6,3,5,66,9.2727
1975,7,1,1,207,-0.6412
1975,7,1,2,245,-1.6749
1975,7,1,3,261,-0.0498
1975,7,1,4,284,0.0444
1975,7,1,5,399,-0.1649
1975,7,2,1,104,-4.9925
1975,7,2,2,117,-1.7334
1975,7,2,3,115,-2.5994
1975,7,2,4,103,-4.7012
1975,7,2,5,82,-4.0500
1975,7,3,1,197,-9.1655
1975,7,3,2,157,-5.3862
1975,7,3,3,129,-2.9116
1975,7,3,4,97,-4.4760
1975,7,3,5,75,-4.8765
1975,8,1,1,207,-7.1781
1975,8,1,2,245,-5.1856
1975,8,1,3,261,-6.8393
1975,8,1,4,284,-5.7274
1975,8,1,5,399,-6.6217
1975,8,2,1,104,-4.3405
1975,8,2,2,117,-3.5288
1975,8,2,3,114,-4.7568
1975,8,2,4,103,-3.1560
1975,8,2,5,82,-4.7716
1975,8,3,1,197,-2.5268
1975,8,3,2,157,-0.3705
1975,8,3,3,129,-2.0877
1975,8,3,4,97,0.7838
1975,8,3,5,75,-2.9159
1975,9,1,1,208,-3.5815
1975,9,1,2,244,-2.4359
1975,9,1,3,262,-2.6983
1975,9,1,4,283,-3.8443
1975,9,1,5,397,-3.8963
1975,9,2,1,104,-4.1675
1975,9,2,2,117,-3.1187
1975,9,2,3,114,-4.4878
1975,9,2,4,103,-3.0745
1975,9,2,5,82,-2.3147
1975,9,3,1,197,-4.1970
1975,9,3,2,157,-3.3284
1975,9,3,3,129,-1.6453
1975,9,3,4,97,-2.9422
1975,9,3,5,75,-3.0920
1975,10,1,1,208,2.3020
1975,10,1,2,242,1.6343
1975,10,1,3,262,2.2944
1975,10,1,4,283,4.0717
1975,10,1,5,397,0.1425
1975,10,2,1,104,1.8915
1975,10,2,2,117,3.3406
1975,10,2,3,115,2.0903
1975,10,2,4,103,5.9648
1975,10,2,5,82,1.0591
1975,10,3,1,196,9.2849
1975,10,3,2,157,2.8754
1975,10,3,3,128,6.4157
1975,10,3,4,97,4.0172
1975,10,3,5,75,4.9692
1975,11,1,1,208,0.2353
1975,11,1,2,242,3.5804
1975,11,1,3,262,3.4671
1975,11,1,4,284,3.2262
1975,11,1,5,394,3.4146
1975,11,2,1,104,2.5472
1975,11,2,2,117,2.2942
1975,11,2,3,115,2.3108
1975,11,2,4,103,5.9153
1975,11,2,5,82,2.6674
1975,11,3,1,196,4.0402
1975,11,3,2,157,0.5086
1975,11,3,3,128,2.5711
1975,11,3,4,97,2.2332
1975,11,3,5,75,6.4396
1975,12,1,1,208,-0.8773
1975,12,1,2,244,-1.7532
1975,12,1,3,260,-1.0897
1975,12,1,4,284,-0.6380
1975,12,1,5,393,-2.6564
1975,12,2,1,104,-2.6672
1975,12,2,2,117,-2.7372
1975,12,2,3,115,-0.3143
1975,12,2,4,103,-0.2651
1975,12,2,5,82,-0.4127
1975,12,3,1,197,-3.3130
1975,12,3,2,156,0.0244
1975,12,3,3,129,0.5717
1975,12,3,4,97,0.8198
1975,12,3,5,75,0.6210
1976,1,1,1,200,20.4968
1976,1,1,2,234,20.6382
1976,1,1,3,249,22.9475
1976,1,1,4,270,22.7251
1976,1,1,5,385,25.4104
1976,1,2,1,104,14.7579
1976,1,2,2,115,18.9342
1976,1,2,3,115,19.0240
1976,1,2,4,103,19.0606
1976,1,2,5,82,20.1855
1976,1,3,1,197,11.2676
1976,1,3,2,156,11.9252
1976,1,3,3,128,11.1984
1976,1,3,4,97,15.2955
1976,1,3,5,75,15.6364
1976,2,1,1,199,10.1085
1976,2,1,2,234,10.2763
1976,2,1,3,249,10.4887
1976,2,1,4,270,12.2340
1976,2,1,5,386,12.1393
1976,2,2,1,104,7.2490
1976,2,2,2,115,4.8044
1976,2,2,3,115,6.4484
1976,2,2,4,102,9.0378
1976,2,2,5,82,6.6291
1976,2,3,1,197,-2.5895
1976,2,3,2,157,0.1299
1976,2,3,3,128,1.4548
1976,2,3,4,97,1.1613
1976,2,3,5,75,2.5186
1976,3,1,1,202,1.3822
1976,3,1,2,240,3.3922
1976,3,1,3,251,1.1415
1976,3,1,4,281,1.1717
1976,3,1,5,390,-0.3288
1976,3,2,1,103,1.6049
1976,3,2,2,116,1.9532
1976,3,2,3,115,2.3079
1976,3,2,4,102,1.7446
1976,3,2,5,82,1.3844
1976,3,3,1,197,3.5741
1976,3,3,2,156,1.8610
1976,3,3,3,129,2.7780
1976,3,3,4,96,2.7343
1976,3,3,5,75,0.2410
1976,4,1,1,203,-1.4276
1976,4,1,2,239,-1.5311
1976,4,1,3,252,-0.5871
1976,4,1,4,279,-0.4416
1976,4,1,5,386,-2.4034
1976,4,2,1,103,-2.1667
1976,4,2,2,115,-0.3275
1976,4,2,3,114,-1.2081
1976,4,2,4,102,0.3651
1976,4,2,5,82,-0.4400
1976,4,3,1,197,-2.8541
1976,4,3,2,156,-0.3324
1976,4,3,3,129,1.7087
1976,4,3,4,96,0.5341
1976,4,3,5,75,-1.2723
1976,5,1,1,206,-4.1127
1976,5,1,2,240,-1.3918
1976,5,1,3,258,-3.6917
1976,5,1,4,281,-3.2788
1976,5,1,5,390,-2.5016
1976,5,2,1,104,-1.7668
1976,5,2,2,115,-2.7240
1976,5,2,3,114,-0.2715
1976,5,2,4,101,-1.5997
1976,5,2,5,82,-2.5361
1976,5,3,1,197,-1.6676
1976,5,3,2,156,0.7732
1976,5,3,3,129,-1.2127
1976,5,3,4,96,-0.3439
1976,5,3,5,75,-0.2085
1976,6,1,1,204,3.0497
1976,6,1,2,239,3.0527
1976,6,1,3,258,3.0429
1976,6,1,4,279,2.9537
1976,6,1,5,390,3.1036
1976,6,2,1,104,3.5773
1976,6,2,2,115,5.4982
1976,6,2,3,114,3.4061
1976,6,2,4,101,3.8289
1976,6,2,5,81,5.6867
1976,6,3,1,195,4.4244
1976,6,3,2,156,4.0215
1976,6,3,3,129,3.5863
1976,6,3,4,96,5.5533
1976,6,3,5,74,5.9406
1976,7,1,1,273,-1.2172
1976,7,1,2,301,-0.0087
1976,7,1,3,267,0.2145
1976,7,1,4,298,-0.1818
1976,7,1,5,511,0.5317
1976,7,2,1,124,-0.6602
1976,7,2,2,111,-0.8401
1976,7,2,3,117,1.5120
1976,7,2,4,101,0.6866
1976,7,2,5,99,0.5070
1976,7,3,1,192,-1.7501
1976,7,3,2,141,-1.1400
1976,7,3,3,138,0.0853
1976,7,3,4,107,-0.1180
1976,7,3,5,68,0.6316
1976,8,1,1,254,-1.9293
1976,8,1,2,274,-1.5610
1976,8,1,3,236,-2.5145
1976,8,1,4,270,-0.6054
1976,8,1,5,447,-1.6767
1976,8,2,1,119,-4.1044
1976,8,2,2,110,-1.4454
1976,8,2,3,115,-2.2351
1976,8,2,4,100,-1.8088
1976,8,2,5,97,-2.7209
1976,8,3,1,191,-0.0938
1976,8,3,2,140,-0.0757
1976,8,3,3,137,0.3621
1976,8,3,4,107,0.8830
1976,8,3,5,68,-1.8378
1976,9,1,1,253,1.7319
1976,9,1,2,273,1.9163
1976,9,1,3,235,0.9998
1976,9,1,4,266,2.3368
1976,9,1,5,446,1.6238
1976,9,2,1,119,3.3944
1976,9,2,2,109,2.5006
1976,9,2,3,113,3.9526
1976,9,2,4,100,3.7687
1976,9,2,5,96,3.0284
1976,9,3,1,191,1.4990
1976,9,3,2,140,3.0245
1976,9,3,3,137,3.2885
1976,9,3,4,107,4.0810
1976,9,3,5,68,3.3953
1976,10,1,1,268,-3.1468
1976,10,1,2,298,-3.0978
1976,10,1,3,262,-1.7356
1976,10,1,4,291,-0.4768
1976,10,1,5,500,-2.9753
1976,10,2,1,122,-3.8199
1976,10,2,2,109,-1.5225
1976,10,2,3,113,-1.6008
1976,10,2,4,100,-1.7033
1976,10,2,5,97,-3.3847
1976,10,3,1,191,-2.6209
1976,10,3,2,140,-2.3496
1976,10,3,3,138,-2.8489
1976,10,3,4,107,-0.7074
1976,10,3,5,67,-3.3073
1976,11,1,1,268,4.6591
1976,11,1,2,298,1.6935
1976,11,1,3,262,3.5936
1976,11,1,4,292,3.5449
1976,11,1,5,499,2.1915
1976,11,2,1,122,3.0274
1976,11,2,2,109,3.9040
1976,11,2,3,113,2.2485
1976,11,2,4,100,4.7481
1976,11,2,5,97,4.2182
1976,11,3,1,191,-1.2004
1976,11,3,2,140,0.5639
1976,11,3,3,138,0.7383
1976,11,3,4,107,1.9438
1976,11,3,5,67,1.8114
1976,12,1,1,269,8.9830
1976,12,1,2,296,10.9224
1976,12,1,3,263,10.0843
1976,12,1,4,293,8.2782
1976,12,1,5,506,10.2312
1976,12,2,1,123,8.7647
1976,12,2,2,110,9.5719
1976,12,2,3,115,9.3108
1976,12,2,4,101,8.4420
1976,12,2,5,96,10.2063
1976,12,3,1,191,3.4883
1976,12,3,2,141,6.1794
1976,12,3,3,138,6.0145
1976,12,3,4,107,5.3128
1976,12,3,5,67,10.2977
1977,1,1,1,267,2.8740
1977,1,1,2,294,3.4952
1977,1,1,3,258,4.5534
1977,1,1,4,287,4.9324
1977,1,1,5,493,6.0268
1977,1,2,1,121,-0.1771
1977,1,2,2,108,-0.1350
1977,1,2,3,113,2.8569
1977,1,2,4,101,2.0436
1977,1,2,5,95,2.4276
1977,1,3,1,190,-8.8141
1977,1,3,2,140,-3.7250
1977,1,3,3,138,-0.9892
1977,1,3,4,107,-2.0566
1977,1,3,5,67,1.9387
1977,2,1,1,266,0.1249
1977,2,1,2,294,-0.7251
1977,2,1,3,257,-0.3069
1977,2,1,4,285,0.3616
1977,2,1,5,488,-0.1501
1977,2,2,1,119,-1.9138
1977,2,2,2,107,-0.9203
1977,2,2,3,112,0.3535
1977,2,2,4,99,-0.6672
1977,2,2,5,95,-1.8982
1977,2,3,1,190,-1.6327
1977,2,3,2,140,-1.2113
1977,2,3,3,137,-2.1579
1977,2,3,4,107,-0.8675
1977,2,3,5,67,-4.1252
1977,3,1,1,265,1.1207
1977,3,1,2,293,0.7540
1977,3,1,3,261,1.0100
1977,3,1,4,289,1.6086
1977,3,1,5,497,0.4694
