year,month,rank_ME,rank_IR,nstocks,ret_vw
1994,1,1,1,616,7.1794
1994,1,1,2,307,6.5448
1994,1,1,3,136,6.6120
1994,1,1,4,178,3.6366
1994,1,1,5,262,2.7728
1994,1,2,1,98,5.0159
1994,1,2,2,93,3.1751
1994,1,2,3,92,1.4251
1994,1,2,4,89,0.9412
1994,1,2,5,134,2.7739
1994,1,3,1,48,3.7278
1994,1,3,2,114,3.5478
1994,1,3,3,135,2.2443
1994,1,3,4,147,4.2914
1994,1,3,5,191,1.2744
1994,2,1,1,610,0.9200
1994,2,1,2,307,-0.1415
1994,2,1,3,136,-0.5100
1994,2,1,4,177,0.4285
1994,2,1,5,261,0.2183
1994,2,2,1,98,0.7789
1994,2,2,2,92,0.0752
1994,2,2,3,92,0.1221
1994,2,2,4,89,-0.2625
1994,2,2,5,133,-0.1984
1994,2,3,1,48,-1.3938
1994,2,3,2,114,-1.3905
1994,2,3,3,135,-3.0745
1994,2,3,4,146,-3.0038
1994,2,3,5,191,-1.5510
1994,3,1,1,603,-3.9035
1994,3,1,2,307,-4.2105
1994,3,1,3,135,-4.9377
1994,3,1,4,174,-4.5751
1994,3,1,5,259,-6.3767
1994,3,2,1,98,-4.0872
1994,3,2,2,92,-5.1526
1994,3,2,3,92,-4.7230
1994,3,2,4,89,-4.6540
1994,3,2,5,133,-6.8421
1994,3,3,1,48,-3.0663
1994,3,3,2,114,-4.2670
1994,3,3,3,135,-3.5199
1994,3,3,4,146,-3.8941
1994,3,3,5,191,-5.2572
1994,4,1,1,599,1.0426
1994,4,1,2,307,0.1859
1994,4,1,3,135,-1.1797
1994,4,1,4,175,0.0805
1994,4,1,5,257,-1.9034
1994,4,2,1,98,1.7344
1994,4,2,2,92,0.0895
1994,4,2,3,92,1.0943
1994,4,2,4,89,1.4262
1994,4,2,5,133,-0.4798
1994,4,3,1,48,1.9549
1994,4,3,2,114,-0.0990
1994,4,3,3,134,1.6409
1994,4,3,4,146,-0.0611
1994,4,3,5,191,1.7152
1994,5,1,1,595,-1.7665
1994,5,1,2,307,-0.7739
1994,5,1,3,134,-1.2106
1994,5,1,4,172,0.0333
1994,5,1,5,256,-0.9703
1994,5,2,1,97,-0.6923
1994,5,2,2,92,-2.2713
1994,5,2,3,92,-1.5413
1994,5,2,4,89,-0.1859
1994,5,2,5,132,-2.0746
1994,5,3,1,48,4.3104
1994,5,3,2,114,0.1582
1994,5,3,3,133,-0.3700
1994,5,3,4,146,2.2376
1994,5,3,5,191,-0.2130
1994,6,1,1,590,-2.8799
1994,6,1,2,305,-3.5476
1994,6,1,3,132,-3.6426
1994,6,1,4,172,-5.6846
1994,6,1,5,256,-5.5637
1994,6,2,1,97,-3.5471
1994,6,2,2,92,-2.5147
1994,6,2,3,92,-2.7660
1994,6,2,4,89,-1.8091
1994,6,2,5,132,-3.7608
1994,6,3,1,48,-4.8585
1994,6,3,2,114,-1.9480
1994,6,3,3,134,-1.7600
1994,6,3,4,146,-2.3880
1994,6,3,5,191,-2.6507
1994,7,1,1,629,2.3352
1994,7,1,2,295,-0.4018
1994,7,1,3,172,1.5923
1994,7,1,4,183,1.8759
1994,7,1,5,290,1.0655
1994,7,2,1,93,1.7741
1994,7,2,2,101,3.3065
1994,7,2,3,108,2.0856
1994,7,2,4,93,0.7163
1994,7,2,5,114,0.1192
1994,7,3,1,57,5.6455
1994,7,3,2,110,5.2588
1994,7,3,3,135,3.1890
1994,7,3,4,158,3.3628
1994,7,3,5,203,2.7284
1994,8,1,1,624,4.7332
1994,8,1,2,295,2.6663
1994,8,1,3,172,3.4623
1994,8,1,4,183,4.1651
1994,8,1,5,290,1.6700
1994,8,2,1,92,6.1313
1994,8,2,2,101,5.9765
1994,8,2,3,108,4.6247
1994,8,2,4,93,5.3586
1994,8,2,5,114,10.2082
1994,8,3,1,57,7.5618
1994,8,3,2,110,3.5040
1994,8,3,3,135,3.1656
1994,8,3,4,158,3.6460
1994,8,3,5,203,5.0729
1994,9,1,1,621,1.0411
1994,9,1,2,294,3.7820
1994,9,1,3,171,0.4307
1994,9,1,4,180,-0.1690
1994,9,1,5,290,0.3179
1994,9,2,1,92,0.1212
1994,9,2,2,101,-1.4496
1994,9,2,3,108,-2.4767
1994,9,2,4,93,0.0816
1994,9,2,5,114,-1.3116
1994,9,3,1,57,-0.1139
1994,9,3,2,110,-1.8794
1994,9,3,3,135,-1.9376
1994,9,3,4,158,-2.4314
1994,9,3,5,202,-1.5802
1994,10,1,1,618,0.9658
1994,10,1,2,292,1.3250
1994,10,1,3,169,1.6855
1994,10,1,4,180,1.0490
1994,10,1,5,290,-0.8589
1994,10,2,1,92,-2.3997
1994,10,2,2,99,2.1096
1994,10,2,3,108,-0.2279
1994,10,2,4,93,0.1567
1994,10,2,5,114,0.8060
1994,10,3,1,57,4.5672
1994,10,3,2,109,0.2464
1994,10,3,3,135,3.2497
1994,10,3,4,157,2.0561
1994,10,3,5,202,2.2246
1994,11,1,1,615,-2.3372
1994,11,1,2,289,-2.7011
1994,11,1,3,169,-2.8049
1994,11,1,4,179,-1.5137
1994,11,1,5,290,-3.4672
1994,11,2,1,92,-3.2613
1994,11,2,2,98,-1.4702
1994,11,2,3,108,-3.5239
1994,11,2,4,93,-3.5893
1994,11,2,5,114,-3.2872
1994,11,3,1,57,-5.5118
1994,11,3,2,109,-3.4910
1994,11,3,3,134,-1.7210
1994,11,3,4,157,-3.9337
1994,11,3,5,201,-2.7194
1994,12,1,1,612,-0.2278
1994,12,1,2,288,1.8217
1994,12,1,3,168,-0.5131
1994,12,1,4,178,-1.5409
1994,12,1,5,290,-0.7789
1994,12,2,1,92,1.4996
1994,12,2,2,98,3.1625
1994,12,2,3,107,3.0951
1994,12,2,4,93,2.4716
1994,12,2,5,113,1.8972
1994,12,3,1,57,1.9138
1994,12,3,2,109,0.7770
1994,12,3,3,134,1.0148
1994,12,3,4,156,2.0697
1994,12,3,5,201,1.1553
1995,1,1,1,606,1.5690
1995,1,1,2,286,1.9833
1995,1,1,3,166,2.6372
1995,1,1,4,176,1.6466
1995,1,1,5,287,1.6743
1995,1,2,1,90,-0.3738
1995,1,2,2,98,-1.3203
1995,1,2,3,105,-0.3463
1995,1,2,4,93,-2.4099
1995,1,2,5,112,-2.9612
1995,1,3,1,57,2.0297
1995,1,3,2,109,2.9542
1995,1,3,3,134,1.9911
1995,1,3,4,156,2.0384
1995,1,3,5,200,2.0564
1995,2,1,1,603,2.5934
1995,2,1,2,285,2.7744
1995,2,1,3,165,2.7276
1995,2,1,4,176,0.5428
1995,2,1,5,287,1.7072
1995,2,2,1,89,4.2738
1995,2,2,2,98,3.6194
1995,2,2,3,104,2.9760
1995,2,2,4,93,3.3456
1995,2,2,5,112,3.8572
1995,2,3,1,56,3.9336
1995,2,3,2,109,2.7179
1995,2,3,3,134,3.6680
1995,2,3,4,156,4.5662
1995,2,3,5,199,3.7483
1995,3,1,1,597,1.0573
1995,3,1,2,283,1.2510
1995,3,1,3,165,0.9413
1995,3,1,4,175,1.3241
1995,3,1,5,286,1.9195
1995,3,2,1,89,0.9004
1995,3,2,2,98,2.0438
1995,3,2,3,103,3.1053
1995,3,2,4,93,1.9399
1995,3,2,5,112,0.8250
1995,3,3,1,56,4.2403
1995,3,3,2,108,2.9990
1995,3,3,3,133,2.7157
1995,3,3,4,155,3.1216
1995,3,3,5,199,2.6794
1995,4,1,1,590,3.6896
1995,4,1,2,281,2.1882
1995,4,1,3,163,5.4153
1995,4,1,4,174,4.8301
1995,4,1,5,283,2.8267
1995,4,2,1,88,3.4407
1995,4,2,2,98,2.6271
1995,4,2,3,103,1.9795
1995,4,2,4,93,3.8410
1995,4,2,5,112,0.3953
1995,4,3,1,56,7.0698
1995,4,3,2,107,1.0489
1995,4,3,3,133,2.7423
1995,4,3,4,154,3.0094
1995,4,3,5,198,3.2564
1995,5,1,1,587,2.6896
1995,5,1,2,280,2.5672
1995,5,1,3,162,2.8516
1995,5,1,4,174,1.2389
1995,5,1,5,281,3.1216
1995,5,2,1,88,0.5466
1995,5,2,2,98,1.4635
1995,5,2,3,103,2.3686
1995,5,2,4,93,-0.0484
1995,5,2,5,112,-0.3310
1995,5,3,1,56,1.5915
1995,5,3,2,107,4.2313
1995,5,3,3,133,3.5204
1995,5,3,4,154,3.1709
1995,5,3,5,198,3.3833
1995,6,1,1,577,6.1113
1995,6,1,2,279,5.9313
1995,6,1,3,160,6.6570
1995,6,1,4,172,4.8349
1995,6,1,5,282,7.8289
1995,6,2,1,88,2.7374
1995,6,2,2,97,5.2260
1995,6,2,3,103,3.5013
1995,6,2,4,93,2.8549
1995,6,2,5,112,6.6369
1995,6,3,1,54,2.6405
1995,6,3,2,107,1.2120
1995,6,3,3,132,1.9903
1995,6,3,4,154,1.9700
1995,6,3,5,197,4.2889
1995,7,1,1,581,4.0567
1995,7,1,2,251,3.8579
1995,7,1,3,207,4.4824
1995,7,1,4,161,4.6433
1995,7,1,5,278,6.3351
1995,7,2,1,98,1.5466
1995,7,2,2,102,3.2259
1995,7,2,3,136,4.5173
1995,7,2,4,98,5.5529
1995,7,2,5,127,10.3080
1995,7,3,1,79,2.2400
1995,7,3,2,123,2.1982
1995,7,3,3,121,3.8342
1995,7,3,4,179,2.7192
1995,7,3,5,195,4.2771
1995,8,1,1,580,3.7110
1995,8,1,2,250,4.3888
1995,8,1,3,203,6.2864
1995,8,1,4,160,4.0308
1995,8,1,5,274,4.4194
1995,8,2,1,95,0.4459
1995,8,2,2,102,2.0669
1995,8,2,3,135,1.3060
1995,8,2,4,97,2.3998
1995,8,2,5,127,-0.2100
1995,8,3,1,77,0.9879
1995,8,3,2,123,0.2546
1995,8,3,3,121,-0.7789
1995,8,3,4,178,-0.0716
1995,8,3,5,195,-0.0150
1995,9,1,1,575,2.3614
1995,9,1,2,249,1.0649
1995,9,1,3,203,1.2073
1995,9,1,4,159,4.7556
1995,9,1,5,273,2.9774
1995,9,2,1,95,0.4412
1995,9,2,2,102,1.4242
1995,9,2,3,135,0.7119
1995,9,2,4,97,2.2372
1995,9,2,5,127,2.3208
1995,9,3,1,76,5.1197
1995,9,3,2,123,2.0395
1995,9,3,3,121,1.7730
1995,9,3,4,178,5.4968
1995,9,3,5,195,3.1069
1995,10,1,1,572,-4.6267
1995,10,1,2,247,-4.4308
1995,10,1,3,202,-4.7294
1995,10,1,4,158,-3.2122
1995,10,1,5,271,-5.5901
1995,10,2,1,95,-5.5526
1995,10,2,2,101,-5.2516
1995,10,2,3,135,-5.7657
1995,10,2,4,96,-5.9251
1995,10,2,5,127,-6.6356
1995,10,3,1,76,-0.5299
1995,10,3,2,123,-0.4993
1995,10,3,3,119,-0.4485
1995,10,3,4,178,-0.5415
1995,10,3,5,195,0.4079
1995,11,1,1,569,1.5630
1995,11,1,2,246,0.9172
1995,11,1,3,198,2.8342
1995,11,1,4,157,-0.3948
1995,11,1,5,269,3.8159
1995,11,2,1,95,6.0452
1995,11,2,2,100,4.4893
1995,11,2,3,135,3.7868
1995,11,2,4,96,4.3744
1995,11,2,5,127,4.2655
1995,11,3,1,76,2.7475
1995,11,3,2,123,3.4642
1995,11,3,3,119,3.6769
1995,11,3,4,178,4.9560
1995,11,3,5,193,2.8658
1995,12,1,1,564,3.7107
1995,12,1,2,245,-0.7191
1995,12,1,3,195,4.9301
1995,12,1,4,157,3.2345
1995,12,1,5,267,0.6953
1995,12,2,1,95,3.2820
1995,12,2,2,100,2.1926
1995,12,2,3,133,2.8391
1995,12,2,4,95,-0.0766
1995,12,2,5,127,-0.6236
1995,12,3,1,76,3.1606
1995,12,3,2,122,2.9541
1995,12,3,3,118,3.3019
1995,12,3,4,178,2.4493
1995,12,3,5,192,-0.5357
1996,1,1,1,559,1.4210
1996,1,1,2,245,1.4248
1996,1,1,3,193,0.2611
1996,1,1,4,156,0.5343
1996,1,1,5,267,-2.7281
1996,1,2,1,95,3.4050
1996,1,2,2,100,2.1079
1996,1,2,3,133,-0.8214
1996,1,2,4,95,-0.1202
1996,1,2,5,127,-0.6598
1996,1,3,1,76,2.0203
1996,1,3,2,122,1.8251
1996,1,3,3,118,2.4332
1996,1,3,4,177,3.8438
1996,1,3,5,191,2.6745
1996,2,1,1,555,4.3222
1996,2,1,2,243,2.3566
1996,2,1,3,190,2.7968
1996,2,1,4,154,4.6001
1996,2,1,5,266,3.0520
1996,2,2,1,94,0.6259
1996,2,2,2,98,2.8994
1996,2,2,3,133,2.6210
1996,2,2,4,95,3.4488
1996,2,2,5,126,4.5787
1996,2,3,1,76,-0.9744
1996,2,3,2,122,-0.2006
1996,2,3,3,118,1.4990
1996,2,3,4,176,1.0563
1996,2,3,5,190,1.5696
1996,3,1,1,548,2.0351
1996,3,1,2,243,2.6674
1996,3,1,3,187,2.2695
1996,3,1,4,154,2.0300
1996,3,1,5,265,2.0346
1996,3,2,1,94,3.5107
1996,3,2,2,98,2.8692
1996,3,2,3,132,2.9526
1996,3,2,4,95,1.4640
1996,3,2,5,126,-0.0742
1996,3,3,1,75,1.5121
1996,3,3,2,122,1.3225
1996,3,3,3,118,2.0437
1996,3,3,4,175,0.3370
1996,3,3,5,189,0.8001
1996,4,1,1,545,9.4239
1996,4,1,2,241,5.9232
1996,4,1,3,186,5.6975
1996,4,1,4,153,8.2833
1996,4,1,5,264,9.3420
1996,4,2,1,93,2.6946
1996,4,2,2,98,10.8276
1996,4,2,3,131,3.7336
1996,4,2,4,95,5.3629
1996,4,2,5,126,8.4309
1996,4,3,1,75,-0.3786
1996,4,3,2,121,1.8178
1996,4,3,3,117,2.2717
1996,4,3,4,175,1.2999
1996,4,3,5,188,3.7560
1996,5,1,1,542,6.8852
1996,5,1,2,239,5.9997
1996,5,1,3,185,10.0606
1996,5,1,4,153,6.5099
1996,5,1,5,263,8.9387
1996,5,2,1,93,2.7901
1996,5,2,2,98,7.3559
1996,5,2,3,130,3.7996
1996,5,2,4,95,4.9318
1996,5,2,5,126,5.1518
1996,5,3,1,75,0.9617
1996,5,3,2,121,0.5503
1996,5,3,3,117,0.9047
1996,5,3,4,174,2.9575
1996,5,3,5,187,3.8318
1996,6,1,1,536,-4.6529
1996,6,1,2,239,-3.6016
1996,6,1,3,182,-4.6734
1996,6,1,4,153,-4.7803
1996,6,1,5,261,-7.1317
1996,6,2,1,93,-1.2890
1996,6,2,2,98,-7.2707
1996,6,2,3,130,-1.3263
1996,6,2,4,94,-4.8872
1996,6,2,5,125,-6.6791
1996,6,3,1,75,1.9149
1996,6,3,2,121,0.2898
1996,6,3,3,117,-0.7824
1996,6,3,4,174,0.4798
1996,6,3,5,187,0.1587
1996,7,1,1,570,-6.1237
1996,7,1,2,226,-4.8236
1996,7,1,3,205,-8.3893
1996,7,1,4,155,-8.1891
1996,7,1,5,272,-11.5457
1996,7,2,1,95,-7.5468
1996,7,2,2,107,-6.1944
1996,7,2,3,108,-7.8491
1996,7,2,4,110,-7.0188
1996,7,2,5,168,-14.9754
1996,7,3,1,71,-7.1108
1996,7,3,2,133,-6.6633
1996,7,3,3,136,-3.5386
1996,7,3,4,163,-5.0308
1996,7,3,5,205,-5.0397
1996,8,1,1,566,2.7896
1996,8,1,2,224,2.9359
1996,8,1,3,204,4.6409
1996,8,1,4,152,6.2116
1996,8,1,5,271,3.7361
1996,8,2,1,92,4.8020
1996,8,2,2,107,3.8775
1996,8,2,3,108,4.3641
1996,8,2,4,110,4.8472
1996,8,2,5,168,7.2769
1996,8,3,1,71,3.4821
1996,8,3,2,133,3.4949
1996,8,3,3,136,3.9184
1996,8,3,4,163,1.1935
1996,8,3,5,204,2.0935
1996,9,1,1,564,1.8876
1996,9,1,2,220,2.1060
1996,9,1,3,201,2.0532
1996,9,1,4,150,1.2618
1996,9,1,5,270,3.9467
1996,9,2,1,92,1.7584
1996,9,2,2,106,1.7353
1996,9,2,3,108,2.9042
1996,9,2,4,109,3.5954
1996,9,2,5,167,3.5177
1996,9,3,1,71,2.7018
1996,9,3,2,133,2.2542
1996,9,3,3,136,2.6476
1996,9,3,4,162,5.7185
1996,9,3,5,203,7.5405
1996,10,1,1,558,-0.3089
1996,10,1,2,220,1.4898
1996,10,1,3,198,0.9307
1996,10,1,4,150,-0.4653
1996,10,1,5,269,-5.4848
1996,10,2,1,92,0.8768
1996,10,2,2,105,1.3283
1996,10,2,3,108,1.5441
1996,10,2,4,109,-0.1396
1996,10,2,5,167,-2.1374
1996,10,3,1,70,2.6960
1996,10,3,2,133,2.7056
1996,10,3,3,135,2.6084
1996,10,3,4,162,1.5685
1996,10,3,5,202,0.9733
1996,11,1,1,554,4.2329
1996,11,1,2,219,1.9426
1996,11,1,3,196,3.0757
1996,11,1,4,150,3.8300
1996,11,1,5,267,1.9238
1996,11,2,1,91,4.0730
1996,11,2,2,105,3.4762
1996,11,2,3,107,4.5611
1996,11,2,4,108,5.5415
1996,11,2,5,167,3.8685
1996,11,3,1,70,4.1797
1996,11,3,2,133,4.5200
1996,11,3,3,135,6.4016
1996,11,3,4,162,7.9393
1996,11,3,5,202,7.5396
1996,12,1,1,549,1.3919
1996,12,1,2,218,2.7745
1996,12,1,3,196,1.7601
1996,12,1,4,149,1.9405
1996,12,1,5,267,-0.4642
1996,12,2,1,91,2.2963
1996,12,2,2,105,2.4520
1996,12,2,3,107,1.7320
1996,12,2,4,108,2.6883
1996,12,2,5,166,1.8960
1996,12,3,1,70,-1.3270
1996,12,3,2,133,-0.0715
1996,12,3,3,134,-1.6571
1996,12,3,4,162,-1.2592
1996,12,3,5,202,-1.6917
1997,1,1,1,543,2.9855
1997,1,1,2,216,4.3838
1997,1,1,3,194,4.6128
1997,1,1,4,148,7.5339
1997,1,1,5,266,6.0205
1997,1,2,1,91,2.0454
1997,1,2,2,104,2.8050
1997,1,2,3,106,1.1545
1997,1,2,4,108,3.3818
1997,1,2,5,164,5.4710
1997,1,3,1,69,0.1924
1997,1,3,2,132,3.0232
1997,1,3,3,133,2.8879
1997,1,3,4,161,5.6588
1997,1,3,5,200,8.4030
1997,2,1,1,537,-1.9005
1997,2,1,2,213,-2.4707
1997,2,1,3,194,-1.2971
1997,2,1,4,148,-4.9146
1997,2,1,5,264,-5.6808
1997,2,2,1,91,-1.3252
1997,2,2,2,104,0.5510
1997,2,2,3,106,-2.6525
1997,2,2,4,107,-0.9536
1997,2,2,5,163,-4.6504
1997,2,3,1,69,0.2135
1997,2,3,2,132,-1.2251
1997,2,3,3,133,-0.6284
1997,2,3,4,160,1.3326
1997,2,3,5,199,-0.7941
1997,3,1,1,534,-2.1039
1997,3,1,2,212,-0.9716
1997,3,1,3,193,-3.1097
1997,3,1,4,148,-5.9883
1997,3,1,5,262,-6.0454
1997,3,2,1,91,-1.4749
1997,3,2,2,103,-0.7908
1997,3,2,3,106,-1.5643
1997,3,2,4,107,-2.8317
1997,3,2,5,163,-7.9364
1997,3,3,1,69,-3.0488
1997,3,3,2,132,-1.7159
1997,3,3,3,133,0.3448
1997,3,3,4,160,-3.8821
1997,3,3,5,199,-5.5431
1997,4,1,1,528,-4.1158
1997,4,1,2,212,-2.4047
1997,4,1,3,192,-2.7377
1997,4,1,4,146,-4.6628
1997,4,1,5,261,-4.9230
1997,4,2,1,91,-0.0678
1997,4,2,2,103,2.2499
1997,4,2,3,106,1.5381
1997,4,2,4,106,0.6858
1997,4,2,5,162,1.5430
1997,4,3,1,69,-1.4195
1997,4,3,2,132,0.8959
1997,4,3,3,133,3.5890
1997,4,3,4,160,5.3120
1997,4,3,5,199,7.8394
1997,5,1,1,526,7.9582
1997,5,1,2,209,10.3247
1997,5,1,3,191,9.1095
1997,5,1,4,146,10.8030
1997,5,1,5,259,12.0651
1997,5,2,1,91,11.0196
1997,5,2,2,103,8.5575
1997,5,2,3,106,9.5009
1997,5,2,4,105,12.8572
1997,5,2,5,162,14.9321
1997,5,3,1,68,6.2657
1997,5,3,2,132,5.3247
1997,5,3,3,133,6.2366
1997,5,3,4,160,7.0693
1997,5,3,5,198,6.2063
1997,6,1,1,524,5.8550
1997,6,1,2,207,6.8197
1997,6,1,3,191,4.7800
1997,6,1,4,146,3.3270
1997,6,1,5,258,3.1878
1997,6,2,1,91,3.3911
1997,6,2,2,103,5.1646
1997,6,2,3,104,2.9946
1997,6,2,4,105,5.8956
1997,6,2,5,162,2.9688
1997,6,3,1,68,3.6575
1997,6,3,2,131,3.1610
1997,6,3,3,133,3.3661
1997,6,3,4,160,4.6701
1997,6,3,5,198,3.9196
1997,7,1,1,587,5.8110
1997,7,1,2,273,5.3505
1997,7,1,3,231,5.9768
1997,7,1,4,166,5.2002
1997,7,1,5,199,3.1955
1997,7,2,1,84,5.1987
1997,7,2,2,116,4.4523
1997,7,2,3,117,5.0830
1997,7,2,4,94,7.1167
1997,7,2,5,121,7.9162
1997,7,3,1,83,5.1421
1997,7,3,2,119,5.1980
1997,7,3,3,151,7.0512
1997,7,3,4,181,6.8598
1997,7,3,5,215,8.1715
1997,8,1,1,579,5.7573
1997,8,1,2,269,3.3229
1997,8,1,3,230,3.8640
1997,8,1,4,166,3.5831
1997,8,1,5,196,9.5112
1997,8,2,1,83,1.6481
1997,8,2,2,115,3.1902
1997,8,2,3,117,4.0506
1997,8,2,4,93,3.8832
1997,8,2,5,120,3.3687
1997,8,3,1,83,-2.0969
1997,8,3,2,119,-1.8936
1997,8,3,3,150,-1.8264
1997,8,3,4,181,-3.1758
1997,8,3,5,213,-6.4682
1997,9,1,1,574,9.2331
1997,9,1,2,268,8.5422
1997,9,1,3,230,8.0020
1997,9,1,4,163,9.1522
1997,9,1,5,195,7.2014
1997,9,2,1,81,6.6850
1997,9,2,2,114,7.2794
1997,9,2,3,116,6.5326
1997,9,2,4,91,5.9017
1997,9,2,5,116,8.7732
1997,9,3,1,81,6.0749
1997,9,3,2,118,4.9351
1997,9,3,3,148,4.8156
1997,9,3,4,180,4.5224
1997,9,3,5,212,5.0555
1997,10,1,1,570,-2.0879
1997,10,1,2,268,-2.5546
1997,10,1,3,228,-3.2111
1997,10,1,4,163,-1.7751
1997,10,1,5,195,-5.7822
1997,10,2,1,81,-2.9236
1997,10,2,2,113,-3.9578
1997,10,2,3,116,-4.0400
1997,10,2,4,89,-2.2961
1997,10,2,5,116,-5.8814
1997,10,3,1,81,-2.0131
1997,10,3,2,116,-2.7535
1997,10,3,3,145,-3.6708
1997,10,3,4,180,-3.8379
1997,10,3,5,212,-3.6349
1997,11,1,1,563,-1.3984
1997,11,1,2,263,-1.5071
1997,11,1,3,228,-1.3831
1997,11,1,4,160,-2.1011
1997,11,1,5,195,-2.4986
1997,11,2,1,80,0.5837
1997,11,2,2,111,0.8455
1997,11,2,3,114,1.5529
1997,11,2,4,88,-1.3987
1997,11,2,5,116,-4.0554
1997,11,3,1,80,5.0021
1997,11,3,2,116,4.1965
1997,11,3,3,144,2.7589
1997,11,3,4,179,4.4298
1997,11,3,5,212,5.2553
1997,12,1,1,560,-1.2469
1997,12,1,2,261,-0.8386
1997,12,1,3,225,-0.7870
1997,12,1,4,158,-2.2616
1997,12,1,5,194,-3.5939
1997,12,2,1,78,2.5907
1997,12,2,2,111,2.4118
1997,12,2,3,113,-0.7494
1997,12,2,4,88,-1.4658
1997,12,2,5,116,-0.5304
1997,12,3,1,79,4.9617
1997,12,3,2,116,1.8988
1997,12,3,3,143,1.6143
1997,12,3,4,179,1.7205
1997,12,3,5,212,-0.1901
1998,1,1,1,550,-1.1791
1998,1,1,2,259,-0.8860
1998,1,1,3,223,-1.5490
1998,1,1,4,156,-1.5749
1998,1,1,5,191,1.3790
1998,1,2,1,78,0.4656
1998,1,2,2,110,-1.6772
1998,1,2,3,108,-1.2492
1998,1,2,4,86,-1.8730
1998,1,2,5,114,-1.9429
1998,1,3,1,79,-0.6273
1998,1,3,2,115,-0.4062
1998,1,3,3,143,-1.3046
1998,1,3,4,179,0.1953
1998,1,3,5,212,4.0556
1998,2,1,1,543,6.6747
1998,2,1,2,255,5.9499
1998,2,1,3,221,4.9104
1998,2,1,4,154,2.7831
1998,2,1,5,191,4.0243
1998,2,2,1,78,7.7281
1998,2,2,2,108,6.3595
1998,2,2,3,106,6.7017
1998,2,2,4,85,8.6631
1998,2,2,5,113,8.1997
1998,2,3,1,78,4.3474
1998,2,3,2,114,5.3108
1998,2,3,3,142,8.8042
1998,2,3,4,179,5.4472
1998,2,3,5,212,6.7984
1998,3,1,1,538,4.5446
1998,3,1,2,253,6.1418
1998,3,1,3,220,3.9258
1998,3,1,4,152,5.4683
1998,3,1,5,188,3.1593
1998,3,2,1,78,5.2973
1998,3,2,2,108,4.1216
1998,3,2,3,106,2.8586
1998,3,2,4,85,4.9404
1998,3,2,5,112,3.5301
1998,3,3,1,78,7.1719
1998,3,3,2,114,6.1911
1998,3,3,3,142,5.4372
1998,3,3,4,179,3.6560
1998,3,3,5,212,4.4477
1998,4,1,1,527,1.6873
1998,4,1,2,252,2.4702
1998,4,1,3,218,1.4646
1998,4,1,4,152,2.9991
1998,4,1,5,184,-0.6840
1998,4,2,1,78,0.9375
1998,4,2,2,106,0.7349
1998,4,2,3,106,1.1940
1998,4,2,4,84,0.8667
1998,4,2,5,111,-0.8209
1998,4,3,1,77,-0.6377
1998,4,3,2,113,-0.6120
1998,4,3,3,141,2.2420
1998,4,3,4,179,-0.4065
1998,4,3,5,212,1.4729
1998,5,1,1,518,-2.1894
1998,5,1,2,250,-3.8533
1998,5,1,3,214,-1.9706
1998,5,1,4,151,-3.8405
1998,5,1,5,184,-4.3239
1998,5,2,1,77,-1.9984
1998,5,2,2,106,-5.2204
1998,5,2,3,106,-4.3275
1998,5,2,4,83,-4.4848
1998,5,2,5,110,-7.4736
1998,5,3,1,76,-0.6511
1998,5,3,2,113,-3.4017
1998,5,3,3,141,0.8813
1998,5,3,4,179,-2.3341
1998,5,3,5,212,-2.5806
1998,6,1,1,515,-1.5449
1998,6,1,2,248,-1.5817
1998,6,1,3,212,-0.7029
1998,6,1,4,151,-3.6779
1998,6,1,5,181,-2.1993
1998,6,2,1,77,3.2927
1998,6,2,2,106,-0.5500
1998,6,2,3,106,-1.4813
1998,6,2,4,82,-3.2004
1998,6,2,5,108,-1.4769
1998,6,3,1,76,3.2197
1998,6,3,2,111,1.0271
1998,6,3,3,139,2.3002
1998,6,3,4,179,-0.0367
1998,6,3,5,212,6.2645
1998,7,1,1,669,-4.9386
1998,7,1,2,238,-6.1470
1998,7,1,3,218,-7.8790
1998,7,1,4,164,-9.4112
1998,7,1,5,168,-10.2786
1998,7,2,1,92,-7.8715
1998,7,2,2,126,-7.6256
1998,7,2,3,122,-10.3369
1998,7,2,4,90,-8.2080
1998,7,2,5,116,-9.0066
1998,7,3,1,82,-3.8373
1998,7,3,2,108,-2.7000
1998,7,3,3,157,-2.7972
1998,7,3,4,185,-2.6108
1998,7,3,5,227,-0.6131
1998,8,1,1,656,-17.5182
1998,8,1,2,236,-18.2428
1998,8,1,3,218,-18.6365
1998,8,1,4,164,-23.3481
1998,8,1,5,168,-23.5875
1998,8,2,1,92,-16.8429
1998,8,2,2,126,-13.1638
1998,8,2,3,122,-16.7986
1998,8,2,4,89,-17.0046
1998,8,2,5,116,-21.5267
1998,8,3,1,82,-6.7096
1998,8,3,2,107,-13.3885
1998,8,3,3,156,-14.4503
1998,8,3,4,184,-12.5724
1998,8,3,5,225,-12.4666
1998,9,1,1,652,0.5317
1998,9,1,2,236,4.2440
1998,9,1,3,215,4.6752
1998,9,1,4,163,5.5444
1998,9,1,5,166,7.4700
1998,9,2,1,92,6.5883
1998,9,2,2,125,6.5727
1998,9,2,3,122,4.9445
1998,9,2,4,88,6.7871
1998,9,2,5,114,10.6727
1998,9,3,1,82,9.0786
1998,9,3,2,105,6.8386
1998,9,3,3,155,8.6294
1998,9,3,4,183,4.9285
