year,month,rank_ME,rank_IR,nstocks,ret_vw
1978,8,2,1,99,9.1131
1978,8,2,2,96,6.3114
1978,8,2,3,75,7.3313
1978,8,2,4,81,8.3437
1978,8,2,5,111,6.4012
1978,8,3,1,75,2.2934
1978,8,3,2,113,2.9321
1978,8,3,3,141,3.1431
1978,8,3,4,163,3.8287
1978,8,3,5,149,3.7621
1978,9,1,1,269,0.2217
1978,9,1,2,140,-0.5059
1978,9,1,3,97,-1.2574
1978,9,1,4,87,-0.3802
1978,9,1,5,94,0.0366
1978,9,2,1,99,-3.2255
1978,9,2,2,97,-0.1145
1978,9,2,3,75,-1.4927
1978,9,2,4,80,-0.6377
1978,9,2,5,111,-2.4578
1978,9,3,1,75,-1.2691
1978,9,3,2,113,-0.0019
1978,9,3,3,139,0.6504
1978,9,3,4,162,-0.0346
1978,9,3,5,148,-3.2022
1978,10,1,1,270,-25.8745
1978,10,1,2,140,-20.4062
1978,10,1,3,96,-19.4527
1978,10,1,4,87,-24.2842
1978,10,1,5,93,-25.3311
1978,10,2,1,99,-22.4281
1978,10,2,2,95,-17.5319
1978,10,2,3,76,-15.3535
1978,10,2,4,80,-18.4028
1978,10,2,5,111,-20.9558
1978,10,3,1,75,-15.0315
1978,10,3,2,114,-11.2453
1978,10,3,3,139,-7.8169
1978,10,3,4,162,-8.7460
1978,10,3,5,148,-9.3539
1978,11,1,1,267,7.2488
1978,11,1,2,140,3.1689
1978,11,1,3,94,6.9208
1978,11,1,4,87,10.0024
1978,11,1,5,94,8.4599
1978,11,2,1,99,5.6012
1978,11,2,2,94,5.1463
1978,11,2,3,76,4.4739
1978,11,2,4,80,6.7137
1978,11,2,5,110,9.3857
1978,11,3,1,75,4.4095
1978,11,3,2,114,4.1745
1978,11,3,3,139,2.8591
1978,11,3,4,162,2.2682
1978,11,3,5,147,3.1529
1978,12,1,1,264,0.2759
1978,12,1,2,140,0.9209
1978,12,1,3,94,-0.8695
1978,12,1,4,87,2.8928
1978,12,1,5,94,5.6653
1978,12,2,1,97,2.1076
1978,12,2,2,95,1.2120
1978,12,2,3,76,2.0299
1978,12,2,4,80,2.9604
1978,12,2,5,110,1.9491
1978,12,3,1,75,-0.2875
1978,12,3,2,114,0.0122
1978,12,3,3,139,0.1977
1978,12,3,4,161,1.3284
1978,12,3,5,146,4.6675
1979,1,1,1,263,11.5611
1979,1,1,2,139,11.7248
1979,1,1,3,93,9.0799
1979,1,1,4,88,9.2154
1979,1,1,5,94,8.0554
1979,1,2,1,96,10.1281
1979,1,2,2,95,7.8969
1979,1,2,3,76,8.3845
1979,1,2,4,79,7.1063
1979,1,2,5,110,7.1762
1979,1,3,1,75,6.8248
1979,1,3,2,114,5.8960
1979,1,3,3,139,4.6384
1979,1,3,4,161,4.3428
1979,1,3,5,146,3.0062
1979,2,1,1,260,-2.1281
1979,2,1,2,138,-2.2507
1979,2,1,3,93,-2.6894
1979,2,1,4,87,-2.1923
1979,2,1,5,92,-1.9255
1979,2,2,1,96,-3.6640
1979,2,2,2,94,-3.1304
1979,2,2,3,74,-1.9302
1979,2,2,4,77,-1.8624
1979,2,2,5,108,-0.7776
1979,2,3,1,74,-5.4099
1979,2,3,2,114,-1.7312
1979,2,3,3,139,-2.2265
1979,2,3,4,159,-3.1443
1979,2,3,5,147,-3.4249
1979,3,1,1,258,8.5811
1979,3,1,2,137,8.1190
1979,3,1,3,93,6.8550
1979,3,1,4,87,11.7954
1979,3,1,5,92,9.3927
1979,3,2,1,96,10.9480
1979,3,2,2,93,8.0855
1979,3,2,3,74,6.8333
1979,3,2,4,77,9.6955
1979,3,2,5,108,12.1908
1979,3,3,1,74,8.0606
1979,3,3,2,114,6.3056
1979,3,3,3,138,4.8139
1979,3,3,4,159,6.1250
1979,3,3,5,145,5.2057
1979,4,1,1,260,1.9271
1979,4,1,2,137,3.4993
1979,4,1,3,93,3.0121
1979,4,1,4,87,2.3660
1979,4,1,5,92,3.1700
1979,4,2,1,96,2.7486
1979,4,2,2,92,2.5036
1979,4,2,3,74,1.9285
1979,4,2,4,77,2.0850
1979,4,2,5,108,3.6711
1979,4,3,1,74,-0.8115
1979,4,3,2,114,1.2887
1979,4,3,3,138,-0.5128
1979,4,3,4,160,0.5474
1979,4,3,5,145,0.1902
1979,5,1,1,261,-1.7438
1979,5,1,2,136,-1.8016
1979,5,1,3,93,-0.3005
1979,5,1,4,87,1.5961
1979,5,1,5,92,-2.5429
1979,5,2,1,94,0.6733
1979,5,2,2,92,-1.9817
1979,5,2,3,74,-0.6730
1979,5,2,4,77,-1.6847
1979,5,2,5,108,-1.6482
1979,5,3,1,74,-1.8674
1979,5,3,2,114,-2.7928
1979,5,3,3,138,-1.1299
1979,5,3,4,160,-1.3493
1979,5,3,5,145,-2.1185
1979,6,1,1,259,5.2660
1979,6,1,2,136,5.0522
1979,6,1,3,92,3.9755
1979,6,1,4,86,5.4342
1979,6,1,5,91,4.7956
1979,6,2,1,94,2.4969
1979,6,2,2,92,5.8615
1979,6,2,3,74,3.9193
1979,6,2,4,76,3.9913
1979,6,2,5,107,8.1975
1979,6,3,1,74,3.4963
1979,6,3,2,114,5.0602
1979,6,3,3,136,3.8037
1979,6,3,4,160,4.6806
1979,6,3,5,145,2.9787
1979,7,1,1,245,3.2480
1979,7,1,2,151,2.6184
1979,7,1,3,144,2.2479
1979,7,1,4,186,1.6003
1979,7,1,5,219,4.6782
1979,7,2,1,97,4.2286
1979,7,2,2,99,3.7699
1979,7,2,3,80,3.9219
1979,7,2,4,104,3.2150
1979,7,2,5,172,2.3734
1979,7,3,1,105,1.8114
1979,7,3,2,136,2.7339
1979,7,3,3,158,0.9454
1979,7,3,4,135,1.7226
1979,7,3,5,132,-0.3008
1979,8,1,1,244,7.6961
1979,8,1,2,151,6.1096
1979,8,1,3,141,8.1732
1979,8,1,4,184,8.1309
1979,8,1,5,218,8.9350
1979,8,2,1,96,7.8950
1979,8,2,2,99,7.5080
1979,8,2,3,77,6.1807
1979,8,2,4,103,8.3163
1979,8,2,5,170,9.6917
1979,8,3,1,105,7.2173
1979,8,3,2,136,5.9580
1979,8,3,3,157,5.3990
1979,8,3,4,135,7.5971
1979,8,3,5,131,6.1778
1979,9,1,1,243,-0.0872
1979,9,1,2,149,-0.7320
1979,9,1,3,140,-1.7237
1979,9,1,4,184,-0.7434
1979,9,1,5,215,-1.4654
1979,9,2,1,96,-0.0829
1979,9,2,2,98,-1.1636
1979,9,2,3,77,-0.9936
1979,9,2,4,102,0.5057
1979,9,2,5,170,0.2848
1979,9,3,1,104,1.1610
1979,9,3,2,136,1.3576
1979,9,3,3,156,0.3688
1979,9,3,4,135,-0.6525
1979,9,3,5,131,-1.5992
1979,10,1,1,242,-10.6277
1979,10,1,2,147,-9.5234
1979,10,1,3,140,-12.5159
1979,10,1,4,184,-10.3934
1979,10,1,5,213,-11.3005
1979,10,2,1,96,-10.5147
1979,10,2,2,98,-9.0223
1979,10,2,3,77,-11.1292
1979,10,2,4,102,-10.5874
1979,10,2,5,170,-9.5387
1979,10,3,1,103,-7.2869
1979,10,3,2,136,-6.7786
1979,10,3,3,155,-5.1597
1979,10,3,4,135,-6.5812
1979,10,3,5,131,-7.5035
1979,11,1,1,241,7.2977
1979,11,1,2,147,4.0416
1979,11,1,3,141,8.0810
1979,11,1,4,183,7.4026
1979,11,1,5,214,9.2442
1979,11,2,1,96,9.5738
1979,11,2,2,98,6.4494
1979,11,2,3,77,6.2782
1979,11,2,4,102,8.5637
1979,11,2,5,171,10.8527
1979,11,3,1,103,5.0012
1979,11,3,2,136,5.8849
1979,11,3,3,155,4.4332
1979,11,3,4,135,6.6008
1979,11,3,5,131,7.6209
1979,12,1,1,241,5.4291
1979,12,1,2,143,6.0098
1979,12,1,3,141,6.1453
1979,12,1,4,182,7.5054
1979,12,1,5,216,9.8386
1979,12,2,1,96,5.3665
1979,12,2,2,98,4.7132
1979,12,2,3,77,5.9633
1979,12,2,4,102,5.9326
1979,12,2,5,169,6.9578
1979,12,3,1,103,2.9046
1979,12,3,2,134,2.6418
1979,12,3,3,155,0.8924
1979,12,3,4,134,3.1391
1979,12,3,5,130,2.1864
1980,1,1,1,239,10.6738
1980,1,1,2,143,11.4319
1980,1,1,3,141,9.3636
1980,1,1,4,181,7.0368
1980,1,1,5,213,11.3662
1980,1,2,1,94,10.3700
1980,1,2,2,97,6.5452
1980,1,2,3,77,7.2045
1980,1,2,4,101,6.1176
1980,1,2,5,167,7.7528
1980,1,3,1,102,11.2097
1980,1,3,2,134,6.2834
1980,1,3,3,155,6.0772
1980,1,3,4,134,3.9453
1980,1,3,5,129,5.4447
1980,2,1,1,236,-2.0978
1980,2,1,2,141,-4.3119
1980,2,1,3,141,-1.7913
1980,2,1,4,179,-1.5976
1980,2,1,5,210,-1.4488
1980,2,2,1,94,-2.5150
1980,2,2,2,95,-1.9076
1980,2,2,3,76,-2.7902
1980,2,2,4,101,-2.0989
1980,2,2,5,166,-2.0581
1980,2,3,1,102,2.6093
1980,2,3,2,134,1.8083
1980,2,3,3,154,1.8548
1980,2,3,4,133,-2.5288
1980,2,3,5,128,-4.6187
1980,3,1,1,235,-18.6774
1980,3,1,2,138,-17.6354
1980,3,1,3,141,-16.5803
1980,3,1,4,178,-18.1268
1980,3,1,5,208,-19.8383
1980,3,2,1,93,-18.3547
1980,3,2,2,95,-16.0770
1980,3,2,3,75,-16.3461
1980,3,2,4,101,-17.3493
1980,3,2,5,166,-17.6204
1980,3,3,1,102,-14.4462
1980,3,3,2,134,-11.7502
1980,3,3,3,153,-9.7776
1980,3,3,4,133,-8.9389
1980,3,3,5,127,-8.9508
1980,4,1,1,234,6.6287
1980,4,1,2,138,8.4735
1980,4,1,3,140,7.4193
1980,4,1,4,178,5.6534
1980,4,1,5,205,5.6260
1980,4,2,1,93,6.7898
1980,4,2,2,95,7.9498
1980,4,2,3,75,5.6829
1980,4,2,4,100,4.3009
1980,4,2,5,164,5.8548
1980,4,3,1,102,5.0141
1980,4,3,2,134,7.2442
1980,4,3,3,153,5.1081
1980,4,3,4,132,3.6457
1980,4,3,5,127,2.3208
1980,5,1,1,230,5.6099
1980,5,1,2,139,5.6545
1980,5,1,3,140,7.6370
1980,5,1,4,177,7.8100
1980,5,1,5,204,6.2440
1980,5,2,1,91,8.7395
1980,5,2,2,95,7.8190
1980,5,2,3,75,8.7199
1980,5,2,4,100,10.1697
1980,5,2,5,163,7.3050
1980,5,3,1,102,5.4127
1980,5,3,2,134,5.5884
1980,5,3,3,154,5.3759
1980,5,3,4,132,6.2237
1980,5,3,5,127,5.0385
1980,6,1,1,229,4.6536
1980,6,1,2,139,4.3215
1980,6,1,3,136,3.3175
1980,6,1,4,176,3.6213
1980,6,1,5,203,4.3303
1980,6,2,1,91,2.6887
1980,6,2,2,95,4.1124
1980,6,2,3,74,5.3860
1980,6,2,4,101,5.9072
1980,6,2,5,162,4.3045
1980,6,3,1,102,3.7089
1980,6,3,2,133,2.1485
1980,6,3,3,153,3.2944
1980,6,3,4,132,2.4593
1980,6,3,5,127,3.3343
1980,7,1,1,264,11.0597
1980,7,1,2,179,10.2977
1980,7,1,3,175,10.3534
1980,7,1,4,197,10.5512
1980,7,1,5,241,14.1227
1980,7,2,1,77,6.7024
1980,7,2,2,88,7.3557
1980,7,2,3,93,9.6520
1980,7,2,4,122,10.6102
1980,7,2,5,202,12.7882
1980,7,3,1,119,4.2343
1980,7,3,2,129,5.6052
1980,7,3,3,138,5.4693
1980,7,3,4,139,9.5914
1980,7,3,5,136,12.6541
1980,8,1,1,264,7.0765
1980,8,1,2,179,7.5612
1980,8,1,3,174,6.3439
1980,8,1,4,196,7.4449
1980,8,1,5,241,10.4869
1980,8,2,1,77,2.6939
1980,8,2,2,88,3.1921
1980,8,2,3,92,4.7198
1980,8,2,4,121,4.2480
1980,8,2,5,202,8.0493
1980,8,3,1,119,1.6996
1980,8,3,2,129,0.7070
1980,8,3,3,138,0.6421
1980,8,3,4,139,2.5649
1980,8,3,5,136,4.8339
1980,9,1,1,263,1.9582
1980,9,1,2,179,2.4186
1980,9,1,3,174,2.5881
1980,9,1,4,196,3.3308
1980,9,1,5,236,3.9004
1980,9,2,1,77,1.2532
1980,9,2,2,87,0.2618
1980,9,2,3,93,3.8547
1980,9,2,4,121,2.2933
1980,9,2,5,201,5.7572
1980,9,3,1,119,-0.3915
1980,9,3,2,128,0.0581
1980,9,3,3,138,5.0322
1980,9,3,4,139,3.6393
1980,9,3,5,136,6.0431
1980,10,1,1,261,4.4631
1980,10,1,2,177,2.1970
1980,10,1,3,172,4.0094
1980,10,1,4,195,5.9653
1980,10,1,5,235,6.5230
1980,10,2,1,77,1.7331
1980,10,2,2,86,3.9346
1980,10,2,3,92,1.1249
1980,10,2,4,119,3.3666
1980,10,2,5,200,4.7784
1980,10,3,1,119,-1.1070
1980,10,3,2,127,0.0640
1980,10,3,3,138,4.5683
1980,10,3,4,138,2.5650
1980,10,3,5,136,1.8574
1980,11,1,1,260,3.0097
1980,11,1,2,176,1.2873
1980,11,1,3,171,4.1870
1980,11,1,4,191,5.1786
1980,11,1,5,237,12.5765
1980,11,2,1,77,2.4590
1980,11,2,2,86,3.1452
1980,11,2,3,92,5.2553
1980,11,2,4,118,6.5142
1980,11,2,5,198,12.4285
1980,11,3,1,119,1.9427
1980,11,3,2,125,8.7645
1980,11,3,3,138,16.6496
1980,11,3,4,138,12.0492
1980,11,3,5,136,15.4323
1980,12,1,1,258,-4.8139
1980,12,1,2,177,-4.9168
1980,12,1,3,170,-4.7965
1980,12,1,4,190,-3.1482
1980,12,1,5,236,-5.0449
1980,12,2,1,77,-0.4805
1980,12,2,2,85,0.1728
1980,12,2,3,92,-2.3561
1980,12,2,4,118,-2.9298
1980,12,2,5,195,-5.4944
1980,12,3,1,117,-0.0191
1980,12,3,2,125,-3.6601
1980,12,3,3,138,-6.1132
1980,12,3,4,138,-3.7841
1980,12,3,5,136,-1.7992
1981,1,1,1,258,2.8825
1981,1,1,2,177,3.6113
1981,1,1,3,169,2.0729
1981,1,1,4,190,0.1833
1981,1,1,5,233,-3.4755
1981,1,2,1,77,2.7162
1981,1,2,2,84,2.4742
1981,1,2,3,91,0.4126
1981,1,2,4,118,1.8612
1981,1,2,5,196,-4.9715
1981,1,3,1,114,3.4929
1981,1,3,2,125,-2.1379
1981,1,3,3,138,-6.3141
1981,1,3,4,138,-7.4109
1981,1,3,5,136,-8.1777
1981,2,1,1,256,2.5981
1981,2,1,2,177,2.7148
1981,2,1,3,165,3.3695
1981,2,1,4,191,0.1803
1981,2,1,5,229,-1.8581
1981,2,2,1,77,1.1714
1981,2,2,2,84,3.1321
1981,2,2,3,91,3.2955
1981,2,2,4,117,2.5795
1981,2,2,5,196,0.0879
1981,2,3,1,114,2.8824
1981,2,3,2,125,1.6750
1981,2,3,3,138,2.8591
1981,2,3,4,138,0.9841
1981,2,3,5,134,1.0491
1981,3,1,1,255,8.8667
1981,3,1,2,175,9.5974
1981,3,1,3,165,9.0902
1981,3,1,4,187,8.1227
1981,3,1,5,226,8.7918
1981,3,2,1,77,7.3937
1981,3,2,2,84,5.4456
1981,3,2,3,91,9.0145
1981,3,2,4,115,8.3861
1981,3,2,5,195,7.5778
1981,3,3,1,112,5.7397
1981,3,3,2,125,2.8358
1981,3,3,3,137,2.1039
1981,3,3,4,138,3.5803
1981,3,3,5,134,7.8180
1981,4,1,1,255,5.5850
1981,4,1,2,175,4.9923
1981,4,1,3,164,4.8428
1981,4,1,4,186,4.6566
1981,4,1,5,225,3.4158
1981,4,2,1,76,0.6521
1981,4,2,2,82,1.7797
1981,4,2,3,91,4.1144
1981,4,2,4,114,3.2343
1981,4,2,5,194,1.4275
1981,4,3,1,112,0.9218
1981,4,3,2,125,-0.6703
1981,4,3,3,136,-4.1556
1981,4,3,4,138,-3.5860
1981,4,3,5,135,-0.2851
1981,5,1,1,252,3.9859
1981,5,1,2,175,4.6635
1981,5,1,3,163,3.3309
1981,5,1,4,185,5.0659
1981,5,1,5,226,5.4535
1981,5,2,1,76,2.3751
1981,5,2,2,81,1.8466
1981,5,2,3,91,3.3172
1981,5,2,4,114,3.7183
1981,5,2,5,193,3.3440
1981,5,3,1,113,2.8634
1981,5,3,2,125,-0.6203
1981,5,3,3,136,-0.9885
1981,5,3,4,137,-0.2738
1981,5,3,5,132,2.1529
1981,6,1,1,251,1.6993
1981,6,1,2,174,0.7646
1981,6,1,3,161,1.1714
1981,6,1,4,183,-1.2744
1981,6,1,5,226,-4.1871
1981,6,2,1,75,0.9400
1981,6,2,2,81,-0.6591
1981,6,2,3,90,0.0664
1981,6,2,4,113,-3.6709
1981,6,2,5,192,-4.8406
1981,6,3,1,113,-0.4912
1981,6,3,2,125,1.6001
1981,6,3,3,135,0.4931
1981,6,3,4,136,-1.6752
1981,6,3,5,132,-5.5204
1981,7,1,1,220,-2.5228
1981,7,1,2,217,-0.7230
1981,7,1,3,197,-2.1673
1981,7,1,4,217,-4.0972
1981,7,1,5,239,-3.9783
1981,7,2,1,61,-1.6713
1981,7,2,2,83,-2.1998
1981,7,2,3,86,-2.3453
1981,7,2,4,130,-2.1790
1981,7,2,5,179,-0.8032
1981,7,3,1,110,-1.5782
1981,7,3,2,119,-3.4387
1981,7,3,3,139,0.6611
1981,7,3,4,120,0.9825
1981,7,3,5,164,4.7823
1981,8,1,1,220,-5.6471
1981,8,1,2,217,-4.1814
1981,8,1,3,194,-7.1008
1981,8,1,4,216,-7.5454
1981,8,1,5,238,-11.5571
1981,8,2,1,61,-5.4213
1981,8,2,2,83,-5.3591
1981,8,2,3,85,-4.5000
1981,8,2,4,130,-6.3348
1981,8,2,5,179,-9.3186
1981,8,3,1,109,-3.7028
1981,8,3,2,117,-5.5836
1981,8,3,3,137,-5.3655
1981,8,3,4,120,-5.0906
1981,8,3,5,164,-7.7789
1981,9,1,1,219,-6.4041
1981,9,1,2,216,-7.5114
1981,9,1,3,192,-6.4771
1981,9,1,4,213,-8.5197
1981,9,1,5,234,-9.9162
1981,9,2,1,61,-2.8987
1981,9,2,2,82,-5.6449
1981,9,2,3,85,-5.8515
1981,9,2,4,130,-7.7018
1981,9,2,5,178,-9.8714
1981,9,3,1,109,-1.8294
1981,9,3,2,117,-3.1915
1981,9,3,3,135,-5.3316
1981,9,3,4,120,-6.7430
1981,9,3,5,161,-9.6934
1981,10,1,1,219,6.4240
1981,10,1,2,214,7.7431
1981,10,1,3,190,7.7491
1981,10,1,4,211,6.9648
1981,10,1,5,234,10.1418
1981,10,2,1,61,5.3261
1981,10,2,2,82,7.4016
1981,10,2,3,84,4.7499
1981,10,2,4,130,5.8731
1981,10,2,5,178,9.0032
1981,10,3,1,109,1.8833
1981,10,3,2,118,3.9045
1981,10,3,3,134,3.8928
1981,10,3,4,119,5.9547
1981,10,3,5,160,11.4001
1981,11,1,1,219,3.2440
1981,11,1,2,208,4.5207
1981,11,1,3,191,3.3187
1981,11,1,4,209,2.0232
1981,11,1,5,234,1.0708
1981,11,2,1,61,4.7160
1981,11,2,2,82,5.0406
1981,11,2,3,83,3.8755
1981,11,2,4,130,3.7772
1981,11,2,5,176,1.9785
1981,11,3,1,109,3.7529
1981,11,3,2,118,4.6139
1981,11,3,3,133,5.9018
1981,11,3,4,118,5.6652
1981,11,3,5,160,2.6759
1981,12,1,1,218,-1.9731
1981,12,1,2,207,-1.3954
1981,12,1,3,193,-0.5358
1981,12,1,4,206,-1.7022
1981,12,1,5,232,-1.6934
1981,12,2,1,61,-1.5496
1981,12,2,2,81,-1.3157
1981,12,2,3,83,-0.7997
1981,12,2,4,128,-0.5944
1981,12,2,5,176,-1.9177
1981,12,3,1,109,-1.4551
1981,12,3,2,118,-1.9073
1981,12,3,3,134,-2.6582
1981,12,3,4,118,-2.8638
1981,12,3,5,158,-4.0701
1982,1,1,1,218,0.0649
1982,1,1,2,208,-1.0913
1982,1,1,3,191,-1.0577
1982,1,1,4,203,-1.1824
1982,1,1,5,231,-2.0865
1982,1,2,1,61,1.1710
1982,1,2,2,81,-3.0223
1982,1,2,3,83,-1.3028
1982,1,2,4,127,-4.9264
1982,1,2,5,176,-6.7130
1982,1,3,1,109,0.7894
1982,1,3,2,118,-1.2176
1982,1,3,3,133,-1.4706
1982,1,3,4,118,-2.0295
1982,1,3,5,157,-6.4803
1982,2,1,1,216,-1.8557
1982,2,1,2,207,-2.3272
1982,2,1,3,190,-2.5899
1982,2,1,4,202,-5.1845
1982,2,1,5,231,-4.9666
1982,2,2,1,61,0.6953
1982,2,2,2,79,-1.5948
1982,2,2,3,83,-1.7697
1982,2,2,4,128,-4.5301
1982,2,2,5,176,-9.3523
1982,2,3,1,108,-1.8107
1982,2,3,2,118,-2.4194
1982,2,3,3,133,-3.7164
1982,2,3,4,117,-5.0708
1982,2,3,5,157,-11.4658
1982,3,1,1,215,1.1968
1982,3,1,2,202,0.5272
1982,3,1,3,190,-2.9222
1982,3,1,4,198,0.2144
1982,3,1,5,225,-2.1253
1982,3,2,1,61,2.4296
1982,3,2,2,79,4.2345
1982,3,2,3,81,0.2401
1982,3,2,4,128,-0.5426
1982,3,2,5,174,-3.8740
1982,3,3,1,108,3.6966
1982,3,3,2,118,0.7964
1982,3,3,3,133,-0.7427
1982,3,3,4,117,-2.1562
1982,3,3,5,157,-4.1267
1982,4,1,1,210,4.0605
1982,4,1,2,201,4.3598
1982,4,1,3,188,4.5576
1982,4,1,4,198,7.5126
1982,4,1,5,225,6.8936
1982,4,2,1,61,5.0710
1982,4,2,2,78,5.1873
1982,4,2,3,79,5.5122
1982,4,2,4,128,6.6726
1982,4,2,5,174,6.3390
1982,4,3,1,108,2.1142
1982,4,3,2,118,4.2291
1982,4,3,3,132,3.9717
1982,4,3,4,115,4.9795
1982,4,3,5,157,6.7069
1982,5,1,1,206,-0.2136
1982,5,1,2,198,-0.6588
1982,5,1,3,186,-1.4423
1982,5,1,4,197,-2.3112
1982,5,1,5,225,-2.1601
1982,5,2,1,61,-1.3725
1982,5,2,2,78,-3.2483
1982,5,2,3,78,-1.4562
1982,5,2,4,128,-2.9141
1982,5,2,5,174,-4.5366
1982,5,3,1,108,-1.1059
1982,5,3,2,118,-3.0514
1982,5,3,3,132,-2.9684
1982,5,3,4,115,-1.0217
1982,5,3,5,155,-4.4585
1982,6,1,1,204,-0.8399
1982,6,1,2,196,-1.5284
1982,6,1,3,185,-1.3459
1982,6,1,4,194,-1.8574
1982,6,1,5,223,-3.6242
1982,6,2,1,61,0.5792
1982,6,2,2,78,0.3959
1982,6,2,3,78,0.6366
1982,6,2,4,127,-1.1422
1982,6,2,5,174,-4.7748
1982,6,3,1,108,-0.9421
1982,6,3,2,118,-0.4425
1982,6,3,3,132,-0.2779
1982,6,3,4,115,-2.5998
1982,6,3,5,154,-4.9729
1982,7,1,1,255,-0.4664
1982,7,1,2,193,0.4234
1982,7,1,3,227,-2.3905
1982,7,1,4,223,-1.3445
1982,7,1,5,295,-0.5549
1982,7,2,1,63,-1.5298
1982,7,2,2,64,-1.4675
1982,7,2,3,105,0.9598
1982,7,2,4,103,-1.6623
1982,7,2,5,190,-1.4159
1982,7,3,1,112,-1.9144
1982,7,3,2,137,-2.4318
1982,7,3,3,119,0.5557
1982,7,3,4,124,-4.2262
1982,7,3,5,143,-3.4344
1982,8,1,1,254,4.9041
1982,8,1,2,192,6.1508
1982,8,1,3,226,7.4745
1982,8,1,4,222,6.2112
1982,8,1,5,293,6.1506
1982,8,2,1,62,9.0846
1982,8,2,2,63,8.6264
1982,8,2,3,105,11.3275
1982,8,2,4,102,9.4935
1982,8,2,5,189,8.8774
1982,8,3,1,112,14.9357
1982,8,3,2,136,12.6987
1982,8,3,3,119,11.9057
1982,8,3,4,124,12.5645
1982,8,3,5,143,10.4510
1982,9,1,1,253,4.4624
1982,9,1,2,192,4.9453
1982,9,1,3,225,4.5496
1982,9,1,4,221,3.8200
1982,9,1,5,293,2.7046
1982,9,2,1,62,4.9666
1982,9,2,2,63,4.2992
1982,9,2,3,105,4.1422
1982,9,2,4,102,2.0238
1982,9,2,5,187,2.6820
1982,9,3,1,112,-0.9328
1982,9,3,2,136,-0.1973
1982,9,3,3,119,1.9219
1982,9,3,4,123,1.8989
1982,9,3,5,143,2.0758
1982,10,1,1,253,12.1380
1982,10,1,2,190,11.3147
1982,10,1,3,224,11.6126
1982,10,1,4,220,14.0856
1982,10,1,5,290,14.6809
1982,10,2,1,60,10.4630
1982,10,2,2,63,11.6262
1982,10,2,3,105,14.9038
1982,10,2,4,101,11.2611
1982,10,2,5,185,13.7755
1982,10,3,1,112,14.2273
1982,10,3,2,136,8.0089
1982,10,3,3,119,10.4205
1982,10,3,4,122,10.0091
1982,10,3,5,143,13.2152
1982,11,1,1,251,12.0491
1982,11,1,2,190,9.1747
1982,11,1,3,223,11.6584
1982,11,1,4,219,9.5385
1982,11,1,5,290,8.9828
1982,11,2,1,60,7.0766
1982,11,2,2,62,4.9807
1982,11,2,3,105,10.8769
1982,11,2,4,98,7.7489
1982,11,2,5,185,7.7762
1982,11,3,1,112,5.2016
1982,11,3,2,136,2.7295
1982,11,3,3,118,5.4339
1982,11,3,4,122,2.7439
1982,11,3,5,143,6.1946
1982,12,1,1,251,2.6661
1982,12,1,2,190,2.1349
1982,12,1,3,223,1.7388
1982,12,1,4,218,1.1135
1982,12,1,5,290,2.5982
1982,12,2,1,60,0.0397
1982,12,2,2,62,2.8458
1982,12,2,3,105,2.1431
1982,12,2,4,98,0.7483
1982,12,2,5,185,2.0527
1982,12,3,1,112,1.6135
1982,12,3,2,136,1.4918
1982,12,3,3,118,2.9562
1982,12,3,4,121,2.1846
1982,12,3,5,143,0.7366
1983,1,1,1,250,8.5442
1983,1,1,2,189,8.7355
1983,1,1,3,222,8.3809
1983,1,1,4,215,9.7463
1983,1,1,5,289,10.5971
1983,1,2,1,60,5.0854
1983,1,2,2,61,6.0087
1983,1,2,3,104,3.4109
1983,1,2,4,98,5.4666
1983,1,2,5,182,6.6890
1983,1,3,1,112,2.8562
1983,1,3,2,136,6.9382
1983,1,3,3,117,3.2494
1983,1,3,4,121,2.0307
1983,1,3,5,141,3.1517
1983,2,1,1,246,7.3721
1983,2,1,2,187,7.1609
1983,2,1,3,220,7.5850
1983,2,1,4,211,7.2986
1983,2,1,5,285,4.2011
1983,2,2,1,60,6.5789
1983,2,2,2,60,6.4833
1983,2,2,3,104,5.7002
1983,2,2,4,97,5.8308
1983,2,2,5,180,3.7247
1983,2,3,1,112,3.7479
1983,2,3,2,136,1.3334
1983,2,3,3,117,2.3799
1983,2,3,4,120,2.8824
1983,2,3,5,141,3.7938
1983,3,1,1,246,6.4006
1983,3,1,2,186,5.8379
1983,3,1,3,219,6.0393
1983,3,1,4,210,5.6857
1983,3,1,5,283,5.2927
1983,3,2,1,60,7.2384
1983,3,2,2,60,3.2354
1983,3,2,3,104,4.9584
1983,3,2,4,96,4.8873
1983,3,2,5,180,3.1277
1983,3,3,1,112,2.8478
1983,3,3,2,135,3.1757
1983,3,3,3,116,1.9484
1983,3,3,4,120,3.7164
1983,3,3,5,142,2.6885
1983,4,1,1,244,8.5277
1983,4,1,2,186,6.9719
1983,4,1,3,218,9.3873
1983,4,1,4,210,9.1178
1983,4,1,5,282,5.5233
1983,4,2,1,60,7.3357
1983,4,2,2,60,3.6781
1983,4,2,3,103,7.2843
1983,4,2,4,96,6.2809
1983,4,2,5,180,6.1828
1983,4,3,1,112,9.6205
1983,4,3,2,135,7.0792
1983,4,3,3,115,7.5792
1983,4,3,4,120,4.8594
1983,4,3,5,141,5.6534
1983,5,1,1,244,10.1557
1983,5,1,2,185,8.4373
1983,5,1,3,217,9.5442
1983,5,1,4,207,9.7508
1983,5,1,5,281,10.4406
