year,month,rank_ME,rank_CPq_6,nstocks,ret_vw
1968,3,1,4,62,-2.2347
1968,3,1,5,131,0.7533
1968,3,2,1,61,-2.8941
1968,3,2,2,50,-0.6187
1968,3,2,3,48,-2.9628
1968,3,2,4,57,-1.1150
1968,3,2,5,70,-2.3253
1968,3,3,1,114,0.5098
1968,3,3,2,134,-1.2024
1968,3,3,3,128,-0.1870
1968,3,3,4,124,-1.6677
1968,3,3,5,90,-0.5764
1968,4,1,1,68,15.5428
1968,4,1,2,58,17.8670
1968,4,1,3,53,15.1005
1968,4,1,4,62,12.2544
1968,4,1,5,126,15.7422
1968,4,2,1,60,14.4525
1968,4,2,2,43,11.3349
1968,4,2,3,41,9.9528
1968,4,2,4,57,10.9177
1968,4,2,5,62,12.3597
1968,4,3,1,109,10.6194
1968,4,3,2,126,6.9575
1968,4,3,3,121,5.6385
1968,4,3,4,115,5.8147
1968,4,3,5,78,8.3527
1968,5,1,1,119,11.0459
1968,5,1,2,92,10.6401
1968,5,1,3,95,9.1395
1968,5,1,4,122,9.3569
1968,5,1,5,208,10.2746
1968,5,2,1,83,6.3903
1968,5,2,2,63,4.2611
1968,5,2,3,70,4.5515
1968,5,2,4,97,4.5798
1968,5,2,5,107,6.9599
1968,5,3,1,157,1.1415
1968,5,3,2,167,2.5865
1968,5,3,3,156,-0.7833
1968,5,3,4,154,0.5978
1968,5,3,5,113,3.8410
1968,6,1,1,126,2.1658
1968,6,1,2,111,0.1878
1968,6,1,3,106,1.7405
1968,6,1,4,136,1.6745
1968,6,1,5,217,3.0839
1968,6,2,1,93,2.2326
1968,6,2,2,64,2.1568
1968,6,2,3,78,4.7565
1968,6,2,4,103,2.3158
1968,6,2,5,113,0.4238
1968,6,3,1,161,0.0961
1968,6,3,2,180,1.2728
1968,6,3,3,163,2.4028
1968,6,3,4,158,2.7118
1968,6,3,5,116,0.2410
1968,7,1,1,122,-3.7509
1968,7,1,2,105,-2.4809
1968,7,1,3,112,-3.0882
1968,7,1,4,135,-3.3346
1968,7,1,5,190,-3.3985
1968,7,2,1,83,-3.9135
1968,7,2,2,70,-3.5205
1968,7,2,3,75,-2.9903
1968,7,2,4,96,-2.9759
1968,7,2,5,105,-1.6635
1968,7,3,1,151,-4.3570
1968,7,3,2,165,-1.5973
1968,7,3,3,166,2.1992
1968,7,3,4,147,0.9716
1968,7,3,5,101,-1.7475
1968,8,1,1,129,2.9820
1968,8,1,2,107,3.9785
1968,8,1,3,112,6.2936
1968,8,1,4,138,4.8443
1968,8,1,5,195,5.4499
1968,8,2,1,88,2.8290
1968,8,2,2,74,2.2879
1968,8,2,3,85,1.5240
1968,8,2,4,97,3.4850
1968,8,2,5,115,4.1552
1968,8,3,1,157,2.1453
1968,8,3,2,172,0.9755
1968,8,3,3,168,1.5142
1968,8,3,4,164,0.9984
1968,8,3,5,116,1.2540
1968,9,1,1,133,6.8744
1968,9,1,2,107,6.5620
1968,9,1,3,109,6.9503
1968,9,1,4,134,4.8140
1968,9,1,5,195,6.7821
1968,9,2,1,94,6.1523
1968,9,2,2,77,6.1248
1968,9,2,3,83,3.9386
1968,9,2,4,94,4.6033
1968,9,2,5,113,6.3039
1968,9,3,1,154,3.0429
1968,9,3,2,167,3.7839
1968,9,3,3,167,3.5228
1968,9,3,4,160,5.0419
1968,9,3,5,118,7.5809
1968,10,1,1,132,-2.1108
1968,10,1,2,94,-0.9255
1968,10,1,3,105,1.1516
1968,10,1,4,119,-0.5996
1968,10,1,5,173,1.4233
1968,10,2,1,94,-0.5421
1968,10,2,2,72,0.6111
1968,10,2,3,79,3.0200
1968,10,2,4,79,1.3054
1968,10,2,5,94,2.0094
1968,10,3,1,142,-0.8435
1968,10,3,2,154,0.8499
1968,10,3,3,159,2.0799
1968,10,3,4,148,2.4391
1968,10,3,5,108,1.8975
1968,11,1,1,143,7.9221
1968,11,1,2,106,7.8377
1968,11,1,3,92,5.2078
1968,11,1,4,111,7.2031
1968,11,1,5,182,7.7125
1968,11,2,1,107,8.7495
1968,11,2,2,73,7.9542
1968,11,2,3,76,8.9831
1968,11,2,4,88,7.3688
1968,11,2,5,105,5.9475
1968,11,3,1,148,7.6290
1968,11,3,2,147,3.5527
1968,11,3,3,160,5.2130
1968,11,3,4,154,6.8523
1968,11,3,5,118,4.7780
1968,12,1,1,140,7.7333
1968,12,1,2,98,2.8845
1968,12,1,3,86,-0.2608
1968,12,1,4,107,2.8523
1968,12,1,5,179,-0.3893
1968,12,2,1,97,1.1090
1968,12,2,2,68,-2.9405
1968,12,2,3,67,-2.6003
1968,12,2,4,85,-2.0981
1968,12,2,5,108,-1.4821
1968,12,3,1,147,-4.1498
1968,12,3,2,131,-4.4264
1968,12,3,3,150,-4.1739
1968,12,3,4,155,-2.1472
1968,12,3,5,117,-2.5461
1969,1,1,1,98,-1.1047
1969,1,1,2,57,-1.4744
1969,1,1,3,50,-1.5545
1969,1,1,4,53,-0.8887
1969,1,1,5,102,-0.5118
1969,1,2,1,67,-2.1027
1969,1,2,2,47,0.0272
1969,1,2,3,45,-0.0776
1969,1,2,4,46,1.0205
1969,1,2,5,65,0.7309
1969,1,3,1,94,0.4830
1969,1,3,2,97,-0.2712
1969,1,3,3,111,-0.7155
1969,1,3,4,103,-0.3041
1969,1,3,5,85,0.6207
1969,2,1,1,105,-11.0635
1969,2,1,2,70,-8.2524
1969,2,1,3,54,-7.9543
1969,2,1,4,52,-9.7649
1969,2,1,5,113,-8.7059
1969,2,2,1,71,-8.9171
1969,2,2,2,55,-8.7498
1969,2,2,3,46,-5.5639
1969,2,2,4,49,-5.4989
1969,2,2,5,68,-6.9020
1969,2,3,1,99,-6.0818
1969,2,3,2,110,-4.0595
1969,2,3,3,125,-4.2490
1969,2,3,4,120,-6.0315
1969,2,3,5,94,-6.0911
1969,3,1,1,103,2.6717
1969,3,1,2,71,2.7318
1969,3,1,3,62,1.8952
1969,3,1,4,55,1.6424
1969,3,1,5,121,1.9703
1969,3,2,1,74,2.5455
1969,3,2,2,55,1.2289
1969,3,2,3,46,1.6394
1969,3,2,4,50,-0.1808
1969,3,2,5,73,1.4298
1969,3,3,1,100,3.5554
1969,3,3,2,117,2.8843
1969,3,3,3,128,4.8091
1969,3,3,4,128,4.3072
1969,3,3,5,97,1.2299
1969,4,1,1,88,1.5697
1969,4,1,2,70,3.5815
1969,4,1,3,67,0.7718
1969,4,1,4,55,0.8991
1969,4,1,5,119,-0.6581
1969,4,2,1,73,1.8950
1969,4,2,2,44,-0.5381
1969,4,2,3,41,0.7484
1969,4,2,4,51,0.0334
1969,4,2,5,62,-1.0124
1969,4,3,1,96,3.2867
1969,4,3,2,112,0.5390
1969,4,3,3,123,-0.2475
1969,4,3,4,112,0.1699
1969,4,3,5,87,0.4532
1969,5,1,1,153,0.2614
1969,5,1,2,107,-1.9187
1969,5,1,3,107,-2.4766
1969,5,1,4,138,1.8554
1969,5,1,5,206,-0.2189
1969,5,2,1,98,-0.4171
1969,5,2,2,78,-1.1127
1969,5,2,3,68,-1.3239
1969,5,2,4,102,0.6375
1969,5,2,5,106,-1.8503
1969,5,3,1,161,1.0655
1969,5,3,2,163,-0.4707
1969,5,3,3,174,2.2897
1969,5,3,4,174,1.3290
1969,5,3,5,126,-0.5813
1969,6,1,1,156,-12.7572
1969,6,1,2,120,-14.7166
1969,6,1,3,127,-11.8897
1969,6,1,4,153,-11.8102
1969,6,1,5,214,-11.4428
1969,6,2,1,99,-11.2992
1969,6,2,2,80,-10.9272
1969,6,2,3,79,-9.1318
1969,6,2,4,104,-10.2471
1969,6,2,5,108,-11.1453
1969,6,3,1,165,-4.9976
1969,6,3,2,172,-7.6789
1969,6,3,3,181,-7.1520
1969,6,3,4,179,-8.3122
1969,6,3,5,130,-7.0892
1969,7,1,1,142,-13.0596
1969,7,1,2,120,-11.4378
1969,7,1,3,125,-9.8512
1969,7,1,4,159,-8.9216
1969,7,1,5,202,-9.8815
1969,7,2,1,87,-10.4402
1969,7,2,2,82,-8.4528
1969,7,2,3,81,-6.3854
1969,7,2,4,99,-6.8122
1969,7,2,5,98,-8.2057
1969,7,3,1,160,-4.7982
1969,7,3,2,171,-6.9644
1969,7,3,3,182,-6.6370
1969,7,3,4,164,-6.9344
1969,7,3,5,114,-7.8445
1969,8,1,1,151,3.1467
1969,8,1,2,126,5.8955
1969,8,1,3,131,2.7057
1969,8,1,4,175,4.5684
1969,8,1,5,213,4.2141
1969,8,2,1,95,7.9382
1969,8,2,2,86,5.8287
1969,8,2,3,84,3.7810
1969,8,2,4,110,4.9579
1969,8,2,5,105,4.5465
1969,8,3,1,165,5.6989
1969,8,3,2,178,3.9669
1969,8,3,3,186,4.4285
1969,8,3,4,178,2.3575
1969,8,3,5,127,3.8417
1969,9,1,1,153,-1.6805
1969,9,1,2,129,-2.7733
1969,9,1,3,133,-3.6877
1969,9,1,4,174,-5.0538
1969,9,1,5,220,-3.6330
1969,9,2,1,100,2.1400
1969,9,2,2,87,-2.1841
1969,9,2,3,87,-2.1935
1969,9,2,4,112,-1.6591
1969,9,2,5,108,-1.6125
1969,9,3,1,165,-1.4890
1969,9,3,2,173,-5.1727
1969,9,3,3,182,-3.7047
1969,9,3,4,176,-3.6817
1969,9,3,5,130,-4.2885
1969,10,1,1,145,10.3898
1969,10,1,2,121,12.2757
1969,10,1,3,121,8.8675
1969,10,1,4,168,10.0933
1969,10,1,5,195,9.1055
1969,10,2,1,96,7.3409
1969,10,2,2,76,5.4471
1969,10,2,3,86,7.7888
1969,10,2,4,102,6.4239
1969,10,2,5,96,7.1486
1969,10,3,1,156,5.7343
1969,10,3,2,164,3.9344
1969,10,3,3,165,3.2640
1969,10,3,4,148,5.3558
1969,10,3,5,114,4.9193
1969,11,1,1,154,-6.2055
1969,11,1,2,108,-3.7348
1969,11,1,3,129,-6.2889
1969,11,1,4,165,-6.3146
1969,11,1,5,218,-6.4729
1969,11,2,1,111,-3.6992
1969,11,2,2,76,-7.1949
1969,11,2,3,85,-5.7231
1969,11,2,4,104,-5.6088
1969,11,2,5,111,-5.1820
1969,11,3,1,162,-2.7667
1969,11,3,2,169,-3.8907
1969,11,3,3,173,-4.4195
1969,11,3,4,162,-5.4252
1969,11,3,5,125,-4.7075
1969,12,1,1,158,-6.0377
1969,12,1,2,93,-6.4721
1969,12,1,3,127,-5.8161
1969,12,1,4,151,-6.9806
1969,12,1,5,220,-7.9243
1969,12,2,1,103,-4.5487
1969,12,2,2,73,-3.9136
1969,12,2,3,80,-4.0481
1969,12,2,4,95,-4.4470
1969,12,2,5,111,-5.7785
1969,12,3,1,162,-0.4841
1969,12,3,2,160,-1.9467
1969,12,3,3,163,-2.4219
1969,12,3,4,163,-4.2164
1969,12,3,5,123,-3.6797
1970,1,1,1,92,-3.1068
1970,1,1,2,63,-3.9590
1970,1,1,3,64,-3.4535
1970,1,1,4,79,-3.7033
1970,1,1,5,128,-2.6841
1970,1,2,1,83,-4.8539
1970,1,2,2,49,-4.9467
1970,1,2,3,52,-5.3011
1970,1,2,4,51,-6.6130
1970,1,2,5,71,-5.2494
1970,1,3,1,107,-8.5201
1970,1,3,2,110,-9.2106
1970,1,3,3,106,-8.8424
1970,1,3,4,102,-8.3691
1970,1,3,5,82,-7.5276
1970,2,1,1,95,-0.1872
1970,2,1,2,67,2.9288
1970,2,1,3,73,2.2798
1970,2,1,4,74,4.6407
1970,2,1,5,138,2.2511
1970,2,2,1,91,4.0251
1970,2,2,2,57,5.7107
1970,2,2,3,57,4.3440
1970,2,2,4,55,4.2190
1970,2,2,5,80,6.3946
1970,2,3,1,124,6.8190
1970,2,3,2,115,6.8264
1970,2,3,3,115,5.9160
1970,2,3,4,116,7.8772
1970,2,3,5,86,8.2499
1970,3,1,1,91,-4.2220
1970,3,1,2,77,-5.1861
1970,3,1,3,72,-1.9267
1970,3,1,4,75,0.4053
1970,3,1,5,145,-1.5423
1970,3,2,1,88,-0.8428
1970,3,2,2,58,1.0247
1970,3,2,3,57,1.6755
1970,3,2,4,60,-0.0093
1970,3,2,5,85,-1.4578
1970,3,3,1,131,-0.7971
1970,3,3,2,120,2.2119
1970,3,3,3,113,1.7525
1970,3,3,4,119,-0.0451
1970,3,3,5,93,-0.0249
1970,4,1,1,84,-23.2483
1970,4,1,2,67,-15.4232
1970,4,1,3,71,-14.3792
1970,4,1,4,74,-15.4667
1970,4,1,5,143,-14.6241
1970,4,2,1,84,-17.0545
1970,4,2,2,54,-13.4074
1970,4,2,3,56,-10.2746
1970,4,2,4,58,-12.6836
1970,4,2,5,74,-14.4661
1970,4,3,1,121,-10.5180
1970,4,3,2,111,-9.1352
1970,4,3,3,103,-6.9102
1970,4,3,4,101,-8.4269
1970,4,3,5,83,-10.4457
1970,5,1,1,121,-10.4279
1970,5,1,2,102,-7.9899
1970,5,1,3,121,-8.6171
1970,5,1,4,171,-8.0213
1970,5,1,5,272,-9.7805
1970,5,2,1,104,-10.5716
1970,5,2,2,79,-7.2948
1970,5,2,3,92,-7.4725
1970,5,2,4,116,-8.9869
1970,5,2,5,118,-9.6120
1970,5,3,1,185,-8.5962
1970,5,3,2,167,-5.4666
1970,5,3,3,165,-1.5050
1970,5,3,4,158,-1.8854
1970,5,3,5,120,-4.3665
1970,6,1,1,127,-9.0656
1970,6,1,2,107,-9.0462
1970,6,1,3,127,-6.6828
1970,6,1,4,188,-7.9492
1970,6,1,5,283,-8.0563
1970,6,2,1,105,-4.8448
1970,6,2,2,82,-4.6401
1970,6,2,3,107,-6.8606
1970,6,2,4,119,-7.7104
1970,6,2,5,129,-8.1396
1970,6,3,1,197,-4.1189
1970,6,3,2,181,-4.7751
1970,6,3,3,175,-3.5141
1970,6,3,4,165,-3.7696
1970,6,3,5,120,-7.3998
1970,7,1,1,121,5.7631
1970,7,1,2,110,6.8818
1970,7,1,3,129,5.2894
1970,7,1,4,190,5.6613
1970,7,1,5,259,5.7013
1970,7,2,1,94,9.0169
1970,7,2,2,81,7.2152
1970,7,2,3,107,8.0312
1970,7,2,4,116,6.5022
1970,7,2,5,118,8.5771
1970,7,3,1,189,7.1208
1970,7,3,2,187,8.4740
1970,7,3,3,176,10.0427
1970,7,3,4,153,7.7181
1970,7,3,5,104,9.1254
1970,8,1,1,121,5.2535
1970,8,1,2,113,6.0128
1970,8,1,3,133,5.8162
1970,8,1,4,199,5.0641
1970,8,1,5,282,7.1377
1970,8,2,1,103,5.5940
1970,8,2,2,90,4.9740
1970,8,2,3,114,4.7181
1970,8,2,4,127,7.1775
1970,8,2,5,130,8.8635
1970,8,3,1,195,4.8857
1970,8,3,2,200,5.5561
1970,8,3,3,192,5.5500
1970,8,3,4,173,6.6502
1970,8,3,5,113,7.4801
1970,9,1,1,123,14.9637
1970,9,1,2,110,14.6372
1970,9,1,3,132,13.2618
1970,9,1,4,202,13.0271
1970,9,1,5,288,12.8989
1970,9,2,1,100,10.8780
1970,9,2,2,97,9.1438
1970,9,2,3,114,6.9584
1970,9,2,4,130,7.8993
1970,9,2,5,133,10.7691
1970,9,3,1,189,3.4478
1970,9,3,2,199,2.5575
1970,9,3,3,197,1.6302
1970,9,3,4,171,3.1713
1970,9,3,5,119,4.9076
1970,10,1,1,124,-9.0060
1970,10,1,2,104,-8.5201
1970,10,1,3,130,-4.6176
1970,10,1,4,191,-4.1920
1970,10,1,5,263,-5.6278
1970,10,2,1,95,-3.2279
1970,10,2,2,95,-5.4709
1970,10,2,3,108,-4.2118
1970,10,2,4,123,-4.3895
1970,10,2,5,117,-4.0569
1970,10,3,1,180,-1.2163
1970,10,3,2,195,0.2175
1970,10,3,3,181,-0.9392
1970,10,3,4,157,-2.7547
1970,10,3,5,104,-4.1367
1970,11,1,1,131,-4.4837
1970,11,1,2,102,-2.3560
1970,11,1,3,132,0.1563
1970,11,1,4,205,-2.0660
1970,11,1,5,286,0.0832
1970,11,2,1,101,0.8710
1970,11,2,2,97,4.8809
1970,11,2,3,114,3.8396
1970,11,2,4,118,3.6912
1970,11,2,5,133,3.3823
1970,11,3,1,196,6.5247
1970,11,3,2,198,5.8759
1970,11,3,3,190,6.2739
1970,11,3,4,166,4.3401
1970,11,3,5,119,4.8732
1970,12,1,1,117,3.6761
1970,12,1,2,94,7.5534
1970,12,1,3,128,8.1296
1970,12,1,4,196,8.1150
1970,12,1,5,285,10.4256
1970,12,2,1,92,5.3093
1970,12,2,2,90,8.1648
1970,12,2,3,112,7.8664
1970,12,2,4,113,7.6897
1970,12,2,5,130,8.0854
1970,12,3,1,191,4.7724
1970,12,3,2,188,4.5908
1970,12,3,3,179,6.9337
1970,12,3,4,165,8.4845
1970,12,3,5,118,8.3641
1971,1,1,1,76,14.4424
1971,1,1,2,58,13.2648
1971,1,1,3,75,13.0257
1971,1,1,4,89,13.8079
1971,1,1,5,165,14.1818
1971,1,2,1,70,8.3116
1971,1,2,2,65,8.7870
1971,1,2,3,69,9.3629
1971,1,2,4,70,9.9201
1971,1,2,5,87,11.2512
1971,1,3,1,121,3.5518
1971,1,3,2,126,1.5413
1971,1,3,3,122,4.0774
1971,1,3,4,113,3.7632
1971,1,3,5,83,5.9348
1971,2,1,1,84,4.7816
1971,2,1,2,63,5.7624
1971,2,1,3,78,3.1890
1971,2,1,4,99,3.3060
1971,2,1,5,173,6.1731
1971,2,2,1,79,2.9369
1971,2,2,2,72,1.0859
1971,2,2,3,72,0.7956
1971,2,2,4,71,2.5712
1971,2,2,5,92,2.1445
1971,2,3,1,133,1.1404
1971,2,3,2,142,1.1872
1971,2,3,3,129,0.7242
1971,2,3,4,124,2.0420
1971,2,3,5,90,1.7388
1971,3,1,1,90,5.1387
1971,3,1,2,70,5.8357
1971,3,1,3,81,7.1775
1971,3,1,4,103,5.2143
1971,3,1,5,169,5.7820
1971,3,2,1,79,7.8402
1971,3,2,2,70,6.8884
1971,3,2,3,73,2.5043
1971,3,2,4,70,2.0737
1971,3,2,5,90,5.0869
1971,3,3,1,134,3.8009
1971,3,3,2,143,2.4977
1971,3,3,3,129,3.2638
1971,3,3,4,124,3.4743
1971,3,3,5,96,3.5106
1971,4,1,1,89,0.0616
1971,4,1,2,65,2.4423
1971,4,1,3,69,-0.0433
1971,4,1,4,104,1.2173
1971,4,1,5,166,2.8560
1971,4,2,1,74,5.4477
1971,4,2,2,67,3.3444
1971,4,2,3,71,0.3399
1971,4,2,4,62,1.4361
1971,4,2,5,82,4.8241
1971,4,3,1,126,4.1221
1971,4,3,2,130,3.4483
1971,4,3,3,122,3.1926
1971,4,3,4,110,3.3101
1971,4,3,5,77,7.4125
1971,5,1,1,133,-5.9181
1971,5,1,2,110,-5.8286
1971,5,1,3,111,-6.1546
1971,5,1,4,195,-4.0206
1971,5,1,5,273,-6.7904
1971,5,2,1,91,-3.1476
1971,5,2,2,98,-3.4639
1971,5,2,3,101,-4.9294
1971,5,2,4,105,-4.5500
1971,5,2,5,138,-6.8351
1971,5,3,1,194,-3.4577
1971,5,3,2,188,-4.2037
1971,5,3,3,164,-3.7754
1971,5,3,4,172,-4.8195
1971,5,3,5,114,-2.9722
1971,6,1,1,143,-3.4630
1971,6,1,2,117,-4.2112
1971,6,1,3,122,-1.9033
1971,6,1,4,207,-1.1300
1971,6,1,5,289,-2.9060
1971,6,2,1,96,-0.7161
1971,6,2,2,104,0.6049
1971,6,2,3,105,-0.8431
1971,6,2,4,105,-2.4675
1971,6,2,5,142,-3.4141
1971,6,3,1,196,0.0881
1971,6,3,2,191,0.0783
1971,6,3,3,170,0.8752
1971,6,3,4,178,1.1761
1971,6,3,5,115,-2.7210
1971,7,1,1,134,-6.1469
1971,7,1,2,128,-6.5736
1971,7,1,3,126,-4.8333
1971,7,1,4,194,-4.9591
1971,7,1,5,253,-5.3900
1971,7,2,1,91,-3.9674
1971,7,2,2,95,-3.1210
1971,7,2,3,100,-3.1735
1971,7,2,4,101,-3.8872
1971,7,2,5,125,-5.2547
1971,7,3,1,187,-3.0605
1971,7,3,2,181,-3.8110
1971,7,3,3,166,-3.6767
1971,7,3,4,163,-3.5220
1971,7,3,5,105,-7.4657
1971,8,1,1,144,1.4314
1971,8,1,2,135,5.1216
1971,8,1,3,131,5.9037
1971,8,1,4,196,4.1984
1971,8,1,5,267,5.9401
1971,8,2,1,101,2.6911
1971,8,2,2,102,3.8004
1971,8,2,3,108,3.0776
1971,8,2,4,109,4.6924
1971,8,2,5,141,5.7768
1971,8,3,1,199,5.6111
1971,8,3,2,191,4.0225
1971,8,3,3,185,1.5385
1971,8,3,4,178,2.6843
1971,8,3,5,121,7.4330
1971,9,1,1,150,-0.6236
1971,9,1,2,142,0.7503
1971,9,1,3,134,-0.2322
1971,9,1,4,191,-0.4481
1971,9,1,5,273,-0.1418
1971,9,2,1,104,0.5715
1971,9,2,2,104,-0.8153
1971,9,2,3,109,-2.1942
1971,9,2,4,110,0.1246
