year,month,rank_ME,rank_BMq_12,nstocks,ret_vw
1967,1,1,1,17,23.4685
1967,1,1,2,18,20.1188
1967,1,1,3,28,14.9334
1967,1,1,4,28,20.4675
1967,1,1,5,59,20.0080
1967,1,2,1,18,20.4618
1967,1,2,2,18,12.5675
1967,1,2,3,26,15.9016
1967,1,2,4,30,14.5942
1967,1,2,5,46,17.1729
1967,1,3,1,109,7.1785
1967,1,3,2,101,8.2490
1967,1,3,3,83,4.3424
1967,1,3,4,83,8.9885
1967,1,3,5,45,16.5499
1967,2,1,1,30,6.1192
1967,2,1,2,29,5.4531
1967,2,1,3,44,2.6401
1967,2,1,4,43,2.2383
1967,2,1,5,75,2.9917
1967,2,2,1,24,5.7174
1967,2,2,2,23,-0.3073
1967,2,2,3,40,2.8986
1967,2,2,4,36,1.4679
1967,2,2,5,51,0.8820
1967,2,3,1,119,3.7458
1967,2,3,2,115,-0.6461
1967,2,3,3,101,-0.6842
1967,2,3,4,100,-1.5412
1967,2,3,5,51,-1.1802
1967,3,1,1,40,12.6540
1967,3,1,2,37,5.6461
1967,3,1,3,51,5.7047
1967,3,1,4,58,6.0379
1967,3,1,5,83,7.1074
1967,3,2,1,27,8.7349
1967,3,2,2,33,7.8618
1967,3,2,3,43,5.6550
1967,3,2,4,40,6.4193
1967,3,2,5,55,4.8598
1967,3,3,1,126,4.7497
1967,3,3,2,119,4.1415
1967,3,3,3,105,3.0202
1967,3,3,4,104,3.9687
1967,3,3,5,56,5.8336
1967,4,1,1,44,9.7967
1967,4,1,2,47,5.0156
1967,4,1,3,63,4.3251
1967,4,1,4,66,3.6127
1967,4,1,5,96,3.7462
1967,4,2,1,31,5.3922
1967,4,2,2,38,2.8720
1967,4,2,3,47,2.0691
1967,4,2,4,46,4.0191
1967,4,2,5,59,4.3558
1967,4,3,1,127,6.7986
1967,4,3,2,131,4.8895
1967,4,3,3,119,3.2400
1967,4,3,4,112,3.1136
1967,4,3,5,59,3.7180
1967,5,1,1,114,-0.2594
1967,5,1,2,86,-2.1414
1967,5,1,3,113,1.6478
1967,5,1,4,121,2.4030
1967,5,1,5,188,-0.2014
1967,5,2,1,51,-1.5895
1967,5,2,2,63,-0.9376
1967,5,2,3,72,0.2128
1967,5,2,4,76,-2.4404
1967,5,2,5,77,-2.1095
1967,5,3,1,159,-5.5148
1967,5,3,2,158,-4.1916
1967,5,3,3,148,-4.8167
1967,5,3,4,132,-3.1943
1967,5,3,5,67,-4.0453
1967,6,1,1,122,18.0357
1967,6,1,2,107,14.0920
1967,6,1,3,136,10.0870
1967,6,1,4,142,10.0386
1967,6,1,5,208,9.6407
1967,6,2,1,61,9.4146
1967,6,2,2,68,5.9322
1967,6,2,3,82,8.7627
1967,6,2,4,80,5.3370
1967,6,2,5,83,6.1991
1967,6,3,1,167,2.8420
1967,6,3,2,169,-0.2234
1967,6,3,3,165,1.6307
1967,6,3,4,138,1.9938
1967,6,3,5,69,2.2032
1967,7,1,1,139,7.6249
1967,7,1,2,128,10.8888
1967,7,1,3,158,9.2814
1967,7,1,4,165,10.5447
1967,7,1,5,223,10.2796
1967,7,2,1,67,6.2636
1967,7,2,2,80,6.6687
1967,7,2,3,86,6.0827
1967,7,2,4,87,7.6439
1967,7,2,5,90,11.1334
1967,7,3,1,173,4.5911
1967,7,3,2,177,5.4729
1967,7,3,3,178,5.4875
1967,7,3,4,142,4.6243
1967,7,3,5,74,6.9590
1967,8,1,1,149,-0.3730
1967,8,1,2,145,-0.0512
1967,8,1,3,175,0.3647
1967,8,1,4,179,0.6832
1967,8,1,5,229,0.7432
1967,8,2,1,74,-2.5453
1967,8,2,2,89,0.5115
1967,8,2,3,97,-0.1318
1967,8,2,4,93,1.3281
1967,8,2,5,101,-0.1026
1967,8,3,1,175,-0.7546
1967,8,3,2,186,-0.7865
1967,8,3,3,190,-0.8916
1967,8,3,4,152,-1.4696
1967,8,3,5,80,1.1164
1967,9,1,1,157,13.9085
1967,9,1,2,158,9.9203
1967,9,1,3,185,7.5597
1967,9,1,4,188,5.7202
1967,9,1,5,237,6.6187
1967,9,2,1,80,7.5437
1967,9,2,2,97,2.5592
1967,9,2,3,105,4.9659
1967,9,2,4,97,2.4390
1967,9,2,5,101,3.5338
1967,9,3,1,176,4.4016
1967,9,3,2,190,2.7668
1967,9,3,3,197,2.5990
1967,9,3,4,154,3.1006
1967,9,3,5,83,2.3644
1967,10,1,1,167,2.5736
1967,10,1,2,177,-2.3101
1967,10,1,3,192,-2.0509
1967,10,1,4,197,-2.2280
1967,10,1,5,243,-3.4660
1967,10,2,1,92,-3.1039
1967,10,2,2,98,-1.9353
1967,10,2,3,111,-2.1742
1967,10,2,4,104,-5.3482
1967,10,2,5,103,-2.3247
1967,10,3,1,178,0.0745
1967,10,3,2,195,-4.2840
1967,10,3,3,206,-4.7256
1967,10,3,4,159,-3.4966
1967,10,3,5,85,-5.7220
1967,11,1,1,180,-0.4797
1967,11,1,2,190,1.3458
1967,11,1,3,210,2.0706
1967,11,1,4,204,1.9023
1967,11,1,5,247,-0.4882
1967,11,2,1,105,2.6719
1967,11,2,2,100,1.5781
1967,11,2,3,115,1.3470
1967,11,2,4,106,-0.3320
1967,11,2,5,107,-1.9904
1967,11,3,1,185,1.3717
1967,11,3,2,202,0.5061
1967,11,3,3,213,0.4136
1967,11,3,4,168,0.1355
1967,11,3,5,88,0.1588
1967,12,1,1,185,13.8202
1967,12,1,2,195,9.4024
1967,12,1,3,220,8.5769
1967,12,1,4,210,9.7734
1967,12,1,5,248,8.3801
1967,12,2,1,110,8.5484
1967,12,2,2,102,5.7090
1967,12,2,3,119,4.9891
1967,12,2,4,111,3.3503
1967,12,2,5,110,6.5925
1967,12,3,1,190,1.7171
1967,12,3,2,206,2.9712
1967,12,3,3,215,3.9975
1967,12,3,4,172,3.7961
1967,12,3,5,88,3.6740
1968,1,1,1,193,-0.2257
1968,1,1,2,199,4.6184
1968,1,1,3,223,3.1682
1968,1,1,4,210,2.5588
1968,1,1,5,245,4.3313
1968,1,2,1,114,-6.0223
1968,1,2,2,107,-1.5890
1968,1,2,3,120,-1.0061
1968,1,2,4,107,2.7532
1968,1,2,5,114,3.8077
1968,1,3,1,193,-7.5912
1968,1,3,2,210,-4.2323
1968,1,3,3,217,-3.3435
1968,1,3,4,178,-1.7686
1968,1,3,5,88,0.0502
1968,2,1,1,212,-10.6391
1968,2,1,2,205,-6.5321
1968,2,1,3,234,-6.7029
1968,2,1,4,214,-4.5747
1968,2,1,5,241,-4.4656
1968,2,2,1,121,-8.7477
1968,2,2,2,111,-5.9910
1968,2,2,3,117,-4.3565
1968,2,2,4,108,-2.0082
1968,2,2,5,113,-2.7369
1968,2,3,1,192,-2.9626
1968,2,3,2,206,-3.5598
1968,2,3,3,216,-2.2091
1968,2,3,4,180,-1.7774
1968,2,3,5,94,-3.2759
1968,3,1,1,214,-1.1220
1968,3,1,2,216,0.1533
1968,3,1,3,236,-1.3660
1968,3,1,4,213,-1.9973
1968,3,1,5,241,-0.2577
1968,3,2,1,129,0.6077
1968,3,2,2,114,-0.7146
1968,3,2,3,118,-3.0922
1968,3,2,4,107,-2.1542
1968,3,2,5,112,-0.6812
1968,3,3,1,193,3.6926
1968,3,3,2,203,-0.7169
1968,3,3,3,217,-1.3418
1968,3,3,4,181,-0.5295
1968,3,3,5,93,-1.6694
1968,4,1,1,214,20.2691
1968,4,1,2,218,19.3534
1968,4,1,3,232,16.4730
1968,4,1,4,210,13.5614
1968,4,1,5,235,14.2331
1968,4,2,1,130,19.5001
1968,4,2,2,115,15.5877
1968,4,2,3,121,11.5731
1968,4,2,4,107,7.6796
1968,4,2,5,112,11.4800
1968,4,3,1,193,11.6374
1968,4,3,2,200,8.7634
1968,4,3,3,217,6.2610
1968,4,3,4,177,5.4546
1968,4,3,5,91,9.3270
1968,5,1,1,236,12.4400
1968,5,1,2,240,13.9566
1968,5,1,3,243,11.1476
1968,5,1,4,210,9.1634
1968,5,1,5,235,7.8890
1968,5,2,1,143,10.7248
1968,5,2,2,123,8.6420
1968,5,2,3,125,5.7093
1968,5,2,4,113,4.6075
1968,5,2,5,114,5.1471
1968,5,3,1,194,2.6185
1968,5,3,2,207,1.6829
1968,5,3,3,218,0.3935
1968,5,3,4,180,-0.0506
1968,5,3,5,101,1.7194
1968,6,1,1,252,-0.5560
1968,6,1,2,250,-1.8493
1968,6,1,3,249,1.2243
1968,6,1,4,210,1.8268
1968,6,1,5,224,3.7690
1968,6,2,1,150,-0.8715
1968,6,2,2,126,0.0917
1968,6,2,3,121,0.6353
1968,6,2,4,113,2.8658
1968,6,2,5,106,0.3268
1968,6,3,1,196,-1.0066
1968,6,3,2,198,1.0092
1968,6,3,3,212,3.3112
1968,6,3,4,185,2.9536
1968,6,3,5,105,1.1032
1968,7,1,1,254,-4.5281
1968,7,1,2,251,-4.8149
1968,7,1,3,246,-3.5338
1968,7,1,4,208,-1.7212
1968,7,1,5,211,-0.6839
1968,7,2,1,154,-7.1109
1968,7,2,2,124,-4.7964
1968,7,2,3,117,-3.5930
1968,7,2,4,107,-0.3584
1968,7,2,5,102,-0.5375
1968,7,3,1,194,-5.3546
1968,7,3,2,198,-1.4007
1968,7,3,3,202,0.6548
1968,7,3,4,180,1.6122
1968,7,3,5,106,-0.0619
1968,8,1,1,264,5.4593
1968,8,1,2,249,4.4910
1968,8,1,3,237,4.9695
1968,8,1,4,210,4.4421
1968,8,1,5,211,5.1699
1968,8,2,1,155,4.2172
1968,8,2,2,122,3.6492
1968,8,2,3,116,3.4568
1968,8,2,4,112,2.2387
1968,8,2,5,105,5.0378
1968,8,3,1,196,1.0480
1968,8,3,2,195,0.5434
1968,8,3,3,198,1.3170
1968,8,3,4,179,1.9065
1968,8,3,5,109,2.0167
1968,9,1,1,270,7.8407
1968,9,1,2,258,8.6868
1968,9,1,3,242,5.9898
1968,9,1,4,204,4.6970
1968,9,1,5,210,6.8953
1968,9,2,1,159,7.8754
1968,9,2,2,123,6.7511
1968,9,2,3,116,5.6479
1968,9,2,4,110,5.5017
1968,9,2,5,108,7.7303
1968,9,3,1,194,2.6212
1968,9,3,2,194,5.5764
1968,9,3,3,199,3.4187
1968,9,3,4,186,4.6347
1968,9,3,5,112,7.0407
1968,10,1,1,267,-2.1892
1968,10,1,2,264,0.1527
1968,10,1,3,240,2.0408
1968,10,1,4,205,1.6963
1968,10,1,5,204,1.5047
1968,10,2,1,164,-0.7917
1968,10,2,2,124,0.9232
1968,10,2,3,119,0.2078
1968,10,2,4,112,3.4465
1968,10,2,5,108,0.8009
1968,10,3,1,193,-2.2971
1968,10,3,2,192,2.1510
1968,10,3,3,199,1.7495
1968,10,3,4,187,2.4113
1968,10,3,5,113,2.8932
1968,11,1,1,272,8.8396
1968,11,1,2,274,7.1248
1968,11,1,3,246,7.3094
1968,11,1,4,203,7.0175
1968,11,1,5,208,5.8222
1968,11,2,1,170,8.9468
1968,11,2,2,130,8.5348
1968,11,2,3,120,6.4631
1968,11,2,4,112,8.6428
1968,11,2,5,110,6.7117
1968,11,3,1,195,6.7260
1968,11,3,2,194,2.8782
1968,11,3,3,201,5.8184
1968,11,3,4,186,6.3626
1968,11,3,5,114,4.7381
1968,12,1,1,273,3.7381
1968,12,1,2,275,1.1887
1968,12,1,3,235,0.2744
1968,12,1,4,194,-0.3398
1968,12,1,5,206,0.3801
1968,12,2,1,171,-1.5036
1968,12,2,2,130,-0.9200
1968,12,2,3,119,-1.9690
1968,12,2,4,113,-1.7889
1968,12,2,5,108,-0.7445
1968,12,3,1,195,-4.9424
1968,12,3,2,192,-4.5994
1968,12,3,3,200,-3.0818
1968,12,3,4,185,-2.0463
1968,12,3,5,119,-2.1105
1969,1,1,1,278,-1.4366
1969,1,1,2,272,-1.6909
1969,1,1,3,236,-1.4385
1969,1,1,4,192,-2.1116
1969,1,1,5,199,-1.6037
1969,1,2,1,169,-2.9501
1969,1,2,2,129,-1.3994
1969,1,2,3,120,-1.6245
1969,1,2,4,112,1.0749
1969,1,2,5,107,-0.4922
1969,1,3,1,197,-2.4789
1969,1,3,2,194,-0.8371
1969,1,3,3,204,0.2833
1969,1,3,4,181,-0.6329
1969,1,3,5,119,0.3935
1969,2,1,1,279,-11.3156
1969,2,1,2,275,-9.8731
1969,2,1,3,241,-9.7688
1969,2,1,4,189,-7.5863
1969,2,1,5,198,-7.7646
1969,2,2,1,167,-10.1071
1969,2,2,2,126,-7.7159
1969,2,2,3,116,-7.3805
1969,2,2,4,114,-7.5150
1969,2,2,5,107,-7.4439
1969,2,3,1,197,-3.9319
1969,2,3,2,193,-4.1984
1969,2,3,3,209,-4.5974
1969,2,3,4,183,-5.5009
1969,2,3,5,122,-5.8292
1969,3,1,1,284,3.2682
1969,3,1,2,275,1.4971
1969,3,1,3,247,2.7113
1969,3,1,4,187,1.7798
1969,3,1,5,195,0.9545
1969,3,2,1,165,2.7225
1969,3,2,2,124,2.6664
1969,3,2,3,113,2.2576
1969,3,2,4,114,2.2190
1969,3,2,5,105,2.5272
1969,3,3,1,195,4.2821
1969,3,3,2,192,3.2335
1969,3,3,3,204,2.7036
1969,3,3,4,180,3.3422
1969,3,3,5,122,3.6458
1969,4,1,1,279,1.2773
1969,4,1,2,267,-0.6378
1969,4,1,3,245,-1.2896
1969,4,1,4,184,-0.1691
1969,4,1,5,188,-1.6395
1969,4,2,1,166,0.7745
1969,4,2,2,127,2.1198
1969,4,2,3,111,0.1252
1969,4,2,4,111,1.8705
1969,4,2,5,99,-0.3219
1969,4,3,1,193,3.8423
1969,4,3,2,181,1.9698
1969,4,3,3,199,0.7256
1969,4,3,4,176,-0.1815
1969,4,3,5,120,1.0368
1969,5,1,1,302,-0.2803
1969,5,1,2,287,0.4256
1969,5,1,3,254,0.2862
1969,5,1,4,199,0.3929
1969,5,1,5,192,0.6927
1969,5,2,1,181,-0.0752
1969,5,2,2,138,-0.6380
1969,5,2,3,121,0.0985
1969,5,2,4,119,1.7275
1969,5,2,5,99,-0.2524
1969,5,3,1,205,-0.0022
1969,5,3,2,184,-0.3867
1969,5,3,3,208,0.4654
1969,5,3,4,180,1.3168
1969,5,3,5,121,0.5602
1969,6,1,1,306,-14.5860
1969,6,1,2,288,-13.8128
1969,6,1,3,268,-13.1526
1969,6,1,4,208,-11.7939
1969,6,1,5,198,-11.6181
1969,6,2,1,189,-11.9351
1969,6,2,2,145,-11.1540
1969,6,2,3,118,-10.8958
1969,6,2,4,124,-9.1221
1969,6,2,5,101,-9.2486
1969,6,3,1,205,-2.5422
1969,6,3,2,191,-5.8421
1969,6,3,3,212,-7.5333
1969,6,3,4,174,-8.1360
1969,6,3,5,122,-7.9378
1969,7,1,1,297,-12.1060
1969,7,1,2,279,-10.7904
1969,7,1,3,276,-11.1726
1969,7,1,4,217,-10.5419
1969,7,1,5,205,-8.6632
1969,7,2,1,185,-10.8704
1969,7,2,2,144,-9.1291
1969,7,2,3,118,-10.0782
1969,7,2,4,114,-7.0655
1969,7,2,5,103,-7.5321
1969,7,3,1,202,-4.3634
1969,7,3,2,192,-5.9018
1969,7,3,3,215,-8.0069
1969,7,3,4,175,-6.4867
1969,7,3,5,120,-7.6557
1969,8,1,1,298,6.8029
1969,8,1,2,291,6.3847
1969,8,1,3,291,4.6036
1969,8,1,4,240,2.9298
1969,8,1,5,225,2.8886
1969,8,2,1,185,8.7090
1969,8,2,2,148,7.2148
1969,8,2,3,126,5.9071
1969,8,2,4,119,3.4826
1969,8,2,5,103,3.6614
1969,8,3,1,206,7.2466
1969,8,3,2,190,3.7007
1969,8,3,3,216,3.6524
1969,8,3,4,184,4.1214
1969,8,3,5,118,2.7211
1969,9,1,1,293,-2.3340
1969,9,1,2,298,-4.0084
1969,9,1,3,294,-4.3047
1969,9,1,4,246,-3.8145
1969,9,1,5,230,-2.6695
1969,9,2,1,191,0.4130
1969,9,2,2,144,0.1401
1969,9,2,3,129,-0.2450
1969,9,2,4,119,-2.3779
1969,9,2,5,106,-1.1561
1969,9,3,1,206,-0.4863
1969,9,3,2,191,-1.1842
1969,9,3,3,220,-4.3117
1969,9,3,4,181,-5.0543
1969,9,3,5,116,-5.0636
1969,10,1,1,293,12.8955
1969,10,1,2,296,12.8168
1969,10,1,3,295,9.7027
1969,10,1,4,260,8.7714
1969,10,1,5,240,7.8398
1969,10,2,1,189,8.3530
1969,10,2,2,158,7.2204
1969,10,2,3,127,6.1541
1969,10,2,4,123,6.7613
1969,10,2,5,108,8.5321
1969,10,3,1,206,6.1419
1969,10,3,2,193,4.9950
1969,10,3,3,223,4.3968
1969,10,3,4,185,3.1923
1969,10,3,5,118,6.1808
1969,11,1,1,289,-6.9244
1969,11,1,2,304,-6.3780
1969,11,1,3,301,-6.8285
1969,11,1,4,270,-6.0026
1969,11,1,5,244,-6.3942
1969,11,2,1,198,-4.2939
1969,11,2,2,161,-4.6764
1969,11,2,3,131,-4.1788
1969,11,2,4,120,-4.4748
1969,11,2,5,110,-6.1386
1969,11,3,1,217,-1.5404
1969,11,3,2,200,-3.5952
1969,11,3,3,224,-3.9159
1969,11,3,4,188,-4.2039
1969,11,3,5,114,-5.5812
1969,12,1,1,287,-7.0470
1969,12,1,2,299,-7.0055
1969,12,1,3,299,-6.8088
1969,12,1,4,277,-8.0370
1969,12,1,5,247,-8.5996
1969,12,2,1,194,-3.5157
1969,12,2,2,157,-3.9410
1969,12,2,3,132,-5.1638
1969,12,2,4,124,-4.9261
1969,12,2,5,109,-5.7444
1969,12,3,1,217,0.7532
1969,12,3,2,204,-2.3026
1969,12,3,3,224,-1.5434
1969,12,3,4,187,-2.7791
1969,12,3,5,114,-4.1765
1970,1,1,1,283,-6.0578
1970,1,1,2,306,-3.3478
1970,1,1,3,317,-2.8476
1970,1,1,4,300,-2.5747
1970,1,1,5,261,0.2684
1970,1,2,1,199,-6.8145
1970,1,2,2,159,-7.6711
1970,1,2,3,137,-5.8599
1970,1,2,4,129,-3.6159
1970,1,2,5,108,-2.8148
1970,1,3,1,224,-8.1254
1970,1,3,2,212,-7.5525
1970,1,3,3,228,-9.4144
1970,1,3,4,188,-8.4664
1970,1,3,5,113,-6.1836
1970,2,1,1,279,2.1018
1970,2,1,2,317,3.6571
1970,2,1,3,317,2.6285
1970,2,1,4,308,3.2377
1970,2,1,5,267,3.8865
1970,2,2,1,198,3.5373
1970,2,2,2,169,2.7873
1970,2,2,3,144,3.2504
1970,2,2,4,133,4.9262
1970,2,2,5,107,6.2983
1970,2,3,1,224,3.5796
1970,2,3,2,211,6.4973
1970,2,3,3,227,7.6219
1970,2,3,4,185,7.6183
1970,2,3,5,117,7.8816
1970,3,1,1,273,-6.7895
1970,3,1,2,315,-6.0544
1970,3,1,3,318,-3.0574
1970,3,1,4,313,-0.7669
1970,3,1,5,283,-0.0167
1970,3,2,1,196,-4.9988
1970,3,2,2,166,-2.4588
1970,3,2,3,146,-0.1163
1970,3,2,4,138,1.3762
1970,3,2,5,103,1.1541
1970,3,3,1,225,-2.2456
1970,3,3,2,218,1.7849
1970,3,3,3,229,1.6096
1970,3,3,4,183,0.9468
1970,3,3,5,117,0.6619
1970,4,1,1,256,-23.9892
1970,4,1,2,311,-19.2937
1970,4,1,3,326,-15.9109
1970,4,1,4,321,-13.9658
1970,4,1,5,286,-13.2343
1970,4,2,1,194,-20.8494
1970,4,2,2,160,-14.4944
1970,4,2,3,155,-14.4767
1970,4,2,4,139,-10.5390
1970,4,2,5,99,-12.2582
1970,4,3,1,225,-10.6421
1970,4,3,2,218,-8.7498
1970,4,3,3,226,-9.4743
1970,4,3,4,177,-7.7746
1970,4,3,5,116,-8.5375
1970,5,1,1,265,-9.8063
1970,5,1,2,323,-11.0585
1970,5,1,3,356,-9.6525
1970,5,1,4,356,-8.6317
1970,5,1,5,332,-9.4269
1970,5,2,1,199,-11.3307
1970,5,2,2,176,-11.2396
1970,5,2,3,168,-10.1760
1970,5,2,4,152,-7.4950
1970,5,2,5,118,-8.9608
1970,5,3,1,247,-8.0885
1970,5,3,2,253,-5.8771
1970,5,3,3,246,-4.1180
1970,5,3,4,200,-1.5078
1970,5,3,5,119,-4.5234
1970,6,1,1,259,-10.7438
1970,6,1,2,315,-8.9974
1970,6,1,3,366,-7.2777
1970,6,1,4,377,-8.4226
1970,6,1,5,347,-7.4665
1970,6,2,1,207,-6.5640
1970,6,2,2,177,-6.8332
1970,6,2,3,179,-7.6333
1970,6,2,4,157,-7.3535
1970,6,2,5,125,-7.7050
1970,6,3,1,253,-5.6647
1970,6,3,2,262,-3.3414
1970,6,3,3,253,-3.5647
1970,6,3,4,206,-3.7041
1970,6,3,5,118,-7.1771
1970,7,1,1,243,2.8948
1970,7,1,2,322,3.5328
1970,7,1,3,361,3.9853
1970,7,1,4,388,5.1861
1970,7,1,5,351,4.3863
1970,7,2,1,209,7.7843
1970,7,2,2,176,8.2028
1970,7,2,3,178,8.0165
1970,7,2,4,166,6.4267
1970,7,2,5,122,7.2951
1970,7,3,1,263,4.6195
1970,7,3,2,267,8.5908
1970,7,3,3,262,9.0768
1970,7,3,4,207,10.2922
1970,7,3,5,116,7.7753
1970,8,1,1,239,4.9774
1970,8,1,2,320,6.5408
1970,8,1,3,369,5.6761
1970,8,1,4,400,6.2774
1970,8,1,5,367,5.2922
1970,8,2,1,211,6.3643
1970,8,2,2,182,6.2753
1970,8,2,3,183,6.5063
1970,8,2,4,175,6.3610
1970,8,2,5,123,7.8972
1970,8,3,1,265,4.3845
1970,8,3,2,271,5.7832
1970,8,3,3,270,5.1812
1970,8,3,4,204,5.6681
1970,8,3,5,115,6.7566
1970,9,1,1,227,18.6763
1970,9,1,2,322,15.8981
1970,9,1,3,369,13.9552
1970,9,1,4,411,11.8459
1970,9,1,5,376,11.9315
1970,9,2,1,204,13.6362
1970,9,2,2,181,10.9066
1970,9,2,3,188,9.4142
1970,9,2,4,172,7.4255
1970,9,2,5,123,9.5536
1970,9,3,1,264,6.6195
1970,9,3,2,271,1.9555
1970,9,3,3,270,1.5325
1970,9,3,4,200,2.2684
1970,9,3,5,114,4.6112
1970,10,1,1,231,-9.1101
1970,10,1,2,317,-8.1304
1970,10,1,3,371,-7.5774
1970,10,1,4,403,-6.7511
1970,10,1,5,380,-6.0767
1970,10,2,1,199,-3.2873
1970,10,2,2,184,-4.0193
1970,10,2,3,192,-6.1146
1970,10,2,4,172,-4.9284
1970,10,2,5,128,-4.4648
1970,10,3,1,263,-0.4116
1970,10,3,2,269,-1.1211
1970,10,3,3,269,-1.8893
1970,10,3,4,204,-0.0268
1970,10,3,5,113,-4.2041
1970,11,1,1,233,-2.6077
1970,11,1,2,313,-2.2456
1970,11,1,3,364,-1.2563
1970,11,1,4,405,-0.1664
1970,11,1,5,387,-0.0993
1970,11,2,1,195,1.3856
1970,11,2,2,190,2.2518
1970,11,2,3,197,2.9743
1970,11,2,4,175,4.8555
1970,11,2,5,128,3.5266
1970,11,3,1,258,5.2461
1970,11,3,2,267,5.6506
1970,11,3,3,270,5.4005
1970,11,3,4,200,5.6431
1970,11,3,5,111,5.2222
1970,12,1,1,222,6.0674
1970,12,1,2,304,7.4555
1970,12,1,3,362,10.0487
1970,12,1,4,410,10.6371
1970,12,1,5,398,11.1940
1970,12,2,1,193,7.1758
1970,12,2,2,186,8.9892
1970,12,2,3,200,8.3460
1970,12,2,4,179,8.8459
1970,12,2,5,127,10.1395
1970,12,3,1,260,4.6679
1970,12,3,2,268,6.3227
1970,12,3,3,264,7.0948
1970,12,3,4,200,6.7153
1970,12,3,5,107,7.6780
1971,1,1,1,217,12.3008
1971,1,1,2,311,15.2350
1971,1,1,3,356,13.8574
1971,1,1,4,421,15.8051
1971,1,1,5,417,16.4611
1971,1,2,1,183,6.3703
1971,1,2,2,184,10.8766
1971,1,2,3,196,10.3415
1971,1,2,4,182,10.5335
1971,1,2,5,126,11.7372
1971,1,3,1,255,4.0178
1971,1,3,2,265,3.8341
1971,1,3,3,258,3.7925
1971,1,3,4,195,4.9733
1971,1,3,5,103,6.7533
1971,2,1,1,212,8.2921
1971,2,1,2,312,5.4254
1971,2,1,3,355,5.9857
1971,2,1,4,417,5.3944
1971,2,1,5,420,4.7043
1971,2,2,1,180,4.3014
1971,2,2,2,182,2.3758
1971,2,2,3,195,2.7554
1971,2,2,4,179,2.5597
1971,2,2,5,129,2.0054
1971,2,3,1,254,2.1575
1971,2,3,2,260,2.1858
1971,2,3,3,255,0.9644
1971,2,3,4,185,1.7589
1971,2,3,5,101,1.6393
1971,3,1,1,213,8.3705
1971,3,1,2,309,5.8698
1971,3,1,3,360,5.6144
1971,3,1,4,415,6.0893
1971,3,1,5,419,7.0889
1971,3,2,1,181,9.6246
1971,3,2,2,181,7.1199
1971,3,2,3,186,4.5874
1971,3,2,4,179,5.1819
1971,3,2,5,127,3.6598
1971,3,3,1,251,5.3511
1971,3,3,2,259,4.3322
1971,3,3,3,257,2.6033
1971,3,3,4,182,2.8187
1971,3,3,5,97,2.6177
1971,4,1,1,202,1.8459
1971,4,1,2,300,2.2378
1971,4,1,3,348,2.7996
1971,4,1,4,411,1.1829
1971,4,1,5,416,2.7190
1971,4,2,1,169,3.9826
1971,4,2,2,175,4.1292
1971,4,2,3,183,3.0667
1971,4,2,4,177,2.9506
1971,4,2,5,125,4.5294
1971,4,3,1,248,3.7542
1971,4,3,2,247,3.4440
1971,4,3,3,245,2.4993
1971,4,3,4,176,5.0270
1971,4,3,5,92,6.8381
1971,5,1,1,218,-4.5441
1971,5,1,2,311,-6.8425
1971,5,1,3,365,-6.0635
1971,5,1,4,415,-6.2481
1971,5,1,5,432,-7.4017
1971,5,2,1,179,-3.4708
1971,5,2,2,187,-4.0397
1971,5,2,3,190,-4.5691
1971,5,2,4,193,-4.4182
1971,5,2,5,136,-5.4036
1971,5,3,1,252,-2.5793
1971,5,3,2,254,-3.4150
1971,5,3,3,256,-4.6612
1971,5,3,4,190,-4.4075
1971,5,3,5,93,-3.7188
1971,6,1,1,208,-1.7694
1971,6,1,2,316,-3.3360
1971,6,1,3,374,-1.7756
1971,6,1,4,414,-2.0588
1971,6,1,5,429,-3.2019
1971,6,2,1,175,2.9371
1971,6,2,2,190,-1.2077
1971,6,2,3,196,-1.5584
1971,6,2,4,193,-1.0698
1971,6,2,5,134,-2.5660
1971,6,3,1,256,1.0458
1971,6,3,2,260,-0.1395
1971,6,3,3,253,0.4697
1971,6,3,4,193,-0.0654
1971,6,3,5,93,-1.5915
1971,7,1,1,201,-7.6127
1971,7,1,2,312,-7.4943
1971,7,1,3,378,-6.4526
1971,7,1,4,408,-5.4473
1971,7,1,5,430,-5.4755
1971,7,2,1,170,-5.9513
1971,7,2,2,184,-4.1093
1971,7,2,3,194,-4.9664
1971,7,2,4,190,-4.5166
1971,7,2,5,126,-5.5689
1971,7,3,1,259,-4.2714
1971,7,3,2,258,-2.7588
1971,7,3,3,244,-4.1345
1971,7,3,4,190,-4.4655
1971,7,3,5,91,-5.8104
1971,8,1,1,201,3.5016
1971,8,1,2,314,2.5710
1971,8,1,3,385,4.6209
1971,8,1,4,412,4.9661
1971,8,1,5,440,6.0597
1971,8,2,1,172,4.5098
1971,8,2,2,182,4.5096
1971,8,2,3,196,4.2832
1971,8,2,4,185,4.2128
1971,8,2,5,126,7.2862
1971,8,3,1,258,5.6569
1971,8,3,2,255,3.4494
1971,8,3,3,244,0.5495
1971,8,3,4,190,2.7331
1971,8,3,5,89,10.4052
1971,9,1,1,202,1.7407
1971,9,1,2,319,0.9111
1971,9,1,3,395,0.0034
1971,9,1,4,410,0.0662
1971,9,1,5,442,-2.1558
1971,9,2,1,172,1.6066
1971,9,2,2,183,-1.2295
1971,9,2,3,200,-1.3050
1971,9,2,4,178,-0.9722
1971,9,2,5,123,-2.6254
