year,month,rank_ME,rank_Rev_1,nstocks,ret_vw
1967,1,1,1,62,19.8225
1967,1,1,2,26,17.7066
1967,1,1,3,27,14.5746
1967,1,1,4,28,19.5716
1967,1,1,5,29,20.1139
1967,1,2,1,48,20.8286
1967,1,2,2,54,14.6411
1967,1,2,3,44,11.8225
1967,1,2,4,47,12.5271
1967,1,2,5,51,19.1675
1967,1,3,1,74,8.1431
1967,1,3,2,102,8.8737
1967,1,3,3,113,6.0596
1967,1,3,4,108,5.9390
1967,1,3,5,104,9.6444
1967,2,1,1,59,4.5201
1967,2,1,2,24,4.2909
1967,2,1,3,35,3.2923
1967,2,1,4,29,2.4026
1967,2,1,5,28,0.8908
1967,2,2,1,50,3.7564
1967,2,2,2,53,2.6076
1967,2,2,3,45,0.7525
1967,2,2,4,49,2.6737
1967,2,2,5,51,-0.0006
1967,2,3,1,76,0.7592
1967,2,3,2,107,2.0663
1967,2,3,3,105,0.1183
1967,2,3,4,107,-0.2679
1967,2,3,5,105,1.1771
1967,3,1,1,61,5.1844
1967,3,1,2,18,5.8447
1967,3,1,3,31,5.4643
1967,3,1,4,32,8.5745
1967,3,1,5,35,6.8739
1967,3,2,1,45,7.4944
1967,3,2,2,53,3.9533
1967,3,2,3,42,5.5923
1967,3,2,4,52,6.3004
1967,3,2,5,55,5.7657
1967,3,3,1,80,3.8479
1967,3,3,2,114,4.4366
1967,3,3,3,111,2.2136
1967,3,3,4,102,5.2307
1967,3,3,5,95,5.4545
1967,4,1,1,59,4.2152
1967,4,1,2,26,5.6928
1967,4,1,3,25,3.0283
1967,4,1,4,34,5.3357
1967,4,1,5,34,4.4032
1967,4,2,1,49,1.5873
1967,4,2,2,54,2.8282
1967,4,2,3,41,1.5621
1967,4,2,4,51,5.0241
1967,4,2,5,52,3.1834
1967,4,3,1,78,0.5512
1967,4,3,2,104,4.5581
1967,4,3,3,118,4.6083
1967,4,3,4,100,6.5794
1967,4,3,5,98,5.0796
1967,5,1,1,55,2.2343
1967,5,1,2,23,-1.4980
1967,5,1,3,31,-1.7872
1967,5,1,4,38,0.6728
1967,5,1,5,32,1.1583
1967,5,2,1,54,-2.4402
1967,5,2,2,40,-3.6471
1967,5,2,3,53,-1.0926
1967,5,2,4,48,0.2147
1967,5,2,5,52,-1.6596
1967,5,3,1,76,-4.7091
1967,5,3,2,123,-3.8141
1967,5,3,3,99,-3.8813
1967,5,3,4,100,-5.0344
1967,5,3,5,100,-5.2503
1967,6,1,1,57,7.9561
1967,6,1,2,26,7.4315
1967,6,1,3,32,9.1849
1967,6,1,4,34,7.9560
1967,6,1,5,28,6.8528
1967,6,2,1,55,7.6356
1967,6,2,2,44,6.3286
1967,6,2,3,44,5.8059
1967,6,2,4,53,5.2053
1967,6,2,5,50,6.4184
1967,6,3,1,73,2.5082
1967,6,3,2,113,1.3712
1967,6,3,3,109,1.4794
1967,6,3,4,97,2.1898
1967,6,3,5,106,2.5281
1967,7,1,1,59,6.9302
1967,7,1,2,25,8.4843
1967,7,1,3,34,11.2226
1967,7,1,4,32,10.8417
1967,7,1,5,26,11.7057
1967,7,2,1,49,8.3129
1967,7,2,2,46,8.4583
1967,7,2,3,46,7.3935
1967,7,2,4,57,8.4838
1967,7,2,5,48,6.7407
1967,7,3,1,77,-0.1757
1967,7,3,2,113,4.7934
1967,7,3,3,102,6.4886
1967,7,3,4,96,5.6674
1967,7,3,5,109,4.4588
1967,8,1,1,237,-0.0251
1967,8,1,2,101,0.7519
1967,8,1,3,88,-0.6124
1967,8,1,4,91,0.0525
1967,8,1,5,102,-1.3648
1967,8,2,1,68,0.1908
1967,8,2,2,44,0.4835
1967,8,2,3,56,0.0364
1967,8,2,4,81,0.1753
1967,8,2,5,66,-0.5246
1967,8,3,1,78,-0.9324
1967,8,3,2,128,-0.0364
1967,8,3,3,112,-1.1862
1967,8,3,4,102,-0.4451
1967,8,3,5,120,-1.0530
1967,9,1,1,262,9.6647
1967,9,1,2,80,7.0155
1967,9,1,3,91,5.7356
1967,9,1,4,102,6.6782
1967,9,1,5,84,5.2562
1967,9,2,1,66,2.6530
1967,9,2,2,59,2.6703
1967,9,2,3,55,6.2219
1967,9,2,4,70,5.8131
1967,9,2,5,65,5.1898
1967,9,3,1,77,1.7756
1967,9,3,2,121,2.3728
1967,9,3,3,105,4.2245
1967,9,3,4,105,4.0253
1967,9,3,5,127,2.3096
1967,10,1,1,243,-0.0297
1967,10,1,2,103,0.3058
1967,10,1,3,92,-2.8202
1967,10,1,4,91,-2.7005
1967,10,1,5,91,-5.2503
1967,10,2,1,69,-3.5922
1967,10,2,2,55,-2.7058
1967,10,2,3,57,-2.4407
1967,10,2,4,71,-2.2264
1967,10,2,5,58,-6.0762
1967,10,3,1,75,-3.8213
1967,10,3,2,118,-5.2763
1967,10,3,3,112,-2.6725
1967,10,3,4,106,-0.7836
1967,10,3,5,124,-2.6296
1967,11,1,1,266,-0.9352
1967,11,1,2,88,-0.8889
1967,11,1,3,81,0.6120
1967,11,1,4,92,-0.4026
1967,11,1,5,89,1.6038
1967,11,2,1,66,1.2526
1967,11,2,2,57,-1.6241
1967,11,2,3,56,-0.1831
1967,11,2,4,62,2.0072
1967,11,2,5,68,1.0439
1967,11,3,1,71,-1.1593
1967,11,3,2,119,0.5586
1967,11,3,3,116,0.3889
1967,11,3,4,103,1.7378
1967,11,3,5,124,1.6499
1967,12,1,1,247,13.3966
1967,12,1,2,92,9.7675
1967,12,1,3,94,8.5999
1967,12,1,4,102,7.9780
1967,12,1,5,84,9.2844
1967,12,2,1,67,8.9036
1967,12,2,2,51,4.4765
1967,12,2,3,55,6.5557
1967,12,2,4,65,7.3378
1967,12,2,5,71,6.1147
1967,12,3,1,73,2.9060
1967,12,3,2,113,4.3241
1967,12,3,3,113,2.5084
1967,12,3,4,110,1.9221
1967,12,3,5,118,2.1583
1968,1,1,1,227,7.4564
1968,1,1,2,96,1.9292
1968,1,1,3,99,4.6049
1968,1,1,4,105,1.7207
1968,1,1,5,87,2.7372
1968,1,2,1,67,2.1103
1968,1,2,2,55,1.4399
1968,1,2,3,47,3.6266
1968,1,2,4,67,-0.6194
1968,1,2,5,75,-2.9070
1968,1,3,1,69,-1.8832
1968,1,3,2,115,-0.5223
1968,1,3,3,112,-4.6544
1968,1,3,4,109,-4.2542
1968,1,3,5,121,-8.8948
1968,2,1,1,220,-7.6114
1968,2,1,2,81,-2.6024
1968,2,1,3,107,-5.3426
1968,2,1,4,115,-6.0195
1968,2,1,5,88,-7.1356
1968,2,2,1,60,-3.3050
1968,2,2,2,61,-2.5350
1968,2,2,3,47,-1.9359
1968,2,2,4,62,-7.1573
1968,2,2,5,86,-6.2802
1968,2,3,1,77,-1.9271
1968,2,3,2,117,-1.7463
1968,2,3,3,112,-2.8507
1968,2,3,4,105,-3.4449
1968,2,3,5,109,-4.8841
1968,3,1,1,199,-1.4480
1968,3,1,2,79,-3.2898
1968,3,1,3,107,-0.8493
1968,3,1,4,134,-0.9679
1968,3,1,5,94,-1.8165
1968,3,2,1,59,-1.3609
1968,3,2,2,62,-1.0843
1968,3,2,3,40,-2.8559
1968,3,2,4,70,-0.6880
1968,3,2,5,80,-0.7460
1968,3,3,1,81,-1.8641
1968,3,3,2,110,-0.6915
1968,3,3,3,118,-0.3306
1968,3,3,4,97,3.1939
1968,3,3,5,114,2.8854
1968,4,1,1,191,15.8208
1968,4,1,2,85,15.8074
1968,4,1,3,117,15.1487
1968,4,1,4,116,12.5881
1968,4,1,5,108,16.8024
1968,4,2,1,52,10.3803
1968,4,2,2,55,10.2195
1968,4,2,3,51,12.0180
1968,4,2,4,71,14.5005
1968,4,2,5,75,16.2333
1968,4,3,1,84,4.3647
1968,4,3,2,110,7.1679
1968,4,3,3,110,8.8348
1968,4,3,4,103,10.4914
1968,4,3,5,116,11.8669
1968,5,1,1,171,14.5763
1968,5,1,2,99,12.4847
1968,5,1,3,109,12.2851
1968,5,1,4,136,12.1679
1968,5,1,5,106,8.7825
1968,5,2,1,57,4.1133
1968,5,2,2,56,4.1718
1968,5,2,3,52,8.5554
1968,5,2,4,62,4.9001
1968,5,2,5,76,10.3428
1968,5,3,1,84,-0.6301
1968,5,3,2,99,1.4987
1968,5,3,3,116,1.2791
1968,5,3,4,103,3.0221
1968,5,3,5,119,4.0773
1968,6,1,1,159,0.6626
1968,6,1,2,104,1.9732
1968,6,1,3,127,1.9722
1968,6,1,4,115,1.4075
1968,6,1,5,118,-1.5411
1968,6,2,1,61,1.2517
1968,6,2,2,53,1.9850
1968,6,2,3,55,1.9708
1968,6,2,4,62,-0.2653
1968,6,2,5,74,-0.0346
1968,6,3,1,83,3.1286
1968,6,3,2,103,1.6170
1968,6,3,3,109,1.6039
1968,6,3,4,107,-0.2129
1968,6,3,5,118,-0.8158
1968,7,1,1,146,0.4758
1968,7,1,2,84,-4.7718
1968,7,1,3,134,-1.7906
1968,7,1,4,122,-4.8861
1968,7,1,5,127,-5.7693
1968,7,2,1,57,0.1993
1968,7,2,2,52,0.6321
1968,7,2,3,53,-3.9442
1968,7,2,4,64,-3.7943
1968,7,2,5,75,-6.9281
1968,7,3,1,91,2.0494
1968,7,3,2,104,-0.6917
1968,7,3,3,98,-1.9106
1968,7,3,4,110,-3.8416
1968,7,3,5,116,-6.1228
1968,8,1,1,128,5.8927
1968,8,1,2,92,5.3953
1968,8,1,3,132,4.6096
1968,8,1,4,126,3.8360
1968,8,1,5,127,1.5222
1968,8,2,1,47,1.7514
1968,8,2,2,53,2.7612
