year,month,rank_ME,rank_CPq_1,nstocks,ret_vw
1968,3,1,4,24,-2.6494
1968,3,1,5,49,0.0105
1968,3,2,1,20,2.7880
1968,3,2,2,14,-2.2015
1968,3,2,3,20,-2.1615
1968,3,2,4,20,-1.5214
1968,3,2,5,27,-1.3001
1968,3,3,1,65,0.5933
1968,3,3,2,59,-2.1027
1968,3,3,3,54,-0.3087
1968,3,3,4,49,-1.4626
1968,3,3,5,40,-0.5557
1968,4,1,1,31,16.6521
1968,4,1,2,19,20.3746
1968,4,1,3,14,16.5770
1968,4,1,4,24,14.0872
1968,4,1,5,47,13.5147
1968,4,2,1,22,10.9540
1968,4,2,2,12,13.7102
1968,4,2,3,14,6.6358
1968,4,2,4,27,14.4270
1968,4,2,5,29,12.6449
1968,4,3,1,61,10.7233
1968,4,3,2,62,6.8977
1968,4,3,3,56,4.9975
1968,4,3,4,45,6.4825
1968,4,3,5,36,7.7778
1968,5,1,1,83,12.1408
1968,5,1,2,44,8.9770
1968,5,1,3,56,11.0947
1968,5,1,4,71,9.5942
1968,5,1,5,111,9.6875
1968,5,2,1,50,7.0211
1968,5,2,2,33,4.7033
1968,5,2,3,43,5.7289
1968,5,2,4,47,7.2229
1968,5,2,5,58,7.6986
1968,5,3,1,111,2.7439
1968,5,3,2,100,2.5478
1968,5,3,3,91,-0.5001
1968,5,3,4,71,0.1835
1968,5,3,5,56,3.2546
1968,6,1,1,85,0.7421
1968,6,1,2,56,0.5164
1968,6,1,3,48,2.7159
1968,6,1,4,73,4.8321
1968,6,1,5,110,2.6398
1968,6,2,1,57,-0.7381
1968,6,2,2,31,3.3094
1968,6,2,3,45,3.9600
1968,6,2,4,47,-0.6159
1968,6,2,5,52,1.2243
1968,6,3,1,107,-0.0828
1968,6,3,2,105,0.7240
1968,6,3,3,85,2.1990
1968,6,3,4,77,2.2350
1968,6,3,5,55,-0.1629
1968,7,1,1,78,-4.2759
1968,7,1,2,54,-0.4338
1968,7,1,3,59,-4.2945
1968,7,1,4,72,-5.4879
1968,7,1,5,100,-2.8323
1968,7,2,1,52,-6.3392
1968,7,2,2,38,-5.5595
1968,7,2,3,36,-2.3986
1968,7,2,4,48,-3.2674
1968,7,2,5,57,-1.9173
1968,7,3,1,113,-5.1806
1968,7,3,2,94,-3.1066
1968,7,3,3,92,1.5645
1968,7,3,4,77,-0.9343
1968,7,3,5,54,-1.8633
1968,8,1,1,43,3.1568
1968,8,1,2,13,5.5143
1968,8,1,3,13,8.0727
1968,8,1,4,17,-0.7491
1968,8,1,5,34,8.4278
1968,8,2,1,18,5.7939
1968,8,2,2,15,1.9651
1968,8,2,3,19,5.0912
1968,8,2,4,13,1.2059
1968,8,2,5,25,0.8198
1968,8,3,1,58,2.1318
1968,8,3,2,52,1.2008
1968,8,3,3,46,1.4415
1968,8,3,4,49,0.0809
1968,8,3,5,34,0.5605
1968,9,1,1,42,5.7212
1968,9,1,2,15,10.3022
1968,9,1,3,7,5.2090
1968,9,1,4,16,5.4482
1968,9,1,5,30,5.3207
1968,9,2,1,26,8.5644
1968,9,2,2,21,8.5442
1968,9,2,3,16,4.6316
1968,9,2,4,8,1.4523
1968,9,2,5,20,4.1825
1968,9,3,1,52,2.8460
1968,9,3,2,43,4.4901
1968,9,3,3,46,3.5928
1968,9,3,4,51,4.4307
1968,9,3,5,37,7.6779
1968,10,1,1,42,-1.9109
1968,10,1,2,12,3.1625
1968,10,1,3,10,5.9968
1968,10,1,4,14,-3.1728
1968,10,1,5,31,1.1784
1968,10,2,1,30,0.1334
1968,10,2,2,19,1.8123
1968,10,2,3,12,2.2630
1968,10,2,4,13,3.2498
1968,10,2,5,19,2.5530
1968,10,3,1,52,-1.0721
1968,10,3,2,45,3.1963
1968,10,3,3,49,1.5015
1968,10,3,4,47,2.2051
1968,10,3,5,37,3.2955
1968,11,1,1,53,6.5029
1968,11,1,2,28,4.2240
1968,11,1,3,18,1.9161
1968,11,1,4,20,6.0020
1968,11,1,5,46,8.2631
1968,11,2,1,45,8.3004
1968,11,2,2,17,10.6554
1968,11,2,3,12,8.6505
1968,11,2,4,25,8.6113
1968,11,2,5,26,6.5067
1968,11,3,1,57,8.4460
1968,11,3,2,56,5.3525
1968,11,3,3,58,3.6249
1968,11,3,4,45,6.3736
1968,11,3,5,41,3.9807
1968,12,1,1,52,6.4992
1968,12,1,2,26,2.3707
1968,12,1,3,20,3.4337
1968,12,1,4,20,2.6350
1968,12,1,5,49,2.1466
1968,12,2,1,39,0.1732
1968,12,2,2,18,-2.9945
1968,12,2,3,15,-6.2980
1968,12,2,4,26,0.2031
1968,12,2,5,29,0.5975
1968,12,3,1,58,-4.0105
1968,12,3,2,61,-4.5872
1968,12,3,3,58,-4.1912
1968,12,3,4,48,-2.0480
1968,12,3,5,37,-2.7868
1969,1,1,1,51,-1.6759
1969,1,1,2,19,-1.4102
1969,1,1,3,27,0.3104
1969,1,1,4,25,-3.2080
1969,1,1,5,49,0.5664
1969,1,2,1,41,-0.9064
1969,1,2,2,14,0.8349
1969,1,2,3,19,0.1153
1969,1,2,4,22,1.0426
1969,1,2,5,25,-0.4527
1969,1,3,1,58,0.0236
1969,1,3,2,66,-0.4019
1969,1,3,3,54,-0.6409
1969,1,3,4,52,-0.4129
1969,1,3,5,42,0.3704
1969,2,1,1,35,-11.0697
1969,2,1,2,28,-11.2732
1969,2,1,3,14,-5.9527
1969,2,1,4,15,-9.3790
1969,2,1,5,46,-7.7158
1969,2,2,1,29,-7.9914
1969,2,2,2,21,-7.3328
1969,2,2,3,13,-4.9874
1969,2,2,4,16,-5.5065
1969,2,2,5,23,-7.8021
1969,2,3,1,54,-4.2628
1969,2,3,2,51,-6.0044
1969,2,3,3,61,-4.9417
1969,2,3,4,55,-5.2178
1969,2,3,5,38,-4.9718
1969,3,1,1,37,2.3035
1969,3,1,2,21,2.5051
1969,3,1,3,23,0.8240
1969,3,1,4,17,3.7814
1969,3,1,5,47,2.0418
1969,3,2,1,33,0.5908
1969,3,2,2,19,2.4101
1969,3,2,3,15,0.1659
1969,3,2,4,15,1.8638
1969,3,2,5,24,3.6199
1969,3,3,1,53,4.0966
1969,3,3,2,55,2.7317
1969,3,3,3,57,3.5984
1969,3,3,4,57,5.9049
1969,3,3,5,37,1.1982
1969,4,1,1,33,0.6139
1969,4,1,2,24,5.6208
1969,4,1,3,24,1.0539
1969,4,1,4,11,0.2826
1969,4,1,5,51,-1.1749
1969,4,2,1,32,3.7935
1969,4,2,2,22,-0.7444
1969,4,2,3,12,2.3880
1969,4,2,4,21,-0.4842
1969,4,2,5,21,0.2320
1969,4,3,1,54,2.2871
1969,4,3,2,50,0.4559
1969,4,3,3,61,-0.0692
1969,4,3,4,53,0.0380
1969,4,3,5,39,0.0098
1969,5,1,1,99,0.8754
1969,5,1,2,55,0.1204
1969,5,1,3,55,0.8294
1969,5,1,4,97,2.7353
1969,5,1,5,110,-0.4104
1969,5,2,1,60,-1.0327
1969,5,2,2,45,-2.2683
1969,5,2,3,41,-0.1736
1969,5,2,4,57,0.0562
1969,5,2,5,54,-3.1670
1969,5,3,1,116,0.6742
1969,5,3,2,102,0.8221
1969,5,3,3,94,0.7194
1969,5,3,4,76,-0.3058
1969,5,3,5,57,-1.4506
1969,6,1,1,95,-15.1326
1969,6,1,2,56,-14.4334
1969,6,1,3,65,-11.9913
1969,6,1,4,89,-13.4622
1969,6,1,5,117,-11.7885
1969,6,2,1,59,-12.4153
1969,6,2,2,38,-10.2720
1969,6,2,3,48,-8.3707
1969,6,2,4,56,-11.8905
1969,6,2,5,53,-11.2062
1969,6,3,1,117,-4.1964
1969,6,3,2,110,-8.0793
1969,6,3,3,89,-3.4086
1969,6,3,4,78,-8.3021
1969,6,3,5,57,-6.1387
1969,7,1,1,99,-14.5990
1969,7,1,2,47,-10.4079
1969,7,1,3,79,-10.0449
1969,7,1,4,90,-10.6922
1969,7,1,5,122,-10.2798
1969,7,2,1,53,-10.1313
1969,7,2,2,39,-10.0872
1969,7,2,3,47,-9.9877
1969,7,2,4,53,-6.4786
1969,7,2,5,51,-8.0768
1969,7,3,1,118,-4.3911
1969,7,3,2,109,-6.7632
1969,7,3,3,91,-5.5229
1969,7,3,4,80,-7.4762
1969,7,3,5,55,-6.6355
1969,8,1,1,40,4.1112
1969,8,1,2,22,5.9440
1969,8,1,3,16,0.1650
1969,8,1,4,30,3.8874
1969,8,1,5,40,4.4902
1969,8,2,1,32,10.7013
1969,8,2,2,13,7.4884
1969,8,2,3,15,2.5370
1969,8,2,4,20,3.0847
1969,8,2,5,24,4.0814
1969,8,3,1,58,6.3279
1969,8,3,2,57,3.1808
1969,8,3,3,54,4.3444
1969,8,3,4,43,0.8802
1969,8,3,5,38,2.7832
1969,9,1,1,42,-1.2439
1969,9,1,2,19,0.8140
1969,9,1,3,16,-0.3258
1969,9,1,4,25,-5.8920
1969,9,1,5,39,-4.1616
1969,9,2,1,39,2.8008
1969,9,2,2,15,-3.0744
1969,9,2,3,14,-2.8721
1969,9,2,4,18,-1.6250
1969,9,2,5,25,-3.3775
1969,9,3,1,54,-2.8160
1969,9,3,2,50,-7.6241
1969,9,3,3,52,-3.7548
1969,9,3,4,44,-3.3123
1969,9,3,5,39,-5.2328
1969,10,1,1,37,8.8695
1969,10,1,2,23,10.0941
1969,10,1,3,14,7.1792
1969,10,1,4,21,9.0942
1969,10,1,5,42,9.5602
1969,10,2,1,36,7.5471
1969,10,2,2,17,5.5371
1969,10,2,3,18,9.8975
1969,10,2,4,19,5.4897
1969,10,2,5,23,6.7889
1969,10,3,1,55,5.2013
1969,10,3,2,53,4.1026
1969,10,3,3,49,2.1711
1969,10,3,4,44,6.0104
1969,10,3,5,38,5.1441
1969,11,1,1,50,-5.2383
1969,11,1,2,13,-6.9753
1969,11,1,3,25,-4.0196
1969,11,1,4,33,-5.9779
1969,11,1,5,56,-6.6267
1969,11,2,1,49,-4.8017
1969,11,2,2,19,-5.6964
1969,11,2,3,20,-5.3610
1969,11,2,4,24,-6.2301
1969,11,2,5,29,-4.6900
1969,11,3,1,64,-3.1098
1969,11,3,2,61,-3.7450
1969,11,3,3,49,-5.4490
1969,11,3,4,50,-5.7068
1969,11,3,5,43,-4.3431
1969,12,1,1,46,-7.4875
1969,12,1,2,20,-12.5811
1969,12,1,3,23,-5.2152
1969,12,1,4,32,-4.0214
1969,12,1,5,54,-9.7101
1969,12,2,1,40,-5.2539
1969,12,2,2,23,-5.0223
1969,12,2,3,21,-2.8333
1969,12,2,4,25,-4.5306
1969,12,2,5,33,-7.7568
1969,12,3,1,66,-0.4639
1969,12,3,2,62,-1.5453
1969,12,3,3,52,-2.1586
1969,12,3,4,48,-6.1549
1969,12,3,5,41,-2.3284
1970,1,1,1,40,-2.0515
1970,1,1,2,18,-6.2353
1970,1,1,3,30,-2.1397
1970,1,1,4,32,-3.1240
1970,1,1,5,63,-3.0229
1970,1,2,1,38,-8.0884
1970,1,2,2,22,-2.5794
1970,1,2,3,27,-6.5819
1970,1,2,4,20,-3.7671
1970,1,2,5,31,-3.6525
1970,1,3,1,74,-7.1493
1970,1,3,2,62,-8.8498
1970,1,3,3,48,-8.3375
1970,1,3,4,53,-11.2166
1970,1,3,5,40,-8.4555
1970,2,1,1,33,-0.6753
1970,2,1,2,27,4.1136
1970,2,1,3,22,1.1552
1970,2,1,4,20,4.5371
1970,2,1,5,51,1.1684
1970,2,2,1,31,2.2548
1970,2,2,2,23,7.8025
1970,2,2,3,20,1.8919
1970,2,2,4,21,5.5361
1970,2,2,5,30,6.4718
1970,2,3,1,69,7.9140
1970,2,3,2,50,5.2737
1970,2,3,3,52,5.5444
1970,2,3,4,49,8.7467
1970,2,3,5,39,9.3878
1970,3,1,1,28,-1.8367
1970,3,1,2,29,-6.5887
1970,3,1,3,20,-1.9943
1970,3,1,4,26,0.5530
1970,3,1,5,58,-3.0121
1970,3,2,1,33,2.4861
1970,3,2,2,18,2.3455
1970,3,2,3,22,2.3469
1970,3,2,4,22,-0.8013
1970,3,2,5,29,-4.0364
1970,3,3,1,70,1.3933
1970,3,3,2,56,0.0650
1970,3,3,3,52,1.6840
1970,3,3,4,50,0.7767
1970,3,3,5,41,-1.2588
1970,4,1,1,25,-23.4341
1970,4,1,2,25,-17.4353
1970,4,1,3,20,-17.8623
1970,4,1,4,26,-15.4397
1970,4,1,5,62,-15.5126
1970,4,2,1,33,-16.5018
1970,4,2,2,22,-11.5101
1970,4,2,3,18,-10.1308
1970,4,2,4,25,-13.4302
1970,4,2,5,31,-13.1977
1970,4,3,1,64,-9.1179
1970,4,3,2,56,-9.6386
1970,4,3,3,56,-7.5678
1970,4,3,4,46,-7.5294
1970,4,3,5,41,-12.2202
1970,5,1,1,70,-8.9751
1970,5,1,2,55,-5.6653
1970,5,1,3,64,-11.5448
1970,5,1,4,112,-8.7020
1970,5,1,5,162,-10.0461
1970,5,2,1,51,-10.5782
1970,5,2,2,48,-7.5281
1970,5,2,3,51,-11.0181
1970,5,2,4,69,-10.1271
1970,5,2,5,54,-10.7908
1970,5,3,1,133,-8.2451
1970,5,3,2,114,-4.3223
1970,5,3,3,94,-4.3504
1970,5,3,4,75,-4.0580
1970,5,3,5,55,-6.6456
1970,6,1,1,75,-11.2085
1970,6,1,2,50,-11.3079
1970,6,1,3,61,-7.7536
1970,6,1,4,123,-9.5974
1970,6,1,5,159,-7.7123
1970,6,2,1,51,-5.3970
1970,6,2,2,46,-5.3024
1970,6,2,3,62,-8.1086
1970,6,2,4,60,-8.7432
1970,6,2,5,63,-9.3792
1970,6,3,1,139,-3.5466
1970,6,3,2,115,-5.3004
1970,6,3,3,94,-3.6406
1970,6,3,4,72,-5.0473
1970,6,3,5,50,-9.1436
1970,7,1,1,68,5.7891
1970,7,1,2,53,5.5524
1970,7,1,3,69,4.0219
1970,7,1,4,125,5.6394
1970,7,1,5,159,6.3996
1970,7,2,1,44,7.3553
1970,7,2,2,41,8.2260
1970,7,2,3,60,8.7509
1970,7,2,4,59,7.3136
1970,7,2,5,61,8.3752
1970,7,3,1,141,5.7617
1970,7,3,2,123,7.2540
1970,7,3,3,91,9.7058
1970,7,3,4,75,7.1925
1970,7,3,5,45,11.1646
1970,8,1,1,33,6.8052
1970,8,1,2,21,8.3718
1970,8,1,3,21,8.4079
1970,8,1,4,21,9.9364
1970,8,1,5,65,8.5241
1970,8,2,1,31,7.8959
1970,8,2,2,22,8.8254
1970,8,2,3,21,5.1021
1970,8,2,4,26,4.9412
1970,8,2,5,35,9.8567
1970,8,3,1,65,6.1832
1970,8,3,2,62,5.0179
1970,8,3,3,59,5.4580
1970,8,3,4,57,6.0744
1970,8,3,5,29,8.0550
1970,9,1,1,32,13.7824
1970,9,1,2,24,14.2836
1970,9,1,3,20,11.0017
1970,9,1,4,22,12.9581
1970,9,1,5,57,12.1947
1970,9,2,1,29,11.9047
1970,9,2,2,28,15.3730
1970,9,2,3,19,7.3234
1970,9,2,4,23,6.1406
1970,9,2,5,33,8.3069
1970,9,3,1,61,1.7433
1970,9,3,2,56,0.8493
1970,9,3,3,56,0.9955
1970,9,3,4,54,3.3204
1970,9,3,5,35,2.5351
1970,10,1,1,37,-10.0102
1970,10,1,2,17,-4.0930
1970,10,1,3,29,-3.3849
1970,10,1,4,18,1.2435
1970,10,1,5,48,-5.0133
1970,10,2,1,33,-2.9625
1970,10,2,2,21,-7.4431
1970,10,2,3,16,-2.2019
1970,10,2,4,30,-3.7813
1970,10,2,5,30,-1.5065
1970,10,3,1,59,-1.9816
1970,10,3,2,64,-0.0437
1970,10,3,3,52,-1.5146
1970,10,3,4,51,-2.8093
1970,10,3,5,38,-2.1768
1970,11,1,1,45,-5.2212
1970,11,1,2,14,-0.8478
1970,11,1,3,24,0.4211
1970,11,1,4,41,-0.9206
1970,11,1,5,71,-2.2926
1970,11,2,1,36,1.1177
1970,11,2,2,26,4.0042
1970,11,2,3,25,5.3172
1970,11,2,4,32,3.7706
1970,11,2,5,38,2.2464
1970,11,3,1,85,6.7682
1970,11,3,2,63,6.5699
1970,11,3,3,61,7.2734
1970,11,3,4,48,4.6035
1970,11,3,5,42,3.0619
1970,12,1,1,33,0.8553
1970,12,1,2,19,7.9935
1970,12,1,3,23,3.7239
1970,12,1,4,42,11.5159
1970,12,1,5,73,10.7192
1970,12,2,1,27,3.0323
1970,12,2,2,25,6.1265
1970,12,2,3,33,10.4300
1970,12,2,4,28,11.0115
1970,12,2,5,37,7.0828
1970,12,3,1,88,4.4020
1970,12,3,2,69,4.2750
1970,12,3,3,56,7.8921
1970,12,3,4,51,8.1397
1970,12,3,5,39,10.1690
1971,1,1,1,38,15.4000
1971,1,1,2,16,12.1808
1971,1,1,3,28,10.6014
1971,1,1,4,45,14.6455
1971,1,1,5,72,17.3733
1971,1,2,1,32,8.7643
1971,1,2,2,28,10.0487
1971,1,2,3,29,11.7399
1971,1,2,4,26,11.6738
1971,1,2,5,40,9.5204
1971,1,3,1,81,3.2056
1971,1,3,2,65,1.3686
1971,1,3,3,60,4.8415
1971,1,3,4,57,2.9212
1971,1,3,5,39,6.8217
1971,2,1,1,30,4.4465
1971,2,1,2,27,8.2974
1971,2,1,3,16,1.4433
1971,2,1,4,37,6.0654
1971,2,1,5,60,10.0518
1971,2,2,1,33,4.2651
1971,2,2,2,23,2.5291
1971,2,2,3,26,3.0303
1971,2,2,4,22,2.0739
1971,2,2,5,34,1.7306
1971,2,3,1,65,1.1153
1971,2,3,2,65,-1.3503
1971,2,3,3,58,2.7024
1971,2,3,4,52,2.0405
1971,2,3,5,41,1.8753
1971,3,1,1,35,0.7477
1971,3,1,2,29,8.9921
1971,3,1,3,16,7.1217
1971,3,1,4,35,5.3835
1971,3,1,5,61,5.8436
1971,3,2,1,37,8.8196
1971,3,2,2,25,7.2156
1971,3,2,3,26,4.0706
1971,3,2,4,21,0.6906
1971,3,2,5,35,5.0932
1971,3,3,1,65,3.7039
1971,3,3,2,64,1.3366
1971,3,3,3,59,4.2788
1971,3,3,4,55,3.5781
1971,3,3,5,45,3.3831
1971,4,1,1,41,-0.5828
1971,4,1,2,27,3.7356
1971,4,1,3,17,-0.4655
1971,4,1,4,30,0.7355
1971,4,1,5,63,4.1547
1971,4,2,1,35,1.4346
1971,4,2,2,29,3.8701
1971,4,2,3,29,0.6795
1971,4,2,4,20,0.9716
1971,4,2,5,35,5.5094
1971,4,3,1,64,6.1706
1971,4,3,2,61,3.2703
1971,4,3,3,56,2.6615
1971,4,3,4,59,3.2598
1971,4,3,5,41,5.9815
1971,5,1,1,87,-6.7379
1971,5,1,2,67,-4.4827
1971,5,1,3,61,-2.9997
1971,5,1,4,114,-5.3840
1971,5,1,5,143,-8.5629
1971,5,2,1,54,-4.1440
1971,5,2,2,55,-3.6866
1971,5,2,3,54,-4.5818
1971,5,2,4,55,-4.2123
1971,5,2,5,70,-4.9670
1971,5,3,1,137,-2.3128
1971,5,3,2,110,-4.9826
1971,5,3,3,90,-4.3669
1971,5,3,4,86,-4.2184
1971,5,3,5,50,-1.2768
1971,6,1,1,89,-2.0452
1971,6,1,2,61,-4.1116
1971,6,1,3,58,-2.6378
1971,6,1,4,106,-1.4896
1971,6,1,5,163,-3.0610
1971,6,2,1,55,-1.0985
1971,6,2,2,55,0.9713
1971,6,2,3,57,-1.5939
1971,6,2,4,51,-2.9285
1971,6,2,5,72,-2.3943
1971,6,3,1,138,0.4029
1971,6,3,2,111,1.6207
1971,6,3,3,96,-0.1549
1971,6,3,4,87,-0.0840
1971,6,3,5,44,-1.0635
1971,7,1,1,77,-8.5691
1971,7,1,2,68,-7.4822
1971,7,1,3,70,-4.5423
1971,7,1,4,97,-5.5126
1971,7,1,5,164,-5.4340
1971,7,2,1,58,-5.0880
1971,7,2,2,43,-3.1728
1971,7,2,3,56,-2.9642
1971,7,2,4,54,-4.4178
1971,7,2,5,70,-4.7495
1971,7,3,1,142,-3.0891
1971,7,3,2,116,-4.9074
1971,7,3,3,91,-4.4950
1971,7,3,4,85,-4.4735
1971,7,3,5,44,-6.6882
1971,8,1,1,45,-0.9809
1971,8,1,2,30,2.8673
1971,8,1,3,23,5.6916
1971,8,1,4,29,5.0818
1971,8,1,5,57,1.5104
1971,8,2,1,34,2.5273
1971,8,2,2,28,5.5362
1971,8,2,3,21,1.6886
1971,8,2,4,26,3.4630
1971,8,2,5,36,2.7027
1971,8,3,1,70,5.4765
1971,8,3,2,63,5.4930
1971,8,3,3,65,1.3469
1971,8,3,4,52,2.6755
1971,8,3,5,39,5.9335
1971,9,1,1,39,-0.2211
1971,9,1,2,38,3.4636
1971,9,1,3,29,-1.5239
1971,9,1,4,14,-1.2755
1971,9,1,5,59,0.0265
1971,9,2,1,36,0.4191
1971,9,2,2,23,0.8799
1971,9,2,3,23,-5.0055
1971,9,2,4,22,2.1743
