year,month,rank_ME,rank_SP,nstocks,ret_vw
1980,3,1,3,276,-18.2903
1980,3,1,4,386,-18.2393
1980,3,1,5,669,-17.4238
1980,3,2,1,168,-19.4931
1980,3,2,2,138,-16.2095
1980,3,2,3,117,-16.6176
1980,3,2,4,106,-16.3217
1980,3,2,5,89,-17.6332
1980,3,3,1,231,-7.9051
1980,3,3,2,163,-10.5726
1980,3,3,3,127,-13.2239
1980,3,3,4,98,-13.5277
1980,3,3,5,53,-12.5370
1980,4,1,1,292,7.1657
1980,4,1,2,228,7.6731
1980,4,1,3,273,5.6706
1980,4,1,4,388,7.2419
1980,4,1,5,665,4.3645
1980,4,2,1,167,6.5554
1980,4,2,2,138,6.8531
1980,4,2,3,116,5.6305
1980,4,2,4,106,3.8405
1980,4,2,5,89,4.7932
1980,4,3,1,231,5.6440
1980,4,3,2,163,4.9047
1980,4,3,3,126,3.5240
1980,4,3,4,98,4.4402
1980,4,3,5,53,3.1144
1980,5,1,1,292,7.2839
1980,5,1,2,228,7.6263
1980,5,1,3,274,7.3684
1980,5,1,4,386,6.3706
1980,5,1,5,661,6.4163
1980,5,2,1,165,8.9237
1980,5,2,2,138,8.2470
1980,5,2,3,115,8.5260
1980,5,2,4,107,7.7624
1980,5,2,5,89,7.6136
1980,5,3,1,231,5.1351
1980,5,3,2,163,4.9074
1980,5,3,3,126,7.2618
1980,5,3,4,98,4.9565
1980,5,3,5,54,7.4678
1980,6,1,1,291,5.0649
1980,6,1,2,225,5.7044
1980,6,1,3,271,3.4134
1980,6,1,4,385,3.7639
1980,6,1,5,658,3.5427
1980,6,2,1,163,5.5531
1980,6,2,2,138,5.4495
1980,6,2,3,115,3.1782
1980,6,2,4,106,3.6449
1980,6,2,5,89,3.4809
1980,6,3,1,229,2.5012
1980,6,3,2,163,4.7577
1980,6,3,3,126,3.6007
1980,6,3,4,98,1.1533
1980,6,3,5,54,1.5909
1980,7,1,1,411,11.5101
1980,7,1,2,214,11.9956
1980,7,1,3,274,11.4461
1980,7,1,4,405,9.8757
1980,7,1,5,668,9.7497
1980,7,2,1,212,11.7264
1980,7,2,2,143,10.3363
1980,7,2,3,136,8.5416
1980,7,2,4,122,11.4609
1980,7,2,5,90,11.9911
1980,7,3,1,232,7.8535
1980,7,3,2,177,5.5417
1980,7,3,3,135,6.2655
1980,7,3,4,93,7.6321
1980,7,3,5,55,12.0272
1980,8,1,1,409,10.7431
1980,8,1,2,213,8.3445
1980,8,1,3,273,7.3731
1980,8,1,4,405,9.6878
1980,8,1,5,666,6.2879
1980,8,2,1,211,7.6494
1980,8,2,2,143,4.2618
1980,8,2,3,136,3.7710
1980,8,2,4,122,3.4153
1980,8,2,5,88,8.4652
1980,8,3,1,232,2.5817
1980,8,3,2,177,1.2950
1980,8,3,3,135,1.5790
1980,8,3,4,93,0.7639
1980,8,3,5,55,1.3849
1980,9,1,1,404,5.7601
1980,9,1,2,210,4.4160
1980,9,1,3,272,2.4310
1980,9,1,4,402,2.2757
1980,9,1,5,665,3.1222
1980,9,2,1,209,5.3582
1980,9,2,2,143,3.3580
1980,9,2,3,135,4.6098
1980,9,2,4,122,1.0406
1980,9,2,5,88,1.9349
1980,9,3,1,232,2.4885
1980,9,3,2,177,5.6550
1980,9,3,3,134,1.9411
1980,9,3,4,93,1.1512
1980,9,3,5,55,0.6183
1980,10,1,1,401,8.2127
1980,10,1,2,209,5.6084
1980,10,1,3,270,6.1671
1980,10,1,4,399,3.3023
1980,10,1,5,661,3.6713
1980,10,2,1,206,6.0440
1980,10,2,2,140,2.9730
1980,10,2,3,134,1.8333
1980,10,2,4,122,2.0138
1980,10,2,5,87,3.3089
1980,10,3,1,232,0.5756
1980,10,3,2,177,3.8536
1980,10,3,3,133,3.2844
1980,10,3,4,92,1.1193
1980,10,3,5,55,-0.4513
1980,11,1,1,400,16.2227
1980,11,1,2,209,9.2531
1980,11,1,3,267,4.9973
1980,11,1,4,402,6.2878
1980,11,1,5,653,1.0866
1980,11,2,1,205,13.0927
1980,11,2,2,140,5.8382
1980,11,2,3,133,6.6515
1980,11,2,4,122,3.6523
1980,11,2,5,87,5.8503
1980,11,3,1,233,8.6481
1980,11,3,2,177,14.7943
1980,11,3,3,132,13.7710
1980,11,3,4,91,12.9605
1980,11,3,5,54,2.6929
1980,12,1,1,396,-7.0177
1980,12,1,2,208,-4.8955
1980,12,1,3,266,-5.4597
1980,12,1,4,402,-4.3003
1980,12,1,5,649,-3.5236
1980,12,2,1,202,-5.3745
1980,12,2,2,139,-2.8117
1980,12,2,3,133,-2.1319
1980,12,2,4,122,-1.2175
1980,12,2,5,86,-1.7796
1980,12,3,1,232,-0.9484
1980,12,3,2,177,-5.5756
1980,12,3,3,131,-5.0704
1980,12,3,4,91,-5.1928
1980,12,3,5,54,-2.6278
1981,1,1,1,394,-6.0018
1981,1,1,2,207,-1.8809
1981,1,1,3,264,0.0008
1981,1,1,4,398,0.5386
1981,1,1,5,648,4.1718
1981,1,2,1,203,-5.3768
1981,1,2,2,138,-0.3563
1981,1,2,3,132,0.3521
1981,1,2,4,121,1.6527
1981,1,2,5,86,1.3189
1981,1,3,1,229,-3.8099
1981,1,3,2,177,-6.7022
1981,1,3,3,131,-3.5151
1981,1,3,4,91,-5.2294
1981,1,3,5,54,-0.3757
1981,2,1,1,391,-3.7492
1981,2,1,2,207,-0.6169
1981,2,1,3,261,0.0387
1981,2,1,4,394,0.9391
1981,2,1,5,638,2.2335
1981,2,2,1,204,0.4586
1981,2,2,2,137,0.5310
1981,2,2,3,131,3.0826
1981,2,2,4,121,3.0316
1981,2,2,5,85,2.6951
1981,2,3,1,228,2.2758
1981,2,3,2,176,2.1132
1981,2,3,3,131,1.3107
1981,2,3,4,91,1.5618
1981,2,3,5,54,3.0905
1981,3,1,1,384,6.5004
1981,3,1,2,204,9.5189
1981,3,1,3,260,9.2522
1981,3,1,4,391,8.9325
1981,3,1,5,634,8.2545
1981,3,2,1,201,7.3183
1981,3,2,2,137,6.6294
1981,3,2,3,130,8.3622
1981,3,2,4,120,7.0329
1981,3,2,5,84,8.7741
1981,3,3,1,228,4.0921
1981,3,3,2,175,4.0131
1981,3,3,3,130,2.1227
1981,3,3,4,91,3.1198
1981,3,3,5,53,13.0678
1981,4,1,1,383,2.0746
1981,4,1,2,202,4.3926
1981,4,1,3,259,4.2870
1981,4,1,4,390,3.8387
1981,4,1,5,632,5.7430
1981,4,2,1,199,0.7019
1981,4,2,2,137,3.2770
1981,4,2,3,129,2.3821
1981,4,2,4,117,2.9442
1981,4,2,5,84,3.1800
1981,4,3,1,229,-1.5295
1981,4,3,2,174,-4.1994
1981,4,3,3,130,-1.4920
1981,4,3,4,91,0.1168
1981,4,3,5,53,-0.3919
1981,5,1,1,379,5.1156
1981,5,1,2,199,4.7323
1981,5,1,3,258,4.8384
1981,5,1,4,387,3.4749
1981,5,1,5,626,3.5448
1981,5,2,1,198,4.8247
1981,5,2,2,137,2.0897
1981,5,2,3,129,3.0773
1981,5,2,4,116,3.7209
1981,5,2,5,84,2.7913
1981,5,3,1,225,2.2106
1981,5,3,2,174,-0.9985
1981,5,3,3,130,-0.7629
1981,5,3,4,91,-1.0544
1981,5,3,5,54,2.2146
1981,6,1,1,381,-7.9169
1981,6,1,2,199,-2.6492
1981,6,1,3,256,-1.3792
1981,6,1,4,387,1.4622
1981,6,1,5,623,2.0314
1981,6,2,1,197,-6.6073
1981,6,2,2,136,-1.3626
1981,6,2,3,127,-1.7968
1981,6,2,4,114,-0.8375
1981,6,2,5,83,0.0304
1981,6,3,1,225,-2.8756
1981,6,3,2,174,0.1042
1981,6,3,3,130,1.8142
1981,6,3,4,89,-0.0930
1981,6,3,5,54,-3.1833
1981,7,1,1,540,-4.7072
1981,7,1,2,253,-3.2348
1981,7,1,3,277,-1.6269
1981,7,1,4,381,-3.0088
1981,7,1,5,617,-2.1858
1981,7,2,1,213,-0.8921
1981,7,2,2,147,-3.1611
1981,7,2,3,108,-1.2362
1981,7,2,4,106,-1.0778
1981,7,2,5,92,-3.9559
1981,7,3,1,222,0.7666
1981,7,3,2,171,1.1150
1981,7,3,3,145,1.0911
1981,7,3,4,91,-1.2598
1981,7,3,5,54,-3.1527
1981,8,1,1,539,-12.8138
1981,8,1,2,251,-8.4814
1981,8,1,3,273,-8.4112
1981,8,1,4,379,-6.2195
1981,8,1,5,611,-6.3027
1981,8,2,1,212,-8.3132
1981,8,2,2,146,-7.1809
1981,8,2,3,107,-5.5463
1981,8,2,4,106,-5.5255
1981,8,2,5,92,-7.8505
1981,8,3,1,222,-6.6110
1981,8,3,2,169,-4.5892
1981,8,3,3,143,-5.3494
1981,8,3,4,90,-6.0578
1981,8,3,5,54,-4.6791
1981,9,1,1,535,-13.9318
1981,9,1,2,247,-8.6046
1981,9,1,3,269,-9.0832
1981,9,1,4,374,-7.1505
1981,9,1,5,604,-6.8259
1981,9,2,1,211,-10.8954
1981,9,2,2,145,-5.7754
1981,9,2,3,106,-6.1423
1981,9,2,4,106,-6.8477
1981,9,2,5,93,-6.5784
1981,9,3,1,220,-6.0022
1981,9,3,2,168,-4.9339
1981,9,3,3,142,-6.2753
1981,9,3,4,90,-5.8361
1981,9,3,5,53,-5.8105
1981,10,1,1,533,9.2191
1981,10,1,2,247,8.9392
1981,10,1,3,268,8.9936
1981,10,1,4,370,7.5241
1981,10,1,5,596,6.6381
1981,10,2,1,211,10.1059
1981,10,2,2,145,6.3477
1981,10,2,3,105,5.1179
1981,10,2,4,105,7.7920
1981,10,2,5,93,6.1850
1981,10,3,1,219,8.5028
1981,10,3,2,169,5.4647
1981,10,3,3,142,4.7188
1981,10,3,4,88,0.8131
1981,10,3,5,53,2.4153
1981,11,1,1,530,-1.1576
1981,11,1,2,251,2.7239
1981,11,1,3,268,3.9161
1981,11,1,4,370,2.5069
1981,11,1,5,592,2.3261
1981,11,2,1,211,1.1619
1981,11,2,2,144,4.4974
1981,11,2,3,104,5.1869
1981,11,2,4,105,3.4301
1981,11,2,5,92,2.8408
1981,11,3,1,219,3.6096
1981,11,3,2,169,5.3852
1981,11,3,3,141,5.6417
1981,11,3,4,87,2.6202
1981,11,3,5,53,3.4770
1981,12,1,1,525,-5.2343
1981,12,1,2,247,0.0828
1981,12,1,3,265,0.4482
1981,12,1,4,369,-0.9873
1981,12,1,5,589,-2.1353
1981,12,2,1,211,-2.8279
1981,12,2,2,142,-0.3483
1981,12,2,3,104,-1.7356
1981,12,2,4,105,-0.1086
1981,12,2,5,91,-1.2641
1981,12,3,1,217,-2.3864
1981,12,3,2,169,-3.4248
1981,12,3,3,141,-2.5088
1981,12,3,4,88,-2.0746
1981,12,3,5,53,-1.7279
1982,1,1,1,520,-2.9512
1982,1,1,2,247,-1.2922
1982,1,1,3,262,-1.6080
1982,1,1,4,368,-1.2687
1982,1,1,5,586,-0.7021
1982,1,2,1,210,-6.8361
1982,1,2,2,141,-3.4555
1982,1,2,3,104,-1.9214
1982,1,2,4,104,-2.3385
1982,1,2,5,90,-3.7331
1982,1,3,1,216,-0.9009
1982,1,3,2,169,-2.1843
1982,1,3,3,140,-3.9174
1982,1,3,4,88,-2.6462
1982,1,3,5,53,-1.0470
1982,2,1,1,520,-8.0400
1982,2,1,2,245,-3.6321
1982,2,1,3,263,-1.8616
1982,2,1,4,367,-3.5662
1982,2,1,5,583,-2.1329
1982,2,2,1,209,-9.3832
1982,2,2,2,140,-2.8290
1982,2,2,3,103,-2.0525
1982,2,2,4,104,-3.5437
1982,2,2,5,91,-1.6172
1982,2,3,1,216,-6.7963
1982,2,3,2,168,-5.7981
1982,2,3,3,140,-3.7899
1982,2,3,4,88,-1.5373
1982,2,3,5,52,-1.2871
1982,3,1,1,517,-1.9260
1982,3,1,2,243,-2.4337
1982,3,1,3,258,-0.9356
1982,3,1,4,364,-0.4736
1982,3,1,5,579,0.6930
1982,3,2,1,206,-3.8896
1982,3,2,2,140,0.1277
1982,3,2,3,102,0.2441
1982,3,2,4,104,0.4360
1982,3,2,5,91,4.1064
1982,3,3,1,216,-2.7023
1982,3,3,2,168,0.5011
1982,3,3,3,140,-1.6416
1982,3,3,4,88,2.9930
1982,3,3,5,52,1.9151
1982,4,1,1,516,6.5705
1982,4,1,2,242,6.1496
1982,4,1,3,259,5.0048
1982,4,1,4,362,5.6550
1982,4,1,5,571,4.6225
1982,4,2,1,206,6.5088
1982,4,2,2,138,4.9609
1982,4,2,3,102,5.5050
1982,4,2,4,103,6.1130
1982,4,2,5,89,5.8102
1982,4,3,1,213,5.6162
1982,4,3,2,167,3.7831
1982,4,3,3,140,4.2692
1982,4,3,4,88,2.7996
1982,4,3,5,52,4.3968
1982,5,1,1,514,-3.1587
1982,5,1,2,238,-0.2574
1982,5,1,3,258,-2.7999
1982,5,1,4,358,-1.1834
1982,5,1,5,565,-0.9093
1982,5,2,1,206,-4.2717
1982,5,2,2,138,-1.4279
1982,5,2,3,102,-3.5763
1982,5,2,4,102,-2.9101
1982,5,2,5,89,-3.1535
1982,5,3,1,211,-4.0691
1982,5,3,2,167,-2.2506
1982,5,3,3,140,-1.7317
1982,5,3,4,88,0.0703
1982,5,3,5,52,-3.2084
1982,6,1,1,514,-4.3889
1982,6,1,2,238,-3.1762
1982,6,1,3,255,-2.1669
1982,6,1,4,350,-1.9408
1982,6,1,5,558,-0.7191
1982,6,2,1,205,-5.4782
1982,6,2,2,138,-1.5910
1982,6,2,3,102,-0.3600
1982,6,2,4,102,0.1695
1982,6,2,5,88,2.0414
1982,6,3,1,212,-2.7901
1982,6,3,2,166,-1.5494
1982,6,3,3,140,-2.1837
1982,6,3,4,88,-0.8106
1982,6,3,5,52,1.9437
1982,7,1,1,748,-5.1120
1982,7,1,2,310,-3.1010
1982,7,1,3,257,2.2773
1982,7,1,4,395,-0.8691
1982,7,1,5,573,0.2178
1982,7,2,1,207,-3.9594
1982,7,2,2,131,0.3364
1982,7,2,3,110,-0.0024
1982,7,2,4,102,-1.0481
1982,7,2,5,88,0.0994
1982,7,3,1,205,-0.8528
1982,7,3,2,166,-1.8132
1982,7,3,3,139,-3.9006
1982,7,3,4,96,-3.0816
1982,7,3,5,65,-2.8640
1982,8,1,1,739,4.9784
1982,8,1,2,309,7.4320
1982,8,1,3,256,5.1832
1982,8,1,4,394,6.3244
1982,8,1,5,569,4.7363
1982,8,2,1,205,9.1094
1982,8,2,2,131,9.2587
1982,8,2,3,109,10.5668
1982,8,2,4,101,10.8485
1982,8,2,5,87,8.5937
1982,8,3,1,205,11.3139
1982,8,3,2,164,12.0668
1982,8,3,3,139,13.6324
1982,8,3,4,96,14.3590
1982,8,3,5,65,12.8142
1982,9,1,1,737,1.9770
1982,9,1,2,310,1.0303
1982,9,1,3,255,5.5849
1982,9,1,4,390,4.8069
1982,9,1,5,569,4.1684
1982,9,2,1,204,1.4553
1982,9,2,2,130,3.4494
1982,9,2,3,109,3.6784
1982,9,2,4,101,3.9636
1982,9,2,5,87,4.4447
1982,9,3,1,204,0.9739
1982,9,3,2,163,0.7604
1982,9,3,3,138,1.5825
1982,9,3,4,97,0.1131
1982,9,3,5,65,1.9939
1982,10,1,1,731,15.9995
1982,10,1,2,309,13.8391
1982,10,1,3,253,12.8940
1982,10,1,4,386,12.0642
1982,10,1,5,561,12.4274
1982,10,2,1,203,14.9427
1982,10,2,2,128,12.2095
1982,10,2,3,108,11.8097
1982,10,2,4,101,12.6361
1982,10,2,5,84,13.3169
1982,10,3,1,204,12.5025
1982,10,3,2,162,8.4610
1982,10,3,3,138,10.5279
1982,10,3,4,97,12.9897
1982,10,3,5,65,11.1626
1982,11,1,1,722,7.3514
1982,11,1,2,308,10.8661
1982,11,1,3,251,9.4402
1982,11,1,4,384,11.6936
1982,11,1,5,559,11.2595
1982,11,2,1,202,7.9885
1982,11,2,2,126,8.9861
1982,11,2,3,105,8.3956
1982,11,2,4,101,7.3303
1982,11,2,5,83,10.4886
1982,11,3,1,204,6.8362
1982,11,3,2,162,3.1904
1982,11,3,3,137,2.3926
1982,11,3,4,97,4.9249
1982,11,3,5,65,4.3363
1982,12,1,1,718,3.0406
1982,12,1,2,308,0.4714
1982,12,1,3,250,2.8180
1982,12,1,4,385,2.6370
1982,12,1,5,558,2.1719
1982,12,2,1,203,0.7657
1982,12,2,2,126,2.2918
1982,12,2,3,105,0.7632
1982,12,2,4,100,-0.6610
1982,12,2,5,83,2.6352
1982,12,3,1,204,1.7160
1982,12,3,2,162,1.4963
1982,12,3,3,137,2.0872
1982,12,3,4,96,1.5115
1982,12,3,5,65,1.3607
1983,1,1,1,711,12.9666
1983,1,1,2,306,9.4682
1983,1,1,3,249,9.2440
1983,1,1,4,384,9.0124
1983,1,1,5,554,8.6145
1983,1,2,1,199,10.7936
1983,1,2,2,126,4.6565
1983,1,2,3,104,5.1113
1983,1,2,4,100,3.7278
1983,1,2,5,83,4.8171
1983,1,3,1,203,3.4825
1983,1,3,2,162,5.2765
1983,1,3,3,135,4.8346
1983,1,3,4,96,2.3213
1983,1,3,5,65,3.8014
1983,2,1,1,705,1.4460
1983,2,1,2,302,6.2889
1983,2,1,3,246,7.2807
1983,2,1,4,380,7.6665
1983,2,1,5,547,9.0399
1983,2,2,1,199,2.9871
1983,2,2,2,126,5.2968
1983,2,2,3,102,6.8203
1983,2,2,4,100,7.9521
1983,2,2,5,81,6.5866
1983,2,3,1,203,2.8496
1983,2,3,2,162,1.6963
1983,2,3,3,135,3.0649
1983,2,3,4,96,2.9209
1983,2,3,5,64,4.1962
1983,3,1,1,698,2.6264
1983,3,1,2,301,3.7674
1983,3,1,3,242,6.1055
1983,3,1,4,378,7.5096
1983,3,1,5,546,7.6928
1983,3,2,1,198,0.4073
1983,3,2,2,126,5.7174
1983,3,2,3,102,3.8970
1983,3,2,4,100,6.8725
1983,3,2,5,81,4.8253
1983,3,3,1,204,1.7313
1983,3,3,2,161,1.5529
1983,3,3,3,135,3.8486
1983,3,3,4,95,4.4579
1983,3,3,5,64,6.9067
1983,4,1,1,694,6.8615
1983,4,1,2,299,6.0477
1983,4,1,3,243,9.4899
1983,4,1,4,376,8.5555
1983,4,1,5,541,8.0433
1983,4,2,1,198,7.3334
1983,4,2,2,126,6.4618
1983,4,2,3,102,5.7055
1983,4,2,4,100,7.6551
1983,4,2,5,80,7.2025
1983,4,3,1,203,6.4427
1983,4,3,2,161,5.1952
1983,4,3,3,134,7.6285
1983,4,3,4,95,9.9729
1983,4,3,5,64,8.3805
1983,5,1,1,685,12.4008
1983,5,1,2,299,10.3319
1983,5,1,3,243,8.8927
1983,5,1,4,371,8.8619
1983,5,1,5,536,9.9178
1983,5,2,1,198,7.0180
1983,5,2,2,127,5.0244
1983,5,2,3,101,4.7590
1983,5,2,4,100,3.0962
1983,5,2,5,80,5.7641
1983,5,3,1,203,0.2736
1983,5,3,2,161,-1.1569
1983,5,3,3,134,1.8743
1983,5,3,4,95,0.1814
1983,5,3,5,64,-1.8656
1983,6,1,1,680,4.3852
1983,6,1,2,297,4.2159
1983,6,1,3,243,4.5500
1983,6,1,4,370,4.2988
1983,6,1,5,529,5.1752
1983,6,2,1,197,5.7585
1983,6,2,2,127,6.4866
1983,6,2,3,101,5.3994
1983,6,2,4,99,4.2804
1983,6,2,5,79,6.4043
1983,6,3,1,203,5.3143
1983,6,3,2,160,2.7271
1983,6,3,3,134,2.4758
1983,6,3,4,94,4.3410
1983,6,3,5,64,6.7436
1983,7,1,1,817,-5.6922
1983,7,1,2,311,-2.6009
1983,7,1,3,357,-1.4698
1983,7,1,4,298,0.3326
1983,7,1,5,587,-0.1995
1983,7,2,1,221,-5.9870
1983,7,2,2,136,-2.8322
1983,7,2,3,110,-0.8813
1983,7,2,4,98,-1.4396
1983,7,2,5,87,-0.4200
1983,7,3,1,233,-4.6114
1983,7,3,2,148,-2.8355
1983,7,3,3,121,-3.4338
1983,7,3,4,110,-1.2537
1983,7,3,5,69,-3.3373
1983,8,1,1,810,-5.6631
1983,8,1,2,311,-3.7265
1983,8,1,3,356,-4.2178
1983,8,1,4,294,-3.2901
1983,8,1,5,585,-2.0147
1983,8,2,1,220,-3.7272
1983,8,2,2,135,-3.0250
1983,8,2,3,108,-1.9008
1983,8,2,4,98,-4.1779
1983,8,2,5,87,-3.8363
1983,8,3,1,233,-0.9489
1983,8,3,2,147,1.8475
1983,8,3,3,121,2.0340
1983,8,3,4,110,2.0245
1983,8,3,5,69,3.3586
1983,9,1,1,802,-3.2819
1983,9,1,2,310,-0.3551
1983,9,1,3,353,0.6622
1983,9,1,4,291,1.4194
1983,9,1,5,582,1.7124
1983,9,2,1,219,0.2775
1983,9,2,2,134,2.7561
1983,9,2,3,108,4.0138
1983,9,2,4,95,5.9520
1983,9,2,5,87,2.5404
1983,9,3,1,232,2.0526
1983,9,3,2,147,2.9905
1983,9,3,3,121,1.0659
1983,9,3,4,109,0.8834
1983,9,3,5,69,1.2605
1983,10,1,1,795,-10.0598
1983,10,1,2,308,-7.1605
1983,10,1,3,349,-6.2725
1983,10,1,4,290,-5.7341
1983,10,1,5,578,-2.9318
1983,10,2,1,218,-8.6638
1983,10,2,2,133,-6.2249
1983,10,2,3,108,-4.4783
1983,10,2,4,95,-3.3812
1983,10,2,5,87,-5.3047
1983,10,3,1,231,-4.0588
1983,10,3,2,147,-1.7272
1983,10,3,3,119,-0.9290
1983,10,3,4,109,0.8350
1983,10,3,5,68,0.0586
1983,11,1,1,791,1.5843
1983,11,1,2,307,3.5446
1983,11,1,3,347,4.0088
1983,11,1,4,288,4.8878
1983,11,1,5,577,4.2874
1983,11,2,1,218,4.6837
1983,11,2,2,129,5.7198
1983,11,2,3,107,4.3835
1983,11,2,4,95,6.1111
1983,11,2,5,87,6.1264
1983,11,3,1,231,1.4122
1983,11,3,2,147,3.3327
1983,11,3,3,119,2.3172
1983,11,3,4,109,2.8540
1983,11,3,5,67,1.7871
1983,12,1,1,784,-4.9637
1983,12,1,2,304,-1.1006
1983,12,1,3,347,-1.2254
1983,12,1,4,288,-1.2774
1983,12,1,5,575,-0.1920
1983,12,2,1,218,-1.9405
1983,12,2,2,129,-2.7682
1983,12,2,3,107,-2.3049
1983,12,2,4,95,0.0042
1983,12,2,5,86,-0.1735
1983,12,3,1,231,-1.0237
1983,12,3,2,147,-1.7366
1983,12,3,3,119,-0.1807
1983,12,3,4,109,-0.2236
1983,12,3,5,67,-0.7810
1984,1,1,1,774,-1.0204
1984,1,1,2,304,0.4120
1984,1,1,3,345,-1.5079
1984,1,1,4,284,0.4107
1984,1,1,5,570,0.7818
1984,1,2,1,218,-5.3692
1984,1,2,2,129,-1.9006
1984,1,2,3,106,-1.1225
1984,1,2,4,95,-2.9634
1984,1,2,5,86,-0.2687
1984,1,3,1,231,-4.4042
1984,1,3,2,146,-0.9836
1984,1,3,3,119,0.7590
1984,1,3,4,107,1.0170
1984,1,3,5,66,2.4778
1984,2,1,1,761,-6.7453
1984,2,1,2,302,-6.0113
1984,2,1,3,343,-5.9938
1984,2,1,4,277,-5.0800
1984,2,1,5,562,-5.9322
1984,2,2,1,217,-7.1036
1984,2,2,2,129,-5.7811
1984,2,2,3,105,-3.5308
1984,2,2,4,95,-4.4570
1984,2,2,5,86,-4.4167
1984,2,3,1,230,-4.0601
1984,2,3,2,146,-4.3083
1984,2,3,3,119,-4.1480
1984,2,3,4,107,-3.0856
1984,2,3,5,66,0.0778
1984,3,1,1,759,-0.9943
1984,3,1,2,299,-0.2378
1984,3,1,3,341,2.3132
1984,3,1,4,277,1.4285
1984,3,1,5,554,2.2947
1984,3,2,1,214,0.3701
1984,3,2,2,128,0.7285
1984,3,2,3,103,1.9323
1984,3,2,4,95,2.4031
1984,3,2,5,84,1.7405
1984,3,3,1,230,1.3380
1984,3,3,2,146,1.4683
1984,3,3,3,119,2.4783
1984,3,3,4,105,0.3436
1984,3,3,5,66,2.5221
1984,4,1,1,755,-3.7787
1984,4,1,2,299,-0.6721
1984,4,1,3,336,-1.9340
1984,4,1,4,278,-0.7961
1984,4,1,5,552,-1.0235
1984,4,2,1,212,0.3706
1984,4,2,2,128,-1.2663
1984,4,2,3,103,1.6531
1984,4,2,4,94,0.2049
1984,4,2,5,83,0.6005
1984,4,3,1,230,0.2354
1984,4,3,2,146,0.0512
1984,4,3,3,119,0.6447
1984,4,3,4,105,3.2367
1984,4,3,5,66,-0.0242
1984,5,1,1,753,-5.9618
1984,5,1,2,297,-4.5250
1984,5,1,3,335,-4.6988
1984,5,1,4,274,-4.8612
1984,5,1,5,547,-3.9726
1984,5,2,1,211,-6.6774
1984,5,2,2,127,-4.5959
1984,5,2,3,102,-5.0057
1984,5,2,4,94,-4.9355
1984,5,2,5,82,-4.0312
1984,5,3,1,230,-4.5180
1984,5,3,2,145,-3.4001
1984,5,3,3,119,-4.0991
1984,5,3,4,105,-6.2584
1984,5,3,5,66,-6.6363
1984,6,1,1,741,0.2783
1984,6,1,2,295,1.7834
1984,6,1,3,335,2.7958
1984,6,1,4,270,3.0964
1984,6,1,5,544,3.1419
1984,6,2,1,210,3.7592
1984,6,2,2,127,3.3547
1984,6,2,3,100,3.2943
1984,6,2,4,94,2.8732
1984,6,2,5,81,2.0241
1984,6,3,1,230,2.9291
1984,6,3,2,145,3.4634
1984,6,3,3,119,1.7698
1984,6,3,4,105,2.5095
1984,6,3,5,66,1.0392
1984,7,1,1,1071,-8.4321
1984,7,1,2,361,-4.9116
1984,7,1,3,270,-2.9645
1984,7,1,4,320,-2.7587
1984,7,1,5,548,-2.7807
1984,7,2,1,243,-6.2163
1984,7,2,2,105,-4.8803
1984,7,2,3,119,-4.4016
1984,7,2,4,90,-2.8617
1984,7,2,5,90,-3.4894
1984,7,3,1,192,-0.8097
1984,7,3,2,157,-0.9096
1984,7,3,3,127,-2.0628
1984,7,3,4,118,-2.8135
1984,7,3,5,71,-2.5651
1984,8,1,1,1066,11.2296
1984,8,1,2,354,10.5130
1984,8,1,3,269,9.7357
1984,8,1,4,318,9.3741
1984,8,1,5,544,9.0316
1984,8,2,1,242,15.6531
1984,8,2,2,104,12.6459
1984,8,2,3,119,12.0742
1984,8,2,4,90,11.5724
1984,8,2,5,90,9.7793
1984,8,3,1,192,10.8578
1984,8,3,2,157,10.3610
1984,8,3,3,127,10.1132
1984,8,3,4,116,12.0122
1984,8,3,5,69,13.1264
1984,9,1,1,1062,-3.2742
1984,9,1,2,347,-0.5874
1984,9,1,3,268,0.7536
1984,9,1,4,314,0.0027
1984,9,1,5,541,1.6246
1984,9,2,1,240,-4.9487
1984,9,2,2,103,0.1109
1984,9,2,3,118,0.7890
1984,9,2,4,90,1.5397
1984,9,2,5,90,1.5857
1984,9,3,1,192,-2.7821
1984,9,3,2,156,-0.1948
1984,9,3,3,127,0.3230
1984,9,3,4,116,0.7698
1984,9,3,5,68,2.2425
1984,10,1,1,1045,-4.6711
1984,10,1,2,345,-2.3868
1984,10,1,3,267,-3.1680
1984,10,1,4,308,-1.4002
1984,10,1,5,535,-0.6579
1984,10,2,1,240,-3.4081
1984,10,2,2,103,-1.6886
1984,10,2,3,116,-0.0204
1984,10,2,4,88,0.5127
1984,10,2,5,89,1.3490
1984,10,3,1,191,-0.0061
1984,10,3,2,155,1.4535
1984,10,3,3,126,0.7104
1984,10,3,4,116,-0.6720
1984,10,3,5,68,-0.0881
1984,11,1,1,1030,-4.8017
1984,11,1,2,341,-2.8191
1984,11,1,3,265,-4.0277
1984,11,1,4,305,-2.4539
1984,11,1,5,527,-2.2576
1984,11,2,1,241,-4.3488
1984,11,2,2,103,-1.4485
1984,11,2,3,115,-1.1374
1984,11,2,4,87,-0.3990
1984,11,2,5,89,-0.5474
1984,11,3,1,189,-2.0568
1984,11,3,2,155,0.4841
1984,11,3,3,126,-0.8526
1984,11,3,4,115,-0.9057
