year,month,rank_ME,rank_SP,nstocks,ret_vw
1994,9,3,4,120,-2.3353
1994,9,3,5,66,-3.1421
1994,10,1,1,895,-0.5285
1994,10,1,2,331,0.6348
1994,10,1,3,428,0.7163
1994,10,1,4,472,1.4346
1994,10,1,5,720,1.1661
1994,10,2,1,297,0.9596
1994,10,2,2,159,1.7959
1994,10,2,3,135,0.7420
1994,10,2,4,149,-1.7434
1994,10,2,5,113,-0.3821
1994,10,3,1,269,2.7709
1994,10,3,2,179,1.4961
1994,10,3,3,155,2.6417
1994,10,3,4,120,2.6205
1994,10,3,5,66,-0.6250
1994,11,1,1,890,-4.0399
1994,11,1,2,327,-1.7131
1994,11,1,3,428,-1.7435
1994,11,1,4,466,-3.1620
1994,11,1,5,716,-3.5776
1994,11,2,1,296,-3.8495
1994,11,2,2,159,-3.5638
1994,11,2,3,135,-3.4306
1994,11,2,4,149,-3.5139
1994,11,2,5,112,-3.4144
1994,11,3,1,268,-1.4807
1994,11,3,2,178,-3.1522
1994,11,3,3,154,-4.7306
1994,11,3,4,120,-4.5315
1994,11,3,5,66,-4.4176
1994,12,1,1,887,-2.1761
1994,12,1,2,323,-0.4070
1994,12,1,3,427,1.2982
1994,12,1,4,462,-0.8633
1994,12,1,5,711,-1.6669
1994,12,2,1,295,1.0495
1994,12,2,2,159,3.1964
1994,12,2,3,135,1.9773
1994,12,2,4,147,2.4218
1994,12,2,5,112,0.9883
1994,12,3,1,268,1.2552
1994,12,3,2,178,2.1730
1994,12,3,3,153,0.7583
1994,12,3,4,120,1.2336
1994,12,3,5,66,1.8825
1995,1,1,1,879,1.0927
1995,1,1,2,320,0.0753
1995,1,1,3,425,2.3764
1995,1,1,4,459,2.3713
1995,1,1,5,701,1.8758
1995,1,2,1,291,-2.2813
1995,1,2,2,159,-2.7817
1995,1,2,3,135,-1.2611
1995,1,2,4,146,-1.0675
1995,1,2,5,111,-1.7166
1995,1,3,1,267,3.2737
1995,1,3,2,178,3.0179
1995,1,3,3,152,1.0266
1995,1,3,4,120,0.2246
1995,1,3,5,65,-2.3754
1995,2,1,1,875,3.0320
1995,2,1,2,318,2.8176
1995,2,1,3,424,1.5388
1995,2,1,4,459,3.6297
1995,2,1,5,695,2.3232
1995,2,2,1,290,4.9588
1995,2,2,2,159,2.8466
1995,2,2,3,135,3.8834
1995,2,2,4,144,2.7298
1995,2,2,5,109,4.0020
1995,2,3,1,266,3.5694
1995,2,3,2,178,3.2873
1995,2,3,3,151,4.2752
1995,2,3,4,120,4.0759
1995,2,3,5,65,6.2195
1995,3,1,1,866,2.1599
1995,3,1,2,315,2.4275
1995,3,1,3,422,1.5820
1995,3,1,4,456,0.8600
1995,3,1,5,692,-0.0661
1995,3,2,1,288,4.5611
1995,3,2,2,159,2.6043
1995,3,2,3,135,2.7117
1995,3,2,4,144,2.3447
1995,3,2,5,109,-0.3754
1995,3,3,1,265,2.6253
1995,3,3,2,176,1.1130
1995,3,3,3,151,4.0899
1995,3,3,4,120,4.5821
1995,3,3,5,65,4.5836
1995,4,1,1,857,1.5467
1995,4,1,2,308,4.9120
1995,4,1,3,419,4.5118
1995,4,1,4,453,2.1678
1995,4,1,5,688,4.1928
1995,4,2,1,288,1.9145
1995,4,2,2,158,1.2121
1995,4,2,3,135,2.2612
1995,4,2,4,143,3.3376
1995,4,2,5,109,2.2094
1995,4,3,1,265,3.1488
1995,4,3,2,175,2.4229
1995,4,3,3,151,2.2067
1995,4,3,4,117,3.5655
1995,4,3,5,65,2.9606
1995,5,1,1,852,1.8645
1995,5,1,2,305,0.9611
1995,5,1,3,417,3.1541
1995,5,1,4,450,1.3143
1995,5,1,5,683,2.5167
1995,5,2,1,288,0.1717
1995,5,2,2,158,-0.0760
1995,5,2,3,135,1.4879
1995,5,2,4,141,2.4829
1995,5,2,5,109,-0.3190
1995,5,3,1,265,2.9946
1995,5,3,2,175,4.0903
1995,5,3,3,149,3.2164
1995,5,3,4,117,2.0412
1995,5,3,5,65,3.7029
1995,6,1,1,840,9.7279
1995,6,1,2,303,5.8730
1995,6,1,3,415,6.2633
1995,6,1,4,450,4.3329
1995,6,1,5,671,7.8779
1995,6,2,1,287,7.5504
1995,6,2,2,157,4.4500
1995,6,2,3,135,5.2911
1995,6,2,4,141,3.3065
1995,6,2,5,109,3.2478
1995,6,3,1,265,4.6788
1995,6,3,2,174,0.8483
1995,6,3,3,148,2.3992
1995,6,3,4,116,2.9057
1995,6,3,5,63,2.8351
1995,7,1,1,839,8.1021
1995,7,1,2,326,5.7951
1995,7,1,3,415,4.5721
1995,7,1,4,554,5.7421
1995,7,1,5,801,4.4637
1995,7,2,1,367,7.3774
1995,7,2,2,157,7.3900
1995,7,2,3,154,5.2501
1995,7,2,4,160,4.8213
1995,7,2,5,134,4.3911
1995,7,3,1,318,4.6482
1995,7,3,2,219,2.6557
1995,7,3,3,161,3.6201
1995,7,3,4,114,3.6879
1995,7,3,5,65,3.5284
1995,8,1,1,830,5.9945
1995,8,1,2,324,4.9079
1995,8,1,3,412,2.2206
1995,8,1,4,552,2.4918
1995,8,1,5,795,3.2171
1995,8,2,1,364,1.3260
1995,8,2,2,156,0.3207
1995,8,2,3,153,2.4811
1995,8,2,4,159,0.9870
1995,8,2,5,133,-0.3350
1995,8,3,1,315,-0.0029
1995,8,3,2,218,0.9638
1995,8,3,3,161,-0.9271
1995,8,3,4,113,-0.6860
1995,8,3,5,65,0.6315
1995,9,1,1,819,3.1021
1995,9,1,2,322,1.7084
1995,9,1,3,407,1.4751
1995,9,1,4,548,2.4157
1995,9,1,5,788,2.0078
1995,9,2,1,363,2.8767
1995,9,2,2,156,0.4686
1995,9,2,3,151,1.3491
1995,9,2,4,159,-0.1796
1995,9,2,5,132,1.4203
1995,9,3,1,314,3.7922
1995,9,3,2,218,5.3065
1995,9,3,3,161,2.0650
1995,9,3,4,113,2.3575
1995,9,3,5,64,2.3041
1995,10,1,1,814,-6.9145
1995,10,1,2,321,-4.8845
1995,10,1,3,406,-4.5244
1995,10,1,4,544,-5.2823
1995,10,1,5,779,-5.0730
1995,10,2,1,360,-6.5173
1995,10,2,2,156,-7.0985
1995,10,2,3,150,-5.4694
1995,10,2,4,159,-4.4540
1995,10,2,5,132,-7.5809
1995,10,3,1,313,1.6829
1995,10,3,2,216,-0.2307
1995,10,3,3,161,-1.3790
1995,10,3,4,112,-2.7180
1995,10,3,5,64,-4.4889
1995,11,1,1,808,2.3516
1995,11,1,2,319,-0.6076
1995,11,1,3,402,1.5944
1995,11,1,4,540,1.9271
1995,11,1,5,772,1.6646
1995,11,2,1,357,4.7602
1995,11,2,2,156,4.7348
1995,11,2,3,150,3.6012
1995,11,2,4,159,5.0196
1995,11,2,5,130,6.0161
1995,11,3,1,311,3.1695
1995,11,3,2,216,3.8792
1995,11,3,3,161,4.2385
1995,11,3,4,112,5.1407
1995,11,3,5,64,5.1611
1995,12,1,1,801,4.0175
1995,12,1,2,317,2.1110
1995,12,1,3,399,0.6046
1995,12,1,4,538,0.4762
1995,12,1,5,762,-0.0095
1995,12,2,1,355,3.6331
1995,12,2,2,156,-0.5724
1995,12,2,3,149,2.8230
1995,12,2,4,158,2.4281
1995,12,2,5,130,-0.5872
1995,12,3,1,309,0.9015
1995,12,3,2,216,2.7614
1995,12,3,3,160,1.1412
1995,12,3,4,112,0.4541
1995,12,3,5,64,2.8802
1996,1,1,1,797,2.2969
1996,1,1,2,313,2.1148
1996,1,1,3,397,-0.7453
1996,1,1,4,536,1.6083
1996,1,1,5,753,-0.2050
1996,1,2,1,354,-0.4817
1996,1,2,2,156,0.7927
1996,1,2,3,149,-1.4530
1996,1,2,4,158,0.3364
1996,1,2,5,130,0.0970
1996,1,3,1,309,2.5203
1996,1,3,2,214,3.3741
1996,1,3,3,160,2.8420
1996,1,3,4,112,2.1717
1996,1,3,5,64,2.5004
1996,2,1,1,791,2.6813
1996,2,1,2,312,4.9964
1996,2,1,3,396,3.5677
1996,2,1,4,530,2.8116
1996,2,1,5,746,4.1380
1996,2,2,1,351,5.4413
1996,2,2,2,154,3.4735
1996,2,2,3,148,1.9841
1996,2,2,4,157,3.1249
1996,2,2,5,129,3.4109
1996,2,3,1,308,1.0187
1996,2,3,2,214,0.1700
1996,2,3,3,159,3.2870
1996,2,3,4,112,1.7201
1996,2,3,5,64,2.2249
1996,3,1,1,787,0.8045
1996,3,1,2,312,4.1501
1996,3,1,3,393,4.6620
1996,3,1,4,528,4.9579
1996,3,1,5,735,4.2610
1996,3,2,1,349,1.1580
1996,3,2,2,152,1.9399
1996,3,2,3,147,3.5693
1996,3,2,4,157,2.9586
1996,3,2,5,129,5.9946
1996,3,3,1,306,-0.5313
1996,3,3,2,214,1.7334
1996,3,3,3,159,1.0570
1996,3,3,4,112,2.7975
1996,3,3,5,63,4.6318
1996,4,1,1,785,7.9813
1996,4,1,2,310,10.9013
1996,4,1,3,388,9.2626
1996,4,1,4,525,8.7620
1996,4,1,5,733,8.3296
1996,4,2,1,348,9.5321
1996,4,2,2,151,4.5453
1996,4,2,3,147,3.4740
1996,4,2,4,157,4.4011
1996,4,2,5,128,9.5949
1996,4,3,1,305,3.0171
1996,4,3,2,214,1.2354
1996,4,3,3,156,1.9930
1996,4,3,4,111,2.7586
1996,4,3,5,63,3.8510
1996,5,1,1,784,9.1230
1996,5,1,2,309,7.5391
1996,5,1,3,385,8.2306
1996,5,1,4,522,6.9486
1996,5,1,5,725,8.3542
1996,5,2,1,347,6.4690
1996,5,2,2,152,3.0747
1996,5,2,3,147,3.2613
1996,5,2,4,156,3.0033
1996,5,2,5,128,11.2535
1996,5,3,1,304,3.4544
1996,5,3,2,214,2.0412
1996,5,3,3,155,1.9891
1996,5,3,4,111,1.3791
1996,5,3,5,63,2.8929
1996,6,1,1,780,-8.5729
1996,6,1,2,305,-6.2111
1996,6,1,3,381,-6.0020
1996,6,1,4,520,-3.2726
1996,6,1,5,716,-3.7917
1996,6,2,1,343,-5.7371
1996,6,2,2,150,-3.8644
1996,6,2,3,146,-2.6733
1996,6,2,4,155,-2.8033
1996,6,2,5,128,-5.9422
1996,6,3,1,303,-0.0842
1996,6,3,2,214,1.2753
1996,6,3,3,155,-0.6215
1996,6,3,4,111,-2.2512
1996,6,3,5,63,-2.9516
1996,7,1,1,826,-14.2214
1996,7,1,2,337,-9.2211
1996,7,1,3,391,-7.6550
1996,7,1,4,566,-8.7441
1996,7,1,5,863,-6.4573
1996,7,2,1,462,-14.4587
1996,7,2,2,160,-8.0093
1996,7,2,3,164,-7.7132
1996,7,2,4,174,-6.5858
1996,7,2,5,126,-8.2541
1996,7,3,1,358,-5.7386
1996,7,3,2,210,-6.0418
1996,7,3,3,172,-3.7861
1996,7,3,4,116,-4.9756
1996,7,3,5,75,-5.9367
1996,8,1,1,824,3.9030
1996,8,1,2,334,4.8209
1996,8,1,3,388,3.4249
1996,8,1,4,560,4.8153
1996,8,1,5,857,4.1207
1996,8,2,1,460,7.3691
1996,8,2,2,159,6.0217
1996,8,2,3,162,6.1016
1996,8,2,4,173,3.9043
1996,8,2,5,124,5.3473
1996,8,3,1,355,2.5097
1996,8,3,2,209,0.5202
1996,8,3,3,172,3.8920
1996,8,3,4,116,4.7999
1996,8,3,5,74,4.1527
1996,9,1,1,817,2.0771
1996,9,1,2,332,3.1198
1996,9,1,3,379,1.9190
1996,9,1,4,557,2.9065
1996,9,1,5,848,2.7513
1996,9,2,1,457,5.6592
1996,9,2,2,158,2.6514
1996,9,2,3,162,1.4563
1996,9,2,4,172,5.0631
1996,9,2,5,124,2.7425
1996,9,3,1,353,7.4517
1996,9,3,2,209,3.8279
1996,9,3,3,171,4.6797
1996,9,3,4,116,3.8081
1996,9,3,5,74,0.6430
1996,10,1,1,815,-5.9539
1996,10,1,2,328,-3.0294
1996,10,1,3,377,-1.9778
1996,10,1,4,553,-0.0729
1996,10,1,5,837,-0.7772
1996,10,2,1,456,-5.3665
1996,10,2,2,157,-0.5071
1996,10,2,3,161,0.2982
1996,10,2,4,172,-1.4490
1996,10,2,5,123,1.0935
1996,10,3,1,352,1.3077
1996,10,3,2,207,0.5166
1996,10,3,3,171,1.0102
1996,10,3,4,115,1.7156
1996,10,3,5,74,2.7672
1996,11,1,1,810,0.7089
1996,11,1,2,326,1.1789
1996,11,1,3,374,2.9507
1996,11,1,4,548,2.7414
1996,11,1,5,831,3.8078
1996,11,2,1,454,3.0209
1996,11,2,2,157,3.7186
1996,11,2,3,161,3.6846
1996,11,2,4,171,2.5617
1996,11,2,5,122,3.1507
1996,11,3,1,352,6.7859
1996,11,3,2,205,7.2235
1996,11,3,3,171,8.4070
1996,11,3,4,115,3.6533
1996,11,3,5,74,7.1923
1996,12,1,1,805,-0.7620
1996,12,1,2,322,2.1385
1996,12,1,3,373,0.6947
1996,12,1,4,545,2.8779
1996,12,1,5,823,1.4226
1996,12,2,1,451,1.3391
1996,12,2,2,157,1.7580
1996,12,2,3,161,1.8820
1996,12,2,4,169,2.6537
1996,12,2,5,122,2.2526
1996,12,3,1,351,-2.3872
1996,12,3,2,205,0.3651
1996,12,3,3,171,-0.9764
1996,12,3,4,115,-2.4145
1996,12,3,5,74,-0.3704
1997,1,1,1,798,8.2460
1997,1,1,2,318,4.4563
1997,1,1,3,366,4.8655
1997,1,1,4,543,4.9923
1997,1,1,5,811,4.1866
1997,1,2,1,448,3.6830
1997,1,2,2,157,3.7592
1997,1,2,3,160,2.2557
1997,1,2,4,168,1.4752
1997,1,2,5,122,0.6825
1997,1,3,1,350,7.1966
1997,1,3,2,205,3.7411
1997,1,3,3,168,5.1040
1997,1,3,4,114,3.5199
1997,1,3,5,73,2.5202
1997,2,1,1,796,-6.4544
1997,2,1,2,318,-3.3323
1997,2,1,3,361,-4.1561
1997,2,1,4,536,-1.5073
1997,2,1,5,798,-1.1042
1997,2,2,1,446,-7.9463
1997,2,2,2,157,-3.6483
1997,2,2,3,158,-1.0995
1997,2,2,4,168,-0.7093
1997,2,2,5,122,0.3822
1997,2,3,1,346,-1.6958
1997,2,3,2,205,1.2809
1997,2,3,3,167,-1.0809
1997,2,3,4,114,1.2137
1997,2,3,5,73,1.0173
1997,3,1,1,792,-9.4873
1997,3,1,2,312,-5.9471
1997,3,1,3,359,-4.1675
1997,3,1,4,533,-3.6892
1997,3,1,5,792,-1.7862
1997,3,2,1,442,-9.0724
1997,3,2,2,156,-3.8243
1997,3,2,3,156,-2.0966
1997,3,2,4,166,-2.5254
1997,3,2,5,122,-0.6118
1997,3,3,1,346,-5.5562
1997,3,3,2,205,-4.7228
1997,3,3,3,167,-0.3445
1997,3,3,4,114,-0.6916
1997,3,3,5,73,-2.7345
1997,4,1,1,785,-4.8917
1997,4,1,2,310,-3.9999
1997,4,1,3,356,-2.6476
1997,4,1,4,527,-2.0861
1997,4,1,5,783,-3.7483
1997,4,2,1,440,-4.0714
1997,4,2,2,154,1.5000
1997,4,2,3,155,2.7399
1997,4,2,4,165,2.2104
1997,4,2,5,122,1.9167
1997,4,3,1,345,7.6181
1997,4,3,2,205,2.1798
1997,4,3,3,167,4.3033
1997,4,3,4,114,1.3655
1997,4,3,5,73,4.9178
1997,5,1,1,781,13.0421
1997,5,1,2,309,11.0246
1997,5,1,3,353,8.8995
1997,5,1,4,525,9.7024
1997,5,1,5,778,9.3892
1997,5,2,1,437,17.7948
1997,5,2,2,152,12.1215
1997,5,2,3,155,8.6230
1997,5,2,4,165,10.1247
1997,5,2,5,122,10.8185
1997,5,3,1,345,7.0447
1997,5,3,2,204,6.6061
1997,5,3,3,167,6.7876
1997,5,3,4,114,6.5892
1997,5,3,5,72,5.7549
1997,6,1,1,776,4.1593
1997,6,1,2,308,3.6693
1997,6,1,3,350,5.7034
1997,6,1,4,523,6.2257
1997,6,1,5,771,7.4193
1997,6,2,1,431,1.7279
1997,6,2,2,152,6.1593
1997,6,2,3,154,5.0744
1997,6,2,4,165,4.7562
1997,6,2,5,122,5.4363
1997,6,3,1,344,4.0973
1997,6,3,2,203,3.2660
1997,6,3,3,167,4.4760
1997,6,3,4,113,5.1160
1997,6,3,5,71,0.4389
1997,7,1,1,1026,3.0398
1997,7,1,2,446,7.7825
1997,7,1,3,385,5.4724
1997,7,1,4,594,6.5206
1997,7,1,5,893,6.3249
1997,7,2,1,404,5.2000
1997,7,2,2,167,5.9718
1997,7,2,3,189,6.5628
1997,7,2,4,151,4.2756
1997,7,2,5,130,5.8618
1997,7,3,1,358,6.6767
1997,7,3,2,243,7.4462
1997,7,3,3,185,7.6007
1997,7,3,4,128,8.8412
1997,7,3,5,78,9.5183
1997,8,1,1,1020,4.8212
1997,8,1,2,442,6.1277
1997,8,1,3,381,3.9208
1997,8,1,4,589,5.8194
1997,8,1,5,878,4.5505
1997,8,2,1,403,4.2086
1997,8,2,2,165,3.9199
1997,8,2,3,188,2.4838
1997,8,2,4,149,2.8711
1997,8,2,5,130,3.0845
1997,8,3,1,354,-5.9891
1997,8,3,2,242,-3.2329
1997,8,3,3,185,-2.3030
1997,8,3,4,128,-2.7758
1997,8,3,5,78,0.9071
1997,9,1,1,1011,10.6439
1997,9,1,2,441,8.3286
1997,9,1,3,379,8.8129
1997,9,1,4,586,7.5059
1997,9,1,5,869,8.8078
1997,9,2,1,397,9.4040
1997,9,2,2,163,7.2157
1997,9,2,3,182,5.0146
1997,9,2,4,146,6.8233
1997,9,2,5,128,7.4128
1997,9,3,1,352,5.1577
1997,9,3,2,240,4.0994
1997,9,3,3,183,5.0133
1997,9,3,4,127,4.7204
1997,9,3,5,77,5.7349
1997,10,1,1,1002,-5.0724
1997,10,1,2,438,-4.7126
1997,10,1,3,376,-3.3798
1997,10,1,4,581,-3.4656
1997,10,1,5,859,-2.1039
1997,10,2,1,397,-6.3625
1997,10,2,2,161,-7.0872
1997,10,2,3,180,-4.1884
1997,10,2,4,146,-3.7767
1997,10,2,5,126,-4.0794
1997,10,3,1,352,-2.3335
1997,10,3,2,237,-5.3108
1997,10,3,3,180,-3.2686
1997,10,3,4,127,-5.4942
1997,10,3,5,77,-3.2479
1997,11,1,1,997,-5.2900
1997,11,1,2,435,-3.5143
1997,11,1,3,373,-1.0551
1997,11,1,4,571,-1.4572
1997,11,1,5,848,-0.4655
1997,11,2,1,395,-4.6115
1997,11,2,2,160,-0.9239
1997,11,2,3,178,0.5880
1997,11,2,4,145,0.6030
1997,11,2,5,124,1.1356
1997,11,3,1,351,4.9583
1997,11,3,2,235,3.6959
1997,11,3,3,179,3.4074
1997,11,3,4,127,4.2852
1997,11,3,5,76,0.0752
1997,12,1,1,991,-5.8791
1997,12,1,2,433,-3.9561
1997,12,1,3,368,-2.6076
1997,12,1,4,565,-1.0629
1997,12,1,5,842,-1.8465
1997,12,2,1,393,-0.2887
1997,12,2,2,158,-1.3042
1997,12,2,3,176,0.8718
1997,12,2,4,144,0.9296
1997,12,2,5,122,-0.1656
1997,12,3,1,348,1.0055
1997,12,3,2,235,1.8777
1997,12,3,3,179,0.6812
1997,12,3,4,126,-0.4479
1997,12,3,5,76,3.0374
1998,1,1,1,978,-0.8742
1998,1,1,2,431,-0.2507
1998,1,1,3,362,0.6545
1998,1,1,4,554,-0.1377
1998,1,1,5,827,-0.4262
1998,1,2,1,390,-1.9326
1998,1,2,2,155,-0.1416
1998,1,2,3,173,-1.4777
1998,1,2,4,141,-0.9451
1998,1,2,5,120,1.5254
1998,1,3,1,347,3.9347
1998,1,3,2,235,-0.4224
1998,1,3,3,179,-1.3112
1998,1,3,4,126,-0.5931
1998,1,3,5,75,2.1947
1998,2,1,1,970,6.2806
1998,2,1,2,428,5.2995
1998,2,1,3,359,5.7703
1998,2,1,4,551,6.3598
1998,2,1,5,807,8.2561
1998,2,2,1,387,8.5079
1998,2,2,2,154,8.7601
1998,2,2,3,171,8.7639
1998,2,2,4,139,7.6924
1998,2,2,5,119,9.0183
1998,2,3,1,345,6.1018
1998,2,3,2,233,6.9444
1998,2,3,3,179,7.2746
1998,2,3,4,126,8.9577
1998,2,3,5,74,10.8482
1998,3,1,1,956,5.6039
1998,3,1,2,422,4.2078
1998,3,1,3,356,5.8158
1998,3,1,4,543,4.6643
1998,3,1,5,803,5.1660
1998,3,2,1,384,4.3187
1998,3,2,2,154,4.0825
1998,3,2,3,171,2.8810
1998,3,2,4,139,4.7217
1998,3,2,5,118,3.9571
1998,3,3,1,345,5.3930
1998,3,3,2,232,4.2879
1998,3,3,3,178,3.9008
1998,3,3,4,126,5.4979
1998,3,3,5,74,5.9642
1998,4,1,1,942,2.5751
1998,4,1,2,415,1.8086
1998,4,1,3,353,1.9736
1998,4,1,4,535,1.5644
1998,4,1,5,792,3.4948
1998,4,2,1,380,-0.0830
1998,4,2,2,152,0.5868
1998,4,2,3,172,0.8530
1998,4,2,4,138,-0.0050
1998,4,2,5,118,2.7524
1998,4,3,1,342,0.4294
1998,4,3,2,232,1.0097
1998,4,3,3,177,2.6259
1998,4,3,4,125,0.1597
1998,4,3,5,74,1.8157
1998,5,1,1,934,-6.7343
1998,5,1,2,413,-5.4691
1998,5,1,3,352,-4.4786
1998,5,1,4,526,-3.5418
1998,5,1,5,775,-2.8504
1998,5,2,1,379,-7.9805
1998,5,2,2,150,-7.8162
1998,5,2,3,169,-3.9169
1998,5,2,4,138,-3.4441
1998,5,2,5,118,-4.6267
1998,5,3,1,340,-3.2160
1998,5,3,2,231,-2.4205
1998,5,3,3,176,-2.3895
1998,5,3,4,125,-0.4439
1998,5,3,5,74,5.0178
1998,6,1,1,921,0.4863
1998,6,1,2,411,-0.8362
1998,6,1,3,352,0.3599
1998,6,1,4,522,-1.7956
1998,6,1,5,765,-0.1485
1998,6,2,1,377,2.0919
1998,6,2,2,150,-1.1925
1998,6,2,3,168,-0.2364
1998,6,2,4,137,-1.2003
1998,6,2,5,118,1.5567
1998,6,3,1,339,6.5599
1998,6,3,2,229,1.7996
1998,6,3,3,174,0.8247
1998,6,3,4,124,1.6356
1998,6,3,5,74,2.3438
1998,7,1,1,912,-7.8402
1998,7,1,2,439,-7.4897
1998,7,1,3,422,-6.8458
1998,7,1,4,549,-8.1361
1998,7,1,5,931,-6.2754
1998,7,2,1,361,-8.4418
1998,7,2,2,179,-6.3360
1998,7,2,3,182,-8.7908
1998,7,2,4,165,-8.2738
1998,7,2,5,145,-8.7151
1998,7,3,1,377,-1.2288
1998,7,3,2,220,0.1679
1998,7,3,3,187,-4.8567
1998,7,3,4,138,-3.7260
1998,7,3,5,93,-2.7343
1998,8,1,1,906,-26.0256
1998,8,1,2,435,-23.2838
1998,8,1,3,417,-20.8731
1998,8,1,4,538,-16.9170
1998,8,1,5,914,-19.0914
1998,8,2,1,359,-23.6835
1998,8,2,2,179,-19.4617
1998,8,2,3,181,-16.7522
1998,8,2,4,164,-18.0867
1998,8,2,5,145,-19.7693
1998,8,3,1,374,-13.8101
1998,8,3,2,217,-11.7311
1998,8,3,3,186,-11.7036
1998,8,3,4,137,-13.4995
1998,8,3,5,93,-17.6285
1998,9,1,1,898,7.8350
1998,9,1,2,428,5.7356
1998,9,1,3,414,2.7882
1998,9,1,4,531,-0.5191
1998,9,1,5,902,1.0877
1998,9,2,1,353,13.1980
1998,9,2,2,176,6.8626
1998,9,2,3,181,5.6808
1998,9,2,4,163,2.7134
1998,9,2,5,145,3.5050
1998,9,3,1,372,9.2684
1998,9,3,2,216,7.5314
1998,9,3,3,186,6.0817
1998,9,3,4,135,3.4373
1998,9,3,5,92,3.8429
1998,10,1,1,884,3.9306
1998,10,1,2,422,4.3252
1998,10,1,3,411,1.8314
1998,10,1,4,526,2.4326
1998,10,1,5,879,1.0912
1998,10,2,1,349,6.1770
1998,10,2,2,175,5.6906
1998,10,2,3,181,4.0015
1998,10,2,4,162,4.8246
1998,10,2,5,145,6.4624
1998,10,3,1,371,6.4232
1998,10,3,2,212,8.1992
1998,10,3,3,184,6.3016
1998,10,3,4,134,10.1157
1998,10,3,5,92,7.7145
1998,11,1,1,868,9.4517
1998,11,1,2,418,8.1772
1998,11,1,3,405,7.3010
1998,11,1,4,518,5.3031
1998,11,1,5,852,11.7032
1998,11,2,1,349,7.7556
1998,11,2,2,172,4.4633
1998,11,2,3,179,6.7064
1998,11,2,4,162,6.6920
1998,11,2,5,144,4.5127
1998,11,3,1,368,7.2730
1998,11,3,2,209,4.7901
1998,11,3,3,183,6.0778
1998,11,3,4,134,4.9408
1998,11,3,5,92,4.6378
1998,12,1,1,859,2.4826
1998,12,1,2,414,4.4705
1998,12,1,3,401,4.3391
1998,12,1,4,511,3.5590
1998,12,1,5,837,-1.5108
1998,12,2,1,348,9.4976
1998,12,2,2,172,4.1547
1998,12,2,3,178,5.3975
1998,12,2,4,162,3.8095
1998,12,2,5,143,3.2311
1998,12,3,1,367,9.7305
1998,12,3,2,208,7.1052
1998,12,3,3,183,0.6051
1998,12,3,4,133,3.7894
1998,12,3,5,90,5.3624
1999,1,1,1,850,9.5470
1999,1,1,2,406,4.3264
1999,1,1,3,391,8.4350
1999,1,1,4,506,6.7602
1999,1,1,5,814,3.4007
1999,1,2,1,346,4.7611
1999,1,2,2,169,0.1256
1999,1,2,3,178,2.1506
1999,1,2,4,162,-1.6085
1999,1,2,5,142,-2.1449
1999,1,3,1,365,7.2028
1999,1,3,2,208,1.6391
1999,1,3,3,183,-1.5529
1999,1,3,4,133,0.8618
1999,1,3,5,90,4.7847
1999,2,1,1,834,-8.9198
1999,2,1,2,400,-7.3975
1999,2,1,3,386,-7.6434
1999,2,1,4,499,-7.1719
1999,2,1,5,793,-5.6362
1999,2,2,1,343,-10.2997
1999,2,2,2,167,-8.3163
1999,2,2,3,176,-8.7344
1999,2,2,4,162,-8.1965
1999,2,2,5,142,-8.6975
1999,2,3,1,360,-4.4041
1999,2,3,2,207,-6.4000
1999,2,3,3,182,-2.7106
1999,2,3,4,133,-1.2028
1999,2,3,5,90,-5.1377
1999,3,1,1,820,0.2416
1999,3,1,2,396,-6.3380
1999,3,1,3,384,-4.8787
1999,3,1,4,492,-2.2231
1999,3,1,5,776,-4.4540
1999,3,2,1,340,2.6401
1999,3,2,2,166,-0.4508
1999,3,2,3,174,-0.5037
1999,3,2,4,161,-3.3472
1999,3,2,5,141,-2.3373
1999,3,3,1,360,5.1233
1999,3,3,2,207,3.4813
1999,3,3,3,182,0.6239
1999,3,3,4,133,3.5486
1999,3,3,5,89,2.2128
1999,4,1,1,799,8.2951
1999,4,1,2,391,10.5271
1999,4,1,3,377,7.6556
1999,4,1,4,480,11.3891
1999,4,1,5,766,8.6096
1999,4,2,1,334,6.2906
1999,4,2,2,163,8.8228
1999,4,2,3,172,10.0403
1999,4,2,4,160,10.0880
1999,4,2,5,138,9.6772
1999,4,3,1,352,-0.2306
1999,4,3,2,206,7.9106
1999,4,3,3,181,13.1324
1999,4,3,4,131,6.2416
1999,4,3,5,89,2.8428
1999,5,1,1,788,2.8864
1999,5,1,2,382,5.8234
1999,5,1,3,369,4.6043
1999,5,1,4,475,5.2177
1999,5,1,5,753,4.2038
1999,5,2,1,334,2.6271
1999,5,2,2,161,1.5781
1999,5,2,3,172,3.2256
1999,5,2,4,156,3.6547
1999,5,2,5,138,3.7599
1999,5,3,1,350,-3.2190
1999,5,3,2,203,2.8769
1999,5,3,3,181,-0.8155
1999,5,3,4,130,-2.0432
1999,5,3,5,89,-3.3881
1999,6,1,1,776,9.6752
1999,6,1,2,373,8.9075
1999,6,1,3,366,7.3106
1999,6,1,4,468,5.1429
1999,6,1,5,745,5.1275
1999,6,2,1,332,7.3028
1999,6,2,2,160,6.0960
1999,6,2,3,173,7.1278
1999,6,2,4,156,3.6545
1999,6,2,5,136,6.3718
1999,6,3,1,348,6.5743
1999,6,3,2,203,5.7352
1999,6,3,3,180,1.8207
1999,6,3,4,129,5.0523
