year,month,rank_ME,rank_VHP,nstocks,ret_vw
1967,1,1,1,19,19.9568
1967,1,1,2,11,20.6761
1967,1,1,3,15,18.1794
1967,1,1,4,18,18.2556
1967,1,1,5,40,16.1421
1967,1,2,1,6,16.2413
1967,1,2,2,11,13.1751
1967,1,2,3,16,14.6253
1967,1,2,4,21,18.9038
1967,1,2,5,38,15.6793
1967,1,3,1,75,6.0682
1967,1,3,2,68,5.5309
1967,1,3,3,65,5.0644
1967,1,3,4,56,11.8380
1967,1,3,5,30,14.7767
1967,2,1,1,19,9.1450
1967,2,1,2,11,2.3012
1967,2,1,3,15,0.0003
1967,2,1,4,18,3.6736
1967,2,1,5,40,2.5536
1967,2,2,1,6,0.9567
1967,2,2,2,11,5.5159
1967,2,2,3,16,-0.6268
1967,2,2,4,21,4.2164
1967,2,2,5,38,1.4355
1967,2,3,1,75,3.4639
1967,2,3,2,68,-0.0996
1967,2,3,3,65,-0.4178
1967,2,3,4,56,-1.5601
1967,2,3,5,30,-1.3124
1967,3,1,1,19,5.9542
1967,3,1,2,11,9.3640
1967,3,1,3,15,12.0488
1967,3,1,4,18,5.8555
1967,3,1,5,40,6.3943
1967,3,2,1,6,8.4474
1967,3,2,2,11,3.8873
1967,3,2,3,16,7.4537
1967,3,2,4,21,4.9711
1967,3,2,5,38,5.1873
1967,3,3,1,75,3.2116
1967,3,3,2,68,3.3418
1967,3,3,3,65,3.9558
1967,3,3,4,56,4.8892
1967,3,3,5,30,7.8350
1967,4,1,1,19,6.4622
1967,4,1,2,11,10.6384
1967,4,1,3,15,-1.3815
1967,4,1,4,18,10.6777
1967,4,1,5,40,5.3525
1967,4,2,1,6,0.4205
1967,4,2,2,11,0.1953
1967,4,2,3,16,-2.1403
1967,4,2,4,21,5.8930
1967,4,2,5,38,5.2571
1967,4,3,1,75,5.8436
1967,4,3,2,68,0.4602
1967,4,3,3,65,2.0967
1967,4,3,4,56,6.9577
1967,4,3,5,30,4.7297
1967,5,1,1,19,1.5219
1967,5,1,2,11,-2.8594
1967,5,1,3,15,1.4556
1967,5,1,4,18,-2.0312
1967,5,1,5,40,-0.3941
1967,5,2,1,6,-1.1189
1967,5,2,2,11,-4.6020
1967,5,2,3,16,1.1357
1967,5,2,4,21,-5.6168
1967,5,2,5,38,-1.9930
1967,5,3,1,75,-5.3521
1967,5,3,2,68,-5.3920
1967,5,3,3,65,-4.0481
1967,5,3,4,56,-4.9944
1967,5,3,5,30,-4.0368
1967,6,1,1,19,8.5648
1967,6,1,2,11,18.6074
1967,6,1,3,15,9.4984
1967,6,1,4,18,13.8633
1967,6,1,5,40,12.6163
1967,6,2,1,6,8.1235
1967,6,2,2,11,6.7022
1967,6,2,3,16,7.1797
1967,6,2,4,21,4.3329
1967,6,2,5,38,9.9486
1967,6,3,1,74,2.5915
1967,6,3,2,68,1.5811
1967,6,3,3,65,-0.6356
1967,6,3,4,56,1.4424
1967,6,3,5,30,2.7433
1967,7,1,1,16,14.5183
1967,7,1,2,13,6.2011
1967,7,1,3,22,7.5954
1967,7,1,4,34,8.5676
1967,7,1,5,72,12.0179
1967,7,2,1,13,8.4366
1967,7,2,2,9,2.1050
1967,7,2,3,28,6.6080
1967,7,2,4,31,10.5138
1967,7,2,5,42,7.5234
1967,7,3,1,88,4.1292
1967,7,3,2,87,-0.4889
1967,7,3,3,71,5.9168
1967,7,3,4,59,8.0202
1967,7,3,5,41,6.8484
1967,8,1,1,16,-0.6551
1967,8,1,2,13,-1.6599
1967,8,1,3,22,-1.3252
1967,8,1,4,34,4.2852
1967,8,1,5,72,-0.9482
1967,8,2,1,13,-3.9535
1967,8,2,2,9,0.0386
1967,8,2,3,28,-0.2659
1967,8,2,4,31,-0.2637
1967,8,2,5,42,0.8706
1967,8,3,1,88,-1.0790
1967,8,3,2,87,-0.1881
1967,8,3,3,70,-1.3079
1967,8,3,4,59,-1.4997
1967,8,3,5,41,0.1440
1967,9,1,1,16,2.0883
1967,9,1,2,13,5.7282
1967,9,1,3,22,7.9682
1967,9,1,4,34,8.3213
1967,9,1,5,72,10.0228
1967,9,2,1,13,1.6070
1967,9,2,2,9,-0.4851
1967,9,2,3,28,2.4438
1967,9,2,4,31,6.5646
1967,9,2,5,42,4.2328
1967,9,3,1,88,3.6896
1967,9,3,2,87,2.7412
1967,9,3,3,70,4.6533
1967,9,3,4,59,3.3149
1967,9,3,5,41,3.0584
1967,10,1,1,16,-3.1708
1967,10,1,2,13,-3.6782
1967,10,1,3,22,-3.6905
1967,10,1,4,34,-1.0154
1967,10,1,5,72,-3.0302
1967,10,2,1,13,-3.6268
1967,10,2,2,9,-1.6862
1967,10,2,3,28,-4.3012
1967,10,2,4,31,-4.1281
1967,10,2,5,42,-4.1617
1967,10,3,1,88,-0.2434
1967,10,3,2,88,-3.5150
1967,10,3,3,70,-3.3526
1967,10,3,4,59,-4.9670
1967,10,3,5,41,-5.3201
1967,11,1,1,16,-1.6839
1967,11,1,2,13,-2.5473
1967,11,1,3,22,-1.8337
1967,11,1,4,34,2.8107
1967,11,1,5,72,0.2572
1967,11,2,1,13,4.3971
1967,11,2,2,9,3.1819
1967,11,2,3,28,0.6034
1967,11,2,4,31,-2.1381
1967,11,2,5,42,0.1461
1967,11,3,1,88,2.7236
1967,11,3,2,88,-0.4447
1967,11,3,3,70,-0.2563
1967,11,3,4,59,-1.5735
1967,11,3,5,41,1.0570
1967,12,1,1,16,13.7804
1967,12,1,2,13,11.3813
1967,12,1,3,22,6.1501
1967,12,1,4,33,8.0005
1967,12,1,5,72,9.4612
1967,12,2,1,13,15.7351
1967,12,2,2,9,1.7510
1967,12,2,3,28,5.2652
1967,12,2,4,31,5.9826
1967,12,2,5,42,4.9768
1967,12,3,1,88,1.5634
1967,12,3,2,88,1.8560
1967,12,3,3,70,4.2696
1967,12,3,4,59,4.3870
1967,12,3,5,41,2.5598
1968,1,1,1,16,5.1476
1968,1,1,2,13,2.5318
1968,1,1,3,22,1.0631
1968,1,1,4,33,-0.0274
1968,1,1,5,71,4.4661
1968,1,2,1,13,-2.0130
1968,1,2,2,9,3.9354
1968,1,2,3,28,0.3284
1968,1,2,4,31,0.3704
1968,1,2,5,42,1.2625
1968,1,3,1,88,-6.6822
1968,1,3,2,88,-1.5077
1968,1,3,3,70,-3.2314
1968,1,3,4,59,-3.9768
1968,1,3,5,41,-4.1176
1968,2,1,1,16,-9.0371
1968,2,1,2,13,-6.1196
1968,2,1,3,22,-8.1243
1968,2,1,4,33,-5.0889
1968,2,1,5,71,-7.0218
1968,2,2,1,13,1.1197
1968,2,2,2,9,-2.9755
1968,2,2,3,28,-2.3653
1968,2,2,4,31,-4.4742
1968,2,2,5,41,-3.9311
1968,2,3,1,88,-2.8872
1968,2,3,2,87,-2.0040
1968,2,3,3,70,-1.5455
1968,2,3,4,59,-3.1011
1968,2,3,5,41,-4.7263
1968,3,1,1,16,-4.3392
1968,3,1,2,13,-4.8141
1968,3,1,3,22,-0.6048
1968,3,1,4,33,-1.6186
1968,3,1,5,72,-0.8016
1968,3,2,1,13,-7.4601
1968,3,2,2,9,-0.6442
1968,3,2,3,28,-1.7060
1968,3,2,4,31,-1.6186
1968,3,2,5,41,-0.5598
1968,3,3,1,88,2.2335
1968,3,3,2,87,-1.0009
1968,3,3,3,70,-1.2182
1968,3,3,4,59,-1.0688
1968,3,3,5,41,-0.7653
1968,4,1,1,16,24.9434
1968,4,1,2,13,9.7645
1968,4,1,3,22,12.2059
1968,4,1,4,33,19.2667
1968,4,1,5,72,18.2234
1968,4,2,1,13,10.3309
1968,4,2,2,9,8.7037
1968,4,2,3,28,14.7737
1968,4,2,4,31,13.0340
1968,4,2,5,41,11.5410
1968,4,3,1,88,10.4270
1968,4,3,2,87,5.4145
1968,4,3,3,70,5.6557
1968,4,3,4,59,9.7293
1968,4,3,5,41,11.2421
1968,5,1,1,16,18.0242
1968,5,1,2,13,10.3124
1968,5,1,3,22,10.0954
1968,5,1,4,33,7.9401
1968,5,1,5,72,11.6982
1968,5,2,1,13,9.7202
1968,5,2,2,9,7.6925
1968,5,2,3,28,5.2671
1968,5,2,4,31,7.6797
1968,5,2,5,41,7.4267
1968,5,3,1,88,2.5957
1968,5,3,2,87,-0.1321
1968,5,3,3,70,1.1194
1968,5,3,4,59,0.6978
1968,5,3,5,41,3.5309
1968,6,1,1,16,-5.9030
1968,6,1,2,13,6.7729
1968,6,1,3,22,3.1456
1968,6,1,4,33,3.2324
1968,6,1,5,72,1.2851
1968,6,2,1,13,-1.3253
1968,6,2,2,9,4.5502
1968,6,2,3,28,4.7584
1968,6,2,4,31,-0.6008
1968,6,2,5,41,1.5565
1968,6,3,1,88,-0.0957
1968,6,3,2,87,2.7495
1968,6,3,3,70,1.4376
1968,6,3,4,59,1.6632
1968,6,3,5,41,-0.7047
1968,7,1,1,110,-4.5230
1968,7,1,2,54,-4.7260
1968,7,1,3,51,-2.8231
1968,7,1,4,34,-3.4491
1968,7,1,5,103,-3.0184
1968,7,2,1,43,-7.4552
1968,7,2,2,40,-3.2566
1968,7,2,3,37,-3.2743
1968,7,2,4,45,-1.1741
1968,7,2,5,55,-2.0138
1968,7,3,1,112,-5.2088
1968,7,3,2,101,-2.5956
1968,7,3,3,98,-1.3492
1968,7,3,4,85,3.0647
1968,7,3,5,62,-0.3636
1968,8,1,1,110,4.1938
1968,8,1,2,54,3.5321
1968,8,1,3,51,4.7773
1968,8,1,4,34,4.8526
1968,8,1,5,103,4.4038
1968,8,2,1,43,2.1963
1968,8,2,2,40,2.6681
1968,8,2,3,37,3.3296
1968,8,2,4,45,4.0851
1968,8,2,5,55,4.1791
1968,8,3,1,111,1.0009
1968,8,3,2,101,2.5954
1968,8,3,3,98,1.5772
1968,8,3,4,85,1.2086
1968,8,3,5,62,0.9838
1968,9,1,1,110,9.6343
1968,9,1,2,54,7.8287
1968,9,1,3,51,5.2019
1968,9,1,4,34,6.2465
1968,9,1,5,103,5.8942
1968,9,2,1,43,7.4927
1968,9,2,2,40,7.4546
1968,9,2,3,37,7.6023
1968,9,2,4,44,4.0964
1968,9,2,5,55,5.5307
1968,9,3,1,111,2.3840
1968,9,3,2,101,4.0253
1968,9,3,3,98,5.2056
1968,9,3,4,85,3.1974
1968,9,3,5,62,6.8460
1968,10,1,1,110,-2.5740
1968,10,1,2,54,2.5147
1968,10,1,3,51,2.3149
1968,10,1,4,34,0.3977
1968,10,1,5,103,1.8082
1968,10,2,1,43,-2.6210
1968,10,2,2,40,0.7800
1968,10,2,3,37,-0.4454
1968,10,2,4,44,4.4883
1968,10,2,5,55,2.6563
1968,10,3,1,111,-2.0434
1968,10,3,2,101,0.5342
1968,10,3,3,98,2.9682
1968,10,3,4,85,2.4153
1968,10,3,5,62,2.8559
1968,11,1,1,110,7.6700
1968,11,1,2,54,8.7968
1968,11,1,3,51,7.9653
1968,11,1,4,34,5.6474
1968,11,1,5,103,8.0828
1968,11,2,1,43,8.3872
1968,11,2,2,40,9.2520
1968,11,2,3,37,8.2964
1968,11,2,4,45,7.1016
1968,11,2,5,55,8.3946
1968,11,3,1,111,6.3102
1968,11,3,2,101,6.3792
1968,11,3,3,98,3.2462
1968,11,3,4,85,5.8404
1968,11,3,5,62,6.3323
1968,12,1,1,110,2.5488
1968,12,1,2,54,0.2574
1968,12,1,3,51,0.1769
1968,12,1,4,34,-1.4025
1968,12,1,5,103,2.5738
1968,12,2,1,43,0.7178
1968,12,2,2,40,-1.7657
1968,12,2,3,37,0.3343
1968,12,2,4,45,-2.5131
1968,12,2,5,55,-1.4309
1968,12,3,1,111,-5.2208
1968,12,3,2,101,-4.7352
1968,12,3,3,98,-2.9112
1968,12,3,4,85,-4.1244
1968,12,3,5,62,-0.8978
1969,1,1,1,110,-1.2062
1969,1,1,2,54,1.1110
1969,1,1,3,51,-2.3603
1969,1,1,4,34,-1.5851
1969,1,1,5,103,-2.4931
1969,1,2,1,43,-2.7213
1969,1,2,2,40,-1.4610
1969,1,2,3,37,-1.1013
1969,1,2,4,45,-0.5782
1969,1,2,5,55,0.2932
1969,1,3,1,111,-1.7829
1969,1,3,2,101,-0.6030
1969,1,3,3,98,-0.2873
1969,1,3,4,85,0.1772
1969,1,3,5,62,-0.3781
1969,2,1,1,110,-13.0505
1969,2,1,2,54,-11.9321
1969,2,1,3,51,-7.6791
1969,2,1,4,34,-7.1300
1969,2,1,5,103,-7.7106
1969,2,2,1,43,-10.8985
1969,2,2,2,40,-8.5305
1969,2,2,3,37,-9.4391
1969,2,2,4,45,-5.7257
1969,2,2,5,55,-6.9992
1969,2,3,1,111,-3.9485
1969,2,3,2,101,-4.9906
1969,2,3,3,98,-4.2292
1969,2,3,4,85,-4.2792
1969,2,3,5,62,-6.8824
1969,3,1,1,110,1.8747
1969,3,1,2,54,3.1292
1969,3,1,3,51,2.4207
1969,3,1,4,34,0.5348
1969,3,1,5,103,2.5731
1969,3,2,1,42,3.1816
1969,3,2,2,40,3.7219
1969,3,2,3,37,0.9419
1969,3,2,4,45,1.9706
1969,3,2,5,55,3.2833
1969,3,3,1,111,4.4284
1969,3,3,2,101,2.0535
1969,3,3,3,98,3.2767
1969,3,3,4,85,2.9643
1969,3,3,5,62,3.6606
1969,4,1,1,108,-1.2652
1969,4,1,2,54,-2.7572
1969,4,1,3,51,0.2904
1969,4,1,4,34,1.2478
1969,4,1,5,103,0.6804
1969,4,2,1,42,0.3889
1969,4,2,2,39,3.5798
1969,4,2,3,37,2.7190
1969,4,2,4,45,1.1781
1969,4,2,5,55,1.6286
1969,4,3,1,111,3.8561
1969,4,3,2,100,2.0521
1969,4,3,3,98,0.3359
1969,4,3,4,85,2.4344
1969,4,3,5,61,-0.2572
1969,5,1,1,108,1.7737
1969,5,1,2,54,1.7829
1969,5,1,3,51,-2.2977
1969,5,1,4,34,0.4005
1969,5,1,5,103,0.1335
1969,5,2,1,43,0.8987
1969,5,2,2,39,-1.0918
1969,5,2,3,37,-0.5655
1969,5,2,4,45,1.0390
1969,5,2,5,55,1.1386
1969,5,3,1,111,-0.6674
1969,5,3,2,100,-0.9012
1969,5,3,3,98,0.4749
1969,5,3,4,85,2.1010
1969,5,3,5,60,1.9338
1969,6,1,1,109,-14.7637
1969,6,1,2,54,-14.3587
1969,6,1,3,51,-13.7002
1969,6,1,4,34,-11.3921
1969,6,1,5,103,-12.0538
1969,6,2,1,43,-11.6431
1969,6,2,2,40,-10.7704
1969,6,2,3,37,-11.4254
1969,6,2,4,45,-8.3800
1969,6,2,5,55,-9.5342
1969,6,3,1,111,-1.9448
1969,6,3,2,100,-7.6347
1969,6,3,3,98,-7.4240
1969,6,3,4,85,-6.9857
1969,6,3,5,61,-8.1532
1969,7,1,1,166,-11.7843
1969,7,1,2,67,-10.9775
1969,7,1,3,54,-10.5187
1969,7,1,4,66,-9.4646
1969,7,1,5,100,-10.2549
1969,7,2,1,68,-11.7369
1969,7,2,2,57,-10.1834
1969,7,2,3,48,-7.9152
1969,7,2,4,48,-8.3359
1969,7,2,5,54,-5.4876
1969,7,3,1,111,-3.9383
1969,7,3,2,94,-6.7849
1969,7,3,3,107,-4.9115
1969,7,3,4,98,-5.2035
1969,7,3,5,95,-8.4687
1969,8,1,1,166,3.0220
1969,8,1,2,67,5.2511
1969,8,1,3,54,3.6970
1969,8,1,4,66,3.6152
1969,8,1,5,100,4.0584
1969,8,2,1,68,8.0636
1969,8,2,2,57,9.3782
1969,8,2,3,48,4.0989
1969,8,2,4,48,3.2151
1969,8,2,5,54,3.9483
1969,8,3,1,111,7.5843
1969,8,3,2,94,5.2073
1969,8,3,3,107,3.9409
1969,8,3,4,98,1.8501
1969,8,3,5,95,3.7043
1969,9,1,1,166,-3.1019
1969,9,1,2,67,-4.1495
1969,9,1,3,54,-2.8974
1969,9,1,4,66,-5.7038
1969,9,1,5,100,-2.8696
1969,9,2,1,68,1.7585
1969,9,2,2,57,-1.9412
1969,9,2,3,48,-1.4645
1969,9,2,4,48,-1.0301
1969,9,2,5,54,-0.4664
1969,9,3,1,110,-0.2590
1969,9,3,2,94,-1.8759
1969,9,3,3,107,-2.8388
1969,9,3,4,98,-4.6556
1969,9,3,5,95,-4.4010
1969,10,1,1,166,13.7909
1969,10,1,2,67,10.8633
1969,10,1,3,54,7.3576
1969,10,1,4,65,9.0846
1969,10,1,5,100,6.9155
1969,10,2,1,68,7.6683
1969,10,2,2,57,6.2250
1969,10,2,3,48,8.5503
1969,10,2,4,48,8.0231
1969,10,2,5,54,7.4537
1969,10,3,1,110,6.0408
1969,10,3,2,94,4.7464
1969,10,3,3,107,7.6577
1969,10,3,4,98,4.3525
1969,10,3,5,95,2.4440
1969,11,1,1,166,-7.9244
1969,11,1,2,67,-6.9869
1969,11,1,3,54,-5.7267
1969,11,1,4,65,-4.1943
1969,11,1,5,100,-6.1491
1969,11,2,1,68,-4.4157
1969,11,2,2,57,-6.8244
1969,11,2,3,48,-4.8911
1969,11,2,4,48,-3.6481
1969,11,2,5,54,-2.9946
1969,11,3,1,111,-1.4330
1969,11,3,2,94,-3.2556
1969,11,3,3,107,-4.1449
1969,11,3,4,98,-2.1697
1969,11,3,5,95,-4.1736
1969,12,1,1,166,-7.3587
1969,12,1,2,67,-7.2839
1969,12,1,3,54,-10.1688
1969,12,1,4,66,-5.7426
1969,12,1,5,100,-6.0546
1969,12,2,1,68,-4.5414
1969,12,2,2,57,-3.4731
1969,12,2,3,48,-3.5892
1969,12,2,4,48,-3.2109
1969,12,2,5,54,-4.7508
1969,12,3,1,111,1.1834
1969,12,3,2,94,-1.8230
1969,12,3,3,107,-2.0362
1969,12,3,4,98,-4.0694
1969,12,3,5,95,-2.1422
1970,1,1,1,166,-3.8682
1970,1,1,2,67,-4.3543
1970,1,1,3,54,-3.6335
1970,1,1,4,66,-2.1144
1970,1,1,5,100,-4.3650
1970,1,2,1,68,-6.9431
1970,1,2,2,57,-7.8978
1970,1,2,3,48,-5.0424
1970,1,2,4,48,-3.8210
1970,1,2,5,54,-2.5086
1970,1,3,1,110,-8.5922
1970,1,3,2,94,-7.7611
1970,1,3,3,107,-6.2101
1970,1,3,4,98,-5.5232
1970,1,3,5,95,-9.7545
1970,2,1,1,166,2.7088
1970,2,1,2,67,5.5816
1970,2,1,3,54,4.9236
1970,2,1,4,66,4.0101
1970,2,1,5,100,1.8307
1970,2,2,1,68,3.5166
1970,2,2,2,57,4.1451
1970,2,2,3,48,5.4587
1970,2,2,4,48,5.5990
1970,2,2,5,54,5.5352
1970,2,3,1,110,3.2798
1970,2,3,2,94,6.6611
1970,2,3,3,107,6.8268
1970,2,3,4,98,7.8123
1970,2,3,5,95,6.9241
1970,3,1,1,166,-6.2854
1970,3,1,2,67,-4.3783
1970,3,1,3,54,-1.3038
1970,3,1,4,66,-0.7512
1970,3,1,5,100,-0.1003
1970,3,2,1,68,-5.8445
1970,3,2,2,57,-2.7398
1970,3,2,3,48,0.0643
1970,3,2,4,48,0.8340
1970,3,2,5,54,0.9180
1970,3,3,1,111,-2.8683
1970,3,3,2,94,0.8243
1970,3,3,3,107,0.1925
1970,3,3,4,98,2.1197
1970,3,3,5,95,2.1527
1970,4,1,1,166,-22.7059
1970,4,1,2,67,-17.9245
1970,4,1,3,54,-13.1980
1970,4,1,4,66,-13.2379
1970,4,1,5,100,-11.9683
1970,4,2,1,68,-21.0594
1970,4,2,2,57,-16.1086
1970,4,2,3,48,-11.6266
1970,4,2,4,48,-11.3550
1970,4,2,5,54,-10.0162
1970,4,3,1,111,-10.8137
1970,4,3,2,94,-8.9064
1970,4,3,3,107,-10.4734
1970,4,3,4,98,-8.0198
1970,4,3,5,95,-7.7958
1970,5,1,1,166,-9.3823
1970,5,1,2,67,-8.4048
1970,5,1,3,54,-10.7255
1970,5,1,4,66,-8.3498
1970,5,1,5,100,-8.7222
1970,5,2,1,67,-11.3097
1970,5,2,2,57,-12.0365
1970,5,2,3,48,-10.1075
1970,5,2,4,48,-6.0705
1970,5,2,5,54,-9.1937
1970,5,3,1,111,-8.4385
1970,5,3,2,94,-5.7364
1970,5,3,3,107,-6.6685
1970,5,3,4,98,-5.0635
1970,5,3,5,95,-1.5061
1970,6,1,1,165,-10.6162
1970,6,1,2,67,-9.4655
1970,6,1,3,54,-9.4332
1970,6,1,4,66,-6.3770
1970,6,1,5,100,-6.1370
1970,6,2,1,67,-9.4459
1970,6,2,2,57,-8.4192
1970,6,2,3,48,-5.7384
1970,6,2,4,48,-5.4665
1970,6,2,5,54,-3.4603
1970,6,3,1,111,-7.1371
1970,6,3,2,94,-2.4423
1970,6,3,3,107,-4.0506
1970,6,3,4,98,-6.9101
1970,6,3,5,95,-3.2815
1970,7,1,1,141,3.6381
1970,7,1,2,95,8.8144
1970,7,1,3,67,5.4522
1970,7,1,4,77,3.5259
1970,7,1,5,150,5.5064
1970,7,2,1,59,6.8092
1970,7,2,2,58,11.3201
1970,7,2,3,55,8.0360
1970,7,2,4,57,7.9303
1970,7,2,5,63,7.1319
1970,7,3,1,125,4.1660
1970,7,3,2,105,9.2468
1970,7,3,3,107,9.7840
1970,7,3,4,98,9.3364
1970,7,3,5,79,8.0908
1970,8,1,1,140,7.0217
1970,8,1,2,95,4.4186
1970,8,1,3,67,6.3990
1970,8,1,4,77,8.9310
1970,8,1,5,150,5.4918
1970,8,2,1,59,7.2201
1970,8,2,2,58,6.5997
1970,8,2,3,55,5.6960
1970,8,2,4,57,6.4884
1970,8,2,5,63,7.5656
1970,8,3,1,125,3.9900
1970,8,3,2,105,4.4952
1970,8,3,3,107,4.2170
1970,8,3,4,98,6.7896
1970,8,3,5,79,5.4893
1970,9,1,1,140,20.2931
1970,9,1,2,95,15.6990
1970,9,1,3,67,12.8660
1970,9,1,4,77,11.4002
1970,9,1,5,150,13.4448
1970,9,2,1,59,16.4188
1970,9,2,2,58,12.9246
1970,9,2,3,55,8.5167
1970,9,2,4,57,8.7541
1970,9,2,5,63,9.4931
1970,9,3,1,125,7.2981
1970,9,3,2,104,3.1859
1970,9,3,3,107,-0.1711
1970,9,3,4,98,1.0219
1970,9,3,5,79,4.1319
1970,10,1,1,141,-11.4746
1970,10,1,2,95,-6.9151
1970,10,1,3,67,-8.7364
1970,10,1,4,77,-8.1297
1970,10,1,5,150,-5.2635
1970,10,2,1,59,-7.0534
1970,10,2,2,58,-4.2304
1970,10,2,3,55,-3.4032
1970,10,2,4,57,-4.0994
1970,10,2,5,63,-4.3420
1970,10,3,1,125,-0.0637
1970,10,3,2,104,-1.4109
1970,10,3,3,107,-3.1248
1970,10,3,4,98,0.5732
1970,10,3,5,79,-2.3707
1970,11,1,1,141,-5.7690
1970,11,1,2,95,-0.4323
1970,11,1,3,67,0.7627
1970,11,1,4,77,-0.1258
1970,11,1,5,150,0.8158
1970,11,2,1,59,1.2589
1970,11,2,2,58,1.5202
1970,11,2,3,55,5.2604
1970,11,2,4,57,3.5812
1970,11,2,5,63,4.2563
1970,11,3,1,125,4.9787
1970,11,3,2,104,4.8182
1970,11,3,3,107,6.4619
1970,11,3,4,98,6.4130
1970,11,3,5,79,4.5281
1970,12,1,1,141,5.3186
1970,12,1,2,95,12.0706
1970,12,1,3,67,12.2208
1970,12,1,4,77,10.8877
1970,12,1,5,150,12.1449
1970,12,2,1,59,5.9437
1970,12,2,2,58,7.5372
1970,12,2,3,55,9.9940
1970,12,2,4,57,10.3121
1970,12,2,5,63,8.8523
1970,12,3,1,125,4.4836
1970,12,3,2,104,7.1647
1970,12,3,3,107,8.1793
1970,12,3,4,98,5.2156
1970,12,3,5,79,7.3488
1971,1,1,1,140,18.9191
1971,1,1,2,95,13.8399
1971,1,1,3,67,12.0035
1971,1,1,4,77,13.3458
1971,1,1,5,150,13.3806
1971,1,2,1,59,10.5468
1971,1,2,2,58,10.8121
1971,1,2,3,55,8.7381
1971,1,2,4,57,8.8219
1971,1,2,5,63,11.6014
1971,1,3,1,125,4.2318
1971,1,3,2,104,5.1861
1971,1,3,3,107,6.9264
1971,1,3,4,98,1.1794
1971,1,3,5,79,4.4248
1971,2,1,1,140,4.5718
1971,2,1,2,95,2.6514
1971,2,1,3,67,5.6743
1971,2,1,4,77,4.5296
1971,2,1,5,150,4.4770
1971,2,2,1,59,3.0764
1971,2,2,2,58,2.5813
1971,2,2,3,55,2.3082
1971,2,2,4,57,1.8756
1971,2,2,5,63,3.3450
1971,2,3,1,125,2.2796
1971,2,3,2,104,1.7435
1971,2,3,3,107,-2.0385
1971,2,3,4,98,2.5645
1971,2,3,5,79,2.4982
1971,3,1,1,140,5.4101
1971,3,1,2,95,8.4794
1971,3,1,3,67,6.9839
1971,3,1,4,77,4.9255
1971,3,1,5,150,6.0204
1971,3,2,1,58,8.4057
1971,3,2,2,58,9.1481
1971,3,2,3,55,6.9895
1971,3,2,4,57,3.8561
1971,3,2,5,63,3.5450
1971,3,3,1,125,5.9828
1971,3,3,2,104,4.2716
1971,3,3,3,107,2.2425
1971,3,3,4,98,2.5128
1971,3,3,5,79,4.0541
1971,4,1,1,140,1.9326
1971,4,1,2,95,4.1988
1971,4,1,3,67,1.8249
1971,4,1,4,77,2.4872
1971,4,1,5,150,1.3827
1971,4,2,1,58,5.0898
1971,4,2,2,58,2.4322
1971,4,2,3,55,3.6922
1971,4,2,4,57,3.1145
1971,4,2,5,63,3.4894
1971,4,3,1,125,3.6770
1971,4,3,2,104,3.5691
1971,4,3,3,107,1.8972
1971,4,3,4,98,4.2582
1971,4,3,5,79,4.8486
1971,5,1,1,140,-5.5560
1971,5,1,2,95,-7.6471
1971,5,1,3,67,-4.2773
1971,5,1,4,77,-6.6940
1971,5,1,5,150,-6.3217
1971,5,2,1,59,-2.3981
1971,5,2,2,58,-3.7485
1971,5,2,3,55,-5.2843
1971,5,2,4,57,-4.7984
1971,5,2,5,63,-4.4386
1971,5,3,1,125,-2.7813
1971,5,3,2,104,-2.7050
1971,5,3,3,107,-3.9239
1971,5,3,4,98,-4.4031
1971,5,3,5,79,-5.0672
1971,6,1,1,139,-3.0745
1971,6,1,2,95,-1.8926
1971,6,1,3,67,1.4483
1971,6,1,4,77,-3.5676
1971,6,1,5,150,-1.3757
1971,6,2,1,58,0.0209
1971,6,2,2,58,0.4827
1971,6,2,3,55,0.4813
1971,6,2,4,57,-1.0962
1971,6,2,5,63,-3.1506
1971,6,3,1,125,1.1999
1971,6,3,2,104,0.8253
1971,6,3,3,107,1.1655
1971,6,3,4,98,-0.8080
1971,6,3,5,79,0.0938
1971,7,1,1,119,-8.8493
1971,7,1,2,71,-8.3168
1971,7,1,3,78,-5.5428
1971,7,1,4,81,-6.1572
1971,7,1,5,200,-5.1387
1971,7,2,1,68,-5.9968
1971,7,2,2,39,-4.3978
1971,7,2,3,63,-4.7143
1971,7,2,4,67,-3.3642
1971,7,2,5,86,-3.9109
1971,7,3,1,128,-5.0104
1971,7,3,2,140,-3.2746
1971,7,3,3,111,-4.0021
1971,7,3,4,93,-2.9358
1971,7,3,5,58,-5.0691
1971,8,1,1,119,1.4891
1971,8,1,2,71,3.1157
1971,8,1,3,78,4.9853
1971,8,1,4,81,3.3527
1971,8,1,5,200,5.6274
1971,8,2,1,68,3.2372
1971,8,2,2,39,4.2815
1971,8,2,3,63,5.2151
1971,8,2,4,67,2.9067
1971,8,2,5,86,5.0205
1971,8,3,1,128,6.0237
1971,8,3,2,140,4.4137
1971,8,3,3,111,3.5389
1971,8,3,4,92,-0.6561
1971,8,3,5,58,3.0096
1971,9,1,1,119,-2.6958
1971,9,1,2,71,1.1693
1971,9,1,3,78,-0.7542
1971,9,1,4,81,1.3766
1971,9,1,5,200,0.2215
1971,9,2,1,68,-0.7230
1971,9,2,2,39,0.2886
1971,9,2,3,63,-0.5628
1971,9,2,4,67,-0.9678
1971,9,2,5,85,-1.2733
