year,month,rank_ME,rank_SPq_1,nstocks,ret_vw
1968,12,1,3,134,0.8650
1968,12,1,4,138,0.4771
1968,12,1,5,176,0.9814
1968,12,2,1,81,-0.0529
1968,12,2,2,71,-1.4052
1968,12,2,3,61,-1.8697
1968,12,2,4,67,-1.6184
1968,12,2,5,67,-0.3855
1968,12,3,1,155,-4.6868
1968,12,3,2,111,-3.8602
1968,12,3,3,109,-4.1662
1968,12,3,4,85,-1.4866
1968,12,3,5,63,-3.3571
1969,1,1,1,92,-1.6420
1969,1,1,2,90,-3.0704
1969,1,1,3,148,-1.4945
1969,1,1,4,134,0.4394
1969,1,1,5,169,-0.5822
1969,1,2,1,83,-0.8508
1969,1,2,2,68,-1.4150
1969,1,2,3,55,-1.4109
1969,1,2,4,71,-0.9516
1969,1,2,5,66,-1.0333
1969,1,3,1,150,-0.9051
1969,1,3,2,115,-1.4639
1969,1,3,3,115,-0.8287
1969,1,3,4,85,-1.1879
1969,1,3,5,63,0.0009
1969,2,1,1,85,-11.2083
1969,2,1,2,106,-10.3763
1969,2,1,3,129,-9.7809
1969,2,1,4,130,-8.5352
1969,2,1,5,170,-7.3991
1969,2,2,1,87,-8.7228
1969,2,2,2,62,-8.1361
1969,2,2,3,63,-8.5757
1969,2,2,4,66,-7.1275
1969,2,2,5,70,-8.6666
1969,2,3,1,150,-3.5726
1969,2,3,2,122,-4.9489
1969,2,3,3,105,-4.8611
1969,2,3,4,92,-6.5314
1969,2,3,5,56,-5.8397
1969,3,1,1,79,2.6833
1969,3,1,2,96,1.4863
1969,3,1,3,135,1.6518
1969,3,1,4,151,3.1962
1969,3,1,5,175,2.0679
1969,3,2,1,79,3.2031
1969,3,2,2,61,1.2586
1969,3,2,3,67,2.9722
1969,3,2,4,59,2.5860
1969,3,2,5,77,3.3441
1969,3,3,1,154,2.6917
1969,3,3,2,112,4.5242
1969,3,3,3,110,5.0144
1969,3,3,4,94,1.9739
1969,3,3,5,53,0.7582
1969,4,1,1,83,-0.5421
1969,4,1,2,91,1.2898
1969,4,1,3,139,-1.2231
1969,4,1,4,144,-1.0994
1969,4,1,5,181,-2.2786
1969,4,2,1,80,-0.0925
1969,4,2,2,65,3.9605
1969,4,2,3,67,0.2091
1969,4,2,4,65,-1.7683
1969,4,2,5,70,1.5530
1969,4,3,1,157,3.7169
1969,4,3,2,116,1.7882
1969,4,3,3,105,1.3087
1969,4,3,4,89,1.0289
1969,4,3,5,57,0.2444
1969,5,1,1,86,0.4700
1969,5,1,2,87,2.6623
1969,5,1,3,140,0.9096
1969,5,1,4,154,0.8564
1969,5,1,5,214,0.1521
1969,5,2,1,81,-0.2529
1969,5,2,2,81,-0.5010
1969,5,2,3,71,-1.4088
1969,5,2,4,66,-0.6056
1969,5,2,5,67,-1.1454
1969,5,3,1,162,0.3117
1969,5,3,2,119,1.9924
1969,5,3,3,113,-0.1752
1969,5,3,4,84,0.9492
1969,5,3,5,67,-2.1783
1969,6,1,1,87,-14.8875
1969,6,1,2,89,-12.1323
1969,6,1,3,133,-13.3182
1969,6,1,4,162,-13.6923
1969,6,1,5,199,-12.0523
1969,6,2,1,79,-10.3266
1969,6,2,2,83,-10.1951
1969,6,2,3,66,-12.4071
1969,6,2,4,67,-10.8265
1969,6,2,5,67,-12.0463
1969,6,3,1,162,-3.1197
1969,6,3,2,123,-7.0963
1969,6,3,3,115,-7.2445
1969,6,3,4,82,-7.8583
1969,6,3,5,70,-8.0907
1969,7,1,1,85,-11.9932
1969,7,1,2,86,-12.0799
1969,7,1,3,140,-10.6077
1969,7,1,4,162,-12.3860
1969,7,1,5,209,-10.3736
1969,7,2,1,74,-8.3689
1969,7,2,2,82,-8.4838
1969,7,2,3,65,-9.8041
1969,7,2,4,71,-8.8513
1969,7,2,5,64,-8.1219
1969,7,3,1,169,-4.0816
1969,7,3,2,122,-7.1347
1969,7,3,3,115,-6.7721
1969,7,3,4,83,-6.7515
1969,7,3,5,65,-9.2560
1969,8,1,1,73,5.3675
1969,8,1,2,91,5.5092
1969,8,1,3,147,5.8542
1969,8,1,4,155,2.3282
1969,8,1,5,190,4.0966
1969,8,2,1,73,8.1899
1969,8,2,2,73,6.4107
1969,8,2,3,62,5.9334
1969,8,2,4,72,6.0153
1969,8,2,5,67,5.0956
1969,8,3,1,159,5.2114
1969,8,3,2,135,4.6918
1969,8,3,3,107,3.7707
1969,8,3,4,75,4.5115
1969,8,3,5,56,5.5085
1969,9,1,1,74,-0.5631
1969,9,1,2,90,-2.5566
1969,9,1,3,139,-3.3023
1969,9,1,4,155,-4.3865
1969,9,1,5,206,-4.6276
1969,9,2,1,79,1.4085
1969,9,2,2,75,-0.2137
1969,9,2,3,65,-0.6686
1969,9,2,4,69,-2.2782
1969,9,2,5,73,-1.4695
1969,9,3,1,158,-2.4766
1969,9,3,2,139,-2.7748
1969,9,3,3,103,-1.9809
1969,9,3,4,79,-2.6867
1969,9,3,5,53,-4.0976
1969,10,1,1,69,9.8210
1969,10,1,2,80,12.1935
1969,10,1,3,141,11.0513
1969,10,1,4,155,11.4743
1969,10,1,5,224,9.6223
1969,10,2,1,77,8.8490
1969,10,2,2,78,7.5341
1969,10,2,3,65,6.6733
1969,10,2,4,77,8.0877
1969,10,2,5,68,6.0559
1969,10,3,1,165,5.8014
1969,10,3,2,139,3.2641
1969,10,3,3,104,4.9455
1969,10,3,4,78,7.2763
1969,10,3,5,49,7.8678
1969,11,1,1,74,-5.7137
1969,11,1,2,92,-6.5393
1969,11,1,3,165,-6.9821
1969,11,1,4,154,-7.6458
1969,11,1,5,219,-7.3499
1969,11,2,1,76,-3.4302
1969,11,2,2,81,-3.4838
1969,11,2,3,71,-6.4001
1969,11,2,4,79,-6.3818
1969,11,2,5,72,-4.7442
1969,11,3,1,176,-0.7865
1969,11,3,2,136,-3.9488
1969,11,3,3,113,-3.7570
1969,11,3,4,81,-4.2793
1969,11,3,5,54,-6.2503
1969,12,1,1,69,-5.5565
1969,12,1,2,93,-7.0284
1969,12,1,3,153,-7.9032
1969,12,1,4,163,-9.0929
1969,12,1,5,233,-9.2569
1969,12,2,1,72,-4.0994
1969,12,2,2,80,-5.6392
1969,12,2,3,72,-4.7750
1969,12,2,4,83,-6.6625
1969,12,2,5,67,-6.3191
1969,12,3,1,182,0.3528
1969,12,3,2,132,-1.2562
1969,12,3,3,116,-3.3743
1969,12,3,4,74,-2.5790
1969,12,3,5,55,-5.5059
1970,1,1,1,64,-2.0563
1970,1,1,2,85,-5.3071
1970,1,1,3,129,-2.4875
1970,1,1,4,180,-3.5318
1970,1,1,5,254,-1.0084
1970,1,2,1,73,-5.5630
1970,1,2,2,86,-6.6993
1970,1,2,3,70,-6.9534
1970,1,2,4,79,-4.7885
1970,1,2,5,67,-5.8566
1970,1,3,1,181,-6.7069
1970,1,3,2,130,-7.7582
1970,1,3,3,118,-9.4222
1970,1,3,4,75,-8.7667
1970,1,3,5,52,-8.8267
1970,2,1,1,65,-1.6361
1970,2,1,2,95,2.9869
1970,2,1,3,151,3.4103
1970,2,1,4,176,3.8095
1970,2,1,5,231,2.3144
1970,2,2,1,79,2.4742
1970,2,2,2,75,5.0391
1970,2,2,3,68,2.4220
1970,2,2,4,83,4.4747
1970,2,2,5,69,5.7472
1970,2,3,1,178,4.7091
1970,2,3,2,137,7.2419
1970,2,3,3,120,5.0227
1970,2,3,4,69,7.1327
1970,2,3,5,53,7.2859
1970,3,1,1,67,-6.8992
1970,3,1,2,80,-5.5965
1970,3,1,3,153,-5.2636
1970,3,1,4,171,-3.1099
1970,3,1,5,252,-1.1897
1970,3,2,1,72,-1.7779
1970,3,2,2,75,-2.7567
1970,3,2,3,79,-1.5338
1970,3,2,4,87,-1.6717
1970,3,2,5,70,-0.3719
1970,3,3,1,182,-1.1396
1970,3,3,2,141,0.4058
1970,3,3,3,109,0.7385
1970,3,3,4,74,0.5537
1970,3,3,5,52,1.6065
1970,4,1,1,61,-25.0634
1970,4,1,2,82,-18.8432
1970,4,1,3,145,-20.4332
1970,4,1,4,172,-16.6915
1970,4,1,5,268,-14.6323
1970,4,2,1,75,-17.1097
1970,4,2,2,78,-17.3420
1970,4,2,3,78,-14.3348
1970,4,2,4,79,-14.7443
1970,4,2,5,69,-12.7371
1970,4,3,1,181,-9.9251
1970,4,3,2,139,-9.1217
1970,4,3,3,110,-8.4639
1970,4,3,4,77,-9.7528
1970,4,3,5,50,-11.8641
1970,5,1,1,61,-7.8540
1970,5,1,2,83,-10.2781
1970,5,1,3,132,-10.6800
1970,5,1,4,198,-8.8240
1970,5,1,5,301,-10.1481
1970,5,2,1,64,-12.4615
1970,5,2,2,80,-9.7112
1970,5,2,3,86,-9.7022
1970,5,2,4,81,-9.9092
1970,5,2,5,78,-9.7961
1970,5,3,1,189,-6.5253
1970,5,3,2,141,-4.9490
1970,5,3,3,112,-4.1045
1970,5,3,4,85,-7.5754
1970,5,3,5,51,-6.0938
1970,6,1,1,60,-8.5342
1970,6,1,2,82,-10.0119
1970,6,1,3,148,-9.5363
1970,6,1,4,200,-9.6945
1970,6,1,5,285,-9.1527
1970,6,2,1,65,-4.8255
1970,6,2,2,84,-7.8814
1970,6,2,3,81,-8.8288
1970,6,2,4,81,-8.4819
1970,6,2,5,80,-7.9115
1970,6,3,1,190,-6.1827
1970,6,3,2,139,-3.0871
1970,6,3,3,114,-4.0424
1970,6,3,4,80,-5.3499
1970,6,3,5,52,-6.7213
1970,7,1,1,49,10.0877
1970,7,1,2,90,3.4534
1970,7,1,3,149,3.2385
1970,7,1,4,205,3.7721
1970,7,1,5,283,6.2416
1970,7,2,1,52,6.1254
1970,7,2,2,87,8.4776
1970,7,2,3,87,8.5537
1970,7,2,4,80,6.9584
1970,7,2,5,75,7.6053
1970,7,3,1,199,5.8463
1970,7,3,2,140,9.1760
1970,7,3,3,113,8.3401
1970,7,3,4,75,8.3986
1970,7,3,5,51,8.1143
1970,8,1,1,50,4.9689
1970,8,1,2,80,4.8058
1970,8,1,3,159,6.6421
1970,8,1,4,210,7.1361
1970,8,1,5,277,6.5411
1970,8,2,1,63,6.5966
1970,8,2,2,78,5.7635
1970,8,2,3,84,8.0487
1970,8,2,4,80,9.4388
1970,8,2,5,83,6.1302
1970,8,3,1,188,3.7091
1970,8,3,2,145,5.4493
1970,8,3,3,110,5.6865
1970,8,3,4,69,6.0683
1970,8,3,5,46,8.3191
1970,9,1,1,53,18.9959
1970,9,1,2,85,15.7869
1970,9,1,3,148,16.0619
1970,9,1,4,211,14.6384
1970,9,1,5,288,14.7818
1970,9,2,1,64,14.1648
1970,9,2,2,72,10.4923
1970,9,2,3,83,10.6457
1970,9,2,4,88,10.3591
1970,9,2,5,83,13.4878
1970,9,3,1,185,4.4941
1970,9,3,2,149,2.2573
1970,9,3,3,112,3.4915
1970,9,3,4,65,6.3401
1970,9,3,5,50,7.3764
1970,10,1,1,63,-9.0273
1970,10,1,2,104,-7.5829
1970,10,1,3,147,-9.4502
1970,10,1,4,197,-7.1369
1970,10,1,5,278,-7.1905
1970,10,2,1,70,-2.1508
1970,10,2,2,74,-5.5788
1970,10,2,3,79,-6.1709
1970,10,2,4,84,-4.3173
1970,10,2,5,76,-4.8297
1970,10,3,1,183,-0.3947
1970,10,3,2,151,-0.5479
1970,10,3,3,111,-1.7739
1970,10,3,4,76,-3.5545
1970,10,3,5,49,-5.8132
1970,11,1,1,59,-0.3807
1970,11,1,2,96,-2.9548
1970,11,1,3,142,-2.0427
1970,11,1,4,226,-1.8118
1970,11,1,5,286,-0.6646
1970,11,2,1,67,1.1923
1970,11,2,2,74,4.2407
1970,11,2,3,92,2.7055
1970,11,2,4,89,2.6803
1970,11,2,5,74,3.0282
1970,11,3,1,196,5.6135
1970,11,3,2,153,5.9298
1970,11,3,3,113,3.5935
1970,11,3,4,67,4.1350
1970,11,3,5,58,5.6792
1970,12,1,1,57,3.0024
1970,12,1,2,87,7.1943
1970,12,1,3,151,9.2710
1970,12,1,4,214,11.0074
1970,12,1,5,303,11.0959
1970,12,2,1,56,2.6021
1970,12,2,2,82,8.7328
1970,12,2,3,87,9.7198
1970,12,2,4,90,13.1298
1970,12,2,5,82,9.9555
1970,12,3,1,204,4.9186
1970,12,3,2,147,5.0860
1970,12,3,3,116,8.6299
1970,12,3,4,66,9.9364
1970,12,3,5,56,6.8567
1971,1,1,1,52,7.5481
1971,1,1,2,98,13.5348
1971,1,1,3,125,13.3110
1971,1,1,4,229,15.7384
1971,1,1,5,312,20.8372
1971,1,2,1,55,7.5084
1971,1,2,2,86,8.4553
1971,1,2,3,85,9.8250
1971,1,2,4,84,11.8004
1971,1,2,5,82,11.5941
1971,1,3,1,199,4.0288
1971,1,3,2,142,2.9844
1971,1,3,3,124,6.3282
1971,1,3,4,69,7.6336
1971,1,3,5,54,9.6340
1971,2,1,1,70,8.6047
1971,2,1,2,89,6.3333
1971,2,1,3,151,6.1121
1971,2,1,4,214,7.0341
1971,2,1,5,291,6.4657
1971,2,2,1,61,2.8678
1971,2,2,2,87,3.0215
1971,2,2,3,84,3.7108
1971,2,2,4,80,3.5647
1971,2,2,5,83,3.0361
1971,2,3,1,192,-0.0406
1971,2,3,2,142,2.9586
1971,2,3,3,129,2.8240
1971,2,3,4,73,2.1289
1971,2,3,5,52,3.0906
1971,3,1,1,70,4.5214
1971,3,1,2,100,4.5165
1971,3,1,3,138,7.2769
1971,3,1,4,212,4.8730
1971,3,1,5,284,7.6650
1971,3,2,1,68,7.7069
1971,3,2,2,80,7.3739
1971,3,2,3,88,7.2183
1971,3,2,4,85,4.4100
1971,3,2,5,83,4.3162
1971,3,3,1,191,4.1642
1971,3,3,2,143,3.9347
1971,3,3,3,126,4.1078
1971,3,3,4,75,3.5496
1971,3,3,5,55,4.2507
1971,4,1,1,75,0.7272
1971,4,1,2,93,2.7913
1971,4,1,3,153,0.4697
1971,4,1,4,202,2.3132
1971,4,1,5,281,3.5745
1971,4,2,1,71,1.5761
1971,4,2,2,79,2.0757
1971,4,2,3,90,5.2663
1971,4,2,4,80,4.3951
1971,4,2,5,87,3.6650
1971,4,3,1,190,2.3521
1971,4,3,2,140,3.2573
1971,4,3,3,123,6.6629
1971,4,3,4,84,4.6848
1971,4,3,5,50,5.3212
1971,5,1,1,87,-6.1202
1971,5,1,2,107,-4.8900
1971,5,1,3,126,-6.0586
1971,5,1,4,212,-5.6453
1971,5,1,5,296,-7.2412
1971,5,2,1,70,-3.9076
1971,5,2,2,86,-3.8795
1971,5,2,3,91,-3.5097
1971,5,2,4,74,-4.9090
1971,5,2,5,92,-5.9394
1971,5,3,1,190,-3.4900
1971,5,3,2,139,-2.7343
1971,5,3,3,119,-4.1678
1971,5,3,4,90,-3.0231
1971,5,3,5,51,-3.6231
1971,6,1,1,84,-2.5418
1971,6,1,2,95,-3.5580
1971,6,1,3,138,-1.8178
1971,6,1,4,214,-2.0264
1971,6,1,5,294,-2.8747
1971,6,2,1,67,-1.9308
1971,6,2,2,90,1.0186
1971,6,2,3,80,-1.0574
1971,6,2,4,86,-0.9412
1971,6,2,5,85,-2.6753
1971,6,3,1,196,1.2424
1971,6,3,2,142,0.5115
1971,6,3,3,124,-0.6255
1971,6,3,4,85,-0.2399
1971,6,3,5,48,-0.1085
1971,7,1,1,78,-7.3945
1971,7,1,2,106,-8.5528
1971,7,1,3,137,-7.4931
1971,7,1,4,213,-6.0650
1971,7,1,5,296,-5.5796
1971,7,2,1,65,-5.2481
1971,7,2,2,86,-3.8331
1971,7,2,3,88,-3.5590
1971,7,2,4,75,-5.7323
1971,7,2,5,87,-5.0106
1971,7,3,1,194,-4.1007
1971,7,3,2,147,-3.8873
1971,7,3,3,115,-3.5592
1971,7,3,4,89,-5.1332
1971,7,3,5,48,-4.9559
1971,8,1,1,78,2.3258
1971,8,1,2,102,3.8233
1971,8,1,3,141,3.4943
1971,8,1,4,216,4.2262
1971,8,1,5,297,6.1190
1971,8,2,1,62,2.3493
1971,8,2,2,80,4.1003
1971,8,2,3,82,5.2777
1971,8,2,4,78,6.7122
1971,8,2,5,88,5.2554
1971,8,3,1,193,3.7318
1971,8,3,2,154,2.7589
1971,8,3,3,121,5.3981
1971,8,3,4,84,6.6579
1971,8,3,5,46,8.7395
1971,9,1,1,76,-0.9843
1971,9,1,2,98,1.3531
1971,9,1,3,134,0.3681
1971,9,1,4,209,-0.2313
1971,9,1,5,320,-0.8105
1971,9,2,1,66,-0.7083
1971,9,2,2,79,-0.4725
1971,9,2,3,79,-0.4927
