year,month,rank_ME,rank_BMJ,nstocks,ret_vw
1981,2,2,2,130,1.2334
1981,2,2,3,127,2.8910
1981,2,2,4,104,1.8485
1981,2,2,5,80,3.2297
1981,2,3,1,221,2.3170
1981,2,3,2,153,1.8729
1981,2,3,3,117,0.6201
1981,2,3,4,121,3.2200
1981,2,3,5,68,0.9951
1981,3,1,1,449,7.1943
1981,3,1,2,312,7.9996
1981,3,1,3,278,8.5914
1981,3,1,4,284,9.4414
1981,3,1,5,573,8.3313
1981,3,2,1,233,7.0294
1981,3,2,2,130,7.4825
1981,3,2,3,127,8.4301
1981,3,2,4,103,6.4621
1981,3,2,5,80,8.8830
1981,3,3,1,221,4.4771
1981,3,3,2,152,2.4195
1981,3,3,3,117,1.7161
1981,3,3,4,120,5.1692
1981,3,3,5,67,10.9668
1981,4,1,1,447,2.2632
1981,4,1,2,314,4.5141
1981,4,1,3,275,3.8004
1981,4,1,4,284,4.5761
1981,4,1,5,570,5.5556
1981,4,2,1,232,0.9168
1981,4,2,2,129,3.5775
1981,4,2,3,125,4.4228
1981,4,2,4,101,1.5509
1981,4,2,5,80,1.6836
1981,4,3,1,222,-3.9160
1981,4,3,2,151,-2.6392
1981,4,3,3,117,-1.2979
1981,4,3,4,120,2.2370
1981,4,3,5,67,-1.0783
1981,5,1,1,445,4.8529
1981,5,1,2,310,5.8669
1981,5,1,3,273,4.4069
1981,5,1,4,280,3.4460
1981,5,1,5,565,2.5017
1981,5,2,1,231,4.8590
1981,5,2,2,129,3.1591
1981,5,2,3,124,3.2475
1981,5,2,4,101,2.0108
1981,5,2,5,80,1.6493
1981,5,3,1,217,0.9094
1981,5,3,2,152,-1.4663
1981,5,3,3,117,-1.6006
1981,5,3,4,120,3.5592
1981,5,3,5,68,2.1506
1981,6,1,1,446,-8.1759
1981,6,1,2,310,-0.8643
1981,6,1,3,271,0.7248
1981,6,1,4,280,2.2087
1981,6,1,5,563,2.1244
1981,6,2,1,228,-6.4255
1981,6,2,2,129,-1.9425
1981,6,2,3,123,-1.6084
1981,6,2,4,100,1.1702
1981,6,2,5,78,0.0599
1981,6,3,1,217,-4.2917
1981,6,3,2,151,1.8368
1981,6,3,3,116,0.8500
1981,6,3,4,120,0.0497
1981,6,3,5,68,-0.9096
1981,7,1,1,653,-4.2593
1981,7,1,2,331,-3.4585
1981,7,1,3,265,-3.5563
1981,7,1,4,363,-1.6303
1981,7,1,5,475,-1.4822
1981,7,2,1,251,-1.9752
1981,7,2,2,145,-2.9948
1981,7,2,3,110,-0.5331
1981,7,2,4,87,-1.3708
1981,7,2,5,75,-2.2030
1981,7,3,1,217,0.9011
1981,7,3,2,146,0.2933
1981,7,3,3,117,1.1774
1981,7,3,4,115,-0.3780
1981,7,3,5,88,0.7591
1981,8,1,1,650,-13.2292
1981,8,1,2,328,-8.3106
1981,8,1,3,264,-5.7965
1981,8,1,4,361,-6.6545
1981,8,1,5,469,-4.4466
1981,8,2,1,249,-9.6337
1981,8,2,2,144,-6.3160
1981,8,2,3,110,-5.7800
1981,8,2,4,87,-5.5617
1981,8,2,5,75,-4.3952
1981,8,3,1,216,-7.3264
1981,8,3,2,145,-5.7434
1981,8,3,3,115,-5.7715
1981,8,3,4,114,-5.8542
1981,8,3,5,88,-1.3234
1981,9,1,1,646,-12.7647
1981,9,1,2,323,-9.2942
1981,9,1,3,260,-8.6243
1981,9,1,4,357,-7.5583
1981,9,1,5,462,-6.0201
1981,9,2,1,248,-10.3036
1981,9,2,2,142,-7.3403
1981,9,2,3,110,-6.3372
1981,9,2,4,87,-6.4323
1981,9,2,5,76,-4.2900
1981,9,3,1,214,-6.6499
1981,9,3,2,143,-5.2226
1981,9,3,3,114,-8.2313
1981,9,3,4,114,-5.3683
1981,9,3,5,88,-2.1080
1981,10,1,1,642,10.9145
1981,10,1,2,320,7.6742
1981,10,1,3,257,9.2973
1981,10,1,4,355,7.0829
1981,10,1,5,459,3.5803
1981,10,2,1,248,10.7401
1981,10,2,2,142,7.1520
1981,10,2,3,109,5.7750
1981,10,2,4,86,4.2214
1981,10,2,5,76,4.9197
1981,10,3,1,214,10.6028
1981,10,3,2,142,5.0245
1981,10,3,3,113,5.9336
1981,10,3,4,114,1.3363
1981,10,3,5,88,3.7658
1981,11,1,1,642,-1.2109
1981,11,1,2,317,3.4343
1981,11,1,3,256,2.2517
1981,11,1,4,355,3.3054
1981,11,1,5,459,3.5080
1981,11,2,1,247,0.3146
1981,11,2,2,141,4.4253
1981,11,2,3,108,4.9474
1981,11,2,4,86,5.5044
1981,11,2,5,76,4.4510
1981,11,3,1,214,2.1109
1981,11,3,2,141,6.2219
1981,11,3,3,112,3.1397
1981,11,3,4,114,6.4722
1981,11,3,5,88,4.1775
1981,12,1,1,635,-3.9280
1981,12,1,2,314,-2.8060
1981,12,1,3,253,-0.3843
1981,12,1,4,354,0.3844
1981,12,1,5,457,-1.6783
1981,12,2,1,247,-2.2898
1981,12,2,2,139,-1.2002
1981,12,2,3,107,0.1095
1981,12,2,4,86,-1.4265
1981,12,2,5,76,-1.6698
1981,12,3,1,212,-3.5220
1981,12,3,2,141,-2.3180
1981,12,3,3,113,-2.3861
1981,12,3,4,114,-2.7156
1981,12,3,5,88,-2.3315
1982,1,1,1,629,-3.0439
1982,1,1,2,317,-2.4650
1982,1,1,3,249,-1.2272
1982,1,1,4,350,0.1920
1982,1,1,5,456,-0.4233
1982,1,2,1,246,-6.7692
1982,1,2,2,138,-4.2144
1982,1,2,3,107,-4.5867
1982,1,2,4,85,-1.4007
1982,1,2,5,75,1.4113
1982,1,3,1,212,-2.6569
1982,1,3,2,140,-1.2469
1982,1,3,3,112,-4.5509
1982,1,3,4,114,-2.2497
1982,1,3,5,88,0.0522
1982,2,1,1,630,-7.4032
1982,2,1,2,316,-4.3995
1982,2,1,3,249,-2.4879
1982,2,1,4,346,-2.2386
1982,2,1,5,455,-1.2368
1982,2,2,1,245,-8.1957
1982,2,2,2,139,-4.8053
1982,2,2,3,107,-3.5207
1982,2,2,4,83,-2.1854
1982,2,2,5,75,0.7586
1982,2,3,1,212,-7.5358
1982,2,3,2,140,-5.4304
1982,2,3,3,111,-6.0378
1982,2,3,4,113,-2.8977
1982,2,3,5,88,-1.9791
1982,3,1,1,625,-1.6735
1982,3,1,2,312,-1.0689
1982,3,1,3,246,-0.6062
1982,3,1,4,341,-0.0846
1982,3,1,5,453,-0.4912
1982,3,2,1,242,-3.0119
1982,3,2,2,139,-1.0431
1982,3,2,3,107,0.6618
1982,3,2,4,82,1.4730
1982,3,2,5,75,3.6329
1982,3,3,1,212,-3.0218
1982,3,3,2,140,-0.4777
1982,3,3,3,111,-0.6689
1982,3,3,4,113,0.1027
1982,3,3,5,88,2.0685
1982,4,1,1,625,6.7730
1982,4,1,2,310,7.3060
1982,4,1,3,246,5.3746
1982,4,1,4,340,4.1017
1982,4,1,5,445,3.5936
1982,4,2,1,242,6.7400
1982,4,2,2,137,6.0470
1982,4,2,3,106,6.0200
1982,4,2,4,82,4.5072
1982,4,2,5,73,4.2026
1982,4,3,1,210,6.2917
1982,4,3,2,138,5.5946
1982,4,3,3,111,4.0899
1982,4,3,4,113,3.3645
1982,4,3,5,88,0.8326
1982,5,1,1,622,-3.4345
1982,5,1,2,309,-2.0586
1982,5,1,3,241,-0.9717
1982,5,1,4,338,-1.0290
1982,5,1,5,438,0.4260
1982,5,2,1,242,-4.3128
1982,5,2,2,137,-2.4189
1982,5,2,3,106,-2.3651
1982,5,2,4,81,-3.8538
1982,5,2,5,73,-1.4975
1982,5,3,1,208,-4.7714
1982,5,3,2,138,-2.8337
1982,5,3,3,111,-1.8222
1982,5,3,4,113,-1.2735
1982,5,3,5,88,-0.5685
1982,6,1,1,618,-4.0955
1982,6,1,2,305,-2.5354
1982,6,1,3,239,-1.1876
1982,6,1,4,336,-1.7151
1982,6,1,5,432,-1.4760
1982,6,2,1,241,-4.0299
1982,6,2,2,137,-0.7055
1982,6,2,3,105,-2.2384
1982,6,2,4,81,1.1397
1982,6,2,5,73,0.0640
1982,6,3,1,209,-3.3098
1982,6,3,2,138,0.1517
1982,6,3,3,110,-3.0024
1982,6,3,4,113,-1.1818
1982,6,3,5,88,-2.7940
1982,7,1,1,722,-3.2210
1982,7,1,2,411,-2.6633
1982,7,1,3,391,-1.5129
1982,7,1,4,282,-0.2270
1982,7,1,5,501,-0.7254
1982,7,2,1,231,-1.2954
1982,7,2,2,139,-1.5767
1982,7,2,3,118,0.0100
1982,7,2,4,75,-2.0186
1982,7,2,5,78,-2.5182
1982,7,3,1,202,0.9614
1982,7,3,2,139,-3.9189
1982,7,3,3,124,-4.5477
1982,7,3,4,126,-4.3009
1982,7,3,5,81,-1.4995
1982,8,1,1,715,4.5544
1982,8,1,2,407,6.5730
1982,8,1,3,389,6.7261
1982,8,1,4,280,5.0389
1982,8,1,5,500,5.5655
1982,8,2,1,229,9.0399
1982,8,2,2,138,9.3624
1982,8,2,3,117,9.7642
1982,8,2,4,75,10.7149
1982,8,2,5,77,10.0706
1982,8,3,1,201,11.3235
1982,8,3,2,139,11.0985
1982,8,3,3,124,13.5965
1982,8,3,4,125,13.9658
1982,8,3,5,81,13.7387
1982,9,1,1,710,3.3444
1982,9,1,2,407,2.9260
1982,9,1,3,387,4.0729
1982,9,1,4,280,2.9002
1982,9,1,5,500,3.1461
1982,9,2,1,228,3.5036
1982,9,2,2,138,2.7560
1982,9,2,3,116,3.0990
1982,9,2,4,75,3.1170
1982,9,2,5,77,2.6069
1982,9,3,1,199,2.1206
1982,9,3,2,138,1.7327
1982,9,3,3,124,0.6807
1982,9,3,4,125,-0.2218
1982,9,3,5,82,-0.6526
1982,10,1,1,707,16.7703
1982,10,1,2,400,14.3560
1982,10,1,3,380,12.3155
1982,10,1,4,281,11.2607
1982,10,1,5,495,10.9157
1982,10,2,1,225,15.0962
1982,10,2,2,137,12.1067
1982,10,2,3,114,13.9201
1982,10,2,4,75,12.1042
1982,10,2,5,76,9.6549
1982,10,3,1,199,12.5980
1982,10,3,2,137,11.3510
1982,10,3,3,124,10.9541
1982,10,3,4,125,8.7375
1982,10,3,5,82,8.9431
1982,11,1,1,698,10.5121
1982,11,1,2,398,8.3779
1982,11,1,3,378,10.6020
1982,11,1,4,279,8.4509
1982,11,1,5,493,10.6680
1982,11,2,1,223,11.8041
1982,11,2,2,136,5.5199
1982,11,2,3,112,7.2817
1982,11,2,4,74,5.9598
1982,11,2,5,75,8.6354
1982,11,3,1,199,8.0433
1982,11,3,2,136,3.1188
1982,11,3,3,124,2.0793
1982,11,3,4,125,1.6829
1982,11,3,5,82,3.7118
1982,12,1,1,697,3.1828
1982,12,1,2,399,2.5562
1982,12,1,3,378,1.2494
1982,12,1,4,275,1.4406
1982,12,1,5,492,2.3675
1982,12,2,1,224,0.4869
1982,12,2,2,136,1.8792
1982,12,2,3,111,2.3637
1982,12,2,4,74,-0.0342
1982,12,2,5,75,1.0157
1982,12,3,1,198,0.9244
1982,12,3,2,136,1.1848
1982,12,3,3,124,2.5803
1982,12,3,4,125,2.9363
1982,12,3,5,82,1.3925
1983,1,1,1,692,12.4557
1983,1,1,2,395,10.1359
1983,1,1,3,375,9.0529
1983,1,1,4,275,8.7990
1983,1,1,5,489,8.5810
1983,1,2,1,221,8.0709
1983,1,2,2,133,6.0627
1983,1,2,3,112,5.3288
1983,1,2,4,74,5.2052
1983,1,2,5,75,5.4082
1983,1,3,1,196,2.4153
1983,1,3,2,135,4.6038
1983,1,3,3,124,3.4336
1983,1,3,4,125,3.8541
1983,1,3,5,82,9.1985
1983,2,1,1,687,3.7185
1983,2,1,2,387,6.2174
1983,2,1,3,370,6.4261
1983,2,1,4,274,6.0219
1983,2,1,5,484,8.0899
1983,2,2,1,219,4.5534
1983,2,2,2,132,6.0288
1983,2,2,3,112,5.6003
1983,2,2,4,73,6.7370
1983,2,2,5,75,5.2352
1983,2,3,1,195,3.9785
1983,2,3,2,135,2.4655
1983,2,3,3,124,1.5058
1983,2,3,4,125,2.8747
1983,2,3,5,82,0.9680
1983,3,1,1,683,3.2153
1983,3,1,2,382,6.4942
1983,3,1,3,367,6.8342
1983,3,1,4,273,5.0088
1983,3,1,5,481,6.3287
1983,3,2,1,218,2.1051
1983,3,2,2,132,3.9151
1983,3,2,3,112,6.0760
1983,3,2,4,73,4.3214
1983,3,2,5,75,4.9930
1983,3,3,1,196,2.1960
1983,3,3,2,135,4.3743
1983,3,3,3,122,3.4938
1983,3,3,4,125,2.8852
1983,3,3,5,82,1.9638
1983,4,1,1,681,7.2009
1983,4,1,2,380,7.1035
1983,4,1,3,364,7.8065
1983,4,1,4,272,8.5968
1983,4,1,5,477,8.5729
1983,4,2,1,218,8.4226
1983,4,2,2,132,6.6773
1983,4,2,3,112,6.0964
1983,4,2,4,73,7.9081
1983,4,2,5,74,3.0404
1983,4,3,1,195,5.7785
1983,4,3,2,135,6.8552
1983,4,3,3,122,8.7266
1983,4,3,4,125,7.9209
1983,4,3,5,81,6.6657
1983,5,1,1,673,11.3090
1983,5,1,2,377,11.1981
1983,5,1,3,361,10.2769
1983,5,1,4,270,8.1732
1983,5,1,5,474,9.2349
1983,5,2,1,219,6.0383
1983,5,2,2,132,5.7159
1983,5,2,3,111,4.4310
1983,5,2,4,73,2.8904
1983,5,2,5,74,6.3971
1983,5,3,1,195,-1.1703
1983,5,3,2,135,0.5650
1983,5,3,3,122,0.8580
1983,5,3,4,125,0.3993
1983,5,3,5,81,0.7960
1983,6,1,1,668,4.5223
1983,6,1,2,372,7.2026
1983,6,1,3,361,3.0723
1983,6,1,4,269,3.6995
1983,6,1,5,471,3.7663
1983,6,2,1,219,6.5192
1983,6,2,2,132,7.5626
1983,6,2,3,111,6.2585
1983,6,2,4,73,1.2719
1983,6,2,5,71,3.1565
1983,6,3,1,195,5.3546
1983,6,3,2,135,5.9987
1983,6,3,3,122,4.7501
1983,6,3,4,123,1.3404
1983,6,3,5,81,0.7153
1983,7,1,1,842,-6.0774
1983,7,1,2,477,-2.3625
1983,7,1,3,340,0.0964
1983,7,1,4,366,0.8828
1983,7,1,5,375,1.3318
1983,7,2,1,257,-6.3397
1983,7,2,2,141,-3.8037
1983,7,2,3,100,-1.1200
1983,7,2,4,71,1.5176
1983,7,2,5,83,2.0813
1983,7,3,1,210,-4.7633
1983,7,3,2,130,-5.2013
1983,7,3,3,128,-3.6228
1983,7,3,4,125,-0.8554
1983,7,3,5,89,-1.0540
1983,8,1,1,838,-5.6190
1983,8,1,2,474,-3.8242
1983,8,1,3,340,-3.4671
1983,8,1,4,362,-2.8721
1983,8,1,5,372,-1.2018
1983,8,2,1,257,-5.3195
1983,8,2,2,140,-4.2792
1983,8,2,3,100,-2.1821
1983,8,2,4,68,-0.1516
1983,8,2,5,83,-0.2712
1983,8,3,1,209,-2.0154
1983,8,3,2,130,0.0293
1983,8,3,3,128,-0.5707
1983,8,3,4,125,4.7580
1983,8,3,5,89,5.1655
1983,9,1,1,834,-2.3327
1983,9,1,2,469,0.7157
1983,9,1,3,339,1.0334
1983,9,1,4,356,-0.0698
1983,9,1,5,369,0.5875
1983,9,2,1,257,2.0245
1983,9,2,2,139,1.8450
1983,9,2,3,98,2.3567
1983,9,2,4,66,3.8221
1983,9,2,5,83,4.4932
1983,9,3,1,209,2.7126
1983,9,3,2,130,3.1019
1983,9,3,3,127,2.1841
1983,9,3,4,124,-0.8422
1983,9,3,5,89,1.9819
1983,10,1,1,826,-9.8256
1983,10,1,2,467,-6.7003
1983,10,1,3,337,-5.3259
1983,10,1,4,352,-4.3786
1983,10,1,5,366,-2.5614
1983,10,2,1,255,-10.0287
1983,10,2,2,139,-5.5685
1983,10,2,3,98,-4.4604
1983,10,2,4,66,-2.8931
1983,10,2,5,83,-1.0825
1983,10,3,1,209,-4.6015
1983,10,3,2,128,-1.2854
1983,10,3,3,126,-0.8644
1983,10,3,4,124,-0.1570
1983,10,3,5,88,-0.0629
1983,11,1,1,824,3.4442
1983,11,1,2,464,3.7255
1983,11,1,3,333,3.5258
1983,11,1,4,351,2.3960
1983,11,1,5,365,3.1676
1983,11,2,1,255,6.1047
1983,11,2,2,138,5.0418
1983,11,2,3,96,6.1633
1983,11,2,4,65,3.4485
1983,11,2,5,82,4.0674
1983,11,3,1,209,1.4713
1983,11,3,2,128,4.2494
1983,11,3,3,126,3.6587
1983,11,3,4,123,1.8167
1983,11,3,5,88,0.7736
1983,12,1,1,823,-4.5478
1983,12,1,2,461,-2.2898
1983,12,1,3,332,0.0060
1983,12,1,4,349,0.5099
1983,12,1,5,361,-0.1784
1983,12,2,1,255,-3.4390
1983,12,2,2,138,0.0948
1983,12,2,3,96,-0.7716
1983,12,2,4,64,-1.0539
1983,12,2,5,82,-0.7066
1983,12,3,1,209,-1.2506
1983,12,3,2,128,-0.6880
1983,12,3,3,126,-1.1675
1983,12,3,4,123,0.4393
1983,12,3,5,88,-1.8198
1984,1,1,1,816,-2.5538
1984,1,1,2,458,-0.6413
1984,1,1,3,328,-0.1289
1984,1,1,4,345,2.6616
1984,1,1,5,357,3.5494
1984,1,2,1,255,-7.4307
1984,1,2,2,137,-2.4149
1984,1,2,3,96,0.9731
1984,1,2,4,64,0.2082
1984,1,2,5,82,1.9534
1984,1,3,1,209,-6.4624
1984,1,3,2,127,-2.8551
1984,1,3,3,125,0.6620
1984,1,3,4,123,2.0651
1984,1,3,5,86,3.8972
1984,2,1,1,807,-7.7782
1984,2,1,2,454,-5.9677
1984,2,1,3,323,-6.0063
1984,2,1,4,339,-4.7310
1984,2,1,5,348,-3.4005
1984,2,2,1,254,-7.1832
1984,2,2,2,137,-6.3091
1984,2,2,3,95,-4.9455
1984,2,2,4,64,-1.5941
1984,2,2,5,82,-3.3744
1984,2,3,1,208,-4.2373
1984,2,3,2,127,-5.5105
1984,2,3,3,125,-4.3963
1984,2,3,4,123,-2.9709
1984,2,3,5,86,-0.3780
1984,3,1,1,805,-0.5530
1984,3,1,2,446,1.1348
1984,3,1,3,323,0.7201
1984,3,1,4,341,1.8802
1984,3,1,5,340,2.3970
1984,3,2,1,254,0.3744
1984,3,2,2,133,0.7393
1984,3,2,3,94,1.7577
1984,3,2,4,63,1.9265
1984,3,2,5,80,2.8751
1984,3,3,1,208,1.0136
1984,3,3,2,127,3.0402
1984,3,3,3,124,0.5483
1984,3,3,4,122,2.2793
1984,3,3,5,86,0.2230
1984,4,1,1,803,-3.3226
1984,4,1,2,442,-2.3211
1984,4,1,3,323,-0.2198
1984,4,1,4,339,-0.6383
1984,4,1,5,339,-0.7644
1984,4,2,1,254,-0.0824
1984,4,2,2,133,0.9293
1984,4,2,3,93,0.0409
1984,4,2,4,61,0.2604
1984,4,2,5,79,0.5177
1984,4,3,1,208,0.8924
1984,4,3,2,127,0.7561
1984,4,3,3,124,0.0999
1984,4,3,4,122,1.7865
1984,4,3,5,86,0.4180
1984,5,1,1,802,-5.9877
1984,5,1,2,443,-5.1200
1984,5,1,3,318,-5.1296
1984,5,1,4,335,-4.3925
1984,5,1,5,334,-1.6572
1984,5,2,1,253,-6.3815
1984,5,2,2,132,-4.5640
1984,5,2,3,91,-5.2193
1984,5,2,4,61,-4.3763
1984,5,2,5,79,-4.5752
1984,5,3,1,207,-5.9404
1984,5,3,2,127,-3.8377
1984,5,3,3,124,-4.1763
1984,5,3,4,122,-4.5519
1984,5,3,5,86,-4.9707
1984,6,1,1,793,2.0141
1984,6,1,2,442,2.6639
1984,6,1,3,316,2.5515
1984,6,1,4,330,1.4374
1984,6,1,5,330,0.9105
1984,6,2,1,250,5.6888
1984,6,2,2,132,3.3292
1984,6,2,3,90,2.8625
1984,6,2,4,61,0.5124
1984,6,2,5,79,0.1295
1984,6,3,1,207,3.9716
1984,6,3,2,127,4.1760
1984,6,3,3,124,3.2998
1984,6,3,4,122,-0.4793
1984,6,3,5,86,1.7258
1984,7,1,1,867,-7.3583
1984,7,1,2,474,-5.1406
1984,7,1,3,461,-5.2482
1984,7,1,4,369,-3.2185
1984,7,1,5,426,-3.3738
1984,7,2,1,248,-4.6754
1984,7,2,2,136,-5.8169
1984,7,2,3,115,-3.5594
1984,7,2,4,77,-5.0624
1984,7,2,5,73,-5.1266
1984,7,3,1,190,-0.7779
1984,7,3,2,138,-1.1419
1984,7,3,3,110,-2.3427
1984,7,3,4,113,-2.8704
1984,7,3,5,114,-1.5368
1984,8,1,1,862,11.3850
1984,8,1,2,473,11.7475
1984,8,1,3,459,9.1533
1984,8,1,4,367,7.8341
1984,8,1,5,417,9.1610
1984,8,2,1,247,14.7489
1984,8,2,2,135,14.0401
1984,8,2,3,115,11.7892
1984,8,2,4,77,9.8034
1984,8,2,5,73,11.2634
1984,8,3,1,188,10.9462
1984,8,3,2,138,9.8587
1984,8,3,3,109,10.4420
1984,8,3,4,113,12.6443
1984,8,3,5,113,11.0897
1984,9,1,1,856,-2.5219
1984,9,1,2,469,-1.4192
1984,9,1,3,457,-0.2391
1984,9,1,4,365,0.2158
1984,9,1,5,412,1.7464
1984,9,2,1,245,-3.6074
1984,9,2,2,135,-0.3804
1984,9,2,3,113,0.6374
1984,9,2,4,77,1.1012
1984,9,2,5,73,0.1499
1984,9,3,1,187,-2.3753
1984,9,3,2,137,-1.6435
1984,9,3,3,109,-0.7244
1984,9,3,4,113,1.2693
1984,9,3,5,113,3.0383
1984,10,1,1,846,-4.1234
1984,10,1,2,466,-1.6706
1984,10,1,3,452,-1.9330
1984,10,1,4,359,-2.5354
1984,10,1,5,404,-3.6287
1984,10,2,1,244,-2.4534
1984,10,2,2,132,-0.9521
1984,10,2,3,113,-0.4717
1984,10,2,4,77,-0.7350
1984,10,2,5,71,0.4368
1984,10,3,1,184,0.6439
1984,10,3,2,137,1.3496
1984,10,3,3,109,0.3957
1984,10,3,4,113,-1.1471
1984,10,3,5,113,0.3045
1984,11,1,1,838,-5.0948
1984,11,1,2,457,-3.4480
1984,11,1,3,447,-2.6141
1984,11,1,4,355,-1.3050
1984,11,1,5,398,-3.3568
1984,11,2,1,245,-4.2060
1984,11,2,2,131,-2.3554
1984,11,2,3,112,-1.0503
1984,11,2,4,77,0.9985
1984,11,2,5,71,-0.0600
1984,11,3,1,183,-2.9020
1984,11,3,2,135,-0.6514
1984,11,3,3,109,-1.9232
1984,11,3,4,113,-0.0260
1984,11,3,5,113,1.9595
1984,12,1,1,826,0.7937
1984,12,1,2,452,0.5102
1984,12,1,3,443,0.4100
1984,12,1,4,351,1.2537
1984,12,1,5,392,-0.9389
1984,12,2,1,244,3.0192
1984,12,2,2,130,1.8823
1984,12,2,3,112,1.8608
1984,12,2,4,77,2.8271
1984,12,2,5,71,1.1460
1984,12,3,1,182,2.6765
1984,12,3,2,133,1.9447
1984,12,3,3,108,1.8768
1984,12,3,4,112,2.2170
1984,12,3,5,113,1.6726
1985,1,1,1,823,14.8675
1985,1,1,2,450,14.5934
1985,1,1,3,437,10.8580
1985,1,1,4,348,11.6122
1985,1,1,5,390,10.5128
1985,1,2,1,244,14.5726
1985,1,2,2,128,11.1273
1985,1,2,3,112,10.3296
1985,1,2,4,77,8.4083
1985,1,2,5,71,8.5101
1985,1,3,1,181,10.2331
1985,1,3,2,131,7.8614
1985,1,3,3,108,7.9950
1985,1,3,4,112,6.7734
1985,1,3,5,113,4.7451
1985,2,1,1,817,4.0666
1985,2,1,2,446,3.3291
1985,2,1,3,430,4.6525
1985,2,1,4,346,2.1571
1985,2,1,5,384,3.4248
1985,2,2,1,244,2.7408
1985,2,2,2,125,3.0480
1985,2,2,3,112,2.1923
1985,2,2,4,76,1.5083
1985,2,2,5,71,0.9375
1985,2,3,1,180,1.0881
1985,2,3,2,130,1.9138
1985,2,3,3,108,2.3694
1985,2,3,4,112,1.3327
1985,2,3,5,113,1.5342
1985,3,1,1,813,-1.8266
1985,3,1,2,442,-2.3639
1985,3,1,3,427,-2.4318
1985,3,1,4,342,-1.3841
1985,3,1,5,379,-1.8708
1985,3,2,1,244,-3.6232
1985,3,2,2,124,-2.6916
1985,3,2,3,110,-2.9008
1985,3,2,4,73,0.5691
1985,3,2,5,71,1.5924
1985,3,3,1,180,-1.9344
1985,3,3,2,130,1.7386
1985,3,3,3,107,-1.3740
1985,3,3,4,112,0.3391
1985,3,3,5,112,3.1049
1985,4,1,1,808,-2.0454
1985,4,1,2,439,-0.9965
1985,4,1,3,424,-1.5736
1985,4,1,4,340,-0.9857
1985,4,1,5,373,-0.2363
1985,4,2,1,243,-1.9543
1985,4,2,2,124,-1.9864
1985,4,2,3,110,-1.9287
1985,4,2,4,73,-0.7138
1985,4,2,5,71,1.3412
1985,4,3,1,180,-1.4976
1985,4,3,2,129,-2.7611
1985,4,3,3,107,-0.2197
1985,4,3,4,112,0.6656
1985,4,3,5,111,0.6967
1985,5,1,1,804,1.8133
1985,5,1,2,437,3.7620
1985,5,1,3,419,2.9343
1985,5,1,4,336,2.8309
1985,5,1,5,367,1.1724
1985,5,2,1,242,5.0862
1985,5,2,2,123,4.1006
1985,5,2,3,110,3.5281
1985,5,2,4,73,3.3251
1985,5,2,5,70,4.6186
1985,5,3,1,180,5.6681
1985,5,3,2,129,8.1997
1985,5,3,3,107,5.0630
1985,5,3,4,112,6.1468
1985,5,3,5,111,5.0013
1985,6,1,1,800,0.4140
1985,6,1,2,435,1.0928
1985,6,1,3,415,-0.1934
1985,6,1,4,327,0.9164
1985,6,1,5,363,0.7649
1985,6,2,1,240,1.1804
1985,6,2,2,121,1.1803
1985,6,2,3,109,2.4458
1985,6,2,4,70,0.0445
1985,6,2,5,69,1.7133
1985,6,3,1,180,1.0093
1985,6,3,2,129,2.7498
1985,6,3,3,107,0.8667
1985,6,3,4,111,1.2990
1985,6,3,5,110,3.0363
1985,7,1,1,886,2.1081
1985,7,1,2,484,3.5494
1985,7,1,3,421,2.7051
1985,7,1,4,337,1.8111
1985,7,1,5,612,3.5435
1985,7,2,1,240,2.8605
1985,7,2,2,150,3.2055
1985,7,2,3,108,4.4054
1985,7,2,4,89,1.1662
1985,7,2,5,69,2.9241
1985,7,3,1,204,0.1362
1985,7,3,2,144,0.7606
1985,7,3,3,113,-1.0230
1985,7,3,4,107,-1.9246
1985,7,3,5,97,-0.1526
1985,8,1,1,878,-1.2804
1985,8,1,2,479,-0.6910
1985,8,1,3,417,-0.9253
1985,8,1,4,336,0.1697
1985,8,1,5,606,-1.5387
1985,8,2,1,240,-2.3565
1985,8,2,2,150,-1.1971
1985,8,2,3,107,-0.9471
1985,8,2,4,88,0.5896
1985,8,2,5,69,0.0347
1985,8,3,1,204,-1.0273
1985,8,3,2,143,-0.8198
1985,8,3,3,113,-0.0120
1985,8,3,4,107,0.4112
1985,8,3,5,97,0.4223
1985,9,1,1,866,-8.2293
1985,9,1,2,472,-5.9715
1985,9,1,3,411,-3.6852
1985,9,1,4,334,-4.8485
1985,9,1,5,599,-4.7094
1985,9,2,1,239,-7.3493
1985,9,2,2,148,-6.1754
1985,9,2,3,107,-5.1007
1985,9,2,4,88,-3.2689
1985,9,2,5,69,-5.9504
1985,9,3,1,203,-3.7852
1985,9,3,2,142,-2.7087
1985,9,3,3,112,-2.1309
1985,9,3,4,107,-4.1536
1985,9,3,5,97,-4.2719
1985,10,1,1,860,1.3315
1985,10,1,2,470,2.7255
1985,10,1,3,409,2.7082
1985,10,1,4,332,2.4532
1985,10,1,5,590,1.5049
1985,10,2,1,239,4.0909
1985,10,2,2,148,4.2362
1985,10,2,3,106,3.0448
1985,10,2,4,88,2.0249
1985,10,2,5,69,2.3669
1985,10,3,1,200,4.0866
1985,10,3,2,140,4.3240
1985,10,3,3,112,4.0370
1985,10,3,4,106,3.9843
1985,10,3,5,97,4.8709
1985,11,1,1,855,5.8911
1985,11,1,2,465,6.1709
